MAT.1.1	Jisu Krista rui ryzâm dân chu: David sapâ, Abraham sapâ kyntâ: 
MRK.7.2	Hangyi ha a nungzui lawkka ngyi rang yng kut khem le bai yng sâk yng nyng mu ia, (“Akhem, ti hi rusuk chang mak” tinâ â chang.)
MRK.7.3	Pharisai ngyi le, Judami ngyi chu ulyn ngyi chawng mâk chu tit yng pawm tâsiknin, yng kut sadim kân yng rusuk mak nung chu ne sin sa sin ma ngyi.
MRK.7.4	(Bâzar kyntâ yng kir khawm tui yng risil mak nung, ne sin sa sin ma ngyi. Khanung, a dang tam taka dân det taknin yng pawm lom â awm, ruhum, bêl, thir bêl ngyi rusuk lom ngyi hi.) 
MRK.7.5	Khanung chu, Pharisai ngyi le lekhasui ngyi chu, “Ilom maw ny nungzui ngyi te, ulyn ngyi chawng mâk kuvangnin awm ma ngyi, kut khem le bai yng sâk?” tinin yng rythang.
MRK.7.6	Atak chu yng kyn, “Isai chu nyngni thalêmkom ngyi chawng ai hai ril sai hi tytak âdik hi!
MRK.7.6	‘Hi maniâ ngyi hi yng mur le ky iyng mypâk.
MRK.7.6	Imyitinung, yng mulung le te ky kyntâ luk yng rylak.
MRK.7.7	Zê khawm chang synang, yng rysyinâ kyn maniâ chawngpêk ngyi yng nyng rysyi tâsiknin,
MRK.7.7	ky iyng byk sin hi atawng â chang!’ tinin sui ai chang kuvang.
MRK.7.8	Pathyn chawngpêk mi rang hengnin maniâ chawngpêk mi rang tou nyng milung,” a ti.
MRK.7.9	Khanung, atak sêk ngan yng kyn. “Nyngni ngyi tyna chawngmâk rang chu nyng pawm thyi rangnin, Pathyn chawngmâk mi rang â heng chu thawp tou a lam nyng hoi hi! 
MRK.7.10	Mosi chu, ‘Ny nu le ny pâ rang zâ raw,’ ‘Mi atu khawm a nu, a pâ rang a mêtêk khoka chu that chang se,’ a ti. 
MRK.7.11	Imyitinung, nyngni chu hi khanin nyng ti sin, ‘Maniâ chu, a nu maw, a pâ kyn maw, ky ny mangnâ lom chu korban tou a chang ta,’ a ti nung, (korban chu Pathyn kyn mylân, tinâ â chang), 
MRK.7.12	a nu tâsik maw, a pâ tâsik maw, i min tho pêk rangnin phal sin mak chou a; 
MRK.7.13	mi ngyi kyn nyng chawngmâk rylân ngyi kân hi Pathyn chawng nyng mirysyl sin; hakhanin ha tamka nyng tho sin,” a ti.
MRK.7.14	Mipui ngyi rang yng na kou nok a, yng kyn, “Nyng châknin hi ky chawng pheng ryngâi nang a ryngâi kyi thyi pêk rou; 
MRK.7.15	Maniâ rang pên tyngtâ a phung sunga lutnin atak rang a mirono thyi chu awm mak; 
MRK.7.16	maniâ sung atâ â sokmi ngyi chu maniâ rang a mirono mitou â chang,” a ti.
MRK.7.17	Khanung, mipui ngyi rang yng na manin ina a lut zou kale nung, a nungzui ngyi chu a rekhennâ chawng ha a kyn lang taknin yng rythang tâk. 
MRK.7.18	Khanung, atak chu yng kyn, “Nyngni khawm hazikpui maw hoi lounin nyng awm? Pên atâ maniâ sunga â lutmi chu mirono thyi mak tinin hoi mak chou maw? 
MRK.7.19	Asik chu ha ngyi ha a mulunga lut lounin, a phunga mitou lutnin pên a sênâ kyn â sok sin,” (Hamâ tinâ chu sa lom tinka a rythyng).
MRK.7.20	Khanung, atak sêk ngan, “Maniâ phung sung atâ â sokmi chu, hamâ rêlê tou maniâ rang a mirono sin. 
MRK.7.21	Phungsung kyntâ mi, mulung sung kyntâ chu ryvak tha mak ngyi a hawng sok sin, rawawlnâ, murunâ, mi rang thatnâ, 
MRK.7.22	myngnangnâ, ruzuknâ, rononâ, lêmnâ, hurnâ, khameretnâ, rêsêlnâ, ryymnâ, toknâ ngyi; 
MRK.7.23	hi tharo thamak tinka chu phung sung kyntâ hawng soknin maniâ rang a mirono sin.” a ti.
MRK.7.24	A ding a, hanântâ chu Tura le Sidon khak tyng â sê ia: hanung ina â lut a, mi atu khawm yng hoi nom mak a; imyitinung, ruthup thyi khâi mak. 
MRK.7.25	Khanung chu, nupang luka, a sanu nâupangtê, rythâsy â lutmi chu a rou â hoi a, a phyimakunga vawikazawk a va rukhup ta. 
MRK.7.26	Nupang chu Grik mi â chang a, a zirnâ chu Surophoiniki mi tou â chang, atak chu a sanu phung sung kyntâ rythasy misok pêk rang tâsiknin a u tâk. 
MRK.7.27	Khanung, atak chu a kyn, “Synâu ngyi chu mânsânin khawp ngyi se; synâu ngyi bai lanin ui ngyi kyn pêk chu dik nâ ni,” a ti.
MRK.7.28	Atak chu a kyn, “Pumâ, chang te â chang, imyitinung, tebul noia ui ngyi ngan nâupang ngyi bai rethek ngyi te yng sâk sin ha,” tinin a ril.
MRK.7.29	Atak chu a kyn, “Ny chawngril siknin sê ta raw; rythasy chu ny sanu phungsung atâ a sok ta,” a ti. 
MRK.7.30	Khanung, a ina a vâ kir a, rythasy chu a sanu kyntâ a sok ta ia, in muna innin tou a va mu ta.
MRK.7.31	Tura ram kyntâ â sok nok a, Sidon kho lutnin Dekapoli ram kân telnin Galili dil kyn a va tung ta. 
MRK.7.32	Khanung, luka nathawng chawng ngan sadim ril thyi mak a, a kyn yng hawng roi a, a chunga a kut bâng rang tâsiknin yng u ia. 
MRK.7.33	Khanung, mipui ngyi bil kyntâ atak rang reng a chawrainin a roi a, a kutchal le a na awnga a ton a, hanung, a michil a, a mylyi a ton a; 
MRK.7.34	hanung, ryvân tyng rawdawnnin ringik dawm a lâk a, a kyn, “Ephatha” a ti a (Hamâ chu, “Rawhawng raw,” tinâ â chang.)
MRK.7.35	Khanung chu, a nâ chu a vân ta ia, a mylyi ai rikhit khawm ha a rawhawng ta ia, rysai taknin a chawng thyi ta.
MRK.7.36	Atak chu yng kyn atu rang ngan ril mak rangnin tit a khap a; imyitinung, a khap rylyk dyu mitou yng ril sin. 
MRK.7.37	“Atak chu atinka sadim kân a tho ia; nathawng ngyi rang a mivân a, chawng thyi mak ngyi rang khawm a michawng sin,” yng ti a, luk yng na chawp pêk ta.
MRK.8.1	Hamâ ni kyn khawm vyinok ngan mi tamka yng hawng rubum nok a, ne lom sa lom i yng nyi mak lâizing a nungzui ngyi rang yng na kou a, yng kyn: 
MRK.8.2	“Hi mi ngyi hi atun ni thumka ky bylap yng awm ta ia. Nêk sâk i ngan yng nyi mak siknin luk ryng yng na ki mu hi; 
MRK.8.3	bu ngyinin yng in tyng yng na ki mikir nung lampuia yng zâl hek at ti a; bakka ngyi chu yng hawngnâ ai la lekytâ,” a ti.
MRK.8.4	Khanung, a nungzui ngyi yng ti a, “Atu maw hi ramchâra te hangka kyntâ bai le maw yng na mikhawp thyi at?” yng ti pêk. 
MRK.8.5	Atak chu, “Bai hazik têpka maw nyng nyi?” tinin yng na rythang. Yngni chu, “Têp sirika,” yng ti.
MRK.8.6	Mipui ngyi rang nênga sung rangnin yng na ril a; hanung baitêp sirika rang chu a lâk a, lawmchawng a ril zounin a kham a, yng mâ kyn sem rangnin a nungzui ngyi rang yng na pêk a; khanung, mi ngyi rang yng nyng sem tâk. 
MRK.8.7	Ngâ khawm byka yng nyi a; bor a pêk a, ha ngyi khawm yng na sem rangnin yng na rep. 
MRK.8.8	Khanung chu, yng sâk a yng na khawp ta, yng sâk zou mak ai nyng ngan tapawng sirika a lâ bit. 
MRK.8.9	Sasi milika yng chang a, hanung chu, yng na michin tâk. 
MRK.8.10	A nungzui ngyi le mawlawnga vawikazawk â lut a, Dalmanutha ram a va tung ta.
MRK.8.11	Pharisai ngyi a kyn hawngnin a mulung ennâ rangnin ryvân kyntâ risinnâ rawknin yng rykhalpui. 
MRK.8.12	A mulung sunga luk ngan a murum a, “Itâ maw atun tâ rol ngyi risinnâ yng rawk? Chawng tak nyng na ki ril hi, atun kyntâ rol ngyi kyn risinnâ i ngan pêk chang nâni,” a ti.
MRK.8.13	Khanung, yng na mâk a, mawlawnga a lui nok a, tuivarâl dang tyng a sê ta.
MRK.8.14	A nungzui ngyi bai rawkawl rangnin yng minil a, bai tumka dyk chang lou chu mawlawnga i a dang nyi ma ngyi. 
MRK.8.15	Yng kyn hikhan a ti a. “Pharisai ngyi chawl le Herod chawl kyntâ rurungnin milam rikim rou,” tinin thep yng na ril.
MRK.8.16	“Yngni chu, baitêp siring nyi mak me hi,” tinin yng sungthi a kawr ta.
MRK.8.17	Jisu hamâ hoinin, yng kyn, “Itâ maw bai nyng nyi mak tâte nyng sungthi nyng mikawr? Atun tenka khawm nyng mulung le la hoi mak chou maw? I tinâ maw tinin khawm la hoi mak chou maw? Nyng mulung nyng mikhyu maw tâk? 
MRK.8.18	Mit nyi koroknin mu thyi mak chou maw? Nâ nyi koroknin hoi thyi mak chou maw? La hoi thyi mak chou maw? 
MRK.8.19	Sasi ryngâka ngyi kyn baitêp ryngâka ky kham lâi, adinawi ngan hazik tapawngka maw nyng rut ha?” Yngni chu a kyn, “Sawm lyi nika,” tinin yng ril.
MRK.8.20	“Khanung, sasi milika ngyi kyn bai têp sirika ky kham lâi ha, adinawi hazika maw nyng rut ha?” a ti a, yngni chu a kyn, “Tapawng sirika,” yng ti.
MRK.8.21	Yng kyn hi khan a ti a, “Atun tenka khawm i la hoi thyi mak chou maw?” a ti.
MRK.8.22	Bethsaida kho yng hawng tung a; khanung mitcho a kyn yng hawng roi a, atak rang ton rangnin yng hawng u ia. 
MRK.8.23	Khanung, mitcho kut a man a, kho kyntâ â sokpui a; a mit kyn a michil a, a chunga a kut a bâng zounin, “Ni mu maw?” tinin a rythang.
MRK.8.24	Rawdawnnin a en a, “Maniâ ki mu ia, imyitinung thing tak kuvang lam yng sê ki mu,” a ti.
MRK.8.25	Khanung, a mit a ton nok a; a tyng thir kân a en a, sadim kân a dam ta ia, atinka lang taknin a mu thyi ta. 
MRK.8.26	Jisu chu a kyn, “Hi kho kyn ngan lut ma raw khâi,” tinin a kho tyng a mikir tâk.
MRK.8.27	Jisu chu a nungzui ngyi le â sok a, Philip Kaisari kho dem ngyi kyn yng sê ia: khanung sê bylampâ a nungzui ngyi kyn, “Mi ngyi atu maw ki chang tinin ky iyng bê”? tinin yng na rythang.
MRK.8.28	Yngni chu, “Baptistma â pemi Johan â chang ny iyng ti; midang ngyi chu, Elija â chang, ny iyng ti a; atu tu ngyi mychang chu, Zawlnyi ngyi sung atâ luka chang at, ny iyng ti,” tinin yng ril.
MRK.8.29	Khanung, hikhan yng na ti a, “Khanungte nyngni te atu maw ky nyng bê tâk?” tinin yng na rythang a, Peter hikhan a ti pêk a, “Krista tou ni chang,” tinin a ril. 
MRK.8.30	Khanung, a retep atu rang khawm ril mak rangnin tit a khap.
MRK.8.31	Maniâ sapâ tharo tamka a tor lom ngyi, ulyn ngyi, Awchai mylal ngyi, lekhasui ngyi mumâknin a la awm lom ngyi, that a la chang lom, ni thumka zou a thounok lom ngyi yng na rysyi a phut ta. 
MRK.8.32	Hi chawng ngyi hi sadim kân a ril. Khanung, Peter chu atak rang a chawrainin a roi a, a va pun. 
MRK.8.33	Imyitinung Jisu chu a nung tyng rehelnin, a nungzui ngyi rang yng na en a, “Setan, ky matawn kyntâ rykhai raw! Pathyn tharo ngyi mi ryvak lounin maniâ tharo ngyi mi rang ni ryvak tou hi,” tinin Peter rang a hal tâk.
MRK.8.34	Khanung mi ngyi rang le a nungzui ngyi rang yng na kou a, yng kyn, “Mi atu khawm kyi zui rang â nommi chu, atak rang rinilnin, a kros ruputnin kyi zui se. 
MRK.8.35	Mi atu khawm a nun rung rang a rawthawkmi chu sal at tia, mi atu khawm kyima tâsiknin le Retep Thâ siknin a nun â salmi chu rungnin awm at. 
MRK.8.36	Mi luka khawmol pumpui mannin khawm synang, a rythâ ha sal tar synang atak tâ imaw chuk at? 
MRK.8.37	Maniâ a nun ruthul imaw pe thyi at? 
MRK.8.38	Mi atu khawm hi kusunga a myngnang ngyi le awm rysyl â tho sinmi ngyi bila ky tak rang le ky chawng â zakpui khoka chu, Maniâ Sapâ khawm, Ryvânpilâi mirythyng ngyi le a Pâ roulynnâ le rovonin a hawng tikân chu, ha ngyi rang yng na zakpui at vang,” a ti.
MRK.9.1	Atak sêk ngan yng kyn, “Chawngtaktênin nyng na ki ti, hina â ding ngyi kyntâ atu tu mychang chu, Pathyn ram thothyinâ le ai hawng tung yng mu mak tenka chu thinâ dep retem nâni ngyi,” a ti.
MRK.9.2	Ni ruk zou va chu Jisu, Peter, Jakob, Johan ngyi rang yng na roi a, a chawrainin tâng rysâng kyn yngni rang reng yng nâ luipui a; yng matawn kyn chu a mêl awm dân a hawng riphil ta. 
MRK.9.3	Khanung, a rovo ngyi chu rênêng chunga pon sawpmi ngyi sawpnin yng mingou thyi mak zât raknin ngounin pat a hawng ryâng ta. 
MRK.9.4	Elija le Mosi khawm yng kyn yng hawng rylang a, Jisu le yng roson, 
MRK.9.5	Khanung, Peter, Jisu rang a moson. “Rabbi, yi ni tâsiknin hinân yi awm tou â tha hi; pâk thumka thâm sym ket a, ny tâ rang pâkka, Mosi tâ rang pâkka, Elija tâ rang pâkka,” a ti. 
MRK.9.6	Yng chi rymâk siknin ti lom i ngan hoi khâi ma ngyi.
MRK.9.7	Khanung, rozing hawngnin yng na hawng mukhup a; rozing kyn chu chawng a hawng sok a, “Himâ hi ky Sapâ mawawl tak â chang, a chawng ryngâi rou,” a ti. 
MRK.9.8	Yng sir yng pang yng en nung yng bylap Jisu reng chang lou chu a dang atu rang khawm mu khâi ma ngyi.
MRK.9.9	Tâng kyntâ yng hawng chumnâ kyn Maniâ Sapâ, âthi bil kyntâ a hawng thounok mak tenka chu tharo yng mu ngyi ha mi rang dep ril mak rangnin thep yng na hau tâk.
MRK.9.10	Hakhanung chu, hâ chawng rang chu yng mulung kyn pat yng vawng a, “Athi bil kyntâ thounok chu i tinâ maw chang at ai?” tinin yng rythangzylai. 
MRK.9.11	Yngni chu a kyn, “Itâsiknin maw lekhasuimi ngyi, Elija tou mânsâ a hawng lom â chang; itâ yng ti maw?” tinin yng rythang.
MRK.9.12	Khanung, yng kyn hikhan a ti a; “Elija chu mânsâ a hawng lom ngan â chang atinka mitha iat a; tharo tamka tornin misitnin â awm lom â chang tinin, Maniâ Sapâ retep itâsik yng sui maw â chang? 
MRK.9.13	Imyitinung, nyng na ki ril hi, Elija chu a hawng ta, khanung, a retep yng sui kuvangnin ngan a chunga yng nom rylam kân yng tho ta,” a ti.
MRK.9.14	A nungzui ngyi kyn a va tung nung chu, yng dema mi tamka le lekhasuimi ngyi yng nyng rykhalpui yng vâ mu. 
MRK.9.15	Khanung mipui kipka chu atak rang yng mu kale luk yng na chawp pêk ta ia, a kyn vawikazawk rytounin yng va pan a, yng va lau tâk. 
MRK.9.16	Atak chu yng kyn, “Yngni le itâ maw nyng rykhal?” tinin yng na rythang.
MRK.9.17	Khanung, mi ngyi bil kyntâ luka a kyn. “Pumâ, ky sapâ, khori chawng thyimak ai lut rang chu ny kyn ky hawng roi a; 
MRK.9.18	a mannâ khoka kyn nek a michul sin a; hanung chu, a michil mohon ngyi â sok a, a hâ a kyryt a, ret ret â kawr sin a; hanung chu ny nungzui ngyi rang misok rangnin yng na ki ti a; thyi ma ngyi,” tinin a ril.
MRK.9.19	Atak chu yng kyn, “Atun tâ maniâ khym nyi mak ngyi, hazika maw nyng bylap la awm ket a, hazika zyrâ maw nyng na la en thyi ket? Atak rang chu ky kyn hawng roi rou,” tinin yng na ti. 
MRK.9.20	Jisu kyn yng hawng roi a; hâ rythâ thamak chu a mu kale, nâupang rang nek a run tâk a; hanung chu rênênga â chul a, a michil mohon rui rui zungnin khylyk khylyk a riting. 
MRK.9.21	Khanung, a pâ kyn hi khan a ti a, “Hi khan a hawng awm phutnâ hi hazika maw a sot ta?” tinin a rythang a, “Nâupang a chang lâi tâ phut â chang; 
MRK.9.22	hanung chu, that rang tâsiknin vawi tamka myi kyn, tui ngyi kyn khawm a michul a ti a; imyitinung, nyngma ni thyi zât a chang nung ryng kyi na mu nang kyi na chang raw,” a ti.
MRK.9.23	Khanung, Jisu a kyn, “Ny thyi nung te ie! â khymmi tâsiknin chu atinka a rotho thyi ha,” a ti.
MRK.9.24	Nâupangtê pâ ha, “Ki khym, ky khymryhalnâ kyntâ lam kyi chang raw,” tinin vawikazawk a mêhêt tâk.
MRK.9.25	Khanung, Jisu mi ngyi yng hawng rytou munin, rythâ thamak rang chu a hal a, a kyn, “Nyngma rythâ thamak chawng thyi mak le nathawng, nang ki merep hi, a sung kyntâ hawng sok nang, lut nok khâi ma raw,” a ti.
MRK.9.26	Hakhanung chu, khaichym a mêhêt a, chenek a run zounin a hawng sok ta ia; hanung, nâupang chu âthi kuvangnin a hawng awm ta ia, mi tamka ngyi chu, “A thi ta” yng ti. 
MRK.9.27	Imyitinung, Jisu chu a kut a man a, a phawng a, hanung a hawng thou ta.
MRK.9.28	Jisu in sunga a va lut kale, a nungzui ngyi, “Itâ maw kyini te misok thyi mung ai?” tinin mi yng awm maknâ kyn yng rythang.
MRK.9.29	Khanung, atak chu yng kyn, “Himâ kuvang hi chawngmychai le reng chang lounin chu a dang ile ngan sok thyi mak,” a ti.
MRK.9.30	Hamâ kyntâ chu yng sok a, Galili ram kân yng sê ia, mi atu khawm yng hoi nom mak. 
MRK.9.31	A nungzui ngyi rang chu yng na rysyi a, yng kyn, “Maniâ Sapâ hi maniâ kut kyn mylân lom â chang a, that khawm that yng a; hanung yng that kyntâ ni thumka zou nung thou nok at,” a ti.
MRK.9.32	Imyitinung, a chawngril i hoi thyi ma ngyi, atak rang khawm rythang ngam ma ngyi nung te.
MRK.9.33	Kapernaum kho chu yng hawng tung kale, in sunga yng awmnâ kyn yng kyn, “Lampui dunga i chawng tâ maw nyng rykhal ai?” tinin yng na rythang.
MRK.9.34	Imyitinung, lampui kyn ha, “Atu maw yi bila lyn chem at?” tinin yng hai rykhal siknin siring yng awm ta. 
MRK.9.35	Khanung, atak chu â sung a, sawm lyi nika ngyi rang yng na kou a, yng kyn, “Mi atu khawm mânsâchem chang rang a nom nung mi ngyi nêk nungchem kyn a awm lom â chang. Mi rang â zai lommi khawm a chang lom â chang,” a ti. 
MRK.9.36	Khanung, nâupangtê rang a kâi a, yng bila a miding a; a mokoi a yng kyn, 
MRK.9.37	“Mi atu khawm ki rimingnin himâ kuvang nâupangtê luka rang ngan â lawmmi chu kyima rang ky iyng lawm chang at; mi atu khawm kyima rang kâ lawmmi chu, kyima rang kyi lawm chang nâni ia, kâ depmi rang yng lawm tou chang at,” a ti.
MRK.9.38	Johan chu a kyn, “Pumâ, atu mychang ni rimingnin rythasy ngyi rang a misok kyi mu ia; kyi nung ai zui mak tâsiknin khap tou kyi khap tâk ha,” a ti.
MRK.9.39	Imyitinung, Jisu yng kyn, “Khap khâi ma rou,” mi atu khawm ki rimingnin tharo chawp tho koroknin ka mêtêk thyi lom awm ma ngyi. 
MRK.9.40	Mi atu khawm yi na rydoupui makmi chu yi tyng khak tou â chang. 
MRK.9.41	Mi atu khawm Krista mi nyng chang siknin tui ruhumka ne lom nyng nâ pêkmi chu, chawngtaktênin nyng na ki ril, a lawmman chu dep sal nâni.
MRK.9.42	Mi atu khawm hi kâ khymmi bil kyntâ âtom chemtê luka rang ngan a michulmi chu, yng ringa sâng dêngnâ lung lynpâ milinin, tuipui kyn mythâk ngyi synang, yngni tâ phylak mi tha iat. 
MRK.9.43	Nu kut nai michul a chang nung tan raw; kut inika nyinin Gehena kyn myi thithyimak kyn sê nêk te, kut phyi rikip lounin damnâ kyn lut mi ny tak tâ mi tha iat. “Hanânte yng rulung ngyi thinin, yng myi ngyi khawm thinin awm khai nâni,” ti â chang. 
MRK.9.44+MRK.9.45	Khanung, ny phyi nai michul a chang nung chu, tan raw; phyi inika nyinin Gehena kyn pai nêk te, phyioinin damnâ kyn lut mi ny tak tâ tha iat, 
MRK.9.46	“Hamâ kyn chu yng rulung ngyi chu thinin, yng myi ngyi khawm thatnin awm sin mak,” ti â chang. 
MRK.9.47+MRK.9.48	Khanung, ni mit nai michul a chang nung kherek raw; mit kyng nika nyinin Gehena, yng rulung thi maknâ le myi thimaknâ kyn pai nêk te, mit kyngka nyinin Pathyn ram kyn lut mi nyngma tâ tha iat.
MRK.9.49	“Maniâ kipka myi kyn ryalnin la awm yng ti a.
MRK.9.50	“Michi hi tha te â tha; imyitinung, michi khawm a dawng zou nung chu i le maw mi al nok ta iyng? Nyng kyn rêlê michi alnâ awmnin, ryngyi rou,” a ti.
MRK.10.1	Hanântâ rykângnin, Judai rama le Jordan râl tyng pannin â sê ia; hana khawm mi tamka a kyn yng hawng rubum nok a, hanung, ai tho sin kuvangnin yng na rysyi nok.
MRK.10.2	Khanung, Pharisai ngyi lu nik thumka a kyn yng hawng a, a mulung ennâ rang. “Mi a nupui rang ai mâk hi âdik maw?” tinin yng rythang.
MRK.10.3	Atak chu yng kyn, “Mosi hakhanin maw nyng na ti pêk a?” yng na ti.
MRK.10.4	Khanung, yngni chu, “Mosi chu rymâknâ lekhâ suinin rymâk a phal sin,” yng ti.
MRK.10.5	Imyitinung, Jisu chu yng kyn “Nyng mulung ai khyu tâsik tou ha, chawng nyng nai sui pêk â chang. 
MRK.10.6	Imyitinung, rênêng rizir kek kyntâ, ‘Yngni rang chu nupang le upânin yng nai sym â chang,’ 
MRK.10.7	‘Hamâtâsiknin upâ chu a nu le a pâ rang yng na ma iat a, a nupui le rawzawm at; 
MRK.10.8	Hanung chu, yng nikkân chu tak pumka chang ta iyng;’ hakhanung chu lu nika chang khâi ma ngyi a, tak pumka tou yng chang ta. 
MRK.10.9	Hamâtâsiknin Pathyn ai rawzawm sai chu maniânin mythyi mar se,” a ti.
MRK.10.10	Khanung, ina nungzui ngyi chu hi chawng rang sêk yng rythang nok. 
MRK.10.11	Atak chu yng kyn, “Mi atu khawm a nupui manin midang rang â lâkmi chu ai myngnang tinâ â chang a; 
MRK.10.12	atak khawm a lompu le rytyinin, midang le a rylâk nung ai myngnang sêk â chang,” a ti.
MRK.10.13	Yng na ton thyi rangnin naupangtê ngyi rang a kyn yng nyng hawng roi a; imyitinung, a nungzui ngyi yng nyng hai hal tâk. 
MRK.10.14	Imyitinung, Jisu hamâ yng na mu kale a mulung luk hyi pêk khâi mak a, a nungzui ngyi kyn, “Nâupangtê ngyi rang ky kyn yng na hawng dep nang, yng na khap ma rou; Pathyn ram chu hingyi tâ tou â chang. 
MRK.10.15	Chawngtaktênin nyng na ki ril hi, mi atu khawm Pathyn ram chu nâupang tê ai lawm kuvang lawm makmi chu a sunga dep lut nâ ni ngyi,” a ti. 
MRK.10.16	Khanung, yngni rang chu yng na pawm a, yng chunga a kut bângnin bor yng na pêk tâk.
MRK.10.17	Sê rang tânin a sok lâizing luka a tyng a hawng rytou a, a makunga khupsadilnin â awm a, a kyn, “Pumâ thâ, kumsot damnâ ky man thyi rang kânin imaw tho ket?” tinin a rythang.
MRK.10.18	Khanung, Jisu a kyn, “I tho rang maw âtha ki ni ti?” “Luka dyk chang lou chu mi atu khawm âtha awm ma ngyi, hamâ chu Pathyn â chang. 
MRK.10.19	Chawngpêk ngyi te ni hoi ha, ‘Maniâ that ma raw, myngnang ma raw, muru ma raw, lêmhoipuinâ pe ma raw, lêm ma raw, nu nu le ny pâ rang zâ raw; ti ngyi hi,’ ” a ti.
MRK.10.20	Khanung, atak chu a kyn, “Pumâ hâ chawng ngyi chu nâupangtê kyntâ phut ngan ki tho sai ha,” a ti.
MRK.10.21	Khanung, Jisu atak rang a en a, ryng â mu ia, a kyn, “Khatka tho lom ny la ok; sêr nang ni nyi kipka va zor nang, âryng âvâi ngyi rang yng na va pe raw; hakhanung chu ryvâna rou nyi net; hanung, hawng nang, kyi hawng zui ta raw,” a ti. 
MRK.10.22	Imyitinung hi chawng a hoi kale a mêl a hawng khu ta ia, ningdawng taknin a rykâng ta; sum â nyipâ ai chang siknin.
MRK.10.23	Khanung, Jisu rawdawnnin a en a, a nungzui ngyi kyn, “Sum luk ânyimi tâsiknin ryvân rama lut chu mytak zek at dy!” a ti.
MRK.10.24	A nungzui ngyi a chawngril chu luk yng na chawp pâk ta. Jisu vyinok yng na ril a, “Nâu ngyi, sum kyn a ryngatmi tâsiknin chu Pathyn ram lut a mytak zek dy! 
