MAT.1.1	Maketourou gel ka dooudjé lo Jésus Christ, ngon lo David, ngon lo Abraham.
MRK.7.4	Tokou dèdè ntéh nata dèdè dön mourou dongor ang da ndoko man ba. Mare tar to tokou baya ke dao ngem, tokou tar toko ngonarè ke djo ke djo ninga ke kasè.
MRK.7.5	Pharisiendjé ke ndjè da maketourou ndedjidjé ndoudjè, Mbata di a ndjè kao goi té ndja deo tar ndedji té lo kadjèdjè ang wa? Dèdè dön mourou lodè ke djidè yèdo?
MRK.7.6	Jésus pa aredè, Ésaïe pa tokoro leo tar losè ndjè kere ngem, deo kadaba tokou maketourou lo Allah pa,
MRK.7.6	Dooudjén lé ke ndjè belem tadè té, a mèdè mbetem dèbè eo.
MRK.7.7	Dèdè mpitim ba,
MRK.7.7	Dèdè ntòdjou tar lo dooudjé tokou tar ndedji.
MRK.7.8	Sésè ïyaidjé tar ndedji lo Allah, a sésè ngemidjé tar ndedii lo dooudjé.
MRK.7.9	Jésus pa aredè, Sésè mbetidjé ndedji lo Allah tokoro tokou ban sésè asidjé ngem tar béh losè.
MRK.7.10	Mbata Moïse pa leo, Ebel bòidjè ke köindjè, ke doou ke pa tar ke madjang dò bèdjè té aséh dò këndjè té ase kare ndjè nèn woei tokoro.
MRK.7.11	A sésè epaidjéna, Tokou doou pa ke bèdjè aséh këndjè, né ke madji djim té mam ngeré ta karesè to to Corban, yèn pana, To né ke mare Allah mbä.
MRK.7.12	Tokou ban ïyaidjé doou da mare né kada mbata lo këndjè ke bèdjè ang.
MRK.7.13	Tokou ban sésè ke edaidjé tar lo Allah are dé to né ke ba mbata tar béh losè ke etòdjidjé dooudjé. Sésè ao edaidjé mare né tokou baya ban.
MRK.7.14	Jésus tél bar dooudjé tokou baya, nè mpa naredè, Sésè toï woidjé tar lom, egeridjé.
MRK.7.15	Né kada ke ï daka tokou ao mè doou té ase ta dè madjang ang. Né ke téh mè doou té to to né ke da doou madjang.
MRK.7.16	Tokou doou éh ke mbi ke ka ko, ase kare nè no.
MRK.7.17	Gè té nè nïya dooudjé ke tokou baya, nè nao mè kei té mbä nga, ndjè kao gè tédjé doudjè gel tar gousoun lé.
MRK.7.18	Nè mpa naredè, Sésè egeridjé ang to wa? Sésè egeridjé ang, né ke daka ke ao mè doou té ase dè madjang ang wa?
MRK.7.19	Mbata yèn ao mèa té ang, nè nao do shi té, gè té ntéh deo té lo shi? (Tokou ban nè ntòdjou ke daka mourou toï to madji.)
MRK.7.20	Nè mpana, Né ke téh mè doou té, yèn a dè madjang.
MRK.7.21	Mbata né ke téh mè doou té to to kedji ke madjang, loou to madjang, ke boukou, ke tòl doou, ke kaiya,
MRK.7.22	Ke ndjè kounda mèa do né té, ke né ke madjang, ke kere, ke boo né da ke madjang, ke kem ke dòboulo, ke tar ke dèkerè, ke ta kòsou gadji rò, ke tar mbe.
MRK.7.23	Nédjé ke madjang nèn ke téh mè doou té, dèdè nda doou madjang.
MRK.7.24	Jésus ï nou ao nange té ke Tyr ke Sidon. Nè nao mè kei té kada, nè ndiki doou kada ta kare geré ang, a Jésus ase ta kiyaa rè ang.
MRK.7.25	Loshénè loshénè dènè kada ke ngonè ke dènè ke ngadji woei dè, nè no tar lo Jésus ndé noso no gòlè té.
MRK.7.26	Dènè lé to to Grec ke gelè to Syrophénicien. Nè ndoudjou Jésus nya ta kare touba ndii ke madjang mè ngonè té.
MRK.7.27	Jésus pa arè, Ïya are ngandjé ön mourou mèdè ndan dongor baa, mbata to madjang ta taa mourou lo ngandjé ta kare bisidjé.
MRK.7.28	Dènè lé tél pa arè, Woio, Mbaibé Seigneur, a bisidjé to kò table té ön bourou mourou lo ngandjé.
MRK.7.29	Jésus pa arè, Mbata tar loi lé ao, ndii ke madjang téh mè ngoni té mbä.
MRK.7.30	Dènè lé ao kei la, no ngonè to mè twa té, ndii ke madjang téh mbä.
MRK.7.31	Goukoudang Jésus ïya nange ke Tyr, nè ndai nange té ke Sidon ta kao tokou man té ke nange té ke Galilée, ndai ke nange té ke Décapole.
MRK.7.32	Dèdè ndé rè té ke ndjè mbi koutou ke pa tar gatang, dèdè ndoudjou Jésus nya ta kare ila dja dè té.
MRK.7.33	Jésus wèè ao sa deo eo ngadji ïya dooudjé ke baya nèn, nè noula ngaodja mè mbi doou tén lé, Jésus tiwëré òrou ndò doou té.
MRK.7.34	Jésus aa loou ke dara, nè ntaakem, nè mpa narè, Ephphatha, yèn pana, Òrou.
MRK.7.35	Mbia wo tar, gel ndë oudja, nè mpa tar madji nya.
MRK.7.36	Jésus ndedjidè ase kare mpa dare doou kada ang. Tokou nè ndedjidè nare wota, dèdè mpa ke daka dare wota tò.
MRK.7.37	Mèdè ounda do biä nya, dèdè mpana, Nè nda né toï madji mbä nga, nè nda dooudjé ke ndjè mbi koutoudjé nare do tar, ke mbedjé nare mpa tar.
MRK.8.1	Ndè té ke nou, tokou dooudjé ke baya baya tél mbona, dèdè déh ke mourou ang, Jésus bar ndjè kao gè tédjé pa aredè,
MRK.8.2	Mam nda mè madji ke dooudjé ke baya baya nèn mbata dèdè disi sem ndò mouta bashénè, dèdè disi ke mourou ang.
MRK.8.3	Tokou ma maredè dao béh lodè ke boo ke dadè, singa lodè a goto ke deo, mbata maredjé horode té ï deo eo.
MRK.8.4	Ndjè kao gè tédjé tél pa arè, Doou ase ta kinga mourou da wa mè kòr té ta kare dooudjé ke baya nèn wa?
MRK.8.5	Nè ndoudjoudè, Isidjé ke mourou ban wa? Dèdè mpana, Shiri.
MRK.8.6	Jésus pa are dooudjé ke baya baya ta kare disi nange. Nè noun mourou ke shiri lé, gè té nè nda woio mbä, nè nkai nare ndjè kao gè tédjé ta kare dare dooudjén lé. Dèdè dare mouroun lé dooudjé ke baya baya lé.
MRK.8.7	Dèdè disi ke kaindji ke ngadji kada kada, gè té Jésus bar tar ke madji dodè té, nè mpa naredè ta kare doun kaindjin lé dare dooudjén lé tò.
MRK.8.8	Dèdè dön mèdè ndan, dèdè mbòn kese mourou dousou karè shiri.
MRK.8.9	Dèdè nto dooudjé ke dé ngosiba ke dourou sò.
MRK.8.10	Jésus oula dooudjé ta karedè dao, loshénè loshénè nè nao mè to té ke ndjè kao gè tédjé, nè ntéh nange té ke Dalmanutha.
MRK.8.11	Pharisiendjé dé rè té ao mai sa tar mbata dèdè dao sange né tòdjou mè dara té, mbata dèdè ndiki ta nèè.
MRK.8.12	Jésus taakem nya mèa té, mpana, Mbata di wa dooudjé nèn sange né tòdjou wa? Tokoro ma mpa maresè, da kare tar né tòdjou kare dooudjé nèn ang.
MRK.8.13	Nè nïyadè, nè ntél nao mè to té, nè nao toura man té.
MRK.8.14	Ndjè kao gè tédjé mèdè woei ta kao ke mourou. Mourou to djidè té kadaba mè to té.
MRK.8.15	Jésus ndedjidè pana, Ngemidjé madji, aïndjé tar oum lo Pharisiendjé ke tar oum lo Hérode.
MRK.8.16	Ndjè kao gè tédjé sange mèdè, dèdè mpana, Djèdjè djisi ke mourou ang.
MRK.8.17	Gè té Jésus geré, nè mpa naredè, Mbata di a esangidjé mèsè mbä mourou ke goto wa? Woidjé tar gatang bai wa? Mèsè to ngeng wa?
MRK.8.18	Sésè isidjé ke kem a woidjé ang wa? Sésè isidjé ke mbi a woidjé ang wa? Sésè oundaidjé mèsè kendé ang wa?
MRK.8.19	Tokou mam nkai mourou mi mbata lo dooudjé dourou mi, sésè mbòidjé kese mourou karè ban wa? Dèdè mpa darè, Karè dòkou gérè djo.
MRK.8.20	Tokou mam nkai mourou shiri mbata lo dooudjé dourou sò, sésè mbòidjé kese mourou karè ban wa? Dèdè mpa darè, Karè shiri.
MRK.8.21	Nè mpa naredè, Sésè nai egeridjé ang bai wa?
MRK.8.22	Dèdè ntéh Bethsaïda. Dèdè ndé ke ndjè kem tò rò Jésus té. Dèdè ndoudjou Jésus mba kare òrè.
MRK.8.23	Nè nwaa dji ndjè kem tò lé, nao sa ta béh té. Gè té ntiwëré kèmè te mbä nga ke nè nila dja dè té, nè ndoudjou dooun lé Wo loou mbä wa?
MRK.8.24	Nè no loou, nè mpana, Mo dooudjé, modè tokou lo kake ke ao ndja.
MRK.8.25	Jésus ila dja kèmè té mare, nè no loou madji, kèmè tél dé madji. Nè no né toï madji nya.
MRK.8.26	Jésus arè nao kei la, mpana, Ao mè béh té ngadji ang.
MRK.8.27	Jésus ao ke ndjè kao gè tédjé béh té ke Césarée ke Philippe. Nè ndoudjou ndjè kao gè tédjé ke deo, Dooudjé pana mam nto na wa?
MRK.8.28	Dèdè mpa darè, Jean Baptiste, maredjé pana, Élie. Maredjé pana, Doou kada ke to prophète.
MRK.8.29	Nè ndoudjoudè, Sésè epaidjé na mam nto doou di wa? Pierre tél pa arè, I to to Christ ndja.
MRK.8.30	Jésus ndedjidè ase pa tar la kare doou kada ang.
MRK.8.31	Nè nao ntòdjoudè ke Ngon lo doou ase ta kinga nè ongou nya. Tòkou dooudjé ke tòkou ndjè kòrdjé ke ndjè da maketourou ndedjidjé dèdè da mbetè. Dèdè da tòlè, gè té ndò mouta ase kare nï.
MRK.8.32	Nè mpa tarn lé ke daka tesèrè. Pierre wèè ao ndangè.
MRK.8.33	Jésus tourou rè wo ndjè kao gè tédjé, nao ndange Pierre, mpana, Ao ke nou gom té Satan. Mbata i ndiki gè ke Allah ang, i ndiki gè ke dooudjé.
MRK.8.34	Nè mmar dooudjé tokou baya baya ke ndjè kao gè tédjé ta dé rè té, nè mpa naredè, Tokou mare doou ndiki ta dé gom té ase kare nè mbeté rè ndja, ke nase koto kake yo la baa ta kao gom té.
MRK.8.35	Mbata doou ke ndiki ta kadji tébe la ndja, tébe la a nai. Doou ke tébe la nai mbata lom ke mbata tar ke madji, nè na kadjè.
MRK.8.36	Tokou mare doou inga né ke nange nèn toï a tébe la nai, né lé toï a da sa madji to di wa?
MRK.8.37	Mbata doou ase ta koun né di wa mbel né tébe la wa?
MRK.8.38	Mbata doou ke da ròkoul mbata lom ke tar lom horo dooudjé té ke ndjè kaiya ke ndjè né da ke madjang loshénè nèn, Ngon lo doou a da ròkoul mbata la to, ndò té ke nè na dé ke ndokoo lo bèdjè ke angedjé ke madji toï.
MRK.9.1	Nè mpa naredè, Tokoro ma mpa maresè, ke horodè té ke darr nèn, maredjé ke arr nèn da naa kwoei ang dongor dèdè do béh ko lo Allah dé ke singa.
MRK.9.2	Gè té ndò misä Jésus bar Pierre ke Jacques ke Jean, nè nao kedè do err té kada ke ndeo nya, dèdè ndja. Nè ntél rè nodè té.
MRK.9.3	Koubou la dé ndokoo nya ke ndaa nya to, doou kada ke nange nèn ase ta toko koubou ndaa tokou ban ang.
MRK.9.4	Élie ke Moïse ntéh ròdè té, dèdè dao mpa tar ke Jésus.
MRK.9.5	Pierre tél tar pa are Jésus, pana, Ndjè tòdjou tar, to madji ke djèdjè djéh nèn. Madji ta kare nda kei kam mouta, kada mbata loi, kada mbata lo Moïse ke kada mbata lo Élie.
MRK.9.6	Mbata nè ngerang tar di baa nè mpa wa, mbata bel dadè nya.
MRK.9.7	Ndi ke il dibidè ke ndou téh mè ndi té ke il pana, Yèn to ngonem ke mam ndikè nya, woidjé tar la.
MRK.9.8	Loshénè loshénè dèdè do loou mbòrdè té, dèdè do mare doou kada ang sè Jésus kadaba.
MRK.9.9	Tokou dèdè dao ndisi ke do err té, Jésus ndedjidè né ke dèdè do mbä ase kare mpa dare doou kada ang, sar gè té ke Ngon lo doou ï mè bwa yo té.
MRK.9.10	Dèdè ngem tarn lé horodè té ndja, ndoudjou horodè té gel tar kï mè bwa yo té to di wa.
MRK.9.11	Dèdè ndoudjè tar, Mbata di a ndjè da maketourou ndedjidjé pana to to tar lo Élie ta kare dé dongor wa?
MRK.9.12	Nè mpa naredè, Tokoro Élie dé ta da né toï dongor, deo di a maketourou pa tar lo Ngon lo doou, ke to tar la ta kinga né ongou nya, ke ase ta kare mbetè to wa?
MRK.9.13	Ma mpa maresè, Élie dé mbä nga, dèdè nda sa né ke mèdè ndiki, deo kadaba tokou maketourou lo Allah pa tar la.
MRK.9.14	Tokou dèdè ndé rò ndjè kao gè tédjé, dèdè do dooudjé baya dousou loou ke ròdè té, ke dooudjé ke ndjè da maketourou ndedjidjé maitar kedè.
MRK.9.15	Loshénè loshénè dooudjé tokou baya toï, tokou dèdè do Jésus mèdè ounda do bia nya. Dèdè daïn ke rè té, ndè laphia.
MRK.9.16	Nè ndoudjoudè, Sésè edoudjidjédè tar di wa?
MRK.9.17	Doou kada horo dooudjé té ke baya tél ke tar arè, Ndjè tòdjou tar, mam ndé ròi té ke ngonem ke dingao ke isi ke ndii ke pa tar ang.
MRK.9.18	Mare loou ndii mengeréng wèè ilè nange poumtè téh tè té. Nè nousa ngangè ke singa la goto. Mam ndoudjou ndjè kao goi tédjé ta touba ndii mèa té, dèdè dase ta touba ndii lé ang.
MRK.9.19	Jésus tél pa aredè, Dooudjé ke ndjè ko mè té ang, ma kisi kesè ndò ban wa, baa mem a kenge ang wa? Edé sa arem.
MRK.9.20	Dèdè ndé sa dare Jésus, tokou ndii wo Jésus loshénè loshénè ba yè ngon ngeng, nè noso ndoubou nange, poumtè téh tè té.
MRK.9.21	Jésus doudjou bèdjè, Né nèn dè ndò ban wa? Nè mpana, Tokou nè nai ngon ngadjiba.
MRK.9.22	Gar baya ndii lé ilè pouro ke ilè man té ta tòlè, tokou i ase da mare né eda mè madji kedjè, oumadjè.
MRK.9.23	Jésus pa arè, Tokou i ase. Doou ke wo mèa té ase ta da né toï.
MRK.9.24	Loshénè loshénè bo ngondjèn lé no, mpana, Ma mo mem té, oumam mbata ko mè té lom asang.
MRK.9.25	Tokou Jésus wo dooudjé baya baya dao daïn ta mbona loou kada, nè ndange ndii ke madjang lé, mpa narè, I ndii mbi koutou ke pa tar ang, ma mpa mari, etéh mè ngon té nèn, etél mèa té goukou ang nga.
MRK.9.26	Tokou ndii lé ourouki yè ngon lé ngeng nya, nè ntéh. Ngon lé dé tokou lo doou ke woei mbä. Tokou ban mare dooudjé tokou baya pa, Nè noei mbä.
MRK.9.27	A Jésus waa dja, wèè ke tarr, nè nï.
MRK.9.28	Tokou Jésus ao mè kei té mbä, sè ndjè kao gè tédjé doudjè hoi, Mbata di a djèdjè djase touba ndii la ang wa?
MRK.9.29	Nè mpa naredè, Ndil ke ban ase ta téh ke mare deo ang sè deo doudjou Allah ke kïya mourou kadaba.
MRK.9.30	Dèdè ntéh nou, dèdè ndai nange té ke Galilée, Jésus ndiki ta kare doou kada geré ang.
MRK.9.31	Mbata nè ntòdjou ndjè kao gè tédjé, nè mpa naredè, Dèdè da kwaa Ngon lo doou kare dji dooudjé té, dèdè da tòlè. Tokou dèdè ntòlè gè té ndò mouta nè na kï.
MRK.9.32	Dèdè ngeré gel tar lé ang, ke dèdè nda bel ta doudjè.
MRK.9.33	Dèdè ntéh Capernaüm. Tokou nè ndé mè kei té nè ndoudjoudè, Di baa maidjé né na tar horosè té deo bo wa?
MRK.9.34	Dèdè disi yim, mbata ke deo dèdè mmaitar horodè té mbata tar lo doou di wa ke horodè té wota marè.
MRK.9.35	Nè nisi, nè mmardè dòkou gérè djo, nè mpa naredè, Tokou doou ndiki ta dé doou ke dongor, nè na dé doou ke goukou ta da ngonlokisi lo dooudjé toï.
MRK.9.36	Nè nwaa ngon kada, nè nilè horodè té, nè nounè dja té, nè mpa naredè,
MRK.9.37	Dooudjé kada kada ke taa ngon tokou ban ke rim, taam tò. Dooudjé kada kada ke taam, ntaam ang sè nè ntaa nè ke noulam.
MRK.9.38	Jean pa arè, Ndjè tòdjou tar, djèdjè djo doou kada ke touba ndildjé ke madjang ke ri, djèdjè ngangè mbata nè ndja kedjè ang.
MRK.9.39	Jésus pana, Egangèdjé ang, mbata doou kada ke da tokou koula ke rim, nè nase pa tar madjang dom té goukoudang ang nga.
MRK.9.40	Mbata doou ke mbetédjè ang a kéh kedjè.
MRK.9.41	Tokoro ma mpa maresè, Doou ke kada ke aresè ngo man kada ta kaih mbata sésè otoidjé ri lo Christ, kouka la ngadji a nai ang.
MRK.9.42	Doou ke ere kada lo dèdè ke ngadji nèn ke wo mèa té sem ta da né ke madjang, to madji wota mbata la ta tò tokou biri err gosè té ta kilè mè tokou man té.
MRK.9.43	Tokou dji eri ta kari da madjang, egangè, mbata madji wota mbata loi ta kinga tébe ke ròi ke dji ke kada, wota ta kao kem pourou té ke dji djokem, loou kem pourou té ke woei ndò kada ang.
MRK.9.44	Loou ke koudè ousadè a da kwoei ang, loou kem pourou té a kwoei ang.
MRK.9.45	Tokou gòli eri ta kari da madjang, egangè, mbata madji wota mbata loi ta kinga tébe ke ròi ke oso mete, wota ta kare dilai kem pourou té ke gòli djokem.
MRK.9.46	Loou ke koudè ousadè a da kwoei ang, loou kem pourou té a kwoei ang.
MRK.9.47	Tokou kemi eri ta kari da madjang, etò kemi, mbata madji wota mbata loi ta kao béh ko té lo Allah ke kemi kada, wota ta kare dilai kem pourou té ke kemi djokem.
MRK.9.48	Loou ke koudè ousadè a da kwoei ang, loou kem pourou té a kwoei ang.
MRK.9.49	Mbata da tousou pourou dò dooudjé té toï tokou katé.
MRK.9.50	Katé to madji, a tokou katé nèl ang a da karè ntél nèl to di wa? Isidjé ke katé mèsè té, isidjé ke mè woul horosè té tò.
MRK.10.1	Jésus ï nou ao nange té ke Judée ke toura man Jourdain té. Dooudjé tokou baya baya mbòna sa. Nè mpa tar naredè mare deo kadaba tokou nè nda ke ndò toï.
MRK.10.2	Pharisiendjé dé rè té, ndoudjè ta nèè, mpana, Tar ndedji pana ase kare dingao touba dènè la wa?
MRK.10.3	Jésus tél pa aredè, Moïse pa aresè na di wa?
MRK.10.4	Dèdè mpana, Moïse are deo dingao ta da maketourou ta touba dènè.
MRK.10.5	Jésus pa aredè, Mbata mèsè ke ngeng Moïse da maketourou ban aresè.
MRK.10.6	Ndò kounkoutou da nange nèn Allah dadè dingao ke dènè.
MRK.10.7	Mbata tarn lé dingao a kïya bèdjè ke këndjè ta mbòna ke dènè la.
MRK.10.8	Dèdè djo ndé rò ke kada. Bana déh djo marè ang nga, dèdè nto rò ke kadaba.
MRK.10.9	Tokou ban nè ke Allah mbòn mbä, ïya are doou kai ang.
MRK.10.10	Mè kei té, ndjè kao gè tédjé tél doudjè gel tarn lé.
MRK.10.11	Jésus pa aredè, Doou ke touba dènè la a kao taa mare dènè, nè nda dènè la kaiya.
MRK.10.12	Tokou bo dènè ndja ïya ngaoèdjè ao taa mare dingao ke dang, nè nda kaiya.
MRK.10.13	Dèdè ndé ke ngandjé ke ngadji rè té ta kare Jésus naadè, a ndjè kao gè tédjé ndangedè.
MRK.10.14	Tokou Jésus wo yèn lé mèa tooè, nè mpa naredè, Aridjé ngandjé dé rom té, òkidjé deo lodè ang, mbata béh ko lo Allah to mbata dèdè ke nto tokou ngandjé.
MRK.10.15	Tokoro ma mpa maresè, doou ke taa béh ko lo Allah tokou ngon ang, a kao mè té ang.
MRK.10.16	Jésus taa ngandjé dja té, nè mmar tar ke madji dòdè té ke nila dja dòdè té.
MRK.10.17	Tokou Jésus ao ke deo, doou kada aïngorou dé ongou mekedjé gèlè nange nòè té, ndoudjè, Ndjè tòdjou tar ke madji, to tar lom ta da di wa ta kinga tébe ke ke ndò ke ndò wa?
MRK.10.18	Jésus pa arè, Mbata di a ebarem madji wa? Doou kada ke to ke madji goto sè Allah kadaba.
MRK.10.19	Egeré tar ndedji, etòl doou ang, eda kaiya ang, eboukou ang, epa tar nadji ngem ang, eboukou doou ang, ebel bòidjè ke köindjè.
MRK.10.20	Nè mpa nare Jésus, Ndjè tòdjou tar, tarn toï mam ngem ke ndò toï tokou mam nai ngon nderèng bokonè.
MRK.10.21	Jésus woè a ndikè, pa arè, Nai né kada, ao elabe né loi toï, are narè dangetédjé, i a kisi ke né kinga ke dara, edé ao gom té.
MRK.10.22	Ongou dè mbata tarn lé, nè nao ke ongou mbata nè nisi ke né kinga nya.
MRK.10.23	Jésus wo loou rè té, nè mpa nare ndjè kao gè tédjé. To ngeng nya ke dooudjé ke isi ke né kinga ta téh mè béh kö té lo Allah.
MRK.10.24	Mè ndjè kao gè tédjé ounda do bia mbata tarn lé. Jésus tél ke tar mare pa aredè, Ngandjé, ngeng nya mbata dèdè ke nto mèdè ke né kinga ta téh mè béh ko té lo Allah.
MRK.10.25	Téh lo doou ke ndjè né kinga mè béh kö té lo Allah to ngeng wota ndai lo da djambal deo libi té.
MRK.10.26	Mè ndjè kao gè tédjé waa ngeng wota, dèdè mpa darè, Bana na a kase kinga kadji wa?
MRK.10.27	Jésus wodè pana, Ase da lo dooudjé ang, lo Allah to tokou ban ang, mbata Allah ase ta da né toï.
MRK.10.28	Pierre ao pa tar sa, Wo, djèdjè djïya né toï mbä nga ta kao goi té.
MRK.10.29	Jésus pana, Tokoro ma mpa maresè, doou kada ke ïya kei la, aséh ngaköè ke dingao, aséh ngaköè ke dènè, aséh këndjè, aséh bèdjè, aséh nganè, aséh nange mbata lom ke mbata tar ke madji,
MRK.10.30	Nè na kinga ndè té ke nange nèn lé mare kei ke ngaköè ke dingao, ke ngaköè ke dènè, ke këndjè, ke ngandjé, ke nange, gar dòdòkou, ke ngätar to, ke ndòté ke goukou na kinga tébe ke ke ndò ke ndò.
MRK.10.31	Maredjé baya ke to ndjè ke dongor da to ndjè ke goukou, a dèdè ke goukou da to ndjè ke dongor.
MRK.10.32	Dèdè dao ke deo ke ao ke Jérusalem ke Jésus ao nodè té. Mèdè ounda do biä ke bel da dooudjé ke ao gè té. Nè ntél mmardè dòkou gérè djo, nè nao ntòdjoudè né ke a dé rè té.
MRK.10.33	Nè mpana, Woidjé, djèdjè djao ke Jérusalem, da kwaa Ngon lo doou kare tokou ndjè kòrdjé ke ndjè da maketourou ndedjidjé. Dèdè da gange saria yo dè té. Dèdè da kwèè kilè dji Gentildjé té.
MRK.10.34	Dèdè da koukè, dèdè da tiwëré dè té, dèdè da koundè, dèdè da tòlè, ke gè té ndò mouta nè na kï.
MRK.10.35	Jacques ke Jean, ngan lo Zébédée, dèdè ndé rè té mpa darè, Ndjè tòdjou tar, djèdjè ndiki ta kare eda mbata lodjè né ke tokou djèdjè ndiki.
MRK.10.36	Jésus pa aredè, Sésè ndikimdjé ta karem da di wa mbata losè?
MRK.10.37	Dèdè mpa darè, Aredjè ta kare doou ke kada isi do dji té ke kòl, ke doou ke kada isi dò dji té ke gèl ke ndò ndokoo té loi.
MRK.10.38	Jésus pa aredè, Sésè egeridjé né ke edoudjidjé ang. Sésè asidjé kaih ke ngonarè ke ma kaih né tò, aséh a taaidjé baptéme ke mam ntaa lé wa?
MRK.10.39	Dèdè mpa darè, Djèdjè djase. Jésus pa aredè, A kaihdjé tokoro ke ngonarè ke ma maih. Baptême ke mam ntaa lé, sésè a taaidjé baptême lé tò.
MRK.10.40	Ke ta kisi do dji kòlem té aséh ke dò dji gèlem té to tar lom ta kare ang. To mbata lodè, dèdè ke nda loou tokou ban mbata lodè mbä nga.
