MAT.1.1	Taki̱da ki̱kuwang Yesu Masiya, buke Dauda, wu n ki̱n buke Yibrayime.
MRK.15.29	Ni̱bu ki̱sudu we fikomu ki̱ swa̱ba ki̱nu ki̱fwara ki̱mi̱n ya̱mi yi kwani, n kawure ki̱mi̱ku duri ko, “Kwele, m mun wu mwang wur Kan Kwaman mwang muti̱nu we diti yittange, 
MRK.15.30	mwang yu dur munu n suwe kaang.”
MRK.15.31	Yinu ti̱nti̱ne, wuduwe fansetiyemu n ti ni̱bu yungku yili̱ni̱mu ki̱fitati̱ ki̱nu ko, “A yu bi̱kamu, a yimbu yu yikiyu. 
MRK.15.32	M mun Masiya suwe ki̱ka̱ngu. Suwe Mai Yisrela we ki̱tiyang bwangu, ke ni̱n yim ni̱n ke bi̱yili̱mu.” Dabi̱kumu ni̱bu a kuka ware n ti ki̱ni̱mu, a le ki̱fwarati̱ ya̱mi yi kwaniyu.
MRK.15.33	Yo tibe kuko a lame, ki̱liye a yinge ti̱mi kwang a lami̱nti̱ yo ki̱swi a awa yitta wu menge. 
MRK.15.34	Yo ki̱swi a awa yitta a lame, n Yesu a kuku keru ki̱ni dukan a yi ko, “Eli Eli, lama sabatani?” Kanang chikiye “Kwama mi, Kwama mi, di̱ne wule mwang mariye?”
MRK.15.35	Yo bi̱bu we fikomu a nwenge, a yi ko “Ti̱nwe, ki̱yale fa̱ku Yiliya.”
MRK.15.36	Wuka we tibe chi a wul a da̱u soso a di̱ku we mwe yinabe wu bwa̱ngbwa̱nge, yinu a da̱u ki̱twalang ki̱kwale a kuku soso ki̱n a di̱ku ki̱mi̱n we yi. A yi ko, “Ti̱yam ni da̱ngdu ka n Yiliya we beka yu ki̱ne.”
MRK.15.37	Yinu n Yesu a bwe wi ki̱ni keru dukan yinu a bwa.
MRK.15.38	Wule luke wa Kan Kwamana Wurchalimane, a ngi̱ran bali̱ntii turau, a mwe we dii a fwe ti̱na bale ti̱me. 
MRK.15.39	Yo tikake ni̱bu kuni̱nmu ki̱ma toki̱mu, wa ti̱ya kakku Yesungu a ku yinangu a bwange, a yi ko, “Bi̱yili̱m, ni wu Bwe Kwama!”
MRK.15.40	Bi̱kamu nati̱bu we fiko a tiye kutan ki̱da̱ng chi ki̱fweditu. M Maryamu wu a Maka̱dala n ti Salomi n ti Maryamu ne Yakubu wuti̱re n ti Yose. 
MRK.15.41	Yo n ki̱n we Ka̱lili, nati̱m bi̱bu a nabu ki̱n ki̱maka ki̱nu ki̱ni chabti̱tu. Bi̱kamu nati̱bu nabwen bi̱bu a bungan n ti ki̱n ti̱n we Wurchalimamu wetuwe fiko.
MRK.15.42	Diko di sabwi ni̱bu Yafudam, ki̱ni me ni̱bu ki̱do bwi di̱ne Difi̱kare ni̱bu Yafudamu a mwatan ka mwedu. 
MRK.15.43	Wuka nii we wu di̱n ki̱nu n Yusufu Arimatiya, n ki̱n we ni̱bu ki̱ni ki̱siyangmu we kwa̱l yili̱nu, wu n ki̱n ki̱yandu yo Yaa Kwama ka bede, a ya bwa di̱Bi̱latu a ne tayi we, a bi̱u ko a ni ki̱n kwa̱me Yesu we. 
MRK.15.44	M Bi̱latu a ka̱ta̱n yinangu a nwe ko n Yesu a tu a bwangu. N ki̱n a yale tikake naba kune a bi̱u ko n Yesu a bwa a ma ki̱twalanga? 
MRK.15.45	Yo n ki̱n a nwe we yi naba ki̱range ko a bwange, a ni Yusufu da ko a ya fur kwa̱me. 
MRK.15.46	Yinu n Yusubu a ta̱ne luke fureme wu mwemwe, yinu a si̱ke ki̱n we ki̱tiyang bwangu, a dal ki̱n we luke mwemwe, a di̱ku a furu a swa̱ba kwaminu. A bi̱le ne tii kale a fi̱rtuwe yaku furangu.
MRK.15.47	M Maryamu wu a Maka̱dala n ti Maryamu ne Yose a ku fi a furi̱n ki̱ne.
MRK.16.1	Yo difi̱kare ni̱bu Yafudam a suwe, m Maryamu wu a Maka̱dala n ti Salomi n ti Maryamu ne Yakubu a ta̱ne ki̱nung furem,
MRK.16.2	We di wu kake we difi̱kare, ki̱ni si̱n ki̱dangu dii a yongu, n chi a yawe furu. 
MRK.16.3	We wa̱re n chi ki̱twayadu ko, “N wure ka maka ni ka bi̱l kale we yaku furi̱nu?”
MRK.16.4	Aya yo n chi a lam fikonge, a da̱ng furu aya nabwe ti kale a bi̱len we yaku. 
MRK.16.5	Yo n chi a le fure, a ku wukane bwele a swe a ba̱le kang ki̱yilange, ki̱ni luke mwemwe we bwi kiyu, n chi a nwe tayi nabwen.
MRK.16.6	Yinu nii wu a yi chi ko, “Ti̱nwedu tayuwe, m yim ti̱ba Yesu Banasa̱rete wu ni̱bu a kukane? A newe finu, a kun, Ti̱da̱ng fi a no ti̱n ki̱ne nang wu. 
MRK.16.7	Aya ti̱yikan ti̱fwa miyari̱m ki̱mu mi̱n n ti Biti̱r tiko n Yesu a kakku chang ki̱yika Ka̱lili, ta ku ki̱nu a bwako, yinangu a fwa chimi̱nangu.”
MRK.16.8	Nati̱m bi̱bu a chir we furu kana banani, n kawure bwiyu ki̱yiu yilang di̱ne taye a ne wu ki̱fwa ya̱me we. Yinu chi a fwa Biti̱r mi̱n n ti ni̱bu ki̱mu a kutengu n Yesu a tum chi̱n we fwiti̱netingu. 
MRK.16.9	[Yo n Yesu a kun we fure ki̱ni kunsin we difi̱kare ni̱bu Yafudame, a mwe a tekan n ti Maryamu wu a Maka̱dala a chaku ki̱mi̱n ki̱fi̱bti yidibine. 
MRK.16.10	Naye wu a yikan a ya fwa bi̱bu no n chi waremu mi̱n, a ya n chi a le furi ki̱lin ki̱ni wiini. 
MRK.16.11	Aya yo bi̱ki̱mu a nwe naye a yi ko ki̱ku Yesu ki̱ni ti̱kuriye, n chi a kebu bi̱yili̱mu.
MRK.16.12	A kuteng ki̱ku n Yesu a fwadu miyari̱m ki̱mi burabu mi̱ntuwe ki̱ni wuka kabu, yo n chi a chire ki̱yika bi̱ne. 
MRK.16.13	Bi̱bi burabi̱mu a ki̱lan, a ya fwa bi̱kamu mi̱nti̱n. Aya a lanta ki̱ka̱ng n chi a kebu bi̱yili̱mu ki̱ni ya̱m bi̱bu.
MRK.16.14	A kuteng ki̱ku n Yesu a yung yikiyu a kakku miyari̱m bi̱bi kub chiri wini̱mu yo n chi yaki̱ chau chabte, a wela chi di̱ne kwalan keku bi̱yili̱mang chiyange, n ti ni̱tu chiti ki̱ngki̱ngi ti̱tu a yo n chi a kebi̱ ki̱ni bi̱bu a fwa chimi̱n ya̱m kunku kangimitu.
MRK.16.15	A yi chi ko, “Ti̱ya ti̱ti̱niti kwang, ti̱mwa ni̱bu mi̱n ya̱m bi̱li̱m mi̱mi kwang kasi no fi̱re. 
MRK.16.16	Kanang wuwule niye wu a ke bi̱yili̱me, a mati̱ batisma ka ya yuku. Aya wu a ko keku bi̱yili̱mange ka twiyadu kwako. 
MRK.16.17	Ti̱mwalitu ka nabu ni̱bu a ke bi̱yili̱mi̱mu: N chi ka chaku ki̱fi̱bti a di̱n mi̱n. N chi ka fwa ya̱mu ki̱ni yiini yifwi. 
MRK.16.18	N chi ka tau sootiyu ki̱ni fa̱li chi. Ka n chi a no yi̱neng ki̱ku ni̱n bwa̱di ki̱nangu, a ne ma chimi̱n chi. N chi ka yo fa̱li chiyu we bwi naba burangeyu, ka ya beki̱ku.”
MRK.16.19	We kuteng ki̱ku n Tewuduwe Yesu a fwa chimi̱n ya̱m bi̱bangu, yinu a da̱u ki̱n a fili̱n bwa diye, a swe a kang ki̱yilang Kwama. 
MRK.16.20	Yinu miyari̱mu a chir, ki̱ma di̱mwaru ka nang file, n Tewuduwe we ware n ti chi, ki̱yung bi̱yili̱m ya̱m chimu we a chi ka̱ta̱kitu n chi ki̱maditu.]
LUK.1.1	Nii wuduwe Tiyofi̱la, ni̱bu nabwen a funti̱bwi ko chi mwal chitu a fwe we tibe chire. 
LUK.1.2	N chi a mwal chi nang nwe we ni̱bu bi̱bu n chi a ku ki̱ni nui chiitu we tile bi̱rke, n chi nang fanseti bi̱ba fwa ni̱bu mi̱n ti̱n ya̱m ki̱mi̱mu. 
LUK.1.3	Di̱ne yiko, nii wuduwe Tiyofilu, m mi̱n m mi̱fwan, n ta̱l ya̱m Yesumi daan we tile bi̱rke, n da̱ng a le mang mwal mi̱nu kangu dakanangu. 
LUK.1.4	M ma yiko ke n yim kasi bi̱yili̱mu ya̱m we ka ti̱ti̱le yinang ka ni̱bu a miya mi̱nengu.
LUK.1.5	We ki̱dangu m mai Yiridu ki̱chau mati̱n Yafudiya tangu, wuka we fansetiyu, di̱n ki̱nu n Sa̱kariya, wu a chire a ba̱la̱ng Fanse Abisa. Di̱n nelokonu n Alisabatu, n ki̱n a chirte ti̱n a ki̱kuwang bi̱u Arunang. 
LUK.1.6	N chi ki̱ni burako, a ma da wu yile yinang kangu n Kwama ki̱badangu. N chi a bunti̱ yili̱n Tewuduwe n ti datiyu a dakaniyu. 
LUK.1.7	Aya n chi a ne bwe we di̱ne Alisabatu ki̱twa̱ne, n ki̱n ti kwartako n Sa̱kariya a ka̱ra̱ni kuu.
LUK.1.8	Wuka ki̱di n Sa̱kariya ki̱ma nanga we Kan Kwama na Wurchalimanu. 
LUK.1.9	We da wu a fansetiye, n chi a sutu Sa̱kariya ke a le mure kan Tewuduwe a twi ki̱nung ki̱ki fi̱rfi̱ra̱ng.
LUK.1.10	We ki̱dangu n ki̱n ki̱twi ki̱nung ki̱ki fi̱rfi̱ra̱ngu, ni̱bu a mura na fi̱lang ki̱twa̱ba̱ buni.
LUK.1.11	Naba di̱tumbi̱re Tewuduwe a fwe Sa̱kariya mi̱ntuwe, a bale kang ki̱yilange we see we fi ki̱twing ki̱nung ki̱ki fi̱rfi̱range. 
LUK.1.12	Yinangu Sa̱kariya a ku Naba di̱tumbi̱rengu, ni̱r ki̱nu a ti̱ren, tayi a tau ki̱n. 
LUK.1.13	A ya Naba di̱tumbi̱re a yi ko, “Nwedu tayi we Sa̱kariya! N Kwama a yiu twa̱ba̱ki̱ mwangu, n ne lomo Alisabatu ka bi̱u mi̱n bwe. Mwang chau ki̱mi̱n di̱nu n Yowana. 
LUK.1.14	Ka a bi̱u ki̱ne, mwang ma furi mwen n ti ti̱mi̱lantu yinang, ni̱bu nabwen ka ma ti̱mi̱lantu n ti chi̱n we bi̱beko. 
LUK.1.15	Bwe wu ka kau ni wuduwe we kakku Tewuduwe. A ne no mwe yinabiye aya ka ridu ki̱ni Fi̱ki̱m Kwamam. 
LUK.1.16	N ki̱n nang wu ka yo ni̱bu Yisrelamu ka ki̱la bwa Tewuduwe Kwama. 
LUK.1.17	N ki̱n ka tu Tewuduwe we beki̱ku, n ki̱n kanodi ki̱ri̱ng ki̱ni dukan Fi̱ki̱m yinang Yiliya, n ki̱n ka bedu ki̱ni fiswe li̱mange we tibe bwesi̱me n ti tebu chimu. Ka yo bi̱bu ki̱ko Kwamamu ka ki̱la wa̱re wu bi̱bu ni̱ri dini̱mu a tabe, ka do ni̱bu ke a yiu Tewuduwe.
LUK.1.18	N Sa̱kariya a yi naba di̱tumbi̱re ko, “Mang medu, mang yindi yire mi ti̱tu bi̱yili̱me? M mi̱n mang ka̱ra̱n, yinu nayemi a ka̱ra̱ti̱ne.”
LUK.1.19	Naba di̱tumbi̱re a ke ko. “M mi̱n nang chibrelu wu mi̱n tidu a kakku Kwamange, n ki̱n a tuiye ko n fwami̱n ya̱m bi̱li̱mu. 
LUK.1.20	A ya mwang kebu ya̱m mi̱mu, wu ka kau bi̱yili̱me we yo ki̱swi ko a lame. Di̱ne mwang kebu bi̱yili̱me, a ne mwan yim fwa ya̱m, ka lami̱nti̱ di bwa̱ki̱ mangu ka ride.”
LUK.1.21	We ki̱swi wuko, ni̱bu a swe ki̱yam Sa̱kariya ka chiredu, n chi ki̱kuradu ko, kano nii wu ki̱ma wule wu ki̱ti̱kadu we mure Kan Kwamane.
LUK.1.22	Yo n ki̱n a chi̱renge, a yimbu fwa chi mi̱n ya̱m, ni̱bu a swaan ko kano ni wu a tekan n ti naba di̱tumbi̱re we mure kane, di̱ne n ki̱n ki̱swe chimi̱n ya̱mi fa̱la̱ng a yimbu fwadu.
LUK.1.23	Yo diti nangang kangu we Kan Kwamanu a riye, a ki̱lati̱ lo. 
LUK.1.24	We kuteng ki̱ku a dami̱ni bayimangu, neeloko n Alisabatu a ma lur, a lai dur ki̱nu swarti tunu a chirebu we lo. 
LUK.1.25	Alisabatu a yi ko, “N Tewuduwe a makai, n ki̱n a twiremi ti̱mwenitu, a ne ni ka swa̱ba mi̱ne we.”
LUK.1.26	We swa̱ngi turukunangu, n Kwama a tume Naba di̱tumbi̱re ko wu di̱n ki̱nu n Chibrelu a bwa Nasa̱rete, di̱du a yaa Ka̱lili. 
LUK.1.27	A tum ki̱n a di̱kan fwa̱n, di̱da bwa̱u fati̱n n ti Yusufu, wa ki̱fi̱ku Mai Daudange. Di̱n fwa̱ni̱nu m Maryamu. 
LUK.1.28	Yo naba di̱tumbi̱re Kwama a be bwa di̱ki̱ne a yiko, “Li̱me a swe ti mun, n Tewuduwe we ware n ti mun, a yo mi̱n ti̱delaku.”
LUK.1.29	Yinangu m Maryamu a nwe di̱siir di̱dangu, chitu a bwa ki̱n, ki̱kuradu ko kanodu di̱siir wulen di̱du. 
LUK.1.30	Naba di̱tumbi̱re a yi ki̱n ko, “Nwedu taiyuwe, Maryamu, n Kwama a yo mi̱n delaku. 
LUK.1.31	Ya mwang ma lur, mwan bi̱u bwe, mwan chau ki̱mi̱n di̱nu n Yesu. 
LUK.1.32	N ki̱n ka kau ni wuduwe, ti̱nti̱ne n ki̱n Bwe wa la chi kwange. N Tewuduwe Kwama ka ni ki̱n mati̱ntu yinang kangu tuke ki̱n n Dauda a mangu. 
LUK.1.33	N ki̱n ka ma mati̱ntu we lo Yakubu we ki̱diya kwadu, ti̱m Yisrelamu ki̱diya kwadu, Yaa ko a ne riduriye!”
LUK.1.34	M Maryamu a yi Naba di̱tumbi̱re ko, “Ka medu yire ki̱chitu wu ka fwede, ki̱ka̱ngu mang daanbuwe n ti niyangu?”
LUK.1.35	“Naba di̱tumbi̱re a ke ki̱mi̱n ko, Fi̱ki̱m ka bedu a di̱mune, dukan Kwamanu ka sumi̱nu. Di̱ne yiko, Bwe wu mwang bi̱dde wuduwe wu wawade, ni yal ki̱nu Bwe Kwama. 
LUK.1.36	Ko no nang kemo Alisabatu, ki̱twa̱ne a ne bi̱u bwesi̱me, a ma lur swarti turukun, kasi ki̱ku a ka̱ra̱nangu. 
LUK.1.37	A ne chitu ki̱bwa Kwamatu we.”
LUK.1.38	Maryamu a yi ko, “M mi̱n ka̱be Tewuduwe, n ke chi mwang fwaatu a fwe yiko.” Yinu naba di̱tumbi̱re a du ki̱n.
LUK.1.39	Yo a ri̱keti̱ni bayi̱me, m Maryamu a funti̱bwi, a ya bi̱n di̱da bangri Yafuda. 
LUK.1.40	We bwako n ki̱n a le lon Sa̱kariya, ka si Alisabatu. 
LUK.1.41	Yo Alisabatu a nwe di̱siir Maryamune, bwe a fur ki̱ne, a fa̱kta̱ bwi. Alisabatu a rii ki̱ni Fi̱ki̱m Kwamamu. 
LUK.1.42	N Alisabatu a kuki̱ keru dukan ko, “ki̱mwangu delaku a la ki̱ka nati̱bangi kwang. Delaki̱ku we bwe wu mwan bi̱dde.
LUK.1.43	“M mi̱n, n wure, wu mang ya chi ti̱dui ti̱te, wu ne Tewuduwe ka be miye sirame? 
LUK.1.44	Yo mang nwe ker di̱siir mune, bwe wa fur mi̱ne a fa̱kta̱bwi ki̱ni ti̱mi̱lan. 
LUK.1.45	N ya delaku di̱ne mwang ke bi̱yili̱mu mwi chi n Tewuduwe a bwa̱u ka ma mi̱nditu ka fwedu ki̱kumang!”
LUK.1.46	M Maryamu a yi ko, “Mi̱n dela Kwama Tewuduwe we ni̱r mi̱nu 
LUK.1.47	Ni̱r mi̱nu a rii ki̱ni ti̱mi̱lantu nabwen di̱ne n Kwama Tewuduwe naba yukemi, 
LUK.1.48	di̱ne n ki̱n ki̱kur mi̱nu, wuti̱re ka̱beko! A ne fi̱rufi̱re, we bwa kake kutiyu kwang kani̱n yidu ko Kwama a dela mi̱n.
LUK.1.49	“A fwe ying di̱ne n Kwama naba dukane kwang, a ma chi ti̱dui di̱ne mi̱n, n ki̱n ti̱n wu wauwade. 
LUK.1.50	N ki̱n ki̱nwe ki̱bune ni̱bu ki̱nwe tayi kiyimu we ti̱kalani yinang ka saki̱mi̱nangu.
LUK.1.51	“N ki̱n ki̱ma chitu nabwen ki̱ni dukan fa̱li kiyu. N ki̱n a yai ni̱bu ki̱kukku dutu chiti̱mu n ti bi̱bu ki̱yungdu ko n chi, chi la chiti kwangi̱mu.
LUK.1.52	“A chaku mati̱m bi̱duum we sa̱ngka mati̱n chite. N ki̱n a ya bi̱bu ni̱bu ki̱swa̱badi̱mu a ni chi dwiyentu.
LUK.1.53	“N ki̱n a ni bi̱bu chun ki̱budi̱mu li̱me. Aya n ki̱n, a yo kuli̱mu ki̱ni fa̱li kwako.
LUK.1.54	“N ki̱n a maka ka̱be yisrela, yinu a tabi̱bu ki̱nwe ki̱bune chi, 
LUK.1.55	we di̱ Yibrayime n ti di̱kur lon ki̱nu ki̱diya kwadu.” 
LUK.1.56	Maryamu a swe ti Alisabatu swarti ti̱tta, yinu a ki̱la loko.
LUK.1.57	Yo ki̱swi bi̱be Alisabatu a lame, n ki̱n a bi̱u bwe kwarta. 
LUK.1.58	Fati̱bu ki̱mu n ti kebu ki̱mu a nwe chi ka̱ta̱ki ti̱yilitu n Tewuduwe a ma we di̱ki̱netu, n chi a ma furi mwemwen n ti ki̱n. 
LUK.1.59	We di wu nari̱be, ni̱bu a be ka bii bwe mi̱n laaru, n chi a no ki̱baddu ka chau bwe mi̱n di̱nu ko sa̱kariya, di̱n teki̱ni̱n. 
LUK.1.60	Aya n ne ki̱n, a yi ko, “Ngango! ni yal, di̱n bwenu n Yowana.”
LUK.1.61	N chi a yi ki̱n ko, “Aya a ne ni a chau di̱n di̱de we ki̱kuwang chiyangu!”
LUK.1.62	Yinu n chi a swe te bwemi̱n, ko a fwa chimi̱n yinang ka ni yal bwengu. 
LUK.1.63	Sa̱kariya a swe chimi̱n ko a be ki̱ni chi mwalki yinu a mwal, “Di̱n bwenu ko Yowana.” Ti̱ta ya̱r ni̱bu yii! 
LUK.1.64	Bi̱nabi̱na yii Sa̱kariya a wuden, n ki̱n a le ki̱ dela Kwama. 
LUK.1.65	Ti̱ta kau ni̱bu mi̱n chi tayi we fi̱langu, ya̱m bi̱bu we chitu a fwetu a ti̱ran we a kun di̱da yaa Yafudiya mi kwang. 
LUK.1.66	Ni̱bu bi̱bu a nwe ya̱m bi̱bu ki̱fwadu ko, “Wu ki̱dum bwem kanodu beka kau wureni?” N chi ki̱fwadi ying, di̱ne dukan Tewuduwe n we n ti ki̱n.
LUK.1.67	Yinu n te ki̱n, n Sa̱kariya, a ri ki̱ni fi̱ki̱m Kwamamu, a ma fa̱kuitu ko:
LUK.1.68	“Ni dela Tewuduwe,
LUK.1.68	Kwama wa Yisrela!
LUK.1.68	N ki̱n a be ka maka ni̱bu ki̱mu
LUK.1.68	ka tuti̱ chidu we ka̱bitu.
LUK.1.69	N Ki̱n a tum ni mi̱ne
LUK.1.69	wuduwe naba Yuke,
LUK.1.69	a ki̱fi̱ku Dauda ka̱beko.
LUK.1.70	Tiyangu n ki̱n a fwa a yiini
LUK.1.70	fa̱kubi̱bu ki̱mi wawadi̱mu.
LUK.1.71	A yu ni we fa̱li fakwarbu chi̱remu,
LUK.1.71	n ti ni̱bi kwang bi̱bu ki̱ ko chini̱mu.
LUK.1.72	N ki̱n a fwa ko ka nwe
LUK.1.72	ki̱bune tukebu chi̱remu
LUK.1.72	yinu ka kuru ki̱ni
LUK.1.72	di̱twa̱mbi̱r bwa̱ki̱n.
LUK.1.73	Di̱du nang di̱twa̱mbi̱r di̱du a ma
LUK.1.73	n ti tuke chire Yibrayime.
LUK.1.74	A yuni we fa̱li fakwarbu chi̱reme
LUK.1.74	ke ni si Kwama a ne tayi we,
LUK.1.75	ki̱ni wauwade n ti yile
LUK.1.75	we diti chireyi kwang.
LUK.1.76	“M mun bwemi,
LUK.1.76	mwang kau fa̱ku Kwama wuduwe.
LUK.1.76	Mwang ti Tewuduwe mi̱n kakku,
LUK.1.76	mwang do wa̱re di̱ne beki̱ kangu.
LUK.1.77	Mwang mwa ni̱bu ki̱mu mi̱nu tiyangu
LUK.1.77	n chi ka ya yuki̱ku,
LUK.1.77	we duku ki̱leti chiyu.
LUK.1.78	Di̱ne we ki̱bune Kwama,
LUK.1.78	wuka ni ka chiredu
LUK.1.78	yinang yo kuko ki̱fi̱lede,
LUK.1.78	a bwa diye beka yii nidu.
LUK.1.79	N ki̱n ka yii ni̱bu bi̱bu ki̱yadu a ki̱liyemu
LUK.1.79	n ti bi̱bu a swe a yii bwamu.
LUK.1.79	N ki̱n ka yadu ki̱ni chi̱ni
LUK.1.79	a wa̱re da wa li̱mange.”
LUK.1.80	Yo n Yowana a dwiyene, a ri ki̱ni dukan Fi̱ki̱mi̱nu. N ki̱n a swe, a di̱kir, a lami̱nti̱ di n ki̱n a chirengi kwa̱rikwa̱riye we ni̱bu Yisrelamu.
LUK.2.1	We ki̱swi wuko n Kaisar Akustu a na yilang ko, ni̱ba ki ka nang wuwule niye wu a ti̱m Romammu, n ki̱n ki̱chan mati̱ni̱mu. 
LUK.2.2	Ki̱ku nang mweku ki̱kang, ni̱ba ma yo n Kiriniyu, a tau ba̱la̱ng ki̱ku a Suriyange. 
LUK.2.3	Kanang wuwule niye a yika bi̱n chi̱n, ko ke ya chi di̱ke di̱mbi chiitu.
LUK.2.4	N Yusufu ti̱n a chir we Nasa̱ret wu a ba̱la̱ng Ka̱lili a yika Beti̱lami wa Yafudiya, bi̱n Mai Daudanu. N ki̱n a ma yiko di̱ne n ki̱n a chire a ki̱kuwang Mai Dauda. 
LUK.2.5	N ki̱n a yika Beti̱lami n ti Maryamu yaka di̱ke di̱nbi chitu. M Maryamu a tu a bwa̱u fati̱ntu n ti Yusufu, ti̱nti̱ne n ki̱n a ma lur. 
LUK.2.6	Yo n chi a tibu du Beti̱lamiye, luru a lam ka bi̱du. 
LUK.2.7	N ki̱n a bi̱u bwe wu kake, bwe kwarta, a dal bwe ki̱ni ti̱lukteni, a yo a chuki̱r. Di̱ne a ne kan we, di̱du n chi ka si̱ki̱ndi̱nu.
LUK.2.8	Bi̱kam ni̱bu toku kwantim we ki̱twalang kaangu ki̱to kwanti ki̱ni kum.
LUK.2.9	Naba di̱tumbi̱re Kwama a chir chimi̱ntuwe fwad, ki̱ni dwiyen ti̱tu a be ki̱n a Tewuduwe we fiko, a yii ti̱mi ki̱chichi. Ni̱bu toki̱mu a nwe tayi. 
LUK.2.10	Yinu Naba di̱tumbi̱re a yi chi ko, “Ti̱nwedu tayuwe, m be chimi̱ne ki̱ni ya̱m bi̱li̱m 
LUK.2.11	Diwu we Beti̱lami, a bi̱n Dauda, ni̱bu a bi̱u chimi̱n naba yuke, n ki̱n nang Masiya
LUK.2.12	Chi ka̱ta̱kitu ta kuditu n ti̱u: Ta ya bwe ki̱lwi, a daal ki̱ni ti̱lukteni, a yo ki̱n a chuki̱r di̱du kwanti ki̱ chan chabti̱n.”
LUK.2.13	Bi̱nabi̱na, kwa̱l ni̱bu ti̱tumbi̱ri a dimu a fwete n ti naba di̱tumbi̱re, ki̱dela Kwama ki̱yidu ko:
LUK.2.14	“Dwiyentu n ti̱u Kwama wu a diye.
LUK.2.14	We ti̱ti̱nitu li̱mangu a swe ti
LUK.2.14	bi̱bu n Ki̱n ki̱nwe ki̱bune chimu.”
LUK.2.15	Yo ni̱bu ti̱tumbi̱rimu a du chi a ki̱la diye, ni̱bu tori̱mu a fwa we yichiyu ko, “Ni ya Beti̱lami yani da̱nge chi a fwetu, ti̱tu n Tewuduwe a mangitu.”
LUK.2.16	N chi a kwanti̱n a ya, a ya Maryamu n ti Yusufu n ti bwe wu n chi a ti̱u a chuki̱re. 
LUK.2.17	A kutengu n chi a kuwangu, n chi a fwa ni̱bu mi̱n chitu Naba di̱tumbi̱re a fwa a dur bwenitu. 
LUK.2.18	Ni̱bu a nwe ya̱m bi̱bumi kwang we ni̱bu tori̱me, a ya̱r yi. 
LUK.2.19	M Maryamu a tabi̱bu chitu a fwetu. N ki̱n a chakakku ki̱ma ti̱kurantu nabwen we dur ki̱nu.
LUK.2.20	Ni̱bu tori̱mu a ki̱lati̱ nachangu we ki̱ni ti̱mi̱lan nabwen, ki̱dela Kwama ki̱ni ki̱n dwiyentu we chi a nwe ti ti̱tu a kuutu. Yinangu naba di̱tumbi̱re a fwa chimi̱nangu.
LUK.2.21	We wu nari̱be di, wu a biku laarange, ni̱bu a chau ki̱mi̱n di̱nu ko n Yesu. Nang di̱nu Naba di̱tumbi̱re Kwama a fwa yo a tibu ma lur ki̱ne.
LUK.2.22	Yo da chi wa nurake a suwe yinang ka yili̱n Musangu a fwangu, n Yusufu n ti Maryamu a yika Wurchalima ki̱ni bwe a se Tewuduwe.
LUK.2.23	N chi a ma ying di̱ne yilang Kwamangu a fwa ko, “Ka naye a bi̱u bwe wu kake ko, a ni Tewuduwe.”
LUK.2.24	N chi a ya, ke chi ri, chi yilang a fwa we ya̱m Tewuduwe. N chi a ka ma niku ki̱ni ki̱kubtiyi yurau ka ki̱luti yurabe.
LUK.2.25	We ki̱swi wuko, a ya wuka nabani ki̱swedu we Wurchalima, di̱n ki̱nu n Simun. N ki̱n nii wu yile, wu ki̱buntu Kwama, n ki̱n ki̱yandu ka kudu yinangu n Kwama ka tume naba yuke Yisrela, Fi̱ki̱m Kwamamu we di̱ki̱ne. 
LUK.2.26	Fi̱ki̱m Kwamamu a yung ki̱n ko, n ki̱n a ne ka bwadu, a ya ka ku 
LUK.2.27	Fi̱ki̱m Kwamam a twai Simun, a yo ki̱n a le Kan Kwamanu yo n Yusufu n ti Maryamu a be ki̱ni Yesu we fi ko, ko ke a ri ki̱ke yili̱ne. 
LUK.2.28	N Simun a kwar bwe we fa̱li kiyu ki̱ dela Kwama ko:
LUK.2.29	Tewuduwe, ka̱bemo
LUK.2.29	a ku bwa̱ki̱ mwangu,
LUK.2.29	yo ti̱kuri mitu a ya li̱mang.
LUK.2.30	Di̱ne nui miyu
LUK.2.30	a ku yuku mwangu.
LUK.2.31	Yuku mwangu ki̱ku
LUK.2.31	mwang do a kakku ni̱bi kwangangu.
LUK.2.32	“N ki̱n yiiku we
LUK.2.32	yikayu kuuti yinu,
LUK.2.32	ka bedu ki̱ni ri̱kaku
LUK.2.32	we ni̱bu Yisrelamu.”
LUK.2.33	Te n ti ne bwe, a ya̱r yi di̱ne taye we chitu n Simun a fwa a dur bwenitu. 
LUK.2.34	Yinu n Simun a yo chimi̱n delaku, a yi Maryamu ne bwe ko: “N Kwama a chake bwe wu di̱ne ka kau chi yarki we bi̱kamu ni̱bu Yisrela. N ki̱n ka kau di̱mwal a di̱Kwama di̱du ni̱bu nabwen a ne kedi̱n. 
LUK.2.35	We yiko n Kwama ka kwa̱l ti̱kuran ni̱ri kawuretu. Ti̱tu ka yoni kayan ni̱re yinang yo kul a kuri̱n a ni̱re.”
LUK.2.36	Wukane fa̱ku Kwama we, di̱n ki̱nu n Anatu. N ki̱n fwa̱n Fanuweli̱n, wu a ki̱kuwang Acher. N Anatu fa̱ku, n ki̱n a ma swa̱tu ti̱dibin we ki̱nako. 
