MAT.1.1	Iyan haini mga gin-apuan hi Cristo Jesus. Si Jesus kaliwat hi David sa kaliwat daan hi Abraham.
MAT.27.15	Ku agsaulugen sa Aldaw hu Paglabay iyan naanadan hu gubirnadur sa amin sabuwa ha prisu ha aglibriyen din sumalà hu agpanayuen hu mga etaw. 
MAT.27.16	Duun taena ha panahun amin nabantug ha prisu ha tagngaranan ki Barabas. 
MAT.27.17	Aman su maamul-amul en sa mga etaw ininsaan sidan hi Pilato, “Sin-u sa agkabayaan nuy ha libriyen ku? Iyan ba si Barabas daw ku iyan ba si Jesus sa tagngaranan daan ki Cristo?” 
MAT.27.18	Natun-an hi Pilato ha si Jesus intugyan hu mga agalen diyà ta kandin tumenged hu kasina dan kandin.
MAT.27.19	Su duun en si Pilato taena ha pinun-ayà hu maghuhukum nakauma daan sa sulat hu asawa din ha tagyanaen, “Harì ka maglabet-labet taini ha etaw ha hurà din salà ta ganina ha daleman mig-antus a hu damugu ku mahitenged kandin.”
MAT.27.20	Ba pigdasig sa mga kaet-etawan taena ha mga labaw ha sinaligan hu paghalad daw mga magulang ha iyan dan panayuen si Barabas ha libriyen daw himatayan si Jesus.
MAT.27.21	Minisab nanginginsà su gubirnadur, “Sin-u duun taini ha daruwa sa agkabayaan nuy ha libriyen ku?”
MAT.27.21	Sa mga etaw tuminubag, “Iyan si Barabas.”
MAT.27.22	Nanginginsà dà paman si Pilato, “In-inuwen ku diay si Jesus sa tagngaranan daan ki Cristo?”
MAT.27.22	Alan sidan tuminubag, “Ilansang hayana duun hu krus.”
MAT.27.23	Ba minikagi si Pilato, “Imbà nuy igpalansang hayana? Inu diay sa nabuhat din ha madaet?”
MAT.27.23	Ba bà dà nasì uminiseg sa kulahì hu mga etaw, “Ilansang hayana.”
MAT.27.24	Su matun-an hi Pilato ha hurà en pulus hu pag-ikagiyà din ta agkagubut en sa mga etaw tuminimù haena hu wahig daw henawi sa alima din duun hu atubangan taena ha mga etaw hu kagi din, “Inyu en haini ha salà aman sa langesa taini ha etaw diyan en ta alima nuy ta nangenaw ad en hu kanak.”
MAT.27.25	Tuminubag sa alan ha mga etaw, “Iyan kay en agpanubag tayana daw sa mga kaliwatan day.”
MAT.27.26	Dayun impaguwà hi Pilato si Barabas. Ba si Jesus pinalagkutan din daw itugyan duun hu mga etaw ta daw makalansang dan duun hu krus.
MAT.27.27	Impaseled si Jesus hu mga sundalu duun ku balay hi Pilato dayun inamul-amulan haena hu kasundaluwan. 
MAT.27.28	Linebasan dan si Jesus daw pinaksuyi hu maligà ha manggad. 
MAT.27.29	Tuminimù daan sidan hu gawed ha dugiyen ha binangkulà daw insuup dan diyà ta ulu hi Jesus. Dayun impabalabad dan sa kawanan ha alima din hu sugkud daw luminuhud sidan diyà ta kandin hu pagtameyes kandin ha naman-ikagi, “Mabuhì sa Harì hu mga Judio.” 
MAT.27.30	Inileban dan si Jesus daw binunalan dan sa ulu din ku sugkud din. 
MAT.27.31	Su mapengahan dan en sa pagtameyes ki Jesus inawà dan dà su maligà ha manggad daw ilikù diyà ta kandin su pinaksuy din. Dayun inuwit dan si Jesus duun hu lugar ha duun dan iglansang hu krus.
MAT.27.32	Su diyà en sidan ta dalan nasal-aw dan sa etaw ha taga-Cirene ha tagngaranan ki Simon, dayun pineges dan ha tiangen din su krus hi Jesus. 
MAT.27.33	Nakauma sidan duun hu lugar ha tagngaranan hu Golgotha ha sa kahulugan taena Tul-an hu Ulu hu Etaw. 
MAT.27.34	Diyà igpainum dan ngaay si Jesus hu binu ha inamulan hu bulung ha mapait, ba su mananam din haena hurà din en inuma. 
MAT.27.35	Su ilansang dan en si Jesus duun hu krus binahin taena ha mga sundalu sa pinaksuy din pinaagi hu ripa.
MAT.27.36	Dayun mininuu sidan daw binantayan dan si Jesus. 
MAT.27.37	Sa sampaw ta ulu din sinulatan hu sumbung mahitenged kandin ha tagyanaen, “Iyan haini si Jesus ha Harì hu mga Judio.” 
MAT.27.38	Inlansang daan sa daruwa ha tulisan duma ki Jesus, sa sabuwa diyà dapit ta kawanan din daw sa sabuwa diyà ta gibang din.
MAT.27.39	Sa mga etaw ha agpamanagad tagkuyeng-kuyengà hu pagtameyes ki Jesus ha tagyanaen 
MAT.27.40	“Kagi nu man ha agkagasen nu sa Timplu ta agbalayen nu dà duun hu tatulu ha aldaw. Ku laus ka ha Batà hu Dios libriya sa kaugalingen nu daw lugnà ka duun tayan ha krus.”
MAT.27.41	Iling daan taena sa pagtameyes hu mga labaw ha sinaligan hu paghalad daw hu mga manunudlù hu Kasuguan daw mga magulang, kagi dan, 
MAT.27.42	“Aglibriyen din man gid sa duma ha mga etaw ba sa kandin ha kaugalingen harì din agkalibri. Ahaen taw hayana sa Harì hu mga kaliwatan hi Israel ku lumugnà ba iman duun tayan ha krus daw makatuu kuy kandin. 
MAT.27.43	Iyan man kun hayan Batà hu Dios daw tagsalig duun hu Amay din. Aman ku agkabayaan hu Dios ipalibri en kandin.” 
MAT.27.44	Saena ha mga tulisan ha inlansang duma kandin migtameyes en daan kandin.
MAT.27.45	Su maugtu en sa aldaw suminukilem sa tibuuk ha kalibutan hu tatulu ha uras. 
MAT.27.46	Su agkabalalay en sa aldaw nangulahì si Jesus, madaging ha tagyanaen, “Eli, Eli, lama sabaktani?” ha tagkahulugan, “Dios ku, imbà a ikaw bay-ani?”
MAT.27.47	Su mapaliman haena hu duma ha mga etaw ha tagtiyadeg diyà ta ubay din minikagi sidan, “Tag-umawen din gid si Elias sa prupita.”
MAT.27.48	Sa sabuwa kandan sagunà tuminimù hu manggad ha inteleb duun hu sukà daw ibedbed duun hu panga dayun insungit din ki Jesus. 
MAT.27.49	Ba sa duma ha mga etaw minikagi, “Bay-ani hayan ta ag-ahaen taw pa ku makahiwal ba si Elias hu paglibri kandin.”
MAT.27.50	Uminisab nangulahì si Jesus dayun nabugtù sa gahinawa din.
MAT.27.51	Su makepal ha manggad ha in-elang diyà ta Timplu sagunà naliwarà nayahà sugud ta sampaw payanaen ta sagayadan taena. Miglinug daan daw nangabengkag sa mga adagi ha batu. 
MAT.27.52	Sa mga liyang ha panlebengà nangapuwaan daw amin nangabanhaw ha mga etaw hu Dios. 
MAT.27.53	Su mabanhaw en si Jesus su mga etaw ha nangabanhaw daan namandiyà ta Jerusalem daw madakel sa nakaahà kandan diyà.
MAT.27.54	Su mga sundalu daw sa kapitan dan ha migbantay ki Jesus nangahaldek gayed su magedam dan sa linug daw su maahà dan sa duma pa ha nahitabù daw nakaikagi sidan, “Laus gayed ha Batà haini hu Dios.”
MAT.27.55	Madakel sa mga bahi ha tagbantay ki Jesus ba diyà dà sidan ta madiyù. Duminuma sidan ki Jesus ha nangapuun ta Galilea hu pag-alima kandin. 
MAT.27.56	Sa duma kandan iyan si Maria Magdalena daw si Maria ha inay hi Santiago daw hi Jose daw sa asawa hi Zebedeo.
MAT.27.57+MAT.27.58	Su mahapun en duminiyà ki Pilato sa sabuwa ha sumusunud hi Jesus ha iyan si Jose sa sapian ha taga-Arimatea daw panayua sa lawa hi Jesus. Insugù hi Pilato ha saena iila kandin ta daw makalebeng din. 
MAT.27.59	Aman tinimù hi Jose sa lawa hi Jesus daw bungkusi hu bag-u daw maputì ha manggad 
MAT.27.60	daw itagù din duun hu bag-u din pa pinabangbangi ha dampiyas. Inipelan din haena hu adagi ha batu dayun minipanaw. 
MAT.27.61	Si Maria Magdalena daw su sabuwa ha Maria tagpinuuwà sidan atbang taena ha lebeng.
MAT.27.62	Su maisab ha aldaw daw Aldaw en hu Paghimlay namandiyà ki Pilato sa mga labaw ha sinaligan hu paghalad daw sa mga Parisiyu 
MAT.27.63	hu kagi dan, “Natiman-an day sa inikagi taena ha limbungan su bubuhay pa ha mabanhaw dà kun ku maiwas sa tatulu ha aldaw. 
MAT.27.64	Aman palig-eni nu haena sa lebeng din taman hu tatulu ha aldaw ta daw harì matakaw sa lawa din hu mga tinun-an din, ta kan ku ikagiyan dan sa mga etaw ha nabanhaw dà daw dayunan dan limbungan sa mga etaw labaw pa dì su anay.”
MAT.27.65	Tuminubag si Pilato, “Dumaha nuy sa mga sundalu daw lig-eni gayed su lebeng.” 
MAT.27.66	Aman inelegan dan haena sa lebeng daw lig-eni pinaagi hu pag-ugsak hu timaan duun ku batu daw pinabantayan hu mga sundalu.
MAT.28.1	Su maiwas en sa Aldaw hu Paghimlay daw kaaldawen en hu Duminggu si Maria Magdalena daw sa sabuwa ha Maria duminuun ku piglebengan ki Jesus ta ag-ahaen dan haena.
MAT.28.2	Tigkan miglinug hu tungkay mabis-ay ta amin migbulus ha balinsuguen hu Dios ha mig-awà ku batu ha in-ipel ku lebeng hi Jesus daw pinuu duun. 
MAT.28.3	Sa kadagway taena ha balinsuguen tagpangaluanlag iling hu kilat daw sa pinaksuy din tungkay maputì. 
MAT.28.4	Sa mga sundalu ha tagbantay ku lebeng pighugdunan hu kahaldek dan daw nangailing sidan hu minatay.
MAT.28.5	Ba inikagiyan ku balinsuguen haena sa mga bahi, “Harì kaw agkangahaldek ta natun-an ku ha tagpan-ahaen nuy si Jesus sa inlansang duun hu krus. 
MAT.28.6	Hurà en dini ta nabanhaw en sumalà hu inikagi din inyu. Ahaa nuy haini sa naugsakan din. 
MAT.28.7	Aman agpasa nuy elegi sa mga tinun-an din daw ikagiyi sidan ha nabanhaw en si Jesus ba ag-una en kandan diyà ta Galilea. Maahà nuy haena diyà. Timan-i nuy haini sa inikagi ku.”
MAT.28.8	Su mga bahi nangahaldek ba adagi daan sa kalipay dan, aman inawaan dan su lebeng daw pulalaguy ta agtultulan dan sa mga tinun-an hi Jesus. 
MAT.28.9	Su diyà pa sidan ta dalan tigkan huminiwal si Jesus diyà ta kandan daw inikagiyan din sidan, “Magmalinawen kaw.” Inubayan ku mga bahi daw inibitan dan sa paa din hu pagsimba kandin. 
MAT.28.10	Dayun inikagiyan sidan hi Jesus, “Harì kaw agkahaldek. Ikagiyi nuy sa mga suled ku ha dumiyà sidan ta Galilea ta maahà a kandan diyà.”
MAT.28.11	Su humipanaw en su mga bahi sa duma ha mga bantay duminiyà ta Jerusalem daw nanunultul hu nahitabù duun ku mga labaw ha sinaligan hu paghalad. 
MAT.28.12	Su maglalang-lalang su mga labaw ha sinaligan hu paghalad daw sa mga magulang mig-uyun sidan ha ilahan dan hu madakel ha salapì su mga sundalu 
MAT.28.13	daw inikagiyan dan, “Tultulan nuy sa mga etaw ha su daleman en nakatiduga kaw aman tinakaw hu mga tinun-an hi Jesus sa lawa din. 
MAT.28.14	Daw harì kaw agkasamuk ku mapaliman haena hu gubirnadur ta iyan kay en ag-ikagi kandin.” 
MAT.28.15	Aman dinawat ku mga sundalu su salapì daw tinuman dan sa inikagi kandan. Bisan iman iyan pa haini tagtuuwan hu mga Judio.
MAT.28.16	Su sampulù daw sabuwa ha tinun-an hi Jesus duminiyà ta Galilea duun taena ha bubungan ha inikagi din ha elegan dan. 
MAT.28.17	Su maahà dan en si Jesus sinimba dan ba amin kandan tagduwa-duwa. 
MAT.28.18	Dayun uminubay si Jesus diyà ta kandan daw minikagi “In-ila kanak sa kagahem hu pagharì diyà ta langit daw dini ta kalibutan. 
MAT.28.19	Aman hipanaw kaw duun hu bisan hindu daw tultuli nuy sa mga etaw duun hu alan ha mga nasud ta daw mabuhat sidan ha sumusunud ku. Bautismuwi nuy sidan pinaagi hu ngaran hu Dios ha Amay daw hu ngaran ku siak sa Batà din daw hu ngaran hu Balaan ha Ispiritu, 
MAT.28.20	daw tudluan nuy daan sidan hu pagtuman taena ha insugù ku inyu. Harì nuy aglipati ha sigi a magduma inyu hangtud hu katapusan hu panahun.”
MRK.1.1	Iyan haini puunaan hu Maayad ha Tultulanen mahitenged ki Cristo Jesus sa Batà hu Dios.
MRK.1.2	Insulat hu prupita ha si Isaias sa inikagi hu Dios su anay diyà ki Jesus ha tagyanaen,
MRK.1.2	“Amin ku igpauna dì ikaw ta daw makapangandam hu ag-agiyan nu. 
MRK.1.3	Saena magkulahiay duun hu pinakabulung-bulung ha lugar ha magyanaen, ‘Andama sa ag-agiyan hu Ginuu daw tul-ida sa dalan.’”
MRK.1.4	Aman nakauma si Juan Ha Tagpamautismu duun taena ha pinakabulung-bulung ha lugar daw tagpanunultul ha tagyanaen, “Maghinulsul kaw ta daw mapasaylu sa mga salà nuy daw magpabautismu kaw.” 
MRK.1.5	Madakel ha mga etaw sa namandiyà ta kandin ha nangapuun ta Jerusalem daw duun hu mga banuwa ha sakup ta Judea. Insugid dan sa mga salà dan aman pigbautismuwan sidan hi Juan diyà ta Wahig ta Jordan. 
MRK.1.6	Sa pinaksuy hi Juan bulbul hu kamilyu daw anis daan sa bakes din. Sa kalan-enen din talangas daw degà. 
MRK.1.7	Iyan haini tultulanen din ha tagyanaen, “Amin pa makadini ha labaw dì kanak ta bisan sa paghukad hu sapatus din kenà a gayed angayan duun. 
MRK.1.8	Diyà a ta wahig agpamautismu inyu ba sa kandin ha igbautismu iyan sa paulinan kaw kandin hu Balaan ha Ispiritu.”
MRK.1.9	Duun taena ha panahun nakauma si Jesus sa napuun diyà ta Nazareth ha sakup ta Galilea dayun binautismuwan hi Juan diyà ta Wahig ta Jordan. 
MRK.1.10	Su taggaun pa si Jesus duun ku wahig naahà din ha napuwaan sa langit daw migbulus diyà ta kandin sa Balaan ha Ispiritu ha agkailing hu salapati. 
MRK.1.11	Amin lageng ha napuun diyà ta langit ha tagyanaen, “Iyan ka gayed pinalanggà ku ha Batà ha tigkabayà-bayà ku.”
MRK.1.12	Dayun inuwit si Jesus hu Balaan ha Ispiritu duun hu pinakabulung-bulung ha lugar 
MRK.1.13	daw pigsulayan hi Satanas seled hu kap-atan ha aldaw. Amin daan diyà mga mananap ha agpamangagat hu etaw, ba sa mga balinsuguen hu Dios iyan mig-alima kandin.
MRK.1.14	Su maprisu en si Juan luminikù si Jesus diyà ta prubinsya ta Galilea daw migsangyaw hu Maayad ha Tultulanen ha napuun duun hu Dios 
MRK.1.15	ha tagyanaen, “Iyan en haini panahun ha madani en sa pagharì hu Dios aman maghinulsul kaw daw tuuwi sa Maayad ha Tultulanen.”
MRK.1.16	Su taghiphipanaw si Jesus duun hu kilid taena ha Danaw ta Galilea naahà din si Simon daw sa suled din ha si Andres ha tagpamaling duun taena ha danaw ta mamamaling man sidan. 
MRK.1.17	Inikagiyan sidan hi Jesus, “Dumuma kaw kanak ta agbuhaten ku inyu ha mamamaling hu mga etaw.” 
MRK.1.18	Sagunà dan inawaan su baling dan daw duma ki Jesus.
MRK.1.19	Su malugay-lugay naahà hi Jesus su mga migsuled daan ha iyan si Santiago daw si Juan sa mga batà hi Zebedeo ha tagpamandaya hu baling dan duun ku barutu. 
MRK.1.20	Aman inumaw sidan hi Jesus dayun inawaan dan si Amay dan ha si Zebedeo duun ku barutu duma hu mga sinuhulan dan daw duminuma sidan ki Jesus.
MRK.1.21	Namandiyà si Jesus daw sa mga tinun-an din ta Capernaum. Su Sabadu ha iyan Aldaw hu Paghimlay sumineled si Jesus duun ku simbahan hu mga Judio daw panudlù. 
MRK.1.22	Sa mga etaw diyà nangabeleng ta sa kandin ha pagtudlù amin duun gahem dì ku mga manunudlù hu Kasuguan. 
MRK.1.23	Diyà ta simbahan amin etaw ha tinaguan hu busaw 
MRK.1.24	ha tagkulahiay ha tagyanaen, “Jesus ha taga-Nazareth, inu sa labet nu kanay? Duminini ka ba hu pagsilut kanay? Agkakilala ku ikaw ha sinugù ka hu Dios.”
MRK.1.25	Ba binaldeng haena hi Jesus hu kagi din, “Hagteng ka daw awà ka diyan tayan.” 
MRK.1.26	Pinaagi hu gahem ku busaw nabidbid su etaw ha nakapangulahì dayun guminuwà su busaw.
MRK.1.27	Sa alan ha mga etaw diyà nangabeleng gayed daw migpainsaay, “Bag-u ba gid haini ha katudluanan? Ta saini ha etaw amin din gahem ha bisan sa mga busaw agtuu kandin.” 
MRK.1.28	Sagunà nakalekep sa tultul mahitenged ki Jesus duun hu alan ha mga banuwa ha sakup ta Galilea.
MRK.1.29	Sagunà uminawà si Jesus diyà ta simbahan daw duminiyà ta balay hi Simon daw hi Andres duma ki Santiago daw ki Juan. 
MRK.1.30	Sa ugang ha bahi hi Simon harì en pakabangun ta agkagenaw daw tinultulan dan si Jesus taena. 
MRK.1.31	Aman inubayan din haena daw ibiti sa alima din daw ipabangun. Sagunà haena naulian aman sinugbahan din dayun say Jesus.
MRK.1.32	Su madani en agpanukilem pinan-uwit hu mga etaw diyà ki Jesus sa alan ha agkangadaluwan daw sa pigtaguan en hu busaw. 
MRK.1.33	Sa mga etaw duun taena ha banuwa nangaamul-amul duun hu atbang taena ha balay 
MRK.1.34	dayun naulian hi Jesus sa madakel ha hurà mag-iiling man sa mga dalu dan. Pinamugaw din daan sa mga busaw ba binaldeng din sidan ha harì mag-ikagiyà ta nakakilala en sidan kandin.
MRK.1.35	Su madani en agkaaldaw si Jesus duminuun, pinakabulung-bulung ha lugar daw mig-ampù diyà, 
MRK.1.36	aman pinan-ahà haena hi Simon daw hu mga duma din. 
MRK.1.37	Su maahà dan en si Jesus inikagiyan dan, “Madakel sa tagpan-ahà ikaw.”
MRK.1.38	Ba si Jesus tuminubag, “Dumuun kuy hu lain ha mga banuwa ha ubay dini ta daw makapanultul a daan diyà, ta iyan haini indini ku ta kalibutan.” 
MRK.1.39	Aman nalekep hi Jesus sa alan ha mga banuwa sakup ta Galilea, migtudlù duun hu mga simbahan hu mga Judio daw pinamugaw din daan sa mga busaw.
MRK.1.40	Amin sanglahen ha luminuhud diyà ki Jesus daw huminangyù, “Ku mabayà ka ngaay bulungen a ikaw taini ha mahugaw ha dalu ku.”
MRK.1.41	Nahid-uwan haena hi Jesus aman dinampà din su sanglahen daw ikagiyi, “Agkabayà a aman maulian ka.” 
MRK.1.42	Sagunà haena naulian.
MRK.1.43	Dayun impahipanaw haena hi Jesus daw binalaudan din, 
MRK.1.44	“Harì ka manunultul hu bisan sin-u ba dumuun ka taena ha sinaligan hu paghalad ta daw masusi din ha naulian kad. Maghalad ka sumalà hu Kasuguan hi Moises ta daw malimpyuwan ka daw matun-an hu mga etaw ha naulian kad en.” 
MRK.1.45	Ba su makahipanaw en su etaw bà dà nasì nanunultul duun hu bisan hindu. Aman si Jesus harì en paman pakaduun hu mga banuwa ba duun dà tagtimaay hu pinakabulung-bulung ha mga lugar. Ba bisan pa taena inelegan si Jesus hu mga etaw ha nangapuun duun hu bisan hindu.
MRK.2.1	Su pila en ha aldaw ha makalikù si Jesus diyà ta Capernaum napaliman hu mga etaw ha nakaulì en si Jesus. 
MRK.2.2	Aman inamul-amulan haena hu mga etaw na harì en sidan agkaaul bisan ta pultahan, dayun tinultulan sidan hi Jesus hu lalang hu Dios. 
MRK.2.3	Nakadiyà daan sa haepat ha mga etaw ha taglanting hu minatay en sa dibaluy ha lawa din. 
MRK.2.4	Harì sidan pakaubay diyà ki Jesus ta madakel tungkay sa mga etaw aman namanahik sidan diyà ta atep daw pusuwi sa tenged hi Jesus, dayun hinawil dan duun su agkadaluwan ha taghidegaay duun hu banig. 
MRK.2.5	Su matun-an hi Jesus ha adagi gayed sa pagsalig dan inikagiyan din su agkadaluwan, “Napasaylu en sa mga salà nu.”
MRK.2.6	Amin daan tagpinuu diyà ha mga manunudlù hu Kasuguan ha nakahenà-henà, 
MRK.2.7	“Imbà iyan din hayan ikagiya? Tagtameyesen din sa Dios ta iyan dà gayed sa Dios makapasaylu hu mga salà.”
MRK.2.8	Ba sa mga henà-henà dan sagunà natun-an hi Jesus aman inikagiyan din sidan, “Imbà kaw taghenà-henaay hu iling tayan? 
MRK.2.9	Inu diay sa malumu ha ikagiyen duun taini ha agkadaluwan? Iyan ba sa, ‘Napasaylu en sa mga salà nu’ daw ku iyan ba sa, ‘Bangun kad, luluna sa banig nu daw hipanaw kad en’? 
MRK.2.10	Ba iman igpaahà ku inyu ha siak sa Batà hu Etaw amin ku kagahem dini ta kalibutan hu pagpasaylu hu mga salà.” Aman inikagiyan din su etaw ha minatay en sa dibaluy ha lawa din, 
MRK.2.11	“Bangun kad, luluna su banig nu daw ulì kad en.” 
MRK.2.12	Sagunà haena minangun daw uwita su banig din dayun awà diyà ta kandan. Sa alan ha mga etaw nangabeleng daw dinayè dan daan sa Dios hu kagi, “Hurà kuy pa gayed makaahà hu agkailing taini.”
MRK.2.13	Si Jesus duminuun dà paman hu kilid taena ha danaw. Madakel gayed ha mga etaw sa duminiyà ta kandin aman nanudlù dayun haena. 
MRK.2.14	Su taghipanaw si Jesus naahà din sa tagpinuu ha tagpanukut hu buhis ha tagngaranan ki Levi sa batà hi Alfeo. Inikagiyan din haena, “Dumuma ka kanak” aman huminitindeg si Levi daw duma kandin.
MRK.2.15	Su tagkaen si Jesus diyà ta balay hi Levi madakel ha mga manunukut hu buhis daw mga masinupaken sa nakigsalu kandin daw hu mga tinun-an din ta madakel sa namanlupug kandin. 
MRK.2.16	Su maahà hu mga manunudlù hu Kasuguan ha sakup hu mga Parisiyu ha si Jesus nakigsalu hu mga masinupaken daw hu mga manunukut hu buhis, ininsaan dan su mga tinun-an, “Imbà hayana pakigsalu hu mga limbungan ha manunukut hu buhis daw hu mga masinupaken?”
MRK.2.17	Su mapaliman haena hi Jesus uminikagi, “Sa harì agkadaluwan harì daan tagpabulung, ba sa agkadaluwan tagkinahanglan hu mamumulung. Sa pagdini ku kenà para hu mga matareng en ba sa tuyù ku iyan sa mga makasasalà.”
MRK.2.18	Amin panahun ha sa mga sumusunud hi Juan ha Tagpamautismu daw sa mga Parisiyu suminalang hu pagkaen. Amin mga etaw ha duminiyà ki Jesus daw nanginginsà, “Imbà tagsalang hu pagkaen sa mga sumusunud hi Juan daw sa mga sumusunud hu mga Parisiyu ba sa ikaw ha mga tinun-an harì gayed tagsalang?”
MRK.2.19	Tuminubag si Jesus, “Mabaluy ba diay ku amin kaamulan ha sa mga inimbita harì kumaen ku diyà pa ta kandan sa agpangasawa? Harì gayed haena mabaluy. 
MRK.2.20	Ba mauma sa panahun ha ipaawà en diyà ta kandan su agpangasawa daw human sidan agsalang hu pagkaen.
MRK.2.21	“Hurà etaw ha agtapikan din hu bag-u ha manggad sa daan en ha pinaksuy, ta ku buhaten din haena su bag-u ha manggad bà dà aglegkè daw su daan ha pinaksuy bà dà daan agkahigbit. 
MRK.2.22	Iling daan ha hurà etaw ha itagù din sa bag-u pa ha binu duun hu daan en ha talaguay ha anis, ta ku buhaten din haena bà dà magbutu daw kahudhud su binu. Kinahanglan gayed ha sa bag-u pa ha binu duun dà daan itagù hu bag-u pa ha talaguay.”
MRK.2.23	Amin aldaw hu Sabadu ha nakaagi say Jesus duun hu uma. Su taghipanaw sidan namanimù sa mga tinun-an din hu mga bunga taena ha mga pamulahen duun. 
MRK.2.24	Inikagiyan hu mga Parisiyu si Jesus, “Ahaa nu, imbà supaka hu mga tinun-an nu sa Kasuguan mahitenged hu Aldaw hu Paghimlay?”
