MAT.1.2	Ibrahím waalʊ́rʊ 
MAT.16.16	 woobúsi yɩ sɩsɩ: «Nyɔ́ɔ́ gɛ 
MAT.16.17	Ńna gɛ Yeésu woobúsi yɩ sɩsɩ: «Sɩmɔ́ɔnɩ Inúúsa biyaalʊ́, nyóóyúú wenbi‑niíni káma bɩdɛkɛ́ɛ ɩrʊ́ waawɩlɩ ná nya wentí nyááŋmátɩ tɩ ɖɔ́ nɛ́, amá majaa weení ɩwɛ ɩsɔ́ɔ́dáá nɛ́ gɛ. 
MAT.16.18	Ngɛ mɔ́ɔ́ ménveerím nya sɩsɩ nyɛ́gɛ́ɛ Bʊ́ʊ́rɛ gɛ, ngɛ bʊ́ʊ́rɛ ɖɩḿ ɖɩrɔ gɛ sɩ mama mɛ́dɛ́ɛ koduuziya. Sɩ́m tɩtɩŋa na bɩdɛ́ɛ yíko bɩdánbɩɩzɩ bɩlá kɛ nabʊ́rʊ. 
MAT.16.19	Ménjelíi nya 
MAT.16.20	Ńna gɛ waabásɩ ɩwanbaaráa sɩsɩ békéfééri naárʊ sɩsɩ ɩmʊ́ gɛ 
MAT.16.21	Sɩɩná sáátɩ kɩḿ gɛ Yeésu waabáázɩ 
MAT.16.22	Ńna gɛ 
MAT.16.23	Amá Yeésu wɛɛgɛ́ɛ́zɩ ɩdɩ nɛ́, ngɛ wɔɔdɔ́ 
MAT.16.24	Ngɛ Yeésu wɔɔdɔ́ ɩwanbaaráa sɩsɩ: «A naárʊ sɔɔlɛ́ɛ sɩ ifu ma, íkízi ɩdɩ bɩka ɩkpɔ́ɔ ɩdɛ́ɛ ɖɛ́nɩ abɛlɩ́ akɔ́ɔ ikóvú ma. 
MAT.16.25	Káma weení wánjáádɩ sɩ ɩlɛ́ɛ iweezuú nɛ́ wɛ́nbɛɖɩ́ kɩ, amá weení wɛ́nbɛɖɩ́ kɩ mɔ́rɔ́ɔ́zɩ́ nɛ́, wóngoyuú kɩ. 
MAT.16.26	Ɩrʊ́ iɖi ɖúúlínya rɩ́ŋa amá ɩbɛ́ɖɩ iweezuú nɛ́, we gɛ bɩvɔ́ɔ́zɩ́rɛ? Yáá we gɛ wánbɩɩzɩ́ ɩfɛ́rɛ na ɩmʊ iweezuú? 
MAT.16.27	Káma 
MAT.16.28	Ménveerím mɩ́ɩ toovonúm sɩsɩ nɛbɛ́rɛ wɛ cé, badánzɩḿ naanɩ́ bana 
MAT.17.1	Wɛ́ loɖo wɔ́rɔ́ nɛ́, Yeésu wɔɔgbɔ́ɔ 
MAT.17.2	Baazá‑daá ńna gɛ Yeésu‑dɛ́ɛ yáásɩ́ wɛɛgɛ́ɛ, ngɛ waazá‑daá wénɖée nyazɩ wɩ́sɩ bɩlɛ́, ngɛ ɩdɛ́ɛ kpɩná izóóna nɛ́ waavʊ́lʊ párɩ́‑párɩ́ nyazɩ ɖɛnyɛm. 
MAT.17.3	Ngɛ 
MAT.17.4	Ngɛ 
MAT.17.5	Ɩbamáa ŋmatɩrɛ gɛ, ŋmɩnʊʊ́ nakɩ́rɩ kínnyeléɖi nɛ́ woovu bɔrɔ. Ngɛ baanɩ́ɩ lowú nakɩ́rɩ ŋmɩnʊʊ́‑daá sɩsɩ: «Ceení gɛ mebiyaalʊ́ weení máábá mɔzɔ́ɔ́lɩ yɩ nɛ́. Ɩrɔ gɛ mááɖʊ́ mɛ́dɛ́ɛ sɔɔlɩ́m rɩ́ŋa. Ɩnɩɩná yɩ.» 
MAT.17.6	Wanbaaráa waanɩ́ɩ bɩlɛ́ nɛ́, nɩndáárɛ waabá bɩlá wɛ bɛcɛ́ basála bɛnyɛ́ ɩbá adɛ. 
MAT.17.7	Amá Yeésu woogódúu bɔjɔ́ itekiná wɛ ɩtɔ́ wɛ sɩsɩ: «Ɩgʊrʊ́ nɩndáárɛ ɩ́kalá mɩ́ɩ.» 
MAT.17.8	Baagʊ́sɩ ɩzá nɛ́, badana naárʊ, Yeésu riké gɛ baana. 
MAT.17.9	Bɔwɛ béndím bʊ́ʊ nɛ́, ngɛ Yeésu waabásɩ wɛ sɩsɩ: «Ikefééri naárʊ wenbí mɩ́ɩ́ná cé nɛ́ hálɩ 
MAT.17.10	Ńna gɛ wanbaaráa wɔɔbɔ́ɔ́zɩ Yeésu sɩsɩ: «We‑rɔ gɛ 
MAT.17.11	Ngɛ Yeésu woobúsi wɛ sɩsɩ: «Toovonúm, Elíya wángabɩsɩ́ na ɩnyɔ́ɔ́zɩ báa wenbí.» 
MAT.17.12	Amá ménveerím mɩ́ɩ sɩsɩ Elíya wáńgábɩsɩ. Badatɩlɩ́ yɩ, ngɛ baalaná yɩ wenbí bolowú fáa bɩ nɛ́. Bɩlɛ́ ɖʊɖɔ gɛ 
MAT.17.13	Ńna gɛ wanbaaráa waadɩlɩ́ sɩsɩ 
MAT.17.14	Yeésu na ɩwanbaaráa baadála zamɔ́ɔ‑jɔ́ nɛ́, ngɛ ɩrʊ́ naárʊ wɔɔgɔ́nɩ ɩká ɩɖʊná Yeésu ɩzá‑daá ɩtɔ́ yɩ sɩsɩ: 
MAT.17.15	«Kʊ́bɔnɩ́, nɩɩ mebiyaalʊ́ kʊnyɔḿ, kazáladɛ́ɛ́dɩ wɛná yɩ wɛ́nÿɛlɛ́m páá. Wándárazálɩ́ɩ nimíni yáá lɩ́m‑daá. 
MAT.17.16	Mɔ́ɔ́gɔ́na yɩ nyɛ́dɛ́ɛ wanbaaráa, amá badabɩ́ɩ́zɩ bawáázɩ yɩ.» 
MAT.17.17	Ńna gɛ Yeésu sɩsɩ: «Zaamáánɩ kɩna kɩdɛ́ɛ ɩráa badafa Ɩsɔ́ɔ toovonúm bɩka badaavé nɛ́! Wɛ́ ńŋɩnɩ́ gɛ móngúti mɔjɔ́ɔ mɩ́jɔ́? Wɛ́ ńŋɩ́nɩ́ gɛ mógúti mɔɖɔ́kɩ mɩ́ɩ? Ɩgɔná ma bú ɩmʊ́ cé. 
MAT.17.18	Ngɛ Yeésu waagazɩ́ zííni kɩ́njaarɩ́ bú ɩmʊ́ nɛ́ kɩcáŋ́ kɩlɩ́ɩ ɩrɔ, bú ɩcáŋ́ ɩwáa ńna ńna. 
MAT.17.19	Ngɛ wanbaaráa woogódúu Yeésu‑jɔ́ bɔbɔ́ɔ́zɩ yɩ bána yɩ beriké nɛ́ sɩsɩ: «Ngbaalá gɛ ɖɔ́ɔ́ ɖádábɩ́ɩ́zɩ ɖɩɖɔ́ɔ zííni kɩḿ?» 
MAT.17.20	Ngɛ Yeésu woobúsi wɛ sɩsɩ: «Káma mɩ́dɛ́ɛ toovonúm fáa tɔɖɔ́ɔ. Ménveerím mɩ́ɩ́ toovomúm sɩsɩ a mɩ́dɛ́ɛ toovonúm fáa waadála báŋɩ́náyɔ́ɔ bú, mɩ́ndɔ́m bʊ́ʊ kɩna sɩsɩ kpɛzɩ́ nyádɩ cé ngózúu lí. Bɩlá bɩlɛ́. Nabʊ́rʊ fɛ́yɩ́ mɩ́dánbɩɩzɩ ɩlá nɛ́. 
MAT.17.21	[Amá na sʊlʊ́ńdɩ na nɔɔ́ fɔkɩ́ gɛ bánbɩɩzɩ́ bɔɖɔɔná zííni ńŋɩnáa kɩna.]
MAT.17.22	Boduuzée Galilée ńna gɛ Yeésu weevééri wɛ sɩsɩ: «Bángbáa 
MAT.17.23	bɛlɛ́ bángʊ́ʊ yɩ, amá tóózo wɩ́rɛ wénvém ɩlɩ́ɩ ɩsɩɖáa‑daá.» Ńna gɛ wanbaaráa waabá basʊ́ʊ kaanɩŋá.
MAT.17.24	Baadála Kapɛɛrɩnawʊ́m nɛ́, ngɛ wenbá bɔ́nbɔɔzɩ́ Ɩsɔ́ɔ‑dɛ́ɛ ɖaána‑daá liideé kʊ́ɖʊ́ʊ́yɛ nɛ́ bɔɔgɔ́nɩ bɔbɔ́ɔ́zɩ 
MAT.17.25	Ngɛ 
MAT.17.26	Ngɛ woobúsi sɩsɩ ɩgɔma. Ngɛ Yeésu sɩsɩ: «Bɩlɛ́ nɛ́ bɩdɛkɛ́ɛ tɩ́lásɩ sɩsɩ tɛ́ɛ́dɩ‑bíya ɩfɛ́rɛ lanpóo? 
MAT.17.27	Amá na bʊ́kɔ́kɔ́nɩ biyéle bayɩ́sɩ nɛ́, bo ngɔ́lɔ́ kolɔɔ́ lɩɩrɛ́ kʊ́bɔńɖɛ‑daá. Fulú tińɖe kaɖaa ńɖɛ sɩ nbúu ɖɛ nɛ́ ɖɩnɔɔ́, nyánnáa lideé weená nɔ́ɔ́ bɩ́nbɔɔzɩ́ mána nya sɩ ɖɩfɛ́rɛ nɛ́. Kpɔɔ yɛ nbó nvɛ́rɛ mána nya.»
MAT.18.1	Bɩdɛ́ɛ sáátɩ kɩḿ gɛ 
MAT.18.2	Yeésu waayáa bú naárʊ ɩkɔná yɩ bɔlɔwʊ́táá 
MAT.18.3	ɩtɔ́ wɛ sɩsɩ: «Ménveerím mɩ́ɩ toovonúm sɩsɩ a mɩ́dɛ́kɛ́ɛ ɩbɩ́sɩ nyazɩ bíya, mɩ́dánzʊʊ 
MAT.18.4	Bɩlɛ́ nɛ́, weení wánvʊʊzɩ́ ɩdɩ nyazɩ bú ceení nɛ́, wónÿuú kʊ kʊ́bɔńdɩ 
MAT.18.5	Weení waamʊ bú ńŋɩnáa ceení ɩgɔ́ndɩ mɔ́rɔ́ɔ́zɩ́ nɛ́, mádɩ́tɩŋa gɛ waamʊ.
MAT.18.6	Weení rɩ́ŋa sɩ iyéle bíya bana baava ma toovonúm nɛ́ badaá naárʊ ɩlá alaháácɩ́ nɛ́, a baadaná bʊdʊ́ʊ lowú namɩ́rɛ kʊ́bɔńɖɛ bɔlɔ tenkú‑daá, bʊjɔɔ́ɔ sóńcí. 
MAT.18.7	Nbusú ɖamáa na nya ɖúúlínya, ńŋɩnáa nyénÿelíi ɩráa wanÿɩsɩnáa Ɩsɔ́ɔ nɛ́! Wenbí bínÿelíi na ɩrʊ́ ɩyɩ́sɩ nɛ́ tɛ́ndɛḿ kɛtɛngɛrɛ, amá nbusú na weení wénÿelíí ɩrɔwʊ́ ɩyɩsɩná Ɩsɔ́ɔ nɛ́. 
MAT.18.8	A bɩgɛ́ɛ nyánʊ́ʊ́nɩ yáá nyánʊvɔ́rɛ wénÿelíi kʊ gɛ nyánÿɩsɩnáa Ɩsɔ́ɔ, cɛ ɖɛ nbɛ́ɖɩ bolíni; káma bʊjɔɔ́ɔ sóńcí nzʊ́ʊ arɩjána‑daá nʊ́ʊ́nɩ yáá nʊvɔ́rɛ kʊ́ɖʊḿɖɛ fɛ́yɩ́ bɩkɩlɩná nyánʊ́ʊ́zɩ lɛ́ɛ́nɩ́ yáá nyánʊvɔ́ lɛ́ɛ́nɩ́ wɛ bɩka nzʊ́ʊ azáába nimíni ɩdánɖɩḿ kɛtɛngɛrɛ nɛ́‑daá. 
MAT.18.9	A nyáázɩ́rɛ tɩɩná gɛ nyánÿɩsɩnáa Ɩsɔ́ɔ, koori ɖɛ nbɛ́ɖɩ bolíni; bʊjɔɔ́ɔ sóńcí nzʊ́ʊ arɩjána‑daá na ɩzɩ́rɛ kʊ́ɖʊḿɖɛ bɩkɩlɩná alɛ́ɛ́nɩ́ awɛ bɩka nzʊ́ʊ 
MAT.18.10	Ɩlá laakáarɩ. Ɩ́kɛ́kpɛɛná bíya bɛḿ badaá naárʊ, káma ménveerím mɩ́ɩ́ sɩsɩ báa sáátɩ wenkí bɛdɛ́ɛ 
MAT.18.11	[Káma 
MAT.18.12	«Mɩ́nmaazɩ́ sɩsɩ wé tɔ́m tɩna sɩ mɛgɛ́ɛ́zɩ mɩ́ɩ tɩ ɖɔ́ nɛ́ tɩrɔ? A bɩgɛ́ɛ sɩsɩ ɩrʊ́ wɛná fééni nɩɩnʊ́wá, ngɛ tɩdaá kʊ́ɖʊḿ wɛɛdɛlɛ́m, idénÿelí nɩɩnʊ́wá kʊ́ɖʊḿ fɛ́yɩ́ tɩna bʊ́ʊ‑rɔ ɩɖɛ́ɛ ɩkájaa weení wɛɛdɛlɛ́m nɛ́? 
MAT.18.13	Ménveerím mɩ́ɩ toovonúm sɩsɩ a bɩgɛ́ɛ waana yɩ, ɩdɛ́ɛ wenbi niíní fée kʊ́ɖʊḿ ɩmʊ́ ɩrɔ wángɩlɩ́ɩ nɩɩnʊ́wá kʊ́ɖʊḿ fɛ́yɩ́ tɩɩganáa rɩ́ŋa tɩdɛtɛlɛ́m nɛ́. 
MAT.18.14	Bɩlɛ́ ɖʊɖɔ gɛ mɩ́jáa weení ɩwɛ ɩsɔ́ɔ́dáá nɛ́ tánjaa sɩsɩ bíya bɛḿ badaá báa kʊ́ɖʊḿ ɩtɛlɛ́m.»
MAT.18.15	«A bɩgɛ́ɛ ngoobú 
MAT.18.16	Amá, a ɩdanɩɩná nya, kpɔɔ ɩrʊ́ kʊ́ɖʊḿ yáá nɔwɔ́lɛ ibó ɩna yɩ. Ńna nɛ́ nyóóyúu seríya‑dɩnáa nɔwɔ́lɛ yáá noódóozo ɩnyɔ́ɔ́zɩ tɔ́m ńŋɩnáa Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m waaŋmátɩ nɛ́. 
MAT.18.17	A weegízi ɩdanɩɩná wɛ, feeri krísto‑dɛ́ɛ koduuziya, a bɩlɛ́ gɛ weegízi ɩdanɩɩná krísto‑dɛ́ɛ koduuziya, ɩ́bɩ́sɩ nya nyazɩ weení waasɩ Ɩsɔ́ɔ nɛ́ yáá tikée mʊʊrʊ́. 
MAT.18.18	Ménveerím mɩ́ɩ toovonúm sɩsɩ wenbí rɩ́ŋa sɩ ɩfɔ́kɩ bɩ adɛ laadɔ́ɔ‑rɔ cé nɛ́, bɔ́nvɔkɩ́ bɩ ɩsɔ́ɔ́dáá, wenbí rɩ́ŋa sɩ ibóɖi bɩ adɛ laadɔ́ɔ‑rɔ cé nɛ́, bónboɖí bɩ ɩsɔ́ɔ́dáá. 
MAT.18.19	«Máádásɩ ménveerím mɩ́ɩ sɩsɩ adɛ laadɔ́ɔ‑rɔ cé, a mɩ́dáá nɔwɔ́lɛ waalá nɔɔ́ kʊ́ɖʊ́mɔ́ɔ, ngɛ bɔɔbɔ́ɔ́zɩ báa wenbí, majaa weení ɩwɛ 
MAT.18.20	Káma lénlé ɩráa nɔwɔ́lɛ yáá noodóozo woodúúzi na máyɩ́ɖɛ‑daá nɛ́, mɔ́wɛ bɔlɔwʊtáá.»
MAT.18.21	Ngɛ 
MAT.18.22	Ngɛ Yeésu woobúsi yɩ sɩsɩ: «Mɔ́dɔ́tɔ́ nya sɩsɩ hálɩ bʊrɔ lʊbɛ, amá hálɩ niídóozo na saaláa bʊrɔ lʊbɛ.» 
MAT.18.23	Bʊrɔɔzɩ́ gɛ bɛ́ngɛɛzɩnáa 
MAT.18.24	Waabáázɩ nɛ́ gɛ bɔɔgɔná yɩ ɩrʊ́ naárʊ ɩlɛ́ ɩgɩmɛ́rɛ kɛ́ɛ liideé tutúúma. 
MAT.18.25	Ɩvɛ́yɩ́na liideé sɩ ɩfɛ́rɛ kɩmɛ́rɛ nɛ́, ngɛ ɩdɛ́ɛ kʊ́bɔnɩ́ waava wɛ́ɖɛ sɩsɩ báya yɩ ɩ́na ɩɖɛɛlʊ́, na ibíya na wenbí rɩ́ŋa bɔwɛná nɛ́ bɛfɛ́rɛ ɩgɩmɛ́rɛ. 
MAT.18.26	Ńna gɛ bɔwʊtá‑dʊ́ʊ wɛɛjɛ́ ɩsála kʊ́bɔnɩ́ nʊvɔ́‑daá ɩɖʊná‑rɔ wɔ́ndɔ́m yɩ sɩsɩ: «Ɖiná ma suúru, mɛ́nvɛrɩ́ɩ nya bɩrɩ́ŋa.» 
MAT.18.27	Bɩɩlá ɩdɛ́ɛ kʊ́bɔnɩ́ kʊnyɔḿ, ngɛ wɛɛjɛ́ yɩ ɩgɩmɛ́rɛ iyéle yɩ ɩɖɛ́ɛ. 
MAT.18.28	Bɔwʊtá‑dʊ́ʊ ɩmʊ́ wánlɩɩ́ nɛ́, ngɛ waana ɩɖɔndɩnáa ɩna wɛ bánlám tɩmɛ́rɛ́ nɛ́ badaá naárʊ, ɩlɛ́ weeɖí yɩ kɩmɛ́rɛ liideé cʊ́kɔyɔ́ɔ. Ngɛ weegbí yɩ wánŋmɩrɩ́ɩ ilowú bɩka wɔ́ndɔ́m yɩ sɩsɩ: «fɛrɛ ma mágɩmɛ́rɛ.» 
MAT.18.29	Ngɛ ɩɖɔndɩ wɛɛjɛ́ ɩsála ɩnʊvɔ́‑daá wánvɩnɩ́ yɩ sɩsɩ: «Ɖiná ma suúru, mɛ́nvɛrɩ́ɩ nya.» 
MAT.18.30	Amá ɩlɛ́ weegízi. Wooboná yɩ gɛ bɔtɔ sáráka sɩsɩ aséé wɛɛvɛ́rɛ ɩmʊ́ ɩgɩmɛ́rɛ. 
MAT.18.31	Ɩdɔndɩnáa waana wenbí bɩɩlá nɛ́, bɛlɛ́ baabá basʊ́ʊ kaanɩŋá. Ngɛ boobó befééri bagʊ́bɔnɩ́ wenbí rɩ́ŋa bɩɩlá nɛ́. 
MAT.18.32	Ńna gɛ ɩgʊ́bɔnɩ́ weeyéle bɔkɔná yɩ, ngɛ weevééri yɩ sɩsɩ: «Nyɛ́gɛ́ɛ bɔwʊtá‑dʊ́ʊ kidaavéénúu; mɛ́ɛ́jɛ́ nya nyágɩmɛ́rɛ ɖɩna ɖɩrɩ́ŋa gɛ káma nyáávɩ́nɩ ma sɩsɩ mɛ́jɛ nya. 
MAT.18.33	Bɩdɔbɔ́ɔ́zɩ sɩsɩ nyɔ́ɔ́ ɖʊɖɔ ńnɩ́ɩ nɖɔndɩ kʊnyɔŋ́ ńŋɩnáa máánɩ́ɩ nyágʊnyɔŋ́ nɛ́?» 
MAT.18.34	Ɩdɛ́ɛ kʊ́bɔnɩ́ waabá ɩyɛ́ɛ baaná. Ngɛ weeyéle boboná yɩ sáráka baɖʊ yɩ tɩmɛ́ ɖóni‑ɖóni ńná sɩsɩ hálɩ ɩfɛ́rɛ ɩgɩmɛ́rɛ rɩ́ŋa. 
MAT.18.35	Bɩlɛ́ ɖʊɖɔ gɛ majaa weení ɩwɛ ɩsɔ́ɔ́dáá nɛ́ sɩ ɩlá mɩ́ɩ a bɩgɛ́ɛ mɩ́dáá báa weení tɛńjɛḿ igoobú bɩtála iwenbiré‑daá.
MAT.19.1	Yeésu wɛɛdɛ́ tɔ́mwá tɩḿ wɩlɩ́ɩ nɛ́, waalɩ́ɩ Galilée laadɔ́ɔ‑daá ɩɖɛ́ɛ Yuudée laadɔ́ɔ‑daá na yɔrɔdáánɩ buwá‑dɛ́ɛ fúu lí ńgɩ. 
MAT.19.2	Zamɔ́ɔ kʊ́bɔńgɩ woovu yɩ, ngɛ waawáázɩ wɛ ńna. 
MAT.19.3	Ńna gɛ 
MAT.19.4	Yeésu woobúsi sɩsɩ: «Mɩ́dákála wentí baaŋmáa Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m tákarɩɖá‑daá nɛ́ gɛ? Baaŋmáa gɛ sɩsɩ: "Bɩgabaazɩya alʊ́ na abaalʊ́ gɛ Ɩsɔ́ɔ waalá wɛ. 
MAT.19.5	Ngɛ wɔɔdɔ́ sɩsɩ: bʊrɔɔzɩ́ gɛ abaalʊ́ wánlɩɩ́ ɩgɔɔ na ɩjaa bɛdɛ́ɛ ɩ́na ɩɖɛɛlʊ́ bɔcɔ́ɔ, na bɛlɛ́ɛ́nɩ babɩ́sɩ tɔnʊʊ́ kʊ́ɖʊmʊ́ʊ. 
MAT.19.6	Ńna nɛ́, bodokúti bɛgɛ́ɛ nɔwɔ́lɛ, amá tɔnʊʊ́ kʊ́ɖʊmʊ́ʊ." Bɩlɛ́ nɛ́, ɩrʊ́ ɩkátára wenbí Ɩsɔ́ɔ waadá nɛ́.» 
MAT.19.7	Ngɛ 
MAT.19.8	Ngɛ Yeésu woobúsi wɛ sɩsɩ: «Mɩ́dɛ́ɛ wenbi‑ɖóni‑rɔ gɛ Múúsa waava mɩ́ɩ nɩ́bááwʊ sɩsɩ íkízi mɩ́dɛ́ɛ aláa. Amá bɩgabaazɩya nɛ́ bɩdɛkɛ́ɛ bɩlɛ́ gɛ bɩvʊ́nwɛ. 
MAT.19.9	Ménveerím mɩ́ɩ toovonúm sɩsɩ a naárʊ wɔɔɖɔ́ɔ ɩɖɛɛlʊ́ bɩdɛkɛ́ɛ́na sɩsɩ alʊ́ waalɩ́ɩ ɩwɔ́rɔ́ ibó ɩ́na naárʊ bafɩ́nɩ, ngɛ wɔɔgbɔ́ɔ alʊ́ kɩ́falʊ́, waalá wásángarɩ́tɩ.»
MAT.19.10	Ńna gɛ Yeésu‑dɛ́ɛ wanbaaráa wɔɔdɔ́ yɩ sɩsɩ: «A bɩlɛ́ gɛ bɩjɔɔ́ ɩrʊ́ abaalʊ́ na ɩɖɛɛlʊ́ bɔlɔwʊ́táa, a ɩrʊ́ tɔkpɔ́ɔ alʊ́ bɩjɔɔ́ɔ sóńcí.» 
MAT.19.11	Ngɛ Yeésu woobúsi wɛ sɩsɩ: «Ɩráa rɩ́ŋa téndísi, asée wenbá Ɩsɔ́ɔ waava wɛ bɩdɛ́ɛ yíko nɛ́. 
MAT.19.12	Ɩramáa nɛbɛ́rɛ wɛ bɔdɔkpɔ́ɔ aláa nɛ́, ɖoo balʊrʊ́ʊ wɩ́rɛ gɛ bɛdɛkɛ́ɛ abaaláa; nɛbɛ́rɛ nɛ́ ɩráa waalaná wɛ; nɛbɛ́rɛ nɛ́ 
MAT.19.13	Bɩlɛ́ bʊwɔ́rɔ́ gɛ ɩráa wɔɔgɔná Yeésu bíya sɩsɩ ɩtɩ́nɩ nʊ́ʊ́zɩ bɔrɔ na ɩsʊ́lʊ bɔrɔ. Amá Yeésu‑dɛ́ɛ 
MAT.19.14	Ngɛ Yeésu wɔɔdɔ́ ɩwanbaaráa sɩsɩ: «Iyéle bíya ɩkɔ́nɩ mɔ́jɔ́. Ɩ́kɔ́tɔ wɛ nɩ́bááwʊ, káma wenbá baalɩ́ɩ wɛ nɛ́ badɩɩná 
MAT.19.15	Waadɩ́nɩ nʊ́ʊ́zɩ bɔrɔ bɩtɛ́ nɛ́, ngɛ waalɩ́ɩ ɖɩdáarɛ ɖɩḿ ɖɩdaá.
MAT.19.16	Bɩlɛ́ bʊwɔ́rɔ́ gɛ abaalʊ́ naárʊ woogódúu ɩjɔ́ ɩtɔ́ yɩ sɩsɩ: «Kʊ́bɔ́nɩ, kazɔ́ɔ ńbɩ wenbí gɛ bɩ́nbɔɔzɩ́ sɩsɩ mála na moyuú weezuú kɩdɛ́ndɛḿ nɛ́?» 
MAT.19.17	Ngɛ Yeésu woobúsi yɩ sɩsɩ: «Wé‑rɔ gɛ nyɔ́nbɔɔzɩ́ ma kazɔ́ɔ ńbɩ tɔ́m? Kʊ́ɖʊḿ gɛ kazɔ́ɔ ńnɩ́. A nyɔ́zɔ́ɔlɛ́ɛ nÿuú weezuú kɩdɛ́ndɛḿ nɛ́, la wenbí Mará wɔɔbɔ́ɔ́zɩ nɛ́. 
MAT.19.18	Ńna gɛ afobú ɩmʊ́ wɔɔbɔ́ɔ́zɩ Yeésu sɩsɩ: «Mará weená?» Ngɛ Yeésu woobúsi sɩsɩ: «Ndángʊ́ʊ ɩrʊ́; nyána naárʊ ɖɛɛlʊ́ yáá naárʊ waalʊ́ mɩ́dánvɩ́nɩ; ndánŋmɩ́ɩ́lɩ; ndánlɩzɩ́ seríya tɩtɛ ńgɩ. 
MAT.19.19	Ɖʊ ngɔɔ na njaa gírímá na nzɔ́ɔ́lɩ nyɔ́rɔwʊ́ nyazɩ nyádɩ́tɩŋa.» 
MAT.19.20	Ńna gɛ afobú ɩmʊ́ sɩsɩ: «Máálá bɩlɛ́ ɩmʊ́ bɩrɩ́ŋa. Wé gɛ bɩɩga ma sɩ mádásɩ malá.» 
MAT.19.21	Ngɛ Yeésu sɩsɩ: «A nyɔ́zɔɔlɛ́ɛ nzɩ́ɩ́zɩ bɩrɩ́ŋa bɩdaá, bo nÿá wenbí rɩ́ŋa nyɔ́wɛ́ná nɛ́ nva kadanbʊrʊ́sɩ na nÿuú ɖɔ́ɔ́lɛ ɩsɔ́ɔ́dáá. A nyáálá bɩlɛ́ bɩtɛ́, na ngɔ́nɩ nvu ma.» 
MAT.19.22	Afobú ceení waanɩ́ɩ bɩlɛ́ nɛ́, ngɛ waazʊ́ʊ kaanɩŋá ɩɖɛ́ɛ dɛfɛɛ káma ɩbá ɩgɛ́ɛ ɖɔ́ɔ́lɛ‑dʊ́ʊ.
MAT.19.23	Ngɛ Yeésu wɔɔdɔ́ ɩwanbaaráa sɩsɩ: «Ménveerím mɩ́ɩ toovonúm sɩsɩ bɩ́nlám káálɛ na dɔ́ɔ́lɛ‑dʊ́ʊ iyuú 
MAT.19.24	Máádásɩ ménveerím mɩ́ɩ sɩsɩ bɩvɛ́yɩ raakúḿ káálɛ sɩsɩ kɩsʊʊná ɩjɔ́wʊ bɔyɔ́ɔ bɩtála ɖɔ́ɔ́lɛ‑dʊ́ʊ ɩsʊ́ʊ 
MAT.19.25	Wanbaaráa waanɩ́ɩ bɩlɛ́ nɛ́, ngɛ bɩɩbá bɩlá wɛ bítí: «Bɩlɛ́ nɛ́ weení wónÿuú kʊ lɛ́ɛ́dɩ Ɩsɔ́ɔ‑jɔ́?» 
MAT.19.26	Ngɛ Yeésu wɛɛbɛ́ɛ́m wɛ ɩtɔ́ wɛ sɩsɩ: «Wenbí ɩráa tánbɩ́ɩ́zɩ nɛ́, bɩvɛ́yɩ́ Ɩsɔ́ɔ káálɛ.» 
MAT.19.27	Ńna gɛ 
MAT.19.28	Ńna gɛ Yeésu wɔɔdɔ́ wɛ sɩsɩ: «Ménveerím mɩ́ɩ toovonúm sɩsɩ ɖúúlínya kɩ́falʊʊ́ Ɩsɔ́ɔ sɩ ɩlá nɛ́‑daá, 
MAT.19.29	Ngɛ bɩlɛ́ gɛ weení rɩ́ŋa weeyéle ɖɛ́ɛ́zɩ, koobíya abaaláa, aláa, caáwʊ, kɔɔ́wʊ, bíya yáá fɔɔ́ máyɩ́ɖɛ‑rɔ nɛ́ wóngoyuú bɩdɛ́ɛ nɩɩ́nʊ́wá na ɩtásɩ iyuú weezuú kɩdɛ́ndɛm nɛ́. 
MAT.19.30	Amá ɖabata wenbá lɛlɛɛɖɔ́ bɛdɛ́ɛ nɩ́bááwʊ nɛ́ béngbiirí; bɩka ɖabata wenbá beegbííri lɛlɛɛɖɔ́ nɛ́, bɛtɛ nɩ́bááwʊ.»
MAT.20.1	«Ɩbɛ́ɛ wenbí bɛ́ngɛɛzɩnáa 
MAT.20.2	Ɩ́na tɩmɛ‑lanɖáa baaŋmátɩ bɩsáa sɩsɩ wɩ́rɛ ɩmʊ́ wɛ́nvɛrɩ́ɩ báa weení wɩ́rɛ tɩmɛ́rɛ liideé. Ngɛ weeyéle bɛɖɛ́ɛ tɩmɛ́rɛ lám viínyi fɔɔ́‑daá. 
MAT.20.3	Tɛ́ɛ́rɛ kéréfu kéénííre waadálɩ́ɩ nɛ́, ngɛ waana nɛbɛ́rɛ ɖʊɖɔ bazɩ́ŋɛ́ɛ wɔnɔɔ́‑daá badánlaḿ neɖére, 
MAT.20.4	ngɛ wɔɔdɔ́ wɛ sɩsɩ: Mɩ́nyɔ́ɔ́ ɖʊɖɔ ibó mɛ́dɛ́ɛ viínyi fɔɔ́‑daá ɩkála tɩmɛ́rɛ. Mɛ́nvɛrɩ́ɩ mɩ́ɩ wenbí bɩ́nbɔɔzɩ́ nɛ́. 
