GEN.1.1	Pakuyamba Mulungu adalenga dzulu napantsi. 
GEN.30.41	Mabila yakulimba payakhafika pafupi nakubala, Jakobho akayikha tumiti patsogolo pamabilayo kuti yakwililane nkati mwatumitito, kuti yabale, 
GEN.30.42	koma yale zakuvuwa akhayapitisa lini mule mukhana tumitito, nakutenepo yentse mabila yakuvuwa yakhali ya Labhani, yakulimba yakhali ya Jakobho. 
GEN.30.43	Nakutenepo Jakobho adakhupuka kwene-kwene, adawa namabila mazinji naalanda wachimuna nawachikazi nangamela namadhonki.
GEN.31.1	Tsapano Jakobho adabva wana wa Labhani achiti, “Jakobho adatola bzentse bzikhali bzaapayi wathu; kukhupuka kwake kwachoka kwaapayi wathu.” 
GEN.31.2	Jakobho adawona kuti Labhani akhawonesa lini kumufuna ninga pakuyamba. 
GEN.31.3	Pamwepo Chawuta adati kwa Jakobho, “Bwelela kudziko laapayi wako kwaabale wako, ine ndininga ndina iwe.”
GEN.31.4	Jakobho adatuma munthu kachemela Rakelo na Liya n'thengo kukhana mabila yake. 
GEN.31.5	Iye adati kwayiwo, “Ndawona kuti apayi wanu akuwonesa lini kundifuna ninga pakuyamba. Koma Mulungu waapayi akhana yine. 
GEN.31.6	Imwe mun'dziwa kuti ndidaphatila basa apayi wanu namphamvu zangu zentse; 
GEN.31.7	koma apayi wanu adandinamiza, nkusandula mpagalo wangu kankwana khumi, koma Mulungu alibe kuwalekelela achindipweteka. 
GEN.31.8	Iwo paakhati, ‘Mabila yentse yana madodo-madodo yan'zakhala mpagalo wako,’ pamwepo mabila yentse yakhabala wana wamadodo-madodo; paakhati ‘Mabila yana mitsetse-mitsetse yan'zakhala mpagalo wako,’ mabila yentse yakhabala wana wamitsetse-mitsetse. 
GEN.31.9	Nakutenepo Mulungu adatola mabila yaapayi wanu, achiyapeleka kwayine. 
GEN.31.10	Munyengo in'chita mimba mabila, kutulo ndidawona atonde wambuzi akhakwilila bzifuwo akhana mitsetse-mitsetse namadodo-madodo. 
GEN.31.11	Pamwepo ngilozi ya Mulungu idalewa-lewa nayine kutulo, iyo idati, ‘Jakobho!’ Ine ndidati, ‘Ndili pano.’ 
GEN.31.12	Iyo idati, ‘Nyangana uwone, atonde wentse akukwilila bzifuwo ana mitsetse-mitsetse namadodo-madodo; pakuti ndidawona bzentse bzaakuchita Labhani kwayiwe. 
GEN.31.13	Ndine Mulungu waku Bheteli, kwawudadzodza mwala namafuta uchilumbila kwayine. Tsapano sumuka, choka mudziko lino, bwelela kudziko lawudabadwa.’ ” 
GEN.31.14	Pamwepo Rakelo na Liya adati kwayiye, “Ko pachana chathu ise panthaka idasala munyumba yaapayi wathu? 
GEN.31.15	Ise sitakhala ninga alendo kwayiwo? Pakuti adatigulisa, achiphatisa basa masheleni yathu. 
GEN.31.16	Chuma chentse chidatakuliwa na Mulungu kwaapayi wathu nichathu nawana wathu; tsapano imwe chitani bzentse bzamwawuziwa na Mulungu.” 
GEN.31.17	Nakutenepo Jakobho adasumuka, nkukwiza wana wake naazikazi wake pangamela; 
GEN.31.18	adabusa ng'ombe zake zentse nabzifuwo bzake bzentse bzaadawona, ng'ombe zake zaadawona mu Padhani-aramu, nkuyenda kudziko la Kenani kwaapayi wake Isaki. 
GEN.31.19	Labhani akhadayenda kagela mabila yake, Rakelo adaba amilungu wamunyumba yapayi wake. 
GEN.31.20	Jakobho adanamiza Labhani mu Aramu, pakuti alibe kumuwuza kuti akufuna kuthawa. 
GEN.31.21	Adathawa nabzentse bzaakhanabzo, adayambuka kamadzi ka Ufuletesi, kudziko lamapili la Giliyadhi.
GEN.31.22	Pantsiku yachitatu Labhani adawuziwa kuti Jakobho wathawa. 
GEN.31.23	Labhani adatola abale wake nkumuteyela kwantsiku zinomwe, paakhali pafupi kum'phatila mudziko lamapili la Giliyadhi, 
GEN.31.24	Mulungu adabwela kwa Labhani mu Aramu kutulo usiku umwewo, adati kwayiwe, “Chenjelela, kuti uleke kulewa fala kwa Jakobho lingawe labwino panango lakuyipa.” 
GEN.31.25	Labhani adafika pakhana Jakobho. Tsapano Jakobho akhadazika matenti yake mudziko lamapili, Labhani naabale wake adazikambo matenti yawo mudziko lamapili la Giliyadhi.
GEN.31.26	Labhani adati kwa Jakobho, “N'chiyi chawachita ichi, kuchita bzakundithawa, kundinamiza ine, kutakula wana wangu ninga anyakupambiwa pankhondo? 
GEN.31.27	Thangwe lanyi kuchita bzakundithawa, kundinamiza ine, kuleka kundiwuza? Ukhadandiwuza ninga ndidakudayendesa uchikondwa uchiyimba nyimbo, uchiliza bzikhwechele nachipendani? 
GEN.31.28	Thangwe lanyi ulibe kuchita kuti ndipsopsode azukulu wangu nawana wangu ndichigonekana nawo? Tsapano bzawachita m'bzawulombe. 
GEN.31.29	Ine ndina mphamvu yakukupweteka; koma Mulungu waapayi wako adalewa-lewa nayine kutulo usiku walelo achiti, ‘Chenjelela kulewa kwa Jakobho bzabwino panango bzakuyipa.’ 
GEN.31.30	Iwe udathawa pakuti ukufuna kubwelela kunyumba kwaapayi wako, ko thangwe lanyi udaba amilungu wangu.” 
GEN.31.31	Jakobho adati kwa Labhani, “Pakuti ndikhagopa, ndidakumbuka kuti munganditakulile wana wanu. 
GEN.31.32	Munthu wamuniwona ana amilungu wanu ngaaphewe. Patsogolo paabale wanu mungalate pabzinthu bzandinabzo bzamunti m'bzanu, mubzitakule.” Koma Jakobho alibe kudziwa kuti Rakelo ndiye akhadaba amilunguwo.
GEN.31.33	Labhani adapita mutenti ya Jakobho, namutenti ya Liya namutenti yaalandakazi awili, koma alibe kubziwona. Adabula mutenti ya Liya nkuyenda mutenti ya Rakelo. 
GEN.31.34	Tsapano Rakelo ndiye akhadatakula amilungu wamunyumba mwake nkuwayikha pachakukhalila chapangamela yake, nkuwakhalila. Labhani adapsaga mutenti mwentse, koma palibe chaadawona. 
GEN.31.35	Rakelo adati kwaapayi wake, “Mbuya wangu lekani kukalipa, kuti ndilibe kukusumukilani, pakuti ndili kumwezi. Nakutenepo iye adapsaga, koma amilungu wamunyumba mwake alibe kuwawona.”
GEN.31.36	Pamwepo Jakobho adakalipa, nkupopotela Labhani; Jakobho adati kwa Labhani, “Ko mulandu wangu uli paponi? Chitazo changu chili paponi chachitisa kuti munditeyele? 
GEN.31.37	Mwapsaga pabzinthu bzangu bzentse, koma palibe chamwawona? Ko amilungu wamunyumba mwanu mwaawona? Bziyikheni patsogolo paabale wangu, naabale wanu kuti atonge pakati payise awili. 
GEN.31.38	Ndidakhala nayimwe kwamagole makumi mawili (20); mabila yanu nambuzi zanu bzilibe kupsodza, ndilibe kudya mabila makono yamuthanga mwanu. 
GEN.31.39	Bzifuwo bzikhang'ambiwa nabzilombo, ndilibe kubwela nabzo kwayimwe; ndikhabzipagali pachangu, mukhabzibvunza, ne bzikhabewa masikati panango usiku mukhandipagalisa. 
GEN.31.40	Nakutenepo masikati ndikhaphsa nadzuwa, usiku ndikhajejelewa namphepo, ndikhaphuphudza ndidapenya ndichikuphatilani basa. 
GEN.31.41	Ndidakhala nayimwe kwamagole makumi mawili (20), ndidakuphatilani basa kwamagole khumi namanayi (14), kuti mundipase wana wanu awili. Ndidazaphata basa pomwe kwamagole matanthatu (6) ndichiphatila basa mabila. Koma mudasandula mpagalo wangu kankwana khumi (10). 
GEN.31.42	Ninga Mulungu waapayi wangu, Mulungu wa Abhurahamu an'gopewa na Isaki akhali lini kumbali kwangu, ninga mudandiyendesa manja-manja, koma Mulungu adawona kushupika kwangu nakukuphatilani basa kwandidachita, ndibzo bzachitisa kuti Mulungu akuchenjezeni usiku walelo.”
GEN.31.43	Pamwepo Labhani adadayila adati kwa Jakobho, “Wana wachikazi awa niwana wangu, mabila aya nimabila yangu, nabzentse bzawunabzo nibzangu. Ko ningachitenyi kwawana wangu, panango kuwana wawo waadabala? 
GEN.31.44	Tsapano bwela, ngatichite chibvano iwe nayine; chizakhale mboni pakati payine nayiwe.”
GEN.31.45	Nakutenepo Jakobho adatola mwala achiwuyimisa. 
GEN.31.46	Jakobho adazati kwaabale wake, “Gwezekani minyala.” Adagwezeka minyala kuchita mudwi, adadya adakhala padzulu paminyalayo. 
GEN.31.47	Labhani adapasa mbuto imweyo dzina lakuti Jegarisahudhuta.
GEN.31.48	Labhani adati kwa Jakobho, “Mudwi waminyala iyi nimboni pakati payiwe nayine lelo.” Nakutenepo mbuto imweyo idapasiwa dzina lakuti Galeedhi. 
GEN.31.49	Mwalawo achizawuti Mizipa, pakuti iye adati, “Chawuta ngaawone payine nayiwe, patininga tili uyu kwake uyu kwake.
GEN.31.50	Ukashupa wana wangu, panango kuloola anango akazi kunja kwawana wangu, ne pakakhala palibe munthu an'dziwa chibvano chathu, Mulungu ndiye mboni pakati payiwe nayine.”
GEN.31.51	Pamwepo Labhani adati kwa Jakobho, “Wona mudwi uwu namwala uwu wandayikha pakati payiwe nayine. 
GEN.31.52	Mudwi umwewu nimboni, namwala umweyi nimboni, ine nin'zamoga lini mudwi uwu kuzamenyana nayiwe, nayiwembo pomwe un'zamoga lini mwala umwewu kuzamenyana nayine. 
GEN.31.53	Mulungu wa Abhurahamu na Mulungu wa Nahori na Mulungu waazipayi wawo, ngaawe atongi pakati payine nayiwe.” Nakutenepo Jakobho adalumbila nadzina la Mulungu waapayi wake Isaki. 
GEN.31.54	Jakobho adapeleka ntsembe paphili, adachemela abale wake kuzadya chakudya. Paadamala kudya adagona paphili pamwepo; 
GEN.31.55	Labhani adalamuka machibese-bese, nkupsoda azukulu wake nawana wake, adaadalisa iye nkubwelela kunyumba kwake.
GEN.32.1	Jakobho adayenda ulendo wake, ngilozi za Mulungu zidagumana naye; 
GEN.32.2	Jakobho paadaziwona adati, “Iyi ninkhondo ya Mulungu.” Nakutenepo mbuto imweyo adayipasa dzina lakuti Mahanayimu.
GEN.32.3	Jakobho adatuma atumiki patsogolo pake kwankulu wake Esau uyo akhakhala mumbuto ya Seyiri mudziko la Edhomu, 
GEN.32.4	achiwawuza kuti, “Yendani kwa Esau mbuya wangu mukamuwuze kuti, ‘Mulanda wanu Jakobho wati, ndidakhala kwa Labhani kwandikhakhala kufika lelo, 
GEN.32.5	ndina ng'ombe namadhonki namabila nambuzi naalanda wachimuna nawachikazi. Tsapano ndatuma atumiki kwayimwe mbuya wangu kuti mundikomele ntima.’ ”
GEN.32.6	Atumiki adabwelela kwa Jakobho, achikati, “Tidafika kwankulu wanu Esau. Tsapano iye akubwela kuzagumana nayimwe, ana wanthu mazana manayi.” 
GEN.32.7	Jakobho paadabva mafalayo adabva mantha kwene-kwene achishupika. Iye adapatula wanthu waakhanawo namabila mubzipani bziwili, 
GEN.32.8	achikumbuka kuti, “Peno Esau anfika achimenya chipani chibodzi, chinango chipani chinthawa.”
GEN.32.9	Jakobho adati, “Mulungu waayavu wangu Abhurahamu, Mulungu waapayi wangu Isaki, imwe Chawuta ndimwe mudati kwayine, ‘Bwelela kudziko lako, kudziko laabale wako. Mudati bzinthu bzentse bzininfambila bwino.’ 
GEN.32.10	Pakuti ine ndikhafunika lini kuwona ntsisi nachikhulupililo chentse chamudawonesa mulanda wanu. Pandidayambuka Jorodhani ndikhana mpsimbo basi, tsapano ndakhala bzipani bziwili. 
GEN.32.11	Ndaphata minyendo yanu, ndipulumuseni m'manja mwankulu wangu Esau. Ndikugopa, pakuti angafike achitipha tentse, azikazi nawana. 
GEN.32.12	Koma imwe mudati, ‘Nin'zakuchitila bzabwino, ndichizachita kuti m'badwe wako uzawande ninga n'chenga wamunyanja, an'zawanda bzakusaya kuwelengeka.’ ” 
GEN.32.13	Nakutenepo Jakobho adagona pamwepo usiku umwewo. Mangwana yache adasankhula pabzaakhanabzo achibzipeleka mpfupo kwankulu wake Esau, 
GEN.32.14	mbuzi zikazi adachosa mazana mawili, mbuzi zikono makumi mawili, mabila makazi mazana mawili namikono yamabila makumi mawili, 
GEN.32.15	nangamela zikazi makumi matatu nabziwana bzayene nang'ombe zikazi makumi manayi namikono yang'ombe khumi, namadhonki makazi makumi mawili namikono yamadhonki khumi. 
GEN.32.16	Jakobho adayikha bzifuwobzo m'manja mwaalanda wake, ntiti nantiti ukhali pawene wokha. Iye adati kwaalanda wake, “Imwepo muyende patsogolo pangu nabzifuwo, koma pakhale nambuto pakati pantiti unango nawunango.” 
GEN.32.17	Adawuza akhana chipani chapatsogolo kuti, “Mukagumana nankulu wangu Esau, akakubvunzani kuti, ‘Ndimwe alanda wayani? Ko mukuyenda kuponi? Ko bzifuwo bzamunabzo m'bzayani?’ 
GEN.32.18	Imwe munkati, ‘M'bzamulanda wanu Jakobho, nimpfupo zatumiziwa kwa mbuya wangu Esau, iye ali kuteyela m'mbuyo mwathu.’ ” 
GEN.32.19	Adawuza bzibodzi-bodzi kuchipani chachiwili nachachitatu nawentse akhateyela mbuyo kuti, “Mukagumana na Esau munkamuwuze bzibodzi-bodzibzo, 
GEN.32.20	imwe munkati, ‘Mulanda wanu Jakobho akuteyela mbuyo.’ ” Iye adakumbuka kuti, “Panango ningampembze nampfupo zaninintumiza ndichikawonana naye panango achikanditambila.” 
GEN.32.21	Nakutenepo, adatumila mpfupo patsogolo pake, iye achisala usiku umwewo ali pansasa.
GEN.32.22	Usiku umwewo Jakobho adasumuka, nkutola azikazi wake awili, naalandakazi wake awili nawana wake khumi naam'bodzi nkuyambuka kamadzi ka Jabhoko. 
GEN.32.23	Adaayambusa kamadzi achiyambusambo pomwe bzinthu bzake bzentse bzaakhanabzo, 
GEN.32.24	koma Jakobho adasala pamwepo ali yekha.
GEN.32.24	Pamwepo adachita mabimbili namunango mwamuna mpaka kumadandakucha. 
GEN.32.25	Mwamunayo paadawona kuti wataza kukunda Jakobho, adam'menya nampsimbo yake panchafu, iye nkubzuguduka bondo. 
GEN.32.26	Mwamunayo nkuti, “Ndileke ndiyende pakuti nkumadandakucha!”
GEN.32.26	Koma Jakobho adati, “Ninkuleka lini uchiyenda ulibe kundidalisa.” 
GEN.32.27	Mwamuna umweyo adati, “Ko dzina lako ndiwe yani.”
GEN.32.27	Iye adati, “Ndine Jakobho!” 
GEN.32.28	Mwamuna ule adati, “Kuyambila lelo uchachemelewa lini kuti Jakobho, waakuchemelewa kuti Izraeli, pakuti wachita mabimbili na Mulungu nawanthu uchikunda.”
GEN.32.29	Jakobho adati, “Ndaphata minyendo, ndiwuzembo dzina lako.” Mwamunayo adati, “Thangwe lanyi unfuna kudziwa dzina langu?” Pamwepo adamudalisa. 
GEN.32.30	Mbuto imweyo Jakobho adayipasa dzina lakuti Penuyeli achiti, “Ndawonana na Mulungu maso namaso, koma ndilibe kufa.” 
GEN.32.31	Jakobho paakhachoka mu Penuyeli dzuwa likhatochoka, koma iye akhagwinthama pakuti akhadabzuguduka mwendo wake. 
GEN.32.32	Ndibzo bzidazachitisa kuti a Izraeli aleke kudya midzipe yamunchafu mpaka lelo. Pakuti mwamunayo adamenya Jakobho pabondo yapanchafu.
GEN.33.1	Jakobho adanyangana, nkuwona Esau achibwela pabodzi naamuna mazana manayi (400). Adagawa wana wake pakati pa Liya na Rakelo naalandakazi wake awili. 
GEN.33.2	Jakobho adayikha alandakazi wake nawana wawo patsogolo, achiteyelewa na Liya nawana wake, Rakelo na Jozefi ndiwo akhali kwakumalizila pana wentse. 
GEN.33.3	Jakobho adayenda patsogolo pawo, adamukotamila kanomwe mpaka adazafika pafupi nankulu wake. 
GEN.33.4	Esau adathamanga achikagumana naye, adamukumbatila, achimuphsoda, iwo adalila. 
GEN.33.5	Esau adanyangana nkuwona akazi nawana, iye adati, “Ko awa wawunawo mbani?” Jakobho adati, “Awa ndiwo wana waadapasiwa mulanda wanu na Mulungu mwachifundo chawo.” 
GEN.33.6	Pamwepo alanda adafika pafupi, iwo nawana wake achimukotamila; 
GEN.33.7	Liya adachita bzibodzi-bodzi, iye nawana wake adafikambo pafupi achimukotamila; pakumalizila Jozefi na Rakelo adafika pafupi achimukotamila.
GEN.33.8	Esau adati, “Ko mititi yandagumana nayo inilewanyi?” Jakobho adati, “Kuti ndibvelewe chifundo nambuya wangu.” 
GEN.33.9	Koma Esau adati, “Nkulu wangu, ine ndina bzizinji kwene-kwene! Chengeta bzawunabzo.” 
GEN.33.10	Jakobho adati, “Nee, ndaphata minyendo, peno mwandibvela chifundo, tambilani mpfupo zandikukupasani; pakuti chadidi kuwona nkhope yanu kuli ninga kuwona nkhope ya Mulungu, nachifundo chakutenepa mwanditambila. 
GEN.33.11	Tambilani, ndaphata minyendo, mpfupo yangu yabwelesewa kwayimwe, pakuti Mulungu wandichitila chifundo, pakuti ndinabzo bzizinji.” Nakutenepo Jakobho adamuwumiliza mpaka iye adabzitambila.
GEN.33.12	Esau adati, “Ngatiyende ulendo wathu, ine ndichatsogola.” 
GEN.33.13	Koma Jakobho adati kwayiye, “Mbuya wangu mun'dziwa kuti wana alibe mphamvu, pomwe ndina mabila nang'ombe bziniyamwisa, bzintofuna ine kuti nimbabzinyangana, ndikabzifambisa mwakuthamanga kuti tifike nantsiku ibodzi, mabila yentse yanifa. 
GEN.33.14	Ndaphata minyendo lekani mbuya wangu ayende patsogolo pamulanda wake, ine ninkuteyelani pang'ono-pang'ono kuteyezela kufamba kwabzifuwo bzandinabzo, ndichiteyeza pomwe kufamba kwawana, mpaka ndafika kwambuya wangu ku Seiri.”
GEN.33.15	Esau adati, “Ndaakukusiyila anango wanthu wandinawo.” Jakobho adati, “Mungachite lini tenepo mbuya wangu, lekani ndiwone chifundo pamaso pambuya wangu.” 
GEN.33.16	Nakutenepo Esau adabwelela ulendo wake ntsiku imweyo, kuyenda ku Seiri. 
GEN.33.17	Koma Jakobho adayenda ku Sukoti, kwaadakabzimangila nyumba, achimanga mathanga yabzifuwo bzake; nakutenepo mbuto imweyo ikuchemelewa nadzina lakuti Sukoti. 
GEN.33.18	Jakobho adafika bwino muguta la Shekemu, mudziko la Kenani, paadachoka ku Padhani-aramu; adazika matenti yake yadanyanganana naguta. 
GEN.33.19	Jakobho adagula mbuto kuchoka kwawana wa Hamori apayi wa Shekemu adagula nantengo wamasheleni dzana, nkuzikapo tenti yake. 
GEN.33.20	Adamanga mbuto yakupelekela ntsembe kumweko, yaadapasa dzina lakuti Mulungu-Mulungu wa Izraeli.
GEN.34.1	Tsapano Dhina mwana wachikazi wa Leya, waadabalila Jakobho, adayenda kazungila akazi wamudziko la Kenani. 
GEN.34.2	Shekemu mwana wa Hamori mu Hivi, nduna yamudziko adamuwona, adamuphata achigona naye, achimunyazisa. 
GEN.34.3	Iye datolewa ntima na Dhina mwana wachikazi wa Jakobho; adamufuna achilewa-lewa naye, mafala yabwino yakumufuna. 
GEN.34.4	Nakutenepo Shekemu adalewa-lewa naapayi wake Hamori achiti, “Ndilooleleni ntsikana uyu akhale nkazi wangu.”
GEN.34.5	Tsapano Jakobho adabva kuti Dhina mwana wake wachikazi akhadapsipisiwa; koma wana wake wachimuna akhali nthengo nabzifuwo. Jakobho adanyamala mpaka iwo abwela. 
GEN.34.6	Hamori apayi wa Shekemu adayenda kwa Jakobho achikalewa-lewa naye. 
GEN.34.7	Wana wa Jakobho adabwela kuchoka nthengo, paadabva bzikhadachitika, adashupika achikalipa kwene-kwene, pakuti bzidachita Shekemu, kwaa Izraeli bzikhanyazisa.
GEN.34.8	Koma Hamori adalewa-lewa nawo, achiti, “Mwana wangu Shekemu akufuna mwana wanu wachikazi; ndaphata minyendo yanu, mpaseni kuti amuloole. 
GEN.34.9	Ngatiloolelaneni, ise tiloole wana wanu, imwe muloolembo wathu. 
GEN.34.10	Imwe mukhale pabodzi nayise, mungakhale pentse pamunfuna; khalani muchichita malonda m'mwemo, kuti mukhalembo nambuto.”
GEN.34.11	Shekemu adati pomwe kwaapayi wa Dhina nakwaazimano wake, “Ndichitilemboni bwino, bzentse bzamuti mulewe ninkupasani. 
GEN.34.12	Lewani mpagalo nampfupo yanyakuloodwa, ninkupasani bzamuninga mwalewa; chaninfuna ine nkundipasa mwana wanu kuti akhale nkazi wangu.”
GEN.34.13	Wana wa Jakobho adadayila Shekemu naapayi wake Hamori, bzakuwaphata kumaso, pakuti Shekemu akhadapsipisa kale nana wawo Dhina. 
GEN.34.14	Iwo adati kwayiwo, “Tingachite lini tenepo, kupeleka nana wathu kwamunthu alibe kugwatiwa khanda lanyama lachimuna, pakuti kwayise nichinthu chinyazisa. 
GEN.34.15	Ise tintobvuma kuchita tenepo, imwe mukachita ninga ise, amuna wentse wakwanu akagwatiwa khanda lanyama lachimuna. 
GEN.34.16	Mukatenepo pan'zakhala nakuloolelana pakati payimwe nayise. Ise tin'zalooza kwayimwe, wana wanu achizaloolambo kwayise, tin'zakhala nayimwe tichizakhala wanthu abodzi. 
GEN.34.17	Koma mukaleka kutetekela bzatalewa, bzakugwatiwa khanda lanyama lachimuna, tintakula mwana wathu tichiyenda naye.”
GEN.34.18	Mafala yawo yadakondwesa Hamori namwana wake Shekemu. 
GEN.34.19	Mulumbwana umweyo alibe kuchedwa kubzichita, pakuti akhafuna mwana wa Jakobho. Shekemu akhakuziwa kwene-kwene mubanja lake lentse.
GEN.34.20	Hamori namwana wake Shekemu adayenda kunsuwo waguta kwaadakalewa-lewa nawanthu waguta lawo, achiti, 
GEN.34.21	“Wanthu awa akukhala bwino nayise; ninga akhala bzawo mudziko lino achichita malonda yawo, pakuti mukanyangana dziko lino ndikulu; ngatiloolelaneni nawo, wana wathu ambaloola wana wawo, wana wawombo ambaloola wana wathu. 
GEN.34.22	Koma wanthu awa antobvuma kukhala nayise, tichikhala wanthu abodzi, mwamuna wentse ali pakati pathu akagwatiwa khanda lanyama lachimuna ninga bzaali iwo. 
GEN.34.23	Ko chuma chawo nabzifuwo bzawo sibzin'zakhala bzathumbo? Nakutenepo ngatibvaneni nawo, kuti akhale nayise.” 
GEN.34.24	Wanthu wentse adayenda kunsuwo waguta adabvuma bzidalewedwa na Hamori namwana wake Shekemu; mwamuna wentse adayenda kunsuwo waguta adagwatiwa khanda lanyama lachimuna.
GEN.34.25	Pantsiku yatatu, achali kuwawiwa, wana awili wa Jakobho Simiyoni na Levi, azimano wa Dhina, adatakula mabhemba yawo nkupita muguta mwakusaya kugopa, nkupha amuna wentse. 
GEN.34.26	Adapha Hamori namwana wake Shekemu nabhemba, adatakula Dhina munyumba mwa Shekemu nkuyenda naye. 
GEN.34.27	Wana wa Jakobho adayenda kukhana bzitanda, nkupamba guta, nathangwe lakuti nana wawo akhadapsipisiwa; 
GEN.34.28	adatola mabila yawo, namadhonki yawo, nabzentse bzikhali muguta nan'thengo, 
GEN.34.29	nachuma chawo chentse, nawana wawo wentse naakazi wawo, nabzentse bzikhali muzinyumba zawo, adabzipamba achibzichita bzawo.
GEN.34.30	Pamwepo Jakobho adati kwa Simiyoni na Levi, “Mwandibwelesela nyathwa, mwachita kuti ndinunkhe, kwawanthu wamudziko lino, a Kenani naa Perezi; ise ndise ang'ono-ng'ono, akakochezana adanyanganana nayine an'zandicheneka, ine nawanyumba yangu.” 
GEN.34.31	Koma iwo adati, “Angaphate nana wathu ninga hule?”
GEN.35.1	Mulungu adati kwa Jakobho, “Sumuka, yenda ku Bheteli, ukakhale kumweko, kumweko ukamangile Mulungu mbuto yakupelekela ntsembe, uyo adabziwonesa kwayiwe pawudathawa nkulu wako Esau.” 
GEN.35.2	Nakutenepo Jakobho adawuza wanyumba yake nawentse waakhanawo kuti, “Chosani amilungu wachilendo ali pakati panu, mubzichenese, mubvale bzakubvala bzinango; 
GEN.35.3	ngatiyendeni ku Bheteli, ndikamangile Mulungu mbuto yakupelekela ntsembe, uyo adandidayila muntsiku zakushupika kwangu, pomwe akhana yine kwentse kwandikhayenda.” 
GEN.35.4	Nakutenepo iwo adapasa Jakobho amilungu wawo wachilendo wentse waakhanawo, namphete zikhali m'makutu yawo, Jakobho adabzifuchila pantsi pamuti wamuoki ukhali pafupi na Shekemu.
