MAT.1.1	Ísu Káráísitini akúníꞌo uráan-aai. Ísun-aíwáꞌná Téfítin-iye. Téfítin-aíwáꞌná Émbaramun-iye.
LUK.7.22	Ísu Yónimo tiꞌmarón-kwaasisafena séna tauwerékai awánááyane isááyane Yónimba kosimáme sékai túrambo kafíkáiwai túramba awánamai kaweꞌá owaná tááꞌo káúnkaiwai tááꞌa ísááwana tísamaimo pukáiwai kaweꞌ-úmai tín-taawaná námombo kaiwáí kaweꞌá uwátinkena pukáan-kwaasi íyáfasintinkena úwoi-waasi ásé-aai simátimena séna 
LUK.7.23	kentáfésa ímba kaeꞌ-ímáyáá íyawi tirunkó kaweꞌá wéiye siyé. Yónimba kosimámékaiyo Ísu súwasarai kurááye.
LUK.7.24	Yónini kísau-waasiyai tauwerésarai kuyaná Ísu Yónin-aai seyaafáꞌ-wáásí simátimena séna Yóni máásai-marafaꞌa méraisaꞌa koawáné nóran-imayaawa wéera koawánaraao. Fiyúndá toréna umó mómaꞌmemaꞌo intenkáán-kwáásí Yóni iyé-ímáyááwá uráao. Ímbanifo Yóni ímba miyán-kwáásín-ifo fasiꞌaén-kwáásín-iye. 
LUK.7.25	Nóran-imayaawa wéera koawánaraao. Kaweꞌ-únánkwátói úmakain-kwaasi Yóni iyé-ímáyááwá uráao. Ímbanifo miyán-kwáásí kaweꞌ-únánkwátóiwara óntawaraꞌ-waasi óraaꞌ-waasiti naaúmpaꞌa méraawe. 
LUK.7.26	Nóran-imayaawa wéera koawánaraao. Maníkón-aaimo siwáí Yóni iyé-ímáyááwá uráao. Ewé Maníkón-aaimo siwáín-iye. Éraiꞌa simátime súne. Wemá Maníkón-aaimo siyáawi íyáákaraiye. 
LUK.7.27	Maníkón-aai aúfáífimba Yónin-aai símai agaimaréna séna
LUK.7.27	Maníkó séna isaaó. Moóráwigomba aiꞌmáráanana kesáái maimaéna ení aifaꞌá
LUK.7.27	wéna ení aambá wiyíníye siyáiye
LUK.7.27	agaimaréna siyáimba Yónintafena siyáiye. 
LUK.7.28	Simátime séꞌa Yónini kísaugo seyaafáꞌ-wáásítí kísaugomba íyáákaisana Maníkó kaweꞌá uwánkaraifo Maníkó wení waásiyaꞌo kawáánin-kwaasi óraaꞌ-waasiye úwoi-waasiye óraa-kaweꞌa uwátinkainiye Ísu siyáiye.
LUK.7.29	Taakisimó máún-kwaasiye úwoi-waasiye minááí isésa Maníkómó siyáin-aai éraiꞌ-aai póta konanasá nombá maisinkáínkwae sésa Yónimpaꞌa kuráawe. 
LUK.7.30	Énifo Yóni Maníkóní aambó aráátímakaimba ámáán-kawaa-waasiye ámáámbo sun-kwáásíyé minámbá tínaaemba uwámesa ímba nombó máúmba kóuraawe.
LUK.7.31	Ísu moórá-aaiwaraꞌa simátimena séna káféꞌo méraan-kwaasi nóran-kwaasiyaanewa sénaumno. 
LUK.7.32	Miyán-kwáásíyáámbán-owe. Iyámpóísomba naaópaꞌa marupímbá mésa ááféma wétesa moórá-aempaꞌo méraan-iyampoi táántesa sésa tiyéꞌa imá seró. Moórá-isa súnaꞌa ímba táásái uráawe. Tirumbó in-ísá súnaꞌa ímba ifiꞌá taráawe siyáawe. Énifo miníyámpóímó uráantemba maaméraan-kwaasi miyá wéowe. 
LUK.7.33	Yóni nombó maitínkáíwai ména ándá-aran-domba ímba wénena Maníkóntáféna imáyáa éna tónkwáráꞌá ímba wénaisaꞌa wentáfé séꞌa sáwí-amutamba arumpimbó méraiwain-iye wésewe. 
LUK.7.34	Kemá waási úranko méꞌa ándá-aran-donkwara tónkwáráꞌá náúnaꞌa kentáfé séꞌa ándá-aran-done tóntéꞌo námae íyíwai póna taakisimó máén-umen-kwaasiye sáwíꞌo on-kwáásítí waásin-iye wésewe. 
LUK.7.35	Énifo Maníkó simátímakaintembo owí sésa Maníkó kaweꞌ-ímáyááwáráwín-iye wésewe Ísu siyáiye.
LUK.7.36	Moórá-kanaa ámáán-kawaa-waasigon-awiꞌa Sáímoni Ísuntafena séna kesí naaúmpaꞌa tómbá tamandaaó súwana wení naaúmpaꞌa iyéna tómbá iwénowana 
LUK.7.37	mindáópaken-aankaroꞌ-ininko Ísu ámáán-kawaa-waasigoni naaúmpaꞌa ména tómbá wénaiye-aai minínínkó iséna óntan-anafeumpimba asaa-wiyúmbó úm-basawembo wéromba maimaéna 
LUK.7.38	mindáúmpáꞌá iyéna Ísun-ánaaempaꞌa aísamaifimba iména ifiꞌá wétowana aꞌní kaꞌmaéna Ísun-aísamaiyaꞌa kumúwana minínínkó ayáátááꞌ-aꞌnontausamba aísamaiyakemba wéuwaena aísamai wéamoꞌnena asaa-wiyúmbó úm-basawemba aísamaiyaꞌa fatímarowana 
LUK.7.39	ámáán-kawaa-waasigo Ísumbo áántowi awánéna imáyáa éna séna minkwáásígó Maníkón-aaimo siwáímó inkakaa aísamaiyaꞌo itaꞌótokain-ininko aankaróꞌ-ínínkó
LUK.7.39	iyé-ímáyáá isinó séna miyán-ímáyáá úwana 
LUK.7.40	Ísu minkwáásígóntáféna séna Sáímoniyo moórá-aai simámenae súwana minkwáásígó séna óraako siyó súwana 
LUK.7.41	Ísu séna moóráwigo óntambo tímíwai ména moóráwigomba sáwífaꞌ-ontamba siyáánkai-taemoꞌ-ontamba aména moóráwigomba káriꞌ-ontamba moórá-taemoꞌ-ontamba ámísana 
LUK.7.42	aanáfómbó amí-kánáá tisasaráí óntamba ímba wéraisasarai saafá uwááesarai wempáꞌá tíyana séna kanaán-ifo ímba méyámbá maénaumpo kenkáítí méyán-túwíꞌa tuwígaufatuwaumpo kokaiyó siyáiye-aai Ísu Sáímonimba simámena séna mindásafena miyámó sintáféna minkáéꞌ-wáásígóráí tirunkó aamoí wéuwankaaye. Moóráwigo áfááraumai aamoí wéuwankaimba nááwaꞌiyo Ísu áísai ena súwana 
LUK.7.43	Sáímoni séna sáwífaꞌ-ontambo maiyénamo aanáfómbó ímbo máamisanamo méyán-áwíꞌa tuwígáúfatuwaiwai óraaꞌ-aamoi wéuwankaiye Sáímoni súwana Ísu séna mindásafeꞌo súnda éꞌa séne simásuwena 
LUK.7.44	koutauséna minínínkómbá awánéna Sáímonintafena séna minínínkómbá awánaao. Ení naaúmpaꞌo iyúnda kentáásí áwáu sísamaimo non-kwiyí-nómbá ímba siménana minínínkó ifiꞌá taisaná aꞌnimá sísamaiyaꞌa kúmísana wení aꞌnóntáusamba uwákáiye. 
LUK.7.45	Ímba aaweyáá uwásinkaanana minínínkó sísamai taamóꞌna-amoꞌna uráiye. 
LUK.7.46	Kentáásí áwáu ímba siꞌnómpáꞌá masawémba asinkáánana minínínkó sísamaiyaꞌa asaa-wiyúmbó im-básáwémbá fatímai asínkáíye. 
LUK.7.47	Minááí simáme súne. Minínínkóní seyaafá-sáwí-ímáyáá maisuwáúnda póna kembá óraaꞌ-aamoi uwásinkena miyán-tántááꞌá kaweꞌá uwásínkáíye. Énifo moóráwigombo kári-sawi-tantaaꞌo maisuwáúnda káriꞌ-aamoi uwásínkáíye Ísu Sáímonintafena simásuwena 
LUK.7.48	minínínkóntáféna séna ení sáwí-imayaa maisuwáúmne súwasa 
LUK.7.49	weséꞌo tómbó wénon-kwaasi keáímbá sésa waásiti sáwí-imayaa wémaitiyuwaiwai mindá nóran-kwaasiyaꞌiyo suwaná 
LUK.7.50	Ísu minínínkóntáféna séna kentáfé amankúnkúmba ónaꞌa ení sáwí-imayaa maisuwéꞌa kaweꞌá uwánkaumpo aáno úmai enarunkó kaweꞌá ína waaó Ísu siyáiye.
LUK.8.1	Minkákémbá Ísu naaóꞌ-naoꞌa óraaꞌ-naopimpaꞌe káriꞌ-naopimpaꞌe wénena Maníkó wení waásimo kawáánin-aai ásé-aai simátímaꞌmaena iyáiye. Ísuwe wení kísau-waasi sísamaifakemba kaeꞌá kumbaimái-waasi wénuwasa 
LUK.8.2	tuwímbai-ininte wénesa miníníntómbá tuwímbai tíꞌa úwana Ísu kaweꞌó uwátínkaron-inimba uwasá tuwímbai tirumpinkémbá sáwí-amutambo maitíyukain-inimba uwaná moórá-inimba Mágátáraa-naopakemba áwíꞌa Máríyaa Ísu wenarumpinkémbá afakaeté-sawi-amutambo maiyáúkon-ininko úwana 
LUK.8.3	moórá-ininkon-awiꞌa Yóána awaaikón-áwíꞌa Súsa wemá Érotini naankaꞌó káráwiyowi úwana moórá-ininkon-awiꞌa Súsáana úwasa tuwímbai-ininkwaraꞌa uwasá miyáumai-inimba ésa kentí moparáwímpínkémbá Ísune wení kísau-waasiye túwaꞌnai úmaesa kuráawe.
LUK.8.4	Naaóꞌ-naoken-kwaasi sáwífaꞌa Ísumpaꞌa tóso uwaná Ísu simátimena séna 
LUK.8.5	moóráwigo ánáuntumba maimaéna kísaufaꞌa wéwena mátuꞌmaraisana tuwímbai-anauntumba aampaꞌá kuwéraisasa waási tasasámpasukaawana numagó fáíꞌnasukaiye. 
LUK.8.6	Tuwímbai-anauntumba óntankwaraꞌ-marafimba kuwéna karuwéna anoníyaim-barafaꞌa póna aáénkaraiye. 
LUK.8.7	Tuwímbai-anauntumba karaampaꞌá kuwéna kárúraisana karaan-tantáákó fandundupásukaiye. 
LUK.8.8	Tuwímbai-anauntumba kaweꞌ-máráfímbá kuwéna karuwéna óraaꞌa éna arambá imái sáwífaꞌ-aramba iyáiye. Ísáán-kwaasi ísámai
LUK.8.8	kaweꞌán-oro Ísu siyáiye.
LUK.8.9	Súwasa Ísuni kísau-waasi Ísuntafesa minkwáéꞌmáí-ááígóní áwáu sinatá ísáano suwaná 
LUK.8.10	Ísu séna Maníkó wení waásimo kawáánin-aaigoni áwáumo simátimunda Maníkó kembiwí imáyáa tímísaꞌa wéisaafo fíꞌon-kwaasi waéꞌmai-aai aantemba wésimatimumpo ísáámbanifo ímba ísámai kaweꞌá wéowe. Awánaambanifo ímba awánamai kaweꞌá wéowe Ísu siyáiye.
LUK.8.11	Ísu simátimena séna minááígóní áwáumo sendá ísáaro. Moóráwigo ánáuntumbo tuꞌmáráínten-úmai Maníkón-aai simátímísana 
LUK.8.12	tuwímbai-anauntumbo aampaꞌó kúmímba waási tirumpintá kúmísasa Maníkón-aai ísááwana waántáwanko imáyáa éna Maníkón-aaisafesa timankúnkúmba íyana sáwí-ampakemba kaweꞌ-ámpáꞌá métínkáífo séna tirumpinkémbá tamaimái úwoifaꞌa wétiyuwaiye. 
LUK.8.13	Tuwímbai-anauntumbo óntankwaraꞌ-marafimbo kúmímba waási tirumpintá kúmísasa Maníkón-aai isésa aamoí ombánifo ímba tirumpimbá taꞌótoꞌmai kaweꞌá ontáfésa kárikaꞌa timankúnkúmba owaná fíꞌo-fiꞌon-tantaako tisasá miwán-ímáyáá ésa Maníkón-aai ifátukaawe. 
LUK.8.14	Tuwímbai-anauntumbo karaampimbó kúmímba waási tirumpintá kúmísasa Maníkón-aai ísáámbanifo marapáꞌ-úmbáí-tántáátáfésa imáyáa úmae nésa ónta-imayaa úmae wénesa fíꞌo-fiꞌon-tantaaꞌa maénae símae nésa miyán-ímáyáágó Maníkón-aai faráátasuwaisasa ímba Maníkóní kísau wémaewe. 
LUK.8.15	Tuwímbai-anauntumbo kaweꞌ-máráfímbó kúmímba waási tirumpintá kúmísasa Maníkón-aai isésa kaweꞌ-ímáyááwáráꞌ-wáásí isésa tirumpimbá taꞌótoꞌmai kaweꞌá ésa fasiꞌámai mésa Maníkóní kísau maésa fíꞌowi wétuwaꞌnai-owe Ísu siyáiye.
LUK.8.16	Ísu simátimena séna ómbó kúraꞌmaraamba ímba aúpáꞌá marésa ímba taare-améndaampaꞌa maránááfo aforaꞌá mósá makéwasa seyaafáꞌnánká naaúmpaꞌo iyíyamba awánánááwe. 
LUK.8.17	Miyámó onten-úmai aúpáꞌó wérain-tantaaꞌa seyaafáꞌá aforá paápé ínasa awánánááwe. Kumeupáꞌó wérain-tantaaꞌa aforá paápé ínasa awánánááwe. 
LUK.8.18	Ísáán-aai imáyáa úmai kaweꞌán-oro. Maníkón-aaimo ísámaimo kaweꞌó owí Maníkó túwaꞌnai ínasa moórá-aaiwaraꞌa isánááwe. Maníkón-aaimo ímbo ísámai kaweꞌó ésa karoꞌá sésa kaweꞌ-úmai wéisaumne sewí tirumpinkémbá maimaínana ímba wéíniye. Mindásafeꞌa ísáán-aai imáyáa úmai kaweꞌán-oro Ísu siyáiye.
LUK.8.19	Súwasa Ísun-anówawe Ísun-áfárawaisaiye tésa sáwífaꞌ-waasi Ísuwe mésa sisipáá uróntafesa ímba naaúmpaꞌo íyúmba máápata tamérowasa 
LUK.8.20	mindáúmpáꞌó méron-kwaasi Ísuntafesa sésa enanówe enáfárawaisaiye embá awánánae sésa máápaꞌa taméraawe suwaná 
LUK.8.21	Ísu seyaafáꞌ-wáásísáféna séna Maníkón-aaimo isésa kaweꞌó íyawi kesinówe kesífárawaawin-owe Ísu siyáiye.
LUK.8.22	Moórá-kanaa Ísu wení kísau-waasiseꞌa nompín-táómpimba íyátena nonkwaaúnkóní menáípáꞌá kónae séna miwíséꞌa kúmba 
LUK.8.23	Ísu aún-kwaigurówana minkwaaúmpáꞌá óraa-fiyunda torówana nonkó tufántááfan-éna nompín-táómpimba ówitowasa kúwáfekunafo sésa 
LUK.8.24	inkaisésa Ísumba koaúsésa sésa óraakoo puwúnafosaawe suwaná Ísu íyáfasinena fiyúndágonte nonkóntétafena óraaka séna mafáékaiyo súwasarai fiyúndágoe nonkóeꞌa mafáúyana nonkó étuwowana 
LUK.8.25	Ísu simátimena séna kentáféꞌa nóra séra ímba timankúnkúmbo onkákéná wéseo súwasa táátafesa ésa keáímbá sésa nóran-kwaasiya isanawá fiyúndágoe nonkóeꞌa wenáái isaíyó sésa tiyáámba ufakésa táátafesa ésa siyáawe.
LUK.8.26	Simásuwesa mindómpín-táómpimbo kumbá Káríri-marama tínaaempaꞌa wérowana Kégésaa-marama túrampaꞌa wérowasa 
LUK.8.27	mimbáráfáꞌó kumbá Ísu mindómpín-táómpinkemba mimbáráfáꞌá kumúwana moóráwigo mindáópakewi Ísumpaꞌa téna wenarumpimbá sáwí-amutamba mérowana póna ayáátáákaꞌa unáánkwátói-iyaimba ména ímba wení naaúmpaꞌo maúmba waásimo utátínkón-ontan-aifaꞌa mérowana 
LUK.8.28+LUK.8.29	sáwífa-kanaa misáwí-ámútánkó sáwíꞌa uwánkowasa waási káráwiyesa aíyayaankaꞌa káráꞌumarowana minándá tarátuwena misáwí-ámútánkó áíꞌmaena máásai-marafaꞌa máánkarowana Ísumo túmba awánéna wááꞌa túwana Ísu sáwí-amutankontafena séna auwé kóuwo súwana Ísu óraakon-iye séna aísamaifimba kífaena óraaka séna Ísuwo íyáákamai-Fasiꞌaenkon-ááninko ómpo sínkamonafonifo nóra uwásinkainono súwana 
LUK.8.30	Ísu séna enáwíꞌa nááwaꞌono súwana minkwáásígó sáwífa-sawi-amutamba wenarumpimbó mérontafena séna kesúwíꞌa sáwífaꞌnanka úne séna mérowasa 
LUK.8.31+LUK.8.32	omápaꞌa sáwífa-poi mésa umá wénowasa minkwáásígó arumpinké-sáwí-ámútántómbá Ísuntafesa óraaka sésa waántáfaꞌa ímba siꞌmaraaó. Mimpóí tirumpintá siꞌmaraaó suwaná miyán-oro súwasa 
LUK.8.33	sáwí-amutantomba minkwáásígón-arumpinkemba kárúwesa póí-tirumpimba koférówasa mimpóísómbá seyaafáꞌá ámémpakemba tuwaantantésa nonkwaaúmpímbó kúwáférómba putásowasa 
LUK.8.34	póíyaꞌo káráwiyowi awánésa minúwóíyáán-úmai naaópaꞌa wésa kísaufakaꞌo méron-kwaasi mósimatim-besimati uwasá 
LUK.8.35	isésa koawánánae sésamo kumbá Ísumpaꞌa kotúwaandu ésa awánomba sáwí-amutamba arumpinkémbó kóun-kwaasigo unáánkwátói úmarena Ísun-aísamaifimba kaweꞌ-úmai mérowasa koawánésa táátafesa uwasá 
LUK.8.36	Ísu minkwáásígómbó kaweꞌó uwánkowasamo awánon-aai simátímúwasa 
LUK.8.37	isésa áfááraumai táátafesa ésa pósa Kégésaa-marafaken-kwaasi seyaafáꞌnánká Ísuntafesa sésa maambáráfáꞌá ifá siyuwésa kóuwo suwaná nompín-táómpimba íyátowana 
LUK.8.38	sáwí-amutambo maisuwón-kwaasigo Ísuntafena óraaka séna eséꞌa kónae súwana ímbanifo 
LUK.8.39	ení naaópaꞌa kuré Maníkómó embó kaweꞌó uwánkáín-aai kosimátimiyo súwana Ísumo uwánkon-aai mindáópaꞌa simátímaꞌmaena kuráiye.
LUK.8.40	Ísu Káríri-waaunkoni menáípákémbá nompín-táómpimba kouweréna túmba sáwífaꞌ-waasi amuꞌmakówana túwasa aamoí uwaná 
LUK.8.41+LUK.8.42	moóráwigo ámáán-dankaꞌo káráwiyowin-awiꞌa Yáírási téna Ísu óraakon-iye séna aísamaifimba kífaena óraaka séna kímbora kesiyáámúmba puwíndasafena wéifo tiyé aneꞌá kotaꞌótorenana asófáíno súwana minínáámárúgó sísamaifakemba kaeꞌá kumbaimái-aatai maisukáin-arasigontafena afowá tasúwana Ísu weséꞌo kúmba sáwífaꞌ-waasi Ísumba úkúresa arááíwaꞌmae kuwaná 
LUK.8.43	moórá-ininkomba áíꞌa ún-ininko sísamaifakemba kaeꞌá kumbaimái-aatai naaeyámba ankówasa ímba kanaaꞌá asófankowana mináíꞌá úwoi wérowana 
LUK.8.44	minínínkó sáwífaꞌ-waasifimba Ísumba arááíwaꞌmae wéwena wení unáánkwátói-araiyaꞌa kotaꞌótorowana mindááéyánko éꞌankowana 
LUK.8.45	Ísu séna nááwawa kesí unáánkwátóiyaꞌa taꞌótóráínaꞌiyo súwasa seyaafáꞌnánká sésa ímbaniye suwaná Pítaa séna óraakoo sáwífaꞌ-waasi faméꞌmaesamo íyómpimba taꞌótokaawe súwana 
LUK.8.46	Ísu séna kempínké-fásíꞌáénkó moóráwigomba kaweꞌó uwánkáímba awánéꞌa séꞌa moóráwigo kesí unáánkwátóiyaꞌa taꞌótokaiye súne súwana 
LUK.8.47	minínínkó imáyáa éna ímba aúpáꞌá úmpo éꞌa suwánaraiye-imayaa éna anekembá tataꞌá úwana Ísun-aísamaifimba kífaena seyaafáꞌ-wáásí túrankaꞌa wení unáánkwátóiyaꞌo taꞌótorowanamo asófankon-aai simátimuwana 
LUK.8.48	Ísu séna kesímánaako kentáfé sé éraiꞌa súwaꞌnai índawin-iye sénda póna áíꞌa
LUK.8.48	éꞌánkáífo kaweꞌ-úmai waaó Ísu siyáiye.
LUK.8.49	Ísu minááí wésuwasa ámáán-dankaꞌo káráwiyowini naaópaken-kwaasi tésa Yáírásintafesa sésa enayáámúnko pukáifo óraakontafe ténafo simámuwo suwaná 
LUK.8.50	Ísu minááí iséna Yáírásintafena séna minááísáfé ímba áákauraumo indá kentáfé amankúnkúmba inaná enayáámúnko kaweꞌ-úmai méíniye Ísu séna kúmba 
LUK.8.51	Yáírásini naankóní ewaaꞌá wéna arááíwaꞌmae kun-kwáásísóntáféna maankáꞌ-méwaro séna Pítaane Yónine Yémísine minárásígón-anófoiye tíꞌmaena naaúmpaꞌo iyúmba 
LUK.8.52	mindáúmpáꞌó méron-kwaasi óraaꞌ-ifiꞌa wétowana Ísu séna ímba ifiꞌá taaró. Minárásígó ímba pukáifo úwoi aúmá wéraiye súwasa 
LUK.8.53	minkwáásísómbá éꞌa pukuráiye-imayaa ésa Ísun-awíyáái uwaná 
LUK.8.54	Ísu minárásígón-ayáánkaꞌa taꞌótorena séna inaamarúgóo íyáfasinaao súwana 
LUK.8.55	minárásígón-amanko arupimbá túwana minúwóíyáámbá íyáfasinowana Ísu séna tómbá amíyana náíno súwasarai 
LUK.8.56	anófoi táátafesarai uyaná Ísu óraaka séna kemó únda-aai ímba simátímékaiyo siyáiye.
LUK.9.1	Ánaaemba Ísu wení kísau-waasi sísamaifakemba kaeꞌá kumbaimái-waasi táántowasa tuwaná waási tirumpinkémbá sáwí-amutamba maitíyuꞌmaeꞌa nóro-fasiꞌaemba tiména tíꞌo índa-waasi asófatinkai-fasiꞌaemba tiména 
LUK.9.2	séna Maníkó wení waásimo kawáánin-aai kowésimatimeꞌa tíꞌo índa-waasi wéasofatinkeꞌa oro séna 
LUK.9.3	aampaꞌó wíyamba ímba moórá-tantaaꞌa maimaé koró. Táúmba ímba maimaé wéꞌa tón-únámbá ímba maimaé wéꞌa tómbá ímba maimaé wéꞌa óntamba ímba maimaé koró. Moórá-mora unáánkwátói timantentén-úmai kuféꞌmae koró. 
LUK.9.4	Maníkón-aaimo simátimiyantafeꞌa moórá-naopaꞌo wíyamba naambó timíyaꞌa mindáúmpáꞌ-aantemba méꞌa kentí kísau maimái taiꞌéꞌa mindámbá tuwéꞌa fíꞌon-daopaꞌa koró. 
LUK.9.5	Moórá-naopaꞌo wíyasamo ímbo naambó timíyana Maníkó mindáópaken-kwaasi ímba aamoí uwátinkainifo aiyowáíꞌa éꞌa tísamaifakem-baramo uwáéntemba uwáꞌmareꞌa koró Ísu simátimuwasa 
LUK.9.6	wení kísau-waasi tuwésa naaóꞌ-naoꞌa wénesa Maníkóní ásé-aai simátímaꞌmae wéwesa tíꞌo ún-kwaasi asófatinkafaꞌa kuráawe.
LUK.9.7	Ísuni kísaugon-aai símae íyúwana Káríri-marafaken-kawaagon-awiꞌa Éroti minááí iséna óraaꞌ-imayaa uráiye. Ísuntafesa tuwímbai sésa wemá Yóni nombó maitínkaraiwai pukáimpinkemba íyáfasinkaiye suwasá 
LUK.9.8	tuwímbai sésa wemá Maníkón-aaimo simátímakaiwain-awiꞌa Íráiyaa pukáimpinkemba íyáfasinena méraiye suwasá tuwímbai sésa wemá naaófáꞌá Maníkón-aaimo simátímakaawifinkemba moóráwigo pukáimpinkemba íyáfasinkaiye suwaná 
LUK.9.9	Éroti miséyááfáꞌ-ááí iséna séna kemá séwánasamo Yónimba anuwarambá kambísówanamo pukáimbanifo minááímó wésemba nááwaꞌiyompo awánánaumne Éroti símae iyáiye.
LUK.9.10	Ísuni aantá-waasi Ísumo timún-kisau maisuwésa wempáꞌá tésa seyaafá-kísáúmó máún-aai simámúwana Ísu miwí aantemba tíꞌmaena Pétésáíta-naopaꞌa komérowasa 
LUK.9.11	énifo sáwífaꞌ-waasi isésa arááíwaꞌmae kuwaná Ísu tuwánéna aamoí éna Maníkó wení waásimo kawáánin-aai simátimena tíꞌo ún-kwaasi asófatinkaraiye.
LUK.9.12	Asófatinkowasa fenómpinkaꞌa wení kísau-waasi sísamaifakemba kaeꞌá kumbaimái-waasi Ísumpaꞌa tésa sésa ímbo sáwífaꞌ-waasi méraapaꞌan-ifo fenáíndaraꞌa tiꞌmárénasa ewaaꞌ-náópimpaꞌa wénesa tóné naané saafá oro suwaná 
LUK.9.13	Ísu simátimena séna kemá tómbá tíméro súwasa miwí sésa kári-tomba séfataasewara kaeꞌ-mófááꞌwáráꞌá wéraifo sáwífaꞌ-waasifimba ímba kanaan-ínífo tómbá koméyánorowa wéseno áísai esa suwasá 
LUK.9.14	sáwífaꞌ-waasi 5,000 waai uwasá aarewé iyámpóíye mérowana Ísu wení kísau-waasisafena séna unkwimaꞌmái tuwínkaa tuwinkaaꞌ-úmai 50 50 maraꞌá méraaro simátíméro súwasa 
LUK.9.15	isésa miyá uwátínkówana 
LUK.9.16	Ísu séfataase-tonkwara kaeꞌ-mófááꞌwáráꞌá maisoréna wíyómpaꞌa kararéna Maníkóntáféna súwi simásuwena mintómbá tafántafan-úmai wení kísau-waasi timúwasa misáwífáꞌ-wáásí tímúwasa 
LUK.9.17	seyaafáꞌnánká nowaná tímúꞌa fówasa Ísuni kísau-waasi mintón-ayai sísamaifakemba kaeꞌá kumbaimái-unampimba fáítuwana ówitaraiye.
LUK.9.18	Moórá-kanaa Ísuwe wení kísau-waasiye mérowana Ísu aantemba Maníkómpáꞌá inaí simásuwena tísai ena séna kentáfésa seyaafáꞌnánká nóran-kwaasiyewa wéseo súwasa 
LUK.9.19	miwí tuwímbai sésa emá Yóni nombó maitinkáándawi óne sewasá tuwímbai sésa naaófáꞌá Maníkón-aaimo simátímakaandawin-awiꞌa Íráiyaa óne sewasá tuwímbai sésa naaófáꞌá Maníkón-aaimo simátímakaandawi pukáandafinkembo íyáfasinkaandawi óne wésewe suwaná 
LUK.9.20	Ísu séna kembiwí kentáféꞌa nóran-kwaasiyewa wéseo súwana Pítaa séna Maníkó íyáfasinankaraiwaimba Yúndaa-waasisa wéamuꞌmaraundawisa óne súwana minááí ímba simátíméro Ísu óraaka siyáiye.
