GEN.1.1	Do nakapamarswaw ni Āpo Dyos so hanyit kan lobong,
OBA.1.3	Nya logar mo, ki do katokotokonan.
OBA.1.3	Batahen mo do inawan mo,
OBA.1.3	‘Aryoriw makarawa a mangalnet tan masday ako?’
OBA.1.4	Aran tomodem ka akmas katohos no kasayap no kangkang,
OBA.1.4	kan aran maparin mo maybahay do kabitohenan,
OBA.1.4	alit na alneten konchimo a asdayen,” binata ni ĀPO.
OBA.1.5	“An mangay saw manakanakaw an mahep,
OBA.1.5	sira lang hapen daw chakey da.
OBA.1.5	An mamolas saw tawo so obas,
OBA.1.5	myan paw bidinen da.
OBA.1.5	Ki kapakāsi nyo pa, ta hanyiben danchinyo no kabōsor nyo.
OBA.1.6	Inyo a kapotōtan Esaw,
OBA.1.6	as madongso kan maagaw anchi a tabo kinabaknang nyo.
OBA.1.7	Linipotan daynyo no tabo kayban nyo.
OBA.1.7	Pinaksyat daynyo do bōkod nyo a nasyon.
OBA.1.7	Siraw tawo a nachikapya dyinyo,
OBA.1.7	sakōpen darananchi inyo.
OBA.1.7	Siraw nachisīt a kinahanghang nyo,
OBA.1.7	mapangay sa so pangotap dyinyo,
OBA.1.7	kan mapootan nyo aba polos.
OBA.1.8	“Do dawrinchi a araw a kapangdōsa ko so Edom,
OBA.1.8	dimanen ko sanchiw masisirib a tawo na,
OBA.1.8	kan ponasen konchi a tabo kinasirib no Edom.
OBA.1.9	Mamirpir sanchiw taga darop no Teman,
OBA.1.9	kan kāda soldādo no Edom, ki madiman sa a abos kāsi,” binata ni ĀPO.
OBA.1.10	“Maynamot do nakaranggas mo so
OBA.1.10	kakabagyan mo a kapotōtan ni Jakob,
OBA.1.10	makneb kanchi so asnek,
OBA.1.10	kan mararayaw kanchi a abos pandan.
OBA.1.11	Ta tod ka naytēnek do arawaw a
OBA.1.11	nakarakrak da no kabōsor da sa so rowangan da saw.
OBA.1.11	Maiyarig iyaw karahet mo dyirad gan-ganaet saw a mangsākop a
OBA.1.11	nangipayyayo siras kinabaknang no Jerosalem, kan nagbibingayan da.
OBA.1.12	Dyi ka pakono a masoyosoyot
OBA.1.12	do makasyasi a pinasar no kakabagyan mo sa do Joda.
OBA.1.12	Dyi ka pakono a magragsak
OBA.1.12	do arawaw a nakararayaw da.
OBA.1.12	Dyi ka pakono a magpangas
OBA.1.12	do arawaw a nakadidigra da.
OBA.1.13	Dyi ka pakono a somindep
OBA.1.13	do syodad dan tawotawo ko
OBA.1.13	tan masoyosoyot ka do nakalidyalidyat da,
OBA.1.13	kan nangsamsam siras kinabaknang da do araw no didigra da.
OBA.1.14	Dyi ka pakono a nangay do paykokorosan no rarahan
OBA.1.14	tan tiliwen mo saw maglības.
OBA.1.14	Dyi mo pakono sa inparawat dyirad kabōsor da,
OBA.1.14	do araw a kalidyalidyat da.”
OBA.1.15	“Masngen danaw araw a yaken a ĀPO,
OBA.1.15	ki mangokom anchi so tabo nasnasyon.
OBA.1.15	Imom Edom, maparin anchi dyimo akmas pinarin mo.
OBA.1.15	An āngo intoroh mo nawrinchiw rawaten mo.
OBA.1.16	Akmas nakaynom nyo a siraragsak do yanan masantwan a paytokonan ko.
OBA.1.16	Komwan anchiw kapaynom ko dyinyo kan siraw tabo nasnasyon
OBA.1.16	so makpakpad a kopa no kadōsa.
OBA.1.16	At-atkan nyonchi a mandan mawpas kamo a tabo.”
OBA.1.17	“Ki myan sanchiw makalības do Tokon a Sion,
OBA.1.17	kan mayparin anchi a masantwan a logar.
OBA.1.17	Madyira danchi a mirwa no tawotawo ni Jakob
OBA.1.17	iyaw tana a tawid da.
OBA.1.18	Akma sanchiw apoy tawotawo da Jakob kan Jose.
OBA.1.18	Rarayawen da sanchiw tawotawo ni Esaw
OBA.1.18	a akmas karonot no apoy so garami.
OBA.1.18	Abanchi a polos makalāsat a kapotōtan na.
OBA.1.18	Yaken a ĀPO naychirin so nyaya.”
OBA.1.19	“Siraw tawotawo a yapo do abagātan no Joda,
OBA.1.19	ki sakōpen danchiw tokotokon do Edom;
OBA.1.19	Siraw myan saw do paytoytokonan do lāod,
OBA.1.19	ki sakopen danchiw tana da no Pilistya.
OBA.1.19	Sakōpen danchi iyaw tana dan Epraim kan Samarya,
OBA.1.19	As hapen anchi no kapotōtan ni Benhamin iyaw tana no Gilead.
OBA.1.20	Siraw naakawaw a nabahod a soldādo a yapod ammyānanen no Israel,
OBA.1.20	maybidi sanchi kan sakōpen danchiw tana no Penisia a
OBA.1.20	manda do idi a Sarepat do ammyānan a parti na.
OBA.1.20	Siraw naakawaw a yapo do Jerosalem a myan do Sardis,
OBA.1.20	ki sakōpen danchiw idiidi saw do abagātanen a parti no Joda.
OBA.1.21	Siraw mangab-ābakaw a tawo, somonget sanchi do Tokon a Sion,
OBA.1.21	kan itorayan danchiw tokotokon saw no Edom.
OBA.1.21	Si ĀPO anchi a mismo iyaw magāri!”
JON.1.1	Do asa karaw, inpakatoneng ni ĀPO minsahi na di Jonas
JON.1.2	“Mangay ka do Ninebe
JON.1.3	Imbes a magtongpal si Jonas, ki basbāli a nagrobwat a nangay do Ispanya,
JON.1.4	Ki nanoboy si ĀPO so mayit a salawsaw do tāw, as kan napahtot so taywaras kayit a bagyo. Dawa, makey dana maysiyay birayaw. 
JON.1.5	Taywaraw nakamo dan tripolanti saw, as kan katakatayisa dyira, ki nangngengengey a nagpakpakaāsi so sidong do bokod na a dyos. Sinpangan na, intapwak daw kadwan saw a karga da tan maypatapaw birayaw. Ki si Jonas, ki myan do makatayrahemaw a ansagan birayaw a naynepdep.
JON.1.6	Dawriw nakaboyan sya no kapitanaw no birayaw. Pinaydabdab na a kāna, “Āngo ta mapakdoh mo paw makaycheh? Kawanem ka! Maybangon ka daw, as kan maydasal ka pad dyos mwaw, ta arā na yaten a chāsi as dyi ta madiman.”
JON.1.7	Do dāwri, binatabata dan tripolanti saw do katakatayisa dyira a kon da, “Magbibinonōtan ta tan mapatakan ta an sino naynamotan no nyaya didigra?” Dawa, nagbinonōtan sa, ki nabōnot ngaran ni Jonas. 
JON.1.8	Dawa, inyahes da di Jonas a kon da, “Ngay, ibahey mo pa dyamen an sino nakayapwan nya a didigra. Āngo chabalay mo dya? Taga dino ka? Āngo nasyon a nakayapwan mo, as kan āngo tribo mo?”
JON.1.9	Ki initbay ni Jonas a kāna, “Asa 'kwaw a Hebreo kan managdaydāyaw di ĀPO, iyaw Dyos no hanyit a iyaw namarswa so tāw kan iyaw tanaya.” 
JON.1.10	Inbahey na pa dyira a madama na payayowan si ĀPO.
JON.1.10	Do dāwri, siraw tripolanti saw, ki sominryam sa do nakamo da, kan binata da dya, “Ay pakawanem! Marahet abawriw nawri a pinarin mo?” 
JON.1.11	Ki ranan da a mangosisa sya, naypaypāngay paw no bagyowaw. Dawa, inyahes darana di Jonas, “Āngo paro parinen namen dyimo tan mangheteng bagyowaya a mangrarayaw dyaten?”
JON.1.12	Ki initbay ni Jonas a kāna, “Na! Itapwak nyo na yaken ah, tan magtalnaw bagyowaya, ta chapatak ko a yaken naynamotan nyaya laklak-amen ta.”
JON.1.13	Ki basbāli a in-godes dan tripolantyaw nangawod tan makapaypayraya sa. Ki alit na kinabaelan daba maynamot ta naypaypataywara paw salawsawaw. 
JON.1.14	Dawa, do dāwri, nangngengengey sa nagpakpakaāsi di ĀPO a kon da, “ĀPO, dyi mo pakono yamen a nonolay a madiman an dimanen namen nya tawo a abos gatos. On, dyi mo pakono yamen a pagatosen, ta imom ĀPO makin plano so tabo as iyaw nya bagyo, ki yapod bokod mo a pagayatan.” 
JON.1.15	Do dāwri, kinatkat das Jonas, as nakapagtos da sya do tāw, ki nānyeng a nandinak. 
JON.1.16	Do dāwri, oltimo nakāmo da no tripolanti saw di ĀPO. Sinpangan na, nangidāton sa di ĀPO, as insapata da a magsirbi dana sa dya.
JON.1.17	Ki nangmandar si ĀPO so rakoh a among
JON.2.1	Do kayanaw ni Jonas do bodekaw no rakoh a among, naydasal di ĀPO a Dyos a kāna,
JON.2.2	“Nangakdakdaw ako dyimom ĀPO do kayan kwa nalidyatan,
JON.2.2	kan inatbay mo yaken.
JON.2.2	Yapod makatayrahem a yanan do ngalab no kadiman, ki nagpaarāyat ako,
JON.2.2	as kan nadngey mo yaken.
JON.2.3	Inpaitapwak mo yaken do hobok no kararahman a tāw.
JON.2.3	Siraw rarakoh a allon mo kan āyos mo,
JON.2.3	ki pinaned da yaken do kensad no tāw.
JON.2.4	Iniktokto ko a pinasyay mo na yaken
JON.2.4	do salapen mo.
JON.2.4	Aran komwan, mirwa akonchi a
JON.2.4	maboyaw masantwan a Timplo mo.
JON.2.5	Tinonep yaken no tāw
JON.2.5	kan namonyitan ako no ranom.
JON.2.5	Nachidibedibed tametamek no tāw do oho ko.
JON.2.6	Minned ako a mandad kensad dan tokotokon,
JON.2.6	kan akmay nabahod ako do tanaya a nāw ko daw a abos pandan.
JON.2.6	Ki iyaw nyaya nakaned ko, ki inawon mo yaken
JON.2.6	mo ĀPO a Dyos ko do kadiman ko.
JON.2.7	Do kapaytiytinawsan danaw no byay ko,
JON.2.7	nanakem koymo, mo ĀPO,
JON.2.7	as kan nagpakpakaāsi ako dyimo.
JON.2.7	Nakarapit nya pakpakaāsi kod masantwan a Timplo mo.
JON.2.8	As siraw managdaydāyaw dyirad abwayas sinpaspangan a didyosen,
JON.2.8	ki sigod a tinadyichokodan daymo kan iyaw kāsi mo dyira.
JON.2.9	Ki an yaken, magkansyon akonchi so pagdaydāyaw ko dyimo.
JON.2.9	Manoroh akonchi dyimo so dāton ko,
JON.2.9	as kan tongpalen konchiw insapata ko dyimo.
JON.2.9	Ta kaisalakānan, ki yapo di ĀPO.”
JON.2.10	Katayokan dasal naw, binilin ni ĀPO rakohaw a among, ki inyota nas Jonas do aptan.
JON.3.1	Do dāwri, pinirwa dana inpakatoneng ni ĀPO minsahi na di Jonas, kan binata na a kāna, 
JON.3.2	“Mangay ka do Ninebe a mabīleg a syodad as iballāag mo dyirad tawotawo saw daw minsahi a ipakatoneng ko dyimo.” 
JON.3.3	Nagtongpal si Jonas do inbaheyaw ni ĀPO dya, as kan nangay do Ninebe. Iyaw Ninebe, ki marahawa a syodad, ta tatdo a karaw a takeyen iyaw karahawa naw. 
JON.3.4	Do nakapakarapitaw ni Jonas, naychasaryan a minidibidi do syodadaw as insiknan na inpakatoneng dyira a kāna, “Apat a poho a karaw somiknan sicharaw, ki mararayaw anchiw syodadaya a Ninebe.”
JON.3.5	Do dāwri, nanganohed saw taga Ninebe saw do Dyos. Nangikeddeng sa a magayonar kan maylaylay so mapayas a mangipaboya so nakapagbabāwi da. Abaw nahabas yapod mabigbigbig a mandad abos saad.
JON.3.6	Do nakapakarapitaw no dāmag do āryaw no Ninebe, nānyeng a gominchin do trono naw, binahas naw laylay naw, nakapaylaylay nas mapayas, as kan nakapaydisna na do ahbek.
JON.3.7	Do dāwri, inpaipakatoneng naw bilin na dyirad tawotawo saw daw do Ninebe. Nyaw no naibahey do bilin na a kāna, “No nyaya a bilin, ki yapod āri kan tabo opisyalis na: Abaw tawo mana binyay a koman so aran āngo. Tabo tawotawo, mairaman bāka kan karniro, ki mabaywan a koman mana minom. 
JON.3.8	Tabo tawotawo, ki machita maylaylay so mapayas. Komwan dyirad binyay saw, ki machita ap-apan sa so mapayas. Machita a igodes daw machikakaāsi no tawotawo saw do Dyos, as kan tadyichokodan daw marahet saw a dadakay da kan karanggas da. 
JON.3.9	Ta aranchi a mabāwan makamwamomwaya kapakasoli no Dyos as magbāliw aktokto na as dyi narana yaten a dimanen.”
JON.3.10	Do nakaboyaw no Dyos so pinarin daw kan an maypāngo nakatadyichokod da siras marahet saya dadakay da, nagbāliw aktokto na kan dinōsa na pa saba akmas inranta naw dyira.
JON.4.1	Ki insoli ni Jonas nya a naparin kan pinagmamayo na. 
JON.4.2	Dawa, naydasal di ĀPO a kāna, “O ĀPO, binata ko abawri do kayan ko paw do bahay ko a iyaw nyaw chaamak kwaw a parinen mo? Nyaw naynamotan na a nyeng ako a nayyayo a nangay do Ispanya, ta sigod kwaw a chapatak ngamin a myan dyimo parābor, kan māsisyen ka a Dyos. Masosolihen kaba, kan somawasaway adaw mo. Sisasagāna ka a mangibabāwi so kapangdōsa mo dyira.
JON.4.3	Dawa, mo ĀPO, sichangori, hapen mo naw byay ko, ta maganaganay dana an madiman ako na kan mabyay pa!”
JON.4.4	Ki inatbay ni ĀPO a kāna, “Aryoriw kalintegan mo a makasoli?”
JON.4.5	Sinpangan na, komnaro si Jonas do Ninebe, as nangay do dayāenaw no syodad. Namarin so sāpaw na daw, as nakapaydisna na do sirong naw a omnanaya an āngo maparin do syodadaya. 
JON.4.6	Do dāwri, napatobo si ĀPO a Dyos so asa moha a nangabong si Jonas tan dya komriit. Oltimo a nakasoyot ni Jonas do dawri a moha.
JON.4.7	Ki do kamabekasan naranaw no somaronwaw a araw, insagāna no Dyos iyaw asaw a ohed a mangrarayaw so nawri a moha. Dawa, nahayo kan nadiman. 
JON.4.8	As do nakadada danaw no arawaw, pinaysasalawsaw no Dyos so oltimo a makohat a yapo do dāya. As iyaw kohat naw no arawaw a makasosoh, ki chinapleng ni Jonas. Chakey naranaw madiman kan kāna, “Maganaganay dana an madiman ako na.”
JON.4.9	Ki binata no Dyos di Jonas a kāna, “Aryoriw kalintegan mo a makasoli do naparinaya do mohaya?”
JON.4.9	“On!” initbay ni Jonas. “Manawob nyaya pakasoliyan ko, as abaw makapenpen dyaken a aran nya danaw kadimanan ko.”
JON.4.10	Ki binata ni ĀPO a kāna, “Chāsi mo nya moha a tomnobo do asa lang a kahep, as nakadiman na do somaronwaw a ahep. Aryoriw hopag mo a nangpatobo mana nangparakoh sya? 
JON.4.11	Rombeng abawri a chāsi ko tawotawo saw do Ninebe? Do dawri a rakoh a syodad, omyan nasorok 120,000 a tawotawo a dya makapaychapidi so kosto kan madi. As kan nawri aba lang, ta myan sa paw reprep a binyay da.”
MIC.1.1	Nyaw minsāhi a inpakatoneng ni ĀPO di Mikyas a taga idi a Moreset
MIC.1.2	Mangadngey kamo, inyo a tabo a tawotawo.
MIC.1.2	Adngeyen nyo nyaya, inyo a tabo a omyan do tanaya!
MIC.1.2	Si ĀPO a Manakabalin mangsaksi so maibōsor dyinyo.
MIC.1.2	Adngeyen nyo, ta maychirin a yapo do masantwan a timplo na.
MIC.1.3	Chiban nyo! Īto dana si ĀPO a yapo do masantwan a yanan na.
MIC.1.3	Gomchin anchi kan lasagan na sanchiw matotohos saya a tokotokon do tanaya.
MIC.1.4	Siraw katokotokonan saya, ki malonag sa
MIC.1.4	a akmas nadangdangaw a alid do apoy.
MIC.1.4	Maloyo sanchi do payahosongan saya
MIC.1.4	akmay ranom a gomtos do aphas.
MIC.1.5	Tabo nyaya, maparin anchi maynamot ta nagribīldi saw kapotōtan Jakob.
MIC.1.5	On, maparin nya a maynamot ta naygatos saw kapotōtan Israel.
MIC.1.5	Āngo iyaw gatos dan kapotōtan Jakob?
MIC.1.5	Iyabawriw karahet dan tawotawo no Samarya?
MIC.1.5	Dino sintro no pagdaydayāwan so didyosen do Joda?
MIC.1.5	Do Jerosalem abawri?
MIC.1.6	Binata ni ĀPO a kāna, “Dawa, payparinen konchiw Samarya a bonton
MIC.1.6	a yanan a paymohan so kaobāsan.
MIC.1.6	Paychabadebadedehen konchiw bato na saw do payahosonganaw
MIC.1.6	tan magparang saw pondasyon na.
MIC.1.7	Mapsapsa sanchiw didyosen na.
MIC.1.7	Tabo mapapateg saw a nakpeh da do timplo, ki masosohan sanchi so apoy.
MIC.1.7	Rarayawen ko sanchi a tabo bolto da saw.
MIC.1.7	Maynamot ta nakpeh saw nya a yapo do tangdan daw no maglaklāko saw so asi,
MIC.1.7	tangdan dananchi a mirwa no matarek a maglaklāko so asi do matarek a nasyon.”
MIC.1.8	Binata ni Mikyas a kāna, “Maynamot do dyaya, magāsog kan magdongdong-aw ako.
MIC.1.8	Mayam ako a abos tokap kan silalābos.
MIC.1.8	Maydawo ako a akmas bolawaw a chito
MIC.1.8	kan maylilyak ako a akmay gokgok.
MIC.1.9	Mapya pabaw bigar no Samarya,
MIC.1.9	kan nayadis dana do Joda.
MIC.1.9	Nakarapit dana do rowanganaw no idi dan tawotawo ko
MIC.1.9	a aran do Jerosalem a mismo.”
MIC.1.10	Ibahey nyo aba do kabōsor ta saya do idi a Gat
MIC.1.10	Maychahoho kamo abas aran asa katedted.
MIC.1.10	Inyo a tawotawo do idi a Beth-leapra,
MIC.1.10	maydipodiporis kamo do ahbek do ladingit nyo.
MIC.1.11	Inyo a tawotawo do idi a Sapir, maakaw kamonchi a mabahod,
MIC.1.11	kan mayam kamonchi a silalābos a masnek so kayayan.
MIC.1.11	Inyo a tawotawo do Saanan,
MIC.1.11	makahtot kamo paba do idi nyo.
MIC.1.11	Anchan madngey nyo kapagdongdong-aw da do idi a Bet-esel,
MIC.1.11	matonngan nyonchi a abaw kamāngan daw.
MIC.1.12	Siraw tawotawo do idi a Marot,
MIC.1.12	manghahaw sa so kapakalong-aw da
MIC.1.12	ta iyaw didigraya a yapo di ĀPO,
MIC.1.12	ki narapit narana a manda do rowangan no Jerosalem.
MIC.1.13	Inyo a tawotawo do idi a Lakish,
MIC.1.13	isagāna nyo kabalyo nyo do logan nyo a pachigobat.
MIC.1.13	Inyo nangisongsong so Jerosalem a naygatos,
MIC.1.13	ta tinahatahan nyo gatos daw no Israel.
MIC.1.14	Dawa, manoroh kamos sāgot a pamakāda do idi a Moreset-Gat.
MIC.1.14	Iyaw idi a Aksib,
MIC.1.15	Inyo a tawotawo do idi a Maresah,
MIC.1.15	manoboy si ĀPO so mangsākop so idi nyo.
MIC.1.15	Siraw pangpangōlo no Israel,
MIC.1.15	mangay sanchi a tomayo do aschip no Adollam.
MIC.1.16	Inyo a tawotawo do Joda, chischisan nyo oho nyo do kapagmamayo nyo
MIC.1.16	maynamot dyirad anak nyo saw a chadaw nyo.
MIC.1.16	Chischisan nyo oho nyo a akmas oho naw no kangkang,
MIC.1.16	maynamot ta maakaw saw anak nyo a sibabahod.
MIC.2.1	Kapakāsi da panchi no magplāno so marahet,
MIC.2.1	kan siraw mangipangtaw do pakaychehan da.
MIC.2.1	Apaman a maysesedang, maychakatekateh sa mangipatongpal
MIC.2.1	maynamot ta myan toray da mamarin sya.
MIC.2.2	An myan saw bengkag a chakey da, tod da sodiben.
MIC.2.2	Masaw do bahabahay, ki tod da agāwen.
MIC.2.2	Sikāpan daw tawo tan madyira daw bahay na,
MIC.2.2	kan takawen daw tāwidaw no pamilya na.
MIC.2.3	Dawa, nyaw binata ni ĀPO a kāna,
MIC.2.3	“Iplāno ko kaiyangay ko so didigra dyinyo
MIC.2.3	a akmanchiw pāko a dya mapakaro do lagaw nyo.
MIC.2.3	Arabanchiw kapangas nyowaw a mayam,
MIC.2.3	ta chimponchi no didigra nyo.
MIC.2.4	Do dāwrinchi a chimpo, oyawen danchinyo do
MIC.2.4	kaikansyon da so nya kanta a kapakaōpay dyinyo:
MIC.2.4	‘Komplito danaw nakararayaw namen!
MIC.2.4	Inhap dana ni ĀPO iyaw tana namen,
MIC.2.4	kan intoroh naranaw bengkag namen
MIC.2.4	dyirad nanglipot dyamen.’”
MIC.2.5	Dawa, apabanchi dyirad tawotawo ni ĀPO
MIC.2.5	mangibinglay so tana daw.
MIC.2.6	“Mangipadto kaba,”
MIC.2.6	bata dan sinan propīta da saw.
MIC.2.6	“Ikasaba mwabaw komwan.
MIC.2.6	Marapit abanchi yaten pakasnesnekan!”
MIC.2.7	Maparinori a ibahey nya, inyo a kapotōtan ni Jakob?
MIC.2.7	Tomnawos danawriw kaānos ni ĀPO a mapatongtong so nawri?
MIC.2.7	Kosto abawri dyirad mamarinaw so maganay?
MIC.2.8	No atbay ni ĀPO, ki kāna,
MIC.2.8	“Rinaot nyo sabawriw tawotawo ko
MIC.2.8	a akma nyo say kabōsor.
MIC.2.8	Pinalang nyo a binahas laylay daw no homabas saw a sitatalna
MIC.2.8	a akma siras mangliklikaw so gobat.
MIC.2.9	Pinaksyat nyo mababakes saw a bālo
MIC.2.9	do bahabahay a chadaw da.
MIC.2.9	Inkaro nyo abos pandan a inpatāwid ko
MIC.2.9	dyirad anak da.
MIC.2.10	Maytēnek kamo, kan komaro kamo na!
MIC.2.10	Do dyabaw paynahahan nyo,
MIC.2.10	ta linaposan nyo na so gatos nyo,
MIC.2.10	kan rinarayaw nyo na golpi.
MIC.2.11	An myan maybayataw kan mangallilaw a makabata sya a kāna,
MIC.2.11	‘Ipadto ko a moyog anchi dyinyo palek kan arak,’
MIC.2.11	iyaw nyaw kombini a propita dan nyaya tawotawo!”
MIC.2.12	Nyaw inkari ni ĀPO a kāna, “Sigorādo a akpehen konchi inyo a Jakob.
MIC.2.12	Sigorādo a akpehen ko sanchi a tabo nakalāsat a yapo do Israel.
MIC.2.12	Paychichipehen ko sanchi a akmay karniro do koral,
MIC.2.12	as kan akmay arban do pasto.
MIC.2.12	Iyaw tana da, ki mirwa dananchi
MIC.2.12	a mapno so tawotawo a maariwāwa.”
MIC.2.13	Manma anchi Si ĀPO a manyiwang a mangihtot a yapo do nakaakawan daw.
MIC.2.13	Mawlot sanchi a mohtot do rowangan naw no syodad.
MIC.2.13	Iyaw āri daw, manma anchi a mohtot.
MIC.2.13	Si ĀPO anchi a mismo mangidaōlo do kahtot da.
MIC.3.1	Sinpangan na, binata ko a kon ko, “Mangadngey kamo, inyo a pangpangōlo ni Jakob,
MIC.3.1	inyo a magtotoray no nasyon a Israel!
MIC.3.1	Rebbeng nabawri a chapatak nyo nainkalintegan?
MIC.3.2	Basbāli a ipsok nyowayaw maganay, kan chadaw nyowayaw marahet.
MIC.3.2	Lalāten nyowayaw kodit dan tawotawo ko saya sibibyay,
MIC.3.2	as kalisalisay nyo so asi a myan do tohatohang da.
MIC.3.3	Akma kamo magparti a koman so asi dan tawotawo ko.
MIC.3.3	Hathaten nyowayaw kodit da,
MIC.3.3	kan potopototen nyo payaw tohatohang da.
MIC.3.3	Sagsagen nyo saya akmay karni a mapangay do palyok,
MIC.3.3	kan akmay asi a myan do kardiro.
MIC.3.4	Ītonchiw chimpo a tomanyis kamo a mapasidong di ĀPO,
MIC.3.4	ki atbayen nabanchi inyo.
MIC.3.4	Ikaskāso nabanchiw dasal nyo,
MIC.3.4	ta marahet pinarin nyo.”
MIC.3.5	Iyaw nyaw binata ni ĀPO a kāna,
MIC.3.5	“Siraw propīta saw a mapawaw siras tawotawo ko,
MIC.3.5	an myan mamakan dyira,
MIC.3.5	ikari daw talna dyira.
MIC.3.5	An myan dya makaitoroh dyira so makan,
MIC.3.5	nakasagāna sa machigobat dyira.
MIC.3.6	Dawa, īto danaw mahep a mangabong dyinyo, kan apabanchiw parmata nyo.
MIC.3.6	On, sari danaw myan dyinyo, kan makapangipadto kamo paba.
MIC.3.6	Somdep danaw araw dyirad dyaya propīta,
MIC.3.6	kan no sedang, ki mayparin dana sari dyira.
MIC.3.7	Masnesneskan sanchiw mamadto,
MIC.3.7	ta maparin sabanchiw ipadto da.
MIC.3.7	Maiperreng dabanchiw ropa da,
MIC.3.7	ta abanchiw atbay no Dyos dyira.”
MIC.3.8	Ki an yaken, napno ako so panakabalin
MIC.3.8	do Ispirito ni ĀPO.
MIC.3.8	Napno ako pa so nainkalintegan kan kabīleg
MIC.3.8	a mangibahey so gatos no Israel.
MIC.3.9	Mangadngey kamo, inyo a kapotōtan ni Jakob,
MIC.3.9	inyo a magtotoray do nasyon no Israel
MIC.3.9	a mangipsok so nainkalintegan
MIC.3.9	kan dyidohen nyo tabo a kosto.
MIC.3.10	Pinatnek nyo Sion do maraya a kapangdiman
MIC.3.10	kan Jerosalem do kinakōsit.
MIC.3.11	Inyo a pangpangōlo, mangokom kamo an myan pasoksok.
MIC.3.11	Inyo a papādi, mangnanawo kamo an myan tangdan.
MIC.3.11	Inyo a propīta, mangipadto kamo an myan kwarta.
MIC.3.11	Ki alit na pachinareng nyo di ĀPO a kon nyo,
MIC.3.11	“Ari abawri dyaten si ĀPO? Aryoriw mangay a didigra dyaten? Polos!”
MIC.3.12	Dawa, maynamot dyinyo,
MIC.3.12	maaradonchiw Sion a akmay tālon.
MIC.3.12	Iyaw Jerosalem, mayparin anchi a bonton,
MIC.3.12	as maysepesepet anchiw paytokonanaw a yanan timplo.
MIC.4.1	Do panawdyan san araw,
