MAT.1.1	Lioar sheeloghe Yeesey Creest, mac Ghavid, mac Abraham. 
MAT.22.46	As cha row dooinney ny vud oc son ansoor y chur da, chamoo by-lhoys da fer erbee jeu (veih’n laa shen magh) question erbee sodjey y chur huggey.
MAT.23.1	Eisht loayr Yeesey rish y pobble, as rish e ostyllyn, 
MAT.23.2	Gra, Ta ny scrudeyryn as ny Phariseeyn nyn soie ayns stoyl Voses. 
MAT.23.3	Ooilley er-y-fa shen cre-erbee nee ad y oardaghey diu dy reeayll, freill-jee, as jean-jee eh; agh ny jean-jee lurg ny obbraghyn oc: son t’ad gra, agh cha vel ad jannoo. 
MAT.23.4	Son t’ad kiangley erraghyn tromey as doillee dy ve er nyn ymmyrkey, as dyn goyrt ad er geayltyn deiney, agh cha lhie ad hene wheesh mair roo dy hroggal ad. 
MAT.23.5	Agh ooilley nyn obbraghyn t’ad dy yannoo dy ve cronnit liorish deiney: t’ad jannoo lhean ny 
MAT.23.6	As shynney lhieu ny ard ynnydyn-soie ec cuirraghyn, as ny ard-stuill ayns ny synagogueyn, 
MAT.23.7	As sleih dy vannaghey daue ayns ny margaghyn, as dy ve enmyssit liorish deiney, Rabbi, Rabbi. 
MAT.23.8	Agh ny bee-jee shiuish enmyssit Rabbi: son ta un vainshter eu, ta shen dy ghra, Creest, as ta shiuish ooilley nyn mraaraghyn. 
MAT.23.9	As ny enmys-jee dooinney erbee ny mast’ eu, Yn ayr; son ta un er ynrycan nyn Ayr, eer eh t’ayns niau. 
MAT.23.10	Chamoo gow-jee erriu dy ve mainshteryn, son ta un er nyn Mainshter, eer Creest. 
MAT.23.11	Agh eshyn syrjey ta nyn mast’ eu, bee eh nyn shirveishagh. 
MAT.23.12	Son quoi-erbee ta dy mooaralagh soiaghey seose eh hene, bee eh er ny injillaghey, agh eshyn ta dy injillaghey eh hene, bee eh er ny hoiaghey seose.
MAT.23.13	Agh smerg diuish scrudeyryn as Phariseeyn, chrauee-oalsey; son ta shiu dooney seose reeriaght niau noi deiney: cha vel shiu goll stiagh shiu hene, as ta shiu dyn lhiettal adsyn ta aggindagh er goll stiagh. 
MAT.23.14	Smerg diu scrudeyryn as Phariseeyn, chrauee oalsey; son ta shiu cleiy fo thieyn mraane-treoghe, as son scaa dy chraueeaght lhiggey erriu dy ve kinjagh ayns padjer: shen-y-fa ta kerraghey strimmey nyn gour. 
MAT.23.15	Smerg diu scrudeyryn as Phariseeyn, chrauee-oalsey; son ta shiu goll mygeayrt keayn as thalloo, dy hayrn agh un yoarree gys y chredjue eu hene, as tra t’eh er jyndaa hiu, ta shiu dy yannoo eh ny lhiannoo dy niurin ghaa wheesh smessey na shiu hene. 
MAT.23.16	Smerg diu leeideilee doal, ta gra, Quoi-erbee looys liorish y chiamble, nagh vel eh veg: agh quoi-erbee, looys liorish airh y chiamble, t’eh kianlt gys e vreearrey. 
MAT.23.17	O shiuish vee-cheeayllee as doail: son quoi s’ooasle ta, yn airh, ny’n chiamble ta casherickey yn airh. 
MAT.23.18	As quoi-erbee looys liorish yn altar, nagh vel eh veg: agh quoi-erbee looys liorish y gioot t’er yn altar, t’eh kianlt gys e vreearrey. 
MAT.23.19	O shiuish vee-cheayllee as doail: son quoi s’ooasle ta yn gioot, ny’n altar ta casherickey’n gioot? 
MAT.23.20	Quoi-erbee er-y-fa shen looys liorish yn altar, t’eh loo liorish yn altar hene, as liorish dy chooilley nhee ta chebbit er. 
MAT.23.21	As quoi-erbee looys liorish y chiamble, t’eh loo liorish y chiamble, as liorishyn ta cummal ayn. 
MAT.23.22	As eshyn looys liorish niau, t’eh loo liorish stoyl-reeoil Yee, as liorishyn ta ny hoie er. 
MAT.23.23	Smerg diu scrudeyryn as Phariseeyn, chrauee-oalsey; son ta shiu geeck jaghee jeh mynthey, anise as cummin, agh cha vel shiu er chooilleeney currymyn s’ymmyrchee yn leigh, cairys, myghin as firrinys: ad shoh lhisagh shiu v’er n’yannoo, fegooish y chooid elley y aagail gyn jannoo. 
MAT.23.24	Shiuish leeideilee doal, ta sheeley veue yn char-chuilag, agh sluggee shiu camel. 
MAT.23.25	Smerg diu scrudeyryn as Phariseeyn, chrauee-oalsey: son ta shiu glenney yn cappan as y claare er cheu-mooie, agh cheu-sthie t’ad lane dy hranlaase as dy neu-heeltys. 
MAT.23.26	Pharisee ghoal, glen hoshiaght cheu-sthie yn chappan as y chlaare, dy vod y cheu-mooie ve glen myrgeddin. 
MAT.23.27	Smerg diu scrudeyryn as Phariseeyn, chrauee-oalsey; son ta shiu goll-rish oaiaghyn t’er nyn ghiallaghey, ta dy jarroo jeeaghyn aalin er cheu-mooie, agh cheu-sthie t’ad lane dy chraueyn ny merriu, as jeh dy chooilley eajeeys. 
MAT.23.28	Shen myr ta shiuish neesht er cheu-mooie cairagh ayns shilley deiney, agh cheu-sthie ta shiu lane dy chraueeaght-oalsey as dy vee-chairys. 
MAT.23.29	Smerg diu scrudeyryn as Phariseeyn, chrauee-oalsey; son dy vel shiu troggal oiaghyn ny phadeyryn, as soiaghey magh lhiaghtyn ny deiney cairagh. 
MAT.23.30	As gra, Dy beagh shinyn er ve ayns laghyn nyn ayraghyn, cha beagh shin er ve nyn baarteeasyn mâroosyn ayns fuill ny phadeyryn. 
MAT.23.31	Shen-y-fa ta shiu nyn veanishyn noi eu hene, dy nee shiuish yn sluight ocsyn hug ny phadeyryn dy baase. 
MAT.23.32	Lhieen-jee seose eisht towse nyn ayraghyn. 
MAT.23.33	Shiuish ard-nieughyn, sheeloghe dy ard-nieughyn, kys oddys shiu kerraghey niurin y scapail?
MAT.23.34	Shen-y-fa, cur-my-ner, ta mish coyrt hiu phadeyryn, as deiney creeney, as scrudeyryn; as paart jeu nee shiu y varroo, as y chrossey, as paart jeu nee shiu y scuitchal ayns nyn guaiylyn, as geiyrt ad veih ard-valley gys ard-valley: 
MAT.23.35	Dy vod ooilley yn uill chairagh hie er deayrtey er y thalloo tuittym erriu, veih fuill Abel cairagh, gys fuill Zacharias, mac Varachias, eh ren shiu y varroo eddyr y chiamble as yn altar. 
MAT.23.36	Dy firrinagh ta mee gra riu, Dy jig dy chooilley nhee jeu shoh er y cheeloghe shoh. 
MAT.23.37	O Yerusalem, Yerusalem, uss ta cur dy baase ny phadeyryn, as claghey adsyn t’er nyn goyrt er chaghteraght hood, cre cha mennick as va mish aggindagh v’er haglym dty chloan cooidjagh, myr ta kiark goaill stiagh e heïn, fo my skianyn, as cha jinnagh shiu! 
MAT.23.38	Cur-my-ner, ta’n thie eu faagit diu follym-faase. 
MAT.23.39	Son ta mee gra riu, Nagh vaik shiu mish maghey shoh, derrey jirrys shiu, Bannit ta eshyn ta cheet ayns ennym y Chiarn.
MAT.24.1	As hie Yeesey magh as jimmee eh veih’n chiamble; as haink e ostyllyn huggey dy ghoaill baght marish jeh aalid y chiamble. 
MAT.24.2	As dooyrt Yeesey roo, Nagh vaik shiu ooilley ny reddyn shoh? dy firrinagh ta mee gra riu, Nagh bee faagit un chlagh er clagh elley, nagh bee er ny lhieggal.
MAT.24.3	As myr v’eh ny hoie er cronk ny Oliveyn, haink e ostyllyn huggey er-lheh, gra, Insh dooin, cuin vees ny reddyn shoh? as cre’n cowrey vees jeh’n cheet ayd, as jeh jerrey yn theihll? 
MAT.24.4	As dreggyr Yeesey as dooyrt eh roo, Cur-jee twoaie nagh moll dooinney erbee shiu. 
MAT.24.5	Son hig ymmodee ayns my ennym’s, gra, Mish yn Creest: as nee ad ymmodee y volley. 
MAT.24.6	As cluinnee shiu jeh caggaghyn, as jeh imraaghyn dy chaggaghyn: jeeagh nagh bee shiu seaghnit: son shegin da dy chooilley nhee jeu shoh cheet gys kione, agh cha bee yn jerrey foast. 
MAT.24.7	Son nee ashoon girree-magh noi ashoon, as reeriaght noi reeriaght: as bee gennaghyn as crampyn, as craaghyn-thallooin ayns ymmodee ynnydyn. 
MAT.24.8	Bee ooilley shoh toshiaght seaghyn diu. 
MAT.24.9	Eisht livreyee ad shiu seose dy ve seaghnit, as marree ad shiu: as bee dy chooilley ashoon dwoaiagh erriu er coontey yn ennym aym’s. 
MAT.24.10	As eisht nee ymmodee scarrey rish nyn gredjue, as brahee ad, as ver ad feoh yn derrey yeh da’n jeh elley. 
MAT.24.11	As nee ymmodee phadeyryn-foalsey girree seose, as mooarane y volley. 
MAT.24.12	As er-yn-oyr dy jean olkys bishaghey, nee graih-ghiastyllagh ymmodee feayraghey. 
MAT.24.13	Agh bee eshyn, nee tannaghtyn firrinagh gys y jerrey, er ny hauail. 
MAT.24.14	As bee sushtal yn reeriaght er ny phreacheil ayns ooilley yn seihll, son feanish da dy chooilley ashoon, as eisht nee yn jerrey cheet. 
MAT.24.15	Tra hee shiu er-y-fa shen eajeeys yn traartys, ta loayrit jeh liorish Daniel y phadeyr, ny hassoo ayns yn ynnyd casherick, (eshyn ta lhaih, lhig da tastey ’ghoaill). 
MAT.24.16	Eisht lhig dauesyn t’ayns Judea chea gys ny sleityn. 
MAT.24.17	Eshyn t’er mullagh y thie, ny lhig da cheet neose dy ghoaill mârish nhee erbee ass e hie: 
MAT.24.18	As ny lhig dasyn t’ayns y vagher chyndaa back, dy chur lesh e eaddagh. 
MAT.24.19	As smerg dauesyn ta torragh, as dauesyn ta cur keeagh ayns ny laghyn shen. 
MAT.24.20	Agh guee-jee shiuish nagh bee shiu êginit dy hea ayns y gheurey, ny er y doonaght. 
MAT.24.21	Son bee seaghyn mooar ec y traa shen, lheid as nagh row er-dy hoshiaght y theihll gys y traa t’ayn nish, as lheid as nagh bee dy bragh arragh. 
MAT.24.22	As mannagh beagh ny laghyn shen dy leah harrish, cha beagh dooinney bio er ny hauail: agh er graih yn chloan reiht, bee ny laghyn shen dy leah harrish. 
MAT.24.23	Eisht my jir dooinney erbee riu, Cur-my-ner, ta Creest ayns shoh, ny ayns shid; ny credjee eh. 
MAT.24.24	Son nee Creestyn foalsey, as phadeyryn foalsey girree, as cowraghyn mooarey as yindyssyn y hoilshaghey, ayns wheesh (my oddagh eh ve) dy jinnagh ad molley yn eer chloan reiht. 
MAT.24.25	Cur-my-ner, ta mish er n’insh diu ro-laue. 
MAT.24.26	Shen-y-fa my jir ad riu, T’eh ayns yn aasagh, ny gow-jee magh: cur-my-ner, t’eh ayns ny shamyryn follit, ny cred-jee eh. 
MAT.24.27	Son myr ta’n tendreil cheet ass y shiar, as cur soilshey choud as gys y sheear: myr shen neesht vees cheet Mac y dooinney. 
MAT.24.28	Son cree-erbee yn raad vees yn convayrt, shen y raad bee ny urlee er nyn jaglym cooidjagh.
MAT.24.29	Chelleeragh lurg seaghyn nyn laghyn shen, hig dorraghys er y ghrian, as cha der yn eayst e soilshey, as tuittee rollageyn yn aer, as bee pooaraghyn yn aer er nyn graa. 
MAT.24.30	As eisht bee cowrey Mac y dooinney er ny akin ayns yn aer: as ec y traa shen nee ooilley sheelogheyn y thallooin dobberan, as hee ad yn Mac dooinney cheet ayns bodjallyn yn aer, lesh pooar as gloyr vooar. 
MAT.24.31	As ver eh magh e ainleyn lesh yn trumpet dy ard-choraa, as nee ad e chloan reiht y haglym cooidjagh veih ny kiare geayghyn, veih’n derrey ard fo’n aer gys yn ard elley. 
MAT.24.32	Ynsee-jee eisht coraa-dorraghey veih’n villey-figgagh: tra ta’n banglane echey foast oor, as cur magh duillagyn, ta fys eu dy vel y sourey er-gerrey. 
MAT.24.33	Er yn aght cheddin shiuish, tra hee shiu ooilley ny reddyn shoh, toig-jee dy vel eh er-gerrey, dy jarroo ec ny dorryssyn. 
MAT.24.34	Dy firrinagh ta mee gra riu, Cha bee yn cheeloghe shoh, harrish, derrey vees dy chooilley nhee jeu shoh cooilleenit. 
MAT.24.35	Nee yn aer as yn ooir cherraghtyn, agh my ghoan’s cha jean cherraghtyn.
MAT.24.36	Agh er y laa as yn oor shen, cha vel fys ec dooinney erbee, cha vel ec ainleyn niau, agh ec my Ayr ny lomarcan. 
MAT.24.37	Agh myr va laghyn Noe, myr shen myrgeddin vees cheet Mac y dooinney. 
MAT.24.38	Son myr ayns ny laghyn va roish y thooilley, v’ad gee as giu, poosey as coyrt ayns poosey, derrey yn laa hie Noe stiagh ayns yn arg, 
MAT.24.39	As cha dug ad tastey, derrey haink y thooilley, as ghow eh ad ooilley ersooyl; myr shen myrgeddin vees cheet Mac y dooinney. 
MAT.24.40	Shen y traa vees daa ghooinney ayns y vagher, bee fer goit as fer faagit. 
MAT.24.41	Bee daa ven blieh ec y wyllin, yn derrey yeh goit, as y jeh elley faagit.
MAT.24.42	Shen-y-fa bee-jee er nyn arrey, son cha vel fys eu er yn oor tra hig nyn Jiarn. 
MAT.24.43	Agh shoh toig-jee, dy beagh fys er ve ec mainshter y thie cre’n oor veagh y maarliagh er jeet, veagh eh er e arrey, as cha beagh eh er lhiggey da brishey stiagh er e hie. 
MAT.24.44	Shen-y-fa bee-jee shiuish myrgeddin ullee: son ec lheid yn oor as nagh vel shiu smooinaghtyn er, hig yn Mac dooinney. 
MAT.24.45	Quoi eisht yn charvaant firrinagh as creeney shen, ta e Hiarn er n’yannoo ny er-reill er e vooinjer, dy chur daue nyn meaghey ayns traa cooie? 
MAT.24.46	Bannit ta’n charvaant cheddin, yiow e Hiarn, tra hig eh jannoo myr shen. 
MAT.24.47	Dy firrinagh ta mee gra riu, dy livreyee eh gys y churrym echeysyn ooilley e chooid. 
MAT.24.48	Agh my jir y drogh-harvaant shen ayns e chree, Ta my Hiarn lhiggey-shaghey yn cheet echey, 
MAT.24.49	As toshiaght y yannoo dy woalley e heshaghyn-sharvaant, as dy ee as dy iu marish ny mesh-tallee. 
MAT.24.50	Hig Chiarn y charvaant shen ec laa nagh bee eh jeeaghyn er e hon, as ayns oor nagh bee eh twoaiagh jeh; 
MAT.24.51	As giaree eh eh veih-my-cheilley, as pointee eh e chronney marish ny crauee-oalsey: ayns shen vees keayney as snaggeraght feeacklyn.
MAT.25.1	Eisht bee reeriaght niau er ny hoylaghey gys jeih moidynyn, ghow ny lampyn oc, as hie magh quail y dooinney-poosee. 
MAT.25.2	As va queig jeu creeney, as queig ommijagh. 
MAT.25.3	Hug adsyn va ommijagh lhieu ny lampyn oc, agh cha dug ad lhieu ooil mâroo: 
MAT.25.4	Agh hug y vooinjer chreeney lhieu ooil ayns ny siyn oc marish nyn lampyn. 
MAT.25.5	Choud as v’ad fieau er y dooinney-poosee, huitt ad ooilley er saveenagh as cadley. 
MAT.25.6	As ec main-oie va eam er ny choyrt, Cur-my-ner ta’n dooinney-poosee cheet, gow-jee magh ny whail. 
MAT.25.7	Eisht dirree ooilley ny moidynyn shen, as hooar ad aarloo nyn lampyn. 
MAT.25.8	As dooyrt y vooinjer ommijagh rish y vooinjer creeney, Cur-jee dooinyn jeh’n ooil euish, son ta ny lampyn ain goll ass. 
MAT.25.9	Agh dreggyr y vooinjer chreeney, gra, Cha der; er-aggle nagh bee dy liooar ain dooin hene as diuish neesht: share diu roie hucsyn ta creck, as kionnaghey diu hene. 
MAT.25.10	As choud as v’ad goll dy chionnaghey, haink y dooinney-poosee, as hie yn vooinjer va aarloo stiagh mârish gys y vannish, as va’n dorrys jeight. 
MAT.25.11	Ny lurg shen haink ny moidynyn elley, gra, Hiarn, Hiarn, foshil dooin. 
MAT.25.12	Agh dreggyr eshyn as dooyrt eh, Dy firrinagh ta mee gra riu, nagh voddym goaill riu. 
MAT.25.13	Bee-jee er nyn dwoaie er-y-fa shen, son cha vel fys eu er y laa ny’n oor, nee Mac y dooinney cheet.
MAT.25.14	Son ta reeriaght niau myr dooinney va mysh goaill jurnah gys cheer foddey, deïe er e harvaantyn hene, as livrey eh daue e chooid: 
MAT.25.15	As da fer hug eh queig 
MAT.25.16	Eisht hie yn fer v’er gheddyn ny queig talentyn, as ren eh dellal lhieu, as chossyn eh queig talentyn elley. 
MAT.25.17	As myrgeddin eshyn v’er gheddyn jees, chossyn eh neesht jees elley. 
MAT.25.18	Agh eshyn va lesh yn un talent, hie eh as chleiy eh ayns y thalloo, as dollee eh argid e hiarn. 
MAT.25.19	Agh lurg foddey dy hraa haink chiarn ny sharvaantyn shen, as ren eh coontey roo. 
MAT.25.20	As haink eshyn v’er gheddyn ny queig talentyn, as hug eh lesh quieg talentyn elley, gra, Hiarn, livrey uss dooys quieg talentyn: cur-my-ner, ta mee er chosney queig talentyn elley lhieu. 
MAT.25.21	Dooyrt e hiarn rish, S’mie t’ou er n’yannoo, harvaant vie as firrinagh; t’ou er ny ve firrinagh ayns y veggan, livrey-yms mooarane gys dty churrym: immee uss stiagh gys boggey dty hiarn. 
MAT.25.22	Haink eshyn myrgeddin v’er gheddyn yn daa halent, as dooyrt eh, Hiarn, livrey uss dooys da halent: cur-my-ner, ta mee er chosney daa halent elley lhieu. 
MAT.25.23	Dooyrt e hiarn rish, S’mie t’ou er n’yannoo harvaant vie as firrinagh: t’ou er ny ve firrinagh ayns y veggan, livrey-yms mooarane gys dty churrym: immee uss stiagh gys boggey dty hiarn. 
MAT.25.24	Agh y fer v’er gheddyn yn un talent, haink eh, as dooyrt eh, Hiarn, va fys aym’s dy nee dooinney creoi oo; buinn raad nagh ren oo cuirr, as chaglym raad nagh ren oo skeayley. 
MAT.25.25	As ghow mee aggle, as hie mee as dollee mee dty halent ayns y thalloo: jeeagh, shoh dhyt dty chooid hene. 
MAT.25.26	Dreggyr e hiarn, as dooyrt eh rish, Harvaant vee-chairagh as neu-harroogh, va fys ayd’s dy row mish buinn raad nagh ren mee cuirr, as chaglym raad nagh ren mee skeayley. 
MAT.25.27	Lhisagh oo er-y-fa shen v’er chur my argid magh er-use, as eisht tra harrin, oddin v’er gheddyn my chooid hene lesh bishaghey. 
MAT.25.28	Gow-jee er-y-fa shen yn talent veihsyn, as cur-jee eh dasyn ta jeih talentyn echey. 
MAT.25.29	Son da dy chooilley ghooinney ta 
MAT.25.30	As tilg-jee yn charvaant neu-harroogh ayns y dorraghys sodjey-mooie: ayns shen vees keayney as snaggeraght feeacklyn.
MAT.25.31	Tra hig Mac y dooinney ayns e ghloyr, as ooilley e ainleyn casherick mârish shen y traa hoie-ys eh er stoyl-reeoil e ghloyr. 
MAT.25.32	As kiongoyrt rish vees dy chooilley ashoon er nyn jaglym: as scarree eh ad veih-my-cheilley, myr ta bochilley scarrey eddyr e chirree as ny goair: 
MAT.25.33	As soie-ee eh ny kirree er e laue-yesh, agh ny goair er e laue-chiare. 
MAT.25.34	Eisht jir y ree roosyn er e laue-yesh, Tar-jee chloan vannit my Ayrey, gow-jee eiraght ’sy reeriaght ta kiarit diu er-dy hoshiaght y theihll. 
MAT.25.35	Son va mee accryssagh, as hug shiu beaghey dou: va mee paagh, as hug shiu jough dou: va mee my yoarree, as ghow shiu stiagh mee: 
MAT.25.36	Rooisht, as ren shiu m’y choamrey: va mee ching, as haink shiu dy my yeeaghyn: va mee ayns pryssoon, as haink shiu hym. 
MAT.25.37	Eisht nee’n chloan chairagh eh y reggyrt, gra, Hiarn, cuin honnick shin oo accryssagh, as dy dug shin beaghey dhyt? ny paagh, as dy dug shin jough dhyt? 
MAT.25.38	Cuin honnick shin oo dty yoarree, as dy ghow shin stiagh oo? ny rooisht, as dy ren shin dty choamrey? 
MAT.25.39	Ny cuin honnick shin oo ching, ny ayns pryssoon, as dy daink shin dy dty yeeaghyn? 
MAT.25.40	As freggyree yn Ree, as jir eh roo, Dy firrinagh ta mee gra riu, Ayns wheesh as dy vel shiu er n’yannoo eh son y fer sloo jeu shoh my vraaraghyn, ta shiu er n’yannoo eh er my hon’s. 
MAT.25.41	Eisht jir eh roosyn myrgeddin er y laue chiare, Immee-jee voym, chloan churstey gys yn aile dy bragh farraghtyn, kiarit son y drogh-spyrryd as e ainleyn. 
MAT.25.42	Son va mee accryssagh, as cha dug shiu beaghey dou: va mee paagh, as cha dug shiu jough dou: 
MAT.25.43	Va mee my yoarree, as cha ghow shiu stiagh mee: rooisht, as cha ren shiu m’y choamrey: ching, as ayns pryssoon, as cha daink shiu dy my yeeaghyn. 
MAT.25.44	Eisht nee adsyn myrgeddin eh y reggyrt, gra, Hiarn, cuin honnick shin oo accryssagh, ny paagh, ny dty yoarree, ny rooisht, ny ching, ny ayns pryssoon, as nagh chooin shin lhiat? 
MAT.25.45	Eisht nee eh nyn reggyrt, gra, Dy firrinagh ta mee gra riu, Ayns wheesh as nagh ren shiu eh son unnane jeh’n vooinjer sloo jeu shoh, cha ren shiu eh er my hon’s. 
MAT.25.46	As hed ad shoh ersooyl gys y kerraghey dy bragh farraghtyn: agh y chloan chairagh gys y vea veayn.
MAT.26.1	As haink eh gy-kione erreish da Yeesey ve er loayrt ooilley ny goan shoh, dy dooyrt eh rish e ostyllyn. 
MAT.26.2	Ta fys eu lurg daa laa dy bee feailley ny caisht, as dy bee yn Mac dooinney er ny vrah dy ve er ny chrossey. 
MAT.26.3	Eisht va ny ard-saggyrtyn as ny scrudeyryn as shanstyr y phobble er nyn jaglym cooidjagh gys thie yn ard-saggyrt va enmyssit Caiaphas. 
MAT.26.4	As hug ad nyn goyrle dy cheilley, mychione Yeesey y ghoaill dy follit, as dy choyrt eh gy baase. 
MAT.26.5	Agh dooyrt ad, Cha nee er laa ny feailley, er-aggle dy bee irree-magh ayn mastey’n pobble.
MAT.26.6	Nish tra va Yeesey ayns Bethany, ayns thie Simon y lourane, 
MAT.26.7	Haink huggey ben lesh box alabaster dy ooil fer chostal, as gheayrt ee eh er e chione, myr v’eh ny hoie ec bee. 
MAT.26.8	Agh tra honnick e ostyllyn shoh, v’ad jymmoosagh, gra, Cre’n-fa va’n jummal shoh jeant? 
MAT.26.9	Son oddagh yn ooil shoh v’er ny ve creckit son mooarane, as er ny choyrt da ny boghtyn. 
MAT.26.10	Tra hoig Yeesey shoh, dooyrt eh roo, Kys dy vel shiu boirey yn ven? son t’ee er n’yannoo obbyr vie orrym’s. 
MAT.26.11	Son ta ny boghtyn eu kinjagh mêriu, agh mish cha vel eu kinjagh. 
MAT.26.12	Son liorish dy vel ee er gheayrtey yn ooil shoh er my chorp, t’ee er n’yannoo eh cour my oanluckey. 
MAT.26.13	Dy firrinagh ta mee gra riu, Cre-theihll y raad vees yn sushtal shoh er ny phreacheil, dy bee shoh myrgeddin ta’n ven shoh er n’yannoo, er ny imraa ayns cooinaghtyn j’ee.
MAT.26.14	Eisht hie fer jeh’n daa ostyl yeig, va enmyssit Yuaase Iscariot, gys ny ard-saggyrtyn, 
MAT.26.15	As dooyrt eh roo, Cre ver shiu dooys, as livrey-ym diuish eh? As choard ad rish son 
MAT.26.16	As veih’n traa shen v’eh shirrey caa dy vrah eh.
MAT.26.17	Nish er y chied laa jeh feailley yn arran-caisht, haink e ostyllyn gys Yeesey, as dooyrt ad rish, Cre’n raad sailt shin dy yannoo aarloo er dty hon dy ee yn eayn-caisht? 
MAT.26.18	As dooyrt eh, Gow-jee gys yn ard-valley gys lheid y dooinney shen, as abbyr-jee rish, Ta’n mainshter gra, Ta my hraa er-gerrey, freill-ym y chaisht ec dty hie’s marish my ostyllyn. 
MAT.26.19	As ren adsyn myr va Yeesey er n’oardaghey daue, as daarlee ad yn eayn-caisht. 
MAT.26.20	Nish tra va’n fastyr er-jeet, hoie eh sheese marish yn daa ostyl yieg. 
MAT.26.21	As myr va’d gee, dooyrt eh, Dy firrinagh ta mee gra riu dy jean fer jiuish mish y vrah. 
MAT.26.22	As v’ad dy mooar seaghnit, as ren ad toshiaght dagh fer jeu dy ghra rish, Hiarn, nee orrym’s t’ou cheet? 
MAT.26.23	As dansoor eshyn, gra, Eshyn ta thummey e laue mârym ayns y chlaare, eh shen nee mish y vrah. 
MAT.26.24	Ta Mac y dooinney goll, myr te scruit jeh: agh smerg da’n dooinney shen liorish vees Mac y dooinney er ny vrah: s’mie veagh eh son y dooinney shen mannagh row eh rieau er jeet er y theihll. 
