MAT.1.1	Ísti karakata Jesukristueri sïrukueri, enga Dabidi ka Abrani uájpeka:
LUK.9.25	Jimbokachka, ¿ambe andanhaa iámu i parhakpenini andakorhenhatini enga jandiojku k'amajkukorhenhaaka o tsînchekorhenhani? 
LUK.9.26	Jimboka ne engarini jíndeni ka jucheti uandakuani k'uratsenharhiska, acheti Uájpajtu k'uratsenharhiati enga imeri t'íntskua jinguni junguaaka ka tátjemberi t'íntskua jinguni ka ánjeli pímbinhaxeticheri t'íntskua jinguni. 
LUK.9.27	Sési jimboksïnisï arhijka eskaksï máru engajtsï ixu jaka, nótkijtsï uarhini jauaka ka t'uínijtsï exeakia Diósïri irechekuani.
LUK.9.28	Iúmu tanimu jurhia ísï tátsekua enga íni ambe uandaxepka, Jesusi, Pédru, Santiagu ka Juánuni jinguni juátarhu máksï karhamaspti uandamukukorheni. 
LUK.9.29	Ka enga na uandamukukorheni jápka Jesusi ménderueni jánharhintaspti, ka imeri xukuparhakua kánekua urapentaspti ka mereani; 
LUK.9.30	ka tsimani achetichaksï xarharaspti ima jingunksï uandaxeni jarhani. Moisesispti ka Eliasï, 
LUK.9.31	sésiksï jásï ma t'íntskua uirhipandakorhetixapti ka Jesusiri níntskueri ambeksï uandaxexapti, eska Jerusaleni úkorhepiringa. 
LUK.9.32	Náuejkiksï Pédru ka imeri pámpiricha kánekua k'uínchani jápka, ísïksï jarhaspti tsínharhitini, ka exesptiksï Jesusiri t'íntskuani ka tsimani achetichani engaksï ima jinguni jápka. 
LUK.9.33	Engaksï ima acheticha na Jesusini jarharentani jápkia, Pédru arhispti:
LUK.9.33	–Jurhentpiri, ¡sési úska jucha ixu jarhani! Tanimu uapajtsïtakuachi úaka: Ma chéti, máteru Moisesiri ka máteru Eliasïri.
LUK.9.33	K'óru Pédru no mítespti ambesï uandani jápi. 
LUK.9.34	Enga uandani jápka, janikua ma karhakua niarakuaspti, ka engaksï xúmurhu jápkia chésptiksï. 
LUK.9.35	Jimajkani xúmurhu uandakua ma kurhakorhespti, enga arhipka: “I jucheti Uátsïtisti, jucheti Erakukata: Kurhajcha je.”
LUK.9.36	Enga na pínandepkia, Jesusi jandiojku pakaraspti. Ka imaksï míani pakaraspti indeni ambe ka jiákani ísïksï nónemani aianguspti.
LUK.9.37	Pauandekuarhu engaksï na juátarhu kétsentapkia, uánekua ninhaspti Jesusini kúntani. 
LUK.9.38	Ka acheti ma teruakuni isï uératini uinhachakuarhu arhispti:
LUK.9.38	–Jurhentpiri, jimboatakua sáni, tataka sapichunirini exeche jimbokani íntkusïni kámka; 
LUK.9.39	nósesi jásï ma jupintasïndi, ka uinhachatarasïndi ka p'íntatarasïndi ka k'uruata uéchatarasïndi. Nósesi kámasïndi ka no uéksïndi jurajkuni. 
LUK.9.40	Kómarhiaskia chéti jurhengorherichani eskaksï imani espirituni petarhetantaaka, ka nóksï ústi.
LUK.9.41	Jesusi arhispti imechani engaksï chúxapani jápka:
LUK.9.41	–¡Áke cha engajtsï ísï no jakajkujka ka nójtsï ambarhani! ¿Na jatini jamberi chánksïni jinguni jaua ka tekaachentanksïni jarhani? Juácherini axu chéti sapini.
LUK.9.42	Enga tataka sapichu andarherani jápka, nóambakiti tataka sapichuni k'uanintskaraspti ka ménderu p'íntatarani; ka Jesusi nósesi jásïni xukaspti, tataka sapichuni ambakerantaspti ka tátjembani íntskuntani. 
LUK.9.43	Ka iámenduechaksï Diósïri k'érikuani exerini ísku pakaraspti.
LUK.9.43	Enga jamberi ísku pakareranhatini janhapka xénhani ima ambe enga Jesusi úempka, Jesusi jurhengorheri jémbechani arhiaspti: 
LUK.9.44	–Sési kurha je íni ka ásï mirikurhi je: Acheti Uájpa parhakpeni anapuechani intsïnharhitanhaati.
LUK.9.45	K'óruksï ima no kurhangusïrempti ima ambesï arhiani jápi, jimbokaksï kurhangukua nótki mítamenhasïrempka engaksï jimbo jánhaskatarapiringa; támtuksï chésïrempti arhini Jesusini eska jánhaskataraapiringa.
LUK.9.46	Jiájkani isïksï jurhengorhericha uénaspti arhijperani ne imecheri sánderu k'éri ambepirini. 
LUK.9.47	Jesusi mítetini ambe eskaksï eratseni jápka, tataka sapichuni ma antsïtaspti, ima jinguni péraspti, 
LUK.9.48	ka arhiaspti:
LUK.9.48	–Ima enga íni tataka sapichuni jucheti jakangurhikua jimbo sési kámka, jíndendini sési jiókaxati, ka ne engarini jíndeni sési erokajka, imantu sési jiókasïndi engarini axaka. Ísï jimbo, ima enga sánderu nómbemeka cha iámenduecheri, imasï sánderu ambeti.
LUK.9.49	Juánu arhispti:
LUK.9.49	–Jurhentpiri, exeskachi ma enga chéti jakangurhikua jimbo nóambakitichani pétarhpeantaani jápka; nóchi jiaretaska, jimboka no jucha jinguniska.
LUK.9.50	Jesusi arhispti:
LUK.9.50	–Ásï no jiáreta je, jimboka ne engajtsïni no ójkutajka, imaksï jucha jingunistiksï.
LUK.9.51	Enga na niárani jápkia jurhiata enga Jesusi auandarhu kénchentapiringa, uinhauinhajtsïparini uéraspti Jerusaleni nirani. 
LUK.9.52	Uandakua párichani urhetatapaaspti, ka imaksï niraspti Samaria isï, ireta sapichurhu ma, Jesusini jájkorhekua jirinhakuni; 
LUK.9.53	ka Samaria anapuechaksï no jiókaspti, jimbokaksï mítetixapka eska Jerusaleni niraxamempka. 
LUK.9.54	Engaksï jurhengorheri jémbecha Santiagu ka Juánu ísï exepka, arhisptiksï:
LUK.9.54	–Acha, ¿uéksïndi eskachi juramuaka eska auandarhu uératini chpíri kétseaka, ka eska indechani k'amajkuauaka?
LUK.9.55	Ka Jesusi p'irhipakorhespti ka xukaani. 
LUK.9.56	Tátsekuaksï máteru ireta jimbo niraspti.
LUK.9.57	Xanhari jimbo, acheti ma Jesusini arhispti:
LUK.9.57	–Acha, uéksïngakini chúxapani nani uéjkiri nirani.
LUK.9.58	Jesusi arhispti:
LUK.9.58	–Jiuatsïchaksï irekua jatsikorhesti ka káratichaksï xerekua jatsikorhesti; ka acheti Uájpa no jatsisti nani uirhundeni.
LUK.9.59	Jesusi máteruni arhispti:
LUK.9.59	–Chúxapurini.
LUK.9.59	Ka ima arhini:
LUK.9.59	–Acha, jurajkuni urheta nirani táteni jatsintani.
LUK.9.60	Jesusi arhispti:
LUK.9.60	–Jurajkuksï uarhiricha imecheri uarhirichani jatsikorheantaani; t'u jáma Diósïri irechekuani uandantani.
LUK.9.61	Máteru uandaspti:
LUK.9.61	–Acha, jíkini uéksïnga chúxapani, k'óru erokarini, jurajkuni urheta nirani juchenio uandanukorheni.
LUK.9.62	Ka Jesusi arhispti:
LUK.9.62	–Ima enga jupikajka tarherakuani ka útasï eraparhani jarhani, Diósïri irechekuarhu no marhuasïndi.
LUK.10.1	Tátsekua enga na i ambe úkorhepkia, Acha máteru tanimu ekuatse témbeni tsimani erakuaspti, (72) ka tsimandani axaaspti urhetatapaani iámendu iretecharhu enga ima niárapiringa.
LUK.10.2	Arhiaspti: “Sési jimbo p'ikuntskua kánesti, ka p'ikuntstichaksï sántkuesti. Jimbo, arhi je cha Achani enga p'ikuntskua jatsika eska axauaka p'ikuntstichani p'ikuntani. 
LUK.10.3	Cha ni je; exe je eskaksïni karichi sapirhati, jiuatsïchani inchachataani isï axaxaka. 
LUK.10.4	Tumina ásï pa je ka akuajtu ásï pa je, ka kuarhachijtu ásï pa je; ka ásï nemani jimbo p'íngukorhema je uandajpeni. 
LUK.10.5	Ekajtsï inchajka nemo, urheta uandajpe je, arhiparini: ‘Ixu sési jánhe,’ 
LUK.10.6	Ka enga jima sési janhaka, chári sési jakua imechani andarheraati; ka eka no ísïka chájtsï nómbema tsîtaaka. 
LUK.10.7	Imani k'umanchekuarhu pakara je ka a je ka itsïma je ambe engajtsï intsïmbenhajka, jimboka uétarhesïnga eska ánchekorheri maiamunhaaka. Ásï axu ka axu inchapu je. 
LUK.10.8	Engajtsï ma iretarhu niáratini jiónhaaka, a je ambe engaksïni jatsiracheaka; 
LUK.10.9	iámendu p'amenchatichani ambakerantaa je, ka arhia je: ‘Diósïri irechekuaksïni andarheraxatiia.’ 
LUK.10.10	Ka engaksïni mápuru iretarhu no jiókaska, xanharu jimbo ni je uandaparini: 
LUK.10.11	‘¡Chári ireteri t'upuri jamberichi uauanduntaxaka chánksïni nósesi xécheni! K'óru míte je eskaksïni Diósïri irechekua andarheraxakaia.’ 
LUK.10.12	Arhixakaksïni eska Sodoma no xáni nósesi kánhaska eska inde ireta na kánhaaka.”
LUK.10.13	“¡Áke t'u Korasini! ¡Áke t'u Betsaida! Jimboka eka Tiro ka Sidoni únhapiringa milagru enga ixu úkorheka, ióntkiksïsï ch'ech'erasï ambe jukarini ka t'upuri japu atajtsïparini Diósïni andarhentapiringa. 
LUK.10.14	K'órujtsï cha imani jurhiatekua arhinharhikperakuarhu sánderu nósesi kánhaaka, eskaksï ima engaksï Tiro ka Sidoni anapueka. 
LUK.10.15	Ka t'u, Kafarnaumi, ¿Tsípestakorhexakiri eskari auandarhu jamberi karhatanhaaka? ¡Sánderuri uarhicho jamberisï andanheraaka!”
LUK.10.16	“Ima engaksïni kurhajchajka chánksïni, jíndenisï kurhajchajti; ka ima engaksïni no jiókajka, jíndenisï no jiókajti; ka ne engarini jíndeni no jiókajka, imanisï no jiókorhejti engarini axaka.”
LUK.10.17	Ima tanimu ekuatse témbeni tsimanksï kánekua tsípeparini k'uanhatsentaspti, uandaparinksï:
LUK.10.17	–¡Acha, chéti jakangurhikuani jimbojtsïni nóambakiticha jamberi kurhajchasïndi!
LUK.10.18	Ka Jesusi uandaspti:
LUK.10.18	–Ísïsti, jimbokani ji exespka enga Nóambakiti auandarhu uératini piritakueni uekorheka. 
LUK.10.19	Jíksïni íntskuska uinhapekua chánksïni eskajtsï úaka akuitsechani ka k'uarapuechani jatanduani, ka eskajtsï andaaka iámendu uinhapekua ménderueni eratseticheri, ka nójtsï ambe ma úkorhenchani. 
LUK.10.20	K'óru ásï tsípe je engaksïni espirituecha kurhandirachejka, sánderu imani jimbojtsïsï tsípeaka enga chári jakangurhikua auandarhu pakaratini jakaia.
LUK.10.21	Enga na ísï arhiapkia, Jesusi Espiritu Sántuni iámu incharhekorhetini uandaspti: “K'éri ambeskari, Táte, auanda ka parhakpeniri Acha, jimbokari exeraaska sapirhatichani imani ambe engari jískakuaka kánekua jurhendichani ka kurhangutichani. Jo Táte jimbokari ísï uékaska.”
LUK.10.22	“Jucheti Táterini iámu ambe íntskusti. Nónema mítesti nésï uájpe, Tátejku; ka nónema mítesti nésï Táte, Uájpajku ka imajku enga Uájpa uékaaka mítetarani.”
LUK.10.23	Jurhengorherichani andarhentaatini imechanku arhiaspti: “Imaksï k'ória engaksï exeaka imani ambe enga cha exeni jaka; 
LUK.10.24	jimbokaksïni aianguxaka eskaksï uánekua Diósïri uandaricha ka irechecha uékaska exeni íni ambe enga cha exeni jaka, ka nóksï exesti; uékastiksï kurhani íni ambe enga cha kurhani jaka ka nóksï kurhasti.”
LUK.10.25	Juramukua jurhentpiri ma niraspti Jesusini uandaxekuni, ka ts'éjkuni uékani kurhamarhespti:
LUK.10.25	–Jurhentpiri, ¿ji néna jámaa eskani úaka méntku isï anapu tsípekua p'irani?
LUK.10.26	Ka Jesusi arhispti:
LUK.10.26	–¿Andi juramukuarhu néna karakata jarhaski? ¿O t'u ambe arhintasïnki?
LUK.10.27	Ka ima juramukua jurhentpiri arhispti:
LUK.10.27	Chéti Acha Diósïni iámu chéti mintsita jinguni íntskukorhentsï ka iámu chéti álma jinguni ka iámu chéti uinhapekua jinguni ka iámu chéti kurhangukua jinguni; ka máteru nemani xáni xénhcha eskari t'u xáni xénhchakorhejka.
LUK.10.28	Ka Jesusi arhispti:
LUK.10.28	–Sésiri arhiska. Ekari ísï jámaaka tsípekuari jatsiaka.
LUK.10.29	K'óru juramukua jurhentpiri, ójchakurani uékani imani enga kurhangorhepka, arhispti Jesusini:
LUK.10.29	–¿Ka nésï máteru nemeia?
LUK.10.30	Jimajkani Jesusi arhispti:
LUK.10.30	–Acheti ma xanhari jimbo niraxapti enga Jerusaleni uératini Jeriko niárajka, ka kuárhukpiticha máruksï kuárhukuspti ka takusï jamberiksï euakorhespti; atasptiksï ka níntanksï, uándikuxaptiksïa. 
LUK.10.31	Táta ma jimesï nitamaxapti; ka enga exepka, ísku uanondaspti ka terutsemani nirani. 
LUK.10.32	Tiósïo jándi májtu jimesï niraxapti, enga na exepka, imajtu ísku uanondaspti ka terutsemani nirani. 
LUK.10.33	Samaria anapu ma k'óru enga jimesï nitamatipka, ísï exerini p'amojkuspti. 
LUK.10.34	Andarheraspti ka sïpiati atamakuspti ka jomakuni. Ka jimajku ch'anchakirhu jatsiraspti ka jájkorhekuarhu páspti ka sési kámaxapti. 
LUK.10.35	Pauandekuarhu, ima Samaria anapu p'íarhaspti tsimani jurhia andakata ka jájkorhekua jatsirini íntskuspti ka arhini: Exe je íni achetini, ka engajtsï sánderu úraska, jíksïni maiamumunguaka. 
LUK.10.36	Ka ia, ¿ima tanimueri, néniri xésïnki eska sési kámaska imani engaksï kuárhukupka?
LUK.10.37	Ka ima juramukua jurhentpiri arhispti:
LUK.10.37	–Ima enga p'amojkupka.
LUK.10.37	Jesusi arhispti:
LUK.10.37	–Ka níchka, ka t'újtu méntkueni jáma.
LUK.10.38	Jesusi xanharasptiteru ka ireta sapichurhu ma niáraspti, jima iretarhu enga nanaka ma Márta arhikorhe pápka mintsikorhetarani. 
LUK.10.39	Márta jingunekuani ma kámasïrempti enga Maria arhinhempka, ima uaxandentaspti Jesusini kurhajchani. 
LUK.10.40	Ka Márta, enga xáni uánekua ambe úkua jimbo jatajchakukorheni jápkia, andarheraspti Jesusini ka arhini:
LUK.10.40	–Acha, ¿nóri ambe ma sáni uandasïnki engarini jucheti jingunekua jandiojku jurarkucheka iámendu úkua? Arhi eskarini jarhuataaka.
LUK.10.41	Ka Jesusi arhispti:
LUK.10.41	–¡Mártata! Uánekua ambe jimbori uandanheaxaka ka uánekua ambe jimbori no andajkorhexaka, 
LUK.10.42	ka ma ambejkusï uétarhejti. Maria imani erakusti enga sánderu ambakiti ambeka, ka nónema euantaati.
LUK.11.1	Ma xanhari Jesusi uandamukukorhexapti; ka enga na k'amarapka, jurhengorheri jémba ma arhispti:
LUK.11.1	–Acha, jurhendajtsïni uandamukukorheni, méntkueni eska Juánu jurhengorheri jémbechani na jurhendaapka.
LUK.11.2	Jesusi arhiaspti:
LUK.11.2	–Na engajtsï jatini uandamukukorheaka, arhi je:
LUK.11.2	Táte, chéti jakangurhikua k'éristi.
LUK.11.2	Chéti irechekuajtsïni janoche.
LUK.11.3	Mándani pauanijtsïni t'irekua íntsku.
LUK.11.4	K'amanharhintskuechantsïni púacheantsï,
LUK.11.4	ísï eskani juchajtuni na púakuantajka
LUK.11.4	iámendu imechani engajtsïni jánhechejka.
LUK.11.4	Ásïjtsïni jiáreta eskachi nósesi jásï ambe únhchaaka,
LUK.11.4	[sánderu sáni, nóambakitintsïni kénditache.]
LUK.11.5	Jesusi arhiasptiteru:
LUK.11.5	–Ju je eranhaskani eska cha ma ísï p'íchpirini ma kámsïnga, ka eskaksïni ima terujkani chúrekua uámutachesïnga ka arhinksïni: P'íchpiri, tanimu echakua kurhindarini p'ítseta, 
LUK.11.6	jimboka jucheti p'íchpiri ma iauani uératini iáiasï janoska, ka nómbema jatsiska ambe íntskuni. 
LUK.11.7	Ka eska ima incharini jatinku arhintaaka: Ásïrini ójkutani ja; míkorhexatia, ixu k'uínnhaxatia. Nóteruni úakia jauarani t'úngeni ambe íntskuni. 
LUK.11.8	Arhiakaksïni eska jauaraaka, no jimboka p'íchpiri jémbeska, sánderu sáni jimboka niáchataskia, jauaraati ka iámu ambe íntskuati ambe enga xáni uékani jaka. 
LUK.11.9	Ísï jimboksïni arhisïnga: Kurhajkorhe je, ka intsïnhakajtsï; jirinha je, ka xéntaakajtsï, uámutatspe je, ka mítamenhaakajtsï. 
LUK.11.10	Jimboka ima enga kurhajkorhejka, intsïnhasïndi; ka ima enga jirinhajka, xéntasïndi; ka ima enga uámutatspejka, mítamenhasïndi.
LUK.11.11	“Cha ma ísï engajtsï sapichani káajka, ¿tekaapirini akuitse ma íntskuni chári sapini engaksïni kurucha kurhacheni jauaka? 
LUK.11.12	O ¿k'uarapu ma íntskuni ekaksïni ima t'irekua kurhacheni jauaka? 
LUK.11.13	Nándijtsï chéia engajtsï no ambarhaka, jurhenaskajtsï chári sapichani sési ambe íntsaani, ¡na xáni no Diósï auandarhu anapu Espiritu Sántuni íntsaua imechani engaksï kurhakuaka!”
LUK.11.14	Jesusi nóambakitini petarhetantaxapti achetini ma enga nunuxipka; ka enga na nóambakiti uérhentapkia, nunuxi uénaspti uandani. Ka ísku pakareranhaspti, 
LUK.11.15	ka máruksï uandaspti: “Belsebu, nóambakiticheri k'éri íntskusti uinhapekua eska úaka nóambakitichani petarhpeantani.”
LUK.11.16	Máteruksï, uékani ts'éjkuni arhisptiksï eska auandarhu mínda ma xarhatakuapiringa. 
LUK.11.17	Ka Jesusi, míteparini ambe engaksï eratseni jápka, arhiaspti:
LUK.11.17	“Náki uéjki ma juramukua arhukurhitini, jandiojku k'amakurhikorhesïndi, ka k'umanchekuarhu uarhiperanhatini k'amandenhasïndi. 
LUK.11.18	Ístu, enga Nóambakiti arhukurhikorheska, ¿nénateru juramua? Íni ambe uandasïnga jimbokajtsï cha uinhamu uandaxaka eskani ji nóambakiti Belsebu jimbo nóambakitichani petarhpentasïnga; 
LUK.11.19	ka enga ambe ísïka, ¿chári jurhengorherichani ne íntsasïni uinhapekua eskaksï úaka nóambakitichani petarhpentani? Jimbo, imajkuksïni chánksïni uekajpaati. 
LUK.11.20	Ka engani ji Diósïri uinhapekua jimbo nóambakitichani petarhpentajka, arhikuekasïndi eskaksïni Diósïri irechekua janocheskia.”
LUK.11.21	“Enga acheti uinhapiti ma atajpetarakuechani jingunku jatsiaka ka kuáni jarhani imeri k'umanchekuani, nómbema sïpamenhaati enga xáni ambe jima patsani jaka. 
LUK.11.22	K'óru enga jurhajka máteru sánderu uinhapiti ma ka andani, euakorheati atajpetarakuechani enga sési xékorhetarempka, ka imeri kángorhekua arhungustpeati.”
LUK.11.23	“Ne enga no jíndeni jingunika, jucheti ikiatspiristi, ka ima enga no jíndeni jinguni tánantajka etsandurhisïndi.”
LUK.11.24	“Enga nósesi jásï espiritu ma nemani uérhentajka, k'arhik'arhindu jámani jarhasïndi jirinhani nani mintsikorheni; ka enga no xéntajka, uandasïndi: Jucheti k'umanchekuarhu k'uanhatsentaaka, jima engani uéraka. 
LUK.11.25	Ka enga na k'uanhatsentajka, ísï xéntasïndi eska k'umanchekua ma enga sési péntskata jarhajka ka sési k'arhatakata. 
LUK.11.26	Jimajkani nirasïndi ka máteru iúmu tsimani sánderu nósesi járhatichani espirituechani tánantaasïndi, ka iámenduksï imani incharhesïndi jima irekorheni, ka tátsekua sánderu nósesi jarhasïndia.”
LUK.11.27	Enga Jesusi íni ambe uandani jápka, uarhiti ma teruakuni ísï uératini uinhachaspti:
LUK.11.27	–¡Tsípe ima nana engakini kángorheka ka t'arhexerankini!
LUK.11.28	Ima arhispti:
LUK.11.28	–¡Sánderu sánksï imasï tsípeati engaksï kurhajka ambe enga Diósï uandajka, ka engaksï kurhandirakujka!
LUK.11.29	Sánderu uánepanhaxapti Jesusini kurhajchani, ka ima uénaspti arhiani: “Iásï anapuecha jukari no ambarhanhasti; míndaksï kurhajkorhesïndi eskaksï xéranhaaka, enga úka, xánderku ísïksï xarhatamenhaatia eska Jonasi na xarharapka. 
LUK.11.30	Jimboka májkueni eskaksï Nínibe anapuecha na Jonasini axamenhapka, iásï anapuechajtuksï májkueni acheti Uájpani axamenhasti. 
LUK.11.31	Ima jurhia kurhamarhperantskuarhu, engaksï iásï anapuecha terunharhitanhaaka, kétsemani anapu nana irecha arhinharhikuauati; jimboka íni parhakpeni ima sánderu iauani uératini jurhaska Salomoniri mímixekuani kurhani, ka ima enga ixu jaka Salomoni jinguni sánderu k'éri ambesti. 
LUK.11.32	Imani jurhiatekua kurhamarhperantskuarhu Nínibe anapuechajtuksï jauaraati, engaksï iásï anapuecha arhinharhikunhani janhaaka, ka imajtuksï arhinharhikuauati; jimbokaksï Nínibe anapuecha móantaspka engaksï Jonasiri aiangpekuani kurhapka, ka Jonasi jinguni sánderu k'éri ambesti ima enga ixu jaka.”
LUK.11.33	“Nónema étskusïndi erajkutarakua ma ka jískani o kápchakurani, iótakuarhusï pérajti, eska ne engaksï inchaaka erajkuaka. 
LUK.11.34	Chéti éskuechaksï erajkutarakuesti; ka engaksï ambakeka, iámu chéti anhanhatakua erajkukuarhu jámani jauati; ka ekaksï nóambarhaka, chéti anhanhatakorhekua pájpakandu jámani jauati. 
LUK.11.35	Xéparini eska erajkutarakua enga t'u jatanhetini jaka no pájpakandekueka. 
LUK.11.36	Jimboka eka iámu chéti anhanhatakua erajkutarakua kámka ka nósani pájpakaxeni, iámu amberi sési exeaka, ísï eska jiájkani engakini erajkutarakua ma t'íntskaracheni jarhajka.”
LUK.11.37	Enga Jesusi k'amarapkia uandani, fariseo ma imo p'imarhespti t'irerani, ka Jesusi niraspti ka uaxakapani t'ireni. 
LUK.11.38	Fariseo ísku pakaraspti enga exepka eska no urheta jupajkuspka t'ireni jámani, eska no ísï úspka eska na p'indekuepka. 
LUK.11.39	Ka Acha arhispti:
LUK.11.39	–Chájtsï fariseouecha tsúntsuni ka urhanini kutsuparhakuantasïnga, ka incharini ísïjtsï uinirixaka imani ambe enga sïpakateka ka nósesi andakateni. 
LUK.11.40	¡Inchandimecha! ¿Nójtsï míteski eska ima enga inchanhetini anapu ambe úka, táparhakuni anapu ambejtu ima úska? 
LUK.11.41	No jatsikorherichani mintsita jinguni intsïmbea je, ka ísïjtsï iámu pímpinhaxentaaka.
LUK.11.42	“¡Áke cha, fariseouecha! Engajtsï Diósïni sáni arhutakujka iámendu jásï xakua engajtsï ikarakorhejka, ka nójtsï úsïnga sési pájperani ka xénhchperani eska Diósï na uéjka. Jimboka tsimani ambesï úkueka.”
LUK.11.43	“Áke cha fariseouecha engajtsï k'érikuarhu uaxakanhchajka ka uékantsï eskaksïni xanhari jimbo k'éri ambeni uandajpaaka.”
LUK.11.44	“¡Áke cha, engajtsï ísïka eska uarhiri jatsintskata! Enga t'auajchakunhajka no míteparini eska jima jarhasïnga.”
LUK.11.45	Jimajkani juramukua jurhentpiri ma arhispti:
