MAT.1.1	Ɗe'e ngoni inɗe maama'en Yeesu Almasiihu lenyol Dawda, Dawda lenyol Ibraahim.
MAT.19.17	Sey Yeesu wi'imo, “Ngam ɗume ƴamataayam dow geetum? E woodi geeto go'oto tan. Taa yiɗi keɓaa yonki ki re'ataa, tokku ko Attawra wi'i.”
MAT.19.18	Sey o wi'i Yeesu, “Ɗume Attawra wi'i?”
MAT.19.18	Sey Yeesu wi'i, “Taa' waɗu warhoore. Taa' waɗu njeenu. Taa' wujju. Taa' hokku ceyda fewre. 
MAT.19.19	Hokku nyaako maaɗa e maduujo maaɗa mangu. Yiɗu bandiraawo maaɗa no ngiɗirɗaa hoore maaɗa.”
MAT.19.20	Sey kayeejo on wi'imo, “E mi waɗa fuu fii ɗu'um. Ko horaniiyam kadin?”
MAT.19.21	Yeesu wi'imo, “Taa yiɗi ngartaa kewɗo, yahu, cooraa ko ngooduɗaa fuu, kokkaa ɓe ngalanaa ceede ɗen, nden a heɓay mbarjaari ton dow. Nden ngaraa, tokkaayam.”
MAT.19.22	Nde kayeejo on nani non, o dilli o nanaayi belɗum, ngam e mo woodi risku ɗuɗɗum.
MAT.19.23	Sey Yeesu wi'i tokkuɓemo, “E mi wi'a'on goonga, e ɗum saɗi naa' seɗɗa diskuɗo natta Laamu Allah. 
MAT.19.24	Ɗonmaa e mi wi'a'on, ɗum ɓuray hoyki ngeelooba tokka nder yolnde baatal dow diskuɗo natta Laamu Allah.”
MAT.19.25	Nde tokkuɓemo nani non, ɓe kayɗini naa' seɗɗa, ɓe mbi'i, “Too, to ɗum non, moye hisata?”
MAT.19.26	Ammaa Yeesu raariɓe, wi'i, “To yimɓe ɗum waɗataako, ammaa to Allah koo ɗume ɗum gaɗotooɗum.”
MAT.19.27	Sey Biiturus wi'i, “Too, raɗɗum, minon min alii koo ɗume min tokkiima. Ko min keɓata?”
MAT.19.28	Yeesu wi'iɓe, “E mi wi'a'on goonga, e jaamanu garayɗum, to Ɓii Neɗɗo jooɗake dow jooɗorgal laamu muuɗum ɗum teddungal, onon tokkuɓeyam onon maa on njooɗoto dow jooɗorle laamu sappo e ɗiɗi, on laamoo lenyi Israa'iila sappo e ɗiɗi.
MAT.19.29	Ɗonmaa koo moye aluɗo gureeje, koo sakiraaɓe muuɗum worɓe koo rewɓe, koo nyaako, koo maduujo, koo ɓiɓɓe, koo gese ngam am, o heɓay ko ɓuri non nde 100, nden o heɓay yonki ki re'ataa. 
MAT.19.30	Ammaa yimɓe ɗuɗɓe artuɓe ɓe ngartay cakitiiɓe, nden cakitiiɓe ngartay artuɓe.
MAT.20.1	“Laamu Allah e nandi e goɗɗo joomu ngesa burtiiɗo ilaa subaka ngam o heɓa huwooɓe to ngesa inabooje maako. 
MAT.20.2	O waadi e maɓɓe o yoɓayɓe yamnde ajurfaari go'o e nyalnde, sey o wi'iɓe ɓe njaha ngesa kan. 
MAT.20.3	Nde o wurtii faro njamndi joweenayi subaka, sey o yi'i woɓɓe e njooɗii e meere nder luumo. 
MAT.20.4	Sey o wi'iɓe, ‘Onon maa njahee ngesa am, mi yoɓay'on ko haani.’ Sey ɓe njahi. 
MAT.20.5	Nde o fuɗɗiti o wurtii, o waɗi non faro caka nyalawma e faro njamndi tati alaasara. 
MAT.20.6	Faro njamndi jowi alaasara o fuɗɗiti o wurtii o tawi woɓɓe e ndarii, o wi'iɓe, ‘Ngam ɗume nyalluɗon on ndarii e meere?’ 
MAT.20.7	Sey ɓe mbi'imo, ‘Ngam walaa koccuɗomin kuugal.’ Sey o wi'iɓe, ‘Onon maa njahee ngesa am.’
MAT.20.8	“Nde futuro waɗi, joomu ngesa on wi'i paamanoowo kuugal ngesa kan, ‘Noddoy huwooɓe ɓen, njoɓaaɓe njoɓaari maɓɓe, artiraa cakitiiɓe ɓen haa yaaki arande'en ɓen.’
MAT.20.9	Nde koccaaɓe faro njamndi jowi alaasara ngari, koo moye hokkaa yamnde ajurfaari go'o. 
MAT.20.10	Ngam non, nde arande'en ngari, e ɓe kammii ɓe keɓay ko ɓuri non, ammaa koo moye maɓɓe hokkaa yamnde ajurfaari go'o. 
MAT.20.11	Nde ɓe njaɓi ceede ɗen, ɓe metitani joomu ngesa on, 
MAT.20.12	e ɓe mbi'a, ‘Ɓe'e cakitiiɓe e waruki, carel seɗɗa tan ɓe kuwi, nden a hokkiiɓe no kokkuɗaamin, minon nyalluɓe nder naange e kuwa.’ 
MAT.20.13	Sey o nootii, o wi'i go'oto nder maɓɓe, ‘Higo, mi hallanaayima. Naa' en ngaadii dow yamnde ajurfaari go'o e nyalnde? 
MAT.20.14	Jaɓu njoɓaari maaɗa, ndillaa. Min yiɗi hokkuki cakitiiɓe ɓen no kokkumaami. 
MAT.20.15	Mi walaa laamu mi waɗa no ngiɗumi waɗuki e ceede am? Koo a nana lawliiru ngam mi waɗi ko wooɗi?’ ”
MAT.20.16	Nden o yottini e wiiki, “Non yimɓe cakitiiɓe ɓe ngartay artuɓe, nden artuɓe ngartay cakitiiɓe.”
MAT.20.17	Yeesu e tokkuɓemo e dow ɗatal yaaki Urucaliima, sey o noddiɓe wuttudu laawol, o wi'iɓe, 
MAT.20.18	“Raɗɗum, en njahay Urucaliima, nden ɗum waɗay Ɓii Neɗɗo nder juuɗe mawɓe ardiiɓe diina e moodiɓɓe Attawra. Ɓe taƴanaymo kiita mayde, 
MAT.20.19	ɓe ngaɗamo nder juuɗe heeferɓe ɓe njukkitamo, ɓe piyamo, ɓe mbaramo dow gaafaangal. Nden nyalnde tatawre ɗum umminaymo daga mayde.”
MAT.20.20	Sey maduujo ɓiɓɓe Jabadi wari to Yeesu e ɓiɓɓe maako o diccii yeeso maako, ngam o toroomo goɗɗum.
MAT.20.21	Sey Yeesu wi'imo, “Ko ngiɗɗaa?”
MAT.20.21	Maduujo on wi'imo, “Waɗu ɓiɓɓe am ɓe'e ɗiɗo njooɗoo wuttudu jooɗorgal maaɗa nder Laamu maaɗa, go'oto nyaamo maaɗa go'oto nano maaɗa.”
MAT.20.22	Ammaa Yeesu nootii, wi'i, “On andaa ko torotooɗon. On mbaaway njaron iri jardugel torra ngel njaraymi yeeso ɗo'o?”
MAT.20.22	Ɓe mbi'imo, “Ee, min mbaaway.”
MAT.20.23	Sey Yeesu wi'iɓe, “Ee, on njaray iri jardugel torra ngel njaraymi, ammaa jooɗaaki e jungo am nyaamo e jungo am nano naa' min hokkataɗum. Ɗe'e bigeeje ɗum ɗe ɓen ɗon ɓe Nyaako am Mo Dow siryanii.”
MAT.20.24	Nde horiiɓe tokkuɓe Yeesu sappo nani non, ɓe puɗɗi monnanki Yaakubu e Yahaya. 
MAT.20.25	Ammaa Yeesu noddiɓe ɓe fuu, wi'iɓe, “On andi laamiiɓe yimɓe naa' Yahuudanko'en e kollaɓe laamu sembe, nden mawɓe maɓɓe maa e kolla ɓural. 
MAT.20.26	Ammaa onon, to' on ngaɗu non hakkunde mooɗon. Fuu giɗɗo warta mawɗo nder mooɗon doole warta jaggantooɗo'on.
MAT.20.27	Kadin fuu giɗɗo warta ardiiɗo mooɗon, doole o warta maccuɗo mooɗon.
MAT.20.28	Non maa Ɓii Neɗɗo warii naa' ngam o jagganee, ammaa ngam o jagganoo yimɓe, o hokka yonki maako ngam rimɗinki ɗuɗɓe.”
MAT.20.29	Yeesu e tokkuɓemo e mburtoo gariiri Jeriiko, sey yimɓe ɗuɗɓe tokkimo. 
MAT.20.30	Sey raa wumɓe ɗiɗo e njooɗii haade ɗatal. Nde ɓe nani Yeesu e ƴaɓɓoo, sey ɓe noddi sembee, “Moodibbo, Ɓiɗɗo Dawda, yurminanmin!”
MAT.20.31	Kawrutuɓe ɓen kaɓaniɓe ɓe nde''ita, ammaa ɓe ɓeydi nodduki e sembe, e ɓe mbi'a, “Moodibbo, Ɓiɗɗo Dawda, yurminanmin!”
MAT.20.32	Sey Yeesu darii, noddiɓe, wi'i, “Ko ngiɗɗon mi waɗana'on?”
MAT.20.33	Ɓe mbi'imo, “Moodibbo, e min ngiɗi mbumtinaamin.”
MAT.20.34	Yeesu nani jurumɗum maɓɓe, meemi gite maɓɓe. Ɗon e ɗon gite maɓɓe mbumti, ɓe tokkimo.
MAT.21.1	Nde Yeesu e tokkuɓemo ɓadii gariyel Betafaaji haade Urucaliima to Hocceere Nde Leɗɗe Jaytun, sey o lili tokkuɓemo ɗiɗo. 
MAT.21.2	O wi'iɓe, “Njahee nder gariyel gongel yeeso meeɗen. E nattuki mooɗon, on taway mbabba e haɓɓii e ɓinga maaga. Pittoyeeɗi ngaddanonyamɗi. 
MAT.21.3	To goɗɗo metanii'on, mbi'ee, ‘Moodibbo e yiɗi huutiraɗi, o waɗay ɗum wartiraɗi naa' ko neeɓi.’ ”
MAT.21.4	Non waɗii ngam ɗum hebbina ko Allah wi'i daga honduko Annabi Jakaariya, wiiki,
MAT.21.5	“Mbi'ee yimɓe Urucaliima,
MAT.21.5	‘Raa laamiiɗo mooɗon e wara to mooɗon!
MAT.21.5	O lestinɗo hoore e mo dow mbabba,
MAT.21.5	e dow mbabba mola pamara.’ ”
MAT.21.6	Sey tokkuɓemo ɓen ndilli, ngaɗi ko Yeesu wi'iɓe. 
MAT.21.7	Ɓe njaari mbabba ngan e ɓinga maaga, ɓe mbe''iti cuddaari maɓɓe dow maaji, o ƴenti o jooɗi. 
MAT.21.8	Yimɓe ɗuɗɓe hawrutuɓe mbe''iti cuddaari maɓɓe dow ɗatal ngal, woɓɓe boo ngewoyi haako to leɗɗe e mbe''itako dow ɗatal. 
MAT.21.9	Yimɓe ɗuɗɓe yahooɓe yeeso Yeesu e tokkirɓemo gaɗa e ɓe mbi'a e sembe, “Hosaana
MAT.21.10	Nde Yeesu natti Urucaliima, hakkiilo yimɓe gariiri ndin fuu ummii, e ɓe mbi'a, “Ɗum moye o'o?”
MAT.21.11	Sey yimɓe ɗuɗɓe ɓen jaadooɓe e Yeesu mbi'i, “Ɗum Yeesu, annabiijo daga gariiri Najarat nder leydi Galiili.”
MAT.21.12	Sey Yeesu natti Wuro Ceniingo riiwi soorooɓe e soodooɓe nder maggo. O talli teeburji gaylitooɓe ceede Roomanko'en yaaki ceede Wuro Ceniingo e jooɗorle coorooɓe pooli. 
MAT.21.13	O wi'iɓe, “Ɗum windaama Allah wi'ii, ‘Ɗum noddiray wuro am wuro do'aare,’ ammaa on ngartiriingo luuro wuyɓe!”
MAT.21.14	Sey wumɓe e laƴooɓe ngari to maako nder Wuro Ceniingo, o yamɗitiniɓe. 
MAT.21.15	Ammaa mawɓe ardiiɓe diina e moodiɓɓe Attawra nani monnere nde ɓe ngi'i kuuɗe kayɗiniiɗe ɗe o waɗi, haa sukahoy e mbi'a e sembe nder Wuro Ceniingo, “Hosaana to Ɓiɗɗo Dawda!” 
MAT.21.16	Ɓe mbi'imo, “A nana ko sukaaɓe ɓe'e mbi'ata?”
MAT.21.16	Yeesu nootii, wi'i, “Ee. On meeɗaayi janguki aayaare biinde, ‘An siryi sukahoy pamaroy e musinaykoy mantumaa?’ ”
MAT.21.17	Sey o dilli o aliɓe o wurtii gariiri ndin o yahi Betani o waali ton.
MAT.21.18	Nde weeti Yeesu e wartoya gariiri Urucaliima o nani weelo. 
MAT.21.19	Nde o yi'i wokki ibbi haade ɗatal, o yahi to maaki, ammaa o tawaayi goɗɗum to maaki sey haako tan. Sey o wi'iki, “Taa' fuɗɗutu ndimaa haa abadaa!” Ɗon e ɗon ki yoori.
MAT.21.20	Nde tokkuɓemo ngi'i non, ɓe kayɗini, ɓe mbi'i, “No ɗum waɗi ibbi ki'i yoori ɗon e ɗon?”
MAT.21.21	Yeesu nootii, wi'iɓe, “E mi wi'a'on goonga, to on ngoodi hoolaare, on ngalaa seko koo seɗɗa, on mbaaway ngaɗon ko ɓuri ko ngaɗanmi ibbi ki'i, haa maa to on mbi'ii hocceere nde'e, ‘Ɗoofa daga ɗo'o, kuboɗaa hoore maaɗa nder mbeela,’ sey nde waɗa non.
MAT.21.22	To on ngoodi hoolaare, fuu ko toriiɗon Allah on keɓayɗum.”
MAT.21.23	Nde Yeesu natti Wuro Ceniingo e mo nder ekkitinki, sey mawɓe ardiiɓe diina e mawɓe yimɓe ngari to maako mbi'i, “E laamu moye ngaɗataa kuuɗe ɗe'e? Moye hokkumaa laamu ɗum?”
MAT.21.24	Sey Yeesu nootii, wi'iɓe, “Min maa mi ƴamay'on. To on nootanakeyam, nden mi wi'ay'on e ɗume laamu ngaɗiraymi kuuɗe ɗe'e. 
MAT.21.25	Too, baptisma ɗum Yahaya waɗi, to Allah ɗum ƴiwoyi koo to yimɓe?”
MAT.21.25	Sey ɓe meddi hakkunde maɓɓe, ɓe mbi'i, “To en mbi'ii, ‘Daga to Allah ɗum ƴiwoyi,’ o wi'ay'en, ‘Ko waɗi on jaɓaayi ko o wi'i?’ 
MAT.21.26	Ammaa to en mbi'ii, ‘To yimɓe ɗum ƴiwoyi,’ en kula ko yimɓe ngaɗanta'en, ngam ɓe fuu ɓe njaɓii Yahaya o annabiijo.” 
MAT.21.27	Ngam non ɓe nootii, ɓe mbi'i Yeesu, “Min andaa.”
MAT.21.27	Yeesu wi'iɓe, “Non min maa, mi wi'ataa'on koo e ɗume laamu ngaɗiraymi kuuɗe ɗe'e.
MAT.21.28	“Too, no ngiiɗon? E woodi goɗɗo gooduɗo sukaaɓe ɗiɗo. O yahi to suka arandeejo on, o wi'i, ‘Ɓiɗɗo am, hande yahu ngesa inabooje kuwaa.’ 
MAT.21.29	Sey suka on wi'imo, ‘Mi yahataa.’ Ammaa daga gaɗa suka on wayliti nyumo muuɗum yahi. 
MAT.21.30	Sey nyaako on yahi to suka ɗiɗaɓo on wi'imo ko wi'i on ton suka arandeejo on. Suka on nootii, wi'i, ‘Too, mi yahay, Bappa,’ ammaa o yahaayi. 
MAT.21.31	Too, nder maɓɓe moye waɗi ko nyaako on yiɗi?”
MAT.21.31	Sey ɓe mbi'i, “Arandeejo on.”
MAT.21.31	Yeesu wi'iɓe, “E mi wi'a'on goonga, jaɓooɓe ceede leydi e kaaruwa'en e ɓe arta'on nattuki Laamu Allah. 
MAT.21.32	Ngam Yahaya warii hollii'on laawol aadilaaku, on koolaakimo. Ammaa jaɓooɓe ceede leydi e kaaruwa'en koolakemo. Koo nde ngiiɗon non, daga gaɗa on tuubaayi kooliiɗonmo.
MAT.21.33	“Too, raa goɗɗum misaalu. E woodi goɗɗo joomu ngesa gaɗuɗo ngesa inabooje, o howika, o wasi ngayka mawka nder tafaare ngam moyluki ndiyam daga nder inabooje ɗen, o mahi suudu towndu ngam reenuki ngesa kan. Sey o hokkika woɓɓe remooɓe mo''inaka, o dilli wondi leydi.
MAT.21.34	Nde carel ɓenduki inabooje ɗen waɗi, o lili maccuɓe maako to ɓe o hokki ngesa kan ngam ɓe njaɓonoyamo ko ɓe ngaaduno nder ko ɓendi. 
MAT.21.35	Ammaa ɓe nangiɓe ɓe piyi go'oto, ɓe mbari go'oto, ɓe kuborii go'oto kaaƴe. 
MAT.21.36	Sey o fuɗɗiti o lili woɓɓe maccuɓe maako ɓurɓe arande'en ɗuuɗuki. Kamɓe maa remooɓe ɓen ngaɗaniɓe non no ɓe ngaɗani arande'en ɓen. 
MAT.21.37	Gaɗa ɗon joomu ngesa on lili ɓiɗɗo maako to remooɓe ɓen, e mo wi'a, ‘Ɓe kokkay ɓiɗɗo am mangu.’ 
MAT.21.38	Ammaa nde ɓe o hokki ngesa kan ngi'i ɓiɗɗo on, sey ɓe mbi'i hakkunde maɓɓe, ‘Too! Raa donoowo joomu ngesa kan. Ngaree mbarenmo, ndonu ngesa kan warta ɗum meeɗen.’ 
MAT.21.39	Sey ɓe nangimo, ɓe mburtinimo nder ngesa kan, ɓe mbarimo.
MAT.21.40	“Too, to joomu ngesa on warii, ko o waɗanta ɓe o hokki ngesa ɓen?”
MAT.21.41	Sey ɓe mbi'imo, “O waɗanay kalluɓe ɓen ɗon wokki warki kalluki. O hokka woɓɓe ngesa kan kokkayɓemo daga nder ko ɓendi.”
MAT.21.42	Yeesu wi'iɓe, “On meeɗaayi janguki ko aayaaje mbi'i? Ɗe mbi'i,
MAT.21.42	‘Hayre nde mahooɓe nganyi,
MAT.21.42	kayre warti hayre ɓurnde darnuki maadi.
MAT.21.42	Ɗu'um ɗum kuugal Joomiraawo,
MAT.21.42	ɗum kayɗiniiɗum to meeɗen!’
MAT.21.43	“Ngam non e mi wi'a'on, ɗum jaɓay Laamu Allah to mooɗon ɗum hokkaɗum woɓɓe gaɗayɓe ko Allah yiɗi. 
MAT.21.44	Koo moye yanoyi dow hayre nden yewi yewinay; ammaa to hayre nden yanii dow goɗɗo, nde namaymo bo condi.”
MAT.21.45	Nde mawɓe ardiiɓe diina e Faarisanko'en nani misaalu feere‑feere ɗum o hokki, sey ɓe paami dow maɓɓe o meti. 
MAT.21.46	Sey ɓe ɗaɓɓiti laawol no ɓe nangirtamo, ammaa e ɓe kula yimɓe, ngam yimɓe ɓen njaɓii o annabiijo.
MAT.22.1	Sey Yeesu fuɗɗiti metiraniɓe misaalu, wi'i, 
MAT.22.2	“Ɗum nandinay Laamu Allah e goɗɗo laamiiɗo ciryaniiɗo ɓiɗɗo muuɗum humto teegal. 
MAT.22.3	O lili maccuɓe maako noddoya kumpitaaɓe humto ngon, ammaa kumpitaaɓe ɓen nganyi ngara. 
MAT.22.4	Sey o fuɗɗiti o lili woɓɓe maccuɓe maako, o wi'i, ‘Njahee mbi'on kumpitaaɓe ɓen, “Raɗɗum mi siryake nyamndu, ɗum hirsii ga'i e nyalbi payɗi, koo ɗume siryaama. Ngaree humto teegal ngal!” ’ 
MAT.22.5	Ammaa kumpitaaɓe ɓen ngannaayi. Go'oto yahi ngesa muuɗum, go'oto yahi luumo muuɗum. 
MAT.22.6	Horiiɓe ɓen nangi maccuɓe ɓen torriɓe, mbariɓe. 
MAT.22.7	Sey laamiiɗo on ɓerni naa' seɗɗa, lili sooji'en muuɗum ɓe kalki ɓen ɗon gaɗuɓe warhoore ɓe nguli gariiri maɓɓe. 
MAT.22.8	Sey o wi'i maccuɓe maako, ‘Humto teegal ngon siryaama, ammaa kumpitaaɓe ɓen ɓe potaayi warki. 
MAT.22.9	Ngam non njahee dow ɗate mawɗe, kumpiton fuu mo ngiiɗon wara humto ngon.’ 
MAT.22.10	Sey maccuɓe ɓen njahi dow ɗate ɗen ɓe ɓoptoyi koo moye mo ɓe tawi, fuu kalluɓe e ɓe ngikku boɗɗum, haa wuro humto ngon heewi hoɓɓe.
MAT.22.11	“Ammaa nde laamiiɗo on nattoyi ngam yi'a hoɓɓe ɓen, o yi'i goɗɗo nder maɓɓe mo ɓornaaki limce humto teegal. 
MAT.22.12	Sey o wi'imo, ‘Higo, no ɗum waɗi nattoyɗaa ɗo'o a ɓornaaki limce humto?’ Ammaa neɗɗo on dulli ko wi'ata. 
MAT.22.13	Sey laamiiɗo on wi'i kuwanooɓemo, ‘Kaɓɓee neɗɗo o'o juuɗe e koyɗe, paɗɗonmo nder nyiwre kallunde, to ɗum woyata ɗum nyerƴindira nyiiƴe.’ ”
MAT.22.14	Yeesu ɓeydi wiiki, “Yimɓe ɗuɗɓe kumpitaa, ammaa seɗɗa cuɓaa.”
MAT.22.15	Sey Faarisanko'en njahi kawti ko'e, kaɓɓi dabare no ɓe nangirta Yeesu dow ko o wi'i. 
MAT.22.16	Sey ɓe liloyi tokkuɓeɓe e yimɓe Hirudus, ɓe mbi'i, “Moodibbo, e min andi ko mbi'ataa e ko ngaɗataa ɗum goonga, a ekkitina dow laawol Allah e goonga, a hulataa ko yimɓe mbi'ata dow maaɗa, a hollataa feerootirol hakkunde yimɓe. 
MAT.22.17	Too, wi'umin, e yiiki maaɗa e haani min njoɓa Kaysar ceede leydi koo ɗum haanaayi?”
MAT.22.18	Ammaa Yeesu heɓti halleende maɓɓe, o wi'iɓe, “Ngam ɗume poondotonyam, onon munaafuki'en? 
MAT.22.19	Kolleeyam yamnde nde ɗum yoɓirta ceede leydi.”
MAT.22.19	Sey ɓe ngaddanimo yamnde go'o. 
MAT.22.20	Yeesu wi'iɓe, “Ɗowdi moye e inde moye woni dow mayre?”
MAT.22.21	Ɓe nootii, ɓe mbi'i, “Ɗum Kaysar.”
MAT.22.21	Sey Yeesu wi'iɓe, “Too, ngam non kokkee Kaysar ko woni ɗum Kaysar, nden kokkon Allah ko woni ɗum Allah.”
MAT.22.22	Nde ɓe nani non, ɓe kayɗini, ɓe alimo, ɓe ndilli.
MAT.22.23	Saadusanko'en e mbi'a walaa ummaaki mayɓe. E nyalnde nden, sey woɓɓe maɓɓe ngari to Yeesu, ɓe ƴamimo, ɓe mbi'i,
MAT.22.24	“Moodibbo, Annabi Muusa wi'ii to neɗɗo te'ii debbo maayii danyidaayi e maako, sakiraawo maako sey te'amo ngam heɓana sakiraawo muuɗum mayɗo ɓiɓɓe.
MAT.22.25	Too, ndenno e woodi woɓɓe sakiraaɓe worɓe njoweeɗiɗo nder amin. Afo on te'i debbo, maayi. Nde o danyidaayi e debbo on, o alanimo sakiraawo maako. 
MAT.22.26	Non maa ɗiɗaɓo on e tataɓo on haa njoweeɗiɗaɓo on waɗii non. 
MAT.22.27	Gaɗa maajum debbo on maa maayi. 
MAT.22.28	Too, nyalnde nde mayɓe ummotoo debbo on wartay debbo moye nder maɓɓe? Ngam ɓe fuu ɓe te'iimo.”
MAT.22.29	Sey Yeesu nootii, wi'iɓe, “On mboofii ngam on andaa ko aayaaje mbi'i, nden on andaa bawɗe Allah. 
MAT.22.30	To mayɓe ummake daga mayde, walaa te'ayɗo walaa te'eteeɗo, ammaa ɓe ngartay bo malaa'ika'en Allah. 
MAT.22.31	Nden dow ummaaki mayɓe daga mayde, on meeɗaayi janguki ko Allah wi'i'on? E ɗum windi wiiki, 
MAT.22.32	‘Min woni Allah mo Ibraahim, Allah mo Iciyaaku, Allah mo Yaakubu.’ Kanko naa' o Allah mayɓe, ammaa o Allah gooduɓe yonki.”
MAT.22.33	Nde hawrutuɓe ɗon nani non, ɓe kayɗini dow ekkitinol maako.
MAT.22.34	Ko Yeesu wi'i waɗi Saadusanko'en ndullii ko mbi'a. Nde Faarisanko'en nani non, sey ɓe kawriti. 
MAT.22.35	Go'oto nder maɓɓe, moodibbo Attawra, ƴami Yeesu ngam foondamo, wi'i, 
MAT.22.36	“Moodibbo, ɗume dooka ɓuri mangu fuu nder Attawra?”
MAT.22.37	Yeesu wi'imo, “ ‘Yiɗu Joomiraawo Allah maaɗa e ɓernde maaɗa fuu, e yonki maaɗa fuu, e hakkiilo maaɗa fuu.’
MAT.22.38	Ɗu'um woni dooka mawɗum arandejum. 
MAT.22.39	Ɗiɗaɓum maa e fottidi e arandejum ɗum. ‘Yiɗu bandiraawo maaɗa no ngiɗirɗaa hoore maaɗa.’
MAT.22.40	Dow ɗu'um dooka ɗiɗum Attawra e Defte Annabo'en ndarii.”
MAT.22.41	Nde Faarisanko'en kawriti, Yeesu ƴamiɓe, 
MAT.22.42	wi'i, “Ɗume nyumoton dow Almasiihu? O ɓiɗɗo moye?”
MAT.22.42	Ɓe mbi'imo, “O ɓiɗɗo Dawda.”
MAT.22.43	Sey Yeesu wi'iɓe, “Too, no ɗum waɗi Dawda nder bawɗe Ruuhu Allah noddi Almasiihu ‘Joomiraawo?’ O wi'i,
MAT.22.44	‘Joomiraawo wi'ii Joomiraawo am,
MAT.22.44	“Jooɗa to jungo am nyaamo,
MAT.22.44	naa mi waɗii a yaaɓii wanywanyɓe maaɗa.” ’
MAT.22.45	Nde Dawda noddii Almasiihu ‘Joomiraawo,’ too, no ɗum waɗata o warta ɓiɗɗo Dawda?”
MAT.22.46	Walaa bawɗo nootanaakimo. Daga nden ɗon nyalnde walaa gaɗuɗo sembe ɓernde ƴamimo wongol ƴamol.
MAT.23.1	Yeesu metani hawrutuɓe e tokkuɓemo, wi'i, 
MAT.23.2	“Moodiɓɓe Attawra e Faarisanko'en kokkaama laamu hokkuki yimɓe ma'ana ko Muusa windi. 
MAT.23.3	Ngam non, ngaɗee fuu ko ɓe ekkitini'on tokkeeɗum, ammaa to' on ngaɗu ko ɓe ngaɗata, ngam ɓe ngaɗataa ko ɓe nga'ajinta. 
MAT.23.4	E ɓe kaɓɓa doŋle tedduɗe caɗuɗe hoccuki, ɓe njowaɗe dow balbe yimɓe, ammaa kamɓe e ko'e maɓɓe koo koolel go'o ɓe ngaɗataa ɓe mballaɓe. 
MAT.23.5	Fuu ko ɓe ngaɗata e ɓe ngaɗaɗum ngam yimɓe ngi'aɓe. E ɓe kaɓɓa laayaho mawko ko aayaaje Deftere Ceniinde to tiiɗe maɓɓe e juuɗe maɓɓe, e ɓe njuutina cilmbi toggooje maɓɓe.
MAT.23.6	To humto e ɓe ngiɗi jooɗaaki to mawɓe njooɗotoo; nder cuuɗi do'aare maa e ɓe ngiɗi jooɗorle mawɓe. 
MAT.23.7	E ɓe ngiɗi hownireeki mangu nder luumo, nden e ɓe ngiɗi ɗum wi'aɓe, ‘Allah sabbinanee, Moodibbo.’ 
MAT.23.8	Ammaa onon, to' ɗum noddira'on ‘Moodibbo,’ ngam Moodibbo mooɗon o go'oto, nden on fuu on bandiraaɓe. 
MAT.23.9	To' on noddu koo moye ‘Nyaako’ e duuniyaaru, ngam on ngoodi Nyaako go'oto, gonɗo ton dow. 
MAT.23.10	Nden to' ɗum noddira'on ‘Ardiiɗo,’ ngam on ngoodi Ardiiɗo go'oto, kanko woni Almasiihu. 
MAT.23.11	Sey mawɗo nder mooɗon warta jaggantooɗo'on.
MAT.23.12	Fuu mawninɗo hoore muuɗum ɗum lestinaymo. Fuu lestinɗo hoore muuɗum ɗum mawninaymo.
MAT.23.13	“On mbonii, onon moodiɓɓe Attawra e Faarisanko'en! On munaafuki'en! On maɓɓanii yimɓe dammugal nattuki Laamu Allah. Onon on nattaayi, on alaayi giɗuɓe nattuki natta. 
MAT.23.14	[On mbonii onon moodiɓɓe Attawra e Faarisanko'en! On munaafuki'en! On nyaama jawdi rewɓe ɓe worɓe maɓɓe maayi, on ngaɗa do'aare juutunde ngam yimɓe ngi'a. Ngam non, Allah ɓuray hokkuki'on bone.]
MAT.23.15	“On mbonii, onon moodiɓɓe Attawra e Faarisanko'en! On munaafuki'en! Ngam on kuula maayo on ngiiloo nder leyɗe feere‑feere ngam heɓuki go'oto tokkayɗo diina mooɗon. To on keɓiimo, on ngartiramo kalluɗo ɓurɗo'on halluki nde ɗiɗi nattayɗo hiite bo mooɗon.
MAT.23.16	“On mbonii, onon wumɓe ardiiɓe wumɓe! On mbi'a, ‘Koo moye hunorii Wuro Ceniingo, naa' ɗum goɗɗum. Ammaa koo moye hunorii jiinaari gonɗum nder maago, doole o waɗa ko o hunanii.’ 
MAT.23.17	Onon kaaŋaaɓe, wumɓe! Ɗume ɓuri mangu, jiinaari ɗum, koo Wuro Ceniingo ngon gartirngo jiinaari ɗum ceniiɗum? 
MAT.23.18	Ɗonmaa on mbi'a, ‘Koo moye hunorii sakkirde, naa' ɗum goɗɗum. Ammaa koo moye hunorii cakkiri ngondi dow sakkirde nden, doole o waɗa ko o hunanii.’ 
MAT.23.19	Onon wumɓe! Ɗume ɓuri mangu, cakkiri ndin, koo sakkirde gartiraynde cakkiri ndin ceniindi? 
MAT.23.20	Ngam non, koo moye hunorii sakkirde nden hunorakende e koo ɗume ko woni dow mayre. 
MAT.23.21	Ɗonmaa koo moye hunorii Wuro Ceniingo ngon hunorakengo e Allah jooɗiiɗo nder maago. 
MAT.23.22	Nden koo moye hunorii dow, hunorake jooɗorgal laamu Allah e jooɗiiɗo dow maagal.
