GEN.1.1	Owakira itanta-nakari iwitsikan-taitzi, iriitakira Pawa owitsika-kirori inkiti aajatzi kipatsi. 
GEN.27.42	Oyomaitaka Rebeca ipaita ikinkithasiritari Esaú, okaimakaan-takiri Jacob, okantakiri: “Ikowatziira pirintzi inkisawin-tajyaa, iwatyiimi.
GEN.27.43	Pinkimisantina notomi nonkantimiri. Pijati intaina Awotziniki, ari isaiki anta pikonkiri Labán. 
GEN.27.44	Osamani pisaika-waiti anta awisawajiitaa imasirinka pirintzi. 
GEN.27.45	Impyaako-tawajiroota okaratzi pantakiri. Tima aritaki nonkaman-tajimi pimpiyan-tajyaari. Ti noninti impyaasityaa apiti notomi.” 
GEN.27.46	Okantakiri Rebeca oimi: “Oshiki nosamasiryaa-karo Tharowan-taari-nisato asitarori onampi aka iina Esaú. Irojatzi-rika Tharowan-taari-nisato iinantyaari aajatzi Jacob, aritaki nonkama-pitha-takiro.”
GEN.28.1	Ikanta Isaac ikaimaikiri Jacob, iyomitaakiri intasonka-wintai-tantyaariri, ikantziri: “Airo piinantaro Owintini-sato.
GEN.28.2	Pijati Owintinitzi Tonkaarini, inampiitiki picharinini Betuel, payi anta irisinto pikonkiri Labán. 
GEN.28.3	Iriitaki tasonka-winti-miniri Sintsi-pirori Pawa, ishikyaaji-miri piwaiyani-payi, iriitaki inasiyi-tajyaaro-niri ishininka-tawakaiyaa tsika-rikapayi. 
GEN.28.4	Irijatzi tasonka-wintaji-miniri awiroka, aajatzi inkarati pincharini-tajyaari, tima irootaki ikasiyakaa-kiriri pairani picharinini Abraham, pasitajyaaro maaroni kipatsi tsika asaikaki iroñaaka.” 
GEN.28.5	Ityaantakiri Isaac itomi, yoka Jacob, iwankoki irikonkiri Labán isaiki anta Owintinitzi Tonkaarini. Yoka Labán, iriitaki irikonkiri Jacob oyaariri Rebeca, iriitaki itomi Betuel Tonkaarini-satzi. Tima iroka Rebeca, irootaki iriniro Jacob aajatzi Esaú.
GEN.28.6	Iñaakowintakiri Esaú iyomitai-tziri Jacob intasonka-wintaitan-tyaariri, ityaantai-takiri Owintinitzi Tonkaarini yayi iina. Iñaakowintaakiri aajatzi Esaú iririntzi iyomitairi iriri airo yaantaro Owintini-sato. 
GEN.28.7	Iñaakiri aajatzi Esaú ijatanaki iririntzi, Jacob, ikinanakiro Owintinitzi Tonkaarini, imatakiro okaratzi ikantaki-riri iriri.
GEN.28.8	Antaroiti ikinkithasiri-waitanaka Esaú, tima ti onimotiri iriri iinantakaro apiti Owintini-sato. 
GEN.28.9	Jataki Esaú isaiki Ismael, iriitaki itomi Abraham, icharinini. Yaakiro Esaú irisinto Ismael paitachari Mahalat irinto Nebaiot, okantawitaka otzimi apiti iina, Owintini-sato.
GEN.28.10	Tima aritaki jatanaki Jacob, ipoñaakaro Kanta-piro-jaariki ijatiro Awotziniki. 
GEN.28.11	Ikanta iwiraaka niyaanki-thaki awotsi, ari imaapaaki tima tsitini-tanaki. Inosikaki mapi, itziinatakaro, maanaki. 
GEN.28.12	Ari imisiwai-takiri, iñaaki atiimintotsi okinapaa-kiro inkitiki ayiitapaaki kipatsiki. Tzimatsi maninkari-payi ayiijii-tatsiri, pasini atiijii-tatsiri.
GEN.28.13	Iñiitakari aajatzi Pawa ikatziyaka okaakiini, ikantziri: “Naakataki Pawa, Iwawani picharini Abraham, aajatzi piri Isaac. Aritaki nasitakaa-jyaamiro iroka kipatsi, ari nonkimitaa-kiriri aajatzi pincharini-tajyaari yasijii-tyaaro iroka kipatsi tsika pinaryaaka.
GEN.28.14	Inkimitajyaaro pincharini-tajyaari oshikitzi kipatsi-pani. Inthonkyaa inampitajyaaro katonko aajatzi kiriinka, isitowa-piintzi ooryaatsiri aajatzi ikyaapiintzi. Tima awiroka aajatzi inkarati pincharinin-tajyaari, awirokaiti kantakai-yaaro-niri nontasonka-wintantajyaa-riri maaroni nasiyitachari ishininka-tawakaa-jiita aka kipatsiki.
GEN.28.15	Naakataki tsipa-tapiintaka-miri, aritaki nonkimpoyaa-wintakimi tsika-rika pinkinayiti. Aritaki nomatakiro noipyaajimi aka pisaikaki. Ontzimatyii nomonkaratiro okaratzi nokantaki-miri, airo nookimi.” 
GEN.28.16	Ari isaakitanaki Jacob imisiwaitzi, ikanta-siritzi: “Omaapiroma isaiki Pawa aka, ti noyowityaa.” 
GEN.28.17	Antaroiti oimiraana-kiri, ikanta-siritzi: “Tasorintsi-patha onatzii aka. Irootaki iwanko Pawa. Iroowaitaki okyaapiintzi awotsi ajatantyaari inkitiki.”
GEN.28.18	Ikanta ipiriin-tamanaka Jacob okitaityaaki, yaakiro mapi itziito-takari, ikatziya-thantha-tanakiro. Isaitan-tanakaro yiinkantsi, irootaki owaitakaan-tzirori tasorintsi-patha. 
GEN.28.19	Tzimawi-tacha anta nampitsi ipaitawi-taitaro Tirimpyaarini, iwanajiniro pasini owairo, ipaitana-jiro Pawapankoni. 
GEN.28.20	Ari iñaawai-tanaki Jacob, ontziman-tyaari inkasiya-kaiyaariri Pawa, ikantanaki: “Aririka intsipa-tapiintyaana Pawa, aririka inkimpoyaa-wintina tsika-rika nonkinayiti, aririka impina noyaari aajatzi nonkithaa-yityaari, 
GEN.28.21	tikatsi-rika awishi-motina-ni, nompiyaji-rika kamiitha iwankoki asitanari, aritaki niriipiro-wintajiri nowawani-tajyaari Pawa. 
GEN.28.22	Iroka mapi nokatziya-thantha-takiri, iwanko Pawa onatyii.” Ari yamananaki, ikantzi: “¡Pawá! Onkarati pasitakai-yaanari naaka, aritaki noipyaajimi kapichiini.” 
GEN.29.1	Aikiro ijatatzii Jacob yaniitzi, ariitaka iipatsitiki nampithajiitaroni isitowa-piintzi ooryaatsiri. 
GEN.29.2	Ikanta yariitapaaka owaantsiki osaiki nijaa ikaapiin-taitziri, iñaapaaki oshiki piratzi irajiitzini nijaa, mawa inasitaka ipiyojiitaka. Antaroiti onatzi mapi itatakoi-tantarori nijaa. 
GEN.29.3	Ari ipiyojiitakani aamaakowin-tariri ipira-payi, yaapitha-tawakaaro yasitakotantarori nijaa. Aririka inthonka-kiro irakairi ipira-payi, aajatzi yasitako-tanajiro nijaa. 
GEN.29.4	Isampitapaa-kiri Jacob aamaakowin-tariri ipira, ikantziri: “¿Tsikama pipoñaaka awiroka ashininká?” Ikantajiitzi irirori: “Awotzini-satzi nonajiitzi.” 
GEN.29.5	Yapiitana-kiri isampitziri: “¿Piñiirima awiroka Labán itomi Nacor?” Ikantajiitzini irirori: “Jii, noñiiri.” 
GEN.29.6	Aikiro ikantana-kitzii Jacob: “¿Saikatsima Labán, ti imantsiya-waiti?” Ikantajiitzini aamaakowin-tariri ipira: “Tikatsi ikanta Labán. Pamini antó, irootaki irisinto pokaintsiri amakiri opira, opaita Raquel.” 
GEN.29.7	Ari ikantanaki Jacob: “Ainiro okitaititzi tikira ontsitini-tiita. ¿Ipaitaka pasitako-tantyaariri pipira-payi? ¿Ipaitama kaari pirakaan-tanaari nijaa pipira-payi, impoña piwakaa-panaatyaari aajatzi?” 
GEN.29.8	Ikantajiitzi iriroriiti: “Airo nomatziro, ontzimatyii noyiiri pasini aamaakowin-tariri ipira naawyaan-tyaarori nosirinkiro asitakoro nijaa. Nompamai-tyaari nijaa nopira-payi.”
GEN.29.9	Ikinkitha-waiminthaitzi Jacob, ariitakaa-paakari Raquel ipira iri, irootaki aamaakowin-taniriri. 
GEN.29.10	Ikanta iñaawakiro Jacob iinathori, Raquel, ariitakaa-paakari ipirapayi iri, jatanaki isirinkiro otatakoro nijaa ikaapiin-taitziri, ipakiri nijaa opira-payi. 
GEN.29.11	Iwithatawa-karo iinathori, Raquel, ithoporo-tawakiro, irai-motawakaaro. 
GEN.29.12	Ikamantakiro Jacob iinathori, ikantziro: “Naakataki otomi Rebeca, naaka itziniri piri.” Osiyasi-tanakari Raquel iri, okamantapaa-kiri.
GEN.29.13	Ikanta ikimaki Labán otomi iritsiro, isiyasi-tanakari irirori, yawithano-tawakiri, inintatha-tawakiri, yaanakiri iwankoki. Ari ikinkitha-waitakaa-kiri Jacob irikonkiri, ikamantakiri okaratzi awishi-motakiriri. 
GEN.29.14	Ikantanaki Labán: “Awirokataki noshininka okaakiini.” Aparoni kasiri isaikawai-tapaaki Jacob iwankoki irikonkiri.
GEN.29.15	Ipoñaa ikantakiri Labán: “Ti onimotina airorika nopinatzimi pantawairi, noshininka-thori pinatzi. Pinkantina onkarati pikowiri nompinatimiri.” 
GEN.29.16	Tzimatsi apiti irisinto Labán: yantaroti opaita Lea, pasini awankaro opaita Raquel. 
GEN.29.17	Tima ti onkamiithakiti iroori Lea, irooma Raquel kamiithaanto onatzi iroori. 
GEN.29.18	Irootaki ikowasiryaaki Jacob iroka Raquel, ikantanaki: “Kantatsi nantawaiti 7 osarintsi, nantawaiwintiro awankaro pisinto.” 
GEN.29.19	Ikantzi Labán: “Irootaki kamiitha-tatsi nompimiro awiroka, ti noninti nompiri pasini-satzi. Pisaikimo-waitina nowankoki.” 
GEN.29.20	Imatakiro Jacob yantawaiwin-takiro Raquel okaratzi 7 osarintsi, ti iñaamai-tyaaro osamani-tzimotiri yantawaiwin-takiro, tima ininta-piro-tatziiro Raquel.
GEN.29.21	Okanta omonkarataka 7 osarintsi, ikantakiri Jacob irikonkiri: “Pimpinaro pisinto noinantyaaro, nomonkara-takiro nokantakiri pairani onkarati nantawaiwintiro.” 
GEN.29.22	Ikaimakaan-takiri Labán ikaratzi nampitarori anta, ipokajiitaki maaroni yoimosirinkiri aawakaiyaa irisinto. 
GEN.29.23	Iro kantacha Labán ipasitakari irisinto Lea kaari inintawita Jacob, irootaki imaantakari tsitiniriki. 
GEN.29.24	Ari ityaantaki-niro Labán impira-tani paitachari Zilpa, ontsipa-tyaari irisinto Lea, irootaki ompirawai-tyaari.
GEN.29.25	Okanta okitaiti-tamanaki iñaatziiro Jacob imaan-tasi-takaro Lea. Ijatasi-tanakiri irikonkiri, ikantakiri: “¿Ipaitama pamatawi-tantanari? Kaari Lea nantawaiwinti, iro nantawaiwintaki Raquel.” 
GEN.29.26	Yakanaki Labán, ikantzi: “Ti yamitaitaro aka iimin-takai-tyaaro awankaro sintotsi tikira oimintyaata itakarori otzimaki. 
GEN.29.27	Ontzimatyii pimonkaratiro kitaitiri-payi poimosirinkiro paakiro Lea, aritaki nompakimiro Raquel. Iro kantacha ontzimatyii panta-waiwinta-wairo aajatzi onkarati 7 osarintsi.” 
GEN.29.28	Imatakiro Jacob. Ikanta imonkara-takiro yaakiro Lea, ipaitakiri aajatzi Raquel. 
GEN.29.29	Ari ityaantaki-niro Labán irisinto Raquel impira-tani opaita Bilha, irootaki ompirawai-tyaari. 
GEN.29.30	Imatakiro Jacob yaakiro Raquel. Irootaki yitako-pirotari, anaanakiro yitakotaro Lea. Aajatzi yantawai-tawainiri irikonkiri okaratzi 7 osarintsi.
GEN.29.31	Ikanta iñaakiri Pawa imaninta-waitziro Jacob itarori iina Lea, itarori yaakiro, iwaiyan-takaa-kiro otomi-payi. Irooma Raquel ti owaiyanti iroori. 
GEN.29.32	Okanta omotyaataki Lea, tzimaki otomi, okanta-siritzi Lea: “Iñaakina Pawa nowasiri-waita, aritaki inintajina noimi.” Irootaki owaitakaan-tziriri otomi “Ñiitaantsi”. Tima iroka wairontsi Ñiitaantsi, irootaki ikantziri iñaaniki iriroriiti “Rubén”. 
GEN.29.33	Ikanta apiitajiro omotyaataji Lea, tzimaki otomi, okanta-siritzi Lea: “Ikimakina Pawa imanintaitana, irootaki itziman-takari pasini notomi.” Irootaki owaitakaan-tziriri otomi “Kimaantsi”. Tima iroka wairontsi Kimaantsi, irootaki ikantziri iñaaniki iriroriiti “Simeón”. 
GEN.29.34	Aajatzi apiitajiro omotyaatzi, tzimaki pasini otomi, okanta-siritzi Lea: “Intsipa-tajyaana noimi, tima nowaiyan-takiniri mawa itomi.” Irootaki owaitakaan-tziriri otomi “Tsipataantsi”. Tima iroka wairontsi Tsipataantsi, irootaki ikantziri iñaaniki iriroriiti “Leví”. 
GEN.29.35	Aajatzi itzimawaji pasini otomi, okanta-siritzi Lea: “Nompanthaa-wintajiri Pawa.” Irootaki owaitakaan-tziriri otomi “Panthaantsi.” Tima iroka wairontsi Panthaantsi, irootaki ikantziri iñaaniki iriroriiti “Judá”. Tima ari okaratapaaki owaiyan-taki iroori Lea.
GEN.30.1	Okisaniin-tanakiro Raquel irinto Lea oñaakiro ti owaiyanti iroori, okantakiri oimi: “Nonintzi piwakaina naaka, airorika piwakaa-sitana ari nonkama-pitha-takimi.” 
GEN.30.2	Ari ikisanakiro Jacob iina, Raquel, ikantana-kiro: “¿Naakama Pawa pikantan-tanari? Iriitaki Pawa kantakaaro kaari itzimanta piintsiti.” 
GEN.30.3	Okantzi Raquel: “Payiro nompira-tani Bilha, piwakairo. Aririka intzimaki iintsiti, nonkimi-takaan-tiri naakami asityaarini.” 
GEN.30.4	Opakiri otzika-tani Bilha iinantyaaro. Imatakiro Jacob iwakaakiro Bilha. 
GEN.30.5	Tzimanaki itomi Jacob iwakaaki-rori ompira-tani iina. 
GEN.30.6	Okantzi Raquel: “Ikimakina Pawa nokowako-takiri, owakowin-taaro nonaki, ipakina aparoni notomi.” Irootaki owaitakaan-tziriri otomi “Owakowin-taari”. Tima iroka wairontsi Owakowin-taari, irootaki ikantziri iñaaniki iriroriiti “Dan”. 
GEN.30.7	Ari apiitakiro Bilha owaiyan-tziri pasini itomi Jacob. 
GEN.30.8	Okantanaji Raquel: “Iñaakina Pawa osiyawai-takaro nomaina-nitakiromi nirinto, noitsinampaa-kiro.” Irootaki owaitakaan-tziriri otomi “Maimani-taantsi”. Tima iroka wairontsi Maimani-taantsi, irootaki ikantziri iñaaniki iriroriiti “Neftalí”. 
GEN.30.9	Okanta oñaaka Lea ti itzimanaji iintsiti iroori, okantakiri oimi: “Payiro nompira-tani Zilpa.” Opakiri, yaakiro Jacob ompira-tani iina Lea. 
GEN.30.10	Owaiyan-takiri Zilpa otomi iwakaaki-rori Jacob. 
GEN.30.11	Okantanaki Lea: “Ikaminthaa-matsitaka.” Irootaki owaitakaan-tziriri otomi “Kaminthaan-tsi”. Tima iroka wairontsi Kaminthaan-tsi, irootaki ikantziri iñaaniki iriroriiti “Gad”.
GEN.30.12	Ari apiitakiro Zilpa owaiyantaki pasini itomi Jacob. 
GEN.30.13	Ari okantanaji Lea: “Kimosiri nokanta naaka. Ompaitajina kooya-payi kimosiriri.” Irootaki owaitakaan-tziriri otomi “Kimosiri-taantsi”. Tima iroka wairontsi Kimosiri-taantsi, irootaki ikantziri iñaaniki iriroriiti “Aser”.
GEN.30.14	Ikanta iyataki Rubén yawiitiro iwankiri. Ari iñaaki iwinki-niro, yamakiniro iriniro, Lea. Okanta oñaawakiro Raquel iwinki-niro, okantakiro irinto: “¡Iintyó! Pimpina kapichiini yamakiri notominthori.” 
GEN.30.15	Ari akanaki Lea, okantzi: “¡Iintyó! ¿Tima okantzimonintyami paapitha-takinari noimi? Aikiro pinintatzii payitinaro yamakinari notomi.” Okantzi Raquel: “Aririka pimpakina yamakimiri notominthori, ari nosinitakiri aimi imaantyaami tsitiniriki.” 
GEN.30.16	Aritaki tsitiniityaaki, ariitapaja oimi, Jacob, ipoñaajaro iwaniki, osiyasi-tawajari Lea, okantawa-jiri: “Ontzimatyii pimaantyaana tsitiniriki ompinatyaari iwinki-niro yamakinari atomi.” Imatakiro Jacob imaantakaro Lea. 
GEN.30.17	Ari owaiyan-takiri Lea 5-tatsiri otomi, iwaiyan-takaa-kirori Jacob, tima ikimakiro Pawa okowako-takiri. 
GEN.30.18	Okantanaki Lea: “Iriitaki ipinataki-nari Pawa, napathatari noimi notsipa-takaro nompira-tani.” Irootaki owaitakaan-tziriri iintsiti “Pinataantsi”. Tima iroka wairontsi Pinataantsi, irootaki ikantziri iñaaniki iriroriiti “Isacar”. 
GEN.30.19	Omotyaataki Lea pasini otomi, iriitaki 6-tatsiri. 
GEN.30.20	Okantanaji Lea: “Ikamintha ipakinari Pawa kamiithaantzi notomi. Imaantajyaana iroñaaka noimi, tima nowaiyan-takiniri 6 itomi.” Irootaki owaitakaan-tziriri iintsiti “Apititaantsi”. Tima iroka wairontsi Apititaantsi, irootaki ikantziri iñaaniki iriroriiti “Zabulón”. 
GEN.30.21	Ari owiraan-tawaaro Lea owaiyantzi, tzimaki osinto, opaitakiro Dina.
GEN.30.22	Tima kinkithasiri iwiro Pawa Raquel, imatakiniro okaratzi okowako-tziriri, motyaataji iroori. 
GEN.30.23	Ari itzimakiri itanakarori otomi, okantanaki: “Ipyaakinaro Pawa nopasiki-waitzi ti nowaiyantzi. 
GEN.30.24	Inkamintha yapiitinaro, inkan-takai-yaaro nowaiyanti pasini.” Irootaki owaitakaan-tziriri yoka iintsiti “Apiitaantsi”. Tima iroka wairontsi Apiitaantsi, irootaki ikantziri iñaaniki iriroriiti “José”.
GEN.30.25	Ikanta itzimaki José, ikantakiri Jacob irikonkiri: “¡Kokí! Iro nojataji nonampiki. 
GEN.30.26	Pisinitinari naanajiri maaroni notomi aajatzi noina-payi, tima irootaki nantawai-wintakiri. Piyotana tsika nokanta namitako-tapiintakimi.” 
GEN.30.27	Ari yakanaki Labán, ikantzi: “Noñaakiro itasonka-wintakina Pawa. Airo pijatzi, pisaiki-motina, thami anampityaarori aka.
GEN.30.28	Pinkantina pininti-rika nompinatimi pantawai-tani, aritaki nompina-takimi.” 
GEN.30.29	Ikantzi Jacob: “Piyotzi awiroka tsika nokanta naamaakowin-tamiri pipira-payi. 
GEN.30.30	Ti ishiki-tzimotimi pairani. Irooma nariitaka naaka, aripaiti ishikitanaki pipira, tima itasonka-wintakimi Pawa. ¿Tsika-paitima ontzimi-motina naaka nowakai-yaariri picharini-payi?” 
GEN.30.31	Aikiro isintsi-tatzii Labán ikantziri: “¿Tsika ikaratzika pinintziri nompina-timiri?” Ikantzi Jacob: “Ti noninti pimpinatina. Aritaki napiitakiro naamaakowin-tyaamiri pipira. Iro kantacha, thami ankinkitha-waiti aririka onimotakimi nonkantimiri. 
GEN.30.32	Nonintzi nojati ipiyotaka pipira, noyosiitiri yanini pipira ikaratzi kisaa-tatsiri. Noyosiitiri aajatzi pipira-payi kaninayi-tatsiri, iriitaki nasityaari naaka pimpina-tinari naamaakowin-tyaamiri pipira-payi. 
GEN.30.33	Inkarati kisaari-payi tzimanaa-tsiniri, kaninayi-tatsi-ni aajatzi, iriitaki nasityaari naaka. Ari aminiro inkarati pimpina-tinari, tima airo nayitzimiri pasitari awiroka. Ari piñiiri nopira-payi iyosiityaa kisaari, aajatzi nasiwai-tachari iyaninanka. Iriima kitamaarori, aajatzi kaari kanina-tatsi-niri, iriitaki pasi awiroka. Pinasityaari, tima kaari nasi.” 
GEN.30.34	Ikantanaki Labán: “Ariwí, kamiithataki pikantanari.” 
GEN.30.35	Iro kantacha Labán, inintaki yamatawitiri. Tikira impiriita itziniri ipira-payi, yitzitakari irirori inasitakari ikaratzi kanina-tatsiri aajatzi kisaa-tatsiri. Ipakiri itomi-payi impiratyaari. 
GEN.30.36	Yaanakiri itomi-payi ipira intaina, okaratzi mawa kitaitiri yaniitaki. Irojatzi isaikanaki Jacob yaamaakowin-taniri ipira-payi irikonkiri. Titzimaita iyoti tzimatsi pasini imanakiri irikonkiri.
GEN.30.37	Yaaki Jacob airitonki inchasi-thaki, imisiryaa-kiro iñaitan-tyaarori onkitamaarosithakiti. 
GEN.30.38	Iwakiniri iramintoki ipira-payi, ari iwanki-tawakaari ipokira irajiitzi nijaa.
GEN.30.39	Ikanta iwaiyan-tanaki ipira-payi, inasiyi-tanaka iyaninanka. 
GEN.30.40	Inasitakari ipiyotakiri Jacob nasiwai-tachari iyaninanka, aajatzi ikaratzi kisaayi-tatsiri. Inasitakari irasi ikonkiri, aajatzi ikimitakiri irasi irirori. 
GEN.30.41	Ari ikantatziiro Jacob iwiniri inchasi-thaki ikaratzi wathayi-tatsiri ipira ipokajiitzi irí imiri. Irootaki yantantarori Jacob onkini iñaayitiro ipira-payi inchasi-thaki iwanki-tawakai-yaarika. 
GEN.30.42	Irooma ipokawi-jiita mathari-payi ipira, ti iwiniri inchasi-thaki. Irootaki yasitan-tariri Labán mathari-payi, iriima wathari-payi irasi Jacob. 
GEN.30.43	Ari okanta ishikyaan-takariri Jacob ipira-payi, ikyaakoi-tari-payi, oshiki aajatzi impira-tani: tzimatsi sirampari-payi aajatzi kooya-payi. Antariiti ashaaran-taniri ikantanaka. 
GEN.31.1	Ikimaki Jacob iñaawaitzi iraniri-payi, ikantajiitzi: “Yayitakairi aniri maaroni ipira asitairi, ashaarantaka irirori.” 
GEN.31.2	Iñaakiri Jacob ikisa-siryaawaita ikonkiri, ti yaakamiitha-tajiri ikimiwitari pairani. 
GEN.31.3	Ari iñaanatajiri Pawa Jacob, ikantairi: “Pimpiyaji inampiitiki picharinini tsika isaiki pishininka-payi. Ari ankarati anta, airo nowapintaimi.”
GEN.31.17	Owitsika-naka Jacob, yaanakiri ipirapayi ikyaakotakaanaari itomipayi aajatzi iinapayi. 
GEN.31.18	Jataji Jacob Owintiniki isaikawita pairani iriri. Ari ikaratzi yamajiri maaroni ipira ipinaitaki-riri yantawaitaki anta Owintinitzi Tonkaarini.
GEN.32.22	Okanta tsitiniriki tsika imaapaaki Jacob, piriintanaka, yaanakiro apiti iina, apiti impira-tani, aajatzi 11 itomi, yoimontyaa-kiro intatzikironta Sakochaaroni tsika imontyaapiin-taita.
GEN.32.23	Tima ithonka yoimontyaa-kiro aajatzi okaratzi tzimimo-tziriri. 
GEN.32.24	Ari isaikanaki apaniroini Jacob, ari iñaasintsitakari aparoni atziri, irootaintsi inkitai-takotakairimi. 
GEN.32.25	Ikanta iñaakiro atziri ti yiitsinampaitiri Jacob, iposaikiri iporichokiki iñaasintsitakarira, ichokiryaa-kiri.
GEN.32.26	Ari ikantzi atziri: “Papakaina, irootaintsi onkitaititi.” Ikantzi Jacob: “Airorika pitasonka-wintana, airo napakaimi.” 
GEN.32.27	Isampitana-kiri atziri, ikantziri: “¿Tsikama pipaitaka awiroka?” Ikantzi irirori: “Nopaita Jacob.” 
GEN.32.28	Ikantzi atziri: “Airo pipaitaja iroñaaka Jacob, pimpaitajyaa ‘Ñaasintsi-tasorintsiri’. Tima piñaasintsitakari Pawa, pikimitaa-piin-takiri atziri-payi, piitsinampaa-kiri.” Tima iroka wairontsi Ñaasintsi-tasorintsiri, irootaki ikantziri iñaaniki iriroriiti pairani “Israel”. 
GEN.32.29	Ari isampitana-kiri Jacob, ikantziri: “¿tsikama pipaitaka awiroka?” Ikantzi atziri: “¿Ipaitama pinintantarori piyotiro nowairo?” Ari itasonka-wintanakiri Jacob. 
GEN.32.30	Irootaki ipaitan-tanakarori Jacob anta “Pawaporoni,” tima ikantana-kitzii: “Noñaa-poro-takiri Pawa, titzimaita nokami.” 
GEN.32.31	Ikanta isitowapa-jira ooryaatsiri, awisanaki Jacob Pawaporoniki. Okantakaaro ichokiryaa-pori-takirira, ijashita-sitaka yaniitzi. 
GEN.32.32	Irootaki kaari iwantari icharini-payi Israel iporichoki posiniri, tima ari ichokiryai-takiri pairani Jacob.
GEN.33.18	Ikanta ipiyajaro Jacob ipoñaajaro Okamiitha-pathatiki Tonkaarini, tikatsi awishimo-tirini, kamiitha yariitaka nampitsiki Sikochaarini saikatsiri Owintiniki. Ari iwanko-thaanti-yitapaari imontita-pajaro nampitsi Sikochaarini. 
GEN.33.19	Irootaki yamanan-takiniriri iipatsiti Siko-kintsi icharini-payi Hamor, owaitakaan-tziriri iñaaniki iriroriiti Siquem. Okaratzi ipinatakiro 100 ikithoki kiriiki, ari iwanko-thaanti-yitapaja. 
GEN.33.20	Ari iwitsika-pajiri pomipirini-mintotsi, ipaitakiro “Pawa iriitaki Iwawani Israel.” 
GEN.35.9	Ikanta ipiyaja Jacob ipoñaajaro Owintinitzi-pathati Tonkaarini, yapiitajiro Pawa iñaakaari, itasonka-wintairi. 
GEN.35.10	Ikantziri:
GEN.35.10	“Piwairo onatzii Jacob,
GEN.35.10	Airomaita pipaitaja tsika pipaitawita,
GEN.35.10	Israel pimpaitajyaa.”
GEN.35.10	Iwajiniri Pawa pasini iwairo Jacob. 
GEN.35.11	Ari ikantanajiri:
GEN.35.11	“Naaka Pawa Sintsi-pirori.
GEN.35.11	Ari noshikyaa-jiri pitomi aajatzi inkarati pincharini-tajyaari.
GEN.35.11	Noshikyaa-jiri pincharinitajyaari inkarati shininka-tawakaacha-ni, aajatzi inkarati nasiyi-tajyaaro-ni ishininka-tawakaiyaa tsika-rikapayi.
GEN.35.11	Nompinkatha-ritakaa-yitajiri inkarati pincharini-yitajyaari.
GEN.35.12	Aritaki nasitakaa-jyaamiro kipatsi nopakiriri pairani picharinini Abraham aajatzi Isaac.
GEN.35.12	Irojatzi nasitakaa-jyaariri inkarati pincharini-tajyaari.” 
GEN.35.13	Irojatzi ipiyantanajari Pawa tsika ikinkitha-waitakaa-kiri Jacob. 
GEN.35.14	Ari yaanaki irirori Jacob aparoni mapi, ikatziya-thantha-takiro tsika ikinkitha-waitakaa-kiri Pawa. Isaitan-tanakaro yiinkantsi, aajatzi imiritaitari ontasorintsi-tantyaari.
GEN.35.15	Ipaitana-kiro Pawapankoni tsika ikinkitha-waitakaa-kiri Pawa.
GEN.35.16	Ikanta yawisana-kiro Jacob Pawapankoni. Ariitzimataka Posini-pathaniki, ari okatsi-tako-tapaaki Raquel onintzi ontzimaa-niti. Oshiki okimaatsitaka owaiyantiri iintsiti. 
GEN.35.17	Okanta oñaakiro aminirori oshiki ikatsi-tzimo-takiro iintsiti, okantana-kiro: “Airo pitharowan-tari, tzimapaaki pitomi.” 
GEN.35.18	Aritaki kamimatanaki Raquel, opaitana-jiri otomi “Benoni”. Iriima asitariri ipaitakiri irirori “Benjamín.” 
