MAT.1.1	Kitsy re xseety pxusykoltoo Jesucrist. Lo xtiiy David ni lo xtiiy Abraham sëëd Jesús.
MAT.27.35	Tsiñee lëë soldad lox pkëë Jesús lo crusy, lëë xaa kwloo rif xab Jesús. 
MAT.27.36	Loxsye ngo lëë xaa kwsob par kyënap xaa. 
MAT.27.37	Ni pkëë xaa blalan tiits kik xicrusy Jesús parñee kaknan meñ penak kë xaa lo crusy. Sinrii xñee tiits ko: “Lëë Jesús nrii. Lëë xaa nak xrey meñ Israel.”
MAT.27.38	Wi chop ngbaan kwë kwi xaa lo crusy, tu xaa nëzli, stu xaa nëzpeg. 
MAT.27.39	Aan kchësy meñ nii kwtedy siko kwlootsyetsy xaa ni ptsiiy kik 
MAT.27.40	chëb:
MAT.27.40	—¿Pe chanlo na?, lii nii xtischeel lidzy Dios aan tsonak kpidz lëëw tse xsooblil stub. Pteelaa lii ni byety lo crusy deelñee nli Xiñ Dios nakoo.
MAT.27.41	Singo gak kwtsityni xaa nii xñabey lo pxosy xaa, ni maestre ley, ni xaa kol nii xñabey, xñee xaa:
MAT.27.42	—Pteelaa xaa meñ, per chilody kteelaa xaa lëë xaa. Kyety xaa lo crusy dyon deelñee nli lëë xaa nak xrey meñ Israel, parñee kniladzy no xtiits xaa. 
MAT.27.43	Dios sye psaladzy xaa, na klity Dios xaa lo crusy na deelñee nli xkëstyoo Dios xaa. ¿Pe lëdy në xaa lo no nayak nii Xiñ Dios xaa?
MAT.27.44	Aan axte wi chop ngbaan nii kwë kwi xaa kwlootsyetsy xaa.
MAT.27.45	Tsi lëë xwe ngbidz kol lëë kislyu pkyey aan lëëw byaani axte las tres. 
MAT.27.46	Aan wor go nguiedzy kwchuptsyë Jesús, chëb xaa:
MAT.27.46	—Elí, Elí, ¿lema sabactani? (Lëë tiits ko nak sinak xñee ñe: Tat Tios, Tat Tios, ¿penak psaanoo naa?)
MAT.27.47	Lëëw biñ bla xaa nii nche siko aan lëë xaa chëb lo xcombañer xaa:
MAT.27.47	—Profet Elías xkwetsy xaa.
MAT.27.48	Per lëë tu xaa nii so siko lëënlëdy kujkadz tublë sponj lo viñ nyi. Lëëw pxituu xaa lo tublë yag, aan lëëw ptsig xaa parñee nsyup Jesúso. 
MAT.27.49	Per lëë xcombañer xaa chëb:
MAT.27.49	—Psaan xaa parñee tyon no dyon pe siid klity Elías xaa lo crusy.
MAT.27.50	Lëë Jesús kwchuptsyë stub, aan lëë xaa kuty. 
MAT.27.51	Ni misme wor go lëë ladx nii kë leñ lidzy Dios pchos nsoli, ni lëë kislyu pxisy, ni lëë kchë kyo kwlë, 
MAT.27.52	ni lëë paa byaly. Aan ndaly meñ nii psoob xtiits Dios nii kutyle bikche pañ. 
MAT.27.53	Aan loxsye pañ Jesús, lëë kchë xaa go pchoo leñ paa, aan ndaly meñ kon nii lëë xaa psëëb leñ kyedzy Jerusalén.
MAT.27.54	Tsiñee lëë xaa nii xñabey lo soldad ni lëë kchë soldad nii nche nap Jesús kon nii lëë xu xni, lëë xaa ptsyeb aan lëë xaa chëb lo xcombañer xa:
MAT.27.54	—Nli nii Xiñ Dios nak xaa re.
MAT.27.55	Wi tubtsoon kwnaa Galilea nche sit xuy. Lëë kwnaa go beeñ Jesús yudar. 
MAT.27.56	Lady kchë kwnaa go no María Magdalena, ni tsiil Zebedeo, ni Mariy. Xiñ Mariy nak José ni Jacob.
MAT.27.57	Tsiñee lëë lyu mer jkyey, lëë tu xaa Arimatea nii lë José ptsiñ. Rikw xaa aan wi xaa kwyo xlad Jesús. 
MAT.27.58	Lëë xaa kunee lo Pilat aan lëë xaa bnab xcuerp Jesús. Lëë Pilat kwnabey nii ktee soldado. 
MAT.27.59	Lëë José blis xcuerp Jesús, aan lëëw pchal xaa xaa tu ladx rusy, 
MAT.27.60	aan lëë xaa pkeetsy Jesús leñ tu xpaa kub xaa nii ndeeñ lo kyo. Loxsye ptse xaa chu paa con tu kyo ngol, lëë xaa sey. 
MAT.27.61	Per lëë María Magdalena ni lëë stu Mariy byaan chu paa.
MAT.27.62	Tsi lëë lyu byaani lëë xaa nii xñabey lo pxosy ni xaa fariseo kwey lo Pilat 
MAT.27.63	aan lëë xaa chëb:
MAT.27.63	—Worñee bii mbañ xaa wnee xuuy go, chëb xaa nii tse nii loxo tson kpidz lëë xaa kpañ. 
MAT.27.64	Por ngo, lëë noo syoopnee lool parñee kxaaloo xaa nii kyënap chu paa axte ksa tson kpidz. Por toontlaa tsilii xpëëdscuel xaa xcuerp xaa leñ paa wor kyool aan loxsye ngo këb xaa lo meñ nii lëë Jesús pañ. Aan ndalyre meñ nii jkëëti xaa que meñ nii pkëëti xaa klo.
MAT.27.65	Tsigo lëë Pilat chëb:
MAT.27.65	—Lëë soldad nche ske. Kol tsini xaa parñee kyënap xaa chu paa.
MAT.27.66	Lëë xaa kwey, aan lëë xaa kwloo tu señ lady kyo nii xoob chu paa, ni lëë xaa psaan soldad parñee kyënap soldad.
MAT.28.1	Tsiñee lëë tse nii xiladzy meñ lo tsiiñ kwtedy, lëë María Magdalena ni lëë stu Mariy kwey chu paa wor silytoo. 
MAT.28.2	Aan kolpsye lëë tu xu dox bni, porñee lëë tu xangly Dios byety kpaa, aan lëë xaa kwtob kyo nii xoob chu paa. Loxsye ngo lëë xaa kwsob lady ko. 
MAT.28.3	Xpibëly angly ko sinak tu xbëly yë nkwsiy ni nguitsy xab xaa sinak nguitsy kyeg. 
MAT.28.4	Tsiñee lëë soldad kon angly ko, lëë xaa ptsyeb aan lëë xaa pkyey. 
MAT.28.5	Lëë angly chëb lo kwnaa go:
MAT.28.5	—Ktsyebty to, por nanaa nii Jesús nii kwë lo crusy xyub to. 
MAT.28.6	Per kindy me nu. Lëë me pañle. Kol kuy gaanoo nu pxoob me. 
MAT.28.7	Sinusy kol kyey aan kol këb lo xpëëdscuel me nii lëë me pañ, ni kol këb nii klo me ktsiñ Galilea. Siko ktsiil me xpëëdscuel me. Tiits re syelynin lo do.
MAT.28.8	Lëënlëdy lëë kwnaa go bi chu paa. Lal xtsyeb me, lal xle me, per lëë me sikni tiits lo xpëëdscuel Jesús. 
MAT.28.9	Aan lëë Jesús byaklo lo me ni lëë xaa pkëëptyux me. Lëë me big lo Jesús aan lëë me psoxib lo xaa ni lëë me kwteetsy niy xaa. 
MAT.28.10	Lëë xaa chëb:
MAT.28.10	—Ktsyebty to. Kol tsikni tiits lo xpëëdscuelaa parñee tsi me Galilea, aan siko ktsiil noo.
MAT.28.11	Mentre lëë kwnaa go sikni tiits, lëë bla soldad nii kwënap chu paa kwey leñ kyedzy, aan lëë xaa bitiits lo xaa nii xñabey lo pxosy kchësy nii kon xaa. 
MAT.28.12	Tsigo lëë xaa nii xñabey lo pxosy kunee lo xaa kol nii xñabey parñee kutiits xaa dyon xa kuuñtsyey xaa. Aan nroob tumi pteedy xaa lo soldad, 
MAT.28.13	per lëë xaa chëb kazh lo soldad:
MAT.28.13	—Deelñee kñabtiits meñ lo do kol këb nii kyool, mentre nche nixyesy to, lëë xpëëdscuel Jesús biidxi xcuerp xaa. 
MAT.28.14	Aan deelñee kon xtisyo, lëë noo kñee lo xaa parñee pe kuñdy xaa lëë do.
MAT.28.15	Lëë soldad kwnaasy tumi go, aan lëë xaa bitiits nii chëb xaa xñabey go. Por ngo, axte natiemp xniladzy meñ Israel nii bitiits soldad.
MAT.28.16	Lëë ksa tsiiptub xpëëdscuel Jesús kwey tu kiy nii sob Galilea, por siko chëb Jesús nii kwës Jesús xaa. 
MAT.28.17	Aan tsiñee lëë xaa kon Jesús, lëë xaa psoxib, per no xaa pkan kik. 
MAT.28.18	Lëë Jesús chëb lo xaa:
MAT.28.18	—Lëë Dios pso naa parñee kñabeyaa kpaa ni kñabeyaa lo kislyu. 
MAT.28.19	Kol tsi tyub lo kislyu aan kol kluuy xtitsaa lo meñ. Ni kol kchoobnis meñ nii kniladzy xtitsaa con xtiitspey Tat Tios, ni xtiitspey xiñ xaa, ni xtiitspey Kyalbini Ntson. 
MAT.28.20	Ni kol këb lo meñ kuuñtsyey meñ kchë nii bluyaa lo do. Pe tsinidy kik to, por tugak kaknin lëë do axte tse nii lëë kislyu nitylo.
MRK.1.1	Sinrii nak nii bislo xkaasy xtiits Dios nii xñee cho nak Jesucrist.
MRK.1.2	Lëë profet Isaías pkëë leñ xkitsy Dios sinrii:
MRK.1.2	Lëgaanoo lëën kxal gaa tu xaa nii tenech lool parñee kwii xaa tu nëz tedyoo.
MRK.1.3	Son meñ tsiy xaa tsiñee lëë xaa kñee tu tañ pidzy këb xaa:
MRK.1.3	“Kol kxixkwaa nëz nii tedy meñ nii xñabey.
MRK.1.3	Kol kwii tu nëz tubli.”
MRK.1.4	Singo mod biid Juan xchoobnis xaa meñ tañ ni xñee xaa lo meñ:
MRK.1.4	—Kol ktikche styoo do lo Dios ni kol chobnis, parñee ktsily Dios kchë xtol do.
MRK.1.5	Tsigo lëë meñ nii ncheno tyub tañ nii lë Judea ni meñ kyedzy Jerusalén kwey laañee so Juan. Aan tsiñee lox xobtol meñ kchësy xtol lo Dios lëë Juan xchoobnis meñ chu kiigwpee Jordán.
MRK.1.6	Kits lady camey kwyaa xab Juan, lëë xcinturón xaa kwyaa con kidy. Nkwxandx ni tsiñ tañ taw xaa. 
MRK.1.7	Lo xiwseedy xaa xñee xaa lo meñ:
MRK.1.7	—Skere sëëd tu xaa nii mastre non lon, por naa ni parñee sinchuñaa kxakaa tuu kidy lab xaa xkiiñdyaa. 
MRK.1.8	Naa pchoobnis lëë do con nis. Per lëë xaa kchoobnis lëë do con Kyalbini Ntson cheñ Dios.
MRK.1.9	Leñ tse go lëë Jesús pchoo Nazaret, tu kyedzy nii nche nëz tañ nii lë Galilea, lëë xaa si chu kiigwpee Jordán aan siko lëë Juan pchoobnis xaa. 
MRK.1.10	Aan siikñee lëë Jesús pchoo lo nis, lëë xaa kon nii lëë kpaa byaly aan lëë Kyalbini Ntson cheñ Dios sëëd sëëb byab lady xaa sinak tu palom. 
MRK.1.11	Ni lëë xaa biñ tsiy Dios nii sëëd sëëb kpaa xñee lo xaa:
MRK.1.11	—Lii nak xiñaa nii xkëstyoon. Xlen lool.
MRK.1.12	Loxsye ngo lëë Kyalbini Ntson kuni Jesús tañ pidzy. 
MRK.1.13	Choow kpidz kwyo xaa tañ. Beeñ xaatox xaa preb ni kwyo xaa lady kchëlo ma tox, per lëë xangly Dios kokni xaa.
MRK.1.14	Loxsye kwloo meñ Juan skiib, lëë Jesús si nëz xtañ meñ Galilea xluuy xtiits Dios nii xteelaa 
MRK.1.15	xñee xaa:
MRK.1.15	—Lëë wor kutsiñ nii lëë Dios kñabey. Kol ktikche styoo do ni kol kniladzy xtiits xaa.
MRK.1.16	Tu tse lëë Jesús sitedy chu nistoo Galilea tsiñee lëë xaa kon chop ngoosy mël nii nche kchon xkyex lo nis. Chop betsy nak xaa. Tu xaa lë Simoñ, lëë stu xaa lë Ndresy. 
MRK.1.17	Aan lëë Jesús chëb:
MRK.1.17	—Kol tënal naa parñee jkoostre to mël, sink lëën kluy lo do xa kluuy do xtitsaa lo meñ.
MRK.1.18	Wor go kazh nche gak xkyex xaa, lëë xaa sinal Jesús.
MRK.1.19	Sijtyak kwsë Jesús lëë xaa kon Jacob ni Juan. Xiñ Zebedeo nak xaa chop xaa. Lëë xaa ncheno tu leñ barkw xkëtë xaa xkyex xaa. 
MRK.1.20	Tsigo lëë Jesús kwtsyetsy xaa, aan lëë xaa psaan pxosy xaa Zebedeo leñ barkw ksa xmos xaa aan lëë xaa sinal.
MRK.1.21	Lëë Jesús ptsiñ kyedzy Capernaum ksa xpëëdscuel. Aan tsiñee lëë tse nii xiladzy meñ Israel lo tsiiñ kol, lëë Jesús kwsëëb ktoo aan lëë xaa bislo beeñ kseedy xaa meñ xtiits Dios. 
MRK.1.22	Tsigo ndaly meñ psee biñ xiwseedy xaa porñee lëdy wi xaa chuuñ kseedy sinak kchë maestre ley, sink tsi lëë xaa xñee sootee tu xaa nii per nli busy xñabey nak xaa. 
MRK.1.23	Lady kchësy meñ nii ncheno leñ ktoo no tu mguiy nii no tu kyalbini mal leñ styoo aan lëë xaa bislo chuptsyë xaa xñee xaa:
MRK.1.24	—¿Penak sëëd sëëboo lady noo Jesús Nazaret? ¿Buty sëëd knitylool lëë noo lë? Xyuumbeyaa lii. Lii nak Xiñ Ntson Dios nii sëëd lo kislyu.
MRK.1.25	Tsigo lëë Jesús kwëntseeb lo kyalbini mal go chëb xaa:
MRK.1.25	—¡Psuugw chuwoo aan psaan mguiy gue!
MRK.1.26	Tsigo lëë kyalbini mal go beeñ nii lëë mguiy go kutyë aan lëëw pchoo chuptsyë taño. 
MRK.1.27	Tsiñee lëë meñ kon kchësy ngo, ntseeb ptsyeb meñ, aan xñabtiits lsa meñ lo xcombañer xñee meñ:
MRK.1.27	—¿Pe cos re? ¿Xa nak xiwseedy xaa re nii axte wi kyalbini mal xsoob xtiits xaa?
MRK.1.28	Aan blyëëdyak masyke lë Jesús xseety kchësy meñ nii ncheno tyub nëz Galilea.
MRK.1.29	Tsiñee lëë xaa pchoo ktoo, lëë Jesús kwey lidzy Simoñ ni Ndresy ksa xaa Jacob ni Juan. 
MRK.1.30	Aan tsiñee lëë xaa ptsiñ, lëë xñaatsaap Simoñ nix xlyañ xlyëë, aan lëëw chëb xaa lo Jesús. 
MRK.1.31	Tsigo lëë Jesús big kwseñ ña me blische xaa me. Aan wor go kazh lëë xlyëë pchoo, aan lëë me bislo beeñlo me nii taw xaa.
MRK.1.32	Tsiñee lëë tse ptsye, lëë ngbidz kwyaasyle, lëë lyu no jketsyle, lëë meñ kuni kchëlo meñ xsyaknë ni meñ nii no kyalbini mal styoo lo Jesús, 
MRK.1.33	aan casy kchësy meñ kyedzy ptyop chu puert. 
MRK.1.34	Kchëlo kyalkits beeñ kyak Jesús meñ ni kwlii xaa kchësy kyalbini mal. Per blaady xaa nyeew porñee nano cho nak xaa.
MRK.1.35	Wor silytoo bii nguey lëë Jesús kuxche aan lëë xaa pchoo tublad chu kyedzy tu laañee tusy xaa par kutiitsni xaa Dios. 
MRK.1.36	Aan lëë Simoñ ksa xcombañer kukyub Jesús. 
MRK.1.37	Tsiñee lëë xaa ptsil xaa chëb xaa lo xaa:
MRK.1.37	—Kchësy meñ këkyub lii.
MRK.1.38	Per lëë Jesús kwëb chëb:
MRK.1.38	—Tsoo kchësy kyedzy nii nche kex nu parñee wi siko kluyaa xtiits Dios porque par ngo pchon.
MRK.1.39	Singo kunsë Jesús tyub xtañ meñ Galilea xluuy xaa xtiits Dios kchë leñ ktoo nii kwtedy xaa ni xkwii xaa kchësy kyalbini mal.
MRK.1.40	Lëë tu xaa nii xyodz lady big lo Jesús aan lëë xaa go psoxib chëb:
MRK.1.40	—¿Pe nëëdyoo beeñ kyak naa?
MRK.1.41	Tsigo lëë Jesús pkëstyoo xaa xsyaknë go, aan lëë xaa pxob ña xaa kik xaa xñee xaa:
MRK.1.41	—Chakladzyaa nii kyaan nyëël lo xkyalkiitsoo. Nina kazh byaktsey.
MRK.1.42	Aan nli gaa wor go kazh lëë xaa nii xyodz lady ko byak. 
MRK.1.43	Tsigo lëë Jesús kwëntseeb lo xaa nii byak ko aan lëë xaa psonëz xaa chëb xaa lo xaa:
MRK.1.44	—Byey aan ni tu cho lo këëbtyoo dyon xa byakoo. Kwey lo pxosy aan psakon nii xñabey xley Moisés, parñee kaknan meñ nii lëël byak.
MRK.1.45	Per siñee lëë xaa go pchoo lëë xaa go bislo bitiits dyon xa byak xaa. Por ngo pchilodre nsyëëb Jesús ni stu kyedzy nii neñlo, sink lëë xaa kunsë laañee kindy meñ. Per nikxe singow ndaly meñ kwey lo xaa.
MRK.2.1	Tsiñee kwloxo bla tse lëë Jesús bikche ptsiñ kyedzy nii lë Capernaum stub. Aan lëë meñ biñ nii lëë xaa nyoogw yu. 
MRK.2.2	Lëë meñ ptyopbe, per ni chu puert yu xkaadre kwe meñ. Aan lëë xaa bislo xluuy xaa xtiits Dios 
MRK.2.3	tsi lëë tap xaa ptsiñni tu xaa nii nëtoo. 
MRK.2.4	Per konsye ksa tap xaa go nii chilody ktsiñ xaa axte laañee sopee Jesús porñee singootyee ndaly meñ nche, lëë xaa pxaly kik yu nii no Jesús, aan nëz laa nyaly go ptee xaa xaa xsyaknë go pxobsye xaa xaa lo tu ta.
MRK.2.5	Tsiñee lëë Jesús kon nii nli xniladzy ksa xaa go, lëë xaa chëb lo xaa xsyaknë go:
MRK.2.5	—Xiñ, nodre xtoloo. Kchësyo bily.
MRK.2.6	Per lëë bla maestre ley nii nche sob siko psya styoo nladzy xaa: 
MRK.2.7	“¿Penak xñee xaa gue singue? No ko xaa falt lo Dios por ni tu cho chilody ktsily tol, xaktyee Dios.” 
MRK.2.8	Per sinusy byeñ Jesús kchësy nii no ksya styoo xaa. Tsigo lëë xaa chëb:
MRK.2.8	—¿Penak xsya tol do? 
MRK.2.9	Schilo këpaa lo meñ xsyaknë: “Lëë kchësy xtoloo bily”, ni schilo këpaa: “Kuxche, blis xtal aan byey”, per ¿chow dyon mastre ngan? 
MRK.2.10	Per na gaanoo lëën kluy lo do nii wi mguiy nii pxaal Dios schilo ktsily tol lo kislyu.
MRK.2.10	Tsigo lëë xaa chëb lo xaa xsyaknë go:
MRK.2.11	—Lool xñen, kuxche, blis xtal aan byey liidzyoo.
MRK.2.12	Tsigo lëë xaa xsyaknë go kuxche wor go kazh, aan lëë xaa blis xta xaa. Tsigo lëë xaa pchoo kwtedy xaa kchësy lady meñ. Por ngo, kchësy meñ psee aan kchësy meñ biily lay lo Dios xñee:
MRK.2.12	—Loñee mbañ no karty tyon no kchësy nrii.
MRK.2.13	Loxsye ngo lëë xaa kwey chu nistoo stub, aan tsiñee lëë meñ lox ptyopbe lo xaa, lëë xaa bislo beeñ kseedy xaa meñ xtiits Dios. 
MRK.2.14	Lëë tsi lëë Jesús bikche sey leñ kyedzy stub, lëë xaa kon tu xaa nii pcholë Leví. Alfeo nak pxosy xaa. Lëë xaa sob laañee chitizh meñ par kchilo kto meñ xcheñ aan lëë Jesús chëb lo xaa:
MRK.2.14	—Tënal naa.
MRK.2.14	Tsigo lëë Leví kuso aan lëë xaa sinal.
MRK.2.15	Aan lëëtyee lëë Jesús noyaw lidzy Leví. Ndaly xaa nii chuuñ jkizh meñ ni ndaly meñ ngoptol kunal. Lëë xaa kwsob lo mezh ksa xaa Jesús ni ksa xaa xpëëdscuel Jesús. 
MRK.2.16	Per tsiñee lëë xaa fariseo ni maestre ley kon nii lëë Jesús kayawni kchësy meñ go, lëë xaa chëb lo xpëëdscuel Jesús:
MRK.2.16	—¿Xa mod nak nii chaw xmaestre to ksa xaa nii chuuñ jkizh ni kchësy meñ ngoptol gue?
MRK.2.17	Tsiñee lëë Jesús biñ kchësy nii kwnee xaa go, lëë xaa chëb:
MRK.2.17	—Xkiiñdy meñ buen ni meñ ndaan xaa nii chuñ rmedy, sink meñ xsyaknë xkiiñ xaa nii chuñ rmedy. Per syely kyubtyaa meñ buen, sink lëën syely kyub meñ ngoptol.
MRK.2.18	Tu tse tawdy xpëëdscuel Juan ni xaa fariseo parñee kuuñ ksak xaa Dios. Tsigo lëë bla meñ kunabtiits lo Jesús chëb:
MRK.2.18	—¿Penak nii chawdy xaa nii no xlad Juan ni xaa nii no xlad xaa fariseo parñee kuuñ ksak Dios, per lëë xpëëdscueeloo pe xseedy xaa masyke lëë xaa ncheno wagw?
MRK.2.19	Tsigo lëë Jesús kwëb chëb:
MRK.2.19	—¿Pe mod lika nayak ksaan meñ nii chi lo tu kyalwtsiilña wagw par tso kyalnë meñ? Deelñee bii so xaa nii ptsiilña gon, ni tu cho chilody tso kyalnë. 
MRK.2.20	Per sitsiñ tse nii lëë xaa nii ptsiilña kyas. Tsigosy nagon schilo ksaan meñ wagw par tso kyalnë meñ.
MRK.2.21	’Ni tu cho xkëtëdy tu ladx yoox con tublë ladx kub. Por tsi lëëw tsadx, lëë ladx kub kpe aan lëëw kchos ladx yoox, aan lëë laa nchos ko kak nroobre. 
MRK.2.22	Ni nody nii ktyëë nip kub leñ kyeg kidy nii kwyoxle. Porque schilo kchos nip kub kyeg kidy, aan ntseeb xiñ nip, nikxe gaa kyeg kidyo. Por ngo no nii ktyëë nip kub leñ kyeg kub.
MRK.2.23	Lëë tu tse nii xiladzy meñ Israel lo tsiiñ lëë Jesús sitedy tu lo kwaa nii no nonsyke xobxtily, aan lëë xpëëdscuel xaa bislo xchoow xobxtily. 
MRK.2.24	Tsigo lëë xaa fariseo chëb lo Jesús:
MRK.2.24	—Buy gaanoo, ¿penak nii chuñ xpëëdscueeloo nii nonguialdy kak tse nii xiladzy meñ lo tsiiñ?
MRK.2.25	Per lëë Jesús chëb:
MRK.2.25	—¿Pe karty nayak klab to laañee xñee xa beeñtsyey rey David worñee kwlaañ xaa ksa xcombañer xaa? 
MRK.2.26	Iz nii lëë Abiatar nak pxosy nii mastre non, lëë David kwsëëb leñ lidzy Dios aan lëë xaa taw kyaxtily nii nak lay nii xaktyee pxosy chaw, aan wi kchë meñ nii ksa xaa si byaan xaa kyaxtily go.
MRK.2.27	Chëbak Jesús lo kchësy meñ go:
MRK.2.27	—Lëë tse nii chak wxiladzy byaan par meñ, per byaandy meñ par tse go. 
MRK.2.28	Por ngo, axte lo tse nii xiladzy meñ lo tsiiñ xñabey mguiy nii pxaal Dios.
MRK.3.1	Lëë Jesús kwsëëb ktoo stub. Aan lëëtyee lëë tu xaa nii mbañdy tu ña no leñ ktoo go. 
MRK.3.2	Ni lëë meñ nche kuy dyon pe syuuñ kyak Jesús xaa xsyaknë go tse nii xiladzy meñ lo tsiiñ parñee tso pe cos jkëëkiy meñ xaa. 
MRK.3.3	Tsigo lëë Jesús chëb lo xaa nii mbañdy ña:
MRK.3.3	—Kuso aan kwso groltyee nu.
MRK.3.4	Tsigo lëë xaa kwnabtiits lo meñ chëb xaa:
MRK.3.4	—¿Pe cos nonguial kak tse nii xiladzy meñ lo tsiiñ? ¿Pe nonguial kantsi ñe ote ksaksi ñe saa bñech ñe yak?
MRK.3.4	Per ni tu cho kwëbty. 
MRK.3.5	Tsigo lëë Jesús buy lo kchësy meñ nii nche siko aan lika blëë xaa, ni pteenë xaa porñee kon xaa nii singootyee nguiedzy styoo kchësy meñ go. Loxsye ngo lëë xaa chëb lo xaa xsyaknë go:
MRK.3.5	—Biskaa ñal.
MRK.3.5	Aan lëëw biskaa xaa. Lëë gaaw byak. 
MRK.3.6	Per siñee lëë xaa fariseo pchoo siko lëë xaa bitiits ksa xaa meñ nii nak ksa rey Herodes dyon xa kuty xaa Jesús.
MRK.3.7	Lëë Jesús si chu nistoo ksa xpëëdscuel aan ndaly meñ Galilea kunal xaa. 
MRK.3.8	Tsiñee lëë meñ nii no nëz Judea ni meñ nii no kyedzy Jerusalén ni meñ nii no nëz Idumea ni meñ nii ncheno stublad chu kiigwpee Jordán ni meñ nii no tyub kyedzy Tiro ni meñ nii no tyub kyedzy Sidón koknan kchësy nii chuuñtsyey Jesús, ndaly kchë meñ go kukuy. 
MRK.3.9	Por ngo lëë xaa chëb lo xpëëdscuel xaa nii nyub xaa tu barkw parñee ndaagwty meñ xaa. 
MRK.3.10	Porñee beeñ kyak xaa ndaly meñ xsyaknë, aan kchësy meñ chas xkyë lady xaa par señ meñ xab xaa. 
MRK.3.11	Aan tsiñee lëë kyalbini mal chan Jesús, xsoxibo chuptsyëw xñeew:
MRK.3.11	—¡Lii nak Xiñ Dios!
MRK.3.12	Per lëë Jesús kwnabey nii nyeedyo cho nak xaa lo meñ.
MRK.3.13	Loxsye ngo lëë Jesús si tu kiy. Siko lëë xaa kwtsyetsy meñ nii kwlaañtyee styoo xaa aan lëë meñ go big lo xaa. 
MRK.3.14	Aan lady kchësy meñ go kwle xaa tsiipchop xaa go tsikluuy xtiits Dios. 
MRK.3.15	Ni lëë xaa ptee kyalxñabey lo xaa par kwii xaa kyalbini mal. 
MRK.3.16	Lëë ksa lë xaa nii kwle xaa nrii: Simoñ, xaa nii kwloolë xaa Pedre, 
MRK.3.17	Jacob ni betsy wiñ xaa Juan. Xiñ Zebedeo nak xaa chop xaa. Boanerges kwloolë Jesús xaa. (Tiits ko nak sinak nii xñee ñe Xiñ Nkwsiy.) 
MRK.3.18	Ni kwle xaa Ndresy ni Felip ni Bartolomé ni Mateo ni Max ni Jacob xiñ Alfeo, ni Tadeo ni Simoñ, xaa nii kwyo lady tub tiiy meñ nii pcholë Cananista, 
MRK.3.19	ni Judas Iscariote, xaa nii byub mod pkaa Jesús lo xaa xñabey.
MRK.3.20	Loxsye ngo lëë Jesús byo leñ yu nii xkwës xaa ksa xpëëdscuel xaa aan lëë meñ ptyopbe stub. Por ngo nii byobty nyaw xaa ksa xpëëdscuel xaa. 
MRK.3.21	Tsiñee lëë meñ lidzy Jesús biñ nii lëë Jesús so siko, lëë me kwey par kyoy me xaa, porñee ndaly meñ xñee nii lëë Jesús chak wety.
MRK.3.22	Wi maestre ley nii nak xaa Jerusalén ptsiñ xñee:
MRK.3.22	—Beelzebú, xaa nii xñabey lo kyalbini mal, nakni xaa ni xtee tiitspey lo xaa par kwii xaa kyalbini mal.
MRK.3.23	Tsigo lëë Jesús kwtsyetsy kchësy meñ go aan lëë xaa pso tu cuent par kuuñ kseedy xaa chëb xaa:
MRK.3.23	—¿Xa kchilo xaatox kwii saa xaatox? 
MRK.3.24	Tu kyedzy nii nak chop tiiy chilody ktiiyo. 
MRK.3.25	Ni tu meñ wlidzy nii nak chop tiiy chilody ktiiy me. 
MRK.3.26	Singo gak nak xaatox deel kak xaa chop tiiy ni ktily lsa xaa. Chilody ktiiy xaa, sink sikootyee lëë xcuent xaa kyal.
MRK.3.27	’Ni tu cho chilody sëëb leñ lidzy tu meñ nii ntseeb par koy xaa xcheñ xaa, sink klo no nii kxituu kazh xaa xaa. Xakxe singo schilo koy xaa nii klyaañtyee styoo xaa.
MRK.3.28	’Lëën xñeli kazh lo do nii stsily Dios kchë xtol meñ ni kchë cos yox nii kñee meñ lo Dios. 
MRK.3.29	Per lëë meñ nii kñeenë Kyalbini Ntson cheñ Dios kpildy xtol meñ go. Tugak tso xtol meñ go.
MRK.3.30	Kchësy nrii kwnee Jesús porñee kwnee meñ nii kyalbini mal nakni xaa.
MRK.3.31	Tsiñee lëë xñaa Jesús ni betsy xaa ptsiñ, lëë xaa kwche ley aan lëë xaa pxaal mandad sitsyetsy Jesús. 
MRK.3.32	Tsigo lëë meñ nii nche sob kyako kwi Jesús chëb:
MRK.3.32	—Lëë xñaal ni betsyoo nche ley xyub lii.
MRK.3.33	Per lëë xaa kwëb chëb xaa:
MRK.3.33	—¿Cho nak kaa tnan ni betsyaa?
MRK.3.34	Loxsye ngo lëë xaa buy lo kchësy meñ nii nche sob kyako kwi xaa aan lëë xaa chëb:
MRK.3.34	—Meñ re nak tnan ni betsyaa. 
MRK.3.35	Porque kchësy meñ nii chuuñtsyey nii chakladzy Dios, meñ go nak betsyaa, psyañaa ni tnan.
MRK.4.1	Lëë Jesús bislo bluuy xtiits Dios chu nistoo stub. Aan como lëë meñ ptyopbe, lëë Jesús kwyo tu leñ barkw nii so siko aan lëë xaa kwsob leeñgo. Lëë meñ kwche chu nis. 
MRK.4.2	Tsigo lëë xaa bislo beeñ kseedy xaa meñ nonsyke con cuent. Aan lo xiwseedy xaa xñee xaa:
MRK.4.3	—Kol kon tu xcuent ngon nii pchoo kwey kon. 
MRK.4.4	Aan tsiñee lëë xaa bislo lo wlaal xob, grol xoob xaa byab kexka chu nëz aan kuktop kaa mguiño. 
