MAT.1.1	Yesu Kristi azakwoyi aye nu nyi, Dauda nugun n Ibrahim yi.
LUK.18.31	Nsayi Yesu wa kun owo abara ya zhi wa ci ɓa ge, “Fye kna tnubua. Yilo Urushelima nu anabi doho-dohoi ɓeda n oza nugun tukwo ɓa nu nɓo nu. 
LUK.18.32	Aɓa gawo n aza kun nɓata kpe Shekwoyi yem, oɓanu ɓa ma wo esan, ɓa kniwo bugba ɓa kni akni kpe wo. 
LUK.18.33	Ɓa luwo har ɓa wu wo, amma wo ɓei laka n vingwo n nyipyeyi tayi.”
LUK.18.34	Owo abara to ɓai gane n enya yi n wo ɓei da m, gama aɓei la okwo awyega bwishi, cenu ɓei zhin to ɓa kpe enya ye n Yesu ɓei gni woi da m. 
LUK.18.35	Sanu n ɓa ɓei ɓe n zokwo, Yesu wa wo vivi n ezhi hoi ai yiko ge Jerikwo. Wyebuayi ho ɓei sase tu n zokwo gbe woi ɓa nya. 
LUK.18.36	She wo ɓei wo aza ɓai duya n mwa wa nya ɓo ge, “Kninu zhiʼa?” 
LUK.18.37	Aza ɓa ciwo ge, “Yesu n wo gmi n Nazarat nyi owo nu duya.” 
LUK.18.38	Nsayi wa ɓe wyi wacige, “Yesu Dawuda nugun gyemi sun-sun.”
LUK.18.39	Aza nɓa ɓei gyi n abye nyi, ɓa ciwo ge wola ce pi. Amma wa gna begye latu n she wa cige, “Dawuda Nugun gyemi sun-sun.”
LUK.18.40	Nsayi Yesu wa kpegni wa cige, ayi wyebuayi ge wo ɓe she wo ɓei ɓe Yesu wa nya wo ge: 
LUK.18.41	“Ho ye ge ma zhin ho kni nuʼa?” Wyebuayi wa cige, “Dagayi mi cei pma ma gye” wyeba njesun.
LUK.18.42	Nsai Yesu wa ciwo ge, “Gyewyeba, oho gaiciya ga kola ho ka gna.”
LUK.18.43	Nsayi-sayi awye ɓa guwoya bmagyi. Wa vi Yesu woi zhin Shekwoyi godiya. Sanu aza ɓei gye lonu, oɓa vinya ɓa zhin Shekwoyi godiya.
LUK.19.1	Yesu kwa wa godiya lo Jeriko. 
LUK.19.2	Esanu wo ɓei diya lo ozaho, gadu gwoyi oɓa su ai yiwo ge Zaka. Wo ɓei zhin agyiwye da nu sosai. 
LUK.19.3	Woi cei pma ntuge a gye Yesu wye. Amma wo ɓei bwa sun kpe-kpegye nu to wa mi wa gye wo wye m, ntuge aza ɓei mwabegye. 
LUK.19.4	Ntuce nu wa busi lo n aza bye, wa gun gbayi shinwan ho ntu ge wa gye Yesu wye, gama Yesu ɓei vi zokwo yi nu.
LUK.19.5	Esanu Yesu ɓei si shinwan yi aba, wa kpawye wu n she wa gye Zaka tu wa ciwo ge, “Zaka, kashi ɓe n pye-pye gama n ɓa dna nho puwa nu naiye.”
LUK.19.6	Zaka kwa wa kashi n pye-pye wa zhin Yesu amabe. Ɓa lo owo puwa. 
LUK.19.7	Shi aza ɓei gye lo nu ɓa laɓa ɓai da gnunu-gnunu ɓai cige, “Ai zaye du azhiɓeyi n alaifida puwa.”
LUK.19.8	Zaka wa lakala gni wa ci Dagayi ge, “Dna emi nyabwa vinya miɓa la tokunyi ma ga aza n ɓato n nyahoi m. Ngye mila zaho-zahoyi gyifi kwa, miɓa gbawo ta har abwa ngun anyi.”
LUK.19.9	Yesu wa ciwo ge, “Gni-gni la ɓe puwaye naiye, gama zeye zhin Ibrahim Yawyi nu ce. 
LUK.19.10	Gama oza Nugun wato Kristi waɓe ntuge wa zan abwi-bwiyi nu shin wa gɓnia njesun.”
LUK.19.11	Esanu aza ɓei zhi ɓai wo Yesu ɓeda wa gaɓa misali ye. Wo ɓei wo vivi n Urushelima yi aza zhi ɓai gye ge Shekwoyi ebemi la gaɓe nu.
LUK.19.12	Nsayi wa ciɓa ge, “Arzikida ho ɓei nyi n wo ɓei lo ezhi ho n kpai ntuge wo gyibe wo zhi. 
LUK.19.13	Kafin wo lo kwa wa yi owo abara ngun awo, wa ga zaho-zahoi agyiwye, wato ngye ₦1,332 wa ciɓa ge, zaho-zahoi lo wo gni gniko n agyiwye yei, n nabai wa gye gyiba n wo ɓa bwa. 
LUK.19.14	Amma shi wo ɓei lo ezhi yi to aza ye wo m. Ɓa kun aza ya ɓa cige, ‘Yi to cei pma lo zeye wa gyi be tu n-yi tukwo m.’
LUK.19.15	“Esanu n wo ɓei jeze zhi, wa yi owa abara yi zhi n wo ɓei gaɓa agyiwye nyi, ntuge wa kpe gyiba ye n ɓa ku bwa.
LUK.19.16	“Oza kmisunyi wa ɓe wa cige, miku gyiba gyi har n sun ngye nya ha gami nyi abwa ngun owo.
LUK.19.17	“Maigida ciwo ge gezhiya nhoi, ho zhin fyenu manayi nu. Shi kwa nyi ho ku gaiciya zhin n nya fyewyi ye, miɓa gaho begyi tu n azhi awa tukwo.
LUK.19.18	“Oza bayi wa ɓe wacige miku gyiba gyi har n sun ngye nya ha ga mi nyi abwa ngun atnu.
LUK.19.19	“Maigida kwa wa ci fyenu ye ge, ho ɓa gyi be tu azhin ngun atnu tukwo.
LUK.19.20	“Ozaho wa ɓe wa cige, oho agyiwye shin nyi. Mi ɓei lo ma kwo so dna n shakun. 
LUK.19.21	Gama mi ɓei wodna ntuge oho hali dnaɓo. Ho zhin ha la enya nkwoto zhin oho nya m. Ho zhin ha do n aba ho to ɓei bye m. 
LUK.19.22	Maigida ci wo ge ho zhin fyenu banza nya nu, Oho ɓeda nu a wu ho. Ho kpe lo ge emi hali ɓo dnaɓo, mi la nya nkwo to zhin emi nya m, mi do aba n mi to bye m. 
LUK.19.23	To, kni nu na zhin to ha ya emi agyiwye fi n banki, n nabai esanu n ma zhi n cei mi gwo n dutun ma? 
LUK.19.24	Nsayi wa gna aza nɓa ɓei zhi ɓo nyi ge, fye gwo agyiwye ye n wo cei shi nyi, fya ga oza n wo cei lo ngun awo nyi.
LUK.19.25	“Ɓa ciwo ge, Dagayi, ai wo ceilo ngun awo.
LUK.19.26	“Amma wa ciɓa ge mɓa gnafye, ozaho-zahoi n wo n cei lo, to, aɓa ɓewo ɓe-ɓe nu. Amma oza n wo to n cei lo m, ko odo n wo cei bwasun lo ciwyi nyi ma a ɓei la kwo gwo wo. 
LUK.19.27	To, emi anuwuyi ye nɓa to cei pma ge ma gyibe tu nɓa tukwo nyi m, fye ɓe n ɓai fya wu ɓa zhiya.”
LUK.19.28	She Yesu ɓei zo misali ye da wa go duya lo Urushelima. 
LUK.19.29	Shi wo ɓei wo vi-vi n Baitafaji ɓedo n Baitanya azhi ho n ɓa zhi vi-vi n epe hoi ai yi kwo ge Zaitun wa tnu owo abara ngun aba n wa bye.
LUK.19.30	Wa ciɓa ge, “Fye lo ezhi ye n kwo zhi n fya bye nyi, fye ɓo gye jaki ɓi ho gniɓo n ozaho-zaho to shin kwo gun, fya loko ɓe n cei. 
LUK.19.31	N ozaho-zahoi nwa nya fye ɓo ge kwo zhin wuna fyei lokwo a? Fya ciwo ge, ‘Dagayi n kwo ɓoyi pma lo.’ ”
LUK.19.32	Abara yi ɓalo ɓa gye nyaho-nyahoi vinya shi Yesu ɓei gnaɓa nyi. 
LUK.19.33	Shi ɓa ɓei lo jaki yi ya, anyada nyaɓa ge, “Kninu zhin fyei lo kwo a?”
LUK.19.34	Ɓa cige, “Dagayi nu n kwo ɓei pma.” 
LUK.19.35	Ɓa lo Yesu n Jaki yi. Nsayi ɓa zhi ko sildi n ɓa aje yi, ɓa gun Yesu tu n kwo.
LUK.19.36	Shi wo ɓei gun kwo ɓe, ɓa kma oɓa je ɓai tazhi n kni. 
LUK.19.37	Shi wo ɓei wu vi-viyi n Urushelima yi n zokwo, nkwo lo Zaitun pe nyi, aza nɓa ɓei viwo ɓe vinya ɓa la ɓai gode n Shekwoyi ɓai ga mwa-mwa bmana-bmana ntu aɓo wo-woi ɓo vinya n ɓa ɓei gye nyi. 
LUK.19.38	Ɓai cige, “Shekwoyi wo tu esu ye anabarka n wo ɓe dna n Dagayi eye nyi. Bugbafu lo n she ɓedo n mwa-mwai n Shekwoyi aba.”
LUK.19.39	Nsayi A farisiyi ho ɓa daɓo n Yesu yi ɓa cige, “Malam, gna oha zeye n ɓa nyi nge ɓaku ce pi.”
LUK.19.40	Yesu kwa wa ciɓa ge, “Mɓa gnafye, n a zaye ɓa ce pi akutaye ɓa lamitu nsa.”
LUK.19.41	Yesu kwa wa ɓe vi-viyi n Urushelima yi. Esa nu wo ɓei gye ko wa cibwi kpe kwo. 
LUK.19.42	Wa cige, “Bugbafu nyalo-nyalo nya ɓei la wo vi-viyi nfyei, ammato fya ye ko m. N saiye kwa esa la lu diya. 
LUK.19.43	Esa ɓelo esanu ofye anuwuyi ɓei ye kpe n fye ganuwa ɓei she fye kna ɓai gufye fi n mi. 
LUK.19.44	Ɓa ɓei vi fyeya du nfya ɓi ɓe, nɓa fi nfye mi nyi. Ofya nuwuyi to ɓei fa kuta gmanyi ganuwa nya kwa cetu n do m. Gama fye to ɓei zhin ampani n gni-gni n Shekwoyi ɓei gafye nyi m.”
LUK.19.45	Yesu kwa wa lodna n aduwa nyakun wa nya aza ya n ɓa ɓei fi ɓai kun anya fi ɓo nyi. 
LUK.19.46	Wa ciɓa ge, “Akafilo n littafi ge aɓa yi emi puwa ge aduwa nyakun. Amma fye la kwo ze aba n avi bwifi.”
LUK.19.47	Yesu kwa wawu ɓa nya dna n aduwa nyakun fyegyi-fyegyi. A prist dnagmayi kwa ɓedo n amalemi a Yahudawa nyai ɓedo n na tukwoda yi ɓeye ntuge ɓa wu wo. 
LUK.19.48	Amma to ɓa kpe shi ɓa ɓa zhin-zhin n wu m, ntuge aza ɓei kna owo ɓeda tnubua sosai, har to ɓai ye ge owo ɓeda gmanyi kwo zun ɓa tnubua gnana m.
LUK.20.1	Nwyihoi, esanu Yesu ɓei dna n aduwa nyakun woi wu aza nya woi zhin ɓa waʼazi nabari manayi nya a prist dnagmai, ɓedo n atukwoda yi ɓa ɓe owo aba. 
LUK.20.2	Ɓa ciwo ge, “Gnayi gaiciya, Nyikado nu nagaho iko nge ho zhin aɓoye pya?”
LUK.20.3	Yesu wa ciɓa ge, “To mi cei pma lo ma nyafye ɓoho ce.
LUK.20.4	“Fye gna mi Yohanna iko batizma zhin nya mwa, kwo ɓei gmi n Shekwoyi aba nu ko ka n azanyikwoci aba?”
LUK.20.5	Ɓa zhin nubo ɓa cige, “N ya ciwo ge n Shekwoyi aba, to, wa nya yi ge kni nu ɓei zhin to ya gawo gaiciya ma? 
LUK.20.6	Amma n ya ciwo ge n a zan-yikwoci aba nu, to, a zaye n ɓa zhi laɓa nyi, ɓa kniya akuta n sa, ntuge ɓa n gaiciyai galo ge Yohanna ɓei zhin anabi nu.” 
LUK.20.7	Ntuce nu ɓa ciwo ge, “Yita kpe abalo n wo iko ɓei gmi m.”
LUK.20.8	Yesu wa ci ɓa ge, “To mita gnafye ce aba n mi iko gmi mi-i zhin aɓoye pya m.”
LUK.20.9	Nsayi Yesu wa gna aza misali ye wa cige, “Ozaho ɓei nufwa wa ga akodogo da nge ɓa zhinwo aba, owohin ce wa laka wa lo ozan n kpai har wa mwasa. 
LUK.20.10	Shi wo ɓei zhi, wa tnu owo fyenu ho nge wo lo akodog da yi aba, woi gwo ampanyi ɓe n cei n ɓaɓei bwa n ofwayi. Amma akodogo da yi ɓa wan fyenu yi ɓa luwo ɓa jewo zeya ntna nyaho. 
LUK.20.11	Nsayi maigida yi waje fyenu ho tnu. Amma a kodogo da yi ɓa wan wo ɓa luwo sosai, ɓai zhin wo aɓo nkwoto kamata m, ɓa jewoze ya n tna nyaho. 
LUK.20.12	Nsayi maigida yi wa tnu n fyenu tahi. Amma a kodogo dayi ɓa jewowan ɓa luwo ɓa shewoya shi lonu n tna nyaho.
LUK.20.13	“Nsayi maigida yi wa zhin nubo wa cige, ‘Miɓa zhin wunaʼa? Miɓa tnu nmi ɓiyi. Ai shiɓa ɓo gye wo ɓato ɓei zhin wo nyaho m.’ 
LUK.20.14	Amma shi akodogo dayi ɓei gye wo, ɓa cige, Owoɓi nu ɓeya sosai nya. Yi la wo wu ntuge n ya wu wo, anyagye vinya ɓaku ze eyi nya nu. 
LUK.20.15	Ntucenu ɓa wan wo ɓa shewoya shi n of-wagbe ɓa wun wo. Nsayi Yesu wa nyaɓa ge, ‘To Maigida ye ɓa zhin kni nu n akodogodayeʼa?
LUK.20.16	“ ‘Ai ko zhin dole nu waɓe wa wu azeye vinya, wa ga zado ofwa ntuge ɓa zhin wo aba.’ ” Shi aza ɓei wo lonu ɓa cige, “Shekwo to ye ya zhin aɓeye pya m”.
LUK.20.17	Nsayi Yesu wa shiɓa wye wa cige, “To Littafi da kniɓeyi nu ge, Kuta n anyakun miyi taye m, okonu laze kuta bwakonu nya? 
LUK.20.18	Ozaho-zahoi wa ce bonyi n kutayi wo ɓa bmaya, amma ozaho-zahoi nkutayi kwa kayatu wo, woɓa viya dugu-dugu.”
LUK.20.19	A pirist dnagmai ɓedo n amalami ɓei cei pma ntuge ɓa wan wo, gni nu abayi ntuge ɓa ɓei cei kpe ge aɓo vinya n Yesu ɓei da nyi, wo ɓei datu n ɓa tukwo nu. Amma ɓa wo aza dna n mwa.
LUK.20.20	Ntucenu ɓa zhi ɓai dna esa manayi wye. Ɓa tnu azaho ntuge ɓa lo ɓai nya Yesu aɓo, ngye aza manayi n nabai n Yesu ɓa da ɓoho nukwoyi n nabai ɓa lo n woi n a sheria ba. 
LUK.20.21	Azayi n aɓei tnuɓa nyi ɓa lo ɓa nya Yesu ge, “Malami, yi kpelo ge anya vinya n ho da hoi wu aza nyi gaiciya nu. Yi kpelo ge hota wo oza dna m, amma ho da gaiciya cici. Hoi da nya n Shekwoyi ye ntuge aza ɓa zhin. 
LUK.20.22	Gnayi kwo bmiya lo ya gba a Romayi godu ko kwa yito gba ma?”
LUK.20.23	Amma Yesu wa ku oɓa ɓemwi kpe wa ciɓa ge: 
LUK.20.24	“Fye wumi agyiwye ho.” She ɓa ɓei wu wo wa nyaɓa ge, “Nyikado hoto ɓedo n eyei nu tuya?” A cige, “Esu Roma nya.”
LUK.20.25	Nsayi Yesu wa ciɓa ge, “To, Fye ga Esu Roma nya enya ko zhin owo nya. Nsayi fya ga Shekwoyi enya n kwo zhin Shekwoyi nya.”
LUK.20.26	Ɓato ɓei mi ɓa wan wo gniɓo n azaba m, ntu cenu ɓaku ce pi cei wo ɓa shi wo ɓei gaɓa amsa n wu.
LUK.20.27	A Sadukiyi ho ɓa ɓe Yesu aba (Eɓanu ɓei zhin ɓai cige, azafi kalaku to lo m.) Ɓa nyawo ge. 
LUK.20.28	“Mallam, Musa ɓei gayi wyidna ye ge, Nza fi wa fa owo nyikwo gni ntna ɓi, to, owo mado wa la nyikwoyi ntuge wa bwa oɓi n woi ga owo dnagma.
LUK.20.29	“To, ko ɓei zhin lonu n aza ngun tnaba. Oɓa dnagma vinya wa la nyikwo amma wa fi to woi bwa oɓi m. 
LUK.20.30	Ntucenu owo mado n wo ɓei yatu wo nyi, wa la nyikwoyi. 
LUK.20.31	Har oza tayi har oɓa ngun tnaba lonu, zaho-zahoi nɓa wa ku mula pa n nyikwo yi, aku fi to ɓai bwa ɓi m. 
LUK.20.32	Nyikwoyi wa ɓe wa wonya fi ce.
LUK.20.33	“To, ewyi n aɓei ku azafi kala ma, wo ɓei zhin nyikado nyikwo nuʼa? Gama oɓa vinya ɓei ku mula pa n woi.”
LUK.20.34	Yesu kwa wa ciɓa ge, “Aza n ɓa fi n anyimiye nyi, ɓa zhin ɓa pa mula. 
LUK.20.35	Amma aza nɓa ɓei kuka n vingwo nyi nɓa ku kunce ntuge ɓai bwa wye-wyei n anyi deyi ɓato ɓei pa mula m. 
LUK.20.36	Ɓa wu ngye amalaika nu ɓa ta mi ɓa shan fi m. Ɓa zhin Shekwoyi aɓi nu ntuge ɓala kuka n vingwo.
LUK.20.37	“Amma ntu fye ɓo nya ɓo, ko efi kalaku lo. Musa ɓei ku wufye dei-dei nge aku aza kala vingwo, ntuge ɓa bwa wye-wyei nu. Aba n Musa nabari kafilo woi gni n aba ena ɓei kpe n gbe-gbe amma to koi gyi na nyi m, wa cige Shekwoyi zhin Shekwoyi Ibrahim nyanu ɓedo n Ishaku yi ɓedo n Yakubu yi. 
LUK.20.38	Deye kwa wu ge wo zhin Shekwoyi aza wye-wyeyi nya nu. Toge aza fifiyi nya m, ntuge aza vinya ɓa n wye-wyei lo n Shekwoyi aba.”
LUK.20.39	A malami ho n ɓa ɓei zhi ɓo ɓa cige, “Malam ho la ɓo dnagbe dai-dai.” 
LUK.20.40	To aza shan wo ɓenya njesun n sayi m.
LUK.20.41	Yesu kwa wa nyaɓa ge, “Aɓa mi a ci n wuna ge Masifu wato Kristi wo zhin Dawuda yawyi nuʼa? 
LUK.20.42	Ntuge Dawuda n wohin tukwo wa ci dna n Zabura ge, Dagayi wa ci omi Dagayi ge, La sase tu n mi bwazhe bwa. 
LUK.20.43	Sai miku oho anuwuyi ze oho apita kpe ɓa, ɓa ye fi n ho apita sinta.” 
LUK.20.44	Wato Dawuda ɓei yi wo ge Dagayi nu. To Masihu ɓa zhin Dawuda yawyi n wuna? 
LUK.20.45	Esanu aza ɓei zhi ɓai knawo ɓeda tnubua waci owo abara ge, 
LUK.20.46	Fye zhin peceiye n ɓa Yahudawa malami yi n ɓa cei pma ɓa lo n aje dnagmai kpe nyi, ɓa cei pma a ɓi ɓa gna n mwa-mwai gni n gniko gbe. Ɓa zhin ɓa sase kpe n aba manayi nu n aduwa nyakun ɓedo n abai n aza zhi ɓai zhin agmada. 
LUK.20.47	Ɓa zhin ɓa zhin aduwa n mwakpa, n mwa-mwa gayi, ɓa ngbayi shi ɓa gyi anyigbayi fi, ɓa gwo ɓa duciya. Oɓa ta-ta ɓei la mwa.
LUK.21.1	Nsayi Yesu wa shi awye wa gye agyi-wye da zhi ɓai zhin sadaka n adduwa nyakun. 
LUK.21.2	Njesun wa gye nyigbayi ho n wo to ɓei n nyahoi m, woi ya a sisin-kwobo fi ngun aba.
LUK.21.3	Yesu wa cige, “Ma gnafye, Nyigbayi ye n wo to n nyahoi lo nyi m, wo ku agyiwye ga n du Arzllida ye. 
LUK.21.4	Gama azaye n ɓa ɓei ga sadaka ɓai kni-kni ɓai ceyafi nu. Amma owoi da wo ga nyaho-nyahoi vinya n wo cei lo nu.”
LUK.21.5	Azaho n wo abara mi ɓa zhi ɓai da shi adduwa nyakun ɓei bmiya gni n wu. Nkwo akutayi kpaje daidai ɓedo n nyigun yi n kwo ɓei zhin kpe n nyakun pa. Yesu wa ciɓa ge,
LUK.21.6	“Duk anyaye n fye gye vinya nyi esa ɓelo n kuta gmanyi to ɓei ce tu n do m. A ɓei la ɓa kmaya vinya n na je.”
LUK.21.7	Nsayi ɓa nyawo ge, “Malami kwo ɓei zhin lonu n knisayi ya? Kni nu ɓei zhin n nabai yi kpe ge esa lasi nkoɓo zhin lo nuʼa?”
LUK.21.8	Yesu wa ci ɓa ge, “Fye zhin peceiye, Fye to ku ze aza gbeloi, gama aza nmwa ɓa ɓe dna n mi ye, ɓai cige eminu zhin Kristi. Esa lasi, amma fyeto vi ɓa m. 
LUK.21.9	Fye to wo dna esanu fya wo ge a sun akun lo, ko kwa ai shan asu do. Gama ko zhin dole nu aɓoye pya ɓa zhin kpa, amma kwo to wu ge esa kmaknayi la ga m.” 
LUK.21.10	Wa godiya wa ciɓa ge, “Akni gbo-gbo ɓei sunkun n ɓa jei, Asu ɓei kun kpe aje. 
LUK.21.11	A ɓei woge ekni shan-shan lo laɓa, koi saya koi wu aza, mikun ɓei la lakpe ɓedo n anyasan yi gbo-gbo, fye ɓei gye aɓo nukwoyi ɓai ga atuze n she.
LUK.21.12	“Amma kafin anyagye ɓa zhin a ɓei wan fye, ai zhin fye zamba, ai lo n fyei n na aduwa nyakun ntuge a dafye owa, ai gufye fi n purusuna, ai lo n fyei n asu abye gbo-gbo ntu mi ɓo. 
LUK.21.13	Nsayi kwa okwonu ɓe zhin ofye sa, fyei da nabari manayi ye. 
LUK.21.14	Fye ku shiri zhin esa ye nyi to fyei sa aɓo n amsai n fye ɓa gna ɓa m. 
LUK.21.15	Ntuge mi ɓei ga fye ɓeda n ɓeyekpe yi nfya nuwuyi to ɓei mi ɓai na ofye ɓeda aɓo m. 
LUK.21.16	Ofya dada, nfya dnagmai, n fya zai, n fya nugundo yi, ɓa ɓei gafye n tukwoda aba har ɓo wu azaho n fye. 
LUK.21.17	Zaho-zahoi ɓei la ze ofye nuwuyi ntu mi ɓo. 
LUK.21.18	Amma tukwoyi gmanyi nfye tukwo to ɓei kaya kwa bwi m.
LUK.21.19	“Fye ku zhi dai-dai ntuge fye ɓei gni fyehin n lonu nu.
LUK.21.20	“Esanu fye ɓei gye Urushelima shekna gni n na soja yi, to, fye ɓei kpe ge esa la si a la kwo ya. 
LUK.21.21	To aza nɓa fi n Yahudiya kwa ɓo busi lo ape. Aza nɓa filo n zhimi kwa ɓo kun ya. Aza n ɓa lo n fwa to ɓo zhi api m. 
LUK.21.22	Gama anyipyei ye ɓanu zhin anyipye yi ta-ta nya, n nabai lit-tafi ɓeda kwa nu. 
LUK.21.23	Ayya n anyikwo aba nɓa zhi lo n nuboyi ɓedo n aɓiya dai n ɓa na aɓi shilo nakun. Esa nukwoi ɓa ɓe da ekni ye. Shekwoyi minagyi ɓei tu n aza. 
LUK.21.24	Aɓei wu azaho n abeyakwoyi. Aɓei lo n azahoi n knido ɓaku ze oɓa fyenu. Aza nɓa ta kpe Shekwoyi ye m, ɓa ɓei zhin Urushelima chaka chaka har oɓa sa kwa nu.
LUK.21.25	“Aɓei gye tuze nyipyei n apyai har du na kpasu yi. Dna n anyi akni vinya ɓei zhi ɓai wo dna laɓa, ɓai wo aɓeci dna n ko kun n ɓela nyi. 
LUK.21.26	Aza ɓei zunfi laɓa, shi ɓa zhi ɓai pmi nya nkwo ɓelo n nabye, gama eshe to ɓei shan sun n kwohin wan shi m. 
LUK.21.27	N anya deye avun vinya nsayi oza Nugun wato Kristi wo ɓe dna n anyi n iko yi.
LUK.21.28	“Esanu nfya gye aɓoye ɓai zhin, to, fya ku zhi n shiri zhin sosai ntuge ofye gni-gni la wo vi-vi yi.”
LUK.21.29	Nsayi Yesu wa gnaɓa misali ye wa cige, “Fye pa shinwan ɓo n na yikwo ge gbayi nyi, ɓedo n ashiriwan aje yi.
LUK.21.30	“Esanu nfya gye ɓai ci afintolo, wa gu aduwa nyakun nyi, shi. 
LUK.21.31	To kwo wu lonu she fye ɓei gye aɓoye vinya ɓai zhin, to, fye ɓei kpe ge Shekwoyi bemi kola ga ɓe.
LUK.21.32	“Fye pa ge anya ye vinya ɓa zhin kafin aza nɓa fi n anyi ye nyi ɓa fi vinya. 
LUK.21.33	Eshe ɓedo n kni ɓa ɓa duya, amma omi ɓeda kwo ta duya m kpe-kpe.
LUK.21.34	“Fye zhin peceiye, Fye to fa agmada n jesin yi har ɓedo n damuwa anyi nya ɓa ku fye gnagna m, kada nyipye yi ɓei ɓe to fyei dna ce m. 
LUK.21.35	Gama kwo ɓei ɓe shi agam zhin kwa wan za nyi nu, koye ɓe da aza n anyi ye. 
LUK.21.36	Fye zhin peceiye, fyei zhin aduwa n nabai n fye ɓa bwa akala fyei kunya n aɓoye vinya n lafiya yi. N nabai fye zhi n oza Nugun aba dai-dai.”
LUK.21.37	Yesu ɓe zo owo anyipyei kmaknayi lonu woi wunya dna aduwa nyakun. Esanu wyeshe a she wo ɓei zhin wa gmiya wa lo Zaitun pe, har labmi. 
LUK.21.38	Aza kwa ɓalo haikali n labmi-labmi ntuge ɓa wo owo ɓeda.
LUK.22.1	To esa wo vi ntu a Yahudiyi agmada ɓo (nɓa zhin ɓai pa esa n Shekwoyi ɓei knu n ɓai n Masar nyi.) A yikwo ge Idin Paska. Esanu n ɓa ɓei zhin ɓai gyi bredi n koto n yist nyi m. 
LUK.22.2	Sai pirist dnagmai ɓedo a Yahudiyi malemi ɓa zhin atna ntuge ɓa wu wo, amma ɓa ɓei zhin ɓai wo aza dna.
LUK.22.3	Nsayi Shetam wa lo Yahuda Iskariyoti bugba. Wo ɓei zhin Yesu bara nu. 
LUK.22.4	Wa lo wa daɓo n prist dnagmai hoi ɓedo n zai n wo zhin wa gu aduwa nyakun nyi, she ɓa ɓa zhin ɓa wan Yesu nwu. 
LUK.22.5	A daɓa n mwa har ɓaku ye ntuge ɓa gawo agyiwye. 
LUK.22.6	Yahuda kwa wa ye n agyiwye n ɓa ɓe tuwo nyi. Tunyi sayi wa la ɓa woi dna esa manayi wye n wo ɓa ga Yesu nɓa kun n tna aza kpei.
LUK.22.7	Ewyi ka ɓe n ɓa zhin agmada n Bredi ntna yist nya nyi, esayi ɓa zhin ɓa wu a kugya ntu paska yi ɓo. 
LUK.22.8	Yesu wa tnu Birtus ɓedo n Yohanna yi nge ɓalo ɓo zhin shiri n paska yi ntuge ɓa gyi.
LUK.22.9	Ɓa nya wo ge, “Ho cei pma yi zhin ko shiri n kni bwai a?”
LUK.22.10	Wa ciɓa ge shi fye lofi n zhimi fye ɓo gye ozaho n nuwan shakun shi. Fye viwolo n puwa n wo ɓa lo dna nyi.
LUK.22.11	Fye gna puwa da ge, ma cige wo wufye nyakun n miɓa ɓe ntuge ma gyi paska ɓedo n mi abarai nyi.
LUK.22.12	Wo ɓa wu fye nyakun dotu ho. To fye zhin shiri ɓo nu.
LUK.22.13	Shi ɓa ɓei lo ɓa gye nyaho-nyahoi dai-dai shi Yesu ɓei gna ɓa n wu nyi. Ɓa zhin paska shiri ɓo.
LUK.22.14	Shi ɓa ɓei ku zo esa si n ɓa ɓa gyi paska n cei. Yesu wa sase n wo aba ɓedo n wo abarai. 
LUK.22.15	Wa ciɓa ge, “Awomi pua lo n mwa n nabai ma gyi paska nyagyi ye n fyei, kafin mi gye azhin. 
LUK.22.16	Gama ma gnafye gaiciya mita je kwo gyi n fyei m, sai dai n eshe esanu n kwo ɓei nu daidai nyi.”
LUK.22.17	Nsayi Yesu wala kap, wato aba n anab nuwan ɓei fi nyi, wa zhin godiya ga Shekwoyi wa cige, “Fye gwo fya sin fyei ce ga je. 
LUK.22.18	Gama ma gnafye mita shan anab nuwan ye sin m, Sai Shekwoyi ebemi la ɓe.”
LUK.22.19	Nsa yi wa la bredi wa zhin Shekwoyi godiya wa gnakwo ajeya wa gaɓa wa cige, “Deye, kwo nu zhin omi nayi (n Shekwoyi n cei ga ntu fyeɓo nyi.) Fye zhin ko lonu ci-ci fyei pa mi ɓo.”
LUK.22.20	Njesun lonu wa gaɓa kap ɓai ku nyagyi gyi wa cige, “Kap ye n kohin kwo nu zhin Shekwoyi alkawali woi-woi n wo kwoi tuze n mi ami n a cei zeya ntu fye ɓo nyi.) 
LUK.22.21	Amma fye wo ɓoho oza n wo ɓa gami n a Yahudiyi akun nyi wo tulo woi gyi nyagyi n gnisun n miyi. 
LUK.22.22	Gama oza Nugun ɓa fi shi Shekwoyi n cei katu lo, amma ayya oza yi n wo ɓa gami n ɓa akun nyi.”
LUK.22.23	Nsayi ɓa zhi cei wo ɓa ko nyikadonu n ɓa woi ye wa zhin ɓo lo nu.
LUK.22.24	Esanu n ɓa ɓei ku paska zo zhin ɓai zhi n abaho, Yesu abara ɓa naɓo naje yi, ko nyikadonu ɓo zhin oza dnagmai n (Shekwoyi ebe mi).
LUK.22.25	Yesu wa ciɓa ge, “Asu anyi nya ɓa n ikoi lo tu n oɓa aza tukwo, Aza n ɓa gyibe kwa a yiɓa ge aza nugun-do. 
LUK.22.26	Amma deye to wulo lonu n fyei m. Amma oza n wo zhin zad-nagmai lo nfye, to, wu ngye oɓi nawyi. Oza n wo zhin gnabyelo kwa, to, wola ze ngye fyenu. 
