MAT.1.1	Jesukristo mräkä känekäne jrei Davikri amne Abrahamkri abko nere:
LUK.9.27	Akwa mun tä nete ne ruäre ngämi krüte, känenkri Ngöböta gobrane ño nibtä, ye abko munkwe tuadi ja okwä jenbti abko ti tö nibi niei metre munye, niebare Jesukwe ni jökrä nämane yete yeye.
LUK.9.28	Jesukwe kukwe niebare kore, yebti kwäirare Jesu nikani ngitiobti blitakäre Ngöböbe angwane, Pedro, Santiago amne Juan nikani siba ben. 
LUK.9.29	Jesu nämane blite Ngöböbe, te batibe ngwäre bä nikwitani jene amne dän btä abko trä namani ngwen bürere mera trä bä kwrere. 
LUK.9.30	Ye btäräbe ni nibu namani gökökä yete blite Jesube. Ni nibu ye abko Moisés amne Elías. 
LUK.9.31	Niaratre nämane ye bäre temen kä trä namani kuin bä nuäre amne Jesu tädi Jerusalén, känti näinta kä käinbti abko btä nämane blite kä ye känti. 
LUK.9.32	Ye ngwane abko Pedro, Santiago amne Juan okwä namani doboko köbö kisete angwane, batibe nükaninta ngwäte angwane, Jesu bä dite amne nuäre tuani kwetre. Erere arato, Moisés amne Elías tuani kwetre. 
LUK.9.33	Ni nükani nibu Jesu känti, ye jatanina nikenta angwane, Pedrokwe niebare Jesuye:
LUK.9.33	Ti Dänkien, nita nete abko käi nibi nuäre tibtä, aisete ma tö ne ngwane, nunkwe ju mikadi kiakia komä munkrä: kwati makrä, kwati Moisékrä amne kwati Elíakrä, niebare kwe.
LUK.9.33	Pedro abko käkwe ñäkäbare kore akwa, drebtä nämane blite abko ñan nämane gare ie.
LUK.9.34	Pedro nämane blite kore, ye btäräbe müta jatani jüben niaratrebti angwane, kä jürä namani krübäte niaratre nimäbtä. 
LUK.9.35	Angwane müta yete ni kukwei jarabare krörö ietre:
LUK.9.35	Ni ne abko ti Odei tikwe. Ne mden tikwe dianinkä jakrä, aisete niara kukwei nua munkwe abko ni kukwei namani kore mütate.
LUK.9.36	Ni kukwei jarabare kore angwane, ni nibu ye nikaninta angwane, Jesu aibe namaninta kaibe. Kukwe nakaninkä kore, ye abko nitre ja töitikaka Jesube käkwe tuani, akwa ükani kaibe kwetre jakrä, aisete kä ye ngwane niebare ñakare kwetre ni mda mdaye.
LUK.9.37	Jesu nämane ngitiobti nitre ja töitikaka nimäbe, bti jändrinane jataninta motokwäre angwane, ni nükani kwati ngäbti. 
LUK.9.38	Ni kwati ye ngätäite ni nämane iti käkwe ngratebare jume, käkwe niebare Jesuye:
LUK.9.38	Dirikä, ti ngobo ngörä itibe tikwe noko jakwe tuen känti tikrä abko tita ribere kisere mae, 
LUK.9.39	ñobtä ñan angwane üai käme ie niarata neketete, käta mike ngrente kri amne, btäräbe tä kä ötöte bti amne tä kitekä nekwäre, sekwäre amne däbe tä neme betekä kadate. Erere arato, ñan tä nebe gibiekä, ye abko tä mike ja tare nike tikän. 
LUK.9.40	Abtä nitre ja töitikaka mabe käkwe üai käme juandretari mento btä abko tikwe ribeba kisere ietre, akwa üai käme ñan rikaba mento ietre, niebare kwe Jesuye.
LUK.9.41	Abtä Jesukwe niebare ietre:
LUK.9.41	¡Aingwaree, ti moto iko munbtä! Mun ye ño abko moto kämekäme dikaro abti munta tödeke ñakare dikaro Ngöböbti ye. ¿Ti rabadi kä nuäi mda munbe amarebti ye? niebare Jesukwe.
LUK.9.41	Ye btäräbe Jesukwe niebare mda:
LUK.9.41	Ngäbäkre ye ngwen tie, niebare kwe.
LUK.9.42	Ye erere, ngäbäkre jänikani nebe ja ken Jesube angwane, üai kämenkwe kitaninta temen amne kä ötaninteta bti kwe, akwa Jesukwe ngratebare üai kämenbti, btäräbe ngäbäkre ye namaninta kuinta angwane, Jesukwe bianinta rünye. 
LUK.9.43	Ngöbö di kri köböire ngäbäkre namaninta kuinta, yebtä abko ni jökrä ñan töi namani krütare.
LUK.9.43	Ni jökrä ñan töi namani krütare kore angwane, Jesukwe niebare nitre ja töitikaka benye:
LUK.9.44	Olo ketete kuin ti kukweiye munkwe amne munkwe ñan käikwitaka jabti. Jötrö ti, Ni Kä Nebtä Ngobo biandi müre ketadre ni mda mdaye, niebare Jesukwe ietre.
LUK.9.45	Akwa dre niebare kore kwe, ye abko ñan nükani gare nitre ja töitikaka benye, ñobtä ñan angwane kukwe niebare Jesukwe, yebtä abko Ngöbö ngämi töi tikekä, aisete ñan nükani gare ietre. Mdakäre abko, namaninta ja gaire kukwe ye ngwiantarita Jesuye, aisete namaninta kwekbe jökrä.
LUK.9.46	Ye ngwane abko, nitre ja töitikaka Jesube mden bäri ütiäte, abkobtä nikani ja kwete kwärikwäri mda. 
LUK.9.47	Angwane nämane töbike ño, ye gani btä Jesukwe. Abtä Jesukwe ngäbäkre chi käräbare, mikani täkänintbe ja ken kwe, 
LUK.9.48	bti niebare krörö kwe ietre:
LUK.9.48	Nireta ütiäte ñakare ni mda mda okwäte ngäbäkre chi ne kwrere, ye nireta kaen ngäbti ti käbti, ye abko ti ara jire kata ngäbti kwe amne, nireta ti kaen ngäbti ja dänkiene, ye abko Ngöbö ti juanka abko kata ngäbti kwe arato. Ne aisete mun jökrä ngätäite, nire nire tuen ütiäte ñakare munye, ni ye abko bäri ütiäte Ngöbö ngwärekri. Abko kore se, niebare Jesukwe.
LUK.9.49	Angwane Juan abko käkwe niebare:
LUK.9.49	Dirikä, nunkwe ni tuaba iti üai käme juentari ma käbti, akwa niara tä nekete ñakare nibe, aisete ñan üai käme juandretari mda kwe ma käbti, nunkwe nieba ie, niebare kwe Jesuye.
LUK.9.50	Abtä Jesukwe niebare mda:
LUK.9.50	Nireta sribire ñakare mun rüere, ye abko tä nekete munkri, aisete munkwe ñan sribi ye kwrere dokwä täkä mda kän, niebare Jesukwe ietre.
LUK.9.51	Abti Jesu rikadreta kä käinbti abko köböi jatani nüke ja ken, aisete niarakwe ja töi mikani kwatibe nikenta Jerusalén. 
LUK.9.52	Angwane Jesukwe ni juani ruäre ja käne kä känene juta Samariate nünantbekrä jae. Akwa 
LUK.9.53	Jesu nämane näin Jerusalén kukwäre, ye gani nitre Samariabokwe angwane, Jesu kani ngäbti ñakare kwetre, ñobtä ñan angwane nitre israelita amne nitre Samariabo nämane rüre jabe kwärikwäri aisete. 
LUK.9.54	Nitre Samariabo käkwe ñan Jesu kani ngäbti, ye gani Santiagokwe amne Juankwe angwane, niebare kwetre Jesuye:
LUK.9.54	Dänkien, niaratre ñan tö ma kain ngäbti, ye dokwäre Ngöbökwe ñukwä kä käinbti juandre käkwe nitre se gadrekä jökrä abko nunkwe kärädre Ngöböye, ¿ie ma tö nibi ya? niebare kwetre ie.
LUK.9.55	Abtä Jesu nikwitaninte, käkwe mäträbare btätre. 
LUK.9.56	Yebti nikanintre juta mdate.
LUK.9.57	Niaratre nämane dikekä ji ngrabare angwane, ni iti käkwe niebare Jesuye:
LUK.9.57	Ti Dänkien, ma näin mdente erere, ye känti ti rikai siba mabe, niebare kwe.
LUK.9.58	Abtä Jesukwe niebare mda ie:
LUK.9.58	Nukro känsenta, kwe kä mkä tärä nünankrä amne, nukwä nikenkä käinta abko juda tärä kwe nünankrä arato, akwa ti Ni Kä Nebtä Ngobo ne abko kwe kä ñakare jire chi jadükakrä. Ne aisete ma tö jatai tibe ne ngwane, ma rabadre juto biare nüne ti kwrere arato, niebare kwe.
LUK.9.59	Bti Jesukwe niebare ni mdaye:
LUK.9.59	Brän tibe, niebare kwe ie.
LUK.9.59	Akwa ni ye abko käkwe niebare Jesuye:
LUK.9.59	Ti Dänkien, ti tuemetre nikenta ken ja gwiriete, abti ti rün krütadi, tikwe doboi mikadi, ye täbti ti näin mabe, niebare kwe ie.
LUK.9.60	Abtä Jesukwe niebare ie:
LUK.9.60	Nitre ie Ngöbö gare ñakare abko tä ni ngwäkäre kwrere Ngöbö ngwärekri, ye tuametre ni ngwäkäre doboi mike. Ma abko Ngöböta gobrane ño nibtä, ye abko ma rika kädriere ni mda mdabe, niebare Jesukwe ie.
LUK.9.61	Abti ni mdara jire käkwe niebare Jesuye:
LUK.9.61	Ti Dänkien, ti tö rikai mabe akwa, ti ngämi niken känenkri ti tö rikai ja tuaita niere ti mräkäye, niebare kwe.
LUK.9.62	Abtä Jesukwe niebare ni neye:
LUK.9.62	Ni sribikä tä niken dobro tikekä aradorebti akwa tä nikrenta ja jiebti, ye ñan tä sribire kuin metre, aisete sribi rabai ngwarbe, aisete nire nire töita niken jändrän mda mda jiebti, ni ye kwrere abko ñakare kuin sribikä kä gobrankrä Ngöbökwebtä. Abko kore se, niebare Jesukwe ie.
LUK.10.1	Yebti ni Dänkienkwe ni mdara jire dianinkä gre ketamä bti ni jätä. Jesu rikadre juta mdente mdente, ye känti Jesukwe ni ye juani nibu nibu ja känenkri. 
LUK.10.2	Akwa käne abko ni kwati nämane juto biare kukwe kuin mike era, abkobtä kukwe bä mikani krörö, käkwe niebare ietre:
LUK.10.2	Nura nena biare kabre ötadre, ye kwrere ni kwati tä juto biare ngwiandre Ngöböye, akwa sribikä ñakare bökän, aisete sribi Bkänkä Ngöbö käkwe sribikä mda mda juandre jötrö sribire abko munkwe ribe ie. 
LUK.10.3	Akwa mun nän. Obeja ngäbälita niken lobo ngätäite, ye kwrere tita mun juen ni krübäte krübäte ngätäite. 
LUK.10.4	Mdakäre abko, mun rika angwane, mun ñan rika ngwian ngwena jabtä. Mun ñan rika kra ngwena jae amne mun ñan rika sabato mda ngwena jae. Erere arato, munkwe ñan kä gate ngwarbe köbö ngwentari ji ngrabare ni mda mdaye nünankakäre raire ji ngrabare.
LUK.10.5	Akwa ju mdente mun rika nebe, känti munkwe köbö ngwiantari käne, käkwe nie krörö: Kä jäme Ngöbökwe raba munbtä, nie munkwe. 
LUK.10.6	Angwane ni nünanka gwi yete tädi biare kä jäme Ngöbökwe ye kaen ngäbti ne ngwane, kadi ngäbti kwe; ñakare ne ngwane, ñan kadre ngäbti kwe. 
LUK.10.7	Ju mdente mun raba, ye känti mun raba nünentbe. Munkwe ñan ja kwita ju mda mdate. Mdakäre abko, mrö mden mden kwetata kwetre, erere te mun buka angwane, munkwe kweta, ñobtä ñan angwane ni sribikä abko ie sribi ütiä biandre abko erere munkwe mrödi sribi munkwe ütiäre. 
LUK.10.8	Erere arato, juta mdente mun raba, ye känti mrö mden mden te mun buka, ye munkwe kweta jäme jökrä. 
LUK.10.9	Angwane ni bren bren tärä juta yete ne ngwane, munkwe mikata kuinta amne, Ngöbö kebera nüke gobrane ngätäite abko munkwe nie ietre.
LUK.10.10	Akwa juta mden känti mun raba angwane, nitre yete käkwe ñan mun ka ngäbti, yebtä abko mun rikata jibti ñäkäre kwärä krörö: 
LUK.10.11	Dobro mnü juta munkwete nete neketaninkä nun ngotobtä abko nunta ngrükete mun ngwärekri jökrä nete. Ne abko mun ñan tö Ngöbö kukwei kain ngäbti, aisete mun ara jire ngite Ngöböye ja töi jenbti bä mikakrä, ye raba gare munye. Akwa Ngöbö kebera nüke gobrane mun ngätäite, ye raba gare munye, aisete munkwe nie kore ietre. 
LUK.10.12	Akwa köbö mrä näire, nitre Sodomabo käkwe ja tare nikadi, yebti ta nitre nünanka juta yete käkwe ja ngie nuadi abko ti tö niei munye, niebare Jesukwe nitre juani kwe yeye.
LUK.10.13	Bti Jesukwe niebare mda:
LUK.10.13	¡Aingwaree mun nünanka juta Corazínte amne juta Betsaidate! Mun bobre jakän, ñobtä ñan angwane sribi kri ñan tuabare nuenbare tikwe mun ngätäite, ne kwrere nuendre juta Tiro amne Sidón känti, akräke nitre yete käkwe ja töi kwitadreta Ngöbö kukwäre amne, dän ngutu jüräre kitadre kwetre jabtä amne rabadre täkänintbe ngübrünte ja moto ulire kukwe kämekäme nuenbtä bä mikakrä.
LUK.10.14	Ye mden kisete, Ngöbökwe kukwe ükadite ni jökrä kräke kä mrä angwane, Ngöbökwe mun nünanka juta Corazínte amne juta Betsaidate mikadi ja tare nike bäri kri nitre nünanka juta Tirote amne Sidónte ye kräke. 
LUK.10.15	Amne mun nünanka juta Capernaúmte, ma känti nete tikwe sribi kri ñan tuabare nuenbare kabre, ¿yebtä Ngöbökwe mun mikadi bäri ütiäte, munta nütüre ya? Ñakare, ñobtä ñan angwane Ngöbökwe mun ye kitadikä kä ja tare nikakrä känti.
LUK.10.16	Yebti Jesukwe niebareta mda nitre juani kwe yeye:
LUK.10.16	Nirekwe mun kukwei mikadre era ye käkwe ti ne ara jire kukwei kadi ngäbti; akwa nirekwe ñan mun kukwei mikadre era, ye abko ti ne ara jire ñan kukwei kadi ngäbti kwe amne nire ñan tö rabadre ti kukwei kain ngäbti, ye abko Ngöbö ti juanka ñan kadi ngäbti kwe. Abko kore se, niebare Jesukwe.
LUK.10.17	Abti nitre gre ketamä bti ni jätä juani Jesukwe ye jatani nüketa mda angwane, kä namani nuäre krübäte btätre, käkwe niebare Jesuye:
LUK.10.17	Dänkien, nunkwe üai käme juantariba mento nibtä angwane, ma käbti üai käme nibi nun kukwei mike täte jökrä kore, niebare kwetre ie.
LUK.10.18	Angwane Jesukwe niebare ietre:
LUK.10.18	Munta kukwe era erere niere, ñobtä ñan angwane merata trä ngitiekä jötrö, ye kwrere Satana kä käinbti jataninbe timon sribi munkwe köböire, rababa tuen tie. 
LUK.10.19	Ye abko, üai käme krübäte tbi kwrere amne dribe kwrere, kräke tikwe ja di biani munye ganainkäre amne, mun rüe Satana käkwe ñan mun mikadre bren, abkokäre tikwe ja di biani munye ganainkäre. 
LUK.10.20	Akwa üai käme käta mun kukwei mike täte, ye munkwe ñan käi ngwian nuäre bäri jabtä, akwa munkwe nünandre kärekäre Ngöböbe, aisete mun käi nena tikani täräbtä kä käinbti, ye abko bäri käi ngwian nuäre jabtä munkwe, niebare Jesukwe ietre.
LUK.10.21	Yebti, Ngöbö Üai Deme namani täte Jesubtä, köböire kä namani nuäre kri btä, käkwe niebare:
LUK.10.21	Ti Rün, ma abko kä käin amne kä temen Dänkien. Tita ma käikitekä, ñobtä ñan angwane nitre bikaka töbtä krikri abko okwäte makwe kukwe metre makwe ye rükaninte, akwa ni bobre bobre töi ñakare ñakare ruen ie abko ietre makwe mikani gare, ma tö namani ño, erere makwe nuenbare. Yebtä tita ma käikitekä, niebare Jesukwe Rün Ngöböye.
LUK.10.22	Yebti nitre näma Jesu kukwe nuen, ye ie Jesukwe niebare mda:
LUK.10.22	Ti Rün käkwe jändrän jökrä mikani gare tie amne ti abko nire ngobo era metre gare ñakare ni mda mdaye, akwa ti Rün aibe ie ti gare. Erere arato, ti Rün abko gare ñakare ni mda mdaye, akwa ti niara Odei ne aibe ie niara gare amne ti tö rabare mikai gare nire nireye, ye erere ie rabadi gare, niebare Jesukwe.
LUK.10.23	Yebti Jesu nikwitaninte, käkwe niebare kaibe nitre ja töitikaka benye:
LUK.10.23	Tita sribi kuin nuene bätäkä ngwarbe, ye abko munta tuen ja okwä jenbti, ye munkwe käi ngwian nuäre kri jabtä, 
LUK.10.24	ñobtä ñan angwane sribi kri ñan tuabare tuata munkwe, ye abko nitre Ngöbö kukwei niekä kirakira amne jrei kwati kirakira tö namani tuai, akwa tuani ñakare kwetre. Erere arato, ti kukwei nuata munkwe, ye niaratre tö namani kukwei nuai, akwa erere kukwei nuani ñakare kwetre. Abko kore se, niebare Jesukwe ietre.
LUK.10.25	Yebti bati, Kukwe Biani Ngöbökwe Moiséye dirikä nämane iti, namani nünaninkä krö, käkwe kukwe ngwianintari ja gakäre Jesube, käkwe niebare ie:
LUK.10.25	Dirikä, ¿tikwe dre nuendre köböire ti rabadre nüne kärekäre Ngöböbe? niebare kwe Jesuye.
LUK.10.26	Abtä Jesukwe niebare mda ie:
LUK.10.26	¿Kukwe Biani Ngöbökwe Moiséye btä mata ñäke, ye käta dre niere arato? niebare kwe ie.
LUK.10.27	Angwane dirikä ye käkwe niebare:
LUK.10.27	Ngöbö Kukweita niere krörö: Makwe ma Dänkien Ngöbö tare ja üai ngöi jökrä, ja di ngöi jökrä amne ja töi ngöi jökrä. Erere arato, mata ja tarere au, ye kwrere makwe ni mda mda tare arato, nieta Ngöbö Kukweibtä, niebare kwe Jesuye.
LUK.10.28	Jesukwe niebare mda ie:
LUK.10.28	Kukwe era erere nini makwe. Ye kwrere makwe nuendre ne ngwane, ma rabadi nüne kärekäre Ngöböbe, niebare kwe ie.
LUK.10.29	Akwa Kukwe Biani Ngöbökwe Moiséye dirikä käkwe kukwe ngwianintari, yebti tö namani bikai deme, käkwe niebare Jesuye:
LUK.10.29	¿Ti mräkä mden abko tikwe taredre metre ruen? niebare kwe mda Jesuye.
LUK.10.30	Abtä ni menteni amne ni rüe abko ni mräkä metre, ye Jesukwe bä mikani, käkwe niebare krörö ie:
LUK.10.30	Bati ni nämane iti Jerusalén, nikani motokwäre juta Jericó kukwäre angwane, batibe nitre gokä jatani, käkwe jändrän goibare jökrä kän amne, dän btä dianinkä jökrä kän kwetre, bti metani kwetre, namani bä ngwäkäre angwane, mikaninte jite kwetre se kwrere, bti ngitiani. 
LUK.10.31	Ye ngwane ni blitaka Ngöböbe ni mda mda diäre jatani iti ji ye arabebti angwane, ni bä ngwäkäre nämane jite. Yebtä okwä mata namani akwa, nikani mobe menteninta temen bäre se kwrere, bti nikani janknu ta. 
LUK.10.32	Yebti ni levita sribikä ju blitakrä Ngöböbe jatani iti mda, nükani ja ken ni bä ngwäkäre yebe angwane, mikani ñäräre jirekäbe kwe, akwa nikani janknu ta arato.
LUK.10.33	Akwa yebti ni jenena Samariabo jatani iti mda ji ye arabebti abko okwä mata namani ni bä ngwäkäre btä angwane, namani ruen bobre ie, 
LUK.10.34	käkwe krötabare ken, bti olibo köi amne uba döi mikani träinbti kwe kräkäi mikakäre amne träin mrianinte kwe, bti mikani buro jakwebti kwe, bti nikani ngwena nebe ju ni basakakrä känti. Ye känti ngibiabare kwe ye näire. 
LUK.10.35	Yebti jändrinane dekä angwane, ngwian ganaindre köböbu näre ye ni Samariabo käkwe biani ju bkänkäye, käkwe niebare ie: Makwe ni ne ngibia tikrä. Nane makwe ngwian gate bäri mda niarakrä ne ngwane, ti jatadita, käkwe ütiä biandi mae, niebare kwe ie. Abko kukwe nakaninkä kore. 
LUK.10.36	Ne aisete ni iti goibare nitre gokäkwe angwane, ni nikani nimä. ¿Nitre nimä ye ngätäite, ni mden käkwe ni mda tuani känti ja mräkä kwrere ruen? niebare Jesukwe ie.
LUK.10.37	Angwane Kukwe Biani Ngöbökwe Moiséye dirikä käkwe niebare mda Jesuye:
LUK.10.37	Ni ie ni bren namani ruen bobre, ye abko käkwe ni bren tarebare mräkä kwe kwrere, niebare kwe.
LUK.10.37	Abtä Jesukwe niebare ie:
LUK.10.37	Ni Samariabokwe kukwe nuenbare kuin mräkä mdakrä, ye kwrere nän nuene arato. Abko kore se, niebare Jesukwe ie.
LUK.10.38	Yebti Jesu nikani janknu ta nitre ja töitikaka benbe amne nükani juta mdate, känti meri iti kädian nämane Marta nämane nüne. Marta ne abko käkwe Jesu kani ngäbti ja gwiriete. 
LUK.10.39	Marta etba nämane iti abko kädian nämane María. María ye abko nikani, namani täkänintbe Jesu ngotobtä Jesu kukwei nuen. 
LUK.10.40	Akwa Marta abko namani sribi kabre gwita ye aibe btä töbike, aisete namani sribire janknu, bti nikani, käkwe niebare Jesuye:
LUK.10.40	Ti Dänkien, ¿ti mräkäkwe ti mirite sribire kaibe, se ütiäte ñakare makrä ya? Niara juen jötrö ti die mike, niebare kwe Jesuye.
LUK.10.41	Akwa Jesukwe niebare mda ie:
LUK.10.41	Marta, ma nibi töbike krübäte dikaro sribibtä, kä nibi ma nike. Erere arato, jändrän keta kabre, btä mata töbike, 
LUK.10.42	akwa jändrän ketetibe bäri ütiäte, ye mden abko Maríakwe känäniri jakrä, käta ti kukwei nuen. Ye abko ni ñakare jire abko rabadre denkä kän. Abko kore se, niebare kwe Martaye.
LUK.11.1	Bati Jesu nämane blite Ngöböbe kä mda känti, käkwe blitabare ünän angwane, ni iti ja töitikaka ben abko käkwe niebare ie:
LUK.11.1	Ti Dänkien, blitadre ño Ngöböbe abko Juan Bautistakwe diribare nitre ja töitikaka benye, aisete makwe diridre nunye arato, niebare kwe Jesuye.
LUK.11.2	Abtä Jesukwe niebare ietre:
LUK.11.2	Mun rika blite Ngöböbe angwane, munkwe nie krörö:
LUK.11.2	Ti Rün kä käinbti, ma kä aibe raba mikani ütiäte ni jökräkwe.
LUK.11.2	Jakwe gobrane nun ngätäite nete.
LUK.11.2	Ma tö dreye kä käinbti, erere tä neme bare mae kä käinbti, erere raba bare mae kä nebtä nun ngätäite arato abko nunta ribere mae.
LUK.11.3	Köbö kwatirekwatire makwe mrö bian täte nunye.
LUK.11.4	Nun ngite kukwe kämenbtä ye denkä mento nunbtä, ñobtä ñan angwane ni mda mda tä ja mike ngite nun rüere, käre nunta den jabti ta köbö kwatirekwatire.
LUK.11.4	Amne kukwe kämekäme tö nun nuaite ja käne ma rüere, ye känti makwe ñan nun jie ngwian,
LUK.11.4	abko munkwe blita kore Ngöböbe, niebare Jesukwe ietre.
LUK.11.5	Bti Ngöböta juto biare ni kukwei kaen ngäbti, ye abko Jesukwe bä mikani, käkwe niebare krörö mda ietre:
LUK.11.5	Nane mun kukwe muko jatadre iti kä ruäre deo, käkwe niedre: Ja mräkä, ban ngwen kumä ütiädre tie, 
LUK.11.6	ñobtä ñan angwane gwä ti kukwe muko nü basare jire tie, akwa bukakrä ñan nebe tie. Abtä ti ki ban tärire mae, tikwe ñan ja gaidre krübäte abkokäre, niedre kwe mae. 
LUK.11.7	Angwane ni tädre gwi käkwe ñan niedre: Ti nibira jänbti ngäbäkrebe, aisete ti ñan raba nainkröta krö jändrän biankäre mae, aisete makwe ñan ti nika, niedre ñakare jire kwe kukwe kare ngäbti. 
LUK.11.8	Akwa niara ñan kädriedre blo, abkokäre rükadre krö amne jändrän jökrä kärädre ie kukwe mukokwe, ye erere biandre jökrä kwe ie. Ye abko ñan niara kukwe muko, aisete nuendi kore kwe akwa, ñan ñäkädre rüere abtä rabadre ja gaire, abkokäre nuendi kore kwe.
