MAT.1.1	អ្យា​នាវ​ងក៝ច​យៅ​អូ​ចែ​
MAT.27.6	មពោល​កោរាញ​ជាន​ឞ្រាស​ទោញ​ព្រាក់​អី​នៃ ជេសរី​លាស៖ “ព្រាក់​អ្យា​ឞ៝ន់​មោ​អោស​ទី​តេៈ​តា​កែស​ព្រាក់​កោរាញ​ឞ្រាស យ៝រ​លាស​ព្រាក់​ខ្លៃ​មហាម”។ 
MAT.27.7	ជេស​ខាន់​ពាង់​តឹម​ញច្រាៈ​រី ខាន់​ពាង់​ឆ៝ៈ​ព្រាក់​អី​នៃ​រាវាត់​មីរ​ឞូនុយ្ស​ម៝ន​គ្លាស​មា​អ៝ន់​ត៝ប់​ខឹត​ផូង​ឞូ​នាច់​អេង។ 
MAT.27.8	កើត​នទ្រី​ទឹង​ឞូ​ក្វាល់​នតុក​អី​នៃ​នហ៝​មា​ត៝ត់​នារ​អ្យា​លាស «មីរ​មហាម»។ 
MAT.27.9	នាវ​អី​នៃ​ជេង​ទី​ដាស​នាវ​ឞូនុយ្ស​នតើយ្ស​នាវ​ងើយ​កោរាញ​ឞ្រាស​កាល់​អែ​នើស​រាញា​
MAT.27.10	ជេសរី​ឞូ​ឆ៝ៈ​ព្រាក់​អី​នៃ​រាវាត់​នែស​ឞូនុយ្ស​ម៝ន​គ្លាស កើត​កោរាញ​ឞ្រាស​លែៈ​ដាៈ​ជេស​មា​គ៝ប់»។
MAT.27.12	យើន​មា​នោក​មពោល​កោរាញ​ជាន​ឞ្រាស នទ្រែល​មា​មពោល​កោរាញ​ផូង​
MAT.27.13	​លាស​
MAT.27.14	​មោ​អើស​អោស ទូ​ត៝ង​
MAT.27.15	តឹម​អាប់​នាម់​ញេត​បុន​នហ៝ត កោរាញ​ក្វ៝ង់​អី​នៃ​វៃ​មអើក​ទូ​ហ្វេ​ឞូនុយ្ស​ទោយ្ស​តឹង​ផូង​ប៝ន​លាន​ទាន់។ 
MAT.27.16	នោក​នៃ​គែស​ទូ​ហ្វេ​ឞូនុយ្ស​ទោយ្ស​ឞូ​លឺ​គុ​នទ្រូង រាញា​ពាង់​
MAT.27.17	ជេស​ផូង​ប៝ន​លាន​តឹម​រាគូម​ឞាល់ 
MAT.27.18	ពាង់​លាស​កើត​នៃ យ៝រ​មា​ពាង់​លែៈ​គឹត​ជេស​នូយ្ស​នហ៝ម់​មពោល​កោរាញ​ជាន​ឞ្រាស​មោ​នាច នទ្រី​ទឹង​ខាន់​ពាង់​ញជុន​
MAT.27.19	នោក​
MAT.27.20	យើន​មា​មពោល​កោរាញ​ជាន​ឞ្រាស នទ្រែល​មា​មពោល​កោរាញ​ផូង​
MAT.27.21	កោរាញ​ក្វ៝ង់​
MAT.27.22	​អោប​តៃ​ខាន់​ពាង់៖ “លាស​នទ្រី​
MAT.27.23	​អោប​តៃ​លាស៖ “ឞូនុយ្ស​អ្យា​ម៝ស​នាវ​អ្យើស​
MAT.27.24	​គឹត​ពាង់​នើម​មោ​ហោម​ទើយ ឆៃ​ប៝ន​លាន​អុស​អាស​លើ​មា​ហោ​ដ៝ង់។ ជេសរី​ពាង់​ឆ៝ៈ​ទាក​រាវ​តី​តា​នាប់​ផូង​ឞូនុយ្ស​អ៝ក់ នហ៝​មា​លាស៖ “នាវ​អ្យា​ទុត​តា​ខាន់​អៃ​មៃ​នើម​យឹ គ៝ប់​មោ​អោស​គែស​ទោយ្ស​ដាស​ងខឹត​ឞូនុយ្ស​អ្យា”។
MAT.27.25	ទឹង​លែៈ​ផូង​ប៝ន​លាន​អើស​ទ្រើវ៖ “លាស​
MAT.27.26	អាច​មា​
MAT.27.27	ផូង​តាហែន​កោរាញ​ក្វ៝ង់​
MAT.27.28	ខាន់​ពាង់​ទ្រ៝ស​លើយ​ឞ៝ក​អាវ​
MAT.27.29	ខាន់​ពាង់​ឆ៝ៈ​រាតាវ​ល៝ក​បារ់​ជាន​មោក​កាដាច់​នទោ​តា​ឞោក​
MAT.27.30	ខាន់​ពាង់​រាឆ៝ស​ទាក​ទីវ​តា​
MAT.27.31	ជេស​មឺច​រាម៝ត​មា​
MAT.27.32	នោក​លោស​ឞើស​ប៝ន ផូង​តាហែន​ម៝ប់​ទូ​ហ្វេ​ឞូ​ក្លោ​រាញា​ពាង់​
MAT.27.33	ត៝ត់​តា​ទូ​នតុក​រាញា​«
MAT.27.34	ជេសរី​ឞូ​ឆ៝ៈ​នទ្រាញ់​ព្លៃ​យុងយារ​ប៝ន​លាយ​ដាស​ទាក​ព្លៃ​មាត់​តាង់
MAT.27.35	ជេស​ឞូ​ព៝ង់​
MAT.27.36	ខាន់​ពាង់​គុ​រើប​គើប​តា​នៃ​ញជ្រាង់​
MAT.27.37	តា​កាលើ​ឞោក​
MAT.27.38	នោក​នៃ​ឞូ​ងខឹត​នទ្រែល​
MAT.27.39	លែៈ​ឞូនុយ្ស​អី​ឞ្រោៈ​រ៝ៈ​នៃ ងគ្រើស​ងគ្រាប់​រាតែស​ឞោក​រុល​ទុល​មឺច​មា​
MAT.27.40	នហ៝​មា​លាស៖ “ហើយ​
MAT.27.41	មពោល​កោរាញ​ជាន​ឞ្រាស ផូង​នើម​នតី​នាវ​វៃ​ផូង​
MAT.27.42	“
MAT.27.43	​លែៈ​ញឆីង​មា​កោរាញ​ឞ្រាស លាស​កោរាញ​ឞ្រាស​អុច អ៝ន់​កោរាញ​ឞ្រាស​រាក្លាយ្ស​
MAT.27.44	ឞ៝ល​លាស​ឞារ​ហៃ​ឞូនុយ្ស​នតុង​អី​ឞូ​ងខឹត​នទ្រែល​
MAT.27.45	នតើម​ឞើស​នារ​ងក្លាង​ឞោក​លាម​ឞ្រី​ទាក​អី​នៃ​ត្រោក​គែស​ង៝​ទាទេ នហ៝​មា​ត៝ត់​ម៝ង​ពែ​កេង​មាង់។
MAT.27.46	ក្លាប់​លាស​តា​ម៝ង​ពែ​កេង​មាង់ 
MAT.27.47	ឞូ​បាបាៈ​អី​គុ​តា​នៃ​តាង់​នាវ​
MAT.27.48	ទោ​មា​គែស​ទូ​ហ្វេ​ឞូនុយ្ស​តា​ផូង​ខាន់​ពាង់​ញច្វាត់​ឆ៝ៈ​ឞ៝ក​យុក​តា​ទាក​ឆ្រាត​ពូត​តា​ចោង​ម៝ង់​នទឹ​អ៝ន់​
MAT.27.49	យើន​មា​ឞូនុយ្ស​អាបាៈ​លាស៖ “ក៝ប់​អ្វាញ់​ប៝ត់ គឹត​
MAT.27.50	ជេសរី​
MAT.27.51	តា​ម៝ង​នៃ​ឞ៝ក​អី​ញចីង​តា​មពោង​ជ្រោ​ទុត​ក្ល៝ស​អ្វែស​តា​ត្រោម​ញីស​ជាន​ឞ្រាស​មា​កោរាញ​ឞ្រាស ទោ​មា​ហេក​ច្វីក​ជេង​ឞារ នតើម​ឞើស​លើ​នហ៝​មា​ត៝ត់​អា​ទ៝ង់ នែស​នតូ​ងគារ់ លុ​ក្លេរ​ដាង។
MAT.27.52	នតូ​មោច​ពើក​ឞ៝ង់​រឺក​បឺក ខឹត​ផូង​ឞូនុយ្ស​ក្ល៝ស​អ្វែស​អ៝ក់​អី​វៃ​គុ​ឆ៝ង់​តា​ឞើស​នាប់​កោរាញ​ឞ្រាស​ទ៝ក់​រេស។ 
MAT.27.53	ជេស​
MAT.27.54	នោក​កោរាញ​តាហែន​
MAT.27.55	តា​នតុក​នៃ​គែស​អ៝ក់​ឞូ​អូរ​អី​តឹង​
MAT.27.56	តា​នៃ​គែស​
MAT.27.57	ត៝ត់​កេង​មាង់​គែស​ទូ​ហ្វេ​ឞូនុយ្ស​នទ្រ៝ង់​រាញា​ពាង់​
MAT.27.58	ពាង់​ហាន់​ម៝ប់​
MAT.27.59	ជេសរី​ពាង់​ឆ៝ៈ​ឆាក់​ជាន់​
MAT.27.60	ពាង់​ញជ៝រ​ឆាក់​
MAT.27.61	​តាៈ​ឞើស​ប៝ន​
MAT.27.62	ត៝ត់​អោយ​តៃ​រី តា​នារ​
MAT.27.63	មឞើស​មា​ពាង់៖ “អើ​កោរាញ ហេន​ហោម​កាស​គឹត​នាវ​
MAT.27.64	លាស​នទ្រី​ទាន់​កោរាញ​ដាៈ​តាហែន​អ៝ន់​ញជ្រាង់​ងាន់​មោច​អី​នៃ​អ៝ន់​លោច​ពែ​នារ។ ក្លាច​លាស​មពោល​អ៝ស​ម៝ន​
MAT.27.65	​លាស​មា​ខាន់​ពាង់៖ “ខាន់​មៃ​ឆ៝ៈ​តាហែន ដាៈ​ឞូ​ញជ្រាង់​ងាន់​អ៝ន់​ទុត​អ្វែស​ទោ ទាស​អុច​ខាន់​មៃ​នើម!” 
MAT.27.66	ជេសរី​ខាន់​ពាង់​ហាន់​អា​មោច ញជឹរ​នតូ​មោច​ព្លា​នទើ​វែរ​កាលើ​ជឹត​គៃ​មា​លើយ​អ៝ន់​ឞូ​លាប់ នទ្រែល​មា​អ៝ន់​តាហែន​គុ​ញជ្រាង់។
MAT.28.1	ជេស​នារ​
MAT.28.2	នោក​នៃ​ទោ​មា​គែស​ងគារ់​នែស​ទុត​ហោ យ៝រ​លាស​គែស​តោង​ពារ់​កោរាញ​ឞ្រាស​ជុរ​តាៈ​ឞើស​ត្រោក​អី​នតុក​កោរាញ​ឞ្រាស​នើម ងក្លឹ​លើយ​លុ​ឞើស​ឞ៝រ់​មោច​នៃ ជេសរី​គុ​រាគើប​តា​កាលើ​លុ​អី​នៃ​ដ៝ង់។ 
MAT.28.3	អ្វាញ់​ពាង់​រីល​តឹម​ឞាន​មា​លើប​ងលាយ្ស ឞ៝ក​អាវ​ពាង់​ងលាង​តឹម​ឞាន​មា​មលី។
MAT.28.4	ផូង​តាហែន​អី​គុ​ញជ្រាង់​មោច​តា​នៃ​ក្លាច​ញឆ៝រ់​ហោ​ងាន់ នហ៝​មា​ចោត​ខឹត​យើស។ 
MAT.28.5	យើន​មា​តោង​ពារ់​លាស​មា​មពោល​ឞូ​អូរ​អី​រី៖ “ខាន់​អៃ​លើយ​ក្លាច​អោស! គ៝ប់​លែៈ​គឹត​ជេស​ខាន់​អៃ​ហាន់​ជ៝យ​
MAT.28.6	​មោ​ហោម​អោស​តា​អ្យា យ៝រ​លាស​កោរាញ​ឞ្រាស​រាទ៝ក់​អ៝ន់​ទ៝ក់​រេស​តៃ កើត​នាវ​
MAT.28.7	ជេសរី​ហាន់​គើញ​អា​មពោល​អ៝ស​ម៝ន​
MAT.28.8	ជេសរី​ខាន់​ពាង់​ហាន់​រ៝​តាៈ​ឞើស​មោច​នៃ​នអ៝ប់​មា​គែស​នាវ​ក្លាច​គែស​នាវ​រាម់​ហោ​ងាន់ ខាន់​ពាង់​ញច្វាត់​មឞើស​ងក៝ច​នាវ​មហែ​មហាន​អី​នៃ​មា​មពោល​អ៝ស​ម៝ន​
MAT.28.9	ទោ​មា​
MAT.28.10	​លាស​មា​ខាន់​ពាង់៖ “លើយ​ក្លាច​អោស! ខាន់​អៃ​ហាន់​មឞើស​ងក៝ច​មា​មពោល​អ៝ស​នោ​
MAT.28.11	ទោល​ផូង​ឞូ​អូរ​នៃ​ហាន់​រ៝ៈ​ត្រ៝ង គែស​ផូង​តាហែន​អី​ញជ្រាង់​មោច​នៃ​នើស​អាបាៈ​លាប់​តា​ប៝ន មឞើស​ងក៝ច​ទឹង​លែៈ​នាវ​គែស​អី​នៃ​នើស​អ៝ន់​មា​មពោល​កោរាញ​ជាន​ឞ្រាស។ 
MAT.28.12	មពោល​កោរាញ​ជាន​ឞ្រាស តឹម​ម៝ប់​តឹម​ញច្រាៈ​ដាស​មពោល​កោរាញ​ផូង​
MAT.28.13	នហ៝​មា​នតុម​ខាន់​ពាង់​កើត​នអា៖ “អ៝ន់​ខាន់​មៃ​លាស៖ «នទុត​ហេន​ហាក់​ឞិច​គែស​មពោល​អ៝ស​ម៝ន​
MAT.28.14	លាស​កោរាញ​ក្វ៝ង់​
MAT.28.15	ជេសរី​ខាន់​ពាង់​ឆ៝ៈ​ទើន​ព្រាក់​អី​នៃ ជាន​កើត​នាវ​ឞូ​ដាៈ​មា​ខាន់​ពាង់។ នាវ​អី​នៃ​គឹត​លឺ​លាម​ផូង​
MAT.28.16	ជេសរី ១១ នុយ្ស​មពោល​កោរាញ​អ៝ស​ម៝ន​ហាន់​តា​ឞ្រី​
MAT.28.17	ត៝ត់​ខាន់​ពាង់​ឆៃ​
MAT.28.18	​ហាន់​តា​ខាន់​ពាង់ ជេសរី​លាស​មា​ខាន់​ពាង់៖ “លែៈ​នាវ​ទើយ​តា​ត្រោក នអ៝ប់​មា​តា​នែស​នតូ​លែៈ​
MAT.28.19	លាស​នទ្រី​ហាន់​ហ៝ម់​អាប់​នទុល​មពោល​ឞូនុយ្ស​តា​នែស​នតូ​អ្យា ញជេង​ខាន់​ពាង់​ជេង​អ៝ស​ម៝ន​
MAT.28.20	ជេសរី​នតុម​នតី​អ៝ន់​ខាន់​ពាង់​អ្យាត់​ទឹង​លែៈ​នាវ​
MRK.1.1	អ្យា​នតើម​នាវ​មហែ​មហាន​អ្វែស​មា​
MRK.1.2	តា​ឆ៝ម់បុត​ឞូនុយ្ស​នតើយ្ស​នាវ​ងើយ​កោរាញ​ឞ្រាស​កាល់​អែ​នើស រាញា​
MRK.1.2	«អ្វាញ់​យឹ 
MRK.1.2	តឹម​ឞាន​ឞូ​ក្វាយ្ស​ត្រ៝ង មឞើស​មា​ឞូ​
MRK.1.3	ឞូនុយ្ស​អី​នៃ​នតែរ​តា​ឞ្រី​រាទាស​លាស៖
MRK.1.3	«នទ្រាប់​ហ៝ម់​នូយ្ស​នហ៝ម់​អ៝ន់​មា​កោរាញ​ឞ្រាស តឹម​ឞាន​មា​ឞូនុយ្ស​ក្វាយ្ស​ត្រ៝ង‌
