GEN.1.1	Sintinoo ga, Irkoy na beenaa nda gandaa taka. 
LEV.8.4	Hayaa kaŋ Abadantaa nʼa yaamar, Musa nʼa tee, alžamaa marga cere kubayyan hukkumoo miɲoo ga.
LEV.8.5	Musa nee alžamaa se: «Hayaa ne kaŋ Abadantaa yaamar a ma teendi.» 
LEV.8.6	Woo banda ga, Musa na Haruna nda nga izʼarey manandi kʼi ɲumay nda hari. 
LEV.8.7	A na kaayoo daŋ Haruna ga, a na centoo haw nda gamahawoo, a na forkiyaa daŋ a ga, a na 
LEV.8.8	A na 
LEV.8.9	A na fatalaa didiji boŋoo ga, de fatalaa jineheroo ga, a na wura hiiri henanantaa daŋ, sanda takaa kaŋ nda Abadantaa na Musa yaamar.
LEV.8.10	Woo banda ga, Musa na yonyan jiyoo zaa ka Irkoy hukkumoo nda haya kul kaŋ goo a ra yon kʼi daŋ jere ga Irkoy se. 
LEV.8.11	A zaa a ra ka say-saya cee iyye sargari tonadogoo ga, a na sargari tonadogoo, nda nga jinawey kul, nda hanfi beeroo nda hayaa kaŋ ga a ga goro yon kʼi daŋ jere ga Irkoy se. 
LEV.8.12	A na yonyan jiyoo doori Haruna boŋoo boŋ, a nʼa yon kʼa daŋ jere ga Irkoy se. 
LEV.8.13	Musa na Haruna izʼarey manandi, a na kaayi beeriyaŋ daŋ i ga, a na centey haw nda gamahaw, a na fuula daŋ i ga sanda takaa kaŋ nda Abadantaa na Musa yaamar.
LEV.8.14	A na zunubu sargaroo yaaroo manandi, Haruna nda nga izʼarey na ngi kabey fur zunubu sargaroo yaaroo boŋoo ga. 
LEV.8.15	A koosandi, Musa na nga kabe-izoo ka zaa kuroo ra kʼa daŋ sargari tonadogoo hilley ga, carawey bande, a na sargari tonadogoo henanandi, a na kuroo cindoo doori sargari tonadogoo gandahere kʼa daŋ jere ga Irkoy se ka zunubu tuusuyanoo tee a se. 
LEV.8.16	A na maanoo kul kaŋ ga teeley daabu, nda tasa-izoo, nda dumay-ɲaa-guuri hinkaa, nda ngi maanoo zaa kʼi dullandi sargari tonadogoo boŋ. 
LEV.8.17	Yaaroo, nda kuuroo, nda hamoo, nda žiiboo, a nʼi ton nuune ra jamaa kaloo se taray kʼi tee boosu, sanda takaa kaŋ nda Abadantaa na Musa yaamar.
LEV.8.18	A na 
LEV.8.19	A koosandi, Musa na kuroo say-say sargari tonadogoo carawey bande. 
LEV.8.20	Feejoo dunbu-dunbandi, Musa na boŋoo, nda ham dunbu-dunbantey, nda maaney dullandi. 
LEV.8.21	Teeley nda kobsey ɲumandi nda hari, Musa na gaaroo kul dullandi sargari tonadogoo boŋ: sargari kukurante no kaŋ sunnaaraa ga kan, 
LEV.8.22	Woo banda ga, Musa na gaaru hinkantoo manandi, sargari juwalkaa gorandiyanoo goyoo ra gaaroo kaŋ ga tee sargari no. Haruna nda nga izʼarey na ngi kabey fur gaaroo boŋoo ga. 
LEV.8.23	A koosandi, Musa zaa kuroo ra, a nʼa daŋ Haruna haŋa hennaa deenoo ga, a daŋ nga kabe hennaa kobaaroo ga nda nga cee hennaa cew-ize beeroo ga. 
LEV.8.24	Musa na Haruna izʼarey manandi, a zaa kuroo ra kʼa daŋ ngi haŋa hennaa deeney ga, a daŋ ngi kabe hennaa kobaarey ga nda ngi cee hennaa cew-ize beerey ga. Woo banda ga, Musa na kuroo cindoo say-say sargari tonadogoo carawey bande. 
LEV.8.25	A na maanoo, nda šuwalaa, nda maanoo kul kaŋ ga teeley daabu, nda tasa-izoo, nda dumay-ɲaa-guuri hinkaa nda ngi maanoo, nda cee hennaa zaa. 
LEV.8.26	Takulawey kaŋ ra dolobiri sii dikaa kaŋ ga jisi Abadantaa jine ra, a na wijila, nda wijila takula foo kaŋ loobandi nda jii, nda furme foo zaa a ra kʼi daŋ maaney nda cee hennaa ga. 
LEV.8.27	A na wey kul daŋ Haruna nda nga izʼarey kabey ra, a nʼi zinji sanda 
LEV.8.28	Woo banda ga, Musa nʼi kaa kabey ra, a nʼi dullandi sargari tonadogoo ga sargari kukurantaa boŋ kʼi tee 
LEV.8.29	Musa na almanoo caraa zaa kʼa zinji sanda sargari zinji-zinjante Abadantaa jine, sargari juwalkaa gorandiyanoo goyoo ra feejoo woo, nga ti Musa bagaa sanda takaa kaŋ nda Abadantaa nʼa yaamar. 
LEV.8.30	Musa na yonyan jiyoo zaa, nda kuroo kaŋ goo sargari tonadogoo boŋ, a say-saya Haruna nda nga darbawey ga, nga izʼarey nda ngi darbawey ga a bande, a na Haruna nda nga darbawey, nda nga izʼarey nda ngi darbawey a bande daŋ jere ga Irkoy goyoo se.
LEV.8.31	Woo banda ga, Musa nee Haruna nda nga izʼarey se: «Wa hamoo hina cere kubayyan hukkumoo miɲoo ga, war mʼa ŋaa no din, nga nda takulaa kaŋ goo sargari juwalkaa gorandiyanoo goyoo ra dikaa ra sanda takaa kaŋ nda ay yaamar ka nee: ‹Haruna nda nga izʼarey mʼi ŋaa.› 
LEV.8.32	Hamoo nda takulaa cindoo, war mʼi ton nuune ra kʼi tee boosu. 
LEV.8.33	Woo banda ga, jirbi iyye war si hun cere kubayyan hukkumoo miɲoo ga, hala han kaŋ war daŋyanoo jere ga zaarey ma timme, zama jirbi iyye no war gʼa tee hala war daŋyanoo jere ga Irkoy goyoo se ga tabati. 
LEV.8.34	Hayaa kaŋ ir nʼa tee hõ, Abadantaa nʼa yaamar, hala war ma duu zunubu tuusuyan. 
LEV.8.35	War ma cindi jirbi iyye cere kubayyan hukkumoo miɲoo ga cijin nda zaari, war ma hayaa dii kaŋ Abadantaa nʼa noo war se war mʼa dii hala war masi duu ka buu, zama woo ti hayaa kaŋ nda ay yaamarandi.» 
LEV.8.36	Haruna nda nga izʼarey na hayey kul tee kaŋ Abadantaa na Musa kʼi yaamar.
LEV.9.1	Jirbi yaahantoo hane, Musa na Haruna, nda nga izʼarey, nda Izirayel boro beerey cee. 
LEV.9.2	A nee Haruna se: «Yagaw zaa 
LEV.9.3	Ma šelaŋ Izirayel izey se ka nee: ‹Wa jindaaru zaa zunubu sargaroo se, wa yagaw, nda feeji-ize kaŋyaŋ goo nda jiiri foo zaa, malal masi bara i ra, sargari kukurantaa se. 
LEV.9.4	Ma yaaru nda gaaru zaa 
LEV.9.5	Hayey kaŋ nda Musa nʼi yaamar, i nʼi zaa kate cere kubayyan hukkumoo jine, alžamaa kul man kate ka kay Abadantaa jine. 
LEV.9.6	Musa nee: «Hayaa ne kaŋ Abadantaa nʼa yaamar war mʼa tee, de Abadantaa daržaa ga bangay war se.» 
LEV.9.7	Musa nee Haruna se: «Man sargari tonadogoo, ma ni zunubu sargaroo nda ni sargari kukurantaa kaa, ma zunubu tuusuyanoo tee ni nda jamaa se. Woo banda ga, ma jamaa sargaroo kaa, ma zunubu tuusuyanoo tee i se sanda takaa kaŋ nda Abadantaa na yaamar.»
LEV.9.8	Haruna man kate sargari tonadogoo do, a na yagaa koosu kaŋ ti nga boŋ zunubu sargaroo. 
LEV.9.9	Haruna izʼarey kate a se kuroo, a na kabe-izoo sufa kuroo ra, a nʼa daŋ sargari tonadogoo hilley ga, a na kuroo cindoo doori sargari tonadogoo gandahere. 
LEV.9.10	A na zunubu sargari maanoo, nda dumay-ɲaa-guurey, nda tasa-izoo kaŋ hun tasaa ga dullandi sargari tonadogoo boŋ sanda takaa kaŋ nda Abadantaa na Musa yaamar. 
LEV.9.11	Amma bašoo nda kuuroo, a nʼi ton nuune ra jamaa kaloo se taray kʼi tee boosu.
LEV.9.12	Haruna na gaaroo koosu sargari kukurantaa se. Nga izʼarey nʼa noo kuroo, a nʼa say-say sargari tonadogoo carawey bande. 
LEV.9.13	I nʼa noo sargari kukurantaa kaŋ dunbu-dunbandi, nda boŋoo, de a nʼi dullandi sargari tonadogoo boŋ. 
LEV.9.14	A na teeley nda kobsey ɲumay kʼi dullandi sargari tonadogoo boŋ, sargari kukurantaa boŋ.
LEV.9.15	Woo banda ga, a kate jamaa sargaroo: a na zunubu sargaroo jindaaroo dii kaŋ hun jamaa se, a nʼa koosu kʼa tee zunubu sargari, sanda cee jinaa takaa. 
LEV.9.16	A kate sargari kukurantaa, a nʼa tee sanda takaa kaŋ fondaa nee. 
LEV.9.17	A kate 
LEV.9.18	A na 
LEV.9.19	I nʼa noo yaaroo nda gaaroo maaney, nda šuwalaa, nda hayaa kaŋ ga teeley daabu, nda dumay-ɲaa-guurey, nda tasa-izoo. 
LEV.9.20	I na maaney daŋ carawey ga, i na maaney dullandi sargari tonadogoo boŋ. 
LEV.9.21	Haruna na carawey nda kabe hennaa zinji kʼi tee 
LEV.9.22	Haruna na nga kabey šerre jamaa here ka gaara i se. Woo banda ga, kaŋ a na zunubu sargaroo nda sargari kukurantaa nda alaafiya teendi sargaroo kaa ka ben, a zunbu ganda.
LEV.9.23	Musa nda Haruna huru cere kubayyan hukkumoo ra. Kaŋ i fatta, i gaara jamaa se, de Abadantaa daržaa bangay alžamaa kul se. 
LEV.9.24	Nuune hun Abadantaa do ka sargari kukurantaa nda maaney ton sargari tonadogoo boŋ. Jamaa kul dii a, i kaati nda ɲaali, i na ngi ndumey ka sujudu.
LEV.10.1	Haruna izʼarey, Nadab nda Abihu, affoo kul na nga dugu canboo zaa, i na nuune daŋ a ra ka dugu fur a boŋ, i na nuune kaŋ si bisa i se daŋ Abadantaa jine kaŋ a manʼi yaamar nda a. 
LEV.10.2	Nuune hun Abadantaa do, a nʼi halaci, i buu Abadantaa jine. 
LEV.10.3	Musa nee Haruna se: «Woo ti hayaa kaŋ Abadantaa nʼa har ka nee:
LEV.10.3	‹Borey kaŋ ga too kate ay do, ay ma henanandi i do.
LEV.10.3	Jamaa kul jine ya jeerandi.›»
LEV.10.3	Woo banda ga, Haruna dangay.
LEV.10.4	Musa ciya Mišel nda Elisafaŋ se, Uziyel izʼarey, Haruna baaba armaa, ka nee i se: «Wa man kate ka war armey kaa nongu henanantaa jine kʼi ka koy jamaa kaloo se taray.» 
LEV.10.5	I man kate, de i nʼi ka koy ngi kaayi beerey ra gorodogoo se taray sanda takaa kaŋ nda Musa nʼa har.
LEV.10.6	Musa nee Haruna, nda nga izʼarey Eleyazar, nda Itamar se: «War masi war boŋey feeri, war masi war kaayey kottu ka war binemarayyanoo cebe hala war masi duu ka buu, hala Irkoy masi futu jamaa kul ga. Amma war armey, Izirayel hugoo kul ma borey hẽe kaŋ Abadantaa nʼi ton. 
LEV.10.7	War masi hun cere kubayyan hukkumoo miɲoo ga hala war masi duu ka buu, zama Abadantaa yonyan jiyoo goo war ga ka war daŋ jere ga nga se.» I na hayaa tee kaŋ Musa nʼa har.
LEV.10.8	Abadantaa šelaŋ Haruna se ka nee: 
LEV.10.9	«War masi 
LEV.10.10	nga ra war ma haya henanante nda haya koonu fay kʼi kaa cere ra, ka iharramante nda ihalalante kaa cere ra, 
LEV.10.11	ka Izirayel izey cawandi yaamarey kul kaŋ Abadantaa na Musa kʼi yaamar.»
LEV.10.12	Musa nee Haruna, nda Eleyazar, nda Itamar, nga izʼarey kaŋ cindi se: «Wa 
LEV.10.13	War mʼa ŋaa nongu henanante ra, zama woo ti ni bagaa nda ni izʼarey bagaa kaŋ war ga duu a sargari tonantey ra Abadantaa maaɲoo ga, zama woo nda ay yaamarandi. 
LEV.10.14	War ma gandoo kaŋ hun 
LEV.10.15	I ma kate cewoo kaŋ hun sargaroo ra kaŋ i nʼa kaa, nda gandoo kaŋ hun sargari zinji-zinjantaa ra, nda sargari tonantey maaney, kʼi zinji sanda sargari zinji-zinjante Abadantaa jine. Wey din, ni nda ni izʼarey ni bande wane nda ey, i ga tee baa duumante sanda takaa kaŋ nda Abadantaa na yaamar.»
LEV.10.16	Musa na 
LEV.10.17	«Cin se war mana zunubu sargaroo ŋaa nongu henanante ra? Zama haya no kaŋ ga hanse ka henan. Abadantaa nkʼa noo war se hala war ma jamaa layboo zaa ka zunubu tuusuyanoo tee i se nga jine. 
LEV.10.18	Nga ne, kuroo mana katandi nongu henanantaa gundoo ra, taka kul kaŋ no, war hima kʼa ŋaa nongu henanantaa ra sanda takaa kaŋ nda ay nʼa yaamar.» 
LEV.10.19	Haruna nee Musa se: «Nga ne, hõ i na ngi zunubu sargaroo kaa nda ngi 
LEV.10.20	Musa maarʼa, de a kan a se.
LEV.11.1	Abadantaa šelaŋ Musa nda Haruna se ka nee: 
LEV.11.2	«Wa šelaŋ Izirayel izey se ka nee: ‹Adabbawey kul kaŋ goo laboo ga, wey kaŋ war ga hin kʼi ŋaa ti: 
LEV.11.3	almaney kaŋ ga goyaw ra, war ga hin ka haya kul ŋaa kaŋ kobsoo ga faya, de ceetaamoo ga fersi ihinka. 
LEV.11.4	Amma wey kaŋ si ŋandi wey kaŋ ga goyaw ra nda wey kaŋ kobsoo ga faya ra ti: yoo, zama a ga goyaw, amma kobsoo si faya. A ga harram war se, 
LEV.11.5	nda tondoo ntabay, zama a ga goyaw, amma kobsoo si faya. A ga harram war se, 
LEV.11.6	nda ntabay, zama a ga goyaw, amma kobsoo si faya. A ga harram war se, 
LEV.11.7	nda nbirŋa, zama kobsoo ga faya, de ceetaamoo ga fersi ihinka, amma a si goyaw. A ga harram war se. 
LEV.11.8	War masi ngi hamey ŋaa, war masi tuku ngi jifaa ga. I ga harram war se.
LEV.11.9	Wey kaŋ war ga hin kʼi ŋaa hayey kul kaŋ goo haroo ra ne: wey kul kaŋ goo nda ziihaya nda kokoši kaŋ goo haroo ra, a ma tee teekoo wala isaa, war ga hin kʼi ŋaa. 
LEV.11.10	Amma haya kul kaŋ sii nda ziihaya nda kokoši kaŋ goo teekoo nda isaa ra, haya kul kaŋ ga ɲuuriɲuuri haroo ra, nda adabba kul kaŋ goo haroo ra, i ga tee war se haya wangante. 
LEV.11.11	I ma tee war se haya wangante, war masi ngi hamey ŋaa, war ma wanga ngi jifawey. 
LEV.11.12	Haya kul kaŋ goo haroo ra kaŋ sii nda ziihaya nda kokoši ga tee war se haya wangante.
LEV.11.13	Cirawey ra, wey kaŋ war mʼi wanga ey, war masʼi ŋaa, haya wanganteyaŋ no, manʼti kala jigaara, nda jigaara kaabekoyni, nda taši, 
LEV.11.14	nda algabu ciray, nda algabu bibi dumi nda dumi, 
LEV.11.15	nda gaaru-gaaru dumi kul, 
LEV.11.16	nda taatagay, nda cirawfutu, nda jufuleele, nda gabu dumi nda dumi, 
LEV.11.17	nda duuricanba, nda miri-miri-ngondiya, nda cirawfutu beeri, 
LEV.11.18	nda cirawfutu kaaray, nda saajoo cirawfutu, nda jigaara, 
LEV.11.19	nda alwaaliya, nda cirawkaaray dumi nda dumi, nda ciraw zunbukoyni, nda atafirfir.
LEV.11.20	Fatakoyni kaccu kul kaŋ ga dira cee taaci ga, ga tee war se haya wangante. 
LEV.11.21	Amma hayey kaŋ war ga hin kʼi ŋaa fatakoyney ra kaŋ ga dira cee taaci ga ti wey kaŋ ngi ceetaamey se beene i goo nda cee taabanteyaŋ kaŋ nda i ga sar laboo ga. 
LEV.11.22	Hayey kaŋ war ga hin kʼi ŋaa ti ndoo dumi beeri nda dumi kaccu nda cirilondi dumi beeri nda dumi kaccu. 
LEV.11.23	Amma fatakoyni cindey kul kaŋ goo nda cee taaci ga tee war se haya wangante.›»
LEV.11.24	«‹Hayayaŋ ne kaŋ ga war žiibandi, boro kul kaŋ tuku ngi jifaa ga, ga žiibi hala almaaroo ra. 
LEV.11.25	Boro kul kaŋ na ngi jifaa affoo zaa, ma nga bankaarawey ɲumandi, a ga žiibi hala almaaroo ra.
LEV.11.26	Adabba kul kaŋ kobsoo ga faya, amma ceetaamoo si fersi ihinka, a si goyaw, a ga harram war se. Boro kul kaŋ tuku a ga, ga žiibi. 
LEV.11.27	Haya kul kaŋ ga dira nga ceetaamey ga adabbawey kaŋ goo nda cee taaci ra, ga harram war se, boro kul kaŋ tuku ngi jifaa ga, ga žiibi hala almaaroo ra. 
LEV.11.28	Boro kul kaŋ na ngi jifaa zaa, ma nga bankaarawey ɲumandi, a ga žiibi hala almaaroo ra. I ga harram war se.
LEV.11.29	Hayey kaŋ ga harram war se gandakoyey ra kaŋ ga ɲuuriɲuuri laboo ga ti: minay, nda nceŋ, nda agazirim dumi nda dumi, 
LEV.11.30	nda ncita, nda cilimtaala, nda nkuura, nda jingam, nda daamamolooli. 
LEV.11.31	Wey ga harram war se gandakoyey kul ra, boro kul kaŋ tuku ngi bukawey ga, ga žiibi hala almaaroo ra. 
LEV.11.32	Nda a buu ka kaŋ, haya kul kaŋ ga no ga žiibi, a ma tee bundu gamal, wala bankaaray, wala kuuru, wala bolbol, jinay kul kaŋ ga yantasu hanse, a ma huru hari ra, a ga žiibi hala almaaroo ra. Woo banda ga, a ga henan. 
LEV.11.33	Labutuu kul kaŋ ra ngi affoo kaŋ, haya kul kaŋ goo a ra ga žiibi, war ma labutuwoo kayri. 
LEV.11.34	Ŋaayan kul kaŋ ga ŋandi kaŋ labutuwoo din haroo too a do ga žiibi. Haŋhaya kul kaŋ ga haŋandi kaŋ goo jinay kul kaŋ ra no ga žiibi. 
LEV.11.35	Jinay kul kaŋ ga ngi jifaa affoo kaŋ, ga žiibi, a ma tee alforon wala feema, i ma kayrandi, i ga harram, i ma harram war se. 
LEV.11.36	Amma hariɲaa wala day kaŋyaŋ ti hari kanidoo ga halal, amma boro kaŋ tuku ngi jifaa ga, ga žiibi. 
LEV.11.37	Nda ngi jifaa affoo kaŋ dumi boŋ kaŋ ga dumandi, dumiyoo ga halal. 
LEV.11.38	Nda a gar i na hari daŋ dumiyoo ga, ngi jifaa affoo kaŋ a ga, a ga harram war se.
LEV.11.39	Nda adabbawey kaŋ ga tee war se ŋaahaya affoo jifa, boro kaŋ tuku jifaa ga, ga žiibi hala almaaroo ra. 
LEV.11.40	Boro kaŋ na jifaa ŋaa ma nga bankaarawey ɲumandi, a ga žiibi hala almaaroo ra, boro mo kaŋ na jifaa zaa ma nga bankaarawey ɲumandi, a ga žiibi hala almaaroo ra.
LEV.11.41	Gandako kul kaŋ ga ɲuuriɲuuri laboo ga, manʼti kala haya wangante, a masi ŋandi. 
LEV.11.42	Hayey kul kaŋ ga dira gundey ga, nda wey kul kaŋ ga dira cee taaci ga, nda wey kul kaŋ goo nda cee boobo ka ɲuuriɲuuri laboo ga gandakoyey ra, war masʼi ŋaa, zama haya wanganteyaŋ no. 
LEV.11.43	War masi war boŋ tee haya wangante nda gandakoyey wey kaŋ ga ɲuuriɲuuri, war masi war boŋ žiibandi nda ey, i masi war žiibandi ngi bande. 
LEV.11.44	Zama agay ti Abadantaa, war Koyoo. Wa war boŋ daŋ jere ga Irkoy se ka tee nga boro henananteyaŋ
LEV.11.45	Zama agay ti Abadantaa kaŋ na war žigandi ka hun Misira gandaa ra, hala ya tee war se Irkoy. War ma henan, zama ay ga henan.›»
LEV.11.46	Woo ti adabbawey nda cirawey ašariyaa, nda hayey kul kaŋ ga ziilam-ziilam haroo ra, nda wey kul kaŋ ga ɲuuriɲuuri laboo ga, 
LEV.11.47	nga ra haya harramante nda ihalalante ga fayandi ka hun cere ra, hoogaa kaŋ ga ŋandi nda woo kaŋ si ŋandi here.
LEV.12.1	Abadantaa šelaŋ Musa se ka nee: 
LEV.12.2	«Šelaŋ Izirayel izey se ka nee: ‹Nda woy na gunde zaa, a duu nga boŋ izʼaru, a ga žiibi jirbi iyye, a ga žiibi sanda waati kaŋ a ga dii nga gaaham žiiboo. 
LEV.12.3	Jirbi yaahantoo hane, zankaa ma hurubangu. 
LEV.12.4	Woyoo ma jirbi waranza cindi hinza (33) goro, hala waati kaŋ nga kuroo žiiboo ma ben a ga. A masi tuku haya henanante kul do, a masi koy nongu henanantaa ra, hala han kaŋ nga henanandiyanoo jirbey timme.
LEV.12.5	Amma nda woy no a duu a, a ga žiibi jirbiiyye hinka, a ga žiibi sanda waati kaŋ a ga dii nga gaaham žiiboo. Woo banda ga, a ma goro jirbi woydu cindi iddu (66), hala waati kaŋ kuroo žiiboo ma ben a ga.
LEV.12.6	Waati kaŋ nga henanandiyanoo jirbey timme, izʼaru wala ize woy no a duu a, a ma koy nda a 
LEV.12.7	Sargari juwalkaa mʼi sarga Abadantaa jine, a ma henanandiyanoo tee a se, de a ga henan, zama nga kuroo kay. Woo ti woy kaŋ na izʼaru wala ize woy hay ašariyaa.
LEV.12.8	Nda a sii nda hini ka duu feeji, a ma gubaguba hinka wala tuuzun-ize hinka zaa, affoo sargari kukurantaa se, affaa zunubu sargaroo se. Sargari juwalkaa ma henanandiyanoo tee a se, de a ga henan.›»
LEV.13.1	Abadantaa šelaŋ Musa nda Haruna se ka nee: 
LEV.13.2	«Nda adamize kuuroo ga funsu-ize wala doridoo kogo wala ndella kaaray goo, de a tee kuuroo ra dori sanda 
LEV.13.3	Sargari juwalkaa ma doroo laasaabu kaŋ goo kuuroo ga. Nda doroo dogoo hinbiroo bere ka kaaray, de doroo ga hima nda a guusu ka bisa kuuroo, jiray dumi dori no. Sargari juwalkaa mʼa guna, de a ma bayrandi kaŋ a žiibi. 
LEV.13.4	Nda ndellaa kaŋ goo kuuroo ga, ga kaaray, de a si hima nda a guusu ka bisa kuuroo, hinbiroo mana bere ka kaaray. Sargari juwalkaa ma dorikoynoo daabu jirbi iyye. 
LEV.13.5	Sargari juwalkaa mʼa laasaabu jirbi iyyantoo hane, nda a gar kaŋ nga do doroo cindi nga takaa ga, a mana daaru kuuroo ga, sargari juwalkaa ma yee kʼa daabu jirbi iyye koyne. 
LEV.13.6	Sargari juwalkaa mʼa guna koyne jirbi iyyantoo hane, nda a gar kaŋ doroo goo ma dere, a mana daaru kuuroo ga, sargari juwalkaa ma bayrandi kaŋ a henan. Doridoo kogo no, a ma nga bankaarawey ɲumandi, de a ga henan. 
LEV.13.7	Amma nda doridoo kogaa daaru kuuroo ga ka tonton sargari juwalkaa laasaaburoo nda ka bayrandi kaŋ a henan banda ga, a ma nga boŋ cebe sargari juwalkaa se koyne. 
LEV.13.8	Sargari juwalkaa mʼa laasaabu, nda a gar kaŋ doridoo kogaa daaru kuuroo ga, sargari juwalkaa ma bayrandi kaŋ a žiibi, jiray dumi no.
LEV.13.9	Nda jiray dumi dori fatta boro ga, i mʼa ka koy sargari juwalkaa do. 
LEV.13.10	Sargari juwalkaa mʼa laasaabu, nda a gar kaŋ funsu-ize kaaray goo kuuroo ga, de a na hinbiroo kaarayandi, ham zay doo goo funsoo ga, 
LEV.13.11	jiray no kaŋ nin kuuroo ga. Sargari juwalkaa ma bayrandi kaŋ a žiibi. A masʼa daabu, zama a žiibi. 
LEV.13.12	Nda jiraa hanse ka kuuroo dii, nda jiraa na boraa kaŋ ga doroo goo kuuroo kul daabu kʼa dii boŋoo ka koy cewey ga, wey kul kaŋ sargari juwalkaa ga dii a, 
LEV.13.13	sargari juwalkaa mʼa laasaabu, nda a gar kaŋ jiraa na gaahamoo kul daabu, a ma bayrandi kaŋ boraa kaŋ ga doroo goo henan. Nga kul ka kaaray, a henan. 
LEV.13.14	Amma han kaŋ i dii ham zay a ga, a ga žiibi. 
LEV.13.15	Nda sargari juwalkaa na hamoo kaŋ zay guna, a ma bayrandi kaŋ a žiibi. Hamoo kaŋ zay ga žiibi, jiray dumi no. 
LEV.13.16	Amma nda hamoo kaŋ zay bere ka yee ka tee ikaaray, a ma yee sargari juwalkaa do. 
LEV.13.17	Sargari juwalkaa mʼa laasaabu, nda a gar kaŋ doroo bere ka tee ikaaray, sargari juwalkaa ma bayrandi kaŋ boraa kaŋ ga doroo goo henan. A henan.
LEV.13.18	Nda futta fatta kuuroo ga, de a duu baani, 
LEV.13.19	nongoo kaŋ ra futtaa tee, funsu-ize kaaray, wala nda ndella kaaray kaŋ moɲoo ga ciray fatta a ra, boraa ma nga boŋ cebe sargari juwalkaa se. 
LEV.13.20	Sargari juwalkaa mʼa laasaabu, nda a gar kaŋ a ga hima nda a guusu ka bisa kuuroo, nga hinbiroo bere ka tee ikaaray, sargari juwalkaa ma bayrandi kaŋ a žiibi. Jiray dumi dori no kaŋ fatta futtaa ga. 
LEV.13.21	Nda sargari juwalkaa nʼa guna, nda a gar kaŋ hinbiri kaaray sii a ga, a mana guusu ka bisa kuuroo, a goo ma dere, sargari juwalkaa mʼa daabu jirbi iyye. 
LEV.13.22	Nda a daaru ka tonton kuuroo ga, sargari juwalkaa ga bayrandi kaŋ a žiibi, dori no. 
LEV.13.23	Amma nda ndellaa cindi nga dogoo ra, a mana daaru, futtaa ndellaa no, sargari juwalkaa ma bayrandi kaŋ a henan.
LEV.13.24	Nda nongu kaŋ ton goo kuuroo ga, de tondogoo silbaa manʼti kala ndella kaaray moo ciray wala ikaaray, 
LEV.13.25	sargari juwalkaa mʼa laasaabu, nda a gar kaŋ hinbiroo bere ka tee ikaaray ndellaa ra, de a ga hima nda a guusu ka bisa kuuroo, jiray no, a fatta tondogoo ga, sargari juwalkaa ma bayrandi kaŋ a žiibi, jiray dori no. 
LEV.13.26	Nda sargari juwalkaa nʼa guna, nda a gar kaŋ hinbiri kaaray sii ndellaa ra, a si hima nda a guusu ka bisa kuuroo, a goo ma dere, sargari juwalkaa mʼa daabu jirbi iyye. 
LEV.13.27	Sargari juwalkaa mʼa guna jirbi iyyantoo hane. Nda ndellaa daaru kuuroo ga ka tonton, sargari juwalkaa ma bayrandi kaŋ a žiibi, jiray dori no. 
LEV.13.28	Amma nda ndellaa cindi nga dogoo ra, a mana daaru kuuroo ga, a goo ma dere, tonyan futta no. Sargari juwalkaa ma bayrandi kaŋ a henan, zama nongoo kaŋ ton ndellaa no.
LEV.13.29	Nda aru wala woy duu dori nga boŋoo wala nga toonaa ga, 
LEV.13.30	sargari juwalkaa ma doroo laasaabu, nda a gar kaŋ a ga hima nda a guusu ka bisa kuuroo, hinbiri kara say-sayante goo a ga. Sargari juwalkaa ma bayrandi kaŋ a žiibi, forgo no, boŋ wala toono jiray dumi no. 
LEV.13.31	Nda sargari juwalkaa na forgaa doroo guna, nda a gar kaŋ a si hima nda a guusu ka bisa kuuroo, hinbiri bibi sii a ga, sargari juwalkaa ma boraa kaŋ ga forgo doroo goo daabu jirbi iyye. 
LEV.13.32	Sargari juwalkaa ga doroo guna jirbi iyyantoo hane, nda a gar kaŋ forgaa mana daaru, hinbiri kara sii a ga, de a si hima nda a guusu ka bisa kuuroo, 
LEV.13.33	boraa ma cebu, amma a masi forgaa dogoo cebu, sargari juwalkaa ma forgokoynoo daabu jirbi iyye koyne. 
LEV.13.34	Sargari juwalkaa ga forgaa guna jirbi iyyantoo hane, nda a gar kaŋ a mana daaru kuuroo ga, a si hima nda a guusu ka bisa kuuroo, sargari juwalkaa ma bayrandi kaŋ a henan. Boraa ma nga bankaarawey ɲumandi, de a ga henan. 
LEV.13.35	Amma nda forgaa daaru kuuroo ga ka tonton, nga henanandiyanoo banda ga, 
LEV.13.36	sargari juwalkaa mʼa laasaabu, nda a gar kaŋ forgaa daaru kuuroo ga, sargari juwalkaa masi hinbiri kara ceeci, a žiibi. 
LEV.13.37	Nda nga do, forgaa cindi nga dogoo ra, de hinbiri bibiyaŋ zay a ra, forgaa ben. A henan, sargari juwalkaa ma bayrandi kaŋ a henan.
LEV.13.38	Nda aru wala woy duu ndellayaŋ nga kuuroo ga, ndella kaarayyaŋ, 
LEV.13.39	sargari juwalkaa mʼa laasaabu, nda a gar kaŋ nga kuuroo ga ndella kaaray kaŋ goo ma dere goo, ndella de no kaŋ fatta kuuroo ga, a henan.
LEV.13.40	Nda aru boŋ hinbirey hun, a taylel, a henan. 
LEV.13.41	Nda nga boŋoo jineheroo hinbirey ka hun, teɲa se beene ka taylel, a henan. 
