MAT.1.1	Gyoo Defidi na Aberaham be naanabii Yesu Kristo duuluŋ man balaŋ yaa.
LUK.20.31	te batoorote ŋon mɔ mena. Balaŋ nyetooro kɛwɔ pou yala alo kei te ba yekeewɔ, mɔna be man ŋolo na alo ŋon ta lolo ya. 
LUK.20.32	Kenaŋ wɔle na te alo ŋon mɔ yeŋawɔ. 
LUK.20.33	Mena dɔɔ wee keŋ Wurubuarɛ waa gyuusu balaŋ baŋ pou bɔɔ yem nɛ lee yeŋ man na, baala nyetooro kɛwɔ baŋ bɔɔ yala alo kei gyaŋee nɛ, be man woŋti te alo ŋon waa yɛɛ ɔ wɛɛle?”
LUK.20.34	Botɔɔ te Yesu tiranɔɔ fa wɔ nyiaa, “Bɛɛ mo ala baŋ be kyaa tɛɛle kei dɔɔ nɛ fa yale te baala baŋ mɔ be kyaa tɛɛle kei dɔɔ nɛ ne yala ala, 
LUK.20.35	mɔna balaŋ baŋ be kaboena nyi Wurubuarɛ waa gyuusu wɔ lee yeŋ man na baa kyaa kekpaakekpaa nɛ, baala be gyae baa yala ya te bɔɔ gyae baa mo ala mɔ fa yale debaŋ wɔle kenaŋ man ya. 
LUK.20.36	Yeŋ be tale ko wɔ bela ya nawolo nyi be yɛɛ ŋgba Wurubuarɛ kpilala nɛ. Be yɛɛ Wurubuarɛ biawɔ, nawolo nyi ba te fom lee yeŋ man. 
LUK.20.37	Mosesi mɔ torowɔ yako nyiaa, balaŋ ayeŋaŋ baa foŋ lee yeŋ man. Nawolo nyi debaŋ keŋ ɔ be naa depoŋfa keŋ ne kpaa nɛ ɔ yakowɔ nyiaa, de Gbeŋgyoo Wurubuarɛ yɛna Aberaham na Asiki na Gyekɔpo Wurubuarɛ. 
LUK.20.38	Kei nawolo baa nyiaa, ɔ yɛɛ balaŋ baŋ be kyaa na be sia nɛ Wurubuarɛ e. Ɔ te yɛɛ woya Wurubuarɛ e ya, nawolo nyi Wurubuarɛ siaman na ɔ balaŋ pou delena.” 
LUK.20.39	Botɔɔ te Gyudatena mmaraa wolala baŋ baale yakowɔ nyiaa, “De Gbeŋgyoo, n tiranɔɔ nideli.” 
LUK.20.40	Mena dɔɔ ŋolo te tale gyɔ ɔ konɔɔ bɔɔse e nombii bela ya.
LUK.20.41	Keŋte Yesu bɔɔse wɔ nyiaa, “Sena te baa tale yako nyi nyeelɛɛre ŋon Wurubuarɛ be yako see nyi waa kɔŋ nɛ yɛɛ gyoo Defidi ɔ naanabii e? 
LUK.20.42	Nawolo nyi gyoo Defidi gbagba yakowɔ nɔɔneŋ tɔne keŋ man nyiaa,
LUK.20.42	‘De Gbeŋgyoo Wurubuarɛ ŋon yako me Gbeŋgyoo nyi
LUK.20.42	“Tisi kyaa me dunoluŋ dɔɔ,
LUK.20.43	kelii debaŋ keŋ maa mo n kɔlala baŋ do n tɛɛ.” ’
LUK.20.44	Gyoo Defidi baake nyeelɛɛre ŋonaŋ nyi ɔ Gbeŋgyoo. Akpaa mena na, sena te nyeelɛɛre ŋonaŋ waa bese gyoo Defidi ɔ naanabii?”
LUK.20.45	Balaŋ baŋ pou kee tei Yesu nɛ ɔ yako ɔ kaseela baŋ nyiaa, 
LUK.20.46	“Ɛ kɛɛ ɛ wose nideli na Gyudatena mmaraa wolala baŋ. Bɛɛ gyae kegbase dɔɔloŋ nyiŋan keta do kila, te bɛɛ gyae balaŋ ke buŋii do wɔ nɔɔ balaŋ dɛɛgyaŋee man, te bɛɛ gyae akyaese kpaakpaa Gyudatena ɔsom denɛɛ na be dɛɛgyaŋee di gyoŋ man. 
LUK.20.47	Bɛɛ beo liala lɛo ba abɔɔ ŋan be dana nɛ. Bɛɛ fane kyare na baa mo beo balaŋ nyi be yɛɛ balaŋ kpaakpaawɔ.” Wurubuarɛ waa wɔŋ mena balaŋ kɛwɔ dinɔɔ deŋela nideli kela walaŋ kamasɛ.
LUK.21.1	Yesu kekyaa Wurubuarɛ ɔsom deni dinaa keŋ man nɛ, ɔ gyinaa ɔ nyee na ɔ naa kɔbatena kɛɛ mo be kɔba kaa do kɔba adakaa keŋ man, 
LUK.21.2	te ɔ naa lialo diyemte ŋolo mɔ moo kɔbasebia ala kaa do kɔba adakaa keŋ man. 
LUK.21.3	Botɔɔ te Yesu yakowɔ nyiaa, “Ampaŋ yaa mɛɛ yako ŋon nyi lialo diyemte kei ta do kɔba kela balaŋ akaŋ baŋ pou. 
LUK.21.4	Nawolo nyi baŋ pou bɔɔ do kɔba nɛ, ba lese kyomii bo lee ŋan be dana nɛ man. Mɔna lialo kei na ɔ diyem koraŋ na, ɔ moo kɔba keŋ pou ɔ dana nɛ kaa do.”
LUK.21.5	Na Yesu kaseela baŋ man baale ne kolosi Wurubuarɛ ɔsom deni dinaa keŋ kyeo na mena keŋ bɔɔ mo boya kpaakpaa nyiŋan ma ke, na abɔɔ kpaakpaa ŋan balaŋ ba mo kaa fa Wurubuarɛ te bɔɔ mo desina deni kenaŋ nɛ wose man nombia. Keŋte Yesu yako wɔ nyiaa, 
LUK.21.6	“Abɔɔ ŋan pou ɛ ne naa kɛbo nɛ, debaŋ daale gyae kekɔŋ keŋ baa tekerii ŋe popou lɔ keŋ nyi ɛ be gyae ɛ kena boe na boe gyakaa ke dɔɔ dɔɔ ya.” 
LUK.21.7	Keŋte ɔ kaseela baŋ bɔɔse e nyiaa, “De Gbeŋgyoo, debaŋ woŋti te mena nombia kɛŋa gyae kekɔŋ? Woŋ ne gyae la ke yɛɛ na kawola nyi debaŋ keŋ nombia kɛŋa gyae ke kɔŋ nɛ te lii?”
LUK.21.8	Botɔɔ te Yesu tiranɔɔ fa wɔ nyiaa, “Ɛ kɛɛ ɛ wose nideli nyi ŋolo na beo ŋon ya. Nawolo nyi balaŋ burum baa kɔŋ ma yele man nyi, ‘Baŋ yɛna maŋ nyeelɛɛre ŋon,’ na baa yako ŋon nyi ‘Debaŋ keŋ te lii.’ Akpaa ɛ nyii mena na ɛ na sila wɔ ya. 
LUK.21.9	Te akpaa ɛ nyii yoo na yoo nombia na ɛ na yeli gyakoloŋ kekyaŋ ŋon ya, nawolo nyi kaboena nyi mena nombia kɛŋa pou dɛɛkɔŋ. Mɔna kɛŋa bɛɛ wolo nyi debaŋ ɔtomante keŋ gyae ke kɔŋ debokenaŋ man ya.”
LUK.21.10	Keŋte Yesu besewɔ yako wɔ nyiaa, “Tɛɛlese gyae ka koro yokii na dɔŋa, te gyooneŋ mɔ baa yokii na dɔŋa. 
LUK.21.11	Tɛɛle gyae ke wosi, tanam dinaa gyae ke yala tɛɛlese dɔɔ te kaweese mɔ gyae ke gbiki tɛɛlese dɔɔ. Gyakoloŋ nombia na nombia dinaana gyae ka lee adido kɔŋ.
LUK.21.12	Mɔna pɛte kɛŋa pou kekɔŋ nɛ, lee maŋ dɔɔ baa kyaŋ ŋon na baa naase ŋon diyem. Baa mo ŋon fa Gyudatena ɔsom denɛɛ man kegyiise na gyooneŋ na gyooneŋ kegyiise na baa di ɛ nombia na baa do ŋon denɛɛ man. 
LUK.21.13	Kɛŋa gyae ke yela ɛ kenyiŋ gbɛɛ kolosi Wurubuarɛ nombia kpaakpaa ŋan fa wɔ. 
LUK.21.14	Mɔna ɛ yela ke doo ya agyueŋ man nyiaa, te yɛɛ keŋ ɛ ka yeyɛɛ na nombii keŋ ɛ ka mo kolosi lese ɛ nɔɔse ya, 
LUK.21.15	nawolo nyi maŋ ne gyae la maa wola ŋon nombia ŋan ɛ ke yako. Na maa fa ŋon nyansa keŋ ɛ kɔlala be gyae baa tale seŋ ɛ siaman nyi ɛmɛɛ na wɔ kedi nombia ya. 
LUK.21.16	Ɛmɛɛ gbagba ɛ kyaɔ na ɛ naɔ na ɛ naabia na ɛ loŋtona na ɛ gyoona ne gyae la baa lese ŋon fa, na baa koe ɛ man baale. 
LUK.21.17	Lee maŋ dɔɔ balaŋ pou baa kɔla ŋon. 
LUK.21.18	Mɔna ɛ nyeenyɔɔse dokoloŋ koraŋ gba be gyae ka yo ya. 
LUK.21.19	Ɛ seŋ keŋkeŋ ɛ kelɛɛdi man kelii ɔto na, ɛ ke nyiŋ nyeedoŋ.”
LUK.21.20	Keŋte Yesu yako wɔ nyi, “Debaŋ keŋ ɛ naa yoonɔɔtena de kaa kilisi Gyerusalɛm donɔɔ nɛ, botɔɔ te ɛ ka gyeŋ nyi ka kewɔlɛɛ ta benaa.
LUK.21.21	Akpaa de kɔŋ mena na balaŋ baŋ be kyaa Gyudia tɛɛle man nɛ, baa yeu gyu bulase dɔɔ te baŋ mɔ be kyaa Gyerusalɛm donɔɔ man nɛ baa lee ke man, te baŋ mɔ be kyaa ka yenaase nɛ be na bese kɔŋ donɔɔ keŋ man ya. 
LUK.21.22	Nawolo nyi kei yɛna deŋele kewɔŋ keŋ gyae ke kɔŋ ŋgba mena keŋ Wurubuarɛ nombia aŋmaraseŋ see ŋan be yako nɛ. 
LUK.21.23	Weeya ŋenaŋ man nɛ, fulɛɛtena na talabose baa laako. Nawolo nyi kayeyɛɛ dinaa gyae ke kɔŋ tɛɛle kei dɔɔ, na Wurubuarɛ deŋele kewɔŋ kekɔŋ balaŋ kɛwɔ dɔɔ. 
LUK.21.24	Baa mo sila ko balaŋ baŋ baale, na baa kyaŋ baale ketɔ deni tɛɛlese wɔlɛɛ dɔɔ. Balaŋ baŋ ba te yɛɛ Gyudatenawɔ ya nɛ baa di Gyerusalɛm donɔɔ dɔɔ kelii debaŋ keŋ Wurubuarɛ ba see nɛ.”
LUK.21.25	Keŋte Yesu yakowɔ nyiaa, “Ɛ kena gyakoloŋ nombia weese na gyaalaŋ na kyolobiise man, te gyakoloŋ gyae ka gyoo tɛɛle kei dɔɔ balaŋ pou te bɔɔ gyae baa gyeŋ kpene keŋ baa yɛɛ ya, lee mena keŋ ɛpo ne muusu te kɛɛ gyɔɔ nedoŋ nɛ dɔɔ. 
LUK.21.26	Debaŋ keŋ bɛɛ wɔlɛɛ na nombia ŋan gyae ke yɛɛ tɛɛle kei dɔɔ nɛ, gyakoloŋ gyae ke yela balaŋ woya ke yekii lee be man, nawolo nyi abɔɔ ŋan ŋe kyaa adido te ŋe dana doŋ nɛ pou gyae ke wosi. 
LUK.21.27	Debaŋ kenaŋ nɛ, ɛ kena maŋ Deniwalaŋ Bu ŋon ta mo doŋ na gyoorobiiri lee ŋɔma man adido mɛɛ kɔŋ. 
LUK.21.28	Akpaa ɛ naa abɔɔ kɛŋa ne kɔŋ na ɛ koro seŋ na ɛ ke kpaŋ ɛ gbegyase, nawolo nyi ɛ nyeekelɛɛ ta benaa.”
LUK.21.29	Keŋte Yesu gyɔɔ dudu fa wɔ nyiaa, “Ɛ kɛɛ fiigi daŋ keŋ na daase akaŋ ŋan pou. 
LUK.21.30	Akpaa ɛ naa ŋgba ŋe tombia ne pɔrɔkee na, ɛ gyeŋ nyi dekpao ta benaa. 
LUK.21.31	Mena mɔ te akpaa ɛ naa mena abɔɔ kɛŋa ne kɔŋ na, ɛ gyeŋ nyi Wurubuarɛ gyoori keŋ ta benaa. 
LUK.21.32	Ampaŋ yaa mɛɛ yako ŋon nyiaa, mena duuluŋ kei be gyae ke munu pɛte abɔɔ kɛŋa pou ke kɔŋ ya. 
LUK.21.33	Adido na tɛɛle kei pou gyae ke gyu ɔto, mɔna me nɔɔwoya ŋan dɔɔ ŋan gyae ke kyaa kekpaakekpaa.”
LUK.21.34	“Ɛ kɛɛ ɛ wose dɔɔ nideli! Ɛ na yeli tɛɛle kei dɔɔ abɔɔ kegyae ka bere ɛ sia ya. Ɛ na mo soloŋ kenyɔɔ do ɛ wose ya. Ɛ na gyueŋ tɛɛle kei dɔɔ nombia beiŋ, na wee keŋ be nyiŋ kɔŋ kaa futaa ŋon ya. 
LUK.21.35	Nawolo nyi mena wee kenaŋ gyae ke kɔŋ tɛɛle kei balaŋ pou dɔɔ. 
LUK.21.36	Mena dɔɔ ɛ kɛɛ ɛ wose dɔɔ nideli debaŋ kamasɛ na ɛ ke fane na ɛ kenyiŋ tale lese ɛ wose lee nombia ŋan pou gyae ke kɔŋ nɛ man, na ɛ ke nyiŋ tale seŋ maŋ Deniwalaŋ Bu ŋon siaman.”
LUK.21.37	Wee kamasɛ na, Yesu na wolo Wurubuarɛ ɔsom deni dinaa keŋ man te balinɔɔ de lii na ɔ ne gyu ke doo oliifi bula keŋ dɔɔ. 
LUK.21.38	Tɛɛ de naa nebo nebo na, balaŋ baŋ pou ne gyu ke yilaa Wurubuarɛ ɔsom deni dinaa keŋ man na baa nyii ɔ nombia ŋan.
LUK.22.1	Gyudatena debaŋ keŋ bɛɛ baake ke nyi nyeekelɛɛ debaŋ keŋ bee di bodobodo keŋ bodobodo tee be doo ke man ya nɛ kɛɛ benaa nɛ, 
LUK.22.2	Wurubuarɛ saese kegyiise na Gyudatena mmaraa wolala gyae gbɛɛ keŋ baa mo ko Yesu, mɔna bee yee balaŋ baŋ.
LUK.22.3	Keŋte ɔbɔnsam gyoo Yesu kaseela kufu bala baŋ man ŋolo ŋon bɛɛ baake nyi Gyudase Isekarɔte nɛ man. 
LUK.22.4	Keŋte Gyudase gyuuwɔ te ŋon na Wurubuarɛ saese kegyiise na Wurubuarɛ ɔsom deni dinaa keŋ kotɔtɔɔtena kegyiise bakewɔ see mena keŋ waa lese Yesu fa wɔ. 
LUK.22.5	Yɛɛ kegyiise baŋ gyoŋ te be sɛɛwɔ nyi baa fa e kɔba. 
LUK.22.6	Keŋte Gyudase mɔ sɛɛwɔ te ɔ gyae gbɛɛ keŋ waa mo lese Yesu fa wɔ keŋ balaŋ ba gyem ya.
LUK.22.7	Gyudatena wee dinaa keŋ bee di bodobodo keŋ bodobodo tee be doo ke man ya, te bɛɛ mo nyeekelɛɛ nambu ŋon mɔ deesi kelii nɛ, 
LUK.22.8	Yesu kpila Pita na Gyɔn nyiaa, “Ɛ gyu ke desina abɔɔ ŋan dɛɛ mo di nyeekelɛɛ weenɛɛ ŋan nɛ see.” 
LUK.22.9	Botɔɔ te be bɔɔse e nyiaa, “Aleŋ te n ne gyae de kaa desina see?” 
LUK.22.10	Keŋte Yesu yako wɔ nyiaa, “Ɛ betaa ɛ na gyoo donɔɔ keŋ man nɛ, ɛ kena balee ŋolo seelena loŋ na ogele. Ɛ sila e gyu dekpaŋalaŋ keŋ man waa gyoo nɛ, 
LUK.22.11	na ɛ ke yako dekpaŋalaŋte ŋon nyiaa, ‘De Gbeŋgyoo ŋon kpa dɛɛ bɔɔse neŋ nyi aleŋ te ŋɔɔla deni keŋ daa na me kaseela dɛɛ kaa di nyeekelɛɛwee weenɛɛ ŋan nɛ kyaa?’ 
LUK.22.12	Balee ŋonaŋ waa wola ŋon abansoro deni dinaa daale keŋ ke kyaa adido te bɔɔ desina ke man nideli nɛ. Ɛ desina botɔɔ na de kaa di weenɛɛ ŋan.”
LUK.22.13	Yesu kaseela baŋ ke gyu keŋ nɛ, be naa kpene kamasɛ doo pɛpɛɛpɛ ŋgba mena keŋ Yesu be yako wɔ nɛ, te be desina nyeekelɛɛ weenɛɛ ŋan see botɔɔ.
LUK.22.14	Debaŋ keŋ kelii nɛ, Yesu na ɔ kaseela baŋ kyaawɔ bom baa di. 
LUK.22.15	Keŋte Yesu yako ɔ kaseela baŋ nyiaa, “Me gyaewɔ nideli me konɔɔ man nyi daa na ŋon ke di mena nyeekelɛɛ weenɛɛ kɛŋa pɛna me kaa naa diyem! 
LUK.22.16	Mena dɔɔ mɛɛ yako ŋon ɛ ke nyii nyiaa, mɔɔ gyae maa tekaa di weenɛɛ kɛŋa bela ya kelii wee keŋ kpene keŋ mena kedi kei seŋɛɛ fa nɛ, gyae ke kɔŋ mena Wurubuarɛ gyoori keŋ man.” 
LUK.22.17	Keŋte Yesu moo leenɔɔ keŋ te ɔ fanewɔ do Wurubuarɛ nɔɔ te ɔ yakowɔ nyiaa, “Ɛ lɛɛ kei na ɛ ke nyɔɔ fa dɔŋa. 
LUK.22.18	Nawolo nyi mɛɛ yako ŋon baa nyiaa, mɔɔ gyae maa nyɔɔ soloŋ kei bela ya kelii wee keŋ Wurubuarɛ gyoori keŋ gyae ke kɔŋ.” 
LUK.22.19	Keŋte ɔ moo bodobodo te ɔ fanewɔ do Wurubuarɛ nɔɔ te ɔ kara ke mo fa wɔ te ɔ yakowɔ nyiaa, “Kei yɛna ma wosenaane keŋ mɔɔ mo deesi fa ŋon. Ɛ kyaa yɛɛ kei na ɛ ka mo tɔɔse maŋ.” 
LUK.22.20	Mena mɔ te be ke di taŋ nɛ, ɔ moo leenɔɔ te ɔ yakowɔ nyiaa, “Kei yɛna me fatabo keŋ Wurubuarɛ be kyɛɛkee leki mo tɔ nɔɔkebakesee wɔle keŋ nɔɔ fa ŋon. 
LUK.22.21	Mɔna mɛɛ yako ŋon ɛ ke nyii nyiaa, walaŋ ŋon waa lese maŋ fa nɛ kpuɛ na maŋ weenɛɛ kɛŋa dedii man kɛbo. 
LUK.22.22	Maŋ Deniwalaŋ Bu ŋon maa yeŋ ŋgba mena keŋ Wurubuarɛ be yako see nɛ, mɔna walaŋ ŋon waa lese maŋ fa nɛ waa laako.” 
LUK.22.23	Botɔɔ te ɔ kaseela baŋ gyoo dɔŋa ke bɔɔse nyiaa, “De man walaŋ woŋti kitii ne gyae la waa yɛɛ mena nombii kei?”
LUK.22.24	Keŋte aŋmaareŋ gyoo Yesu kaseela baŋ man nyi be man woŋti ne gyae la waa yɛɛ be kegyia? 
LUK.22.25	Botɔɔ te Yesu yako ɔ kaseela baŋ nyiaa, “Tɛɛle kei dɔɔ gyooneŋ ne di doŋ be balaŋ dɔɔ, mɔna balaŋ ne baake mena gyooneŋ kɛwɔ nyi be yɛɛ balaŋ kpaakpaawɔ. 
LUK.22.26	Mɔna tekaboena nyi ɛmɛɛ ke yɛɛ ŋgba mena balaŋ kɛwɔ nɛ ya. Walaŋ ŋon ɔ yɛɛ kegyia e ɛ man nɛ waa yɛɛ ɔ wose ŋgba ɛ man kemaasabii nɛ, te ŋon ɔ yɛɛ ɛ siamante e nɛ waa som ŋon. 
LUK.22.27	Walaŋ ŋon ɔ kyaa ɔ ne dii na ŋon ɔ na som e nɛ, be man woŋti yɛna kegyia? Na walaŋ ŋon ɔ kyaa ɔ ne dii nɛ yee? Mɔna maŋ kyaa ɛ man ŋgba walaŋ ŋon ɔ na som nɛ.
LUK.22.28	Ɛmɛɛ yɛna baŋ ɛ ba sem me wɔle lee me kayeyɛɛ man pou, 
LUK.22.29	mena dɔɔ mɛɛ see ŋon gyoori ŋgba mena keŋ me kya ba see maŋ gyoo nɛ. 
LUK.22.30	Na daa na ŋon kedi na dɛɛ nyɔɔ me gyoori keŋ man, na ɛ ke kyaa me gyooro gbelɛɛ ŋan dɔɔ ɛ ke di Iseraetena akpaŋalaŋ kufu ala ŋan balaŋ nombia.”
LUK.22.31	Keŋte Yesu yako Simɔn Pita nyi “Simɔn, Simɔn nyii! Ɔbɔnsam ta sola gbɛɛ lee Wurubuarɛ gyaŋ waa kɛɛse ɛ popou kɛɛ na waa kpase ɛ man ŋgba mena keŋ bee feefu amɔla lese bia nɛ. 
LUK.22.32	Mɔna ma te fane fa nyaŋ Simɔn na n kelɛɛdi be yɔkɔse ya. Te akpaa n kyɛɛkee lee n gbɛɛneŋ kumɛɛ man bese kɔŋ me gyaŋ nɛ, do n tebia me kaseela akaŋ baŋ kakyeŋ.” 
LUK.22.33	Botɔɔ te Pita tiranɔɔ nyiaa, “Me Gbeŋgyoo, nyi akpaa ke yɛɛ deni kedoo ke yaa yeŋ ke koraŋ na, ma te desina ma wose nyi maa sila neŋ.” 
LUK.22.34	Keŋte Yesu tiranɔɔ nyiaa, “Pita, mɛɛ yako neŋ nyi pɛte kegyim kelɔ woya gyɛŋ na, nyaŋ ke bɛɛ betabotooro nyi n ba gyeŋ maŋ korakora ya.”
LUK.22.35	Botɔɔ te Yesu bɔɔse wɔ nyiaa, “Debaŋ keŋ mɔɔ kpila ŋon keŋ ɛ ta mo kɔba yaa akpo, yaa ɛ ta mo nkyokotase tela ya nɛ kolo hia ŋon?” Keŋte be tiranɔɔ nyiaa, “Koa, kolo te hia daa ya.” 
LUK.22.36	Keŋte Yesu yako wɔ nyiaa, “Nɛnɛɛ dɔɔ nyaŋ ŋon n dana kɔba yaa akpo na mo tela, te nyaŋ ŋon n be dana sila ya na yɔɔ n kegba na n ka mo ke lɛɛ daale. 
LUK.22.37	Nawolo nyi ba te ŋmarase ma wose man nombia see nyiaa, ‘Ba te kala e do nombiakumɛɛyɛɛra man,’ te mɛɛ yako ŋon ɛ ke nyii nyiaa, Wurubuarɛ nombia ŋan bɔɔ ŋmarase see lee ma wose man nɛ, kaboena nyi ŋe dɛɛ kɔŋ mena. Ampaŋ kpene keŋ bɔɔ ŋmarase see lee ma wose man nɛ ta benaa ka ke kɔŋ.” 
LUK.22.38	Botɔɔ te ɔ kaseela baŋ yako e nyiaa, “De Gbeŋgyoo kɛɛ silase ala yaa.” Keŋte Yesu yako wɔ nyi, “Tekaboe mena.”
LUK.22.39	Keŋte Yesu leewɔ donɔɔ keŋ man gyu oliifi bula keŋ dɔɔ ŋgba mena keŋ ɔ ne kyaa gyu nɛ, te ɔ kaseela baŋ sila e gyu. 
LUK.22.40	Be kelii botɔɔ nɛ Yesu yako ɔ kaseela baŋ nyiaa, “Ɛ fane na ɛ be nyiŋ gyoo kekɛɛsekɛɛ man ya.” 
LUK.22.41	Keŋte ɔ wɔŋa ɔ wose lee yenaŋ gyu siaman kyomii te ɔ ke buŋawɔ fane nyiaa, 
LUK.22.42	“Taata, akpaa ke yɛɛ n kegyaebii ke na, lese maŋ lee kaale kei man. Mɔna na yɛɛ maŋ kegyaebii ya, yɛɛ nyaŋ gbagba n kegyaebii.” 
LUK.22.43	Botɔɔ te Wurubuarɛ kpilale lee adido kɔŋ kaa do e kakyeŋ. 
LUK.22.44	Yesu kɛɛ yeyɛɛ keŋ nɛ, ɔ kyaŋa ɔ wose fane nideli te dufuŋ keŋ ba lee e nɛ kyɔseewɔ yala tɛɛle man ŋgba fatabo nɛ. 
LUK.22.45	Ɔ ke fane taŋ keŋ nɛ te ɔ besewɔ gyu ɔ kaseela baŋ gyaŋ. Ɔ ke gyu keŋ na ɔ ke naawɔ ŋgba ɔ kaseela baŋ te dokii, nawolo nyi dekɔkɔrɔkɔɔ te kyaŋ wɔ. 
LUK.22.46	Keŋte Yesu bɔɔse wɔ nyiaa, “Weera ɛ ne doo? Ɛ koro na ɛ ke fane na ɛ be nyiŋ gyoo kekɛɛsekɛɛ man ya.”
LUK.22.47	Yesu ka seŋ ɔ ne kolosi nɛ balaŋ dikpii baale kaa bɛɛwɔ lee ɔ dɔɔ, na Gyudase ŋon ɔ yɛɛ Yesu kaseela kufu bala baŋ man ŋolo e nɛ dɔŋɛɛ la be siaman. Ɔ kena Yesu nɛ te ɔ kɔŋawɔ ɔ kaa pukaa e. 
LUK.22.48	Keŋte Yesu bɔɔse e nyiaa, “Gyudase, kepukaa te nyaŋ ka mo lese maŋ Deniwalaŋ Bu ŋon fa?”
LUK.22.49	Yesu kaseela baŋ kena kpene keŋ ne gyae ke kɔŋ nɛ te be bɔɔse e nyiaa, “De Gbeŋgyoo, dɛɛ mo de silase na dee yoo?” 
LUK.22.50	Botɔɔ te Yesu kaseela baŋ man ŋolo moo ɔ yoosila kara saese kegyia tobaale ŋolo dunoluŋ deŋele lese ke lɔ. 
LUK.22.51	Keŋte Yesu yako wɔ nyiaa, “Ɛ tina yela, ɛ na yɛɛ mena ya.” Te ɔ tinaa balee ŋon deŋele keŋ te ka towaawɔ bela. 
LUK.22.52	Keŋte Yesu bɔɔse saese kegyiise na Wurubuarɛ dɛɛ kotɔtɔɔtena kegyiise na kegyiise baŋ bɔɔ kɔŋ botɔɔ be kaa kyaŋ e nɛ nyiaa, “Weera te ɛ moo yoosilase na akpokpose ɛ ne kɔŋ me dɔɔ ŋgba me yɛɛ walaŋkum e nɛ? 
LUK.22.53	Wee kamasɛ daa na ŋon ne kyaa la Wurubuarɛ ɔsom deni dinaa keŋ man, mɔna ɛ te kyaŋ maŋ ya. Nɛnɛɛ te gbɛɛ torowɔ fa ŋon nyi yaa kyaŋ maŋ, na ɛ ke yɛɛ ɔbɔnsam ditiŋtɛɛ gyoo ŋon kegyaebii.”
LUK.22.54	Botɔɔ te be kyaŋa Yesu mo e gyu Wurubuarɛ saese kegyia ŋon dekpaŋalaŋ man, na Pita mɔ silana wɔ wɔle wɔle. 
LUK.22.55	Keŋte balaŋ baŋ doo boalaŋ dekpaŋalaŋ keŋ nsana nsana te be yilaawɔ ke gyaŋ bee woli, te Pita mɔ gyuuwɔ ke kyaa be gyaŋ. 
LUK.22.56	Alebia baŋ bɛɛ yɛɛ tom dekpaŋalaŋ keŋ man nɛ ŋolo naa Pita kyaa boalaŋ keŋ gyaŋ, te ɔ gyene e nideli te ɔ yakowɔ nyi “Na balee kei mɔ kpuɛ na Yesu!” 
LUK.22.57	Keŋte Pita lɛɛ aŋmaareŋ nyiaa, “Alebu, mɔɔ gyeŋ e ya.” 
LUK.22.58	Te kyare ya te ŋolo mɔ naa e te ɔ yako e bela nyiaa, “Nyaŋ mɔ n yɛɛ be man ŋolo e!” Keŋte Pita tiranɔɔ nyiaa, “Baale, mɔɔ kpuɛ na wɔ ya!” 
LUK.22.59	Debaŋ dokoloŋ daale wɔle nɛ, ŋolo mɔ kaa yase ɔ sia do Pita ŋonaŋ nyiaa, “Ke yɛɛ ampaŋ kaeŋ nyi balee kei kpuɛ na Yesu, nawolo nyi ɔ yɛɛ Galelia baale e!” 
LUK.22.60	Botɔɔ te Pita tiranɔɔ nyiaa, “Baale, mɔɔ gyeŋ nombia ŋan n ne yako nɛ man ya.” Pita ke gyakaa ɔ ne kolosi nɛ te kegyim lɔɔ woya. 
LUK.22.61	Botɔɔ te de Gbeŋgyoo Yesu gɛɛsewɔ kɛɛ Pita, te Pita tɔɔse de Gbeŋgyoo Yesu nombia ŋan ɔ be yako e nɛ nyiaa, “Pɛ kegyim ke lɔ woya gyɛŋ na, nyaŋ ke bɛɛ betabotooro nyi n ba gyeŋ maŋ ya nɛ.” 
LUK.22.62	Keŋte Pita leewɔ debɔɔ man gyu ke kyaŋ ɔ nyee wii nideli.
LUK.22.63	Balaŋ baŋ bɛɛ kɛɛ Yesu dɔɔ nɛ fiasɛɛ bee kulu e na bee tuku e. 
LUK.22.64	Ba moo kanyaŋ bake ɔ sia na bɛɛ takee e akɔtase na bɛɛ bɔɔse e nyi “Yako daa, amɔte gyɔɔ na neŋ?” 
LUK.22.65	Te ba tee e tuubia kpaŋ kpaŋ kpu.
LUK.22.66	Tɛɛ kena keŋ nɛ, donɔɔ kegyiise na Wurubuarɛ saese kegyiise na Gyudatena mmaraa wolala baŋ gyaŋeewɔ te ba moo Yesu kɔŋ kaa seŋ be siaman. 
LUK.22.67	Keŋte be yako Yesu nyiaa, “Akpaa nyaŋ yɛna nyeelɛɛre ŋon Wurubuarɛ be yako see nyi waa kɔŋ nɛ na yako daa dee nyii.” Keŋte Yesu tiranɔɔ fa wɔ nyiaa, “Akpaa me yako ŋon na ɛ be gyae ɛ ke lɛɛ maŋ di ya, 
LUK.22.68	te akpaa me bɔɔse ŋon nombia mɔ nɛ ɛ be gyae ɛ ke tiranɔɔ fa maŋ ya. 
LUK.22.69	Mɔna lee debaŋ kei ne gyu nɛ, maŋ Deniwalaŋ Bu ŋon maa kyaa Wurubuarɛ Kpatakpere ŋon dunoluŋ dɔɔ.” 
LUK.22.70	Keŋte be popou bɔɔse e nyiaa, “Akpaa mena na nyaŋ yɛna Wurubuarɛ bu ŋon?” Keŋte Yesu tiranɔɔ nyi, “Mena yaa ɛ ne yako nɛ.” 
