MAT.1.1	Yeezu, a Mɛzaaya
MRK.15.37	Lɛ la ka a Yeezu da la maaleŋ kyeere yaga zaa, kyɛ ŋmaa vooroŋ. 
MRK.15.38	A lɛ poɔ la ka a Naaŋmen die patiisa da kyeɛ̃, a wɛle ziiri ayi, a yi o zu a sigi te tɔ o pare. 
MRK.15.39	A sogyɛre kɔɔ neŋkpoŋ kaŋ naŋ da are tori a Yeezu, a nyɛ lɛ O naŋ da ŋmaa vooroŋ, da yelee la, “Serɛzaa, a dɔɔ ŋa da waa la Naaŋmen Bie!”
MRK.15.40	Pɔgebɔ mine meŋ da be la a be, a te are tɔɔre zaa kyɛ kaara. A pɔgeba mine naŋ da poɔ ba poɔ la, Mareya Magdalina, Mareya a Gyimisi ane Gyose ma, ane Salome. 
MRK.15.41	A pɔgeba bama da waa la noba naŋ da tuuro a Yeezu a soŋnɔ O a Galili poɔ. A pɔgeba yaga mine meŋ da tu la a Yeezu a wa Gyɛruzɛlɛm poɔ.
MRK.15.42	Zie naŋ da wa te maa, kyɛ ka a da waa a Naroo bebiri, a lɛ tɛgɛ la, zie naŋ na nyaa a pɛnnoo bebiri daare, 
MRK.15.43	Yuzɛb naŋ da waa a Aremateya teŋɛ neɛ da ba zo dabeɛ̃ kyɛ gaa a Pilato zie a te sɔre a Yeezu eŋɛ. A Yuzɛb da poɔ la a sɛrediribe poɔ, ka noba zaa eŋnɛ o. O da waa la neɛ naŋ da kyɛllɛ a Naaŋmen naaloŋ waabo. 
MRK.15.44	A Pilato pãã da bonnɔ la ka a Yeezu da sereŋ kpie la wieouŋ lɛ. O da boɔle la a sogyɛre kɔɔ neŋkpoŋ a soore o, ka a Yeezu naŋ kpi kɔɔrɛɛ la be. 
MRK.15.45	O naŋ da wa woŋ yi a sogyɛre kɔɔ neŋkpoŋ zie ka a Yeezu sereŋ kpie la, o da ko la a Yuzɛb sori ka o te de a Yeezu eŋɛ. 
MRK.15.46	Lɛ la ka a Yuzɛb de pɛmpelaa, a wa yage a Yeezu eŋɛ, a da da pɛmpelaa pilli ne. Kyɛ pãã de O te ũũ yaa kaŋ poɔ ba naŋ nyɛ piiri zu, a billi kukpoŋ pɔge a yaa noɔre. 
MRK.15.47	Mareya Magdalina ane Mareya a Gyose ma da nyɛ la zie na ba naŋ da ũũ a Yeezu.
MRK.16.1	A pɛnnoo bebiri daare naŋ da wa di yi baare, Mareya Magdalina, ane Mareya a Gyimisi ma, ane Salome da da la turaali ka ba te sɔ a Yeezu eŋɛ. 
MRK.16.2	A koseɛraa bebi-dɛndɛŋ daare bagu-pipi saŋ, ŋmenaa naŋ da wa puro, a pɔgeba da iri gaa la a yaa zie. 
MRK.16.3	Ba da yele korɔ la taa, “Aŋ mɔɔ na billi a kuuri bare a yaa noɔreŋ ko te?” 
MRK.16.4	Ba naŋ da wa doɔ ba zuri kaara, ba da nyɛ la a kukpoŋ na naŋ da pɔge a yaa noɔre ka ba billi bare. 
MRK.16.5	Ba naŋ da wa te kpɛ a yaa poɔ, ba da nyɛ la pɔlbile kaŋ ka o zeŋ a duluŋ seŋ a su kparpelaa, ka dabeɛ̃ da kpɛ ba yaga zaa. 
MRK.16.6	Kyɛ ka a pɔlbile da yeli ko ba, “Yɛ ta zoro dabeɛ̃; a Yeezu naŋ yi Naazɛrɛ, ka ba da kpa a dagaraa zu la ka yɛ boɔrɔ. O ba kye kyɛ, ba eɛɛ la ka O leɛ-iri yi a kuuni poɔ. Yɛ nyɛ zie ba naŋ da gaale O. 
MRK.16.7	Kyɛ yɛ gaa te yeli ko a O potuuribo ane Piita, ka O de la yɛ weɛ a gɛrɛ Galili teŋɛ; be la ka yɛ na te nyɛ O, a seŋ O naŋ da yeli ko yɛ lɛ.” 
MRK.16.8	A lɛ la ka ba da zo wa yi a yaa poɔ, bonso, pɔlteɛ ane nɔmaa da kpɛ ba la; ka ba da ba yeli yelzaa ko neɛzaa, dabeɛ̃ naŋ da kpɛ ba zuiŋ.
MRK.16.9	[A Yeezu naŋ da leɛ-iri yi a kuuni poɔ puoriŋ, a koseɛraa bebi-dɛndɛŋ daare bagu-pipi saŋ, O daŋ de la O meŋɛ wuli Mareya Magdalina, ona eŋɛ la ka a Yeezu da digi sefaare ayopoĩ bare. 
MRK.16.10	A Mareya Magdalina da yi te manne la a yɛlɛ ko a banaŋ zaa naŋ da tuuro a Yeezu, ba naŋ da naŋ kono ŋmaara nentaŋ. 
MRK.16.11	Kyɛ ba naŋ da wa woŋ ka a Yeezu leɛ voorɔ la ka a Mareya Magdalina nyɛ O, ba da ba sage de a o yɛlɛ.
MRK.16.12	A ŋaa puoriŋ, Yeezu da la de la O meŋɛ wuli a O potuuribo mine bayi, ba naŋ da kyɛnɛ gɛrɛ teŋɛ kaŋ. 
MRK.16.13	Ba da leɛ kuli te manne la a yɛlɛ ko ba taaba na, kyɛ ba da ba sage de a ba yɛlɛ.
MRK.16.14	A lɛ puoriŋ, Yeezu da de la O meŋɛ wuli a O potuuribo pie ne yeni, a saŋ na ba naŋ da lantaa a zeŋ dire. O da wa nyare la ba zu ba naŋ da ba taa yeldeebo ane ba zukuoŋ-yɛlɛ zuiŋ. Bonso, ba da ba sage de a banaŋ zaa naŋ da wa yeli a O kuuni poɔ leɛ-iruu yɛlɛ ko ba. 
MRK.16.15	A Yeezu pãã da yeli ko ba la, “Yɛ gaa a tendaa zaa a te moɔle a Ŋmen-yelnoore ko a Naaŋmen bon-iri zaa. 
MRK.16.16	Soba na zaa naŋ sage de a yelbiri, a de suobu na nyɛ la faabo. Kyɛ soba na zaa naŋ ba sage de a yelbiri na wɛ la. 
MRK.16.17	A yelwulii ama la na tuuro a banaŋ naŋ sage de a yelbiri: A N yuori eŋɛ ba na digre la sefaare bara, kyɛ yele kɔkɔsaama; 
MRK.16.18	ba na maŋ nyɔge la weere ane ba nuuri, ka ba naŋ nyu logi kyɛ yelfaa zaa koŋ pɔge ba. Ba na maŋ de la ba nuuri pare baalba zu ka ba nyɛ sammo.”
MRK.16.19	A Daana Yeezu naŋ da wa yeli a yɛlɛ ko ba baare, ba da de O la do ne tenvelaa
MRK.16.20	Ba da yi te moɔle la a Ŋmen-yelnoore a ziiri zaa, ka a Daana da de ba tonɔ ne, ka a yelwulii ba naŋ da erɛ da waa danseɛ kyaare ne a Ŋmen-yelnoore ba naŋ da moɔlɔ.]
LUK.1.1	Noba yaga naŋ da e a neɛ a sɛge biŋ a yɛlɛ na zaa naŋ da e a te poɔ, 
LUK.1.2	aŋa lɛ banaŋ naŋ da bebe a piiluu saŋ, a nyɛ a eebo, kyɛ da e a yelbiri tontonema, a manne ko te, 
LUK.1.3	N meŋ da maale la n teɛroŋ, N naŋ da wa kaa a yɛlɛ zaa nyɛ a yi a piiluu saŋ, a meŋ pãã boɔrɔ ka N sɛge, a manne a yɛlɛ naŋ kyɛŋ tutaa lɛ ko fo, N Ba Tiyofilo. 
LUK.1.4	N erɛ la a ŋaa ka ka fo baŋ a yelmeŋɛ kyaare ne a yɛlɛ na zaa banaŋ da manne ko fo.
LUK.1.5	A Gyudiya Naa Hɛrɔde naaloŋ saŋ, Naaŋmen bagmaala kaŋ da bebe la ka ba boɔlɔ o Zakareya, a yi a Abigya Naaŋmen bagmaalba boorɔ
LUK.1.6	Ba zaa bayi da waa la nemmenne Naaŋmen niŋesogɔ, a da sagra a Daana nɔɛ ane O yɛlɛ zaa velaa. 
LUK.1.7	Kyɛ ba da ba taa biiri, bonso, a Elizabɛl da waa la pɔg-ɔre, kyɛ ka ba zaa bayi da te korɔ.
LUK.1.8	A naŋ da wa te ta Zakareya ka o toŋ o bagmaale toma a Naaŋmen niŋesogɔ, 
LUK.1.9	ba da tu la a ba Naaŋmen bagmaalba tuuluŋ a ŋmɛ gbaŋ, ka Zakareya di, ka a e ka ona la na kpɛ te nyege ensɛnse a Daana zisoŋ zie. 
LUK.1.10	A ensɛnse nyegebo saŋ naŋ da wa ta, a noba zaa da be la a yeŋ poɔ a puoro. 
LUK.1.11	Lɛ la ka a Daana maleke daasaa a Zakareya zie a wa are a Naaŋmen bagmaalkuuri duluŋ seŋ, a benee ba naŋ maŋ nyege a ensɛnse. 
LUK.1.12	A Zakareya naŋ da wa nyɛ o, o pɔlaa da teɛɛ la kyɛ ka dabeɛ̃ kpɛ o yaga. 
LUK.1.13	Kyɛ ka a maleke da yeli ko o, “Zakareya, ta zoro dabeɛ̃, bonso, Naaŋmen woŋ la a fo puoruu. A fo pɔge Elizabɛl na dɔge la bidɔɔ, ka fo pore o yuori ka Gyɔɔn. 
LUK.1.14	Fo na taa la kyelloo ane popeɛloŋ, kyɛ ka noba yaga kyelle a o dɔgebo saŋ, 
LUK.1.15	bonso, o na waa la nentegroŋ a Daana zie. A ba seŋ ka o nyu dãã bee dããkpeɛŋaa zaa. O na paale ne la a Vooroŋ Soŋ a o ma poɔŋ, ka ba dɔge ne o. 
LUK.1.16	O na e la ka a Izerayɛl biiri yaga leɛ wa a Daana ba Naaŋmen zie. 
LUK.1.17	O na taa la a Elaagya vooroŋ ane o kpeɛ̃õ, a de a Daana weɛ, a e ka bidɔgrebɔ sukyie leɛ kyaare ba biiri, kyɛ e ka koŋwoŋwuluu deme leɛ tɔgle a nemmenne eebo, a na nare a noba ka ba kyɛllɛ a Daana.” 
LUK.1.18	A Zakareya da soore la a maleke, “Wola ka N na e baŋ ka a yɛlɛ ama waa la yelmeŋɛ? Bonso, N korɛɛ la ka N pɔge meŋ korɔ.” 
LUK.1.19	Ka a maleke leɛ yeli sɔge o, “Maa la Gabereyɛl. N maŋ are la Naaŋmen niŋesogɔ; Ona la toŋ ma fo zie ka N wa yeli a yelnoore ama ko fo. 
LUK.1.20	Kyɛ fo naŋ ba sage de a N yɛlɛ ama zuiŋ fo na e la muu, a koŋ baŋ yeli yɛlɛ, a te ta bebiri na a yɛlɛ ama naŋ sereŋ na e, ka a saŋ wa ta.”
LUK.1.21	A lɛ zaa poɔ, a noba da kyɛllɛ la a Zakareya kyɛ teɛrɛ ba pooreŋ, bonna naŋ so ka o kɔɔre a zisoŋ zie a Naaŋmen die poɔ te ta lɛ. 
LUK.1.22	A Zakareya naŋ da te yi wa, o da kontoɔ̃ yeli yɛlɛ ko ba, lɛ la ka ba pãã da baŋ ka o nyɛ la nyaabo kaŋ a zisoŋ zie a Naaŋmen die poɔ. O da de la o nuuri manne ne yɛlɛ korɔ ba kyɛ koŋ baŋ yeli yɛlɛ ne o noɔre. 
LUK.1.23	A Zakareya toma saŋ naŋ da wa baare a Naaŋmen die poɔ, o da leɛ kuli la o yiri.
LUK.1.24	A lɛ puoriŋ, a o pɔge Elizabɛl da taa la poɔ, a da ba yire yeŋ a te ta kyuuri anuu saŋ. O da yelee la: 
LUK.1.25	“Ŋaa la ka a Daana e ko ma; O da wuli ma la O nimimaaroŋ, a kyɛ iri ma yi ne vi N naŋ nyɛ a n noba poɔ.”
LUK.1.26	A kyuuri ayoɔbo poɔŋ, Naaŋmen da toŋ la O maleke yuori naŋ di Gabereyɛl, ka o gaa teŋɛ kaŋ ba naŋ boɔlɔ Naazɛrɛ, naŋ be Galili paaloŋ poɔ, 
LUK.1.27	bitoro kaŋ zie. A bitoro ŋa ne dɔɔ kaŋ ba naŋ boɔlɔ Yuzɛb da eŋ la noɔre ka ba na kuli la taa. A dɔɔ ŋa da e la Davil bale neɛ. A bitoro ŋa yuori da la Mareya. 
LUK.1.28	A maleke da wa la o zie, a wa yeli, “Yaane, zunoɔ soba! A Daana be la fo zie.” 
LUK.1.29	Kyɛ a Mareya noɔre da maaɛ la yaga ne a yɛlɛ o naŋ da woŋ, ka o da teɛrɛ o poɔŋ ka a puoro ŋa tɛgɛ pãã la boŋ. 
LUK.1.30	Ka a maleke yeli ko o, “Mareya, ta zoro dabeɛ̃, fo nyɛ la nimimaaroŋ yi Naaŋmen zie. 
LUK.1.31	Kyɛ ŋaa, fo na taa la poɔ a dɔge bidɔɔ, a pore O yuori ka Yeezu. 
LUK.1.32	O na e la neŋyuori, ka ba boɔlɔ O a Naaŋmen Bie. A Daana Naaŋmen na ko O la a O Sããkoma Davil nakogi. 
LUK.1.33	O na di la naaloŋ a Gyekɔb boorɔ zu tegitegilɛ, ka a o naaloŋ koŋ taa baaroo.” 
LUK.1.34	A Mareya da yeli ko la a maleke, “Wola ka a yɛlɛ ama na baŋ e, N naŋ ba baŋ dɔɔ zaa sɛre?” 
LUK.1.35	Ka a maleke yeli ko o, “A Vooroŋ Soŋ na wa la fo zie, ka a Naaŋmen kpeɛ̃õ wa sigi fo, a zuiŋ a bie fo naŋ na dɔge na e la bi-soŋ, ka ba boɔlɔ O Naaŋmen Bie. 
LUK.1.36	Nyɛ, a fo dɔgrɔ Elizabɛl naŋ kore kyɛ ka ba yeli ka o e la pɔg-ɔre, taa la poɔ kyuuri ayoɔbo. 
LUK.1.37	Bonso, yeli zaa ba kyebe ka Naaŋmen kontoɔ̃ e.” 
LUK.1.38	Lɛ la ka Mareya yeli, “Maa la ŋa, a Daana tontonɔ; ka a e ko ma, a seŋ lɛ fo naŋ yeli.” Lɛ la ka a maleke da bare o kyɛ gaa.
LUK.1.39	A beri na poɔ, a Mareya da nare la o meŋɛ a yi wieouŋ zaa gaa Gyudiya teŋɛ kaŋ naŋ are tanne poɔ, 
LUK.1.40	a da te kpɛ Zakareya yiri poɔ a puori Elizabɛl. 
LUK.1.41	A Elizabɛl naŋ da woŋ a Mareya puoro, a bie da kpɛ te logre la a o poɔŋ. A Elizabɛl da paale ne la a Vooroŋ Soŋ, 
LUK.1.42	a ŋmɛ kulinni a yeli, “Fo nyɛ la maaloo a pɔgeba zaa poɔ, kyɛ ka a fo poɔ bie meŋ nyɛ maaloo. 
LUK.1.43	Bonso ka a yeli naŋ seŋ ŋaa e n zie, ka a n Daana ma wa n zie? 
LUK.1.44	N naŋ deɛ wa woŋ a fo puoro, a bie naŋ be a n poɔŋ deɛ da kpɛ logrɛɛ la ne popeɛloŋ. 
LUK.1.45	Fo nyɛ la maaloo ne fo naŋ sage de ka a lɛ a Daana naŋ yeli sereŋ na nyɛ la eebo.”
LUK.1.46	Ka Mareya da yeli:
LUK.1.46	“N seɛ danna la a Daana,
LUK.1.47	Kyɛ ka N seɛ taa kyelloo a n Faara Naaŋmen zie,
LUK.1.48	bonso, O taa la nimimaaroŋ kyaare ne a O tontonɔ naŋ taa Sigruumilluu,
LUK.1.48	Serɛzaa, a yi ŋaa kyɛ gɛrɛ, noba zaa na boɔlɔ ma la zunoɔ soba,
LUK.1.49	bonso, a Kpeɛ̃õ Zaa Soba toŋ la toŋkpeɛne ko ma,
LUK.1.49	kyɛ a O yuori e la soŋ.
LUK.1.50	O taa la nyonono ne banaŋ naŋ zoro O,
LUK.1.50	a yi a saamine a te tɔ ba biiri.
LUK.1.51	O wuli la O kpeɛ̃õ O tontonne poɔ;
LUK.1.51	O ŋmɛ la a pɔloo deme poteɛrɛ yaare.
LUK.1.52	O sigri la a gandaare a yi a ba nakogri zu
LUK.1.52	kyɛ zɛge a bambaalba ka ba do,
LUK.1.53	O ko la a kɔŋ deme bonveɛle ka ba di tege,
LUK.1.53	kyɛ e ka a bondaanema gaa ne nuzagle.
LUK.1.54	O soŋ la a O tontonɔ Izerayɛl,
LUK.1.54	O naŋ leɛ-teɛre a O nembaaloŋ zoobu,
LUK.1.55	a yi a O noɔre O naŋ da eŋ ko a te sããkommine,
LUK.1.55	a ko Aboraham ane o bale, tegitegilɛ.”
LUK.1.56	A Mareya da kpɛ la a Elizabɛl zie a te ta ŋa kyuuri ata, kyɛ pãã leɛ kuli o yiri.
LUK.1.57	A Elizabɛl dɔgebo saŋ naŋ da wa ta, o da dɔge la bidɔɔ. 
LUK.1.58	A o laŋkpɛrebɛ ane o dɔgrebɔ naŋ da woŋ ka a Daana wuli la O nimimaaroŋ kpoŋ kyaare ne o, ba da laŋ ne o la kyelle. 
LUK.1.59	A beri anii daare, ba da waɛ la ka ba iri a bie dɛgre, kyɛ da boɔrɔ ka ba de a o saa Zakareya yuori pore ne o. 
LUK.1.60	Kyɛ ka a o ma da yeli, “Ai, a seŋ ka o yuori di Gyɔɔn.” 
LUK.1.61	Ka ba yeli ko o, “A fo dɔgrebɔ kanzaa ba di a yuori ŋa.” 
LUK.1.62	Lɛ la ka ba da manne ne nu soore a saa, yuori na o naŋ da boɔrɔ ka ba ko a bie. 
LUK.1.63	O da eɛɛ la ka ba de bon o naŋ na sɛge ne ko o, ka o da sɛge, “O yuori la Gyɔɔn.” Ka a noba zaa nɔɛ da maa. 
LUK.1.64	A tɔntɔbaalɛ la ka a Zakareya noɔre deɛ yuo, ka o zele lori, ka o piili yele yɛlɛ, a danna Naaŋmen. 
LUK.1.65	Dabeɛ̃ da kpɛ la a ba gbandige na noba zaa, kyɛ ka ba da ŋmɛ a yɛlɛ yaare a Gyudiya paaloŋ zaa. 
LUK.1.66	Banaŋ zaa naŋ da woŋ a yɛlɛ ama, da teɛre la ba pooreŋ a yele, “Boŋ tɔ neɛ la ka a bie ŋa na waa?” Serɛzaa, a Daana kpeɛ̃õ da be la o zie.
LUK.1.67	Lɛ la ka a o saa Zakareya da paale ne a Vooroŋ Soŋ a yeli Ŋmen-yelmanna yelyelii ama:
LUK.1.68	“Ka a Daana, a Izerayɛl Naaŋmen nyɛ puubu,
LUK.1.68	bonso, O leɛ la O nimimaaroŋ kyaare ne O noba kyɛ faa ba.
LUK.1.69	O ko te la faabo gandaa
LUK.1.69	ka O yi a O tontonɔ Davil bale poɔ,
LUK.1.70	aŋa O naŋ da tu a O Ŋmen-yelmanneba zie a yeli saŋ zaa,
LUK.1.71	ka ka te na nyɛ faabo a yi te dɔndɔnne nuuriŋ ane banaŋ zaa naŋ kyiiri te zie.
LUK.1.72	A ŋaa zie O wuli la O nembaalonzoe a seŋ O naŋ da eŋ noɔre ko a te sããkommine lɛ,
LUK.1.72	kyɛ da teɛre a O nɔsoŋ O naŋ da eŋ,
LUK.1.73	a noɔre na O naŋ da polle ko a te sããkoma Aboraham,
LUK.1.73	ka O ko te, 
LUK.1.74	ka ka tenee naŋ da nyɛ faabo yi te dɔndɔnne nuuriŋ,
LUK.1.74	na tonɔ korɔ O, kyɛ ba zoro dabeɛ̃, 
LUK.1.75	sonnoŋ ane yelmennoŋ poɔ
LUK.1.75	a O niŋesogɔ a te nyɔvore zaa poɔ.
LUK.1.76	Kyɛ fõõ, n bie, ba na boɔle fo la Naaŋmen Kpeɛ̃õ Zaa Soba yelmanna,
LUK.1.76	bonso, fo na de la a Daana weɛ, a te nare a O sobie,
LUK.1.77	a na ko O noba faabo yelbammo
LUK.1.77	a ba yelbebe naŋ nyɛ sudi zuiŋ.
LUK.1.78	A yi a te Naaŋmen nimibaaloŋ zuiŋ,
LUK.1.78	a veɛloŋ naŋ yi sazu na puri kyaane te la,
LUK.1.79	a ko banaŋ naŋ zeŋ ligruŋ ane kũũ dasuoluŋ poɔ veɛloŋ,
LUK.1.79	a na gu te gbɛɛ emmaaroŋ sori poɔ.”
LUK.1.80	A bie da baaɛ la, a taa kpeɛ̃õ a vooroŋ poɔ, kyɛ da be a wɛgyɛŋ poɔ a te ta saŋ na o naŋ da wa yi noba poɔ ka a Izerayɛl noba zaa nyɛ o.
LUK.2.1	A bebie na poɔ a Nakpoŋ Ɔgɔtu da tere la noɔre ka ba sɛge a o paaloŋ noba zaa yoe. 
LUK.2.2	A noba yosɛge dɛndɛŋ da la a ŋa a saŋ na Kirino naŋ da waa a Siiriya gɔbena. 
LUK.2.3	A noba zaa da leɛ gaa la ba tenne poore ka ba na te sɛge ba yoe. 
LUK.2.4	A Yuzɛb meŋ da yi la a Naazɛrɛ teŋɛ naŋ be a Galili paaloŋ, a gaa Gyudiya teŋɛ kaŋ naŋ di Bɛtelɛhɛm, a Davil teŋkpoŋ, bonso, o da waa la a Davil yiri neɛ ane o bale. 
LUK.2.5	O ne Mareya da gaaɛ la ka ba na te sɔre ba. O ne a Mareya da eŋ la noɔre ka ba kuli taa, kyɛ a Mareya da taa la poɔ a seŋ dɔgebo. 
LUK.2.6	Ba naŋ da naŋ be a be la ka a Mareya dɔgebo saŋ da ta. 
LUK.2.7	Ka o da dɔge o bidɔɔ dɛndɛŋ, a pilli O ne pɛmɛ, a gaale O donne bondi gbori poɔ, zie naŋ da ba kyebe a saama kpɛzie zuiŋ.
LUK.2.8	A fɔŋ na poɔ, pekyeemɛ da kpeɛrɛ la a duoraa poɔ a guuro ba peere tensogɔ saŋ. 
LUK.2.9	Lɛ la ka a Daana maleke da wa are ba niŋesogɔ, ka a Daana veɛloŋ da puri laare ba, ka dabeɛ̃ da kpɛ ba yaga. 
LUK.2.10	Kyɛ a maleke da yeli ko ba la, “Yɛ ta zoro dabeɛ̃, yɛ nyɛ, N waana la ka N yeli yelnoore ko yɛ, yelnoore naŋ na e kyelloo kpoŋ ko a noba zaa. 
LUK.2.11	A zenɛ ŋa, ba dɔge la a yɛ Faara a Davil teŋkpoŋ poɔ, Ona la a Mɛzaaya,
LUK.2.12	A yelwulaa yɛ naŋ na nyɛ la ŋa: yɛ na nyɛ la bie ba naŋ pilli ne bipɛmɛ a gaale O donne bondi gbori poɔ.” 
LUK.2.13	A tɔntɔbaalɛ ka maleke beɛoŋ deɛ daa yi wa are ane a maleke na, ka ba puuro Naaŋmen, a yele:
LUK.2.14	“Ka Naaŋmen nyɛ puubu a sazu tɔɔre zaa,
LUK.2.14	kyɛ ka teŋɛzu kyɛ ka banaŋ O poɔ naŋ pɛle ne nyɛ emmaaroŋ!”
LUK.2.15	A malekere naŋ da wa bare ba kyɛ leɛ gaa tenvelaa,
LUK.2.16	A lɛ la ka ba page wieouŋ zaa gaa te nyɛ Mareya ane Yuzɛb ane a bie naŋ gaŋ donne bondi gbori poɔ. 
LUK.2.17	Ba naŋ da wa nyɛ a ŋaa, ba da manne la a yɛlɛ na a maleke naŋ da yeli ko ba a kyaare ne a bie ŋa. 
LUK.2.18	Ka banaŋ zaa naŋ da woŋ a yɛlɛ a pekyeemɛ naŋ yeli ko ba nɔɛ da maa yaga. 
LUK.2.19	Kyɛ Mareya eŋ da taa la a yɛlɛ ama zaa o sukyiri poɔ a teɛrɛ. 
LUK.2.20	A pekyeemɛ da leɛ kulee la, a danna Naaŋmen kyɛ ire O yuori ane a yɛlɛ na zaa ba naŋ da woŋ kyɛ nyɛ, ka a tu a lɛ ba naŋ da yeli ko ba.
LUK.2.21	Beri anii naŋ da wa tɔle, a saŋ da taɛ la ka ba iri a bie dɛgre, ba da pore la O yuori ka Yeezu, a yuori na a maleke naŋ da tere kyɛ ka O ma wa ŋmaa seɛ.
LUK.2.22	A saŋ naŋ da wa ta ka ba tu a maaloo tuuluŋ a seŋ lɛ a Moozul begɛ naŋ wuli, ba da taa la a Yeezu wa ne a Gyɛruzɛlɛm poɔ, ka ba de O ko a Daana 
LUK.2.23	(aŋa ba naŋ sɛge a Daana begɛ poɔ lɛ, “Bidɔɔ dɛndɛŋ zaa na waa la a Daana soobo”), 
LUK.2.24	kyɛ ka ba da tere kyɔɔtaa a seŋ lɛ a Daana nɔɛ naŋ biŋ, “Ŋmama ayi bee naŋmambilii ayi.”
LUK.2.25	A saŋ na dɔɔ kaŋ da be la a Gyɛruzɛlɛm poɔ ka o yuori di Simeon. A dɔɔ ŋa da waa la nemmeŋɛ naŋ puoro Naaŋmen ne o poɔ zaa, a da kyɛllɛ a Izerayɛl faabo bebiri yɛlɛ kyɛ ka a Vooroŋ Soŋ da be o zie. 
LUK.2.26	A Vooroŋ Soŋ da iri wuli o la ka o koŋ kpi kyɛ te ta lɛ saŋ o nimiri naŋ na nyɛ a Daana Mɛzaaya. 
LUK.2.27	A Vooroŋ Soŋ da taa la a Simeon wa ne a Naaŋmen die poɔ, saŋ na a bie dɔgrebɔ naŋ da taa a bie wa ne ka ba wa tu ne O a tuuluŋ a seŋ lɛ a puoruu nɔɛ naŋ biŋ. 
LUK.2.28	A Simeon da de la a bie eŋ o nuuri poɔ, a kyɛ puori Naaŋmen ameseɛrɛ a yele:
LUK.2.29	“Daana, ŋaa fo pãã bara la a fo tontonɔ ka o gɛrɛ ne emmaaroŋ,
LUK.2.29	a seŋ fo yelbiri naŋ yeli;
LUK.2.30	bonso, a n nimie nyɛ la a fo faabo na,
LUK.2.31	fo naŋ nare biŋ a andonɛɛ zaa niŋesogɔ,
LUK.2.32	a e kyaane ko a Nemboore-yobo
LUK.2.32	kyɛ e puubu ko a Izerayɛl noba.”
LUK.2.33	A bie saa ne O ma nɔɛ da maaɛ la yaga ne a lɛ a Simeon naŋ da yeli kyaare ne a bie. 
LUK.2.34	A Simeon pãã da maale ba la, kyɛ yeli ko a O ma Mareya, “Naaŋmen iri la a bie ŋa ka ka noba yaga na le bee a iri a Izerayɛl poɔ, kyɛ na e yelwulaa ba naŋ na de ŋmeɛrɛ ne nɔkpeɛne, 
LUK.2.35	ka lɛ na e ka noba yaga poteɛrɛ sãã gbaŋgbale, kyɛ ka soɔ na kyɔge a fo meŋɛ sukyiri meŋ.”
LUK.2.36	Ŋmen-yelmanna kaŋ yuori naŋ da di Ana, naŋ da waa a Fanuwɛl naŋ yi a Asɛ bale pɔgeyaa, meŋ da be la a be. A pɔge ŋa da korɛɛ la yaga. O da kuli la serɛ yuomo ayopoĩ kyɛ ka a serɛ kpi. 
LUK.2.37	Lɛ la ka o da leɛ pɔgekoɔre te ta yuomo lezaanaare ne anaare. O da ba yire a Naaŋmen die poɔ, kyɛ da maŋ leŋ noɔre, a puoro Naaŋmen ŋmenaa ane tensogɔ. 
LUK.2.38	A wagre na poɔ la ka o da wa, a piili puuro Naaŋmen a kyɛ manna a bie yɛlɛ korɔ banaŋ zaa naŋ da kyɛllɛ a Gyɛruzɛlɛm faabo.
LUK.2.39	A Yuzɛb ne a Mareya naŋ da wa te tu a tuuluŋ zaa naŋ seŋ a Daana begɛ naŋ wuli lɛ baare, ba da leɛ kuli la a ba teŋɛ Naazɛrɛ naŋ be Galili poɔ. 
LUK.2.40	A bie da baaɛ la, a taa faŋ ane yɛŋ kyɛ ka Naaŋmen maaloo da be O zie.
LUK.2.41	Yuoni zaa poɔ a Yeezu dɔgrebɔ da maŋ gaa la Gyɛruzɛlɛm a te di a Ista tigri. 
LUK.2.42	A Yeezu naŋ da wa ta yuomo pie ne ayi, ba da gaa la a tigri a Gyɛruzɛlɛm poɔ a seŋ ba naŋ da maŋ erɛ lɛ. 
LUK.2.43	A tigri naŋ da wa di baare, ka ba da leɛ kulo, a ba bie Yeezu da zeŋ la a Gyɛruzɛlɛm poɔ kyɛ ka O saa ne O ma da ba baŋ ne a. 
LUK.2.44	Ba da teɛre ka O be la a noba poɔ ka ba zaa kyɛnɛ a sori poɔ. Ba da kyɛŋ la bebi-gbuli zaa baare kyɛ pãã da piili soorɔ O yɛlɛ a ba noba ane ba nembaŋne zie. 
LUK.2.45	Ba naŋ da ba nyɛ O, ba da leɛ gaa la a Gyɛruzɛlɛm ka ba te bɔ O. 
LUK.2.46	A beri ata puoriŋ la ka ba da nyɛ O a Naaŋmen die poɔ, ka O ne a wulwulibo laŋ zeŋ ka O kyɛllɛ ba yɛlɛ kyɛ meŋ soorɔ ba soorebie. 
LUK.2.47	Banaŋ zaa naŋ da woŋ a O yɛlɛ nɔɛ da maaɛ la yaga ne O yelbammo ane lɛ O naŋ maŋ iri a ba soorebie nɔɛ. 
LUK.2.48	A O saa ne O ma naŋ da wa nyɛ O, ba nɔɛ zaa da maaɛ la, ka O ma da soore O, “N bie, wola ka fo e te lɛ? Nyɛ! Maa ne fo saa bɔ fo la ne pɔlteɛ.” 
