MAT.1.3	Yúda mú byâ Farɛs bá Zára, nyɔɔŋgʉ́ wáŋ wə́ Tamar. Farɛs mú byâ Ɛsrom. Ɛsrom byâ Aram. 
LUK.2.13	Seegya nə́ kúdə zhwog wəéŋgəles wâ gwɔ̂w bwə́ mú zə kwey nyɨ́nɨ bwə́ ŋgə́ yə Zɛmbî gúmə́ sʉsad nə́:
LUK.2.14	wa shí, buud Zɛmbî mə́ gwág nywa wá bwə́ cʉ́gəg nə́ shɛɛ.
LUK.2.15	Í mú zə bə nə́, ja wəéŋgəles bwə́ mə́ béégya nə bwo kə joŋ dɨ́ yí, obaagʉlə ɔ́ itɔw bwə́ mú cɨ bwə́mɛ́ nə bwə́mɛ́ nə́: «Sə́ kə́gá Betʉlehɛm kə dʉ́g sâ í mə́ sɨ̂y Zɛmbî mə́ sá nə́ sə́ mpúg ga.» 
LUK.2.16	Bwə́ mú ŋgə kə nə́ cá-câ, bwə́ mú kə kwey Maríya nə Yósɛb nə kʉ́kény í mbwúg kʉ́l bwə́ dʉ wá itɔw idʉ̂w nə́ í dʉ́g də yí. 
LUK.2.17	Ja bwə́ mə́ dʉ́g nyə yí, bwə́ mú bwiiŋg sâ éŋgəles nyə́ ámə jaaw bwo shú mə́ múmwán jɔɔŋg yí. 
LUK.2.18	Buud bɛ̂sh bwə́ á ŋgə gwág bwo wá bwə́ á ŋgə bul káam sâ bwə́ á ŋgə bwiiŋg yí. 
LUK.2.19	Maríya nyɛ nyə á baagʉlə isâ byɔɔŋg lámʉ́d, a ŋgə́ bigas byo. 
LUK.2.20	Nə́ ndɛɛ́ obaagʉlə ɔ́ itɔw bwə́ mú nyiŋgə bwə́ ŋgə́ yə Zɛmbî gúmə́, ŋgə yə nyə məshwúmb nə isâ byɛ̂sh bwə́ ámə gwág nə dʉ́g yí, nəcé í á bə nə́mə́ njɨ nda éŋgəles nyə á jaaw bwo nə́.
LUK.2.23	nə́mə́ nda jɨ́ cilyá *mbwoomb mə́cɛ̧ɛ̧ dɨ́ nə́, nə́: «Mwámudûm yɛ̂sh mə tɛ́ɛ́d byɛ̂l yɛ́, bwə́ kənd nyə koogʉ́ nə́ a bə́g shú mə́ Yawé.» 
LUK.2.24	Í á jɨɨ nə́ bwə́ kə́g yána ílɨ́ɨ́m í *mə́túnʉga nə́mə́ nda jɨ́ cilyá nda mbwoomb mə́cɛ̧ɛ̧ dɨ́ nə́, bwə́ kə nə məwúwo məbá ŋkí icwɔ̧ í mə́faf íbá.
LUK.2.25	Ŋgwɔ́l múúd nyə á dʉ bə Yurʉ́səlɛm nə́ Símʉyon. Nyə á bə tʉ́təlí muud, nyə a wá lâm wə́ Zɛmbî. Nyə á bə nə Ŋkɛ̧́ŋkɛ̧̂ Shíshim. Nyə á dʉ bwánd muud nyə á bə nə́ a bá zə səl *Izʉrəyɛ̂l milâm shí yɛ́. 
LUK.2.26	Ŋkɛ̧́ŋkɛ̧̂ Shíshim í á lwágʉlə nyə ntámə́d nə́ nyə abʉ́lɛ yə a kú fwo dʉ́g *Krîst Yawé mə bá ntɨ yɛ́. 
LUK.2.27	Muud wɔɔŋgʉ̂ Ŋkɛ̧́ŋkɛ̧̂ Shíshim í á sá nə́ a kə́g *Luŋ mə́ Zɛmbî. Ja óbyɔ̂l ɔ Yésus bwə́ á zə nə mwân Luŋ nə́ bwə́ zə́ sá nyə nda mbwoomb mə́cɛ̧ɛ̧ í ŋgə́ cɨ nə́, 
LUK.2.28	nyə á ŋwa mwân nyə́dɨ́ mə́bwə́d a mú yə Zɛmbî cúncɛ́sh, nyə nə́:
LUK.2.29	Mása, jaá ga í músə wo je bɨ́d nə́ lwaá dwô í yə́g nə́ shɛɛ
LUK.2.29	nda wó á cɨ nə́,
LUK.2.31	cʉgʉ́lə wó á kwəmʉsa ikûl í búúd byɛ̂sh í ŋgə́ dʉ́g yí.
LUK.2.32	kûl gwô Izʉrəyɛ̂l í bə́g nə gúmə́ yí.
LUK.2.33	Yésus sɔ́ɔ́ŋgʉ́ nə nyɔɔŋgʉ́ bwə́ á ŋgə káam sâ jɛ̂sh Símʉyon nyə á ŋgə cɨ shú dɛ́ dɨ́ yí. 
LUK.2.34	Símʉyon mú bwádan nə bwo, nyə nə Maríya nyɔɔŋgʉ́ mə Yésus nə́: «Mwân ɛ́ga Zɛmbî mə́ ntɨ́ nyə nə́ a zə́g sá nə́ zhwog buud ɔ Izʉrəyɛ̂l bwə́ bʉ́lág, zhwog buud wɔɔl. A bá bə gúl sâ mə́ Zɛmbî í bá ntɔ̧ búúd ŋkul yí, sâ búúd bwə́ ábʉ́lɛ magʉlə yí. 
LUK.2.35	A bá zə sá nə́ zhwog buud mitə́dʉ́gá myáŋ mí mpúyʉ́g. Wɛɛ ntâg ɨɨ́, məcɛy mə́ bá nyisʉli wo lámʉ́d nda kafwɛlɛ.»
LUK.2.36	Ŋgwɔ́l *múúd micúndə́ ámudâ nyə á bə nə́mə́ cínɔŋg nə́ Ana, a njúl shilə mə Fanuɛ̂l bɛɛnd mə́ Azɛr dɨ̂. Mudá wɔɔŋgʉ̂ nyə á bə a mə́ bul jaas. Nyə a béya a mú cʉgə nə ŋgwûm mimbû zaŋgbá. 
LUK.2.37	Nyə á ji kúsə kə wɔ́ɔ́s mimbû məwûm mwɔɔmb nə mínɔ̧̂. Nyə a shígɛ́ dʉ bwɛlɛ́ kə shwóg-shwóg nə Luŋ mə́ Zɛmbî. Nyə á dʉ sá Zɛmbî isɛ́y byé nə mwásə́ nə bulú a dʉ́gə́ ci ídʉ̂w, dʉ yə Zɛmbî gúmə́. 
LUK.2.38	Nyə á bə nə́mə́ cínɔŋgʉ́ ja bwə́ á bə nə Yésus Luŋ yí, a mú yə Zɛmbî akíba; buud bɛ̂sh bwə́ á ŋgə bwánd nə́ Zɛmbî mə bá zə yîl Yurʉ́səlɛm mə́nyámád wá, Ana nyə á ŋgə jaaw lâŋ mə́ mwân.
LUK.2.39	Ja óbyɔ̂l ɔ Yésus bwə́ á shîn sá isâ byɛ̂sh Mə́cɛ̧ɛ̧ mə́ Yawé mə́ ŋgə́ cɨ yí, bwə́ á ka nyiŋgə kə bwə́dɨ́ ŋgwə́la Nazarɛ̂t, faan lʉ Galilê. 
LUK.2.40	Mwân nyə á ka nə́mə́ ŋgə wɨ̂y, *shíshim yé ŋgə́ ŋwa ŋkul, a njúl mpaam mə́ Zɛmbî dɨ̂.
LUK.2.42	Bwə́ á ka nə́mə́ kwo bád kə nda fúlú í á bə nə́, Yésus njúl mimbû wûm nə mímbá, bwə́ mú kə nə nyə. 
LUK.2.43	Ja zâŋ í á shîn yí, obyɔ̂l bɛ́ bwə́ mú nyiŋgə. Yésus mú lʉ́g Yurʉ́səlɛm bwə́ kú mpu. 
LUK.2.44	Bwə́ á ŋgə tə́dʉga nə́ Yésus bə́nɔ̂ŋ buud ɔ́ gwooŋg bʉ́sə zhɨ́ɨ́d. Bwə́ músə kyey mwásə́ ncindî. Nə́ ndɛɛ́ bwə́ mú ka zə ŋgə sɔ̧́ nyə mímbyɛ̂l nə mímbií myáŋ dɨ́. 
LUK.2.45	Nda bwə́ áshígɛ́ kwey nyə nə́, bwə́ mú nyiŋgə nə məsɔ̧́ɔ̧́gʉ́ kə Yurʉ́səlɛm. 
LUK.2.46	Í á ka zə bə, bwə́ mə́ sɔ̧́ nyə nə́ sɔ̧̂ sɔ̧̂ tâŋ mwɔ̂w mə́lɔ́ɔl, bwə́ mú kə kwey nyə a njúl tâm oyɨ́ɨ́gʉli ɔ mə́cɛ̧ɛ̧ *Luŋ mə́ Zɛmbî, a ŋgə́ gwágʉlə bwo, a ŋgə́ jí bwo minjígá. 
LUK.2.47	Buud bɛ̂sh bwə́ á ŋgə gwág nyə wá bwə́ á ŋgə káam fʉ́g nyɛ́ nə məmpɛ̧sá mɛ́. Bwə́ á ŋgə káam mbií á nə́ fʉg dʉ jímb lúúd. 
LUK.2.48	Ja óbyɔ̂l bɛ́ bwə́ á dʉ́g nyə yí, bwə́ á jág bul káam. Nyɔɔŋgʉ́ mú cɨ nə nyə nə́: «Mwân waam, jɨ́ wó mə́ sá sə́ ntʉ́nɨ nɨ? Wo mpú nə́ sá shwóóŋgʉ̂ sə́ mə́ ŋgə sɔ̧́ wo nə milâm gwɔ̂w?» 
LUK.2.49	Nyɛ mú cɨ nə bwo nə́: «Bɨ́ ámə ŋgə sɔ̧́ mə nə jɨ́? Bɨ ampúyɛ́ nə́ mə́ jəlá nə dʉ bə ísâ í Dâ dɨ?» 
LUK.2.50	Njɨ bâŋ bwə́ áshígɛ́ mpu gwág sá nyə á cɨ nə bwo yí. 
LUK.2.51	Yésus bə́nɔ̂ŋ bwo bwə́ mú shulə kə Nazarɛ̂t, a ŋgə́ magʉlə ijwûga byáŋ. Nyɔɔŋgʉ́ mú baagʉlə ísâ ínɨ byɛ̂sh lámʉ́d. 
LUK.2.52	Yésus nyə á ka ŋgə wɔɔf, fʉg ŋgə kwɨ́dʉli, mpaam mə́ Zɛmbî ŋgə́ kwɨ́dʉli, a ŋgə́ bə jɔ̧ kágə́ mísh mə́ Zɛmbî nə mísh mə́ búúdʉd.
LUK.3.1	Í á ka zə bə, ijwûga í *Káázɛl Tibɛr í mə́ wɔ́ɔ́s mbû wûm nə tɔ́ɔ́n dɨ̂, Pons Pilât mú bə ŋgwə́mʉna á faan lʉ́ Yudéa, Herod nyə Tatarâk
LUK.3.2	Í á bə Hána njúl Ajəlácɨ á ofada, bá Kayíf. Ja jɔɔŋgʉ̂, kɛ́ɛl mə́ Zɛmbî í á wɔ́ɔ́s wə́ Yuánɛs mwân mə́ Zakarî a njúl shí a shwééshád.
LUK.3.4	Í á bə ntɔ́ nda jísə́ cilyá kálaad mə *múúd micúndə́ Izayí dɨ́ nə́. Nəcé jísə nə́:
LUK.3.4	Muud ŋgə cúndə shí a shwééshád, a ŋgə cɨ nə́:
LUK.3.4	«Kwambʉləgá zhɨ́ɨ́ mə́ Cwámba,
LUK.3.4	bɨ́ sʉ́g kwûŋ jé.
LUK.3.5	Bʉlalʉgá ibɨ́ɨ́ byɛ̂sh,
LUK.3.5	bɨ́ bwú mímbʉ́ŋ mí anʉ́nɨ̂ nə mi acíg-cíg myɛ̂sh səl shí,
LUK.3.5	bɨ́ sʉ́g mə́búgə.
LUK.3.5	Sandʉləgá ikʉ́l í ákukwowʉlâ, sá byo nə́ səndôŋ
LUK.3.8	Kágá wúmə fwámɛ́ mpúmə́
LUK.3.9	Mpugá nə́ zʉ̂ŋ í wál zə sámb míkɔ̧ɔ̧lə́ mí ílɨ́ɨ́ mə́shugʉd. Bwə́ é cal lɨ́ɨ́ jɛ̂sh í ádɛ́ wúmə fwámɛ́ mpúmə́ yí, bwə́ kʉl gwo kudad.»
LUK.3.10	Buud bwə́ mú zə jî nyə nə́: «Sə́ mə́ jəlá nə sá jɨ́?» 
LUK.3.11	A mú bɛ̧sa nə bwo nə́: «Muud jɨ́ nə ishimí íbá yɛ́ kɛ́ɛ́nzhʉg ŋgwûd yə nyɔɔŋg cúgɛ́ nə ndɨ̂ yɛ́. Muud jɨ́ nə idʉ̂w yɛ́ sáág nə́mə́ ntɔ́.» 
LUK.3.12	Oŋwɛnyɛ ɔ tóya bwə́ mú nə́mə́ zə nə́ bwə́ zə́ duwan. Bwə́ mú jî nyə nə́: «Yɨ́ɨ́gʉli e, sə́ mə́ jəlá nə sá jɨ́?» 
LUK.3.13	Nyə nə bwo nə́: «Dʉgá jî búúd njɨ sâ mə́cɛ̧ɛ̧ mə́ yə́ bɨ́ ŋkul nə́ bɨ dʉ́g jî yí, bɨ kú ntɛɛŋg.» 
LUK.3.14	Ozɨmbɨ bwə́ mú nə́mə́ jî nyə nə́: «Sə́ bâŋ sə́ mə́ jəlá nə sá jɨ́?» Nyə nə bwo nə́: «Kúgá mánda múúd nə sâ jé ŋkí ntâg nə́ bɨ mə lwó múúd mpə̂l. Magʉləgá nə́ myə́na bwə́ ŋgə́ jə́na nə bɨ́ má mə́ jəla.»
LUK.3.15	Nda búúd bwə́ á ŋgə bwánd bwə́ ŋgə́ tə́dʉga nə́ Yuánɛs ɔ mə́ jéé bə Mesî nə́, 
LUK.3.16	Yuánɛs nyə á cɨ nə bwo nə́: «Mɛɛ mə ŋgə duu bɨ́ nə məjúwó. Njɨ ŋgwɔ́l múúd ŋgə zə, a jɨ nə mpífə́ cɔ̧́ mə. Mə ampíyáyɛ́ nə́ mə cínyʉg nyə mikwoolú mí mə́ŋgwub. Nywáá mə́ bá duu bɨ́ nə Ŋkɛ̧́ŋkɛ̧̂ Shíshim nə kuda. 
LUK.3.17	A mbid fwafʉga mbwə́d. A bá zə bɛ́ɛ́g búúd nda bwə́ dʉ fyaf ŋkwáándə́ nə́; a ŋwa fwámɛ́ mpúmə́ wá ŋkundá dɛ́d, a yîl ílwáásə́ shwu kuda jɨ́ kú bwɛlɛ jímə yííd.» 
LUK.3.18	Yuánɛs nyə á kwo nə́mə́ ŋgə jaaw bwo Jɔ̧jɔ̧ Kɛ́ɛl, a ŋgə́ yáág nə bwo nə́ bwə́ mágʉləg. 
LUK.3.19	Í á ka zə wɔ́ɔ́s nə́, nyə á jum Herod á Tatarâk nəcé lə́sʉ́ mə́ Herodyâd, mudá mə́ mínyɔŋʉ̂ nə mɔ́ɔ́l mə́bɔ̂w mɛ̂sh nyə á dʉ sá má. 
LUK.3.20	Herod mú kwádʉlə dúl bɔ̂w cínɔŋg gwɔ̂w, wá Yuánɛs mímbwugʉd.
LUK.3.22	Ŋkɛ̧́ŋkɛ̧̂ Shíshim mú nyîn nə nyúul nda faf í mú shulə nyə nyúúlʉ́d. Kə́l í mú zhu joŋ dɨ́ nə́: «Wo wə́ Mwân waamə̂ alâm. Lâm wâm wɛ̂sh wúsə wódɨ́.»
LUK.3.23	Ja Yésus nyə a tɛ́ɛ́d sáal dɛ́ yí, nyə á bə kala múúd á je bə mímbû məwûm mə́lɔ́ɔl. Buud bwə́ á ŋgə tə́dʉga nə́ a jɨ mwân mə Yósɛb, Yósɛb mwân mə Heli, 
LUK.3.24	Heli mwân mə Matat, Matat mwân mə Lévi, Lévi mwân mə́ Mɛlʉkî, Mɛlʉkî mwân mə Yanay, Yanay mwân mə Yósɛb. 
LUK.3.25	Yósɛb mwân mə́ Matatíyas, Matatíyas mwân mə Amos, Amos mwân mə Nahum, Nahum mwân mə Hɛsʉli, Hɛsʉli mwân mə Nagay, 
LUK.3.26	Nagay mwân mə Maad, Maad mwân mə Matatíyas, Matatíyas mwân mə Símʉyon, Símʉyon mwân mə Yósɛk, Yósɛk mwân mə Yoda. 
LUK.3.27	Yoda mwân mə Yoanan, Yoanan mwân mə Résa, Résa mwân mə Zorobábɛl, Zorobábɛl mwân mə́ Salátiyɛl, Salátiyɛl mwân mə Neri; 
LUK.3.28	Neri mwân mə Mɛlʉkî, Mɛlʉkî mwân mə Adi, Adi mwân mə Kosam, Kosam mwân mə Ɛlʉmadam, Ɛlʉmadam mwân mə Ɛr. 
LUK.3.29	Ɛr mwân mə Yésus, Yésus mwân mə Elyazar, Elyazar mwân mə Yorîm, Yorîm mwân mə Matat, Matat mwân mə Lévi. 
LUK.3.30	Lévi mwân mə Símʉyon, Símʉyon mwân mə Yúda, Yúda mwân mə Yósɛb, Yósɛb mwân mə Yonam, Yonam mwân mə Eliyakim. 
LUK.3.31	Eliyakim mwân mə Məleya, Məleya mwân mə Mɛna, Mɛna mwân mə Matata, Matata mwân mə Natan, Natan mwân mə *Dávid. 
LUK.3.32	Dávid mwân mə Yése, Yése mwân mə Yobɛd, Yobɛd mwân mə Bowaz, Bowaz mwân mə Sala, Sala mwân mə Naáson. 
LUK.3.33	Naáson mwân mə Aminadab, Aminadab mwân mə Adʉmin, Adʉmin mwân mə Arni, Arni mwân mə Hesʉron, Hesʉron mwân mə Farɛs, Farɛs mwân mə Yúda; 
LUK.3.34	Yúda mwân mə *Yákwab, Yákwab mwân mə *Izaag, Izaag mwân mə *Abʉraham, Abʉraham mwân mə Tara, Tara mwân mə Nakor; 
LUK.3.35	Nakor mwân mə Seruk, Seruk mwân mə Ragɔw, Ragɔw mwân mə Falɛk, Falɛk mwân mə Ebɛr, Ebɛr mwân mə Sala; 
LUK.3.36	Sala mwân mə Kaynam, Kaynam mwân mə Arfagʉsaad, Arfagʉsaad mwân mə Sem, Sem mwân mə *Nówe, Nówe mwân mə Lamɛk; 
LUK.3.37	Lamɛk mwân mə Matusalɛm, Matusalɛm mwân mə Inɔɔg, Inɔɔg mwân mə Yarɛd, Yarɛd mwân mə Malʉlɛɛl, Malʉlɛɛl mwân mə Kaynam. 
LUK.3.38	Kaynam mwân mə Inos, Inos mwân mə Set, Set mwân mə Adam, Adam mwân mə Zɛmbî.
LUK.4.2	Njwû məjamb mú kə bwɔ́wʉlə nyə wu tâŋ mwɔ̂w məwûm mə́nɔ̧̂. Yésus nyə a shígɛ́ də tɔ́ɔ sâ mwɔ̂w mɔɔŋgʉ́d nə́ ndɛɛ́ ja mwɔ̂w mɔɔŋg mə́ á shîn yí a mú gwág zha. 
LUK.4.3	Njwû məjamb mú cɨ nə nyə nə́: «Ŋkí wo jɨ *Mwân mə́ Zɛmbî, cɨɨ́g nə kwóógʉ́ ga nə́ í nyɛ́ɛ́g idʉ̂w.» 
LUK.4.4	Yésus mú yidá bɛ̧sa nə nyə nə́: «Jɨ́ cilyá Kálaad Zɛmbî dɨ́ nə́: “Muud cugɛ́ nə ŋkul cʉgə njɨ nə idʉ̂w”.»
LUK.4.5	Njwû məjamb mú kə nə nyə gwɔ́w-gwɔ̂w. A mú lwágʉlə nyə məfaan mâ shí mishwun mɛ̂sh njɨ ja ŋgwúd nə́ cág. 
LUK.4.6	A mú cɨ nə nyə nə́: «Mə é yə wo ijwûga nə́ wo jwúg nə məfaan mə́nɨ mɛ̂sh wo ŋwa gúmə́ jáŋ, nəcé mə wə́ jɨ́ nə byo. Mə jɨ nə ŋkul yána byo yə múúd yɛ̂sh mə́ cɛ́ɛ́l yə yɛ́. 
LUK.4.7	Ntɔ́, ŋkí wo kúd mpwoombʉ́ wa shí yə mə gúmə́, byɛ̂sh í é bə ísâ byô.» 
LUK.4.8	Yésus mú bɛ̧sa nə nyə nə́: «Jɨ́ cilyá Kálaad Zɛmbî dɨ́ nə́: “Dʉgʉ́ kúd mpwoombʉ́ shí njɨ wə́ Zɛmbî woó Yawé. Njɨ nyə wə́ wó dʉ́g yə gúmə́ yɛ́.”»
LUK.4.9	*Sátan mú kə nə nyə Yurʉ́səlɛm, kə tə̂l nyə zhwááŋgɛ̂ *Mpáánzə́ Zɛmbî dɨ́ gwɔ̂w. A mú cɨ nə nyə nə́: «Ŋkí wo jɨ Mwân mə́ Zɛmbî, bɨ́dʉ́g nyúul wú wa kə kud shí, 
LUK.4.10	nəcé jɨ́ cilyá Kálaad Zɛmbî dɨ́ nə́: “Zɛmbî mə bá lésha nə *wəéŋgəles bɛ́ nə́ bwə́ báágʉləg wo. 
LUK.4.11	Bwə́ é ŋkɛ̂ny wo mə́bwə́d, kuú wô í nda bwɨɨm bɔɔgʉ́.”»
LUK.4.15	Nyə á ŋgə yə buud minjɨ́ɨ́gʉ́lá *mə́mpáánzə́ mə́ mínjɨ́ɨ́gʉ́lá mə́ *Oyúdɛn dɨ̂, buud bɛ̂sh bwə́ ŋgə́ yə nyə gúmə́.
LUK.4.16	Nə́ ndɛɛ́ nyə á ka kə Nazarɛ̂t wú nyə á wɔɔf wá. A mú kə nyíi *mpáánzə́ minjɨ́ɨ́gʉ́lá jwɔ̂w lʉ́ Sábaad nda nyə á dʉ bwey sá nə́. Nyə á ka tɔ̂w tʉ́təlí nə́ a lɔ̧́ Kálaad Zɛmbî. 
LUK.4.17	Bwə́ mú yə nyə ŋgwɔ́l kálaad Izayí *muud micúndə́ nyə á cilə yɛ́. A mú wɛɛf kálaad nə́ ndɛɛ́ a mú kwey kʉ́kʉ́l jísə cilyá nə́: 
LUK.4.18	nəcé nyə a gwáágʉlə mə məwúdə nə́ mə zə́g bwiiŋg mímbúmbúwá Jɔ̧jɔ̧ Kɛ́ɛl.
LUK.4.18	Nyə á ntɨ mə nə́ mə zə́g jaaw mímbwug nə́: «Bɨ mə́ wú mímbwug dɨ̂»,
LUK.4.18	mə jaaw wə́ancím-ncîm nə́: «Mísh mə́ mə́ bâŋ bɨ̂».
LUK.4.18	Nyə á ntɨ mə nə́ mə zə́g fɛɛmʉshi búúd bwə́ cúgɛ́ nə ŋkul shwɔ̧ mə́nyúúl wá,
LUK.4.20	Nyə á ka fʉ́lə kálaad nə́ ndɛɛ́ a mú yə fulísh á *Mpáánzə́ Zɛmbî, a mú ji shí. Buud bɛ̂sh bwə́ á bə mpáánzə́ minjɨ́ɨ́gʉ́lá wá bwə́ mú mpu kənd mísh nyə́dɨ́. 
LUK.4.21	A mú tɛ́ɛ́d lásʉ́lə nə bwo, nyə nə́: «Kʉ́kʉ́l mícilyá mí Kálaad Zɛmbî bɨ́ ámə gwág mə́ ámə lɔ̧́ nɨ í mə́ bwəma múús.»
LUK.4.23	A mú cɨ nə bwo nə́: «Mə mpú nə́ bɨ é kənd mə kaanə́ í dʉ cɨ nə́: “Yé jwɔ́wʉda, lwagʉg wómɛ́fwó” yí. Sə́ á shí gwág ísâ wó á sá Kapɛrnawûm yí. Sáág nə́mə́ byo wa wódɨ́ kwáádə́.» 
LUK.4.24	A mú nyiŋgə cɨ nə́: «Bʉ́bə́lɛ́, mə́ jaaw bɨ́ nə́, bwə́ abwɛ́lɛ́ mpu lə́g múúd micúndə́ nyə́dɨ́ kwáádə́. 
LUK.4.25	Mə́ jaaw bɨ́ bʉ́bə́lɛ́ nə́, ja Eli nyə á bə yí, ja joŋ í á feed tâŋ mimbû mílɔ́ɔl nə oŋkwoond ósaman yáág-yáág zha mú bə shí nyɛ̂sh yí, zhwog mikúsə́ mí búdá mí á bə *Izʉrəyɛ̂l. 
LUK.4.26	Njɨ Zɛmbî nyə a shígɛ́ kənd Eli míkúsə́ myɔɔŋg dɨ́! Cwûd! kú bə tɔ́ɔ ŋgwúd dɨ́. Nyə á yida kənd nyə Sarɛ́pʉta, shí í gwág nə Sidon yí, wə́ wúl kúsə́ múdá á nûŋ. 
LUK.4.27	Mizʉ́zaamə́ mí á bə nə́mə́ Izʉrəyɛ̂l ŋkí bulya ja mə́ múúd micúndə́ Elizê nyə á bə yí. Njɨ, ŋgwúd nə ŋgwúd í áshígɛ́ lwəgʉwa; í á bə njɨ Naaman muud á Sirî.» 
LUK.4.28	Buud bɛ̂sh bwə́ á bə mpáánzə́ minjɨ́ɨ́gʉ́lá wá bwə́ mú nyada nə a lásʉ́lə ntɔ́. 
LUK.4.29	Bwə́ mú tɔ̂w shí, wáámb kə nə nyə ŋgwə́la dɨ́ tɔ́ɔ́n, kə bád nə nyə mbʉ́ŋ dɨ́ gwɔ̂w. Ŋgwə́la wɔɔŋg í á bə lwɔ̧́yá mbʉ́ŋʉ́d. Bwə́ mú kə nə nyə wu gwɔ̂w nə́ bwə́ kə́ ságʉwo nyə wusə mbʉ́ŋ dɨ́ shí. 
LUK.4.30	Njɨ, nywáá mú cɔ̧́ bwo mpə́dʉ́gá nə́ ndɛɛ́ a mú kyey.
LUK.4.31	A mú shulə kə Kapɛrnawûm, wúl ŋgwə́la á faan lʉ́ Galilê. A mú dʉ yə búúd minjɨ́ɨ́gʉ́lá mwɔ̂w mə́ ósábaad dɨ̂. 
LUK.4.32	Buud bwə́ mú bul káam mbií nyə á ŋgə jɨ́ɨ́gʉli yí, nəcé ciyá jé í á dʉ bə nə kɛ́ɛ́nd.
LUK.4.33	Ŋgwɔ́l múúd nyə á ka bə *mpáánzə́ minjɨ́ɨ́gʉ́lá a njúl nə bɔ́w-bɔ̂w shíshim jamb, a mú kɨ̂m nə ŋkulû nə́: 
LUK.4.34	«Eéékyé! Yé Yésus muud á Nazarɛ̂t! Shé bâŋ nə inɛy? Ye wo ámə zə jaŋgʉlə sə̂? Mɛɛ mə mpú wo. Wo wə́ fééshá múúd mə́ Zɛmbî.» 
LUK.4.35	Yésus mú ŋkáánd nə jamb nə́: «Fadʉg mpu! Wúg múúd ɛ́nɛ nyúúlʉ́d!» Jamb í mú wusə múúd wɔɔŋg shí na tâm buud. Í mú wú nyə nyúúlʉ́d kú sá nyə məbɔ̂w. 
LUK.4.36	Buud bɛ̂sh bwə́ mú bul káam, bwə́ ŋgə́ cɨ bwə́mɛ́ nə bwə́mɛ́ nə́: «Wáyɛ́ mbií lə́sʉ́ wɨ́ nə kɛ́ɛ́nd nə ŋkul ijwûga ntʉ́ga ga? Muud ɛ́ga mə ŋkáánd nə bɔ́w-bɔ̂w míshíshim, mí wú?» 
LUK.4.37	Jínə́ dɛ́ í mú jwɔ̧ kʉ́kʉ́l jɛ̂sh faan dɔɔŋgʉ́d.
LUK.4.38	Yésus nyə á ka wú *mpáánzə́ minjɨ́ɨ́gʉ́lá, a mú kə Shímun dɨ́ njɔ́w. Shímun wɔɔŋgʉ̂ ayɔ̂ŋ nə yɔ̂ŋ nyə á bií cii yé á mudá nə́ táás. Bwə́ mú cɨ nə́ Yésus nə́ a sáág sâ shú dɛ́d. 
LUK.4.39	Yésus mú shísh kə jwaagʉwo nyə́dɨ́, ŋkáánd nə ayɔ̂ŋ nə yɔ̂ŋ. Ayɔ̂ŋ nə yɔ̂ŋ mú bɨ́d nyə. Mudá wɔɔŋg mú wɔɔl cé nə cé tɛ́ɛ́d ntâg ŋgə́lə ŋwa njugú wáŋ.
LUK.4.40	Ja jwɔ̂w í á ŋgə jímə yí, buud bɛ̂sh bwə́ á bə nə mimbə̂l mimbií mimbií wá bwə́ á zə nə myo wə́ Yésus. A mú ŋgə bəd myo məbwə̂ nə́ ndɛɛ́ mí ŋgə́ yâl. 
LUK.4.41	Zhwog buud məjamb mə́ á ŋgə wú mə́ ŋgə́ kɨ̂m nə́: «Wo jɨ *Mwân mə́ Zɛmbî.» A mú ŋgə ŋkáánd nə mwo, a kú magʉlə nə́ mə́ ŋgə́g nə lás ntɔ́, nəcé mə́ á ŋgə mpu nə́ a jisə *Krîst.
LUK.4.42	Ja mán í á lə̂m yí, Yésus nyə a cúwo tɔ́ɔ́n kə kʉ́l búúd bwə́ áshígɛ́ bə yí. Buud bwə́ mú ka kə sɔ̧́ nyə áncuncuma nə́ ndɛɛ́ bwə́ mú kə kwey nyə. Bwə́ mú cɛɛl bií nyə nə́ a kú ná kwo béégya nə bwo. 
LUK.4.43	A mú cɨ nə bwo nə́: «Í jɨɨ nə́ mə kə́g nə́mə́ bwiiŋg Jɔ̧jɔ̧ Kɛ́ɛl á Faan mə́ Zɛmbî míl míŋgwə́lad. Gwə́ wə́ nyə á ntɨ mə nə́ mə zə́g sá yí.» 
LUK.4.44	Nyə á ka kə ŋgə cúndə *mə́mpáánzə́ mə́ mínjɨ́ɨ́gʉ́lá mə́ *Oyúdɛn mâ Yudéa
LUK.5.1	Dúl jwɔ̂w, Yésus nyə á bə a tə́l bwûŋ lʉ́ cwoogʉ́ cíndú á Genezarɛ̂t; buud bwə́ á ka zə bul shúsə nyə ŋgə́lə gwágʉlə Milə́sʉ́ mí Zɛmbî. 
LUK.5.2	A mú dʉ́g mɔ́ɔ́l mə́bá na ncindye cwoogʉ́d. Buud ɔ́ shwey bwə́ á shulə mɔ́ɔ́l mɔɔŋgʉ́d, bwə́ ka ŋgə gusa məwód máŋ. 
