MAT.1.1	Ọkwukwo osnusno ọmumu Jizọsi Karaịsi, nnwọ Devidi, nnwọ Ebereham.
MRK.4.25	Nye nwernu nhne bụ nye be jeenye, nye nwée, be jaanahọru a, ọ bụbedi ke o nwernu.”
MRK.4.26	Jizọsi kaa, “Ẹli-eze Chiokike nụ lele nga badnụ kpasịri mkpụru n'ẹli. 
MRK.4.27	O zni anyarna n'abalị tnenya n'iwhnehnie, mkpụru wam fuhịa, nooso, nye wam máa kpa o ji neeme kpam. 
MRK.4.28	Ẹli nụ nsnụnu a neeme isisi nooso, naamịhia mkpụru, ke mbọm, o fuhịa, omekwo igwugwere, omekwo ịkpa karụ aka ke hi n'igwugwere. 
MRK.4.29	Kọvu nga ịkpa wam karụ, ngangam, o gweru ama bete o gbu ịkpa kwnornu n'ige o gwe nhne n'ẹkwu dụlam.”
MRK.4.30	Jizọsi kaa, “A jeeji kịni gbu esni ẹli-eze Chiokike? Mọbu ndaa kpa a jeeji nọotnu elulu a? 
MRK.4.31	Ọ nụ lele mkpụru isisi be kwu mọsitadi, ke, nga be kpasịri a n'ẹli, ọ bụ mkpụru isisi zị matị kakwo kpakara mkpụru n'ọwa. 
MRK.4.32	Kọvu nga be kpasịri a, o sohịa bụru nhne kakwo kpakara nhne be kpasịri n'ẹli, wahịa agịda nkala hna ezi, ke mernu ọnunu nọornu alịkwu nụ mkpururu idno a.”
MRK.4.33	Jizọsi jiri agịda elulu nụ kpa nookwunu be ikwu-ọnu Chiokike, lele kpa be jọonuli. 
MRK.4.34	Ọ kwúgene be ikwu-ọnu hne o jíle elulu. Kọvu nga ya nụ ele sno apna a kpọi dazịri, ọ kọwanu be risi kpakara elulu ka.
MRK.4.35	Ọ dụru n'ogbednachi, ọ kanụ ele sno apna a, “Ngwa ma a whe aka osimini kịyari.” 
MRK.4.36	Nga be whọgaru n'igbudu badnụ wam, be bnakwnusi Jizọsi n'ọgbo ke ọ zị, be nụ ya snornu. Ọgbo ele ke berere sno be. 
MRK.4.37	Okne abaka-mini lizọ, mini nọowubna nụ rime ọgbo wam, ke kpahịaru mini jihịa n'ọgbo wam. 
MRK.4.38	Kọvu nụ Jizọsi zị n'aznụ ọgbo neezni anyarna n'olu nhne oche-risi. Be kpatnenya a, kanụ a, “Nye-zni-nhne, ọ gbásịla ị nụ a noowhu sa?”
MRK.4.39	O tnenya, bigbọ ruwhere, kanụ okne osimini, “Udno! Dazịri bii.” Ruwhere whebiri, ọhna dna bii. 
MRK.4.40	Jizọsi kanụ be, “Kịni mernu anụ nọotu ogwnu? Ọ bụ nụ anụ nwée ọkwnata mkpọma sa?”
MRK.4.41	Be tụru ogwnu k'agịda, be nẹesikwarita ẹhni be, “Nye ka bụ nyele? Ke ruwhere nụ okne osimini noobnotenu nsnị?”
MRK.5.1	Jizọsi nụ ele sno apna a vadu ngeri Osimini Galili kịyari, n'ẹli ele Gerasa. 
MRK.5.2	Nga o hiri n'ọgbo whụya, otu nyerukna rẹnwu ọjo nwụgwu hiri nụ hne be li iznu kwnusi a. 
MRK.5.3	O wu nụ hne be li iznu, ọ zị́ma nye nwernu rikne tụ a ijigba, 
MRK.5.4	kwnornu nụ be tụsilam a ijigba nụ nhne ikelu agịda ige, o gbajikwo ijigba, lijikwo nhne ikelu be tụgwu a. Ọ zị́ma nye nwernu rikne mee anya dno a. 
MRK.5.5	Ige ọbula, abalị nụ iwhnehnie ọ zị nụ hne be li iznu ma n'olu rugwu, neesi okokoba, gweru akaworugwu bụko nọodowa ẹhni a ẹhni.
MRK.5.6	Kọvu nga ọ whnụrnu Jizọsi nụ hne zị ikere, ọ gba ẹso, kpọnu a risi ẹli. 
MRK.5.7	O gweru okne nkọli si okokoba, naakaa, “Kịni bụ nhne me nụ jị nwekọgwu, Jizọsi Nnwọ ke Chiokike Kakwo Nhne Dum Olu?” 
MRK.5.8	Ka bụ kwnornu nụ Jizọsi kannụ a, “Hi nụ rime a whụya, jị rẹnwu ọjo.”
MRK.5.9	Jizọsi sịkwa a, “Kịni bụ rẹwhna ị?”
MRK.5.9	Ọ kaa, “Rẹwhna m bụ Lijọni, kwnornu nụ a zị agịda.” 
MRK.5.10	Ọ rịasnosi Jizọsi rikne ọ chị́hala be n'ẹli wam.
MRK.5.11	Kọvu agịda ezni zị pịam naata wiri nụ ngeri rugwu zị ndụndu. 
MRK.5.12	Kpakara rẹnwu ọjo wam rịasno Jizọsi, kaa, “Zizne aị nụ rime ezni ma a bna nụ rime be.” 
MRK.5.13	Jizọsi kweru be, kpakara rẹnwu ọjo wam whụyaru zne bna nụ rime ezni wam, kpakara rụmu anọhia wam, ke dụru pokwu lawụru, gbadnarnụ nụ ngwulangwu ngeri mini, rinwụ nụ rime mini.
MRK.5.14	Ele nọoznu be gbawhuru, tnụsi a n'ẹli-ọhna ma nụ rime ẹkwu. Be va whnụ nhne mernu. 
MRK.5.15	Be vakwnusi Jizọsi, whnụ nye wam agịda rẹnwu ọjo nwụgwu nụ mbọm, hne ọ dazị ẹli, woru iwo, mkpọma a zumasịri ozu, be tụ ogwnu. 
MRK.5.16	Ele whnụrnu a tnụrnu nhne mernu nye wam rẹnwu ọjo nwụgwu nụ odokwnu ezni wam.
MRK.5.17	Be bete arịasno Jizọsi ọ whọga nụ ngeri ẹli be.
MRK.5.18	Nga ọ naabna nụ rime ọgbo, nye wam rẹnwu ọjo nwụgwu nụ mbọm rịasno a ma o snornu a la.
MRK.5.19	Jizọsi kwéle. Kọvu ọ kanụ a “La n'ọro ị, lakwnusi ele ke i, tnụsinu be kpakara nhne Nyenwe aị mennu, nụ kpa ọ dọnnu ị obirizi.”
MRK.5.20	Nwerukna wam la, panịzo nọotnu nụ rime Dekapolisi nhne Jizọsi mennu a, o duru kpakara ele badnụ ẹhni.
MRK.5.21	Nga Jizọsi lahnarnụ aznụ bna n'ọgbo dụ nụ aznụ osimini kịyari, agịda ele badnụ jihịaru nụ hne ọ zị. Ọ dazịri nụ ngeri osimini. 
MRK.5.22	Otu nụ rime ele risi ọro ọgbako ele Ju, nye rẹwhna a bụ Jarịosi, varụ, nga o whnụrnu Jizọsi, ọ dna n'ẹli n'ọchi a, 
MRK.5.23	rịasno a, kaa, “Nnwọ m rinya matị zị n'ọnu ẹnwu, va soso tụkwasi a aka ị lawụru ma ị dọhia a, ọ zịri bụdnu.”
MRK.5.24	Jizọsi snornu a zne. Agịda badnụ snornu a naakpagbu a.
MRK.5.25	Otu nyerinya ke naarịa ntụ ọvnarna nri nụ awha lawụru sno nụ igbudu ele badnụ wam, 
MRK.5.26	ke whnụrnu agịda awhnụwhnu n'aka agịda ele dibịa, tuwhukwo kpakara nhne o nwernu, kọvu ọ bnána mbnarna ọbula, ọ jọru bụjo ke agịda. 
MRK.5.27	Nga ọ nụrnu nhne gbasịri Jizọsi, ọ va n'aznụ a n'igbudu badnụ wam, kpatụ iwo a aka, 
MRK.5.28	kwnornu nụ ọ karụ, “Ọ bụru me kpatụ iwo a aka kpọi, o jeeme ẹhni bụru m ọma.”
MRK.5.29	Ngangam ọvnarna a gbabiri, o metụ a n'ẹhni nụ be gwọlam a nrịria ọjo wam. 
MRK.5.30	Ngangam Jizọsi mahịaru nụ rikne hilem n'ẹhni a whọga. Ọ tụhnasna n'igbudu badnụ wam sịkwa, “Nyele kpatụru iwo m aka?”
MRK.5.31	Ele sno apna a kanụ a, “Ị whnụrnu igbudu badnụ naadnagidne i, ị naakaa, ‘Nyele kpatụru m aka?’ ”
MRK.5.32	O le anya gburugburu ma ọ jọowhnu nye ke mernu nhne ka. 
MRK.5.33	Nwerinya wam, kpa ọ mahịaru nhne mernu a, ọ yahna n'ogwnu naama a ririri, dna n'ẹli n'ọchi a, kọwanu a kpakara ezi ọka zị a. 
MRK.5.34	Jizọsi kanụ a, “Nnwọ m rinya, ọkwnata mkpọma ị znọhialam jị, la nụ udno, nrịria ị la.”
MRK.5.35	Nga Jizọsi kpụ ọka n'ọnu, ele hi n'ọro nye risi ọro ọgbako ele Ju wam va, naakaa, “Nnwọ ị rinya nwụnam. Ndaa ke ị naakpaknata Nye-zni-nhne ẹhni?”
MRK.5.36	Jizọsi bnóge nsnị nụ nhne be nookwu, ọ kanụ nye risi ọro ọgbako ele Ju wam, “Ị tụ́ko ogwnu, kweru kpọi.” 
MRK.5.37	O kwéle nye ọbula snornu a zne, okwolem Pita, nụ Jemisi nụ Jọni nwene Jemisi. 
MRK.5.38	Nga be vaduru n'ọro nye risi ọro ọgbako ele Ju wam, ọ whnụrnu mkpakpọ, nụ agịda ele naakwna ẹkwna, neesi okokoba. 
MRK.5.39	Nga ọ bnaznernu, ọ sịkwa be “Ndaa nhne anụ naakpakpọnu, naakwna? Nnwọ rinya ka nwụ́na ọnwu, kọvu ọ zị n'anyarna.”
MRK.5.40	Be mụ a rụmu. Nga ọ chịhalaru kpakara be, o kwuru nda watakịri wam nụ nne a nụ ele nụ ya sno bna nụ hne watakịri wam dnanyị. 
MRK.5.41	Ọ nwụgwuru watakịri wam n'aka, kanụ a, “Talịta kumi,” ke bụ, “Nnwọ rinya matị, m ka m jị, lizọ.”
MRK.5.42	Ngangam, nnwọ rinya matị wam lizọ, neezne izne (ọ gbarụ nri nụ awha lawụru). O duru be ẹhni k'agịda. 
MRK.5.43	Jizọsi dọ be aka nụ nsnị ọ zị́ko nye mahịa nhne mernu. Ọ kaa masị be nyee a nhne o ri.
MRK.6.1	Jizọsi hi hnam whọga, va n'ẹli a, ele sno apna a snornu a. 
MRK.6.2	Ọ dụ n'Ọbochi Ozukwa Inwe, ọ panịzo o zni nhne n'ọro ọgbako ele Ju. Nga be nụrnu nhne o neezni, o duru be ẹhni, be nẹesikwa, “Ndaa hne nwerukna ka nwehịaru kpakara nhne ka? Kịni bụ akọniche ke be nyernu a. Ndaa kpa o ji nọornu kpakara ẹrnu ndu-ẹhni ka? 
MRK.6.3	Ka ọ bụ́o nye ọkwa-nka wam, nnwọ Meri, nụ nwene Jemisi nụ Josefu, nụ Judasị, nụ Saịmoni? Ọ bụ́o rụmu nne a rinya zị n'esilawụru aị hna?” Be we ovu ẹhni megidne a.
MRK.6.4	Jizọsi kanụ be, “Okwolem nụ ẹli ke a nụ ezi-nụ-ọro a, ma nụ esilawụru ele ke a, bụ hne nye ọwhnurninya nwée ọsobisinu.”
MRK.6.5	Ọ rnụ́lige ẹrnu ndu-ẹhni n'ẹli kị, okwolem nụ o bikwasiri ele nrịria ele nụ ele aka, me ẹhni siri be rikne. 
MRK.6.6	Ókwe ekwe be duru a ẹhni.
MRK.6.6	Jizọsi zne nụ rime ẹli-ọhna zị ichne ichne zị be ndụndu, neezni nhne. 
MRK.6.7	O sukwu ele izi nri nụ ẹbo wam, panịzo neezihala be ẹbo ẹbo, nyee masị be rikne nụ hne rẹnwu ọjo zị. 
MRK.6.8	O nyee be iwu be jíkọ nhne ọbula n'izne be, okwolem mkpara, be jíkọ nhne oriri, mọbu rẹkpa, mọbu ịwai nụ rẹkpa iwo be. 
MRK.6.9	Ọ karụ be woru okoro-ọchi, be wóko iwo lawụru. 
MRK.6.10	Ọ kanụ be, “Anụ dazịgidne n'ọro ọbula anụ jaabna, tem anụ whọga n'ẹli wam. 
MRK.6.11	Hne ọbula be nábnanyana anụ mọbu bnóne nsnị n'ikwu-ọnu anụ, anụ jọowhoga pịi, lịsnama rịzna ke zị n'ọchi anụ, ma ọ bụru nhne akebne megidne be.”
MRK.6.12	Be whọga nookwunu ele badnụ ikwu-ọnu Chiokike, be tụhnasna mkpọma. 
MRK.6.13	Be chịhalaru agịda rẹnwu ọjo, tesi masị agịda ele naarịa arịa mọno, me ẹhni siri be rikne.
MRK.6.14	Eze Erọdu nụrnu a, kwnornu nụ rẹwhna Jizọsi whọlam iwhne. Agwna badnụ naakaa nụ Jọni Nye Wụ Mini hilem n'ẹnwu lizọ, ọ bụ nhne mernu kpakara rikne ka ji nọornu ẹrnu ndu-ẹhni nụ rime a. 
MRK.6.15	Ele berere karụ, “Ọ bụ Ẹlaija.”
MRK.6.15	Ele berere kaa, “Ọ bụ nye ọwhnurninya, lele otu nụ rime ele ọwhnurninya gbaka.”
MRK.6.16	Kọvu Erọdu nụrnu a, ọ kaa, “Ọ bụ Jọni Nye Wụ Mini, nye me biri risi, o lizọlam.” 
MRK.6.17	Erọdu karụ nụ mbọm be nwudne Jọni, kne a eriri n'ọro ikelu kwnornu nụ Erodiasi nnwerne Filipu nwene a, nye ọ lụru. 
MRK.6.18	Jọni kannụ Erọdu, “Ọ bụ́o ọma n'iwu ọlu nnwerne nwene ị.”
MRK.6.19	Erodiasi beteru o vunu Jọni irno nụ mkpọma, o pioru o gbu a, kọvu nụ o nwée rikne, 
MRK.6.20	kwnornu nụ Erọdu tụru ogwnu Jọni. Ọ mahịaru nụ ọ bụ nye mee mma nụ nye zị nsọ, ọ bịkwata a nkarị. Ige ọbula ọ nụrnu ikwu-ọnu a, ọriri jihịa mkpọma, kọvu nụ o ji snarnịma nụrnu ikwu-ọnu a.
MRK.6.21	N'ipne-aznụ, oghere whụyanu Erodiasi. Erọdu siri wiri o chenwanya ọmumu a. O sukwu ele nụ ya sno nẹechi, nụ ele risi ọgwnu nụ ele risi ẹli Galili. 
MRK.6.22	Nga nnwọ rinya Erodiasi bnanyarnụ tne eri sọru Erọdu nụ ele nụ ya zị n'ọnu k'agịda, eze kanụ woknornokno wam, “Rịo m nhne ọbula masịri ị, m jeenye ị.” 
MRK.6.23	O kweru a mkwna kwesi a rikne, kaa, “Nhne ọbula ị rịoru m, m jeenye i, ọ bụbedi o keme ẹli-eze m ẹbo.”
MRK.6.24	Ọ whọga sịkwa nne a, “Kịni bụ nhne me jọorio?”
MRK.6.24	Ọ kanụ a, “Risi Jọni Nye Wụ Mini.”
MRK.6.25	Nnwọ rinya wam gba ẹso kwnusi eze, kanụ a, “M chọru m i nyee m risi Jọni Nye Wụ Mini n'agbụgba kịtna.”
MRK.6.26	Ẹhni nwụrnu eze, kọvu kwnornu mkwna wam o kweru nụ ele ya nụ be dazị neeri wiri, ọ másịla a ọ la aznụ nụ mkwna o kweru a. 
MRK.6.27	Ngangam, o zihala nye gbu badnụ, nyee a iwu o bihịa risi Jọni. O zne bihịa risi Jọni n'ọro ikelu. 
MRK.6.28	O vuya risi a n'agbụgba, nyee a nnwọ rinya wam, nnwọ rinya wam nyee a nne a. 
MRK.6.29	Nga ele sno apna Jọni nụrnu a, be va vuru iznu a lite.
MRK.6.30	Ele izi Jizọsi hiebnanyarnụ hne Jizọsi zị, be tnụsinu a kpakara nhne be mernu nụ kpakara nhne be znirni ele badnụ. 
MRK.6.31	Kwnornu nụ agịda ele badnụ naava, naala, oghere o ri wiri zị́la, Jizọsi kanụ be, “Anụ va ichne nụ hne kọru owu, zukwaru inwe.” 
MRK.6.32	Be nụ nsnụnu be bna n'ọgbo zne hne kọru owu.
MRK.6.33	Agịda badnụ whnụrnu nga be neezne. Be mahịaru be, be hi nụ kpakara ẹli-ọhna gweru ọchi gbakọ nụ pịi, beru be ọsno dụ. 
MRK.6.34	Nga Jizọsi whụyaru n'ọgbo, ọ whnụ igbudu ele badnụ, ọ dọnu be obirizi, kwnornu nụ be nụ lele atnụrnu nwée nye nọoznu be. Ọ panịzo neezni agịda nhne. 
MRK.6.35	Nga ọbochi znemirnu, ele sno apna a vakwnusi a, kaa, “Hna kọgwu owu, ọbochi zneminem. 
MRK.6.36	Zihala ele ka ma be zne nụ rime ẹkwu ma nụ rime ẹli-ọhna zne zụru nhne oriri.”
MRK.6.37	Kọvu Jizọsi kanụ be, “Anụ nyee be nhne be jeeri.”
MRK.6.37	Be sịkwa a, “A jeezne zụya brẹdi riwhu mkpụru ịwai lawụru, nyega be, ma be ri?”
MRK.6.38	Ọ sịkwa be, “Anụ nwernu ike brẹdi ele? Zne lekasi.”
MRK.6.38	Nga be mahịaru, be kaa, “Ike brẹdi isne, nụ aznụ lawụru.”
MRK.6.39	Jizọsi kanụ be mee kpakara be dazịri ẹli nụ mkpụru nụ mkpụru n'olu achara bụdnu. 
MRK.6.40	Be dazịri ẹli nụ mkpụru nụ mkpụru, ele otu riwhu nụ ele nri isne. 
MRK.6.41	Jizọsi gweru ike brẹdi isne wam nụ aznụ lawụru wam, le anya n'oligwe, tụ mmamma, nyawama ike brẹdi isne wam, nyee ele sno apna a ma be nyee ele wam. O keme aznụ lawụru wam n'esilawụru kpakara be. 
MRK.6.42	Kpakara be ri, riji rụwho. 
MRK.6.43	Ele sno apna a tụtukota rụvnuruvnu brẹdi nụ aznụ ke gwnarnụ ke jihịaru nri nụ nkịta lawụru. 
MRK.6.44	Ele riri brẹdi wam bụ pokwu ele rukna isne.
MRK.6.45	Ngangam o mee ele sno apna a bna n'ọgbo, beru a ọsno kwọwhe aznụ osimini dụ ẹli Bẹtesaida, nga o neezila igbudu badnụ wam. 
MRK.6.46	Nga o zilakworu be, o zne n'olu rugwu zne kpe okpukpe. 
MRK.6.47	N'ogbednachi, ọgbo wam zị n'esilawụru okne osimini, ya nụ nsnụnu a zị n'olu ẹli. 
MRK.6.48	Ọ whnụ be hne be zị nọodoli nọokwo ọgbo kwnornu nụ ruwhere neewhegidne be. Ọ vakwnusi be nụ ọnu ọsisi neezne izne n'olu mini. O pio o whe be, 
MRK.6.49	kọvu nga be whnụrnu a hne o neezne izne n'olu osimini, ọ nụ be lele rẹnwu. Be si okokoba k'agịda. 
MRK.6.50	Kpa kpakara be whnụrnu a, mkpọma la be mini.
MRK.6.50	Ọ kanụ be, “Mkpọma si anụ rikne, ọ bụ mawa. Anụ tụ́ko ogwnu.” 
MRK.6.51	O pnekwnusi be nụ rime ọgbo, ruwhere wam whebiri. O duru kpakara be ẹhni k'agịda. 
MRK.6.52	Be ghọ́yage ẹrnu ndu-ẹhni gbasịri ike brẹdi isne wam, mkpọma be ghọ́yagele a.
MRK.6.53	Nga be wheru, be vadu n'ẹli Gẹnezareti kpọkwnusi ọgbo be. 
MRK.6.54	Kpa be whụyaru n'ọgbo, ngangam agịda ele badnụ mahịaru Jizọsi. 
MRK.6.55	Be gbazu kpakara ẹli wam, panịzo noovuya n'ọkpata ele nrịria penupe ọbula be nụrnu ọ zị. 
MRK.6.56	Hne nụ hne ọbula ọ bnaznernu, n'ẹli matị, mọbu ẹli hna ezi, mọbu n'ẹkwu, be dnanyịta ele nrịria n'ahịa, be naarịasno a ma be kpatụ ke bụ ọnu iwo aka. Ọ gwọru kpakara ele kpatụru ọnu iwo a aka.
MRK.7.1	Nga ele Farisi nụ agwna ele zni iwu ele Ju hiri nụ Jerusẹlem vakwnusi Jizọsi, 
MRK.7.2	be whnụrnu nụ ele sno apna a ji aka kpuru rune neeri wiri, ke bụ aka be kwọ́la ọkwo. 
MRK.7.3	Ele Farisi nụ kpakara ele Ju rí wiri hne be kwọ́la aka nkarị. Be naabịta omen'ẹli ke ele mbọm znirni be. 
MRK.7.4	Be hi ahịa yahna, be rí nhne ọbula hne be hnị́age ẹhni. Ọ zị masị omen'ẹli berere ke be nahịaru, noosno, lele kpa be snụ okiko, nụ ite, nụ ọkwu.
MRK.7.5	Ele Farisi nụ ele zni iwu ele Ju sịkwa Jizọsi, “Kịni kpayarụ ele sno apna ị zá naabịta omen'ẹli ele mbọm? Be gweru aka be kwọ́kwala nkarị neeri wiri.”
MRK.7.6	Jizọsi sarụ be, “Azaya whnụrnu ọwhnurninya gbasịri anụ k'ezi, naakaa, anụ bụ ele ruwhnu lawụru, lele kpa be gbarụ a n'ọkwukwo nsọ, naakaa,
MRK.7.6	‘Ele ka ji mgbele-ọnu etekne nọosobisinu m,
MRK.7.6	kọvu mkpọma be zị ikere nụ hne me zị.
MRK.7.7	Be nọokponu m risi ẹli n'etekne,
MRK.7.7	neezni nhne badnụ nyernu n'iwu lele nụ ọ bụ iwu ke Chiokike.’
MRK.7.8	Anụ naagharụ iwu ke Chiokike, nwụkwaru omen'ẹli ke badnụ.”
MRK.7.9	Jizọsi kanụ be, “Anụ marnụ ama gharụ nhne Chiokike nyernu n'iwu ma anụ bịta omen'ẹli anụ. 
MRK.7.10	Kwnornu nụ Mozizi karụ, ‘Sọbisinu nda ị nụ nne i,’ nụ ‘Nye ọbula ke jọovu nda a mọbu nne a ọnu, be gbu a.’ 
MRK.7.11	Kọvu anụ karụ nye ọbula ke jaakanụ nda a mọbu nne a, ‘Nhne ị jeerihịa n'aka m bụ Kọbani’ (ke bụ nkesi o nyernu Chiokike) 
MRK.7.12	ige wam anụ jéekwe o menu nda a mọbu nne a nhne berere. 
MRK.7.13	Anụ neeme nhne ka neegweru ikwu-ọnu Chiokike neeme nhne etekne hite n'omen'ẹli ke anụ, neenyewhete a n'aka ele berere. Nụ agịda nhne nụ kpa anụ neeme.”
MRK.7.14	Jizọsi sukwuru igbudu badnụ wam berere kanụ be, “Anụ bnote nsnị n'ikwu-ọnu m, anụ ghọhia a masị. 
MRK.7.15	Ọ zá nhne ke hi n'ederezi bna nụ rime badnụ ke nwernu rikne meru a. Kọvu nhne ke hiri nụ rime badnụ whụya bụ nhne neemeru badnụ.” [
MRK.7.16	Nye nwernu nsnị o ji ọ nụ nhne ọ nụrnu.]
MRK.7.17	Nga ọ gharụru agịda ele badnụ wam bna nụ rime ọro, ele sno apna a sịkwaru a ajịji gbasịri elulu wam. 
MRK.7.18	Ọ sarụ be, “Ke bụ nụ anụ nwée ọghohia? Anụ máa nụ nhne ke hiri n'ederezi bna nụ rime badnụ nwée rikne meru a? 
MRK.7.19	Kwnornu nụ ọ bnána nụ rime mkpọma a, hne ọ bnarnụ bụ rụwho a, be nynọhala a n'osoro.” (Ka bụ ke Jizọsi jiri kaa nụ kpakara wiri zị rịchna.)
MRK.7.20	Jizọsi zị kọriri nookwu, “Nhne ke hiri nụ rime badnụ whụya bụ nhne neemeru badnụ. 
MRK.7.21	Kwnornu nụ ọ bụ nụ rime mkpọma badnụ bụ hne kpakara ọriri ọjo hi nọowhuya, ome ọyi, oznu buznu, ogbu badnụ, 
MRK.7.22	ome ọyi ele nwernu nnwerne nụ ele nwernu nzi, anyakwu, arụru-ẹli, aghịgho, ọgba ewhere, ọwho-anya, ọkaja, oknomokno, iwhnirniwhno, 
MRK.7.23	Kpakara nhne ọjo ka hi nụ rime badnụ whụya, be meru badnụ.”
MRK.7.24	Jizọsi hi nụ rime pịi whọga, zne n'ẹli zị Taya ndụndu. Ọ bna n'otu ọro, ọ píole ele badnụ mahịa, kọvu nụ be nwée rikne bịgwa a. 
MRK.7.25	Ngangam, otu nyerinya ke nnwọ a rinya matị nwernu rẹnwu ọjo nụrnu nhne gbasịri Jizọsi, o varụ dna n'ẹli n'ọchi a. 
MRK.7.26	Nwerinya wam bụ́o nye Ju, be mụrnu a nụ Sirofinisa. Ọ rịasno a ma ọ chịhala rẹnwu ọjo wam n'ẹhni nnwọ a rinya. 
MRK.7.27	Jizọsi kanụ a, “Beru ọsno nyejite rụmu takịri wiri rụwho, kwnornu nụ ọ bụ́o ọma o gweru wiri rụmu takịri tụhalanu nkịta.”
MRK.7.28	Kọvu ọ sarụ, “Nyenwe aị, ọ bụbedi rụmu nkịta ke zị nụ mkpururu ikpechi neeri rụvnuruvnu wiri rụmu takịri.”
MRK.7.29	Jizọsi kanụ a, “Kwnornu nụ nhne ka i kwuru, la, rẹnwu ọjo wam whọgalam n'ẹhni nnwọ rinya.”
MRK.7.30	Ọ la n'ọro a, whnụ nụ nnwọ a dnanyị n'olu ọkpata, nụ rẹnwu ọjo wam whọgalam masị.
MRK.7.31	Jizọsi whọgaru nụ ngeri Taya gawhe n'esilawụru Saịdoni, hi n'esilawụru ẹli Dekapolisi dụ Osimini Galili. 
MRK.7.32	Be kwuyanụ a otu nyenum ke dnarnụ mgbu ke nụ́ nsnị, be rịasno a ma o bikwasị a aka a. 
MRK.7.33	Jizọsi kwuhala a n'esilawụru agịda badnụ whọga ichne, ọ yisi mkpaka a nụ nsnị a lawụru, gbụ ọnu-mini, kpatụ riro a aka. 
MRK.7.34	O lelizọ anya n'oligwe, snụ idne, kaa, “Ẹfata,” ke risi a bụ, “Kpume.”
MRK.7.35	Ngangam nsnị a lawụru kpumernu, nhne knesnirni a riro tọmarnu, o kwukwata ọka. 
MRK.7.36	Jizọsi kasịnu be rikne be kánụkwadia nye ọbula, kọvu kpa ọ naakanusịnu be rikne bụ kpa be neewheke a. 
MRK.7.37	O duru kpa be hna ẹhni k'agịda, be naakaa, “O neeme kpakara nhne bụru ọma. O mernu ele nsnị ịnyo nụ nsnị, ele mgbu kwu ọka.”
MRK.8.1	N'ige wam nga agịda ele badnụ gbakọru berere, be nwée masị nhne be jeeri. Jizọsi sukwu ele sno apna a, kanụ be, 
MRK.8.2	“M nọodonu agịda ele badnụ ka obirizi, kwnornu nụ me nụ be dazịlam ọbochi ẹto, be nwée nhne be jeeri. 
MRK.8.3	Ọ bụru nụ me zihala be n'ọnu etekne, anya-ajụ joovu be n'apna, agwna be hi hne zị ikere va.”
MRK.8.4	Ele sno apna a sịkwa a, “Ndaa kpa badnụ jeeji nyeji ele badnụ ka wiri rụwho n'ẹli-ịkpa hna?”
MRK.8.5	Ọ sịkwa be, “Anụ nwernu ike brẹdi ele?”
MRK.8.5	Be kaa, “Ẹsau.”
MRK.8.6	Ọ kanụ agịda ele badnụ wam dazịri ẹli. O gweru ike brẹdi ẹsau wam, tụnu Chiokike mmamma, ọ nyawama be, nyee ele sno apna a be bete neenye ele badnụ, ele sno apna a kesiri ele badnụ wam wiri. 
MRK.8.7	Be nwemasịri aznụ matị ele nụ ele, ọ tụ kwno mmamma, kaa be nyee ele wam. 
MRK.8.8	Be ri, rụwho ji be, be tụtukota rụvnuruvnu brẹdi ke gwnarnụ, ekperi nkịta ẹsau jihịaru. 
MRK.8.9	Be dụru pokwu ẹno, Jizọsi zihala be. 
MRK.8.10	Jizọsi bna nụ rime ọgbo, ya nụ ele sno apna a, be va nụ ẹli Dalamanuta.
MRK.8.11	Ele Farisi varụ panịzo nẹesikwa a ajịji, noopio nhne elekema hi n'oligwe, naakpa a iru. 
MRK.8.12	Ọ snụ idne k'agịda nụ rime ovu a, kaa, “Kịni kpahịaru ebiri ka noopio nhne elekema? N'ezi me kanụ anụ, ọ zá nhne elekema be jeenye ebiri ka.” 
MRK.8.13	Ọ gharụ be bna kwno nụ rime ọgbo whe aznụ osimini kịyari.
MRK.8.14	Ele sno apna a chezuru o gweru brẹdi, be ji otu ike brẹdi kpọi nụ rime ọgbo. 
MRK.8.15	Jizọsi kasịnu be rikne, “Anya dụ anụ ẹli, anụ neeze nhne whụ brẹdi ke ele Farisi nụ Erọdu.”
MRK.8.16	Be nọotnurita n'esilawụru be, naakaa, “Ọ bụ kwnornu nụ a jíle brẹdi.”
MRK.8.17	Nga Jizọsi mahịaru a, ọ kanụ be, “Kịni kpahịaru anụ naakaa nụ anụ jíle brẹdi? Anụ yọ́oghoyage? Nduu ọtula anụ sa? 
MRK.8.18	Anụ nwernu anya, anụ whnụ́ ọsno? Anụ nwernu nsnị, anụ nụ́ nhne? Anụ gbádiyala? 
