GEN.1.1	Anns an toiseach
GEN.43.32	Agus chuir iad sìos dhàsan leis fhèin, agus dhaibhsan leo fhèin, agus do na h‑Èiphitich, a dh’ith maille ris, leo fhèin; a chionn nach faodadh na h‑Èiphitich aran ithe maille ris na h‑Eabhraidhich; oir is gràinealachd sin do na h‑Èiphitich
GEN.43.33	Agus shuidh iad sìos na làthair, an ciad‐ghin a rèir a chòir‐bhreithe, agus am fear a b’òige a rèir a òige: agus ghabh na daoine iongantas, gach fear ri chèile.
GEN.43.34	Agus ghabh esan, agus chuir e cuibhreannan o a làthair fhèin dan ionnsaigh
GEN.44.1	Agus dh’àithn e do fhear‐riaghlaidh a thaighe, ag ràdh, Lìon saic nan daoine le sìol, a mheud agus as urrainn iad a ghiùlan, agus cuir airgead gach duine am beul a shaic.
GEN.44.2	Agus cuir mo chupan‐sa, an cupan airgid, ann am beul sac an fhir as òige, agus airgead a shìl. Agus rinn e a rèir an fhacail a labhair Iòseph.
GEN.44.3	Cho luath is a bha a’ mhadainn soilleir, chuireadh na daoine air falbh, iad fhèin agus an asail.
GEN.44.4	Agus nuair a chaidh iad a‑mach as a’ bhaile, agus gun iad fhathast fada o làimh, thubhairt Iòseph ri fear‐riaghlaidh a thaighe, Eirich, lean na daoine; agus nuair a bheireas tu orra, abair riu, Carson a dhìol sibh olc an èirig maith
GEN.44.5	Nach e seo an cupan as a bheil mo thighearna ag òl, agus leis a bheil e da‑rìribh a’ dèanamh
GEN.44.6	Agus rug e orra, agus labhair e riu na briathran ceudna.
GEN.44.7	Agus thubhairt iad ris, Carson a labhras mo thighearna na briathran seo? Nar leigeadh Dia gun dèanadh do sheirbhisich a rèir an nì seo:
GEN.44.8	Feuch, an t‑airgead a fhuair sinn ann am beul ar sac, thug sinn a‑rìs ad ionnsaigh
GEN.44.9	Ge bè air bith ded sheirbhisich aig am faighear e, cuirear gu bàs esan
GEN.44.10	Agus thubhairt e, A‑nis, matà, biodh e a rèir ur briathar: bidh esan aig am faighear e na sheirbhiseach agamsa
GEN.44.11	An sin thug iad a‑nuas, gu grad, gach duine a shac fhèin gu làr, agus dh’fhosgail gach duine a shac.
GEN.44.12	Agus rannsaich esan, agus thòisich e aig an fhear a bu shine, agus sguir e aig an fhear a b’òige: agus fhuaireadh an cupan ann an sac Bheniàmin.
GEN.44.13	An sin reub iad an aodach
GEN.44.14	Agus thàinig Iùdah agus a bhràithrean do thaigh Iòseiph (oir bha e fhathast an sin), agus thuit iad sìos na fhianais air an làr
GEN.44.15	Agus thubhairt Iòseph riu, Ciod e an gnìomh seo a rinn sibh? Nach robh fhios agaibh gur aithne dom leithid‐sa de dhuine da‑rìribh fiosachd a dhèanamh?
GEN.44.16	Agus thubhairt Iùdah, Ciod a their sinn rim thighearna? Cionnas a labhras sinn
GEN.44.17	Agus thubhairt e, Nar leigeadh Dia gun dèanainn‐sa seo
GEN.44.18	An sin thàinig Iùdah am fagas dha, agus thubhairt e, Och mo thighearna, leig led sheirbhiseach, guidheam ort, facal a labhairt ann an cluasan mo thighearna, agus na lasadh d’fhearg an aghaidh do sheirbhisich
GEN.44.19	Dh’fheòraich mo thighearna da sheirbhisich, ag ràdh, A bheil athair agaibh, no bràthair?
GEN.44.20	Agus thubhairt sinne rim thighearna, Tha athair againn, seann duine, agus leanabh a sheann aoise, maothran: agus tha a bhràthair marbh, agus dh’fhàgadh esan na aonar de chloinn a mhàthar, agus tha gràdh aig a athair air
GEN.44.21	Agus thubhairt thu rid sheirbhisich, Thugaibh a‑nuas e am ionnsaigh‐sa
GEN.44.22	Agus thubhairt sinne rim thighearna, Chan fhaod an leanabh a athair fhàgail: oir nam fàgadh e a athair, gheibheadh a athair bàs.
GEN.44.23	Agus thubhairt thusa rid sheirbhisich, Mura tig ur bràthair as òige a‑nuas maille ribh, chan fhaic sibh m’aghaidh‐sa nas mò.
GEN.44.24	Agus nuair a chaidh sinne suas a dh’ionnsaigh do sheirbhisich, m’athair, dh’innis sinn dha facail mo thighearna.
GEN.44.25	Agus thubhairt ar n‑athair, Rachaibh a‑rìs, ceannaichibh dhuinn beagan bìdh.
GEN.44.26	Agus thubhairt sinne, Chan fhaod sinn dol sìos: ma bhios ar bràthair as òige maille rinn, an sin thèid sinn sìos; oir chan fhaod sinn aghaidh an duine fhaicinn, mura bi ar bràthair as òige maille rinn.
GEN.44.27	Agus thubhairt do sheirbhiseach, m’athair, rinn, Tha fhios agaibh gun do rug mo bhean dithis mhac dhomh
GEN.44.28	Agus chaidh aon dhiubh a‑mach uam, agus thubhairt mi, Gu cinnteach reubadh na bhloighdean e
GEN.44.29	Agus ma bheir sibh am mac seo uam mar an ceudna, agus gun tig tubaist air, bheir sibh sìos m’fhalt liath le bròn don uaigh.
GEN.44.30	A‑nis uime sin, nuair a thig mise a dh’ionnsaigh do sheirbhisich, m’athair, gun an leanabh maille rinn (do bhrìgh gu bheil a anam‐san ceangailte
GEN.44.31	Tàrlaidh, nuair a chì e nach eil an leanabh maille rinn, gum faigh e bàs: agus bheir do sheirbhiseach sìos falt liath do sheirbhisich, ar n‑athair, le bròn don uaigh.
GEN.44.32	Oir chaidh do sheirbhiseach an urras airson an leinibh dom athair
GEN.44.33	A‑nis uime sin, guidheam ort, leig led sheirbhiseach fantainn an àit an leinibh
GEN.44.34	Oir cionnas a thèid mise suas a dh’ionnsaigh m’athar, agus gun an leanabh maille rium, air eagal gum faic mi an t‑olc
GEN.45.1	Agus cha b’urrainn Iòseph cumail air fhèin nan làthair‐san uile a sheas làimh ris; agus ghlaodh e, Cuiribh gach duine a‑mach uam. Agus cha do sheas duine sam bith maille ris, nuair a rinn Iòseph e fhèin aithnichte da bhràithrean.
GEN.45.2	Agus ghuil e gu h‑àrd
GEN.45.3	Agus thubhairt Iòseph ra bhràithrean, Is mise Iòseph; a bheil m’athair fhathast beò? Agus cha b’urrainn a bhràithrean a fhreagairt; oir bha eagal orra ro a làthaireachd‐san
GEN.45.4	Agus thubhairt Iòseph ra bhràithrean, Thigibh am fagas dhomh, guidheam oirbh. Agus thàinig iad am fagas. Agus thubhairt esan, Is mise Iòseph ur bràthair, a reic sibhse don Èiphit
GEN.45.5	Agus a‑nis na biodh doilgheas oirbh
GEN.45.6	Oir rè an dà bhliadhna seo bha a’ ghorta anns an tìr
GEN.45.7	Agus chuir Dia mise romhaibh, a ghleidheadh dhuibhse iarmaid air thalamh, agus a thèarnadh ur beatha le fuasgladh mòr
GEN.45.8	A‑nis uime sin, cha sibhse a chuir mise an seo, ach Dia
GEN.45.9	Dèanaibh cabhag, agus rachaibh suas a‑chum m’athar, agus abraibh ris, Mar seo thubhairt do mhac Iòseph, Rinn Dia mise am uachdaran air an Èiphit uile; thig a‑nuas am ionnsaigh, na dèan moille:
GEN.45.10	Agus gabhaidh tu còmhnaidh ann am fearann Ghòsein
GEN.45.11	Agus beathaichidh mise thu an sin (oir fhathast bidh còig bliadhna gorta ann), air eagal gun tig thu fhèin agus do theaghlach, agus gach nì a tha agad, gu bochdainn.
GEN.45.12	Agus, feuch, tha ur sùilean a’ faicinn
GEN.45.13	Agus innsidh sibh dom athair mo ghlòir‐sa uile anns an Èiphit, agus gach nì a chunnaic sibh; agus nì sibh cabhag, agus bheir sibh a‑nuas m’athair an seo
GEN.45.14	Agus thuit e air muineal a bhràthar
GEN.45.15	Phòg e, mar an ceudna, a bhràithrean uile, agus ghuil e os an cionn: agus na dhèidh sin rinn a bhràithrean cainnt ris.
GEN.45.16	Agus chualas iomradh seo ann an taigh Phàraoh, ag ràdh, Tha bràithrean Iòseiph air teachd: agus thaitinn e gu math ri Phàraoh
GEN.45.17	Agus thubhairt Phàraoh ri Iòseph, Abair rid bhràithrean, Dèanaibh seo; sacaichibh ur n‑ainmhidhean, agus imichibh, rachaibh do thìr Chanàain;
GEN.45.18	Agus thugaibh leibh ur n‑athair, agus ur teaghlaichean, agus thigibh am ionnsaigh‐sa, agus bheir mise dhuibh math tìr na h‑Èiphit; ithidh sibh reamhrachd na tìre
GEN.45.19	A‑nis thugadh àithne dhut; dèanaibh‐se mar seo: thugaibh leibh à tìr na h‑Èiphit carbadan airson ur cloinne bige, agus ur ban, agus thugaibh ur n‑athair leibh, agus thigibh.
GEN.45.20	Agus na biodh suim agaibh
GEN.45.21	Agus rinn clann Israeil mar sin: agus thug Iòseph dhaibh carbadan a rèir òrdagh
GEN.45.22	Thug e dhaibh uile, do gach aon dhiubh fa leth, culaidhean aodaich; ach do Bheniàmin thug e trì cheud bonn airgid, agus còig culaidhean aodaich
GEN.45.23	Agus chuir e a dh’ionnsaigh a athar mar seo; deich asail a’ giùlan de nithean matha na h‑Èiphit, agus deich asail bhoireann a’ giùlan sìl agus arain agus lòin dan athair airson na slighe.
GEN.45.24	Mar sin chuir e a bhràithrean air falbh, agus dh’imich iad: agus thubhairt e riu, Feuchaibh nach cuir sibh a‑mach air a chèile air an t‑slighe.
GEN.45.25	Agus chaidh iad suas as an Èiphit, agus thàinig iad gu tìr Chanàain a dh’ionnsaigh Iàcoib an athair.
GEN.45.26	Agus dh’innis iad dha, ag ràdh, Tha Iòseph fhathast beò, agus tha e na uachdaran air tìr na h‑Èiphit uile. Agus dh’fhannaich cridhe Iàcoib, oir cha do chreid e iad
GEN.45.27	Agus dh’innis iad dha uile bhriathran Iòseiph, a labhair e riu: agus nuair a chunnaic e na carbadan a chuir Iòseph ga ghiùlan, dh’ath‐bheothaich spiorad Iàcoib, an athair
GEN.45.28	Agus thubhairt Israel, Is leòr e; tha Iòseph mo mhac fhathast beò: thèid mi agus chì mi e mum faigh mi bàs.
GEN.46.1	Agus dh’imich Israel maille ris gach nì a bha aige, agus thàinig e gu Beer‐sèba
GEN.46.2	Agus labhair Dia ri Israel ann an taisbeanan na h‑oidhche
GEN.46.3	Agus thubhairt e, Is mise Dia, Dia d’athar: na biodh eagal ort dol sìos don Èiphit; oir nì mise ad chinneach mòr thu an sin
GEN.46.4	Thèid mise maille riut sìos don Èiphit; agus bheir mi mar an ceudna gu cinnteach a‑nìos thu a‑rìs
GEN.46.5	Agus dh’èirich Iàcob suas o Bheer‐sèba: agus thug mic Israeil leo Iàcob an athair, agus an clann bheag, agus am mnathan, anns na carbadan a chuir Phàraoh ga ghiùlan
GEN.46.6	Agus ghabh iad an sprèidh, agus am maoin, a fhuair iad ann an tìr Chanàain, agus thàinig iad don Èiphit, Iàcob agus a shliochd uile maille ris
GEN.46.7	A mhic, agus mic a mhac maille ris, a nigheanan, agus nigheanan a mhac, agus a shliochd uile thug e maille ris don Èiphit.
GEN.46.8	Agus is iad seo ainmean chloinn Israeil, a thàinig don Èiphit, Iàcob agus a mhic
GEN.46.9	Agus mic Reubein; Hanoch, agus Phallu, agus Hesron, agus Carmi.
GEN.46.10	Agus mic Shimeoin: Iemuel
GEN.46.11	Agus mic Lèbhi: Gerson, Cohat, agus Merari.
GEN.46.12	Agus mic Iùdah: Er, agus Onan, agus Selah, agus Phareds, agus Serah: ach fhuair Er agus Onan bàs ann an tìr Chanàain
GEN.46.13	Agus mic Isachair: Tola, agus Phubhah
GEN.46.14	Agus mic Shebuluin: Sered, agus Elon, agus Iahleel.
GEN.46.15	Is iad sin mic Lèah, a rug i do Iàcob ann am Padan‐àram, maille ra nighinn Dinah: b’iad uile anaman a mhac agus a nigheanan trì‐deug ar fhichead.
GEN.46.16	Agus mic Ghaid; Siphion
GEN.46.17	Agus mic Aseir: Imnah, agus Isuah, agus Isui, agus Beriah, agus Serah am piuthar. Agus mic Bheriah: Heber agus Malchiel.
GEN.46.18	Is iad sin mic Shilpah, a thug Làban da nighinn Lèah
GEN.46.19	Mic Racheil bean Iàcoib, Iòseph agus Beniàmin.
GEN.46.20	Agus rugadh do Iòseph ann an tìr na h‑Èiphit, Manaseh agus Ephraim
GEN.46.21	Agus b’iad mic Bheniàmin: Belah, agus Becher, agus Asbel, Gera, agus Nàaman, Ehi
GEN.46.22	Is iad sin mic Racheil, a rugadh do Iàcob: na h‑anaman uile, ceithir‐deug.
GEN.46.23	Agus mic Dhain: Husim
GEN.46.24	Agus mic Naphtali: Iahseel, agus Guni, agus Ieser, agus Sillem.
GEN.46.25	Is iad sin mic Bhilhah, a thug Làban
GEN.46.26	Na h‑anaman uile a thàinig le Iàcob don Èiphit, a thàinig a‑mach as a leasraidh, a thuilleadh air mnathan mic Iàcoib; b’iad na h‑anaman seo uile trì‐fichead is a sia;
GEN.46.27	Agus mic Iòseiph a rugadh dha anns an Èiphit, bu dà anam iad: uile anaman taigh Iàcoib, a thàinig don Èiphit, bu trì‐fichead is a deich iad
GEN.46.28	Agus chuir e Iùdah roimhe gu Iòseph, a‑chum is gun tugadh e fios dha teachd na làthair ann an Gòsen
GEN.46.29	Agus bheartaich Iòseph a charbad, agus chaidh e suas an coinneamh Israeil, a athair, gu Gòsen; agus nochd e e fhèin dha, agus thuit e air a mhuineal, agus ghuil e air a mhuineal rè tamaill
GEN.46.30	Agus thubhairt Israel ri Iòseph, Faigheam‐sa a‑nis bàs, o chunnaic mi do ghnùis
GEN.46.31	Agus thubhairt Iòseph ra bhràithrean, agus ri teaghlach a athar, Thèid mise suas, agus cuiridh mi an cèill do Phàraoh, agus their mi ris, Tha mo bhràithrean, agus teaghlach m’athar, a bha ann an tìr Chanàain, air teachd am ionnsaigh:
GEN.46.32	Agus is buachaillean na daoine, oir bu luchd‐sprèidhe iad; agus thug iad leo an treudan, agus am feudail, agus gach nì a bha aca.
GEN.46.33	Agus tàrlaidh, nuair a ghairmeas Phàraoh oirbh, agus a their e, Ciod as ceàird dhuibh?
GEN.46.34	Gun abair sibhse, Bu luchd‐sprèidhe do sheirbhisich o ar n‑òige
GEN.47.1	An sin thàinig Iòseph agus dh’innis e do Phàraoh, agus thubhairt e, Thàinig m’athair agus mo bhràithrean
GEN.47.2	Agus ghabh e còignear de a bhràithrean, agus chuir e an làthair Phàraoh iad
GEN.47.3	Agus thubhairt Phàraoh ra bhràithrean, Ciod as ceàird dhuibh
GEN.47.4	Thubhairt iad mar an ceudna ri Phàraoh, Is ann gu bhith air chuairt anns an tìr a thàinig sinn
GEN.47.5	Agus labhair Phàraoh ri Iòseph, ag ràdh, Thàinig d’athair agus do bhràithrean ad ionnsaigh:
GEN.47.6	Tha tìr na h‑Èiphit romhad; anns a’ chuid as fheàrr den fhearann thoir air d’athair agus do bhràithrean còmhnaidh a ghabhail; gabhadh iad còmhnaidh ann am fearann Ghòsein; agus mas aithne dhut gu bheil nam measg daoine comasach, nì thu iad nan àrd‐bhuachaillean air mo sprèidh‐sa
GEN.47.7	Agus thug Iòseph Iàcob a athair a‑steach, agus chuir e an làthair Phàraoh e: agus bheannaich Iàcob Phàraoh
GEN.47.8	Agus thubhairt Phàraoh ri Iàcob, Ciod as aois dhut?
GEN.47.9	Agus thubhairt Iàcob ri Phàraoh, Is iad làithean bliadhnachan mo chuairte ceud agus deich‐bliadhna‑fichead: bu tearc agus olc làithean bliadhnachan mo bheatha, agus cha do ràinig iad làithean bliadhnachan beatha m’athraichean ann an làithean an cuairte‐san
GEN.47.10	Agus bheannaich Iàcob Phàraoh, agus chaidh e a‑mach à làthair Phàraoh.
GEN.47.11	Agus shuidhich Iòseph a athair, agus a bhràithrean, agus thug e dhaibh sealbh ann an tìr na h‑Èiphit, anns a’ chuid as fheàrr den fhearann, ann am fearann Rameseis, mar a dh’àithn Phàraoh
GEN.47.12	Agus bheathaich Iòseph a athair agus a bhràithrean agus uile theaghlach a athar le aran, a rèir an cloinne.
GEN.47.13	Agus cha robh aran anns an tìr uile
GEN.47.14	Agus chruinnich Iòseph an t‑airgead uile a fhuaireadh ann an tìr na h‑Èiphit agus ann an tìr Chanàain, airson a’ bhìdh a cheannaich iad: agus thug Iòseph an t‑airgead do thaigh Phàraoh.
GEN.47.15	Agus nuair a theirig airgead ann an tìr na h‑Èiphit agus ann an tìr Chanàain, thàinig na h‑Èiphitich uile gu Iòseph, ag ràdh, Thoir dhuinn aran: carson a gheibheamaid bàs ad làthair? Oir theirig ar n‑airgead.
GEN.47.16	Agus thubhairt Iòseph, Thugaibh seachad ur sprèidh, agus bheir mise dhuibh airson ur sprèidhe, ma theirig airgead dhuibh.
GEN.47.17	Agus thug iad an sprèidh gu Iòseph; agus thug Iòseph dhaibh aran airson nan each, agus airson nan caorach, agus airson a’ chruidh, agus airson nan asal; agus bheathaich e iad le aran, airson an sprèidhe uile, air a’ bhliadhna sin.
GEN.47.18	Nuair a chrìochnaicheadh a’ bhliadhna sin, thàinig iad da ionnsaigh air an dara bliadhna, agus thubhairt iad ris, Cha cheil sinn air mo thighearna gun do chaitheadh ar n‑airgead; tha mar an ceudna ar treudan sprèidhe aig mo thighearna; cha d’fhàgadh ann an sealladh mo thighearna ach ar cuirp agus ar fearann.
GEN.47.19	Carson a gheibh sinn bàs fa chomhair do shùl, araon sinne agus ar fearann? Ceannaich sinne agus ar fearann airson arain
GEN.47.20	Agus cheannaich Iòseph fearann na h‑Èiphit uile do Phàraoh; oir reic na h‑Èiphitich gach duine a fhearann fhèin, a chionn gun do bhuadhaich a’ ghorta orra: mar sin bu le Phàraoh an talamh.
GEN.47.21	Agus a‑thaobh an t‑sluaigh, chuir e air imrich iad do bhailtean o aon cheann crìochan na h‑Èiphit eadhon gu ruig an ceann eile dhith.
GEN.47.22	A‑mhàin fearann nan sagart cha do cheannaich e; oir dh’òrdaicheadh cuibhreann do na sagartan le Phàraoh, agus dh’ith iad an cuibhreann a thug Phàraoh dhaibh: uime sin cha do reic iad am fearann.
GEN.47.23	Agus thubhairt Iòseph ris an t‑sluagh, Feuch, cheannaich mi sibh an‑diugh, agus ur fearann do Phàraoh; feuch, seo sìol dhuibh, agus cuiribh am fearann.
GEN.47.24	Agus tàrlaidh, de na chinneas gun toir sibh an còigeamh cuid do Phàraoh, agus bidh agaibh fhèin ceithir earrannan, airson sìol an fhearainn, agus airson ur bìdh, agus airson muinntir ur teaghlaichean, agus airson bìdh dur cloinn bhig.
GEN.47.25	Agus thubhairt iadsan, Ghlèidh thu beò sinn: faigheamaid deagh‐ghean ann an sealladh mo thighearna, agus bidh sinn nar seirbhisich do Phàraoh.
GEN.47.26	Agus rinn Iòseph sin na lagh gus an là‑an‑diugh air feadh fearann na h‑Èiphit, gum biodh aig Phàraoh an còigeamh cuid, saor a‑mhàin o fhearann nan sagart
GEN.47.27	Agus ghabh Israel còmhnaidh ann an tìr na h‑Èiphit, ann an talamh Ghòsein; agus bha sealbh aca ann, agus shìolaich iad, agus dh’fhàs iad ro‑lìonmhor
GEN.47.28	Agus bha Iàcob beò ann an tìr na h‑Èiphit seachd‐bliadhna‑deug: agus b’iad bliadhnachan beatha Iàcoib uile ceud agus dà‑fhichead agus seachd bliadhna.
GEN.47.29	Agus dhlùthaich an t‑àm anns am b’èiginn do Israel bàs fhaotainn
GEN.47.30	Ach laighidh mi maille rim athraichean
GEN.47.31	Agus thubhairt e, Mionnaich dhomh: agus mhionnaich e dha. Agus chrom Israel e fhèin air ceann‐adhairt na leapa
GEN.48.1	Agus an dèidh nan nithean sin, dh’innis neach do Iòseph, Feuch, tha d’athair tinn: agus thug e leis a dhà mhac, Manaseh agus Ephraim.
GEN.48.2	Agus dh’innis neach do Iàcob, agus thubhairt e, Feuch, tha do mhac Iòseph a’ teachd ad ionnsaigh: agus neartaich Israel e fhèin, agus shuidh e air an leabaidh.
GEN.48.3	Agus thubhairt Iàcob ri Iòseph, Dh’fhoillsich an Dia Uile‐chumhachdach e fhèin dhòmhsa aig Luds ann an tìr Chanàain
GEN.48.4	Agus thubhairt e rium, Feuch, nì mise sìolmhor agus lìonmhor thu, agus nì mi thu ad choitheanal chinneach, agus bheir mi am fearann seo dod shliochd ad dhèidh mar sheilbh shìorraidh
GEN.48.5	Agus a‑nis do dhithis mhac, Ephraim agus Manaseh, a rugadh dhut ann an tìr na h‑Èiphit
GEN.48.6	Agus bidh do shliochd, a ghineas tu nan dèidh, leat fhèin; a rèir ainm am bràithrean goirear iad nan seilbh fhèin.
GEN.48.7	Agus air mo shon‐sa dheth, nuair a thàinig mi o Phadan, fhuair Rachel bàs agam ann an tìr Chanàain
GEN.48.8	Agus chunnaic Israel mic Iòseiph, agus thubhairt e, Cò iad sin?
GEN.48.9	Agus thubhairt Iòseph ra athair, Is iad mo mhic‐sa iad, a thug Dia dhomh an seo
GEN.48.10	Agus bha sùilean Israeil trom le aois, air chor is nach bu lèir dha gu math: agus thug e am fagas dha iad, agus phòg e iad, agus ghabh e na ghlacan iad.
GEN.48.11	Agus thubhairt Israel ri Iòseph, Cha do shaoil mi gum faicinn do ghnùis
GEN.48.12	Agus thug Iòseph a‑mach iad o eadar a ghlùinean, agus chrom e e fhèin le a aghaidh gu làr
GEN.48.13	Agus ghabh Iòseph iad le chèile, Ephraim na làimh dheis o làimh chlì Israeil, agus Manaseh na làimh chlì o làimh dheis Israeil; agus thug e am fagas dha iad.
GEN.48.14	Agus shìn Israel a‑mach a làmh dheas, agus chuir e i air ceann Ephraim, am mac a b’òige, agus a làmh chlì air ceann Mhanaseh: stiùir e a làmhan gu seòlta; oir b’e Manaseh an ciad‐ghin
GEN.48.15	Agus bheannaich e Iòseph, agus thubhairt e, Gun dèanadh Dia, an làthair an do ghluais m’athraichean, Abrahàm agus Isaac
GEN.48.16	An t‑aingeal
GEN.48.17	Agus nuair a chunnaic Iòseph gun do chuir a athair a làmh dheas air ceann Ephraim, cha do thaitinn e ris: agus chùm e suas làmh a athar, a‑chum a h‑atharrachadh o cheann Ephraim gu ceann Mhanaseh.
