MAT.1.1	Tô môɲ wo Jésu wo na *kuŋga kelma Dabid wo na kuŋga *Abraham a men hen a na: 
LUK.5.31	Menba, Jésu kôlji iyôŋ ba: «Na ɓiɲé ka berari a geyé dôktôr ré, niɲba, na bay ômɲare ɗi. 
LUK.5.32	En era na wô uwôgê ɓiɲé ka bô yirji môɲ bay lê aŋgaɲ derô hen né, niɲba, en era na wô bay têriɲ aɲ bi bay ré ɗi tô lê têriɲ ba.»
LUK.5.33	Parisiɲêɲê naɲ bay derê tô tôô to Emen kôliɲ Jésu iyôŋ ba: «Bay tô Ja naɲ kamaŋ kani jôriɲ bôrji kurôŋ men, uwôliji Emen a men ta ta niɲba, bay tôm jôbi ba ômji men yiji men.»
LUK.5.34	Jésu kôlji iyôŋ ba: «Ɓiɲé ka era kini kurô hen ba ka ɗé bi bay ré jôriɲ bôrji kurôŋ kiriɲa ôbi iyéy kurô ba ya naɲ ci tô hen ba? 
LUK.5.35	Wulê wo bay a derê ôbi kurô perêrji a aɲ hen na, na wulê bi wo hen a bay ré jôriɲ bôrji kurôŋ.»
LUK.5.36	Jésu kôlji gwosoy kwôlo pôni kôl iyôŋ ba: «Sa pôn kwôni yêge kibi bargay ka kôrbi wô uwôliɲ tu ka ôli ba? Hena ré na iyôŋ na, bargay ka kôrbi hen yêgiɲ men, kibriji wo kôrbi bi wo yêgiɲ hen kôba a biɲ naɲ ka ôli hen né a men. 
LUK.5.37	Men, sa pôn kwôni bêêrê care to kôrbi bô gwolé woɲ ariɲ wo ôli a ba? Hena ré na iyôŋ ba, care to kôrbi hende to hen a anê gwolé wo ôli bi wo hen aɲ care a uwôsiɲ men, gwolé bi kôba a mêniɲ a men. 
LUK.5.38	Iyôŋ ba, bi care to kôrbi biɲ bô gwolé wo kôrbi a men. 
LUK.5.39	Kwôni wo yi care to ôli hende to hen na, gey to kôrbi hen né niɲ, wôsa ôbi erem mega wo care to ôli hen a ré na to dôri ɗi.»
LUK.6.1	Sa to pôni a na, na sa *sa merê ta menba, Jésu ay geré si bô kaw menba, bay tôri pôy sa kaw na aɲ wuray ôm. 
LUK.6.2	Menba, *Parisiɲêɲê ka pôni kôl iyôŋ ba: «Wô mi a kené li aŋga tôô to *Moyis jô lê naɲ sa merê ta hen ba?»
LUK.6.3	Menba, Jésu uwôlji sara iyôŋ ba: «Ken dêŋse kwôli aŋga kelma Dabid na li kiriɲa kurôŋ na liji naɲ ɓiɲé kari hen né ba? 
LUK.6.4	Ôbi na si bô *iyéy Emen a aɲ pô mapa wo bay tibiɲ Emen hen, ôm men, biɲ ɓiɲé kari ôm men. Mapa bi wo hen na, kwôni wo ɗaŋgi wo a emê ba naɲ, na bay bê kwôbe a na bay emêri mera
LUK.6.5	Menba, Jésu kôlji iyôŋ ba: «Nôbi *Kema Gawra a na Kelma sa sa merê ta.»
LUK.6.6	Sa sa merê ta wo ɗaŋgi Jésu ô bô *iyéy daɲare a aɲ geliɲ ɓiɲé are, kiriɲ bay ka hen na, gawra wo kôbri woɲ gusurô ma mô ya men. 
LUK.6.7	*Bay derê tô tôô to Emen naɲ Parisiɲêɲê bô ciré gelé na ba Jésu ré berarêri naɲ sa merê ta ba ciré ɓeriɲ tô kôbri aɲ uwôliɲ kwôlê sari a. 
LUK.6.8	Niɲba, Jésu hôn ermé woji menba, ôbi kôliɲ ôbi kôbi ma bi wo hen iyôŋ ba: «Hena ta ju era sa ɗebe derôre a na.» Menba, ôbi hena ɗebe ta. 
LUK.6.9	Menba, Jésu kôlji iyôŋ ba: «Na eŋgeréŋge kwôlê pôn: Tôô tona gey bi kwôni ré li derê laba li habrê naɲ sa merê ta a ba? Men, ré gôliɲ naɲ gawra réba ré mêêni naɲ sa sa merê ta a ɗi ba?»
LUK.6.10	Ôbi bôrji mériɲ menba, kôliɲ ôbi kôbi hayê bi wo hen iyôŋ ba: «Jé kôm.» Ôbi li mega bi wo Jésu kôli hen iyôŋ menba, kôbri hô dô hôriɲ. 
LUK.6.11	Menba, tu Parisiɲêɲê naɲ bay derê tô tôô to Emen sêêrê sari a aɲ bay ɲamniɲ kwôli aŋga ciré liɲ Jésu.
LUK.6.12	Sa hende to hen na, Jésu ô wulê sa keram a wô uwôlê Emen kwôy kiriɲ wôl sari a. 
LUK.6.13	Kiriɲa kiriɲ wôl menba, ôbi uwôge bay tôri aɲ tô môj kibi wôô perêrji a aɲ uwôgeji bay jé. 
LUK.6.14	Simô ba ôbi uwôgeri Piyêr, naɲ yêni André, Jak, Ja, Pilip, Bartélémi, 
LUK.6.15	Matiyé, Tomas, *Jak kema Alpé, Simô woɲ kema iyére hen men, 
LUK.6.16	Jud kema Jak men naɲ Judas Iskariyôt wo a sa ayê sa Jésu hen a men.
LUK.6.17	Jésu herbo naɲ bay tôri ka môj kibi wôô hen sa keram a tôŋ aɲ ɗebiɲ naɲ ci tôŋ kiriɲ ka beray a naɲ kwônê bay tôri ka ba hen men, kwônê ɓiɲé ka Judé men, ka Jérusalêm a men, ka hena kibi cér wo Tir naɲ kwo Sidôn a a men. 
LUK.6.18	Bay era wô toyé kwôlê wori men, bi ôbi ré berareji men, ɓiɲé ka tunu to habiɲ bôrji a kôba, ôbi berareji men. 
LUK.6.19	Ɓiɲé kêm woge bi ciré heberi wôsa néé wo ôbi ôriɲ yiri a hen si aɲ berareji kêm.
LUK.6.20	Jésu ay tiri bôriɲ bay tôri aɲ kôl iyôŋ ba: «Kenbay kaɲ bay nimré, yi derê yi wô sarŋge, wôsa *emê iyére to Emen yi wô sarŋge 
LUK.6.21	kenbay ka kurôŋ lêŋge haw hen, yi derê yi wô sarŋge, wôsa kena uyirê, kenbay ka ken sôm haw hen, yi derê yi wô sarŋge, wôsa ka merê bô yi derê a.»
LUK.6.22	«Yi derê yi wô sarŋge, kiriɲa ɓiɲé derêŋge men, kaɲêŋge men, tiréŋge men, uwôgerê heneŋge wo habiɲ a men, wô san nôbi Kema Gawra. 
LUK.6.23	Lêŋge yi derê wulê bi wo hen men, ken neŋréré naɲ yi derê a men, wôsa sa kôbi wo dami yi derômaraŋ a ya, wôsa na hen iyôŋ a môɲêrji na ré liɲ bay kibi Emen. 
LUK.6.24	Niɲba, kenbay kaɲ bay uɲé na, bô emê yi wô sarŋge, wôsa haw hen ken uwôɲ bô jalê woŋge niɲ. 
LUK.6.25	Kenbay ka ken uyê haw hen na, bô emê yi wô sarŋge, wôsa kurôŋ a lêŋge tôre to cêgê, kenbay ka ken ayrê haw hen, bô emê yi wô sarŋge, wôsa ka merê bô tu ɲa a men, ka sômnê men.»
LUK.6.26	«Kenbay ka ɓiɲé kêm dô kwôleŋge wo dôri hen na, tu ɲa yi wô sarŋge, wôsa na hen iyôŋ a môɲêrji na ré li naɲ ɓiɲé ka na li yirji môɲ ciré bay kibi Emen men hen.»
LUK.6.27	«Kenbay ka ken mô toy kwôlê keben a hen na, en kelêŋge peréŋge bay bareŋge men, lêŋge derê naɲ ka derêŋge hen a men. 
LUK.6.28	Terêŋge kebreŋge sa ka tômêŋge hen men, uwôlêŋge Emen wô sa ka lêŋge habiɲ hen a men. 
LUK.6.29	Kwo di tô mam ba, ju hô bul kwo si hen biri a men, kwo ay bargay kam kaɲ kabrêm ba, ju jôri kaɲ kelanê né men, 
LUK.6.30	kwo uwôlem are ba, ju biri men, kwo pô aŋgam ereŋ ba, ju hô eŋgereri ré niɲ. 
LUK.6.31	Aŋga ken gey bi megêrŋge ré li béŋge hen na, kenbay kôba, ken li hen iyôŋ naɲ ci men.»
LUK.6.32	«Hena kené pur na ka peréŋge ba, ɓiɲé a kelê kené li derê na iyeŋ ba? Wôsa bay lê têriɲ kôba, pur na ka pirji men. 
LUK.6.33	Hena kené li derê naɲ ka li dô naɲ ken ba, ɓiɲé a kelê kené li derê na iyeŋ ba? Wôsa bay lê têriɲ kôba, li na hen iyôŋ men. 
LUK.6.34	Hena kené gwôyiɲ na ka ken hôn wo bay ré herê têbêŋge hôriɲ ta ba, ɓiɲé a kelê kené li derê na iyeŋ ba? Wôsa bay lê têriɲ kôba, gwôyiɲ na bay lê têriɲ ka a herê têbêji hôriɲ hen iyôŋ men. 
LUK.6.35	Niɲba, kenbay ba, ken pur bay bareŋge men, lêŋge derê naɲ ci men, gwôyiɲge aɲ bi bôrŋge wo kené uɲé hôriɲ né. Hen iyôŋ na, aŋgaɲ têbê sa kôbreŋge a mê men, ka yiɲ kam Emen wo ta men. Wôsa ôbi li derê naɲ bay bô hendé men, naɲ bay bô habrê a men. 
LUK.6.36	Berêŋge tu ɲa to ɓiɲé mega Ibareŋge Emen bôriɲ hen iyôŋ men.»
LUK.6.37	«Jerêŋge kwôlê sa megêrŋge a ré menba, Emen kôba, a jerê kwôlê sarŋge a ré men, ken dô kwôlê sa kwôni a ba, Emen a derê kwôlê sarŋge a men, ken ɗi bôrŋge jal sa megêrŋge a ba, Emen kôba, a ɗé bôri jalê sarŋge a men. 
LUK.6.38	Ken biɲ ɓiɲé are ba, bay a hô béŋge men. Bay a tôŋgê men, tôbê dema a hô béŋge wôsa gway wo ken ay gengiɲ are bi hen a, Emen né gengiɲ béŋge hôriɲ.»
LUK.6.39	Jésu hô kôlji naɲ gwosore kôl iyôŋ ba: «Ôbi tu tiɲ a ɓeré jemna biɲ megari ôbi tu tiɲ ba? Hena ré na iyôŋ ba, bay wôô kêm a heriɲji bô iyom a ré ba? 
LUK.6.40	Ôbi tô kwôni na, a gôliɲ dami wori ré niɲba, hena ôbi ré ɗi tiri dô tô aŋga ôbi geli hen na, ôbi a yé môɲ ôbi sari iyôŋ men.»
LUK.6.41	«Wô mi a jeré ô wô berê kalmê ka dê ka yi tu yênem a hen ba? A yibré wo dami ka yi tum jôbi a hen ba, ju gel ré ba? 
LUK.6.42	Wô mi a jeré kôliɲ yênem: ‹Yênen, ɗi jan na derê kalmê ka dê ka yi tum a hen aɲ›, aɲ jôbi ba, ju gel yibré wo dami wo yi tum a hen né ba? Jôbi woɲ ôbi kelê kwôlê kem wôô wôô hen, dô yibré wo dami wo yi tum hen aɲ dema jeré gelé kiriɲ sélé wô dôriɲ ka yi tu yênem a hen tô.»
LUK.6.43	«Gurô wo dôri na, yêri wo habiɲ ba naɲ men, kwo habiɲ wo yêri dô ba naɲ men. 
LUK.6.44	Gurô wo yôŋ yôŋ ba, naɲ yêri yêri ɗiba kwôni a karê tôgôre sa cébriɲ a ré men, kwôni a karê yê tiɲaɗor sa gariyaŋ a ré men. 
LUK.6.45	Gawra woɲ ôbi lê derê na, lê derê wori bi wo hen hena na bôri a men, ôbi habrê kôba, habrê wori bi wo hen hena na bôri a men. Wôsa na aŋga wôn bô gawra dema ré si kibri a tô.»
LUK.6.46	«Wô mi a kené uwôgen ‹Kelma, Kelma› menba, ken li aŋga en kelêŋge kené li hen né ba? 
LUK.6.47	Kwôni wo era legen a aɲ toy kwôlê wuɲê men, liɲ ariri a men na, na geléŋge séé ôbi geliɲ na naɲ i ba? 
LUK.6.48	Ôbi yi mega gawra woɲ ôbi ɗé iyére iyôŋ: Ôbi pi iyom ɗoge aɲ ɗi tôre sa keram a kam kaɲ biyê ka ge naɲ néérji hen kôba, lere ani ré wôsa tôre ɗiɲ dô. 
LUK.6.49	Niɲba, kwo toy aɲ liɲ ariri ré na, geliɲ naɲ gawra wo ɗi iyére tori dô ré aɲ ɗi na sa hal a iyôŋ. Kam kaɲ biyê ge naɲ néérji menba, tere aɲ, aɲ ani kare kani pôn iyôŋ kôba, ba ta ré.»
LUK.7.1	Kiriɲa Jésu dôriɲ ɓiɲé kwôlê kô niɲ menba, ôbi ô Kapêrnayôm a. 
LUK.7.2	Ya hende to hen na, dami wo asgar kaɲ Rômêɲê ka arew hen, mana wori ômiɲ tu temare a men, na lema wo ôbi geyri gaɲ a men. 
LUK.7.3	Ôbi toy kwôli Jésu menba, jé surɲê kaɲ Jubɲê yiri a ré ô uwôli bi ré era sa berare mana wori bi wo hen biri men. 
LUK.7.4	Kiriɲa bay sa ligi Jésu a menba, bay maseri aɲ kôli iyôŋ ba: «Ôbi dé wo jeré li aŋga ôbi gey hen biri. 
LUK.7.5	Wôsa ôbi geyéna nabay kaɲ Jubɲê men, ôbi a ɗé *iyéy daɲare hen a men.»
LUK.7.6	Jésu hena ô naɲ ci. Kiriɲa bay ba ɗa naɲ iyére menba, dami wo asgarɲê bi wo hen jé milɲéri ô kôliɲ Jésu iyôŋ ba: «Kelma, merên yem iyôŋ né, wôsa en nêm wo jeré uwôl têm kibi iyére tiɲê ré. 
LUK.7.7	Na ôbi á, ené nêm erê naɲ yen ô uɲem né hen. Ay tom menba, mana wuɲê a berarê mera. 
LUK.7.8	Nôbi bay san ya men, ena ôbi sa asgarɲê ka ba hen men. Aɲ hena ené kôliɲ kwo pôni iyôŋ ba: ‹Ô› ba, ôbi ô men, hena ené kôli ‹Era› ba, ôbi era men, en kôliɲ mana wuɲê ‹Li aŋga na› ba, ôbi li men, ‹Li ka hen› ba, ôbi li a men.»
LUK.7.9	Kiriɲa Jésu toy kwôlo ôbi kôl hen menba, yiri dôri sari a aɲ ôbi bul uɲé kwônê ɓiɲé ka ô tôri a hen aɲ kôl iyôŋ ba: «En kelêŋge sa iyé *Israyêl kôba, en uwôɲ kwôni wo ayê bôô wori yi môɲ kwo gawra wo na ba, naɲ.»
LUK.7.10	Kiriɲa bay jé heraji uwo menba, bay uwôɲ mana wori na berare niɲ.
LUK.7.11	Menba, Jésu hena Kapêrnayôm ô sa iyére to bay uwôgere Nên hen. Bay tôri naɲ kwônê ɓiɲé ôrji naɲ ɗi. 
LUK.7.12	Kiriɲa bay ba ɗa naɲ iyére menba, bay uwôɲ ɓiɲé ka ay temare ôriɲ ciré erê emé. Kema mana bi wo ma hen na, na pôn nêŋ hari kôbi yori a. Hende na mamne. Ɓiɲé kwône bure ôriɲ sa kamɲê. 
LUK.7.13	Kiriɲa Kelma bôre menba, ture liri ɲa menba, ôbi kôle iyôŋ ba: «Sôm né.»
LUK.7.14	Ôbi uso ɗa aɲ hebe jaare to bay ayiɲ temare hen, ɓiɲé bay ka ay temare hen ɗebe tôŋ menba, ôbi kôl iyôŋ ba: «Kema mana, en kôlem hena ta.»
LUK.7.15	Menba, ôbi temare bi wo hen hena mô ta aɲ iyêl kwôlê. Menba, Jésu ɓiri biɲ yori
LUK.7.16	Ɓiɲé kêm tiniji ge kay men, harê liji a men aɲ bay ay kibi Emen kôl iyôŋ ba: «*Ôbi kibi Emen wo dami hena perêrna men, Emen uwôl tiri sa gawrê kari a men.»
LUK.7.17	Kwôlo bay kôl gengiɲ sa Jésu hen na, ôm naɲ kiriɲ kiriɲ sa iyé Judé men, sa iyére to kwa kwa hen a men.
LUK.7.18	Bay tô Ja ô dôriɲ ôbi iyére toji kwôli are bay ka kêm hen menba, ôbi uwôge bay tôri wôô. 
LUK.7.19	Aɲ jéji ligi Kelma eŋgeriri iyôŋ ba: «Jôbi a na kwo a era hen bi, laba kwo nini mô gemni hen ba ya tô ɗi ba?» 
LUK.7.20	Bay jé bay ka hen sa biɲ ligi Jésu aɲ kôli iyôŋ ba: «Ja ôbi lê batêm a joni yem a bi niné eŋgerem iyôŋ ba, jeré na kwo ré era hen bi, laba kwo niné mô gemni hen ré ba ya tô ɗi ba?»
LUK.7.21	Kiriɲ bay ka hen na, Jésu berare bay ômɲare kwône men, ɓiɲé ka ômɲare to gay gay liji hen men, ka tunu to habiɲ bôrji a hen men, bay tu tiɲ kwône gel kiriɲ dô a men. 
LUK.7.22	Menba, ôbi uwôliɲ bay jé bay ka hen sara iyôŋ ba: «Herêŋge ken ô kôliɲ Ja kwôli aŋga ken toy men, ka ken gel men hen, bay tu tiɲ gel kiriɲ men, bay moré ô ta dô men, bay *terbare berare men, meŋɲê toy kwôlê men, ɓiɲé ka ma béér men, béré Kwôlo Dôri uwôliɲ biɲ bay nimré a men
LUK.7.23	Yi derê yi wô sa kwôni wo ɗi ayê bôô wori aɲ né wô san.»
LUK.7.24	Kiriɲa bay jé ka Ja hôrji niɲ menba, Jésu kôliɲ ɓiɲé kwôli iyôŋ ba: «Na ken ô gelé na mi derô gwôlê hen ba? Gusura wo kal yebageri hen laba, 
LUK.7.25	ken ô gelé na mi ba? Gawra wo tôbe bargay ka dôri laba? Ɓiɲé ka tôbe bargay ka dôri aɲ mô bô derê na, bay mô na iyé kilmé a ɗi. 
LUK.7.26	Niɲba, na mi a kené ô gelé na mi ɗi ba? Ken ô gelé na ôbi kibi Emen wôni ba? Na tu kwôlê a ené ena kelêŋge hen, na ôbi kibi Emen bi, aɲ ôbi gôliɲ ôbi kibi Emen aɲ sôŋ. 
LUK.7.27	Na wô sari ôbi a, na ré liɲ bô magtubu to Emen a kôl iyôŋ ba: ‹Toy, en jé mana wuɲê tumôm a bi ré ɲanê geré wom
LUK.7.28	En kelêŋge perê gawrê ka yébé a yêji hen na, en gel kwôni wo a damɲê môɲ Ja iyôŋ ba naɲ, niɲba, kwo bay bôri môɲ ani ré iyôŋ bô *emê iyére to Emen a hen na, na kwo dami ɗêri.»
LUK.7.29	Kiriɲa ɓiɲé kêm naɲ *bay eŋgé wôgê toy kwôlo Jésu kôl hen menba, bay hôn wo Emen ré na kwôni woɲ derôre aɲ bay biɲ Ja liji batêm. 
LUK.7.30	Niɲba, *Parisiɲêɲê naɲ *bay derê tô tôô to Emen kaɲji aŋga Emen genge wô sarji hen aɲ kaɲiɲ bi Ja ré liji batêm.
LUK.7.31	Jésu hô kôlji iyôŋ ba: «Ɓiɲé bay ka haw hen, na ayêji gengiɲ na naɲ i ba, en hôn né. Bay geliɲ naɲ i ba, en hôn né. 
LUK.7.32	Bay yi mega kamrê ka li wôrê tô geré aɲ kôliɲ yirji iyôŋ ba: ‹Nini ibéŋge têgê menba, ken wôô sara ré men, nini kebe kurôŋ temare menba, ken sôm sara ré a men.› 
LUK.7.33	Wôsa kiriɲa Ja ôbi lê batêm saɲ na, ôbi ôm mapa ré men, yi care ré a men, menba, ken kôl iyôŋ ba: ‹Tunu to habiɲ yi bôri a.› 
LUK.7.34	Nôbi *Kema Gawra en sa aɲ ôm men, yi men, menba, ken kôl iyôŋ ba: ‹Geléŋge ôbi lamê naɲ ôbi kwoyé wo na, ôbi na melaɲ bay eŋgé wôgê naɲ bay têriɲ a men.› 
LUK.7.35	Niɲba, ɓiɲé ka bi bôrji sa tu melênê wo Emen hen na, bay hôn wo tu melênê bi wo hen ré na kwoɲ derôre.»
LUK.7.36	*Parisiɲê wo pôni uwôge Jésu ré ô emê are naɲ ɗi menba, Jésu gey aɲ ô merê kibi emê a naɲ ɗi. 
LUK.7.37	Kiriɲ bay ka hen na, iyore to pôni to sa iyére hende to hen to bay hône gaɲ wô jé lêre wo habiɲ hen so. Hende toy wo Jésu ré mô ôm are iyé Parisiɲê hen ya. Hende aya ider bô murda wo bay li naɲ *albatre hen. 
LUK.7.38	Hende ɗebu si cêgi Jésu si têri
LUK.7.39	Kiriɲa Parisiɲê bi wo uwôga Jésu hen gel hen iyôŋ menba, ôbi kôl bôri a iyôŋ ba: «Hena gawra wo hen henaŋ ré na ôbi kibi Emen ba, ôbi réé henê wo ré na iyore to yôŋ a ré hebiri hen ba men, ôbi réé henê wo hende ré na hendi têriɲ men.» 
LUK.7.40	Menba, Jésu kôli iyôŋ ba: «Simô, na kôlem kwôlê pôn.» Menba, Simô kôli iyôŋ ba: «Kelma kôlen.»
LUK.7.41	Menba, Jésu kôli iyôŋ ba: «Gawra wo pôni ôriɲ naɲ telare tori sa ɓiɲé wôô, kwo pôni naɲ dubu arew men, kwo pôni naɲ dubu môj men. 
LUK.7.42	Ôbi gel wo bay ôriɲ naɲ ani kaɲ têbêri ré menba, ôbi ɗiji telare hende to hen mera. Perê ɓiɲé bay ka wôô hen na, kwo yôŋ a geyé gawra bi wo hen ba?»
LUK.7.43	Simô uwôli sara iyôŋ ba: «Na kwo telare tori mê gaɲ hen a geyéri damaŋ.» Menba, Jésu kôli iyôŋ ba: «Ju kôl na tiri.»
LUK.7.44	Ôbi bul si ligi iyore hende to hen aɲ kôliɲ Simô iyôŋ ba: «Ju gel, iyore hende to hen ba? En era iyére tom a menba, ju bên kam sa tên a ré, niɲba, hende pulen tên naɲ cémne men, mô naɲ gusiri sare a men. 
LUK.7.45	Ju ibe tô man ré hen na, gel wo jeré ɓeren yem a ré, niɲba, kiriɲa hende saɲ yeŋ a ré ibe tên baɲ hen. 
LUK.7.46	Ju bên weŋ san a ré, niɲba, hende bên ider sa tên a. 
LUK.7.47	En kôlem, têriɲ tore to kwôni hende to hen dôriɲ sara niɲ, na ôbi a, hende ré puren damaŋ hen. Kwôni wo bay ɗi bôrji jal sa têriɲ tori to dê hen na, ôbi pur dê iyôŋ men.»
LUK.7.48	Jésu kôliɲ iyore hende to hen iyôŋ ba: «Têriɲ toré dôriɲ sarê.»
LUK.7.49	Ɓiɲé ka mô ôm are naɲ ci hen ɲamniɲ kôl iyôŋ ba: «Gawra wo yôŋ a erê kwôy ɗé bôri jalê sa têriɲ to ɓiɲé hen ba?» 
LUK.7.50	Jésu kôliɲ iyore hende to hen iyôŋ ba: «Ayê bôô woré gôliɲ naɲ mu, ô naɲ bô jalê.»
LUK.8.1	Sem cêgê menba, Jésu ô naɲ sa iyére to dami men, to dê men, wô ulê béré Kwôlo Dôri wo gengiɲ sa *emê iyére to Emen, aɲ bay tôri ka môj kibi wôô hen ô naɲ ɗi. 
LUK.8.2	Yébé ka ôbi dage tunu to habiɲ bôrji a hen men, ka ômɲare to gay gay na liji aɲ ôbi na berareji hen kôba ôrji tôri a men. Perê yébé bay ka hen na, Mari to Magdala to ôbi na dage tunu to habiɲ jurgem bôre a hen kôba, ya men, 
LUK.8.3	Jan tami Suja ôbi berê sa aŋga kelma *Hérôd men, Sujan naɲ yébé ka ɗaŋgi kwône li naɲ Jésu naɲ bay tôri sa aŋga naɲji a hen.
LUK.8.4	Ɓiɲé kwônê hena naɲ sa iyére iyére era sa daɲji ligi Jésu a menba, ôbi kôl kwôlê naɲ gwosore kôl iyôŋ ba:
LUK.8.5	«Sa to pôni gawra wo pôni ô wusé kay cé. Kiriɲa ôbi wuse hen iyôŋ na, ka pôni heriɲ bêŋgê geré menba, tê ɓiɲé ɗiirê men, ciré gôl ôm men. 
LUK.8.6	Ka pôni heriɲ perê jerew a, bay si menba, ma lew wôsa bay uwôɲ kiriɲ ka jôbi ré. 
LUK.8.7	Ka pôni heriɲ perê gesem a, bay ɗebu naɲ gesem na ɓem haji niɲba, gesem na yêrji duu. 
LUK.8.8	Niɲba, ka pôni heriɲ terare to dôri aɲ sarji si dô. Sa ka pôni gusiɲniji ô arew.» Menba, Jésu kôl iyôŋ ba: «Kwôni wo mari ya wô toyiɲ kwôlê bi wo hen ba, bi toy.»
LUK.8.9	Menba, bay tôri eŋgeriri iyôŋ ba gwosore hende to hen bôre na iyeŋ ba? 
LUK.8.10	Menba, ôbi kôlji iyôŋ ba: «Kwoŋge kenbay ba Emen béŋge ken hôn aŋga gengiɲ sa emê iyére tori ka yi kini uwôbêrji a hen, niɲba, ka ɗaŋgi ba, a kôliɲji na naɲ gwosore. Na hen iyôŋ a, bay ré bô kiriɲ niɲba, bay gel ani ré men, bay ré toy kwôlê niɲba, ré hôn bôri ré a men hen. 
LUK.8.11	Bô gwosoy kwôlê bi wo hen a na: kaw ba, na kwôlo Emen. 
LUK.8.12	Kaw bay ka hen na, ka heriɲ tô geré hen na, na ɓiɲé ka toy kwôlê bi wo hen menba, Sidan era sa mêne kwôlê bi wo hen aɲ bôrji a wôsa bay ma ré bê bôrji sara aɲ ma ré gôliɲ. 
LUK.8.13	Ka heriɲ perê jerew a hen na, na ɓiɲé ka toy kwôlê bi wo hen menba, bi bôrji sara naɲ yi derê niɲba, hanêrji naɲ, bay bi bôrji sara sem iyôŋ niɲba, kiriɲa aŋgaɲ lamê uwoɲji menba, bay ɗéɲ mera. 
LUK.8.14	Ka heriɲ perê gesem a hen na, na ɓiɲé ka toy kwôlê bi wo hen niɲba, ermé kwôlê men, kwôli ari uɲé men, yi derê wo tôŋ sa terare a nà liji aɲ bay gese tô ayê bôô woji a ré. 
LUK.8.15	Niɲba, ka heriɲ kiriɲ ka dôri hen na, na ɓiɲé ka toy kwôlê bi wo hen naɲ bôô wo dôri aɲ ɓeriɲ bôrji iyêre liɲ aŋga dôri.»
LUK.8.16	Jésu hô eŋgeriji iyôŋ ba: «Kwôni ɗi tare bô lampa aɲ emné baɲa sara réba ɗéré tô kalaŋ a sa pôn ken gel ba? Hena ôbi ré ɗi tare a bô lampa ba, na wô teré ta gurô pal a aɲ bi ɓiɲé ka era ira ba, ré gel peraŋgêre ré ba? 
LUK.8.17	Wôsa ani ka yi naɲ kini uwôbêrji a ka a ba gelé yirji nô ba, naɲ men, kwôlo ken kôl tô gwôsiɲare a hen na, a hôniɲ men, a yé tu wolé ɗéɲ a men. 
LUK.8.18	Ɗéŋge tu melênê sa yerŋge a sa kwôlê wo ken toy a hen. Kwôni wo hôn are ba, Emen a herê biri bi ré hôn ka ɗaŋgi a sara a niɲba, kwo hôn né hen na, ka dê bay ka ôbi hôn aɲ bô mega ré na aŋga ɗiré hôn hen na, Emen a lê aɲ ôbi a henê bay ka ôbi hôn hen ré niɲ.»
LUK.8.19	Yoo Jésu naɲ yênêri eraji ciré erê ligiri a niɲba, bay nêm erê ɗa yiri a ré wôsa kwône ɓiɲé. 
LUK.8.20	Bay ô kôli iyôŋ ba: «Yom naɲ yênêm ɗibiji nô hen ya, bay gey gelem.»
LUK.8.21	Niɲba, ôbi kôliɲ ɓiɲé iyôŋ ba: «Ɓiɲé ka toy kwôlo Emen aɲ liɲ ariri na, bay a na yon men, yênên men.»
LUK.8.22	Wulê wo pôni Jésu ɗay bô bato a naɲ bay tôri menba, ôbi kôlji iyôŋ ba: «Na ɗayêŋge tera cér wo dami hen.» Menba, bay ɗay ô. 
LUK.8.23	Kiriɲa bay tôri ô wô jibé bato hen iyôŋ menba, Jésu ba yi kum men. Kiriɲ bay ka hen na, kal wo dami ay tô geré aɲ di kam bê a bô bato a. Aɲ bay mô kibi temare a wôsa bato toji hende to hen ta dermiɲ. 
LUK.8.24	Bay era sa eŋni aɲ kôli iyôŋ ba: «*Rabi, Rabi, naa mêniɲ.» Ôbi eŋgiɲ tô kum a, menba, ône kal naɲ mêw, menba, kiriɲ iyer iyêêr mera. 
LUK.8.25	Menba, ôbi kôlji iyôŋ ba: «Ayê bôô woŋge na yôŋ niɲ ba?» Kiriɲ bay ka hen na, harê liji men, tini ge kay a men aɲ bay kôl perêrji a kôl iyôŋ ba: «Ôbi na i aɲa kal naɲ mêw kôba, ré biri kwôlê hen ba?»
LUK.8.26	Bay era sa biɲ kibi cér wo bô emê wo Géraséniɲê si tera naɲ sa terare to Galilé. 
LUK.8.27	Kiriɲa ôbi herbe tôŋ bô bato a menba, gawra wo pôni wo iyére hende to bay herbiɲ ya era ligiri a, na gawra wo tunu to habiɲ bôri a. Aɲ ca yeŋ na, ôbi tôbe bargay ré men, yi bô ira ré a men. Kini yéri na sa kamɲê ɗi. 
LUK.8.28	Kiriɲa ôbi gel Jésu menba, era sa kuriɲ sa têri a kôl kaŋ a ta kôl iyôŋ ba: «Ju gey mi yen a ba, Jésu Kema Emen wo ta, en uwôlem gelen gusiɲ né.»
LUK.8.29	Ôbi kôl hen iyôŋ wôsa Jésu ône tunu hende to hen ré si aɲ bô gawra bi wo hen a. Wôsa têê kwône wo tunu hende to hen geliɲ tiri gusiɲ. Bay harêri naɲ gaŋgi musure men, bay uwôli musure têri a men, wô geméri niɲba, ôbi ka musure hende to hen aɲ, aɲ tunu to habiɲ hende to hen tôri ôriɲ derô gwôlê. 
