MAT.1.1	Taku̱rda-o̱ u̱n baag-o Ye̱so 
LUK.22.22	 wu̱a mer bo̱ Shir e̱sse̱ à. Amba ka wu̱ yase̱ 
LUK.22.23	Ye̱ taknu̱ru̱ citu̱n hi u̱n de u̱n ye̱, “¿Wan wu̱ ne̱ be-u̱r na, wu̱ he no̱m u̱n ka rii-yo à?”
LUK.22.24	Ma-u̱t su̱nu̱te̱ be-de u̱n 
LUK.22.25	Ye̱so ze̱e̱ru̱ ye̱, “Gwo̱mo-ne̱ ye̱ u̱n ya-o-dak, ye̱ ro̱ ye̱ m-kute̱ m-'wo̱ns. Komo ka gwo̱mo-ne̱ ye̱ ro̱ m-ze̱e̱ u̱n hi u̱n de u̱n ye̱, ‘Nay-ne̱ ye̱ u̱n ka hun-ne̱ ye̱.’ 
LUK.22.26	Kaane̱ no̱ he m-nom, go̱s-wu̱ be-u̱r no̱, se̱ wu̱ waragte̱ re̱k-wu̱, komo wa u̱n co, se̱ wu̱ muute̱ hi u̱n de u̱n wu̱ u̱ntu̱n ko-gu̱w.
LUK.22.27	¿Wa ro̱ go̱s-wu̱ ne̱, ka wu̱ she'ete̱ wu̱ reete̱, ko wu̱ no̱me̱ wu̱ hante̱ à? Wu̱ she'ette̱ wu̱ reet à. Amba u̱m ro̱ be-u̱r no̱ u̱ntu̱n wu̱ no̱me̱ wu̱ hante̱ à.
LUK.22.28	“No̱ ro̱ u̱n me̱ ne̱ kap bo̱ u̱n meger-u̱t re. 
LUK.22.29	Komo bo̱ Tato re sagbu̱ me̱ u̱t-gwo̱mo à, kaane̱ u̱m sagbu̱ no̱. 
LUK.22.30	No̱a re̱ no̱a su̱ da-o̱ u̱n gwo̱mo-u̱t re, komo no̱a she'et u̱t-comos remen no̱a piish ma-to̱ u̱n ka baag-u̱t o̱p u̱t-yoor [12] to̱, to̱ o-
LUK.22.31	“Bitrus, Bitrus! Ho̱ge̱! 
LUK.22.32	Amba u̱m ko̱no̱g rem ru, bo̱ wo̱a tuku me̱ o-cin á. Komo o she̱r be u̱n de, o ru̱ o̱r ru ne̱ jaab-o̱ u̱t-me̱n.”
LUK.22.33	Bitrus shasu̱ru̱, “Go̱s-wu̱, u̱m ro̱ zo̱ngse̱ a ke'et me̱ u̱n wo̱ ne̱, u̱m meret komo u̱n wo̱ ne̱!”
LUK.22.34	Ye̱so ze̱e̱ru̱, “Bitrus, me̱ wo̱ m-ru̱re̱, wo̱a no̱m she'-m re o-tet rii-o̱ ke̱e̱g-yo o-kiit kenet.”
LUK.22.35	Ka da-de Ye̱so citu̱ru̱ yan-neke̱-mo̱ u̱n wu̱. “Bo̱ u̱m tomu̱ no̱ ka da-de ba u̱n ba-de u̱n hwo̱r, ba o-ba, ba u̱t-ka'ante̱, ¿ya u̱n yo no̱ taage̱?”
LUK.22.35	Ye̱ shasu̱ru̱, “Ko rii.”
LUK.22.36	Ye̱so ze̱e̱ru̱, “Amba m-mo̱ka, bo̱ u̱n wu̱ ro̱ u̱n ba-de u̱n hwo̱r ne̱ à, ko o-ba, wu̱ dek, komo bo̱ u̱n wu̱ ro̱ ba o-magay à wu̱ beeb matuku-de u̱n wu̱, wu̱ o o-gaan. 
LUK.22.37	No̱m no̱ yo, remen Ma-to̱ Shir to̱ ze̱e̱g, ‘A muut wu̱ 
LUK.22.38	Yan-neke̱-mo̱ u̱n wu̱ ze̱e̱ru̱, “Gwo̱t! Go̱s-wu̱, magay-u̱t yoor-to̱ ka!”
LUK.22.38	Wu̱ shasu̱ru̱, “To̱ bo̱'o̱su̱te̱!”
LUK.22.39	Ye̱so yagu̱ru̱ o-bo̱ wu̱ ruuru̱, bo̱ wu̱ we̱te̱ m-nom à, n-to̱n 
LUK.22.40	Bo̱ wu̱ wo̱ ka be-de à, wu̱ ze̱e̱ru̱ ye̱, “Ko̱n no̱ bo̱ a meger no̱ á.”
LUK.22.41	Ka da-de wu̱ argu̱ru̱ wu̱ yage̱ ye̱ u̱ntu̱n hew-de u̱n jor-o̱ u̱r-ta'ar, komo wu̱ kwu̱ktu̱ru̱ n-dak, wu̱ ko̱nu̱ru̱ Shir. 
LUK.22.42	Wu̱ ze̱e̱ru̱, “Tato re, u̱rege̱ o co̱no̱g, wo̱ yage̱ me̱ m-su̱u̱t ka ko̱o̱b-de á. Anze u̱n co̱n-m re á, amba no̱m bo̱ o co̱ne̱ à.” 
LUK.22.43	Ko 
LUK.22.44	U̱n tu̱k-mo̱ u̱t-me̱n, wu̱ ko̱ne̱ Shir arge̱ n-ga, su̱samb-mo̱ u̱n wu̱ ro̱ m-he̱'e̱n n-dak u̱ntu̱n m-hyó.
LUK.22.45	Bo̱ wu̱ ine̱ be-de u̱s-ko̱n à, wu̱ wargu̱ru̱ be-de u̱n yan-neke̱-mo̱ u̱n wu̱. Wu̱ 'wo̱s ye̱ ro̱ m-rew, ye̱ karag remen hur-de u̱n ye̱ naasu̱te̱. 
LUK.22.46	Wu̱ ze̱e̱ru̱ ye̱, “¿Remen yan o̱ no̱ ro̱tte̱ m-rew? Ine̱ no̱, no̱ ko̱n Shir bo̱ a meger no̱ á.”
LUK.22.47	Ye̱so ro̱ u̱t-ma, bu̱u̱g-de u̱n hun-ne̱ wo̱o̱nu̱ru̱. Wan-gaan be-de u̱n ka o̱p u̱n yoor [12] ye̱, jin-de u̱n wu̱ Yahudas tekne̱te̱ ye̱ co. Wu̱ haanu̱ru̱ be-u̱r Ye̱so wu̱ hamtu̱ru̱ wu̱. 
LUK.22.48	Amba Ye̱so ze̱e̱ru̱, “Yahudas, ¿u̱r-hamat o̱, o he bo̱pse̱ u̱n ya-u̱t-yage̱ 
LUK.22.49	Bo̱ 
LUK.22.50	Wan-gaan be-de u̱n ye̱, kupsu̱ru̱ to̱-o̱ u̱n so̱ u̱n kom-o̱ u̱r-re̱ o̱ u̱n ko-gu̱w-wu̱ u̱n ko-Gwo̱mo-wu̱ u̱n ko̱n-se Shir.
LUK.22.51	Amba Ye̱so ze̱e̱ru̱, “Yagu̱ no̱ kaane̱!” Wu̱ ci'u̱ru̱ to̱-o̱ u̱n ka ne̱t-wu̱, wu̱ dapu̱ru̱ o̱.
LUK.22.52	Ka da-de Ye̱so ze̱e̱ru̱ ko-Gwo̱mo-wu̱ u̱n ko̱n-se Shir, u̱n caari-wu̱ u̱n yan-'er-de u̱n 
LUK.22.53	U̱m ro u̱n no̱ ne̱, ko̱ o̱ ke da-o̱ u̱n 
LUK.22.54	Ye̱ shipu̱ru̱ Ye̱so, ye̱ neku̱ru̱ u̱n wu̱ ne̱, u̱n hur-o̱ u̱n ko-Gwo̱mo-wu̱ u̱n ko̱n-se Shir, Bitrus ro̱ ye̱ m-do̱re̱ n-jim u̱r-hew ne̱. 
LUK.22.55	Yan-hwo̱'o̱t o-ra do̱'o̱g o-ra u̱n te̱te̱-o̱ u̱n hur-o̱ u̱n ko-Gwo̱mo-wu̱ u̱n ko̱n-se Shir, komo Bitrus ro̱ kane̱. 
LUK.22.56	Da-o wan-gaan ne'a be-de u̱n gu̱w-ne̱, hyane̱ wu̱ tara kane̱ be-de o-ra à. Ka ne'a-wu̱ tuuru̱ wu̱ yish. Wu̱ ze̱e̱ru̱, “Ka ne̱t-wu̱ ma 
LUK.22.57	Amba Bitrus she'u̱ru̱, “Ne'a, me̱ nap ka ne̱t-wu̱ á!”
LUK.22.58	O-da hiin, wu̱ ken ne̱t-wu̱ ze̱e̱ru̱ Bitrus, “Wo̱ ma wan-gaan-wu̱ be-de u̱n ye̱!”
LUK.22.58	Amba Bitrus shasu̱ru̱, “Ka ne̱t-wu̱, me̱ wu̱ á!”
LUK.22.59	Bo̱ da-o jimite̱ komo à. Wu̱ ken ne̱t-wu̱ she̱ru̱ru̱ gu̱ng, wu̱ ze̱e̱ru̱. “She-m mo̱ ko̱n á, ka ne̱t-wu̱ ro̱ u̱n do̱re̱ u̱n Ye̱so, remen wu̱ ma ko-ya-o-Gariri-wu̱!”
LUK.22.60	Amba Bitrus shasu̱ru̱, “Ka ne̱t-wu̱, me̱ nap yo wo̱ m-rwo̱r á!”
LUK.22.60	Da-o gaan, wu̱ ro̱ u̱t-ma, kiit-o kanu̱ru̱. 
LUK.22.61	Ye̱so waktu̱ru̱ u̱s-ajima ne̱ wu̱ gwo̱tu̱ru̱ Bitrus, komo Bitrus baksu̱ru̱ Ye̱so ze̱e̱g wu̱, “Wo̱a nom she'e-m re o-tet rii-yo o-kiit yo kenet.” 
LUK.22.62	Bitrus jogu̱ru̱ u̱s-kan.
LUK.22.63	Ka hun-ne̱ ye̱, ye̱ ro̱ u̱n er-u̱r Ye̱so à, ye̱ no̱mu̱ru̱ wu̱ u̱r-ar, u̱s-so̱ro̱g ne̱, ye̱ co̱psu̱ru̱ wu̱ m-ta. 
LUK.22.64	Ye̱ ho̱kku̱ru̱ wu̱ u̱r-magund u̱n yish. Ye̱ citu̱ru̱ wu̱, “¿Wa wo̱su̱ wo̱? Rwo̱r!” 
LUK.22.65	Komo ye̱ nomu̱ru̱ wu̱ ma-to̱ u̱n naas u̱t-me̱n.
LUK.22.66	Bo̱ ish geste̱ à, se̱k-ye̱, u̱n Gwo̱mo-ne̱ ye̱ u̱n ko̱n-se Shir ne̱, u̱n 
LUK.22.67	Ye̱ zee, “Ru̱ru̱te̱, ¿wo̱ ‘
LUK.22.67	Wu̱ shasu̱ru̱, “Me̱ ru̱ru̱ no̱, no̱a dek á. 
LUK.22.68	U̱rege̱ komo u̱m cikt no̱, no̱ hede me̱ m-shas á. 
LUK.22.69	Amba m-mo̱ka, har u̱n co, 
LUK.22.70	Ye̱ ze̱e̱ru̱ kap, “¿Wo̱ wu̱ ro̱, 
LUK.22.70	Wu̱ shasu̱ru̱ ye̱, “No̱ ze̱e̱g hond hond.”
LUK.22.71	Ye̱ ze̱e̱ru̱ komo, “Te̱ co̱n ye̱ he te̱ m-su̱'e̱ á! Te̱ u̱n hi u̱n te̱, te̱ ho̱gu̱te̱ yo wu̱ ze̱e̱ à!”
LUK.23.1	Ka bu̱u̱g-de u̱n hun-ne̱ de inu̱ru̱ kap ye̱ heetu̱ru̱ Ye̱so be-u̱r 
LUK.23.2	Kane̱ ye̱ takne̱ wu̱ sakke̱ u̱t-
LUK.23.3	Ye̱so shasu̱ru̱, “O ze̱e̱g kaane̱.”
LUK.23.4	Ka da-de 
LUK.23.5	Amba ye̱ e̱ks m-'wo̱ns ne̱, “Yoos-de u̱n wu̱ ro̱ m-hante̱ 'yons u̱r-hi be-de u̱n hun-ne̱ ye̱ o-Judiya. Wu̱ takante̱ o-Gariri wu̱ ka wo̱o̱ne̱ komo kane̱.”
LUK.23.6	Da-o̱ ko-Gwamna 
LUK.23.6	Ye̱ shasu̱ru̱, “E̱e̱.”
LUK.23.7	Bo̱ wu̱ nepte̱ Ye̱so rwu̱u̱nte̱ so̱ u̱n dak-o̱ u̱n gwo̱mo-u̱t 
LUK.23.8	Bo̱ 
LUK.23.9	 citu̱ru̱ Ye̱so u̱s-cot de̱e̱n, amba wu̱ shas á. 
LUK.23.10	Gwo̱mo-ne̱ ye̱ u̱n ko̱n-se Shir u̱n 
LUK.23.11	 u̱n karma-ne̱ u̱n wu̱ ne̱ no̱mu̱ru̱ Ye̱so u̱r-ar. Ka da-de ye̱ tu̱pu̱ru̱ Ye̱so co̱p-o̱ u̱t-gwo̱mo ye̱ muutu̱ru̱ wu̱ be-u̱r 
LUK.23.12	Ka ho̱-de 
LUK.23.14	Wu̱ ze̱e̱ru̱ ye̱, “No̱ hantu̱te̱ ka ne̱t-wu̱ be u̱n de. No̱ zee wu̱ ro̱ u̱n e̱gu̱sse̱ u̱n hun-ne̱. M-mo̱ka u̱m me'este̱ wu̱ u̱n co no̱. Komo me̱ hyan wu̱ 
LUK.23.15	Komo 
LUK.23.16+LUK.23.17	Remen kaane̱ man ru̱ a nomu̱ wu̱ u̱s-so̱ro̱g, u̱m ho'os wu̱.”
LUK.23.18	Bu̱u̱g-de u̱n hun-ne̱ 'yonsu̱ru̱ u̱s-co̱r kang-o gaan, “Ho̱ wu̱! Hosu̱ndu̱ te̱ Barabas!” 
LUK.23.19	(A u̱n ka Barabas remen wu̱ hantu̱te̱ u̱r-gu̱n n-me̱ o-bo̱, wu̱ hoom komo hun-ne̱.)
LUK.23.21	Amba ye̱ 'yonsu̱ru̱ u̱s-co̱r, “A kem wu̱! A kem wu̱!”
LUK.23.23	Amba ye̱ dooru̱ 'yons u̱s-co̱r n-to̱n a kem Ye̱so, komo ka yan-'yons u̱s-co̱r ye̱ re̱e̱ru̱ u̱r-ho̱. 
LUK.23.24	Remen kaane̱ 
LUK.23.25	Wu̱ hosu̱ndu̱ru̱ ye̱ wu̱ ye̱ co̱ne̱ à, wu̱ a ka'e̱ remen gu̱n-de wu̱ hante̱ o-bo̱ à u̱n hoom u̱n hun-ne̱ ne̱, komo wu̱ yasu̱ru̱ ye̱ Ye̱so, ye̱ no̱m yo ye̱ co̱ne̱ à u̱n wu̱ ne̱.
LUK.23.26	Karma-ne̱ deku̱ru̱ Ye̱so ye̱ ruuru̱ u̱n wu̱ ne̱. Bo̱ ye̱ ro m-neke̱ à, ye̱ go̱ntu̱ru̱ wu̱ ken ne̱t-wu̱ rwu̱nte̱ o-Kire̱ni jin-de u̱n wu̱ Simo̱n, wu̱ ro̱ m-co̱wo̱n o-bo̱ u̱n ka dak-o̱. Ye̱ bo̱pu̱ru̱ wu̱, ye̱ rwo̱'u̱ru̱ wu̱ de̱k u̱n ka 
LUK.23.27	Bu̱u̱g-de u̱n hun-ne̱ de̱e̱n do̱ru̱ru̱ wu̱, ye̱ ken ne'a-ne̱ ye̱ ro n-me̱ ye̱ ro̱ u̱s-kan. Ye̱ ro̱ m-ho̱ge̱ 'wo̱n-u̱r Ye̱so. 
LUK.23.28	Ye̱so waktu̱ru̱, wu̱ gwo̱tu̱ru̱ ye̱. Wu̱ ze̱e̱ru̱ ye̱, “Ne'a-ne̱ ye̱ o-Urusharima! No̱ 'wo̱n rem re á, amba 'wo̱n no̱ rem no̱, u̱n yakar no̱ ne̱. 
LUK.23.29	Me̱ no̱ m-ru̱re̱ ho̱-u̱r ro̱o̱n, da-o̱ hun-ne̱ he m-ze̱e̱, ‘Ne'a-ne̱ ye̱ kume̱ yakar á, ye̱ bu̱m Shir remen ye̱ mat wan-yaar á.’ 
LUK.23.30	O̱a no̱m da-o̱ hun-ne̱ he m-ze̱e̱ u̱t-haag à ‘He̱'e̱n no̱ te̱ n-to̱n!’ Ye̱a zee u̱t-dor, ‘Wuke̱ te̱ no̱!’
LUK.23.31	Go̱n ka rii-yo a nom, u̱rege̱ hun-ne̱ no̱mo̱te̱ me̱ kaane̱, me̱ wu̱ ro̱ ba 
LUK.23.32	Ye̱ ken hun-ne̱ ye̱ yoor, kap mo̱ u̱n ye̱ hyow-ne̱, a ruute̱ ye̱ remen karma-ne̱ hoot ye̱ u̱n Ye̱so ne̱. 
LUK.23.33	Bo̱ ye̱ wo̱o̱ne̱ de ken be-de a m-ze̱e̱, 
LUK.23.34	Ye̱so ze̱e̱ru̱, “Tato re, soks 
LUK.23.34	Ka da-de karma-ne̱ wo̱ngu̱ru̱ gund-to̱ u̱n wu̱ o-gwambe̱.
LUK.23.35	Hun-ne̱ ro̱ eso ye̱ gu̱t, da-o̱ caari-ye̱ ye̱ u̱n 
LUK.23.36	Karma-ne̱ abu̱n ye̱, nomu̱ru̱ wu̱ u̱r-ar, ye̱ haaru̱ be-de u̱n wu̱. Ye̱ tepbu̱ru̱ wu̱ ke̱-mo̱ o-zambo. Ye̱ ze̱e̱ru̱,
LUK.23.37	“Gu hi u̱n du u̱rege̱ wo̱ ko-Gwo̱mo-wu̱ u̱n 
LUK.23.38	Ye̱ ge̱nu̱ru̱ ka gom-to̱ ye̱ kemu̱ru̱ wu̱ to̱ yow yow u̱r-hi ne̱: “Ko-Gwo̱mo-wu̱ u̱n 
LUK.23.39	Wan-gaan be-de u̱n ka hyow-ne̱ ye̱, ye̱ a kame̱ kane̱ à, ru̱ru̱ Ye̱so ma-to̱ ba u̱r-bon: “¿Wo̱ wu̱ ka ro̱ 
LUK.23.40	Ka wan-gaan-wu̱, huru̱ru̱ wu̱ u̱t-gaag, wu̱ ro̱ m-ze̱e̱, “¿Wo̱ u̱n gye̱r u̱n Shir á? A m-swo̱ u̱r-ko̱o̱b hond hond u̱n wu̱ ne̱. 
LUK.23.41	De ma na ko̱o̱b-de hond hond o̱ be-u̱r na, remen a go̱kste̱ yo depe̱ na à, amba wu̱, wu̱ no̱m 
LUK.23.42	Komo wu̱ ze̱e̱ru̱ Ye̱so, “Ye̱so, baks u̱n me̱ ne̱, da-o̱ o he m-mu̱u̱n u̱t-gwo̱mo ne̱ à!”
LUK.23.43	Ye̱so shasu̱ru̱ wu̱, “U̱m esu̱te̱ wo̱ caane̱, wo̱a tu̱w 
LUK.23.44+LUK.23.45	Ho̱-u̱r ro̱ u̱r-hi, comb-o swo̱o̱nu̱ru̱ ho̱no o-dak har da-o de shate̱ à. Komo gund-o̱ m-nu̱ o̱ wo̱ngse̱ 
LUK.23.46	Ye̱so 'yonsu̱ru̱ u̱s-co̱r, “Tato re! U̱m ru̱ste̱ ku̱kt-to̱ re u̱n kom-u̱t ru!” Bo̱ wu̱ zette̱ kaane̱ à, wu̱ maru̱ru̱.
LUK.23.47	Se̱k-wu̱ wu̱ u̱n karma-ne̱ hyanu̱ru̱ yo no̱me̱ à, wu̱ bo̱mu̱ru̱ Shir, wu̱ ro̱ m-ze̱e̱, “Nip-o̱ ka ne̱t-wu̱ ne̱t kashi-wu̱!”
LUK.23.48	Da-o̱ hun-ne̱ ye̱ mo̱rge̱ kane̱ à, hyane̱ yo no̱me̱ à, ye̱ ji'u̱ru̱ o-hur kap. Ye̱ ro̱ u̱n wo̱s u̱n be-de u̱n ye̱ u̱n tu̱k-mo̱ u̱t-me̱n. 
LUK.23.49	Amba kap ye̱ nape̱ Ye̱so u̱n hi u̱n de u̱n ye̱ à, ye̱ e̱ssu̱ru̱ u̱r-hew ne̱ ye̱ gu̱t, mo̱sse̱ u̱n ne'a-ne̱ ne̱ ye̱ do̱nde̱ wu̱ so̱ o-Gariri à.
LUK.23.50+LUK.23.51	Wu̱ ken ne̱t-wu̱, wu̱ a m-ze̱e̱ 
LUK.23.52	Wu̱ haaru̱ be-u̱r 
LUK.23.53	Wu̱ de̱ku̱ru̱ ka u-de, wu̱ yereru̱ u̱n o̱ ken gund-o̱, wu̱ ru̱ssu̱ru̱ u̱n saag-o̱ a bo̱'e̱ be-de o-ta'ar à, o̱ a ro jo̱kke̱ ne̱t á. 
LUK.23.54	Ho̱-de u̱r-Jaw de, 
LUK.23.55	Ka ne'a-ne̱ ye̱, ye̱ do̱nde̱ Ye̱so so̱ o-Gariri à, neku̱ru̱ u̱n 
LUK.23.56	Ka da-de ye̱ wargu̱ru̱ o-hur, ye̱ zo̱ngu̱ru̱ u̱n saw-to̱ m-no̱w mo̱ m-shi'igin ne̱, remen wu̱r-o Ye̱so. Ye̱ wu̱wu̱ru̱ 
LUK.24.1	N-sot, n-sot, ho̱-de o-Rahadi, ka ne'a-ne̱ ye̱ haaru̱ be-de o-saag, ye̱ ro u̱n ka saw-to̱ m-no̱w to̱ ne̱. 
LUK.24.2	Ye̱ 'wo̱s a doste̱ ka ta'ar-o̱, o̱ a ho̱kte̱ ish-o̱ u̱n saag à, 
LUK.24.3	Ye̱ co̱wu̱ru̱ n-me̱, amba ye̱ hyan u-u̱r Ye̱so Go̱s-wu̱ á. 
LUK.24.4	Ye̱ e̱su̱ru̱ kane̱ ba u̱n nap u̱n yo ye̱ he m-no̱m á, u̱n gyept-o̱ u̱n yish campo̱-ne̱ ne̱n yoor u̱n gund-to̱ m-ku̱kar ne̱ wo̱o̱nu̱ru̱ yow yow u̱n ye̱ ne̱. 
LUK.24.5	Gye̱r-o ho̱o̱ru̱ ye̱, ka ne'a-ne̱ ye̱ kwu̱ktu̱ru̱ n-dak. Ka campo̱-ne̱ ye̱ ze̱e̱ru̱, “¿Yan yo no̱ ro̱tte̱ u̱n hoob-o̱ u̱n wan-ho̱o̱g be-de u̱n margan-ne̱? 
LUK.24.6	Wu̱ ro̱ ko̱n kane̱ á, Shir 'yonsu̱te̱ wu̱. Baks no̱ yo wu̱ zee no̱ da-o̱ wu̱ ro'e̱ o-Gariri à. 
LUK.24.7	A bo̱pse̱ ya-u̱r-ba'as ‘
LUK.24.8	Ka da-de ka ne'a-ne̱ ye̱ baksu̱ru̱ ma-to̱ u̱n wu̱. 
LUK.24.9	Ye̱ yagu̱ru̱ be-de o-saag, ye̱ haaru̱, ye̱ ru̱ru̱ 
LUK.24.10	Ka ne'a-ne̱ ye̱ ka, 
LUK.24.11	Amba 
LUK.24.12	Amba Bitrus inu̱ru̱ wu̱ ruuru̱ o-rek wu̱ haaru̱ be-de o-saag. Wu̱ kaktu̱ru̱, wu̱ hyanu̱ru̱ ka gund-o̱ a yere̱ Ye̱so à, amba u-u̱r Ye̱so ro̱ ko̱n komo á. Ka da-de wu̱ wargu̱ru̱ o-hur, wu̱ ro̱ u̱s-barag-se u̱n yo no̱me̱ à.
LUK.24.13	Ka ho̱-u̱r gaan-de 
LUK.24.14	Ye̱ ro̱ u̱t-orom to̱ u̱n rii-yo no̱me̱ à. 
LUK.24.15	Bo̱ ye̱ ro̱ te̱p u̱t-orom à, Ye̱so wo̱o̱nu̱ru̱ yow yow wu̱ ro̱ m-neke̱ u̱n ye̱ ne̱. 
LUK.24.16	Ye̱ hyanu̱ru̱ wu̱, amba ye̱ hoks wu̱ m-nap á. 
LUK.24.17	Ye̱so ze̱e̱ru̱ ye̱, “¿Yan yo no̱ m-orome̱, bo̱ no̱ m-neke̱ à?”
LUK.24.17	Ye̱ e̱su̱ru̱, co-u̱s ro̱ naase̱. 
LUK.24.18	Wan-gaan-wu̱ a m-ze̱e̱ Ku̱repas, citu̱ru̱ wu̱, “Wo̱ wu̱ cot ko-hamat kane̱ o-Urusharima, wu̱ nape̱ rii-yo no̱me̱ kane̱ u̱n ka ho̱-to̱ á.”
LUK.24.19	Ye̱so citu̱ru̱, “¿Yo ke rii-yo?”
LUK.24.19	Ye̱ shasu̱ru̱, “Rii-yo no̱me̱ Ye̱so ko-ya-o-Nazaret à. Ko-yan-Rwo̱ru̱ u̱n Ma-to̱ Shir wu̱ ka ne̱t-wu̱, komo Shir ya'ag wu̱ u̱r-be̱e̱b be-de u̱n hun-ne̱, kap yo wu̱ zee, u̱n yo wu̱ no̱me̱ ne̱ à. 
LUK.24.20	Gwo̱mo-ne̱ ye̱ u̱n ko̱n-se Shir be u̱n te̱, u̱n ya-o-dak-ne̱ heete̱ wu̱ be-u̱r 
LUK.24.21	Komo kane̱ te̱ hwo̱ u̱r-hur, wu̱ he rwo̱ u̱n ya-o-
LUK.24.22	Ye̱ ken ne'a-ne̱ ye̱, u̱n bu̱u̱g u̱n te̱ rwo̱'o̱g te̱ u̱s-barag, ye̱ haag u̱n gas-o ish be-de u̱n saag. 
LUK.24.23	Amba ye̱ hyan u-de u̱n wu̱ á. Ye̱ mu̱u̱nte̱, ye̱ ro̱ m-ze̱e̱ ye̱ hyanag u̱t-hyangan 
LUK.24.24	Ye̱ ken ye̱ u̱n bu̱u̱g u̱n te̱ haag u̱n ka saag-o̱ komo ye̱ 'wo̱ste̱ bo̱ ka ne'a-ne̱ ye̱ ze̱e̱ à, amba ye̱ hyan wu̱ á.”
LUK.24.25	Ka da-de Ye̱so ze̱e̱ru̱ ye̱, “No̱ m-raag ne̱, komo u̱n ho'os o-wu̱r ne̱ be-de u̱n go̱ks u̱n ko̱ yo ke yo yan-Rwo̱ru̱ u̱n Ma-to̱ Shir zee à! 
LUK.24.26	Amba Shir ze̱e̱g 
LUK.24.27	Ye̱so ru̱ru̱ ye̱ yo Ma-to̱ Shir zee mo̱sse̱ u̱n wu̱ ne̱ à, wu̱ taknu̱ru̱ u̱n yo taku̱rda-o 
LUK.24.28	Bo̱ ye̱ wo̱o̱nte̱ yow yow u̱n ka bo̱-de ye̱ ro̱ m-ha ne̱ à, Ye̱so no̱mu̱ru̱ sa o zee o-co wu̱ arge̱. 
LUK.24.29	Amba ye̱ mu̱u̱ntu̱ wu̱ jim ye̱ ro̱ m-ze̱e̱, “She'et be u̱n te̱, ho̱-u̱r teeste̱ te̱t-m mo̱ m-no̱m.” Wu̱ haaru̱ wu̱ she'ete̱ u̱n ye̱ ne̱. 
LUK.24.30	Wu̱ she'etu̱ru̱ wu̱ reet rii-yo m-re̱ u̱n ye̱ ne̱, wu̱ deku̱ru̱ u̱r-buro̱di, wu̱ hu̱u̱ru̱ de nu-o̱ u̱r-bon, ka da-de wu̱ catu̱ru̱ de wu̱ yasu̱ru̱ ye̱. 
LUK.24.31	Ka da-de yish-ye̱ u̱n ye̱ upsu̱ru̱, ye̱ napu̱ru̱, u̱nze Ye̱so wu̱, amba ye̱ do wu̱ m-hyan á. 
LUK.24.32	Ye̱ ze̱e̱ru̱ hi u̱n de u̱n ye̱, “A no̱mo̱g o-zak de̱e̱n da-o̱ wu̱ te̱psu̱ na u̱n co̱w à, komo wu̱ ru̱ru̱ na yo Ma-to̱ Shir zee à.”
LUK.24.33	Ye̱ inu̱ru̱ da-o gaan, ye̱ wargu̱ru̱ o-Urusharima. Kane̱ ye̱ 'wo̱sse̱ 
LUK.24.34	ye̱ ro̱ m-ze̱e̱, “Nip-o̱ Go̱s-wu̱ inu̱te̱! Simo̱n hyanag wu̱!”
LUK.24.35	Ka ne̱n yoor-ye̱, dooru̱ ye̱ m-ru̱re̱ u̱n yo no̱me̱ u̱n co̱w à, komo bo̱ ye̱ nape̱ wu̱ da-o wu̱ caate̱ u̱r-buro̱di à.
LUK.24.36	Bo̱ ka ne̱n yoor-ye̱ ro ye̱ m-ru̱re̱ kaane̱ à, kane̱ Go̱s-wu̱ u̱n hi u̱n de u̱n wu̱ e̱su̱ru̱ eso be-de u̱n ye̱. Wu̱ gassu̱ru̱ ye̱.
LUK.24.37	Ye̱ ho̱gu̱ru̱ o-gye̱r, ye̱ zee ko̱ ku̱kt-o̱ u̱n ko-marimar o̱. 
LUK.24.38	Amba wu̱ ze̱e̱ru̱ ye̱, “¿Remen yan o̱ no̱ ro̱tte̱ o-gye̱r? ¿Remen yan o̱ no̱ ro̱tte̱ das das? 
LUK.24.39	Gwo̱t no̱ kom-u̱t re u̱n na-u̱s re ne̱, no̱a hyen me̱ wu̱ u̱n hi u̱n de. Ci no̱ me̱, no̱ nept, remen ku̱kt-o̱ u̱n ko-marimar ro̱tt to̱ wu̱r-o̱ m-ap u̱t-caar ne̱ á, bo̱ no̱ hyane̱ u̱m ro̱ à.”
LUK.24.40	Bo̱ wu̱ zette̱ kaane̱, komo wu̱ kutu̱ru̱ ye̱ kom-to̱ u̱n wu̱ u̱s-na ne̱. 
LUK.24.41	Kap u̱n kaane̱ ne̱ ye̱ go̱ks á, zak-o ho̱o̱g ye̱, u̱t-hyat ne̱. Wu̱ citu̱ru̱ ye̱, “¿No̱ u̱n rii-yo m-re̱ ne̱ kane̱?” 
LUK.24.42	Ye̱ yasu̱ru̱ wu̱ bek-o̱ o-jan hense̱. 
LUK.24.43	Wu̱ de̱ku̱ru̱ yo wu̱ ti'u̱ru̱ u̱n hyan-o u̱n ye̱.
LUK.24.44	Ka da-de wu̱ ze̱e̱ru̱ ye̱, “Ka rii-yo u̱m ru̱ru̱ no̱ à, yo ro kon da-o̱ u̱m ro̱'e̱ u̱n no̱ ne̱ à: Kap yo a ge̱ne̱ mo̱sse̱ u̱n me̱ ne̱ à, be-de u̱n 
