MAT.1.1	Kalara
LUK.2.4	Yosef nyè fë angatye a Galilea, a tisòn Nazaret, abëdë a Yudea, a tisòn David ya baloe na Betleem, (amu angabë mod ya nda-bod ai dzal David) 
LUK.2.5	na akë tilban ai Maria ya angabë ai nyè mëtiṅ më alug
LUK.2.6	Bëtoa we, ndò mëlu yë na abye mëngatoban, 
LUK.2.7	ndò angabye ntol ndoman
LUK.2.8	Bënòni biyëm bëngabë a nnam te, bëboo a nsëṅ, bënòniṅi mintomba miaban ai alu. 
LUK.2.9	Ndò englès Nti angasubu bò babi, duma Nti ayaman abë bò, bëngambara eyëgan. 
LUK.2.10	Englès nyè ai bò na: Të miambara, amu mayëdan mina sug ya abui mintag; mintag mite miayi bò asu nnam osë, 
LUK.2.11	na, ana hi, nkode ya anë Kristus Nti abyali mina a tisòn David. 
LUK.2.12	Ndëm nyi mavë mina: Miayi kòb ebòbòg mòn efaṅa a biyie, eboo a ebëg. 
LUK.2.13	Etye te, mod nkunda ya minkan ya yob antoa ai englès, bëngalugu Zamba, bò na: 
LUK.2.14	Duma ai Zamba a yob ete; mfa ya si, mvoè a zaṅ e bod adiṅ. 
LUK.2.15	Eyòṅ benglès bëngakèan ai bò ha, bëkëlë a yob, bënòni mintomba bëngadzo bò bò na: Ntaman kë a Betleem na bikë yen e dzam abòban di, a Nti akuli bia di. 
LUK.2.16	Mbò bakë ba avol avol, bëkòbò Maria ai Yosef, ai ebòbòg eboo a ebëg. 
LUK.2.17	Ayënë bëngayen, bëyëmë e dzam bëngakad bò atyan ai e mòn nyò. 
LUK.2.18	E bod bësë bëwogo bëngakam e mam bënòni biyëm bëkada bò. 
LUK.2.19	Maria abaala e mam ma, abindigi mò a nnëm woe. 
LUK.2.20	Bënòni biyëm bëdugan, bëtaman, bëluugu Zamba asu e mam mësë bëwogo, bëyënë fë anë bëngakad bò. 
LUK.2.21	Eyòṅ mëlu mwom mëngatoban na bakele nyè
LUK.2.22	Eyòṅ mëlu më efubu nyòl mëngatoban anë mvende Moses yabende, ndò bakë ai nyè a Yerusalem na batuni nyè Nti, 
LUK.2.23	akyaè ya lënë ntilan a mvende Nti na: E mòn fam osë ayaè esog nyia ayi bò ngab Nti
LUK.2.24	ai na bëtuni akyaè ya anë mbendan a mvende Nti: Abëṅ abè, ngë ki na bitòṅ bi adu bibè
LUK.2.25	Ndò hm, mod ziṅan gabë a Yerusalem dzoe na Simeon, mod te atoa sosoo, atoa fë mod ngogëlan, ayanga evòli Israel, Mfufub Nsisim atoa abë nyè. 
LUK.2.26	Mfufub Nsisim angakuli nyè na angâyen ki awu osusua yë na ayen Kristus
LUK.2.27	Ndò hm akë a tempel ai ngul Nsisim. A bëbonde bënyian ai Yesus na babò ai nyè mëtum më mvende, 
LUK.2.28	nyè anòṅò fò nyè a mò ha, angataman Zamba nyè na:
LUK.2.29	A Nti, soege hm etuga dzoe etoa dzi a mvoè anë ongadzo,
LUK.2.30	amu mis mama mayen akode doe
LUK.2.31	ya ongakomëzan a mis minnam misë!
LUK.2.32	Mfyè ya wakulan asu mëyòṅ, duma nnam woe Israel.
LUK.2.33	Esya ban nyia bëngakam e mam bëdzoo mëtyan ai nyè.
LUK.2.34	Simeon angataman bò
LUK.2.35	-ndò fë nyamëla okëṅ yayi wa tub nnëm- asu yë na mintsogan ya abui minnëm mikulan. 
LUK.2.36	Ndò fë Anna, profet mininga, ngòn Fanuel, a ayòṅ Azer, angabë antoa ya nnom eyëgan; eyòṅ angalug ndò anganyiṅ ai nnom bisëb zamgbal, 
LUK.2.37	ndò angaligi nkus akui a bisëb mëwom mwom ai binyii; angabë të kodo a tempel, alugu Zamba ai eki bidi ai ngogëlan tò ai alu tò ai amos. 
LUK.2.38	Abog te, ndò angasuan, angakaṅ Zamba, angalèè e bod bësë bëyanga akode Yerusalem adzo die te. 
LUK.2.39	Eyòṅ bëngadzala mam mësë ya mvende Zamba, ndò badugan a dzal daban Nazaret, a Galilea. 
LUK.2.40	Mòngò anganaṅ, angawon ai fëg, maa Zamba atoa ai nyè.
LUK.2.41	Bëbonde boe bëkarëga kë a Yerusalem mbu osë a abog Paska. 
LUK.2.42	Eyòṅ angakui mimbu awom ai mibè
LUK.2.43	mëlu më abog mëmana; A bëdugan ha, Yesus mòngò aligi a Yerusalem, bëbonde boe të yëm. 
LUK.2.44	Bëngabë tsogo na anë a esamba; ndò bawulu ntye amos, bëkèè hm na badzëṅ nyè a bivuvuman biaban ai mëyëman maban; 
LUK.2.45	mbol të nyè yen, ndò badugan a Yerusalem, bakë badzëṅ nyè. 
LUK.2.46	A mvus mëlu mëlè, ndò bakòb nyè a tempel, atoa a zaṅ bëyëgëlë, avogolo bò, asiligi bò minsili. 
LUK.2.47	E ba bësë bëvogolo nyè bëngakam akëṅ die ai biyalan bie. 
LUK.2.48	Ayen bëngayen nyè, ndò bakam, nyia nyè ai nyè na: A mònam, a dze ohë bò bia na? Yënë anë bia esoa biakë biadzëṅ wa ai wòṅ osë a minnëm. 
LUK.2.49	Nyè ai bò na: A dze mihë dzëṅ ma? Nga miayëm na mayean tòbò e hom mam më tara mënë
LUK.2.50	Bò ha të wog e dzam akada bò. 
LUK.2.51	Ndò angasigi ai bò, akëlë a Nazaret, abò bò mëwog. Nyia abaala të e mam mësë ma a nnëm. 
LUK.2.52	Yesus anganaṅ a fëg ai a mimbu, ai maa asòò abë Zamba ai a bod.
LUK.3.1	A mbu awom ai tana ya edzoe Kaiser Tiberius
LUK.3.2	Annas ban Kaifas bëtoa bëfada bënen, ndò ebug Zamba engasò abë Yohannes mòn Zakarias a nkod-nnam. 
LUK.3.3	Angakë a nkòṅ nnam Yordan osë, abendëge ṅduan avëṅan asu evaa minsëm, 
LUK.3.4	akyaè anë ntilan a kalara bibug bi profèt Isaias na: Kiṅ e mod abam a nkod-nnam: Koman zen Nti, limëṅan mëzen moe, 
LUK.3.5	mbimbiṅ osë wayi dzalëban, nkol osë ai nkol tòg wayi dzòdiban, nkòt zen wayi bò tëtëlë, e hom bikondog omana senëban. 
LUK.3.6	Abog te mod osë ayi yen akode Zamba
LUK.3.7	Angabë adzoo ai e bod bëngamana bugi na bazu duuban abë nyè na: A mvòṅ nyòò, za alëb mina na mitub olun wazu? 
LUK.3.8	Wuman bibuma bi avëṅan, të miakèè na miadzo a minnëm mian na: bibëlë esya, ṅnyè anë Abraham. Amu makad mina na Zamba anë dzam bò na bòn bëbyali Abraham a e ngòg nyi. 
LUK.3.9	Ovon ombëmë ya a ndi ele. Ele esë enë të wum mbëmbë ebuma, atsig dzò, awoa dzò a ndoan. 
LUK.3.10	Minkunda mingasili nyè na: Bizu hm bò ya? 
LUK.3.11	Nyè ai bò na: E mod abëlë biwòman bibè, avaag e nyò abëlë ki; e nyò ki abëlë bidi abòòg fë dzam dëda. 
LUK.3.12	Bënòṅò bë ntòlò bò fë bëngazu duuban abë nyè, bò ai nyè na: A Nti, dze biayean bò? 
LUK.3.13	Nyè ai bò na: Të miayed mòni alodo abim layean. 
LUK.3.14	Bëzimbi bëngasili nyè na: Mfa waan ki, bibò ya? Nyè ai bò na: Të miabò bingat; të miasòman a nkòt; tòban mintag ai maan man. 
LUK.3.15	Mbol bod bëyanga, bëlaṅëdan fë adzo Yohannes a minnëm miaban, na yë ṅnyè anë Kristus ana, 
LUK.3.16	Yohannes nyè ai bò bësë na: Ma, madu mina a mëndim. E nyò anë ngul alodo ma azu; masëki nyè dzam suli nkòl ngob. E nyòlò te ayi mina du a Mfufub Nsisim ai a ndoan. 
LUK.3.17	Abëlë esëgëzë a mò, abò nsëṅ woe mfuban ete, akoan ngòn a mëngunda moe, bivula mbiè ayi digi a e ndoan enë të dim. 
LUK.3.18	Angabë akada bod mbëmbë foe ai abui mam mëfë nala. 
LUK.3.19	Angakòṅan ai Herodes, ndzoe nnam, etòm Erodiada, nga manyaṅ ai asu bëbe bë mam bësë Herodes angabë abòòg, 
LUK.3.20	adugan bag e di a yob, ndò angafèd Yohannes a mimbog.
LUK.3.21	Angabò na, eyòṅ bod bësë bëza duuban ha, ndò Yesus nyè fë angaduuban; eyòṅ akogëlan ha, ndò yob wayaaban, 
LUK.3.22	Mfufub Nsisim angasus nyè a nyòl, atoa ha anë obëṅ, kiṅ esò fë a yob na: Wa onë ndindiṅ mòn wama, wa mafuu nnëm.
LUK.3.23	Eyòṅ Yesus atarigi esye dzie, atoa dzam bò mimbu mëwom mëlè, bëdzo na mòn Yosef
LUK.3.24	man Mattat, man Levi, man Melki, man Yannai, man Yosef, 
LUK.3.25	man Mattatias, man Amos, man Nahum, man Esli, man Naggai 
LUK.3.26	man Maat, man Mattatias, man Semein, man Yosek, man Yoda, 
LUK.3.27	man Yoanan, man Resa, man Zorobabel, man Salatiel, man Neri, 
LUK.3.28	man Melki, man Addi, man Kozam, man Elmadam, man Er, 
LUK.3.29	man Yesus, man Eliezer, man Yorim, man Mattat, man Levi, 
LUK.3.30	man Sumeon, man Yuda, man Yosef, man Yonam, man Eliakim, 
LUK.3.31	man Melea, man Menna, man Mattata, man Natam, man David, 
LUK.3.32	man Yesse, man Yobed, man Boaz, man Sala, man Naason, 
LUK.3.33	man Aminadab, man Admin, man Arni, man Esrom, man Fares, man Yuda, 
LUK.3.34	man Yakob, man Isaak, man Abraham, man Tara, man Nakor, 
LUK.3.35	man Seruk, man Ragao, man Falek, man Eber, man Sala, 
LUK.3.36	man Kainam, man Arfaksad, man Sem, man Noe, man Lamek, 
LUK.3.37	man Matusala, man Enok, man Yaret, man Maleleèl, man Kainam, 
LUK.3.38	man Enos, man Set, man Adam, man Zamba.
LUK.4.1	Yesus atoa ndzalan ai Mfufub Nsisim, ndò angakodo a Yordan, Nsisim okë ai nyè a nkod-nnam, 
LUK.4.2	mëlu mëwom mënyii, Satan abobolo nyè. Mëlu mëte, nyè ha të di dzom; a mvus mëlu mëte, zie engakòn nyè. 
LUK.4.3	Satan nyè ai nyè na: Ngë onë mòn Zamba, kada e ngòg nyi na evëṅan mbaṅëla. 
LUK.4.4	Yesus nyè ai nyè na: Anë ntilan na: Mod anyiṅ ki hë ai mbaṅëla etam
LUK.4.5	Ndò abed ai nyè, alëdë nyè bidzoe bisë ya si eyòṅ dzia, 
LUK.4.6	Satan nyè ai nyè na: Mayi wa vë edzoe esë dzi ai duma ya ete, amu bëngavë ma dzò ndò mavë dzò e mod madiṅ na mavë. 
LUK.4.7	Mfa woe, ngë olumbu a si na walugu ma, bisë biawoge ai wa. 
LUK.4.8	Yesus nyè na: anë ntilan na: Olugu Nti Zamba woe, ndò fë osye hë nyè etam
LUK.4.9	Ndò akë ai nyè a Yerusalem, atëlë nyè a nkom ndil tempel, nyè ai nyè na: Ngë onë mòn Zamba, woaga wamen a si. 
LUK.4.10	Amu anë ntilan na: Ayi bende benglès boe asu doe na bëkala wa
LUK.4.11	ai na: Bayi wa bëgë a mò, asu yë na të mëkol moe matobe a ngòg
LUK.4.12	Yesus nyè ai nyè na: bëngadzo na: Të wabobolo Nti Zamba woe
LUK.4.13	Amana Satan angamana kan mëbobëla esë, ndò angakèan ai nyè, alama të eyòṅ efë.
LUK.4.14	Ndò Yesus angadugan a Galilea ai ngul Nsisim. Foe dzie eyaman fò a nkòṅ nnam osë. 
LUK.4.15	Ayëgëlë a mënda bikoan maban, bod bësë bëtaman nyè.
LUK.4.16	Ndò hm akë a Nazaret
LUK.4.17	Ndò bëngavë nyè kalara profet Isaias; ayaè kalara, ayënë e hom ongabë ntilan na: 
LUK.4.18	Nsisim Nti onë ai ma, amu angawòbò ma mbòn na mëkad mimbubua mbëmbë foe; angalom ma na mëbende mimbog na basoeban, ai mindidim na bayen, mësoe bò fili, 
LUK.4.19	na mëbende mbu maa ya waanyëb
LUK.4.20	Ndò afèd kalara, akalan nyè mod bisye, atobò a si. Mis më bod bësë ya nda bikoan ha mëbëbëgë hë nyè. 
LUK.4.21	Akèè hm na akad bò na: Ebug dzi etoban a mëlò man amos di. 
LUK.4.22	Bësë bëngataman nyè, bëngakam bibug bi maa bikui nyè a anyu, bëngadzo na: Së mòn Yosef nyò a? 
LUK.4.23	Nyè ai bò na: Miayi hm fò ma kad na: A ngëngaṅ, sye wamen. E mam mësë biawog na wabò a Kafarnao, bò mò a dzal doe ha. 
LUK.4.24	Nyè na: Amen, amen, makad mina na, bakëkam profèt ziṅ a dzal die. 
LUK.4.25	Makad mina bëbëla na: Abui minkus lëngabë abog Elias a Israel eyòṅ yob ongafèdban mimbu milè ai ngòn esaman, eyòṅ ngul zie engabë a nnam, 
LUK.4.26	dzam da Elias andzëki lomban abë tò mbòg mbòg. Angalomban abë nkus mininga ya Sarepta ya Sidon. 
LUK.4.27	Ndò fë minzëzam mingabë abui a Israel a abog profet Eliseus, hë da tò mbòg andzëki fububan së na Naman, man Siria. 
LUK.4.28	E ba bësë bëwogo e mam ma a nda-bikoan bëdzie ai olun, 
LUK.4.29	ndò batëbë, bëkuli nyè a ṅnyie tisòn, bëkëlë ai nyè a anyu mbimbiṅ, a nkol a yob ya tisòn dzaban engabë nloṅan ete, asu yë na basogolo nyè a si. 
LUK.4.30	Nyè ha angalod të fë bò a zaṅ, akëlë zen dzie.
LUK.4.31	Ndò angakë a Kafarnao, tisòn ya Galilea. Angayëgëlë bò a amos sabbat. 
LUK.4.32	Bëngakam fò ayëgëlë die, amu ebug dzie engabë ai ngul. 
LUK.4.33	A nda bikoan ha, mod ziṅan gabë abëlë mvit nsisim a nyòl, angabam a yob ete na: 
LUK.4.34	Bia wa biakuan dze, a Yesus man Nazaret? Yë wasò na wazu bia mana? Mayëm wa, onë Mfufubu Zamba. 
LUK.4.35	Yesus abama ai nyè na: Ku evol, okui fë nyè a nyòl. Ndò mbë nsisim awoa nyè a si a zëzaṅ bod, akodo nyè a nyòl, tègè nyè dugan kòb. 
LUK.4.36	Wòṅ okuu fò bod bësë a nyòl, bëngadzo bò bò na: Za akyaè ayëgëlë di, na abam ai bëbe minsisim ai ngul, ai edzoe, mingakui a nsëṅ. 
LUK.4.37	Foe dzie etsaman a nkòṅ nnam te osë.
LUK.4.38	Ndò angakodo a nda bikoan hala, anyian a nda Simun. Nkyè mininga Simun angabë akònò ngul fiba, ndò bakad nyè adzo die te. 
LUK.4.39	Ndò atëbë e hom angabë, atëbëlë fiba, fiba akodo nyè a nyòl. Etye te, akodo a si, angasye bò. 
LUK.4.40	Ai mëyimbi më dzobo, ndò bazu ai nyè e ba bësë bëkònò kan akòn esë. Angabede mod osë wò a nlo, bod bëngabò mvoè. 
LUK.4.41	Bëbe minsisim bëngakui abui bod a nyòl bëdzoo na: Wa onë mòn Zamba. Angabam, të bò dzoge na bëkòbò, amu bëyëmë na anë Kristus.
LUK.4.42	Ai mëlende më kidi, ndò akui, akëlë a fëfëlë etam. Minkunda mingadzëṅ nyè, ndò bakui e hom angabë, bëngadzëṅ na babi nyè na të akodo e hom bënë. 
LUK.4.43	Nyè ai bò na: Mayean fë yedan mbëmbë foe edzoe Zamba a bëtisòn bëfë, amu asu te ndò bëngalom ma. 
LUK.4.44	Angakë ayedan a mënda bikoan ya Yudea.
LUK.5.1	Ntye bod bëvudu nyè edinga a nyòl ha, bëvogolo ebug Zamba, nyè angabë atëlë a ntsag maṅ më Genesaret, 
LUK.5.2	ndò ayen bifunga bibè babi ai kindig maṅ. Bëlòb bë kòs bëngasus ete bëngasob mvunda. 
LUK.5.3	Ndò abed a efunga dzia, e dzi Simun, nyè ai nyè na akë ai nyè man ntye ai nkot si, ndò atòbò a si, angayëgëlë minkunda, atoa a efunga. 
LUK.5.4	Amana angamana kòbò, nyè ai Simun na: Këlë mfa onë edòg, owoa mvunda dzan na obi kòs. 
LUK.5.5	Simun nyè na: A ṅyëgëlë, biwu esye nguma alu të bi dzom. Dzam da mayi woa mvunda mbol okòbò. 
LUK.5.6	A bëbò nala, ndò babi eyëgan abui kòs, mvunda engayi nyabi. 
LUK.5.7	Ndò baloe bëmoe baban ya efunga evòg na bëzu bò vòli; ndò bëngasò, bëdzala bifunga bisë bibè, bingayi yimbi. 
LUK.5.8	Simun Petrus angayi yen nala, ndò aku Yesus a mëbòṅ a si, nyè na: Kodogo të e hom mënë, a Nti, amu mënë nsëmë minsëm. 
LUK.5.9	Amu wòṅ ongabi nyè ai e ba bësë bëngabë ai nyè asu abui nlòb kòs bëngalòb hi, 
LUK.5.10	Yakob ai Yohannes, bòn bë Zebede a bëngabë fufulu ai Simun bò fë bëngakòn wòṅ nala. Yesus nyè ai Simun na, obë mbara. Akègè etoa dzi, bod mbò wayi lòb. 
LUK.5.11	Ndò bëngasò ai efunga a kindig, bëdzoge byem bisë, bëngabie nyè.
LUK.5.12	Ndò labò na, atoa a tisòn ziṅ ha, mod antoa hala, zam ai nyòl esë. E mod nyò angayi yen Yesus, ndò aku, aluu asu a si, angakogëlan ai nyè, nyè na: A Nti, ngë wadiṅ, onë ma dzam fubu. 
LUK.5.13	Ndò Yesus asam wò, anamba nyè, nyè na: Owe, mayi nala, bò mfuban. Etye te, ndò zam engakodo nyè a nyòl. 
LUK.5.14	Ndò atëbëlë nyè na: Të wakad mod, dzam da këlë lëdë wamen abë fada, otuni fë akyaè ya Moses angabende asu mfuban woe, asu yë na bod bëbi mbòòlan. 
LUK.5.15	Foe engakë yatsaman asu die, abui minkunda angazu na bazu wog, ai na bësyeban akòn daban. 
LUK.5.16	Mfa woe, ndò atub a fëfël, e hom onë a yaaṅ, angakogëlan.
LUK.5.17	Ndò labò na, amos ziṅ, Yesus ayëgëlë, bëfarisea ai bëyëgëlë bë mvende ya bëngakë basò a nkòṅ nnam Galilea osë ai Yudea bëtoa. Ngul Zamba engatindi nyè na asye bod. 
LUK.5.18	Bod bëmbëgë mbombog a ondanga, bëngadzëṅ na banyian ai nyè, bëboe nyè nyè osu. 
LUK.5.19	Mbol tègè ai afola ya alod ai nyè a nkunda ete ha, ndò babed a ndil a yob, bëngasuu nyè a ndil a zaṅ ha ai ondanga woe osu Yesus. 
LUK.5.20	Ndò ayen ṅyëbë waban, nyè na: a mod, minsëm mie midzuban ya wa. 
LUK.5.21	Bësaṅa bëkalara ai bëfarisea bëkèè hm na balaṅëdan, bò na: Za abèan Zamba nyò? Za anë dzam vaè minsëm ngë së ki Zamba etam? 
LUK.5.22	Mbol Yesus angayen minlaṅëdan miaban, nyè ai bò na: Dze miakë mialaṅëdan a minnëm mian? 
LUK.5.23	Dze enë ebugbu abui, yë adzo na: minsëm mie mihaban wa, yë adzo na: Kodogo a si, owulu? 
LUK.5.24	Ndò hm, asu yë na miyëm na mòn mod abëlë ngul ya avaè minsëm a si, nyè ai mbombog na: Wa madzo ai nyè, tëbëgë, onòṅ ondanga woe, okë a nda dzoe. 
LUK.5.25	Ndò atëbë etye te a mis maban, anòṅò e dzom ambë boo ete, akëlë a nda dzie, akë ataman Zamba. 
LUK.5.26	Bod bësë bëkuu fò ayaa, bëngalugu Zamba, wòṅ odzie bò a nyòl, bò na: biyen eyëṅ dzam ana.
LUK.5.27	A mvus hala, ndò akui, ayënë ṅnòṅò ntòlò dzoe na Levi atoa a nda toya, nyè ai nyè na: byege ma. 
LUK.5.28	Ndò alig byem bisë, akodo a si, angatoṅ nyè. 
LUK.5.29	Ndò Levi angabò nyè mod afaṅ a nda dzie, abui bod ya bënòṅò bë toya ai bod bëfë bëtoa ai nyè ha. 
LUK.5.30	Bëfarisea ai bësaṅa bëkalara baban bënganyiṅ, bò ai bëyègè boe na: Asu dze miadi, minyaa fë fufulu ai bënòṅò bë toya ai bësëm? 
LUK.5.31	Yesus nyè ai bò na: E bod bënë mvoè bayaṅan ki ai mbëbala, minkokòn mmiè miayaṅan ai mbëbala. 
LUK.5.32	Mandzëki sòṅ na maloe bësosoo, mëngazu loe bësëm na bëvëṅan.
LUK.5.33	Bò ai nyè na: Bëyègè bë Yohannes bafëm ki bidi, ndò fë bakogëlan fufulu; tò fë bëyègè bëfarisea babò nala, dzam da emboe badi, bënyaa. 
LUK.5.34	Yesus nyè ai bò na: Dze yë miayi bò na bëlëdë bë nlugu bëki bidi ntye nlugu anë ai bò nga? 
LUK.5.35	Mëmos mazu, a bayi bò nòṅ nlugu waban, eyòṅ te bayi ki bidi a mëmos mëte. 
LUK.5.36	Ndò aku bò nkana na: Mod ziṅ asëki dzam tsig abaag ya mkpamaṅ eyie, afudi dò a nnomo eyie; ngë ahë bò dò, mkpamaṅ eyie wayi nyabi, abaag ya mkpamaṅ eyie të yëan ai nnomo. 
LUK.5.37	Ndò fë mod ziṅ asë ki dzam soe mimkpamaṅ mëyòg a minnom mëndëg. Ngë ahë bò nala, mimkpamaṅ mëyòg miayi boe mëndëg, mëyòg mësoeban a si, ndëg endaman. 
LUK.5.38	Dzam da, bayean fudi mimkpamaṅ mëyòg a mimkpamaṅ mëndëg. 
LUK.5.39	E mod anyu ya e mëyòg mënë nnom ayi ki na anyu e ma mënë mimkpamaṅ. Amu adzo na, e ma mënë nnomo mënë mbëṅ.
LUK.6.1	Ndò angabò na, akëlë awulu a amos sabbat a afub, ndò bëyègè boe bëngawòndi fes, bëmana fig ai mò, bëngadi. 
LUK.6.2	Bëfarisea bëvòg bò na: Asu dze miabò e dzom enë eki a amos sabbat? 
LUK.6.3	Yesus nyè ai bò na
LUK.6.4	Akyaè ya anganyian a nda Zamba, anòṅò bëmbaṅëla mëtunëṅa, angadi, avëë fë e bod bëngabë ai nyè esamba? Bëmbaṅëla bëte bënë eki të di, hë bëfada etam mbò badi bò! 
LUK.6.5	Nyè ai bò na: Mòn mod adzoe tò sabbat.
LUK.6.6	A amos sabbat mfë, ndò anyian a nda bikoan, angayëgëlë. Mod ziṅan gabë hala, wò mbo-nnomo woe ongabë nkat. 
LUK.6.7	Bësaṅa bëkalara ai bëfarisea bëngabë bëfòmbògò nyè, kamëna ayi sye mod a sabbat, asu yë na bëyëm mbol basòman nyè. 
LUK.6.8	Nyè ayëmë të mintsogan miaban, ndò adzo ai e mod angabë abëlë nkot wò na: Kodogo a si, otëbë a zaṅ ha. Ndò angakodo a si, atëbë. 
LUK.6.9	Yesus nyè ai bò na: Masili mina na, dze mod ayean bò a amos sabbat, yë abe yë mbëṅ, yë anyii enyiṅ yë adzèè dzò? 
LUK.6.10	Ndò abëbë bò bësë, nyè ai e mod nyò na: Sama wò woe. Ndò angasam wò, wò odugan nyè bò mvoè. 
LUK.6.11	Bò bëdzie ai olun, bëngabui mëfëg bò bò mbol bayi bò ai Yesus.
LUK.6.12	Mëlu mëte, ndò Yesus angakë a nkol na akogëlan, ndò angakogëlan ai Zamba nguma ntye alu. 
LUK.6.13	Eyòṅ amos ongabò, ndò angaloe bëyègè boe, ndò atòb awom ai bëbè abë bò, ndò ayole bò na apostel: 
LUK.6.14	Simun ya angayole na Petrus, ai Andreas manyaṅ woe, Yakobus ai Yohannes, Filip ai Bartolomeus, 
LUK.6.15	Mateus ai Tomas, ai Yakobus man Alfeus, ai e Simun bëloege na Zelot
LUK.6.16	Yudas man Yakobus ai Yudas Iskariot, ya angakuan ai nyè.
LUK.6.17	Ndò angasigi ai bò, atëbë a nkol a si; mod nkunda bëyègè boe ai abui bod ya Yudea osë ai Yerusalem ai a ntsag maṅ më Tir ai Sidon antoa ha. 
LUK.6.18	Bëngasò na bazu nyè vogolo ai na basyeban akòn daban. E ba bësë bëbe minsisim bëngabë ndëgëlë bëngasyeban, 
LUK.6.19	nkunda osë ongayi na bënamba nyè, amu ngul engabë ekui nyè a nyòl, esye bësë.
LUK.6.20	Ndò angabede mis a yob mfa bëyègè boe bëngabë, nyè na:
LUK.6.20	Bësòmbòg, mina mimbubua,
LUK.6.20	Amu edzoe Zamba yawoge ai mina.
LUK.6.21	Bësòmbòg, e mina miawu zie etoa dzi,
LUK.6.21	Amu miayi dzie.
LUK.6.21	Bësòmbòg, e mina ya miayon etoa dzi,
LUK.6.21	Amu miayi woe.
LUK.6.22	Mina bësòmbòg, eyòṅ bod basiṅ mina, bëtimiṅi mina, bëkòṅan ai mina, bëkiligi dzoe dan etòm
LUK.6.22	mòn mod hë anë anë mbë dzam. 
LUK.6.23	Fonan amos te, mitaag, amu maan man mënë abui a yob. Amu
LUK.6.23	nala ngò fë bëngabëlan ai bëprofèt.
LUK.6.24	Amala ai mina ya mibëlë akuma,
LUK.6.24	Amu mimbëlë ya maan man.
LUK.6.25	Amala ai mina ya minada etoa dzi,
LUK.6.25	Amu miayi wog zie.
LUK.6.25	Amala ai mina ya miawoe etoa dzi,
LUK.6.25	Amu miayi tòbò a mëyëb, ndò fë miayi yon.
LUK.6.26	Amala ai mina ngë bod bësë balaṅ mina e mam mënë mbëṅ.
LUK.6.26	Amu nala ngò besya baban bëngabëlan ai bëprofèt mëdugan.
LUK.6.27	Ndò hm, e mina ya miavogolo ma, makad mina na: Diṅan minziziṅ mian, boan e bod basiṅ mina mbëṅ, 
LUK.6.28	vaagan e ba bakag mina mëtè, kogëlan asu e ba batè mina. 
LUK.6.29	Lëdëgë e mod abimi wa amaṅ da edi avòg, të wakaman ai e mod afadi wa eyie ewòman. 
LUK.6.30	Vaa e nyò adzaè wa; të wa dali abë e nyò afadi endzoe. 
LUK.6.31	E kan miayi na bod bëbò mina, eyë fë mina boan bò nala. 
LUK.6.32	Ndò hm, ngë miadiṅ e ba badiṅ mina, za akyaè maa mibëlë ete? Amu bësëm minsëm badiṅ e bod badiṅ bò. 
LUK.6.33	Amu, ngë miabò mbëṅ hë e bod babò mina mbëṅ, za maa anë mina ete? Bësëm minsëm bò babò fë nala. 
LUK.6.34	Ngë miakole e bod miafidi na bayi mina dugan, za maa anë mina ete? Bësëm minsëm bakole e bësëm bëvòg asu yë na bëdugan nòṅ byem biaban. 
LUK.6.35	Ndò hm, diṅan minziziṅ mian, boan mbëṅ, mikolëge, të fidi dzom efë. Eyòṅ te maan man mayi bò abui, miayi bò bòn bë e nyò ya yob ete, amu anë afu-nnëm ai e bod bë ngèt ai bëbe. 
LUK.6.36	Boan ngòl anë esoa anë ngòl.
LUK.6.37	Ndò fë të miatsig ntol, abog te bayi ki mina tsig ntol. Të miakpèè bod a mëdzo, abog te bayi ki mina kpèè a mëdzo. Dzuan, abog te bayi mina dzu. 
LUK.6.38	Vaan, abog te bayi mina vë. Mbëmbë abom, atoa ṅsëgëzan, ṅyinan, asoege a si, ṅnyè bayi mina vë a mò. Amu e kan miayi vëg ndzò fë bayi mina vëg. 
