MAT.1.1	In e nhag rɨp Yesu Kristo
LUK.3.1	Kwasɨg ikɨn ye narɨmnar mɨnə a, yemə Rom kɨrik, nhagɨn e Taebirias Sisa, in ramehuə ye provins mɨnə fam kape Rom. Kɨni ye nɨpɨg in rɨnamarmaru meriaji newk fiftin, kɨni kwermɨn mɨnə tɨksɨn e: Herod Antipas ramehuə ye provins e Galili; mɨne piauni Filip in ramehuə ye provins mir e Ituria mɨne Trakonaetas, mɨne Lisanias ramehuə ye provins e Abilin, mɨne Ponjes Paelat in gavman kape provins e Judia. 
LUK.3.2	In e ye nɨpɨg atuatuk kape Anas mɨne Kaefas yame iriu jif pris mir.
LUK.3.2	Ye nɨpɨg a, Jon, ji Sekaraea, yame rɨnehuə ta ai, mamarə apa ikɨn ruhiko ikɨn, kɨni Kughen rɨmɨvəh-sipən nəgkiarien kɨrik kɨmin. 
LUK.3.3	Kɨni in rɨmnokrən apomh pən ikɨn mɨnə ipakə tuk nu apa Jodan maməvsao-ərhav kɨn nəgkiarien kape Kughen. In mamni-pən mɨmə narmamə tukasəkeikei mɨsarar ye nərɨgien kapəriə tuk təvhagə has, kɨni mhavən tuk Kughen mə In tukrəspir norien has mɨnə kapəriə. Kɨni mə nɨmtətien kɨrik e, tukor baptaes irəriə.
LUK.3.4	In rəri-pən əmə nəgkiarien yame Aesea rɨmɨrai kupən ye nəkwəkwə kafan mɨmə,
LUK.3.4	“Kwən kɨrik ramokrən ehuə apa ikɨn ruhiko ikɨn mamni mɨmə,
LUK.3.4	‘Kɨmiə taksor apnəpeinə ye swatuk kape Yermaru,
LUK.3.4	kɨni mɨsor kafan swatuk ratuatuk.
LUK.3.5	Nɨkwətanə mɨnə fam tuksuun huvə,
LUK.3.5	kɨni tukwas mɨnə mɨne nahawk mɨnə fam tuksətən-ətən,
LUK.3.5	kɨni swatuk iko iko mɨnə tukərəhu atuatuk,
LUK.3.5	kɨni swatuk yame rapəjiapət tukəkeikei kor rɨpiə.
LUK.3.6	Kɨni narmamə mɨfam tuksəm swatuk kape Kughen tuk nɨvəh-mɨraghien narmamə.’ ” 
LUK.3.7	Kɨni ye nɨpɨg a, narmamə khapsaah kɨmnhavən tuk Jon mə in tukror baptaes irəriə; mərɨg rɨni-pən tuk əriə mɨmə, “!Kɨmiə naksahas rəmhen əmə kɨn snek yamə mɨne kasərhkwopah! Pəh nien mə tuktu, Kughen ror niemhaa mɨvəhsi-pən narpɨnien kɨmi narmamə. ?Mərɨg, pa ramni mə to kɨmiə nakharkun nɨsaptayen kɨn?
LUK.3.8	Sor narɨmnar tɨksɨn yamə rhuvə mə tuksəm mə nakwəsəpəh əfrakɨs norien has mɨnə kɨni mhavən tuk Kughen. Nəfrakɨsien mə kɨmiə kwənərəus kape Ebraham, mərɨg rɨkimiə tukrɨpəh nəsɨkien mə Kughen tukraməkeikei mɨvəh mɨragh əmiə mhawor kɨmiə kwənərəus kape Ebraham. !Nɨkam, in nar apnapɨg əmə! Yakamni-pre tuk əmiə mə Kughen rɨrkun nor-mɨn-ien kapier apnapɨg ruə rəmhen kɨn kwənərəus kape Ebraham.
LUK.3.9	Kɨni taktəkun ai, Kughen rɨnərer matuk ta mə tukrərəru nuknei nai. Kɨni tukmə nai kɨrik rɨpəh nɨkuəyen kɨn kwənkwan yame rhuvə, kɨni tukrərəru marakikɨn-pən ye nap.
LUK.3.10	Kɨni kwhen ehuə a kɨmɨsaiyoh Jon mhamə, “?Mərɨg, naha nhagɨn kɨmawə jakasəkeikei mɨsor?”
LUK.3.11	Kɨni Jon rɨni-pən tuk əriə mɨmə, “Tukmə kafam neipən kɨraru, vəhsi-pən kɨrik kɨmi yermamə yame kafan rɨrkək. Kɨni tukmə nam nəvɨgɨnien rarə, əhi-pən tɨksɨn kɨmi narmamə yamə mɨne nəriə rɨrkək.”
LUK.3.12	Kɨni narmamə tɨksɨn yamə mɨne kasərer tuk mane kape takis kɨmnhauə mə Jon tukor baptaes irəriə, kɨn mɨsaiyoh in mhamə, “?Naha e nhagɨn kɨmawə jakasəkeikei mɨsor?”
LUK.3.13	Kɨni Jon rɨni-pən tuk əriə mɨmə, “Takhapəh nhavəh-sitayen mane tuk narmamə rapita yame rəmhen mə takhavəh.”
LUK.3.14	Kɨni mobael mɨnə tɨksɨn kɨmɨsaiyoh mɨn mhamə, “?Mərɨg rhawor irəmawə? ?Naha e nhagɨn kɨmawə jakasəkeikei mɨsor?”
LUK.3.14	Kɨni in rɨni-pən tuk əriə mɨmə, “Takhapəh nhaviyen nɨgɨnien kɨmi narmamə mhamə, ‘Tukmə nakhapəh nhavəh-si-pəyen mane, kɨni jaksor nəmhəyen kɨmi əmiə, uə jaksor əmiə naksarer ye nɨmrɨ mɨrh kɨni yakhani hah əmiə.’ Mərɨg rɨkimiə tukraməkeikei mamagien əmə tuk nərok atuatuk kapəmiə.”
LUK.3.15	Kɨni narmamə mɨnə a kasəm mɨsəm, rɨkiriə ruh mə tukmə ror Jon in Kristo yame Kughen rɨmɨni mə tukrher-pə kɨn. 
LUK.3.16	Mərɨg Jon rhorpɨn nətərɨgien kapəriə mɨmə, “Yo yakamor baptaes irəmiə kɨn nu, mərɨg yermamə kɨrik tukrɨpiuə yame kafan nəsanɨnien mɨne nehuəyen rapita yo. Kɨni yo ye tanə əgkəp; yakpəh nəmhenien mə to yakənɨmkur mɨrɨsɨn ta nərəus ye kafan sandel. Kɨni In tukror baptaes irəmiə ye Nanmɨn kape Kughen mɨne nap.
LUK.3.17	In ramərer matuk tuk nəmien norien kape narmamə maməwhai əriə, nəmə huvə mɨnə mɨne nəmə has mɨnə. Rəmhen əmə kɨn yame yeməsim ravəh safel tuk nəspir-tayen tɨki kwənkwai wit mə tukrɨpɨk nɨmitɨn yame rhuvə. Narmamə yamə mɨne khahuvə kɨsəmhen kɨn nɨmit wit, rɨpɨk əriə mamvən yerkwanu. Mərɨg narmamə has kɨsəmhen kɨn tɨki kwənkwai wit, ramarakikɨn-pən əriə ye nap ehuə yame ramuək rerɨn.”
LUK.3.18	Kɨni Jon ramni-ərhav nəgkiarien rɨpsaah mamor kwirɨg kɨn kɨmi narmamə mə tukrɨvi-pə nətərɨgien kape narmamə khauə tuk Kughen.
LUK.3.19	Ye nɨpɨg a, Herod Antipas rɨmɨkɨr ta Herodias in e piahwaru kape piauni, kɨni mamor narɨmnar rɨpsaah yame rahas. Mərɨg Jon rokrən skai kɨmin tukun.
LUK.3.20	Ror pən Herod rɨmnəsɨk əpnis pən mɨn ye norien has kafan mɨvəhsi-pən Jon ye kalabus.
LUK.3.21	Mərɨg kwasɨg ikɨn Jon rɨvən ye kalabus, kɨni in rɨnamor baptaes ye narmamə, kɨni Yesu mɨn rɨmavən, Jon ror baptaes iran. Kɨni nɨpɨg Yesu rɨmnaməhuak, Kughen rɨmnəhitə ye neai, 
LUK.3.22	kɨni Nanmɨn kape Kughen rɨsɨ-faktə meiwaiyu iran, nɨpran rəmhen kɨn mak ye tanə, kɨni nəgkiarien kɨrik rɨsɨ-pən ye rao ye neai mamni mɨmə, “Ik narɨk keikei; rɨkik ragien pɨk tuk ik.”
LUK.3.23	Nɨpɨg Yesu rɨmɨrikakun kafan wok, kafan newk rəmhen kɨn toti. Narmamə khamə ta mə in ji Josef.
LUK.3.23	Kɨni Josef in ji Heli,
LUK.3.24	Heli in ji Matat,
LUK.3.24	Matat in ji Livae,
LUK.3.24	Livae in ji Melki,
LUK.3.24	Melki in ji Janae,
LUK.3.24	Janae in ji Josef
LUK.3.25	Josef in ji Matatias,
LUK.3.25	Matatias in ji Amos,
LUK.3.25	Amos in ji Neham,
LUK.3.25	Neham in ji Esli,
LUK.3.25	Esli in ji Nangae,
LUK.3.26	Nangae in ji Mahat,
LUK.3.26	Mahat in ji Matatias,
LUK.3.26	Matatias in ji Semein,
LUK.3.26	Semein in ji Josek,
LUK.3.26	Josek in ji Joda,
LUK.3.27	Joda in ji Joanan,
LUK.3.27	Joanan in ji Resa,
LUK.3.27	Resa in ji Serubabel,
LUK.3.27	Serubabel in ji Sealtiel,
LUK.3.27	Sealtiel in ji Neri,
LUK.3.28	Neri in ji Melki,
LUK.3.28	Melki in ji Adi,
LUK.3.28	Adi in ji Kosam,
LUK.3.28	Kosam in ji Elmadam,
LUK.3.28	Elmadam in ji Ere,
LUK.3.29	Ere in ji Josua,
LUK.3.29	Josua in ji Eliesa,
LUK.3.29	Eliesa in ji Jorim,
LUK.3.29	Jorim in ji Matat,
LUK.3.29	Matat in ji Livae,
LUK.3.30	Livae in ji Simeon,
LUK.3.30	Simeon in ji Juda,
LUK.3.30	Juda in ji Josef,
LUK.3.30	Josef in ji Jonam,
LUK.3.30	Jonam in ji Eliakim,
LUK.3.31	Eliakim in ji Melea,
LUK.3.31	Melea in ji Mena,
LUK.3.31	Mena in ji Matataha,
LUK.3.31	Matataha in ji Natan,
LUK.3.31	Natan in ji Deved,
LUK.3.32	Deved in ji Jese,
LUK.3.32	Jese in ji Obed,
LUK.3.32	Obed in ji Boas,
LUK.3.32	Boas in ji Salmon,
LUK.3.32	Salmon in ji Nason,
LUK.3.33	Nason in ji Aminadab,
LUK.3.33	Aminadab in ji Admin,
LUK.3.33	Admin in ji Ani,
LUK.3.33	Ani in ji Hesron,
LUK.3.33	Hesron in ji Peres,
LUK.3.33	Peres in ji Juda,
LUK.3.34	Juda in ji Jekob,
LUK.3.34	Jekob in ji Aesak,
LUK.3.34	Aesak in ji Ebraham
LUK.3.34	Ebraham in ji Teraha,
LUK.3.34	Teraha in ji Neho
LUK.3.35	Neho in ji Serug,
LUK.3.35	Serug in ji Rehu,
LUK.3.35	Rehu in ji Peleg,
LUK.3.35	Peleg in ji Eba,
LUK.3.35	Eba in ji Sela,
LUK.3.36	Sela in ji Kenan,
LUK.3.36	Kenan in ji Apaksad,
LUK.3.36	Apaksad in ji Sem,
LUK.3.36	Sem in ji Noa,
LUK.3.36	Noa in ji Lamek,
LUK.3.37	Lamek in ji Metusela,
LUK.3.37	Metusela in ji Inok,
LUK.3.37	Inok in ji Jared,
LUK.3.37	Jared in ji Mahalalel,
LUK.3.37	Mahalalel in ji Kenan,
LUK.3.38	Kenan in ji Enos,
LUK.3.38	Enos in ji Set,
LUK.3.38	Set in ji Adam,
LUK.3.38	kɨni Adam in ramsɨ-pən tuk Kughen.
LUK.4.1	Nanmɨn kape Kughen rɨmɨkuar ye nɨmraghien kape Yesu, kɨni ye nɨpɨg ruasɨ-pən ye nu apa Jodan, Nanmɨn kape Kughen rɨkɨr In mɨvən apa ikɨn ruhiko ikɨn. 
LUK.4.2	Aikɨn, Setan ramarkut mə tukrukrao ye nərɨgien kafan kape nɨpɨg foti. Ye nɨpɨg mɨnə fam a, In rapəh nəvɨgɨnien, kɨni ye nɨpɨg infamien, nɨkumhə rəs pɨk. 
LUK.4.3	Kɨni Setan rɨni-pən tukun mɨmə, “Tukmə ik Ji Kughen əfrah, ni-pən tuk kapier e mə rukreikɨn muə mor bred kɨn.” 
LUK.4.4	Mərɨg Yesu rhorpɨn mɨmə, “Kɨmɨrai ye Nəkwəkwə kape Kughen kɨmə, ‘Yermamə rɨpəh nɨmraghien əmə ye nəvɨgɨnien.’ ” 
LUK.4.5	Məkneikɨn Setan rɨkɨr Yesu mɨvən apa ye tukwas apomh kɨrik, kɨni taktəkun əmə, rhajoun In kɨn kantri mɨnə fam ye tokrei tanə, 
LUK.4.6	kɨni mɨni-pən tukun mɨmə, “Yo jakərəhu-pre narmaruyen ye tanɨmtanə ye kwermɨm, mɨne nautə kapəriə mɨnə fam, meinai narɨmnar mɨfam a raməmɨr ye kwermɨk, kɨni yakɨrkun neighan-pənien kɨn kɨmi naha yermamə yame yakorkeikei mə jakvəhsi-pən kɨmin. 
LUK.4.7	Kɨni tukmə nakəhuak kɨmi yo, narɨmnar m-fam ai ik takor kafam kɨn.”
LUK.4.8	Mərɨg Yesu rhorpɨn kafan nəgkiarien mɨmə, “Nəkwəkwə kape Kughen ramni mɨmə, ‘Taksəhuak əmə kɨmi kapəmiə Yermaru Kughen, mɨsəri-pən əmə kafan nərɨgien.’ ” 
LUK.4.9	Məkneikɨn Setan rɨkɨr In mərɨp In apa Jerusalem mhaktə ye tokrei Nimə Ehuə kape Kughen apa yerpɨrɨg əgkəp. Kɨni mɨni-pən tukun mɨmə, “Tukmə ik Ji Kughen əfrakɨs, iv-ərhav-ru ikɨn e, 
LUK.4.10	meinai kɨmɨrai kɨmə,
LUK.4.10	“ ‘In tukrher-pə kɨn agelo mɨnə kafan khauə masarha huvə tuk ik.
LUK.4.11	Tukharaptərəkɨn ik kɨn kwermɨriə mə takpəh nowhan-pənien nɨhum ye kapier kɨrik.’ ” 
LUK.4.12	Mərɨg Yesu rhorpɨn kafan nəgkiarien mɨmə, “Mərɨg Nəkwəkwə kape Kughen ramni mɨmə, “Takhapəh nɨsəm-əsaahyen kapəmiə Kughen Yermaru mə ramarha huvə əfrakɨs tuk əmiə uə nɨkam.’” 
LUK.4.13	Kɨni Setan ror infamien ye nɨvəhsi-pən vəhsi-pənien kɨmi Yesu; məkneikɨn, mapitan kɨn Yesu mawhin nɨpɨg huvə yame tukruə mɨn tukun.
LUK.4.14	Kɨni ai, Yesu rɨmɨrerɨg-pən Galili, kɨni nəsanɨnien kape Nanmɨn kape Kughen rɨmɨkuar ye nɨmraghien kafan. Kɨni kɨmnəvsao kɨn In rarkurao ye tanə a. 
LUK.4.15	Kɨni Yesu rɨmnhajoun ye nimə kape nofugɨnien mɨnə, kɨni narmamə m-fam khani vi vi In.
LUK.4.16	Kɨni Yesu rɨmauə Nasaret, aikɨn rɨmnehuə ikɨn kupən. Kɨni ye Sabat kɨrik, In rɨmavən ye nimə kape nofugɨnien rəmhen əmə kɨn yame ramor hanə. Kɨni mərer mə tukrəvheikɨn Nəkwəkwə kape Kughen, 
LUK.4.17	kɨni kɨvəhsi-pən nəkwəkwə yame kɨmnarpəvɨn-arpəvɨn yame profet Aesaea rɨmɨrai kupən. Kɨni ruhatukɨn nəkwəkwə məm nəgkiarien yame Aesaea rɨmɨrai yame ramni mɨmə,
LUK.4.18	“Nanmɨn kape Kughen ramarə irak
LUK.4.18	meinai In rɨmɨrpen yo,
LUK.4.18	jakəvsao-ərhav kɨn nəgkiarien huvə kɨmi yavən hah mɨnə.
LUK.4.18	Kɨni In rher-pə kɨn yo mə jakvən mamni-pən tuk narmamə yamə mɨne kɨvəhsi-pən əriə ye kalabus mə tukɨrɨsɨn əriə,
LUK.4.18	kɨni mɨni-pən tuk nɨmrɨn pɨs mɨnə mə tuksəm mɨn nar.
LUK.4.18	Kɨni rher-pə kɨn yo mə jakrɨsɨn narmamə yamə mɨne kasəmɨr ye kwermɨ narmamə pɨsɨn masərɨg rahah,
LUK.4.19	mamni-ərhav mə nɨpɨg ruauə ta yame Kughen Yermaru tukrhajoun kafan nɨhuvəyen mɨvəh mɨragh narmamə.” 
LUK.4.20	Yesu rɨmnəhueikɨn ta nəkwəkwə a, kɨni meiwaiyu mɨvəhsi-pən mɨn kɨmi yermamə yame ramarha huvə tuk nəkwəkwə mɨnə, kɨni mamkwətə mə tukrəvhag kɨmi narmamə. Kɨni narmamə m-fam ye nimə kape nofugɨnien kasarha tɨm tɨm iran. 
LUK.4.21	Kɨni In raməgkiar kɨmi əriə mamni mɨn mɨmə, “Taktəkun ai, ye nɨpɨg yame nɨmɨsərɨg Nəkwəkwə e Kape Kughen, nɨniyen a ruauə mɨnor nəfrakɨsien kɨn.”
LUK.4.22	Kɨni narmamə mɨfam kasəgnəgɨn In, kɨni kɨsakur pɨk tuk nəgkiarien huvə yamə mɨne ramni, kɨni mɨsaiyoh əriə mɨnə mhamə, “?Mərɨg kwən e In ji Josef əmə uə?”
LUK.4.23	Kɨni Yesu rɨni-pən tuk əriə mɨmə, “Yakɨrkun mə takpihani nəgkiarien akwas e tuk yo yame ramni mɨmə, ‘Dokta, or huvə atuk-ru nɨpram,’ mhani mɨn mhamə, ‘Narɨmnar yamə mɨne yɨmɨsərɨg mə nɨmnor ta apa Kapaneam, rhuvə mə takuə mor mɨn e, imam ikɨn.’ 
LUK.4.24	Nəfrakɨsien, yakamni tuk əmiə mə narmamə to khapəh nhasiaiyen profet kɨrik yame ramsɨ-pən irəriə.
LUK.4.25	Ye nɨpɨg kape Elaeja, nəhig rɨpəh nɨpien newk kɨsisər mɨne makuə sikis, kɨni nɨkumhə ravən ikɨn mɨnə fam, nəvɨgɨnien rɨrkək. Kɨni yakni nəfrakɨsien tuk əmiə mɨmə, ye nɨpɨg a nɨpiahuaru kɨmhə tan kɨn əriə khapsaah e Isrel,
LUK.4.26	mərɨg pəh nien mə Kughen rher-pə kɨn Elaeja mə tukrɨvən masitu irəriə. Nɨkam. In rher-pə kɨn mə tukrasitu əmə ye piahwaru kɨrik yerkwanu Jarefat apa ye provins e Saedon. Mərɨg piahwaru a pəh nien mə pian Isrel.
LUK.4.27	Kɨni ye nɨpɨg kape profet e Elisa, narmamə khapsaah kɨmnɨsarə Isrel yamə mɨne kamhawəh nəmhəyen e ‘leprosi’
LUK.4.28	Narmamə ye nimə kape nofugɨnien kɨmɨsərɨg nəgkiarien a, niemhaa rhai pɨk əriə m-fam. 
LUK.4.29	Kɨni kɨsarar mharəh In, mɨsəukəkin mhatərhav yerkwanu, mhavən mɨsokrig ye tukwas yame kɨmnor taon ikɨn, mə tuksarkwərhav kɨn apa ikəutən. 
LUK.4.30	Mərɨg Yesu rɨvən-pən ta ye kwənɨmrheriə, map.
LUK.4.31	Kɨni Yesu rɨmneiwaiyu apa Kapaneam, taon kɨrik ye provins e Galili. Kɨni ye Sabat kɨrik, In raməvhag kɨmi narmamə. 
LUK.4.32	Kɨni narmamə kɨmɨsərɨg nəgkiarien kafan, kɨmɨsakur kɨn, meinai nəgkiarien kafan, nanmɨn aikɨn.
LUK.4.33	Kɨni ye nəkwai nimə kape nofugɨnien, kwən kɨrik aikɨn yame nanmɨn has ramərer-pən iran. Kɨni in rokr-apomh mɨmə, 
LUK.4.34	“!Eh, Yesu, yemə Nasaret! ?Rhawor? ?Nɨmauə mə takoriah əmawə uə? Yakwɨrkun ta ik. !Ik yemə rhakə kape Kughen!” 
LUK.4.35	Mərɨg Yesu rɨmnəgkiar skai kɨmin mɨmə, “!Ah, pim! !Ǝta ye kwən e!” Kwən a ramərer ye kwerkwan irəriə, məkneikɨn nanmɨn hah a rəsuə kɨn reiwaiyu mowhan ye nɨmoptanə, map ta iran, kɨni mɨpəh noriahyen in.
LUK.4.36	Kɨni narmamə m-fam aikɨn a kɨsakur kɨn, mhani-pən tuk əriə mɨnə mhamə, “!Eh! Nəgkiarien pɨsɨn kɨrik e. Kwən a kafan nəgkiarien nanmɨn aikɨn. Tukmə In rəgkiar kɨmi nanmɨn has mɨnə, kasəta ye narmamə.” 
LUK.4.37	Kɨni nəvsaoyen kape Yesu rɨtərhav markurao ye tanə a.
LUK.4.38	Aikɨn, Yesu rarar, mɨtərhav ye nimə kape nofugɨnien mɨvən apa nimə kape Saemon Pita
LUK.4.39	Kɨni Yesu rərer ipakə tukun, məgkiar skai kɨmi nəpanien, nəpanien rəta. Taktəkun əmə piahwaru a rərer, mɨvən mɨruk ta nəriə nəvɨgɨnien.
LUK.4.40	Kɨni nɨpɨg mɨrh natukrivə
LUK.4.41	Kɨni yarmhə mɨnə mɨn kamhatərhav mɨsap ye narmamə khapsaah, mɨsokrən apomh mhamə, “!Ik Ji Kughen!” Mərɨg Yesu rəgkiar skai kɨmi əriə mətapɨg kɨn əriə tuk nəgkiarien meinai iriə kwənharkun ta mə In Kristo yame Kughen rɨmnher-pə kɨn.
LUK.4.42	Kəni rɨkwamer kɨn, Yesu rɨtərhav aikɨn a, mɨvən apa ikɨn kɨrik. Mərɨg narmamə kɨmɨsarha-kɨn In, kɨni nɨpɨg kɨmɨsəm, khauə tukun mɨsarkut mhamə tukhani-əhu mhamə In tukrɨpəh nəpəhyen əriə. 
LUK.4.43	Mərɨg əmə Yesu rɨni-pən tuk əriə mɨmə, “Nɨkam. Yo jakaməkeikei mɨvən yerkwanu pɨsɨn pɨsɨn mɨnə, mɨni-ərhav Nəvsaoyen Huvə kape narmaruyen kape Kughen, meinai Kughen rɨmnher-pə kɨn yo mə jakor məkneikɨn.”
LUK.4.44	Kɨni In rɨmavən mameriwək ye tanə Judia mamni-ərhav nəgkiarien kape Kughen ye nimə kape nofugɨnien mɨnə.
LUK.5.1	Nɨpɨg kɨrik, Yesu rərer ye nɨkar-kar nu ehuə kamni kɨmə Galili
LUK.5.2	Kɨni In rɨmnəm kwaji rao kɨraru yame narmamə kape nɨviyen kəməəm kɨmnhapəh kawərer ye nɨpakɨr mɨsaikwas ye kapəriə net mɨnə. 
LUK.5.3	Məkneikɨn Yesu ratpən ye rao kape Saemon Pita, mɨni-pən tukun mə tukrɨvi-pirə rao. Saemon rɨvi-pirə rao, kɨni Yesu rəkwətə-pən aikɨn maməvhag kɨmi narmamə.
LUK.5.4	Yesu rɨmnəgkiar infamien, kɨni mɨni-pən tuk Saemon mɨmə, “Saemon, əsuə. Pəh khavən apa ikəmnɨm, pəh naksaruk kɨn net mɨnə mhavi kəməəm tɨksɨn.”
LUK.5.5	Mərɨg Saemon rɨni-pən tukun mɨmə, “Yemehuə, yenpɨg, yɨmɨsarkut pɨk tuk nar e mɨseriaji reraan, mərɨg yɨmnhapəh nɨviyen kəməəm kɨrik. Mərɨg ik nakmə tukhavən mɨn, ror pən, pəh khavən mɨsaruk mɨn kɨn net mɨnə.”
LUK.5.6	Khavhirə, mɨsaruk kɨn net mɨnə, mhavi kəməəm khapsaah pɨk, ror net mɨnə kapəriə khakwar huvə kɨn kəməəm, mharikakun mɨseikus net mɨnə. 
LUK.5.7	Kɨni iriə kɨsokrən-pən kɨn iriə mɨnə tɨksɨn ye rao mɨn kɨrik mhamə tukhauə mɨsasitu irəriə. Kɨni khauə mɨsarakə-pən kɨn kəməəm ye rao mir a kwəkrig, ipakə əmə rao mir kwəmnɨm.
LUK.5.8	Kɨni Saemon Pita rɨmnəm, kɨni rənɨmkur-pən tuk Yesu mamni mɨmə, “Yermaru. !Yuvən isok tuk yo, meinai yo yakpəh nəmhenien! Yo yor təvhagə hah kɨrik.” 
LUK.5.9	In rɨmnəgkiar məknaikɨn meinai in mɨne narmamə mɨnə a ye rao mir, kɨmɨsakur pɨk kɨn kəməəm khapsaah yamə mɨne kɨmnhavi. 
LUK.5.10	Kɨni Jemes mɨne Jon, ji Sebedi mir, yamə mir e kawor wok irisɨr Saemon, iriu mɨn kɨmɨwakur pɨk kɨn.
LUK.5.10	Mərɨg Yesu rɨni-pən tuk Saemon mɨmə, “Pəh nɨgɨnien. Ik yermamə kape nɨviyen kəməəm. Mərɨg taktəkun ai mamvən, ik takvi-pə narmamə.” 
LUK.5.11	Ror pən, kɨmnhavi-fiak kapəriə rao mɨnə, mɨsəpəh narɨmnar mɨ-fam mhakwasɨg əmə kɨn Yesu, kɨni mhauə kafan narmamə mɨnə.
LUK.5.12	Nɨpɨg kɨrik, Yesu rɨmneriwək mɨvən yerkwanu kɨrik, kɨni kwən kɨrik yame ravəh nəmhəyen e leprosi, kɨni nɨmhəyen ai rɨvəh fam nɨpran. Kɨni rəm Yesu, rəriwək muə tukun, meiwaiyu, mənɨm-pən nɨpəghigɨn ye nɨmoptanə, kɨni mamasək ətgɨn Yesu mɨmə, “Yermaru, tukmə nakɨrkun mə to nakor huvə yo, or huvə yo, məspir ta nəmkɨmɨk irak.”
LUK.5.13	Kɨni Yesu rərao-pən mɨrap kwən a, mɨmə, “Ǝwəh. Yakorkeikei mə jakor. !Ǝsanɨn!” Kɨni taktəkun əmə nəmhəyen e leprosi rəta.
LUK.5.14	Mərɨg Yesu rɨmɨni-əhu in mɨmə, “Takpəh nɨni-ərhavyen narɨmnar mɨnə e kɨmi narmamə. Mərɨg yuvən məm pris kɨrik pəh in rəm mə nɨpram rɨnor məknen. Kɨni or sakrefaes kɨmi Kughen rəri-pən yame Loa kape Moses rɨmɨni ye yermamə kɨrik yame kafan leprosi ruɨrkək, pəh narmamə tukharkun mə nəfrakɨsien nakwahuvə, kɨni kafam nəmkɨmɨk ruɨrkək.”
LUK.5.15	Mərɨg nəvsaoyen kape Yesu ramtərhav mamvən ikɨn mɨnə fam, kɨni narmamə khapsaah kamhauə mə tuksətərɨg kɨn kafan nəgkiarien kɨni mhamə In tukror huvə nəmhəyen mɨnə kapəriə. 
LUK.5.16	Mərɨg, nɨpɨg rɨpsaah, In ramvən pɨsɨn əmə apa ikɨn kɨrkək ikɨn, maməhuak.
LUK.5.17	Nɨpɨg kɨrik, Yesu rɨmnhajoun apa nimə kɨrik, kɨni Farisi mɨnə, mɨne nəmhajoun mɨnə kape Loa kape Moses, iriə kasəkwətə mɨn aikɨn. Kɨmnhasɨ-pən apa yerkwanu mɨnə apa provins mir e Galili, mɨne Judia, mɨne Jerusalem. Kɨni nəsanɨnien kape Kughen Yermaru ramarə tuk Yesu mə tukror huvə narmamə yamə mɨne kamhamhə. 
LUK.5.18	Ye nɨpɨg a, narmamə tɨksɨn kɨmnharəh kwən kɨrik mhauə yame ramapɨr-pən əmə ye nɨkaokao, meinai nɨpran rɨmhə. Kɨni iriə kɨsorkeikei mə tukharəh mɨsərəhu-pən ye nɨhu Yesu. 
LUK.5.19	Mərɨg kɨseinein mə tukshawor mhavən imə, meinai narmamə khapsaah aikɨn. Kɨni kɨmnhavən apa ye tokrei nimə, mɨsəhipu ta nɨkar nimə kɨrik, mharəh nɨkaokao yermamə ramapɨr-pən iran, mhavi, reiwaiyu-pən ye kwerkwan ye narmamə, ipakə əmə tuk Yesu.
LUK.5.20	Kɨni Yesu rəm nhatətəyen kapəriə mɨni-pən tuk kwən a mɨmə, “Yo kɨrik. Kafam norien has mɨnə, yakwərəh-si ta fam narpɨnien iran.”
LUK.5.21	Mərɨg nəmhajoun kape Loa kape Moses mɨne Farisi mɨnə, rɨkiriə rəsɨk mɨmə, “?Kwən e raməgkiar məkne, mamni hah Kughen. Kughen pɨsɨn əmə In rɨrkun nɨvəh-sitayen narpɨnien kape norien has kape narmamə. ?Pa mɨn to rɨvəh-si ta?” 
LUK.5.22	Mərɨg Yesu In ruɨrkun ta əmə kapəriə nətərɨgien, kɨni mɨni-pən tuk əriə mɨmə, “?Rhawor e nakasətərɨg məkneikɨn? 
LUK.5.23	?Jakni-pən naha tuk yermamə a, kɨni kɨmiə nakasəm əfrakɨs? ?Mə jakni-pən tukun mə narpɨnien kape kafan təvhagə hah yakwərəhsi-ta ta? ?Uə mə jakni-pən tukun mə tukrhekɨmter meriwək mamvən? 
LUK.5.24	Mərɨg yakorkeikei mə jakor yo mə takharkun mə yo, Ji Yermamə, yakvəh nehuəyen ye tokrei tanə tuk nɨvəhsi-tayen narpɨnien kape təvhagə has.” Kɨni marə mɨni-pən tuk kwən a mɨmə, “Yakamni-pre tuk ik mə, takhekɨmter, mɨrəh kafam nɨkaokao mamvən imam yerkwanu.”
LUK.5.25	Kɨni taktəkun əmə, kwən a rhekɨmter, mɨrəh kafan nɨkaokao məriwək maməgnəgɨn Kughen mamvən. 
LUK.5.26	Kɨni iriə m-fam kɨsakur pɨk kɨn, masəgnəgɨn Kughen. Khagɨn, mhamə, “Man, kɨmɨsəm əfrakɨs nar apsɨpɨs mɨnə e towei.”
LUK.5.27	Kwasɨg ikɨn ye narɨmnar mɨnə e, Yesu rɨtərhav maməriwək mamvən, kɨni məm kwən kɨrik yame ramərer tuk mane kape takis, nhagɨn e Livae. Ramkwətə ikɨn kamərok takis ikɨn. Kɨni Yesu rɨmɨni-pən tukun mɨmə, “Yuə, mɨkwasɨg kɨn Yo.” 
