GEN.1.3	 Da sa Gud: «Det skal bli lys!» Og det ble lys. 
2KI.4.19	Da sa han til faren: «Hodet mitt, hodet mitt!» «Bær ham hjem til hans mor!» sa faren til tjenestegutten. 
2KI.4.20	Han tok og bar ham hjem til moren, og gutten satt på fanget hennes til middag; da døde han. 
2KI.4.21	Hun gikk da opp og la ham på gudsmannens seng. Så lukket hun døren og gikk ut.
2KI.4.22	Kvinnen ropte på mannen sin og sa: «Send meg straks en av tjenesteguttene og et av eslene! Jeg må skynde meg til gudsmannen, og så kommer jeg tilbake.» 
2KI.4.23	 Han spurte: «Hvorfor vil du dra til ham i dag? Det er jo verken nymånedag eller sabbat.» Hun sa: «Vær ikke urolig!» 
2KI.4.24	Så salte hun eselet og sa til tjenestegutten: «Driv det av gårde, og stans meg ikke mens jeg rir, uten at jeg ber deg om det.»
2KI.4.26	Løp henne straks i møte og si: Står det bra til med deg og mannen din og gutten?» «Ja, det står bra til», svarte hun. 
2KI.4.27	Men da hun kom opp på fjellet til gudsmannen, slo hun armene om føttene hans. Gehasi gikk fram for å skyve henne bort. Men gudsmannen sa: «La henne være! Hun bærer på bitter sorg, men 
2KI.4.28	Kvinnen sa: «Herre, har jeg bedt deg om en sønn? Sa jeg deg ikke at du ikke måtte vekke forhåpninger hos meg?»
2KI.4.30	Guttens mor sa: «Så sant 
2KI.4.31	Gehasi gikk i forveien for dem og la staven over guttens ansikt. Men det kom ikke en lyd, og det var ikke noe tegn til liv. Så vendte han tilbake, og da han møtte Elisja, fortalte han at gutten ikke hadde våknet. 
2KI.4.32	Da Elisja kom fram til huset, lå gutten død i sengen. 
2KI.4.33	 Han gikk da inn og stengte døren så han ble alene med gutten. Han ba til 
2KI.4.34	 og så steg han opp i sengen og la seg over gutten med munnen mot hans munn, øynene mot hans øyne og hendene mot hans hender. Da Elisja bøyde seg ned over ham, ble guttens kropp varm. 
2KI.4.35	Elisja reiste seg opp igjen og gikk en gang fram og tilbake i rommet. Så steg han opp i sengen igjen og bøyde seg over gutten. Da nøs gutten sju ganger og slo øynene opp.
2KI.4.37	Hun kom og falt ned for føttene hans og bøyde seg med ansiktet mot jorden. Så tok hun gutten og gikk ut.
2KI.4.38	Elisja vendte tilbake til Gilgal. På den tiden var det hungersnød i landet. En gang mens profetdisiplene satt hos ham, sa han til tjeneren sin: «Sett over den store gryta og kok mat til profetdisiplene!» 
2KI.4.39	En av dem gikk da ut på marken for å plukke urter. Han fant noen villranker og plukket kappen full av det som vokste på dem. Da han kom tilbake, skar han dem opp og hadde dem i gryta, uten at noen visste om det. 
2KI.4.40	De øste opp, så mennene kunne få spise. Men da de smakte på maten, skrek de opp og ropte: «Det er død i gryta, gudsmann!» Og de kunne ikke spise det. 
2KI.4.41	Da sa Elisja: «Hent litt mel!» Det hadde han opp i gryta og sa: «Øs nå opp for folkene, så de får spise.» Nå var det ikke lenger noe skadelig i gryta.
2KI.4.43	 Men tjeneren hans sa: «Hvordan kan jeg sette dette fram for hundre mann?» «Gi det til folkene så de får spise», gjentok Elisja. «For så sier 
2KI.4.44	 Så satte han det fram for dem. De spiste, og det ble mat til overs, som 
2KI.5.2	På et herjetokt hadde arameerne en gang ført bort en ung jente fra Israel som fange. Nå tjente hun hos Naamans kone. 
2KI.5.3	En dag sa jenta til sin matmor: «Om bare husbonden min kunne komme til profeten som bor i Samaria, skulle nok han fri ham fra hudsykdommen.» 
2KI.5.4	Naaman gikk til sin herre og fortalte ham hva jenta fra Israel hadde sagt. 
2KI.5.5	 Da sa arameerkongen: «Dra du! Jeg vil sende med deg et brev til kongen i Israel.» Så dro han og tok med seg ti talenter sølv, seks tusen sjekel gull og ti festdrakter.
2KI.5.6	Naaman leverte brevet til kongen i Israel. Der sto: «Når du mottar dette brevet, vil du se at jeg har sendt min tjener Naaman til deg for at du skal fri ham fra den hudsykdommen han lider av.» 
2KI.5.7	 Da Israels konge hadde lest brevet, flerret han klærne sine og sa: «Er jeg Gud så jeg rår over liv og død, siden han sender bud til meg for at jeg skal fri en mann fra hans hudsykdom? Nå kan dere se og skjønne at han vil yppe strid mot meg.» 
2KI.5.8	Men da gudsmannen Elisja fikk høre at kongen hadde flerret klærne sine, sendte han bud til ham og sa: «Hvorfor har du flerret klærne dine? La mannen komme til meg, så skal han få kjenne at det er en profet i Israel.»
2KI.5.9	Så kom da Naaman med hester og vogner og stanset ved døren til Elisjas hus. 
2KI.5.10	 Elisja sendte et bud ut til ham og sa: «Gå og vask deg sju ganger i Jordan! Så skal kroppen din bli frisk og du bli ren.» 
2KI.5.11	Da ble Naaman sint og dro bort. Han sa: «Jeg trodde han selv ville komme ut til meg, stå fram og påkalle 
2KI.5.12	Er ikke Abana og Parpar, elvene ved Damaskus, like gode som alle vassdragene i Israel? Kunne jeg ikke vaske meg i dem og bli ren?» Så snudde han og dro bort i fullt sinne.
2KI.5.13	Men Naamans tjenere kom til ham, snakket med ham og sa: «Far, hadde profeten pålagt deg noe vanskelig, ville du ikke da ha gjort det? Hvor mye mer nå når han bare sier til deg at du skal vaske deg og bli ren!» 
2KI.5.14	 Så dro Naaman ned til Jordan og dukket seg sju ganger i elven, slik gudsmannen hadde sagt. Da ble kroppen hans frisk igjen som kroppen til en liten gutt, og han ble ren.
2KI.5.15	Så vendte han tilbake til gudsmannen med hele sitt følge. Da han kom dit, gikk han fram for profeten og sa: «Nå vet jeg at det ikke finnes noen Gud på hele jorden uten i Israel. Ta nå imot en gave fra din tjener!» 
2KI.5.16	Men Elisja svarte: «Så sant 
2KI.5.17	 Da sa Naaman: «Når du ikke vil, så la din tjener få så mye jord som et par muldyr kan bære. For jeg vil aldri mer bære fram brennoffer og slaktoffer til andre guder, bare til 
2KI.5.18	 Men én ting må 
2KI.5.19	Elisja svarte: «Gå i fred!»
2KI.5.19	Da Naaman hadde gått fra ham og var kommet et stykke på vei, 
2KI.5.20	sa Gehasi, som var tjenestegutt hos gudsmannen Elisja, til seg selv: «Nå har min herre latt denne arameeren Naaman slippe billig og ikke tatt imot det han hadde med seg. Så sant 
2KI.5.21	Dermed satte Gehasi av sted etter Naaman. Da Naaman så at noen kom løpende etter ham, hoppet han ned av vognen, gikk imot ham og spurte: «Er alt vel?» 
2KI.5.22	«Alt er vel», svarte Gehasi, «men min herre har sendt meg med dette bud: To unge profetdisipler fra Efraim-fjellene er nettopp kommet til meg. La dem få en talent sølv og et par festdrakter!» 
2KI.5.23	Naaman svarte: «Vær så snill å ta to talenter!» Han ba ham inntrengende og knyttet to talenter sølv inn i to punger. Så rakte han to festdrakter til to av tjenesteguttene sine, som bar dem for Gehasi. 
2KI.5.24	Men da de kom opp til byhøyden, tok han det fra dem og gjemte det i huset. Så lot han mennene fare, og de dro.
2KI.5.25	Da Gehasi kom inn og gikk bort til sin herre, sa Elisja til ham: «Hvor kommer du fra, Gehasi?» «Jeg har ikke vært noe sted», svarte han. 
2KI.5.26	Men profeten sa til ham: «Tror du ikke jeg var der i ånden da en mann snudde seg fra vognen og gikk imot deg? Er dette en tid til å motta penger og klær, oliventrær og vinmarker, småfe og storfe, slaver og slavekvinner? 
2KI.5.27	 Naamans hudsykdom skal for alltid henge ved deg og din ætt.» Da Gehasi gikk bort fra ham, var han syk, huden hans var hvit som snø.
2KI.6.1	En dag sa profetdisiplene til Elisja: «Vi har ikke plass nok her vi sitter foran deg. 
2KI.6.2	La oss få gå ned til Jordan og hente hver sin stokk. Så lager vi oss et sted hvor vi kan være.» «Ja, bare gå!» sa Elisja. 
2KI.6.3	En av dem sa: «Vær så snill å gå med tjenerne dine.» Han svarte: «Ja, jeg blir med.» 
2KI.6.4	Så gikk han med dem, og da de kom til Jordan, begynte de å felle trær.
2KI.6.5	Men da en av dem felte sitt tre, falt øksen i vannet. Da ropte han høyt: «Å, min herre! Den var til og med lånt!» 
2KI.6.6	«Hvor falt den?» spurte gudsmannen. Han viste ham stedet. Da hogg Elisja av et stykke tre og kastet det i vannet. Slik fikk han øksen til å flyte opp. 
2KI.6.7	«Ta den opp!» sa han. Og mannen rakte hånden ut og tok øksen.
2KI.6.8	Arameerkongen lå i krig med Israel. En gang han rådførte seg med mennene sine, sa han: «Jeg vil slå leir på det og det sted.» 
2KI.6.9	Da sendte gudsmannen bud til Israels konge og sa: «Vokt deg for å dra forbi dette stedet, for arameerne har slått leir der.» 
2KI.6.10	Så sendte Israels konge bud til det stedet gudsmannen hadde nevnt. Han advarte kongen, og han tok seg i vare. Dette skjedde flere ganger.
2KI.6.11	Arameerkongen ble opprørt over dette. Han kalte mennene sine sammen og sa til dem: «Fortell meg! Hvem av våre folk holder med Israels konge?» 
2KI.6.12	Da sa en av hans menn: «Ingen av oss, herre konge. Det er Elisja, profeten i Israel, som lar Israels konge vite hvert ord du sier i ditt soverom.» 
2KI.6.13	 Da sa kongen: «Gå og finn ut hvor han er, så jeg kan sende folk og gripe ham.» Han fikk melding om at profeten var i Dotan, 
2KI.6.14	og dit sendte kongen en stor hær med hester og vogner. De kom om natten og omringet byen.
2KI.6.15	Tidlig neste morgen, da gudsmannens tjener sto opp og gikk ut, fikk han øye på en hær med hester og vogner som omringet byen. «Å, min herre, hva skal vi gjøre nå?» sa gutten til Elisja. 
2KI.6.16	 Han svarte: «Vær ikke redd! Det er flere som er med oss enn med dem.» 
2KI.6.17	 Så ba Elisja og sa: «Å, 
2KI.6.19	Da sa Elisja til dem: «Det er ikke denne veien eller denne byen. Følg meg, så skal jeg føre dere til den mannen dere leter etter.» Og han førte dem til Samaria. 
2KI.6.20	Da de kom dit, ba Elisja: «
2KI.6.21	 Da Israels konge så dem, sa han til Elisja: «Skal jeg bare hugge dem ned, far?» 
2KI.6.22	 Han svarte: «Du skal ikke hugge dem ned! Har du tatt dem til fange med sverd og bue for å hugge dem ned? Sett brød og vann fram for dem, la dem spise og drikke og vende hjem til sin herre.» 
2KI.6.23	Kongen gjorde i stand et stort festmåltid for dem, og de spiste og drakk. Så lot han dem gå, og de vendte tilbake til sin herre. Siden kom det ikke flere flokker av arameere og herjet i Israel.
2KI.6.24	En tid etter hendte det at arameerkongen Ben-Hadad samlet hele sin hær og dro opp og beleiret Samaria. 
2KI.6.25	 Det ble stor hungersnød i Samaria. Beleiringen varte så lenge at et eselhode kostet åtti sjekel sølv, og en kvart kab duemøkk kostet fem sjekel.
2KI.6.26	En dag Israels konge gikk fram og tilbake oppe på bymuren, ropte en kvinne til ham: «Hjelp, herre konge!» 
2KI.6.27	Han svarte: «Om ikke 
2KI.6.28	Og kongen spurte: «Hva er i veien med deg?» Hun svarte: «Denne kvinnen sa til meg: Kom hit med sønnen din, så spiser vi ham i dag, og så spiser vi sønnen min i morgen. 
2KI.6.29	 Vi kokte sønnen min og spiste ham. Neste dag sa jeg til henne: Kom nå med sønnen din, så spiser vi ham. Men da gjemte hun gutten sin.»
2KI.6.31	«Måtte Gud la det gå meg ille både nå og siden», sa han, «hvis hodet til Elisja, Sjafats sønn, skal bli sittende på ham dagen ut.»
2KI.6.33	Mens Elisja ennå snakket med dem, kom kongen til ham. Han sa: «Se, denne ulykken kommer fra 
2KI.7.2	Kongens våpenbærer og beste støtte tok til orde og sa til gudsmannen: «Om så 
2KI.7.4	Sier vi at vi vil gå inn i byen, kommer vi til å dø, for der er det hungersnød. Blir vi sittende her, vil vi også dø. Kom, nå går vi over til arameernes leir! Lar de oss leve, berger vi livet. Dreper de oss, dør vi.» 
2KI.7.5	I skumringen brøt de opp for å dra til arameernes leir. Men da de kom til utkanten av leiren, var det ingen der. 
2KI.7.6	 hadde latt arameerne få høre larmen av vogner og hester, larmen av en stor hær. Da sa de til hverandre: «Nå har Israels konge leid inn hetittkongene og egypterkongene for å overfalle oss!» 
2KI.7.7	Så brøt de opp og flyktet i skumringen. De forlot teltene, hestene og eslene sine, hele leiren slik den lå, og flyktet for å berge livet.
2KI.7.8	Da disse mennene med hudsykdom kom til utkanten av leiren, gikk de inn i et telt, hvor de spiste og drakk. De tok med seg sølv, gull og klær og gikk bort og gjemte det. Så kom de tilbake og gikk inn i et annet telt. De tok med seg det som var der også, og gikk bort og gjemte det. 
2KI.7.9	Men så sa de til hverandre: «Det er ikke rett, det vi gjør nå. Dette er dagen for gode nyheter. Tier vi og venter til morgenen gryr, fører vi skyld over oss. Kom, la oss gå og fortelle dette i kongens slott!»
2KI.7.10	Så gikk de og ropte på vakten i byporten. «Vi kom til arameernes leir», fortalte de, «og der var det ingen å se og ingen å høre. Men hestene og eslene sto bundet, og teltene var som de pleier å være.» 
2KI.7.11	Portvaktene ropte dette videre, og det ble meldt i kongens slott.
2KI.7.12	Kongen sto opp midt på natten og sa til mennene sine: «Jeg vil fortelle dere hva arameerne har gjort mot oss. De vet at vi sulter. Derfor har de forlatt leiren og gjemt seg ute på marken. De tenker som så: Når folk drar ut av byen, griper vi dem levende, og så kan vi trenge inn i byen.» 
2KI.7.13	Men en av kongens menn svarte: «La noen ta fem av de hestene som ennå er igjen i byen. Vi sender dem av sted, så får vi se. Det kan jo ikke gå dem verre enn alle israelittene som er igjen i byen, eller alle de israelittene som allerede er omkommet.» 
2KI.7.14	Så hentet de to ryttere, som kongen sendte ut etter arameerhæren. «Ri av gårde og se etter!» sa han. 
2KI.7.15	De fulgte etter arameerne helt til Jordan, og hele veien lå det fullt av klær og annet utstyr som arameerne hadde kastet fra seg da de flyktet. Sendebudene kom tilbake og meldte dette til kongen.
2KI.7.16	Da dro folket ut og plyndret arameernes leir. Og det gikk som 
2KI.7.17	 Kongen hadde satt sin våpenbærer og beste støtte til å ha oppsyn med byporten. Men folkemengden trampet ham i hjel i porten. Det gikk som gudsmannen hadde sagt den gangen kongen kom til ham. 
2KI.7.18	Da sa han jo til kongen: «I morgen på denne tiden skal to sea byggmel selges for en sjekel ved byporten i Samaria og en sea fint mel selges for en sjekel.» 
2KI.7.19	Da tok kongens våpenbærer til orde og sa til gudsmannen: «Om så 
2KI.7.20	Og slik gikk det altså med ham. Folkemengden trampet ham i hjel i byporten.
2KI.8.2	 Kvinnen brøt opp og gjorde som gudsmannen hadde sagt. Hun dro av sted med hele sitt hus, og i sju år bodde hun i filisternes land.
2KI.8.3	Da sju år var gått, kom kvinnen tilbake fra filisternes land. Hun gikk til kongen og tryglet om å få igjen sitt hus og sin jord. 
2KI.8.4	Kongen snakket nettopp med Gehasi, gudsmannens tjener, og ba ham fortelle om alt det store Elisja hadde gjort. 
2KI.8.5	Og mens han fortalte kongen hvordan profeten hadde vakt den døde til live, kom denne guttens mor. Hun tryglet kongen om å få igjen sitt hus og sin jord. Da sa Gehasi: «Herre konge, dette er kvinnen, og dette er sønnen hennes som Elisja vekket til live.» 
2KI.8.6	Kongen spurte kvinnen ut, og hun fortalte. Så sendte han henne en av sine hoffmenn og sa: «Sørg for at hun får tilbake alt som hører henne til, og alt som er høstet på hennes jord fra den dagen hun forlot landet og helt til nå.»
2KI.8.7	En gang kom Elisja til Damaskus mens arameerkongen Ben-Hadad lå syk. Da det ble meldt kongen at gudsmannen var kommet, 
2KI.8.8	 sa han til Hasael: «Ta med deg en gave og gå og møt gudsmannen! Gjennom ham skal du spørre 
2KI.8.9	Hasael gikk i møte med Elisja og hadde med seg en gave av det beste som fantes i Damaskus, så mye som førti kameler kunne bære.
2KI.8.9	Da han trådte fram for profeten, sa han: «Din sønn Ben-Hadad, arameernes konge, har sendt meg til deg for å spørre om han vil komme til å overleve den sykdommen han har.» 
2KI.8.10	Elisja svarte: «Gå og si til kongen: Du skal få leve! Men 
2KI.8.11	 Gudsmannen stirret framfor seg. Ansiktet stivnet. Og så brast han i gråt. 
2KI.8.12	 «Hvorfor gråter du, min herre?» spurte Hasael. Elisja svarte: «Fordi jeg vet at du kommer til å gjøre ondt mot israelittene. Du vil sette ild på deres befestede byer, drepe deres unge menn med sverd, knuse deres småbarn og skjære opp kvinner som er med barn.» 
2KI.8.13	Hasael sa: «Hvordan skulle din tjener, en hund som jeg, gjøre så store ting?» Elisja svarte: «
2KI.8.14	Da forlot Hasael Elisja og gikk hjem til sin herre. «Hva sa Elisja til deg?» spurte kongen. Hasael svarte: «Han sa at du kommer til å overleve.» 
2KI.8.15	Men dagen etter tok Hasael et klede, dyppet det i vann og presset det mot kongens ansikt, og han døde. Og Hasael ble konge etter ham.
2KI.8.17	Joram var trettito år gammel da han ble konge, og han regjerte i Jerusalem i åtte år. 
2KI.8.18	 I sin ferd var han som de andre kongene i Israel. Han levde slik som Ahabs hus hadde gjort, for han var gift med en datter av Ahab. Og han gjorde det som var ondt i 
2KI.8.19	 Men for sin tjener Davids skyld ville 
2KI.8.21	Da rykket Joram ut mot Sa'ir med alle sine stridsvogner. Han brøt opp om natten og slo edomittene, som hadde omringet ham og kommandantene for stridsvognene. Men folket flyktet til teltene sine. 
