GEN.1.4	Gud så lyset, at det var godt. Og Gud skilte lyset fra mørket.
DEU.1.36	bortsett fra Kaleb, Jefunnes sønn. Han skal få se det; til ham og hans barn gir Jeg det landet han vandret i, for han fulgte Herren helt og fullt.’
DEU.1.41	Da svarte dere og sa til meg: ‘Vi har syndet mot Herren. Vi vil dra opp og stride, slik Herren vår Gud befalte oss.’ Da dere alle hadde spent våpnene om dere til krig, trodde dere det var lett å dra opp i fjellet.
DEU.1.42	Herren sa til meg: ‘Si til dem: Dra ikke opp for å krige, for Jeg er ikke midt iblant dere. Da vil dere bli slått av fiendene deres.’
DEU.1.43	Dette talte jeg til dere, men likevel ville dere ikke høre. Dere gjorde opprør mot Herrens befaling, og egenrådige dro dere opp i fjellet.
DEU.1.44	Amorittene, som bodde på det fjellet, kom ut og møtte dere og jagde dere som en bisverm, og slo dere i Se’ir og drev dere helt til Horma.
DEU.1.45	Så vendte dere tilbake og gråt for Herrens ansikt, men Herren ville ikke høre på deres røst eller legge øret til dere.
DEU.2.2	Herren talte til meg og sa:
DEU.2.3	‘Nå har dere brukt lang nok tid på å gå rundt dette fjellet. Vend dere mot nord!
DEU.2.4	Befal folket og si: Dere skal dra gjennom det området som tilhører deres brødre, Esaus barn, som bor i Se’ir. De vil bli redde for dere. Derfor skal dere vokte dere nøye
DEU.2.6	Dere skal kjøpe mat for penger av dem, så dere kan spise. Også vann skal dere kjøpe for penger av dem, så dere kan drikke.
DEU.2.8	Vi dro videre forbi våre brødre, Esaus barn, som bor i Se’ir, bort fra veien over sletten, bort fra Eilat og Esjon-Geber. Vi snudde og dro forbi på veien til Moabørkenen.
DEU.2.9	Da sa Herren til meg: ‘Angrip ikke Moab, og gå ikke i krig mot dem, for Jeg vil ikke gi deg noe av landet deres til eiendom. For Ar har Jeg gitt som eiendom til Lots barn.
DEU.2.10	Før hadde emittene bodd der, et folk like stort, tallrikt og høyreist som anakittene.
DEU.2.11	De ble også regnet som kjemper
DEU.2.13	Bryt nå opp og dra over Sered-dalen
DEU.2.14	Tiden vi brukte fra vi dro fra Kadesj-Barnea til vi dro over Sereddalen, var 38 år, til hele slekten av krigere i leiren var utdødd, slik Herren hadde sverget for dem.
DEU.2.15	For Herrens hånd var sannelig imot dem, så Han slo dem med forvirring i leiren, helt til de var utdødd.
DEU.2.16	Da alle krigerne til slutt var utdødd fra folket, skjedde det
DEU.2.17	at Herren talte til meg og sa:
DEU.2.18	‘I dag skal du dra over grensen til Moab ved Ar.
DEU.2.23	Avittene bodde i landsbyene helt til Gaza. Kaftorerne, som kom fra Kaftor, ødela dem og bodde der i deres sted.
DEU.2.29	slik Esaus barn, som bor i Se’ir, og moabittene som bor i Ar, lot meg få lov til, inntil jeg drar over Jordan til det landet Herren vår Gud gir oss.’
DEU.2.31	Herren sa til meg: ‘Se, like foran deg begynner Jeg å overgi Sihon og landet hans. Begynn å ta det i eie, så landet hans kan bli din eiendom.’
DEU.2.32	Da kom Sihon og hele hans folk ut for å møte oss og kjempe mot oss ved Jahas.
DEU.2.33	Herren vår Gud overga ham foran oss. Så slo vi både ham, hans sønner og hele hans folk.
DEU.2.35	Bare buskapen tok vi som bytte til oss selv, sammen med hærfanget fra byene vi inntok.
DEU.2.37	Bare landet til Ammons barn kom du ikke nær, ikke noe sted langs Jabbok-elven, eller byene i fjellene, eller noe annet sted, slik Herren vår Gud hadde befalt oss.
DEU.3.1	Så snudde vi og dro opp langs veien til Basan. Og, Basans konge, kom ut mot oss, han og hele hans folk, for å gå til krig ved Edre’i.
DEU.3.3	Også Og, Basans konge, med hele hans folk overga Herren vår Gud i vår hånd, og vi slo ham til det ikke var noen overlevende igjen.
DEU.3.5	Alle disse byene var befestet med høye murer, porter og bommer, foruten en stor mengde landsbyer.
DEU.3.7	Men hele buskapen og hærfanget fra byene tok vi selv som bytte.
DEU.3.10	– alle byene på sletten, hele Gilead og hele Basan, helt til Salka og Edre’i, byer i riket til Og av Basan.
DEU.3.11	For bare kong Og av Basan var igjen av alle kjempene
DEU.3.13	Resten av Gilead, og hele Basan, riket til Og, ga jeg til halvparten av Manasses stamme. Hele Argobområdet med hele Basan ble kalt kjempenes
DEU.3.15	Til Makir ga jeg Gilead.
DEU.3.19	Men konene, barna og buskapen deres – jeg vet at dere har stor buskap – skal bli igjen i byene deres, dem jeg har gitt dere.
DEU.4.4	Men dere som klynget dere til Herren deres Gud, er i live i dag, hver eneste én av dere.
DEU.4.5	Se, jeg har lært dere lover og forskrifter, slik Herren min Gud befalte meg, for at dere skulle holde dem i det landet dere kommer inn i og tar i eie.
DEU.4.6	Derfor skal dere ta dere i vare så dere holder dem. For nettopp dette er deres visdom og forstand framfor de folkeslagene som kommer til å høre alle disse lovene, og som vil si: ‘Sannelig, dette store folket er et vist og forstandig folk.’
DEU.4.7	For hvor er et slikt stort folk, med en gud som er så nær, slik Herren vår Gud er hos oss, uansett når vi kaller på Ham?
DEU.4.8	Og hvor er et slikt stort folk, med slike lover og rettferdige dommer
DEU.4.11	Så trådte dere nær og sto ved foten av fjellet. Fjellet sto i flamme helt inn
DEU.4.17	eller etter mønster av noe dyr på jorden, eller etter mønster av noen fugl med vinger som flyr i luften,
DEU.4.18	eller etter mønster av noe som kryper på jorden, eller etter mønster av noen fisk i vannet nedenfor jorden.
DEU.4.20	Men dere har Herren tatt og ført ut av jernovnen, ut av Egypt, for å være Hans folk, en arv til eiendom, som dere er på denne dag.
DEU.4.21	Men Herren ble vred på meg for deres skyld, og Han sverget at jeg ikke skulle få gå over Jordan og ikke få komme inn i det gode landet som Herren deres Gud gir deg som arv.
DEU.4.23	Vokt dere så ikke dere glemmer Herren deres Guds pakt, den Han sluttet med dere, og så dere ikke lager dere noe utskåret bilde formet som noe av det Herren din Gud har forbudt deg.
DEU.4.27	Herren skal spre dere blant folkene, og bare et lite antall av dere skal bli igjen blant de folkeslagene som Herren skal drive dere bort til.
DEU.4.30	Når du er i trengsel og alt dette rammer deg i de siste dager, når du da vender om til Herren din Gud og lyder Hans røst –
DEU.4.34	Eller prøvde Gud
DEU.4.37	Fordi Han elsket dine fedre og fordi Han utvalgte deres ætt etter dem, førte Han deg ut av Egypt ved sitt Åsyn, ved sin mektige kraft.
DEU.4.38	Folkeslag som er større og mektigere enn deg, drev Han bort fra ditt ansikt for å føre deg inn i landet deres og gi deg det som arv, slik det er på denne dag.
DEU.4.42	så en drapsmann kunne flykte dit – det er en som uforvarende dreper sin neste uten å ha hatet ham på forhånd, og som kan få leve ved å flykte til en av disse byene.
DEU.4.44	Dette er den loven Moses la fram for Israels barn.
DEU.4.45	Dette er de vitnesbyrdene, lovene og dommene
DEU.4.47	De tok i eie både landet hans og landet til Og, Basans konge, de to amoritterkongene som var på denne siden av Jordan, mot soloppgangen,
DEU.4.49	og hele slettelandet på østsiden av Jordan, helt til Arabasjøen, nedenfor Pisgaliene.
DEU.5.1	Moses kalte sammen hele Israel og sa til dem: «Hør, Israel, de lovene og budene som jeg kunngjør for dere i dag, så dere kan lære dem og ta dere i vare så dere holder dem.
DEU.5.5	På den tiden sto jeg mellom Herren og dere for å kunngjøre dere Herrens Ord. For dere fryktet på grunn av ilden, og dere gikk ikke opp til fjellet. Han sa:
DEU.5.6	‘Jeg er Herren din Gud som førte deg ut fra landet Egypt, ut fra slavehuset
DEU.5.17	Du skal ikke drepe.
DEU.5.18	Du skal ikke drive hor.
DEU.5.19	Du skal ikke stjele.
DEU.5.20	Du skal ikke avlegge falskt vitnesbyrd mot din neste.
DEU.5.24	Dere sa: ‘Sannelig
DEU.5.25	Hvorfor skal vi da likevel dø? For denne store ilden vil fortære oss. Hvis vi hører lenger på Herren vår Guds røst, dør vi.
DEU.5.30	Gå og si til dem: Vend tilbake til teltene deres!
DEU.5.32	Derfor skal dere vokte dere så dere holder det Herren deres Gud har befalt dere. Dere skal ikke vike av verken til høyre eller til venstre.
DEU.6.1	Dette er budet, lovene og dommene Herren deres Gud har befalt meg å lære dere, så dere kan holde dem i det landet dere skal gå inn i for å ta det i eie,
DEU.6.6	Disse ordene Jeg befaler deg i dag, skal forbli i ditt hjerte.
DEU.6.7	Du skal lære dem videre til dine barn dem, og du skal tale om dem når du sitter i ditt hus, når du går på veien, når du legger deg og når du står opp.
DEU.6.8	Du skal binde dem som et tegn rundt hånden, og de skal være som minnesedler mellom dine øyne.
DEU.6.11	hus fulle av alle gode ting som du ikke har fylt dem med, uthogde brønner som du ikke har hogd ut, vingårder og oliventrær som du ikke plantet, når du har spist og er mett,
DEU.6.17	Dere skal holde Herren deres Guds bud nøye, Hans vitnesbyrd og Hans lover som Han har befalt deg.
DEU.6.22	For våre øyne viste Herren mektige og forferdelige tegn og under mot Egypt, Farao og hele hans hus.
DEU.6.23	Så førte Han oss ut derfra, for at Han kunne føre oss inn og gi oss det landet Han tilsverget våre fedre.
DEU.7.2	og når Herren din Gud overgir dem foran deg, da skal du slå dem, og du skal sannelig lyse dem i bann. Du skal ikke slutte noen pakt med dem og ikke vise dem nåde.
DEU.7.6	For et hellig folk er du for Herren din Gud. Deg har Herren din Gud utvalgt for at du skal være Hans eiendomsfolk framfor alle folkeslag på jordens overflate.
DEU.7.8	– men fordi Herren elsker dere, og fordi Han ville holde eden Han hadde sverget deres fedre. Derfor har Herren ført dere ut med mektig hånd og løst dere ut fra slavehuset, fra egypterkongen Faraos hånd.
DEU.7.10	Dem som hater Ham, gjengjelder Han rett opp i ansiktet og fører dem i fortapelsen. Han skal ikke drøye overfor den som hater Ham. Han skal gjengjelde ham rett opp i ansiktet.
DEU.7.11	Derfor skal du holde fast ved det budet, lovene og dommene
DEU.7.13	Han skal elske deg og velsigne deg og gjøre deg tallrik. Han skal også velsigne din livsfrukt og grøden av din jord, ditt korn, din most og din olje, avkommet fra ditt storfe og tilveksten til ditt småfe i det landet Han sverget dine fedre at Han ville gi deg.
DEU.7.17	Hvis du skulle si i ditt hjerte: ‘Disse folkeslagene er større enn jeg. Hvordan skal jeg klare å drive dem bort?’
DEU.7.20	Herren din Gud skal også sende veps inn blant dem, helt til de som er igjen og gjemmer seg for deg, er gått fortapt.
DEU.7.21	Du skal ikke bli skrekkslagen på grunn av dem. For Herren din Gud, den store og fryktinngytende Gud, er midt iblant deg.
DEU.7.22	Litt etter litt skal Herren din Gud drive disse folkeslagene bort fra ditt ansikt. Du skal ikke klare å fortære dem på én gang, så det ikke skal bli for mange villdyr på marken rundt deg.
DEU.7.23	Men Herren din Gud skal overgi dem til deg, og Han skal skape stor forvirring blant dem til de er ødelagt.
DEU.7.24	Han skal overgi kongene deres i din hånd, og du skal utslette deres navn under himmelen. Ingen skal kunne stå seg mot deg helt til du har ødelagt dem.
DEU.7.25	De utskårne gudebildene deres skal dere brenne med ild. Du skal ikke begjære det sølvet og gullet som er på dem, og ikke ta det til deg selv, så du ikke blir fanget av det, som i en snare. For det er en styggedom for Herren din Gud.
DEU.8.5	Så skal du da erkjenne i ditt hjerte at slik en mann tukter sin sønn, slik tukter Herren din Gud deg,
DEU.8.6	så du holder Herren din Guds bud, vandrer på Hans veier og frykter Ham.
DEU.8.8	et land med hvete og bygg, med vintrær og fikentrær og granatepler, et land med olivenolje og honning,
DEU.8.9	et land der du ikke må spise ditt brød i fattigdom, hvor du ikke skal mangle noe, et land der steinene er jern og du kan hogge kobber ut av fjellene.
DEU.8.11	Vokt deg så du ikke glemmer Herren din Gud og ikke forsømmer å holde budene, dommene
DEU.8.13	når storfeet og småfeet ditt blir tallrikt, og du får sølv og gull i mengder, og alt du eier blir mer og mer,
DEU.8.14	da vokt deg så du ikke opphøyer deg og glemmer Herren din Gud, som førte deg ut av landet Egypt, ut fra slavehuset.
DEU.8.17	Da må du ikke si i ditt hjerte: ‘Ved min egen kraft og min egen hånds styrke har jeg skaffet meg denne velstanden.’
DEU.8.19	Da skal det skje: Hvis du virkelig skulle glemme Herren din Gud og følge andre guder, tjene dem og tilbe dem, da skal jeg vitne mot dere på denne dag at dere sannelig skal gå fortapt
DEU.8.20	På samme måten som de folke-slagene
DEU.9.3	Derfor skal du kjenne i dag at Herren din Gud er den som går over foran deg, som en fortærende ild. Han skal ødelegge og underkue dem rett foran deg. Så skal du drive dem ut og være snar til å utrydde
DEU.9.11	Da de 40 dagene og 40 nettene var til ende, skjedde det: Herren ga meg de to steintavlene, paktens tavler.
DEU.9.12	Så sa Herren til meg: ‘Stå opp og skynd deg å gå ned herfra, for ditt folk som du førte ut av Egypt, har gjort noe forferdelig. De har vært snare til å vike av fra den veien Jeg befalte dem å gå. De har lagd seg et støpt avgudsbilde.’
DEU.9.17	Da grep jeg om de to tavlene og kastet dem ut av hendene mine og knuste dem rett foran dere.
DEU.9.20	Også på Aron ble Herren vred og ville ødelegge ham. Så jeg gikk den gangen i forbønn også for Aron.
DEU.9.27	Husk på Dine tjenere, Abraham, Isak og Jakob! Se ikke på dette folkets stahet, på deres ugudelighet
DEU.9.28	så ikke landet Du førte oss ut fra, skal si: «Fordi Herren ikke klarte å føre dem inn i det landet Han hadde lovt dem, og fordi Han hatet dem, har Han ført dem ut for å ta livet av dem i ørkenen.»
DEU.9.29	Men de er Ditt folk og Din arv, som Du har ført ut ved Din mektige kraft og utrakte arm.’
DEU.10.3	Så lagde jeg en ark av akasietre, hogg ut to steintavler lik de første og gikk opp på fjellet med de to tavlene i hånden.
DEU.10.6	Israels barn brøt opp fra Bene-Ja’akans kilder og kom til Mosera, der Aron døde og ble begravet. Hans sønn Elasar gjorde tjeneste som prest i hans sted.
DEU.10.7	Derfra dro de til Gudgod, og fra Gudgod til Jotba, de mange elvers land.
DEU.10.8	På den tiden skilte Herren ut Levis stamme til å bære Herrens paktsark
DEU.10.9	Derfor har ikke Levi noen del eller arv sammen med sine brødre. Herren er hans arv, slik Herren din Gud sa til ham.
DEU.10.13	så du holder Herrens bud og Hans lover, som jeg befaler deg i dag, til det beste for deg?
DEU.10.15	men likevel var det bare dine fedre Herren hadde så kjær at Han elsket dem. Han utvalgte etterkommerne deres, dere framfor alle andre folk, slik det er på denne dag.
DEU.10.17	For Herren deres Gud er gudenes Gud og herrenes Herre, den store Gud, mektig og fryktinngytende, som ikke gjør forskjell på folk
DEU.10.19	Derfor skal også dere elske den fremmede, for dere var selv fremmede i landet Egypt.
DEU.10.21	Han er din lovsang
DEU.11.1	Derfor skal du elske Herren din Gud og alle dager holde Hans befaling, Hans lover, Hans dommer
DEU.11.2	I dag skal dere kjenne at det ikke er deres barn jeg taler med, de som ikke har kjent og ikke har sett Herren deres Guds oppdragelse, Hans storhet og Hans mektige hånd og utrakte arm,
DEU.11.3	tegnene og gjerningene Han gjorde midt i Egypt, mot egypterkongen Farao og mot hele landet hans,
DEU.11.5	De har ikke sett hva Han gjorde med dere i ørkenen helt til dere kom til dette stedet,
DEU.11.6	og hva Han gjorde med Datan og Abiram, sønnene til Eliab, Rubens sønn, da jorden åpnet sitt gap og slukte dem, husene deres, teltene deres og hver skapning som tilhørte dem, midt iblant hele Israel.
DEU.11.7	Men deres øyne har sett alle de store gjerningene Herren har gjort.
DEU.11.10	For det landet du kommer inn i for å ta i eie, er ikke som landet Egypt, som dere dro ut fra, der du sådde såkornet ditt og vannet det med fotkraft, som en grønnsakhage.
DEU.11.17	så Herrens vrede blir opptent mot dere og Han skalker himlene, så det ikke kommer regn og jorden ikke gir sin grøde, og dere snart blir utryddet fra det gode landet som Herren gir dere.
