MAT.1.1	Aanna Yisuu Kirisiinna oyaiya kuavai. Aaparahaamooya Davuitiiya oyaivakidiri Yisuuva diiteeravai.
LUK.3.2	Ii suai ivaki vaidiivaitana Anasaaya Kayapaaya Anutuuqaara kati puara hudeera kieetavaitana variravai. Iqii suai ivaki Sakariaasaa mmaapuuvo Yuvuaano koo mmuyai gaangaivau varuduu Anutuuqo ari kua mmayaayaivaa inna kiaa mmiravai. 
LUK.3.3	Kiaa mmuduu rikioo Yuvuaano mmuakiaa yoosinnayauvai nnoori Yorotaana siriivau vau yoosinnaiyauvaki nuainno varioo Anutuuqaa mmayaayaivaa gioonna kiaapuuya kiaa mmioo tunoo: Ngia ngiingii mminnamminnaa maisaiyauvaa pikiada hanigiada nnikiai na nnooriivaadiri ngii apino Anutuuqo ngii mminnamminnaa maisaiyauvaa rugaanaravaivee. 
LUK.3.4	Ivo itaa kua tuuvaara nnaaruaa vaidi forofetaa Yisayaava ari yanaivau fafaara roo tunoo:
LUK.3.4	Vaidi voovoono koo mmuyai gaanga voovau
LUK.3.4	dioo vainno aayanna roo tinara:
LUK.3.4	Ngia ngii kieetaivaara aataruuvaa teerairaivaa
LUK.3.4	roosiima ngii Udaangaivaara teerama kiaatee.
LUK.3.4	Udaangaivo ngiiisi nninaraivaara
LUK.3.4	teeraida safuuma kiaatee.
LUK.3.5	Mmuakiaa hoonuruuyauvaa rummua apida
LUK.3.5	mmuakiaa taapiiyauvaa hanuu varadu kiaatee.
LUK.3.5	Oo rakau numa rakau vai aataruuyauvaa
LUK.3.5	hanuu safuuma kiada
LUK.3.5	aataruuvau sikauyauvo vaiyauvaa teeda
LUK.3.5	hanuu suooda kiaatee.
LUK.3.6	Fai itaikio Anutuuqo gioonna kiaapuuya vitoo
LUK.3.6	aataru yoketaivau yapaanaraivaa
LUK.3.6	fai mmuakiaaya taaravaivee, tinaravaivee.
LUK.3.6	Yisayaava itaa kua kiaa fafaara reeravai.
LUK.3.7	Kaayau gioonna kiaapuuya nnida Yuvuaano nnoori ti apuaiveera kiaa innasi nnuduu rikioo Yuvuaano tunoo: Ngia gioonna kiaapu maisaso, gioono ngii giaa ngii mikiai Anutuuqo irisai maisaivaa ngii minaraivaara rikiadaida aatuuda niisi ngiaannee? 
LUK.3.8	Ngia kutaa tuanaa ngiingii mmoori maisaiyauvaa pikiada ngiingii ausa mmuduuyaiyauvaa hanigiada mmoori yoketaivaa iikio kaanaivo kooyaa vainaravai. Sa ngiengienaidiri yaata utida kiatee: Inna Aaparahaamo ti nnaakuvavee. Ta aikiooma variaunnanoo, kiatee. Na ngii giaa ngii miaunoo. Aa sikau aayauvaadiri Anutuuqo iinaree tioo iinai vida hanigiada fai Aaparahaamaa uru nnaakaraya variaaravai. 
LUK.3.9	Aanna makee Anutuuqo irisai maisaivaa mminaraivo vaidiivo haivaa yatariiyauvaa oyaiyauvaki teerama kioo tu kioo vaivaa roosiivai. Yatari hama iira yoketaa vaiyauvaa hanaa rakau ikiana kagaari kiaanaravaivee, tiravai.
LUK.3.10	Tuduu rikiada gioonna kiaapuuya inna yaparaida tunoo: Mo dee mmoorivai ta iikiaarannee? 
LUK.3.11	tuduu rikioo ivo iya sai tunoo: Gioonna kiaapu voovoono yaapa taaravaitana vaivoono voovai hama yaapaataivaa mmiaivee. Gioonna kiaapu voovoono yeenna vakiaivoono ari seenaiyaatama nnoo mmiaivee. 
LUK.3.12	tuduu rikiada vaidi sikau takiisa vareeraiya Yuvuaano iya nnoori apuaiveera nnida inna yaparaida tunoo: Vitaira-o, teetaatama aaniivai iikiaarannee? 
LUK.3.13	tuduu rikioo ivo iya sai tunoo: Sikauyauvaa ngii kieetaiya safuuma ngii giaa ngii miaivaugiataama varaatee. Sa ngiingiiiyara yaata utida oro hayuuma varaatee, 
LUK.3.14	tuduu rikiada rapira vaidiiya inna yaparaida tunoo: Mo tee mo. Ta aaniivai iikiaarannee? tuduu rikioo ivo iya sai tunoo: Sa gioonna kiaapuuya ruputida iya unnakua tida iya sikauyauvaa mmuara varaatee. Ngii mmoori irisai sikauyauvaara sa momonakiatee. Inna aikioovaivee kiatee, tiravai.
LUK.3.15	Gioonna kiaapuuya Anutuuqo mmataama kioo vaidiivaara faannaida varida mmuakiaaya pinaama Yuvuaanaara yaata utida tunoo: Aanna Anutuuqo mmataama kioo vaidiivonnee? 
LUK.3.16	tuuvaara Yuvuaano iya mmuakiaaya tunoo: Na kati mmanna nnooriivaadiri ngii apuaunoo. Ivo ni nnaagiai nninaraivoono nnoonna vaidivai. Na vaidi kiisavai. Hama na yopeema mmoori vareera ngiaammuauya roosiima inna yuku nnabaivaitana yeenaivaitana rakuasaa kiee utu radaanaravai. Fai ivoono Anutuuqaa Mmannasa Yoketaivaa tino too ngia vaa ausa hanigiaiya ngii aakiaiyauvaki varinaravai. Hama ausa hanigiaiya fai irisai maisa ikia roosiivaa iya mminaravai. 
LUK.3.17	Ivoono ari savoora roosiivaadiri vuiita iiraiyauvaa rummua rusuku kioo supiya uyu ngiau kiaikio rikioo iiraiyauvo mmatayaa tuoo kuaikio iyauvaa varoo ari yeenna yapa kieera nnauvaki yapa kioo nnabaiyauvaa varoo ikia hama tasuuvaki kagaari kiaanaravaivee, tiravai.
LUK.3.18	Yuvuaano itaa kua kiaa kioo ari vo kua ari vo kuaivaatama kuainnama kioo gioonna kiaapuuya mmayaaya yoketaivaa kiaa mmiravai. 
LUK.3.19+LUK.3.20+LUK.3.21+LUK.3.22	Kiaa mmioo gioonna kiaapuuya nnoori apu taika kioo nnaagiai Yisuunnaatama apu taika kiooduu rikioo Yisuuva yaaku varoo varuduu too ngiauvo rusiti varoo vioo sai ngioo sauduu Mmannasa Yoketaivo ngiaamma mirunnaivaa roosuuvoono tuoo tuoo tuma innayaa variravai. Varuduu rikiooduu ngiau aapuuvakidiri Anutuuqaa kuaivo tuoo tunoo: A ni Maapu tuanaakuavee. Na aiyara mmuduuya ruee na i tauko pinaama ni yoketainoo, tiravai.
LUK.3.19+LUK.3.20+LUK.3.21+LUK.3.22	Herooto mmoori maisaivaa uuvaara Yuvuaano inna tuduu rikioo Herooto inna vitoo oovi nnauvaki inna yapa kieeravai. Vaa Herooto ari vayaanna nnaataivaa Herootiaanna mmuara varoovaaraatama ari vo mmoori maisamaisauyauvaa uuvaaraatama Yuvuaano inna tiravai. Herooto kava vo mmoori maisa voovai iinno Yuvuaanaa oovi nnauvaki yapa kieeravai.
LUK.3.23	Tauraa toosa hareera suaivaki Yisuuva nuainno gioonna kiaapuuya Anutuuqaa mmayaayaivaa kiaa mmiaa roo nuau suaivaki inna nuanuuvo vaidi voovai yuku yaaku taika kioo vo vaidivai yaakuuvaitana vairavai. Gioonna kiaapuuya innara yaata utida tunoo: Inna Yoosiipaa mmaapu tuanaavaivee, tiravai.
LUK.3.23	Yoosiipaa koova Eriiva
LUK.3.24	Eriinna koova Matataava
LUK.3.24	Matataanna koova Riviiva
LUK.3.24	Riviinna koova Merikiiva
LUK.3.24	Merikiinna koova Yanaiva
LUK.3.24	Yanainna koova Yoosiipo
LUK.3.25	Yoosiipaa koova Matatiaava
LUK.3.25	Matatiaanna koova Amooso
LUK.3.25	Amoosaa koova Naumo
LUK.3.25	Naumaa koova Esiriiva
LUK.3.25	Esiriinna koova Nagaiva
LUK.3.26	Nagainna koova Mataava
LUK.3.26	Mataanna koova Matatiaava
LUK.3.26	Matatiaanna koova Simeeva
LUK.3.26	Simeenna koova Yosekeeva
LUK.3.26	Yosekeenna koova Yotaava
LUK.3.27	Yotaanna koova Yovuaanaano
LUK.3.27	Yovuaanaanaa koova Resaava
LUK.3.27	Resaanna koova Seruvavereeva
LUK.3.27	Seruvavereenna koova Seratiereeva
LUK.3.27	Seratiereenna koova Neriiva
LUK.3.28	Neriinna koova Merekiiva
LUK.3.28	Merekiinna koova Adiiva
LUK.3.28	Adiinna koova Kosaamo
LUK.3.28	Kosaamaa koova Eremadaamo
LUK.3.28	Eremadaamaa koova Ereeva
LUK.3.29	Ereenna koova Yosuaava
LUK.3.29	Yosuaanna koova Eriesereeva
LUK.3.29	Eriesereenna koova Yoriimo
LUK.3.29	Yoriimaa koova Matataava
LUK.3.29	Matataanna koova Riviiva
LUK.3.30	Riviinna koova Simioono
LUK.3.30	Simioonaa koova Yutaava
LUK.3.30	Yutaanna koova Yoosiipo
LUK.3.30	Yoosiipaa koova Yonaamo
LUK.3.30	Yonaamaa koova Eriakiimo
LUK.3.31	Eriakiimaa koova Meriaava
LUK.3.31	Meriaanna koova Menaava
LUK.3.31	Menaanna koova Matataava
LUK.3.31	Matataanna koova Nataano
LUK.3.31	Nataanaa koova Davuitiiva
LUK.3.32	Davuitiinna koova Isaiva
LUK.3.32	Isainna koova Yoveteeva
LUK.3.32	Yoveteenna koova Buaaso
LUK.3.32	Buaasaa koova Saramoova
LUK.3.32	Saramoonna koova Nasoono
LUK.3.33	Nasoonaa koova Aminataapo
LUK.3.33	Aminataapaa koova Araamo
LUK.3.33	Araamaa koova Ariniiva
LUK.3.33	Ariniinna koova Eseroono
LUK.3.33	Eseroonaa koova Pereseeva
LUK.3.33	Pereseenna koova Yutaava
LUK.3.34	Yutaanna koova Yakoopo
LUK.3.34	Yakoopaa koova Isaako
LUK.3.34	Isaakaa koova Aaparahaamo
LUK.3.34	Aaparahaamaa koova Taraava
LUK.3.34	Taraanna koova Nakoroova
LUK.3.35	Nakoroonna koova Serukuuva
LUK.3.35	Serukuunna koova Reguuva
LUK.3.35	Reguunna koova Peregeeva
LUK.3.35	Peregeenna koova Evereeva
LUK.3.35	Evereenna koova Seraava
LUK.3.36	Seraanna koova Kainaano
LUK.3.36	Kainaanaa koova Arapasataava
LUK.3.36	Arapasataanna koova Seemo
LUK.3.36	Seemaa koova Nuvuaava
LUK.3.36	Nuvuaanna koova Ramekeeva
LUK.3.37	Ramekeenna koova Metusaraava
LUK.3.37	Metusaraanna koova Inooko
LUK.3.37	Inookaa koova Yareeto
LUK.3.37	Yareetaa koova Marereeva
LUK.3.37	Marereenna koova Kainaano
LUK.3.38	Kainaanaa koova Enosoova
LUK.3.38	Enosoonna koova Seeto
LUK.3.38	Seetaa koova Ataamovee.
LUK.3.38	Ataamo inna Anutuuqaa mmaapuuvovee.
LUK.4.1	Yisuuva nnoori Yorotaanaivakidiri kava vara ranoo nnuduu Mmannasa Yoketaivo inna aakiaivaki suvuau kioo inna vitoo koo mmuyai gaanga voovaura viravai. 
LUK.4.2	Oro hara kioo varuduu taara vaidivaitana yuku yaaku taika kioo suaiyauvaki ivo muaraagakiaiveera Sataango numa inna iinno taanee kiaa inna yaparairavai. Yaparaududuu Yisuuva mmuakiaa suaivai hama yeenna nneerama kioo kati hara kioo varududuu suaivo taika kiooduu pinaama inna yeenna rairavai.
LUK.4.3	Yeenna rauduu rikioo Sataango Yisuunna tunoo: A Anutuuqaa Mmaapukuavee tiee aa sikau aavaa tino too hanigioo yeenna bereetavai vakiaivee, 
LUK.4.4	tuduu rikioo Yisuuva inna kuaivaa sai tunoo: Anutuuqaa kua fafaaraivo vainno tinoo: Gioonna kiaapuuya yeennaiyauvaa nnaasu nneeda iyauvaara yaata utikio hama iyauvoono iya mmannasaiyauvaa yaagueeqainaravaivee, tiivaivee.
LUK.4.5	Tuduu rikioo Sataango Yisuunna vitoo verepi vioo mmuakiaa yoosinna mmataivau vauyauvaa akiairaama inna vitainno 
LUK.4.6	inna tunoo: Aa yoosinna aayauvaara dianeera yaagueeqaivaa na i mminai tee a dinaravai. Mmuakiaa mminnaa yoketaiyauvo ivaki vaiyauvaa fai na i mminaravai. Anutuuqo vaa aa mminnaa aayauvaa ni mivaivee. Fai na vaidi voovai ni miataivaa fai na inna mminaravai. 
LUK.4.7	Fai a ai ausa mmuduuyaivaa ni minai na aa mminnaa mmuakiaa aayauvaa i mminaravaivee, 
LUK.4.8	tuduu rikioo Yisuuva inna sai tunoo: Anutuuqaa kua fafaaraivo vainno tinoo: I Udaanga Anutuuqaa ai ausa mmuduuyaivaa mmiee inna mmooriivaa nnaasu iikianee, tiivaivee.
LUK.4.9	Ivo itaa kua tuduu rikioo Sataango inna vitoo Yerusareema vioo nuunaira nnau pinaivaa pupukiaivau yapa kioo inna tunoo: A Anutuuqaa Mmaapukuavee tiee aavaudiri suairoommu kiee mmatayaa kuanee. 
LUK.4.10	Anutuuqaa kua fafaaraivo vainno tinoo: Anutuuqo ari aangeraiya titanai aiyara haitatuukiaaravaivee, 
LUK.4.11	tikio
LUK.4.11	vo kua voovai vainno tinoo: Ai yukuuvaa sikauyaadiri rusimmaurivoora kiaa iya ngiari yaakuuyauvaadiri suoodaa i sootu utuaaravaivee. Kua fafaaraivoono itaa kua tiivaivee, 
LUK.4.12	tuduu rikioo Yisuuva inna sai tunoo: Anutuuqaa kua fafaaraivo vainno tinoo: Sa i Udaanga Anutuuqaa iinna taanee, tiivaivee, 
LUK.4.13	tuduu rikioo Sataango Yisuunna mmuakiaa kuavai yaparainnonno rikioo inna pikioo viravai. Mo vo suai kava inna yaparainaraivaara ivo faannainno variravai.
LUK.4.14	Mmannasa Yoketaivo yaagueeqama Yisuunna tasipooduu too kava vara ranoo Karirayaa vuduu gioonna kiaapuuya iva uu mmooriivaara mmuakiaa yoosinnaiyauvaki varuuya kiaa mmuduu rikieeravai. 
LUK.4.15	Rikiooduu ivo ngiari nuunaira nnauyauvaki nuainno varioo mmayaaya yoketaivaa iya kiaa mmuduu rikiada iya innara kua yoketaivaa tiravai.
LUK.4.16	Yisuuva ari yokoo yoosinna Nasareetaivakira vioo vioo oro ivaki varioo kati varira suaivaki nuunaira nnauvaki ari virayaama vioo ivaki variravai. Varioonnonno diitoo Anutuuqaa kua fafaaraivaa yaarinara uuduu 
LUK.4.17	vaidi voovoono nnaaruaa vaidi forofetaa Yisayaanna yanaivaa inna mmuduu varoo yanaa hovekauvaa raduda kioo kuaivaara buainnonno tooduu inna too vauduu too yaaruoo tunoo:
LUK.4.18	Na mmayaaya yoketaivaa
LUK.4.18	gioonna kiaapu mmanna haipuuya
LUK.4.18	kiaa mmianeeraivaara
LUK.4.18	Udaangaivo ni mmataama kiaivai.
LUK.4.18	Ivo itaama ni mmataama kiaivaara
LUK.4.18	inna Mmannasaivo niiki varinoo.
LUK.4.18	Gioonna kiaapu oovi nnauvaki variaiya
LUK.4.18	mmaanai kuateeraivaara
LUK.4.18	na iya kiaa mminaraivaara
LUK.4.18	ivo ni titaivai.
LUK.4.18	Gioonna kiaapu avu huruutaiya
LUK.4.18	kava avu taateeraivaara ni titaivai.
LUK.4.18	Gioonna kiaapu mmuaararaiyauvo
LUK.4.18	iya suvuaiya tino too
LUK.4.18	iya mmuaararaiyauvo taikaiveeraivaara ni titaivai.
LUK.4.19	Ii suai ivaki Udaangaivo
LUK.4.19	gioonna kiaapuuya vitoo
LUK.4.19	aataru yoketaivau yapaanaraivaara
LUK.4.19	iya kiaa mmianeera
LUK.4.19	ni titaikiai na tummuauvaivee.
LUK.4.20	Yisuuva Anutuuqaa kuaivo itaama vauvaa yaarummua taika kioo yanaivaa kava hovekama kioo yanaa haitatuura vaidiivaa mmi kioo variravai. Varuduu mmuakiaa gioonna kiaapu nuunaira nnauvaki varuuya inna teeda nnaasu vauduu 
LUK.4.21	Yisuuva iya tunoo: Aanna makee na kuaivaa yaaruau saivaata kaanaivo vainoo, 
LUK.4.22	tuduu rikiada mmuakiaaya innara kua yoketaivaa tida ivo kua ari vookarauvaa tuuvaara pinaama yaata utida ngiari yapara ngiari yaparaida tunoo: Aanna Yoosiipaa mmaapuvai. Mo aaniira ivo itaa kua tiinnee? tiravai.
LUK.4.23	Yisuuva iya tunoo: Vaa na rikiaunoo. Fai ta tupaa tira kua voovai ngia ni tida kiaara: A tutaaqaa roosiima aiyara tuqinnaanee, kiaaravee. Ii ngia itaa kua kiaa kua oyaivaa ni tida kiaara: A iikiannani ta rikiaunna mmooriivaa a yoosinna Kapanauma iikiannaneema a yokeekianna yoosinna aavaki iikianee. Fai ngia ni itaa kua kiaaravee. 
LUK.4.24	Na kua kutaavai ngii giaa ngii miaunoo. Kua kutaa tira vaidi forofetaivaara mmuakiaa yoosinnaiya innara yoketaakiaani ari yoosinna tuanaiya hama innara yoketaakiaavai. 
LUK.4.25	Na kua kutaavai ngii giaa ngii miaunoo. Nnaaruaa vaidi Irayaava varuu suaivaki gioonna muaada kaayauya Isarairaa mmataivau variravai. Varuduu taaravooma nuanuuvo taika kiooduu vo nuanuvai tammaivaki hama vatiivo ruduu hama yeennaatauduu mmuakiaa yoosinna varuuya yeenna rairavai. 
LUK.4.26	Iya yeenna rauduu hama Anutuuqo vaidi forofetaa Irayaanna titooduu vioo Isarairaa gioonna muaadaiyara tuqinneeravai. Ivo vioo Sitoonaa mmataivaki vau yoosinna kiisaivaa nnutuuvo Sarepataa ivaki varuu gioonna muaadaivaa nnaasu tuqinneeravai. 
LUK.4.27	Nnaaruaa vaidi forofetaa voovai nnutuuvo Irisaava varuu suaivaki Isarairaa gioonna kiaapu kaayauya mmamma buunna hooya roosuuya variravai. Anutuuqo hama iya tuqinneeravai. Suriaa vaidiivaa nnutuuvo Naimaanaa nnaasu tuqinneeravaivee, 
LUK.4.28	tuduu rikiada gioonna kiaapu nuunaira nnauvaki suvuauya inna kuaivaara iya ausa nniitarooduu 
LUK.4.29	diitada inna utu raririida yoosinna tooyaivau vida taapiivau ngiari yoosinnaivo vauvau vitada vida mmutuuvaudiri feena oogaivau kagaari kiaara iiravai. 
LUK.4.30	Kagaari kiaara uuduu too ivo kati iya aakiaidaadiri ari kuanee tuudaa viravai.
LUK.4.31	Yisuuva kava vara ranoo vioo vioo yoosinna Kapanauma Karirayaa vau yoosinnaivaki oro varioo Yutayaiya kati varira suaivaki nuunaira nnauvaki vioo gioonna kiaapuuya Anutuuqaa mmayaayaivaa kiaa mmiravai. 
LUK.4.32	Kiaa mmuduu rikiada ari vookarau yaagueeqaivo inna tasipooduu kuaivaa tuuvaara gioonna kiaapuuya nnikiarairavai. 
LUK.4.33	Nnikiarauduu vaidi voovai inna aakiaivaki mmagia maisaivo topauvo nuunaira nnauvaki varioo pinaama kai tioo mmagia maisaivo inna kiaa mmuu kuaivaa tunoo: 
LUK.4.34	Ai, Yisuu-o, Nasareetaa vaidikuavee. A aaniivai ti iinarainna ngiannannee? A ti ruputu taikaanara ngiannannee? Vaa na i tauvai. A Anutuuqaa vaidi yoketaa tuanaakuavee, 
LUK.4.35	tuduu rikioo Yisuuva yaagueeqama mmagia maisaivaa tunoo: Sa kua tirainna vaidiivaa aakiaivakidiri tiee kuanee, tuduu rikioo mmagia maisaivo vaidiivaa ruputuduu iya avuuvau vioo varoo mmataivau vauduu mmagia maisaivo inna aakiaivakidiri pikioo vioo kiooduu hama inna mmammaivo nniitareeravai. 
LUK.4.36	Hama nniitarooduu mmuakiaa gioonna kiaapuuya teeda nnikiaraida ngiari kiaa mmi ngiari kiaa mmiida tunoo: Mo aa vaidi aavo aanii kuavai ari vookarai kua aavaa tiinnee? Ivo yaagueeqa vaidivai vaidi kieetaano tirayaama mmagia maisaiyauvaa yaagueeqama tikiai kuaanoo, 
LUK.4.37	tuduu rikiada gioonna kiaapuuya teeda vida mmuakiaa vaini vainima vau yoosinnaiyauvaki varuuya Yisuuva uu mmooriivaara kiaa mmuduu rikieeravai.
LUK.4.38	Yisuuva nuunaira nnauvakidiri pikioo Simoonaa nnauvaki vioo tooduu Simoonaa nnummuayaanna nniitarooduu pinaama ikiayanaa tooduu iya innara Yisuunna kiaa mmiravai. 
LUK.4.39	Kiaa mmuduu rikioo oro inna mmaataivaa vainiivau dioo vainno inna ikiayanaa taivo taikaiveera tuduu taikooduu akiairauduu diitoo yeennaivaa iya mmiravai.
LUK.4.40	Mmuduu rikioo suaivo haatapooduu teeda gioonna kiaapu vooyaano ngiari seena nniitaroo ari vookara ari vookarauya vitada Yisuunnasi nnuduu too iyayaa ari yaakuuvaitana utuoo mmuakiaaya tuqinneeravai. 
LUK.4.41	Tuqinnooduu gioonna kiaapuuya aakiaiyauvakidiri mmagia maisaiyauvo iya pikiada tiida vida tunoo: A Anutuuqaa Mmaapu tuanaakuavee, tuduu rikioo Yisuuva iya yaagueeqama ooqoo tioo tunoo: Sa kua kiatee, tiravai. Ivo Anutuuqo mmataama kioo vaidivai varuuvaara mmagia maisaiya arinaima teeda rikieeravai. Iya innara itaama teeda rikioovaara Yisuuva iya ooqoo tiravai.
LUK.4.42	Patauduu Yisuuva diitoo yoosinnaivaki pikioo oro kumina mmata voovau variravai. Varuduu gioonna kiaapuuya innara buaama rada nuaidada tooduu iya too vauduu teeda ivo iya pikieevoora kiaa ooqoo kiaaree kiaa uuduu 
LUK.4.43	Yisuuva iya tunoo: Na Anutuuqo gioonna kiaapuuyara dira mmayaaya yoketaivaa nuaina variee vo yoosinna vo yoosinna variaa gioonna kiaapuuyaatama kiaa mmianeera Anutuuqo ni titooduu na tiiravaivee, 
LUK.4.44	kiaa kioo nuainno varioo Yutayaiya nuunaira nnauyauvaki varioo Anutuuqaa mmayaaya yoketaivaa gioonna kiaapuuya kiaa mmiravai.
LUK.5.1	Vo suai Yisuuva nnoori haruungaivaa nnutuuvo Genesareeta siriivau dioo vainno Anutuuqaa kua yoketaivaa tioo varuduu gioonna kiaapuuya Anutuuqaa kuaivaa rikiaara iida varida ngiari feena ngiari feenaida varida inna suvuairavai. 
LUK.5.2	Inna suvuau kiada uuduu iva tooduu kanuu taaravaitana inna too vauduu vaa nakaaraiya utu raririima rada siriivau yapa kiada oro ngiari utua vaaheeyauvaa finida variravai. 
LUK.5.3	Finida varuduu Yisuuva kanuu voovaki karoo dioo vainno ivaa nakaaraivaa Simoonaa yaparainno tunoo: Ai kanuu aavaa feenano nnoori tooyannigiataa kuaivee, tuduu rikioo feena kiooduu vuduu Yisuuva ivaki varioo gioonna kiaapuuya mmayaayaivaa kiaa mmiravai.
LUK.5.4	Kiaa mmi taika kioo Simoonaa tunoo: Ai kanuuvaa kava feena kino nnoori haruunga tammaa ivau vinai eenoo ai seenaiyaatama ngiingii utua vaaheeyauvaa varada ivaki kagaari kikio vinai tavauyauvaa varaatee, 
LUK.5.5	tuduu rikioo Simoono sai tunoo: Nnoonna-o, ta heenagieena puruaunnanono hama tavauyauvo ti tainoo. Mo inna aikioo a tinai tee na kava utua vaaheeyauvaa kagaari kiaanaravaivee, 
LUK.5.6	kiaa kioo ivo ari seenaiyaatama ngiari utua vaaheeyauvaa varada oro kagaari kiooduu vuduu tavauyauvo iya utua vaaheeyauvaki nnida vidada suvuai kiada vauduu iya utua vaaheeyauvo takeekiataama uuduu 
LUK.5.7	ngiari seena tavau vareera vooya vo kanuuvaki varuuyara rootu maavee tida tunoo: Numa ti tasipama tavau aayauvaa varaatee, tuduu rikiada nnuduu taara kanuuvaitanaki tavauyauvo fuugiaama kioo vauduu kanuuvaitana mmeepi nnoori aakiaivaki kuataama iiravai. 
LUK.5.8	Kuataama uuduu Simoono Petorooso ivaa too Yisuunna yuku oyaivaki toorivu yau haroo tunoo: Udaanga-o, ni mminnamminnaa maisaivo ni suvuaivaara ni pikiee kuanee. 
LUK.5.9	Petorooso ariyara nnikiarainno itaa kua tiravai. Ivootama mmuakiaa vaidiiya inna tasipooyaatama kaayau tavauyauvaa varoovaara ngiariyara nnikiarairavai. 
LUK.5.10	Nnikiarauduu Simoonaa vuaivaitana Sevetainna mmaapuuvaitana Yakoopaya Yuvuaanayaatama nnikiarairavai. Nnikiarauduu Yisuuva Simoonaa tunoo: Sa aatuunna varianee. Fai yapooma a tavau vareerayaama a gioonna kiaapuuya vitee niisi nninaravai. Fai a mmayaaya yoketaivaa iya kiaa mminai rikiada fai ni nnaagiai ngiaaravaivee, 
LUK.5.11	tuduu rikiada varada vida kanuuvaitanaakidiri nnoori siriivau reemi rada ngiari mminnaa mmuakiaayauvai pikiada Yisuunna nnaagiai viravai.
LUK.5.12	Vo suai voovaki Yisuuva vo yoosinnavaki varuduu vaidi buunna hooya mmamma roosuuvoono innasi nniravai. Numa Yisuunna too inna yuku oyaivaki vioo varoo vainno yaagueeqama inna yaparainno tunoo: Udaanga-o, a ni mmammaivaa tuqinnaanaree tiee fai a aikiooma tuqinnaanaravaivee, 
LUK.5.13	tuduu rikioo Yisuuva ari yaakuuvaa reeti vaidiivaa mmammaivau utuoo tunoo: Fai na i tuqinnaanaravaivee. Na tino i mmammaivo yoketaakiaivee. Ivo itaa kua tuu saivaata inna mmammaivo buunna hooya mmamma roosuuvo taikeeravai. 
LUK.5.14	Taika kiooduu Yisuuva yaagueeqama inna kiaa mmioo tunoo: Na i iikiauvaara sa gioonna kiaapu vooya kiaa mmianee. Akiairaama viee Anutuuqaara kati puara hudeera vaidiivaa ai mmammaivaa inna vitaama kiee i mmammaivo kava yoketaivaara nnaaruaa vaidi Musiiva tuuvaugiataama puara sipisiipaivaa kati ruputu kiee Anutuuqaara hudaanee. Hudanai rikiada gioonna kiaapuuya i mmammaivo yoketaivaara arinaima teeda rikiaaravaivee, 
LUK.5.15	tuduu rikioonnaata Yisuuva uu mmooriivaara gioonna kiaapuuya kiaa mmuduu kaayakaayau Yisuuva iya kiaa mmuu kuaiyauvaa rikiaara nnida ivo ari vookara ari vookarau nniitarooya tuqinnaiveeraivaara innasi nniravai. 
LUK.5.16	Iya itaama uuduu suai vooyauvaki Yisuuva iya pikioo kumina mmata vooyauvaki varioo yaaku varaanara viravai.
LUK.5.17	Vo suai Yisuuva gioonna kiaapuuya kua mmayaayaivaa kiaa mmioo varuu suai voovaki Farisai vaidi vooyaata kua mmaanna kiaa mmira vaidi vooyaatama diitada mmuakiaa yoosinna Karirayaa vauyauvakidiri nnida mmuakiaa yoosinna Yutayaa vauyauvakidiri nnida yoosinna Yerusareemaivakidiriaatama nnida ivaki variravai. Ivaki varuduu Udaangaivo vaidi nniitarooya tuqinneera yaagueeqaivaa Yisuunna mmuduu innaki vairavai. 
LUK.5.18	Vauduu vaidi vooyaano vaidi yuku yaaku putuuvaa ari kegeennaivau vuru vauvaa taina rau varada Yisuuva varuu nnauvakira nnida Yisuunna vunnigiataa yapaara nniravai. 
LUK.5.19	Nnida tooduu gioonna kiaapuuya Yisuunna suvuau kiooduu hama iya inna varada Yisuunnasi ngiaara aataruuvootauduu teeda nnauvau karada tausiivaa rabara kiada gioonna kiaapuuya aakiaivaki Yisuunna vunnigiataa yuku yaaku putuu vaidiivaa kegeennaivaa utida reemma kiooduu tiiravai. 
LUK.5.20	Tuuduu rikioo iya ngiari yaata tinniiyauvaki vau kuaivaa Yisuunnara tunoo: Ivo aikiooma tuqinnaanaravaivee, tuu kuaivaa Yisuuva rikioo vaidi yuku yaaku putuuvaa tunoo: Boo, ni vaidivai vaa na kiauko i mminnamminnaa maisaiyauvo taikainoo, 
LUK.5.21	tuduu rikiada kua mmaanna kiaa mmiraiyaata vaidi Farisaiyaatama ngiari yaata tinniiyauvaki kuaivaa yaata utida tunoo: Dee vaidivoono ariiyara yaata utuoo Anutuuqaa roosiima kua tiinnee? Hama vaidi voovoono yopeema vaidiiya mminnamminnaa maisaiyauvaa rugaivaivee. Anutuuqo ari mmuaavoono vaidiiya mminnamminnaa maisaiyauvaa rugeeraivovee, 
LUK.5.22	tuduu rikioo Yisuuva iya yaata tinniyaa vau kuaivaa rikioo iya tunoo: Ngia aaniira ngiingii yaata tinniiyauvaki itaama yaata utida kua kiaannee? 
LUK.5.23	Dee kuavai yoketainnee? Dee kuavai ari vookarainnee? Fai na tinara: Vaa na kiauko i mminnamminnaa maisaiyauvo taikainoo, tinarannee? Vara na tinara: Diitee kuanee, tinarannee? 
