GEN.1.1	Kechengsi, Arnam sining-heihei lapen pirthe kepinchong ahut, 
1SA.11.15	Lasi halatum kedo-anta Gilgal dam-et-lo, lapen hadak kangthir-et adim along Sol helo recholo pu pachethang-lo. Halatum kejelang athok-heihei pilo, Sol lapen Israel arat anta laso arni talonlo.
1SA.12.1	Anke Israel arat aphan Samuel pulo, “Nanglitum nangpaklemtoi akam neli klemtang-lo. Nanglitum aphan kepangrijisi recho inut nanglitum aphan nangpitang-lo, 
1SA.12.2	non alangli nanglitum aphan pajalongnon. Neli ke sartang-lo lapen nelichu lokpup-lo, lapen nelisomar nanglitum along dolo. Neriso ahut pen non pu anta neli nanglitum ajalinlo. 
1SA.12.3	Neli ladak dolo. Jongsi neli kechoklem chokche pulote non nedinnon 
1SA.12.4	Rat atum thak-lo, “Kali, nangli cho-beibe lapen nechenekne, nangli badu penta thangnat amar ta pondetde.”
1SA.12.5	Samuel thak-lo, 
1SA.12.5	Kalang! 
1SA.12.6	Samuel ningjebomlo, “
1SA.12.7	Non nanglitum kedo adim arjapnon, lapen nanglitum aphan pachemathathu pen ajok neli nangdinlang, kosonsi 
1SA.12.8	Jakob lapen la ahemtun atum Ijip damlo lapen Ijip asor latum aphan chenek-lo, kerap kelongjisi nangliphusar atum 
1SA.12.9	Bonta rat atum halatum a-Arnam 
1SA.12.10	Ansi halatum kerap kelongjisi 
1SA.12.11	Lapen Gideon, Barak, Jephthah lapen kejutsi neliphan 
1SA.12.12	Bonta Ammon arecho Nahash nanglitum aphan ketengkhengji thek-long-lo, nanglitum 
1SA.12.13	Non nanglitum kangvaitang arecho ladak dolo, la aphan nanglitum hang-lo, lapen non 
1SA.12.14	Kadokaveta mesen pen dampo, jongsi nanglitum nang Arnam 
1SA.12.15	Bonta nanglitum jongsi 
1SA.12.16	Lasi nanglitum kedo aling ladak arjapnon lapen 
1SA.12.17	Non ningkreng asek-lo, kalima? Bonta neli Arnam ardompo lapen 
1SA.12.18	Anke Samuel arnam ardomlo, lapen halaso arni 
1SA.12.19	Anke kedo-an arat atum Samuel aphan pulo, “Nelitum kethithedetjile 
1SA.12.20	Anke rat atum aphan Samuel thak-lo, “Phereri; nanglitum lapuson kehingno akam klemlo seta, 
1SA.12.21	Ahok-he a-arnam-heihei aphi dunrinon, halatum nanglitum aphan thangnatta nangrap thekthe, athema halatum ahok kali. 
1SA.12.22	 nanglitum aphan chechakthip-lo, Alangli nanglitum aphan nang-o-elo, athema la nanglitum aphan amethang arat aso kepaplangjisi phartang-lo. 
1SA.12.23	Neliphan ke 
1SA.12.24	Nanglitum aning kedo-an pen 
1SA.12.25	Bonta nanglitum jongsi pap klemverlote nanglitum lapen nanglitum arecho aphan pavirdetpo.”
1SA.13.1	Sol arta ningkan 35 anbak dolo, la recho kecho ahut; lapen la recho cholo lapen Israel aputhak ningkan phlikep-ra hini pangrilo.
1SA.13.2	Sol bangsuri kethom amonit ingvailo, bangsuri hini halatum Mikmash alongri lapen Bethel anglong alongri anat amethang along monit cheponlo lapen bangsuri isi ke asopo Jonathon, Gibeah anat Benjamin akhei alongri toilo. Sol ahin amonit anke hem toi-et-lo.
1SA.13.3	Geba along Philistia anokbe aphan Jonathon pathilot-lo, lapen laso alam Philistia kedo-an atum arjulong-et-lo. Anke Sol pherangke atum aphan toisi ron kechedanji aphan pong-ut kebut pen ajok Ibri adet kedo-an aphan hangpet-lo. 
1SA.13.4	Sol si Philistia apinpo aphan pathilo, lapen Philistia atum halatum aphan hijimtang-lo pu Israel kedo-an aphan thanlo. Lasi Gilgal along Sol pen kejelangdunjisi rat atum dunpet-lo.
1SA.13.5	Philistia atumta Israel pen kechedanjisi chingrumpet-lo; halatum bangsuri 30 ron ahemkonglong do, bang suri throk losei kardon atum do, lapen talo asangti ajo sangti amu asonsi ongdung aron-aso dolo. Halatum Mikmash anat damlo, la Bethaven anihang anat, lapen hadak mukam chekimlo. 
1SA.13.6	Anke halatum Israel aphuthak ketengkheng chepangtang-lo, lapen halatum aphan aning pabiremlo. Ajehak a-Israel atum longku ajo lapen angthor along chepatulo, lapen arlong-heihei along mate hilik arlo lapen langtuk-heihei arlo chepatulo. 
1SA.13.7	Akaprek atum Jordan Aroi hatsi Gad lapen Gilead alongri damlo.
1SA.13.7	Sol ke Gilgal alongri dobomlang. lapen la along kedo arat atum kepheresi a-ok klemhurlo. 
1SA.13.8	La ni 7 Samuel aphan inghong-lo, la aphan keklem nangji Samuel kepinkhat ateng-lo; bonta Samuel ke Gilgal along nonpu anta nanglelelang. Rat atum Sol pen pratseilo. 
1SA.13.9	La apotsi halatum aphan la pulo, “Nelong kephrin athok-heihei vannon lapen kejelang athok pilo, 
1SA.13.10	lapen lahei la pajutsi Samuel nanglelo. La aphan kechetongjisi Sol damlo, lapen laphan ingthumlo, 
1SA.13.11	bonta Samuel pulo, ‘Nangli kopisi la keklemloma?’”
1SA.13.11	Sol thak-lo, “Rat atum neliphan ne-obomlo; lapen nangli kevangji pu ateng nanglita nangleledet-lo ke, la aparta Philistia atum Mikmash along chingrumpet-lo. 
1SA.13.12	Lasi neli mathalo, ‘Philistia atum ladak Gilgal along neliphan tengkhengdetpo, lapen 
1SA.13.13	Samuel thak-lo, “La ke kelu akamsi keklemlo, Nangliphan nangkepi 
1SA.13.14	Bonta nonke nangli pangrilong-o-elo, pima nangli alangliphan kroikredet-lo. 
1SA.13.15	Samuel Gilgal olo, lapen amethang atovar chedamlo. Sol aron-aso along kejelangdunjisi damlo lapen ahin arat anta la aphi phi dunlo. Halatum Gilgal pen Gibeah, Benjamin alongri damlo, Sol amethang aron-aso aphan langcharilo, bang 600 anbak amonit dolang. 
1SA.13.16	Sol, lapen la asopo Jonathon, lapen halatum amonit Geba Benjamin alongri alongsi mukam chekimlo. Philistia atum ke Mikmash alongsi mukam chekimlo. 
1SA.13.17	Philistia aron-aso atum amethang amukam pen pasongthom kethidamjisi barlo: esong abang ke Ophrah, la Shual alongri anatsi damlo, 
1SA.13.18	akaprek asong atum ke Beth-Horon anatsi damlo, lapen akaprek asong ke Zeboim arlok lapen kejejangtang ajo kechecharplot ahoi anatsi damlo.
1SA.13.19	Israel adet hemai atum ave, pima Ibri atum nokjir lapen chir keselam longledetjisi Philistia atum klemlo. 
1SA.13.20	(Israel atum amethang alangnoi aphal, ku, cho, lapen nokek-rangso karsoji aphan Philistia atum along damnang-lo. 
1SA.13.21	Cho karso lapen sat karsoji aphan poisa adumso isi, phal lapen ku karsoji aphan poisa adumso hini anam pinang-lo.) 
1SA.13.22	Lasi ron ahut anta Sol lapen la asopo Jonathon pen apar baduta nokjir lapen chir avedet-lo.
1SA.13.23	Mikmash atovar keraijisi Philistia atum esong aron-aso toilo.
1SA.14.1	Arnisi Jonathon amethang arisim kepon ariso aphan pulo, “Ha Philistia amukam anat hatdamput lonang.” Bonta apo Sol aphan Jonathon chethanthedet-lo. 
1SA.14.2	Apo ke Migron along dalim arong arumsi mukam kimlo, la Gibeah pen helo-o-e; la along bang 600 amonit dolo. 
1SA.14.3	(Kurusar arlo-achoi kepon abang ke Ahijah, la Ikabod a-ik Ahitub mate Phinehas asopo lapen Shiloh along 
1SA.14.4	Mikmash atovarsi Philistia amukam keleji aphan Jonathon damnangji, hadak longchongthepi hini do, asitin atovar akrong along la dolo: Isi abang ke Bozez lapen akaprek abang ke Seneh pulo. 
1SA.14.5	Isi abang ke nirep ahin Mikmash anatsi pangnolo, lapen akaprek abang ke nitur ahin Geba anatsi pangnolo.
1SA.14.6	Riso amonit aphan Jonathon pulo, “Ha kekroikre a-Philistia atum amukam anat hatput lonang. 
1SA.14.7	Riso abang thak-lo, “Nangli jat-le klem seta, nanglilong neli dolo.”
1SA.14.8	“Mesenlo.” Jonathon pulo, “Etum hatput lonang, lapen Philistia atum epalangdun lonang. 
1SA.14.9	Etum along kevangji aphan halatum epanghongtoi lote, etum karjap adim along amat inghongkok lonang. 
1SA.14.10	Bonta jongsi etum aphan halatum along damnangji pulote, etum damlonang pima lahelo etum aphan halatum aphuthak 
1SA.14.11	Lasi latum aphan Philistia atum palangdunlo, lapen Philistia atum pulo, “Langtha! Ajehak a-Ibri atum kechepatu angthor pen nangbarlo, 
1SA.14.12	anke halatum Jonathon lapen riso amonit aphan hang-lo, ‘Ladak angsong an vangtha! Netum pen eson nangkethanji alam dolang!’”
1SA.14.12	Riso amonit aphan Jonathon pulo, “Nephi phi nangdunnon, halatum aphuthak kehaiji aphan 
1SA.14.13	Tovar angsong Jonathon ari akeng patongruisi karkum pen arlulo, lapen riso amonit ta la aphi phi dunlo. Philistia atum aphan Jonathon tengkhengsi halatum aphan arum tengphit-phit lo, lapen riso abang halatum aphan pathilo. 
1SA.14.14	Kechengsi kepathi ahut Jonathon lapen riso amonit chiri isi ra ebeng adang angbong bang 20 anbak amonit pathilo. 
1SA.14.15	Rongkedo a-Philistia atum ke pherepik-lo; kethipon atum lapen ron-aso atum kepheresi a-ok klemhurlo; pirthe klemhurlo lapen hadak hangjoja lo.
1SA.14.16	Benjamin alongri Gibeah along Sol amonit kehon atum Philistia atum manghu mangram pen kekat thek-long-lo. 
1SA.14.17	Lasi amethang amonit aphan Sol pulo, “Ron-aso lakhanon lapen komat abangsi kavema langnon.” Halatum la klemlo lapen Jonathon arisim kepon amonit pen Jonathon aphan thek-longledet-lo. 
1SA.14.18	“Kurusar arlo-achoi ladak vannon, “ pusi Sol ke Ahijah kurusar aphan pulo. (Halaso arni Ahijah Israel arat angno la ponlo.) 
1SA.14.19	Kurusar aphan Sol kepu ahut Philistia amukam along kehurisei litponbomlo, lasi la aphan Sol pulo, “
1SA.14.20	Anke la lapen amonit atum pen pen Philistia atum amethang hijan kechedan kehorisei anat dampaksi kechedanji aphan barlo. 
1SA.14.21	Ajehak a-Ibri atum Philistia atum anatsi dolo lapen halatum pen pen mukam anat damsi abe kedun chelarsi Sol lapen Jonathon along chelangdunlo. 
1SA.14.22	Ephraim anglong-heihei along kechepatu akaprek atum Philistia atum kattang-lo pu arjulong-lo, lasi halatum anta chelangdunpetsi Philistia atum aphan tengkheng-lo, 
1SA.14.23	lapen tovarsoding chedansi Bethaven apar anta hungdunlo. Halaso arni 
1SA.14.24	Halaso arni Israel atum an kangchir si aini-ainalo, pima Sol semetangsi pulo, lapen hukumpilo, “Ne hotur aphuthak alar kehuitangte aphrang mane abang jongsi pini arni an cholote ahirjuno paphonang.” Lasi baduta losini thangnatta chochedet-lo. 
1SA.14.25	Latum kedo-an thengpi ajo vang-lo lapen pijo alang alongtin ta thek-long-lo. 
1SA.14.26	Thengpi ajo pijo alangsi dothip, bonta baduta la junjedet-lo pima halatum Sol ahirjuno aphan pherelo. 
1SA.14.27	Bonta rat aphan kepi ahukum Jonathon arjulonglelang; lasi kepon achin pen pijo alangbong arlo an chut-lo lapen ajehak pijo alang junlo. La amat la rengme muchot-lo. 
1SA.14.28	Bonta inut abang pulo, “Nelitum kedo-anta kangchirsi thininalo, bonta nanglipo nelitum aphan papheresi pulo, ‘Badutame pini an kecho aling abang ahirjuno paphonangpu.’”
1SA.14.29	Jonathon thak-lo, “Kopi akephere meme akamsi ne rat aphan nepo klemloma?”
1SA.14.29	Langtha neli ko-an ingtang-lo, pima neli ajehak pijo alang junlo! 
1SA.14.30	Hotur aphan paremdet aphi nerat atum jongsi halatum kechepon a-an pini checholong asonte ko-an akemeji, mathatha, ko-an a-Philistia aphan latum pathi unjilang apot-lo!
1SA.14.31	Halaso arni Philistia aphan Israel atum paremlo, Mikmash pen Aijalon atovar soding an chedanlo. Halaso ahut an Israel atum an kangchir thininailo, 
1SA.14.32	lapen halatum lasi hotur kepon kelongpon biresak, chainong-heihei hadak amat thusi avi dokok-lang seta, la chodet-lo. 
1SA.14.33	Laso alam Sol aphan thandet-lo. Langnon, avi kedolang a-ok kecho pen ajok Israel arat 
1SA.14.33	Nangtum chobeichot abang! Pusi Sol hangcharbulo. Nedung an arlongpi pakong-long non. 
1SA.14.34	Ansi la akaprek ahukum pilo, “Nerat atum along damra lapen halatum aphan thandamnon, halatum kedo-an achainong lapen biresak an ladak pavanpetnon. Halatum lahei ladak thusi chonangji; avi kedo a-ok kecho halatum 
1SA.14.35	Lapen Sol kekim cheng adovan 
1SA.14.36	Amethang amonit aphan pulo, “Eli hirdamlonang, lapen Philistia atum aphan ajo tengkheng-ra arni kevang an halatum amar thidam et-lonang lapen kedo-an aphan pathilonang.”
1SA.14.36	Nanglining kehang akeme alingle klem iknon, pusi halatum thak-lo.
1SA.14.36	Bonta kurusar pulo, Aphrangsi 
1SA.14.37	Lasi Arnam aphan Sol arjulo, “Philistia atum aphan ne tengkheng nangjima? Netum aphan nang-pahaijima?” Bonta halaso arni Arnam thakthedet-lo. 
1SA.14.38	Ansi rat ajalin atum aphan Sol pulo, “Vang-petnon lapen pini kopi apapsi klemtang-loma ri lonang. 
1SA.14.39	Israel atum aphan kepahai 
1SA.14.40	Lasi halatum aphan Sol pulo, “Nanglitum kedo-an ladak vangpet-ra arjapsarnon, Jonathon lapen nelita hadak arjappo.” “Nanglining kehang akeme alingle klem iknon, “ pusi halatum thak-lo.
1SA.14.41	Israel a-Arnam 
1SA.14.42	Ansi Sol pulo, “Nesopo Jonathon lapen ne angbong ingsaithunon,” lapen Jonathon amensi klang-lo. 
1SA.14.43	Anke Jonathon aphan Sol arjulo, “Nang kopisi keklemloma?”
1SA.14.43	Jonathon thak-lo, “Ne ke-otdong achin pen asap-o pijo alang cholo. Ne daksi dolo ne kethiji aphanta chesikding-lo.”
1SA.14.44	La aphan Sol thak-lo, “Nangphan jongsi nangpathithe pulote Arnam nephan nepathengbop-lonang!”
1SA.14.45	Bonta Sol aphan rat atum pulo, “Israel aphan kepahaidet a-Jonathon aphan pathilot nangjima? Kali! Nelitum 
1SA.14.46	Lasi aphi Philistia atum aphan Sol kehungdun ingtonkok-lo, lapen halatum amethang alongri anat chevoithulo.
1SA.14.47	Sol, Israel arecho plangdet aphi la kedo-an ahotur atum pen adang bithe chedanlo. Moab atum pen, Ammon atum pen, lapen Edom atum pen, Zebah lapen Ammon atum pen lapen Philistia arecho atum pen chedanlo. Kechedan alongtin ta la haithorlo. 
1SA.14.48	Nokbe ason chedanlo lapen Amalek arat aphan anta paremlo, la Israel aphan kedo-an aketengkheng pen pajok-lo.
1SA.14.49	Sol asomar ke Jonathon, Ishvi lapen Malki Shua. La asopi akleng amen ke Merab lapen akebi abang ke Mikal. 
1SA.14.50	La apiso ke Ahinoam, bangpi Ahimaaz asopilo; Alangli ron-armu apinpo ke Abner, la Sol a-punu Ner asopolo. 
1SA.14.51	Sol apo ke Kish lapen Abner apo Nerke Abiel asopolo.
1SA.14.52	La rengtik an, Sol ke Philistia atum pen kethi-kerengpin an chedan nang-lo. Lasi kangtang-kangsak lapen angthin kethe amonit kelong an la aron-armu along amen thappon-lo.
1SA.15.1	Sol aphan Samuel pulo, “
1SA.15.2	La Amalek arat aphan adukpipo, pima Israel atum Ijip pen kevang ahut halatum aphusar atum khamkhedunlo. 
1SA.15.3	Damra Amalek atum aphan tengkhengnon, lapen halatum kedo ason an pavirklungnon. Isibak amarta pajok-longri. Kedo-an pinso-arlo, osomar, kethi-ivok; chainong, biresak, ka-ut kedo-an lapen gadha kedo-an lahei pathi-etnon.”
1SA.15.4	Sol kedo-an kechedan asong aphan hangpet-lo lapen Telem along halatum aphan lakhalo. Israel pen ron-aso suri 200, lapen Judah pen suri kep dolo. 
1SA.15.5	Anke la lapen la amonit kedo-an Amalek arongsopi damsi langkung kekrengtai ajo chepatuklipsi inghongding-lo. 
1SA.15.6	Israel atum Ijip pen kevang ahut aphusar atum kangjinso dun Ken asor aphan pacheretoilo: “Damnon lapen Amalek atum pen che-onon anke ne halatum pen pen nangtum aphan nangpathirap petpe detpo.” Lasi Ken aso atum kat-et-lo.
1SA.15.7	Amalek aphan Sol paremdet-lo. Havilah pen Shur, la ha Ijip anihang an chedanlo; 
1SA.15.8	la Amalek arecho Agag aphan akereng nepchek-lo lapen kedo-an arat aphan pathilap-lo. 
1SA.15.9	Bonta Sol lapen la amonit atum Agag achethe pajok-lo, lapen akemenei abiresak lapen achainong, chainong aso lapen biresak aloso, mate akeme amar an pathithedet-lo; ale kave lapen amokevangve amar an si halatum pavirchot-lo.
1SA.15.10	Samuel aphan 
1SA.15.11	“Sol aphan Ne recho kebat apot ningduk-lo; la nepen suitang-lo lapen Ne hukum-heihei kroikrelo.” Samuel aningthilo, Jopangthang la 
1SA.15.12	Puthot adap Sol aphan kechetongjisi la damlo. Sol ke Karmel arpongso anat damtang-lo pu la arjulong-lo, hadak amethang anong kechekimo ahem kekim adimlo, lapen la Gilgal anat damlo. 
1SA.15.13	Samuel Sol along an arludamlo lapen la Samuel aphan pulo, “
1SA.15.14	Samuel arjulo, “Tangte kopisi chainong lapen biresak kangreng ase ne karjulong nangkok-lo?”
1SA.15.15	Sol thak-lo, “Ne monit atum lahei Amalek atum pen vanlo. Halatum nangli Arnam 
1SA.15.16	“Do joinon.” Samuel hukum pilo, “Lapen kopisi 
1SA.15.16	“Nangthannon, “ Sol pulo.
1SA.15.17	Samuel thak-lo, “Nangmethang aphan thangta kali pu jonghe chepu seta nangli Israel ajalin lo. Nangliphan 
1SA.15.18	lapen kehingno Amalek atum aphan kepavirjisi nangliphan hukum pisi toitang-lo. Halatum aphan pathi-et-etik ke chedanbom nangji pusi alangli hukum pitang-lo. 
1SA.15.19	Tangte kopisi la aphan nangli kroikredet-loma? Kopisi nangli kethipon amar aputhak anat lapen 
1SA.15.20	“Neli 
1SA.15.21	Bonta nelimonit atum kemenei abiresak lapen achainong halatum kelong an pathithedet-lo; la vivesi halatum lahei ladak Gilgal along nangli Arnam 
1SA.15.22	Samuel pulo, “
1SA.15.23	La abe kethur ke maja kanghoi atum kehingno asonsi hingnolo, lapen ane chepathe ke kumlin kardom apap asonlo. Alangli hukum nangli dengdelo apotsi; la nangliphanta recholo pu dengdelo.”
1SA.15.24	“Kalang-lo, neli pap klemtang-lo,” Sol thak-lo. “Neli 
1SA.15.25	Bonta neli nangliphan choningrilo, neli pap kedo-an diyara nelilong nangduntha, anke neli 
1SA.15.26	“Neli nanglilong nangdunde,” Samuel thak-lo. “Nangli 
1SA.15.27	Anke Samuel ke-ojisi chetevarlo, bonta Sol la ape otdunhet-lo, lapen la chingsek cherlo. 
1SA.15.28	La aphan Samuel pulo, “Pini nangli pen Israel Recho-arat ingsektang-lo, lapen nangli par keme muchot anut kaprek aphansi la pidetpo. 
1SA.15.29	Israel adak-atur Arnam chobeibe mate aning chelarle. La monit kali, alangli aning chelarle.”
1SA.15.30	“Ne pap klemtang-lo,” Sol thak-lo. “Bonta ne rat ajalin atum lapen Israel angno asap-o aman nepitha. Nelilong nangduntha anke neli nangli Arnam 
1SA.15.31	Ansi la along Samuel dunlo, lapen 
1SA.15.32	“Agag recho nelilong ladak vannon, “ Samuel hukum pilo. La angno Agag recho vang-lo, pheresi a-ok klemhurlo, amethang aphan chemathalo, “Kethi la ko-an akeho!” 
1SA.15.33	Samuel pulo, “Nangnokjir pen ongdung apei aphan aso pavelo, lasi non nangpei ta asopo avedetpo.” Lapen la Agag aphan Gilgal adovan athengno ingthan-i-ilo.
1SA.15.34	Ansi Ramah anat Samuel damlo, lapen Sol Recho ahem Gibeah anat chedamlo. 
1SA.15.35	Samuel rengtik an, la arecho aphan cheklangkledet-lo; bonta la aphuthak la aningdukpik-lo. Sol aphan Israel arecho kebat aputhak 
1SA.16.1	Samuel Aphan 
1SA.16.2	“Ne la kopusonsi klemthekpo?” Samuel arjulo, “Jongsi la arjulong lote, la neliphan pathilotpo!”
1SA.16.3	Jesse aphan ta phanon, lapen nang kopima keklemnangji Ne nangthanpo. Nangphan Ne kepachiniji abang aphanle nang recho kebat ajangthu hi non.”
1SA.16.5	“Kalang.” La thak-lo. “Neli 
1SA.16.6	Halatum nanglesi, Jesse asopo Eliab aphan Samuel thek-lok-lo, lapen amethang chepulo, “Labangso amonit ladak 
1SA.16.7	Bonta la aphan 
1SA.16.8	Ansi Jesse asopo Abinadab aphan hangsi la Samuel angno vanlo. Bonta Samuel pulo, “Kali 
1SA.16.9	Jesse anke Shammah aphan vanlo, “Kali, la aphanta 
1SA.16.10	Lasonsi Jesse asomar bang throksi Samuel angno vanlo. Lapen Samuel laphan pulo, “Kali, latum angbong pen 
1SA.16.11	Ansi la aphan alangli arjulo, “Nanglisopo dolangma?”
1SA.16.11	Jesse thak-lo, “Akebisi abang dolang, bonta la biresak kelangjisi damjui.”
1SA.16.11	“La aphan ladak pavangtha,” Samuel pulo, “La vangvetik-ke Etum athok pajirjelo.” 
1SA.16.12	Lasi Jesse la aphan pahangdamlo. La kelang athok do-o, a-ok-mesen ariso, lapen amek langmesen. Samuel aphan 
1SA.16.13	Samuel jit ajangthu ponsi la a-ik atum angno David aphan jangthu patip-lo. La amat 
1SA.16.14	Sol aphan 
1SA.16.15	La aphan aban pulo, “Nelitum chinilo, 
1SA.16.16	Lasi nelitum aphan hukum pinon, akehai, lapen nelitum inut amonit kumbeleng kerotthek abang ripo. Karjong-langno nangli phuthak kevang ahut laso amonit akumbeleng rotpo, lapen nangli methudetpo.”
1SA.16.17	Halatum aphan Sol hukum pilo, “Inut kerot theknei amonit rinon lapen la aphan nelong vannon.”
1SA.16.18	La aphan kangduk angbong inut abang pulo, “Jesse, la Bethlehem asor inut asopo do la inut thekser aduhuidilo, la angthin the-o lapen athok kedo amonit, inut mesen aron-aso, lapen inut lamthan-thekpo. La along 
