MAT.1.1	Tcgãyas Jeso Krestem dis qhàòs di sa, Dafitem ka tsgõose-coa ba, Abrahamam ka tsgõose-coa ba.
MRK.14.66	Eẽm kò Petere ba nqãaka qanega xhàrom koe hãa kas kò kaiam peresitim di zi qãà zi ka c'ẽe sa hàà cgae me, 
MRK.14.67	a ẽes ko Petere ba bóò me hãa a ko kùru-kuruse, kas kò qãèse bóò me a máá: “Tsáá igaba tsi kò thẽé Nasareta dim Jesom cgoa hãa!” témé. 
MRK.14.68	Igabam kò xo̱ase e a máá: “C'úùar hãa, a ra a kóḿa q'ãa tama, dùús ka si ko kg'ui sa,” témé. A ba a xhàros-kg'áḿ koe síí tcg'oa, [me ghòrò ba kg'ae].
MRK.14.69	Si kò qãà sa gaa koe bóò me, a tshoa-tshoa a gaicara ẽe kò gaa koe téé-tẽe ne khóè ne bìrí a máá: “Ncẽem khóè ba gaxu ka c'ẽem ga me e!” témé. 
MRK.14.70	Igabam kò gaicara xo̱ase e.
MRK.14.70	X'aè-coam qãá q'oo koe ne ko ẽe kò téé-tẽe ne Petere ba bìrí a máá: “Tseeguan kaga tsi gaxu ka c'ẽe tsi i, Galilea di tsi khóè tsi i thẽé khama,” témé. 
MRK.14.71	Me kò tshoa-tshoa a cgúíse a gaìse a máá: “Khóèm ncẽe bar c'úùa hãa, ncẽe tu ko Gam ka kg'ui ba,” témé.
MRK.14.72	Me kò kúúga ghòrò ba cám̀ di sa kg'ae. Me Petere ba Jesom kò bìrí mea hãa kg'uian tc'ẽe-tc'ẽese, ncẽem kò máá: “Ghòròm qanega cám̀ q'oro kg'ae tamas cookg'ai koe tsi gha nqoana q'oro xo̱ase Te,” témé e. Kagam ko qhuìa óè a kg'ae.
MRK.15.1	Kaisa ntcùúkg'ai cgoa xu kò kaia xu peresiti xu hẽé, naka 
MRK.15.2	Me Pilato ba tẽè Me a máá: “A Tsáá ga Tsia Juta ne di Tsi X'aiga Tsi?” témé. Me xo̱a me a máá: “Eẽ tsi ko méé khamaga i ii,” témé. 
MRK.15.3	Xu kò kaia xu peresiti xu káí zi gúù zi koe chìbi-chibi Me. 
MRK.15.4	Me Pilato ba gaicara tẽè Me a máá: “Kháé Tsi c'ẽe xo̱a ga úú tama? Bóò, nta noo zi chìbi zi ka xu ko chìbi-chibi Tsi sa,” témé. 
MRK.15.5	Igabam kò Jeso ba táá cúí xo̱a ga kúrú, me Pilato ba are.
MRK.15.6	Me kò Pilato ba wèés kõ̱ès koe c'ẽem khóèm qáé-nquum koe tcãàèa ba kgoara, ncẽe khóè ne kò ko dtcàrà mááse ba. 
MRK.15.7	Eẽ x'aè kam kò Barabase ta ko ma tciièm khóè ba qáé-nquum koe hãa, ncẽe kò xg'ae sa kúrúa hãa a ko khóè ne cg'õo xu khóè xu cgoa kò xg'ae a qáéèa hãa ba. 
MRK.15.8	Ne khóè ne hààraa xg'aeku a ne a tshoa-tshoa a Pilato ba dtcàrà ẽem ko kg'aiga ma kúrúa máá ne khama méém ma kúrúa máá ne sa.
MRK.15.9	Me Pilato ba xo̱a ne a máá: “Juta ne dim X'aiga bar gha kgoara máá tu u sa tu ko tc'ẽe?” témé. 
MRK.15.10	Kaia xu peresiti xu kò tauan xu úú cgoa Mea hãa domka gam koe óága Mea hãa sam kò q'ana hãa khama. 
MRK.15.11	Igaba xu kò kaia xu peresiti xu khóè ne qg'áì, Barabase ba méé ne dtcàrà mááse naka nea nxãa ba kgoara mááè sa.
MRK.15.12	Me kò Pilato ba gaicara tẽè ne a máá: “Kháé ra gha Juta ne dim X'aiga Me e ta tu ko méém ka dùú sa kúrú sa tu ko tc'ẽe?” témé. 
MRK.15.13	Ne q'au a máá: “Xgàu Me!” témé.
MRK.15.14	Me Pilato ba tẽè ne a máá: “Dùútsa gúùs cg'ãè sa ba kúrúa hãa?” témé. Igaba ne kò kaisase q'au a máá: “Xgàu Me!” témé. 
MRK.15.15	Me kò Pilato ba khóè ne qãè-tcaokagu kg'oana hãa khamam kò Barabase ba kgoara máá ne. A ba a Jeso ba qoara xg'ara a tcg'òó Me, síím gha xgàuè ka.
MRK.15.16	Xu kò ncõo-kg'ao xu Jeso ba x'aigam dim nquum q'oo koe tcãà (Peretoriume ta ko ma tciiè ba), a xu a wèés xg'aes ncõo-kg'ao xu di sa tciia xg'ae. 
MRK.15.17	A xu a nco̱àm qgáí ba hã̱akagu Me, a dxàman cgoa kúrúèas cábá sa kabea xg'ae a cábákagu Me, 
MRK.15.18	a xu a tshoa-tshoa a tsgám̀ Me a máá: “Tcgáío, Juta ne di Tsi X'aiga Tseè!” témé. 
MRK.15.19	A xu a kò tcúúa ba koe tc'áà dim hìim cgoa xg'áḿ Me, a tcg'ae Me, a xu a qhòm tsi qúrù a nco̱ia ba ka dqo̱m̀ Me. 
MRK.15.20	Eẽ xu ko gatà ma nco̱i Mea xg'ara ka xu kò nco̱àm qgáí ba nxõ̱o cgae Me, a nxãaska séè a úú Me, síí xu gha xgàu Me ka.
MRK.15.21	Eẽ xu xóé a ko qõò ka xu kò c'ẽem khóèm Simone ta ko ma tciièm, Kurene dim, Alekesantere tsara Rufasea tsara ka xõòm cgoa xg'ae, me xháràm koe guu a ko x'áé-dxoom koe qõò, ka xu kò chùi mem Gam dis xgàu sa dcẽé. 
MRK.15.22	Xu kò Jeso ba Gologota ta ko ma tciièm qgáìm koe úú (ncẽe sa ko máá: ‘Tcúú c'õás dim qgáì ba,’ témé), 
MRK.15.23	a xu a mira ta ko ma tciièm tsóòm cgoa tcg'ome-xg'aeèa gõéan máà Me kg'áàm gha ka, igabam kò táá séè e. 
MRK.15.24	Xu kò xgàu Me, a xu a Gam di qgáían cgúúan ntcòó a q'aa-q'aaku.
MRK.15.25	Eẽ xu ko xgàu Me ka i kò 9 di x'aè e, ntcùúkg'ai cgoa di i. 
MRK.15.26	Eẽm kò chìbi-chibi cgoaèa hãas tcgãya sa kò ‘JUTA NE DIM X'AIGA BA’ ta ma góásea hãa. 
MRK.15.27	Xu kò cám̀ tsara ts'ãà-kg'ao tsara Gam cgoa xgàu, c'ẽe ba xu kò kg'áò xòèa ba za xgàua hãa, a c'ẽe ba dxàe xòèa ba za xgàua hãa. 
MRK.15.29	Ne ẽe kò ko dàòm cgoa nqáé ne khóè ne cóè Me, a ne a nxa̱a-nxa̱na tcúú a máá: “Eheè, Tsáá koma ko tempele ba ko̱be, a nqoana cáḿan q'oo koe tshào me Tsi Tsia, 
MRK.15.30	kgoarase naka Tsia xgàu hìis koe xõa,” témé.
MRK.15.31	Gataga xu kò ma kaia xu peresiti xu hẽé, naka x'áè xgaa-xgaa-kg'ao xu hẽéthẽé xu ma nco̱i Me thẽé, a máá: “C'ẽe ne khóè nem kgoara hãa, igabam ko kgoarasean ka tààè. 
MRK.15.32	Ncẽem Kreste ba, ncẽe Iseraele dim x'aiga ba méém xgàu hìis koe xõa, naka ta gha nxãasega bóò naka dtcòm̀,” ta xu méé.
MRK.15.32	Tsara ẽe kò Gam cgoa xgàuèa tsara gataga thẽé nco̱i Me.
MRK.15.33	Koaba di x'aèan 12 di ko tcãà kas kò ntcùú sa wèém nqõóm koe xóé, a síí dqòa di x'aèan nqoana di koe téé. 
MRK.15.34	Me kò Jeso ba nqoana dim x'aèm ka kaiam dòm̀ cgoa q'au a máá: “Eloi, Eloi, lama sabakatani?” témé. Ncẽe sa ko máá: “Tiri Nqariè, Tiri Nqariè, dùús domka Tsi aagu Tea?” témé. 
MRK.15.35	Ne ẽe kò gaa koe téé-tẽe ne ka c'ẽe ne kóḿ Me a máá: “Kóḿ, ncẽe ba ko Elija ba tcii,” témé. 
MRK.15.36	Me kò c'ẽe ba qgóé, a síí x'úrúan koe tsa̱u tshàan ntcã̱á, a tc'áàm koe qhàea tòó, a hàà máà Me, kg'áàm gha ka, a máá: “Qãà naka ta bóò Elija ba gha hàà xòó Me sa,” témé.
MRK.15.37	Me kò Jeso ba kaiam dòm̀ cgoa q'au, a ba a còo di sa sónòa tcg'òó.
MRK.15.38	Me kò tempelem dim qgáí ba cám̀ xòè tsara cgoa tòàra q'aase, a tc'amaka guu a síí nqãaka téé. 
MRK.15.39	Eẽm ko ncõo-kg'ao xu dim kaiam ncẽe kò 
MRK.15.40	Gataga zi kò c'ẽe zi khóè zi nqúù ka téé a ko bóò. Gazi xg'aeku koes kò Maria Magatalena sa hãa, naka Jakobom cg'áré ba hẽé naka Josefa ba hẽéthẽé tsara ka xõòs Maria sa hẽé, naka Salome sa hẽéthẽé zi. 
MRK.15.41	Eẽm kò Jeso ba qanega Galilea koe hàna ka kòo còò Me, a ko hùi Me zi khóè zi i kò ii. Káí zi khóè zi ẽe kò Jerusalema koe síí cgoa Mea hãa zi kò thẽé hàna.
MRK.15.42	Eẽ i ko dqòa, kg'ónòsean dim cáḿ me e kò ii khama, Sabata cookg'ai di ba, 
MRK.15.43	kam kò Josefam Arimatea di ba hàà, tcommèa kò hãam khóè me e kò ii, kaia xu dis xg'aes di ba, ncẽe gam tc'áró ga kò thẽé Nqarim di x'aian qãà hãa ba. A ba a kò kgoarasea hãase Pilatom koe síí, a síí Jesom dim tc'áró ba dtcàrà. 
MRK.15.44	Jesom nxãakamaga x'óóa hãa sam ko Pilato kóḿ kam kò are. A ncõo-kg'ao xu dim kaia ba tcii, a tẽè me Jesom ncãa ncìíse x'óó sa. 
MRK.15.45	Eẽm ko ncõo-kg'ao xu dim kaiam koe kóḿ gatà i ii sa, kam ko Josefa ba tc'áró ba máà. 
MRK.15.46	Me Josefa ba q'úúm qgáí ba x'ámá, a tc'áró ba xòó a gaam qgáím cgoa tcáḿ, a ba a síí qarim nxõ̱ám koe tshàoèa hãas tc'ám̀s koe xòó Me. A nxõ̱á-dxoo sa gaas tc'ám̀s kg'áḿ koe ghànèa tcẽekg'am cgoa.
MRK.15.47	Sara kò Maria Magatalena sa hẽé naka Marias Josefam ka xõò sa hẽéthẽé sara Jesom dim tc'áróm xòóèa hãa qgáìan bóò.
MRK.16.1	Eẽm ko Sabata dim cáḿ ba nqáé ka zi kò Maria Magatalena sa hẽé, naka Marias Jakobom ka 
MRK.16.2	Tc'ãà dim cáḿ bekem dim di kaisa ntcùúkg'ai cgoa zi kò cáḿs tcg'oara hãa ka xgoaba a tc'ám̀s koe qõò. 
MRK.16.3	A ko tẽèku a ko máá: “Dìí na gha nxõ̱á sa tc'ám̀s-kg'áḿ koe ghànèa tcg'òóa máá se e?” témé. 
MRK.16.4	Igaba ẽe zi ko ghùi-kg'ai ka zi kò nxõ̱á sa bóò si téé-q'ooa sa koe ghànèa tcg'òóèa hãa, kaisases ko kaia khama. 
MRK.16.5	Zi kò nxãaska ẽe zi ko tc'ám̀s koe tcãà ka q'úúm qgáí ba ha̱nam qárí-kg'ao ba bóò me kg'áò xòè koe ntcõóa-ntcõe, ka zi kò area. 
MRK.16.6	Me bìrí zi a máá: “Táá sao q'áò guu, Jesom Nasareta di ba sao ko qaa, ncẽe kò xgàuèa hãa ba. Ghùièam hãa, a ncẽe koe káà Me e; bóò, ncẽea xòóèam kò hãa qgáìan ga a. 
MRK.16.7	Igabaga méé sao qõò, naka síí Gam di xu xgaa-xgaase-kg'ao xu bìrí - naka Petere ba hẽéthẽé e - naka máá, gaxao kam gha tc'ãà a Galilea koe qõò. Gaa koe xao gha sao-xg'ae Me, ẽem ma bìrí xaoa hãa khamaga ma, témé,” tam méé. 
MRK.16.8	Zi kò 
MRK.16.9	Eẽm ko tc'ãà dim cáḿ bekem dim ka Jeso ba x'ooan koe ntcùúkg'ai cgoa tẽe kam kò Maria Magatalenas koe tc'ãà a x'áíse, ncẽem kò gaas koe 7 dxãwa tc'ẽean xhàiagua hãa sa. 
MRK.16.10	Si kò qõò a sa a síí ẽem kò ko hẽé cgoa ne bìrí, ẽe ne hãa a tshúù-tcaoa hãa, a ko kg'ae ka. 
MRK.16.11	Igaba ẽe ne ko kg'õèam hãa, a ba a Maria Magatalenas ka bóòèa hãa sa kóḿ, ka ne kò táá dtcòm̀.
MRK.16.12	Ncẽes gúùs qãá q'oo koem kò Jeso ba tãám dàòm ka gane ka c'ẽe tsara koe x'áíse, ẽe tsara xóé a ko c'ẽem qgáìm koe qõò ka. 
MRK.16.13	Tsara ka̱bise a tsara a síí c'ẽe ne koe xàà a, igabaga ne kò táá dtcòm̀.
MRK.16.14	Me gaa koe guus ka Jeso ba 11 xu koe x'áíse, ẽe xu hãa a ko tc'õó ka, a ba a gaxu di dtcòm̀ taman ka hẽé, naka gaxu di qari tcáóan ka hẽéthẽé dqàè xu, ẽem x'ooan koe tẽea hãa ka bóò Mea hãa ne xu kò táá dtcòm̀ khama. 
MRK.16.15	A ba a bìrí xu a máá: “Wèém nqõóm ncẽe ba xao qõò, naka xaoa wèé ne khóè ne Nqarim di qãè tchõàn ka xgaa-xgaa. 
MRK.16.16	Dìím wèém ẽe ko dtcòm̀ a ko tcguù-tcguuè ba gha kgoaraè, igaba dìím wèém ẽe dtcòm̀ tama ba gha xgàraè. 
MRK.16.17	Zi gha ncẽe zi x'áí zi gane ẽe dtcòm̀a hãa ne koe tséé: dxãwa tc'ẽean ne ne gha Tiri cg'õèan cgoa xhàiagu, a ne a gha ka̱ba xu ta̱m xu cgoa kg'ui. 
MRK.16.18	Tshàua ne cgoa ne gha cg'aoan qgóóa ghùi, a ne a gha ẽe ne dqãèan kg'áà hãa igabaga i cuiskaga thõò-thõo nea hãa tite. A ne a gha tsàako ne khóè ne koe gane di tshàuan tòó, ne gha qãè,” tam méé.
MRK.16.19	Me kò nxãaska X'aigam Jeso ba ẽem ko kg'ui cgoa xua xg'ara, ka séèa ghùi a nqarikg'ai koe qaòkaguè, a ba a síí Nqarim dim kg'áòm x'õàm xòè koe ntcõó. 
MRK.16.20	Xu nxãaska xgaa-xgaase-kg'ao xu tcg'oa a síí Nqarim dim kg'ui ba wèém nqõóm koe xgaa-xgaa. Me kò X'aiga ba gaxu cgoa tsééa xg'ae, a kò Gam dim kg'ui ba x'áí zi cgoa tseegukagu. Amen.]
LUK.1.1	Káí ne khóè nea xg'ao xg'aekua ta koe xg'ao ko kúrúse zi gúù zi bóò a góá. 
LUK.1.2	Khóè ne ncẽe tshoa-tshoas ka kò gane tcgáí ka ncẽe zi gúù zi bóòa ne, a ne a kò hàà Nqarim dim kg'uim di ne xgaa-xgaa-kg'ao ne ii nea ncẽe zi gúù zi máà taa hãa. 
LUK.1.3	Tíí igabar kò wèé zi gúù zi tshoa-tshoas koe qãèse tẽèa xám̀, i ncẽeska qãèa máá tea, ẽe zi ma kúrúsea xùrikua hãas kar ga góá máá tsi sa, tsáá Teofila tsi tcom-tcomsa tsi, 
LUK.1.4	nxãasega tsi gha wèé tseeguan ncẽe tsi xgaa-xgaaèa ka q'ãa ka.
LUK.1.5	I kúrúse Herotem xg'ao x'aigam Jutea di ba ii x'aè ka, me kò Sakaria ta ko ma tciièm peresiti ba hàna, Abiam dis xg'aes di xu peresiti xu di ba. Gam dis khóès Elisabete sa kò 
LUK.1.6	Sakaria khara Elisabetea khara kò Nqarim cookg'ai koe tchàno khara khóè khara a, a wèé x'áè-kg'áḿan X'aigam Nqarim di ko kúrú, a chìbi úú tama. 
LUK.1.7	Elisabete sa kò ábà tamas khóè si i khama khara kò káà cóá khara a. A kò gataga wèéa khara ga gàeasea hãa.
LUK.1.8	I kúrúse me x'aè ba hàà Sakariam dis xg'aes di xu gha tempelem koe síí tséé di ba, me kò Sakaria ba síí peresitim di tsééan Nqarim cookg'ai koe kúrú. 
LUK.1.9	Peresiti xu di cauan ka xu xg'ao ko cúím khóè ba nxárá tcg'òó, tempelem q'oo koe gha tcãà a qãè hm̀m̀ xg'ãò gúùan Nqari ba dàòa máá ba. Gaam cáḿ kam kò Sakaria ba nxárá tcg'òóè. 
LUK.1.10	Eẽm tempelem q'oo koe hãa a ko qãè hm̀m̀ xg'ãò gúùan Nqari ba dàòa máá ka ne kò wèé ne khóè ne tempelem ka tchàa koe hãa a ko còrè.
LUK.1.11	Me moengelem Nqarim di ba qhúí-kg'ai me, a ba a kg'áòm x'õàm xòè za téé, ẽem gabá hãa a ko ẽes qãè hm̀m̀ xg'ãòs gúù sa altaram koe Nqari ba dàòa máá koe. 
LUK.1.12	Eẽm ko Sakaria ba moengele ba bóò kam kò q'ae a q'áòs ka tcãàè. 
LUK.1.13	Me moengele ba bìrí me a máá: “Táá q'áò guu, Sakariaè. Còrèa tsi komsanaèa, si gha tsaris khóès Elisabete sa cóá ba ábà, tsi gha Johane ta ma tcii me ke. 
LUK.1.14	A tsi a gha kaisase qãè-tcao, i gha gataga káí khóèan gaam di ábà x'aèan ka qãè-tcao. 
LUK.1.15	X'aigam 
LUK.1.16	a ba a gha káí ne khóè ne Iseraele di ne X'aigam gane dim Nqarim koe ka̱bi. 
LUK.1.17	Elijam di tc'ẽean hẽé naka qarian hẽéthẽé cgoam gha 
LUK.1.18	Me Sakaria ba moengele ba tẽè a máá: “Nta ra gha ma q'ãa ncẽe zi gúù zi gha kúrúse sa? Gàeasea raa, si tiris khóès igaba gàeasea hãa ka,” témé. 
LUK.1.19	Me moengele ba xo̱a me a máá: “Tíí ra Gabariele ra a, a ra a Nqarim cookg'ai koe tẽe. Gaam ga ba tséé tea, hààr gha kg'ui cgoa tsi, a qãè zi tchõà zi ncẽe zi óágara máá tsi ka. 
LUK.1.20	Bóò, dtcòm̀ tama tsia domka tsi gha ncẽe koe guus ka nqooa hãa, a kg'ui tite, me gha nxãakg'aiga síí x'aè ba hàà ncẽe zi gúù zi gha hàà kúrúse ba,” tam méé.
LUK.1.21	Nxãaska i ko káí khóèan tchàa koe téé-tẽe a ko Sakaria ba qãà, a area hãa, dùús domkam tempelem q'oo koe ncẽeta noose ãoa hãa sa. 
LUK.1.22	Eẽm ko tcg'oa kam kò gane cgoa kg'uian ka tààè, ne kò bóòa q'ãa tempelem q'oo koem kò x'áí sa bóòa hãa sa. Me kò nqoo-nqoosase nxàem ko sa tshàua ba cgoa x'áí ne. 
LUK.1.23	A ba a kò ẽe xu cáḿ xu kam ko tempelem koe tsééa xg'ara ka x'áéa ba koe ka̱bise.
LUK.1.24	Ncẽe zi gúù zi qãá q'oo koes kò gam dis khóès Elisabete sa ncãàn úú, a sa a 5 nxoean séè a nquum q'oo koe cúía hãa, khóè ne gha táá bóò si ka. Si bìríse a máá: 
LUK.1.25	“X'aigam 
LUK.1.26	Me kò moengelem Gabariele ba 6 dim nxoem ka Galilea dim x'áé-dxoom Nasareta dim koe Nqarim ka tsééa úúè, 
LUK.1.27	dxàe-coas koe, ncẽe kò Josefa ta ko ma tciièm qárí-kg'aom ka séèkuan tòóa mááèa hãa sa. Josefa ba kò Dafitem dis qhàòs dim khóè me e, i gaas dxàe-coas di cg'õèan kò Maria a. 
LUK.1.28	Moengelem ko Marias koe hàà kam kò hàà tsgám̀kagu si a máá: “X'aigam 
LUK.1.29	Si Maria sa ẽem ko gatà méé ka kaisas q'áòs ka tcãàè, a sa a kò tẽèse dùús domkam ko gatà ma tsgám̀kagu si sa. 
LUK.1.30	Me moengele ba bìrí si a máá:
LUK.1.30	“Táá q'áò guu, Mariaè,
LUK.1.30	Nqarim koe si cgóm̀kuan hòòa hãa ke.
LUK.1.31	Bóò, ncãà si gha úú, a kg'áòm cóá ba ábà,
LUK.1.31	a si a gha Jeso ta ma tcii Me.
LUK.1.32	Tcom-tcomsam khóè Me e gha ii,
LUK.1.32	a ba a gha tc'amaka hãam Nqarim dim Cóá ba iise tciiè,
LUK.1.32	Me gha X'aigam Nqari ba x'aian dis ntcõó-q'oo sa máà Me,
LUK.1.32	Gam ka xõò-dxoom Dafitem khamaga ma.
LUK.1.33	Jakobem dis qhàòs koem gha chõò tamase x'aiga ii,
LUK.1.33	si Gam dis x'ai sa cuiskaga chõò tite,”
LUK.1.33	tam moengele ba méé.
LUK.1.34	Si Maria sa moengele ba bìrí a máá: “Nta i gha ii, qane cgoar kg'áò-khoe cgoa xóé tama ka?” témé.
LUK.1.35	Me moengele ba xo̱a si a máá:
LUK.1.35	“Tcom-tcomsam Tc'ẽe ba gha sáá koe hàà,
LUK.1.35	kaisase Tc'amaka hànam di qaria nea gha qàbi si,
LUK.1.35	Me gha gaa domka
LUK.1.35	Gaam ẽe gha ko ábàè ba tcom-tcomsa ii,
LUK.1.35	a ba a gha Nqarim dim Cóá ba ta ma tciiè.
LUK.1.36	Bóò kg'ama, ncẽe Elisabetes koe kúrúsea sa.
LUK.1.36	Wèé khóèa ne kò q'ana hãa cóás úú tite sa,
LUK.1.36	a sa a ábà tamas khóè si i sa,
LUK.1.36	igaba ncẽes gàeasea hãa kas kg'áòm cóá ba qóḿa hãa,
LUK.1.36	i nxoea sa ncẽeska 6 i.
LUK.1.37	Cúí gúù ga káà a, Nqarim ka kúrúè tite e khama,”
LUK.1.37	tam méé.
LUK.1.38	Si Maria sa xo̱a me a máá: “Ncãa ga ra a, X'aigam 
LUK.1.39	Gaa x'aè kas kò Maria xgoaba a sa a qháése c'ẽem x'áé-dxoom xàbìan dim koe síí, Juta ne di ba. 
LUK.1.40	A sa a Sakariam x'áé koe tcãà a Elisabete sa tsgám̀kagu. 
LUK.1.41	Eẽs ko Elisabete sa kóḿs ko Maria tsgám̀ sia ts'oo kam ko cóá ba ncãàa sa q'oo koe ko̱ri, si Tcom-tcomsam Tc'ẽem ka cg'oè cgaeè, 
LUK.1.42	a sa a tc'amaka kg'ui a máá:
LUK.1.42	“Wèé zi khóè zi cookg'ai koe si sáá ts'ee-ts'eekg'aièa. Me gataga sarim cóá ba thẽé ts'ee-ts'eekg'aièa. 
LUK.1.43	Dùútsa gúùs kaia sa ko ncẽe cáḿ ka tíí koe kúrúse, ncẽe tirim X'aigam 
LUK.1.44	Eẽr ko kóḿ si ko ma tsgám̀ tea ts'oo sa kam ko gaa x'aè kaga cóá ba ncãàa te q'oo koe qãè-tcaoan ka ko̱ri khama. 
LUK.1.45	Ncẽem X'aigam 
LUK.1.46	Si Maria sa máá:
LUK.1.46	“X'aigam 
LUK.1.47	i tc'ẽea te Nqarim Kgoara-kg'aom Tirim koe
LUK.1.47	qãè-tcaoan ka cg'oèa hãa,
LUK.1.48	Gam dis qãàs di nqãaka hãa nem bóòa hãa khama.
LUK.1.48	Bóò, ncẽe koe guus ka zi gha wèé zi qhàò zi nxàe
LUK.1.48	ts'ee-ts'eekg'aièar hãa sa.
LUK.1.49	Qarian úúa hãa ba kaisa zi gúù zi kúrúa máá tea hãa khama,
LUK.1.49	i cg'õèa ba tcom-tcomsa a.
LUK.1.50	Gam di thõò-xama-máákua nem ko
LUK.1.50	ẽe ko q'áò Me ne koe x'áí
LUK.1.50	ẽe zi ko ma qhàò zi hàà khama.
LUK.1.51	a ba a ẽe tc'ẽega ne e,
LUK.1.51	ta tcáóa ne q'oo koe tc'ẽea hãa ne khóè ne
LUK.1.51	tsa̱i-tsa̱ia q'ara hãa.
LUK.1.52	Kaia x'aiga nem
LUK.1.52	gaan di ntcõó-q'ooan x'aian di koe guu a xòoa hãa,
LUK.1.52	a ẽe nqãaka hàna khóèan ghùia hãa.
LUK.1.53	Xàbàa khóèa nem xg'ãàkagua hãa
LUK.1.53	qãè zi gúù zi cgoa,
LUK.1.53	a ba a ẽe qguùa hãa khóèan
LUK.1.53	káà gúù tshàu-q'oose tcg'òóa hãa.
LUK.1.54	Gam dim qãàm Iseraele bam hùia,
LUK.1.54	thõò-xama-máákuan Gam dim ko tc'ẽe-tc'ẽese khama.
LUK.1.55	Ncẽem ma gatá ka xõò ga ne nqòòkagua hãa khama,
