GEN.1.1	Talfut kese ding dim bakate, Sunbin-Got e abiil so kawin so mesesem alik alik be kilkese kale. 
MAT.9.2	Beli, mali kawtiw mak i abin kon dim sok so beneko, wakamin kunum mak em teing so yan so yout nam ke alakabe kunum mak beem dim dukuko, Yesus em mit debeleko, talsiliw kale. Telesomeliwi, Yesus e ikalem fein ibolow be ateyemeko, yout kunum beelo bokolewomele: “Kutaka! Ku finganokolew te! Ne kom ibolow sili sili nam be sak misim kuw kuluko, kokemi kasike.”, dangse kale. 
MAT.9.3	Dangei, mali Sunbin-Got em kukuyemin weng kalem aulewko, kukuyemkabiliw kunum i Yesus beem weng be kiliko, yol angeko, ikalem akate weng bokolew bokolew kelomeliw: “Yakai yutaka! Kunum kale Sunbin-Got em abin kuluko, dasuw weng bokoko, kunum beem sili sili kukuw be ‘Sak misim kuw kulu kokemi!’, ange kasike, e Sunbin-Got em wiin dawkatikabe kai!”, angsiliw kale. 
MAT.9.4	Angiwi, Yesus e biim ibolow fukunin be kal keyemeko, bokoyemomele: “Nimtew angom ete yu ibolow fukunin wa mak ibolow fukunkabiliw a?
MAT.9.5	Ne bokolomeli: ‘Kom ibolow sili nam be kulu kokemika!’, angi tewe, weng be fian weng keloke kate, ne bokolomeli: ‘Ku teineko, kakama!’, angi tewe, weng be fong weng kuw keloke sako? Babo! 
MAT.9.6	Kate, Sunbin-Got e Kawtiw Aul nelo kitil so auk so dunemse kasike, ne ki keko, kawin dim kaleem kunum waneng im ibolow sili sili nam be sak misim kuw kulu koyembi te.”, yangse kale. Yangeko, yout nam kunum beelo bokolewomele: “Ku teineko, kukalem akalbelew abin beil be kulu auleko, kukalem am elo una!”, dangse kale.
MAT.9.7	Dangei, e em dangse weng be kiliko, geleweko, baba teineko, akalem am elo fein unse kale. 
MAT.9.8	Unesomelei, ka biliw kawtiw alik alik i yol yol angeko, Sunbin-Got em wiin fian daoleweko, bokolomeliw: “Ibo! Sunbin-Got e akalem kitil so auk so be kawtiw nukalem mutuk dim dukuyembe kai.”, ange ange kesiliw kale.
MAT.9.9	Beli, Yesus em kakamele ding bakate, mak kunum mak em wiin e Matyu alenale kale. Kunum be akalem tum win kulamin am tem be teinbelei, Yesus e elo atemeko, elo gaalewomele: “Ku nelo nenggelew tala o!”, dangse kale. Dangei, e em gaalewe weng be kiliko, fongate akate moko, Yesus elo fein gelew unse kale. 
MAT.9.10	Keko beli, Yesus e Matyu beem am kel wanin wanomin unse kale. Unesomi, kawtiw im teing dim tum win kulamin kawtiw banso so, mali kawtiw Suda kawtiw im sawa weng afak keko, binba kawtiw iso, alik alik i am ka kel bonggu wensan teineko, Yesus eso em gelewkabiliw kunum biso, wanin fian mak wansiliw kale. 
MAT.9.11	Wanbomeliwi, ^Falisi kunum i weng nutnut weng bokolew bokolew keko, Yesus em gelewkabiliw kunum ilo dakalalomeliw: “Nimtew angom ete yom kukuyemin kunum be kunum waneng sili sili nam so, on kisol fokoliwi, deimaliw kunum kukuw wa kekabiliw kunum iso, bongguko, ok wane, wanin wane wanakabe a?”, yangsiliw kale.
MAT.9.12	Yangeko, dakalaliwi, Yesus e im bakabiliw weng be kiliko, ilo fakam yan weng mak bokoyemomele: “Abung geyembin kunum e wakamin banim kawtiw ilo dokoyeminbakabe kate, wakamin so kebiliw kawtiw ite kuw ilo dokoyemkabe te. 
MAT.9.13	Kate yu kilele ibolow fukuneko, kal kesomi, dolon keloliwka! Sunbin-Got em fut tem be be bokolomele:
MAT.9.13	‘Yu samal asomi, weing dako, nelo ‘Weso! Seyo!’, nangbiliw tewe,
MAT.9.13	ne kaneko kukuw bete atemeko, kalfong kelinba kekabi kate,
MAT.9.13	yu mali kunum waneng ilo kinkin ibolow folok so kukuw kukuyemkabiliw tewe,
MAT.9.13	ne kaneko kukuw bete atemeko, kalfong kekabi te!’,
MAT.9.13	angei, yu teing bakam uneko, ibolow fukuneko, ibolow tem tem keko, uina! Yu kilele kililina! Ne kiol kunum waneng kawtiw ilo gaayemomin telinba kebi kate, sili sili nam so kunum waneng biim gomet teleko, ilo gaayemomin talsi te.”, yangse kale.
MAT.9.14	Beli, Sion em gelewkabiliw kunum i Yesus em mit teleko, dakalalomeliw: “Deiw mak deiw mak ding dim bakate, nu so, ^Falisi kunum iso, alik alik nu wanin tokomin kukuw gelewkabiliw kate, nimtew angom ete kom gelewkabiliw kunum bi diwkuw kuw wanin wanenkabiliw a?”, dangsiliw kale.
MAT.9.15	Dangiwi, Yesus e ilo fakam weng mak bokoyemomele: “Kunum mak em waneng mak wamduko, wanin wanomin wensaniw kawtiw iso alakabe ding dim kabalak e, yu ki keko, teleko, alik alik biilo bokoyemomeliw: ‘Kame sakik ilum ding kasike, yu kanelom wanin wanokoliw te!’, yangokoliw a? Babo! Kate sowem keloke ding kabalak e, kunum waneng wamduse kunum be iso makuw binba kelei, i elo nam atemiw te. Beem ding dim kabalak e, akalem akunum kusel ikati wanin wanomin tokolokoliw te.”, yangse kale.
MAT.9.16	Yangesomi, ilo fakam weng makso bokoyemomele: “Kawtiw i ilim anung kikis mak kuluko, ming em dim elo dasomi, nam beneliw te. Nimtew angom? Kaneliw tewe, kilelsiliw ilim beem gingokoliw ding dim e, ilim kikis be fong betel gel kelei, ilim ming beelo fuwfuw keko, iti atin kuw wa wa keloke kasike. 
MAT.9.17	Yu kililina! Nem weng kikis e wain ok kikis em kiskiw te. Kawtiw i ^wain ok kikis mak wain ok sen ming tem elo nam daliw te
MAT.9.18	Yangbe ding dim be, kak kunum mak teleko, Yesus em mit mewso katin bukbuk teineko, bokolewomele: “Kutaka! Nem mun ukati kame kuw kuanu te. Kasike kame, ku teleko, kom teing e um dim dukulew kano, u iti finik so baba teinuka!”, dangse kale. 
MAT.9.19	Dangei, Yesus e kunum beem dangse weng be kilise kasike, Yesus so, akalem gelewkabiliw kunum iso, kunum beso, alik alik i makuw kunum beem am dim kalo unsiliw kale.
MAT.9.20	Unesomeliwi, wakamin so waneng mak Yesus em ibiku unbe dim mewso mewso gelew gelew teleko, akalem ilim tiakim minggiko, unbe dim bete, ilim beem ful be teing meleleweko, unsu kale. Nimtew angom? Kalun kel itol tiak ding dim e, waneng bu diwkuw diwkuw abiw ilum keko, alenalu kasike. 
MAT.9.21	Beli, waneng bu ukalem ibolow tem kel fukunomelu: “Ne Yesus em ilim dim kel teing kang meleli tewe, ne fein kenoki te!”, angsu kale.
MAT.9.22	Kanelui, Yesus e famdes angeko, watemsomelei, bokoumomele: “Aul kutaka! Ku finganemokolew te! Kukalem ‘Fein!’, nangew ibolow bakate, kulo dokokeme kasike.”, wangse kale. Wangse ding dim bakate, waneng bu fein ken kesu kale.
MAT.9.23	Kenui, Yesus so, akalem gelewkabiliw kunum iso, ilo yemde talse kak kunum beso, alik alik i uneko, kak kunum beem am kalo talsiliw kale. Teliwi, fom am bomi, amebiliw kawtiw demdem mak yetemsiliw kale.
MAT.9.24	Yetemiwi, Yesus e kawtiw biilo bokoyemomele: “Yu alik alik kut unina! Aul kalu atin kuw kuaninba te. Akalbu kasike!”, yangse kale. Yangse kate, i elo weng milewsomi, abeng gilewsiliw kale. 
MAT.9.25	Abeng gilewiw kate, i kawtiw kunum waneng alik alik biilo yenbakalaliwi, i kut unsiliw kale. Uniwi, Yesus e am kawtem uneko, kuanbu waneng aul buum teing kulu waulei, u iti finik so baba teinsu kale.
MAT.9.26	Teinui, aneng aneng beem biliw kawtiw alik alik i kanele sang be fein kiliko, kal kesiliw kale.
MAT.9.27	Beli, Yesus em aneng ka iti koleweko, unse ding kabalak e, kiin sukul kunum alew mak elo gelew teleko, gaaneko, bokolewomeliw: “Debit mulkis Yesus o! Ku nulo kinkin ibolow keyema o!”, dangsiliw kale.
MAT.9.28	Dangiwi, Yesus e ilo kililinba tew kesomi, am mak kawtem elo unse kale. Unei, kiin sukul kunum aso i elo anggelew teleko, em fukun talsiliw kasike, e aso ilo dakalako, bokoyemomele: “Kaso yu nelo ‘Fein!’, nangeko, ibolow fukunomeliw: Ne ki keko, kaso yulo ken keyemoki te?”, yangse kale. Yangei, aso i yan weng bokolewomeliw: “Noya! Kamok Fian kutaka! Fein! Kute ki te!”, dangsiliw kale. 
MAT.9.29	Dangiwi, e aso im kiin sukul beelo meleyemeko, aso ilo bokoyemomele: “Yukalem fein ibolow beemdiw e yom kiin be goliwka!”, yangse kasike, 
MAT.9.30	aso biim kiin sukul so be kiin golyemse kale. Golyemei, Yesus e aso ilo kitil weng mak bokoyemomele: “Wee! Kaso yu kanelom yom dim kaneyeme be mali kawtiw ilo bokoyemokoliw te!”, yangse kale.
MAT.9.31	Yangse kate, aso i em yangse weng beelo sakalaw keko, weng bo bo kelewsomi, uneko, im dim kaneyemse sang be aneng ka biliw kawtiw alik alik ilo bokoyem yak bokoyem yak unsiliw kale.
MAT.9.32	Aso biim Yesus elo kolew unsiliw ding bakate, mali kawtiw i aneng matil ete bontem dim benelewse kunum mak Yesus em fukun mit mewso debele talsiliw kale. 
MAT.9.33	Debele teliwi, Yesus e aneng matil beelo anbakala kolewse kasike, beem ding dim bakate, weng banim kunum be fein weng matem bokose kale. Kanelei, ka biliw kawtiw i kanele eisneng be atemeko, ikalem bokolew bokolew kelomeliw: “Yakai, yutaka! Kaneko eisneng mak Isalael aneng fian kale matem fitew kelinba kabe te!”, angsiliw kale.
MAT.9.34	Angsiliw kate, ^Falisi kawtiw i bokolomeliw: “Aneng matil im emisik kak finik e kunum Yesus beem wiin em dim amko kolewbe kasike, e kitil so keko, aneng matil ilo yenbakala kebaka!”, ange ange keko, bokole bokole kesiliw kale.
MAT.9.35	Beli, Yesus e aneng fian beem abiw abiw angom biim Suda kunum waneng im wensankabiliw am am kalo uneko, alik alik ka biliw kawtiw ilo kukuyem diliko, bakayem yak yak uneko, abiil tikin em ^gawman ding dim em mewso tele Weng Kal Ken Ati be bokoyem yak yak unse kale. Unbomelei, mali kawtiw im kal wanin auk im dim be bakati alik alik kilelyemse kale.
MAT.9.36	Kilelyembomi, kawtiw banban biilo yetemeko, kinkin ibolow fian keyemse kale. Nimtew angom? I ^siwsiw yetemeko, alakabiliw kawtiw banim imdiw kesomi, sakik ilum so kesomi, ibolow fukunin net keyemeko, ibolow so kou keyem alakabiliw kawtiw kesiliw kasike.
MAT.9.37	Beli, e akalem gelewkabiliw kunum biilo bokoyemomele: “Musun em wanin dem banban akal gilako, memen kesomi, yom kele kate, dem beem dakaluko, kulomin kawtiw i fong gel kasike,
MAT.9.38	yu beem musun sen kayak elo bokolewomeliw: ‘Musun wanin dem dakaluko, kulomin kawtiw makso yemdala o!’, dangoliwka!”, bokoyemomi, yangse kale.
MAT.10.1	Beli, Yesus e akalem kalun kel gelewkabiliw kunum biilo gaayemei, i akalem mit mewso teliwi, e ilo kitil so wiin fian mak duyemse kasike, i ki keko, kal wanin auk so betbet so kebiliw kawtiw ilo dokoyemeko, mali kawtiw im dim teinbiliw aneng matil biilo yenbakalasiliw kale.
MAT.10.2	Kalun kel kalan kunum biim wiin e kanekote:
MAT.10.2	Mak e Saimon e — Saimon em wiin mak e Fita kale.
MAT.10.2	Mak e Andulu e — Saimon em akunum te.
MAT.10.2	Mak e Sekow so Sion so — Aso i Sebidi em muluw alew ite te.
MAT.10.3	Mak e Filiw e
MAT.10.3	mak e Batolomyu e
MAT.10.3	mak e Tomas e
MAT.10.3	mak e Matyu e — Sua e, e kawtiw im teing dim tum win kulamin kunum te.
MAT.10.3	Mak e Sekow e — Alfius em min te.
MAT.10.3	Mak e Tadius e
MAT.10.4	mak e Saimon e — E Ulom abiw mutuk fian em wonuk so kunum im maka keyemkabiliw kunum kale.
MAT.10.4	Mak e Sudas e — E Iskaliot abiw kunum kesomi, Yesus elo maka kawtiw im teing dim dase kunum baka te.
MAT.10.5	Yesus em kalun kel kalan kunum biilo yemdalomin kese ding bakate, e ilo bokoyemomele: “Yu kanelom Isalael im ibik biliw kawtiw so, Samalia aneng fian em biliw kawtiw iso, kawtiw biim abiw abiw kalo unokoliw te! 
MAT.10.6	Kate, yu Isalael kasel ^siwsiw emdiw deiw kolewko, fenbiliw kawtiw biim abiw abiw kalo kuw unoliwka!
MAT.10.7	Uneko, Weng Kal Ken Ati be bokoyemomeliw: ‘Abiil tikin em ^gawman keloke ding dim e, kame mewso kele te!’, yangeko, bokoyemoliwka!
MAT.10.8	Bokoyemsomi, kawtiw im wakamin kal wanin be kilelyemeko, kuansiliw kawtiw ilo yemkalfoleko, ^bulul abung fian so kawtiw ilo iti kal ken kesomi, kilelyemeko, aneng matil mali kawtiw im dim biliw ilo takalako, koyemoliwka! Keko beli, yu kanelom yom aulbamin beem yan em dulum elote tum win mak kulokoliw te! Nimtew angom? Yukati aulbabiliw beem kitil e sak yan banim misim kuw kulukabiliw kasike. 
MAT.10.9	Yu kanelom tum win so,
MAT.10.10	men so, afak ilim alew so, yan aom so, tokfol so, mesesem mesesem eisneng beemdiw kubuleko, de unokoliw te! Bayo! Nimtew angom? Kunum mak aluwkabe beem yan e bakalem ki kuw kulabe
MAT.10.11	Yu abiw mak uneko, ka kel ibolow ken so kunum waneng mak feneko, yetemiw tewe, yu kunum waneng biim am ka kel iso kuw boliwka! Bomeliwi, yom aluwbamin be banimoke ding dim bakate, iti abiw be kolew unoliwka! 
MAT.10.12	Kate, yom im am kawtem tolokoliw ding dim e, yu am beem kasel ilo bamki weng mak bokoyemomeliw: “Sunbin-Got em menew ibolow e yuso boke te!’, yangboliwka!
MAT.10.13	Yangesomeliwi, am beem kasel i yukalem menew weng bokoyemiw be kiliko, kuliw tewe, bamki so weng be iso fein boke te. Kate, i weng be kiliko, kulinba keliw tewe, bamki so weng be iti yukalem dim elo kuw toloke te.
MAT.10.14	Beemdiw, yu abiw mak uniwi, abiw ka im kunum waneng i yulo kalfonginba keyemeko, yom weng e kililinba keliw tewe, yu yom yan dim beem kukun be abiw ka akate kalis koleweko, iti unoliwka! Yom kaneliw beem mongom ete yu kawtiw biilo kukuyemomeliw: ‘Abiw kunum waneng yu Sunbin-Got em angin bate!’, yangboliwka!
MAT.10.15	Feinka! Yulo ibik kuyemokoliw abiw mutuk fian kasel biim kulokoliw ilum e Sodom so Gomola so abiw mutuk fian alew biim kasel im kaneyemse ilum emdiw bate! Sunbin-Got em ilo geeyemoke ding dim e, isik kal ilum fian fian mak kulokoliw kasike.”, yangse kale.
MAT.10.16	Yangei, Yesus e kewkew weng mak akalem kalan kunum biilo bokoyemomele: “Ne yulo yamdalii, yu ^siwsiw emdiw keko, kut mian im biliw dim mutuk kalo kulus unokoliw kasike, yom ibolow fukunin e nuk seil wanin emdiw kelokoliw kate, yom ibolow fukunin e kiol kuw sen banim so keko, boliwka!
MAT.10.17	Beli, yu kilelbi boliwka! Mali kawtiw mak teleko, yulo yauleko, wa kukuw keyemomi, Isalael kasel num diwyemin kunum im kiin dim mo koyemeko, num wensan kekabiliw am kalo nang debet sok so yen feiw koyemokoliw te.
MAT.10.18	Yu nelo ‘Fein!’, nangbiliw kunum kebiliw kasike, i yulo yemde uneko, yulo aneng aneng im yetebiliw kak kunum so, emisik kamok fian iso, alik alik biim kiin dim mo koyemokoliw te. Koyemiwi, yu ka bomi, yukalem fein ibolow be kak kawtiw biilo kukuyem kemokoliw kasike, Isalael kawtiw num ibik biliw kawtiw ikati nem wiin elo kal kelewokoliw te. 
MAT.10.19+MAT.10.20	Keko beli, yu kanelom kaneyembiliw biim angan finganeko, ‘Nono keko, yan weng bokoyemokoluw yake!’, angeko, ibolow fukunin tiaktiak kemokoliw te! Bate! Nimtew angom? Im yulo geeyemokoliw ding bakate, yom Kalew em Sunbin-Finik e yom ilo bokoyemokoliw yan weng be kilele fitew dim kuw dako, kukuyemoke kasike, yu ki keko, kiol kuw dolon keko, weng ken bokoyemokoliw kasike.
MAT.10.21	Beem ding dim bakate, yukalem kaim atuk akate deeko, yulo maka im teing dim da koyemiwi, i yulo yeniwi, yu fein kuanokoliw te. Keko beli, kalew kumel i ikalem muluwel yulo maka im teing dim da koyemiwi, i yulo yenokoliw te. Keko beli, yukalem aul ikal sakalaw keko, weng bo bo kelomi, auk so alew so yulo maka im teing dim da koyemiwi, i yulo yenokoliw te.
MAT.10.22	Feinka! Kawtiw alik alik i yulo ibolow kaim alel kuw keyemokoliw te. Nimtew angom? Yu nelo ‘Fein!’, nangbiliw kawtiw kebiliw kasike. Kate yu kililina! Yu kitil keko, biw tewe, fefe ding kabalak e, Sunbin-Got e yulo yemde unei, yu akalem ^gawman ding dim kel diwkuw diwkuw bokoliw te. 
MAT.10.23	Keko beli, mali abiw mutuk mak im kasel i yulo ‘Kame, ilo ilum fian mak duyemum o!’, yangbiw tewe, yu fongate akate im biliw dim be koleweko, nanew abiw nanew abiw dim elo fon unoliwka! Fon unokoliw kate yu kililina! Yom Isalael aneng aneng beem mali abiw mak mali abiw mak fon uneko, alik alik im mewso uninba kelokoliw ding kabalak e, Kawtiw Aul nem mali Isalael aneng kasel ilo geeyemin ding fian mak fein toloke te.
MAT.10.24+MAT.10.25	Feinka! Yu ilum fian mak kulokoliw te. Nimtew angom? Nakati ilum fian mak kulusi kasike. Yu ibolow kilele fukunina! Kal kulomin kunum waneng im kal e ikalem kal duyemin kawtiw im afak kebiliw kate, deiw mak ding mak mali im kal e ikalem kukuyemin kunum waneng imdiw keloke te. Beemdiw, weng afak kunum i ikalem kak kunum em afak kakabiliw kasike, weng afak kunum bi ikalem kak kunum im kulukabe ilum bakati kulokoliw te. Yu mali im weng kililiwete: I nem wiin e ‘Belsebul
MAT.10.26	Yu kanelom mali im angan finganemokoliw te! Wokmobe mesesem mesesem eisneng angom alik alik bi kaim dim kuw fitewokoliw kasike, mali kawtiw alik alik ikati mesesem mesesem eisneng biilo kal keyemokoliw te.
MAT.10.27	Wokmobin dim kel yulo bakayembi weng kale, yu kaim dim kuw alik alik ilo bakayemboliwka! Beemdiw, nem yulo kentem dim kel bakayembi weng kale, yu kaim dim bokoyemiwi, mali kawtiw alik alik ikati kal kelewbokoliw kasike! 
MAT.10.28	Yu kanelom kal dim em yebiliw kawtiw im angan finganemokoliw te! Nimtew angom? I ki keko, yom sunsun bokoliw finik bi nam atin kuw yenokoliw kasike. Kate, yu Sunbin-Got em angan bete kuw finganemoliwka! Nimtew angom? Ete kuw ki keko, yom kal so finik so makuw atin kuw yeneko, munmun weing dong tem da koyemoke kasike.
MAT.10.29	Yu bokolomeliw: ‘Awon men gel alew bi wiin banim kai!’, angeko, ilo tum win auk kom gel kuw mak iso wenokoliw kate, yukalem Kalew be ilo kal keyemsomi, ilo kilele yetemkabe te. Im dulum elote ‘Kanelom dakalu mitokoliw te!’, ange tewe, fein, mak be nam dakalu mitoke te. 
MAT.10.30	Yu kililina! Sunbin-Got e yukalem kak kon be makmak makmak be teing bokoko, atemalakabe kasike, e yulo alikum kal keko, kilele yeteboke te. 
MAT.10.31	Keko kasike, yu kanelom finganemokoliw te! Yom wiin be awon banban im wiin be bakilewkabe kasike.
MAT.10.32	Yu kililina! Yu mali kawtiw im kiin dim e finganinba keko, nakalem wiin be kaim dim kuw keyembiw tewe, ne nakalem abiil tikin katem alakabe Aatim beem kiin dim e yom wiin akati kaim dim fitew matem keyemboki te. 
MAT.10.33	Kate, yu nem wiin mali im kiin dim okiw danemiw tewe, nakati yukalem wiin bi nakalem abiil tikin katem alakabe Aatim beem kiin dim e okiw da koyemoki te.
MAT.10.34	Yu ibolow fukunomeliw: ‘Yesus e kawin dim kaleem kunum waneng alik alik nulo menew ibolow bin so kukuw be kukuyemomin talse te.’, angbiw kate, bate! Nem talsi beem mongom ete mali kawtiw i nem weng be kilisomi, yulo maka keyembokoliw te. 
MAT.10.35	Keyemsomeliwi, yelimel i amen kuw amen kuw kebokoliw te. Min esik alew elo maka kelewbelei, mun usik auk ulo maka keumbului, min kalel usik imok auk ulo maka keumoku te.
MAT.10.36	Feinka! Yukalem angin akate, maka fian kelew kelew keemokoliw te.
MAT.10.37	Mali kawtiw mak i ikalem alew o, auk o, aul o, yelimel alik biim ibolow fukuneko, nem yulo duyemsi aluwbamin beem afak elo kelinba keliw tewe, i nem neggelewemin kunum waneng nam keliw te. 
MAT.10.38	Kesomeliwi, mali yom mutuk biliw kunum ite mak memen kelinba kesomi, nem wiin dim kel ilum mak daoko, betbet inkal so kuluko, nem kuanoki beemdiw yukati kuanomin keliw tewe, kaneliw kawtiw yu nem neggelewemin kunum bate.
MAT.10.39	Mali ikalem ibolow kuw fukunkabiliw kawtiw i atin kuw finik so banimokoliw kate, mali kawtiw ikalem ibolow fukuninba kesomi, nakalem ibolow kuw fukunbiliw kunum waneng i sunsun bin finik kuluko, diwkuw diwkuw bokoliw te.”, yangse kale.
MAT.10.40	Yangesomi, Yesus e iti weng mak bokoyemomele: “Nimin kunum waneng ite mak yulo ikalem am elo yemde unesomi, kukuw ken mak keyemiw tewe, im kanebiliw kukuw be nakati kenemsomi, nakalem nemdase Aatim bakati kelewbokoliw te.
MAT.10.41	Nimin kunum waneng ite mak bokolomeliw: ‘Kunum bi Sunbin-Got em bontem dim bakamin kunum ite te!’, angesomi, yulo ikalem am elo yemde unesomi, kukuw ken keyembiw tewe, Sunbin-Got e kanekabiliw kunum waneng ilo akalem bontem dim bakamin kunum beem yan dulewoke yan ki bakate duyemoke te. Beemdiw, nimin kunum waneng ite mak bokolomeliw: ‘Kunum bi kiol kuw kunum ite te!’, angesomi, yulo ikalem am elo yemde unesomi, kukuw ken keyembiw tewe, Sunbin-Got e kanekabiliw kunum waneng ilo kiol kuw kunum beem yan dulewoke yan ki bakate duyemoke te. 
MAT.10.42	Yu kililina! Nimin kunum waneng ite mak bokolomeliw: ‘Kunum bi Yesus em gelewkabiliw kunum ite te!’, angesomi, sak wiin banim kunum mak ilo ok gilil ok duyemiw tewe, kanekabiliw kunum waneng i kanebiliw beem yan e fein kulokoliw te.”, yangse kale.
MAT.11.1	Yangeko, Yesus em akalem kalun kel gelewkabiliw kunum biilo kukuyemeko, iti weng banimse em ding kabalak e, e aneng ka koleweko, Galili aneng fian em aneng aneng ka biliw kawtiw ilo kukuyemeko, Sunbin-Got em weng kal bakayem tem tem unse kale.
MAT.11.2	Beem ding dim be, i ok da koyemkabe kunum Sion elo sok am tem da kolewsiliw kale. Kolewiwi, mali kawtiw mak teleko, elo ^Mesaya Yesus beem kanekabe weng sang bokolewsiliw kale. Bokolewsomeliwi, e akalem gelewkabiliw kunum mali mak gaayemei, i teliwi, e ilo Yesus elo dakalalomin weng mak 
MAT.11.3	bokoyemomele: “Yu uneko, elo dakalalomeliw: ‘Ku Sunbin-Got em Isalael kawtiw nulo dakayem toloke angakabiliw kunum kute yako? Bani nanew kunum yako? Nimtew angom? Nu kunum beem tolomin ding fen buluw kasike.’, dangeko, dakalaloliwka!”, yangei, i fein unsiliw kale. 
