MAT.1.1	Abraham tapa David, tapa Jesu Krist khangthu bu.
MRK.6.41	Tualeh aman tanghou phelnga leh ngasa nih alakzoh in vanlam a entou a, gual ajawl a, tanghoute a balkham a, amai ua luisak dingin a nungjuite kiang ah apia a; tualeh ngasa nihte zong amauhte jousiah lak ah a homsakta hi. 
MRK.6.42	Tuachi`n amauhte`n aun un ane ua, avahchiatta uhi. 
MRK.6.43	Tualeh amau`n tanghou nente leh ngasa nente a luak ua, lawh sawmlehnih a dim hi. 
MRK.6.44	Tualeh tanghou nete pasal piching sangnga bang ahi uhi.
MRK.6.45	Jesu`n mipite a sawl khiat sungin a nungjuite galkhat lam Bethsaida khua a na mapai dingin gunkuang ah atousak pai hi. 
MRK.6.46	Tualeh amauhte tengteng a sawlkhiat khit in thumna neiding in mual ah apaita hi. 
MRK.6.47	Nitak a hunghih in, gunkuang tuipi laiah a omta a; amah guak in gam ah a om hi. 
MRK.6.48	Tuachi`n Jesu`n nungjuite huih in aleh lamlam a amut jiaka gunkuang hot a hahpan a pang amu a, khuavak kuan in amah tuipi tung ah keng a hungpaiin amau lam a hungjuan a, amau paisan suak asawm a. 
MRK.6.49	Tualeh a mauhte`n Tuipi tung a keng a pai amuhtak un, “Sikha khat hinteh!” achi ua, akikou khia ua. 
MRK.6.50	Amau`n amah amuchiat ua, abuaita uhi.
MRK.6.50	Hinanleh aman amauhte a houpihpai a, “Khamuang takin om un! Keimah ka hi. Laukei un!” achi hi. 
MRK.6.51	Tuakhit in amah gunkuang sung ah akiang uah akah a; huih a khawlta hi. Tuachi`n amauhte`n genzohlouh khop in lamdang asa mahmah uhi. 
MRK.6.52	A lungtangte uh atak jiakin amau`n tanghou a sil omte atheisiam nawn kei uhi.
MRK.6.53	Amauhte a galkah khit un, Gennesaret gam a hungtung ua, tuamun ah gunkuang a khihta ua. 
MRK.6.54	Amauhte gunkuang a pat a hungpawt tak un, mipite`n amah a theipai ua. 
MRK.6.55	Tua gam kim tengteng ah atai ua, aom hi chih atheihtak un, damloute alupna pum in ahung jawng hial ua. 
MRK.6.56	Khuata hi`n khuapi hi`n ahihkeileh gam hitaleh a lutna taphot ah damloute van juakna mun bang ah alumsak ua, a puanmong bek khoihtheih a ngen ua. Tualeh a khoihkha taphot adam jel uhi.
MRK.7.1	Tuachi`n Jerusalem a kipan a hungpai Pharisaite leh Laigelhmi khenkhat akiang ah ahung paikhawm ua. 
MRK.7.2	Tualeh amauhte`n a nungjuite khenkhat in khut nin pum a tanghou a nek uh a muta ua, nin chih in, khut sillouh chihna ahi.
MRK.7.3	Pharisaite leh Judate`n upate thugousiah apom tinten jiak un a khut uh hoihtak a asil kei uleh ane ngai kei uhi. Tuapen khanglui thugousiahte ajuihna uh ahi hi. 
MRK.7.4	Van juakna mun a kipan apaichiang un zong, a kisilphot kei uleh ane ngai kei uhi. Tualeh thugousiah dang tampi achi`n uh aom, nou, noupi bilnei, taubel, lupna sil chihte.
MRK.7.5	Tuachi`n Pharisaite leh Laigelhmite`n, “Bangding a na nungjuite upate thugousiah bang a omlou a, khut sawplou a tanghou ne uh ahia?” chi`n adong ua.
MRK.7.6	“Aman akiang uah, Isaiah in nou milepchiahte thu ana genkholh dik talua hi! Hih bangin ana gelh hi:
MRK.7.6	‘Hihte`n amuk un a hung zahtak ua,
MRK.7.6	hinanleh a lungtang uh keia pan in a gamla hi. 
MRK.7.7	Tualeh a thuhilhna ua mihing thupiakte ahilh jiak un ahung biak uh athawn ahi,
MRK.7.7	chih gelh bang in!’
MRK.7.8	“Pasian thupiakte koihkhia in, mihing thugousiahte najuih tinten jiak uh ahive, noupi leh nou sil leh adang hichibang mah tampi na chiin uh,” achi hi.
MRK.7.9	Aman akiang uah, “Na thugousiahte uh na zuihtheihna ding ua Pasian thupiakte nialdan na siam mahmah uhi. 
MRK.7.10	Mosi-in, ‘Na nu leh na pa zahtakin,’ tualeh ‘Anu leh apa samsia si heh,’ achi hi. 
MRK.7.11	Hinanleh nou, ‘Mi`n anu hiam apa hiam kiangah nung phattuampihna ding korban ahita,’ achihleh, (Huapen, Pasian kiang a lat, chihna ahi), 
MRK.7.12	Tuazoh chiangin anu leh apa a ding bangmah sepsak naphal nawn kei uhi. 
MRK.7.13	Na thugousiah uh mi na piaksawn na un Pasian thu bangmahlou na suah uhi. Tuabang sil tampi nabawl uhi,” achi hi.
MRK.7.14	Tuachi`n Jesu`n mipite sam in akiang uah, “Na un un ka thugen ngaikhia unla, theichian un. 
MRK.7.15	A pualam pan a mihing sung a lut in mi aninsakthei bangmah omlou hi. Hinanleh amah sung pan a hungpawt silte in mi aninsakjaw hi.” 
MRK.7.16	Jakna ding a bil neiin, ja hen! achi hi.
MRK.7.17	Mipite nusia a inn sung a alutkhit in a nungjuite`n gentehna thu a dongchianta ua. 
MRK.7.18	Tuachi`n aman akiang uah, “Nou zong huachipi a theihsiamna neilou nahi uh maw? Bangpeuh pualam a kipan a mihing sung a lut in, amah aninsakthei kei, chih theilou nahi uhiam? 
MRK.7.19	Ajiak ahihleh, a lungtang sung a lut loua, a gilsung a lutjaw a, nek chiteng siangsak a dailenna a pawtkhia mai ahi chih theilou maw?” achi hi.
MRK.7.20	Tualeh aman, “Mihing sung pan a pawtkhiate in mihing ninsak hi. 
MRK.7.21	Sunglam a, mihingte lungtang a kipan in, ngaihtuahna giloute, angkawmnate, thanghuainate, tualthahnate, 
MRK.7.22	Guktatnate, ennate, gitlouhnate, khemhatnate, huknate, mitsipnate, gensiatnate, kiletsaknate, mot-huainate, 
MRK.7.23	Hih silgiloute jousiah sunglam a pat hungpawt in mihing aninsak jel hi,” achi hi.
MRK.7.24	Huamun pan in amah ding khia in Tura leh Sidon gam ah apaita a, inn khat sungah alut a, kuamah in a theihlouh ding a ut a, hinanleh a kiphualthei kei hi. 
MRK.7.25	Numei khat, a tanu naupang khanin pai in, a tanchin anaja a, tuachi`n hung paiin a kengbul ah a ku`n a. 
MRK.7.26	Numeinu Grik mi ahi a, Suria gam Phoinisia khua a piang ahi, pianna lam ah Siro-Phoiniki-mi ahi. Amahnu in a tanu sung a khanin nohkhiat sak dingin a kiangah a ngen hi. 
MRK.7.27	Hinanleh Jesu`n a kiang ah, “Tate hungvah masa phot uheh, tate tanghou laksak a uite kiang a paih ahoihkei,” achi hi.
MRK.7.28	Tualeh amahnu`n a kiangah, “Toupa,” hih jaw ahi a, “hinanleh dohkan nuai a uite`n zong tate tanghou neng kia anejel uh hi!” chi`n a dawng hi.
MRK.7.29	Tuachi`n aman a kiangah, “Hihbang a nagen man in paita in, dawi na tanu sung a kipan in a pawtta hi!” achi hi.
MRK.7.30	Tualeh amahnu inn a hungpai takin, atanu dawiin a pawtkhiatsan, lupna a lum ahung muta hi.
MRK.7.31	Tuachi`n Tura leh Sidon gam a pawtsan kik a, Dekapoli gam Galili tuipi a hungtungta hi. 
MRK.7.32	Tuachi`n mikhat bilbing, ham zong ham chian theilou a kiangah ahung zohpih ua, atung a akhut ngading in a ngen ua. 
MRK.7.33	Tualeh aman mipi lak a kipan apaipih tuam a, akhutjungte in a bilsung a khoihsak a, achil asiat a, tualeh alei a khoihsak a. 
MRK.7.34	Tuachi`n vanlam a entou a, anak-huai a, 
MRK.7.35	Abil a hungvang pai a, aleigui akiphel a, ahung hamsiang theita hi. 
MRK.7.36	Tuachi`n aman kuamah hilhlou dingin thu apia a, hinanleh a hahkham leh a hahgen jawsem uhi. 
MRK.7.37	Tualeh genzohlouh khop in lamdang asa ua, “Aman sil jousiah a bawlhoih a! Bilbingte azasak a, hamtheiloute a hamsak thei jel!” achi uhi.
MRK.8.1	Tuanite in, mipi atam mahmah ua, nek ding bangmah aneikei ua, Jesu`n a nungjuite asam a akiang uah, 
MRK.8.2	“Mipite tuin ka kiangah nithum nek ding neilou a om uh ahihtak man un ka hehpih mahmah hi. 
MRK.8.3	Gilkial in a inn uah nungsawl leng lamkal ah a husam kha ding uh, khenkhat houh ahung kipatna uh gamlapi ahi,” achi hi.
MRK.8.4	Tuachi`n a nungjuite`n, “Mi`n hih gamdai ah tanghou tawh hih mipite bangchi`n avahsakthei dia?” chi`n adawng ua.
MRK.8.5	Aman, “Tanghou bangzah nanei ua?” chi in amauh adong a.
MRK.8.5	Tualeh amau`n, “Sagih,” achi ua.
MRK.8.6	Tuachi`n aman mipite tual a tou dingin thu apia a; tualeh tanghou sagihte ala a, kipahthu agen a, abalkham a amai ua lui dingin a nungjuite kiangah apia a; tuachi`n mipite mai ah aluita uhi. 
MRK.8.7	Amau`n ngasa themkhat zong anei ua; aman gual ajawl a, hihte zong amai ua lui dingin thu ahilh a. 
MRK.8.8	Tuachi`n ane ua, a khamchiat ua; a khamval nen uh bawm lianpi sagih dim in aluak uhi. 
MRK.8.9	Ane teng mi sangli bang ahi ua; tuachi`n aman amauhte a paisakta hi. 
MRK.8.10	A nungjuite kiangah gunkuang sungah atuangpai a, Dalmanutha gam a tungta uhi.
MRK.8.11	Tuachi`n Pharisaite a hungpai ua, amah ze-etna dingin amah a pan van a kipan-a chiamtehna zong in amah a kisel pih uhi. 
MRK.8.12	Hinanleh amah nakpitak in akhuisa a, “Bangding a tulai khangthakte`n chiamtehna zong uh ahia? Adiktak in kung hilh ahi! Tulai khangthakte kiangah chiamtehna mawng mawng piak ahikei ding!” achi hi. 
MRK.8.13	Tualeh amauhte nusia in gunkuang sungah tuang in a galkhat lam ah apai hi.
MRK.8.14	A nungjuite`n tanghou akeng manghilh ua, tanghou phelkhat chihlouh gunkuang sungah tanghou dang aneitakei uhi. 
MRK.8.15	Tuachi`n aman akiang uah, Pharisaite tol leh Herod pawlte tol lak ah kiveng unla, pilvang un, achi hi. 
MRK.8.16	Tualeh amauh, “Tanghou i neihlouh jiak hinteh,” chi`n a kingaihtuah ua.
MRK.8.17	Hinanleh Jesu`n atheihtak in akiang uah, “Bangding a tanghou na neihlouh jiak ua kingaihtuah nahi ua? Tutan a zong theitheilou leh theisiamlou lai nahi uh maw? Na lungtang uh tak nalai ahi maw? 
MRK.8.18	Mit nei napi`n mulou nahi umaw? Tualeh bil nei napi`n zalou nahi umaw? Thei gige nawnlou maw? 
MRK.8.19	Mi sangnga a ding tanghou phelnga ka balkhap laiin a neng bangzah ahia naluak uh?” achi a.
MRK.8.19	Amau`n a kiangah, “Sawmlehnih,” achi uhi.
MRK.8.20	“Mi sangli a ding sagih ka balkhap laiin, aneng bawm bangzah ahia naluak uh?” a chikik leuleu a,
MRK.8.20	Amau`n, “Sagih,” achi ua.
MRK.8.21	Tuachi`n aman a kiang uah, “Bang achi ei, theisiam lou maw?” achi hi.
MRK.8.22	Tuachi`n Bethsaida a hungtung ua; a kiangah mittaw khat a hungpua ua, amahpa khoih dingin a kiangah a ngen ua. 
MRK.8.23	Tuachi`n aman mittawpa a khut in atu a, khua pualam ah apaipih a. Tualeh amit ah achil asia a, atung ah akhut akoih a, “Sil khatpeuh a muhtheih leh theihlouh adong hi.”
MRK.8.24	Tualeh amah a daktou a, “Mite sing bangin paiin ka mu hi,” achi hi.
MRK.8.25	Tuachi`n aman amit ah akhut a koihkik a. Adaktou sak a, tuachi`n ahung damta a, mi zousiah chiantak in ahung muta hi. 
MRK.8.26	Tuachi`n aman a inn lam uah asawl a akiang ah, “Khuasung ah lut kenla,” khuasung a mi kuamah hilhken, achi hi.
MRK.8.27	Tuachi`n Jesu leh a nungjuite Kaisaria Philippi khua juan in a paikhiata ua. Tualeh lampi ah aman a nungjuite kiangah, “Mi`n kei kua ahi a hungchi ua?” chi`n adong a.
MRK.8.28	Amau`n a kiang ah, “Baptispa Johan ahi, a hungchi uh, hinanleh khenkhat in Elijah ahi, a hungchi uh, tualeh midangte`n Jawlnei lak a khat ahi, a hungchi uh, chi`n a dawng ua.” 
MRK.8.29	Aman a kiang uah, “Ahihleh nou kei kua ka hi nungchi ua?” achi a,
MRK.8.29	Peter in a kiangah, “Krist nahi,” chi`n adawng hi. 
MRK.8.30	Tuachi`n aman a tanchin kuamah hilhlou dingin amauhte khauhtak in akham hi.
MRK.8.31	“Tualeh mihing Tapa in sil tampi a thuakdingte, upate, Siampite, Laigelhmite deihlouh a aom ding, thah a aom ding, nithum nunga a thohkik ding thu amauh a hilhpanta hi.” 
MRK.8.32	Aman hih thute langtang takin agen a, tuachi`n Peter in amah paipih tuam in atai a. 
MRK.8.33	Hinanleh amah a kihei a, a nungjuite a en a, Peter atai a, “Setan, Ka nung ah pai in, Pasian silte na ngaihsun kei a, mihing silte na ngaihsunjaw hi,” achi hi.
MRK.8.34	Aman mipite tawh a nungjuite a kiang a asapkhit in akiang uah, “Kuapeuhin ka nung a juihnuam leh,” “Amah kimanghilh in a kross pua in hungjui hen, achi hi. 
MRK.8.35	Kuapeuh a hinna it in ata`n ding a, hinanleh kuapeuh ka min jiak leh tangthupha jiaka a hinna ta`n in a humbit ding. 
MRK.8.36	Mi`n Leitung pumpi nei henla ahinna ta`n taleh amah a ding in bang aphatuam diai? 
MRK.8.37	Ahihkeileh mi`n a hinna ta`ng in bang apiathei diai? 
MRK.8.38	Kuapeuh tulai khangthak angkawm leh sil gilou bawlte lak a keimah leh ka thu zumpih, Mihing Tapa-in a vanmi siangthoute toh a Pa thupina a kivon a hungpai hun chiangin huapa aman zong ajumpih ding,” achi hi.
MRK.9.1	Tualeh aman akiang uah, “Adiktak in kung hilh ahi, hihsan a ding khenkhatte Pasian gam sil bawltheihna toh hungtung amuhma un, sihna chiamlou ding a om uh,” achi hi.
MRK.9.2	Niguk nung in Jesu`n Peter, Jakob leh Johan a tonpih a atuam in mual sangtak tung khat ah amauh guak in apaipih a, tualeh amai uah amel omdan ahung lamdangta a, 
MRK.9.3	a puansilhte leitung a puansawpte`n asawp ngou theihlouh khop hial a vuk bang a ngou in ate selsel hi. 
MRK.9.4	Tualeh Elijah Mosi tawh a kiang uah ahung kilak ua, Jesu tawh akihou ua. 
MRK.9.5	Tuachi`n Peter in Jesu ahoupih a, “Rabbi, ei a dingin hihsan a om ahoih hi, hampheng buk thum i bawl ding a, nang a dingin khat, Mosi a dingin khat, Elijah a dingin khat,” achi hi. 
MRK.9.6	Alau mahmah jiak un gen ding bangmah atheikei uhi.
MRK.9.7	Tualeh meipi hungpai in amauh a hungtuam a, “Tualeh meilak pan aw hungging in, hih ka Tapa deih tak ahi, a thu ngai un!” achi hi. 
MRK.9.8	Kintakin akim akiang uh a en ua, Jesu chihlouh akiang uah midang kuamah a mutakei uhi.
MRK.9.9	Mual a pan ahung kumsuk laiun, “Mihing Tapa misi lak a kipan athohkik khit masiah asilmuhte uh kuamah hilhlou ding in thu apia hi.”
MRK.9.10	Tuachi`n hihthu avom kinkenta ua, “Misi lak a pat thohkik achih bang achihna adiam aw?” chi`n a kidong uhi. 
MRK.9.11	Tualeh amauhte`n a kiangah, “Bangding a Laigelhmite`n Elijah a hungpai masa ding ahi, chi ahi ua?” chiin adong ua. 
MRK.9.12	Tuachi`n aman a kiang uah, “Siljousiah bawlhoih thak dingin Elijah hungpai masa him ahi. Tualeh sil tampi athuak ding a, tualeh muhdah leh simmawh bawl in a om ding chi a mihing Tapa tangthu bang chidan a gelh a na om ahia? achi hi. 
MRK.9.13	Hinanleh kung hilh ahi, Elijah ahung paikhinta hi tualeh a tanchin agelh bangbang un atung ah a ut ut un abawlta uh,” achi hi.
MRK.9.14	Tualeh amah nungjuite kiang a hungtun in, aki`m ua mipi tampitakte leh laigelhmite`n anasel lai uh amu hi. 
MRK.9.15	Mipi jousiahin amah amuh tak un lamdang asa ua, a kiangah a taipai ua, chibai abuk uhi. 
MRK.9.16	Tualeh aman Laigelhmite kiangah, “Amauh tawh bangthu houlim na hi ua?” chi`n a dong hi.
MRK.9.17	Tuachiang in mipi lak a mi khat in, “Siapa, ka Tapa dawi hamtheilou nei na kiangah kung zohpih hi. 
MRK.9.18	Tualeh a matna mun teng ah apuksak jialjial a, akam ah chilphuan apawt a, aha agawi a, agawng hulhul a, tuachi`n na nungjuite kiangah hung hawlkhiatsak dingin ka gen a, hinanleh amau`n a hawlkhiathei kei uh,” chiin adawng hi.
MRK.9.19	Tuachi`n aman akiang uah, “Khangthak ginna neiloute aw! Bangtan na kiang uah om ding ka hia? Bangtanvei hung thuakthei ding ka hia? Amah ka kiangah hung paipih un!” chi in adawng hi. 
MRK.9.20	Tuachi`n a kiangah ahung paipih ua.
MRK.9.20	Tualeh dawiin amah amuhtak in naupangpa hahtak in a bawlgenthei a, tual ah kipuk in chilphuan kai niainuai in a kilik vutvut a. 
MRK.9.21	Tuachi`n aman apa kiangah, “Hichi bang a aom na bangtan ahita a?” chi`n adong a.
MRK.9.21	Tualeh aman, “A naupan lai a pat ahita,” achi hi. 
MRK.9.22	“Tuachi`n amah bawlsiat sawm in tamveipi meiah leh tuiah a sawnpuk a. Hinanleh nang banghiam bawltheih naneihleh, hung hehpih inla hung panpih in!” achi hi.
MRK.9.23	Jesu`n a kiangah, “Na gintat theih photleh! A gingtami a dingin bangkim ahithei hi,” achi hi.
MRK.9.24	Tuatakin naupangpa pa ngaihtak in a kihou a, “Tuachi`n mittui luang pum in Toupa ka gingta hi, ka ginlahna ah hung panpih in!” achi hi.
MRK.9.25	Jesu`n mipi hungtai khawm lai amuhtak in, dawinin atai a, a kiangah, “Hamtheih louhna leh bilbingna dawi,” “Thu kungpia hi, asung a pat hung pawtkhia inla lutkik nawn ken!” achi hi.
MRK.9.26	Tuachi`n dawinin a kikou khia a, hahtak in abawl genthei a, asung a pat ahung pawtkhia ta a, naupangpa misi bangin ahung om a, mi tampite`n, “Asi ahi!” achi uhi. 
MRK.9.27	Hinanleh Jesu`n akhut a tuin akaithou a tuachi`n amah ahung thouta hi.
MRK.9.28	Tualeh amah inn sung a ahunglut takin, a nungjuite`n, “Bangchia kou hawlkhia theilou ka hi ua le?” chi`n aguk in a dong ua.
MRK.9.29	Tuachi`n aman akiang uah, “Hihbangte pen thumna leh anngawlna chihlouh, bangmah in apawtsak theikei,” achi hi.
MRK.9.30	Tuachi`n hua a kipan a paikhia ua, Galili gam anawk ua, aman kuamah theih ding a deihkei hi. 
MRK.9.31	A nungjuite a dingin thu ahilh a akiang uah: “Mihing Tapa mihingte khut a matsak in a om ding a, athat ding uh. Tualeh a thahkhit nung uh nithumni chiangin a thoukik ding,” achi hi.
MRK.9.32	Hinanleh amau`n athugen atheisiam kei ua, amahlah a dongngam ngal kei uhi.
MRK.9.33	Tuachi`n Kapernaum khua a hungtung a, innsung a aomlai in aman akiang uah, “Hua lampia bangthu ahia na kisel uh?” chi`n adong a.
MRK.9.34	Hinanleh, lampi ah ilak uah kua ilianpen dia? chia akiselkhit jiak un, hamlou in a om uhi. 
MRK.9.35	Tuachi`n amah atou a, sawmlehnihte asam a akiang uah, “Kuapeuh a masapen hih ut tuh mi tengteng sang in nunungpen in aom ding a, tuachi`n mi tengteng nna sem in aom ding hi,” achi hi. 
MRK.9.36	Tuakhit in naupangnou khat ala a alak uah adingsak a, tuazoh in a pom a akiang uah, 
MRK.9.37	“Kuapeuh ka min a hichibang naupang neute lak a khat kipahpih in kei hung kipahpih ahi ding; tualeh kuapeuh kei hung kipahpih tuh, kei hung kipahpih ahi kei ding ua, kei hungsawlpa kipahpih ahijaw uhi,” achi hi. 
MRK.9.38	Johan in a kiangah, “Siapa, ei hungjuilou namin a dawite hawlkhia mikhat kamu ua, ei hung juihlouh jiakin ka kham uh,” achi a.
MRK.9.39	Hinanleh Jesu`n a kiangah, “Amah kham kei un, kuamah ka min a sillamdang bawl a anung a kei hung gensiapai thei aom kei. 
MRK.9.40	Kuapeuh ei hungdou loute eilam a pang ahi ua. 
MRK.9.41	Kuapeuh Krist a nahihjiak ua kamin a tui noukhat dawn ding hungpia tuh, adiktak in kung hilh ahi, a nuamman amansuah kei hial ding hi.
MRK.9.42	“Hinanleh Kuapeuh kei hung gingta neunoute lak a khat puksak pen, a ngawng ah buhgawina suang lianpi awhsak uh henla, tuipi ah khiale uh, amah a dingin ahoihjaw ding hi. 
MRK.9.43	Na khut in khialhna a ahung puksak leh, tankhia in. Khut nih nei a gawtmun mei mittheilou a pai sang in, khut tan a hinna a lut nang a ding in ahoihjaw hi. 
MRK.9.44	‘Athan uh sihlouhna leh meikuang mihlouhna ah.’ 
MRK.9.45	Na keng in khialhna a ahung puksak leh, tankhia in. Keng nih neia gawtmun mei mittheilou a paih a na om sang in, kengbai a hinna a lut nang a dingin ahoihjaw hi. 
MRK.9.46	Athan uh sihlouhna leh meikuang mihlouhna ah. 
MRK.9.47	Na mit in khialhna a ahung puksakleh, kheikhia in! Mit nih nei a gawtmun mei mittheilou a paih a na om sang in, mit khat nei a Pasian gam a lut nang a dingin ahoihjaw hi. 
MRK.9.48	‘Athan uh sih louhna leh mei amih theihlouhna ah.’ 
MRK.9.49	“Michih mei a alsak in aom ding ua, tualeh kithoihna zousiah chi a alsak in aom ding hi.
MRK.9.50	“Chi ahoih hi, hinanleh chi in a alna mansuah taleh bangchi`n na alsak kik diai?
MRK.9.50	“Nouman chi kineih unla, khat leh khat kilem in om un,” achi hi. 
MRK.10.1	Tuachi`n hua a kipan ading a Judea gam ah Jordan gal lam ah apaita hi. Tualeh a kiangah mipite ahung kikhawm kik ua, tuachi`n a bawl ngaina mah bangin amauhte thu a hilhkikta hi.
MRK.10.2	Pharisaite hungpai in a kiangah, amah ze-et nan, “Mi`n azi akhul asiang diam?” chi`n adong ua.
MRK.10.3	Tuachi`n aman akiang uah, “Mosi in bangchi`n thu ahungpia a?” achi hi.
MRK.10.4	Amau`n, “Mosi in kikhulna lai gelh a khul aphaljel hi,” achi ua. 
MRK.10.5	Jesu`n a kiang uah, “Na lungtang uh atakjiak aveleh hih thupiak noua ding a ahung gelhsak. 
MRK.10.6	Hinanleh sil kisiamchil a pan in, ‘Pasian in aman numei leh pasal in asiam hi.’ 
MRK.10.7	‘Hih thu jiakin pasal in anu leh apa apaisan ding a, azi atu tinten ding, 
MRK.10.8	tualeh anih un taksa khat ahung hita ding uh.’ Tuachi`n nih ahi nawn takei ua, taksa khat ahung hijawta uhi. 
MRK.10.9	Tuajiakin Pasian in agawmsa mihing in khen kei hen,” chi`n a dawng hi.
MRK.10.10	Innsung ah a nungjuite`n hih thu mah ana dongkik ua. 
MRK.10.11	Tuachi`n aman akiang uah, “Kuapeuh azi khul a, midang neiin azi ang akawmsan ahi. 
MRK.10.12	Tualeh numei in zong a pasal khen a midang tawh a kiteng leh, angkawm ahi,” achi hi.
MRK.10.13	Tuachi`n a tham dingin naupang neute a kiangah ahung zohpih ua, hinanleh nungjuite`n a hung paipihte ana tai ua. 
MRK.10.14	Hinanleh Jesu`n hua amuhtak in, alung nuammoh mahmah a akiang uah, “Naupang neute ka kiangah hung paisak unla, amauhte kham kei un, van gam pen hichibang mite a ahi. 
MRK.10.15	Adiktak in, kung hilh ahi, mi kuapeuh naupang neute bang a Pasian gam sanglou pen asung ah alut kei ding hi,” achi hi. 
MRK.10.16	Tuachi`n amauhte a ang ah atawi a, atung uah akhut nga in gual azawlta hi.
MRK.10.17	Tualeh lampia pai ding a apawtkhiat laiin, mi khat a kiang ah hungtai in, a maiah khupdin in, akiang ah, “Siapa hoih aw, tangtawn hinna ka tantheihna ding in bang ahia ka bawl ding?” chi`n adong a.
MRK.10.18	Tuachi`n Jesu`n akiang ah, “Bangding a hoih hungchi nahia? Mi khat guak loungal kuamah a hoih a omkei, hua pen Pasian ahi,” achi hi. 
MRK.10.19	Thupiakte nathei vele; angkawm ken, tualthat ken, gu ken, theihpihtu taklou in pangken, mi khemken, na nu leh na pa zahtak in, chihte achi hi. 
MRK.10.20	Tuachi`n aman a kiangah, “Siapa aw, hihte tengteng ka naupan laia pan kajuih ahita,” achi hi.
