GEN.1.1	En el comienzo de todo, Dios creó
NUM.11.17	Yo bajaré y hablaré allí contigo, y tomaré una parte del espíritu que tú tienes y se la daré a ellos para que te ayuden a sobrellevar a este pueblo. Así no estarás solo. 
NUM.11.18	Luego manda al pueblo que se purifique
NUM.11.19	y no solo un día o dos, ni cinco o diez o veinte. No. 
NUM.11.20	Comerán carne durante todo un mes, hasta que se les salga por las narices y les dé asco, porque me han rechazado a mí, el Señor, que estoy en medio de ellos, y han llorado y han dicho ante mí: ‘¿Para qué salimos de Egipto?’
NUM.11.21	Entonces Moisés respondió:
NUM.11.21	–El pueblo que viene conmigo es de seiscientos mil hombres de a pie,
NUM.11.22	¿Dónde hay tantas ovejas y vacas que se puedan matar y que alcancen para todos? Aun si les diéramos todo el pescado del mar, no les alcanzaría.
NUM.11.23	Pero el Señor le contestó:
NUM.11.23	–¿Crees que es tan pequeño mi poder? Ahora verás si se cumple o no lo que he dicho.
NUM.11.24	Moisés salió y contó al pueblo lo que el Señor le había dicho, y reunió a setenta ancianos israelitas y los colocó alrededor de la tienda. 
NUM.11.25	Entonces el Señor bajó en la nube y habló con Moisés; luego tomó una parte del espíritu que tenía Moisés, y se lo dio a los setenta ancianos. En cuanto el espíritu reposó sobre ellos, comenzaron a hablar como profetas;
NUM.11.26	Dos hombres, el uno llamado Eldad y el otro Medad, habían sido escogidos entre los setenta; pero no fueron a la tienda, sino que se quedaron en el campamento. Sin embargo, también sobre ellos reposó el espíritu, y comenzaron a hablar como profetas en el campamento. 
NUM.11.27	Entonces un muchacho fue corriendo a decirle a Moisés:
NUM.11.27	–¡Eldad y Medad están hablando como profetas en el campamento!
NUM.11.28	Entonces Josué, hijo de Nun, que desde joven era ayudante de Moisés, dijo:
NUM.11.28	–¡Señor mío, Moisés, prohíbeles que lo hagan!
NUM.11.29	Pero Moisés le contestó:
NUM.11.29	–¿Ya estás celoso por mí? ¡Ojalá el Señor diera su espíritu a todo su pueblo, y todos fueran profetas!
NUM.11.30	Entonces Moisés y los ancianos de Israel volvieron al campamento.
NUM.11.31	El Señor hizo que soplara del mar un viento que trajo bandadas de codornices, las cuales cayeron en el campamento y sus alrededores, cubriendo una distancia de hasta un día de camino alrededor del campamento, y formando una capa de casi un metro de altura.
NUM.11.32	Todo aquel día y toda la noche y todo el día siguiente, la gente estuvo recogiendo codornices. El que menos, recogió diez montones de codornices.
NUM.11.33	Pero apenas estaban empezando a masticar
NUM.11.34	Por eso pusieron a aquel lugar el nombre de Quibrot-hataavá,
NUM.11.35	De Quibrot-hataavá siguió el pueblo su camino hasta Haserot, y allí se quedó.
NUM.12.1	María
NUM.12.2	Además dijeron: “El Señor no ha hablado solamente con Moisés; también ha hablado con nosotros.”
NUM.12.3	En realidad, Moisés era el hombre más humilde del mundo.
NUM.12.4	Por eso el Señor dijo a Moisés, Aarón y María: “Id los tres a la tienda del encuentro.”
NUM.12.4	Los tres fueron allá. 
NUM.12.5	Entonces el Señor bajó en una espesa nube y se colocó a la entrada de la tienda; luego llamó a Aarón y a María, y cuando ellos se presentaron 
NUM.12.6	el Señor les dijo: “Escuchad esto que voy a deciros: Cuando entre vosotros haya un profeta mío,
NUM.12.7	pero con mi siervo Moisés no lo hago así. Él es el más fiel de todos mis siervos,
NUM.12.8	y con él hablo cara a cara
NUM.12.9	La ira del Señor se encendió contra ellos, y se fue. 
NUM.12.10	Y en cuanto la nube se alejó de la tienda, María se puso leprosa, con la piel toda blanca. Cuando Aarón se volvió a mirar a María y vio que estaba leprosa,
NUM.12.11	dijo a Moisés: “Por favor, mi señor, no nos castigues por este pecado que tontamente hemos cometido. 
NUM.12.12	No permitas que ella quede como una criatura muerta antes de nacer, que sale con la piel medio deshecha.”
NUM.12.13	Entonces Moisés suplicó al Señor: “Por favor, oh Dios, te ruego que la sanes.”
NUM.12.14	Y el Señor le respondió: “Si su padre le escupiera en la cara, quedaría deshonrada durante siete días. Pues entonces, que la expulsen del campamento
NUM.12.15	Y así María fue expulsada del campamento por siete días. Mientras tanto, el pueblo no se movió de allí. 
NUM.12.16	Luego, en cuanto María se reunió con ellos, se pusieron en camino desde Haserot, y acamparon en el desierto de Parán.
NUM.13.1	El Señor se dirigió a Moisés y le dijo:
NUM.13.2	“Envía unos hombres a que exploren la tierra de Canaán, que yo voy a dar a los israelitas. Envía de cada tribu a uno que sea hombre de autoridad.”
NUM.13.3	Tal como el Señor se lo ordenó, Moisés los envió desde el desierto de Parán. Todos eran hombres de autoridad entre los israelitas. 
NUM.13.4	Eran los siguientes: Samúa, hijo de Zacur, de la tribu de Rubén; 
NUM.13.5	Safat, hijo de Horí, de la tribu de Simeón; 
NUM.13.6	Caleb, hijo de Jefuné, de la tribu de Judá; 
NUM.13.7	Igal, hijo de José, de la tribu de Isacar; 
NUM.13.8	Oseas, hijo de Nun, de la tribu de Efraín; 
NUM.13.9	Paltí, hijo de Rafú, de la tribu de Benjamín; 
NUM.13.10	Gadiel, hijo de Sodí, de la tribu de Zabulón; 
NUM.13.11	Gadí, hijo de Susí, de la tribu de José (es decir, la tribu de Manasés); 
NUM.13.12	Amiel, hijo de Guemalí, de la tribu de Dan; 
NUM.13.13	Setur, hijo de Micael, de la tribu de Aser; 
NUM.13.14	Nahbí, hijo de Vaps, de la tribu de Neftalí; 
NUM.13.15	Gueuel, hijo de Maquí, de la tribu de Gad.
NUM.13.16	Estos son los nombres de los que Moisés envió a explorar el país. A Oseas, hijo de Nun, le cambió el nombre y le puso Josué.
NUM.13.17	Moisés, pues, los envió a explorar la tierra de Canaán, y les dijo:
NUM.13.17	–Id por el Négueb y subid a la región montañosa.
NUM.13.18	Fijaos en cómo es el país, y en si los que allí viven son fuertes o débiles, y si son pocos o muchos. 
NUM.13.19	Ved si sus ciudades están hechas de tiendas de campaña o si son fortificadas, y si la tierra en que viven es buena o mala, 
NUM.13.20	fértil o estéril, y si tiene árboles o no. No tengáis miedo; traed algunos frutos de la región.
NUM.13.20	Esto sucedió en la época en que se recogen las primeras uvas.
NUM.13.21	Los hombres fueron y exploraron el país desde el desierto de Sin, en el sur, hasta Rehob, en el norte, junto a la entrada de Hamat. 
NUM.13.22	Entraron por el Négueb y llegaron hasta Hebrón. Allí vivían Ahimán, Sesai y Talmai, descendientes de Anac. Hebrón fue construida siete años antes que Soan en Egipto.
NUM.13.23	Llegaron hasta el arroyo de Escol, cortaron allí un sarmiento que tenía un racimo de uvas, y entre dos se lo llevaron colgado de un palo. También recogieron granadas e higos. 
NUM.13.24	A aquel arroyo le pusieron por nombre Escol,
NUM.13.25	Después de explorar la tierra durante cuarenta días, regresaron 
NUM.13.26	a Cadés,
NUM.13.27	Dijeron a Moisés:
NUM.13.27	–Fuimos a la tierra a la que nos enviaste. Realmente es una tierra donde la leche y la miel corren como el agua,
NUM.13.28	Pero la gente que vive allí es fuerte, y las ciudades son muy grandes y fortificadas. Además, allí vimos descendientes del gigante Anac.
NUM.13.29	En la región del Négueb viven los amalecitas; en la región montañosa viven los hititas, los jebuseos y los amorreos, y al lado del mar y junto al río Jordán viven los cananeos.
NUM.13.30	Entonces Caleb hizo callar al pueblo que estaba ante Moisés, y dijo:
NUM.13.30	–¡Pues vamos a conquistar esa tierra! ¡Nosotros podemos conquistarla!
NUM.13.31	Pero los que habían ido con él respondieron:
NUM.13.31	–¡No, no podemos atacar a esa gente! Ellos son más fuertes que nosotros.
NUM.13.32	Y se pusieron a decir a los israelitas que el país que habían ido a explorar era muy malo. Decían:
NUM.13.32	–La tierra que fuimos a explorar mata a la gente que vive en ella,
NUM.13.33	Vimos también a los gigantes, a los descendientes de Anac.
NUM.14.1	Entonces los israelitas comenzaron a gritar, y aquella noche se la pasaron llorando. 
NUM.14.2	Todos ellos comenzaron a hablar mal de Moisés y de Aarón. Decían: “¡Ojalá hubiéramos muerto en Egipto, o aquí en el desierto! 
NUM.14.3	¿Para qué nos trajo el Señor a este país? ¿Para morir en la guerra, y que nuestras mujeres y nuestros hijos caigan en poder del enemigo? ¡Más nos valdría regresar a Egipto!” 
NUM.14.4	Y empezaron a decirse unos a otros: “¡Pongamos a uno como jefe y volvamos a Egipto!”
NUM.14.5	Moisés y Aarón se inclinaron hasta tocar el suelo con la frente delante de todo el pueblo, 
NUM.14.6	y Josué y Caleb, que habían estado explorando el país, se rasgaron la ropa en señal de dolor 
NUM.14.7	y dijeron a todos los israelitas:
NUM.14.7	–¡La tierra que fuimos a explorar es excelente! 
NUM.14.8	Si el Señor nos favorece, nos ayudará a entrar en esa tierra y nos la dará. Es un país donde la leche y la miel corren como el agua. 
NUM.14.9	Pero no os rebeléis contra el Señor
NUM.14.10	A pesar de todo, la gente quería apedrearlos. Entonces la gloria del Señor se apareció en la tienda del encuentro, a la vista de todos los israelitas,
NUM.14.11	y el Señor dijo a Moisés:
NUM.14.11	–¿Hasta cuándo va a seguir menospreciándome este pueblo? ¿Hasta cuándo van a seguir dudando de mí, a pesar de los milagros que he hecho entre ellos? 
NUM.14.12	Les voy a enviar una epidemia mortal que les impida tomar posesión de esa tierra; en cambio, de ti haré un pueblo más grande y más fuerte que ellos.
NUM.14.13	Pero Moisés respondió al Señor:
NUM.14.13	–Tú, con tu poder, sacaste de Egipto a este pueblo. Cuando los egipcios sepan lo que vas a hacer, 
NUM.14.14	se lo contarán a los habitantes del país de Canaán. Ellos también han oído decir que tú, Señor, estás en medio de este pueblo, que te dejas ver cara a cara, que tu nube está sobre ellos, y que de día vas delante de ellos en una columna de nubes y de noche en una columna de fuego. 
NUM.14.15	Si matas a este pueblo de un solo golpe, las naciones que saben de tu fama dirán: 
NUM.14.16	‘El Señor no pudo hacer que este pueblo entrara en la tierra que había jurado darles, y por eso los mató en el desierto.’ 
NUM.14.17	Por eso, Señor, muestra ahora tu gran poder, tal como lo has prometido. Tú has dicho 
NUM.14.18	que no te irritas fácilmente, que es muy grande tu amor y que perdonas la maldad y la rebeldía, aunque no dejas sin castigo al culpable, sino que castigas la maldad de los padres en los hijos, los nietos, los bisnietos y los tataranietos.
NUM.14.19	Puesto que tu amor es tan grande, perdónale a este pueblo su maldad, ya que has tenido paciencia con ellos desde Egipto hasta este lugar.
NUM.14.20	El Señor respondió:
NUM.14.20	–Bien, yo los perdono, tal como me lo pides. 
NUM.14.21	Pero, eso sí, tan cierto como que yo vivo y que mi gloria llena toda la tierra, 
NUM.14.22	ninguno de los que han visto mi gloria y los milagros que hice en Egipto y en el desierto, y que me han puesto a prueba una y otra vez en el desierto y no han querido obedecer mis órdenes, 
NUM.14.23	ninguno de ellos verá la tierra que prometí a sus antepasados. Ninguno de los que me han menospreciado la verá.
NUM.14.24	Solamente mi siervo Caleb ha tenido un espíritu diferente y me ha obedecido fielmente. Por eso, a él sí le dejaré entrar en el país que fue a explorar, y sus descendientes se establecerán allí.
NUM.14.25	(Los amalecitas y los cananeos viven en la llanura.) En cuanto a vosotros, dad la vuelta mañana y seguid por el desierto en dirección al mar Rojo.
NUM.14.26	El Señor se dirigió a Moisés y Aarón, y les dijo:
NUM.14.27	–¿Hasta cuándo voy a tener que soportar las habladurías de estos malvados israelitas? Ya les he oído hablar mal de mí. 
NUM.14.28	Pues ve a decirles de mi parte: ‘Yo, el Señor, juro por mi vida que voy a hacer que os suceda lo mismo que os he oído decir. 
NUM.14.29	Todos los mayores de veinte años que fueron registrados en el censo y que han hablado mal de mí, morirán, y sus cadáveres quedarán tendidos en este desierto.
NUM.14.30	A excepción de Caleb y de Josué, ninguno de vosotros entrará en la tierra donde solemnemente os prometí que iba a estableceros. 
NUM.14.31	En cambio, a vuestros hijos, de quienes decíais que iban a caer en poder de vuestros enemigos, los llevaré al país que vosotros habéis despreciado, para que ellos lo disfruten. 
NUM.14.32	Vuestros cadáveres quedarán tendidos en este desierto, 
NUM.14.33	en el que vuestros hijos vivirán como pastores durante cuarenta años. De este modo, ellos pagarán por vuestra infidelidad, hasta que todos muráis aquí en el desierto. 
NUM.14.34	Cuarenta días estuvisteis explorando el país; pues cuarenta años estaréis pagando vuestro castigo: un año por cada día. Así sabréis lo que es ponerse en contra mía.’
NUM.14.35	Yo, el Señor, lo afirmo: Así voy a tratar a este pueblo perverso que se ha unido contra mí. En este desierto encontrarán su fin; aquí morirán.
NUM.14.36+NUM.14.37	En cuanto a los hombres que Moisés había enviado a explorar el país y que al volver dieron tan malos informes, haciendo que la gente murmurara, el Señor los hizo caer muertos. 
NUM.14.38	De todos ellos, solo Josué y Caleb quedaron con vida.
NUM.14.39	Cuando Moisés contó a los israelitas lo que el Señor había dicho, todos ellos se pusieron muy tristes. 
NUM.14.40	A la mañana siguiente se levantaron temprano, subieron a la parte alta de la región montañosa y dijeron:
NUM.14.40	–¡Ya estamos aquí! Vayamos al lugar que el Señor nos ha prometido, pues en verdad hemos pecado.
NUM.14.41	Pero Moisés les dijo:
NUM.14.41	–¿Por qué desobedecéis las órdenes del Señor? ¡Ese intento va a fracasar! 
NUM.14.42	No sigáis adelante, porque el Señor no está con vosotros. Vuestros enemigos os van a derrotar. 
NUM.14.43	Allá delante os esperan los amalecitas y los cananeos, para pelear con vosotros y mataros. Y puesto que habéis abandonado al Señor, él ya no está con vosotros.
NUM.14.44	Ellos, sin embargo, se empeñaron en subir a la parte alta de la región montañosa; pero ni el arca del pacto del Señor ni Moisés se movieron del campamento. 
