MAT.1.1	Issá Masih, 
LUK.2.36	Hamódá, Ásheray kabilahay yak janéné hastat ke nabié at. Áiay nám Hanná at o áiay Petay nám Panuil at. Omri mazan at. Sur kanagá rand, hapt sáli gón wati lógwájahá gwázéntagat, 
LUK.2.37	bale randá janózám but. Nun áiay omr hashtád o chár sál at o áiá cha 
LUK.2.38	Á ham, hamá sáhatá áyáni kerrá átk, Hodáay shogri gept o gón hamá sajjahén mardomán ke 
LUK.2.39	Wahdé Issáay pet o mátá 
LUK.2.40	Á chokk, rodán o zórmand bayán at. Cha zánt o zánagá sarréch at o Hodáay 
LUK.2.41	Issáay pet o mát, Issop o Maryam, har sál 
LUK.2.42	Wahdé Issáyá dwázdah sál but, wati hél o ádatay padá, aidá Urshalimá shotant. 
LUK.2.43	Aiday róch ke halás butant, per tarragay wahdá, kasánén Issáay mát o pet sahig naatant o á Urshalimá mant. 
LUK.2.44	Awali róchá, áyán wati delá pegr kort balkén gón kárwáná gón ent, paméshká yak róchéay menzelá démá shotant. Randá, áiay shóházá dar kaptant o cha wati syád o pajjárókán áiay jostesh gept. 
LUK.2.45	Bale Issáay nagendagá per tarret o pa áiay shóházá, Urshalimá shotant.
LUK.2.46	Saymi róchá, áyán Issá 
LUK.2.47	Sajjahén eshkonók cha áiay hóshmandi o passawán hayrán atant. 
LUK.2.48	Wahdé Issop o Maryamá á dist, hayrán butant. Mátá gón áiá gwasht: “Oo mani chokk! Taw chiá gón má chosh kort? Man o tai pet gón parésháni tai shóházá butagén.” 
LUK.2.49	Issáyá passaw dát: “Shomá chiá mani shóházá butagét? Záná, nazántagó ke man báyad ent wati Petay lógá bebán?”
LUK.2.50	Bale á Issáay é habarán sarpad nabutant.
LUK.2.51	Issá gón áyán padá Náserahá shot o áyáni sajjahén habari gept o mannetant. Áiay mátá é sajjahén habar, wati delá dáshtant. 
LUK.2.52	Issá rodán o cha zánt o zánagá sarréch bayán at o Hodá o mardomán róch pa róch dóstera but.
LUK.3.1	Rumay bádsháh, Tiberius 
LUK.3.2	Hanná o Kiápá, á wahday 
LUK.3.3	Yahyá, Ordonay kawray doén pahnátán har jágaha shot o Hodáay kolawi pa mardomána rasént o gwashti: “Cha wati gonáhán pashómán bebét
LUK.3.4	Anchosh ke é bárawá 
LUK.3.7	Wahdé mardom pa 
LUK.3.8	Anchén kár bekanét cha áyán paddar bebit ke shomá pa del cha wati gonáhán pashómán butagét. Wati delá pahr mabandét ke: ‘Má Ebráhémay nasl o óbádag én.’ Man shomárá gwashán ke Hodá cha é seng o dhókán ham, pa Ebráhémá chokk o óbádag pédá korta kant. 
LUK.3.9	Nun tapar tayár ent drachkán cha boná begoddhit o har drachké ke sharrén bara nayárit, goddhag o ásá dawr dayaga bit.”
LUK.3.10	Mardomán jost kort: “Gorhá má ché bekanén?” 
LUK.3.11	Áiá passaw dát: “Agan kaséá do jámag hast, yakkéá hamá kasá bedant ke áiá hecch nést o agan kaséay kerrá ward o warák hast, áyán ham bahr bekant.”
LUK.3.13	Gorhá áiá gwasht: “Cha gisshéntagén kesásá géshter magerét.” 
LUK.3.14	Sepáhigán ham cha áiá jost gept: “Má ché bekanén?” Passawi dát: “Pa zór cha kaséá zarr magerét o kaséay sará drógén tohmat majanét. Wati mozzay sará gozarán bekanét.”
LUK.3.15	Mardom, Hodáay wádah dátagén rakkénókay entezár o wadárá atant, paméshká hayálesha kort ke balkén Yahyá hamá 
LUK.3.16	Bale Yahyáyá á sajjahén passaw dátant o gwashti: “Man shomárá tahná gón ápá 
LUK.3.17	Áiá cha bucch o pogán dánay jetá kanag o gisshénagá, hanshóné
LUK.3.18	Yahyáyá, mardom dega bázén sar o sój o delbaddhi
LUK.3.19	Bale wahdé Yahyáyá, 
LUK.3.20	Hirudisá wati gandahén kár gésh kort o Yahyái gept o bandig kanáént.
LUK.3.21	Wahdé Yahyá bázén mardomán 
LUK.3.22	, kapótéay dróshomá
LUK.3.23	Issáyá kamm o gésh si sál at ke wati kári bongéj kort. Mardománi hayál at ke Issá Issopay chokk ent. Issop Háliay chokk ent o cha Háliá rand: 
LUK.3.24	Mattát, Mattáte Láwi, Láwie Malki, Malkie Yanná, Yannáe Issop, 
LUK.3.25	Issope Mattátiá, Mattátiáe Ámus, Ámuse Náhum, Náhume Hasli, Haslie Najjáy, 
LUK.3.26	Najjáye Mahat, Mahate Mattátiá, Mattátiáe Shemi, Shemie Issop, Issope Yahudá, 
LUK.3.27	Yahudáe Yuhanán, Yuhanáne Risá, Risáe Zerubábel, Zerubábele Shiáltiál, Shiáltiále Niri, 
LUK.3.28	Nirie Malki, Malkie Addi, Addie Kusám, Kusáme Elmudám, Elmudáme Ér, 
LUK.3.29	Ére Yushah, Yushahe Elyázar, Elyázare Yurim, Yurime Mattát, Mattáte Láwi, 
LUK.3.30	Láwie Shamun, Shamune Yahudá, Yahudáe Issop, Issope Yunán, Yunáne Elyákim, 
LUK.3.31	Elyákime Maliá, Maliáe Minán, Mináne Mattátá, Mattátáe Nátán, Nátáne 
LUK.3.32	Dáude Yassi, Yassie Óbayd, Óbayde Buáz, Buáze Salmun, Salmune Nahshun, 
LUK.3.33	Nahshune Aminádáb, Aminádábe Aram, Arame Hesrun, Hesrune Páres, Párese Yahudá, 
LUK.3.34	Yahudáe Ákub, Ákube Eshák, Esháke Ebráhém, Ebráhéme Tárah, Tárahe Náhur, 
LUK.3.35	Náhure Soruj, Soruje Rau, Raue Pálaj, Pálaje Ábér, Ábére Shálah, 
LUK.3.36	Shálahe Kaynán, Kaynáne Arpakshád, Arpaksháde Sám, Sáme Nuh, Nuhe Lámak, 
LUK.3.37	Lámake Matushálah, Matushálahe Hannuh, Hannuhe Yáred, Yárede Mahalálil, Mahalálile Kaynán, 
LUK.3.38	Kaynáne Anush, Anushe Shays, Shayse Ádam, o Ádam cha Hodáay némagá ent.
LUK.4.1	Issá, 
LUK.4.2	Ódá Shaytáná Issá tán chel róchá chakkáset.
LUK.4.3	Shaytáná gwasht: “Agan taw 
LUK.4.4	Issáyá passaw dát: “Pákén Ketábá nebisag butag ke 
LUK.4.5	Gorhá Shaytáná á, yak borzén jágahéá bort o pa yak damáné 
LUK.4.6	gwashti: “Man esháni sajjahén was o wák o shawkatá tará dayán, chiá ke é mani dastá kaptagant o man harkasá belóthán, dayánesh. 
LUK.4.7	Paméshká, agan taw maná 
LUK.4.8	Issáyá passaw dát: 
LUK.4.9	Randá, Shaytáná Issá 
LUK.4.10	Chiá ke Pákén Ketábá nebisag butag:
LUK.4.12	Issáyá passaw dát: “Pákén Ketáb chosh ham gwashit: 
LUK.4.13	Shaytáná, wahdé wati sajjahén chakkás halás kortant, Issái pa dega sharterén wahd o móhéá esht o shot.
LUK.4.14	Gorhá Issá gón 
LUK.4.15	Issáyá áyáni 
LUK.4.16	Gorhá, Náserahá shot, hamódá ke rostag o mazan butagat. 
LUK.4.17	 Ketábesh áiay dastá dát. Anchosh ke áiá pach kort, chammi pa hamá bahrá kapt ke gwashit:
LUK.4.20	Gorhá, Issáyá ketáb pétk, 
LUK.4.21	Issáyá gón áyán gwasht: “Maróchi gón shomay gósh dáragá, Pákén Ketábay é nebeshtahay rásti pakká o sarjam but.” 
LUK.4.22	Harkasá pa áiá sharrén gwáhié dát o cha áiay pormehrén habarán, sajjahén mardom hayrán o habakkah mantant. Gwashtesh: “Bárén, é hamá Issopay chokk naent?” 
LUK.4.23	Issáyá gón áyán gwasht: “Man deljam án shomá é batalá pa mana kárét ke: ‘Agan taw dáktaré ay gorhá pésará watá dráh bekan. Hamá mójezah ke má eshkotag taw Kaparnáhumá kortagant, áyán edá wati shahr o hankéná ham pésh bedár.’” 
LUK.4.24	Géshi kort: “Shomárá rásténa gwashán, hech nabiéá wati shahr o hankéná sharap nést. 
LUK.4.25	Deljam bebét ke 
LUK.4.26	Bale Elyás pa komaká cha áyán yakkéay kerrá ham ráh dayag nabut, tahná Saydunay shahr Sarapahá, pa yak janózáméay komaká rawán dayag but. 
LUK.4.27	Hamé paymá, Elishá nabiay zamánagá, Esráilá bázéné syahgarray
LUK.4.28	Cha é habaráni eshkonagá, 
LUK.4.29	Pád átkant o Issáesh télánk dayán cha shahrá dar kort o hamá kóhay kashagá bort ke shahr á kóhay sará addh butagat, tánke jahlád dawri bedayant. 
LUK.4.30	Bale Issá cha mardománi nyámá dar átk, wati ráhi gept o shot.
LUK.4.31	Randá, Issá Kaparnáhumá shot, ke 
LUK.4.32	Issáay sar o sójáni gósh dárók cha áiay habaráni eshkonagá hayrán atant, chiá ke áiá gón wák o ehtiár, gapp o trána kort.
LUK.4.34	“Oo Issá Náseri! Tará gón má che kár ent? Átkagay ke márá gár o tabáh bekanay? Mana zánán taw kay ay, taw Hodáay gechén kortagén hamá Pákén ay.” 
LUK.4.35	Issáyá jenn hakkal dát o gwashti: “Wati dapá bedár o é mardá yalah day!” Jenná mardománi démá á mard zeminá dawr dát o anchosh dar átk ke á mardá hech noksáné naraset.
LUK.4.36	Cha é kárá sajjahén mardom hayrán butant o watmánwatá gwashtesh: “É chónén habaré?! Gón wák o ehtiáré 
LUK.4.37	Nun, kerr o gwaray sajjahén halk o hankénán, Issáay nám o tawár prosht o sheng but.
LUK.4.38	Issá cha 
LUK.4.39	Issá shot, áiay kashá óshtát o tapi hakkal dát. Hamá damáná tapi sest o pa áyáni hezmat kanagá pád átk.
LUK.4.40	Rónendá,
LUK.4.41	, cha bázén mardomán dar átkant o kukkár kanán gwashtesh: “Taw 
LUK.4.42	Wahdé róch but, Issá yak gestáh
LUK.4.43	Issáyá gwasht: “Maná 
LUK.4.44	Gorhá 
LUK.5.1	Yak randé Issá Genisáretay mazangwarmay
LUK.5.2	Áiá, gwarmay kerrá do bójig
LUK.5.3	Issá cha hamá bójigán yakkéá ke Shamunayg at, swár but. Cha Shamuná lótheti bójigá cha tayábá
LUK.5.4	Wahdé habari halás butant, gón Shamuná gwashti: “Bójigá gwarmay johlánkián bebar o wati dámán pa máhigay shekárá ápá dawr bedayét.” 
LUK.5.5	Shamuná gwasht: “Wájah! Dóshi má sajjahén shap delsyáhi kasshetag o márá hech máhig dastá nakaptag, bale nun ke taw gwashay, man dámán ápá dawra dayán.” 
LUK.5.6	Áyán dám ápá dawr dátant o haminchok máhigesh gept ke dám deragi butant. 
LUK.5.7	Paméshká, domi bójigay neshtagén hamkáresh, gón eshárah pa komaká tawár kortant. Á átkant o doén bójig cha máhigá haminkadar porr butant ke ápá boddhagi atant.
LUK.5.8	Wahdé Shamun Petrosá é kár dist, cha torsá Issáay pádán kapt o gwashti: “Oo 
LUK.5.9	Cha bázén máhigáni shekárá, Shamun Petros o áiay sajjahén hamkár hayrán atant. 
LUK.5.10	Hamé dhawlá, Zebdiay doén chokk, Ákub o Yuhanná ke Shamunay sharikdár atant, ham hayrán butant. Issáyá gón Shamuná gwasht: “Mators! Tán é wahdá taw máhig shekár kortag, cha ed o rand mardománi delán shekára kanay.”
LUK.5.11	Padá áyán wati bójig o dám tayábá áwortant o wati sajjahén kár o bár yalah dátant o Issáay hamráh butant.
LUK.5.12	Dega róché, Issá yak shahréá at. Ódá mardé sará tán pádá syahgarray nádráhiá geptagat. Wahdé Issái dist, átk o dém pa chér kapt, dazbandii kort: “Oo wájah! Agan taw belóthay maná wassh o palgár korta kanay.”
LUK.5.13	Issáyá wati dast shahárt, dasti per mosht o gwashti: “Mana lóthán. Dráh o pák bebay!” Hamá damáná, syahgarrá mard yalah dát. 
LUK.5.14	Issáyá á hokm dát o kaddhan
LUK.5.15	Bale Issáay nám o tawár angat ham har jáh sheng o tálána but o bázén mardom pa áiay habaráni gósh dárag o wati nájórhiáni dráh kanáénagá átk o áiay kerrá moccha butant. 
LUK.5.16	Issá géshter, cha mardomán dur, gestáh o tahná, barr o gyábánán dwá kanagá at.
LUK.5.17	Yak róché, Issá dars o sabak dayagá at. Lahtén 
LUK.5.18	Hamá wahdá lahtén mardomá, tahtéay sará yak lang o mondhén mardé gón at o átkant. Áyán báz johd kort ke áiá Issáay démá byárant, 
LUK.5.19	bale cha mardománi bázén mocchiá, áyán lógay tóká átk nakort. Paméshká, nádráhesh zort, lógay sará sar kaptant o nádráhesh gón tahtá cha bánay sará jahlád, Issáay démá ér dát. 
LUK.5.20	Wahdé Issáyá áyáni é báwar dist, gwashti: “Oo mani dóst! Tai gonáh bakshag butant.” 
LUK.5.21	Cha Issáay é habará, Parisi o Sharyatay é dega zánóger, ke ódá neshtagatant, pegr kanagá atant: “É kay ent ke kopra kant?! Abéd cha
LUK.5.22	Bale Issáyá áyáni delay hál o habar zántant o gwashti: “Shomá chiá wati delá choshén hayála kárét? 
LUK.5.23	Kojám habaray gwashag ásánter ent: ‘Tai gonáh bakshag butagant,’ yá: ‘Pád á, beraw?’ 
LUK.5.24	Bale tán shomá bezánét, maná ke 
LUK.5.25	Hamá damáná, mard sajjahénáni démá pád átk, wati taht o gandali baddhá kortant o Hodáyá sepat o satá kanán lógá shot. 
LUK.5.26	Cha é káray gendagá, óday neshtagén mardom hayrán o habakkah butant, Hodáesh satá kort o sárhát o pa torsé gwashtesh: “Maróchi má chónén bah mánagén kár distag!”
LUK.5.27	Randá, Issá dhanná dar átk o Láwi námén yak 
LUK.5.28	Láwi pád átk o sajjahén chizi yalah dátant o áiay hamráh but.
LUK.5.29	Gorhá Láwiá wati lógá pa Issáay sharapá, pormarháhén mehmánié kort. É mehmániá, bázén 
LUK.5.30	 o áyáni 
LUK.5.31	Issáyá gwasht: “Dráh o salámatén mardomán, dáktar pakár naent, nádráhán dáktar pakár ent. 
LUK.5.32	Man pa pahrézkárán nayátkagán, gonahkáráni lóthag o gwánk janagá átkagán, ke á cha wati sellén kárán pashómán bebant.”
LUK.5.33	Lahténá, cha Issáyá jost kort: “Yahyáay morid géshter róchaga dárant o zegr o dwá kanant. 
LUK.5.34	Issáyá gwasht: “Suray mehmán, tán wahdé ke sálónk gón áyán gón ent, pa róchagay dáragá hojj kanaga bant? 
LUK.5.35	Bale wahdé kayt ke sálónk cha áyán jetá kanaga bit, gorhá á róchaga bant.”
LUK.5.36	Issáyá é mesál ham dát ke: “Hechkas cha nókén pashkéá chondhé naborrit o kwahnén pashká pacch o pinaga najant o agan chosh bekant nókén pashká derrit. Kwahnén pashk ham gón nókén pacchá dhawldára nabit. 
LUK.5.37	Hamé dhawlá, hechkas nókén sharábá kwahnén zekkán
LUK.5.38	Nókén sharáb, báyad ent nókén zekká mán réchag bebit. 
LUK.5.39	Kasé ke kwahnén sharábay waragá héldár ent, nókén sharába nawárt. Pa áiay delá kwahnén sharáb támdárter ent.”
LUK.6.1	Yak baré 
LUK.6.2	Gorhá cha 
LUK.6.3	Issáyá passaw dát: “Záná, shomá nawántag, wahdé 
LUK.6.4	Á, Hodáay Pákén Lógá shot, Hodáay námá hamá hayráti o pákwandhén náni zort, wártant o wati hamráháná ham pa waragá dáti, ke áyáni warag tahná pa 
LUK.6.5	Padá Issáyá gón áyán gwasht: “Maná, ke 
LUK.6.6	Dega 
LUK.6.7	 o 
LUK.6.8	Issáyá áyáni delay hál o habar zánt. Gón mondhén mardá gwashti: “Pád á, byá démá bósht, mardom tará begendant!” Á mard pád átk o óshtát. 
LUK.6.9	Gorhá Issáyá cha mardomán jost kort: “Nun maná begwashét ke Shabbatay róchá néki kanag rawá ent yá badi? Ensánay zenday rakkénag rawá ent, yá koshag o gár kanag?” 
LUK.6.10	Gorhá sajjahénáni némagá cháret o gón á mardá gwashti: “Dastá shahár day!” Áiá anchosh kort o dasti wassh o dráh but. 
LUK.6.11	Sharyatay zánóger o Parisi sakk zahr geptant o watmánwatá shawr o saláhesh kort ke gón Issáyá ché bekanant.
LUK.6.12	Hamá wahdá yakk róché, Issá pa dwá kanagá kóhá shot o sajjahén shapi gón Hodáyá pa dwá gwázént. 
LUK.6.13	Wahdé róch but, áiá morid wati kerrá lóthetant o cha áyán dwázdah kas gechén kort o wati hásén 
LUK.6.14	Áyáni nám esh ant: Shamun ke Issáyá áiay nám “Petros”
LUK.6.15	Mattá, Tumá, Halpiay chokk Ákub, Shamun ke áiay pannám “sarmachár” ent, 
LUK.6.16	Ákubay chokk Yahudá o Yahudá Eskaryuti ke randá Issái dróhagi
LUK.6.17	Issá gón moridán cha kóhá ér kapt o yak patth o pachén jágahéá óshtát. Cha áiay moridán bázéné ódá at. Cha 
LUK.6.18	Mardománi é mazanén mocchi, pa áiay habaráni gósh dárag o wati nádráhiáni dráh kanáénagá átkagat. Á ke palitén ruhán dochár atant ham dráh kanag butant. 
LUK.6.19	Mardomán Issáay dast per kanagay kóshesha kort, chiá ke cha áiá yak anchén wák o twáné dar áyagá at ke sajjahéni dráha kortant.
LUK.6.20	Issáyá wati moridáni némagá cháret o gwashti: “Bahtáwar ét shomá ke wár o bazzag ét, chiá ke 
LUK.6.21	Bahtáwar ét shomá ke annun shodig ét, chiá ke séra bét. Bahtáwar ét shomá ke annun gréwán ét, chiá ke kandána bét. 
LUK.6.22	Bahtáwar ét shomá, wahdé mardom pa 
LUK.6.23	Á róchá, shádkámi bekanét o gal o bál bebét, chiá ke ásmáná shomay mozz sakk báz ent. Áyáni pet o pirénán ham gón nabián hamé dhawlá kortag.
LUK.6.24	“Bale bazhn o apsóz pa shomá ke hastómand ét, chiá ke shomárá árám o ásudagi rasetag. 
LUK.6.25	Bazhn o apsóz pa shomá ke annun sér ét, chiá ke shodiga bét. Bazhn o apsóz pa shomá ke annun kandán ét, chiá ke gamnák o gréwána bét. 
LUK.6.26	Bazhn o apsóz pa shomá, wahdé ke sajjahén mardom shomárá satá dayant o sárháyant, chiá ke áyáni pet o pirénán ham gón drógén nabián, anchosh kort.
LUK.6.27	“Oo mani gósh dárókán! Shomárá gwashán ke gón wati dozhmenán mehr bekanét o gón áyán ham ke cha shomá naprata kanant, néki bekanét. 
LUK.6.28	Pa áyán ke shomárá badén dwá kanant barkat belóthét, pa áyán ke shomárá ázára dayant nékén dwá belóthét. 
LUK.6.29	Agan kaséá tará shahmáté jat, wati domi gobbá
LUK.6.30	Agan kasé cha taw chizé lóthit, bedayi, agan kasé tai chizé pa zór bebárt, padá malóthi. 
LUK.6.31	Gón degarán hamá dhawlá néki bekanét ke cha áyána lóthét.
LUK.6.32	“Agan shomá tahná gón hamáyán mehr bekanét ke gón shomá mehra kanant, gorhá shomá chónén sób o páydagé katthetag?
LUK.6.33	Agan shomá gón hamáyán néki bekanét ke gón shomá nékia kanant, gorhá shomárá che páydagé rasit? Gonahkár ham anchosha kanant. 
LUK.6.34	Agan shomá tahná hamáyán wám bedayét ke ométa kasshét zortagén wámán dát korta kanant, gorhá shomárá che mozzé rasit? Gonahkár ham gonahkárán wáma dayant o padá pacha gerant. 
LUK.6.35	Bale shomá gón wati dozhmenán ham mehrabán bebét, gón áyán néki bekanét, wámesh bedayét o padá malóthét. É dhawlá, shomárá cha Hodáay némagá, mazanén mozzé rasit o shomá mazanshánén 
LUK.6.36	Hamá dhawlá ke shomay ásmáni Pet rahmdel ent, shomá ham rahmdel bebét.
LUK.6.37	“Degarán ér majanét o iráz magerét, tánke shomá ér janag mabét. Kaséá mayárig makanét, tánke mayárig kanag mabét, degarán pahell kanét o bebakshét tánke pahell kanag o bakshag bebét. 
LUK.6.38	Bedayét tán shomárá ham dayag bebit. Shomay dátagénáni badalá, sarréch o dapádapén kayl o paymánah, shomay kotthá réchaga bit, chiá ke, gón har kayléá bedayét, gón hamá kaylá shomárá dayaga bit.”
LUK.6.39	É mesáli ham pa áyán áwort: “Kóré che paymá dega kóréá ráhá pésh dáshta kant? Har doén chátá nakapant? 
LUK.6.40	Shágerd cha wati ostádá zántkártera nabit, bale hamá ke rost o rodóma gipt o cha tálimá sarrécha bit, wati ostáday dhawlá buta kant.
LUK.6.41	“Chiá wati brátay chammay pilláshká
LUK.6.42	Wahdé taw wati chammay bondhá nagenday, chón wati brátá gwashta kanay: ‘Bell ke tai chammay pilláshká dara kanán?’ Oo dopóstén shatalkár! Pésará wati chammay bondhá dar kan, randá tai chamm pacha bant o wati brátay chammay pilláshká kassheta kanay.
LUK.6.43	“Hech sharrén drachké sellén bar o nibaga nayárit o na sellén drachk sharrén bar o nibaga kárit. 
LUK.6.44	Har drachk, cha wati bará zánaga bit. Na cha dhangarán
LUK.6.45	Sharrén mardom, wati delay hazánagay ér kortagén nékián, cha wati dap o zobáná dara kant o sellén mardom, wati delay ambáray ér kortagén gandagián, cha wati dap o zobáná réchit. Chiá ke harché mardomay delá bebit, hamá cha áiay dapá dara kayt.
