GEN.1.1	O konmansman, Bondye ti kree lesyel ek later. 
EXO.40.38	Dan lazournen, nyaz SENYER ti reste lo sanktyer; dan lannwit, ti annan en dife dan nyaz ki tou Izrael ti kapab war tou dilon zot vwayaz.
LEV.1.1	SENYER ti apel Moiz depi Latant Rankont. I ti ordonn li: 
LEV.1.2	Koz avek pep Izrael e dir zot: Kan en dimoun parmi zot, i oule ofer SENYER en sakrifis zannimo, i ava swazir en zannimo dan son troupo bef oubyen dan son troupo mouton oubyen kabri.
LEV.1.3	Si i ofer koman sakrifis konplet, en bef sorti dan son troupo, i ava swazir en mal san okenn defo. I ava ofer son sakrifis devan lantre Latant Rankont pour li ganny aksepte devan SENYER. 
LEV.1.4	I ava poz son lanmen lo latet sa zannimo. Sa zannimo ava ganny aksepte dan son faver koman en lofrann pour pardon son pese. 
LEV.1.5	I ava egorz sa zannimo devan SENYER. Alor bann pret, bann garson Aaron, ava prezant disan e asperz otour lotel ki dan lantre Latant Rankont. 
LEV.1.6	I ava kros lapo sa zannimo e dekoup li an morso. 
LEV.1.7	Bann garson pret Aaron ava alim dife lo lotel, e aranz dibwa lo dife. 
LEV.1.8	Bann pret, bann garson Aaron ava depoz bann morso lavyann, latet ek lagres lo dibwa ki pe brile lo lotel. 
LEV.1.9	Trip ek bann lapat ava ganny lave avek delo. Apre, en pret ava bril tousala lo lotel. Sa, i ava en sakrifis konplet, brile dan dife, ki anvoy en loder ki fer plezir SENYER.
LEV.1.10	Si en dimoun i ofer koman sakrifis konplet, en mouton oubyen en kabri ki sorti dan troupo, i ava ofer en mal san okenn defo. 
LEV.1.11	I ava egorz li lo kote Nor lotel devan SENYER, e bann pret, bann garson Aaron, ava asperz disan sa zannimo otour lotel. 
LEV.1.12	Sa mouton oubyen sa kabri ava ganny dekoupe an morso separe, avek son latet ek son lagres. En pret ava aranz bann morso lavyann lo dibwa ki pe brile lo lotel. 
LEV.1.13	I ava lav trip ek bann lapat avek delo. Answit, en pret ava prezant tou e fer brile lo lotel. Sa i ava en sakrifis konplet, brile dan dife, ki anvoy en loder ki fer plezir SENYER.
LEV.1.14	Si en dimoun i ofer SENYER koman sakrifis konplet avek en zwazo, alor i ava ofer en tourtrel oubyen en pizon. 
LEV.1.15	En pret ava anmenn sa zwazo devan lotel, koup son likou e bril li lo lotel; i ava les son disan koul lo kote lotel. 
LEV.1.16	I ava tir son zabo ek sa ki ladan e zet deryer lotel, lo kote Les, la kot i rezerve pour lasann. 
LEV.1.17	I ava fann sa zwazo an de ant son lezel, me san separ li an morso. Apre, sa pret ava bril li lo dibwa ki lo lotel. Sa i ava en sakrifis konplet, brile dan dife, ki anvoy en loder ki fer plezir SENYER.
LEV.2.1	Si en dimoun i oule ofer SENYER en lofrann vezetal, i ava ofer son meyer lafarin. I ava vers delwil e met lansan lo la. 
LEV.2.2	I ava anmenn sa lofrann kot bann pret, bann garson Aaron. En pret ava pran en ponnyen sa lafarin melanze avek delwil ek lansan, e bril lo lotel koman sa porsyon rezerve pour SENYER. Sa i en lofrann brile dan dife, ki anvoy en loder ki fer plezir SENYER. 
LEV.2.3	Sa ki reste dan sa lofrann vezetal, ava vin pour Aaron ek son bann garson. I en porsyon tre sakre sa sakrifis ki'n ganny brile dan dife pour SENYER.
LEV.2.4	Si ou ofer en lofrann vezetal kwi dan four, i devre en gato fer avek lafarin meyer kalite, san lelven, petri avek delwil, ek en galet san lelven, aroze avek delwil.
LEV.2.5	Si ou ofer en lofrann vezetal kwi lo plak, i devre ganny fer avek lafarin meyer kalite, san lelven, petri avek delwil. 
LEV.2.6	Ou ava kas li an morso e vers delwil lo la; sa i en lofrann vezetal.
LEV.2.7	Si ou ofer en lofrann vezetal ki'n ganny kwi dan en pwalon, i devre ganny fer avek lafarin meyer kalite ek delwil. 
LEV.2.8	La koman ou devre anmenn en lofrann vezetal pour SENYER: Ou ava anmenn sa lofrann kot pret ki ava prezant li devan lotel. 
LEV.2.9	Sa pret ava pran en porsyon sa sakrifis rezerve pour SENYER e bril li lo lotel. Sa i ava en sakrifis brile dan dife, ki anvoy en loder ki fer plezir SENYER. 
LEV.2.10	Sa ki reste dan sa lofrann ava vin pour Aaron ek son bann garson. I en porsyon tre sakre sa lofrann ki'n ganny brile dan dife pour SENYER.
LEV.2.11	Tou lofrann vezetal ki ganny ofer devan SENYER pa devre annan lelven. Ou pa devre servi ni lelven, ni dimyel dan sakrifis brile pour SENYER. 
LEV.2.12	Ou kapab ofer SENYER lofrann premye fri, me fodre pa bril li lo lotel pour li donn en loder ki fer plezir. 
LEV.2.13	Ou ava azout en pe disel dan tou lofrann vezetal ki ou ofer SENYER. Pa zanmen oubliy disel dan lofrann, akoz i reprezant lalyans ki Bondye in fer avek ou. Alor, avek tou lofrann ou devre azout disel.
LEV.2.14	Kan ou ofer SENYER en lofrann bann premye prodwi ou propriyete, ou ava ofer legren ki ou'n kraze, sorti dan zepi ki ou'n griye dan dife. 
LEV.2.15	Ou ava azout delwil e met lansan lo la. Sa i en lofrann vezetal. 
LEV.2.16	En pret ava bril en parti sa legren kraze avek delwil ek lansan. Sa i en lofrann brile dan dife pour SENYER.
LEV.3.1	Si en dimoun i ofer en sakrifis lape, i ava ofer en zannimo ki sorti dan son troupo bef. I ava ofer SENYER en mal oubyen en femel ki san defo. 
LEV.3.2	I ava poz son lanmen lo latet sa zannimo e i ava egorz li devan Latant Rankont. Bann pret, bann garson Aaron, ava asperz disan otour lotel. 
LEV.3.3	Pour sa sakrifis lape, i ava ofer en lofrann brile dan dife devan SENYER: Lagres ki kouver trip ek tou lagres ki lo trip, 
LEV.3.4	son de ronnyon avek lagres ki anvlop zot, sa ki kouver son kote, ek bann morso ki avek lefwa, ava ganny detase ansanm avek bann ronnyon. 
LEV.3.5	Bann garson Aaron ava bril sa bann morso lo lotel ansanm avek sakrifis konplet ki'n ganny plase lo dibwa ki pe brile. Sa i ava en sakrifis brile par dife ki anvoy en loder ki fer plezir SENYER.
LEV.3.6	Si en dimoun i ofer koman sakrifis lape en zannimo sorti dan son troupo mouton oubyen kabri, i ava pran en mal oubyen en femel ki san okenn defo. 
LEV.3.7	Si i ofer en zenn mouton, i ava prezant li devan SENYER. 
LEV.3.8	I ava poz son lanmen lo latet sa zannimo; i ava egorz li devan lantre Latant Rankont, e bann garson Aaron ava asperz son disan otour lotel. 
LEV.3.9	Pour sa sakrifis lape, i ava ofer koman sakrifis brile devan SENYER, tou lagres, son lake antye depi kot son kolonn vertebral, lagres ki kouver trip ek tou lagres ki anvlop trip, 
LEV.3.10	son de ronnyon avek lagres ki anvlop zot, sa ki dan son kote ek son bann morso lefwa e ki detas ansanm avek bann ronnyon. 
LEV.3.11	En pret ava bril sa bann morso lo lotel. Sa i ava en nouritir, brile pour SENYER.
LEV.3.12	Si en dimoun i ofer en kabri, i ava prezant li devan SENYER. 
LEV.3.13	I ava poz son lanmen lo latet sa zannimo, egorz li devan Latant Rankont, e bann garson Aaron ava asperz disan otour lotel. 
LEV.3.14	Pour sa sakrifis, i ava ofer koman sakrifis brile devan SENYER: Tou lagres ki kouver trip ek tou lagres ki anvlop trip, 
LEV.3.15	son de ronnyon avek lagres ki kouver zot, sa ki dan son kote, ek son bann morso lefwa, ki i ava detas ansanm avek bann ronnyon. 
LEV.3.16	En pret ava bril sa bann morso lo lotel koman en lofrann brile par dife, ki anvoy en loder ki fer plezir. Tou lagres i ganny rezerve pour SENYER. 
LEV.3.17	Zot pa devre manz ni lagres, ni disan. Sa i en lalwa pour touzour, pour tou zot bann zenerasyon, partou dan nenport landrwa kot zot ava reste.
LEV.4.1	SENYER ti koz avek Moiz: 
LEV.4.2	Dir avek pep Izrael: Si enkonsyanman, en dimoun i fer pese kont enn sa bann komannman SENYER, 
LEV.4.3	si en pret konsakre ki'n fer sa pese, e par la i'n rann koupab lepep antye, i ava ofer SENYER koman sakrifis pardon pour son pese, en zenn toro san okenn defo. 
LEV.4.4	I ava anmenn sa toro dan lantre Latant Rankont devan SENYER; i ava poz son lanmen lo latet sa toro e egorz li devan SENYER. 
LEV.4.5	Sa pret ava pran en pe disan sa toro e anmenn dan Latant Rankont. 
LEV.4.6	I ava tranp son ledwa dan disan e fer laspersyon set fwa devan SENYER, devan rido sanktyer. 
LEV.4.7	Sa pret ava met en pe disan lo bann korn lotel kot i bril lansan devan SENYER dan Latant Rankont. Apre, i ava vers leres disan sa toro ater devan lotel sakrifis ki dan lantre Latant Rankont. 
LEV.4.8	I ava tir tou lagres sa toro pour sakrifis pardon pese: Lagres ki kouver trip ek lagres ki anvlop bann trip; 
LEV.4.9	sa de ronnyon avek lagres ki antour zot, sa ki dan son kote, ek bann morso lefwa ki i ava detase, ansanm avek bann ronnyon, 
LEV.4.10	parey i ganny tire avek toro pour sakrifis lape. Sa pret ava bril sa lagres lo lotel pour sakrifis konplet. 
LEV.4.11	Me lapo sa toro, son lavyann, avek son latet, son bann lapat, tou son trip ek son leskreman; 
LEV.4.12	sa toro antye ava ganny anmennen an deor kan dan en landrwa pir, la kot zot zet lasann lagres, e kot zot ava bril li lo en dife dibwa; zot ava bril li la lo ta lasann lagres.
LEV.4.13	Si, enkonsyanman, kominote pep Izrael antye i fer pese san ki kominote i okouran, kont en sel sa bann komannman SENYER, 
LEV.4.14	ler sa fot ki zot in komet i ganny dekouver, kominote ava ofer en toro koman sakrifis pour pardon zot pese. Zot ava anmenn sa toro devan Latant Rankont. 
LEV.4.15	Bann ansyen dan kominote ava poz lanmen lo latet sa toro ki ava ganny egorze devan SENYER. 
LEV.4.16	En pret ki'n resevwar konsekrasyon ava anmenn en pe disan sa toro dan Latant Rankont. 
LEV.4.17	I ava tranp son ledwa dan sa disan e fer laspersyon set fwa devan SENYER, anfas avek rido. 
LEV.4.18	I ava met en pe disan lo bann kwen lotel ki dan Latant Rankont. Apre, i ava vers tou leres disan ater devan lotel sakrifis ki dan lantre Latant Rankont. 
LEV.4.19	I ava pran tou lagres e bril li lo lotel. 
LEV.4.20	I ava fer egzakteman parey i ti fer pour toro ki ti ganny ofer pour sakrifis pardon pese. Pret ava fer rityel pardon pese pour zot e zot ava ganny pardonnen. 
LEV.4.21	I ava anmenn tou sa ki reste avek sa toro an deor kan e bril li parey i ti bril premye toro. Sa i en sakrifis pour pardon pese kominote Izrael.
LEV.4.22	Si san realize, en sef i komet en pese kont enn sa bann komannman SENYER son Bondye, e rann li koupab; 
LEV.4.23	ler i dekouver sa fot ki i'n komet, i devre ofer en bouk, san defo. 
LEV.4.24	I ava poz son lanmen lo latet sa bouk e egorz li dan landrwa kot zot touy zannimo pour sakrifis konplet devan SENYER. Sa i en sakrifis pour pardon pese. 
LEV.4.25	Pret ava pran en pe disan sa zannimo sakrifis pour pardon pese avek son ledwa e met li lo bann korn lotel sakrifis. I ava vers leres disan ater devan lotel sakrifis konplet. 
LEV.4.26	I ava bril tou son lagres lo lotel, parey i fer pour lagres sakrifis lape. Pret ava ofer sakrifis pour pardon son pese e i ava ganny pardonnen.
LEV.4.27	Si, enkonsyanman, en dimoun ordiner i komet en pese kont enn bann komannman SENYER, e rann li koupab; 
LEV.4.28	ler i dekouver sa fot ki i'n komet, i devre ofer, koman sakrifis, en femel kabri san defo, pour sa pese ki i'n komet. 
LEV.4.29	I ava poz son lanmen lo latet sa zannimo pour pardon pese e egorz li dan landrwa kot zot touy zannimo pour sakrifis konplet. 
LEV.4.30	Sa pret ava pran en pe disan sa zannimo sakrifis avek son ledwa e met lo bann kwen lotel sakrifis. I ava vid leres disan sa zannimo ater devan lotel. 
LEV.4.31	I ava retir tou son lagres, parey i fer pour zannimo sakrifis lape. Pret ava bril li lo lotel pour donn en loder ki fer plezir SENYER. Konmsa, ki pret ava ofer sa sakrifis pour pardon pese sa senp sitwayen e i ava ganny pardonnen.
LEV.4.32	Si en dimoun i ofer en mouton koman sakrifis pour pardon pese, i devre anmenn en femel, san defo. 
LEV.4.33	I ava poz son lanmen lo latet sa zannimo e egorz li koman en sakrifis pour pardon pese, dan landrwa kot zot egorz zannimo pour sakrifis konplet. 
LEV.4.34	Sa pret ava pran en pe disan sa zannimo pour sakrifis pardon pese avek son ledwa e met lo bann korn lotel sakrifis. I ava vers leres disan sa zannimo ater devan lotel. 
LEV.4.35	I ava retir tou lagres, parey i tir lagres mouton dan sakrifis lape. Pret ava bril li lo lotel, avek lezot sakrifis brile pour SENYER. I ava ofer sa sakrifis pour li ganny pardon pese ki i'n komet, e i ava ganny pardonnen.
LEV.5.1	Kan en dimoun i ganny apele koman temwen lo keksoz ki i'n war, oubyen ki i deza konnen, me i refize dir sa ki i'n tande oubyen war, i komet en pese. I ava responsab pour son fot. 
LEV.5.2	Kan en dimoun, enkonsyanman, i tous nenport keksoz enpir, ki swa kadav en zannimo enpir, kadav en zannimo domestik enpir, ouswa en pti zannimo enpir, li menm, i ava rekonnet son pese. I ava enpir e koupab.
LEV.5.3	Si en dimoun, enkonsyanman, i tous nenport keksoz ki sorti avek en imen ki enpir, oubyen nenport keksoz ki rann enpir, ler i realize, i ava koupab.
LEV.5.4	Kan, enkonsyanman, en dimoun, i pronons en serman, menm si i pou fer dibyen oubyen dimal, e ki plitar i rekonnet, i rann li koupab. 
LEV.5.5	Ler i realize ki i koupab pour komet en tel fot, i devre rekonnet sa pese ki i'n komet. 
LEV.5.6	An reparasyon pour sa pese ki i'n komet, i ava anmenn en femel mouton oubyen en kabri ki i'n pran parmi son troupo, koman sakrifis devan SENYER pour pardon son pese. Pret ava fer rityel pardon pour son pese.
LEV.5.7	Me si i pa kapab ganny en mouton koman sakrifis pour pardon pese ki i'n komet, alor, i ava anmenn devan SENYER, de tourtrel oubyen de pizon. Enn koman sakrifis pour pardon pese, lot koman sakrifis konplet. 
LEV.5.8	I ava anmenn zot kot pret ki ava ofer premyerman, zwazo ki pour pardon pese. I ava kas son likou, me san ki i separ son latet. 
LEV.5.9	Pret ava asperz en pe disan sa zwazo ki pour pardon pese obor lotel, tandis ki i ava vers leres disan ater devan lotel. Sa i en sakrifis pour pardon pese. 
LEV.5.10	I ava ofer dezyenm zwazo koman en sakrifis konplet dapre regleman. Pret ava fer rityel pour sakrifis pardon son pese ki i'n komet, e i ava ganny pardonnen.
LEV.5.11	Me, si i pa posib pour en dimoun ganny de tourtrel oubyen de pizon, alor i kapab ofer koman lofrann pour pardon pese ki i'n komet, en dizyenm mezir lafarin meyer kalite. Me i pa devre azout delwil avek, ni met lansan lo la, akoz i en lofrann pour pardon pese. 
LEV.5.12	I ava anmenn sa lafarin kot pret ki ava pran en ponnyen koman porsyon rezerve pour SENYER e bril li lo lotel, avek lezot lofrann brile par dife pour SENYER. Sa i en lofrann pour pardon pese. 
LEV.5.13	Alor, pret ava fer rityel pardon pese sa zonm, pour nenport pese ki i'n komet, e i ava ganny pardonnen. Sa ki reste, ava vin par sa pret, parey dan ka en lofrann vezetal.
LEV.5.14	SENYER ti dir Moiz: 
LEV.5.15	Si, enkonsyanman, en dimoun i komet en fot grav, an gardan sa ki'n konsakre pour SENYER, la sa ki i devre fer: I ava anmenn devan SENYER, koman sakrifis reparasyon, en mouton mal, san defo, sorti dan son troupo. Son valer pou ganny estimen an pyes larzan, dapre valer ki an viger dan sanktyer. 
LEV.5.16	I devre donn konpansasyon pour sa domaz kont sanktyer, an azoutan en senkyenm parti son valer e donn avek sa pret ki ava fer rityel pardon son pese avek sa mouton, e sa dimoun ava ganny pardonnen.
LEV.5.17	Sa enn ki fer pese kont enn sa bann komannman SENYER, menm si i fer li enkonsyanman, i koupab e i ava responsab pour son fot. 
LEV.5.18	I devre anmenn kot pret en mouton mal, san defo, sorti dan son troupo, estimen dapre valer pour sakrifis reparasyon. Pret ava fer rityel pardon pour fot ki i'n komet san ki i ti rann kont, e i ava ganny pardonnen. 
LEV.5.19	Sa i en sakrifis reparasyon, akoz i ti koupab devan SENYER.
LEV.6.1	SENYER ti koz avek Moiz: 
LEV.6.2	Sipoze ki enn parmi zot i komet en fot grav anver SENYER e koz manti avek son prosen: Par egzanp, i manti konsernan en lobze ki'n ganny depoze kot li, oubyen ki i'n plas angaz, oubyen ki i'n vole, oubyen ki i'n ganny en frod; 
LEV.6.3	oubyen si i konsern en lobze perdi ki i'n trouve, me i dir pa vre; oubyen ankor i fer en fo serman, pour li kasyet nenport sa bann pese ki zonm i kapab komet. 
LEV.6.4	Sa dimoun ki'n fer sa pese i koupab. I devre rann sa lobze ki i'n vole, oubyen ki i'n gannyen par frod, oubyen ki ti'n ganny konfye avek li, oubyen en lobze perdi ki i'n trouve; 
LEV.6.5	oubyen konsernan nenport keksoz lo ki i'n fer en fo serman. I devre rann tou e azout avek, en senkyenm son valer. Ler i ava rann kont son fot, i devre rann sa lobze son propriyeter.
LEV.6.6	Koman sakrifis reparasyon pour SENYER, i devre anmenn kot pret en mouton mal san defo sorti dan son troupo, oubyen son lekivalan. 
LEV.6.7	Pret ava fer rityel pardon pour li devan SENYER, e i ava ganny pardonnen pour nenport pese ki i'n fer e ki'n rann li koupab.
LEV.6.8	SENYER ti koz avek Moiz:
LEV.6.9	Donn sa lord Aaron ek son bann garson:
LEV.6.9	La bann rityel konsernan sakrifis konplet. Sa sakrifis konplet ava reste lo dife tou lannwit lo lotel ziska bomaten, e dife lo lotel ava reste alimen. 
LEV.6.10	Pret ava met son kannset linenn ek bann lenz linenn. Apre, i ava pran lasann sakrifis konplet lo lotel e depoz akote lotel. 
LEV.6.11	Apre, i ava tir son bann lenz, met en lot lenz lo li e anmenn sa lasann dan en landrwa pir an deor kan.
LEV.6.12	Sa dife lo lotel i devre reste touzour alimen. Fodre pa ki i tennyen. Tou le bomaten, en pret ava azout dibwa, plas bann sakrifis konplet lo la e bril bann morso lagres sakrifis lape. 
LEV.6.13	Sa dife i devre reste touzour alimen lo lotel; i pa devre zanmen tennyen.
LEV.6.14	La rityel konsernan lofrann vezetal: Bann garson Aaron ava ofer SENYER sa lofrann, devan lotel. 
LEV.6.15	Zot ava pran en ponnyen lafarin meyer kalite dan sa lofrann vezetal avek delwil ek tou lansan ki lo la. Zot ava bril li lo lotel, e i ava anvoy en loder ki fer plezir SENYER. 
LEV.6.16	Aaron ek son bann garson ava manz tou sa ki reste. Zot ava manz li koman bann gato san lelven, dan en landrwa sakre. Zot ava manz dan lakour Latant Rankont. 
LEV.6.17	Fodre pa kwi li avek lelven. Mon donn zot sa koman zot par dan mon sakrifis brile par dife. Sa i en keksoz tre sen, parey dan ka sakrifis pour pardon pese ek sakrifis pour reparasyon. 
LEV.6.18	Tou bann desandan mal dan lafanmir Aaron ava kapab manze. Sa i zot par pour touzour, sorti kot SENYER dan bann sakrifis brile par dife. Tou sa ki tous zot ava vin sen.
LEV.6.19	SENYER ti koz avek Moiz: 
LEV.6.20	La lofrann ki Aaron ek son bann garson i devre ofer SENYER, zour i ava ganny konsakre: Trwa kilo lafarin meyer kalite par zour, lanmwatye bomaten, e lot lanmwatye aswar. 
LEV.6.21	I ava ganny prepare lo en plak avek delwil; i ava ganny byen melanze e ofer devan SENYER koman en lofrann vezetal ki anvoy en loder ki fer plezir SENYER.
LEV.6.22	Sa enn parmi bann garson Aaron ki ganny konsakre pour ranplas li koman pret, devre prezant sa lofrann devan SENYER pour touzour. Sa i ava ganny brile antye. 
LEV.6.23	Tou lofrann vezetal ofer par en pret, ava ganny brile konpletman; i pa devre ganny manze.
LEV.6.24	SENYER ti koz avek Moiz: 
LEV.6.25	Dir avek Aaron ek son bann garson:
LEV.6.25	La rityel pour lofrann pardon pese: Zot ava egorz zannimo sakrifis pour pardon pese devan SENYER dan menm landrwa kot zot egorz zannimo pour sakrifis konplet; sa i en lofrann ki tre sakre. 
LEV.6.26	Sa pret ki ofer sa sakrifis pour pardon pese ava manz en pe; i ava manz li dan en landrwa sakre, dan lakour Latant Rankont. 
LEV.6.27	Nenport kwa ki ganny kontak avek sa lavyann i vin sen; si son disan i fann lo en lenz, fodre lav sa lenz dan en landrwa sen. 
