MAT.1.1	Jesucristo e-dadgan-siki ilekwaa-danikid e-garda. Jesucristo, David-e-wagwa, degi, Abraham-e-wagwabar.
MAT.18.31	Ebo-arbamalad deyob daksamargu, bukib binsadmalad, nadmargu, e-dummadga bela sogdapmalad, emar na ibmar daksamalad.
MAT.18.32	“Geb degi e-dummad dule-egi-mani-gani-gusadse gochad, ega sogded: ‘Mai, be dule-iskana, bela-be-angi-mani-ganikid an bela bega osulosad, ar be angi wilenagusadbar. 
MAT.18.33	¿Ar be geg bebo-arbaed be wile dakmosi, igi wile an be-daksamoga?’ 
MAT.18.34	Geb degi e-dummad uludgu, dulemar-odurdakmaloedga we-mai-iskana-urmaksasun, adi bela-egi-mani-ganikid bela e-bennukedse.”
MAT.18.35	Geb degi Jesús sogde: “Amba deyob an-Bab-nibneggi-maid bemar-sabsur-imakmarmogoed, ar bemar bela gwagegi na be-gwenad-begi-nosad be ega sogsurmalar: ‘Be angi nossuliyob an be-dakoye.’ ”
MAT.19.1	Emi Jesús weyob-ibmar-sogsad-sorba, Galileagi bangudsun, Judea-yalaganba, Jordán-diwar-obakar nade-gusad. 
MAT.19.2	Dulemar-bukidar Jesúsba nade-gusmalad, agi dulemar-onudaksad.
MAT.19.3	Geb agi gwenna-gwenna Fariseomar Jesússe nonimalad, yamo yardaknonimalad, ega sognonimalad:
MAT.19.3	—¿Wede binsa yogsaar sunna ome-meteye igar mai?
MAT.19.4	Jesús, abin-imakdegu, sogde:
MAT.19.4	“¿Ar bemarde Bab-Dummad-Gardagi absodisurmarsi:
MAT.19.4	Gebesailagi Bab Dummad we-napneg nasikargu,
MAT.19.4	machered ome-ebo abirgunagwar ogwisgunonikid?”
MAT.19.4	Gn. 1:27; 5:2
MAT.19.5	Degi Jesús sogdebar: “Bab-Dummad-Gardagi sognaibalid:
MAT.19.5	A-ulale, machered ome-nikusale,
MAT.19.5	e-babgi, degi, e-nangi banguoye igar maid,
MAT.19.5	adi unnila e-ome-ebo gudiguegar,
MAT.19.5	na ebogwad san-wargwennaga gunonisunnoed.
MAT.19.5	Gn. 2:24
MAT.19.6	Ar degisoggu, bar na warbomarsursundo, unnila san-wargwennaa gunonimarsundo. Ar degisoggu, Bab Dummad abirgunagwar-dule-imaksadi mer na meted imakmar.”
MAT.19.7	Fariseomar, Jesús-abin sogdemar:
MAT.19.7	—¿Ar ibiga degite, Moisés igar-mesissunna, ome-meted-garda imakoye ome-metegar?
MAT.19.8	Jesús, abin-sogde:
MAT.19.8	—Ar bemar-gwage dutusulidba Moisés bemarga igar mesis-gusad, sunna bemar ome-meted-garda imakye, ome-metega, ar iduardi degi-igar-maisulinad. 
MAT.19.9	Ar andi an bemarga soged, ar doa-dule ome-mete-dibe, ar e-dikarba-nosardi nabir metodo. Ar degisulirdi, ar ome-baid-nikusale, we-machered ome-dikarba neg-sichigi yolediido. Ar doa-dule, ome-melleded-nikusale, we-dule ome-dikarba neg-sichigi yoledimodo.
MAT.19.10	E-sapingan Jesúsga sokarmarsun:
MAT.19.10	—Ar weyob macheredga ome-nikued-sik ega igar maile, mer bur ome-nikued nabir.
MAT.19.11	Geb degi Jesús na e-sapingan-abin sogde:
MAT.19.11	—Suli, deyobsuli. Ar bela dulemar ome-nikuosurmar-deeye soglesulid, unnila Bab Dummad dulemarga igar-uksamaladga, amardi nabir ome-nikuosur nanamalodo. 
MAT.19.12	Ar gwen-gwen gusgu muu-neggi-danikid siamar-baisur-daked, ar gwen-gwen yamo girmar emar-abargi siamar-baisur-daked imaksamalad, ar gwen-gwenbali, siamar-baisur-daked dukin na imaksamalad, Bab-Dummad-neg-dakmaid-ular. Ar dule sunna unni na ome-suli nanao-itogele, we-igar na abingaodo, ome-suli nanaed.
MAT.19.13	Geb degi Jesússe mimmigan-senonimalad, adi e-argan mimmigan-nonogi mesega, Bab Dummadse ega golega. Jesús-sapingan dulemar-mimmigan-senonimaladse uluarmalad. 
MAT.19.14	Ar Jesúsdi sogded:
MAT.19.14	—Mer ese urwemar. Mimmigan anse daged be imakmar, mer be bargamar, ar Bab-Dummad-neg-dakmaid we-mimmiganyob-damaladgadid.
MAT.19.15	Ar Jesús mimmigan-e-nono-birgi na e-argan mesisgu, nue nabir egi binsaded, Bab Dummadse ega gochad. Geb a-sorba Jesús nade-gusad.
MAT.19.16	Geb degi dule-wargwen Jesússe nonikid, ega sognonikid:
MAT.19.16	—Odurdaked-saila-nued, ¿ibi-nued an saer-gebe, burba-geg-bergued an nikuegar?
MAT.19.17	Jesús, abin-sogde:
MAT.19.17	—¿Ibiga dule-nuedye be anga soge? Dule-nued niksulid, unnila Bab Dummadbi wargwennaa dule-nued gued. Ar burba-geg-bergued be nikubiele, Bab-Dummad-igar-mesisadba be nanaer-gebed.
MAT.19.18	Dule, abin-sogde:
MAT.19.18	—¿Igid-igarmala?
MAT.19.18	Geb Jesús, abin-sogde:
MAT.19.18	Mer dule-oburgwemalo,
MAT.19.18	mer sui-dikarba, degi, ome-dikarba yolemalo,
MAT.19.18	mer atursamalo,
MAT.19.18	mer gakansaar aimargi sunmakmalo.
MAT.19.19	Be-babgi, degi, be-nangi
MAT.19.19	nue-binsaed-nikaa damalo.
MAT.19.19	Degine, na be dukin san-sabeyobi,
MAT.19.19	emar be sabgumogo.
MAT.19.19	Ex. 20:12-16; Dt. 5:16-20; Lv. 19:18
MAT.19.20	Sapingwa, Jesús-abin sogde:
MAT.19.20	—Gusgu an sapingwagwad-akar bela we-igarmar-mamaidba an nanadiid. Emidi, ¿ibubi napi-imaked an abesunna?
MAT.19.21	Jesús, abin-sogde:
MAT.19.21	—Ar ibmar-napiragwadbi-imakdii be nanabiele, be-negse be nae, be-ibmar na be manigi uknae, geb agi mani wileganaga be mimmioed. Geb degiir be nibneggi ibmar-nued be nikuodo. Geb a-sorba anba be dagoed, an-sapinga guegar.
MAT.19.22	Sapingwa deyob Jesús ega soge itosgu, naibi-ito naded, ar ade dule-mani-ibedid.
MAT.19.23	Geb degi Jesús na e-sapinganga sogdesun:
MAT.19.23	—Napira an bemarga soged, ibiyobi dule-mani-ibganga Bab-Dummad-neg-dakmaidse-doged igar dutusuli, ar ade dogdar maniginbi binsamalad. 
MAT.19.24	Gannar an bemarga soged, moli-yargan-mureged bur-baisursunna iko-ibyagi doged, ar dule-mani-ibeddi bur-beedse Bab-Dummad-neg-dakmaidse doged.
MAT.19.25	E-sapingan, Jesús wegi-soge itosgu, nue geger-ito nadmalad, ar ade mani-ibgan bur-baisursunnaa abonolegoye bimalad. A-ulale, sogdemarsunnad:
MAT.19.25	—¿Ar doa degite, sunna abonolegosunna?
MAT.19.26	Jesús na e-sapingan-dakdegu, ega sogde:
MAT.19.26	—Ar dulemargardi geg gue, ar Bab Dummadgardi, bela ibmar guedbiid.
MAT.19.27	Geb degi Pedro, abin-imakdegu, sogde:
MAT.19.27	—Anmardi belagwapa ibmar obesad, adi anmar beba naegar. Degite anmardi, ¿ibu nikumarmogosunna?
MAT.19.28	Jesús, abin-sogde: “Napira an bemarga soged, Bab Dummad we-ibmar-bela-ogwaoed-ibagangi, ani Dule-Machi, an-olo-gan-yeer-daklegedgi an sigidapir, bemar-anba-nagusmalad olo-gan gwaambe-gakabogwadgi sigmarmogoed, adi Israel-dorgan-sogambe-gakabogwadga igar-nabosii bemar gumalagar.
MAT.19.29	“Ar doa-dule anba-naid-ular ibmar-meter, e-negmar, e-gwenadgan, e-bunmar, e-bab, e-nan, e-ome, e-mimmigan, degine, e-nainumar, we-dule ibmar-dulataledba bur-bule abingaoed, degine, burba-geg-berguedi nikubaloed.
MAT.19.30	“Ar dummagan-bukidar dule-sorbarmaladga guoed, degine, dule-sorbarmalad dummaganga gunonimogoed.”
MAT.20.1	Jesús sogdebar: “Ar Bab-Dummad-neg-dakmaid weyobdo: Dule-wargwen, na neg-uya-sediid, wakudar neggi nodgua, dule-ega-arbamalad-aminaddo, adi e-nainugi ega arbamalagar. 
MAT.20.2	Dule-nainu-ibed arbamalad-ebo na igar nabosmargu, arbamaladga sogsado, denario-irgwen ibagwengi an be-bennukoye. Geb agi e-nainuse ega arbaega barmissundo.
MAT.20.3	“Dad-abar-dummad gusgu, gannar nainu-ibed, nodbardo, dakdapdo, ibmar-ukleged-naba dulemar binsa bukmala, arbaed-suli. 
MAT.20.4	Nainu-ibed amarga sogdedo: ‘Ar bemar an-nainuse arbanamarmo, ar sogedba an bemar-bennukmaloed.’ Amar nade-gusmalad, arbanad-gusmalad.
MAT.20.5	“Yorukugusgu, nainu-ibed dulemar-amiega gannar nodbar. Dulemar-amisgu, e-nainuse barmis, ega arbamalagar. Wachi-ilapaagi, amba deyob imaksabalid, degine amarga baiganga-sogsadyob sogsabalid. 
MAT.20.6	Wachi-ilatargi, nainu-ibed gannar nodbalid, dulemar-dakdapid, arbasuli bukmala. Amarga sogded: ‘¿Ar ibiga bemar arbasuli emi be osedosmala?’
MAT.20.7	“Abin-imakdemalad: ‘Ar dule anmarga arbaed-uksurmalad.’ Nainu-ibed amarga sogde: ‘Bemar an-nainuse arbanamarmo, ar sogedba an bemar-bennukmaloed.’
MAT.20.8	“Neg-mutikudgu, nainu-ibed, ega-neg-dakedga sogded: ‘Arbamaladse be gole, be bennuk ibagwen-arbasad-wilub. Napisolaba-modapmalad-inse be bennuko, geb degi, wakudar arbadmaladse.’
MAT.20.9	“Napisolaba-arbadmalad nonimargu, bennuklesmalad, denario-irgwen. 
MAT.20.10	Gebe-arbadmalad warmaksagu, binsadmar, emardi bur-melu bennuklegoye. Ar amar bennuklearmargu, amba denario-irgwen bennuklesmarmogad.
MAT.20.11	“Gebe-arbadmalad bennuklesmargu, nainu-ibedgi uluarmalad, 
MAT.20.12	sogdemalad: ‘Wemar-sorba-nonimalad, unnila wachi-irgwen arbasmalad, anmardi bur-dummad arbasad, dadba dummad gal-itosad, degite, anmar-sunnaa bennuklesmarmogad.’
MAT.20.13	“Nainu-ibed, amar-wargwen abinsadgu sogde: ‘An-ai, an gwen begi dodossulid. ¿Ar bemarbo igar an nabossursi, denario-irgwen an be-bennukoye? 
MAT.20.14	Degisoggu, ar begadid na be sue, be nae, ar wemar-napisolaba-nonimalad bemar-sunnaa an bennukbiele, an itolegeddo. 
MAT.20.15	¿Ar wede igar-nabirsursi, an-itolegedba an-mani an imakbier? ¿Ar angi be nobsi, an dule-nued-daedba?’
MAT.20.16	“Degisoggu, dummagan dule-sorbarmaladga guoed, degine, dule-sorbarmalad dummaganga gunonimogoed. Ar ade bukidar dulemarse gollesad, degite unnila ichee wis dulemar sulegaled.”
MAT.20.17	Jerusalénse nadapmargu, Jesús na e-sapingan-ambe-gakabogwadse bachikii gochad, amarga sogded:
MAT.20.18	“Emi anmar Jerusalénse nadapid, Ani Dule-Machi, dule-irwa-Bab-Dummadse-gormalad-e-dummaganga, degi, escribamarga uklegoed. Amar anga igar-itosmalar, sogmaloed, oburgwemarye. 
MAT.20.19	Wemar-Judio-dummagan Judiosurmaladga an-ukmaloed, adi angi dodomalagar, an-bibyomalagar, degi, nakrusgi an-biokmalagar. Ar degi-inigwele, ibapaagi gannar an durguoed.”
MAT.20.20	Geb degi Zebedeo-machimala-e-nan, Jesússe na e-machimalamala nonimar, yokorgi sindigar abin signonigu, Jesússe ibmar egisnonimalad.
MAT.20.21	Jesús ega sogde:
MAT.20.21	—¿Ibu be abege?
MAT.20.21	Ome, abin-sogde:
MAT.20.21	—Na be neg-dakmai-gusale, we an-masmala-warbogwad dummaganga be nugsao, gwensak be-argan-nuedsik-siged, baid be-argan-sapiledsik-siged.
MAT.20.22	Jesús, ome-abin imakdegu, sogde:
MAT.20.22	—Ibmar bemar egisnanaid, bemar wichurmalad ibu be egisnanai. ¿Ar nue dummad-an-wilegoedgi sunna bemar wilemogosi, an nog-goboedyob? Degine, ¿an digi-ogaledgi sunna bemar oglemogosi?
MAT.20.22	Emar, abin-imakdemargu, sogdemar:
MAT.20.22	—Anmar sunnamala.
MAT.20.23	Jesús abin-sogde:
MAT.20.23	—Ar bemar sunnamarsoggu, napira an bemarga soged, bemar anyob nue-dummad naibi-itomarmogoed. Ar dummaganga-nug-imakeddi, adi ani, an nug-saosulid, unnila Bab Dummad bato na-igar-mesisadba na e-nug saoed dulemar-dummaganga guoe.
MAT.20.24	Jesús-e-sapingan-e-ambedi itosmalad wemar-warbogwad dummadga gubimalad. Degisoggu, wemar gwenad-warbogwadgi uludmarsunnad.
MAT.20.25	Geb degi Jesús e-sapinganse gochagu, amarga sogde:
MAT.20.25	“Bemardi nue wismalad, dulemar-we-napneg-dummaganga-gudimaladdi e-sordamarba bur-dule-dummad na san-imak-daed, degisoggu, bela ega ibmar imakbi abe-damarsunnad. Degine, e-sorbarmalad gandikidba dulemar-barmidaed.
MAT.20.26	“Bemardi mer deyob gumalo, ar be dummadga gubiele, maiyob bela be dulemar-bendaker-gebed. 
MAT.20.27	Ar be dulemar-iduedga gubiele, bela dulemar maiga be guer-gebed.
MAT.20.28	“Ar ani Dule-Machi, we-napnegse an nonigu, mai-nikuega an nonisulid, maiyob dulemar-bendakega an nonikid, degine, an na-san-burba-ukegar, adi dule-iskudimalad-anar an burgwegar.”
MAT.20.29	Jesús na e-sapinganmala Jericó-neggweburgi noarmargu, dulemar-bukidar eba armalad. 
MAT.20.30	Deun, dulemar-warbo ibya-surmalad, igar-dikarba-simalad itosmargu, Jesús nadapye, binnasur Jesússe gotemalad, sogdemalad:
MAT.20.30	—¡Dummad, Rey-David-wagwa, anmar-bendake, wile be anmar-dake!
MAT.20.31	Dulemar ese uluarmalad, adi boo sigmalagar. Ar bur-bule dulemar-ibya-surmalad binnasur Jesússe gotemalad, sogdemalad:
MAT.20.31	—¡Dummad, Rey-David-wagwa, wile be anmar-dake!
MAT.20.32	Jesús, ibya-surmalad-itosgu, geb gwisgusad. Amarse gochagu, amarga sogde:
MAT.20.32	—¿Ibu bemarga imakbi be an-abesunna?
MAT.20.33	Dulemar-ibya-surmalad sogdemalad:
MAT.20.33	—Dummad, mag-atake be anmar-imake.
MAT.20.34	Geb Jesús amar-wile-dakdegu, amar-ibya-ebus, geb degi amar yog ibya nuguar nadmalad. Wemar-warbo ibya nugusad Jesúsba nade-gusmalad.
MAT.21.1	Jesús na e-sapinganmala Jerusalén modanimargu, Olivos-yar-dikarba, Betfagé-neggwebur-walik-gusgu, Jesús na e-sapingan-warbo-barmisad, 
MAT.21.2	amarga sogsad:
MAT.21.2	—Neggwebur-bipii anmar-asabin-siidse be namar. Agi bemar dakdapoed, moli-uaya-suid atinnar nai, na e-mimmi e-dikarba gudii. A-moli bemar esikoed, geb degine a-molimar be anse sedamaloed. 
MAT.21.3	Ar dule-wargwen bemarga akar sokalile, bemar sogmaloed: ‘Ar Dummad wedi bina-soged, ebusad-sorba bega yog gannar barmidabaloye soged.’
MAT.21.4	Ar we deyob bela we-ibmar-gusadi, igi Bab-Dummad-gaya-burba-berbeged sogsa-gusa, adi deyob guegala gunonikid, deun sogsa-gusgu:
MAT.21.5	Siongi-bukmaladga be soge:
MAT.21.5	“Emi, be-Rey bese danikid,
MAT.21.5	Na gwage eikwaa, moli-uaya-suid-birgi sii,
MAT.21.5	Moli-uaya-suid-e-mimmi-birgi sii,
MAT.21.5	Moli-uaya-suid ibmar-berbeged-e-mimmi-birgi-sii bese danikid.”
MAT.21.5	Zac. 9:9
MAT.21.6	Jesús-sapingan-warbogwad nadmarsunnad, Jesús ega igi sogsa, deyob imakdapmalad. 
MAT.21.7	Jesús-sapingan moli-uaya-suid, degi, e-mimmi, Jesússe senonimarsunnad. Geb degi a-moli-birgi na e-mormar ogichamargu, a-birgi Jesús sigisad. Jesús moli-birgi sigisgu, Jerusalénse nadsun.
MAT.21.8	Dulemar-bukidarad, na e-mor igargi Jesús-iduar ogitemalad, abala ogob-gagangiid-e-gagan gwane-gwane imakdemargu, Jesús-iduar igargi ogitemalad.
MAT.21.9	Ar dulemar-bukidar-idu-nadapmaladi, degi, sorba-danimaladi, binnasur gornadapmalad, sognadapmalad:
MAT.21.9	¡Bab-Dummad-nug odummomar!
MAT.21.9	¡We David-Wagwa!
MAT.21.9	¡We, Bab-Dummad-nuggi-danikid,
MAT.21.9	bela ega ib-nuedga guena-gadin!
MAT.21.9	¡Nibneggi e-nug odummomarbar!
MAT.21.9	Sal. 118:26
MAT.21.10	Jesús Jerusaléngi dogdapgu, bela Jerusalénginmalad oimakdemalad, sogdemalad:
MAT.21.10	—¿Wede doasunna?
MAT.21.11	Dulemar-bukidarad-Jesúsba-danimalad sogdemalad:
MAT.21.11	—We-dule, Jesús, Bab-Dummad-gaya-burba-berbeged, Nazaret-neggweburgined, Galilea-dola.
MAT.21.12	Jesús Bab-Dummadse-goled-negse dogdapgu, bela dulemar-ibmar-baknanaid, degi, ibmar-ukbukmalad sabsur onisad, degi, dulemar-mani-ogwabukmalad-e-mesa binnasur barbikiin meted, degi, dulemar nuu-ukbukmalad-e-gan barbikiin-metebalid. 
MAT.21.13	Jesús amarga sogded:
MAT.21.13	—Bab-Dummad-Gardagi narmarkar naid:
MAT.21.13	Bab Dummad soged:
MAT.21.13	‘An-nega, anse-goled-negye nugguoed.’
MAT.21.13	Is. 56:7
MAT.21.13	Ar emigindi bemardi atursamalad-negga imaksamalad.
MAT.21.14	Jesús Bab-Dummadse-goled-neggi siidgi, dulemar-ibya-surmalad, degi, dulemar-nue-geg-nanamalad ese nonimalad. Jesús amar bela-nudaksad. 
MAT.21.15	Deginbali, burwigana-bukidar Bab-Dummadse-goled-neggi oimakbukwad, sogbukwad: “¡We-David-Wagwa, e-nug odummomar!” Ar dule-irwa-Bab-Dummadse-gormalad-e-dummagan, degi, escribamar Jesús-ibmar-dakledisulid-imaknai-dakedba, degine, machimala-oimakbukwa-itosmaladba, sae-itodmalad, Jesúsgi uludmalad.
MAT.21.16	Amar Jesúsga sogdemalad:
MAT.21.16	—¿Be itoge burwigana ibmar sogbukmalad?
MAT.21.16	Jesús, abin-sogde:
MAT.21.16	—Eye, an itoge; ¿Ar bemar Bab-Dummad-Gardagi absodisurmarsi?
MAT.21.16	Burwigangi, degi, amba mimmigan-nunanaidgi,
MAT.21.16	Amar-sunmakedgi be-nug-odummoged be imaksad.
MAT.21.16	Sal. 8:2
MAT.21.17	Jesús agi nadgu, Judio-dummagan-mete-naded, neggweburgi nade-gusad, Betaniase. Geb agi megidapid.
MAT.21.18	Oibosgu, Jesús wagdar Jerusalén-neggweburse gannar danigu, ukur itoalid. 
MAT.21.19	Igar-dikarba higuera-sapi-gwichi dakargu, ese nade-gusad. Ese modapgu, san sate dakalid, unnila e-gaganbi nika. A-sapiga Jesús sogdesun:
MAT.21.19	—Be bipisaale bar gwen durbamakosulid.
MAT.21.19	Agi higuera-sapi dinguded.
MAT.21.20	Jesús-e-sapingan higuera-sapi dingud-gusad daksagu, geger dakdemalad, sogdemalad:
MAT.21.20	—¿Ar wede ibiga gwae-gwae higuera-sapi dingude?
MAT.21.21	Jesús, abin-imakdegu, sogded:
MAT.21.21	—Napira an bemarga soged, ar bemar ibmar-imaknaid nue bensulile, unnila we-sapi-higuerabi deyob bemar imaksasuliled, ar sunna we-yarga be sogsamalaled: ‘Wegi be siid be ainir, demarse be nae,’ ar bemar-sogedba gusaled. 
MAT.21.22	Ar bela be nue-bensuli Bab-Dummadse-goledgi be egisele, ar be-ibmar-egised abingaodo.
MAT.21.23	Jesús Bab-Dummadse-goled-negse nonigu, dule-irwa-Bab-Dummadse-gormalad-e-dummagan, degi, Judiomar-girmar-dummagan Jesússe warmaknonimalad, ar edi na odurdaksigu, ega sogdemalad:
MAT.21.23	—¿Doa-nuggine-wede be we-ibmar imakdii? ¿Ar doa bega gangued uksasunna?
MAT.21.24	Jesús, abin-imakdegu, sogde:
MAT.21.24	—An bemarse ibmar-soggwen egismogodo. Bemar an-abin imaksale, geb an bemarga sogmogoed, we doa gangued anga uksa we-ibmar an imakdiid. 
MAT.21.25	Juan-Bautista, Bab-Dummad-digi-ogleged imaksad, we, ¿bia daniki? ¿We, Bab Dummad barmiali, igi, we, dulemar barmiali? Anga be sogmalana.
MAT.21.25	Degi, Judio-dummagan muchub-muchub na sogdemalad: “Bab Dummad barmiarye, anmar sogmalale, anmarga sogdagoed: ‘Degite, ¿ibiga bemar Juan-Bautista-bengusmarsunna?’ 
MAT.21.26	Dulemar barmiarye anmar sogbalile, anmarse neggwebur urwedagoed. Ar ade bela sogmalad, ‘Juan-Bautista, Bab-Dummad-gaya-burba-berbeged-sunnadye.’ ”
MAT.21.27	Degisoggu, Judio-dummagan, Jesús-abin sogdemarsun:
MAT.21.27	—Anmar wichurmar, doa Juan-Bautista-barmiali.
MAT.21.27	Degi Jesús, abin-imakdemosun:
MAT.21.27	—An bemarga sogosurmarmodo, wede doa-nuggi we-ibmar an imakdii.
MAT.21.28	Jesús Judio-dummaganga sogde: “Degite, ¿Be itomalana? Dule-wargwen machimala na warbo nikado. A-dulede e-machi-wargwenga sogdo: ‘Machi, an-nainuse be arbana, uva eminao.’ 
MAT.21.29	Machi, e-bab-abin imakdegu, sogded: ‘Yapa an nae.’ Ar sorba, bukib itoargu, na nade-gusdo, arbanaddo. 
MAT.21.30	Bab na machi-baidse nadbardo, ega amba deyob sogdapbardo: ‘An-nainuse be uva eminao.’ E-machi e-bab-abin sogde: ‘Baba, eye, an arbanao.’ Ar degite, we-machi nadsurdo, arbanadsurdo.”
MAT.21.31	Jesús Judio-dummaganse egisdesun:
MAT.21.31	—¿We-masmala-warbogwad, doa bur e-bab-sogedba ibmar imaksa be insae?
MAT.21.31	Abin-sogdemar:
MAT.21.31	—Machigwa arbaapid.
MAT.21.31	Jesús emarga sogde:
MAT.21.31	—Deyobdo. Ar napira an bemarga soged, dulemar-Roma-dummadga-mani-gaedgi-arbamalad, degi, omegan-gamba-samalad, amar bur bemarba Bab-Dummad-neg-dakmaidse dogoed. 
MAT.21.32	Ar bemarse Juan-Bautista igar-napiragwadgi sunmaknonimar-inigwele, bemar eba ib-imaksasurmalad, ar Roma-dummadga-mani-gaedgi-arbamaladdi, degi, omegan-gamba-samaladdi e-sogsad bengussurmalad, ar bemar wemar-daksamarmo-inigwele, degite, be-iskuedga gwen bukib be itossurmalad, gwagegar, adi bemar we-igar abingamogagar.
MAT.21.33	Jesús Judio-dummaganga sogdebar: “Bemar itomarbalina, igar-burbar-baid maid: Ibagwengi dule-wargwen, na neg-uya sediid, uva na nainugi digsado, ber ebilis e maksado, agi, abargi uva-egured sobsabardo, geb degi galu sobsabardo, adi agi bela nainugi nakulegegar. Nainu-ibed dulemar-arbamaladga na e-nainu urmaksado, adi a-dulemar nainugi uva wealir, e-ibedga wis ukmogoye, na deyob ebo igar mesismardo. Nainu-ibeddi dikasur neggwebur-baidse nadsunnad.
MAT.21.34	“Uva-weed-ibagan mosgu, nainu-ibed na e-maigan nainugi-arbamaladse barmialid, adi uva na egadid suegar.
MAT.21.35	“Ar nainugi-arbamaladdi, nainu-ibed-e-maigan ese nonimargu, gwensak sarsosmalad, baiddi oburgwismalad, degi baiddi akwagi maksamalad. 
MAT.21.36	A-sorba nainu-ibed na e-maigan-baigan bur-melu barmiarsunnad, ar amba deyob imaksamarbalid.
MAT.21.37	“Nainu-ibed napisolaba na e-machi-barmiarsunnad, ar ade binsaded: ‘An-machisoggu, egi-binsaed-nikaa-damaladba gwen oakalogosurmar an insaye.’
MAT.21.38	“Ar nainugi-arbamalad, nainu-ibed-machi dani dakarmargu, na ega sogdemalad: ‘We-dule-danikidi e-bab burgwisar, nainu bela egadbi guoed. Degisoggu, dagmar, we-machi oburgwemarsun, adi anmar ei-nainu suegar.’ 
MAT.21.39	Machigwa-gasmargu, nainu-dikarba metemalad, geb degi oburgwismarsunnad.”
MAT.21.40	Jesús Judio-dummaganse egisdesun:
MAT.21.40	—Ar nainu-ibed na e-nainuse nonikir, ¿igi nainugi-arbamalad-imaknoni be insae?
MAT.21.41	Jesús-abin sogdemar:
MAT.21.41	—Ar nainu-ibed nonikogu, bela nainugi-arbamalad-iskanamar-sabsuli-oburgwenonikoed. Na e-nainu, baigan-arbamaladga urmaknonikoed, adi amar na iba-sekalaa e-uva ega ukmalagar.
MAT.21.42	Ar Jesús na ede akwa-nuedyobsoggu, a-ular Judio-dummaganga sogdesun:
MAT.21.42	—¿Ar bemarde Bab-Dummad-Gardagi absodisurmarsi? Bab-Dummad-Garda soged:
MAT.21.42	Dulemar-neg-sobmalad-akwa-istar-daksamalad,
MAT.21.42	a-akwa, akwa-sunsogedga bur gunonikid.
MAT.21.42	¿Ar weyob Bab Dummad akwa imaksad,
MAT.21.42	ar anmarde geger dakde?
MAT.21.42	Sal. 118:22-23
MAT.21.43	Degisoggu, an bemarga sogmar, Bab-Dummad-neg-dakmaid, bemargadid, be-annik sulemaloed, dulemar-baigan-nabir-ibmar-nuegan-imakmaloedga uklegoed. 
MAT.21.44	Ar dule-wargwen we-akwa-nuedgi argwachale, we-dule bibiskoed. Ar we-akwa dulegi argwachardi, adi, we-dule ese ubigwar guoed.
MAT.21.45	Jesús we-igar-burbar-sunmaklemaladgi sunmaksad, dule-irwa-Bab-Dummadse-gormalad-e-dummagan, degi, Fariseomar mag itosmalad, we emargi sunmaked. 
MAT.21.46	Ar amar, Jesús-gabi-guarmalan-inigwele, geg oakalosgusmalad, ar ade neggwebur-dobmalad. Ar neggweburde we-Jesús Bab-Dummad-gaya-burba-berbegedye nik sogmalad.
MAT.22.1	Jesús, gannar igar-burbar-maidgi sunmakdebargu, Judio-dummaganga sogdebalid:
MAT.22.2	“Bab-Dummad-neg-dakmaid weyobdo: Rey-gwensak na e-machi ome-nikued-ibagi mas-gunned-dummad onodaedyobdo. 
MAT.22.3	Rey na e-maigan-barmisad, dulemar-ibase-nonimaloedse gornaegar, e-machi ome-niku-sokalid e-ibase dagegar. Ar ese-gollesmalad gwen ibase nonisurmalad.
MAT.22.4	“Geb agi rey e-maigan-baigan-barmisbalid, ega sogsad: ‘Dulemar-ibase-danimaloedga sogo: Emi wegine, guagwar bemarga an mas imaksamar, molimar, degine, ibmar-unimalad-gwallu-ibegan an bemarga oburgwismar, bato bemarga guagwar bukwad, degisoggu mer ikumalo, ibase dagmalo.’
MAT.22.5	“Ar ese-gollesmalad bai gwen itossurmar, gwensak e-nainuse arbanad, baiddi ibmar-uked-negse ibmar-uknaded. 
MAT.22.6	Ar baiddi, rey-e-maigan-sarsosgu, oburgwismalad.
MAT.22.7	“Rey wisguargu, ese-gollesmalad deyob e-maigan-imaksamarye, nue sae-itoded, na e-sordamar-barmisad, bela e-maigan-oburgwismalad-ogilosad, geb degi bela a-neggwebur ogumaksasunnad.
