GEN.1.1	Naãrãed̶a Ãcõrẽba bajãda idjab̶a naʌ̃ ẽjũãda osia. 
GEN.24.29+GEN.24.30	Rebecaba djabada erob̶asia Labaʌ̃ abadada. Maʌ̃ Labaʌ̃ba ũrĩsia idji djabawẽrãba nẽbʌrʌ b̶ʌda. Idjab̶a unusia idji djabawẽrãba pĩrũda quẽbʌd̶e jʌ̃ b̶ʌda, mania sid̶a jʌwaza jʌ̃ b̶ʌda. Maʌ̃ carea baido juebadamaa pira wãsia Abrahaʌ̃ nezoca jʌrʌd̶e. Jũẽbʌrʌd̶e unusia dji nezocara idji cameyo ume baido juebadama panʌda. 
GEN.24.31	Maʌ̃ne Labaʌ̃ba jarasia:
GEN.24.31	–Ãcõrẽba careba b̶ʌ ẽberã, mʌ̃ diguid̶aa zedua. Bʌra ¿cãrẽ cãrẽã puru dajada b̶ʌ? Mʌ̃ dera b̶ʌa bʌ cãĩmãrẽã idjab̶a bʌ cameyo panani sid̶a b̶ʌa.–
GEN.24.32	Ara maʌ̃da dji nezocara Labaʌ̃ diguid̶aa wãsia. Jũẽnaped̶a Labaʌ̃ba cameyo ʌ̃rʌ̃ jʌ̃ b̶ead̶ara jũma ẽrãcuaped̶a ne cobigasia. Maʌ̃ awara baidoda jue diasia Abrahaʌ̃ nezoca ume zeped̶ad̶ara jĩrũ sʌgʌd̶amãrẽã.
GEN.24.33	Maʌ̃be Labaʌ̃ba ne cod̶amãrẽã diabisia baribʌrʌ Abrahaʌ̃ nezocaba jarasia:
GEN.24.33	–Mʌ̃ra poya ne coẽ́a mʌ̃a bed̶ea enena jarai naẽna.–
GEN.24.33	Labaʌ̃ba jarasia:
GEN.24.33	–Mãẽteara jaradua.–
GEN.24.34	Ara maʌ̃da dji nezocaba jarasia:
GEN.24.34	–Mʌ̃ra Abrahaʌ̃ nezocaa. 
GEN.24.35	Mʌ̃ borora Ãcõrẽba bio careba b̶ʌ bẽrã idjira bio ne bara b̶ʌa. Ãcõrẽba idjía ovejada, pacada, parata torroda, oroda, nezoca umaquĩrãda, nezoca wẽrãda, cameyoda, burro sid̶a zocãrã diasia. 
GEN.24.36	Maʌ̃ awara mʌ̃ boro quima Sara djora b̶ʌba umaquĩrã warrada tosia. Mʌ̃ boroba erob̶ʌra maʌ̃ warraa jũma diasia.
GEN.24.37	Idjab̶a mʌ̃ boroba mʌ̃́a wãrãneba jarabisia. Idjia nãwã jarasia: “Mʌ̃ra naʌ̃ Canaaʌ̃ druad̶e b̶abaria, baribʌrʌ mʌ̃ warra itea Canaaʌ̃nebema wẽrãda jʌrʌrãdua. 
GEN.24.38	Ãtebʌrʌ mʌ̃ zeza druad̶aa wãdua. Mama wẽrã mʌ̃ ẽberãrãnebemada mʌ̃ warra itea jʌrʌd̶e wãdua.”
GEN.24.39	Maʌ̃ne mʌ̃a jarasia: “Dji wẽrãda mʌ̃ ume ze quĩrĩãẽ́bʌrʌ ¿mʌ̃a sãwã oi?” 
GEN.24.40	Mʌ̃ boroba jarasia: “Mʌ̃ra Ãcõrẽ ume ewariza nĩbabaria. Ara maʌ̃ Ãcõrẽba idji bajãnebema nezocada bʌ ume diabueya bʌ wãbʌrʌma carebamãrẽã. Mãwã bʌa wẽrã mʌ̃ zeza b̶asi ẽberãrãnebemada mʌ̃ warra itea poya eneya. 
GEN.24.41	Mʌ̃ ẽberãrãma jũẽnacarea ãdjirãba wẽrãda diad̶aẽ́bʌrʌ, naʌ̃ wãrãneba jarad̶ad̶ebemada bʌra ẽdrʌya.”
GEN.24.42	Maʌ̃da id̶i mʌ̃ra baido juebadama jũẽped̶a Ãcõrẽa nãwã iwid̶isia: Ãcõrẽ, mʌ̃ boro Abrahaʌ̃ Ãcõrẽ, carebadua mʌ̃a od̶e zed̶ara bia odjamãrẽã. 
GEN.24.43	Mʌ̃ra naʌ̃ baidoma b̶ʌa. Awẽrãda baido jued̶e zebʌrʌd̶e mʌ̃a idjía jaraya: “Mʌ̃ quĩrã djuburia, bʌ zocod̶ebema baidoda maãrĩ diadua.” 
GEN.24.44	Maʌ̃ awẽrãba mʌ̃́a doduad̶a aibʌrʌ, idjab̶a bʌ cameyoa bid̶a baidora diayad̶a aibʌrʌ, mʌ̃a cawaya bʌa maʌ̃ wẽrãra mʌ̃ boro warra Isa itea erob̶ʌda.
GEN.24.45	Wad̶i mʌ̃ sod̶e bed̶ea b̶ʌd̶e unusia Rebecaba idji zocora equiad̶e eronĩda. Idjira baido juebadamaa zeped̶a baidora juesia. Maʌ̃ne mʌ̃a idjía jarasia: “Mʌ̃ quĩrã djuburia baidoda diadua.” 
GEN.24.46	Ara maʌ̃da zoco equiad̶e erob̶ad̶ara ed̶aa edaped̶a mʌ̃́a jarasia: “Dodua, idjab̶a bʌ cameyoa bid̶a baidora diaya.” Ara maʌ̃da mʌ̃a dosia. Idjab̶a mʌ̃ cameyoa bid̶a idjia baidora dobigasia.
GEN.24.47	Maʌ̃be mʌ̃a iwid̶isia: “¿Bʌra cai cau?” Idjia panusia: “Mʌ̃ra Betuel caua. Betuelera Naco warraa. Idji papara Milcaa.” Maʌ̃ carea mʌ̃a pĩrũda idji quẽbʌd̶e jʌ̃ b̶ʌsia. Mania sid̶a idji jʌwad̶e jʌ̃ b̶ʌsia. 
GEN.24.48	Maʌ̃be mʌ̃ra chĩrãborod̶e cob̶eped̶a Ãcõrẽa bia bed̶easia. Mʌ̃ boro Abrahaʌ̃ Ãcõrẽa bia quiruad̶a asia. Idjia mʌ̃ra bia enesia mʌ̃ boro djaba ãĩzaqueda idji warra itea edemãrẽã.
GEN.24.49	Bãrãba mʌ̃ boroda wãrãda quĩrã djuburiad̶eba carebad̶ibʌrʌ, mʌ̃́a jarad̶adua Rebecara mʌ̃ ume diabued̶ida. Baribʌrʌ diabued̶aẽ́bʌrʌ jarad̶adua mʌ̃a cawa crĩchai carea.–
GEN.24.50	Maʌ̃ ũrĩnaped̶a Labaʌ̃ba Betuel bid̶a panusid̶aa:
GEN.24.50	–Maʌ̃gʌra wãrãda Ãcõrẽneba ze b̶ʌa. Maʌ̃ bẽrã daiba poya jarad̶aẽ́a bia b̶ʌda wa biẽ́ b̶ʌda. 
GEN.24.51	Rebecara nama bʌ quĩrãpita b̶ʌa. Ededua idjira bʌ boro warra quima bamãrẽã Ãcõrẽba jarad̶a quĩrãca.–
GEN.24.52	Maʌ̃ bed̶ea carea Abrahaʌ̃ nezocara chĩrãborod̶e cob̶eped̶a Ãcõrẽa bia bed̶easia. 
GEN.24.53	Maʌ̃be oro od̶ada, parata od̶ada, cacuad̶e jʌ̃bada sid̶a Rebecaa diasia. Idjab̶a nebia nẽbʌa b̶eada Rebeca djabaa, dji papaa bid̶a diasia. 
GEN.24.54	Maʌ̃bebʌrʌ dji nezocara, idji ume zeped̶ad̶a sid̶a ne cosid̶aa. Ne cod̶aped̶a cãĩsid̶aa. Nurẽma pirab̶ariped̶a dji nezocaba jarasia:
GEN.24.54	–Mʌ̃ra idu wãbid̶adua mʌ̃ boromaa.–
GEN.24.55	Baribʌrʌ Rebeca djababa, dji papa bid̶a panusid̶aa:
GEN.24.55	–Rebecara wad̶ibid̶a die ewari dai ume b̶aida b̶ʌa. Mãwãnacarea bʌ ume wãida b̶ʌa.–
GEN.24.56	Maʌ̃ne dji nezocaba jarasia:
GEN.24.56	–Ãcõrẽba mʌ̃́a dji wẽrãda unubid̶a bẽrã mʌ̃ra nama dãrãbirãnadua. Mʌ̃ra idu wãbid̶adua mʌ̃ boromaa.–
GEN.24.57	Baribʌrʌ Rebeca djababa, dji papa bid̶a panusid̶aa:
GEN.24.57	–Mãwã baibʌrʌ, Rebecara trʌ̃nia cãrẽda jarai cawaya.–
GEN.24.58	Ara maʌ̃da Rebecara trʌ̃naped̶a iwid̶isid̶aa:
GEN.24.58	–¿Bʌra naʌ̃ ẽberã ume nawena wãica?–
GEN.24.58	Maʌ̃ne Rebecaba panusia:
GEN.24.58	–Mãẽ, mʌ̃ra wãya.–
GEN.24.59	Ara maʌ̃da Rebecara idji wagabari wẽrã ume idu wãbisid̶aa. Idjab̶a Abrahaʌ̃ nezocara, idji ume zeped̶ad̶a sid̶a idu wãbisid̶aa. 
GEN.24.60	Maʌ̃ne Rebeca djabarãba idjira nãwã bia jarasid̶aa:
GEN.24.60	Djabawẽrã, daiba quĩrĩã panʌa bʌa warrarãra zocãrã unuida.
GEN.24.60	Idjab̶a quĩrĩã panʌa bʌ warrarãba ãdji dji quĩrũrãda poyad̶ida.
GEN.24.61	Maʌ̃be Rebecara idji nezocawẽrãrã sid̶a cameyo ʌ̃rʌ̃ chũmenaped̶a Abrahaʌ̃ nezoca ume wãsid̶aa. Mãwã Abrahaʌ̃ nezocaba Rebecara edesia.
GEN.24.62	Maʌ̃misa Abrahaʌ̃ warra Isara Beer-Lajai-Roid̶eba zed̶ada Negue druad̶e b̶asia. 
GEN.24.63	Ewari ab̶a quewara babʌrʌd̶e idjira drua pʌrrʌa nĩbasia.
GEN.24.64+GEN.24.65	Ara maʌ̃ne Rebeca cameyo ʌ̃rʌ̃ chũmʌba Isara unusia. Maʌ̃ bẽrã Rebecaba Abrahaʌ̃ nezocaa iwid̶isia:
GEN.24.64+GEN.24.65	–¿Cai awuá dadjirãmaa zebʌrʌra?–
GEN.24.64+GEN.24.65	Nezocaba panusia:
GEN.24.64+GEN.24.65	–Jãʌ̃ra mʌ̃ boro Isaa.–
GEN.24.64+GEN.24.65	Maʌ̃ bed̶ea ũrĩped̶a Rebecara cameyod̶eba ud̶aa b̶adosia. Mãwãped̶a idji quĩrãdarrara quẽbʌ daucha wuaba bʌrasia, Isa quima baida bed̶ea b̶ʌd̶a bẽrã.
GEN.24.66	Maʌ̃ne Abrahaʌ̃ nezocaba od̶ara jũma Isaa nẽbʌrʌsia. 
GEN.24.67	Ara maʌ̃da Isaba Rebecara idji papa querasi wua demaa edesia. Mãwã Isaba Rebecara edaped̶a bio quĩrĩã b̶esia. Idjab̶a idji papa jaid̶ad̶a carea sopuara jõsia.
GEN.25.1	Abrahaʌ̃ra waya quima edasia. Dji wẽrã trʌ̃ra Queturá basía. 
GEN.25.2	Maʌ̃ Queturába tosia Zimraʌ̃, Jocsaʌ̃, Medaʌ̃, Madiaʌ̃, Isbac, Súa sid̶a. 
GEN.25.3	Jocsaʌ̃ warrarãra naʌ̃gʌrã basía: Sebá, Dedaʌ̃ sid̶a. Dedaʌ̃neba yõsid̶aa asureorã, letuseorã, leumeorã sid̶a. 
GEN.25.4	Madiaʌ̃ warrarãra naʌ̃gʌrã basía: Epá, Eper, Hanoc, Abidá, Eldá sid̶a. Jũma maʌ̃gʌrãda Queturád̶eba yõsid̶aa.
GEN.25.5+GEN.25.6	Abrahaʌ̃ wad̶i zocai b̶ʌd̶e Queturába tod̶a warrarãa, Agaraba tod̶a warraa bid̶a Abrahaʌ̃ba nebiada diacuasia. Maʌ̃be ãdjirãra Isa b̶ʌmaʌba ʌ̃mãdau odjabariare tʌmʌ wãbigasia. Maʌ̃bebʌrʌ Abrahaʌ̃ba idjia erob̶ʌra jũma Isaa diasia.
GEN.25.7	Abrahaʌ̃ra 175 poa b̶asia. 
GEN.25.8	Maʌ̃ne bio drõãda quiruda waraga jaid̶asia. 
GEN.25.9+GEN.25.10	Dji warrarã Isaba, Ismael bid̶a idjira tʌb̶arisid̶aa bẽwãrã joubada uria Macpela abadad̶e Sara tʌb̶ariped̶ad̶ama. Maʌ̃ uriara Mamre ẽjũãneba ʌ̃mãdau odjabariare b̶ʌa. Dji ẽjũãra Abrahaʌ̃ba hitita Zohar warra Eproʌ̃neda nẽdosia.
GEN.25.11	Abrahaʌ̃ jaid̶ad̶acarea Ãcõrẽba dji warra Isara bia b̶ʌsia. Isara baido juebada uria caita b̶abadjia. Dji baido juebada uriara Beer-Lajai-Roi abadjid̶aa.
GEN.25.12	Nama b̶ʌ́ b̶ʌa Ismaeld̶eba yõped̶ad̶ad̶ebemada. Maʌ̃ Ismaelera Abrahaʌ̃ba unusia Agarad̶eba. Agarara Sara nezocawẽrã Egiptod̶ebema basía. 
GEN.25.13	Ismael warrarã trʌ̃ra naʌ̃gʌrã basía: dji iwinada Nebayo basía. Idjiare Cedar basía. Maʌ̃are Adbeel basía. Maʌ̃are Mibsaʌ̃ basía. 
GEN.25.14	Maʌ̃are Mismá basía. Maʌ̃are Dumá basía. Maʌ̃are Masá basía. 
GEN.25.15	Maʌ̃are Hadar basía. Maʌ̃are Temá basía. Maʌ̃are Jetu basía. Maʌ̃are Napi basía. Dji jĩrũarebemara Cedemá basía. 
GEN.25.16	Maʌ̃gʌrã docera Ismael warrarã basía. Ãdjirãneba puruda doce yõsid̶aa. Ãdjira maʌ̃ puru bororãda b̶easia. Maʌ̃ doce purura ara ãdji trʌ̃da b̶ʌcuasid̶aa. Dji ẽberãrã sid̶a ara maʌ̃ trʌ̃ra eropanesid̶aa.
GEN.25.17	Ismaelera 137 poa b̶asid̶e jaid̶asia. 
GEN.25.18	Idji warrarãba birasid̶aa Sur ẽjũãneba ab̶a Havila ẽjũãnaa. Sur ẽjũãra Egipto drua caita b̶ʌa. Havilara Asiria druad̶aa wãbada od̶e b̶ʌa. Ãdji ẽberãrãnebemada jĩga panabadjid̶aa.
GEN.25.19	Nama b̶ʌ́ b̶ʌa Isa warrarãnebemada. Isara Abrahaʌ̃ warra basía. 
GEN.25.20	Isa cuarenta poa b̶asid̶e idji quima Rebecara edasia. Rebecara Betuel cau basía idjab̶a Labaʌ̃ djabawẽrã basía. Ãdjirãra arameorã basía. Padan-Araʌ̃ druad̶ebemarã basía.
GEN.25.21	Isa quima Rebecara warra toca basía. Maʌ̃ carea Isaba Ãcõrẽa iwid̶isia Rebeca b̶iogoamãrẽã. Idjia iwid̶id̶ara Ãcõrẽba bia ũrĩsia. Mãwã Rebecara mĩguisoda b̶iogoa b̶esia. 
GEN.25.22	Maʌ̃ne warrarãra idji b̶ited̶a djõ panʌ bẽrã idjia crĩchasia: “¿Sãwãẽrã mʌ̃ra jãwã mĩga b̶ʌ?”
GEN.25.23	Maʌ̃ne Ãcõrẽba panusia:
GEN.25.23	Bʌ b̶ited̶a warrada umé djõ panʌ bẽrã bʌra jãwã b̶ʌa. Ãdjid̶eba puruda umé odjad̶ia.
GEN.25.23	Ab̶aʌda dewarabema cãyãbara mẽsrãara b̶aya. Dji nabemada dji tẽãbema jʌwaed̶a b̶aya.
GEN.25.24	Dji toi ewari jũẽsid̶e Rebecaba umé tosia. 
GEN.25.25	Dji nabemara bio caraid̶a b̶asia. Idjira cara purea b̶asia. Maʌ̃ carea dji trʌ̃ra b̶ʌsid̶aa Esaú.
GEN.25.26	Esaú tobʌrʌd̶e dji tẽãbemaba idji jĩrũgarronane jida to b̶aesia. Maʌ̃ carea idjira trʌ̃ b̶ʌsid̶aa Jacobo.
GEN.25.27	Maʌ̃ warrarãra warisid̶aa. Esaúra mẽã wã cawa b̶asia. Baribʌrʌ Jacobora diguid̶a necai b̶abadjia. 
GEN.25.28	Esaúba animarã beaped̶a dji zezaa cobibadjia. Maʌ̃ bẽrã Isaba Esaúra bio quĩrĩã b̶asia. Maʌ̃ne Rebecaba biara Jacoboda quĩrĩã b̶asia.
GEN.25.29	Ewari ab̶a Jacobora ne dju b̶asia. Maʌ̃ne Esaúra mẽã nĩbad̶ada jarra jũẽsia. 
GEN.25.30	Esaúba jarasia:
GEN.25.30	–Mʌ̃ djuburia, bʌa lenteja purea dju b̶ʌda mʌ̃́a cobidua. Mʌ̃ra cacua ʌb̶ʌaẽ́ b̶ʌa, ne coẽ́ b̶ʌ bẽrã.–
GEN.25.30	Lenteja purea b̶ʌ carea Esaúra idjab̶a trʌ̃ b̶ʌsid̶aa “Edoʌ̃.”
GEN.25.31	Maʌ̃ne Jacoboba jarasia:
GEN.25.31	–Bʌra dji warra iwina bẽrã dadji zezaba erob̶ʌd̶ebemada bʌa waib̶ʌara edaya. Bʌa edaida b̶ʌra za b̶ʌ lentejabari mʌ̃́a nẽdobuedua.–
GEN.25.32	Esaúba jarasia:
GEN.25.32	–Mʌ̃ra jarrababa beubod̶oa. Mʌ̃da beuibʌrʌ, dadji zezad̶e edaida b̶ʌra ¿sãwã edai?–
GEN.25.33	Maʌ̃ne Jacoboba jarasia:
GEN.25.33	–Naãrã wãrãneba jaradua bʌa dadji zezad̶e edaida b̶ʌra mʌ̃́a diaida.–
GEN.25.33	Ara maʌ̃da Esaúba wãrãneba jarasia. Mãwã dji warra iwinaba edaida b̶ʌra Esaúba Jacoboa nẽdobuesia. 
GEN.25.34	Maʌ̃bebʌrʌ Jacoboba lentejara paʌ̃ sid̶a Esaúa diasia. Esaúba coped̶a baido do b̶aped̶a wãsia. Mãwã dji warra iwinaba edaida b̶ad̶ara Esaúba igarasia.
GEN.26.1	Maʌ̃ ewarid̶e Isa druad̶e jarrabada zesia Abrahaʌ̃ ewarid̶e zed̶a quĩrãca.
GEN.26.2	Isa mama b̶ʌd̶e Ãcõrẽra idjimaa zeped̶a jarasia:
GEN.26.2	–Egipto druad̶aa wãrãdua, ãtebʌrʌ mʌ̃a jarabʌrʌ druad̶e b̶edua. 
GEN.26.3	Bʌra drua ãĩbemamĩna nama b̶edua. Mʌ̃ra bʌ ume b̶aya. Mʌ̃a bʌra carebaya: mʌ̃a bʌ́a, bʌ warrarãa bid̶a naʌ̃ druara diaya. Mãwã mʌ̃a bʌ zeza Abrahaʌ̃a wãrãneba jarad̶ara oya. 
GEN.26.4	Mʌ̃a bʌ warrarãra zocãrã yõbiya bajãne chĩdau zocãrã panʌ quĩrãca. Mʌ̃a jũma naʌ̃ druara bʌd̶eba yõbʌdarãa diaya idjab̶a mʌ̃a bʌd̶eba yõbʌrʌd̶eba naʌ̃ ẽjũãne b̶ea purura jũma carebaya. 
GEN.26.5	Mʌ̃a mãwã oya Abrahaʌ̃ba mʌ̃ bed̶eara jũma ĩjã od̶a bẽrã; mʌ̃a obid̶ada, mʌ̃a jara b̶ʌd̶ada, mʌ̃a jaradiad̶ada, mʌ̃ ley sid̶a idjia jũma ĩjã osia.–
GEN.26.6	Maʌ̃ bẽrã Isara Guerar purud̶e b̶esia. 
GEN.26.7	Maʌ̃ne Guerard̶ebemarãba Isaa dji quima Rebecad̶ebemada iwid̶isid̶aa, idjira quĩrãwãrẽã b̶ʌ bẽrã. Maʌ̃ carea Isara ne wayasia. Idub̶a crĩcha b̶esia mʌ̃ quimaana aibʌrʌ, mʌ̃ra bead̶isicada edad̶i carea. Maʌ̃ carea ãdjia iwid̶ibʌdad̶e panubadjia: “Idjira mʌ̃ djabawẽrãa.”
GEN.26.8	Isa mama dãrã b̶ʌd̶e pilisteorã boro Abimeleba dajadaa acʌbadad̶eba unusia Isaba idji quima Rebecara yãga nũmʌda. 
GEN.26.9	Maʌ̃ bẽrã Abimeleba Isara trʌ̃biped̶a jarasia:
GEN.26.9	–Jãʌ̃ wẽrãra wãrãda bʌ quimaa. ¿Cãrẽ cãrẽã bʌa jarasi bʌ djabawẽrãda?–
GEN.26.9	Isaba panusia:
GEN.26.9	–Mʌ̃a crĩchasia bãrãba mʌ̃ra bead̶ida mʌ̃ quima edad̶i carea.–
GEN.26.10	Abimeleba jarasia:
GEN.26.10	–¿Cãrẽ cãrẽã jãwã osi? Mʌ̃ purud̶ebemarã ab̶aʌda bʌ quima ume cãĩnabara, bʌabʌrʌ daia maʌ̃ cadjiruara obicasia.–
GEN.26.11	Maʌ̃ bẽrã Abimeleba idji ẽberãrãa jarasia:
GEN.26.11	–Bariduaba Isada mĩã sẽibʌrʌ wa dji quimada mĩã sẽibʌrʌ, maʌ̃ ẽberãra beuida b̶ʌa.–
GEN.26.12	Maʌ̃ druad̶e Isara ne úsia. Ab̶ari poad̶e idjia waib̶ʌa ewasia, Ãcõrẽba idjira ne jũmane careba b̶ad̶a bẽrã. 
GEN.26.13	Mãwã idjira bio bara b̶esia. 
GEN.26.14	Ovejada, pacada, nezocarã sid̶a zocãrã erob̶esia. Maʌ̃ carea pilisteorãra idji ume biẽ́ panesid̶aa. 
GEN.26.15	Idji zeza Abrahaʌ̃ zocai b̶asid̶e Abrahaʌ̃ nezocarãba baido juebada uriada corocuasid̶aa. Baribʌrʌ pilisteorãra Isa ume biẽ́ panʌ bẽrã maʌ̃ baido juebada uriara jũma egoroba ãnãcuasid̶aa. 
GEN.26.16	Maʌ̃be dji boro Abimeleba Isaa jarasia:
GEN.26.16	–Dai tãẽnabemada ãyã wãdua, bʌra dairã cãyãbara dji dromaara b̶ebʌrʌ bẽrã.–
GEN.26.17	Ara maʌ̃da Isara Guerar purud̶e b̶ad̶ada ãyã wãsia. Guerar jewed̶ad̶e jũẽped̶a idji wua dera oped̶a mama b̶esia. 
GEN.26.18	Abrahaʌ̃ wad̶i zocai b̶asid̶e idjia baido juebada uriada mama corobicuasia.
GEN.26.19	Ewari ab̶a Isa nezocarãba dji jewed̶ad̶e coro panasid̶aa. Coro panʌne baido ʌ̃taa bogadrʌ b̶ʌda unusid̶aa. 
GEN.26.20	Baribʌrʌ maʌ̃ baido carea Guerard̶ebema oveja wagabadada Isa oveja wagabada ume ijarasid̶aa. Guerard̶ebemarãba jarasid̶aa:
GEN.26.20	–Naʌ̃ baidora dairãnea.–
GEN.26.20	Maʌ̃ carea ijaraped̶ad̶a bẽrã Isaba baido juebada uriara trʌ̃ b̶ʌsia Esec.
GEN.26.21	Mãwãnacarea Isa nezocarãba dewara baido juebada uriada corosid̶aa. Baribʌrʌ maʌ̃ carea bid̶a ijarasid̶aa. Maʌ̃ baido juebada uriara trʌ̃ b̶ʌsia Sitna.
GEN.26.22	Maʌ̃be Isara mamabemada ãyã b̶ad̶e wãsia. Mama dewara baido juebada uriada corosia. Maʌ̃ baido carea ijarad̶aẽ́ basía. Maʌ̃ne Isaba jarasia:
GEN.26.22	–Ʌ̃rãbʌrʌ Ãcõrẽba dadjirãra bia b̶ʌsia naʌ̃gʌ ẽjũãne ne bara paneni carea.–
GEN.26.22	Mãwã dji baido juebada uriara trʌ̃ b̶ʌsia Rehobo.
GEN.26.23	Mamaʌba Beersebád̶aa wãsia. 
GEN.26.24	Maʌ̃ diamasi Ãcõrẽra Isama odjaped̶a nãwã jarasia:
GEN.26.24	Mʌ̃ra bʌ zeza Abrahaʌ̃ba ĩjã b̶ad̶a Ãcõrẽa. Ne wayarãdua. Mʌ̃ra bʌ ume b̶ʌa.
GEN.26.24	Mʌ̃a bʌra nãwã careba b̶aya: bʌ warrarãra mʌ̃a zocãrã yõbiya mʌ̃ nezoca Abrahaʌ̃ra carebayad̶a ad̶a bẽrã.
GEN.26.25	Ãcõrẽda mama odjad̶a bẽrã Isaba mõgarada ʌ̃tʌ pã bueped̶a idjía ewari iwid̶isia. Maʌ̃be idji wua dera osia mama dãrã b̶ai carea. Idjab̶a idji nezocarãba mama baido juebada uriada corosid̶aa.
GEN.26.26	Ewari ab̶a Guerar purud̶ebema boro Abimelera Isamaa zesia. Abimelera zesia idji crĩcha diabari Ahuzat ume, idji djõbadarã boro Picol ume bid̶a. 
GEN.26.27	Maʌ̃ne Isaba Abimelea jarasia:
GEN.26.27	–Bãrãba mʌ̃ra unu ama panana bẽrã, bãrã tãẽnabemada ãyã jʌretasid̶aa. Maʌ̃da ¿cãrẽ cãrẽã mʌ̃maa ze panʌ?–
GEN.26.28+GEN.26.29	Maʌ̃ne ãdjia panusid̶aa:
GEN.26.28+GEN.26.29	–Daiba unu panʌa Ãcõrẽra bʌ ume b̶ʌda. Maʌ̃ carea daiba crĩcha panʌa bʌ ume necai panani carea bed̶eada b̶ʌd̶ida. Daiba bʌra necai wãbisid̶aa idjab̶a bʌ ume ab̶abe biada osid̶aa. Maʌ̃ bẽrã wãrãneba nãwã bed̶ea b̶ʌd̶ia: daiba bʌ mĩã sẽnaẽ́ panʌ quĩrãca bʌa bid̶a daira mĩã sẽẽ́da. Wãrãda Ãcõrẽba bʌra bio careba b̶ʌa.–
GEN.26.30	Maʌ̃ carea Isaba b̶ʌsrid̶a ne cobada waib̶ʌada oped̶a ãdjirãra ne codruasid̶aa. 
GEN.26.31	Nurẽma pirab̶arid̶aped̶a wãrãneba bed̶ea b̶ʌsid̶aa necai panani carea. Maʌ̃be Isaba ãdjía bia wãnaduad̶a asia. Ãdjirã bid̶a bia b̶eduad̶a ad̶aped̶a wãsid̶aa.
GEN.26.32+GEN.26.33	Maʌ̃misa Isa nezocarãba egoro coro panʌne baidoda unusid̶aa. Ununaped̶a Isamaa jarad̶e zesid̶aa. Idjia maʌ̃gʌ ewarid̶e bed̶ea b̶ʌd̶a carea maʌ̃ baido juebada uriara trʌ̃ b̶ʌsia Sebá.
GEN.26.34	Isa warra Esaú cuarenta poa b̶asid̶e Beerí cau Judida edasia. Maʌ̃ awara edasia Eloʌ̃ cau Basemá sid̶a. Maʌ̃ Judira, Basemá sid̶a hitita wẽrãrã basía. 
GEN.26.35	Maʌ̃ne ãdji umena Isa ume Rebeca ume bid̶a bia pananaca basía.
GEN.27.1	Isara drõãda b̶ʌ bẽrã dauba unuca basía. Ewari ab̶a idji warra nabema Esaúda trʌ̃ped̶a jarasia:
GEN.27.1	–¡Warra!–
GEN.27.1	Esaúba panusia:
GEN.27.1	–¿Cãrẽ, zeza?–
GEN.27.2	Maʌ̃ne Isaba jarasia:
GEN.27.2	–Acʌdua, warra, mʌ̃ra drõãda b̶ʌa. Mʌ̃ beui ewarira adua b̶ʌa. 
GEN.27.3	Maʌ̃ carea mʌ̃ djuburia bʌ enedrʌmada cha sid̶a edaped̶a mẽã wãdua. 
GEN.27.4	Ne beasira mʌ̃ itea djudua mʌ̃a awua cobari quĩrãca. Maʌ̃da cobisira mʌ̃a bʌra bia jara b̶ʌya mʌ̃ beui naẽna.–
GEN.27.5	Isara idji warra Esaú ume bed̶ea b̶ʌda Rebecaba ũrĩ b̶asia. Maʌ̃be Esaúra mẽã wãsia dji zezaa cobi carea. 
GEN.27.6	Esaú wãnacarea Rebecaba idji warra Jacoboa jarasia:
GEN.27.6	–Warra, mʌ̃a ũrĩsia bʌ zezara bʌ djaba Esaú ume bed̶ea b̶ʌda. Bʌ zezaba Esaúa nãwã jarasia: 
GEN.27.7	“Mẽã ne bead̶e wãped̶a mʌ̃ itea djudua. Maʌ̃ djicora coped̶a mʌ̃ beui naẽna bʌda Ãcõrẽ quĩrãpita bia jara b̶ʌya.”
GEN.27.8	Jãʌ̃be, warra, mʌ̃a jarabʌrʌda odua. 
GEN.27.9	Dadji animarã b̶eamaa wãped̶a chiwatu zaque boreguea panʌda umé enedua. Maʌ̃be mʌ̃ra bʌ zeza itea ne djuya idjia awua cobari quĩrãca. 
GEN.27.10	Maʌ̃da bʌa bʌ zezamaa edeya idjia comãrẽã. Mãwã idji beui naẽna bʌdrʌ bia jara b̶ʌya.–
GEN.27.11	Maʌ̃ne Jacoboba dji papa Rebecaa jarasia:
GEN.27.11	–Mʌ̃ djaba Esaúra caraid̶a b̶ʌa, maʌ̃ne mʌ̃ra cara neẽ́ b̶ʌa. 
GEN.27.12	Mʌ̃ zezaba mʌ̃da tãibʌrʌ, cawaya mʌ̃a idjira cũrũga b̶ʌda. Maʌ̃da cawasira idjia mʌ̃ra bia jara b̶ʌẽ́a, ãtebʌrʌ biẽ́ jara b̶ʌya.–
GEN.27.13	Maʌ̃ne dji papaba panusia:
GEN.27.13	–Mãwã biẽ́ jara b̶ʌsira mʌ̃maabʌrʌ zeya. Warra, odua mʌ̃a jara b̶ʌ quĩrãca. Chiwatu zaquera isabe jʌrʌd̶e wãdua.–
GEN.27.14	Ara maʌ̃da Jacobora wãped̶a chiwatu zaquera enesia idji papamaa. Eneped̶a idji papaba djicoda osia Jacobo zezaba awua cobari quĩrãca. 
