MAT.1.1	Atzin te lu'n atzin tajlal t-xe'chil Jesucrist, a tzajnin ti'j qtzan David ex ti'j qtzan Abraham:
LUK.3.30	a tk'waltaq Leví, a tk'waltaq Simeón, a tk'waltaq Judá, a tk'waltaq Jse, a tk'waltaq Jonam, a tk'waltaq Eliaquim. 
LUK.3.31	Ataqtzin te Eliaquim k'walb'ajtaql te' te Melea, a tk'waltaq Mena, a tk'waltaq Matata, a tk'waltaq Natán. 
LUK.3.32	Ataqtzin te Natán k'walb'ajtaql te' te David, a tk'waltaq Isaí, a tk'waltaq Obed, a tk'waltaq Booz, a tk'waltaq Sala, a tk'waltaq Naasón. 
LUK.3.33	Ataqtzin te Naasón k'walb'ajtaql te' te Aminadab, a tk'waltaq Admin, a tk'waltaq Arni, a tk'waltaq Esrom, a tk'waltaq Fares, a tk'waltaq Judá. 
LUK.3.34	Ataqtzin te Judá k'walb'ajtaqtzin te' te Jacob, a tk'waltaq Isaac, a tk'waltaq Abraham, a tk'waltaq Taré, a tk'waltaq Nacor, 
LUK.3.35	a tk'waltaq Serug, a tk'waltaq Ragau, a tk'waltaq Peleg, a tk'waltaq Heber, a tk'waltaq Sala. 
LUK.3.36	Ataqtzin te Sala k'walb'ajtaqtzin te' te Cainán, a tk'waltaq Arfaxad, a tk'waltaq Sem, a tk'waltaq Noé, a tk'waltaq Lamec, 
LUK.3.37	a tk'waltaq Matusalén, a tk'waltaq Enoc, a tk'waltaq Jared, a tk'waltaq Mahalaleel, a tk'waltaq Cainán. 
LUK.3.38	Ataqtzin te Cainán k'walb'ajtaqtzin te' te Enós, a tk'waltaq Set, a tk'waltaq Adán. Ataqtzin te Adán tzajnin te Dios.
LUK.4.1	Nojnintaq tanmin Jesús tu'n Xewb'aj Xjan, tej tmeltz'aj ttzi Nim A' Jordán, exsin xi' tu'n tkujil Xewb'aj Xjan, tzmax tojjo tzqij tx'otx' ja' nti'ye kynajb'ilxjal toj. 
LUK.4.2	Ka'wnaq q'ij
LUK.4.3	Ante tajaw il xi tq'ma'n te kyjalu'n: Qa k'walb'ajxixtza te Dios, q'manxa kye ab'j lo, tu'n kyok te wab'j, qu'n manyor wa'yajx ti'ja.
LUK.4.4	Me xi ttzaq'win Jesús: Kyij tz'ib'in toj Tyol Dios, qa nya noq o'kx tu'n wab'j k-anq'ile texjal.
LUK.4.5	Tb'ajlinxi' ikyjo, b'e'x xi' Jesús tu'n tkujil tajaw il twi' jun ma tij wutz, ex jun paqx xi tyek'i'n kykyaqiljo tnam ite'kutaq twutz tx'otx', 
LUK.4.6	exsin xi tq'ma'ntz kyjalu'n: Kxel nq'o'n tkyaqiljo kyoklin jni' tnam tzalu'n twutz tx'otx', tu'n tkawi'n kyib'aj, junx tuk'a tkyaqil kynimsb'il kyib'. Qu'n we'y o tzaje q'o'ne' lu'n, ex noq alqe waji'y tu'n t-xi nq'o'n. 
LUK.4.7	Me qa ma kub' meje'y k'ulil nwutza, tkyaqil kxel nq'o'n tey, chi' tajaw il.
LUK.4.8	Xitzin ttzaq'win Jesús kyjalu'n: Tz'ib'in ta' toj Tyol Dios kyjalu'n: K'uli'n o'kx twutz qAjaw, a tDiosa, ex noq te, tu'n tajb'iniych.
LUK.4.9	Tb'ajlinxi' ikyjo; b'e'x xi' Jesús juntl majl tu'n tkujil tajaw il tzma toj tnam te Jerusalén. Jax tk'le'n tzmax toj tjuch'iljo tnejil ja te na'b'l Dios, a nimxix twe', exsin xi tq'ma'ntz te kyjalu'n: Qa K'walb'ajxixtza te Dios, xo'nkuxsin tib'tza, tu'n tkupi'n tzmax twutz tx'otx'. 
LUK.4.10	Qu'n ikytzin ntq'ma'n Tyol Dios kyjalu'n:
LUK.4.10	Kchi tzajil tsma'n Dios t-angel te kloltiy.
LUK.4.11	Ex kjawil q'i'n kyu'n toj kyq'ob',
LUK.4.11	tu'ntzintla mi ky'ixb'iy twi' ab'j.
LUK.4.12	Me ikyxjo ntq'ma'n toj Tyol Dios kyjalu'n, chi Jesús: Mi tz'ok tq'onjiy qAjaw, a tDiosa toj joyb'il ti'jch.
LUK.4.13	Tej mix jyetil tumil tu'n tajaw il, tu'n tok tq'o'ntaq Jesús toj joyb'il ti'j, b'e'xsin el tlaq'win jun jte'b'in q'ij tib'tz ti'j Jesús.
LUK.4.14	Nojnintaq te Jesús tu'n tipin Xewb'aj Xjan, tej tmeltz'aj toj ttx'otx' Galiley, ex nimxtaq nyolajtz tqanil toj kykyaqiljo tnam ite'taq ti'jile' tx'otx' anetzi'n.
LUK.4.15	Xnaq'tzin te Jesús kyojile mu'ẍ ja te kyna'b'l Judiy Dios tojile junjun najb'il, ex tkyaqil xjal i jaw nimsin te' tb'i Jesús.
LUK.4.16	Xi' te Jesús tojjo tnam Nazaret, a ja' jawe ch'iye. Tze'nkuxtaqjo n-oke tu'n, okx tojjo mu'ẍ ja te kyna'b'l Judiy Dios toj tq'ijil ajlab'l, ex jawtzin we'tz u'jil te' Tyol Dios. 
LUK.4.17	Xi q'o'n tu'j Isaías te, aj yolil Tyol Dios. Atzaj te' tjaw tjqo'n Jesús, antza jatze jyete jun tnej yol tu'n, tz'ib'inku kyjalu'n:
LUK.4.18	Nojninqin we' tuk'a Xewb'aj Xjan, a T-xew tAjaw Tkyaqil.
LUK.4.18	Qu'n ma chin el tpa'n, tu'n nxi'y yolil Tb'anil Tqanil kye yaj;
LUK.4.18	ex tu'n nxi'y q'mal te' tzaqpib'l kye' jpunqekux toj tze, a nti' tumil tu'n kyten antza;
LUK.4.18	ex tu'n tq'anit kywutzjo moẍ, ex tu'n nxi'y q'uqb'il kyk'u'jjo a nti' kyipin;
LUK.4.19	ex tu'n tq'metjo tq'ijil kolb'il tu'n t-xtalb'il tAjaw Tkyaqil.
LUK.4.20	Tb'ajlinxitzi'n ikyjo, b'e'x kub' tjpu'n Jesúsjo u'j, exsin xi tq'o'ntz te' mojil tojjo mu'ẍ ja te kyna'b'l Judiy Dios, ex b'e'x kub' qe. Kykyaqilxjo ite'taq antza, noqx otaq chi ok kyim ti'j.
LUK.4.21	Xitzin t-xikyb'intz tu'n tyolin, ex tq'ma kyjalu'n: Kywutzxa ex texjo q'ij lu'n, ma japin b'ajjo a xjaw wu'ji'n toj Tyol Dios.
LUK.4.22	Kykyaqilx xjal wentaq nkyyolin ti'j Jesús, ex nchi jawtaq ka'ylaj, qu'n tb'anilxtaq t-xili'n tumil Tyol. Nchi b'aj jawtaq qanlaj kyxol kyjalu'n: ¿Ma nyatzin tej tk'wal Jse lo?
LUK.4.23	I xitzin ttzaq'win Jesús: Tu'n kyxima ikyjo, b'alaqa aku tzaj kyq'ma'n jun yol we'y kyjalu'n: Jun q'anil aku kub' tq'a'nin tib' ja'chaqx ta'yitz. Ikytzi'n, akula tzaj kyq'ma'n we'y, tu'n tkub' nb'inchi'n tzalu'n tkyaqiljo techil wipi'n xb'ant wu'n tzma toj tnam Capernaum, tu'n tel kyniky'a wi'ja.
LUK.4.24	Me xi tq'ma'nl Jesús kye: Twutzxix kxel nq'ma'n kye'y, qa mix a'lx jun yolil Tyol Dios, aku kub' wutzlin tojx ttanim.
LUK.4.25	Qu'n toj kywutza wen xjalqi'y, noq tu'n tzajninqi'y te qtzan Israel. Me twutzxix kxel nq'ma'n kye'y, kyojjo q'ij, tej tten Elías tzalu'n toj ttx'otx' Israel, nimxtaq qya otaq b'aj kyim kychmil exla qa tzajninqetaq te Israel, ikyxjo tze'nku te Elías. Oxe ab'q'e tuk'a niky'jin mix tzaje jb'al. Tu'ntzi'n ikyjo, tkyaqil twutz tx'otx' nimx wa'yaj tzaj.
LUK.4.26	Me exla qa nimx wa'yaj tzaj toj tx'otx' te Israel, mix xaye tchq'o'ne Dios Elías qanil twa te jun meb'e qya tzalu'n toj Israel, qala' antza xi chq'o'nil tuk'a jun qya otaq kyim tchmil, tojjo tnam Sarepta, nqayin ta'taql te' tk'atzjo tnam Sidón tojjo tx'otx' te amaq' xjal.
LUK.4.27	Ex ikyxjo, ila'taq qxjalil yab' tu'n tx'a'k, aj noqtaq n-el lemimin, me mix jun kub' tq'ani'n Elisey, a yolil Tyol Dios ojtxe, qala' o'kxjo jun b'etin xjal, Naamán tb'i, a tzajnintaq toj ttx'otx' Siria. Ex ikyxjo nya qxjalil.
LUK.4.28	Tej tb'ij te' lu'n kyu'n xjal ite'kxtaq tojjo ja te kyna'b'l Judiy Dios, nimx i jaw q'ojle.
LUK.4.29	Tu'ntzi'n ikyjo, b'e'xsin i b'aj jaw we'ks, exsin tu'n tex kylajo'ntaq Jesús. Xitzin kyi'ntz twi' jun tij wutz, ja' b'inchinkutaqjo kytanim, tu'ntzi'n ttzajtaq kyxo'n tzmantza.
LUK.4.30	Me atzin te Jesús, ex kyxolile ex b'e'x xi'.
LUK.4.31	B'e'x xi' Jesús toj Capernaum, jun tnam toj tx'otx' te Galiley. Antza oke tene xnaq'tzil kyexjal toj jun q'ij te ajlab'l. 
LUK.4.32	Ex b'e'x i jaw ka'ylaj kye' xjal ti'jjo t-xnaq'tzb'il, qu'n nimxtaq kyokli'n Tyol.
LUK.4.33	Me tojtaqtzi'n jun mu'ẍ ja te kyna'b'l Dios aj Judiy, attaq jun ichin tzyu'ntaq tu'n jun taq'nil tajaw il. Jaw ẍch'in, ex tq'ma kyjalu'n: 
LUK.4.34	Ay Jesús aj Nazaret, ¿Ti'xsin s-ula lolte qxola? Noq ma tzula yuch'il qe'y. Wojtzqi'n te, ex b'i'n we' wu'n, a tejiy Tk'wal Dios, xjanxix toklin.
LUK.4.35	Oktzin tyiso'n Jesúsjo taq'nil tajaw il kyjalu'n: Mi ch'otjiy. Kux tz'etza toj tanminjo xjal lo, ex tzaqpinkja.
LUK.4.35	Atzin tej ichin b'e'x kub' tlank'in taq'nil tajaw il twutz tx'otx' ex twutz kykyaqilxjal, tej tkyij ttzaqpi'n; ex nti'x ch'in kyij ky'ixb'e te.
LUK.4.36	Kykyaqiljo xjal i b'aj jaw ka'ylaj, ex i b'aj jaw yolin kyxolx kyjalu'n: ¿Anqeqe kye' xnaq'tzb'il ikyjo, a nimxix tkawb'il ex nimxix toklin? Nchi etz tlajo'n taq'nil tajaw il toj kyanminxjal, ex b'e'x nchi b'ajetz.
LUK.4.37	Ajo toklin ex Tyol Jesús, nimx iky'e' tqanil kyxolile' tkyaqil tnam ti'jile Capernaum.
LUK.4.38	Tb'ajlinxi' ikyjo; jaw we', ex etz Jesús toj mu'ẍ ja te kyna'b'l Judiy Dios. B'e'x xi', ex okx toj tja Simun. Ataqtzi'n tnana t-xu'jil Simun yab'taq tu'n txqan kyaq. Tu'ntzi'n, i kub'sin kywutz te Jesús, tu'ntaq tkub' tq'anin.
LUK.4.39	Kub' k'we' Jesús, tu'n tok tka'yinj yab', exsin xi tq'ma'ntz te' nim kyaq, tu'n teltaq tpa'n tib' ti'jjo qya. Texjo paq anetzi'n, b'e'x xi chewx kyaq, ex b'e'x jaw we'ks tej qya, ex n-ok tentz b'inchil ch'in ti' kye.
LUK.4.40	Atzaj te' qqoqix, tu'n otaq kyb'inte, ex otaq tz'ok kyka'yi'n xjal jni' otaq b'ant tu'n Jesús, kykyaqilx xjal attaq yab' kyja ex noq ti'chaqku kyyab'il, i b'aj xi kyi'n tk'atz Jesús, tu'n kyb'aj kub'taq tq'anin. I kub' tq'o'n tq'ob' tib'ajile junjun, ex b'e'x i q'anit. 
LUK.4.41	Nimku yab'il b'aj q'anit, ex nimx taq'nil tajaw il b'ajetz tlajo'n toj kyanminxjal. Aye taq'nil tajaw il i b'aj jaw ẍch'in, ex kyq'ma kyjalu'n: ¡Axixa Tk'wal Dios! Me b'e'x nchi b'aj ok tmiyo'ntaq Jesús, ex mina nchi kub'taq twutzlin tu'n kyjawtaq yolin, qu'n b'intaq kyu'n, qa axtaq Jesúsjo Tk'wal Dios, a Crist.
LUK.4.42	Atzi'n tej qsqix, b'e'x ex Jesús toj tnam, tu'n t-xi' toj jun tx'otx', a nti' kynajb'ilxjal toj. Me b'e'x i ok tenxjal jyolte, ex jyet kyu'n ja'taqjo ta'ye, qu'n kyajtaq tu'n tten Jesús kyuk'a te jun majx. 
LUK.4.43	Me atzin te Jesús xi tq'ma'n kye: ¡Mina! Qu'n il ti'j tu'n t-xi nq'ma'nji'y Tb'anil Tqanil ti'j Tkawb'il Dios kyoj kykyaqil txqantl tnam, qu'n apen wilji'y ẍin tzaj chq'o'n.
LUK.4.44	Ikytzin nkub'etaq tyolin Jesúsjo Tyol Dios kyojile' mu'ẍ ja te kyna'b'l Judiy Dios, tojx ttx'otx' Judey.
LUK.5.1	Jun maj, tej attaq Jesús ttzi jun ma tij nijab', Genesaret tb'i, nimku xjal pon kychmo'n kyib' tk'atz, ex ok jitz'le kyu'n, qu'n kyajtaq tu'n tkub' kyb'i'n Tyol Dios. 
LUK.5.2	I xi tka'yin Jesús kab'e bark toj tz'awin ttzi nijab'. Nti'taq xjal tokx kyoj, qu'n ayetaqtzi'n kyiẍil otaq chi ku'tz txjol kye' kypa te kyiẍb'il.
LUK.5.3	Ex b'e'x jax Jesús toj jun bark, a tetaq Simun, ex kub'sin twutz te, tu'n t-xi tlimo'ntaq ch'intljo bark tojxi a'. Ex b'e'x kub' qe Jesús toj bark, ex tojxsi'n a', ok tentz xnaq'tzil kye' xjal.
LUK.5.4	Tb'ajlinxitzin yolin, xitzin tq'ma'n te Simun kyjalu'n: Q'inkxsinjiy bark ja' nim t-xe nijab', exsin kyxo'nkuxji'y kypa'y te tzuyb'il kyiẍ.
LUK.5.5	Me atzin te Simun xi ttzaq'win: ¡Ay Xnaq'tzil! Ma tz'elkux aq'wil qu'n, tu'n qaq'ni'n, exsin nti'x kyiẍtz ma tzyet qu'n.
LUK.5.6	Atzaj te' tkux kyxo'n kypa toj a', nimx kyiẍ tzyet kyu'n.
LUK.5.7	Tu'ntzi'n ikyjo, b'aj xi kyyek'in kyq'ob' kye' kyuk'a, aye' tajawtaqjo juntl bark, tu'ntzin kyxi'taql kye' mojilkye. Ex jun paqx i xi', ex kykab'ilx kyej bark i jaw noj kyuk'a nimku kyiẍ; noqtaq ch'inl kyaj tu'n kyxi yuq'j. 
LUK.5.8	Tej tok tka'yin Simun Pegrjo ikyjo, b'e'x kub' meje twutz Jesús, exsin xi tq'ma'ntz te: Tata, chin ttzaqpinkja, qu'n jun aj ilqin we'.
LUK.5.9+LUK.5.10	Xi tq'ma'n Pegrjo ikyjo, qu'n nimxtaq kyxob'il junx kyuk'a Jacob ex Juan, aye' tk'wal Zebedey, ex tuk'aqetaq Simun, tu'n nimx kyiẍ otaq tzyet kyu'n.
LUK.5.9+LUK.5.10	Me ante Jesús xi tq'ma'n te Simun: Mina jaw xob'a, qu'n texjo paq ja'lin, k-okila te chmol xjal, tu'n kyklet toj il, ex nya te chmol kyiẍ, tze'nku ja'lin.
LUK.5.11	Ex b'e'x xi kyi'n bark ttzi tx'otx'. Ex antza kyije kytzaqpi'n tkyaqiljo q'i'ntaq kyu'n, exsin i b'aj xi lipetz ti'j Jesús.
LUK.5.12	Jun q'ij, attaq Jesús toj jun tnam, kanin jun ichin tk'atz, ex otaqx yajx tu'n jun tx'a'k noqx n-el lemimin. Atzaj te' tok tka'yin Jesús, kub' meje, exsin kub' t-xo'n twutz tzmax twutz tx'otx'. Jaw kub'sin twutz kyjalu'n: Ay wAjaw, qa taja, b'a'n tu'n nkub' tq'ani'n tuk'a nyab'ila.
LUK.5.13	Noq ok tmeko'n Jesús, ex xi tq'ma'ntz te: Waja. B'e'x ma q'anita ja'lin.
LUK.5.13	Texjo paq anetzi'n, b'e'x q'anitkux te jun majx. 
LUK.5.14	Exsin xi toqxeninxix Jesús te: Mi txi tq'ma'n te a'la. Qala' ku txi'y, ex yek'inx tib'a te kypale aj Judiy, ex q'onxa jun oyaj te aq'b'il chjonte, tu'n ma tzul Dios tey, a tze'nkuxjo kub' ttz'ib'in Moisés ojtxe,
LUK.5.15	Me mix tu'n ikyjo, nimx n-iky'taqljo tqanil Jesús, ex nimxtaq xjal nb'aj ok chmo'n kyib' ti'j, tu'n tb'aj ok kyb'i'ntaqjo Tyol, ex tu'n kyb'aj kub' tq'anintaqjo kyyab'. 
LUK.5.16	Me ataqtzin te Jesús, b'e'xtaq n-el tpa'n te' tib' kyi'j, ex nxi'taq te' na'l Dios ja' mixtaq a'l jun at.
LUK.5.17+LUK.5.18	Toj jun q'ij, tzuntaq nchi kub' t-xnaq'tzin Jesús xjal, ex attaqjo tipin Dios tuk'a, tu'n kyq'anittaqjo yab'. Me antza, attaq junjun Parisey exqetzi'n xnaq'tzil ti'jjo ojtxe kawb'il tzajninqetaq toj junjun kojb'il, ite'kutaq toj ttx'otx' Galiley, Judey, ex Jerusalén. Q'uqleqetaq tk'atz Jesús toj jun ja, tej kykanin junjun ichin iqintaq jun yab' kyu'n twi' tkuẍb'il. Ex ataqtzin te' yab' noq otaq tz'ok k'olpaj. Kyajtaqjo xjal tu'n tokx kyi'n twutz Jesús, me mib'intaq tokx.
LUK.5.19	Tu'ntzin mix jyete tumil kyu'n tze'n tu'n tokxi kyinetaq, tu'n tpajjo nimxtaq xjal at; tu'ntzi'n ikyjo, b'e'x i b'aj jax tib'ajxi ja, ex jaw kypo'q'in xk'o'n antza, ex kux tuninin yab' kyu'n tuk'ax tkuẍb'il, ex kupin kyi'ntz twutz Jesús ex kywutz txqan xjal.
LUK.5.20	Tu'n ikyjo, ex tej tok tka'yin Jesúsjo kynimb'il, xi tq'ma'n te yab' kyjalu'n: Ay wuk'a, ayetzin tila ma chi kub' najsit ja'lin.
LUK.5.21	Me ayetzin kye' xnaq'tzil ti'j ojtxe kawb'il exqetzi'n jni' Parisey, b'e'x i ok ten kye' ximilte kyjalu'n: ¿Tze'ntzin tten n-el tzaqpaj ttzi ichin ikyjo? qu'n noq nxo'n yol ti'j Dios tu'n ma' tyolch. Qu'n o'kx te Dios aku b'ant najsin te til jun xjal.
LUK.5.22	Me ante Jesús b'e'x el tniky' ti'j ti'taq nkyxime, ex xi tqanin kye: ¿Tiqu'n nkub' kyximinji'y ikyjo? 
LUK.5.23	¿Ankye junx tz'ele tu'n t-xi q'met, tu'n tkub' najsit til jun xjal, a tze'nkuljo tu'n t-xi q'met: We'ksa, ex kux b'eta? ¿Ma nyapela a te kujxixjo a tu'n tnajsit til jun xjal? 
LUK.5.24	Me mi nxi kynimi'n qa ikyjo. Me atzin ja'lin, kxel nyek'i'n kywutza qa ayin we', a Tk'wal Ichin, at wokli'n tzalu'n twutz tx'otx', tu'n tkub' nnajsi'n kyilxjal te jun majx.
LUK.5.24	Tu'npetzi'n, xi tq'ma'n te yab': Kxel nq'ma'n tey, ¡We'ksa! ¡Q'inxjiy tkuẍb'ila, ex kux tz'aja tjay!
LUK.5.25	Ex jun paqx jaw we' tej yab' kywutz kykyaqilxjal, ex jaw tchmo'n tkuẍb'il, ex b'e'x aj tja nnimsin tb'i Dios wen.
LUK.5.26	Kykyaqilxjal i jaw ka'ylaj, ex jaw kynimsin tb'i Dios, exsin tuk'a txqan kyxob'il b'aj kub' kyq'ma'n kyxolx: Tzmaxpen xqliyx jun ti' te ka'yb'ajil, chi chi'.
LUK.5.27	Tb'ajlinxi' ikyjo; b'e'x etzku Jesús toj ja. Tej tb'et, ex iwle jun ichin tu'n, peyil pwaqtaq te k'ayb'il te Rom, ex ataqtzi'n tb'i ichin, Leví.
LUK.5.28	Jun paqx jaw we' Leví, ex kyij ttzaqpi'n tkyaqil, ex b'e'x iky' lipe ti'j Jesús.
LUK.5.29	Tb'ajlinxi' ikyjo, atzin te Leví kub' tb'inchin jun tb'anil wa'n ti'j Jesús, ex ila'ku tuk'a Leví, nchi b'aj peyintaq k'ayb'il te Rom, junx kyuk'a junjunl xjal, q'uqleqetaq kyuk'a ti'j meẍ. 
LUK.5.30	Me ayetzin kye' Parisey exqetzi'n xnaq'tzil ti'jjo ojtxe kawb'il ex kyuk'axtaq kyib' i b'aj jaw yolb'in kyi'j t-xnaq'tzb'in Jesús kyjalu'n: ¿Ti'qu'nil majqex kye' nchi b'aj wa'n, ex nchi b'aj k'wan kyuk'a ma' peyil k'ayb'il ex jni' b'inchil il?
LUK.5.31	I xitzin ttzaq'win Jesús kyjalu'n: Ayetzi'n b'a'nqe nti' kye tajb'in q'anil kye; me meqetzi'n yab'qe, atpen kye' tajb'in kye. 
LUK.5.32	Tu'npetzi'n, nya ma chin tzaj we' txkol kye xjal nb'aj kub' kyb'isin qa b'a'n kyten; qala' ayin weji'y ma chin tzaj txkolkye aye' b'inchil ilqe, tu'n tajtz ti'j kyanmin. Tu'npetzi'n, ma chin ula kyxol.
LUK.5.33	Me ayetzin kye' Parisey exqetzi'n xnaq'tzil ti'j ojtxe kawb'il xi kyq'ma'n te Jesús: Ayetzi'n t-xnaq'tzb'in Juan, a Jawsil A', exqetzi'n Parisey, nimx nb'aj kub' kypa'n wa'yaj tu'n kyna'n Dios, me ayetzin kye t-xnaq'tzb'i'n, kukxjo nchi b'aj wa'n ex nchi b'aj k'wan.
LUK.5.34	I xitzin ttzaq'win Jesús kyjalu'n: ¿Ma akutzin kub' kywutzlin kye', tu'n tkub' kypa'n txokenj wa'yaj toj jun mejeb'lin, qa axsa ta'ye chmilb'aj kyxol? Ikytzin ite'ye weji'y nxnaq'tzib'in, qu'n loqi'n ntin kyxol. 
LUK.5.35	Me pon kanin jun q'ij, ja' tu'n wele naji'y, a ayi'n, a ikyxjo tze'nku chmilb'aj kyxol. Ajtzin tjapin kaninjo q'ij anetzi'n, okpetzila k'wel kypa'ntz wa'yaj, tu'n kyna'n Dios wen.
LUK.5.36	Ex kub' tq'ma'nl Jesús oxe techil kyjalu'n: Tnejil, mix a'lx aku tz'el ttajk'in ch'in b'u'ẍ ti'j jun saq xb'alin, tu'n tok te slepb'ilte junl xb'alin noql ttx'aqin. Qa ma kub' tb'inchin ikyjo, nkub' tyaji'n saq b'u'ẍ, exsin nya wen kka'yile tuk'aljo ttx'aqin xb'alin. 
LUK.5.37	Ex tkab', tze'n aj tkux b'inchit vin; nlay ku'x b'inchit toj jun ttx'aqin tz'u'n, qu'n ajtzin tloqlin, b'e'x aku tz'ex laqj, ex noq aku chi kub' najx kykab'il. 
LUK.5.38	Tu'ntzi'n, il ti'j tu'n tkux b'inchit vin toj jun saq tz'u'n. Ikytzi'n weji'y nxnaq'tzb'il, nlay b'ant tu'n tok smet tuk'a juntl tumil. 
LUK.5.39	Ex toxin: A'lchaqx jun a'la, nxi tk'wa'n jun wiq vin, nlay ttziye, tu'n t-xi tk'wa'n junl wiq k'wab'j, a saq, qu'n naq'le ti'jjo tk'wa', a tb'anilx toj twutz. Ikytzin kyeji'y naq'leqe kye' ti'jjo ojtxe tumil. Tu'npetzi'n kyky'e'y tu'n kyxi lipey ti'j nxnaq'tzb'ila, a saq, exla qa wenxixtl tze'nku ojtxe.
LUK.6.1	Toj jun q'ij te ajlab'l, nchi b'ettaq Jesús kyxol awal. Me ayetaqtzi'n t-xnaq'tzb'in nb'aj jawtaq kyxb'oqin triy, ex nb'aj kub' kyxq'uchintaq toj kyq'ob', exsin b'aj xi kywa'ntz. 
LUK.6.2	Ite'taq junjun Parisey antza, exsin b'aj xi kyqanintz kye kyjalu'n: ¿Tiqu'nil nkub' kyb'inchinji'y jun ti', a nya q'o'n tu'n tkub' b'inchit kyojjo q'ij te ajlab'l, ja' mix a'l jun tu'n tja aq'nin?
LUK.6.3	I xitzin ttzaq'win Jesús kyjalu'n: ¿Ma na'mtzin tkux kyu'jin kyeji'y b'ant jun maj tu'n qtzan David, a nimx toklin, tej ttzaj wa'yaj ti'j kyuk'a tuk'a? 
LUK.6.4	B'e'x okx toj ojtxe tja Dios, exsin i etz ti'n wab'j, a otaq chi kub' ky'iwlit te oyaj twutz Dios.
LUK.6.5	Exsin xi tq'ma'nltz: Tze'nku nte'n, ayi'n Tk'wal Ichin, chq'onqintza tu'n Dios kyxola; ex ayi'n at woklin tib'ajjo q'ij te ajlab'l, ex ayi'n chin q'malte qa wen tu'n tkub' b'inchit jun ti' mo qa minaj.
LUK.6.6	Tojtzin juntl q'ij te ajlab'l, okx Jesús toj jun mu'ẍ ja te na'b'l Dios. Tokpinxi, ok ten xnaq'tzil kye' xjal. Tojxtaqtzi'n k'ulb'il, attaq jun ichin, a nti'taq tanmin tman tq'ob'. 
LUK.6.7	Ex ayetzi'n xnaq'tzil ti'j ojtxe kawb'il exqetzi'n jni' Parisey nchi b'aj ẍluk'intaq ti'j Jesús, qa tu'ntaq tkub' tq'anin yab' toj jun q'ij te ajlab'l, noq tu'n kystz'imin ti'j qa otaq kub' tz'aq toj til, qu'n nya wentaq toj kywutz tu'n tkub' b'inchit jun ti' toj q'ij te ajlab'l. 
LUK.6.8	Me ataqtzin te Jesús tojtzqi'ntaql te' kyxim, exsin xi tq'ma'ntz te' yab': ¡We'ksa, ex we'kuy kywutzxjal!
LUK.6.8	Atzin tej ichin b'e'x jaw we'. 
LUK.6.9	Atzin te Jesús xi tq'ma'n kye' xjal kyjalu'n: At jun we' tu'n t-xi nqanin kye'y: ¿Ma tzuntzin ntq'ma'n tu'n tkub' b'inchitjo nya wen, mo a wenj; tu'n tklet tchwinqil jun xjal, mo tu'n tok ka'yitj tu'n tkub' kyim?
LUK.6.10	Tb'ajlinxi tq'ma'n ikyjo, b'e'x xi tka'yinku toj kywutzxjal ite'taq ti'jile, exsin xi tq'ma'ntz te ichin, yab'taqjo tq'ob': Nuqpinx tq'ob'a.
LUK.6.10	Atzin tej ichin kub' tb'inchin tze'nku otaq txi q'ma'n te, ex texjo tqan, b'e'x el we' tyab'il tq'ob'.
LUK.6.11	Me ayetzin kyej txqan xjal nimx txqan kyq'oj tzaj; i jaw yolb'in ti'jlb'inxi Jesús, exsin i ok tentz jyolte tumil ti'taq tu'n tkub' kyb'inchin ti'j.
LUK.6.12	Kyojjo q'ij anetzi'n, b'e'x jax Jesús twi' jun wutz na'l Dios, ex elkux aq'wil tu'n. 
LUK.6.13	Atzaj te' qsqix, kykyaqiljo lipcheqetaq ti'j i tzaj ttxko'n, exsin i jaw tjyo'ntz kab'lajaj ichin kyxolx, tu'n kyok te t-xnaq'tzb'in. 
LUK.6.14	Atzin kyb'i junjun ichin i jaw tsk'o'n: Simun, a ok tq'o'n juntl tb'i te Pegr; majxljo Andrés, a titz'in; Santyaw; Juan; Lip; Bartolomey; 
LUK.6.15	majqexl Matey; Tmas; Santyaw, a tk'wal Alpey; Simun, a toktaqljo q'olb'inte te Celote; 
LUK.6.16	majqexl Judas, a titz'in Santyaw; exsin Judas Iscariot, a ok meltz'aj ti'j Jesús.
LUK.6.17	Ku'tz Jesús kyuk'a t-xnaq'tzb'in twi' wutz, exsin kub' we' Jesús toj jun chq'ajlaj. Antza otaq b'aj chmete nimku xjal, aye' otaq chi b'aj ok lipe ti'j, junx kyuk'a a otaq chi b'aj tzajxi tzmax toj ttx'otx' Judey, Jerusalén exqetzi'n najleqetaq toj mlaj toj ttx'otx' Tiro, ex otaq chi pon chmetljo najal te Sidón. Otaq chi pon chmetjo xjal antza, noq tu'n toktaq kyb'i'n Tyol, ex tu'n tkub' q'anitjo yab'qetaq. 
LUK.6.18	Majqexpekyej xjal i q'anit, aye' nimxtaq n-iky'x kyu'n, noq kyu'n taq'nil tajaw il.
LUK.6.19	Ikytaqtzi'n kykyaqilxjo xjal kyajtaq tu'n tok kymeko'n Jesús, qu'n nimxtaq tipin, tu'n kyq'anitjo kykyaqilxjal yab'qetaq.
LUK.6.20	Jawtzin ti'n Jesús twutz, exsin xi tka'yintz toj kywutz t-xnaq'tzb'in, exsin xi tq'ma'n kye kyjalu'n:
