GEN.1.1	Mugaeai mugaeai tau, Deo ikado bubur ga tano ga iuot. 
EXO.37.1	Besalel ikado korol ede ngan abei akas, aea mamarae iluai kepeda iadag, be aea babanga iluai baidai, be aea gadae iluai baidai pade. 
EXO.37.2	Ibada gol kemikemi ta inono ngan dinga ga ila maraka, ta isile aea sakirkir toa ngada oa. Ga kus ta ibada gol toa oa ikatinge babanga, ta ipatoi ga idae ngan korol ilolo ga iluga ngan itin gaot pade. Ga pade, ipatoi gol idanga ede mamarae ta iman korol aea lapinga ga ibalil ngan. 
EXO.37.3	Ga pade, ikado korol aea koea gol pange ta ipatoi gid ga tidae ngan korol iae gereirei pange. Ipatoi koea rua ngan korol imata iadag, ga rua pade ngan korol imata iadag. 
EXO.37.4	Ga kus ta ibada abei akas mamarae rua ta iualiue gid kemi ta timan sig. Ta imol sig toa rua oa ngan gol ikatinge babanga. 
EXO.37.5	Ga kus ta isabun sig toa rua oa ga tidudunga ngan gid koea korol aea. Isabun sig ede iadag, ga sig ede pade iadag, ta iman korol aea bisinga.
EXO.37.6	Be ikado korol ipao ngan gol kemikemi, aea mamarae iluai kepeda iadag, be aea babanga iluai baidai. Korol ipao toa oa, eine tibur toa sing isamum panua led kadonga sasat, ta Deo ilolo itarui mulian ngan gid. 
EXO.37.7	Ibada gol ikatinge kelede ta itut ngan pat patotonga aea ta ikado korol ipao toman ngan aea kerubim rua, ede iadag, ede pade iadag. 
EXO.37.8	Ede ngan gid kerubim toa oa, ikado ngan korol ipao imata ngan bageda oatai, be ikado ede pade ngan bageda angas. Ikado korol ipao toman ngan kerubim toa rua oa ngan gol ikatinge kelede. 
EXO.37.9	Ikado kerubim toa rua oa ga tidio ngan tibur toa Deo isamum kadonga sasat ngan, be matad inono ngan gid. Be gisirua bagbaged iualai ga idae ta tirobi korol ipao.
EXO.37.10	Ga kus ta ikado popou ede ngan abei akas, aea mamarae iluai gogodai, be aea babanga iluai bageda aea makoreai, be aea gadae iluai baidai. 
EXO.37.11	Ga kus ta iluga popou toa oa ngan gol kemikemi ikatinge babanga. Be ipatoi gol idanga ede mamarae ga iman popou aea lapinga ga ibalil ngan. 
EXO.37.12	Be ipatoi gol ikatinge babanga ede ta imadid ngan popou ipao mambe ala ta ibalil ngan popou ipao imata. Gol ikatinge toa oa aea gadae iluai mambe bageda ilolo aea babanga. Ga pade, ipatoi lapinga gol ede pade ga idae tatan ngan gol ikatinge toa oa ga ibalil ngan. 
EXO.37.13+EXO.37.14	Ga pade, ikado popou aea koea gol pange ta ipatoi gid ga tidae ngan popou ipao aea gol ikatinge babanga ta inasi popou iae toa pange oa. Ta gid koea toa oa tikikisi sig rua ta timan popou aea bisinga. 
EXO.37.15	Ikado sig toa rua oa ngan abei akas ta imol gid ngan gol ikatinge babanga. 
EXO.37.16	Ga pade, ikado gid tabla gereirei ga lalate ga eaupat ga loba ngan gol kemikemi. Gid danga sisid toa oa iman tenainga oain aea toknga.
EXO.37.17	Ga kus ta ibada gol kemikemi ta ikado ga iman lam iae, ngan dolnga gid lam ga idae ngan. Itut gol ngan pat patotonga aea ta ikado lam iae ipu ga ilua ga ibogaboga iman lam imul aea dolnga. Be ikado gid lam mulid ngan gol ta matad mambe koko ipur. Be lam iae aea danga toa ngada oa, ikado ngan gol ikatinge kelede.
EXO.37.18	Be ikado lam iae ilua toman ngan ibogaboga lima ga ede, tol iadag ga tol iadag. 
EXO.37.19	Ngan gid lam iae iboga kelede kelede, ikado aea sogonga imata lalaede mambe abei salke ipur tol toman ngan ilaun gereirei. 
EXO.37.20	Be ipasogo lam iae ilua pade toa bedaoa ga imata lalaede mambe abei salke ipur pange toman ngan ilaun gereirei. 
EXO.37.21	Be gadio ngan lam iae ilua ikasanga toa tol oa, ipasogo ngan gol ga imata mambe abei salke ilaun gereirei. 
EXO.37.22	Ibada gol ikatinge kelede ta itut ngan pat patotonga aea ngan kadonga lam iae toman ngan aea danga sisid toa ngada oa.
EXO.37.23	Ikado toa bedaoa ga kus ta ikado aea lam lima ga rua. Be ikado gid danga mambe kaida gol iman lam aea wik imata aea ketketnga. Ga pade, ikado lam aea lalate gol. 
EXO.37.24	Gol toa ngada oa ngan lam iae ga aea danga sisid, aea kulupu iuot mambe kilo sangaul tol igegea pange.
EXO.37.25	Ga kus ta ibada abei akas ta ikado popou tenainga aea ede pade, iman nabene aea nononga. Popou toa oa aea mamarae ga aea babanga iuot lalaede ga iluai bageda aea makoreai. Be aea gadae iluai gogodai. Be ngan popou ipao igal toa pange oa, isap gid danga imata mambe bulmakao aea pelenga. Ikado popou ipao toman ngan aea pelenga ngan abei akas ikatinge kelede. 
EXO.37.26	Ga kus ta ibada gol kemikemi ikatinge babanga, ta iluga ngan popou isal toa pange oa, ga ipao, ga aea pelenga. Be ipatoi gol idanga ede mamarae ga iman popou aea lapinga ga ibalil ngan. 
EXO.37.27	Be gadio ngan lapinga toa oa, ipatoi koea gol rua, ede ngan isal iadag, be ede pade ngan isal iadag, ta iman sig ad sabunnga ngan popou aea bisinga. 
EXO.37.28	Be ibada abei akas, ta ikado sig rua, ga kus ta imol gid ngan gol ikatinge babanga.
EXO.38.1	Ga kus ta ibada abei akas ta ikado popou tenainga aea ngan. Aea gadae iluai bageda aea makor iadag, be aea mamarae ga aea babanga iuot lalaede ga iluai leoa ede ga ilia iluai bageda aea makoreai. 
EXO.38.2	Be gadae ngan popou igal toa pange oa, isap danga pange imata mambe bulmakao aea pelenga. Be isap popou igal toa pange oa toman ngan aea pelenga ngan abei akas ikatinge kelede. Be iluga popou tenainga aea isal toa ngada oa toman ngan aea pelenga ngan gid bras ikatinge babanga. 
EXO.38.3	Ga pade, ikado gid tabla iman dinga itae aea tadonga, ga dinga itae aea doidoinga, ga gid loba ngan dolnga masilau ising ngan, ga gid duduinga iman masilau imedameda aea galnga, ga gid lalate iman dinga aea badanga. Danga toa ngada oa ikado ngan bras kekelen. 
EXO.38.4	Ga pade, ikado popou toa oa aea kakari bras iman dinga aea. Be ngan popou iae toa pange oa, ipatoi bras idanga ede ga idae iae irabuiai, ta iman kakari bras aea kisinga. 
EXO.38.5	Be ikado gid koea bras pade ta ipatoi gid koea toa oa ga tidae ngan kakari bras igal toa pange oa. Gid koea toa oa iman sig ad sabunnga ngan bisinga kakari bras. 
EXO.38.6	Ga kus ta ibada abei akas, ta ikado sig rua ta imol gid ngan bras ikatinge babanga. 
EXO.38.7	Sig toa rua oa iman popou aea bisinga. Isabun gid ngan popou aea koea toa pange oa, sig ede iadag, ga sig ede pade iadag. Be idid popou toa oa ngan abei ikatinge kemikemi, be itnan iaoa gadio ga gadae ga idio ibangabanga.
EXO.38.8	Be ngan palata luplupnga aea toman ngan Deo, gid taine edengada tikakado naurata boloma palata iaoai. Gid led bras idanga edengada iman matad aea tlonga. Be tibada bras toa oa ga ila pan eaba naurata aea, ta ikado tabla eau aea toman ngan aea popou ngan bras toa oa, ta iman panua tenainga ad baged ga aed aea sigiringa.
EXO.38.9	Ga kus ta ibada malo kemikemi ta tisilasila ga ibalil ngan Deo ele palata. Be silasila toa oa ikarkare pan saut, aea mamarae iuot sangaul rua leoa lima. 
EXO.38.10	Be tikado silasila ikarkare toa oa toman ngan aea kadanga sangaul rua. Be tikado gid kadanga ipu bras sangaul rua pade iman gid kadanga ad pagunnga. Be ngan gid kadanga kelede kelede, tikado gid lingau silva ga tabalanga silva pade. 
EXO.38.11	Be silasila toa oa ikarkare pan not iuot lalaede mambe iadag aea pade. Aea mamarae iuot sangaul rua leoa lima. Be tikado aea kadanga sangaul rua toman ngan ad kadanga ipu bras sangaul rua pade iman gid kadanga ad pagunnga. Be ngan silasila aea kadanga kelede kelede, tikado gid lingau silva ga tabalanga silva pade.
EXO.38.12	Be silasila toa palata imuriai oa, aea mamarae iuot sangaul ede leoa rua aea mana. Be tikado silasila toa oa aea kadanga sangaul toman ngan ad kadanga ipu bras sangaul pade iman gid kadanga ad pagunnga. Be tikado aea malo lalaede toa bedaoa pade. Be ngan silasila aea kadanga kelede kelede, tikado gid lingau silva ga tabalanga silva pade. 
EXO.38.13	Be silasila iaoa, toa ado ele parangai, aea mamarae iuot sangaul ede leoa rua aea mana. 
EXO.38.14+EXO.38.15	Be ngan silasila iaoa isal iadag ga iadag, tipakantutu malo rua, ede iadag, ede pade iadag, ad mamarae iuot leoa tol ga ilia iluai bageda aea makor iadag. Tikado silasila iaoa isal toa rua oa toman ngan kadanga lima ga ede, tol iadag, ga tol pade iadag, toman ngan ad kadanga ipu bras. 
EXO.38.16	Be tibada malo kemikemi kekelen ngan kadonga silasila toa oa. 
EXO.38.17	Be tibada bras ngan kadonga silasila aea kadanga ipu toa ngada oa. Be tibada silva ngan kadonga gid kadanga kelede kelede ad lingau ga tabalanga. Be timol gid kadanga laborad ngan silva ikatinge babanga pade. Toa bedaoa ta gid kadanga ad tabalanga toa ngada oa, eiua silva kekelen.
EXO.38.18	Be tikado silasila iaoa aea malo kemi ede. Aea mamarae iuot leoa lima. Be aea gadae iuot leoa ede ga ilia iluai bageda aea makoreai, lalaede mambe silasila aea malo padengada. Be eaba mosi aea ipasogo malo toa oa ngan gid oaro salumu aea singsingia ga singsingia tede ga bil. 
EXO.38.19	Be tikado silasila iaoa aea malo toa oa toman ngan aea kadanga pange ga kadanga ipu bras pange pade. Be tibada silva ngan kadonga gid kadanga toa oa ad lingau ga tabalanga. Be timol gid kadanga laborad ngan silva ikatinge babanga pade. 
EXO.38.20	Be tibada bras ngan kadonga gid kisinga gereirei ngan kisinga gid oaro palata aea ga gid oaro silasila aea pade, ta muriai tigin gid ga tidudunga tanoeai.
EXO.38.21	Ngan Deo ele palata toa pat rua apu aea ienono ngan, gid panua naurata ad tibada gol ga silva ga bras ta tikado ngan. Be Moses ikeo pagid Livai ta tiuade gol ga silva ga bras toa oa, ta tibode aea kulupu ga idae ngan laulau. Be Itamar, gergeu ton eaba tenainga aea Aron, imuga ngan oadenga danga sisid toa oa. 
EXO.38.22	Be Besalel, Uri inat ga Ur itub ngan lum pan Iuda, ikado palata aea danga toa ngada oa mambe 
EXO.38.23	Be Ooliap, Aisamak inat ngan lum pan Dan, ilualua Besalel. Be ei ele oatainga kapei ngan kadonga naurata imata ede ga ede mambe totoinga posanga ga idae ngan pat mil ga mil, ga ikakado mosi imata ede ga ede, ga isaisai sogonga kemikemi ngan oaro salumu aea singsingia ga singsingia tede ga bil ta tidae ngan gid malo kemikemi. 
EXO.38.24	Be gid gol toa ngada oa gid Israel titenai ngan kadonga Deo ele palata, tipatambolembole Deo imatai. Be tiuade gol toa oa aea kulupu iuot kilo buno lima buno pange, sangalima sangaul pange, igegea lima ga tol (998).
EXO.38.27	Be tibada silva toa oa idanga ede ngan kadonga palata aea kadanga ipu, ga palata ilolo aea malo aea kadanga ipu. Silva toa oa aea kulupu iuot kilo bunoringring tol, buno pange (3,400). Gid kadanga ipu kelede kelede aea kulupu iuot kilo sangaul tol igegea pange. 
EXO.38.28	Be silva toa idanga ede pade, eaba naurata aea ikado ngan gid kadanga ad lingau ga tabalanga, be imol ga idae ngan gid kadanga laborad pade. Be silva toa oa aea kulupu iuot kilo sangaul tol.
EXO.38.29	Be gid bras toa ngada oa gid Israel titenai ngan kadonga Deo ele palata, tiuade aea kulupu iuot kilo bunoringring rua, buno pange, sangaul rua igegea lima (2,425). 
EXO.38.30	Bras toa oa, ei ikado ngan Deo ele palata iaoa aea kadanga ipu, ga iluga ngan popou tenainga aea, ga ikado ngan aea kakari bras, ga ikado ngan popou aea danga sisid toa ngada oa. 
EXO.38.31	Be silasila aea kadanga ipu tikado ngan bras toa oa pade, ga tikado ngan silasila iaoa aea kadanga ipu, ga tikado ngan gid kisinga gereirei ngan kisinga gid oaro palata aea ga oaro silasila aea.
EXO.39.1	Be tibada oaro salumu aea singsingia ga singsingia tede ga bil ta tikado gid sogonga kemikemi togid panua tenainga ad. Deo ikeo ga somisomi oangga gid panua tenainga ad tidudunga ga tila ngan tibur toa aea ul kapei tede, ngan kadonga ele naurata, manta tidol sogonga tenainga aea toa oa. Be tikado Aron aea sogonga tenainga aea ga iuot lalaede mambe 
EXO.39.2	Eaba mosi aea ibada malo kemi ede ngan kadonga Aron irabu aea malo. Be ipasogo malo toa oa ngan gid oaro gol gereirei ga oaro salumu aea singsingia ga singsingia tede ga bil. 
EXO.39.3	Ngan kadonga gid oaro gol toa oa, eaba mosi aea ibada pat patotonga aea ta itut gid gol ikatinge gereirei ta iket gid ga ila iuot mambe oaro gol gereirei. Ga kus ta iuaoai gid oaro gol toa oa toman ngan gid oaro salumu aea singsingia ga singsingia tede ga bil, ta iman malo toa oa aea sogonga. 
EXO.39.4	Be gadae ngan Aron irabu aea malo toa oa, tisaisai ikepe aea oaro rua, iman kaukaunga aea. 
EXO.39.5	Ga pade, tibada oaro salumu aea singsingia ga singsingia tede ga bil ta tikado irabu aea pus. Be tiuaoai gid oaro gol gereirei ga idae ngan pade. Ga kus ta tisaisai pus toa oa ga idae ngan irabu aea malo toa oa imata, ta ila iuot mambe malo kelede, mambe 
EXO.39.6	Ga pade, tibada pat oniks rua ta titotoi Iakop ele gergeu sangaul igegea rua edad ngan. Be tibada gol ta tikado pat toa rua oa ipu ad kisinga toman ngan ad sogonga kemikemi. 
EXO.39.7	Ga kus ta tikaukau pat toa rua oa ga tidae ngan ikepe aea oaro rua toa mugaeai tikaukau ngan irabu aea malo. Ta pat toa rua oa iman kilala ngan gid lum sangaul igegea rua togid Israel, mambe 
EXO.39.8	Ga kus ta eaba mosi aea ikado eaba tenainga aea igogo aea malo kakauede. Ikado malo kakauede toa oa aea sogonga ga iuot lalaede mambe eaba tenainga aea irabu aea malo. Isaisai malo toa oa ngan oaro salumu aea singsingia ga singsingia tede ga bil. Be iuaoai gid oaro gol gereirei ga tidae ngan pade. 
EXO.39.9	Ikado malo kakauede toa oa aea mamarae ga iluai bageda aea makoreai, be aea babanga iluai bageda aea ubereai. Ikop malo toa oa ga idio irabuiai, ta aea mamarae ga aea babanga imata lalaede, ta kopnga toa oa iman danga rua aea dolnga. 
EXO.39.10	Ga kus ta tibada gid pat sangaul igegea rua toa aea olnga kapei tau. Be tipatoi gid ga tidae ngan ipu ad kisinga ngan malo kakauede toa oa pan gaot. Tilalo gid pat toa oa ngan iaoa pange. Ngan iaoa toa imuga oa, tilalo pat rubi singsingia, ga pat topas eangonga, ga pat beril singsingia tau. 
EXO.39.11	Be ngan pat iaoa ede pade, tilalo pat terkois birbirianga, ga pat sapaia bil, ga pat emeral birbirianga. 
EXO.39.12	Be ngan pat iaoa tol aea, tilalo pat iasint singsingia tede, ga pat aget eangonga tede, ga pat ametis singsingia tau. 
EXO.39.13	Be ngan pat iaoa pange aea, tilalo pat krisolait birbirianga, ga pat oniks mariluangge, ga pat iaspa birbirianga. Be tipatoi gid pat kelede kelede ngan ipu ad kisinga gol. 
EXO.39.14	Ngan gid pat toa sangaul igegea rua oa, titotoi Iakop ele gergeu arangaranga sangaul igegea rua edad. Gid panua toa ne timugamuga ngan gid lum sangaul igegea rua togid Israel.
EXO.39.15	Ga pade, tibada gol kemikemi ta tipilai oaro gol rua ta tiuot mambe kenga, ta iman eaba tenainga aea igogo aea malo kakauede aea kisinga. 
EXO.39.16	Be tikado gid pat toa oa ipu ad kisinga gol rua ga aea koea gol rua, ta tisaisai gid koea ngan malo igal rua pan gadae. 
EXO.39.17	Ga kus ta tisaun gid oaro gol rua ta tidudunga ngan gid koea toa rua oa. 
EXO.39.18	Be tikaukau gid oaro gol matad iadag ga tidae ngan gid pat toa oa ipu ad kisinga gol rua. Ta tikaukau kisinga gol toa oa ngan ikepe aea oaro ta ikisi irabu aea malo. 
EXO.39.19	Be tikado koea gol rua pade, ta tisaisai gid ga tidae muriai ngan igogo aea malo kakauede igal toa rua oa pan gadio, boloma ngan irabu aea malo. 
EXO.39.20	Be tikado koea gol rua pade, ta tipatoi gid ga tidae ngan ikepe aea oaro toa mugaeai tikaukau ngan irabu aea malo, boloma ngan irabu aea pus. 
EXO.39.21	Ga kus ta tibada gid oaro salumu aea bil, ta tisaisai ga tidae ngan gid koea ngan igogo aea malo. Be tikaukau oaro matad iadag ga tidae ngan irabu aea malo, boloma ngan irabu aea pus. Toa bedaoa ta igogo aea malo irangrang ngan bir ga bir mao. Tikado toa bedaoa mambe 
EXO.39.22	Ga kus ta eaba ede toa ele oatainga kapei ngan oaoainga malo ibada malo bil ta ikado eaba tenainga aea ele pononga mamarae ngan. 
EXO.39.23	Be ital pononga mamarae toa oa aea baba ngan ilabora idudunga ngan. Be isaisai baba toa oa toman ngan igagal aea malo ga iuot matoltol tede ta irangrang ngan itakai mao. 
EXO.39.24	Ga pade, tipasogo pononga mamarae toa oa iaoa aea les ngan oaro salumu aea singsingia ga singsingia tede ga bil. Be tikado sogonga toa oa ga imata mambe abei pomigranet itautau. 
EXO.39.25+EXO.39.26	Be tikado golo gereirei ngan gol kemikemi, ta tikaukau ga tidae ngan iaoa aea les pade, ta tipalapala gid golo toa oa toman ngan gid abei pomigranet itautau anunud. Be 
EXO.39.27	Be eaba ede toa ele oatainga kapei ngan oaoainga malo ibada malo kemikemi ta ikado Aron ga ele gergeu arangaranga led siot. 
EXO.39.28	Be tibada malo kemikemi ta tikado Aron ilabora aea malo ga ele gergeu arangaranga laborad aea malo pade. Be tibada malo kemikemi ta tikado led sainga pade. 
EXO.39.29	Be tibada malo kemikemi ta tikado Aron irabu aea pus. Be eaba ede mosi aea ibada oaro salumu aea singsingia ga singsingia tede ga bil, ta isaisai sogonga ga idae ngan, mambe 
EXO.39.30	Ga pade, tikado gol ikatinge kakauede iman kilala ngan aea ul, ta titotoi posanga ga idae ngan bedane: 
EXO.39.31	Be tibada oaro salumu aea ede bil ta tikaukau gol ikatinge toa oa ga idae ngan Aron ilabora aea malo, mambe 
EXO.39.32	Toa bedaoa ta tipasala Deo ele palata aea naurata toa ngada oa ga kus. Ngan palata toa oa Deo iluplup toman ngan ele panua. Be gid Israel tikado naurata toa ngada oa tutui mambe 
EXO.39.33	Ga kus ta tibada danga sisid toa ngada oa ga ila pan Moses. Tibada Deo ele palata toman ngan aea malo ga aea danga sisid ga bedane: aea lingau, ga gid didnga ituatua, ga palata aea lapinga, ga gid kadanga toman ngan ad kadanga ipu, 
EXO.39.34	ga aea robinga tikado ngan sipsip arangaranga tinid kukul toa tisama ngan pulo singsingia, ga aea robinga ede pade tikado ngan rui tinid kukul, ga malo kapei toa ipoga palata ilolo ga iman rua, 
EXO.39.35	ga korol apu aea toman ngan aea sig, ga korol ipao toa sing ipatarui Deo ilolo ngan, 
EXO.39.36	ga bret tenainga aea toman ngan aea popou ga aea danga sisid ngan dolnga bret tenainga aea ga ienono Deo imatai, 
EXO.39.37	ga lam iae gol toman ngan aea lam, ga aea danga sisid padengada, ga lam aea bude, 
EXO.39.38	ga popou gol iman tenainga nabene aea, ga bude iman kilala ngan danga sisid ton Deo, ga nabene ikado basu iuad kemi, ga malo kapei iman palata iaoa aea pakalanga, 
EXO.39.39	ga popou bras iman tenainga aea toman ngan aea kakari bras, ga popou bras aea sig, ga aea danga sisid padengada, ga tabla eau aea toman ngan aea popou, 
EXO.39.40	ga gid malo silasila aea toman ngan ad kadanga ga gid kadanga ipu, ga malo kapei ipakala silasila iaoa, ga silasila aea oaro toman ngan gid kisinga gereirei ngan kisinga gid oaro. Tota tibada Deo ele palata aea danga sisid toa ngada oa ga ila pan Moses. Ngan palata toa oa, Deo iluplup toman ngan ele panua. 
EXO.39.41	Ga pade, tibada gid sogonga togid panua tenainga ad ga ila pan Moses ga bedane: Aron aea sogonga tutui tenainga aea, ga ele gergeu arangaranga ad sogonga kemikemi tenainga aea. Sogonga toa oa, eine ngan gid panua tenainga ad tidol ngan kadonga led naurata Deo ele palata iloleai, ngan tibur toa aea ul kapei tede.
EXO.39.42	Toa bedaoa ta gid Israel tipasala naurata toa ngada oa tutui mambe 
EXO.39.43	Be Moses imata inasi danga toa ngada oa gid panua tikado, ta igera mambe tikado tutui mambe 
EXO.40.1	Idio ta 
EXO.40.2	“Ngan rai toa ne aea taiko imuga, ngan taiko toa ne aea ado imuga, manta pagun leg palata, toa gitaingada taluplup ngan. 
EXO.40.3	Be dol korol apu aea ga idudunga ngan leg palata, ga kus ta apakantutu malo kapei toa ipoga leg palata ilolo ga iman rua, ta dol korol apu aea ga idio muriai ngan. 
EXO.40.4	Ga kus ta bada popou tenainga bret aea ga idudunga leg palatai, ta lalo aea danga sisid ga idae ngan. Ga kus ta bada lam iae ta dol aea lam ga tidae ngan. 
EXO.40.5	Ga kus ta bada popou gol iman nabene aea, ta dol ga idudunga leg palata iloleai, ngan tibur toa aea ul kapei tede, iadag ngan korol apu aea. Ga kus ta apakantutu palata iaoa aea malo.
