MAT.1.1	Ay niy de dawét i de katufua Jesu Kristo, sani ségétéwe séfu Datu Dabide séfu Abraham. 
MAT.24.37	I késéfule guwe ségiléw bé gai Noehe. 
MAT.24.38	Non bé gai Noehe, amun gédétén gégumah i dunuke, i de étéw énda ménbuku ro. Yamula ménama ro, méniném ro, ménawag ro taman bé gaiy kéahur Noehe dob barkowe. 
MAT.24.39	Non i de étéw énda énggétiga roy ati mérigowe séko. Endob tékow énggumah i dunuke atin ménléné ro kéluhanan saliyu bé Noehe brab de samungén. Ségiléw so bé niy kétékow i késéfule guwe. 
MAT.24.40	Bé béno gai, wén i ruwo gétéw lagéy diyo gémalbék dob safade, atin i ségétéwe de dotén brab i ségétéwe de méféled. 
MAT.24.41	Atin wén i ruwo gétéw do libun gémiling, atin i ségétéwe de dotén, brab i ségétéwe de émféled. 
MAT.24.42	Ingat gom mélaw, non énda gétiga kom i gaiy késéfule i Kadna kome, sani Begéne. 
MAT.24.43	Fétuntay gom i ni ufama. Amuk i gefee bé lawie gétiga noy gaiwe gégumah i ménakawe, énda fo fidongén brab énda fédayaé no mahur i ménakawe. 
MAT.24.44	Mélaw fatut tafay gom sénga tékélid. Non séfuleu bé gaiwe énda karangé kom de.
MAT.24.45	“Ati gésarigone brab gétuwane sugu-suguén? Been i sugu-suguéne sénarigoy amu ne méguléw bé de dumo no sugu-suguén, inok irayén i de amaén bé fatute gai. 
MAT.24.46	Toow fo moror i ni sugu-suguén ké séfule i amu ne brab gito no rémigo bé kaane galbék loo bé fatute. 
MAT.24.47	Béréhé ku begom i toowe, i amue ni sarigé noy kéluhanay de kaan do éntingayén dob ni sugu-suguén. 
MAT.24.48	Endob amuk tete i adat i ni sugu-suguén atin fégitungé no mano, ‘Mérugay sénay késéfule i amu guwe.’ 
MAT.24.49	Atin féganaya noy lémubage bé de dumo no sugu-suguén, atin mama brab miném séréngan bé de molon. 
MAT.24.50	Tidéw béno, séfule i amu ne bé gaiwe énda gétigay ni de sugu-suguén, atin kétékowan. 
MAT.24.51	Mélaw i amu ne, kukumé noy ni sugu-suguén atin fédiyoé no dob gonoy de ubo-ubo étéw. Diyo kémérew brab kémigét i de kifé no.”
MAT.25.1	Atin nuret Jesuse man i sébaane binuwaya fantag bé késéfule ne mano, “I kéféguléw i Tuluse loo bé ni. Wén i do folo gétéw kénogon. Nangéy ro bénalak i ségétéwe témérima lagéy. I séngae kénogon wén i kaan solo nuwit. 
MAT.25.2	Endob i limowe de gétéw do béngu brab i de limo de gétéw do métilédtéd. 
MAT.25.3	Non i de limo de do béngu ménuwit ro do solo éndob énda i do wayégén. 
MAT.25.4	Endob i de limo de gétéw do métilédtéd nuwit roy de solo brab de katiya ménféno fitroliyo. 
MAT.25.5	Tidéw béno, ménlis i témérimawe ni lagéy. Atin mélaw ménwaléy manat i de ni folo gétéw kénogon. Atin énggéfidong ro.
MAT.25.6	“Amun kérara kélungononén, wén i mékese mano, ‘Ay ni nén i témérimawe lagéy énggumahén! Enggomén, angéy gom balak.’ 
MAT.25.7	Sonom béno, méntek i de folo ni gétéw kénogon, atin ténumo roy de solo ro. 
MAT.25.8	Tidéw béno, i de béngu ni do kénogon bénréh ro dob de métilédtéd do kénogon maro, ‘Irayan gey bé fitroliyo goma nan, non ménfadéng i de solo gey.’ 
MAT.25.9	Endob séménumbul i de métilédtéd do kénogon maro, ‘Enda fakayén non kulang i fitroliyo geye ké tukido key de begom. Fatut angéy gom de béléy kagom.’ 
MAT.25.10	Mélaw ménagéw i de béngu ni do kénogon inok méléy ro do fitroliyo. Atin amun ménagéw ro, énggumahén i témérimawe lagéy. Atin i limowe de do énggétafay, ménodor ro bé témérimawe ni lagéy ménahur ro dob uyote. Tidéw béno, ménfintuén i béngawane.
MAT.25.11	“Enda mérugayén tidéw béno, énggumah man i de béngu do kénogon. Atin téménawag ro maro, ‘Maistéro, féahurén gey.’ 
MAT.25.12	Endob séménumbul i témérimawe ni lagéy mano, ‘Tintu fo énda gélolo gu begom.’ ”
MAT.25.13	Atin fénggilid Jesusey binuwayae ni mano, “Been i funa kome fatut mingat. Non énda gétiga kom i gai guwe séfule.”
MAT.25.14	Atin ménuret man i Jesuse sébaan binuwaya fantag bé kéféguléw i Tuluse bé de étéwén mano, “Wén i ségétéwe étéw ménagéw mangéy dob mérayue ingéd. Amun énda séna magéwén de, ténawagén i de sugu-sugué no atin sénarigén i de languntama no dob berowe. 
MAT.25.15	Nirayén dob séngae sugu-suguén loo bé kétilédtéd ruwe. Dob sunguwe de niraya no limo ngibu kurta. Atin dob géruwowe de niraya no ruwo ngibu, atin dob gétéléwe de niraya no séngibu kurta. Tidéw béno, ménagéwén i ni étéw ménangéy dob mérayue ingéd. 
MAT.25.16	Sonom so bé kéagéw i amu ruwe, i sunguwe sugu-suguén méndagang-dagang. Atin énggéinség de limo ngibu kurta. 
MAT.25.17	Atin loo so bé niy rénigoy géruwowe sugu-suguén, atin énggéinség de ruwo ngibu kurta. 
MAT.25.18	Endob i gétéléwe sugu-suguén ménagéw brab kéménalut dob fantade, atin lénébéngén i séngibuwe kurta sénarig dob beene.
MAT.25.19	“Tidéw béno, amun ménrugayén, ménséfule i amu ruwe atin ténawagén i de sugu-sugué no inok étuké noy kurta ne. 
MAT.25.20	Atin i sunguwe sugu-suguén, téméningé brab ménbéréh dob amu ne mano, ‘Amu, ay niy limowe ngibu kurta sénarigém dob begéne. Ay ni soy limowe ngibu kurta inségén.’ 
MAT.25.21	Atin ménbéréh i amu ne mano, ‘Fiyo, mésarigon go brab fiyo go sugu-suguén. Non mésarigon go bé klohe, mésarigon go so bé médoowe. Méuyotu ké moror go séréngan begén.’ 
MAT.25.22	Tidéw béno, i géruwowe sugu-suguén téméningé brab ménbéréh mano, ‘Amu, ay niy ruwowe ngibu kurta sénarigém dob begéne. Atin ay ni soy ruwowe ngibu inségén.’ 
MAT.25.23	Tidéw béno, ménbéréh i amu ne mano, ‘Fiyo, mésarigon go brab fiyo go sugu-suguén. Non mésarigon go bé klohe, mésarigon go so bé médoowe. Méuyotu ké moror go séréngan begén.’ 
MAT.25.24	Tidéw béno, téméningé i gétéléwe sugu-suguén. Atin ménbéréh mano, ‘Amu, gétiga ku beem métégas go fo étéw. Edoté moy békéne kaam, brab kétéwé moy békéne nohokém. 
MAT.25.25	Mélaw mégilaku fo beem. Atin mélaw, ménagéwu brab bénunéy guy kurta me dob fantade inok énda métadino. Atin téngténgém, ay niy séngibuwe kurta sénarigém dob begéne.’ 
MAT.25.26	Tidéw béno, ménkérit i amu ne, atin ménbéréh mano, ‘Tete go fo sugu-suguén brab faukén go fo toow. Aw gétiga mo médotu kun bé békéne kagén, brab kéntéw guy békéne nohok gu? 
MAT.25.27	Amuk kémarang go loo bé nan, fatut damén féndiyoém i kurtae dob bangkue inok buluk séfuleu, fakay doté ku brab wén i inségén.’ 
MAT.25.28	Tidéw béno, bénréh i amue ni dob de étéw dob sékulo ruwe téménindég mano, ‘Dot gom i kurta ne atin iray gom dob ségétéwe wén i folo ngibu kurtaén. 
MAT.25.29	Non i de étéw mésarigon ro, umanan irayan inok waléy médooy karowe de. Endob i de étéw énda mésarigon ro, fiyon i klohe dob berowe dotén so. 
MAT.25.30	Atin i ni tete sugu-suguén, ibér gom dob liyuwe dob délémone gonon. Diyo kémérew brab kémigét i de kifé no.’ ”
MAT.25.31	Atin ménuret man i Jesuse ségiyo binuwaya mano, “I Nga i Kéilawane, sani Begéne, amuk séfuleu begey i de télaki gu inok méguléw, mésaru dob sarane kay méguléwe. 
MAT.25.32	Atin mélimud dob adafa kuwey kéluhanay de étéw. Atin féganané kuy de fiyo étéw bé de tete étéw ségiléw bé kéféganay témalimae bili-bili bé de bili-bili no brab de kambing. 
MAT.25.33	Atin fédiyoé kuy de fiyo étéw dob kuwono kuwe atin fédiyoé kuy de tete étéw dob biwong guwe. 
MAT.25.34	Atin i Begéne, sani méguléwe, béréhé ku dob de fiyo étéw dob kuwono kuwe maku, ‘Fénfiyoy Abay guwe Tulus begom. Enggomén, ahur gom dob kéféguléw i Tuluse loo bé kébantak ne de tidéw bé kélimbag ne bé duniyae ni. 
MAT.25.35	Non amun ménlayafu, fénama gom Begén. Atin amun méntéruménu, féniném gom Begén. Atin amun énda séna gélolo gom Begén, ténayakuf gom Begén dob de lawi gom. 
MAT.25.36	Atin amun énda i kégal gu, fénkégal gom Begén. Atin amun déménruunu, ténalima gom Begén. Atin amun ménférisuwu, ténukaw gom Begén.’ 
MAT.25.37	Tidéw béno, i de ni fiyo étéw émbéréh dob Begéne maro, ‘Kadnan, kédiron i kégito geye Beem mélayaf atin fénama gey Beem, taloo no térumén go atin féniném gey Beem? 
MAT.25.38	Brab kédiron i kétayakuf geye Beem dob de lawi gey fiyon fo ké énda séna gélolo gey Beem? Brab kédiron i kégito geye Beem félawas atin féngkégal gey Beem? 
MAT.25.39	Brab kédiron i kégito geye Beem déméruun taloo no ménférisu go atin ténukaw gey Beem?’ 
MAT.25.40	Tidéw béno, béréhé ku bé de fiyo étéw maku, ‘Béréhé ku begom i toowe, amun ménggédaw gom bé ségétéwe gérifantad dumo gu, maak ménggédaw gom so Begén.’ 
MAT.25.41	Tidéw béno, béréhé ku dob de étéw dob biwong guwe maku, ‘I begome médait gom mékukum, férayu gom tidéw dob Begéne. Angéy gom dob aféye énda émfandaén taman sa taman méntafayén ka Satanase brab de kaan do kuyug do saitan. 
MAT.25.42	Non amun ménlayafu, énda fénama gom Begén. Atin amun méntéruménu, énda féniném gom Begén. 
MAT.25.43	Atin amun énda gélolo gom Begén, énda ténayakuf gom Begén dob de lawi gom. Atin amun énda i kégal gu, énda fénkégal gom Begén. Atin amun déménruunu brab amun ménférisuwu, énda ténalima gom Begén.’ 
MAT.25.44	Tidéw béno, i de ni tete étéw émbéréh ro maro, ‘Kadnan, kédiron wayoy kégito geye Beem mélayaf taloo no térumén, taloo no ségétéw go énda gélolo gey de, taloo no énda i kégalém, taloo no déméruun, taloo no ménférisu, atin énda ténabang gey Beem?’ 
MAT.25.45	Atin i Begéne, sani méguléwe, sumbulo ku bero maku, ‘Béréhé ku begome i toowe, amun énda ténabang gom i ségétéwe toow fo gérifantad kuyug gu, maak énda so ténabang gom Begén.’ 
MAT.25.46	Tidéw béno, i de ni do tete étéw, féangéyé ku bero dob uleono emferno inok mékukum ro taman sa taman. Endob i de métintu do étéw gédoté roy umule magufusa.”
MAT.26.1	Amun énggilid i Jesuse témoro bé de ni, ménbéréh dob de kuyugén mano, 
MAT.26.2	“Gétiga kom amuk méifus i ruwowe gétérésangan, gégumah i gaiy kanduli tome do Judio féndawét ‘Témara.’ Bé béno, i Begéne sani Nga i Kéilawane, atéénu inok féléhué ro Begén dob kruse.”
MAT.26.3	Bé béno so, i de odoroy de fadi brab de odoroy de Judio, ménlimud ro dob lawi i gérotore fadi féndawét Kayafas. 
MAT.26.4	Diyo ménséfagayun ro kéfoé roy Jesuse inok féléhuén. Endob bénantak ro rigonén ké énda i ségiyo étéw de gétigan. 
MAT.26.5	Ménsébéréh ro maro, “Békén saén bé lala tome kémanduli, kinok wén i mérimbur bé de étéw.”
MAT.26.6	Atin diyo i Jesuse dob lawi i ségétéwe ménadi-adinén fémuteén féndawét Simon, dob ingéde Betania. 
MAT.26.7	Atin bé lala Jesuse mama, énggumah i ségétéwe libun wén i fiyo katiyaén ménféno bé balilagae nor fégéféamut. Atin ménfégédét dob Jesuse, atin lénukaén dob uléw ne. 
MAT.26.8	Endob i de kuyugén, amun énggito roy ni rénigoy libune ni, ménwaléy ro mékérit. Atin ménbéréh ro maro, “Sedek séninggula saén i nan fégéféamut? 
MAT.26.9	Non amuk fénbéléy damén i nan nor, wén i médoo kurta gédotén de brab iray damén dob de méskinan.”
MAT.26.10	Endob i Jesuse énggétiga noy kébéréh ruwe, atin ménbéréh mano, “Kagom dowoyén i libune ni. Non toow fo fiyoy rénigo nuwe dob Begéne. 
MAT.26.11	I de méskinan taus ro bati dob begome sénga tékélid, éndob i Begéne énda démoyunu bati dob begome. 
MAT.26.12	Bé kéluka ne bé fégéféamute dob Begéne, fégétafay bé lowoh guwe ké lébéngénu. 
MAT.26.13	Atin béréhé ku begom i toowe, dob séngae gonon dob duniyae ni uretén i Fiyowe Uret, uretén soy kérigo nuwe Begén. Mélaw i de étéw gétédémo roy ni libun.”
MAT.26.14	Tidéw béno, i ségétéwe bé de folo bra ruwo kuyugén féndawét Judas Iskariot ménangéy dob de odoroy de fadi. 
MAT.26.15	Atin ménénginsa dob berowe mano, “Firoy i iray gome begén ké fékéfo guy Jesuse dob begome?” Atin bénayada ro téléw folo félatah. 
MAT.26.16	Tidéw bé no gai, sénléd Judasey fiyowe gai fékéfoén i Jesuse.
MAT.26.17	Amun dob sunguwe fuweh bé kékanduli i de Judio féndawét “Fan énda i Fégéfééruk de” look “Témara”, i de kuyugén ménangéy ro dob Jesuse atin ménénginsa ro maro, “Hon i kétaya muwe gono key témafay bé amaé muwe bé ni kanduli?”
MAT.26.18	Atin séménumbul i Jesuse mano, “Angéy gom Jerusalem atin béréh gom dob étéwe diyo makom, ‘Enggumahén kun i uras i Maistérowe. Mélaw mamung bé kékandulie “Témara” begey i de kuyugén dob lawi me.’ ”
MAT.26.19	Mélaw i de kuyugén nodoro roy kébéréh Jesuse, atin ténafay roy amaé ruwe kay kandulie féndawét “Témara” dob no lawi.
MAT.26.20	Amun kélungononén, i Jesuse ménsar mama séréngan bé de folo bra ruwo gétéw kuyugén. 
MAT.26.21	Bé lala ruwe mama, bénréh Jesuse mano, “Béréhé ku begom i toowe, wén sékoy ségétéwe begom émfékéfo Begén.”
MAT.26.22	Tidéw béno, toow fo méntete i de fédéw i de kuyugén, atin ménénginsa i séngae ségétéw bero dob Jesuse maro, “Kadnan, békén begén, hay?”
MAT.26.23	Séménumbul i Jesuse mano, “I ségétéwe séréngan Begén mérém fan, beeney émfékéfoe séko Begén. 
MAT.26.24	I Nga i Kéilawane, sani Begéne, méléhuu loo bé kébéréh i Ménsulate Kébéréh i Tuluse. Endob toow fo mékégédaw-gédaw i émfékéfoe Begén. Mas na fiyo dob beene ké énda damén ménumah i ni étéw, non mékukum fo toow.”
MAT.26.25	Tidéw béno, ménbéréh i Judase sani ménfékéfoe de mano, “Maistéro, békén begén, hay?”
MAT.26.25	Atin séménumbul i Jesuse mano, “Hoo, beem.”
MAT.26.26	I lala ruwe mama, éndot Jesusey fane brab ménfésalamat dob Tuluse. Tidéw béno, sénkébeng-kébengén, brab sénaarén dob de kuyugén. Atin ménbéréh mano, “Ay niy lowoh guwe. Dot gom brab ama gom.”
MAT.26.27	Tidéw béno, éndot Jesusey tabue wén i arak de atin ménfésalamat dob Tuluse. Atin nirayén dob berowe mano, “Iném gom de, kéluhana kom. 
MAT.26.28	Non been i niy dara guwe, sani tandae bé fasad i Tuluse, réménanas inok méfésagadan i de sala i de médoo do étéw. 
MAT.26.29	Béréhé ku begom, éndaén minému arak taman dob gaiwe minému mantu arak séréngan begom amuk méguléw i Abay guwe Tulus dob de étéwén.”
MAT.26.30	Tidéw béno, kéménanta ro sébaan kanta démayéw bé Tuluse. Tidéw béno, ménagéw ro mangéy dob tuduke féndawét Olibo.
MAT.26.31	Atin ménbéréh i Jesuse dob de kuyugén mano, “Kino séko bé ni kélungonon méraréy gom kéluhanan tagaké kom Begén non wén i Ménsulate Kébéréh i Tuluse mano, ‘Féléhué kuy témalimae bé de bili-bili, atin i de bili-bili no émbéragar ro.’ ” 
MAT.26.32	Atin féntaus Jesusey kébéréh me mano, “Endob amuk tébuleu, magéwu métah begom mangéy Galilea.”
MAT.26.33	Tidéw béno, ménbéréh i Pedrowe dob Jesuse mano, “I begéne, énda fo tagaké ku Beem, fiyon fo ké méraréy i kéluhanay de dumo gu.”
MAT.26.34	Endob ménbéréh man i Jesuse mano, “Béréhé ku beem i toowe, bé énda séna ukoro i férufete bé ni kélungonon, dirungé mo Begén téléw gule bé énda gélolo mo Begén.”
MAT.26.35	Ménbéréh man i Pedrowe mano, “Enda fo dirungé ku Beem, fiyon fo ké méléhuu séréngan Beem.”
MAT.26.35	Atin loo so bé niy kébéréh i de kéluhanay de dumo kuyugén.
MAT.26.36	Tidéw béno, ménagéw i Jesuse beroy de kuyugén dob gonone féndawét Getsemani. Amun énggumah ro diyo, ménbéréh i Jesuse dob berowe mano, “Sar gom dob ni bé lala guwe mangéy démasal dob diyoo.” 
MAT.26.37	Atin nuwitén i Pedrowe brab de ruwo gétéw lagéy nga Sebedeowe, sani Santiagowe brab Juane. Atin méntete i fédéw Jesuse brab ménbuku fo toow. 
MAT.26.38	Atin ménbéréh dob de ni téléw gétéw kuyugén mano, “I fédéw guwe toow fo ménbuku taman toow fo démawét. Bati gom dini, brab tulik gom.”
MAT.26.39	Tidéw béno, ménagéw i Jesuse gumaha témabar. Atin méntéléngkéb méntédunsum brab déménasal mano, “Abay, amuk fakay saén, kago fédayaén Begén mérasay. Endob i kaame saén kétayan i mérigowe damén, békén kagén kétayan.”
MAT.26.40	Tidéw béno, ménséfule dob de téléw ni gétéw kuyugén. Atin énggito no bero énggéfidong. Ménbéréh dob Pedrowe mano, “Aw énda wayo gétulik go fiyon ségéuras saén?” 
MAT.26.41	Atin ménbéréh dob berowe téléw gétéw mano, “Tulik gom, atin dasal gom inok énda métukawan gom. Méuyot gom rémigo bé kétaya kuwe, éndob i de lowoh gom mélubay brab magad géfélis bé de sugu gu.”
MAT.26.42	Tidéw béno, ténagak Jesuse man bero, atin déménasal mano, “Abay, amuk énda fakayén ké géséliyahu bé ni kérasay, mérigo damén i kétaya muwe.” 
MAT.26.43	Tidéw béno, ménséfule man i Jesuse mangéy dob de téléw ni gétéw kuyugén. Atin énggito no bero énggéfidong non toow ro fo manat.
MAT.26.44	Tidéw béno, ténagak Jesuse man bero bé gétéléwe gule inok démasal. Atin déménasal ségiléw so bé énggéétahe de. 
MAT.26.45	Tidéw béno, ménséfule man mangéy dob de téléw ni gétéw kuyugén atin ménbéréh dob berowe mano, “Aw tafay gom so fidong brab témérén? Téngténg gom! Enggumahén i urase fékéfo i Nga i Kéilawane, sani Begéne, atin atéénu dob de ménsala étéw. 
MAT.26.46	Na, tek gom, magéw tomén. Téngténg gom, ay nan nén gégumah i émfékéfoe Begén!”
MAT.26.47	Amun émbéréh sénay Jesuse, énggumah i Judase sani ségétéwe bé de folo bra ruwo gétéw kuyugén. Atin wén i dakéle ménlimud étéw dob beene énggumah. Non sénugu i de odoroy de fadi brab de odoroy de Judio bero. Atin ménuwit ro do sundang brab do bastun. 
MAT.26.48	Atin énggétiga roy ati fégélolono ruwe bé Jesuse, non amun énda séna gégumah ro diyo, bénréh Judase bero mano, “I étéwe aréké ku, kéfo gom non Been.”
MAT.26.49	Mélaw sonom so bé kégumah Judase, ménfégédét dob Jesuse brab ménbéréh mano, “Fiyo kélungonon, Maistéro.” Tidéw béno, narék Judasey Jesuse.
MAT.26.50	Tidéw béno, ménbéréh i Jesuse dob Judase mano, “Adih, fétausém i kérigo muwe bé rigoné muwe.”
MAT.26.50	Tidéw béno, i de étéw ménodor bé Judase, ménfégédét ro dob Jesuse brab kénéfo ro. 
