MAT.1.1	Nigaj ijkuilijtoꞌ ito̱ka̱mej yej iyikyapatajwe̱wejmej Jesucristo,
MRK.6.7	Iwá̱n Jesús kino̱tzaꞌ ino̱mej doce idisci̱polojmej. Iwá̱n pe̱ꞌ kitijti̱tan iga maya̱ka̱n ojo̱me̱n. Iwá̱n kimáꞌ poder iga wel makiki̱xti̱ka̱n ma̱lespi̱ritojmej. 
MRK.6.8	Iwá̱n kijlijkej iga amo makiwi̱gaka̱n nité̱ ipan ojti ka̱n ya̱skej, petz bastón. Kijlijkej iga amo makiwi̱gaka̱n mórra̱l, niga tákual, niga tomi̱n. 
MRK.6.9	Iwá̱n makajakijtia̱ka̱n igakmej, iwá̱n sejse̱san ikua̱chmej, ayá̱ꞌ este ojo̱me. 
MRK.6.10	Iwá̱n kijlijkej no̱:
MRK.6.10	—San ka̱n amasitij, ipan se̱ kajli ka̱n wel amonoskej, ómpaoꞌ xika̱wika̱n este matami amotekipáno̱l iwá̱n anki̱saskej ipan inó̱n a̱ltepe̱ꞌ. 
MRK.6.11	Iwá̱n siga kanaj ayá̱ꞌ mitzo̱mema̱wiáj niga mitzkakisnekij, xiki̱saka̱n ompa, xiktzejtzelo̱ka̱n amokxita̱lpíno̱l iga makimatika̱n iga ayá̱ꞌ kichijkej yej ye̱kti. Nimitzijliáj iga ino̱mej, kua̱ꞌ Dios tajuzga̱ro̱j, yejemej má̱j kikno̱chi̱waskej que yej de Sodoma iwá̱n de Gomorra iga ayá̱ꞌ mitzo̱mema̱wijkej.
MRK.6.12	Jesús idisci̱polojmej ki̱skej iga kipojtinenkej iga la gente mamoyo̱lpata. 
MRK.6.13	Iwá̱n yejeme̱n komati kiki̱xtijkej ma̱lespi̱ritojmej, iwá̱n kikua̱pa̱tzojkej iga aceite miaꞌ yej we̱titoyaj, iwá̱n achitiakej.
MRK.6.14	Nó̱ya̱nya momatiá yej kichij Jesús, no̱ kimatiꞌ el rey Herodes, iwá̱n kijtoj:
MRK.6.14	—Juan yej tabautiza̱rowa̱ya ojpa‑isaꞌ sej ka̱n miktoya, inó̱n iga wel kichi̱wa milagro yej ayí̱ꞌ mo‑ita.
MRK.6.15	Sekin kijtowa̱yaj:
MRK.6.15	—Ini̱nwaꞌ leju̱ntoj Elías.
MRK.6.15	Iwá̱n sekin kijtowa̱yaj:
MRK.6.15	—Ini̱nwaꞌ profeta kensan yej ikyapamej profe̱tajmej.
MRK.6.16	Kua̱ꞌ Herodes kikaguiꞌ iní̱n, kijtoj:
MRK.6.16	—Ini̱nwaꞌ Juan yej nitatekimáꞌ iga makikechtekika̱n, iwá̱n iná̱n ojpa‑isaꞌ ka̱n miktoya.
MRK.6.17	Gobernador Herodes kisiwa̱kui̱lij iyikni̱n yej ito̱ka̱ꞌ Felipe. Isiwa̱ꞌ ito̱ka̱ꞌ Herodías. Herodes tatekimáꞌ iga Juan makilpi̱ka̱n iga cadena iwá̱n makipre̱sojwi̱ka̱n, iga 
MRK.6.18	Juan ijkí̱n kiji̱xko‑ijlij Herodes:
MRK.6.18	—Aye̱kti iga tiksiwa̱kui̱lij mokni̱n.
MRK.6.19	Herodías kijiyaya Juan iwá̱n kinekiá makimikti, eꞌ ayá̱ꞌ welitiaya, 
MRK.6.20	iga Herodes kimatiá iga Juan ayá̱ꞌ nemi kichi̱wa yej aye̱kti, yéj ye̱ꞌnemiá, iwá̱n kimajmawilia̱ya, inó̱n iga ayá̱ꞌ kinekiá iga isiwa̱ꞌ makimikti Juan. Herodes kiye̱ꞌkakiá ken iga ta̱tapowaya Juan, malej iga ayá̱ꞌ kentende̱rowa̱ya inewi. 
MRK.6.21	Eꞌ Herodías kásiꞌsan ken iga yawi kimikti̱ti Juan. Kua̱ꞌ asiꞌ icu̱mpleaños Herodes, ilwichij, kitamáꞌ yejsan je̱fejmej iwá̱n comanda̱ntejmej iwá̱n yej manda̱rowaj Galilea. 
MRK.6.22	Kua̱ꞌ nentoꞌ ilwiꞌ, isiwa̱piltzi̱n Herodías mijto̱tij. Iwá̱n Herodes iwá̱n yej íwa̱n sentakuajtoyaj kipoxye̱ꞌitakej ken iga mijto̱tij, iwá̱n Herodes kijlij takotzi̱n:
MRK.6.22	—Xine̱tajtanili santé̱ tiknekis, iwá̱n nimitzmakas.
MRK.6.23	Herodes kinojma‑ijtoj iga kimakas san te̱ kitajtanili̱j, malej iga makitajtani iga makimanda̱ro tajko país. 
MRK.6.24	Kua̱ꞌ takotzi̱n ki̱saꞌ ompa, kijlij iye̱ꞌ:
MRK.6.24	—¿Té̱ niktajtanili̱j?
MRK.6.24	Iye̱ꞌ kijlij:
MRK.6.24	—¡Xiktajtani itzontekon Juan yej tabautiza̱rowa!
MRK.6.25	Takotzi̱n kalaꞌ nimaní̱n ka̱n onoya Herodes, iwá̱n kijlij:
MRK.6.25	—Nikneki xine̱maka sémisan ipan se̱ plato itzontekon Juan yej tabautiza̱rowa.
MRK.6.26	Iwá̱n Herodes poxsan mokno̱matiꞌ, eꞌ como kíjtoja iga nochi kichi̱was san te̱ motajtanili̱j, iwá̱n kikakikej yej ompa takuajtoyaj, inó̱n iga kichij yej kitajtanilijkej. 
MRK.6.27	Imani̱nsan el gobernador kitekimáꞌ se̱ isolda̱doj iga makiwajliguili itzontekon Juan. 
MRK.6.28	Inó̱n soldado yajki kikechtekito Juan ka̱n onoya preso. Iwá̱n kiwi̱gaꞌ itzontekon ipan se̱ pla̱tojwé̱j, kimajkui̱ltij takotzi̱n iwá̱n yéj kimakato iye̱ꞌ.
MRK.6.29	Kua̱ꞌ kimatikej idisci̱polojmej Juan, yajkij kikuitoj ka̱n miktoꞌ, iwá̱n yajkij kito̱katoj.
MRK.6.30	Iwá̱n apo̱stolejmej
MRK.6.31	Jesús kijlij iyapo̱stolejmej:
MRK.6.31	—Xine̱tokaka̱n, matia̱ka̱n matimose̱wi̱tij ka̱n ayagaj onoꞌ.
MRK.6.31	Iga miaꞌ yej asiáj iwá̱n ya̱yaj, iwá̱n wi̱tziáj má̱j, este Jesús iwá̱n idisci̱polojmej ayoꞌ kasiáj lugar iga takua̱yaj. 
MRK.6.32	Jesús iwá̱n iyapo̱stolejmej tejkajkej ipan á̱ka̱l iga yajkij ka̱n ayagaj onoꞌ. 
MRK.6.33	Eꞌ miaꞌ kitaꞌ kua̱ꞌ yajkij. Ki̱xmatikej iga Jesús, iwá̱n yej ichajcha̱n ipan a̱ltepe̱mej, ompiga motalojkej ka̱n yawi Jesús, iwá̱n achto yejemej asikej. 
MRK.6.34	Kua̱ꞌ Jesús ki̱saꞌ ipan á̱ka̱l, kitaꞌ iga poxsan mialo̱ꞌ, iwá̱n kikne̱lij. Kitaꞌ iga yejeme̱n ken borre̱gojtzitzi̱n
MRK.6.35	Kua̱ꞌ tió̱taꞌya, idisci̱polojmej kijli̱toj Jesús:
MRK.6.35	—Tió̱taꞌya iwá̱n nigaj ayagaj cha̱ntitoꞌ. 
MRK.6.36	Xikijli tokni̱mej iga maya̱ka̱n ipan a̱ltepe̱tzitzi̱n iga makikowatij te̱ kikuaj.
MRK.6.37	Eꞌ Jesús kijtoj:
MRK.6.37	—Amejeme̱n xiktamakaka̱n.
MRK.6.37	Yejeme̱n kijtojkej:
MRK.6.37	—¡Malej iga manikpiaka̱n ke̱ꞌ se̱ kita̱niá ocho meses, awelsan nikowaskej pa̱n iga nochi!
MRK.6.38	Jesús kijtoj:
MRK.6.38	—¿Ke̱ski pa̱n ankipiáj? Xa̱ka̱n xikitatij.
MRK.6.38	Kua̱ꞌ kimatikej, kijtojkej:
MRK.6.38	—Onoꞌ se̱ mano pa̱n iwá̱n o̱me michin.
MRK.6.39	Iwá̱n kitekimakakej iga mamota̱li̱ka̱n ipan sakatzitzi̱n; 
MRK.6.40	iwá̱n motajta̱lkej de cien iwá̱n de cincuenta. 
MRK.6.41	Jesús kikuiꞌ inó̱n se̱ mano pa̱n iwá̱n inó̱n o̱me to̱poj, ajkotacháꞌ iga kimáꞌ gracias Dios. Iwá̱n kita̱tajkoloj pa̱n, iwá̱n kimajmáꞌ idisci̱polojmej iga makirreparti̱ro̱ka̱n. No̱ kirreparti̱roj michin. 
MRK.6.42	Takuajkej inochimej este ijixwikej. 
MRK.6.43	Iwá̱n disci̱polojmej kite̱mijkej doce chikiwiꞌ pa̱n iwá̱n michin yej ayꞌ mokuaj. 
MRK.6.44	Yej takuajkej, cinco mil tajta̱gaꞌ.
MRK.6.45	Kua̱ꞌ támiꞌya takuajkej, Jesús kitekimáꞌ idisci̱polojmej iga matejkawíka̱nya ipan á̱ka̱l iga maa̱pano̱ka̱n achto yejeme̱n iga maya̱ka̱n se̱ a̱ltepe̱ꞌ yej ito̱ka̱ꞌ Betsaida. Jesús tanawatijtiká̱wigoꞌ. 
MRK.6.46	Kua̱ꞌ tanawátija, Jesús ora̱do̱to ipan tepe̱ꞌ. 
MRK.6.47	Kua̱ꞌ tayowátiꞌya, á̱ka̱l ka̱n nemi ya̱yaj disci̱polojmej, ya̱yay tajko laguna. Iwá̱n Jesús onóyaoꞌ ka̱n ka̱wiꞌ. 
MRK.6.48	Kitaꞌ iga idisci̱polojmej ayoꞌ wel a̱rremia̱rowaj, iga ki̱xna̱ntiá̱yajpa ejekaꞌ. Iwá̱n kua̱ꞌ tane̱stíwi̱ꞌya, Jesús kitechoj idisci̱polojmej, nejnentia̱ya iyi̱xko a̱ꞌti; mochij iga némiya pano̱tia̱ya. 
MRK.6.49	Kua̱ꞌ disci̱polojmej kitakej iga agaj nejnentiá iyi̱xko a̱ꞌti, kijtojkej anka á̱nimaj, iwá̱n tzajtzikej. 
MRK.6.50	Inochi̱n kitakej iwá̱n momajtijkej. Eꞌ Jesús imaní̱n kino̱tzkej:
MRK.6.50	—¡Tamelá̱ xonoka̱n! ¡Nej Jesús, amo ximajmawika̱n!
MRK.6.51	Iwá̱n Jesús tejkaj no̱ ipan á̱ka̱l ka̱n onokej iwá̱n pachiwiꞌ ejekaꞌ; disci̱polojmej san tajtachi̱xtikajkej; poxsan madmira̱dojkej. 
MRK.6.52	Yejeme̱n ayá̱ꞌ kiye̱ꞌentende̱rowa̱yaj inó̱n yej ya̱lwapa kichij Jesús iga tatamáꞌ, iga pox kua̱takuaktikej.
MRK.6.53	A̱panojkej iwá̱n asikej ipan ta̱jli de Genesaret; ompa kilpijkej á̱ka̱l ipan a̱te̱n. 
MRK.6.54	Kua̱ꞌ ki̱skej ipan á̱ka̱l, la gente imaní̱n ki̱xmatikej Jesús. 
MRK.6.55	Iwá̱n temota̱ta̱lojkej iga kikuitoj yej we̱titokej ipan a̱ltepe̱mej yej najna̱ꞌsan, kiwajwaligakej ipan tapech iga kika̱wili̱toj Jesús. 
MRK.6.56	Iwá̱n no̱ya̱n ka̱nsan ya̱ya, ipan weyi a̱ltepe̱mej, o siga a̱ltepe̱tzitzi̱n o ipan rancho, ompa kita̱lia̱yaj yej we̱titokej ka̱n panowa Jesús. Iwá̱n kitekiꞌtajtanilia̱yaj iga achi makichijchimili̱ka̱n ite̱mpan itzótzol. Iwá̱n nochi yej kichijchimilijkej achitiakej.
MRK.7.1	Fariseojmej iwá̱n sekin yej tamachtiáj ipan iley Moisés yej wa̱lkej Jerusalén, kitechojkej Jesús. 
MRK.7.2	Yejemej kitakej idisci̱polojmej Jesús iga ayá̱ꞌ moma̱pa̱kakej, iga takuajkej iwá̱n ima̱sokiyomej. Ayá̱ꞌ moma̱pa̱kakej ken tatekimaka ileymej. Inó̱n íga kima̱litakej. 
MRK.7.3	(Iga fariseojmej iwá̱n nochi judiyojmej kitekichi̱waj ken itajwe̱wejmej kitekichi̱wayaj iga ayá̱ꞌ takuaj siga ayá̱ꞌ achto moma̱pa̱kaj miaꞌ ve̱j. 
MRK.7.4	Iwá̱n siga yajkaj tajkoa̱ltepe̱ꞌ, siga aya moma̱pa̱kaj, ayá̱ꞌ takuaj. Iwá̱n onoꞌ miaꞌ yej yejeme̱n kitekichi̱wayaj, ken iga tapajpa̱kalo iwá̱n ken iga mopa̱ka tapech.) 
MRK.7.5	Fariseojmej iwá̱n yej tamachtiáj ipan iley Moisés, tatajtankej:
MRK.7.5	—¿Te iga modisci̱polojmej ayá̱ꞌ kichi̱waj ken tane̱xtilijkej totajwe̱wetkej?, takuaj iwá̱n ima̱sokiyomej.
MRK.7.6	Jesús kijtoj:
MRK.7.6	—Amejeme̱n yej anmopajpantiáj iga anye̱ꞌnemij, ómpaya ken kijtoj el profeta Isaías de amejeme̱n, ijkuilijtoꞌ:
MRK.7.6	Iga amoté̱mejsan anne̱weyimati̱ltiáj,
MRK.7.6	eꞌ má̱j ipan amoa̱lmajmej ni alí̱n nokta ayá̱ꞌ anneejla̱mikij.
MRK.7.7	Ígasan anne̱weyimati̱ltiáj,
MRK.7.7	iga antane̱xtiliáj ken ta̱gaꞌ tatekimaka iwá̱n tane̱xtiliá.
MRK.7.8	Ankikajtejkej ken tatekimaka Dios, iga ankichi̱waj ken tatekimaka ta̱gaꞌ: ken iga tapajpa̱kalo iwá̱n ankichi̱waj miajmiáꞌ yej áchisan ijijkó̱n.
MRK.7.9	No̱ kijlia̱yaj:
MRK.7.9	—Amejeme̱n ankikajte̱waj ken tatekimaka Dios iga ankichi̱waj ken amejéme̱mpa antamachtiáj. 
MRK.7.10	Moisés kijtoj: “Xik‑respeta̱ro motaj iwá̱n moye̱ꞌ”, iwá̱n “Yej makima̱ldeci̱ro itaj iwá̱n iye̱ꞌ, inó̱n mamomíktiya.”
MRK.7.11	Eꞌ amejeme̱n ankijtowaj iga se̱ ta̱gaꞌ wel kijliá itaj o iye̱ꞌ: “Nopáj, nomáj, iná̱n awel nimitzpale̱wi̱j, iga yej nikpiá, inó̱n iga toDio̱s nikmakas noofre̱ndaj.” 
MRK.7.12	Siga ijkó̱n, ankijtówajwaꞌ iga ayoꞌ nokta makipale̱wi itaj iwá̱n iye̱ꞌ. 
MRK.7.13	Iga ijkó̱n ankichi̱waj áyoꞌwaꞌ ankitajto̱lkuij Dios iga má̱j ankitokaj ken yej ikya mochi̱waya iga ijkó̱n amose̱sepanne̱xtiliáj. Miaꞌ yej ankichijtokej yej ijijkó̱mpasan.
MRK.7.14	Jesús sej kino̱tzaꞌ la gente, iwá̱n kijtoj:
MRK.7.14	—Amonochi̱n xikakika̱n iwá̱n xikentende̱ro̱ka̱n yej nia nikijto̱ti: 
MRK.7.15	Nité̱ yej agaj kikua kichi̱wiliá iga Dios ayoꞌ makiye̱ꞌita. Eꞌ yej se̱ kichi̱wa yej aye̱kti, inó̱n sí Dios ayá̱ꞌ kiye̱ꞌita. 
MRK.7.16	Amejeme̱n yej annakasyojkej, xine̱ye̱ꞌkakika̱n.
MRK.7.17	Kua̱ꞌ Jesús kikajtej la gente iwá̱n kálaꞌya kalijtiꞌ, idisci̱polojmej kitajtankej té̱ kijto̱jneki in inó̱n ka̱n mi̱xkui̱tilo. 
MRK.7.18	Jesús kijtoj:
MRK.7.18	—¿In amejeme̱n aya̱ꞌtaj no̱ ankentende̱rowaj? Nité̱ yej agaj kikua kichi̱wiliá iga Dios ayoꞌ makiye̱ꞌita, 
MRK.7.19	iga inó̱n ayá̱ꞌ asi este ipan iya̱lmaj, sino que iyijtíkosan iwá̱n kiki̱xtiá sej.
MRK.7.19	Inó̱n kijtoj iga nochi tákual wel mokua iwá̱n ayá̱ꞌ kitzakuiliá iga makina̱ꞌtecho Dios. 
MRK.7.20	Iwá̱n Jesús kijtoj:
MRK.7.20	—Yej agaj kichi̱wa yej aye̱kti, inó̱n sí Dios ayá̱ꞌ kiye̱ꞌita. 
MRK.7.21	Iga yej kichijtoꞌ yej aye̱kti, ijkó̱n kejla̱ntoꞌ ipan iya̱lmaj; onoꞌ yej na̱miktitoꞌ yej yawi wa̱n seꞌ, sekin masij áyapa mona̱miktiáj, sekin tamiktiá, 
MRK.7.22	onoꞌ yej tachteki, onoꞌ yej kineki makipiá yej ayéj itatki, onoꞌ yej ayá̱ꞌ ye̱ꞌnemi, onoꞌ yej takajkaya̱wa, yej pox tae̱le̱wiá malej iga na̱miktítoꞌya, onoꞌ yej ta‑i̱xita iga kipiasneki tejté̱, yej tapo̱powa, yej moweyimati, iwá̱n yej xejxe̱toꞌnemij. 
MRK.7.23	Nochi ini̱mej yej aye̱kti yej se̱ kichi̱wa, inó̱n ki̱sa ipan iya̱lmaj iwá̱n inó̱n kichi̱was iga Dios ayoꞌ kiye̱ꞌitas.
MRK.7.24	Jesús yajki ipan íta̱l Tiro iwá̱n Sidón. Kalaꞌ kalijtiꞌ iwá̱n yéj ayá̱ꞌ kinekiá iga mamomati, eꞌ awel mi̱ya̱n. 
MRK.7.25	Imaní̱n kimatiꞌ se̱ siwa̱ꞌ yej kipiaya se̱ itaochi̱n yej kipiaya ma̱lespí̱ritoj. Inó̱n siwa̱ꞌ kitato Jesús iwá̱n motankua̱ketzaꞌ iyikxite̱noj. 
MRK.7.26	Inó̱n siwa̱ꞌ sentaman iga griego itájto̱l iwá̱n irra̱zaj sirofenicia. Kitajtanilij Jesús iga achi makiki̱xtili̱ti inó̱n ma̱lespí̱ritoj itaoli̱n. 
MRK.7.27	Eꞌ Jesús kijlij:
MRK.7.27	—Nej achto manikpale̱wi noge̱ntej, siga tej achto nimitzpale̱wiá, ken tikita nikui̱liá tákual ko̱kone̱ꞌ iwá̱n nikmaka pe̱lomej.
MRK.7.28	Siwa̱ꞌ kijtoj:
MRK.7.28	—Je̱kej, ijkó̱n nokta noTe̱ko, eꞌ pe̱lomej yej onokej itampa mesa, kipejpenaj takualta̱tájkol yej ko̱kone̱ꞌ kixi̱niáj ka̱n nemi takuaj.
MRK.7.29	Jesús kijtoj:
MRK.7.29	—Ómpaya ken tikijtoj; welya xaj, ma̱lespí̱ritoj kí̱saꞌya ipan motaoli̱n.
MRK.7.30	Kua̱ꞌ inó̱n siwa̱ꞌ asito icha̱n, kasito itaoli̱n wetztoꞌ ipan tapech, iwá̱n ayoꞌ kipiá ma̱lespí̱ritoj.
MRK.7.31	Jesús sej ki̱saꞌ Tiro iwá̱n pano̱te̱waꞌ Sidón, iwá̱n ipan sekin no̱ a̱ltepe̱mej yej onoꞌ íta̱l diez a̱ltepe̱ꞌ yej kijliáj Decápolis, este asiꞌ ipan laguna de Galilea. 
MRK.7.32	Ompa kiwajliguilijkej se̱ ta̱gaꞌ yej nagastzaktoꞌ iwá̱n yej ayá̱ꞌ pox wel ki̱sa itájto̱l kua̱ꞌ tajtowa, iwá̱n kitajtanilijkej Jesús iga makita̱li ima̱ꞌ ipan inó̱n ta̱gaꞌ iga maachitiá. 
MRK.7.33	Jesús kiwi̱gaꞌ inó̱n ta̱gaꞌ ka̱n iyokamej, iwá̱n kakilij imájpil ipan inakas. Kichijchalwij imájpil iwá̱n kichijchimilij ile̱nguaj. 
MRK.7.34	Iwá̱n Jesús ajkotacháꞌ, este mijneltij, iwá̱n kijtoj:
MRK.7.34	—¡Efata! —yej kijto̱jneki: ¡Xitapówiya!
MRK.7.35	Íkua̱ꞌsan nagastapowiꞌ in inó̱n yej nagastzaktoya, iwá̱n kiye̱ꞌta̱lilij ile̱nguaj iwá̱n welya ye̱ꞌtajtoj. 
MRK.7.36	Jesús kijlijkej ino̱mej iga amo agaj makijli̱ka̱n. Entre más kijlijkej iga amo makijto̱ka̱n, ma̱jwaꞌ kipowatoj. 
MRK.7.37	Iwá̱n la gente poxsan madmira̱dowa̱yaj, iwá̱n kijtowa̱yaj:
MRK.7.37	—Ini̱nya sí kichi̱wa nochi yej ye̱kti, este yej nagastzaktoꞌ kinagastapowa, iwá̱n yej awel tajtowa, wel kitajto̱ltiá.
MRK.8.1	Íkua̱ꞌ poxsan monejnechko̱lo̱ꞌ, iwá̱n akipiayaj te̱ kikuaj. Iwá̱n Jesús kino̱tzaꞌ idisci̱polojmej, kijtoj:
MRK.8.2	—Cho̱ka noa̱lmaj iga ini̱mej gente, iga kipiaya e̱yi días iga nigaj onokej nowa̱n, iwá̱n ayá̱ꞌ kipiáj te̱ kikuaj. 
MRK.8.3	Siga niktijti̱tanij ichajcha̱n, ijkó̱n maya̱ntia̱skej, wel tapoliwij ipan ojti iga sekin wa̱lkej wejka.
MRK.8.4	Idisci̱polojmej kijtojkej:
MRK.8.4	—¿Kén mamotamaka ini̱mej gente nigaj ka̱n ayagaj cha̱ntitoꞌ?
MRK.8.5	Jesús tatajtan:
MRK.8.5	—¿Ké̱skitaj pa̱n ankipiáj?
MRK.8.5	Yejeme̱n kijtojkej:
MRK.8.5	—Sié̱tejsan.
MRK.8.6	Iwá̱n Jesús kijlij la gente iga mamotajta̱li̱ka̱n ta̱lpan, iwá̱n Jesús kikuiꞌ inó̱n siete pa̱n iga kimáꞌ gracias Dios. Iwá̱n kita̱tajkoloj iwá̱n kimajmáꞌ idisci̱polojmej iga yejemej makimajmakaka̱n la gente. 
MRK.8.7	Kipiayaj no̱ alí̱n to̱pojtzitẕin, iwá̱n Jesús kimáꞌ gracias Dios iwá̱n no̱ tatekimáꞌ iga makimajmakaka̱n la gente. 
MRK.8.8	Nochi takuajkej este ijixwikej. Disci̱polojmej kite̱mijkej siete chikiwiꞌ iga takualta̱tájkol yej ayoꞌ kikuajkej. 
MRK.8.9	Iga nóchiya takuajkej ken cuatro mil. Iwá̱n Jesús kijlij la gente iga mayá̱ka̱nya. 
MRK.8.10	Iwá̱n Jesús tejkájkeja ipan á̱ka̱l iwá̱n idisci̱polojmej iga yajkij seꞌ a̱ltepe̱ꞌ yej kijliáj Dalmanuta.
MRK.8.11	Fariseojmej wa̱lkej ka̱n onoꞌ Jesús iwá̱n pe̱ꞌ kikuejkuesino̱tzkej, kitajtanili̱toj iga makine̱xtili̱ka̱n tejté̱ yej ayi̱ꞌpa mo‑ita yej Dio̱ssan wel kichi̱wa. 
MRK.8.12	Jesús achi má̱j mijneltij, iwá̱n kijtoj:
MRK.8.12	—¿Te iga ini̱mej gente kinekij makitaka̱n yej ayi̱ꞌpa mo‑ita?, nimitzijliáj iga ayá̱ꞌ kitaskej.
MRK.8.13	La gente ka̱wikej; Jesús iwá̱n idisci̱polojmej yajkij tejkawitoj ipan á̱ka̱l iga yajkij a̱sentápal.
MRK.8.14	Kua̱ꞌ yajkij ayá̱ꞌ kiwi̱gayaj te̱ kikua̱skej iga ke̱lkajkej, petz sé̱tzi̱nsan pa̱n kiwi̱gayaj ipan á̱ka̱l. 
MRK.8.15	Jesús kijlij idisci̱polojmej:
MRK.8.15	—Taꞌ xikakika̱n; amo xikchi̱waka̱n ken kitekichi̱waj fariseojmej iwá̱n yej kitokaj Herodes, iga yejemej né̱sikiꞌ ye̱ꞌnemij, sie̱mpa ayá̱ꞌ.
MRK.8.16	Iwá̱n disci̱polojmej mojlia̱yaj:
MRK.8.16	—Anka ijkó̱n te‑ijliá iga atikuajligakej pa̱n.
MRK.8.17	Jesús kimatiꞌ te̱ mojlijtoyaj iwá̱n kijtoj:
MRK.8.17	—¿Te iga nemi anmo‑ijliáj iga ayá̱ꞌ ankipiáj pa̱n? ¿Ke̱ ayá̱ꞌ ankimatij iga nej, iga se̱ pa̱n wel nikchí̱ komati? ¿Ix poxsan anyo̱ltakuaktikej? 
MRK.8.18	¿Ankipiáj amoyi̱x iwá̱n ayá̱ꞌ antacháj? ¿Annakasyojkej iwá̱n ayá̱ꞌ antakakij? ¿Ayoꞌ ankejla̱mikij? 
MRK.8.19	Kua̱ꞌ nik‑reparti̱roj cinco pa̱n entre cinco mil tokni̱wa̱n, ¿ké̱ꞌ chikiwiꞌ te̱miꞌ yej ta̱tájkol yej ká̱wigoꞌ?
MRK.8.19	Iwá̱n yejeme̱n kijtojkej:
MRK.8.19	—¡Doce!
MRK.8.20	Jesús sej kijtoj:
MRK.8.20	—Kua̱ꞌ iga siete pa̱n nikmajmakakej cuatro mil tajta̱gaꞌ, ¿ké̱ski chikiwiꞌ ankinejnechkojkej iga inó̱n yej ayá̱ꞌ kikuajkej?
MRK.8.20	Iwá̱n yejeme̱n kijtojkej:
MRK.8.20	—¡Siete!
MRK.8.21	Jesús kijtoj:
MRK.8.21	—¿Amejeme̱n aya ankentende̱rowaj?
MRK.8.22	Má̱j má̱j asikej ipan se̱ a̱ltepe̱ꞌ yej ito̱ka̱ꞌ Betsaida; iwá̱n Jesús kiwajliguilijkej se̱ pacha, kitekiꞌtajtanilijkej iga makichijchimi. 
MRK.8.23	Iwá̱n Jesús kima̱wila̱n in pacha iga kiki̱xtij ipan a̱ltepe̱ꞌ; iwá̱n kita̱lilij ichíjchal ipan iyi̱x, iwá̱n kita̱lilij ima̱mej, iwá̱n kitajtan siga tejte̱ya kita. 
MRK.8.24	Yej pacha katka, kijtoj:
MRK.8.24	—Kena nitachá, nikita tajta̱gaꞌ ken tikita kuawimej, eꞌ nikita iga nejnemij.
MRK.8.25	Iwá̱n Jesús sej kita̱lilij ima̱mej ipan iyi̱x, iwá̱n ta̱gaꞌ tachi̱xtiki̱saꞌ, iwá̱n achitiáꞌ. Welja ye̱ꞌtachaꞌ este wejka. 
MRK.8.26	Iwá̱n Jesús kití̱tanya icha̱n, kijlij:
MRK.8.26	—Amo xaj tajkoa̱ltepe̱ꞌ, amo xikijto iga nimitztachaltij.
MRK.8.27	Jesús iwá̱n idisci̱polojmej yajkij ipan íta̱l a̱ltepe̱ꞌ yej ito̱ka̱ꞌ Cesarea Filipo, ipan ojti, Jesús kitajtan idisci̱polojmej:
MRK.8.27	—In sekin, ¿té̱ kijtowaj de nej?
MRK.8.28	Yejeme̱n kijtojkej:
MRK.8.28	—Sekin kijtowaj iga tej tiJuan yej tabautiza̱rowa̱ya. Sekin kijtowaj iga tej Elías, iwá̱n sekin kijtowaj iga tej agaj profeta.
MRK.8.29	Jesús kijtoj:
MRK.8.29	—In amejeme̱n, ¿té̱ ankijtowaj de nej?
MRK.8.29	Pedro kijtoj:
MRK.8.29	—Tej tiCri̱stoj.
MRK.8.30	Eꞌ Jesús kitekimáꞌ iga amo makijli̱ka̱n ni agaj iga yéj in Cristo.
MRK.8.31	Iwá̱n Jesús pe̱ꞌ kijlij idisci̱polojmej iga poxsan yawij kikno̱chi̱watij, kijtoj:
MRK.8.31	—Nej yej iPiltzi̱n Ta̱gaꞌ, yawij ne‑ikno̱chi̱watij poxsan iwá̱n yawij ne‑ijiyatij we̱wetkej yej manda̱rowaj iwá̱n ije̱fejmej sacerdo̱tejmej iwá̱n yej tamachtiáj ipan iley Moisés. Yawij ne̱mikti̱tij iwá̱n ipan e̱yi día nia ni‑ojpa‑isati sej.
MRK.8.32	Ijkó̱n iga kinojma‑ijlijkej. Iwá̱n Pedro kiwi̱gaꞌ Jesús ka̱n iyokamej, pe̱ꞌ kajájwaꞌpa iga kijlij iga amo makijto ijkó̱n.
MRK.8.33	Eꞌ Jesús mokuepaꞌ iga kitachi̱lij idisci̱polojmej, iwá̱n kajajwaꞌ Pedro, kijlij:
MRK.8.33	—¡Tzitzimiꞌ, xicholo note̱noj! Iga tej ayá̱ꞌ tikejla̱miki ken Dios kejla̱miki, sino que tikejla̱miki ken tajta̱gaꞌ.
MRK.8.34	Iwá̱n Jesús kino̱tzaꞌ idisci̱polojmej iwá̱n la gente, kijtoj:
MRK.8.34	—Siga agaj kineki mane̱toka, ayꞌya makichi̱wa yej yéj kineki, iwá̱n manejnemi ipan noojwi, malej iga makikno̱chi̱waka̱n poxsan este makimikti̱ka̱n. 
MRK.8.35	Iga yej ayá̱ꞌ mote̱makas iga makimikti̱ka̱n, yawi mikiti; eꞌ nochi yej makimikti̱ka̱n iga nej ne̱toka iwá̱n iga kipowa ye̱ꞌnoti̱ciaj, inó̱n sí moma̱nawi̱j. 
