MAT.1.1	Ni rguixogueꞌn quie ja xuzixtaꞌo Jesucristo. Naca Abraham len rey David xuzixtaꞌo Jesucristo. 
LUK.19.5	―Zaqueo, labe beyëzi ganꞌ dyialoꞌ como danꞌ z̃an yuꞌu quioꞌ idyinaꞌ naꞌ.
LUK.19.6	Biz̃i Zaqueo labezi beyëzinëꞌ ganꞌ dyianëꞌ lao yaga. Bedaohuenëꞌ bequiëꞌnëꞌ Jesús z̃an yuꞌu quienëꞌ. 
LUK.19.7	Bëꞌ blëꞌë yaca benëꞌ bazio Jesús z̃an yuꞌu quie Zaqueo, naꞌra uzulaoyaquëꞌ rtzaloyaquëꞌ rëbiyaquëꞌ laguedyiyaquëꞌ unayaquëꞌ bazio Jesús yedyinnëꞌ z̃an yuꞌu quie tu benꞌ hueziꞌ yëꞌ, benꞌ mala gula. 
LUK.19.8	Naꞌra bareꞌyaquëꞌ luꞌu lidyi Zaqueo, uzulinëꞌ unëꞌ rëbinëꞌ Jesús:
LUK.19.8	―Señor, huaꞌ yaca benꞌ yëchiꞌ gatzo ta de quiaꞌ. Chi baoz̃iaꞌ benëꞌ yëꞌ ulanaꞌ quieyaquëꞌ, naꞌ yeyuꞌayaquëꞌ lao tapa cueꞌ ta aoz̃iaꞌ quieyaquëꞌ.
LUK.19.9	Naꞌra una Jesús rëbinëꞌ Zaqueo:
LUK.19.9	―Lenaꞌ ruluꞌen tali abetzaꞌloꞌ pensari quioꞌ, naꞌ barue quioꞌ xtiꞌidzaꞌ Diuzi. Banacoꞌ dugalo z̃iꞌi suba Abraham. 
LUK.19.10	Nëꞌëdiꞌ, bichi yugulu benëꞌ, bidaꞌ lao yedyi layu ta ute uselaꞌ benꞌ ruen z̃udyi quie yeyoyaquëꞌ lao guiꞌ gabila.
LUK.19.11	Tu nerzënaga yaca benëꞌ ca rna Jesús, unëꞌ itu diꞌidzaꞌ danꞌ baregaꞌn gaꞌalaꞌ ga reꞌ ciudad Jerusalén, lëscanꞌ danꞌ guqueyaquëꞌ ilëꞌëtiꞌzi rdziogue ta idyin dza inabëꞌ Diuzi lao yedyi layu. 
LUK.19.12	Naꞌra unëꞌ rëbinëꞌ leyaquëꞌ:
LUK.19.12	―Uzu tu benꞌ balaꞌana. Naꞌ uzëꞌë zionëꞌ yedyi reꞌ zituꞌ ta cuioyaquëꞌ lëbëꞌ gaquëꞌ rey yedyinnëꞌ tatula ta inabëꞌnëꞌ lao yedyi quienëꞌ. 
LUK.19.13	Pero tu zaironëꞌ saꞌnëꞌ, naꞌ guz̃inëꞌ lao chi yaca benꞌ hueꞌnëꞌ ladyinëꞌë. Naꞌ bëꞌnëꞌ quie quieyaquëꞌ tu dumi z̃e. Tanaꞌ unëꞌ gudyinëꞌ leyaquëꞌ: “Ulehue negocio conlë dumi babënaꞌ leꞌe. Naꞌ bëꞌ yeguidaꞌ huero cuenda.” 
LUK.19.14	Naꞌ biz̃i yaca benꞌ lao yedyi quienëꞌ, lega rudieyaquëꞌ lëbëꞌ. Caora naꞌ useꞌelaꞌyaquëꞌ yaca benëꞌ zio zenaoyaquëꞌ lëbëꞌ ta yëbiyaquëꞌ benꞌ reꞌ yedyi ganꞌ zioyaquëꞌ: “Birexendoꞌ benꞌ ni ta gaquëꞌ rey quiendoꞌ.” 
LUK.19.15	Pero gucacazinëꞌ rey quieyaquëꞌ. Ude naꞌ bedyinnëꞌ lao yedyi quienëꞌ. Cati bedyinnëꞌ, naꞌ guz̃inëꞌ yaca benꞌ nuꞌenëꞌ ladyinëꞌë dumi quienëꞌ ta inezinëꞌ gaca tu ta bëlëyaquëꞌ gan dumi quienëꞌ. 
LUK.19.16	Naꞌra unë benꞌ nëro rëbinëꞌ lëbëꞌ: “Señor, dumi benloꞌ nëꞌëdiꞌ, babëliaꞌn gan ichi cueꞌ mazara ca tu ta benloꞌ nëꞌëdiꞌ.” 
LUK.19.17	Naꞌra una rey naꞌ rëbinëꞌ lëbëꞌ: “Tahuen gula babaoꞌ. Naꞌ nun quie bzuloꞌ diꞌidzaꞌ baoꞌ huen conlë lëꞌëtiꞌzi pcaꞌnaꞌ lao naꞌaloꞌ, naꞌra gacoꞌ benꞌ rnabëꞌ quie lao chi yedyi.” 
LUK.19.18	Lëzi bdyin benꞌ urupe unëꞌ rëbinëꞌ rey naꞌ: “Señor, dumi quioꞌ benloꞌ nëꞌëdiꞌ, babëliaꞌn gan igaꞌyo cueꞌ mazara ca tu ta benloꞌ nëꞌëdiꞌ.” 
LUK.19.19	Naꞌra una rey naꞌ rëbinëꞌ lëbëꞌ: “Gacoꞌ benꞌ rnabëꞌ lao gaꞌyoꞌ yedyi.” 
LUK.19.20	Biz̃i bdyin benꞌ uyune unëꞌ rëbinëꞌ rey naꞌ: “Señor, ni zeyuꞌa dumi benloꞌ nëꞌëdiꞌ. Ptubaꞌn laꞌariꞌ bdzeꞌtzaꞌohuaꞌn. 
LUK.19.21	Bibëliaꞌ dumi quioꞌ negocio, danꞌ rdzebaꞌ chanꞌ initin idzaꞌloꞌ nëꞌëdiꞌ, danꞌ nezdaꞌ nacoꞌ benꞌ reguëꞌë bireꞌenloꞌ initi ta de quioꞌ. Nezdaꞌ ruelaoꞌ dumi quioꞌ negocio ga gacan seguro hue guichon.” 
LUK.19.22	Naꞌra una rey naꞌ rëbinëꞌ benꞌ naꞌ: “Benꞌ mala gula nacoꞌ. Con canꞌ rnaoꞌ ruluꞌen quioꞌ aoquixoꞌ bibë quioꞌ hueloꞌ ca reꞌendaꞌ. Chi nezoꞌ nacaꞌ benꞌ reguëꞌë, benꞌ rue negocio ga gacan seguro hue guichon, 
LUK.19.23	¿bixquienꞌ biyelëchoꞌ dumi quiaꞌ lao banco tacuenda hue guichon yeziꞌa dumi quiaꞌ len guichon bëꞌ yelaꞌ z̃an yuꞌu?” 
LUK.19.24	Naꞌra una rey naꞌ gudyinëꞌ yaca benꞌ nitaꞌ naꞌ: “Ulesiꞌ dumi biꞌa benꞌ naꞌ, naꞌ ulehueꞌna benꞌ biꞌa chi dumi.” 
LUK.19.25	Naꞌ unayaquëꞌ rëbiyaquëꞌ rey naꞌ: “Pero Señor, badecazi chi dumi quienëꞌ.” 
LUK.19.26	Naꞌ una rey naꞌ rëbinëꞌ leyaquëꞌ: “Nu benꞌ rue quie ca ta pcaꞌn xaꞌnnëꞌ ladyinëꞌë, lëlëbëꞌ hueꞌra xaꞌnnëꞌ lëbëꞌ mazara. Pero nu benꞌ birue quie ca ta pcaꞌn xaꞌnnëꞌ ladyinëꞌë, hueguba xaꞌnnëꞌ ca ta bëꞌnëꞌ lëbëꞌ. 
LUK.19.27	Pero ca naca yaca benꞌ rudie nëꞌëdiꞌ, yaca benꞌ birexe gacaꞌ rey quieyaquëꞌ, uletzexiꞌyaquëꞌ gutileyaquëꞌ zaquëꞌ laohuaꞌ ni.”
LUK.19.28	Bëꞌ beyudyi una Jesús canaꞌ, beyuꞌuyaquëꞌ neza tatula uzaꞌyaquëꞌ zioyaquëꞌ ciudad Jerusalén. 
LUK.19.29	Cati baruen bago idyinyaquëꞌ yedyi Betfagé len yedyi Betania, ga nacan gaꞌalaꞌ ganꞌ zu tu yaꞌa Olivos, lëganꞌ naꞌ useꞌelaꞌnëꞌ chopa benꞌ quienëꞌ. 
LUK.19.30	Naꞌ unëꞌ gudyinëꞌ leyaquëꞌ:
LUK.19.30	―Uletzio yedyi reꞌ niꞌ gaꞌalaꞌ. Bëꞌ idyinle ganꞌ, huatzaxacale tu burra neriobaꞌ, bia nitu nunu necuia. Uxëdyilebaꞌ nadahuaꞌalebaꞌ niga. 
LUK.19.31	Chi ilëꞌë yaca benëꞌ leꞌe inayaquëꞌ leꞌe bixquienꞌ rxëdyilebaꞌ, naꞌ reyaꞌalaꞌ yëbileyaquëꞌ reꞌen Señor lëbaꞌ ta cuianëꞌbaꞌ.
LUK.19.32	Naꞌra uzaꞌ yaca benꞌ quie Jesús zioyaquëꞌ ganꞌ useꞌelaꞌnëꞌ leyaquëꞌ. Naꞌ laga guca quieyaquëꞌ cabëꞌ gudyi Jesús leyaquëꞌ yexacayaquëꞌ lëganꞌ nerio burra. 
LUK.19.33	Naꞌ caora barxëdyiyaquëꞌ burra, canaꞌ bdyincazi xanꞌ burra, naꞌ unëꞌ rëbinëꞌ leyaquëꞌ:
LUK.19.33	―¿Bixquienꞌ rxëdyile burra quiaꞌ?
LUK.19.34	Naꞌra unayaquëꞌ rëbiyaquëꞌ lëbëꞌ:
LUK.19.34	―Reꞌen Señor lëbaꞌ ta cuianëꞌbaꞌ. Bëꞌ idyinnëꞌ ganꞌ ziondoꞌ, nadesanndoꞌbaꞌ.
LUK.19.35	Naꞌ bequiëꞌyaquëꞌbaꞌ ganꞌ zë Jesús, uxubayaquëꞌ z̃abayaquëꞌ xcuꞌudzu burra ta udyianëꞌ lëbaꞌ. 
LUK.19.36	Tu neyuꞌu Jesús neza zionëꞌ ciudad Jerusalén, ulëchoyaquëꞌ z̃abayaquëꞌ udixuyaquëꞌn tu neza ganꞌ tenëꞌ. 
LUK.19.37	Caora bdyinyaquëꞌ ganꞌ zu leto quie yaꞌa Olivos, canaꞌ uzulao yaca benꞌ zio nao Jesús unëyaquëꞌ zidzo. Lega redaohueyaquëꞌ bëyaquëꞌ Diuzi benꞌ z̃e ca naca yelaꞌ huaca bënëꞌ blëꞌëyaquëꞌ. 
LUK.19.38	Lenaꞌ unayaquëꞌ zidzo:
LUK.19.38	―Benꞌ naca laꞌiya benꞌ niga. Naquëꞌ rey quiero. Diuzi useꞌelaꞌnëꞌ lëbëꞌ. Redaohue yaca benꞌ nitaꞌ guibá ca ruenëꞌ. Naca Diuzi benꞌ z̃e gula. ―Canaꞌ unayaquëꞌ.
LUK.19.39	Naꞌ biz̃i nitaꞌ bala yaca benꞌ partido fariseo lado yaca benꞌ zio nao Jesús. Naꞌ unayaquëꞌ rëbiyaquëꞌ lëbëꞌ:
LUK.19.39	―Maestro, reyaꞌalaꞌ tiloꞌ yaca benꞌ zaꞌ nao luëꞌ niga ta bira inayaquëꞌ canꞌ nayaquëꞌ.
LUK.19.40	Naꞌ bequëbi Jesús rëbinëꞌ leyaquëꞌ:
LUK.19.40	―Rniaꞌ leꞌe, chi yegaꞌn yaca benꞌ niga chizi, huanë yaca yo ni zidzo lao lazayaquëꞌ.
LUK.19.41	Cati bdyinyaquëꞌ gaꞌalaꞌ ga reꞌ ciudad Jerusalén, naꞌ blëꞌënëꞌ ciudad naꞌ, naꞌ uredyinëꞌ. 
LUK.19.42	Quie lao ciudad naꞌ unëꞌ cani:
LUK.19.42	―Bidaꞌ ta ucuasa ucuiꞌogaꞌ leꞌe cueꞌ chizi laxtaꞌole tuzioli, pero bireꞌenle birezaquele nëꞌëdiꞌ. Quie lenaꞌ baode quiele naꞌa. 
LUK.19.43	Bazaꞌ dza gaca bayëchiꞌ gula quiele. Hualaꞌ yaca benꞌ zë, yaca benꞌ rudie leꞌe. Huayëchoyaquëꞌ lao ciudad quiele uzaꞌagayaquëꞌ leꞌe. 
LUK.19.44	Gutiyaquëꞌ leꞌe len z̃gulale len z̃iꞌile. Yelaꞌte uquinuyaquëꞌ yuꞌu quiele. Canaꞌ gaca quiele como danꞌ bibë quiele nëꞌëdiꞌ dza bidaꞌ guꞌundaꞌ suliaꞌ leꞌe tuz̃e.
LUK.19.45	Naꞌra uyuꞌu Jesús luꞌu idaoꞌ rnabëꞌra blaonëꞌ yaca benꞌ yuꞌu raꞌo rutiꞌ. 
LUK.19.46	Naꞌ unëꞌ rëbinëꞌ leyaquëꞌ:
LUK.19.46	―Lëꞌë guichi ganꞌ yuꞌu diꞌidzaꞌ laꞌiya quie Diuzi nan cani: “Luꞌu idaoꞌ rnabëꞌra ni nacan ga rlidza yaca benëꞌ Diuzi.” Pero leꞌe abetzaꞌlen ruelen ca quie beló ga yuꞌu benꞌ uban. ―Canaꞌ una Jesús gudyinëꞌ leyaquëꞌ.
LUK.19.47	Pero yugu dza rio Jesús luꞌu idaoꞌ rnabëꞌra ruxiꞌidzeꞌnëꞌ yaca benëꞌ. Pero yaca xanꞌ pxuzi, len yaca benꞌ rusëdi ley quie Moisés, len yaca benꞌ napa dyin quie lao yedyi, reguilolaꞌadyiꞌyaquëꞌ rnaꞌyaquëꞌ ca hueyaquëꞌ ta gutiyaquëꞌ lëbëꞌ. 
LUK.19.48	Pero biubinyaquëꞌ bi hueyaquëꞌ ta gutiyaquëꞌ lëbëꞌ, como danꞌ nitaꞌ yaca benꞌ zë gula rexeyaquëꞌ uzënagayaquëꞌ canꞌ rnëꞌ.
LUK.20.1	Biz̃i bdyin tu dza zë Jesús luꞌu idaoꞌ rnabëꞌra ruxiꞌidzëꞌ yaca benëꞌ ca reꞌen Diuzi hueyaquëꞌ ta yeyëri laxtaꞌoyaquëꞌ laohuëꞌ. Naꞌ bdyin yaca xanꞌ pxuzi, len yaca benꞌ rusëdi ley quie Moisés, len yaca benꞌ napa dyin quie yulaoꞌ. 
LUK.20.2	Naꞌra unayaquëꞌ rëbiyaquëꞌ lëbëꞌ:
LUK.20.2	―Una nëtoꞌ ¿nu ben yelaꞌ rnabëꞌ quioꞌ, danꞌ bablaoloꞌ yaca benꞌ yuꞌu huëtiꞌ luꞌu idaoꞌ rnabëꞌra?
LUK.20.3	Naꞌ una Jesús rëbinëꞌ leyaquëꞌ:
LUK.20.3	―Lëscanꞌ reꞌendaꞌ inabaꞌ leꞌe tu diꞌidzaꞌ. Naꞌ yequëbile quiaꞌ: 
LUK.20.4	¿Nuz̃i useꞌelaꞌ Juan bautista? ¿Useꞌelaꞌ Diuzi lëbëꞌ o ta racazi laꞌadyiꞌnëꞌ bidëꞌ?
LUK.20.5	Naꞌra uzulaoyaquëꞌ rtzaloyaquëꞌ ruꞌelëyaquëꞌ laguedyiyaquëꞌ diꞌidzaꞌ unayaquëꞌ:
LUK.20.5	―¿Cabiz̃i yëbironëꞌ? Chanꞌ yëbironëꞌ: “Diuzi useꞌelëꞌ lëbëꞌ”, naꞌ huanëꞌ raꞌo: “¿Bixquienꞌ bigulele quienëꞌ?” 
LUK.20.6	Naꞌ chi yëbironëꞌ: “Ta racazi laꞌadyiꞌnëꞌ bidëꞌ”, naꞌ huadzaꞌ yaca benëꞌ raꞌo, ruen z̃udyi huaguiyaquëꞌ raꞌo yo, gutiyaquëꞌ raꞌo como danꞌ rnayaquëꞌ useꞌelaꞌ Diuzi Juan rguixogueꞌnëꞌ xtiꞌidzëꞌ.
LUK.20.7	Naꞌra unayaquëꞌ rëbiyaquëꞌ Jesús:
LUK.20.7	―Binezindoꞌ nu benꞌ useꞌelaꞌ Juan bautista.
LUK.20.8	Lëzi unarë Jesús rëbinëꞌ leyaquëꞌ:
LUK.20.8	―Lëscanꞌ nëꞌëdiꞌ, biiniaꞌ leꞌe nu ben yelaꞌ rnabëꞌ quiaꞌ bablaohuaꞌ yaca benꞌ yuꞌu huëtiꞌ luꞌu idaoꞌ rnabëꞌra.
LUK.20.9	Naꞌra una Jesús itu diꞌidzaꞌ ni rëbinëꞌ yaca benëꞌ:
LUK.20.9	―Uzu tu benꞌ guzanëꞌ bedzuliꞌ lao layu quienëꞌ. Ude naꞌ pcaꞌnnëꞌn lao naꞌa yaca benꞌ gaca ladyinëꞌë layela quienëꞌ. Naꞌ uzëꞌë zioguëꞌ yedyi reꞌ zituꞌ. 
LUK.20.10	Biz̃i cati bdyin biuꞌ quie usecho quie bedzuliꞌ, naꞌ beseꞌelaꞌ xanꞌ layela tu benꞌ zu laohuëꞌ ta tzenabanëꞌ tu ta reduꞌulanëꞌ siꞌnëꞌ quie bedzuliꞌ quienëꞌ. Pero belaꞌcala bëꞌyaquëꞌ ziꞌ benꞌ useꞌelaꞌ xaꞌnyaquëꞌ. Naꞌ bezaꞌnëꞌ gabi zeyuꞌanëꞌ, bedyinëꞌ lao xaꞌnnëꞌ. 
LUK.20.11	Naꞌra beseꞌelaꞌ benꞌ xanꞌ layela benꞌ tula zioguëꞌ. Pero lëzi utasi unioyaquëꞌ lëbëꞌ, bëꞌyaquëꞌ lëbëꞌ ziꞌ, gabi bëꞌyaquëꞌ lëbëꞌ. Naꞌ zeyoguëꞌ bedyinëꞌ lao xaꞌnnëꞌ, gabi zeyuꞌanëꞌ. 
LUK.20.12	Biz̃i benꞌ xanꞌ layela, tatula beseꞌelaꞌnëꞌ benꞌ tula, benꞌ uyune. Lëzi bërëyaquëꞌ lëbëꞌ hueꞌ, blaoyaquëꞌ lëbëꞌ, gabi zeyuꞌanëꞌ.
LUK.20.13	’Pues guca benꞌ xanꞌ layela pensari unëꞌ: “¿Ca biz̃ira huaꞌ? Naꞌ iseꞌelaꞌ z̃iꞌinaꞌ biꞌ nedyëꞌëdaꞌ. Cati ilëꞌëyaquëꞌ lëbiꞌ, chica huapalaꞌnyaquëꞌ lëbiꞌ.” 
LUK.20.14	Pero bëꞌ blëꞌë yaca benꞌ naca ladyinëꞌë layela babdyin z̃iꞌi xaꞌnyaquëꞌ, naꞌra unayaquëꞌ rëbiyaquëꞌ laguedyiyaquëꞌ: “Biꞌ niga gaca quiebiꞌ layu niga cati bagati xuzibiꞌ. Uletzaꞌ gutirobiꞌ cuenda siꞌro layu niga gacan quiero.” 
LUK.20.15	Naꞌra bëxoyaquëꞌbiꞌ, ulioyaquëꞌbiꞌ ganꞌ de layela, bëtiyaquëꞌ lëbiꞌ.
LUK.20.15	Naꞌra unaba Jesús yaca benꞌ nitaꞌ naꞌ tu diꞌidzaꞌ unëꞌ:
LUK.20.15	―¿Cabiz̃i hue xanꞌ layela len leyaquëꞌ? 
LUK.20.16	Pues huedyinnëꞌ ganꞌ de layela quienëꞌ ta gutinëꞌ yaca benꞌ nuꞌenëꞌ ladyinëꞌë, hueꞌnëꞌ yaca benꞌ tula gaca ladyinaꞌayaquëꞌ layela quienëꞌ.
LUK.20.16	Naꞌra caora be yaca benëꞌ cabëꞌ una Jesús, naꞌ unayaquëꞌ rëbiyaquëꞌ lëbëꞌ:
LUK.20.16	―Birda chi tamala ca tamala bë yaca benꞌ guca ladyinëꞌë layela.
LUK.20.17	Naꞌra unaꞌ Jesús leyaquëꞌ unëꞌ rëbinëꞌ leyaquëꞌ:
LUK.20.17	―Chi nacan canꞌ rnale, ¿ga huen dyin diꞌidzaꞌ yuꞌu lëꞌë guichi laꞌiya quie Diuzi rnën caniga?:
LUK.20.17	Yo lagaꞌ ta baoruꞌun benꞌ hue huecuaꞌ, lëyo naꞌ beziꞌ Diuzi bzunëꞌn ga naca belao, ga rzulao besu.
LUK.20.18	Naꞌ rniaꞌ leꞌe, nu yaca benꞌ iguino lëlao yo naꞌ, huayoz̃o iguinoyaquëꞌ. Lëscanꞌ chi iguino yo idacon leyaquëꞌ, huatzutzon leyaquëꞌ.
LUK.20.19	Naꞌra yaca xanꞌ pxuzi, len yaca benꞌ rusëdi ley quie Moisés, guꞌunyaquëꞌ guxuyaquëꞌ Jesús luegozi, danꞌ bezaqueyaquëꞌ quieyaquëꞌ unë Jesús diꞌidzaꞌ quie yaca benꞌ guca ladyinëꞌë layela. Pero bibeyaz̃oyaquëꞌ bi hueyaquëꞌ quienëꞌ, danꞌ rdzebiyaquëꞌ bi hue yaca benëꞌ quieyaquëꞌ. 
LUK.20.20	Biz̃i cabëꞌ beguilolaꞌadyiꞌyaquëꞌ bëyaquëꞌ, useꞌelaꞌyaquëꞌ benꞌ ruezi cuine ca benꞌ balaꞌana ta tzenabayaquëꞌ Jesús diꞌidzaꞌ chi iquixinëꞌ inëꞌ calëla tacuenda ga saqueꞌ gaoyaquëꞌ lëbëꞌ xquia lao benꞌ naca gobierno. 
LUK.20.21	Quie lenaꞌ bdyinyaquëꞌ ganꞌ zë Jesús unayaquëꞌ rëbiyaquëꞌ Jesús:
LUK.20.21	―Maestro, banezindoꞌ luëꞌ rxiꞌidzeꞌloꞌ yaca benëꞌ diꞌidzaꞌ naca li. Naꞌ biruꞌ cuenda bi naque yaca benëꞌ, sino rxiꞌidzeꞌloꞌ benëꞌ tali ca naca xneza Diuzi. 
LUK.20.22	Unacara nëtoꞌ: ¿Ruꞌen lato quiz̃oro quie impuesto quie benꞌ naca gobierno romano? ¿Huaguiz̃oron o biquiz̃oron?
LUK.20.23	Pero banezi Jesús ca naca pensari mala yuꞌuyaquëꞌ reguilolaꞌadyiꞌyaquëꞌ bi hueyaquëꞌ quienëꞌ. Naꞌ unëꞌ rëbinëꞌ leyaquëꞌ:
LUK.20.23	―¿Bixquienꞌ reꞌenle cuëchile trampa quiaꞌ? 
LUK.20.24	Uleuluꞌecara nëꞌëdiꞌ tu dumi. ¿Nu guicho, nu laohue daꞌ lëꞌën?
LUK.20.24	Naꞌra unayaquëꞌ rëbiyaquëꞌ lëbëꞌ:
LUK.20.24	―Daꞌ lëꞌë dumi nu guicho, nu lao benꞌ naca gobierno.
LUK.20.25	Naꞌ una Jesús rëbinëꞌ leyaquëꞌ:
LUK.20.25	―Ulehueꞌ benꞌ naca gobierno ta reduꞌulanëꞌ siꞌnëꞌ. Lëscanꞌ ulehueꞌ Diuzi ta reduꞌulanëꞌ siꞌnëꞌ.
LUK.20.26	Naꞌ gabi uz̃aqueꞌyaquëꞌ ga iquixi Jesús ca diꞌidzaꞌ rnëꞌ lao benëꞌ. Belaꞌcala tu bebanziyaquëꞌ canꞌ unëꞌ. Babira biubinyaquëꞌ bi yëbiyaquëꞌ lëbëꞌ.
LUK.20.27	Ude naꞌ uyorë yaca benꞌ partido saduceo ganꞌ zë Jesús. Naꞌra rna yaca benꞌ partido saduceo biyeban yaca benꞌ baguti. Quie lenaꞌ unayaquëꞌ rëbiyaquëꞌ Jesús:
LUK.20.28	―Maestro, ca naca diꞌidzaꞌ bzu Moisés lëꞌë guichi, rnën chi baguti tu beꞌmbyu, naꞌ begaꞌn z̃gulanëꞌ tu cuinzëꞌ, nunu z̃iꞌiyaquëꞌ uzu, ruen zi yeziꞌ biꞌ bichinëꞌ nigula quie benꞌ baguti tacuenda yezu xcuidiꞌ yeziꞌ lao benꞌ baguti. 
LUK.20.29	Naꞌ ugunro guca gadyi bichiyaquëꞌ. Naꞌ benꞌ nëro uz̃iꞌnëꞌ nigula quienëꞌ. Pero ni tu z̃iꞌiyaquëꞌ biuzu gutinëꞌ. 
LUK.20.30	Naꞌ biz̃i benꞌ urupe beziꞌnëꞌ nigula quie benꞌ bichinëꞌ, benꞌ baguti. Lëzi gutirënëꞌ, nunu z̃iꞌiyaquëꞌ uzurë. 
LUK.20.31	Naꞌ biz̃i benꞌ uyune beziꞌrënëꞌ nigula quie benꞌ bichinëꞌ, benꞌ baguti. Lëzirë gutirënëꞌ nunu z̃iꞌiyaquëꞌ uzurë. Canaꞌ guca quie lao gadyiteyaquëꞌ, yaca benꞌ uzulë nigula. 
LUK.20.32	Ga beyudyicala quie nigula, gutirënëꞌ. 
LUK.20.33	Naꞌra chi tali naꞌ yeban yaca benꞌ huati, ¿ca nurlayaquëꞌ naca z̃gulayaquëꞌ nigula naꞌ, como danꞌ lao gadyi bichiyaquëꞌ uzulëyaquëꞌ lëbëꞌ?
LUK.20.34	Naꞌ bequëbi Jesús rëbinëꞌ leyaquëꞌ:
LUK.20.34	―Lao yedyi layu niga rzulë beꞌmbyu nigula, lëscanꞌ rzulë nigula beꞌmbyu. 
LUK.20.35	Pero yaca benꞌ yeban yeyo guibá ga zu Diuzi, bira sulëyaquëꞌ laguedyiyaquëꞌ ca nu z̃gulayaquëꞌ, ca nu xquiuyaquëꞌ. 
LUK.20.36	Lëscanꞌ bira gatiyaquëꞌ. Cabëꞌ bigati yaca ángel, canaꞌ bigatirëyaquëꞌ. Tali nacayaquëꞌ z̃iꞌi Diuzi, danꞌ babebanyaquëꞌ huatzezulëyaquëꞌ Diuzi tuzioli. 
LUK.20.37	Naꞌ rguixogueꞌ yaca diꞌidzaꞌ bzu Moisés lëꞌë guichi de que yeban yaca benꞌ baguti. Caora zë Moisés ganꞌ reꞌ yaga raꞌalaꞌ guiꞌ bireina, lëganꞌ naꞌ una Diuzi gudyinëꞌ Moisés: “Nacaꞌ Diuzi quie xuzixtaꞌoloꞌ Abraham, len quie xuzixtaꞌoloꞌ Isaac, len quie xuzixtaꞌoloꞌ Jacob.” 
LUK.20.38	Canaꞌ una Diuzi quieyaquëꞌ, baꞌalaꞌcazi bagutiyaquëꞌ azio zë iza caora. Lenaꞌ ruluꞌen rlëꞌë Diuzi leyaquëꞌ ca benꞌ neneban, cala ca benꞌ baguti. Pues rlëꞌë Diuzi yugulu benëꞌ ca yaca benꞌ neban. Birlëꞌënëꞌ leyaquëꞌ ca benꞌ baguti.
LUK.20.39	Biz̃i bala yaca benꞌ rusëdi ley quie Moisés, benꞌ nitaꞌ naꞌ, ruzënagayaquëꞌ bi na Jesús, unayaquëꞌ rëbiyaquëꞌ Jesús:
LUK.20.39	―Tahuencazi cabëꞌ baonaoꞌ, Maestro.
LUK.20.40	Naꞌ biz̃i bira biubinyaquëꞌ bi diꞌidzaꞌ inabayaquëꞌ lëbëꞌ.
LUK.20.41	Naꞌra una Jesús rëbinëꞌ leyaquëꞌ:
LUK.20.41	―Nacan tali ca nale, nale naca benꞌ Cristo z̃iꞌi rey David. 
LUK.20.42	Pero cuin rey David, caora bzunëꞌ diꞌidzaꞌ lëꞌë guichi Salmos, unëꞌ cani:
LUK.20.42	Una Diuzi rëbinëꞌ benꞌ naca Señor quiaꞌ: “Ureꞌ cuëtaꞌ zaquëꞌ yebë niga,
LUK.20.43	hasta idyin dza cuëchaꞌ xniꞌaloꞌ yaca benꞌ rudie luëꞌ.”
LUK.20.44	Quie lenaꞌ rnabaꞌ leꞌe: ¿Cómo naca benꞌ Cristo z̃iꞌi rey David, chi cuin rey David unëꞌ naca benꞌ Cristo Señor quienëꞌ?
LUK.20.45	Naꞌ benꞌ zë nitaꞌ bzënagayaquëꞌ ca una Jesús caora unëꞌ rëbinëꞌ yaca benꞌ quienëꞌ:
LUK.20.46	―Gapale cuidado bihuele ca rue yaca benꞌ rusëdi ley quie Moisés. Lega rexeyaquëꞌ gacoyaquëꞌ laꞌariꞌ naca tona. Lega rexeyaquëꞌ gapalaꞌn yaca benëꞌ leyaquëꞌ ga rdayaquëꞌ tu neza. Lega rexeyaquëꞌ cueꞌyaquëꞌ ga rbeꞌ benꞌ balaꞌana, chi luꞌu idaoꞌ sinagoga, chi ga raca lani. 
LUK.20.47	Zidza rulidzayaquëꞌ Diuzi cuenda ilëꞌë yaca benëꞌ leyaquëꞌ benꞌ quie Diuzi, pero bëꞌ rueziyaquëꞌ reguilolaꞌadyiꞌyaquëꞌ bi hueyaquëꞌ ta cubayaquëꞌ ta de quie yaca nigula baguti xquiuhue. Quie lenaꞌ huera Diuzi leyaquëꞌ tu castigo huala gula.
LUK.21.1	Naꞌ guca tu dza zë Jesús luꞌu idaoꞌ rnabëꞌra blëꞌënëꞌ rudzeꞌ yaca benꞌ uñaꞌa dumi quieyaquëꞌ luꞌu caja ga yuꞌun gun quie idaoꞌ rnabëꞌra. 
LUK.21.2	Lëzi blëꞌënëꞌ bdzeꞌ tu nigula guti xquiuhue chopa dumi daoꞌ lasi de cobre luꞌu caja naꞌ. 
LUK.21.3	Naꞌ una Jesús rëbinëꞌ yaca benꞌ quienëꞌ:
LUK.21.3	―Tali rniaꞌ leꞌe, nigula naꞌ naquëꞌ benꞌ yëchiꞌ, aguti xquiuhuëꞌ, pero ca naca dumi bdzeꞌnëꞌ luꞌu caja, nacaran dumi z̃e cala ca ta bdzeꞌ yaca benꞌ uñaꞌa. 
