MAT.1.2	Abalaam hako noow Isak, tonde Isak hako Yaakop, tonde Yaakop hako Yuda-so halindin, 
MRK.9.8	Tonde yaal amend hako hôôk taaku pavis, le me-layi omaaho ti le, malis, yik Yesu yoo timu naale.
MRK.9.10	Tombe yaal lawii-having lava, lemu yaal lalingin vu yaal nambe, “Peey e vakasin-anjo danggakook nambe vaati sen nambe kandi jak naah vu hil yimbin-ate?” 
MRK.9.11	Om yaal lalingin yi nambe, “Nambe vaati sen tanasin dangga-so danêêl nambe Eliya le naamunggin e mem Omaaho Bop naam?” 
MRK.9.12	Tombe nêêl vu yaal nambe, “De. Eliya le naamunggin in samu va pin dukanaah, lemu nambe vaati sen vakasin neep hôôk kaapiya nambe Omaahonôôn Noow e gako nivaane bopaata osin hil daanêêl yi pale? 
MRK.9.13	Le sa naanêêl vu ham naambe Eliya laam lung la, le hil vaalu lawiing va nindanjeen vu yi lohvu sil oo kand, nambe sen neep hôôk Anutu-te kaapiyaa-to.”
MRK.9.14	Latok lalaah vu maanggêêm-aso vaalu tombe layi hil ngeeyaata lambuuh sil tatup, de hil tanasin dangga-so dakaas-ambe dayêês sil lôôt. 
MRK.9.15	Le sim hil pin layi de Yesu hato, tombe lavindis lôôt-ambe laakôôhin-ande latup-ambe lala vu yi pavis. 
MRK.9.16	Tombe lingin sil nambe, “Ham nakaas in vakasin vaati?” 
MRK.9.17	Tombe sim omaaho ti nêêl vu nambe, “Kaputung, saanggiiy sa noongg laam vu hong in mamu ti wiing-ambe ka ma, 
MRK.9.18	de naambe busin sen mamu dôôvuu-to ond nôôh-ambe gaate na nanjip voon-ande nyekaakôôs naam, de navu naangitak osin ninaavi ahevaha jak. Tombe sa kataangg gate maanggêêm-aso nambe sil gatiiy mamu na, le me-lalohvu le.” 
MRK.9.19	Le Yesu nêêl vu sil nambe, “Ham pin-ame awii-having e. Sa mando gaving ham-ambe naangelis e mem ham anjak sate kul ani? De sa gako nimeen in ham na nohvu busin vilis e? Ham gako unoopasiv naam vu sa.” 
MRK.9.20	Om lako laam vu yi. Mamu yi Yesu tombe handu unoopasiv pavis-ambe lupake be la neep nahaahin neep voon-ambe nyekaakôôs laam. 
MRK.9.21	Tonde Yesu lingin unoopasiv mangganaan nambe, “Nando nambêênjo lohvu ta vilis?” Le nêêl nambe, “Naahen nipasiv-ato de vaa-jo wiing. 
MRK.9.22	Balon ngeeyaata mamu nahôôvu tombe naate nayêê-nala kin osin nalupake lukala bel in nambe nyiis-ambe jimb, om galohvu nambe gambiing ond gakam pasiv in haay-ambe gandôôvu haay.” 
MRK.9.23	Tombe Yesu nêêl laah vu nambe, “Êê-e, naambe galohvu ond mem, in omaaho ti sen wii-having Anutuu-to, ond lohvu nambe biing va pin nohvu.” 
MRK.9.24	Le unoopasiv mangganaan nêêl niwêêk pavis nambe, “Saawii-having, lemu gandôôvu sa in saambiing gaving niwêêk lôôt.”
MRK.9.25	Yesu yi nambe hil ngeeyaata lasupin lalaam lôôt, tombe nêêl mamu nipaya nambe, “Mamu-e, gawiing-ambe unoopasiv-anjo nanye katôônd osin ka maa-to, om sa naanêêl vu hong naambe onggavuuh yi de gana, de game gandukanaah jesin naah e.” 
MRK.9.26	Tonde mamu hangeeyak-ande handu unoopasiv lôôt, tonde hato be la, de unoopasiv neep nambe sen omaahonôôn yimbin-ato, om hil vaalu lanêêl nambe, “Yimb la.” 
MRK.9.27	Le Yesu laandiiy hôôk nama be kandi naale. 
MRK.9.28	Tonde Yesu having yite maanggêêm-aso be lalukala bayêên alo, tombe sil lalingin nambe, “Nambe vaati sen hey-ame aalohvu nambe gatiiy mamu na le?” 
MRK.9.29	Le Yesu nêêl vu sil nambe, “Lohakin timu ond mem lohvu nambe gatiiy mamu nambêênju na, de vaheey ond me-lohvu le.”
MRK.9.31	in nanêêl taato vu yite maanggêêm-aso nambe omaaho ti navu bu Omaahonôôn Noow dukana hil namand in lanyiis-ambe jimb. Lanyiis-ambe jimb jung na, tonde busin yaal e mem kandi jak jesin naah. 
MRK.9.32	Le maanggêêm-aso doosin vakasin dangga om layêênin nambe me-lanjingin yi le.
MRK.9.33	Sil latok lala taaku Kapenaum tombe lalukala bayêên alo le mem Yesu lingin maanggêêm-aso nambe, “Ham nanêêl vaati lôôt vu mopaatôôv lavuun-ambe ham nalaam?” 
MRK.9.34	Le sil lavand ma, in daahen davu tatuuvu mopaatôôv-ato ond sil dayêês sil nambe sil ti tana tu lukook bop vu ango-so. 
MRK.9.35	Tombe hato nando le mem supin sil nomaayuuh-ambe laam yuuh-ato be nêêl vu sil nambe, “Omaaho ti wiingin nambe naatu bop naamunggin ango-so, ond yoo naah taamu be biing va naambe sen yi omaaho malis ti in dôôvu sil pin.” 
MRK.9.36	Tombe laandiiy unoopasiv ti laam naale hôôk sil lavuun, be lôôh ak-ambe kava, le mem nêêl vu sil nambe, 
MRK.9.37	“Omaaho ti ka bu sa haalengg-ambe gako unoopasiv naambêênjo ti jak ond lohvu hako sa lak. Tombe omaaho ti sen hako sa lak-ato ond me-hako sa lak e, nganjo hako omaaho sen wiing sa laam-ato lak.”
MRK.9.39	Le Yesu nêêl nambe, “Ham-ame naanêêlin yi le, in nambe omaaho ti nawiing taahu taahu osin niwêêk jak sa haalengg, ond me-lohvu nambe naanêêl vakasin anipaya jak sa pavis e, malis. 
MRK.9.40	In hil sen me-dayi yiiy payaa-to ond manyinjo yate hil. 
MRK.9.41	Naambe omaaho ti bu bel kuuh vu ham in ham naanum in dangga nambe Kalisi-te hil ham, ond sa naanêêl keenaanôôn vu ham naambe omaahôô-ju le gako yite samu samu nivasa nyevahaan dukanaah.”
MRK.9.42	“Naambe omaaho ti taahu va nipaya vu sate unoopasiv-aso sen londpayo nalaam timu vu saa-to ti be biing va nipaya, ond le naatokak nyevahaan bopaata vu taamusin, ond hil talu tatuuh bopaata dôôk omaahôô-ja ka naamunggin-ambe gaate dukana lôôy-ambe davin na, ond mem nivasa in me-taahu omaahonôôn dôôk va nipaya le. 
MRK.9.43	De naambe onamam vaalu biing-ambe
MRK.9.43	va nipaya kape hong, ond okatôôv na de onamam vaalu bati mu, ond mem nivasa in gale gana mando metumin danggata. Le naambe omando osin onamam yuuh ahondoos, ond gale gana taaku nipaya sen kin neep natum danggataa-to. 
MRK.9.44	[Taaku nipaya sen-anju ond male monaya sil lohvu busin pin-ande me-le jimb e, de kin ond vaheey-ame le daapuv jimb e, yoo le nanjip naatum danggata.] 
MRK.9.45	De naambe ovaham gako hong-ambe gandukana va nipaya, ond okatôôv na de ovaham vaalu bati mu, ond mem nivasa in gale gana mando metumin danggata. Le naambe omando osin ovaham yuuh ahondoos, ond le gaate hong dukana taaku nipaya. 
MRK.9.46	[Taaku nipaya sen-anju ond male monaya sil lohvu busin pin-ande me-le jimb e, de kin ond vaheey-ame le daapuv jimb e, yoo le nanjip naatum danggata.] 
MRK.9.47	De naambe gamem kaalus vaalu taato va nipaya vu hong-ambe gandupake hôôk va nipaya, ond okayovakin-ambe onggaate na de gamem vaalu bati mu, ond mem nivasa in gale gandukana gaving Anutu-te hil. Le naambe gamem kaalus yuuh ahondoos nanjip, ond le gaate hong dukana taaku nipaya. 
MRK.9.48	Taaku nipaya sen-anju ond male monaya sil lohvu busin pin-ande me-le jimb e, de kin ond vaheey-ame le daapuv jimb e, yoo le nanjip naatum danggata. 
MRK.9.49	Kin e na jaliv hil pin naambe sen gaas naliv vanôôn-ato. 
MRK.9.50	Gaas ond va nivasa, lemu naambe gaas anikuuh ak ond yale aambiing vaati vu be naatu nanyêên jesin naah? Gaas jaliv ham ond mem ham mando javuh ti nivasa.”
MRK.10.1	Yesu havuuh taakuu-ju de la taaku Yudia be la bel Yoladan vaalu, tombe hil ngeeyaata lasupin lala vu yi yesin, be nawiing tanasin vu sil nambe sen yoo nawiing-ato. 
MRK.10.2	Tombe sim hil Palisai heey lala vu yi in nambe sahi lopayo, om lalingin nambe, “Naambe omaaho ti bapuuh vane na, ond lohvu tanasin me ma?” 
MRK.10.3	Le lingin laah vu sil nambe, “Om Mose vu tanasin nambe vaati vu ham?” 
MRK.10.4	Tombe lanêêl nambe, “Mose liinggis nambe omaaho ti kaavu kaapiya ti naambe bapuuh vane na, ond bapuuh.” 
MRK.10.5	Le Yesu nêêl vu sil nambe, “Mose lak ni nambe ham alompayo niwêêk ak ondeey kaavu vakasin-anju lohvu ham oo kam, 
MRK.10.6	lemu vu munggin sen Anutu hatung va pin nyendoos-ato, ond hatung omaahonôôn, samu moow ayuuh vêêh. 
MRK.10.7	Om moow gavuuh mangganaan ayuuh tangganaan de gako vêêh-ambe yuuh mando javuh ti, 
MRK.10.8	be mem yuuh daatu nôôn timu, de yuuh-ame yuuh e, nganjo yuuh latu nôôn timu. 
MRK.10.9	Om va sen Anutu wiing-ambe tu nôôn timuu-to, ond omaahonôôn-ame kahe le.”
MRK.10.10	Lung laa tonde sil lalaah bayêên alo, le mem Yesu-te maanggêêm-aso lalingin yi in vakasin-anjo, 
MRK.10.11	le nêêl vu sil nambe, “Naambe moow ti gavuuh vane na de gako vêêh ango, ond wiing baayamb. 
MRK.10.12	De naambe vêêh ti gavuuh laya na de jak vu moow ango, ond yik wiing baayamb.”
MRK.10.13	Hil lako unoopasiv laam vu Yesu in nambe gambe nama jak sil, le yite maanggêêm-aso lanêêl sil. 
MRK.10.14	Le Yesu yi tombe ahekalin vu yite maanggêêm-aso be nêêl vu sil nambe, “Ham baale de unoopasiv-anju lanaam vu sa le. Ham-ame anggilin sil e, in Anutu nanggin hil nambêênja having. 
MRK.10.15	Sa naanêêl keen vu ham naambe omaaho ti me-gulis Anutu baambu naambe unoopasiv-anju le, ond me-le dukana gaving Anutu-te hil e.” 
MRK.10.16	Tonde kava unoopasiv ti ti lak-ambe hambe nama lak sil de lohak ak sil.
MRK.10.17	Yesu la in nambe na taaku ti, tonde omaaho ti hatup-ambe la hatung kaatu vu de lingin nambe, “Kaputung anivasa, saambiing vaati le mem sa mando metumin danggata?” 
MRK.10.18	Tombe Yesu nêêl vu nambe, “Ganêêl sa nambe nivasa in? Omaaho ti me-nivasa le, Anutu timu nivasa. 
MRK.10.19	Galak tanasin ani nambe, ‘Game ganyiis omaahonôôn jimb e, game gambiing baayamb e, game gambiing hôôndak e, game tatuhin vakasin jak omaaho ango le, game tatuhin omaaho ango de onggako yite va le, onggako mom ayuuh tam jak.” 
MRK.10.20	Le nêêl vu Yesu nambe, “Kaputung, sa naahen unoopasiv-ande sa samu va pin-anja lôôt-ambe gêên-anjo.” 
MRK.10.21	Tombe Yesu yi be ahe having, de nêêl vu nambe, “Le va timu naahen, ganaah-ambe gambu gate va pin na be hil baanggo, de gambu mone na vu hil sen dativak in va yuuh amêê-to in mem gale gako nôôn nivasa vu baandoni, tonde ganaam taamuyin sa.” 
MRK.10.22	Hango vakasin-anju tombe me luus voon de laah osin lopayo nimeen, in yite kupak ngeeyaata nando. 
MRK.10.23	Tombe Yesu me hako hôôk yite maanggêêm-aso, le mem nêêl vu sil nambe, “Hil sen silate va ngeeyaataa-to ond le lanôôhin in nambe landukana gaving Anutu-te hil.” 
MRK.10.24	Tombe yite maanggêêm-aso lavindis in vakasin-anju, le Yesu nêêl vu sil yesin laah nambe, “Noongg-aso-e, omaahonôôn le lanôôhin in landukana gaving Anutu-te hil.
MRK.10.25	“Bik kamel ti me-lohvu nambe dukana lulak vuun e, le nôôhin, de hil sen silate va ngeeyaataa-to, ond yik me-lalohvu nambe landukana gaving Anutu-te hil e, le lanôôhin lôôt.” 
MRK.10.26	Tombe lavindis bopaata lôôt-ande lanêêl nambe, “Om omaaho lati lohvu nambe mando metumin danggata?” 
MRK.10.27	Tombe Yesu me la vu sil-ande nêêl nambe, “Omaahonôôn-ame lalohvu va nambêênjo le, lemu Anutu lohvu. Anutu timu yoo lohvu biing va pin.” 
MRK.10.28	Tombe Pita nêêl vu nambe, “Gangge, hey-anjo ond hey havuuh heyate va pin la de hey navu taamuyin hong.” 
MRK.10.29	Tombe Yesu nêêl nambe, “Sa naanêêl keen vu ham naambe omaaho ti sen havuuh yite bayêên, me halindin, me vangaandin, me tangganaan ayuuh mangganaan, me noondin, me ngaanggis in sa haalengg osin sa banyengg anivasaa-to, 
MRK.10.30	ond le gako bayêên-ambe halindin osin vangaandin, de taandin-ambe noondin osin ngaanggis ngeeyaata dukanaah vu voon-anjo, lemu hil e lambiing nindanjeen vu yi gaving, tonde vu busin taamusin ond le mando metumin danggata osin danggata. 
MRK.10.31	De hil sen lamunggin-ato ond ngeeyaata le lanaah taamu, de hil sen davu taamuu-to ond ngeeyaata le lana daamunggin.”
MRK.10.32	Yesu having yite maanggêêm-aso be lalu-lala in lana Yelusalem. Yesu munggin nalu tombe maanggêêm-aso davu taamuyin yi osin nahand nalak, de hil sen davu taamuyin sil-ato layêênin. Tonde Yesu supin maanggêêm nomaayuuh-ambe laam yuuh-ato yesin, be nêêl va sen navu naatovu yii-to vu sil nambe, 
MRK.10.33	“Ham gango le,
MRK.10.33	yiiy navu ana balup Yelusalem atombe hil davu lambu Omaahonôôn Noow dukana kul vaha sen datung salivangin-ato silate yêêv-aso osin tanasin dangga-so namand, be daanêêl naambe lanyiis-ambe jimb, de lambu yi dukana hil vaalu sen sil-ame Yudaa-to namand 
MRK.10.34	be sil pale yi de kasuv jak, de gaveek yi, de lanyiis-ambe jimb, tonde busin naatu yaal e mem kandi jak jesin naah.”
MRK.10.35	Sebedi noow Jems ayuuh Jon lala vu Yesu be yuuh lanêêl vu nambe, “Kaputung-e, haay aawiingin nambe kataangg hong in vakasin ti.” 
MRK.10.36	Tombe lingin yuuh nambe, “Mawiingin nambe kataangg sa in vakasin vaati?” 
MRK.10.37	Tombe yuuh lanêêl vu nambe, “Ond haay kataangg hong in taamusin omando nivasa osin ohaalem bopaataa-to, ond lohvu nambe gambiing-ambe haay naatu gate yêêv bop yuuh in haay ango mando onamam vasa, de ango mando onamam kêênj gaving hong a?” 
MRK.10.38	Le Yesu nêêl vu yuuh nambe, “Va sen muuh navu kataangg-anja ond muuh doosin dangga. Kap nimeen-ate sen sa navu naanum hôôk-anjo, ond malohvu nambe naanum hôôk a? Me malohvu manjipis bel naambe sen sa navu aanjipis a?” 
MRK.10.39	Le yuuh lanêêl vu nambe, “De. Haay aalohvu.” Tombe Yesu nêêl vu yuuh nambe, “Nimeen sen sa navu baakuu-to ond male baaku, de nivaane sen sa navu gakôô-to ond male gako, 
MRK.10.40	lemu vakasin sen manêêl nambe muuh naatu yêêv-ambe muuh mando sa namangg vasa osin sa namangg kêênj gaving saa-to, ond same sate va in nambe sa naanêêl e, nganjo hil sen Anutu samu taaku vu sil-ato, ond sil e mando jak.”
MRK.10.41	Maanggêêm nomaayuuh-ato langoyin vakasin-anju tombe sil alondpayo nipaya vu Jems ayuuh Jon, 
MRK.10.42	tombe Yesu teey sil lala vu yi be nêêl vu sil nambe, “Ham alak ni nambe hil vaalu-te yêêv sen danggin sil-ato, ond danêêl vakasin osin niwêêk-ambe daanggôôl silate hil, de silate himbop oo danggin sil niwêêk lôôt, 
MRK.10.43	lemu ham ond ham-ame ambiing naambêênju le. Nganjo ham ti wiingin nambe naatu bop, ond yoo biing va naambe sen yi omaaho malis ti in dôôvu ham pin. 
MRK.10.44	De omaaho ti wiingin nambe naatu hamate lukook-ambe naamunggin, ond yoo naatu ham pin-ate hil kul malis amu. 
MRK.10.45	In Omaahonôôn Noow-ame laam in nambe omaahonôôn lambiing kul vu yi le, nganjo laam in nambe biing kul vu omaahonôôn osin jimb in baanggo omaahonôôn ngeeyaata naah.”
MRK.10.46	Lung atonde Yesu having yite maanggêêm-aso be lala lato bayêên Yeliko be lala, tombe hil ngeeyaata lala taamuyin sil. Tombe Timai noow Batimai mekanu be nando hôôk mop nanyendangga in mokataangg hil in va. 
MRK.10.47	Le sim hango banye nambe Yesu Nasaalet hato, tombe teey la vu nambe, “Yesu, hong sen gate danggakook neep vu Devit-ato, gakam pasiv in sa.” 
MRK.10.48	Tombe hil ngeeyaata lanêêl yi nambe, “Olavam nama.” Le ma de teey bopaata lôôt nambe, “Hong sen gate danggakook neep vu Devit-ato, gakam pasiv in sa.” 
MRK.10.49	Tombe Yesu naale be nêêl vu sil nambe, “Ham naateey naam.” Om lateey la vu omaaho mekanuu-to be lanêêl vu nambe, “Galompayo niwêêk jak, okandi in Yesu teey hong.” 
MRK.10.50	Tombe omaahôô-to haate yite tôômb la de kandi pavis-ambe la vu Yesu, 
MRK.10.51	tombe Yesu lingin yi nambe, “De gawiingin nambe saambiing vaati vu hong?” Le mekanu nêêl vu nambe, “Omaaho Bop, gambiing-ambe sa mengg naatum.” 
MRK.10.52	Tombe Yesu nêêl vu yi nambe, “Ganaah, in gawii-having keen om gamem anivasa lak.” Tombe yik me tum pavis-ambe mosapa Yesu loh mopaatôôv.
MRK.11.1	Sil lalup ngaaho vu bayêên Betpaasi yuuh Betaani vu kandu Oliv, in nambe daatok na Yelusalem, le mem Yesu wiing yite maanggêêm yuuh nambe yuuh daamunggin-ambe lana. 
MRK.11.2	Tombe nêêl vu yuuh nambe, “Mana be mandukana bayêên-anju ond male angge pavis naambe sil talu donggi noow ti naale, omaahonôôn-ame dalak bôôy e, ond muuh kavaayin-ambe muuh gako be manom. 
MRK.11.3	De omaaho ti jingin muuh naambe, ‘Muuh nawiing vaatii-ja?’ ond muuh naanêêl vu naambe, ‘Omaaho Bop wiingin nambe biing kul ti jak pavis e mem gako nom.’” 
MRK.11.4	Tombe yuuh lala lalup-ambe yuuh layi donggi noow ti naale voon, sil talu vatinin vinavi, tombe yuuh kavaayin. 
MRK.11.5	Tombe hil sen daalêê-juuto lanêêl
MRK.11.5	vu yuuh nambe, “Muuh navu kavaayin donggi noow-anja in mambiing vaati vu?” 
MRK.11.6	Le yuuh lanêêl vu sil nambe sen Yesu nêêl-ato, tombe laliinggis nambe yuuh gako donggi be lana. 
MRK.11.7	Om yuuh lako donggi noow laah hato vu Yesu, tombe yuuh lakaah lolop-ambe lavaah lakala donggi dami, le mem Yesu lakando be la. 
MRK.11.8	Tonde hil ngeeyaata lakaah silate lolop-ambe lavaah neep mopaatôôv, de vaalu lasap haah nama osin lis-ambe lambe neep mop, 
MRK.11.9	tombe hil vaalu lamunggin, de vaalu taamu be sil pin daakôôhin nambe,
MRK.11.9	“Ham-o, yiiy gako Anutu haale jak. Anutu biing samu samu vu omaahôô-ju in laam ak Omaaho Bop haale. 
MRK.11.10	Anutu biing samu samu vu yi in laam in ganggin yiiy naambe sen yate himbop Devit nanggin yate hil bôôy-ato. Yiiy gako Anutu haale jak nanjip baandoni.”
MRK.11.11	Tonde Yesu tok la Yelusalem-ambe lukala Anutu-te dumb bop alo be yi va pin lung la, le mem soosin hôôk om giiy yite maanggêêm nomaayuuh-ambe laam yuuh-ato be sil lala Betaani.
MRK.11.12	Sil kandi vu Betaani hôôk samiinaanôôn-ambe daahen dalaam, tonde Yesu yimb ahe. 
MRK.11.13	Tombe me la yi haah bangguk ti, ond lis bambu bopaata lôôt naale dinaandiin, om la ngaaho be yi nambe nôôn heey naale ond ja, le ma de lis malis amu, in yite busin sen nyiis nôôn-ato naahen. 
MRK.11.14	Tombe nêêl vu haah nambe, “Game ganyiis nôôn jesin naah-ambe hil lanja le, nama lôôt.” De yite maanggêêm-aso daale dango.
MRK.11.15	Sil lala lalup Yelusalem atombe Yesu lukala Anutu-te dumb bop alo be hatiiy hil sen daanggo va salivangin-ate hôôk dumb alopayôô-to be lala voon, tonde hil sen davu Yuda osin Lom-ate mone nyevaha-vahaan hôôk yii-to
MRK.11.16	de nêêlin nambe omaaho ti me-gako va be noh dumb alo jesin naah e. 
MRK.11.17	Tombe nêêl-ambe tatekin vu sil nambe, “Anutu-te vakasin sen sil kaavu neep hôôk kaapiyaa-to ond nêêl nambe, ‘Sate bayêên ond le daanêêl naambe hil pin-ate bayêên lohakin,’ le ma de ham awiing-ambe tu hil hôôndak-ate bayêên sen dahôôpis hôôk-ato.” 
MRK.11.18	Tombe kul vaha sen datung salivangin-ato silate yêêv-aso osin tanasin dangga-so langoyin-ambe davu salo mop in nambe lanyiis Yesu be jimb, lemu layêênin yi, in hil pin lavindis in yite tanasin.
MRK.11.19	De soosin hôôk atombe Yesu having yite maanggêêm-aso lavuuh bayêên bop-ande lalaah.
MRK.11.21	Om Pita ka vu vakasin vasêên-ato be nêêl nambe, “Kaputung-e, gangge ni. Bangguk sen otalôôt-ato ond bambôôv la valok-ate.” 
MRK.11.22	Tombe Yesu nêêl vu sil nambe, “Yik ham ambiing gaving Anutu. 
MRK.11.23	Sa naanêêl keen vu ham naambe omaaho ti nambe naanêêl vu kanduu-jo naambe ‘Okandi jak-ambe gandukana lôôy,’ le me-naanêêl osin ka yu-yuuh e, yoo biing gaving keen naambe yite vakasin e nôôn jak, ond mem le nôôn jak. 
MRK.11.24	Om sa naanêêl vu ham naambe va pin sen ham navu kataangg vu Anutu hôôk lohakin-ato, ond ham ambiing gaving naambe ham hako nôôn lung la ond ham e gako nôôn. 
MRK.11.25	Ham awiingin nambe anohak, lemu hamate vakasin ti neep vu omaaho ti, ond ham kawiiy na le, in Mom sen nando baandonii-to ond le kawiiy hamate nipaya na naambêênja. 
MRK.11.26	[Le naambe ham-ame kawiiy omaaho ango-te nipaya na le, ond Mom sen nando baandonii-to me-le kawiiy hamate nipaya na le, malis.]”
MRK.11.27	Lala lalup Yelusalem yesin laah tombe Yesu la hatup hôôk Anutu-te dumb bop alopayo. Tombe kul vaha sen datung salivangin-ato silate yêêv-aso osin tanasin dangga-so be himbop-aso lala vu yi, 
MRK.11.28	tombe lalingin yi nambe, “Lati nêêl-ambe galaam nawiing va pin-anjo? Onawiing kul-anjo lak lati haale?” 
MRK.11.29	Tombe Yesu nêêl laah vu sil nambe, “Om saanjingin ham in vakasin ti be ham naanêêl nom vu sa le, mem sale naanêêl omaaho sen sa naawiing kul lak haalêê-to nos vu ham. 
MRK.11.30	De Jon nalipis hil-ato ond lati nêêl? Anutu nêêl, me omaahonôôn yoo lanêêl? Ham naanêêl vu sa le.” 
MRK.11.31	Tombe sil oo lakaas in nambe,
MRK.11.31	“Yiiy naanêêl naambe Anutu nêêl, ond le naanêêl vu yiiy naambe, ‘Le nambe tana ham-ame awii-having yi le?’” 
MRK.11.32	Tombe lawiingin daanêêl naambe omaahonôôn lanêêl-ambe Jon nalipis hil, lemu dayêênin hil, in omaahonôôn pin lako Jon ak nambe yi omaaho sen nanêêl Anutu-te vakasin langaah-ato keen. 
MRK.11.33	Om lanêêl laah vu Yesu nambe, “Bey, hey doosin.” Tombe Yesu nêêl vu
MRK.11.33	sil nambe, “Om same le naanêêl omaaho sen sa naawiing kul lak haalêê-to vu ham e.”
MRK.12.2	De wain linj-ambe yiis nôôn-ambe suuh, tombe kul mangganaan wiing yite hil kul ti la vu hil sen danggin kul wain-ato in nambe gako yite nôôn vaalu. 
