MAT.1.1	A revereve huri retubui Jisas, netui Devet, netui Ebraham.
LUK.16.2	Siu a ratahigi hi mo warea talolo vale ko mo veve lawea vena, ‘?A hava leo ngaha nam rongoe hurigo? Goin haharagi na reve revei gineu doluegi ngehi gu veire lo noku hako gineu, huri goin he hakovi na tabana ngaha tea taligu, ngehi gom leogoro na noku hako gineu.’ 
LUK.16.3	Lolo domine i leogoro tabanagi mo domigi vena, ‘A noku ratahigi vin tulieu dena noku tabana. ?Nai vei mwerehilogo? Na he tatarise tea ve nai vano nai geli na tano, ko nam maemae ve nai vano nai nevu na homu dena tangaloi. 
LUK.16.4	A, nau lado na turegigi ve nai vei mwerehilogo. Nai vei buluana meire tangaloi lavasigi. Siu lune a noku tabanagi vin rovo, rai leieu talolo valera.’
LUK.16.5	“Mo ware rahine rau bugue dena nona ratahigi ve rau vomai lobena. Mo veve lawe na muegi hi vena, ‘?A havai hi gu bugue dena noku ratahigi?’ 
LUK.16.6	A tangaloi hi mo duvi vena, ‘Ineu nau bugue lo oelei hinaga kalon vudolue vagawelu.’ A tangaloi leogoro tabanagi hi mo veve lawea vena, ‘A reve reve bugumu hi nge ngaha. Gon toga gon uli hivo vena a kalon ngavulu gailime hogosie.’ 
LUK.16.7	I leogoro tabanagi mo huie tuegi vena, ‘?Iniko gu bugue lo havai?’ A tangaloi hi mo duvi vena, ‘Ineu nau bugue lo bagi wit teri vagatagale.’ I leogoro tabanagi hi mo bete na reve reve bugune lawea, mo veve vena, ‘Gon uli vena a bagi vudolue vagawelu hogosie.’
LUK.16.8	Ko a ratahigi hi mo vevegareagi na nona tangaloi leogoro tabanagi hi huri u mataisao lo nona tabana he vovohoi tea. Huri a tangaloi tabanagi talo ure ram vai na tabanagi lo ure rau mataisao liu dena tangaloi talo leleo.”
LUK.16.9	Ineu nam veve lawe gimiu vena, “nen vai buluana lawe gimiu sibomiu lo vivilakogi talo ure, huri tare nem vagasile, rain lei vurugegi gimiu sulolo togagi venue hi vin eno vagi tuei 
LUK.16.10	Ihine hi a nona tanoi leogoro u garea lo tabanagi u biti, a nona tanoi leogoro vin garea vage lo tabanagi u lawua. Ko ihine hi a nona tanoi leogoro he vovohoi tea lo tabanagi u biti, a nona tanoi leogoro vin he vovohoi tea lo tabanagi u lawua. 
LUK.16.11	Tare ve a nomiu tanoi leogoro ra he garea tea lo hako gineu neu leire lo matahala rahe vovohoi tea, rain he siregi lei tea lawe gimiu ve nein leogoro na hako gineu hogo. 
LUK.16.12	Tare ve nehe vovohoi tea lune neu leogoro na hako gineu noi hine wagineu, rain he bete tea lawe gimiu ngehi a nomiu sibomiu.
LUK.16.13	“Ihine tea vin he tabana lai tea lawe na ratahigi gairue. Huri ve vin ve asiesiginie tuegi ko vin tabea tuegi, vin leilei hage ginie tuegi ko vin vei hivohivo ginie tuegi. Nein he tabana lai tea lawe God ko a mane vagatagale.”
LUK.16.14	Lune ira Varise lavasigi ram rongo na leo huhui hi noi Jisas, ko ram mavaginie, a vevenagi rau tabe na mane. 
LUK.16.15	I Jisas mo veve lawera vena, “Gimiu hi nem vai gimiu ve neu vovohoi lo nagora tangaloi, nge i God u ilo na lolo lolomiu. Huri a gineu ngerehi a tangaloi ram lado huri ve rau mava lo nagoi tangaloi, nge lo nagoi God rai mava tea.
LUK.16.16	“A Leo hora noi Mosis ko a revereve nora tangaloi ligoligogi rau eno mo dadari lo taroi Jon Garuhigogona. Nge siseri ngaha lo tagugi hi u veve sere na Roro Garea huri ve God mo ratahigi ko vataha tangaloi ram vui tuitui ve rain ahu lolo ute God mo ratahigi aie.
LUK.16.17	“Nge u huire ve a mahava ko a tano ve roin sala, nge u huire liu ve a leo gatagale dena Leo hora ve vin sala.
LUK.16.18	“Tare ve a mwera gatagale mo hora vohogi gahorana, siu mo vano mo lagi mena vavine wagineu, nge mo vai na galegaleasi lo bakabaka. Vage tare ve a mwera mo vano mo lagi na vavine ngehi i tamai netune u sireginie beno, a mwera hi mo vai na galegaleasi lo bakabaka.
LUK.16.19	“A tangaloi ratahigi gatagale mo luqegi na luqana rau garea liu, ko a gana hinaga rau garea liu vage. 
LUK.16.20	A tangaloi mahogi gatagale a henana i Lasarus a betune u tugi voha, ram laie vataha bongi vomai lo matai valei ratahigi hi, 
LUK.16.21	huri ve vin geni na mavusuvusui hinaga hi ram soi dena tanoi gaganie nona ratahigi. Ko vage a wiriu ram vomai ram meloi na vohana.
LUK.16.22	Siu a tangaloi mahogi hi mo mate ko a engsel ram walie hage ram taue lo mwarasai Ebraham lo eulu. A tangaloi ratahigi hi mo mate vage ko ram tuleginie. 
LUK.16.23	Ko ingeie mo vano lo tanora tamate mo rongo gagarasi aie, ko mo leo hage lobei Ebraham vagahao tona Lasarus lo mwarasana. 
LUK.16.24	Ko mo ware vena, ‘Mama Ebraham! Gon leo hagavieu ko gon hora Lasarus na diri na bisune lolo wai ko na vui na meaku, huri ineu nam rongo gagarasi lolo avi ngaha.
LUK.16.25	“Nge i Ebraham mo veve vena, ‘Netuku, goin ladohaqe ve gu hakovi na gineu gagarea u sao lo mwasoamu, nge i Lasarus u toga lo gagarasi. Nge siseri ngaha nge mo rong garea tangaha, nge iniko gom rongo gagarasi. 
LUK.16.26	Ko vage, a walu bue beno lolo livugada, siu, den gamai gatagale mo tarani ve vin vanatu lobemiu, vin he vai lei tea, sige den gimiu gatagale mo tarani ve vin vomai lobemai, vin he vai lei tea.’ 
LUK.16.27	A tangaloi ratahigi mo veve vena, ‘U garea, mama Ebraham, nge nam veve lawego, gon hora Lasarus sulo valei tamaku. 
LUK.16.28	Aiehi i retueku ingere gailime. Gon sireginie na vano ko na veve siaga lawera, ve ingere vage rain mese vomai tangaha lo tanoi gagarasi ngaha.
LUK.16.29	“I Ebraham mo duvi vena, ‘I retuemu rau hakovi na revereve noi Mosis ko ira tangaloi ligoligogi. U garea ve rain rorongtagi na leora.’ 
LUK.16.30	A tangaloi ratahigi mo veve vena, ‘Ngehi he tatarise tea, mama Ebraham! Nge tare ve ihine te gatagale vin maraga dena mateana ko vin vano taligu lobera, aiehi rain ladowenigi dena nora galegaleasi.’ 
LUK.16.31	Nge i Ebraham mo veve vena, ‘Tare ve rahe rorongtagi Mosis ko ira tangaloi ligoligogi tea, rain he ladohogo tea vage gina tangaloi hi vin maraga taligu dena mateana.’ ”
LUK.17.1	I Jisas mo veve lawera nona rorongtagi vena, “A gineu esi u sao rain vomai rain vei tatureginire tangaloi ve rain soi sulo galegaleasi. Nge a hahagavi lawe ihine hi mo lai na gineu hi ram vomai. 
LUK.17.2	U garea ve rain ligo na vatu lawua ta lo mwagorona, ko rain tulie talolo tahi. Nge vin esi hageliu mena tangaloi hi mo vai tatureginie gatagale den rahine hi rau biti. 
LUK.17.3	Siu nen leohuri vurugegi lo havagineu nem vaie!
LUK.17.3	“Tare ve i tuemu mo galegaleasi, gon hahara meie. Tare ve nge mo ladowenigi, gon ladovohogi na bugune. 
LUK.17.4	Tare ve u vei na gineu esi vovohigo vagabitu lo rani gatagale, nge vataha na tarogi vin vomai taligu, vin veve lawego vena, ‘Neu nau ladowenigi, gon ladovohogi na bugune.”
LUK.17.5	Ira gaihora ram veve lawe na Huqe vena, “Gon vai na nomai ladohogo na huhuire vage.”
LUK.17.6	Siu a Huqe mo duvi lawera vena, “Tare ve nomiu ladohogo u mwere na toli baka u biti vohogi, nein veve lai lawe na vui gatabola hi vena, ‘Gon maraga dena ute tangaha, gon hivo gon labe lolo livugei tahi,’ ko a gai hi vin rongo huri na leomiu.
LUK.17.7	“Tare ve gatagale den gimiu a nona tangaloi tabanagi nge lolo talu mo ririvu, sige mo leohuri na sibsib. Siu lune mo mule dena talu nein he veve tea lawea vena, ‘Ei, gon vomai gon gagani.’ 
LUK.17.8	Hatie! Nge nem veve vena, ‘Gon vano gon vai rarai na gaku hinaga. Gon luqeluqe garea, gon leohurieu vurugegi lune nain gagani ko nain inuinu. Siu lo tagugi hi iniko gu bei gagani.’ 
LUK.17.9	Lune a tangaloi tabanagi mo tabe na nona ratahigi, nge a ratahigi hi he vevegareaginie tea. 
LUK.17.10	Nge u mwerehi vage mei gimiu. Lune nem vai na gineu ngerehi nau veve lawe gimiu ve nein veire, nein veve lai vena, ‘Igamai a tangaloi tabanagi hogosie. U tatarise ve dain vei mwere ngaha.’ ”
LUK.17.11	Lune i Jisas mo vano huri na vanue Jerusalem, mo huri lolo livugei venue Samaria ko Kalili. 
LUK.17.12	Ingeie mo vano sulolo togagi venue gatagale, mo haqe na tangaloi vohavono hangavulu. Ram labe vagahao 
LUK.17.13	ko ram ngaragi vena, “Jisas! Huhui! Gon hagavi gamai!”
LUK.17.14	I Jisas mo lehire ko mo veve lawera vena, “Nen vano, nen haharagi gimiu lawera rugurugu.”
LUK.17.14	Lo tarogi hi ingere ram vano, a beture ram mwasara taligu. 
LUK.17.15	Gatagale denire mo leo huri ve u mwaso, mo vomai taligu lobei Jisas, mo waregareagi God gena dilo siaga. 
LUK.17.16	Mo sisiqeu ko mo taigi hivo lo tano vovohoi Jisas, mo veve gareaginie. A tangaloi hi nge talo vanua Samaria. 
LUK.17.17	I Jisas mo duvi lawea vena, “Ei, nam lado ve a tangaloi ingere hangavulu hi rau mwasara. ?Nge gaisiwo ingere hilogo? 
LUK.17.18	?Huri hava gineu rahe vomai tea taligu huri ve ran waregareagi God? Nge a tangaloi ngaha hatie a duvi Israel. ?Huri havai nge hogosie mo vomai taligu mo veve gareagi God?” 
LUK.17.19	Ko i Jisas mo veve lawea vena, “Gon maraga gon vano. A nomu ladohogo mo vagamwasoigo.”
LUK.17.20	Ira Varise lavasigi ram hui Jisas vena, “God vin voragi Ratahigi goro na tangaloi doluegi tagaha?” Siu nge mo duvi vena, “A gigilegi hatie ve vin haharagi lawe gimiu na tarogi ve i God vin voragi Ratahigi goro na tangaloi doluegi. 
LUK.17.21	A tangaloi vin he veve lai tea vena, ‘Leo, nge ngaha!’ sige, ‘Leo, nge vanhi!’ Hatie! God u voragi Ratahigi beno lolo livugemiu.”
LUK.17.22	Siu i Jisas mo veve lawera nona rorongtagi vena, “A tarogi vin vomai ve nem tarani garagaraginie ve nen lehieu i Netui Tangaloi huri na bongiku gatagale hogosie, nge gimiu nein he lehe tea. 
LUK.17.23	Nge ira tangaloi rain veve lai vena, ‘Leo, nge vanhi!’ sige, ‘Leo, nge ngaha!’ Nge nen mese vano ve nein hikesie. 
LUK.17.24	Lune mo vile, mo leleohagi na mahava, mo tauvuigi lo tavulugi mo vano mo rovo lo tavulugi. Mwerehi vage, ineu i Netui Tangaloi nain veie lo bongiku. 
LUK.17.25	Nge nain rongo gagarasi tomue, ko a tangaloi ta bagataha rain tuli vohogieu. 
LUK.17.26	Mwere u vei lo taroi Noa, mwerehi vage vin vei lo taroku, i Netui Tangaloi. 
LUK.17.27	Rau gagani, rau inuinu, rau legi, u dadari lo taroi Noa mo kalo lolo aka ko a valolo u luluvi na vanue ko mo vagamatera doluegi. 
LUK.17.28	Siu vin vei lo taroku mwere u vei lo taroi Lot. Rau gagani, rau inuinu, rau volivoli, rau sosogagi, rau ririvu, rau hako valera. 
LUK.17.29	Lo rani hi Lot mo mwalue dena qatui venue Sodom, a avi mena qie rom rurungudu den eulu mwere na uhe ko rom vagamatera doluegi. 
LUK.17.30	Vin vei mwerehi tau lo rani hi ineu i Netui Tangaloi nain haharagieu siboku lawera tangaloi.
LUK.17.31	“Lo rani hi a tangaloi gatagale mo labe lo ului valena, vin he hivo tea lolo valena vena lai na nona vivilakogi. Mwerehi vage a tangaloi nge lolo talune vin he vano tea lo valena taligu. 
LUK.17.32	Nen ladotaligu huri gahorai Lot. 
LUK.17.33	Ihine mo vai leo vena hakobibi na mwasoana vin vei salaginie, ko ihine mo vagasalagi na mwasoana vin hako bibie. 
LUK.17.34	Nam veve lawe gimiu vena, lolo bongi hi a tangaloi gairue roin maturu bubugi, vin leie tuegi, tuegi vin tino. 
LUK.17.35	A vavine gairue roin vei na hinaga bubugi, vin leie tuegi, tuegi vin tino.
LUK.17.36	A tangaloi gairue roin tino lolo talu: vin lei vohoginie tuegi, tuegi vin tino.”
LUK.17.37	Ira nona rorongtagi ram huie vena, “?Huqe, vin vei tahilogo?” I Jisas mo duvi vena, “Ngehi a betui gineu mate mo eno ko a mala rain sone bulutegi aie.”
LUK.18.1	Siu i Jisas mo veve na gato tavalu ngaha lawera, mo huhuire ve rain tataro gesegi ko rain mese wiriwiri. 
LUK.18.2	“Lolo togagi venue gatagale a tangaloi vevegi mo toga aiehi he matagu tea gi God ko he ladomava ginire tangaloi tea. 
LUK.18.3	A vavine madue gatagale mo toga lolo vanue hi. Gesegi mo vomai lobena tangaloi vevegi hi, mo navuhie vena vovohoigi na nona romasi mena nona tavului vuro. 
LUK.18.4	Vagasaosao a tangaloi vevegi hi he masinge tea, nge vagasigi mo domigi lolo domine vena, ‘A hogo, nahe matagu tea gi God sige na he ladomava ginire tangaloi tea, 
LUK.18.5	tau nain vovohoigi na romasi nona vavine madue hi, huri gesegi mo vomai mo serieu gina leona. Tare ve hatie, a vavine hi vin vanai ta mwere ko lo vagasigi vin ve wiriwirigieu.’ ”
LUK.18.6	Ko a Huqe mo veve vena, “Nen lado na leoi tangaloi vevegi hi he vovohoi tea. 
LUK.18.7	?Nge wuraha huri God? ?Tare ve ira nona sinobu hi u leo wahera ram warea lolo rani ko lolo bongi, nem lado huri ve vin he vovohoigi na nora romasi tea? ?Sige nem lado huri ve vin ribi lawagi? 
LUK.18.8	Nam veve lawe gimiu vena i God vin vovohoigi na nora romasi, ko vin veie siseri. ?Nge ve ineu i Netui Tangaloi nain vomai taligu lo ure, nain haqe na tangaloi lavasigi ram lado hogogieu sige hatie?”
LUK.18.9	I Jisas mo veve na gato tavalu vage lawera tangaloi hi rau ladohogo u siaga ve a doridorire rau vovohoi, ko ram leoleo hivoginire tangaloi wagineu. 
LUK.18.10	Mo veve vena, “A tangaloi gairue rom vano lolo valei tataro ve ron tataro. Tuegi nge a Varise ko tuegi nge a tangaloi vilevile takis. 
LUK.18.11	“A Varise hi mo labe ko mo tataro rorongo lolo domine, mo veve vena, ‘God, nam waregareaginigo, huri ineu nahe mwere ire tangaloi wagineu tea. Nahe vai huri tea vai gineu nora tangaloi wagineu. Nahe vai na gineu esi tea ko na he galegaleasi tea lo vavine. Ko vage nam waregareaginigo huri ineu na he mwere na tangaloi vilevile takis ngaha tea. 
LUK.18.12	Neu nam gologolo vagarue lo wik gatagale, ko nam bete lawego a hangavulugi den noku hako gineu doluegi.’ 
LUK.18.13	“Nge a tangaloi vilevile takis mo labe vagahao, he leo te hage eulu, nge mo vosa na mabune ko mo veve vena, ‘E, God, gon hagavieu, huri ineu a tangaloi galegaleasi!’ ” 
LUK.18.14	Siu i Jisas mo veve vena, “Nam veve lawe gimiu vena, a tangaloi hi mo mule taligu lo valena nge u vovohoi lo nagoi God, nge a tangaloi tuegi he vovohoi tea lo nagoi God. Huri ihine mo lado hageginie sibona God vin vei wuweuginie, ko ihine mo lado wuweuginie sibona God vin vei hageginie.”
LUK.18.15	A tangaloi lavasigi ram lai na maresu wuwerigi lawe Jisas vena tango lure. Lune nona rorongtagi ram leo mwerehi, ram tara gorora. 
LUK.18.16	Nge i Jisas mo warera maresu wuwerigi hi vomai lobena, ko mo veve vena, “Nen siregi ira maresu ve ran vomai lobeku, ko nge mese vai gorora, huri a tangaloi a doridorire u mwere na maresu biti God mo voragi nora Ratahigi beno. 
LUK.18.17	A hogo, nam veve lawe gimiu vena, ihine he lai tea na mwasoana garaqa God mo ratahigi lolona mwere na maresu biti vin he ahu lai tea lolona.”
LUK.18.18	A tangaloi lawua nora a duvi Israel gatagale mo hui Jisas vena, “?Huhui garea, nain vei vahavagi huri ve nain lei na mwasoana radu?”
LUK.18.19	I Jisas mo veve lawea vena, “?Huri havai gom wareau ve nau garea? Ihine tea he garea tea, nge i God hogosie. 
LUK.18.20	Gu ilo na Leo hora: ‘Gon mese vagasile lo vavine, gon mese ue tangaloi, gon mese balubelu, gon mese tawei vurogi, gon ladomavagi tamamu ko i ratahimu.’ ”
LUK.18.21	Nge mo duvi lawea vena, “Nau tabe na Leo hora ingere ngaha doluegi lo mahogi nau maresu mo dadari siseri ngaha.”
LUK.18.22	Lune Jisas mo rongoe, mo veve lawea vena, “Gom qilodo lo gineu gatagale mosigei. Gon sogagi vohogi na nomu lalaie teri, gon bete na mane lawera mahogi, ko goin haqe na lalaie lo eulu. Siu gon vomai gon hurieu.” 
LUK.18.23	Lune nge mo rongo na leo hi, mo tauvuigi mo hahagavi, huri nona lalaie u sao.
LUK.18.24	I Jisas mo lehe mo veve vena, “Ei, u gona garagara hurire tagi hako gineu ve rain ehu lolo mwasoana garaqa God mo ratahigi lolona. 
LUK.18.25	U matamwasara huri ve a bulugi vin ehu turu na matai nitil dena tagi hako gineu vin ehu lolo mwasoana garaqa God mo ratahigi lolona.”
LUK.18.26	Irahine rau rongo na leo ngaha ram veve vena, “?Nge siu ihine vin mwaso lai?”
LUK.18.27	I Jisas mo duvi vena, “A hava gineu u gona meire tangaloi, nge he gona tea mei God.”
LUK.18.28	Vunu Bita mo veve vena, “Leo, gamai gau siregi na tanomai ko gam hurigo.”
LUK.18.29	I Jisas mo veve lawera vena, “A hogo, nam veve lawe gimiu vena, ihine tea vin siregi na valena sige i gahorana sige ire tuana sige i ratahine mei tamana sige ire netune huri ve God vin voragi Ratahigi goro na tangaloi doluegi, 
LUK.18.30	ngehi vin lei vagasaosao lolo taro ngaha ko a mwasoana radu lolo taro vin vomai.”
LUK.18.31	I Jisas mo lai beraginire rorongtagi hangavulu domwagi gairue ko mo veve lawera vena, Leo, dam hage Jerusalem. Aiehi vin vagahorongi na gineu doluegi a tangaloi ligoligogi rau reve hurieu i Netui Tangaloi. 
LUK.18.32	Rain siregieu lawera haroharo ko ingere rain sovueu, rain veve asiesigieu, rain lodosieu, 
LUK.18.33	rain taligu ko rain vei vagamateau, nge lo rani gaitoligi nain maraga taligu sulo mwasoana.”
LUK.18.34	Ira rorongtagi rahe ilo vurugegi na gineu ingere ngaha tea, a iloiloi leo mo hili denire, ko ra he ilo tea vurugegi huri na hava gineu hi i Jisas mo laqaginire.
LUK.18.35	I Jisas mo vomai kakarani lobei na vanue Jeriko, ko a tangaloi matadodo gatagale mo toga lo mwararai turegi mo navunevu. 
LUK.18.36	Lune mo rongo na tangaloi sao ram dige kakarani lobena, mo huire vena, “?A hava gineu ngaha?”
LUK.18.37	Ram veve lawea vena, “I Jisas ta Nasaret mo dige.”
LUK.18.38	Nge mo ulo siaga vena, “Jisas! Netui Devet! Gon hagavieu!”
LUK.18.39	A sinobu lavasigi ram labe lo nagona ram gato goroe vena toga rorongo. Nge mo ulo siaga den tomue vena, “Netui Devet! Gon hagavieu!”
LUK.18.40	Siu i Jisas mo labe, mo veve lawera huri ve ran lai na matadodo hi na vomai lobena. Lune mo vomai kakarani, i Jisas mo huie vena, 
LUK.18.41	“?Gom taranieu ve nain vei na hava gineu lawego?”
LUK.18.41	Mo duvi vena, “Huqe, nam tarani ve nain leo taligu.”
LUK.18.42	Siu i Jisas mo veve lawea vena, “Gon leo taligu! Nomu ladohogo mo vagamwasoigo.”
LUK.18.43	Ko siserigi nge mo leo taligu, mo huri Jisas, ko mo vevegareagi God. Lune a sinobu hi ram lehe, ingere doluegi ram waregareagi God.
LUK.19.1	I Jisas mo dadari Jeriko, ko mo vano tuturedu. 
LUK.19.2	Aiehi a tangaloi gatagale nge a muei tangaloi vilevile takis, ko ingeie a mwerai homu, a henana i Sakeus. 
LUK.19.3	Mo tarani garagara vena lehi Jisas, ve nge a hava tangaloi. Nge ingeie mo vai samwegi vena lehi Jisas huri a sinobu ram labe goroe ko vage huri nge a tangaloi qilodo. 
LUK.19.4	Siu mo toa tomue mo vano mo kalo lo gai gatagale a henagi sikamo, huri ve vin leo lai Jisas lune nge vin vano lo turegi hi. 
LUK.19.5	Lune i Jisas mo dadari aiehi, mo dada sueulu, mo veve lawe Sakeus vena, “Sakeus, gon hivo vuine siseri, huri nain toga lo valemu gaqarigi.”
LUK.19.6	I Sakeus mo hivo siseri vuine, mo lai Jisas gina havuhevu rom vano lo valena. 
LUK.19.7	Lune a sinobu ram lehe mwerehi, ram tavuigi ram singotutubugi Jisas vena, “Nge mo vano ve vin toga lo valei tangaloi galegaleasi hi.”
LUK.19.8	Siu i Sakeus mo maraga mo labe, mo veve lawe na Huqe vena, “Huqe, gom rongo. Nain bete na duvi noku hako gineu lawera tangaloi mahogi, ko tare ve nau keli nam balu na hako gineu noi hine tea, nain voli taliguginie lawea vagavesi lo ulugi.”
LUK.19.9	I Jisas mo veve lawea vena, “Gaqarigi i God mo vagamwasoi na tangaloi doluegi lolo vale ngaha, huri a tangaloi naha vage nge talo duvi Ebraham. 
LUK.19.10	Huri ineu i Netui Tanaloi nau vomai ve nain hikesire tangaloi ngerehi rau sala ko nain vagamwasoire.
LUK.19.11	Lune a sinobu ram rorongtagi Jisas, nge mo laqa tuturedu na gato tavalu ngaha lawera. Siserigi ngaha nge mo kakarani lobei vanue Jerusalem, ko ram lado ve a mwasoana garaqa God mo ratahigi lolona vin serelue siserigi. 
LUK.19.12	Siu i Jisas mo veve vena, “A tangaloi lawua gatagale vin vano lo vanue vagahao ve vin voragi ratahigi talo vanuana. Siu vin mule taligu lo tanona. 
LUK.19.13	Gitomue siu vin vano, mo ware na nona tangaloi tabanagi ingere hangavulu ko mo bete na homu hi a kol vatavatahaginire ko mo veve lawera vena, ‘Nen tabana lo mane ngaha ko nein vai leo nge nein haqe na semsemegi lune, vin dadari lune nain mule taligu.’ 
LUK.19.14	Nge a tangaloi talo vanuana ram lolo asiginie, siu ram hora na gaihora lo tagune huri ve ran veve vena, ‘Gamai gahe tarani na tangaloi ngaha tea ve vin voragi na nomai ratahigi.
