MAT.1.1	Ani sén i dad dagit i gutambul Dyisas Krayst, i bel Harì Dabid, dunan i bel Abraham. 
MAT.25.1	Na fadlug Dyisas talù, manan, “Di fulé du kadang, yé gusalngad i Kagot Dwata di sfalò sawang libun mebe dad salòla du snitongla i lagi sansong. 
MAT.25.2	I lime libun, là fulung ale. Bay i lime, fulung ale. 
MAT.25.3	I dad là fulung, nebela salòla, bay là fatlagad ale tnù i fngalola. 
MAT.25.4	Bay dad libun too fulung, nebela dad salòla, na lê ale fatlagad tnù i fngalola. 
MAT.25.5	Léét kel i lagi sansong, na yé duenam man, ta gfilot ale, na fles ale gkudang. 
MAT.25.6	Na kanto ta tngà butang, nun lingela tamlo, manan, ‘Ta déé i lagi sansong. Lamwà gamu, na snitongyu.’ 
MAT.25.7	Na mukat i kdee dad sawang libun ani, na fatlagadla dad salòla. 
MAT.25.8	Na talù dad libun là fulung di dad libun fulung, manla, ‘Banléyu gami fngalo du ta fan mati dad salòmi.’ 
MAT.25.9	Bay tmimel ale, manla, ‘Landè kibò du keng kulang i gami ku banlémi gamu. Bay mdà gamu mngabal gumayadyu fngalo.’ 
MAT.25.10	Na yé duenam man, ta mdà ale. Na di lamla ditù, ta kel i lagi sansong, na ta magin dad libun ta gatlagad salu di ksong. Na kanto ale fusuk déé, ta tmakab i lagi sansong. 
MAT.25.11	Na di là mlo, ta lê kel i lime libun là gatlagad, manla, ‘E Sér, begam nukà gami i takab.’ 
MAT.25.12	Bay tmimel kenen, manan, ‘Là ti dilèta gamu.’ ” 
MAT.25.13	Na fadlug Dyisas talù, manan, “Yé duenam man, too gamu fatlagad du là sa gadèyu i du ku demen i bang kasfulêgu.”
MAT.25.14	Na lê talù Dyisas, manan, “Di fulé du kadang, yé gusalngad i Kagot Dwata di satu lagi mdà magu. Na di laman là mdà, fatlon dad snaligan du fagotan dale i dad knunan. 
MAT.25.15	Yé blén di satu, lime libu filak, na ye blén di galwen lwe libu, na di gatlun mlibu. Yé gufdàan mlé dale di kagsalig dale magot filak. Na kafnge ayé, ta mdà kenen. 
MAT.25.16	I snalig fnagotan lime libu, gasil mdà dmagang, na yé untungan lê man lime libu. 
MAT.25.17	Na lê salngad ayé i snalig fnagotan lwe libu, fagu di kdagangan, yé untungan lê lwe libu. 
MAT.25.18	Bay i snalig fnagotan mlibu, mdà kenen, makol di tanà, na lbangan i filak ta fagot i amun dun.
MAT.25.19	“Na kanto mlo, ta mulê i amula du situng ale. 
MAT.25.20	Na i snaligan fnagotan lime libu, neben i lime libu untung i ta nimòan, na manan di amun, ‘Sér, yé fagotam do lime libu, na neyem, yé untungan lê lime libu.’ 
MAT.25.21	Na tmimel i amun, manan, ‘Too fye nimòam. Too ge fye na gsalig. Du gsalig ge di tukay nimò, falbonggu i fagotta ge. Fusuk ge dini, na magin ge di klehewgu.’ 
MAT.25.22	Na lê kel i snalig fnagotan lwe libu, na manan, ‘Sér, yé fagotam do lwe libu, na neyem, yé untungan lê lwe libu.’ 
MAT.25.23	Na tmimel i amun, manan, ‘Too fye nimòam. Too ge fye na gsalig. Du gsalig ge di tukay nimò, falbonggu i fagotta ge. Fusuk ge dini, na magin ge di klehewgu.’ 
MAT.25.24	Na kafnge ayé, ta kel i snalig fnagotan mlibu, na manan, ‘Sér, gadègu na too ge labè. Galam nwè i ise ge nfun, na kantum i ise ge fele. 
MAT.25.25	Yé duenam man, likò agu na balinggu lbang i filakam di lam i tanà. Neyem, ani filakam.’ 
MAT.25.26	Na talù i amun di kenen, manan, ‘Too ge sasè, na too ge malweh. Ta gadèam sa na too agu labè na galgu nwè i ise do nfun, na kantugu i ise do fele. 
MAT.25.27	Na kan ku là fngàam i filakgu di bangku du fye di kulêgu, ta nun ngàan. 
MAT.25.28	Nwèyu i filak di kenen, na lêyu blé di to snalig i ta nun sfalò libu. 
MAT.25.29	Du ku simto i fulung magot i ta nfunan, lê tananù glukas fa di kalnidùan. Bay ku simto là fulung magot i tukay nfunan, lê nwè di kenen. 
MAT.25.30	Na batyu i snalig landè gukel ayé ditù di gukmifuhan di lwà na déé gumngelan na gukminggat kifanan.’ ”
MAT.25.31	Na fadlug Dyisas talù, manan, “Ku samfulê i Ngà To di bong kdatahan, magin i kdee dad kasaligan, sudeng di trunun du kenen i Harì. 
MAT.25.32	Na i dad to mdà di kdee dad banwe, santifunan ale di kanfen, na sansahalan i dad to salngad di nimò i to mifat bilibili du fahalan i dad bilibili di dad kambing. 
MAT.25.33	I dad bilibili, kahan gsen di kwananan. Bay i dad kambing, kahan gsen di bibengan. 
MAT.25.34	Na talù i Harì di dad to gsen di kwananan, manan, ‘Flal gamu, du too nun kafyeyu mdà ku Mà. Dnawatyu i kagot tagàan gamu mdà di kagatbù i banwe. 
MAT.25.35	Du di kbitilgu, fankaanyu agu, na di kalinumgu, finumyu agu. Na kantogu kel di banweyu, balù mahal to agu, fyakyu agu. 
MAT.25.36	Kanto landè klawehgu, banléyu agu klaweh, na di kafdasgu, nifatyu agu, na di kablanggùgu, lnauyyu agu.’ 
MAT.25.37	Na tmimel dad to tluh ani, manla, ‘Amu, kilen i ta kitemi ge bitil na fankaanmi ge, ku demen malinum na finummi ge? 
MAT.25.38	Kilen i ksalum di banwemi, na balù mahal to ge, ta fyakmi ge? Kilen i klandè klaweham na banlémi ge? 
MAT.25.39	Kilen i kitemi ge fandas ku demen blanggù na lnauymi ge?’ 
MAT.25.40	Na tmimel i Harì, manan, ‘Too glut i man-gu di gamu ani, na ku dét i nimòyu di dad flanekgu balù ku too ale mdanà to, salngad ku di do i gumimòyu dun.’ 
MAT.25.41	Na kafnge ayé, talù i Harì di dad to gsen di bibengan, manan, ‘Fawag gamu di do, du gablà gamu falnayam, na ditù gusaluyu di lanaw lifoh landè sen ta tagà Dwata di ku Satanas na lê dad snaligan. 
MAT.25.42	Du di kbitilgu, là ti fankaanyu agu, na di kalinumgu, là ti finumyu agu. 
MAT.25.43	Na kantogu kel di banweyu, là ti fyakyu agu du mahal to agu. Di klandè klawehgu, là ti banléyu agu, na di kafdasgu, na di kablanggùgu, là ti lnauyyu agu.’ 
MAT.25.44	Na tmimel dad to ani, manla, ‘Amu, kilen i ta kitemi ge bitil ku demen malinum ku demen mahal to ku demen landè klaweh ku demen nun fdas ku demen blanggù, na là tnabengmi ge?’ 
MAT.25.45	Na tmimel i Harì, manan, ‘Too glut i man-gu di gamu ani, na ku dét i là nimòyu di dademe dad togu too mdanà, salngad ku là nimòyu dun di do.’ 
MAT.25.46	Na i dad to ayé, faflesan ale salu di gumaflayamla kel di landè sen, bay i dad to tluh, ditù gufaflesan dale di nawa landè sen.”
MAT.26.1	Kanto fnge Dyisas tamdò i kdee ayé gine, ta manan di dad to galan tdò, 
MAT.26.2	“Ta gadèyu na lo lwe butang mdà ani kel i Du Kaglius, na do, i dnagit Ngà To, bléla agu di kagot i dad to du fnatakla agu di krus.”
MAT.26.3	Na i dad ganlal di kafaglut i dad Dyu na i dad tua gal mebe i dad Dyu, stifun ale di bong gumnè Kayafas, dunan i ulu i dad ganlal di kafaglutla. 
MAT.26.4	Na yé santulenla déé ku dét i fye kibòla kamfè ku Dyisas du fafatila di landè to gmadè dun. 
MAT.26.5	Bay yé manla, “Nangto nimò ani di lam i fista du keng falbut i dad to, na balingla gumdà too smamuk.”
MAT.26.6	Na déé Dyisas di tukay banwe Bétani di gumnè Simon, dunan i to nun fdas mumuh di munan. 
MAT.26.7	Na di lam Dyisas kmaan, nun libun fdadong di kenen, na nun neben sabuy malung fnò fangbun too mabtas. Kokan i fangbun ayé di ulu Dyisas. 
MAT.26.8	Na kanto teen dad to galan tdò, too ale malbut, na manla, “Kan ku falmon i fangbun ayé? 
MAT.26.9	Tumù fa ku fablin du too bong wèan, na fakayan blé i wèan di dad to landè knun. 
MAT.26.10	Bay gadè Dyisas i manla, na tmimel kenen, manan, “Kan ku nangawyu i libun ani? Too fye sa i nimòan di do.” 
MAT.26.11	Du gal nun dad to landè knun di safédyu, na fakayyu ale tnabeng balù ku dét du. Bay do, ta là mlo i knègu dini di safédyu. 
MAT.26.12	Di kakokan i fangbun di do, falan fatlagad i lawehgu di lbang. 
MAT.26.13	Too glut i man-gu di gamu ani, na balù nè gutamdò i Fye Tulen di klamang banwe, lêla tulen i nimò libun ani du fye gafaldamla kenen.”
MAT.26.14	Na kafnge ayé, nun satu di dad sfalò lwe to gal tdò Dyisas, yé dagitan Dyudas Iskariyot, na salu kenen di dad ganlal di kafaglut i dad Dyu. 
MAT.26.15	Na smalek kenen, manan, “Dét i bléyu do ku blégu di gamu Dyisas?” Na mse ale tlu falò batù di filakla du bléla ku Dyudas. 
MAT.26.16	Na mdà di du ayé, mngabal kenen kfagu mlé ku Dyisas di dale.
MAT.26.17	Di tnanin du i Fista Kakaan i Fan Landè Bulung Falnok Dun, fdadong ku Dyisas i dad to galan tdò, na smalek ale, manla, “Nè gumdekam gami fatlagad knaanto di Du Kaglius?” 
MAT.26.18	Na man Dyisas di dale, “Mdà gamu salu di satu lagi mnè di syudad, na manyu di kenen, ‘Yé man i To Tamdò na ta kel i bangan dmohò i kdee ta gmanan, na yé gukmaanan kun di lam gumnèam magin dad to galan tdò.” 
MAT.26.19	Na nimenla i man Dyisas, na fatlagadla i knaan di Fista i Du Kaglius. 
MAT.26.20	Na kanto kifuh, ta sudeng Dyisas na i dad sfalò lwe to galan tdò du kmaan ale. 
MAT.26.21	Na lamla kmaan, talù Dyisas, manan, “Too glut i man-gu di gamu ani, nun satu di gamu i makal do.” 
MAT.26.22	Na too mlidù nawala, na man kat satu di kenen, “Ise do, man, Amu?” 
MAT.26.23	Na tmimel Dyisas, manan, “I to song di do lamnab fan di tukung, yé makal do. 
MAT.26.24	Do, i dnagit Ngà To, mati agu salngad i ta gsulat gablà di do. Bay magakdo i lagi makal do du too kenen maflayam. Baling fye fa to ayé ku là sutan.”
MAT.26.25	Na lê talù Dyudas, dunan i makal kenen, manan, “Ise do kè, Sér?” Na tmimel Dyisas, manan, “Hee, dunan sa, ge.”
MAT.26.26	Na lamla kmaan, nwè Dyisas fan, na fasalamat kenen di Dwata, klon falnak dun, na blén di dad to galan tdò, manan, “Nwèyu ani na knaanyu. Ani lawehgu.” 
MAT.26.27	Na kafnge ayé, lêan nwè i basù nun binu, na fasalamat kenen di Dwata, klon mlé dun di dale, na manan, “I kdeeyu, sansinumyu ani. 
MAT.26.28	Ani i litègu falohgu du fye fnasinsya Dwata salà i dee dad to du yé fambagal i kasafnè Dwata di dale. 
MAT.26.29	Na too glut i man-gu di gamu, mdà ani, ta là lê agu minum binu ani. Silang agu lê minum ku ta kel i du kinumgu i falami binu di Kagot Màgu, na gamu i dademegu. 
MAT.26.30	Kafngela lmingag dmayen di Dwata, ta lamwà ale, na salu ale di Bulul Olib.
MAT.26.31	Na talù Dyisas di dale, manan, “Kadang kifuh, i kdeeyu baling milah na tnagakyu agu, du ta gsulat di Tnalù Dwata, manan,
MAT.26.31	‘Fnatigu i to gal mifat dad bilibili, na masbalét i dad bilibilin.’
MAT.26.32	Bay ku ta mték agu mdà di fati, muna agu di gamu ditù di Galili.” 
MAT.26.33	Na man Piter di ku Dyisas, “Balù ku milah i kdee, bay do, là ti tnagakta ge.” 
MAT.26.34	Bay tmimel Dyisas, manan, “Too glut i man-gu di ge ani na kadang kifuh, di là fa kalmeet i anuk, ta sanam agu bnalew tlu dulê di kmanam dun na làam agu dilè.” 
MAT.26.35	Bay too sansulit Piter i manan ayé, “Balù ku mati agu magin ge, là ti bnalewta ge.” Na lê salngad ayé i man dademe dad to tdò Dyisas.
MAT.26.36	Na salu Dyisas na i dad to galan tdò di satu tanà dnagit Gétsémani. Na manan dale, “Sudeng gamu dini du salu agu ditù du dmasal.” 
MAT.26.37	Na faginan Piter na i lwe ngà Sébidi salu di gudmasalan. Na too flunuh Dyisas na mlidù i nawan. 
MAT.26.38	Na manan di dale, “Yé kagkahgu ani ta fan agu mati di klidùgu. Fanak gamu dini na too gamu fgeye magin do.” 
MAT.26.39	Na fles kenen magu, là mawagan di dale, na tadè lamfan di tanà, na dmasal, manan, “E Mà, ku nun kibò, begam nwè i kaflayam fan mkel di do ani. Bay yé mgimò i ge knayè, ise i do.” 
MAT.26.40	Na lê kenen samfulê di dale Piter, na teenan ale gkudang. Na snalekan Piter, manan, “Kan? Là gaganyu famgal nawayu di kaginyu di do di là mlo? 
MAT.26.41	Too gamu fgeye na dmasal du fye là gamu gfisan di tilew. Du mayè i nawa, bay gal mlungay i laweh.”
MAT.26.42	Na lê kenen mdà du dmasal, manan, “E Mà, ku landè kibò mwè i kaflayamgu ani, du silang magwè ku ta gnagugu, ge knayè i gdohò.” 
MAT.26.43	Na kafnge ayé, lê man kenen samfulê di dale na ta lêan ale teen kudang, du too ale malkudang. 
MAT.26.44	Na lê man kenen mdà dmasal di gatlun dulê, na lê salngad i dasalan. 
MAT.26.45	Na kafngen dmasal di gatlun dulê, samfulê kenen di dad to galan tdò, na manan, “Kan, sana kakudangyu na sana kaftudyu? Neyeyu du ta kel nan i bang, na do i dnagit Ngà To, nakalla na bléla agu di kagot i dad to gamsalà. 
MAT.26.46	Mték gamu du mdà ato. Ta mdadong i to makal do di fati.”
MAT.26.47	Na di lam Dyisas talù, ta kel Dyudas, satu di dad sfalò lwe to galan tdò. Na dee dad to magin di kenen dek dad ganlal di kafaglut i dad Dyu, na dad tua gal mebe i dad Dyu. Na mebe ale sundang na bunal. 
MAT.26.48	Na i to makal ayé, ta falan tulen dale ku dét ilè fgadè dale ku simto Dyisas. Ani ta falan man, “I to nalakgu di bawehan, yé dunan. Kenen i kanfèyu.” 
MAT.26.49	Na fdadong Dyudas di ku Dyisas, manan, “E Amu, fye kifuh,” na ta nalakan i bawehan. 
MAT.26.50	Na talù Dyisas, manan, “Leg, fabaltikam nimò i knayèam.”
MAT.26.50	Na kafnge ayé, ta fdadong i dademe magin ku Dyudas, na nagotla Dyisas du kanfèla kenen. 
MAT.26.51	Na satu di dad to magin di ku Dyisas, nwèan sundangan, na tnibehan fasak i ulu dad ganlal di kafaglut i dad Dyu, na masfek bali klingen. 
MAT.26.52	Na man Dyisas di to ayé, “Tusukam di lumàan i sundangam, du ku simto gmamit tek, lê mati di tek. 
MAT.26.53	Là kè gadèam dun na fakay agu ftabeng di ku Mà fye dekan gadini dee libu dad kasaliganan tmabeng do? 
MAT.26.54	Bay ku yé nimògu, là ti gdohò i ta gsulat di Tnalù Dwata gablà di kfatigu.” 
MAT.26.55	Na kafnge ayé, talù Dyisas di kdee dad to ayé, manan, “Kan, to tmaku agu kè du mebe gamu sundang na bunal di kakfèyu do? Kat dugu sudeng na tamdò déé di Bong Gumnè Gumangamfù di Dwata, na là sa kanfèyu agu. 
MAT.26.56	Bay yé duenan kel ani du fye gdohò i ta gsulat i dad tugad Dwata.” Na kafnge ayé, i kdee dad to galan tdò, tnagakla kenen na mdà ale milah.
MAT.26.57	Mdà i dad to kamfè ku Dyisas, nebela kenen salu di gumnè Kayafas, ulu i dad ganlal di kafaglut i dad Dyu. Na ta stifun déé i dad to gal tamdò i dad uldin Dwata fagu di ku Mosis, na dad tua gal mebe i dad Dyu. 
MAT.26.58	Na lê lmalò Piter, bay kibò kenen fawag kel di nasel gumnè Kayafas. Fusuk kenen déé na sudeng di saféd i dad to mantay du fye gadèan ku dét i mkel. 
MAT.26.59	Na i dad ganlal di kafaglut i dad Dyu na kdee dademe dad ganlal, too ale meye kfagu gutadagla tmifù na fafati ku Dyisas. 
MAT.26.60	Bay landè teenla salàan, bay du nun dad to tmulen kéng gablà di kenen. Na di gusenan, nun lwe to fdadong, 
MAT.26.61	na manla, “Yé man i to ani, ‘Lanbàgu i Gumnè Gumangamfù di Dwata, na lêgu ftadag di lam i tlu du.’ ” 
MAT.26.62	Na i ulu dad ganlal di kafaglut i dad Dyu, ta tadag kenen, na snalekan Dyisas, manan, “Landè timelam kè? Dét i duenla talù gambet ani gablà di ge?” 
MAT.26.63	Bay là talù Dyisas balù ku landè salàan. Mdà ayé, lê smalek i ulu dad ganlal di kafaglut i dad Dyu, na manan di ku Dyisas, “Fagu di dagit i too mdatah Dwata, samdagè ge na tulenam gami ku ge i Mgalék Dwata, dunan i Ngàan.” 
MAT.26.64	Na tmimel Dyisas, manan, “Dunan i manam. Na man-gu di gamu, di fulé du kadang teenyu agu, dunan i dnagit Ngà To, na sudeng agu di kwanan i Dwata too maltulus, na kel agu mdà di langit fagin di dad labun.” 
MAT.26.65	Bay knasê i ulu dad ganlal di kafaglut i dad Dyu i kenen saul du too sè kalbutan, na manan di dad to, “Nladan i kdatah Dwata! Ta landè kamuto smalek i dademe dad to gablà di kenen du ta lingeyu i sasè manan. 
MAT.26.66	Dét i fandamyu gamu?” Na yé timel i dad to, manla, “Gablà kenen fnati.” 
MAT.26.67	Na kafnge ayé, dnulàla i bawehan, na snuntukla kenen. Nun dademe tamfiling kenen, 
MAT.26.68	na manla, “Ku ge Mgalék Dwata, tansabam ku simto tamfiling ge.”
MAT.26.69	Na sana ksudeng Piter di nasel. Na nun libun fasak salu di kenen, manan, “Ge sa i satu to gal magin di ku Dyisas mdà di Galili.” 
MAT.26.70	Bay malew Piter di kdeela déé, manan, “Là gadègu i manam ayé.” 
MAT.26.71	Na salu Piter gatù di bà takab. Na lê nun satu libun fasak mite kenen, na manan di dad to déé, “I to ani, lê kenen magin di ku Dyisas mdà di Nasarét.” 
MAT.26.72	Bay lê malew Piter, na samdagè kenen, manan, “Là dilègu i lagi ayé.” 
MAT.26.73	Na di là mlo, i dad to tadag déé, fdadong ale di ku Piter, manla, “Dunan sa, ge satu di dale du dilèmi talùam.” 
MAT.26.74	Baling kenen samdagè, manan, “Falnayam Dwata agu ku tmulen agu kéng. Là dilègu i lagi ayé.” Na ta kalmeet i anuk. 
MAT.26.75	Na gafaldam Piter i ta man Dyisas di kenen, “Di là fa kalmeet i anuk, ta sanam agu bnalew tlu dulê di kmanam dun làam agu dilè.” Na yé duenam man, ta lamwà kenen na too ti mngel.
MAT.27.1	Kanto flafus, i kdee dad ganlal di kafaglut i dad Dyu, na dad tua gal mebe i dad Dyu, yé fnaleh nawala fafatila Dyisas. 
MAT.27.2	Na bnakusla kenen, na nebela ditù di ku Pilato, dunan i gubirnador, du bléla di kagotan.
MAT.27.3	Na Dyudas, dunan i makal ku Dyisas, kanton gadè na ta nukumla Dyisas di fati, gsal kenen, na fulêan i tlu falò batù filak di dad ganlal di kafaglut i dad Dyu na di dad tua gal mebe i dad Dyu. 
MAT.27.4	Manan di dale, “Ta gamsalà agu du ta nakalgu i to landè salà.” Bay tmimel ale, manla, “Landè labetmi déé. Ge i gmadè ayé.” 
MAT.27.5	Na bat Dyudas i filak ayé di lam i Gumnè Gumangamfù di Dwata klon mdà. Na di kdàan, ta fles mikat lial. 
MAT.27.6	Na dad ganlal di kafaglut i dad Dyu, nulutla filak ayé, na manla, “Là fakay ku tnùto i filak ani di filak galto busek di Gumnè Gumangamfù di Dwata, du i filak ani bayad lawil i satu to.” 
MAT.27.7	Na yé duenam man, yé fnaleh nawala yé gukmamula i filak ani bayadla tanà gal gumakol i dad to mimò kulang du fye nun gulambangla dad to mdà di dad mahal banwe ku déé gumatila di Dyérusalém. 
MAT.27.8	Na yé duenam man, yé dagit i tanà ayé kel di du ani, dunan, “I tanà bnayad litè.” 
MAT.27.9	Na fagu déé gdohò i man Dyérimaya, i satu tugad i Dwata di munan,
MAT.27.9	“Nwèla i tlu falò batù filak, dunan i btas kayè blé dad to bel Israél di kbayadla kenen.
MAT.27.10	Na yé gukmamula dun bayadla tanà gal gumakol i dad to mimò kulang, du yé dek i Amugu di do.”
MAT.27.11	Na kantola nebe Dyisas salu di gubirnador, tadag kenen di munan, na snalek Pilato kenen, manan, “Ge kè Harì i dad Dyu?” Na tmimel Dyisas, manan, “Ta manam sa.” 
MAT.27.12	Na dad ganlal di kafaglut i dad Dyu, na dad tua gal mebe i dad Dyu, tnifùla Dyisas, bay là tmimelan. 
MAT.27.13	Na smalek Pilato, manan, “Là lingem i kdee sasè manla ayé gablà di ge?” 
MAT.27.14	Bay là tmimel Dyisas balù dét tifùla dun. Na yé duenam man, too tngah i gubirnador ayé.
MAT.27.15	Na yé gal nimò Pilato di fista falwàan satu to di blanggù. Ku simto knayè i kdee dad to, yé falwàan. 
MAT.27.16	Na di bang ayé, nun satu to di blanggù too gadè i kdee dad to, yé dagitan Barabas. 
MAT.27.17	Na yé duenam man, kanto stifun i kdee dad to, snalek Pilato ale, manan, “Simto knayèyu falwàgu, Barabas ku demen Dyisas, i dnagit Krayst?” 
MAT.27.18	Yé duenan smalek dad to du ta gadèan na yé duen i dad ganlal di kafaglut i dad Dyu mlé ku Dyisas di kagot Pilato du mafè nawala ku Dyisas. 
MAT.27.19	Na di ksudeng Pilato di gusudeng i to mukum, nun sulat febe yaanan di kenen, manan, “Nang ge lmabet di to ayé du landè salàan. Balbutang too agu maflayam di kaknagu kenen.” 
MAT.27.20	Bay dad ganlal di kafaglut i dad Dyu, na dad tua gal mebe i dad Dyu, banlétla i dad to du fye yé fnila falwà Barabas na fafatila Dyisas. 
MAT.27.21	Na lê smalek i gubirnador, manan, “Simto di lwe ani kayèyu falwàgu?” Na tmimel ale, manla, “Barabas.” 
MAT.27.22	Na smalek Pilato, manan, “Dét i fye kibògu ku Dyisas, i dnagit Krayst?” Na tmimel i kdeela, manla, “Fnatakam di krus.” 
MAT.27.23	Na smalek Pilato, manan, “Kan? Dét i salàan?” Bay baling matnù kakitla, manla, “Fnatakam kenen di krus.” 
MAT.27.24	Na gadè Pilato na landè kibòan du fan ale mimò samuk mdà di kalbutla. Na yé duenam man, mwè Pilato éél, na naloban tnalòan di muna i kdee dad to, manan, “Landè labetgu di kfati to ani. Gamu nan i gmadè.” 
