MAT.1.1	Yayto i ginikanan-na si Jesu-Kristo, i Dadi'-na si David pati' si Abraham:
MAT.15.34	Anaruman may mga iya, “Pito' nayto hamok ngan aniya' pa diki'it mamadiki' agon.”
MAT.15.35	Agmandaran-na si Jesus i mga a'a paglumpagi'. 
MAT.15.36	Mangno ag'ala'-na i pito' bug'os pan pati' i agon. Pakapasalamat-na si Diyos, agpanurutabbi'-nay to ngan agparu'du'-na si mga inadalan-na ngan mga iya i magtaltag si mga a'a. 
MAT.15.37	Agpakapamangan i dimu'an ngan agpakagustuhan. Katapos akatipon pa dina i mga inadalan pito' sagad nga puro panno' si mga tinurutabbi' la'a. 
MAT.15.38	Bisan i mga lalla hamok magpakakakan siray allaw anakka mga kwatro mil, pwira pa si mga danda pati' si mga kadadi'-dadi'an. 
MAT.15.39	Pakapalitira-na si Jesus si mga a'a, pasang'at iya si paraw ngan agbiyahi pada'iray si lugar-na si mga Magdaleno.
MAT.16.1	Mangno, aniya' mga Parisiyo pati' mga Sadusiyo magpamada'iray si Jesus ngan agpamalako kon akahimo iya pangngilalahan si langitnon kasiguruhan para si mga iya pagsiguro nga ungod gayod agka'adda mga iya si Diyos.
MAT.16.2	Pero anaruman dina si Jesus, “Sangom na ngani' aminugad kam, ‘A, mahalap ina'anto i panahon kay mapiyat i langit.’ 
MAT.16.3	Katapos kanalungan namay aminugad kam, ‘A, mara'at i panahon ina'anto kay mapiyat i langit ngan sigi dadampog.’ Ata'o kam lugod pagkilala si kamutangan-na si kalangitan, pero ga'i kam agpakatu'anan si mga pangngilalahan si ina'anto mga panahon. 
MAT.16.4	Kinakulawan gayod i kara'at-na si mga a'a sito panahon nga makihuhuwangon si mga pala'in-la'in diyos kay sigi hamok paralakuhay si mga pangngilalahan si langitnon kasiguruhan. Pero gana' na parakulawon pa si mga iya pwira si pangngilalahan siray nga nagbuhat si Jonas.” Sanglit patalikot kas Jesus si mga Parisiyo pati' si mga Sadusiyo ngan diritso pamalitira.
MAT.16.5	Si pakatba-na na mga iya si danaw, sadiskubrihan-na si mga inadalan-na nga salimutan-na mga iya pagbawa pan. 
MAT.16.6	Pero si Jesus namay, agpadayon pagturo' si mga iya pina'agi si pagpada'an, “Agmatuha kam! Agpanlikaya kam si pammatubu'-na si mga Parisiyo pati' si mga Sadusiyo.”
MAT.16.7	Sanglit, agsingurub-ngurubay dayon mga iya, “Sapahalling-na gad nan hamok kay ga'i kita kam agpakabawa pan nga agkinahanglan pammatubo' paghimo.”
MAT.16.8	Sakatu'anan-na andang si Jesus i mga bararagaw-na, sanglit agpinugad-na mga iya, “Kulang pa kam si pagtapod! Ay kay agbararagawan-bi gayod i ga'i pakabawa-ta kam balon? 
MAT.16.9	Ga'i pa ba' kam hamok gihapon agpakasantop? Ga'i ba' sa'intuman-bi kon pira pa dina sagad satipun-bi nga puro panno' si la'a-na si mga a'a ngan pagturutabbi'-ko si lima bug'os pan para si singko mil a'a? 
MAT.16.10	Ngan pira liwat sagad satipun-bi nga puro panno' ngan pagturutabbi'-ko si pito' bug'os pan para si kwatro mil a'a? 
MAT.16.11	Kapa'i may kay ga'i pa kam hamok gihapon agpakasantop nga ma'in mahi'unong si pan i nagbagaw-ko si ka'am? Pero aglikaya kam si pammatubu'-na si mga Parisiyo pati' si mga Sadusiyo.” 
MAT.16.12	Tungod sito, sasabutan-na dayon mga iya nga ma'in i pammatubo' si pan i nagtukuy-na si Jesus nga rilikayan-na mga iya, kundi' pagmato si mga turu'-na si mga Parisiyo pati' si mga Sadusiyo.
MAT.16.13	Ngan panakka-na kas Jesus si mga lugar nga sakop si bungto Cesarea Filipos, agtilaw-na i mga inadalan-na, “Si mga burubaragaw-na si mga a'a mahi'unong si Pinili' A'a, say may kuno' iya?”
MAT.16.14	Anaruman may mga iya, “Aniya' magpaminugad nga iya kuno' si Juan Paragbunyag, ngan i ditangnga' may, iya kuno' si Elias. Pero aniya' liwat magpaminugad nga iya kuno' si Jeremias o ma'in ngani' tingali addangan pa si mga paragsumat-na si Diyos siray.”
MAT.16.15	Amatilaw gihapon iya, “Pero para si ka'am, say may i pagkakilala-bi si ako?”
MAT.16.16	Anaruman may si Simon Pedro, “Ka'aw i Tinu'inan Mannanalwas, i Dadi'-na si gana' kamatayun-na Diyos.”
MAT.16.17	Aminugad may si Jesus si iya, “Malipayon kaw Simon nga dadi'-na si Jonas, kay ma'in a'a i magpakatu'an si ka'aw sinan kundi' mismo i Tatay-ko si langit. 
MAT.16.18	Ngan sumatan-ta kaw, ka'aw si Pedro,
MAT.16.19	Papa'intrigahun-ko si ka'aw i lyabi si pagdalom si mga nagpanhadi'an-na si man langit. Bisan ay i nagpatugut-bi ato si kalibutan, nagpatugot may liwat ari si langit. Pero bisan ay i nagdiri'-bi ato si kalibutan, nagdiri' may liwat ari si langit.”
MAT.16.20	Katapos agtugunan-na si Jesus i mga inadalan-na nga ga'i gayod pagsumat si bisan say nga iya i Tinu'inan Mannanalwas.
MAT.16.21	Kahuman siray, agtikangan-na si Jesus agsumat i mga inadalan-na, “Kinahanglan nga pada'iray ako si Jerusalem ngan ag'agi pala'in-la'in kasakitan marandu'un-na si mga mata'o kamabu'utan, si mga puno' paraghalad pati' si mga paragturo' bala'od. Pwira pa sinan, maratayon ako, pero abanhaw si katallo allaw.”
MAT.16.22	Ag'agda-na si Pedro si Jesus pabulag basi' sasu'it-na i amu-na. Agpinugad-nay to, “Paragdalom, andiri' i Diyos sinan! Ga'i nan ahinabo' si ka'aw.”
MAT.16.23	Pero tili'-na dina iya si Jesus ngan diritso aminugad, “Ala'on nan si inisipan-mo, kay tawa'-nay nan si Satanas! Ka'aw i maka'ulang si naglalangnganan-ko. Imbis nga i mga katuyu'an-na si Diyos i nagpanginanu-mo, i tawa'-na dina si a'a i nagpasi'urug-mo!”
MAT.16.24	Kata'ud-ta'uran, agsumatan-na si Jesus i mga inadalan-na, “Kon aniya' maruyag pagbaya' si ako, kinahanglan limut-na i mga kalugaringun-na katuyu'an, ngan agsunod si ako. Padayun-na i pag'ako' si mga pag'antus-na pariho si adda makamamalo' kamatayon si kudos. 
MAT.16.25	Kay bisan say i magpasiguro si kalugaringun-na kinabuhi' ina'anto, iya dina i tikarag si dimu'an tawa'-na hasta pa i kinabuhi'-na. Pero bisan say i magkarag si kalugaringun-na kinabuhi' para si ako, iya dina i maka'anda' si ungod kinabuhi'. 
MAT.16.26	Ay i kapulsanan-na kon satawa'-na si a'a i bug'os kalibutan pero agkaragan-nay to dina kinabuhi'? Gana'! Kay gana' sapabayad-na si a'a nga sabawi'-nay nan gihapon kinabuhi'. 
MAT.16.27	Tipada'ito i Pinili' A'a huwang i mga anghel-na nga nagsigahan palibot si maka'angayan danta'-na si Tatay-na ngan katapos pamuwanan-na i balang addangan si kararawatun-na primyo sigon si mga sabuhat-na. 
MAT.16.28	Sumatan-ta kam si kamatu'uran, aniya' si mga satu'oy to ina'anto nga ga'i amatay tubtob nga ga'i pa mga iya sakulawan-na i pagpada'itu-na si Pinili' A'a nga sa'angkun-na i pagkahadi'-na.”
MAT.17.1	Kahuman si annom allaw, ag'agda-na si Jesus si Pedro hasta i magdingsirarihan Santiago pati' Juan paghuwang si iya. Agdahulo iya pasagka si adda madyalta bukid. 
MAT.17.2	Ngan panakka-na na mga iya si buntay, si pagparakukulaw-na mga iya si Jesus, anla'in i puhu'-na. Agsiga i bayhun-na pariho si allaw ngan amuti' i badu'-na pariho si magdanta'. 
MAT.17.3	Mangno sakulawan-na mga iya nga hintak pamaluwa' kas Moises pati' si Elias ngan agbararagaw mga iya kas Jesus.
MAT.17.4	Agsupla-na si Pedro i baragaw-na kas Jesus si pagpinugad, “Paragdalom, mahalap gayod kay atiya' kita kam. Kon aruyag kaw, anhimo kami' tallo payag-payag para si ka'am, i adda para si ka'aw, i adda may tawa'-na si Moises, ngan i adda namay tawa'-na si Elias.”
MAT.17.5	Ga'i pa iya atapos agparapahalling, aniya' pahulwa' madakmol panganod nga bali danta' ngan akatambunan mga iya sito. Mangno aniya' busis tikang si panganod nga agpinugad, “Iyay nan i Dadi'-ko
MAT.17.6	Pakabati'-na sinan si mga inadalan, agpaka'akkom mga iya tungod si mga katalaw-na. 
MAT.17.7	Pero padugok si Jesus ngan agpamalpak-na mga iya. Aminugad to, “Pabanguna kam anan, ngan dakam agkataralaw.” 
MAT.17.8	Panhangad-na mga iya, gana' na mga sakulawan-na pwira na si Jesus.
MAT.17.9	Ngan padalugdug-na na mga iya man bukid, agtugunan-na mga iya si Jesus, “Dakam agparasumat si bisan say si sakulawan-bi tubtob nga abanhaw i Pinili' A'a.”
MAT.17.10	Amatilaw i mga inadalan si iya, “Pero kapa'i may kay agparapaminugad dina i mga paragturo' bala'od nga kinahanglan dahulo i pagpada'itu-na si Elias?”
MAT.17.11	Anaruman si Jesus, “Ungod nan, pada'ito si Elias paghamis si dimu'an. 
MAT.17.12	Pero sumatan-ta kam nga manatu'o na dina si Elias ngan ga'i to sakilala-na si mga a'a. Lugod, gana' maka'ulang si mga iya pagbuhat si mga nagplanu-na karat'an para si iya. Si pariho pa'agi, papasakitan-na liwat mga iya i Pinili' A'a.” 
MAT.17.13	Sasabutan-na dayon si mga inadalan nga i nagtukuy-na si Jesus si nagparapahalling-na si mga iya, iya si Juan Paragbunyag.
MAT.17.14	Si pagbwilta-na mga iya si magpantarambak, aniya' lalla padugok si iya ngan anluhod. 
MAT.17.15	Aminugad to, “Sinyor, kalu'uyin may dadi'-koy to. Buntugon iya ngan bali na i inagi-na kasakitan. Agsob iya akasugba si api, ma'in ngani' akarabbo' si buwahi'. 
MAT.17.16	Agbawa-ko na iya si mga inadalan-mo, pero ga'i mga iya sapahalap-na.”
MAT.17.17	Anaruman si Jesus, “Ay badaw! Ga'i pa gayod anutu'o mga a'ay to ina'anto panahon ngan bali kamakasuplikado! Pira pa i kinahanglan pag'istar-ko ato pati' i irilubun-ko si ka'am basi' agpanutu'o kam? Bawahon iya ato.” 
MAT.17.18	Paka'isug-na si Jesus si mara'at espirito, diritsoy to pa'amban si dadi' ngan anhalap dayon iya mismo siray uras.
MAT.17.19	Mangno pamadugok si Jesus i mga inadalan ngan agpamatilaw nga gana' la'in makapakali, “Apa'i may kay ga'i ray sapapinda kami' mara'at espirito?” 
MAT.17.20	Anaruman may si Jesus, “Ada'inan nan tungod kay kulang pa gayod i pagtutu'u-bi. Kay sumatan-ta kam si kamatu'uran, kon aniya' may dina pagtutu'u-bi pariho kadiki'-diki' si lisu-na si tinanom mustad, pwidi kam akapinugad sito bukid, ‘Tigpatukala anan ngan tiglalina ari’ ngan diritsoy to palalin. Gana' si mga tuyu'-bi nga ga'i atuman.”
MAT.17.22	Ngan pagbiririyu'-na si mga inadalan ari si Galilea, agpanumatan-nay to si Jesus, “Trarayduran i Pinili' A'a ngan papa'intrigahon iya si pagdalum-na si mga a'a. 
MAT.17.23	Matay-nay to mga iya, pero abanhaw si katallo allaw.” Tungod sinan, bali i mga kabidu'-na si mga inadalan-na.
MAT.17.24	Ngan panakka-na kas Jesus pati' si mga inadalan-na ari si syudad Capernaum, nagdugok si Pedro si mga paragsukot si duwa drakma
MAT.17.25	Anaruman may iya, “Oho', agparabayad iya.”
MAT.17.25	Ngan pagbalik-na na si Pedro si ruma'-na mga iya, si Jesus i primiro makapahalling. “Simon, ay si pag'abat-mo, say i mga nagparapanguliktahan-na si mga hadi' ato si kalibutan si pala'in-la'in kabaraydan pati' buhis? I mga a'a-na o i ma'in?”
MAT.17.26	“I mga ma'in a'a-na,” lingun-na may si Pedro.
MAT.17.26	Aminugad may si Jesus, “Kon sugad, kunta' hasta kita kam agpakalibri. 
MAT.17.27	Pero, para ga'i kita agkasinahan-na mga iya, mamangarawa ari. Addu'on dayon i primiro sadawi-mo ngan ngangahon i bawa'-na kay ari sa'anda'an-mo i adda kwarta diplata nga ampat drakma i balur-na. Bawahon ngan pabayaron si mga iya para si buhis-ko pati' si tawa'-mo.”
MAT.18.1	Mismo siray uras, pamadugok i mga inadalan si Jesus ngan agpamatilaw, “Say ba' gayod i pinakabantugan si mga nagpanhadi'an-na si man langit?”
MAT.18.2	Aniya' dadi' nagban'u-na si Jesus ngan agpatunggu-nay to atubang si mga iya. 
MAT.18.3	Mangno aminugad, “Sumatan-ta kam si kamatu'uran, hasta nga ga'i kam agsalli' ngan angirog si kina'iya-na si mga dadi', sigurado nga ga'i kam agpakahuwang si mga nagpanhadi'an-na si man langit. 
MAT.18.4	Kon sugad, bisan say i magpa'ubos si kalugaringun-na pariho sito dadi', iya i pinakabantugan si mga nagpanhadi'an-na si man langit.
MAT.18.5	“Bisan say i magpanginano pahalap si a'a nga ga'i mismo aka'allom si kalugaringun-na pariho sito dadi' tungod si gugma'-na si ako, agpanginano gayod si ako.
MAT.18.6	“Mara'at gayod si a'a kon nagpa'ingkutan i kallung-na gilingan bato ngan nagtunura si kalawot. Pero bisan kon mara'at to, mas mahalap payto kuntra kon akapa'amban iya si la'in nga baha'o pa hamok magtutu'o.
MAT.18.7	“Papabidu'on gayod i kalibutan tungod kay sigurado nga aniya' buhat-na si a'a nga akapa'amban si pagtu'u-na si la'in! Gana' duda nga pamaluwa' to dimu'an, pero papabidu'on i a'a magbuhat sinan. 
MAT.18.8	Sanglit kon akapa'amban si pagtutu'u-mo i nagparahimu-na si tamburu'-mo o ma'in ngani' i nagparapada'irayan-na si kitid-mo, uturon ngan tapukin. Mas mahalap pa kon punggol kaw nga akaprubitso si gana' katapusan-na kinabuhi' kuntra kon huwang si ka'aw i duwa tamburu'-mo o i duwa kitid-mo nga pinabar'og kaw si gana' kapaparungun-na api. 
MAT.18.9	Ngan kon akapa'amban si pagtutu'u-mo i nagparakukulawan-na si mata-mo, ala'on adday nan ngan tapukin. Mas mahalap pa kon buta i adda mata-mo nga akaprubitso kaw si gana' katapusan-na kinabuhi' kuntra kon huwang si ka'aw i duwa mata-mo nga linaho' kaw pan impyirno.
MAT.18.10	“Aghinaya kam nga gana' nagtamay-bi bisan addangan si mga baha'oy to pa hamok magtutu'o. Kay sumatan-ta kam nga i mga anghel-na mga iya ari si langit pirmi ag'atubang si langitnon Tatay-ko.
MAT.18.12	“Ay si pag'abat-bi kon da'ito i mahinabo'? Kon addangan si ka'am i aniya' addahatos karniru-na, katapos alilingo i adda, ay binuhat-bi? Sigurado ambanan-bi i nubintay nwibi ari si tahok ngan anda'-bi i malilingo. 
MAT.18.13	Malipayon kam gayod si paka'anda'-bi, ngan sumatan-ta kam si kamatu'uran, mas mahaya i kalipayan-bi para si adday nan karniro kuntra si nubintay nwibi ray nga ga'i agkaralilingo. 
MAT.18.14	Si pariho pa'agi, ga'i may liwat aruyag i Tatay-bi si langit nga aniya' magkapirirdi bisan addangan sito mga a'a nga agtikang pa hamok si mga pagtutu'u-na.”
MAT.18.15	Agpadayon si Jesus pagpasabot si mga iya, “Sanglit kon agsakit kaw tungod si sala'-na si bugtu'-mo si pagtu'o, paduguka si iya ngan isplikarin si sala' nagbuhat-na, nga ka'am hamok duwangan. Kon amati' iya si ka'aw, sapabalik-mo gihapon iya si hul'os pagtu'o. 
MAT.18.16	Pero kon ga'i iya mamati', amabaya'a addangan o ma'in ngani' duwangan kabugtu'an basi' akapamatu'uran i dimu'an nagkabaragawan pina'agi si duwangan o tallungan nga sayod si kamatu'uran.
MAT.18.17	Kon ga'i pa liwat to mamati' si ka'am, pasumaton to atubang si manniniripon pag'ampo' basi' aku'-na nga sala'an iya. Ngan kon andiri' pa liwat iya gihapon si pag'aradda-na si manniniripon pag'ampo', kilalahu-bi na iya pariho si ga'i magtutu'o Diyos o pariho si paragsukot buhis. 
MAT.18.18	Kay sumatan-ta kam si kamatu'uran, bisan ay i nagpatugut-bi ato si kalibutan, nagpatugot may liwat ari si langit. Pero bisan ay i nagdiri'-bi ato si kalibutan, nagdiri' may liwat ari si langit. 
MAT.18.19	Si pariho kamutangan, kon aniya' duwangan si ka'am magka'adda si bisan ay nagpalaku-bi ato si kalibutan, tuman-nay nan si Tatay-ko si langit para si ka'am. 
MAT.18.20	Kay basta aniya' magkatiripon bisan hamok duwangan o ma'in ngani' tallungan nga agpan'ako' si arun-ko, awiray ako si mga iya aghuwang.”
MAT.18.21	Mangno padugok si Pedro ari si Jesus ngan amatilaw, “Paragdalom, simpira kinahanglan pasaylu-ko i bugtu'-ko si pagtu'o kon sigi hamok iya pakasala' si ako? Tubtob ba' si pito' bisis?”
MAT.18.22	Anaruman si Jesus, “Sumatan-ta kaw, ma'in hamok tubtob si pito', kundi' tubtob si sitinta pagpitu'i.”
MAT.18.23	Agpadayun-na si Jesus i saruman-na si pag'isturya, “Kon sugad i paghadi'-na si man langit akapariho si adda hadi' nga aruyag na pagbalansi si mga rilihugun-na. 
MAT.18.24	Si pagkwirintahay-na na mga iya, aniya' addangan nagban'u-na pagpa'atubang si iya nga bali haya kantidad
MAT.18.25	Tungod kay ga'i may nan gayod sabayaran-na, agmando' i amo nga binaligya'an mga iya si la'in bilang mga uripon huwang i alla-na pati' i mga dadi'-na hasta pa i mga inanna'-na dimu'an para hamok aniya' mapabayad si utang-na.
MAT.18.26	“Anluhod i rilihugon atubang si iya ngan makimalu'oy, ‘Alayon pag'angan-angan makali' panahon kay bayaran-ko may nan utang-koy nan dimu'an.’ 
MAT.18.27	Tungod si kalu'uy-na si amo, agpabalik-na iya nga para' gayod i dimu'an sa'utang-na.
MAT.18.28	“Pero si pagawas-na sito rilihugon, aniya' sabagatan-na addangan si mga igkasi-na rilihugon nga aka'utang hamok si iya syin dinari
MAT.18.29	“Anluhod atubang si iya i parihu-na rilihugon ngan makimalu'oy, ‘Alayon pag'angan-angan makali' panahon kay bayaran-ta may kaw.’
MAT.18.30	“Pero ga'i to agpamati'an-na, kundi' agpaprisu-nay to dina ngan ga'i to tigpagawas-na tubtob si pakabayad-na si dimu'an sa'utang-na. 
MAT.18.31	Pakakulaw-na sinan hinabo' si ditangnga' mga rilihugon, bali i mga kabidu'-na sanglit padugok mga iya si amo ngan agpamasumbong si dimu'an mahinabo'.
MAT.18.32	“Katapos agpaban'u-na si amo i rilihugon pagpasallod gihapon ngan ag'isugan-na, ‘Gana' kwinta-mo rilihugon! Agpara'-ko i dimu'an sa'utang-mo si ako tungod kay makimalu'oy kaw. 
MAT.18.33	Kunta' alu'oy may kaw liwat si igkasi-mo rilihugon pariho si nagbuhat-ko may si ka'aw!’ 
MAT.18.34	Ngan tungod si kasina-na si amo, agpa'intriga-nay to si wardin nga padayon i pagkastigo si iya hasta nga ga'i to akabayad si dimu'an utang-na.
MAT.18.35	“Da'inan sinan i pa'agi-na si langitnon Tatay-ko si kada addangan si ka'am nga ma'in kinasing-kasing i pagpasaylu-na si bugtu'-na si pagtu'o.”
MAT.19.1	Kahuman-na agparapahalling sinan si Jesus, pa'amban iya si Galilea. Pada'iray namay mga iya si parti si Judea nga aka'anna' si dambila'-na si Suba' Jordan. 
MAT.19.2	Kalabbatan pirmi i magpamungyod si mga iya ngan aniya' may nagpamulung-na si Jesus si mga salabayan-na lugar.
MAT.19.3	Mangno aniya' magpamada'iray si iya mga Parisiyo para hamok pagpurbar kon anala' iya si mga allingun-na. Amatilaw mga iya, “Nagpatugot ba' si bala'ud-ta kam nga akabulag
MAT.19.4	Patilaw i saruman-na si Jesus, “Ga'i ba' kam liwat agpakabasa si Kasuratan nga si panikangan, aghimu-na si Paraghimo i a'a, lalla pati' danda.
MAT.19.5	Katapos agtugon iya, ‘Sanglit, kinahanglan pa'amban i lalla si tatay-na pati' si nanay-na ngan maki'adda si alla-na basi' mga iya duwangan ahimo na hamok adda puho'.’
MAT.19.6	Kon sugad, ma'in na mga iya duwangan kundi' addangan na hamok. Sanglit kon ay i nagbug'us-na si Diyos, kinahanglan nga ga'i gayod agbulag-na si a'a.”
MAT.19.7	Amatilaw gihapon i mga Parisiyo, “Kapa'i may kay aniya' mandu'-na dina si Moises nga kon aniya' na papilis si pagbulag, pwidi na sapaduwa'i-na si lalla i alla-na?”
MAT.19.8	Anaruman may si Jesus, “Tungod si pagdiri'-bi pag'isip malalom, agtugutan-na kam si Moises nga sabulagan-bi i mga alla-bi. Pero si tinikangan gayod ma'in da'inan sinan. 
MAT.19.9	Sumatan-ta kam nga bisan say lallaha nga pabulag si alla-na nga ga'i may to agbisyo si pagdangallahan-na mga iya, mangno pakasal iya si la'in danda, si kamatu'uran agsala' iya tungod si pagtig'ub-na si la'in. I da'inan klasi pagbulag ma'in tugot si bala'od.”
MAT.19.10	Aminugad si iya i mga inadalan-na, “Kon da'inan may hamok sinan ka'istrikto i kamutangan si magdangallahan, mas mahalap na hamok nga ga'i ag'alla.”
MAT.19.11	Anaruman si Jesus si mga iya, “Yayto mga turo' ga'i sa'aku'-na si bisan say, pero kon i Diyos gayod i magpa'ambit si katuyu'an-na sito mga sa'aku'-nay to. 
MAT.19.12	Aniya' mga a'a nga tikang pa si paka'allum-na aniya' andang dipirinsya-na nga day mga kapon. Aniya' may liwat nga agpatuyo' gayod pagpakapon, kundi' aniya' may liwat magpandiri' gayod pag'alla basi' hul'os i mga pagsirbi-na si mga nagpanhadi'an-na si man langit. I maka'ako' sito kamutangan, kunta' ga'i iya agruha-duha pagtuman sito.”
MAT.19.13	Siray uras aniya' magpamawa si mga dadi'-na pada'iray si Jesus. I karuyag-na kunta' mga iya nga sadu'unan-na si mga palat-na si Jesus i mga dadi'-na pati' sapangadyi'an-na, pero agsimul-na si mga inadalan i mga a'a.
MAT.19.14	Kundi' aminugad dina si Jesus, “Tuguti-bi i kadadi'-dadi'an
MAT.19.15	Pakadu'un-na si Jesus si mga iya sa'uru'addangan, pa'amban iya ari siray lugar.
MAT.19.16	Sin adda, aniya' lalla padugok si iya ngan diritso amatilaw, “Ma'istro, ay i mahalap buhat nga kinahanglan buruhatun-ko basi' sa'angkun-ko i kinabuhi' nga gana' katapusan-na?”
MAT.19.17	Anaruman dina si Jesus, “Kapa'i may kay agpatilaw kaw si ako mahi'unong kon ay i mahalap? Aniya' hamok Addangan nga mahalap. Kon aruyag kaw pagprubitso sinan kinabuhi', tumanon i mga kasugu'an.”
