MAT.1.1	Jesukrístu we̱a̱trí̱ ju̱ áiniawai. Tura ashí naṉkaamas ti uunt we̱a̱t Tawitcha Apraámsha áiniawai. 
LUK.2.10	Túrasha nayaimpinmaya̱ suntar tímiayi “Ashamprukairap. Ashí áentsnum ti warastin atí tusan ti peṉker chichaman itiarjiarme. 
LUK.2.11	Jú̱iti: yamái tsawantai̱ uunt Tawitia pépruri̱n Piriṉnum yaunchu Yus anaikiamu KRISTU tutai, uwemtikramprataj tusa akiintiurmarme. Nu Uchisha ashí áentsun akupniuiti, tímiayi. 
LUK.2.12	Tura ju̱ja̱i̱ nekaattarme: uchi penutaiji̱a̱i̱ penuarma waaka yurumtainiam tepá wáinkiattarme. Nu wáinkiarum nekas jú̱iti, tu nekaattarme.” 
LUK.2.13	Nu chichamaik nayaimpinmaya̱ suntar ti untsurí̱, nayaimpinmaya̱ káunkarmiayi. Túrawar Yusa naari̱n shiir awajainiak ju̱na tiarmiayi:
LUK.2.14	“Nayaimpinmasha Yus naṉkaamantuiti tu enentáimtusarti. Tura ju̱ nuṉkanmasha Yusja̱i̱ nawamnaikiaru ainia nu imiatkinchanum pujusarti.” Tu tiarmiayi.
LUK.2.15	Tura Yusa suntari̱ nayaimpiniam waketkiarmatai murikiun wáinin tiarmiayi “Wats, Piriṉnum wárik wetái. Nu túrunamu Yus turamajnia nu iyumi” tiarmiayi.
LUK.2.16	Nuna tiar wárik wearmiayi. Tura Marincha Jusencha wáinkiarmiayi. Tura uchincha waaka yurumtainiam tepan wáinkiarmiayi. 
LUK.2.17	Wear nuna wáinkiar, nayaimpinmaya̱ suntar uchi túrunamuri̱n timia nuna etserkarmiayi. 
LUK.2.18	Tura murikiun wáinin tiarmia nuna antukaruka ti enentáimtusarmiayi. 
LUK.2.19	Túrasha Marikia ashí túrunamia nuna ni enentái̱ji̱a̱i̱ṉkia enentáimtu pujumiayi. 
LUK.2.20	Tura murikiun wáinniuka antukarmia nuna enentáimtusar, tura íisarmia nunasha enentáimtusar “Nayaimpinmaya̱ suntar ujatmakmajnia tímiatrusaṉ túrunayi” tiarmiayi. Tuma ásar Yusa náari̱n shiir awajsar kantampruawar waketkiarmiayi.
LUK.2.21	Tura uchi akiiniamu uchu tsawant jeamtai, ni túrutairi̱n túrin ásar, ni shunichiri̱ nuapen tsupirkarmiayi. Túrawar Marí ajapratsa̱i̱ṉ nayaimpinmaya̱ suntar tímia nútiksaṉ “Jesus” anaikiarmiayi. 
LUK.2.22	Tura Muisais akiiniatniunam akupkamia núnisaṉ, tsawantri̱ jeamtai, Yusa Uunt Je̱e̱n Jerusarénnum uchin Yus iiktustai tusar júkiarmiayi. 
LUK.2.23	Kame Yus-Papinium ju̱ aarma awai:
LUK.2.23	“Ashí uchi iwia̱i̱ri̱ áishmaṉ akiinkiuṉka Yusna átatui.” 
LUK.2.24	Tuma asamtai, Marí Yusa Uunt Je̱e̱n wái̱tsuk pujamu waya̱tniuri̱ jeamtai, uchin Yus iistí tusa Yusa Uunt Je̱e̱n Jerusaréṉnum pujana nui̱ itiarmiayi. Tura yampitsan jímiaran súsarmiayi. Muisáis akupkamun umiiniak nuna túrawarmiayi.
LUK.2.25	Nu túmai̱ Semeúṉ naartin áishmaṉ Jerusaréṉnum pujumiayi. Semeúṉsha Yusa Wakaní̱ pujurma asa péṉker áishmaṉkauyayi. Yúsan nekas enentáimtiniuyayi. Yusa anaikiamuri̱ji̱a̱i̱ Israer-shuar aṉkant ajastin jeati tusa nákauyayi. 
LUK.2.26	“Winia anaikiamur KRISTU tutai wáintsuk jákashtatme” uunt Yusa Wakaní̱ tu jintintiamiayi. 
LUK.2.27	Nú Semeúṉ Yusa Wakani “wetá” tutai, Yusa Uunt Je̱e̱n wémiayi. Tura nú tsawantai̱ Muisáis tímia núnisaṉ umirkatai tusar Marisha Jusesha uchin Jesusan Yusa Uunt Je̱e̱n itiariarmiayi. 
LUK.2.28	Itiariarmatai Semeúṉ uchin jusa miniakas Yúsan áujuk ju̱na tímiayi:
LUK.2.29	“Yamaikia, Uunta, Ami̱i̱n wi jeatin aṉkant atí. Turutmiamna nu ímiatrusmek umikiume. 
LUK.2.30+LUK.2.31	Ju̱ Uchi ashí aents uwemtikrartá tusam susamna nuna yamái imia winia ji̱i̱ruja̱i̱ wáinkiajai. 
LUK.2.32	Israer-shuarcha ainia nu tsáapninium wekasarat tusa akuptukmaiti ju̱ Uchi. Tura Israer-shuar Áminiuram ájinia nuna ashí aents shiir enentáimtikrartí tusam ju̱ Uchi akuptukmaitji. Nuna wáinkian shiir enentáimsan jákatniuitjai.”
LUK.2.33	Tura Semeúṉ Uchiniun tu chicharkui Jusesha Jesusa nukurí̱sha ti enentáimprarmiayi. 
LUK.2.34	Semeúṉsha chichaak “Yus shiir enentáimturmasartí” nin tímiayi. Nuya̱sha Marin chicharuk tímiayi “Nekaata. Ju̱ Uchin Israer-shuartisha untsurí̱ nakitrar iniarartatji. Tura chíkich Israer-shuartikia ju̱ Uchin shiir enentáimtusar ti wararsartatji. Tura Uchiram Yusa kakarmari̱n ti paant iniakmastatui. Tuma aiṉ untsurí̱ Aun yajauch chichariartatui. 
LUK.2.35	Nuja̱i̱ shuar ni enentái̱n warinia enentáimia nu, paant átatui. Maaj, ashí nu túmakui, ijiumua núnismek ame enentáimin ti wáitsattame, Mariya.” Tu chichasmiayi Semeúṉ.
LUK.2.36	Nuwa̱sha Ana naartin nui̱ Yusa Uunt Je̱e̱n pujumiayi. Niisha Yúsnan etserniuyayi. Ni aparí̱sha Panuíruyayi tura Aser shuarauyayi nu nuwa̱. Niisha ti úuntchiyayi. Niisha yama nuatnaikiamuja̱i̱ siati uwi ni áishri̱ji̱a̱i̱ tsaniṉ pujusarmiayi. 
LUK.2.37	Tura waje̱mamiayi. Tura uchenta kuatru uwi takakuyayi. Tura niṉkia Yusa Uunt Je̱e̱nia̱ jíintsuk káshisha tsawai̱sha tuke Yúsan áujniuyayi. Tura yurumtsuk Yúsan áujniuyayi. 
LUK.2.38	Semeúṉ tuasua amikmatai Anasha taa, Uchin wáiniak Yúsan yumiṉsamiayi. Tura Jerusaréṉnum Yus uwemtikrampratai tusa nákarmia nuna áujkuṉka uchin áujmat wémiayi.
LUK.2.39	Nuyá Yus tímia nuna ashí túrawar amikiar Kariréa nuṉkanam, kame nii pujumia nú peprunam Nasarétnum Jusesha Marisha Uchisha waketkiarmiayi. 
LUK.2.40	Uchi Jesus tsakaki, kakaram ajaki tura nú naṉkaamas nekaki wémiayi. Tura Yus Nin ti shiir awajsamiayi.
LUK.2.41	Jusesha, Jesusa nukurí̱sha tuke uwitin paskua námper jeakui Jerusaréṉnum weu ármiayi. 
LUK.2.42	Ni túrutairi̱ túruiniak, Jerusaréṉnum weak Jesusan tuse uwí jeamtai júkiarmiayi. 
LUK.2.43	Námper amuukamtai ni nukurí̱sha Jusesha nékachmanum Jesuska Jerusaréṉnum juákmiayi. 
LUK.2.44	Marisha Jusesha “wíi shuarja̱i̱ winiawai” tusa, núnaka e̱a̱tsuk chikichík tsawant wekasarmiayi. Nuyá wáinkiataj tukamá, ni shuari̱i̱n tura ni nékamunam e̱a̱karsha, 
LUK.2.45	wáinkiacharmiayi. Nuiṉkia Jerusaréṉnum ataksha waketrukiarmiayi, e̱a̱ktai tusar. 
LUK.2.46	Tura menaintiú tsawant e̱a̱kar Yusa Uunt Je̱e̱n Yus akupkamun jintinnian anturak anintrú pujan wáinkiarmiayi. 
LUK.2.47	Tura nui̱ ashí Jesusan anturkarmiania nu, niisha ti nékakui tura áimtanash ti péṉker áimkiui, ti enentáimturarmiayi. 
LUK.2.48	Ni aparí̱sha nukurí̱sha tumáa pujan wáinkiar, ti enentáimprarmiayi. Tura ni nukuri̱ chichaak tímiayi “Uchiru, ¿ausha urukamtai itiurchat enentáimtikrurmam? Ame apasha wisha urukayik tusar ti e̱a̱kjame” tímiayi.
LUK.2.49	Tutai Jesus tímiayi “¿Urukamtai e̱a̱trum? Winia Aparnan túratniuitjiana nuka nékatsrumek” tímiayi.
LUK.2.50	Tura timia núnaka peṉké nekaacharmiayi. 
LUK.2.51	Nuyá Jesus niiji̱a̱i̱ Nasarétnum waketkimiayi. Ninkia tuke umiriarmiayi. Ashí nu túrunamun Marikia tuke enentáimtu pujumiayi. 
LUK.2.52	Jesuska tsakaki, tura nekaki wémiayi. Yussha tura aencha Nin shiir enentáimtiarmiayi.
LUK.3.1	Tipiriu uunt akupin pujamu kiṉse uwí jeamtai, Jutía nuṉkanam Punseu Piratu akupin pujumiayi. Tura Kariréa nuṉkanam Erutis akupin pujumiayi. Itiurea nuṉkanmasha Trakuniti nuṉkanmasha ni yachi̱ Jiripi akupin pujumiayi. Tura Apirinia nuṉkanam Risanias akupin pujumiayi. 
LUK.3.2	Tura nu uwitin Anassha Kaipiássha Israer-patri uuntri̱ pujuarmiayi. Nu uwitin Sakaríasa uchirí̱ Juaṉ atsamunam pujan Yúsai̱ya̱ chichaman antukmiayi. 
LUK.3.3	Nuyá Jurtaṉ entsanam supichik matsamarma nuna Juaṉ wekaatusar ju̱na tímiayi “Winia tunaarun Yus tsankurturat tusarum, enentai yapaji̱árum imiantiarum.” Tu ujakmiayi. 
LUK.3.4	Nu ujakman Isayas yaunchu ju̱na áarmiayi:
LUK.3.4	Atsamunam wekaana nu untsumun ántuiniawai. Nii untsumuk ju̱na tawai: Atumí enentái̱ Uunta jinti̱ iwiarturtarum; naka awajsatarum. 
LUK.3.5	Jápaaka ainia nusha áimkiamu arti. Naint ainia nusha paka awajsamu arti. Jintia apijiaru ainia nusha naka jiikmia arti. Tura pujutrin ainia nusha métekrak paka awajsamu arti. 
LUK.3.6	Túrunamtai ashí nuṉkanmaya̱ aents Yúsai̱ya̱ uwempratin aan nekaawartatui.
LUK.3.7	Untsurí̱ aents imiatit tusar tariarmia nuna Juaṉ chicharainiak tímiayi “Napia áaniutirmincha, ti asutniátin jeatemáttana nuyá uwempratarum tusa ¿ya ujatmakuram? tímiayi. 
LUK.3.8	“Iikia Apraám weeaitji, tuma asakrin Yus shiir enentáimturmaji” tu enentáimtumasairap. Antsu enentáim yapaji̱ámuitkiuiṉkia péṉker wekaamurmi̱ji̱a̱i̱ paant iniakmastarum. Warí, Yus wakerakka, ju̱ kayan Apraáma shuari̱n páchitsuk najankainti, tímiayi. 
LUK.3.9	Aneartarum. Numi ajaktinian kampuwári̱n jacha atuttsamuiti. Numi péṉker nereatsna nuka ajakar jinium apeamu ártatui” tímiayi.
LUK.3.10	Tutai aentska enentáimprar “¿Nuiṉkia itiurkatjik?” tiarmiayi.
LUK.3.11	Tutai Juaṉ tímiayi “Jimiará pushin takakna nu, takaktsuna nuna chikichan súsatniuiti. Yurumkan takakna nusha takaktsuna nuna ajamsatniuiti” tímiayi.
LUK.3.12	Uunt akupniu kuítri̱n juu armia nú shuar imiantiaj tusar Juáṉkan weriar aniasarmiayi. “Uunta, ¿iisha warí itiurkatjik?” tiarmiayi.
LUK.3.13	Tutai Juaṉ tímiayi “Kuit uunt akupin tana nu iniaṉkasrum achikiairap.”
LUK.3.14	Suntarsha aniasarmiayi “Uunta, ¿iisha warí itiurkatjik?”
LUK.3.14	Juaṉsha tímiayi “Ame kakarmarmi̱ji̱a̱i̱ chikichna jurukip. Tura nin tsanumpruraip. Tura uunt akupin akirmana núja̱i̱ṉ warasta” tímiayi.
LUK.3.15	“Ju̱ Juaṉ Yusa anaikiamuri̱nchuashit” tu enentáimsar paant nekaataitsar nákarmiayi.
LUK.3.16	Tumai̱ Juaṉ tímiayi “Wikia aya aya̱shmin entsanam imiajrume. Tura wiji̱a̱i̱ naṉkaamas ana nu tátatui. Ni sapatri̱ jiṉkiamuri̱nkisha atitrachminiaitjai. Niisha taa, imiantinia áanis tura jíiya áanis Yusa Wakani̱n eṉketramprattarme. 
LUK.3.17	Shuar aruusan awa̱jtia núnisaṉ, nusha yajauch ana nuna ajapa aya péṉkernak júuktatui. Neren ikiustatui tura yajauchinkia ji tuke kajinchatainiam apeattawai” tímiayi.
LUK.3.18	Juaṉ nu arant shiir chichaman áentsun ti núkap ujakarmiayi. 
LUK.3.19	Tura nuya̱sha akupin Erutisan chicharkamiayi. Ni yachi̱ Jiripi nua̱ri̱n Jirutíasan kasarak nuatkui tura chíkich yajauchincha túrakui chicharkamiayi. 
LUK.3.20	Tura Erutis núnaka ántutsuk chíkich yajauchin túramiayi. Juáṉkan achik sepunam eṉkeamiayi.
LUK.3.21	Nu túruntsa̱i̱ṉ, Juaṉsha ashí nú nuṉkanmaya̱ áentsun imiak pujurainai̱ Jesussha imianmiayi. Niisha Yúsan áujuk pujai̱ nayaimpisha uranmiayi. 
LUK.3.22	Tura Yusa Wakaní̱ yámpits najanar paant tarurmiayi. Tura Yus nayaimpinmaya̱ chicharuk “Amek winia aneamur Uchiruitme; Ámin ti wararjame” tímiayi.
LUK.3.23	Jesus trainta (30) uwí takaku asa ni takatri̱n naṉkamamiayi. “Jusé uchirí̱nti” tiniu armiayi. Jusésha Iría uchirí̱yayi. 
LUK.3.24	Irísha Matata uchirí̱yayi; Matat Riwí uchirí̱yayi; Riwí Mirkía uchirí̱yayi; Mirki Jana uchirí̱yayi. Jana Jusé uchirí̱yayi; 
LUK.3.25	Jusé Matatíasa uchirí̱yayi; Matatías Amusa uchirí̱yayi; Amus Najuma uchirí̱yayi; Najum Esrí uchirí̱yayi; Esri Nakaia uchirí̱yayi; 
LUK.3.26	Nakai Maata uchirí̱yayi; Maat Matatíasa uchirí̱yayi; Matatías Semái uchirí̱yayi; Semái Jusé uchirí̱yayi; Jusé Jutáa uchirí̱yayi; 
LUK.3.27	Jutá Juana uchirí̱yayi; Juana Resa uchirí̱yayi; Resa Surupapira uchirí̱yayi; Surupapir Saratiira uchirí̱yayi; Saratiir Nerí uchirí̱yayi; 
LUK.3.28	Neri Mirkí uchirí̱yayi; Mirki Atí uchirí̱yayi; Atí Kusama uchirí̱yayi; Kusam Irmutama uchirí̱yayi; Irmutam Ira uchirí̱yayi; 
LUK.3.29	Ir Jusué uchirí̱yayi; Jusué Irieséra uchirí̱yayi; Iriesér Jurema uchirí̱yayi; Jurem Matata uchirí̱yayi; 
LUK.3.30	Matat Riwi uchiri̱yayi; Riwí Semeúṉka uchirí̱yayi; Semeúṉ Jutáa uchirí̱yayi; Jutá Jusé uchirí̱yayi; Jusé Junaṉka uchirí̱yayi; Junaṉ Iriakímia uchirí̱yayi; 
LUK.3.31	Iriakím Mirea uchirí̱yayi; Mirea Mainiáṉka uchirí̱yayi; Mainiáṉ Matata uchirí̱yayi; Matata Nataṉka uchirí̱yayi; 
LUK.3.32	Nataṉ Tawitia uchirí̱yayi; Tawit Isaí uchirí̱yayi; Isaí Upitia uchirí̱yayi; Upit Puusa uchirí̱yayi; Puus Saramúṉka uchirí̱yayi; Saramúṉ Naasuṉka uchirí̱yayi; 
LUK.3.33	Naasuṉ Aminiatapa uchirí̱yayi; Aminiatap Arama uchirí̱yayi; Aram Esruma uchirí̱yayi; Esrum Paresa uchirí̱yayi; Páres Jutáa uchirí̱yayi; 
LUK.3.34	Jutá Jakupa uchirí̱yayi; Jakup Isaka uchirí̱yayi; Isak Apraáma uchirí̱yayi; Apraám Tarea uchirí̱yayi; Taré Nakura uchirí̱yayi; 
LUK.3.35	Nakur Seruka uchirí̱yayi; Seruk Rakaua uchirí̱yayi; Rakau Pirikia uchirí̱yayi; Pirik Epera uchirí̱yayi; Eper Sará uchirí̱yayi; 
LUK.3.36	Sara Kainiáṉka uchirí̱yayi; Kainián Arpaksata uchirí̱yayi; Arpaksat Sema uchirí̱yayi; Sem Nuaia uchirí̱yayi; Nuai Ramikia uchirí̱yayi; 
LUK.3.37	Ramik Matusaríṉkia uchirí̱yayi; Matusaríṉ Enuka uchirí̱yayi; Enuk Jaritia uchirí̱yayi; Jarit Maararíira uchirí̱yayi; Maararíir Kainiaṉka uchirí̱yayi; 
LUK.3.38	Kainiaṉ Enusa uchirí̱yayi; Enus Seta uchirí̱yayi; Set Ataṉka uchirí̱yayi; tura Ataṉ Yus najanamuyayi.
LUK.4.1	Jesusa enentái̱n Yusa Wakaní̱ pimiutkamiayi. Jesussha Jurtaṉ entsanmaya̱ waketkimtai Yusa Wakaní̱ aents atsamunam jukimiayi. 
LUK.4.2	Tura nui̱sha kuarenta tsawant pujusmiayi. Tura íwianch Nin tunaanum aju̱araintiajtai tusa pujurmiayi. Nu kuarenta tsawantin Jesus yurumtsuk pujá asa ti tsukammiayi. 
LUK.4.3	Nuiṉkia íwianch chicharuk “Amesha nekas Yusa Uchirí̱ntkiumka ju̱ kaya apatuk najanata” tímiayi.
LUK.4.4	Tutai Jesus tímiayi “Yus-Papí tawai:
LUK.4.4	“Aya apatkuja̱i̱ṉ shuar iwiaaku pujuschamniaiti. Antsu ashí Yus-Chicham tana nuja̱i̱ nekas iwiaaku pujusminiaiti,”
LUK.4.4	tawai” tímiayi.
LUK.4.5	Tura nuyá íwianch naint yakí wájakmanum jukí, ashí nuṉka ainia nuna ju̱ chichamaik iniaktusmiayi. 
LUK.4.6+LUK.4.7	Tura chicharuk tímiayi “Ashí ju̱ nuṉka wáinmena nu wíniaiti. Tura wi wakerajna nú shuaran súsatniuitjai. Tuma asamtai tikishmatrurakminkia ju̱ nuṉkanam ashí akupkatniun susattajme. Tura nui̱ ni wariri̱ ainia nusha áminiu átatui” tímiayi.
LUK.4.8	Tutai Jesus tímiayi “Yus-Papí tawai:
LUK.4.8	“Aya Niṉki Yus ame Úuntrum tikishmatram enentáimtustiniaitme.”
LUK.4.8	Tau asamtai, werumta, iwianchi” tímiayi.
LUK.4.9	Ataksha íwianch Jesusan Jerusaréṉ péprunam jukimiayi. Tura Yusa Uunt Je̱e̱ yakiini iwiak tímiayi: 
LUK.4.10	“Yus-Papí tatsuk:
LUK.4.10	“Yuska ni suntari̱n wáinkiatá tusa akupturmaktatui. 
LUK.4.11	Kayanam ajintra̱i̱ṉ tusa weṉkurmaktatui.”
LUK.4.11	Tuma asamtai nekas Yusa Uchiri̱nkiumka ju̱yá akaikim iniaata” tímiayi. 
LUK.4.12	Tutai Jesus áimiuk tímiayi “Yus-Papí ju̱nasha tawai:
LUK.4.12	Yus ame Úuntrum nekapsataj tiip.”
LUK.4.13	Tuma asamtai íwianch peṉké tujintiak ishichik tsawant Jesusan iniaisamiayi.
LUK.4.14	Jesus ni enentái̱n Yusa Wakaní̱ kakarmari̱ pimiutkamu ajas Kariréa nuṉkanam waketkimiayi. Nu nuṉkanam naṉkaamantu túramuri̱n áujmatiarmiayi. 
LUK.4.15	Nu nuṉkanam ashí péprunam Israer-shuar iruntai je̱a̱ armia nui̱ unuiniarmiayi. Tura anturkarmia nuka ni náari̱n shiir awajsarmiayi.
LUK.4.16	Ni tsakarmari̱i̱n Nasarétnum Jesus wémiayi. Tura Israer-shuar ayampratin tsawantin iruntai je̱a̱nam waya̱miayi, tuke turin asa. Tura wayá Yus-Papin áujsataj tusa wajakmiayi. 
LUK.4.17	Nui̱ṉkia Yúsnan etserin Isayasa áarmari̱n súsarmiayi. Nuna urak, nui̱ ju̱na áarman wáinkiamiayi:
LUK.4.18	Yusa Wakaní̱ winí pujurtawai. Shuar warainiachun shiir chichaman ujaktinian anaitiukuiti. Kúntuts enentáimiar wake mesek pujuinian tsuártinian akuptukuiti. Tura ji̱i̱ kusuruncha íimtiktinian, tura yajauch awajsamu ainia nuna péṉker awajsatniuncha, 
LUK.4.19	tura Uunt Yus, shuáran yaiṉtin tsawantri̱ jeán etserkatniuncha akuptukuiti.
LUK.4.20	Nu áarman aujsua amik papin nukukmiayi. Tura iruntai je̱a̱nam yáimin pujan susa iniais Niṉkia etserkataj tusa pujusmiayi. Tura ashí shuar pujuarmia nu émamkes ii pujuarmiayi. 
LUK.4.21	Jesussha chicharuk tímiayi “Yus-Chicham yamái antukurmena nu yamái tsawantin túrunayi.”
LUK.4.22	Jesusan ashí péṉker áujmatiarmiayi. Tura Jesus ti shiir chichaakui ti enentáimprar “Juka Jusé uchirí̱nchukait” tiarmiayi. 
LUK.4.23	Tu enentáimiainiakui, Jesus chicharuk “Atumsha shuar tuke tuinia núnisrumek, “tsuákratniuitkiumka amek tsuámarta,” turuttiatrume. Kapernáum péprunam aentsti túrachmin túramamna núnismek ju̱i̱sha túrata tusarum nu turuttiatrume. 
LUK.4.24	Túrasha nekas tájarme, Yúsnan etserniun ni nuṉke̱nkikia nii tana nuna anturainiatsui. 
LUK.4.25	Nuya̱sha tájarme, Irías pujumia nú tsawantin, menaintiú uwí naṉkaamas yumi yutukcha asamtai ashí Israer núṉkanam ti tsuka amia nui̱ ti untsurí̱ waje̱ irunmiayi. 
LUK.4.26	Tuma aiṉ nu waje̱n yaiṉti tusa Yus Iríasan akuptukchamiayi. Antsu chíkich nuṉkanmaya̱ waje̱n Sarepta péprunam pujumia nuna yaiṉti tusa akuptukmiayi. Sarepta pepru Sitiún péprunam tíjiu̱ch pujawai. 
LUK.4.27	Núnisaṉ ii nuṉke̱sha Iriséu pujumia nu tsawantin ti untsurí̱ tunamaru iruniarmiayi. Tura núnaka tsuárcharmiayi. Antsu chíkich nuṉka, Sírianmaya̱ Naamaṉkan tsuármiayi” tímiayi Jesus.
LUK.4.28	Israer-shuarsha iruntai je̱e̱n pujuarmia nu, nuna antukar ti kajerkarmiayi. 
LUK.4.29	Tura wajatkiar Jesusan ji̱i̱ki péprunmaya̱ akupkarmiayi. Tura pepru amia nui̱ naint yakí náṉkatkamunam, nuyá akaki aju̱atai tusar júkiarmiayi. 
LUK.4.30	Túrasha Jesuska irunar matsatainiamunmaṉ etempraktak jiinki wémiayi. 
LUK.4.31	Nuyá Jesus Kariréa nuṉkanam Kapernáum pepru amia nui̱ wémiayi. Tura Israer-shuara ayampratin tsawantri̱i̱n tuke etserki wémiayi. 
LUK.4.32	Yusa kakarmari̱n takaku asa nuja̱i̱ etserkamiayi. Tuma asamtai “Yusa kakarmari̱ji̱a̱i̱ unuitiamtsujik” tiar ti enentáimprarmiayi.
LUK.4.33	Chíkich tsawantai̱ áishmaṉ iwianchruku Israer-shuar iruntai je̱a̱nam pujumia nu untsumuk tímiayi, 
LUK.4.34	“Inikiartusta. Iikia Áminkia pachistin nakitiaji. ¿Warí, incha amukratkataj tusam táchamek? Wikia nékajme. Ámeka ti peṉker Tunaarincha núitme” tímiayi.
LUK.4.35	Tutai Jesus iwianchin kakantar chicharuk “Takamatsata. Ju̱ áishmaṉ ikiuktia” tímiayi.
LUK.4.35	Tutai nu chichamaik íwianch áishmaṉnumia̱ jiinki weak nuṉká aju̱ant ikiukmiayi. Túrasha nekas yajauch awajtsuk ikiukmiayi.
LUK.4.36	Ashí pujuarmiania nu ti enentáimiar mai tunai ajarmiayi. “¿Ju̱sha warí chichamait? Ju̱ áishmaṉ Yusa kakarmari̱ji̱a̱i̱ iwianchin ji̱i̱ki awematsuk” tiarmiayi.
LUK.4.37	Tura ashí nú nuṉkanam Jesusa túramuri̱n áujmatiarmiayi.
LUK.4.38	Jesussha Israer-shuara iruntai je̱e̱nia̱ jiinki Semuṉka je̱e̱n wémiayi. Semuṉka tsatsari̱ tsue̱r ti jáamiayi. Ti jaakui Jesusan “tsuárturtá” tiarmiayi. 
LUK.4.39	Jesussha jaa tepan tsuntsumprua tsue̱mun “michatrata” tímiayi. Tutai nú chichamaik nuwa̱sha michatramiayi. Nú chichamaik nantaki nincha ayurawarmiayi.
LUK.4.40	Etsa akaikin ai̱ ni shuari̱ náṉkamas sunkurja̱i̱ jaarmia nuna Jesusan ikiaatkarmiayi. Jesussha jáinian chikichkiniak chikichkiniak uwejé̱ja̱i̱ antiṉkiar tsuárarmiayi. 
LUK.4.41	Ti untsurí̱ iwianchruku armia nunasha iwianchri̱n jí̱i̱rkiarmiayi. Jíinkiar íwianchkia untsumainiak “Ámeka Yusa Uchirí̱nme” Jesusan tiarmiayi. Tura niisha “Jesuska Yusa anaikiamuri̱nti” tu nékainiakui Jesus kakantar chicharak itiatmamtikiarmiayi.
LUK.4.42	Kashin káshik tsawa̱a̱k Jesus péprunmaya̱ jiinki atsamunam Niṉki wémiayi. Tura shuarsha e̱a̱kiar ni pujamunam jeariarmiayi. Tura iiji̱a̱i̱ tuke pujusat tusar emetataitsar wakeriarmiayi. 
LUK.4.43	Túmaiṉ Jesus tímiayi “Yus ii enentái̱n akupkatajtsa wakera nú shiir chichaman chíkich péprunam matsatainia nunasha ujaktiniaitjai. Nu túrata tusa akupkamuitjai” tímiayi. 
LUK.4.44	Tuma asamtai Kariréa nuṉkanam Israer-shuar iruntai je̱a̱nam Jesus tuke etserki wémiayi.
LUK.5.1	Chíkich tsawantai̱ Jesus Jinisarít antumiaṉka tutainium káanmatkari̱ pujai̱ ti untsurí̱ shuar, Yusa chichame̱n antuktai tusar wakeruiniak Jesusai̱ káunkarmiayi. Antuktai tusar wakeruiniak kae̱ ajattsarmiayi. 
LUK.5.2	Tura jimiará kanun antumiaṉkan káanmatkari̱i̱n tepan wáinkiarmiayi. Ni nérenniuri̱ṉkia jíinkiar ni nekari̱n nijiá pujuinia asamtai kánuka aṉkant ármiayi. 
LUK.5.3	Tuma asamtai Jesus Semuṉka kanurí̱i̱n enkempramiayi. Tura Semuṉkan chicharuk “Ishichik ajapén juruktía” tímiayi. Nuiṉkia kanunam eṉkemas áentsun káanmatkanam pujuinian unuiniamiayi. 
LUK.5.4	Unuiniasua amik Semuṉkan chicharuk “Kanu kunanam jukim neka ai̱ aju̱nkatarum” tímiayi.
LUK.5.5	Tutai Semuṉ tímiayi “Túrasha, Uuntá, káshisha tuke aju̱-ju̱nkuar tsawa̱rji. Túrasha peṉké achikchaji. Kame áankisha Ame támaja̱i̱ aju̱nkatjai” tímiayi.
LUK.5.6	Tura aju̱nkar namakan ti untsurí̱n achikiarmiayi. Túram nekasha jaanaki wémiayi. 
LUK.5.7	Tuma asamtai ni írutkamuri̱n chíkich kanunam pujuinian uwejé̱ja̱i̱ “winitia, yáintkiamniuram” tusar untsukarmiayi. Niisha táarmiayi. Túrawar jimiará kanunam métej awajsarmiayi. Tura kanusha init waya̱statuk ajamiayi. 
LUK.5.8	Nuna túramtai Semuṉ Pítiur Jesusan tikishmatar tímiayi “Uuntá, wikia ti tunaitjai. ¿Wíji̱a̱i̱sha itiurak pujustam?” 
LUK.5.9	Semuṉsha ni írutkamuri̱ji̱a̱i̱ namakan timiá untsurí̱n wáinkiar ashamkarmiayi. Tuma asa Semuṉsha nuní tímiayi. 
LUK.5.10	Tura Sepetéu uchiri̱ Jakupusha Juaṉsha Semuṉja̱i̱ pujuarmia nusha ashamkarmiayi. Tura Jesus Semuṉkan tímiayi “Ashamkaip. Yamaikia namaka-achinia áintsamek aents-e̱a̱u ajastatme.” 
LUK.5.11	Nuya̱sha kanuri̱n kukar júkiar, ashí takakmari̱ncha ikiukiar Jesusan nemarki wearmiayi.
LUK.5.12	Ukunam Jesus chíkich péprunam pujai̱ tunamaru áishmaṉ taa Jesusan wáiniak tikishmatar nuṉká shushuma pankái Jesusan tímiayi “Uuntá, wakerutakmeka páchitsuk tsuáramniaitme.”
LUK.5.13	Nuna tutai Jesus antiṉ tímiayi “Wakerajai. Tsuaajme.” Tura nú chichamaik tunamarusha péṉker ajasmiayi. 
LUK.5.14	Túrasha Jesus chicharuk “Ámeka nu etserkaip, tímiayi. Antsu Israer-shuar Patrii̱ werim ame péṉker ajasmanum Muisáis akupkamia núnismek susata. Nuja̱i̱ ashí shuar ame péṉker ajasmarmin nekaawartatui” tímiayi.
