GEN.1.1	Jatíbi peokoonontianra, Diossen nai itan mai jonia iki.
GEN.44.5	Ja kenpora, jan nokon joni koshin xeai iki. Jainoax ja kenpon axonribira akai, rama iti jawékibo onankin. Jaskara ikaxa, ja maton akábo, kikinbires jakonma jawéki iki akin jato anoxiwe —akin aká iki.
GEN.44.6	Jaskáakin Josekan yoia kaxonra, jato nokotaanan, ja yoiwana joishamanribi, jato yoia iki.
GEN.44.7	Jatianra jabaon yoia iki: —¿Jaweatikayaki, jaskara joibo yoikin min noa jeneyamai? Jawetianbira, non jato jaskáayosma iki.
GEN.44.8	Jishaman, nenoa trigo marobaini kaxon non ayantanke, Canaánhin kaxon, non saco meranoa koríki merakin. Ja koríki iboayamakinra, jakiribi neno jokin non mato banexonhibake. ¿Jaskata ikaxbiki, jawekeskati ja min Ibon xobon iká koríki, itan orobo noa yometsotiki?
GEN.44.9	Jawekeska ixon, ja manota jawékibo benakin atiki, ja neno noa iká westíorainoa min nokokin. Jatianra ja jainoa min nokoa joni, moa retekanti iki. Jainoax jatíbi noaboribi, min kikinhakin yanka yonotibo noa iti iki —akin akana iki.
GEN.44.10	Jatian Josekan yonotibaon joni koshin yoia iki: —Ikonrake; ja maton shinanna keskáakinra en mato ati jake. Ikaxbi ja plata kenpo en jaibakea meraibichora, nokon yonoti iki kaai. Jatian mato jatíribibora, jawe ramibi akáma keská mato ikanti iki —akin.
GEN.44.11	Jaskáakin jato yoiatianbi, jaton asnon iká sacobo manhaxon, jatianbi techórokana iki.
GEN.44.12	Jatian jaton sacobo moa techórokanketianra, ja joni koshin aká iki, jaton sacobotiibi plata kenpo benakin. Ja moa benakin peokin aká iki, jaton wetsa rekeman saconkoxon peoxon, jaton wetsa chinikan saco kaman. Jaskáakin sacobotiibi benabokin meraa iki, jaton wetsa chiní Benjamínman saconkonia.
GEN.44.13	Ja Benjamínman saco meranoa meraketianra, jatíxonbi jaon masá shinanai onanti inon ixon, jaton sawea chopabo noshikana iki. Jaskatax jaton sacobo asnon ataanan, jakiribi Egiptonko banébainribikana iki.
GEN.44.14	Jaskati boax, jawen wetsaboyabi Judá, Josekan xobon bokana iki. Ja boax nokotax, José bebon chirankootaanan maikibi bekepikana iki.
GEN.44.15	Jaskákanketian, Josekan jato yoia iki neskáakin: —¿Jaweati maton ea jaskáarin? ¿Matonki onanyamaa, ea jaskáaibo en shinanmanres jato onanai? —akin.
GEN.44.16	Jatian jato Josekan jaskáaketian, Judakan aká iki neskáakin: —Non riki, jawe jakonmabi akáma. Ikaxbi jawekeskaakinshaman yoiananra, miabira non ikonhamatiki, non jakonma jawékibo akáma ixon, non mia yoiabi min noa ikonhayamaitian. Ikaxbi Diossen oinnaribi moa non, jakonma jawéki akona ikaxa, ja jaibakea min kenpo meraa betanbi, jatikaxbi noa min kikinhakin yanka yonotibo iki noa bokanai —akin aká iki.
GEN.44.17	Jaskáabi Josekan jato neskáakin yoia iki: —Enra jatíbi mato jaskáayamai, ja plata kenpo en jaiba nokoaresa, nokon yonoti ikai. Ikaxbi mato jatíribiboresa, moa tsonbi jaweayamaa, maton papaiba mato jakonbires bokanti jake —akin jato aká iki.
GEN.44.18	Jatian jaskáakin jato yoia, Judá Josékirikaina iki, jakikainxon neskáakin yokata iki: —Ibó, rama riki ea mibébiribi beibabanax yoyo itin keeni; ¿Eaki iti atipanyamaa? Ibó. Ikaxbi en mia jaskáakin yokata, eki sináyamawe. Miabi Faraón shinanbainkinra en mia jaskáai.
GEN.44.19	Minra noa yokata iki, noaki papaya iki, iamaax nobé joyamaa non wetsaki jaa, iki ixon.
GEN.44.20	Min noa jaskáketian mia non yoiantanke, jaráke non papa yosishoko, itan non wetsa chiní bakebires, akin. Ja non wetsa riki, yosishokoxonbi non papan bakea. Jakopíra, kikinbiresakin noike, ja wetsa mawata toan jabicho baneta iketian.
GEN.44.21	Mia jaskáakin non yoia, min noa ayantanke, ja non wetsa chiní min onankasai kopí, ja bexonti noa yoikin.
GEN.44.22	Jatianra non mia aká iki, ja non wetsa chiní, mia non bexonabira, já kikinhakin noia ixon, jaon akonbireskin masá shinanni, non papa mawárestiki ixon.
GEN.44.23	Jaskáabi min noa yoiribia iki: Ja non wetsa chiní mia non bexonyamaketian, jawekeskáaxonbi jakiribi noa miiba joketian, moa min noa bitima.
GEN.44.24	Min noa jaskáa kaxonra, jatíbi min noa yoia joibo rebéstankin, non papa non keshana iki.
GEN.44.25	Jatianra non papan noa yoia iki: ‘Jakiribi trigo marokin bii botankanwe’, akin.
GEN.44.26	Ikaxbi non yoia iki: ‘Ja non wetsa chiní boxonti, joni koshin noa yoia ikaxa, noa jawekeskataxbi jayáoma kati atipanyamake. Jayáoma noa kaketian ronki, jawekeskáaxonbi ja moatian ayantana keskáakin, noa biribatima iki’, akin.
GEN.44.27	Jaskáakin yoiabi, ja non papan noa aríbaa iki, neskáakin: ‘Matonra ake kikinhakin onankin, ja nokon awin Raquel betan en rabé bakea.
GEN.44.28	Ja nokon wetsa bake eibakeaxbi moa manota iketianra, moa jawetianbi en oinyosma iki. Jaskara iketian en shinanai, ja nokon bakera, moa pimís yoinabaon piá iki ixon.
GEN.44.29	Jatian nato ebé iká nokon jabicho bake texea boxon, maton jakonma winómaketianra, ea yosishokoira ikax, jaon masá shinanni ea mawáresti iki’ akin.
GEN.44.30	Jaskara iken, rama ja nokon papaiba karíbakin, nokon wetsa en boxonyamaara, jabébiribi jaxon ayorakin noia ikax,
GEN.44.31	ja nokon wetsa ebé kayamai ointaanan, nokon papan kikinni onískin maxkati iki. Ja non papa yosishoko ikenbi jaskámaaxa, noa jawen bakebo kikinbires jakonma banéti iki.
GEN.44.32	Jakopíra, neno jokin ja nokon papa en yoia iki, nato bake en akonkin koiranti. Jaskáati yoikinra, en aká iki neskáakin: ‘Ja nato en ioai nokon wetsa, jakiribi mia iwexonyamaaxa, ea iti jake jaskaraton jatíbitian masá shinankin, jakonma masábires tenei jaai’, akin.
GEN.44.33	Jakopíra ea keenai, nato bake jawen wetsabo betan raantaanan, jawen toan min yanka yonoti ea banéti.
GEN.44.34	Jaskara iken, ja nokon wetsa ebé kayamaitianra, jawekeskataxbi nokon papan xobon ea kati atipanyamake. Jaskati eabicho kaxonbira, ja nokon papa jakonma en shinanmaa akonbireskin masá shinanni onitsapitai en ointi iki —akin aká iki.
GEN.45.1	Jato jaskái iikinbira, moa jato bebonxon teneti atipanyamaxon, jawen yonotibo Josekan, koshin neskáakin saí aka iki: “¡Jatikaxbi nenoax jokonkanwe!” akin. Jatianra westiora jawen yonotibi jain yamakana iki, ja Josekan jawen wetsabo jato onanmanontian.
GEN.45.2	Jaskáakin jawen wetsabo moa jato onanmataanan, José ikonbiresi koshin sion iki winia iki. Jaskati winiaitian, jatíbi jain iká Egipto jonibaon ninkákana iki. Jainxon jaskati ja José winiabo, faraónribi keshankana iki.
GEN.45.3	Jatian jawen wetsabo Josekan aká iki, neskáakin: —Ea riki José; ¿Non papaki jaréstaniparia? —akin. Jato Josekan jaskáabi, ikonbiresi ratékin, nin tsonbi jawetanibi yoiti atipanyamakana iki.
GEN.45.4	Jaskákanainbi Josekan jato yoia iki: —Nerichaa bekanwe —akin. Jatian jato jaskáa jakibeirankanketian jato yoiribia iki: —Ea riki, maton wetsa José; ja Egiptonko bokannon ikax, mato eon maroni.
GEN.45.5	Ikaxbi jaskáakin yoixon en mato onanmaa, matonbinix jakonmabo shinanni, maton shinan tsokasax sinataxbo, jakayara mion maronike iki ikaxbo, sinakananyamakanwe. Diossenbira mato joámatianbi, eapari neno raana iki, neskati jawékiatinin ikí mato keyókanketian, mato itan wetsaboribi akinti kopí.
GEN.45.6	Moa riki, rabé baritia mato jawékiatinin ikai. Jabira maxkáparike pichika baritiapari, mato jawékiatinin iikaresti. Jaskara ikaxa, maton banábo xoxotima iki.
GEN.45.7	Jaskátibo kopí riki, Diossenbi mato joámatianbi eapari neno raana. Jaskáaxon matoyabi, itan maton kaiboboribi en akinti kopí.
GEN.45.8	Matoma riki ea neno jan raana, Diosbikaya riki, jan ea neno bea. Ja Diossenribira, Faraón akinnai joni koshi iti, itan ja faraónman xobon ikábaon joni koshi itiribi ea imaa iki. Jainxon jatíbi nato Egipto main jaa jonibaon joni koshi itiribira, ea jan imaa iki.
GEN.45.9	Jaskara iken, ramabi boxon ja nokon papa ea neskáakin yoixontankanwe: ‘Ja min bake Josekanra ake, neskara joi mia bemakin: Nokon papanpari nato joi en bomaatianbi, ishton ea oinni jonon. Diossenbi Egipto main jaa jonibaon koshi ea imaa riki.
GEN.45.10	Jainxonribi yoitankanwe, joaxa Gosén janeya main jakanti iki; jawen bakeyabi jawen bababoya, itan jatíbi jawen yoinaboyaribi. Jaskati moa jain joax jaaxa, ea iká ochóma jati iki.
GEN.45.11	Jaskati neno joax jakanketianparira, en jatíbi jawékinin jato maxkámatima iki. Pichika baritiaparira maxkáke, jawékiatinin iki onitsapikanti’.
GEN.45.12	Jaskara iken, maton itan nokon wetsa Benjamínmanbi ake ninkákin, enbishaman jaskara joi mato yoiaitian.
GEN.45.13	Jaskara iken, ja nokon papa ea yoixontankanwe, eara neno Egiptonko joni koshi jikimakana iki. Jainxonribi yoitankanwe, jatíbi jaskara jawéki en neno akai maton oinnabo. Jaskáakin yoitaananra, ja nokon papa jatianbi ea maton iwexonti jake —akin jato aká iki.
GEN.45.14	Jato jaskáakin yoikin senenhataanan, José jawen wetsa Benjamín paotaanan rabekaxbi winibekona iki.
GEN.45.15	Japekáo Josekan, jatíbi jawen wetsabo bexépakea iki. Jaskáakin jato paotaanan bexépakei onisi jato betanbi winia iki. Jaskati senentaanan moa jaton shinan tantipakeax, jaton wetsa José betan yoyo ikana iki.
GEN.45.16	Ja Joséiba jawen wetsabo nokókana joira, faraón keshankana iki. Jaskarabo keshankana ninkatax, jawen joni koshiboyabi faraón kikinbiresi raroa iki.
GEN.45.17	Jaskati rarokin, ja faraónman jawen wetsabo José yoimaa iki neskáakin: —Min wetsabopari yoiwe, jaton yoinaboyabi, ja min jato menia jawékiatiboya, Canaán main jakiribi moa botankanon.
GEN.45.18	Jain kaxonra, maton papa betanbi jatíbi jabé ikábo, maton ea jato iwexonti jake. Jaskáakin maton jato iwea eiba nokókanketianra, Egipto mai jain jakonshamani yoábo xoxoainko, en jato jamati iki. Jain en jato jamaara, jakonshamani yoábo ikaitian ja jawékiai jakanti iki.
GEN.45.19	Jainxon jato yoiwe, nato Egiptonkonia kabáyonin niniai carroboribi botankanon. Jatianra jan napóanan, jaton bakeboyabi jaton awinbo, itan ja min paparibi jan naneanan ishtontani bekanti iki.
GEN.45.20	Jainxon jato yoiribiwe, ja Canaán mainmea jaton jayata jawékibo jenebeirantin masá shinanyamakanon. Neno Egiptonko moa bekanketianra, jatíbi jakon jawékibo en jato iboamati jake —akin jato aká iki.
GEN.45.21	Jatian faraónman yoia keská, israelitabaon axonkana iki. Jaskáxon jan jato bekanti kabáyonin niniai carroyabi, ja kakin jawékiatiboribi, Josekan jato menia iki.
GEN.45.22	Jainxon chopa benáshamanboribi jato menipakea iki. Ixonbi ja Benjamínbiribi menia iki, kimisha pacha koríki, jainoax pichika kikin kopí chopa.
GEN.45.23	Jatian jawen papabiribi bomaa iki, chonka asnon axon, kikinbires meskó jakon jawékibo. Jainxon jatíribi chonka asno awinin axonribi bomaa iki: Trigo, piti jainoax meskó jawékiatiboribi. Ja jawékiatibora iká iki, jokin jawen papan ja jawékiatibo.
GEN.45.24	Jaskati moa kati jato yoia, moa bokanaitian, jato neskáa iki: —Ramiananyamai jakonaxes botankanwe —akin. Jatianra jabo moa bokana iki.
GEN.45.25	Egiptonkoniax boaxa, Canaáin jakonbires jaton papaiba nokókana iki.
GEN.45.26	Ja moa kaax nokóxon, jaton papa Jacob keshankana iki, jawen bake José jaresparia. Jainxonribi yoikana iki, ja José jatíbi Egipto mainmea jonibaon joni koshi jikimakanaribi. Jaskáakin jaton papa yoikanabi, ikonhayamai ratékainax, jawebi yoyo iamaa iki.
GEN.45.27	Jaton papa jaskatainbi, ja Josekan joi bemaabo jeneyamakin rebéstankin yoikana iki. Jaskáakin yoikana ikonhayamai iikinbi, ja Josekan kabáyonin niniai carrobo oinna iki; ja carrobo iká iki, jan naneanan já bokanti bemaa. Ja ointaananpari, ja ikonhayamai iwana shinanbo moa tantipakea iki.
GEN.45.28	Jaskarabo oinnaxpari jawen shinan tantitaanan, ja Israel jawen wetsa jane Jacob iká iki neskati: “¡Moa ea yoiamakanwe, ja nokon bake Joséra moa jake ixonra, en moa ikonhai! Jakopíra, ea mawatamatianbi já oinni ea kaai”, iki.
GEN.46.1	Jaskatax ja Josekan papa Israel, jatíbi jabé ikáboyabi jawen bakebaon boá, Canaán mainmeax kaax Beersebanko nokota iki. Jain nokóxon, jawen papa Isaacnin rabikatitai Diosibi rabikin, yoina reteanan menoxona iki.
GEN.46.2	Jatian jain iakea yamé, namá keská meranxon Diossen jawen janen, Jacob kenaa iki. Ja kenaitian aká iki neskáakin: —Jawerin, eara neno iki —akin.
GEN.46.3	Jaskáaketian Diossen yoia iki: —Ea riki, min papan Dios. Jaskara iketian, ja Egiptonko jaai katin rakéyamawe. Jain kaax mia jaketianra, min chiní bakebo en akonbireskin kaimaa, ani jemaaxbo jakanti iki.
GEN.46.4	Ja Egiptonko mia kaaitianra, eabi mibé iti jake. Jainoax enribira, ja min chiní bake kaiabo, ja Egiptonkonia pikotaanan en jakiribi min mainko jato beribanoxiki. Jatian mia Egiptonko iiti mawáketianra, ja min bake José, mia mawataitian oinni mibé iti jake —akin.
GEN.46.5	Jatian moa jaskáa pekáo, Beersebankoniax kaai Jacob tekita iki. Ja kaai tekíkin, ja faraónman bemaa, kabáyonin niniai carrobaon, jaton papa betanbi jaton awinyabi jaton bakebo, ja carrobaon moa jato napokoomaxon, jato iokana iki.
GEN.46.6	Jaskataxa Jacob jatíbi jabé ikáboyabi, moa Egiptonko jaai bokana iki. Jain bokinra bokana iki: Jaton wakabo, jaton carnerobo jainoax jatíbi ja Canaánhain inontian bikana jawékibo.
GEN.46.7	Ja Egiptonko Jacob kaaitianra, jatíbi jawen bakeboyabi jawen bababo, jabé boax nokókana iki.
GEN.46.8	Ja Egiptonko bokanni Lean bakebaon janebo riki natobo: Jawen reken bake Rubén.
GEN.46.9	Ja Rubenman bakebora iká iki: Hanoc, Falú, Hesrón jainoax Carmí.
GEN.46.10	Ja Simeónman bakebobiribi iká iki: Gemuel, Jamín, Óhad, Jaquín, Sóhar; jainoax ja Saúlbiribi iká iki, cananea ainbo betan bakeaa.
GEN.46.11	Ja Levikan bakebobiribi iká iki: Guersón, Quehat, jainoax Merarí.
GEN.46.12	Ja Judakan bakebobiribi iká iki: Er, Onan, Selá, Fares, itan Zérah (ja Er betan Onanra, Canaán mainmeax moa mawata iká iki). Jatian ja Faressen bakebora iká iki, Hesrón betan Hamul.
GEN.46.13	Jatian ja Isacarnin bakebobiribira iká iki: Tola, Puvá, Job jainoax Simrón.
GEN.46.14	Ja Zabulónman bakebo iká iki: Sered, Elón, itan Jahleel.
GEN.46.15	Ja non yoipakeara ike, ja Lea betan Jacobnin, Padán-aramhin inontian bakeaabo. Ja jaton bake ainboribira iká iki, Dina; jatíbi jayakanixa ikana iki, kimisha chonka kimisha joni. Jatíra ikana iki, benboboyabi ainbobo topona.
GEN.46.16	Jatian ja Gadnin bakebobiribi ikana iki: Sifón, Hagui, Esbón, Suní, Erí, Arodí itan Arelí.
GEN.46.17	Ja Asernin bakeboribira iká iki: Imná, Isvá, Isví, Bería, itan jaton poi iká iki Sérah. Jatian ja Beríanin bakebo iká iki: Heber betan Malquiel.
GEN.46.18	Jatíresa iká iki, Jacobnin Zilpáki bakeaabo chonka sokota bake. Ja Zilpára iká iki, Labánman yanka yonoti ainbo; jara jawen bake ainbo Lea menia iki, jan yononon ixon.
GEN.46.19	Ja Raquelnin Jacob betan bakeabobiribira iká iki, José itan Benjamín.
GEN.46.20	Jatian Josekan Asenatki bakeaboribira ikana iki: Manasés betan Efraín; jabora iká iki Egiptonkoniax pikota rabébires. Ja Asenat iká iki, Potiferan bake; jara Onhainoa ikonma sacerdote iká iki.
GEN.46.21	Ja Benjamínman bakebora iká iki: Bela, Béker, Asbel, Guerá, Naamán, Ehi, Ros, Mupim, Hupim jainoax Ard.
GEN.46.22	Ja neno non yoiatiiresa ike, ja Jacobnin Raquel betan bakea kaikanabo. Jatíbianix ikana iki, chonka chosko joni.
GEN.46.23	Danman bakebiribira iká iki Husim.
GEN.46.24	Ja Neftalíkan bakebobiribi iká iki: Jahseel, Guni, Jeser jainoax Silem.
GEN.46.25	Ja Bilhára iká iki, Labánman yanka yonoti ainbobiribi; jara jawen bake Raquelnin yonoti inon ixon menia iki. Ja Bilhá betan Jacobnin bakebora iká iki, jatíbianix kanchis bake.
GEN.46.26	Ja Jacob betan Egiptonko bokana jawen kikin kaiboshamanbora ikana iki, jatíbianix sokota chonka sokota joni; ikaxbi ja jawen bakebaon awinbora toponkanamapari iká iki.
GEN.46.27	Ja Egiptonkoxonra, Josekan bakeaa iki, rabé. Jatoyabi ja nokókana jawen kaibobo toponkanara iká iki, kanchis chonka joni; jatí Jacobnin kikinshaman rarebobora ikana iki, Egiptonko.
GEN.46.28	Ja Egiptonko nokotamatianbira, Jacobnin jawen bake Judá Joséiba raana iki; Gosén main nokókanamatianbi jato bechii jonon ixon.
GEN.46.29	Jatian ja Gosén main jawen papa moa nokota ninkáxon, Josekan ja bechii kanoxon, jan kati jawen carro jato jakonshamanhakin benxoamayona iki. Jaskáakin bechii kaxon moa nokoax, jawen papa yosishoko teikotaanan onisi, basichaashaman José ikonbiresi winia iki.
GEN.46.30	Jaskati senenketian, Israelnin jawen bake José aká iki neskáakin: —Baké, ramara ake en miabishaman jiriapari nokon beronbi oinkin. Jaskáakin miabi moa oinnaxa, ea raroshamanres moa mawáti jake —akin.
GEN.46.31	Jatian Josekan jawen wetsaboyabi, jawen papa betan ikábo yoia iki neskáakin: —Enpari ishton kaxon faraón yoibatanon, nokon wetsaboyabi nokon kaibobora, Canaán mainmeax neno ebé jaai bekanke.
GEN.46.32	Jainoax jan teetaibobiribi ikaxa, jatíbi jaton wakaboyabi jaton carneroboya bekanke.
GEN.46.33	Jaskáakin en faraón keshana, mato kenamaa kaketian, ¿Jawenshamanki mato teetai? Akin mato yokata, neskáakin yoinoxikanwe:
GEN.46.34	Non yosibobiribi jaskaraton teepaoni iketian riki, noaboribi yoinabo kaiai teetaibo, akinra ja faraón mato ati jake. Jatian jaskáakin maton yoiara, Gosén mainshaman mato imatiki. Ja Egipto jonibo, yoina kaiai joni jato patax jatin keenma ikenbira, mato jain imati iki —akin jato aká iki.
GEN.47.1	Jaskatax kaxon, Josekan faraón yoia iki, moara Canaánhinoax beax, Gosén main nokon papa betanbi nokon wetsabo nokotax tsamákanke. Jabo bekana riki, jatíbi jaton jawékiabi, jaton yoinaboya, akin.
GEN.47.2	Jaskáakin faraón keshana pekáo, jawen wetsa pichika katota iki; faraón onanmai kanoxon.
GEN.47.3	Ja onanmati jato ioa kaketianra, faraónman jato neskáa iki: —¿Matoki jawen teetaishamanbo iki? —akin. Jato jaskáakin yokata yoikana iki: —Mia riki, non joni koshi. Jaskara ikenra mia non yoiai, ja non anibo janribi ipaoni iketian riki, yoinabo kaiai noa janribi teetaibo.
GEN.47.4	Ja Canaán mainmeax, kikinbiresi jawékiatinin iorai kopí riki, nato Egipto main jakasi noa bekana. Jainoax non yoinabaon piti pastobobi, moa xoxoyamaitian riki, noa neno bekana. Jaskara kopí riki, miares joni koshi iketian, Gosén maintanibires min noa jamanon ixon, mia yokati noa bekana —akin akana iki.
GEN.47.5	Jaskáaketian faraónman, José neskáakin yoia iki: —Ja min papa betanbi, min wetsabora mibé neno jakasi bekana iki.
GEN.47.6	Jaskara iken, nato Egipto maira moa miki en jenea iki. Jakopí, ja Gosén maira jakonshaman iki, jain jato imawe. Jawekeska ikaxa, jato xaran jati atipanke, min onanna akonkin waka koiranti onan joni. Jaskara jonibo jaketianra, ja jonibo min imati jake, yoina koirannaibobiribi iti. Jatianra nokon yoinaboribi jawenayabi koiranon ixon, en jain imati jake —akin aká iki.
GEN.47.7	Jatian Josekan, jawen papa faraón onanmakin ioa iki. Ja ioa kaax, moa faraónhiba nokóxon, ja joni aniakin shinanbainhanan aká iki, neno joaxa ea iitai, ¿Miaki jawekeskatani iki? akin.
