GEN.1.1	Na počiatku stvoril Boh nebo a zem.
JOS.7.12	Izrael nemôže obstáť medzi nepriateľmi, musí zutekať pred nimi, lebo prepadol kliatbe. Nebudem už ďalej s vami, ak nevykynožíte spomedzi seba, čo je pod kliatbou.
JOS.7.13	Vstaň, posväť ľud a povedz: ‚Posväťte sa na zajtrajší deň, lebo takto hovorí Hospodin, Boh Izraela: »Izrael, máš u seba prekliaty predmet. Nemôžeš obstáť pred nepriateľmi, kým neodstránite spomedzi seba, čo je pod kliatbou.«
JOS.7.14	Preto zajtra ráno nastúpte podľa kmeňov. Kmeň, ktorý označí Hospodin lósom, nastúpi podľa rodov. Rod, ktorý označí Hospodin lósom, nastúpi podľa rodín a z rodiny, ktorú označí Hospodin lósom, nastúpi každý muž.
JOS.7.15	Kto bude označený, že má to, čo je pod kliatbou, nech je upálený so všetkým, čo má, lebo prestúpil Hospodinovu zmluvu a spáchal v Izraeli hanebný čin.‘“
JOS.7.16	Jozua vstal včasráno a kázal Izraelu nastúpiť podľa kmeňov a lósom bol označený Júdov kmeň.
JOS.7.17	Potom kázal nastúpiť rodom Júdu a lós označil rod Zeracha. Potom kázal nastúpiť mužom z rodu Zeracha a lós označil Zabdiho.
JOS.7.18	Kázal teda nastúpiť mužom z jeho rodiny a lós označil Achána, syna Karmiho, syna Zabdiho, syna Zeracha z Júdovho kmeňa. 
JOS.7.19	Jozua povedal Achánovi: „Syn môj, vzdaj česť Hospodinovi, Bohu Izraela. Vzdaj mu chválu a povedz mi, čo si urobil. Nič predo mnou nezatajuj!“
JOS.7.20	Achán odpovedal Jozuovi: „Naozaj. Ja som sa prehrešil proti Hospodinovi, Bohu Izraela. Toto som urobil:
JOS.7.21	Videl som medzi korisťou pekný šinársky plášť, dvesto šeklov striebra a jeden zlatý prút vážiaci päťdesiat šeklov. Zatúžil som po tom a vzal som si to. Je to skryté v zemi pod mojím stanom a striebro je naspodku.“ 
JOS.7.22	Jozua rozkázal poslom, aby sa ponáhľali do stanu. Naozaj to bolo skryté v jeho stane a striebro bolo naspodku. 
JOS.7.23	Vzali to teda zo stanu, doniesli Jozuovi a všetkým Izraelitom a vysypali to pred Hospodinom. 
JOS.7.24	Nato Jozua s celým Izraelom chytil Achána, syna Zeracha, i striebro, plášť a zlatý prút, ako aj jeho synov, dcéry, dobytok, osly a ovce, stan a všetko, čo mal, a vyviedli ich do údolia Achór.
JOS.7.25	Jozua povedal: „Prečo si nás uvrhol do nešťastia? Teba nech dnes uvrhne Hospodin do nešťastia!“ Potom ho celý Izrael ukameňoval — spálili ich ohňom a zahádzali ich kameňmi. —
JOS.7.26	Nakopili naňho veľkú hromadu kamenia, ktorá je tam dodnes. Potom Hospodin odvrátil páľavu svojho hnevu. Preto sa toto miesto dodnes volá Émek-Achór
JOS.8.1	Hospodin povedal Jozuovi: „Neboj sa, ani sa nestrachuj! Vezmi so sebou všetkých bojovníkov, vstaň a vystúp do Aja. Pozri, dávam ti do rúk ajského kráľa, jeho ľud, mesto i krajinu. 
JOS.8.2	Nalož s Ajom a s jeho kráľom, ako si naložil s Jerichom a s jeho kráľom, ale ich cenností a dobytka sa môžete zmocniť. Priprav za mestom zálohu proti nemu.“
JOS.8.3	Jozua vstal a šiel so všetkými bojovníkmi zaujať Aj. Jozua si vybral tridsaťtisíc udatných bojovníkov, v noci ich vyslal 
JOS.8.4	s príkazom: „Buďte v pohotovosti! Budete za mestom ako záloha proti nemu. Nebuďte však veľmi ďaleko od mesta. Všetci buďte pripravení! 
JOS.8.5	Ja sa však so všetkým ľudom, ktorý je so mnou, priblížim k mestu a keď vyjdú proti nám, utečieme pred nimi ako prvýkrát. 
JOS.8.6	Oni vyjdú za nami a my ich odlákame od mesta. Povedia si totiž: Utekajú pred nami ako prvýkrát. My budeme utekať pred nimi.
JOS.8.7	Vy vtedy vyrazte zo zálohy, obsaďte mesto a Hospodin, váš Boh, vám ho dá do rúk. 
JOS.8.8	Keď obsadíte mesto, podpáľte ho, konajte podľa Hospodinovho slova. Toto je môj rozkaz pre vás.“ 
JOS.8.9	Takto ich Jozua vyslal, oni vyšli ako záloha a zostali medzi Bételom a Ajom západne od Aja. V tú noc Jozua však prenocoval medzi ľudom.
JOS.8.10	Jozua vstal včasráno, vykonal prehliadku ľudu a tiahol na jeho čele so staršími Izraela do Aja.
JOS.8.11	Všetci bojovníci vystupovali s ním, blížili sa k mestu, až prišli k nemu. Utáborili sa severne od Aja, takže medzi nimi a Ajom bolo údolie. 
JOS.8.12	Potom vzal asi päťtisíc mužov a postavil ich do zálohy medzi Bételom a Ajom, na západ od mesta. 
JOS.8.13	Ľud rozostavili takto: celý tábor severne od mesta a zadný zástup na západ od mesta. V tú noc zišiel Jozua do údolia. 
JOS.8.14	Ajský kráľ to zbadal. Preto vyšiel včasráno s mužmi mesta a so všetkým svojím ľudom do boja proti Izraelu na určené miesto smerom k Arabe. Nevedel však, že proti nemu je pripravená záloha za mestom.
JOS.8.15	Jozua a celý Izrael predstierali pred nimi porážku a utekali smerom na púšť. 
JOS.8.16	Ajania vyzvali všetkých, ktorí zostali v meste, aby ich prenasledovali. Tak prenasledovali Jozuu a stratili spojenie s mestom. 
JOS.8.17	Ani v Aji, ani v Bételi nezostal nikto, kto by nešiel prenasledovať Izrael. Mesto nechali otvorené a prenasledovali Izrael.
JOS.8.18	Hospodin povedal Jozuovi: „Zdvihni kopiju, čo máš v ruke, proti mestu Aj, lebo ti ho vydám do rúk.“ Jozua zdvihol kopiju, ktorú mal v ruke, proti mestu.
JOS.8.19	Keď vystrel ruku, vyrazila záloha zo svojho miesta do útoku. Vnikli do mesta, obsadili ho a hneď ho podpálili. 
JOS.8.20	Keď sa ajskí muži obrátili, videli, ako dym z mesta stúpa k nebu. Nemali však možnosť utiecť ani sem, ani tam, lebo ľud, ktorý utekal na púšť, sa obrátil proti svojim prenasledovateľom.
JOS.8.21	Keď Jozua a celý Izrael videli, že záloha obsadila mesto a že z mesta stúpa dym, obrátili sa a začali biť mužov z mesta Aj. 
JOS.8.22	Tamtí z mesta im vyšli naproti, takže sa muži z Aja dostali medzi Izraelitov. Jedni ich bili z jednej a druhí z druhej strany, takže neostal z nich nikto, kto by bol utiekol a zachránil sa.
JOS.8.23	Ajského kráľa zajali živého a priviedli ho k Jozuovi.
JOS.8.24	Keď Izraeliti pobili všetkých obyvateľov Aja na poli a na púšti, kam ich prenasledovali, a keď všetci až do posledného muža padli mečom, vrátil sa celý Izrael do Aja a jeho obyvateľov pobil mečom. 
JOS.8.25	Tých, čo v ten deň padli — mužov i žien —, bolo spolu dvanásťtisíc; všetci boli z Aja. 
JOS.8.26	Jozua mal ruku vystretú s kopijou a nestiahol ju, kým na všetkých obyvateľoch Aja nevykonal kliatbu.
JOS.8.27	Izrael sa zmocnil len dobytka a koristi tohto mesta podľa Hospodinovho slova, ako rozkázal Jozuovi. 
JOS.8.28	Jozua vypálil Aj a urobil z neho večné zbúranisko — pustatinou je dodnes. 
JOS.8.29	Ajského kráľa dal obesiť a nechal ho tam na strome do večera. Po západe slnka rozkázal Jozua sňať jeho mŕtvolu zo stromu. Potom ju hodili k mestskej bráne a nakopili na ňu hromadu kamenia, ktorá je tam dodnes.
JOS.8.30	Vtedy postavil Jozua Hospodinovi, Bohu Izraela, oltár na vrchu Ebál.
JOS.8.31	Bol to oltár z neotesaných kameňov, ktorých sa nedotklo železo podľa príkazu Hospodinovho služobníka Mojžiša Izraelitom, ako je napísané v knihe Mojžišovho zákona. Obetovali na ňom Hospodinovi spaľované obety a obety spoločenstva.
JOS.8.32	Tam, v prítomnosti Izraelitov, odpísal na tie kamene zákon, ktorý zapísal Mojžiš.
JOS.8.33	Celý Izrael, jeho starší, správcovia a sudcovia stáli po oboch stranách archy oproti léviovským kňazom, ktorí niesli archu Hospodinovej zmluvy. Stáli tam cudzinci takisto ako aj domáci. Jedna polovica oproti vrchu Gerizím, druhá oproti vrchu Ebál, ako predtým rozkázal Hospodinov služobník Mojžiš požehnávať ľud Izraela.
JOS.8.34	Potom prečítal všetky slová zákona, požehnanie i kliatbu tak, ako sú napísané v knihe zákona.
JOS.8.35	Nebolo ani jediné slovo z toho všetkého, čo Mojžiš prikázal, čo by Jozua neprečítal pred celým zhromaždením Izraela, pred ženami, deťmi i pred cudzincami, ktorí šli s nimi.
JOS.9.1	Keď sa to dopočuli všetci králi, ktorí bývali za Jordánom, na pohorí aj na Nížine, na celom pobreží Veľkého mora smerom na Libanon: Chetiti, Amorejčania, Kanaánčania, Perizzejci, Chivviji a Jebúseji,
JOS.9.2	zhromaždili sa, aby spoločne bojovali proti Jozuovi a Izraelu.
JOS.9.3	Keď obyvatelia Gibeónu počuli, čo urobil Jozua s Jerichom a s Ajom,
JOS.9.4	použili úskok: opatrili sa stravou, na osly naložili staré vrecia a staré, otrhané a poplátané kožené mechy na víno, 
JOS.9.5	obuli si starú poplátanú obuv a obliekli si staré šaty. Všetok chlieb, ktorým sa zásobili, zoschol a rozmrvil sa. 
JOS.9.6	Takto išli k Jozuovi do tábora v Gilgále a povedali jemu aj Izraelitom: „Prišli sme z ďalekej krajiny, uzavrite s nami zmluvu.“ 
JOS.9.7	Izraeliti povedali Chivvijom: „Azda bývate medzi nami, ako môžeme s vami uzavrieť zmluvu?“
JOS.9.8	Títo však odpovedali Jozuovi: „Sme tvojimi služobníkmi.“ Jozua sa ich opýtal: „Kto ste a odkiaľ prichádzate?“ 
JOS.9.9	Odpovedali mu: „Z ďalekej krajiny prichádzajú tvoji služobníci pre meno Hospodina, tvojho Boha, lebo sme počuli správu o ňom, o všetkom, čo urobil v Egypte,
JOS.9.10	a o všetkom, čo urobil dvom amorejským kráľom za Jordánom: chešbónskemu kráľovi Sichónovi a bášanskému kráľovi Ógovi v Aštaróte.
JOS.9.11	Preto nám naši starší a všetci obyvatelia našej krajiny povedali: Naberte si potravy na cestu, choďte im naproti a povedzte im: My sme vaši služobníci, uzavrite teraz s nami zmluvu. 
JOS.9.12	Toto je náš chlieb. Z domu sme si ho vzali na cestu teplý, keď sme sa vybrali k vám, a teraz sa pozrite, zoschol a rozmrvil sa. 
JOS.9.13	Toto sú naše kožené mechy na víno. Keď sme si ich napĺňali, boli nové. Pozrite, sú potrhané. Naše šaty a obuv sú zodraté od príliš dlhej cesty.“ 
JOS.9.14	Izraelskí muži vzali z ich potravy, ale nepýtali sa na Hospodinov výrok.
JOS.9.15	Jozua sa s nimi pokojne dohodol a uzavrel s nimi zmluvu, že ich nechá žiť, a predstavení pospolitosti to prísažne potvrdili.
JOS.9.16	Po troch dňoch od uzavretia zmluvy sa však dopočuli, že títo ľudia sú zblízka a bývajú uprostred nich. 
JOS.9.17	Nato sa Izraeliti vydali na cestu a na tretí deň prišli k ich mestám. Ich mestá sú Gibeón, Kefira, Beerót a Kirjat-Jearím. 
JOS.9.18	Izraeliti ich však nepobili, lebo predstavení pospolitosti prisahali na Hospodina, Boha Izraela. Celá pospolitosť však reptala proti predstaveným. 
JOS.9.19	Všetci predstavení povedali celej pospolitosti: „Prisahali sme na Hospodina, Boha Izraela, preto sa ich teraz nesmieme dotknúť. 
JOS.9.20	Urobiť s nimi môžeme len to, že ich necháme žiť, aby nás nezastihol hnev pre prísahu, ktorú sme im dali.“ 
JOS.9.21	Potom im predstavení povedali: „Nech ostanú žiť!“ Stali sa potom drevorubačmi a nosičmi vody pre celú pospolitosť, ako povedali predstavení.
JOS.9.22	Jozua ich zvolal a prihovoril sa im: „Prečo ste nás oklamali, keď ste povedali, že ste zďaleka, hoci bývate medzi nami? 
JOS.9.23	Preto ste prekliati a zostanete otrokmi — drevorubačmi a nosičmi vody — pre dom môjho Boha.“ 
JOS.9.24	Oni odpovedali Jozuovi: „Tvojim služobníkom oznámili, že Hospodin, tvoj Boh, prikázal svojmu služobníkovi Mojžišovi odovzdať vám celú krajinu a vykynožiť všetkých obyvateľov krajiny pred vami. Preto sme sa pred vami báli o svoje životy a urobili sme to.
JOS.9.25	Teraz sme v tvojej moci. Urob s nami, čo uznáš za dobré a správne.“ 
JOS.9.26	On urobil to, že ich vytrhol z rúk Izraelitov a nepobil ich. 
JOS.9.27	Jozua ich v ten deň urobil drevorubačmi a nosičmi vody pre pospolitosť a pre Hospodinov oltár dodnes, a to na mieste, ktoré si vyberie Hospodin.
JOS.10.1	Keď sa dopočul jeruzalemský kráľ Adoní-Cedek, že Jozua obsadil Aj a vykonal na ňom kliatbu — čo urobil s Jerichom a s jeho kráľom, urobil aj s kráľom Aja — a že obyvatelia Gibeónu uzavreli mier s Izraelom a ostali medzi nimi,
JOS.10.2	veľmi sa zľakol. Gibeón bol totiž veľkým mestom, jedným z kráľovských miest. Bol ešte väčší než Aj a všetci jeho muži boli hrdinovia.
JOS.10.3	Preto jeruzalemský kráľ Adoní-Cedek poslal hebronskému kráľovi Hohámovi, jarmútskemu kráľovi Pireámovi, lachíšskemu kráľovi Jafiovi a eglónskemu kráľovi Debírovi toto posolstvo: 
JOS.10.4	„Príďte ku mne a pomôžte mi poraziť Gibeón, lebo uzavrel mier s Jozuom a s Izraelitmi.“ 
JOS.10.5	Nato sa zhromaždili piati amorejskí králi, kráľ jeruzalemský, hebronský, jarmútsky, lachíšsky a eglónsky, a pritiahli s celým vojskom. Utáborili sa oproti Gibeónu a bojovali proti nemu.
JOS.10.6	Gibeónčania však poslali Jozuovi do tábora v Gilgále odkaz: „Neodtiahni ruku od svojich služobníkov, rýchlo príď k nám, zachráň nás a pomôž nám, lebo sa proti nám zoskupili všetci amorejskí králi, ktorí bývajú na pohorí.“ 
JOS.10.7	Jozua vyšiel z Gilgálu a s ním všetok bojaschopný ľud i všetci udatní hrdinovia.
JOS.10.8	Hospodin povedal Jozuovi: „Neboj sa ich, lebo som ti ich vydal do rúk. Nikto z nich neobstojí pred tebou.“
JOS.10.9	Jozua ich nečakane prepadol, celú noc totiž pochodoval z Gilgálu. 
JOS.10.10	Hospodin ich uviedol do zmätku pred Izraelom. Pri Gibeóne im pripravil ťažkú porážku, prenasledoval ich cestou hore na Bét-Chorón a bil ich až po Azeku a Makkedu.
JOS.10.11	Keď sa na úteku pred Izraelom dostali v Bét-Choróne na svah, Hospodin vrhal na nich veľké kamene z neba až po Azeku, takže pomreli. Tých, čo pomreli od krupobitia kameňov, bolo viac než tých, ktorých Izraeliti pobili mečom.
JOS.10.12	Vtedy, v ten deň, keď Hospodin vydal Amorejčanov Izraelitom na ľubovôľu, povedal Jozua Hospodinovi a v prítomnosti Izraela zvolal:
JOS.10.12	„Slnko, zastav sa v Gibeóne
JOS.10.12	a mesiac v údolí Ajalón!“
JOS.10.13	Slnko sa zastavilo a aj mesiac zostal stáť, kým sa ľud nepomstil na svojich nepriateľoch. Či to nie je napísané v Knihe úprimného? Slnko sa zastavilo uprostred neba a celý deň sa neponáhľalo zapadnúť.
JOS.10.14	Taký deň nebol ani predtým, ani potom, aby Hospodin takto vypočul hlas človeka. Vtedy totiž Hospodin bojoval za Izrael.
JOS.10.15	Potom sa Jozua a celý Izrael s ním vrátili do tábora v Gilgále.
JOS.10.16	Tí piati králi však ušli a skryli sa v jaskyni Makkeda. 
JOS.10.17	Nato Jozua dostal správu: „Našlo sa päť kráľov; skrývajú sa v jaskyni pri Makkede.“ 
JOS.10.18	Jozua povedal: „Privaľte veľké kamene ku vchodu jaskyne a postavte k nej mužov, aby ich strážili. 
JOS.10.19	Vy sa však nezastavujte, prenasledujte svojich nepriateľov, zničte ich zadný zástup a nedovoľte, aby sa dostali do svojich miest, lebo Hospodin, váš Boh, vám ich vydal do rúk.“ 
JOS.10.20	Jozua a Izraeliti skončili boj úplnou porážkou a zničením nepriateľa. Tí však z nich, čo mohli ujsť, ušli a dostali sa do opevnených miest. 
JOS.10.21	Všetok ľud sa pokojne vrátil k Jozuovi do tábora pri Makkede. Nikto sa už neodvážil povedať niečo proti Izraelitom.
JOS.10.22	Vtedy Jozua rozkázal: „Otvorte vchod jaskyne a priveďte tých piatich kráľov ku mne.“ 
JOS.10.23	Urobili to a vyviedli k nemu z tej jaskyne kráľa jeruzalemského, kráľa hebronského, kráľa jarmútskeho, kráľa lachíšskeho a kráľa eglónskeho. 
JOS.10.24	Keď tých kráľov priviedli k nemu, Jozua zvolal všetkých Izraelitov a veliteľom bojovníkov, ktorí prišli s ním, povedal: „Pristúpte a šliapnite na šiju týchto kráľov!“ Oni pristúpili a šliapli im na šiju.
JOS.10.25	Potom im Jozua povedal: „Nebojte sa ani nestrachujte, buďte silní a odvážni, lebo toto urobí Hospodin so všetkými vašimi nepriateľmi, proti ktorým bojujete.“
JOS.10.26	Potom ich dal Jozua zabiť a obesiť na päť stromov. Obesenci viseli na stromoch do večera. 
JOS.10.27	Pri západe slnka ich na Jozuov rozkaz zo stromov zvesili a hodili do jaskyne, kde sa predtým skrývali. Potom nakládli ku vchodu jaskyne veľké kamene, ktoré sú tam dodnes.
JOS.10.28	Jozua ešte v ten deň obsadil Makkedu a jej obyvateľov pobil mečom. Vykonal na nich kliatbu a nijakému živému tvoru nedovolil ujsť. S kráľom Makkedy naložil tak, ako naložil s jerišským kráľom.
JOS.10.29	Potom Jozua prešiel spolu s celým Izraelom z Makkedy do Libny a bojoval proti nej. 
JOS.10.30	Aj tú s jej kráľom dal Hospodin Izraelitom do rúk. Bil ich mečom a usmrtil všetko živé v meste a žiadnemu tvoru nedovolil ujsť. S jej kráľom naložil tak ako s jerišským kráľom.
JOS.10.31	Potom prešiel Jozua a celý Izrael s ním z Libny do Lachíša, utáboril sa oproti nemu a bojoval proti nemu. 
JOS.10.32	Hospodin vydal Lachíš do rúk Izraela. Izrael ho na druhý deň obsadil a ostrím meča pobil všetky živé tvory, ako to urobil v Libne.
JOS.10.33	Vtedy prišiel gezerský kráľ Horám Lachíšu na pomoc, ale Jozua ho porazil i s jeho ľudom, takže nezostal nikto, kto by mohol ujsť.
JOS.10.34	Jozua prešiel aj s celým Izraelom z Lachíša do Eglóna, utáborili sa oproti nemu a bojovali proti nemu. 
JOS.10.35	V ten istý deň ho obsadili. Bili ich mečom a na všetkých živých vykonali kliatbu tak, ako to urobili s Lachíšom.
JOS.10.36	Potom Jozua a celý Izrael s ním odišli z Eglóna do Hebrona a bojovali proti nemu.
JOS.10.37	Obsadili ho a mečom pobili jeho kráľa, všetky k nemu patriace mestá i všetko živé v nich. Nenechali nikoho, kto by mohol ujsť, tak, ako to urobili s Eglónom. Vykonali kliatbu na ňom i všetkom živom v ňom.
JOS.10.38	Potom sa Jozua vrátil aj s celým Izraelom do Debíru a bojoval proti nemu.
JOS.10.39	Obsadil ho i s jeho kráľmi, so všetkými jeho mestami a pobil ich mečom. Vykonal v ňom kliatbu na všetkom živom a nedovolil nikomu uniknúť. Ako urobil s Hebronom, Libnou a s jej kráľom, tak urobil s Debírom a jeho kráľom. 
JOS.10.40	Takto porazil Jozua celú krajinu: pohorie aj Negev, Nížinu a svahy so všetkými kráľmi a nenechal nikoho ujsť. Na všetkom živom vykonali kliatbu, ako prikázal Hospodin, Boh Izraela.
JOS.10.41	Jozua ich pobil od Kadéš-Barnéy po Gazu, celú krajinu Gošen po Gibeón.
JOS.10.42	Všetkých kráľov aj s ich krajinami obsadil Jozua naraz, lebo Hospodin, Boh Izraela, bojoval za Izrael.
JOS.10.43	Potom sa Jozua vrátil s celým Izraelom do tábora v Gilgále.
JOS.11.1	Keď sa o tom dopočul chacórsky kráľ Jabín, poslal poslov k madónskemu kráľovi Jobábovi, k šimrónskemu kráľovi, k achšáfskemu kráľovi
JOS.11.2	a ku kráľom, ktorí bývali na severnom pohorí a v Arabe južne od Kinneretu, na Nížine, na Dórskej pahorkatine na západ,
JOS.11.3	ku Kanaánčanom na západe a na východe, k Amorejčanom, Chetitom, Perizzejcom, Jebúsejom na pohorí a k Chivvijom na úpätí Chermónu v krajine Micpa.
JOS.11.4	Tí vyšli s celými svojimi tábormi — toľko ľudí ako piesku na morskom brehu — s veľkým množstvom koní a vozov.
JOS.11.5	Všetci títo králi sa spojili, prišli a utáborili sa pri vodách Merómu, aby bojovali proti Izraelu.
