GEN.1.1	Vowambeela Mulugu ahipaddusa odhulu ni elabo ya vati. 
EXO.12.10	Mutakune yaatene ehihalege; yeera ehala mmenseloni mwiwa mpahege veeko. 
EXO.12.11	Mutakune mugawarile dha voolenddoni ni sapatho dheenyu, mukogodho weenyu ogali mmadani. Muje mowaaguva; di Paxkwa a 
EXO.12.12	Sowi mahiyu ayene ginoodha givire mwiilaboni ya wEgubuddu, vano ginoodha gaape mwiilaboni mwemo ahima aatene owambeela obaliwa, a athu ni aneenyama. Ginoodha gaathonge ni wawooniha goyi amilugu aatene a wEgubuddu. Miyo gili 
EXO.12.13	<<Mwazi oneere okale etoonyihedho ya nyuba muneeriinyu mukalemo. Goonave mwazi kaginaavire wa nyoovo vano kudha wudheelani mulili wootolosa, gineeriimi gaape athu mu Egubuddu. 
EXO.12.14	Nlabo nenddi nneere nikale noothabela vano munoodha mwiirena wona mathanga malubale a 
EXO.12.15	Malabo matanu nameenddi munoodha mujege mikaathe dhoohuheliwa emela. Nlabo nowambeela mvenyihegemo emela mba mweenyu, vowi oyene oneere aje yego ya emela, ovenya nlabo nowambeela ofiyedha nlabo na neetanu nameenddi, muthu oyene onoodha avenyihiwemo mwa Ezarayeli. 
EXO.12.16	Nlabo nowambeela ni nlabo na neetanu nameenddi okalegewo otugumana woweela wa nyoovo. Kamwihiddege mabasa, ehili osasanya dhooja. 
EXO.12.17	Ndala mwiirihedhege mathanga a mikaathe dhoohuheliwa emela, vowi thi nlabo nenddo gaavenyihiliimi makuru eenyu a anyakoddo mwiilaboni ya wEgubuddu. Mowindala, muubuwelelege nlabo nenddi nyoovo ni anamabaliwelamo eenyu a musogolo wona nlamulo noohumala. 
EXO.12.18	Mujege mikaathe dhoohuheliwa emela, wambeela ociguwoni wa nlabo na neekumi nennayi na mweeri wowambeela, ofiyedha sumaana yaatene. 
EXO.12.19	Wa malabo alena matanu nameenddi, kamuhelege mba mweenyu yego ya emela; oyene oneere aje elena, naari agali namadha naari mwanamurala, onoodha avenyihiwemo munlogoni mwa Ezarayeli. 
EXO.12.20	Kamujege yego ya emela. Munlogoni mweenyu mwaatemwene mujege mikaathe dhoohuheliwa emela>>.
EXO.12.21	Mozezi ahawiithanaga apogo aatene aEzarayeli, wiira: <<Emudhi ni emudhi musakulege nibila wi mupele Paxkwa. 
EXO.12.22	Mmaganye matadu, mbwinihe mbasiyani muli mwazi wa nibila, mudholihege mmilagoni mweenyu, wula ni wula ni vadhuluviwa. Ahikalevo oneere akumemo mba mwaaye ofiyedha mmenseloni mwiwa.
EXO.12.23	Vowi 
EXO.12.24	Muharihege malamulo alena mudhidhi waatene, nyoovo ni aniinyu. 
EXO.12.25	Mwafiya elabo eyene 
EXO.12.26	Ahima yookohagani, yiiraga: <Mabasa baani alaya?>, 
EXO.12.27	Mwaakulege, mwiiraga: <Ola mukutho wa Paxkwa
EXO.12.28	Vevale aEzarayeli yahidhowaga wiirana wona mwemo 
EXO.12.29	Efiyedhaga vaari ni vaari va mahiyu, 
EXO.12.30	Farawo ahivenya mahiyu, vamohi ni anamalaga aaye ni aEgubuddu aatene. Wahiiweya kutho yuulubale mu Egubuddu vowi kuwahalile nyuba mwahaali muthu ookwa. 
EXO.12.31	Mahiyu alene Farawo ahimwiithanihaga Mozezi ni Aroni, wiira: <<Mvenyemo mwiilaboni mu, nyoovo vamohi ni aEzarayeli. Mudhowege mwamulabege 
EXO.12.32	Muthukule teto dhoofuwa dheenyu dhaatedhene wona muwogeliinyu. Maruwani mudhowege, mweera ndo mugireelihe miyo teto>>. 
EXO.12.33	AEgubuddu yowawiigaraga aEzarayeli efunaga wi yaaguve ovenyemo mwiilaboni mweewa, yiiraga: <<Nnokwa hiyo aatene!>> 
EXO.12.34	AEzarayeli yahithukulaga saambale nookandda na mikaathe noohuheliwa emela mukarikoni, ohuruwedha ni guwo okapatha. 
EXO.12.35	AEzarayeli yahaalobaga aEgubuddu dhego dhoosasanyiwa ni parata ni oro, vamohi ni dhoowara, wona Mozezi mwawogeliiye. 
EXO.12.36	 ahiiriha wi athu aaye erumeedhiwe pama ni aEgubuddu, yowaavahaga dhedho dhalobigiiwa. Ndala yahawaaka dhego dhijinji aEgubuddu.
EXO.12.37	Ndala yahimaruwaga aEzarayeli, nluwa no oRamesesi odhowaga murudda wa oSukoti ni meddo, wiinjiva wiwa waali macikwi mazana matanu ni zana nimohi (600.000) alobwanave yaanda owana koddo, dhiheelengiwe mirala. 
EXO.12.38	Yahitaganyihedheyaga teto ni athu amohiwa ajinjeene, ayene yamaruwiliiwana vamohi, yahaathukulaga mabila ni ng'ombe dhijinji. 
EXO.12.39	Yahoosaga mikaathe dhedho dhadhiliiwana wEgubuddu ehihelile emela, mwaha wowiigariwa kayamusasanyedhe pooso.
EXO.12.40	Mudhidhi wamaliliiwa wEgubuddu aEzarayeli dhaali yaaka mazana mannayi ni yaaka makumi maraaru (430). 
EXO.12.41	Vaakwaniliiwa yaaka dhedhi nlabo nendde makuru maatene a anyakoddo a 
EXO.12.42	Mahiyu alene 
EXO.12.44	Mbwenye mudhaari ooguliwa ni korowa, aabihege wiineliwa wi ajege mathanga a Paxkwa. 
EXO.12.45	Anaweendda naari elabaga vevo kijewene. 
EXO.12.46	Nibila nitakuniwege mu nyuba emohive, kamudhowegena mburo mmohi naari opwesa nikuvaniwa. 
EXO.12.47	Mulogo waatene wa aEzarayeli othabelege mathanga ala a Paxkwa. 
EXO.12.48	Eera akalavo namadha mwa nyoovo afunaga omwiirana Paxkwa oomuthithimiha 
EXO.12.49	Malamulo ala bi mamohive wa anamurala a mwemu naari wa anamadha enakala mwa nyoovo>>.
EXO.12.50	AEzarayeli yahiiragana ndala wona mwemo 
EXO.12.51	Nlabo nendde 
EXO.13.2	<<Mugiveleelele ahima a aEzarayeli aatene anapongwe owambeela obaliwa, baaga. Teto aneenyama apogo aatene owambeela obaliwa, baaga>>.
EXO.13.3	Mozezi ahiwogaga ni athu, wiira: <<Muubuwelelege nlabo nenddi, mmaruwiliinyu wEgubuddu wewo mwaaliinyu adhaari. Vowi 
EXO.13.4	Peeno veva munakumiinyu mu Egubuddu thi nlabo na mweeri wa Abibi.
EXO.13.5	 onowuufiyihani mwiilaboni ya aKanani, aHeti, aAmori, aHevi ni aZhebusi. Eyene 
EXO.13.6	Malabo matanu nameenddi mutakunege mikaathe dhihiheliwe emela. Nlabo na neetanu nameenddi musasanyege mathanga oomuthithimihana 
EXO.13.7	Malabo alena matanu nameenddi mutakunege mikaathe dhihiheliwe emela; mwiilaboni mweenyu mwaatemwene ehifwanyeyemo emela. 
EXO.13.8	Nlabo nendde mwawaaddelihege aniinyu, mwiiraga: <Nnowiirana nda mwaha wa eyene 
EXO.13.9	Mabasa ala enoodha ekale wona etoonyihedho eli mmadani mwaawo naari vayuuji vaawo wi muwogege malamulo a 
EXO.13.10	Ndala mulogolelege magano ala mwa mudhidhiya wi muthabelege yaaka ni yaaka.
EXO.13.11	<<
EXO.13.12	mwaaveleelege ahima aatene owambeela obaliwa wa 
EXO.13.13	Wa mwanamwaana owambeela obaliwa a buuru, mmoobolege ni nibila. Mwahiirana ndala mmukotholege nikohi. Mwawoobolege teto aniinyu anapongwe aatene owambeela obaliwa. 
EXO.13.14	Musogolo aniinyu yuukohagani, yiiraga: <Dhedhi dhinatapulela ddi?> munoodha mwawaakulege, mwiirege: <
EXO.13.15	Wahooneya wi Farawo ahummiha murima waaye kaafuna onihiya wi nivenyemo mwiilaboni mule, 
EXO.13.16	Mabasa ala enoodha ekale wona etoonyihedho eli mmadani mwaawo, naari va yuuji vaawo wi 
EXO.13.17	Farawo agahiyile mulogo wi odhowege, Mulugu kaavirihile dila yavira wa aFilisti, naari yaalive yavakuukuvi, oliye ahuubuwelaga wi athu enoopopiheye ni koddo ewelele wEgubuddu. 
EXO.13.18	Vevale Mulugu ahaaviriha dila ya mwiiddeddereni yoogoromba yoodhowa Nyaza Yoofiila. Mulogo wa Ezarayeli ovenyaga wEgubuddu wahitadaana wowiisasanyedheleene owana. 
EXO.13.19	Mozezi ahaathukulaga makuva a Zhuuze, vowi Zhuuze ahaalibeliha aEzarayeli wi yiirena ndo. Zhuuze teto ahiwoga, wiira: <<Ebaribareene Mulugu onoodha ookamihedheni. Eera ndo, mwaadhowaga mwaathukule makuva aaga>>.
EXO.13.20	Vavenyiliiwa oSukoti yahimaga misasa dheewa wEtamu, waaddamela mwiiddeddereni. 
EXO.13.21	 owaasogolela aliwa mutana ni murabo wowiimela dhololo, vano mahiyu owaasogolela ni munddo wowiimela dhololo wi yeeddege mutana ni mahiyu. 
EXO.13.22	Murabo ni munddo kawaahiyave moweedda mweewa, mutana ni mahiyu.
EXO.14.2	<<Wawaaddele aEzarayeli wi ewelele mundduli, yamage misasa dheewa osogolo wa Pi-Hayiroti vaari ni vaari va Migidoli ni nyaza, waaddamela wa Bahala-Zefomi. 
EXO.14.3	Vano Farawo onoodha oobuwele dha aEzarayeli, eerege: <Ehiholowa mwiiddeddereni>. 
EXO.14.4	Ginoodha gimummihe murima Farawo wi oothamagelegeni, vevale fineeriimi githithimihiwe mwa Farawo ni anyakoddo aaye aatene. AEgubuddu enoodha enone wi miyo gili 
EXO.14.5	Vaaddeliwiiye mwene a wEgubuddu wi mulogo ohuthawa, yahicenja moobuwelelo mamohi a Farawo ni wa anamalaga aaye, wiira: <<Elaya niiriliihu ddi? Waarumeedhela aEzarayeli, naahiya odhowa; kaninna oonilabela?>>
EXO.14.6	Vevale Farawo ahisasanyedhaga gareeta dha koddo dhaaye vamohi ni anyakoddo aaye. 
EXO.14.7	Ahithukulaga magareeta a koddo oororomeleya mazana matanu nammohi (600), vamohi ni magareeta mamohi a koddo a wEgubuddu. Magareeta eli maatene yalamuliwa ni mpogo a anyakoddo. 
EXO.14.8	 ahimummihaga murima Farawo, mwene a wEgubuddu, wi aathamagele aEzarayeli, yeedda moogonjiha. 
EXO.14.9	Anyakoddo a wEgubuddu ni akavalo eewa yowaathamagihaga aEzarayeli ni magareeta a koddo maatene a Farawo. Yahaafwanyaga aEzarayeli egakaraatile seresere ya nyaza waaddamela o Pi-Hayiroti osogolo wa Bahala-Zefomi. 
EXO.14.10	Farawo agawaaddamele, aEzarayeli yahawoonaga aEgubuddu yaathamagelaga. Vevale yahoovaga ebaribareene, wambeela okuwa wa 
EXO.14.11	Yahiwogaga ni Mozezi, wiira: <<WEgubuddu yeere ohukalawo masiye owaakwana oologohiwawo hiyo, onidheelana okwela mwiiddeddereni mu? Ki elaya eniireliiwe ddi, onivenyiha wEgubuddu? 
EXO.14.12	Kahuwo elena nawogesiihu wEgubuddu, niiraga: <Onihiye naalabege aEgubuddu>? Yaali yapama waalaba aEgubuddu ohiya okwela mwiiddeddereni mu>>.
EXO.14.13	Mozezi ahaakulaga mulogo, wiira: <<Kamoove. Mukurumule mirima, moone ovulumusa wa 
EXO.14.14	 onoodha awane ni aliwa vamburoni veenyu, mbwenye nyo mwiirege woonela baahi>>.
EXO.14.16	Weevo wogoole moono ni mukumbuzo waawo otoonye nyaza, eneere ogawanyeya wi aEzarayeli evire vaari va nyaza vowummavene. 
EXO.14.17	Ginowummiha mirima dha aEgubuddu wi yuuthamagihegeni ofiyedha evolowe munyaza. Ginoodha githithimihiwe mwa Farawo ni anyakoddo aatene, ni magareeta a koddo eewa ni akavalo eewa. 
EXO.14.18	AEgubuddu enoodha enone wi miyo gili 
EXO.14.19	Vevale mungero a Mulugu oyene eedda osogolo wa mulogo wa Ezarayeli ahiviraga okala mundduli mweewa; vano teto murabo oyene waali osogolo weewa, wahiviraga okala mundduli mweewa. 
EXO.14.20	Waali vaari va misasa dha aEgubuddu ni aEzarayeli. Wa aEgubuddu murabo wahisadduwaga epipi, mbwenye wa aEzarayeli wahikala waara. Vevale mahiyu maatene aEgubuddu kayaandile waafwanya aEzarayeli.
EXO.14.21	Mozezi ahogoolaga moono waaye otoonya nyaza, vano 
EXO.14.22	AEzarayeli yahivolowaga munyaza, oviraga mowumma-mwene, vano mahinje yaali wona nsiri, omoononi wooja ni woong'oto.
EXO.14.23	AEgubuddu yowaathamagelaga mundduli, ofiyedha ovolowa teto munyaza. Akavalo aatene a Farawo, ni magareeta a koddo aaye ni aliba weeddiha aaye yahifiyaga vaari va nyaza. 
EXO.14.24	Oyaaga omaselo 
EXO.14.25	ahaaddorihaga mapera a magareeta eewa kayaandaga weedda. AEgubuddu yahiiraga: <<Naathawe aEzarayeli! 
EXO.14.27	Bebeheene Mozezi ahogoolaga moono waaye otoonya nyaza, vano mahinje yahiwelelaga mumburoni mweewa. AEgubuddu efunaga othawa yahidhowihiwaga ni mahinje, vevale 
EXO.14.28	Mahinje yahaamiraga anyakoddo a Farawo, vamohi ni magareeta a koddo eewa ni akavalo eewa. Kaahalileve naari mmohi mwa ayene yavolowile mu nyaza yaathamagelaga aEzarayeli. 
EXO.14.29	Mbwenye aEzarayeli yahivolowaga mu nyaza oviraga mowumma-mwene, vano mahinje yaali wona nsiri nowiimela moono weewa wooja ni woong'oto.
EXO.14.30	Nlabo nendde 
EXO.14.31	AEzarayeli yahoonaga kopolo dhuulubale dha 
EXO.15.1	Ndala Mozezi ni aEzarayeli yahiibaga njibo ndda wa 
EXO.15.1	<<Ginomwiibela 
EXO.15.1	vowi ohuvuwa,
EXO.15.1	ohaavokedha munyaza akavalo
EXO.15.1	ni aliba weeddiha.
EXO.15.2	ni wiiba waaga,
EXO.15.2	oliye digivulumuse.
EXO.15.2	Oliye di Mulugu aaga,
EXO.15.2	ndala miyo gineerege omuthithimiha,
EXO.15.2	oliye di Mulugu a baba aaga,
EXO.15.2	vowindala gineerege omvuwiha.>>
EXO.15.3	<<
EXO.15.4	Ohuvokedha munyaza
EXO.15.4	magareeta a Farawo ni anyakoddo aaye;
EXO.15.4	asogoleli aaye akoddo oororomeleya
EXO.15.4	yahimiriwa muNyaza Yoofiila.
EXO.15.5	Karo dheewa dhahibundamuwa,
EXO.15.5	obwina vati wona mabwe.>>
EXO.15.6	<<Aa! 
EXO.15.6	bwa nthithimiho ni wa kopolo,
EXO.15.6	moono weenyu onowaasanya amwiiddani.
EXO.15.7	Munowaapideedhela vati amwiiddani eenyu
EXO.15.7	ni wunnuwa wa opogo weenyu.
EXO.15.7	Owali weenyu onohidda,
EXO.15.7	onowaapaha wona manasi.
EXO.15.8	Mahinje yahitugumana
EXO.15.8	ni mvumelo wa owali weenyu.
EXO.15.8	Othamaga wa mahinje
EXO.15.8	wahiimela wona nsiri,
EXO.15.8	mahinje a vati va nyaza
EXO.15.8	yahisadduwa nibwe.
EXO.15.9	Mwiiddani ahiniharaga, eeraga:
EXO.15.9	<Ginowawiigara, gaafwanye,
EXO.15.9	gawaake dhooreela dheewa,
EXO.15.9	gigawe.
EXO.15.9	Murima waaga onoodha orubale.
EXO.15.9	Ginoodha githukule mwaalago waaga,
EXO.15.9	ni moono waaga ginoodha gaatolose>.
EXO.15.10	Mwahaatongwihedha mu nyaza
EXO.15.10	ni pevo yeenyu, 
EXO.15.10	mahinje waahuruwedha,
EXO.15.10	omireya wona nsilo
EXO.15.10	mmahinjeni ooddiiha.
EXO.15.11	Aa! 
EXO.15.11	enafwanafwana ni nyo?
EXO.15.11	Oli wona nyo baani?
EXO.15.11	Muli ootikiniha moweela weenyu,
EXO.15.11	owoopiha mwa nthithimiho neenyu,
EXO.15.11	mwihiirana dha malavi!
EXO.15.12	Muhogoola moono weenyu,
EXO.15.12	elabo yahaamira amwiiddani eenyu.
EXO.15.13	Mwa ororomeleya weenyu
EXO.15.13	mwahaasogolela athu eenyu mwawooboliinyu.
EXO.15.13	Muhaafiyiha omburoni weenyu woweela
EXO.15.13	ni kopolo dheenyu.
EXO.15.14	Malogo yahiiwaga, ogurumelaga.
EXO.15.14	Woova wahaamorelaga aFilisti.
EXO.15.15	Mamwene a wEdomu yahukuuwaga,
EXO.15.15	apogo oMowabe yahirenjeyaga,
EXO.15.15	aKanani yakulege weekwe.
EXO.15.16	Wahaamorela otikina ni woova.
EXO.15.16	Yahimaala wona nibwe
EXO.15.16	ni kopolo dha moono weenyu
EXO.15.16	ofiyedha ovira mulogo weenyu,
EXO.15.16	mulogo weenyu wooboliinyu.
EXO.15.17	Nyo munoodha mwaavolosihe
EXO.15.17	ni waakaraatiha omwaangoni weenyu,
EXO.15.17	mburo musasanyedhiinyu, 
EXO.15.17	wi mukalegevo,
EXO.15.17	mburo woweela, Nabwiya,
EXO.15.17	madada eenyu ekaraatihiiwa.
EXO.15.19	Vevale akavalo a Farawo, ni magareeta aaye a koddo ni aliba weeddihaya vamoreligiiwa munyaza, 
EXO.15.20	Miriyamu, namavuhulela, murogora a Aroni, ahithukulaga ng'oma yaaye; vano ahiyana aatene yahimuharaga egathukule teto ng'oma dheewa yiinaga. 
EXO.15.21	Miriyamu owawaakulelaga, eeraga:
EXO.15.21	<<Mwiibeleni 
EXO.15.21	mwaha ohuvuwa,
EXO.15.21	ohaathathilela munyaza akavalo
EXO.15.21	ni aliba weeddiha>>.
EXO.15.22	AEzarayeli egalabuwile Nyaza Yoofiila, Mozezi ahaasogolela mwiiddeddereni ya oXuri. Mwemo yaheeddaga malabo maraaru ehawoonile mahinje. 
EXO.15.23	Yahifiyaga oMara, mbwenye kayaandile ong'wa mahinje a oMara vowi yaali oowaawa. (Va mwaha olena fineethaniwiiwa Mara, sowi owaawa.)
EXO.15.24	Athu yoomwaabaga Mozezi, yiiraga: <<Nneere ning'we ddi?>> 
EXO.15.25	Ndala Mozezi ahikuwelaga wa 
EXO.15.26	<<Mweera wi mvuruwanaga pama owoga wa 
EXO.15.27	Ndala yahifiyaga oElimi, wewo waali ceela kumi nabiili dha mahinje, ni akanjesa wiinjiva wiwa yaali makumi matanu nameenddi (70). Yahimaga misasa dheewa vevale.
EXO.16.1	Mulogo waatene wa aEzarayeli wahivenyaga oElimi wahifiyaga mwiiddeddereni ya oSini, ogali vaari va Elimi ni Sinayi. Ela yeereyile egamalile malabo kumi ni malabo matanu a mweeri wa nabiili, wambeela vevale vamaruwiligiiwa wEgubuddu.
EXO.16.2	Mulogo waatene wa aEzarayeli womwaabaga Mozezi ni Aroni mwiiddeddereni, 
EXO.16.3	wiiraga: <<Yaali pama 
EXO.16.4	Vevale 
EXO.16.5	Nlabo na neetanu ni nimohi etugumanege ni osasanyedha mikaathe dha malabo meenddi>>.
EXO.16.6	Vevale Mozezi ni Aroni yahawaaddelaga aEzarayeli, yiiraga: <<Ciguwo muneere munone wi 
EXO.16.7	vano obebehini muneerege woona nthithimiho na 
EXO.16.8	Mozezi ahawaaddelaga teto, eeraga: <<Ciguwo 
EXO.16.9	Mozezi ahimwaaddelaga Aroni, wiira: <<Waaddele mulogo waatene wa aEzarayeli, wiire: <Mmwaaddamele 
EXO.16.10	Aroni ahiwogaga ni mulogo wa aEzarayeli, wahisugwaga wiiddeddereni, vevale yahoonaga nthithimiho na 
EXO.16.12	<<Ginowiiwa waaba wa aEzarayeli. Wawaaddele wi: <Waasiguwaga munatakunege nyama, vano obebehini dhinoohabalegeni mikaathe. Munoodha munone wi miyo gili 
EXO.16.13	Ociguwoni dhahidhaaga dhibuudhi vaade vaatevene, vano obebehini mowaapeelela, noovahavo ningame. 
EXO.16.14	Nommaga, dhoohalavo dhego dhing'onong'ono dhoovevuwa wona koko yoorala yamorela vati.
EXO.16.15	Vowoona aEzarayeli yookohanaga, yiiraga: <<Elaya ddi?>> Vowi kayanonile. Mozezi ahawaaddelaga, wiira: <<Ola mukaathe oyene 
EXO.16.16	Siilena 
EXO.16.17	AEzarayeli yahiirana ndale, vano yowaaguddela, amohi majinji, amohi vang'ono. 
EXO.16.18	Vevale yaapima, oyene aaguddela majinji kayahala, ole aaguddela vang'ono yowaakwanela. Kadda muthu aaguddela wona majelo aaye. 
EXO.16.19	Mozezi ahawaaddelaga, wiira: <<Ahikalevo oneere aalogolelege ofiyedha omenseloni wiwa>>. 
EXO.16.20	Naari ndala amohi kayamwiiwelela Mozezi, yoologolela nde ofiyedha mmenseloni mwiwa. Dhoosadduwa miingu onukwaga dhabure. Mwa ela Mozezi ahitakaleliwaga. 
EXO.16.21	Bebehi ni bebehi yooguddela, kadda muthu wona majelo aaye. Wadha oviha dhoonyenyeya.
EXO.16.22	Nlabo na neetanu nammohi yooguddela dhooja dila biili, kadda muthu maniituru mannayi. Apogo yahidhaaga wa Mozezi omwaaddela elena. 
EXO.16.23	Oliye ahawaakulaga, wiira: <<Ela si eyene 
EXO.16.24	Yahilogolela ya omenseloni wiwa wona Mozezi mwalamuleliiye, mbwenye kayanukwa naari okalana miingu. 
EXO.16.25	Mozezi ahiiraga: <<Jani peeno vowi nlabo noovuma na 
EXO.16.26	Malabo matanu nammohi muddoddelege dhooja dhoomora odhulu, mbwenye nlabo na neetanu ni meenddi thi nlabo na 
EXO.16.27	Nlabo na neetanu ni meenddi amohi yahivenyaga wi yaddoddele, mbwenye kayafwanyilege. 
EXO.16.28	Vevale 
EXO.16.29	Muubuwelege wi 
EXO.16.30	Vevale athu yahivuma nlabo na neetanu nabiili.
EXO.16.31	AEzarayeli yahithwa ndina na yooja ele mukaathe, <<manaa>>.
EXO.16.32	Mozezi ahiiraga: <<
EXO.16.33	Mozezi teto ahiiraga wa Aroni: <<Othukule manaa maniituru meenddi, ohele mbiyani, ohiye vamburoni voweela va 
EXO.16.34	Wona mwemo 
EXO.16.35	AEzarayeli yaaja manaa yaaka makumi mannayi, ofiyedha oddemulela mmavade. Yowaaja ofiyedha oKanani. 
EXO.16.36	(Mpimo mwaaheliiwa weethiwa dila kumi wi ofiyedhe lanta nimohi.)
EXO.17.1	Mulogo waatene wa aEzarayeli wahivenyaga mwiiddeddereni mwa oSini, weeddaga wona 
EXO.17.2	Mulogo woomunyanyuwelaga Mozezi, wiiraga: <<Onivahe mahinje ning'we>>. Mozezi ahaakulaga, wiira: <<Mwaha bwaddi munaginyanyuweleliinyu miyo? Mwaha bwaddi munamweeheliinyu 
EXO.17.3	Vevale mulogo ni mwaha wa nthona womwaaba Mozezi, wiiraga: <<Onithukule wEgubuddu wi anipe nthona, vamohi ni ahima eehu ni dhoofuwa dheehu?>>
EXO.17.4	Mozezi ahikuwaga wa 
EXO.17.6	Ginowiimela vameentoni vaawo vanibweni na oHorebi. Oddwadhe nibwe. Mwa nenddo nnookuma mahinje wi athu eng'we>>. Mozezi ahiiragana ndale, apogo a aEzarayeli yoonaga. 
EXO.17.7	Ahithwaga niburo ndde Masa ni Meriba,
EXO.17.8	Yahidhaaga aAmaleke ni athu eewa owanaga ni aEzarayeli niburo na oRefidimi. 
EXO.17.9	Vowindala Mozezi ahimulamulaga Zhozuwe, wiira: <<Waasakule alobwana wi evenye yawane ni aAmaleke. Menselo ginoodha gikale vadhulu va mwaango, vano mukumbuzo wa Mulugu oneere okale mmadani mwaaga>>. 
EXO.17.10	Zhozuwe ahiiragana ndale wona Mozezi mwamulamuligiiye, vano ahiwanaga ni aAmaleke. Mbwenye Mozezi, Aroni ni Huri yahigwelaga vadhulu va mwaango. 
EXO.17.11	Mozezi avenyihaga moono waaye, aEzarayeli yowaagonjihaga athu a Amaleke. Aakitihaga, athu a Amaleke yowaagonjihaga aEzarayeli. 
EXO.17.12	Mozezi agagomile ni moono, Aroni ni Huri yahimukaraatihaga vanibweni. Yahihiddeelaga moono dhaaye, mmohi moono ola, vano mmohiya moono mmohi. Vevale moono dhaaye dhaaligi dhowiimeladhene ofiyedha nduwa odhowa. 
EXO.17.13	Ndala Zhozuwe ahaagonjihaga aAmaleke ni athu aaye okoddoni.
EXO.17.14	Vevale 
EXO.17.15	Mozezi ahisasanyaga ebuwa yoohelavo mukutho, othwa ndina nowi, <<
EXO.17.16	Ahiiraga teto: <<Vowi yahiwana ni 
EXO.18.1	Zhetero, muliba a mukutho a oMidiyani, mooyaaye Mozezi, ahiiwaga dhego dhaatedhene Mulugu dhamwiireliiye Mozezi ni aEzarayeli athu aaye, 
EXO.18.2	Zhetero, mooyaaye Mozezi, ahimudhaagana Zipora mwadha Mozezi, oyene amwihiyiligiiye owani. 
EXO.18.3	Ahaadhaagana teto anaaye abiili, ayene mmohi eethaniwa Geresomi (sowi namadha a wewo) vowi Mozezi ahiira: <<Gaali namadha mwiilaboni ya amohi>>, 
EXO.18.4	mmohiwa teto Eliyezeri (sowi Mulugu aaga dinagikamihedha) vowi ahiira: <<Mulugu a ababa digikamihedhe, vano digivulumuse wa mwaalago wa Farawo>>.
EXO.18.5	Ahifiyaga Zhetero mooyaaye Mozezi egali vamohi ni ahima a Mozezi ni mwihiyanaaye. Yahimfwanyaga Mozezi mwiiddeddereni vamusasani waaddamela mwaango wa Mulugu. 
EXO.18.6	Ahimwiithanihaga Mozezi, wiira: <<Miyo, mooyaawo Zhetero, gihidha wa weevo ni mwihiyanaawo vamohi ni anaawo abiili>>. 
EXO.18.7	Mozezi ahivenyaga omuharelaga mooyaaye, omulojela ni nthithimiho, ombezhari, vano eselusanaga mmohi ni mukwaaye, yahivolowaga mmusasani. 
EXO.18.8	Mozezi ahimwaaddelaga mooyaaye dhaatedhene 
EXO.18.9	Ahihagalalaga Zhetero mwa dhapama dhaatedhene 
EXO.18.10	Ahiiraga: <<
EXO.18.11	Ayene yeethukulela wa aEzarayeli. Vano gihinonaga wi 
EXO.18.12	Ndala Zhetero, Mozezi mooyaaye, ahithukulaga nibila wi akuthe mukutho wa Mulugu teto ni dhooveleela dhimohi. Aroni ahidhaaga ni apogo aatene aEzarayeli wi eje vamohi ni mooyaaye Mozezi vameentoni va Mulugu.
EXO.18.13	Omenseloni wiwa Mozezi ahikaraatigi wi aathongege athu. Athu yomwiing'anelaga egeemelile momwaapeelela Mozezi, wambeela bebehi ofiyedha nduwa odhowa. 
EXO.18.14	Agoonile nde mooyaaye, ahimukohaga, wiira: <<Elaya eneereliiwe mulogo ddi? Mwaha bwaddi weevo onakaraatiiwe, vano athu yiimelaga wambeela bebehi ofiyedha nduwa odhowa?>>
EXO.18.15	Mozezi ahimwaakulaga mooyaaye, wiira: <<Sowi athu enadha wa miyo wi ewoge ni Mulugu. 
EXO.18.16	Yakalana muladdu weewa, enadha wa miyo wi gaathongele mmohi ni mukwaaye teto gaatapulele malamulo a Mulugu ni magano aaye>>.
EXO.18.17	Vevale mooyaaye Mozezi, ahiiraga: <<Kiriyile eneeriiwe. 
EXO.18.18	Ginororomela wi onogoma mowaaguva weevo vamohi ni athu alena yinniiwena. Ela eli yoonyemelesesa wa weevo, vano we kunaande wiirana. 
EXO.18.19	Ndala ogivuruwane yoolaga yaaga, vano Mulugu akale ni we. Owoge ni Mulugu mu ndina na mulogo, othukulelege dhookathamiha dheewa wa oliye. 
EXO.18.20	Osuuzihege mathongelo ni masuuziho a Mulugu, ononiha dila yapama yoweeddamo, ni mabasa yinniiwana owaahidda. 
EXO.18.21	Waasakule mwa athu alobwana oofwaneelela, omoova Mulugu, oororomeleya, oohurumeedha onyingaliwa. Waavahe othonga wa athu cikwi (1.000), amohi yaalamulege athu zana (100), amohi athu makumi matanu (50) ni amohi athu kumi. 
EXO.18.22	Ayene yaalamulege athu alena mudhidhi dhaatedhene. Miladdu dhoorusa edheegena wa we, mbwenye miladdu dhimohi ayene ethongege. Ndala oneerege wona okweya teto eneerege wuukamihedha. 
EXO.18.23	Weeragana ndo, onoodha waande ebaribareene, vano si eyene Mulugu enafuniiye. Athu ala enoodha ekale mmurenddeleni>>.
EXO.18.24	Mozezi ahiiwelelaga madhu a mooyaaye, wiirana ndala wona mwamusuuziheliiye. 
