MAT.1.1	Tuhca̱ cochi nda̱ta yahn Dihvo vo Jesucristo. Ihyan ndico yahn ye ne, David ma̱n, Abraham ma̱n.
MAT.14.24	Numanahn min ne, a nde ma̱hn vine me cuahn ihyan apóstol chahn nduco ba̱rco me. A̱ma rechi yuhne cua̱hn na̱n cuahn ba̱rco me, ne a̱ma rahn nune vine me. 
MAT.14.25	Cuahn che a nino co dave ne, nda̱ nino Dihvo vo cua̱hn na̱n cuahn ba̱rco me, rica ye na̱n nune. 
MAT.14.26	Cuahn che ndihchero ihyan apóstol chahn ihyan che rica ye na̱n nune me ne, a̱ma dihya ye chi nde tuno cah va̱h ye, ne ra̱hn ye:
MAT.14.26	―¡Nga̱ a̱ma vaco chihnga̱, cochi ta̱n!
MAT.14.27	Ate ya̱hve Dihvo vo ihyan chahn, ne ra̱hn ye:
MAT.14.27	―Hua va̱h nchuhn, te a u che cochí.
MAT.14.28	Tuhme ra̱hn Pedro ri ye ihyan:
MAT.14.28	―Dihvé, ndete che ndih ne, cuahnecun ne che ca̱cá na̱n nune, chí na̱n ne.
MAT.14.29	Ndahconan Dihvo vo, ne ra̱hn ye:
MAT.14.29	―Cochi.
MAT.14.29	Tuhme cuahn Pedro, rica ye na̱n nune cua̱hn na̱n che cochi Dihvo vo. 
MAT.14.30	Ate nducote a̱ma ri yudo na̱n vine me ne, chenda̱ vedeva̱h ihyan. Ndeta̱hno cana̱n rehchenun ye va̱n nune, ne cah ye:
MAT.14.30	―Dihvé, ¡cuendedevahn ne u!
MAT.14.31	Cheta̱h Dihvo vo ta̱h ye, ne ra̱hn ye ri ye ihyan:
MAT.14.31	―Di ne, hua numa ine ritehne. ¿Dehco che ndeh rendedecadine?
MAT.14.32	Cuahn che chenda̱ ye chete ba̱rco me nduco vih ne, chehuan yuhne me. 
MAT.14.33	Tuhme ihyan che chenun ye chete ba̱rco me ne, chehntihya ye na̱n Dihvo vo ne ra̱hn ye:
MAT.14.33	―Cua̱co niyon te ndih che Da̱ya Dendiohs.
MAT.14.34	Cuahn che a tuche ihyan chahn vine me ne, nda̱ ye ya̱n Genesaret. 
MAT.14.35	Ndeta̱hno nchana̱n ihyan ya̱n min Dihvo vo, chacotuhn ye ndudo numacuahn ya̱hn min. A̱ma chengu ihyan ihyan cah yahn ye na̱n Dihvo vo. 
MAT.14.36	Chica ihyan chahn favor ihyan che cuahnecun ye che nahn ta̱h ihyan cah chahn mare tino yahn ye, ne nducoya̱ca ye che nahn ta̱h ye ne, ndoyahn ye.
MAT.15.1	Chihno min ne, a̱ma o sa̱hn fariseo ma̱n, sa̱hn devano ley che dirun Moisés che chica se ya̱n Jerusalén ma̱n, chahn nda̱ se na̱n Dihvo vo, ne ra̱hn se ri se ihyan:
MAT.15.2	―Hua nda̱hca̱ che rahcota̱hn ihyan apóstol yahn ne vederihquentiyon yahn ihyan ndico, te reh ye nde hua rena̱no ye ta̱h ye nduhca̱ che chihco ca̱de ihyan chahn.
MAT.15.3	Ndahconan Dihvo vo, ne ra̱hn ye ri ye sa̱hn chahn:
MAT.15.3	―Me nchuhn ne, hua nda̱hca̱ che rahcota̱hn ne vederihquentiyon yahn Dendiohs, riquendi ne costumbre yahn ma̱n ne. 
MAT.15.4	Dendiohs ne, rihquentiyon ye tuhca̱: “Codin yahine chide ma̱n, cheque ye ma̱n.” Namin rihquentiyon ye: “Ihyan che ca̱hva ye yahn indihte yahn ye ne, va che ca̱hno ihyan ya̱n ihyan.” 
MAT.15.5	Ate nchuhn ne, retihyon yune ne ihyan che ca̱hma ye co ye indihte yahn ye: “Hua co conán nchuhn, te nducuahn che va yáhn ne, a cá̱h ndudo yáhn che co vedino na̱n Dendiohs.” 
MAT.15.6	Nduco tihca̱ ne, retihyon yune ne ihyan che cuaconda̱h veda̱me ye indihte yahn ye. Renda̱hco ndiya nchuhn vederihquentiyon yahn Dendiohs, ricuahn ne costumbre yahn ma̱n ne. 
MAT.15.7	¡O na̱n o chende nchuhn! Redinahn niyon ne nduhca̱ che ra̱hn Dendiohs, dirun ihyan profeta Isaías tuhca̱:
MAT.15.8	Ihyan sih ne, dendudo no che rendeva ye yavená̱n,
MAT.15.8	ate nde tah hua ritahno ye u.
MAT.15.9	Nde tah hua richihve che rendeva ye yavená̱n,
MAT.15.9	te ricuahn ye vederihquentiyon yahn ma̱n ye, redin ca̱ ye che vederihquentiyon yáhn.
MAT.15.10	Tuhme cah Dihvo vo nducoya̱ca ihyan chahn na̱n ye, ne ra̱hn ye:
MAT.15.10	―Cuihcovan nchuhn ma̱n, conahn tin ne ma̱n, che ca̱hmá. 
MAT.15.11	Che chendihco ihyan nunde ne, ndiyu ca̱va dehtenduh che reh ye, te ca̱va ndudo chihnga̱ che rente ye.
MAT.15.12	Tuhme chahn nda̱ ihyan apóstol, ne ra̱hn ye ri ye ihyan:
MAT.15.12	―¿A tumacadino ne che chi yudo yahn sa̱hn fariseo sih yahn ndudo che tihca̱ ra̱hn ne ne?
MAT.15.13	Ndahconan ye, ne ra̱hn ye ri ye ihyan chahn:
MAT.15.13	―Nducuahn vederihquentiyon che ndiyu ma̱n Chidá che va ye vahchetero chihco ca̱de ye ne, va che cuihno anduhneca̱ a̱ma ya̱hn che retico ihyan nde dihyoduto. 
MAT.15.14	Din ca ma̱n se, te sa̱hn sih ne, anduhneca̱ sa̱hn na̱n ve che quendanan se sa̱hn na̱n ve chena̱hn, cora nun nducoya̱ca se chete ive ya̱hn.
MAT.15.15	Ra̱hn Pedro ri ye Dihvo vo:
MAT.15.15	―Te cuande ne nuhn deh conahn che nte ne yahn che chendihco ihyan nunde.
MAT.15.16	Ndahconan Dihvo vo, ne ra̱hn ye:
MAT.15.16	―¿Ta̱ca̱ che namin nduco nchuhn hua renahn ne? 
MAT.15.17	¿A hua devano ne te nducuahn che reh ihyan ne, va̱cochendereh yahn ye renun? Chemin ne, rechuh cua̱hn chete ye, ne rendiquenda̱h. 
MAT.15.18	Ate ndudo chihnga̱ che rente ihyan ne, rente ye yahn che chihnga̱ rendedecadino ye, ne nduco chemin chendihco ye nunde. 
MAT.15.19	Tihca̱, te na̱n vederendedecadino yahn ihyan reconan che chihnga̱ rendedecadino ye ma̱n, che rihno ye vih ma̱n, che rahtenan ye nduco nda̱hta che hua nihneva̱co nduco ye ma̱n, che reduco ye ma̱n, che rihncheh ye ma̱n, ndere ricueh da̱me ye nunde ihyan ma̱n. 
MAT.15.20	Nunde chemin chan redin che rinda ihyan. Ate che cheh ihyan andahre hua rena̱no ye ta̱h ne, ndiyu nunde chemin.
MAT.15.21	Chica Dihvo vo min, ne cuahn ye ya̱hn yahn ya̱n Tiro nduco ya̱n Sidon, 
MAT.15.22	ne a̱ma ta̱hn nda̱ta yahn ihyan cananea, che va te ya̱hn min ne, cuahn te cua̱hn na̱n cuahn ye, ca rica te ca ra̱hn te numa dito te:
MAT.15.22	―Dihvé, Da̱ya David, conan va̱hino ne u. Ta̱hn da̱yá ne, quenun a̱ma vaco chihnga̱ ta̱hn, ne a̱ma rechuhrihn te.
MAT.15.23	Ate hua tumeca̱h ye yahn te. Tuhme ra̱hn ihyan apóstol ri ye ihyan:
MAT.15.23	―Cotumaca̱h ne ta̱hn, te a̱ma rah te cochi te cua̱hn veda̱mo vo.
MAT.15.24	Tuhme ndahconan Dihvo vo, ne ra̱hn ye:
MAT.15.24	―Dendiohs ne, dechuh ye u ca̱va che conán ihyan nación yahn Israel che a ndinda ye, din nune yahn ye.
MAT.15.25	Ate ta̱hn min ne, chahn nda̱ te, chehntihya te na̱n ye, ne ra̱hn te ri te ihyan:
MAT.15.25	―Dihvé, ¡cuinan ne u!
MAT.15.26	Ra̱hn ye ri ye ta̱hn:
MAT.15.26	―Hua redin yahn che conán di, te anduhneca̱ ndete che cahneví pa̱n che va che cheh ihyan nación yáhn, cá̱h ya̱hna.
MAT.15.27	Ndahconan te, ne ra̱hn te:
MAT.15.27	―Dihvé, cua̱co che ra̱hn ne. Ate ya̱hna ne, namin reh te, te rendeva̱hn te da̱che che ra ma̱n mesa yahn dihve te. Nducote tihca̱ ne, ricá favor ndih che conan ne tah u.
MAT.15.28	Tuhme ra̱hn ye ri ye ta̱hn:
MAT.15.28	―Da̱ya, ¡a̱ma numa ine ritehne! Conahn ndoque nduhca̱ che rique.
MAT.15.28	A ura min no ndiquenda̱h vaco chihnga̱ me ta̱hn da̱ya te.
MAT.15.29	Nda̱ca Dihvo vo min ne, nta̱ ye chihto vine yahn Galilea. Tuhme cocha ye a̱ma tingüete, ne min chihnde ye. 
MAT.15.30	A̱ma ya̱hn ihyan chi da̱ma ye na̱n ye. Nda ihyan chahn a̱ma ya̱hn ihyan cah, ihyan che cueh ca̱h ye ma̱n, ihyan che neneva doh ta̱h ye ma̱n, ihyan che ve na̱n ye ma̱n, ihyan che lihme ye ma̱n, ya̱hn ca ihyan che ndi ye ta̱ma te o na̱n cah ma̱n, ne din Dihvo vo che ndoyahn nducoya̱ca ye. 
MAT.15.31	A̱ma chahn ino ihyan che ndihchero che ndoyahn nducoya̱ca ihyan cah chahn, ne ndeva ye yavena̱n Dendiohs, ihyan min che nda cuande ye ihyan nación yahn Israel.
MAT.15.32	Chihno min ne, cah Dihvo vo ihyan apóstol yahn ye, ne ra̱hn ye ri ye ihyan:
MAT.15.32	―A̱ma renan va̱hino ihyan sih, te a ino ro che chenan ye nduco vo, ne metah dehva che cheh ye. Hua nahn ndedechúh ihyan che diya chete ye, te dena̱n cota̱h cuno ihyan cua̱hn yune.
MAT.15.33	Ra̱hn ihyan apóstol chahn ri ye ihyan:
MAT.15.33	―Ate muhn ya̱hn na̱n che metah duhva. ¿Ti ngua vo che ca̱h vo cheh ihyan sih?, te a̱ma ya̱hn ye.
MAT.15.34	Tumerune ye ihyan chahn:
MAT.15.34	―¿Ta̱va pa̱n va yahn nchuhn ne?
MAT.15.34	Ndahconan ihyan chahn:
MAT.15.34	―Va ndache pa̱n yahn nuhn ma̱n, a̱ma o ya̱hca ca̱hya ma̱n.
MAT.15.35	Tuhme chihquentiyon Dihvo vo che chahte nducoya̱ca ihyan ndiya̱hn. 
MAT.15.36	Cheta̱h ye nduh che ndache pa̱n chahn nduco ya̱hca chahn, quetuhma ye, ne neca̱h ye nundihve cuahn Dendiohs. Tuhme ndeh ye, ca̱h ye ihyan apóstol chahn ca̱va che cuih ye va̱n ihyan. 
MAT.15.37	Cheh nducoya̱ca ihyan chahn nde na̱n che chito ihyan. Chihno min ne, nedin da̱ma ye cheyahn che nga̱va, ne decuto ye ndache cuahte. 
MAT.15.38	Ihyan che cheh ye ne, ri ye cun mil che dema̱n ihyan cha̱hn, ava̱ne ihyan nda̱hta ma̱n, checa̱hya ma̱n. 
MAT.15.39	Chihno min ne, ndedechuh Dihvo vo ihyan chahn, ne quenun ye chete a̱ma ba̱rco, cuahn ye cua̱hn ya̱hn yahn ya̱n Magdala.
MAT.16.1	A̱ma o sa̱hn fariseo nduco sa̱hn saduceo ne, chahn se chendihchero se Dihvo vo. Sa̱hn chahn ne, retumarande se ihyan, ne chica se che din ye a̱ma vederihno, ndihchero se, ca̱va che co devano se che Dendiohs dechuh ye ihyan. 
MAT.16.2	Ndahconan ye, ne ra̱hn ye ri ye sa̱hn:
MAT.16.2	―Cuahn che a ri chino ne, ndete che cua̱h na̱n ro ne, ra̱hn nchuhn te nda̱hca̱ din ro. 
MAT.16.3	Me vateya̱n ne, ndete che cua̱h na̱n ro ma̱n, man ma̱n ne, ra̱hn ne te cuan co. Nchuhn ne, ¡o na̱n o chende ne! A̱ma ndah nda cuande ne ta̱ca̱ ri na̱n ro, ate hua retumacadino ne yahn vederihno che redin Dendiohs ma̱n ro cuh. 
MAT.16.4	Ihyan che vate ye ma̱n ro cuh ne, ama duhtuno ihyan ye, nde hua retumaca̱h ye Dendiohs. Rica ye vederihno ndihchero ye, ate atena̱n a̱ma vederihno nduhca̱ vederihno che din Dendiohs nduco ihyan profeta Jonás nda̱ca ndihchero ye.
MAT.16.4	Chihno ra̱hn ye chemin ne, chihcoma̱n ye sa̱hn chahn, ne chica ye min.
MAT.16.5	Cuahn che tuche ihyan chahn vine me ne, nta̱ tin ihyan apóstol chahn che hua nda ye pa̱n. 
MAT.16.6	Ura min ra̱hn Dihvo vo nduco ye:
MAT.16.6	―Cuihco nchuhn cuda̱do. Hua tumaca̱h ne yahn ya̱ yahn sa̱hn fariseo ma̱n, sa̱hn saduceo ma̱n.
MAT.16.7	Tuhme ndedecadino ihyan chahn, ne ra̱hn va̱n ma̱n ye nduco vih:
MAT.16.7	―Tihca̱ ra̱hn ye ri ye uvo yahn che hua quenda vo pa̱n.
MAT.16.8	Checadino Dihvo vo che hua chenahn ihyan chahn che ra̱hn ye. Deyahn che hua nda ye pa̱n ndedecadino ye. Chemin che ra̱hn ye ri ye ihyan chahn:
MAT.16.8	―¿Dehco che rendedecadino nchuhn che hua nda ne pa̱n? ¿Ta̱ca̱ che hua numa ino ne ritahno ne? 
MAT.16.9	¿Ta̱ca̱ che hua renahn ne, nde hua rahtenun ino ne vederihno che rendihchero ne? Cuahn che cá̱h, cheh uhn mil ihyan nduco uhn pa̱n me ne, ¿ta̱ca̱ che hua chahtenun ino ne che nde ca̱de cuahte che nga̱va nedin da̱ma ne? 
MAT.16.10	A namin no tun cuahn che cá̱h, cheh cun mil ihyan nduco ndache pa̱n me ne, ¿ta̱ca̱ che hua chahtenun ino ne che nde ca̱de cuahte che nga̱va nedin da̱ma ne? 
MAT.16.11	¿Ta̱ca̱ che hua chenahn nchuhn che ndiyu yahn pa̱n che rá̱hn nduco ne? Rá̱hn nduco ne che ca̱hco ne cuda̱do yahn ya̱ yahn sa̱hn fariseo ma̱n, sa̱hn saduceo ma̱n.
MAT.16.12	Tuhme chenahn ihyan chahn che a yahn ndudo che ricuahn sa̱hn chahn che tihca̱ ra̱hn ye.
MAT.16.13	Cuahn che nda̱ Dihvo vo ya̱hn yahn ya̱n Cesarea de Filipo ne, tumerune ye ihyan apóstol yahn ye:
MAT.16.13	―U che rinducó nducoya̱ca ihyan, ¿deh ra̱hn ihyan yáhn ne?
MAT.16.14	Ndahconan ihyan chahn:
MAT.16.14	―Na̱hn ihyan ne, ra̱hn ye te ndih che Jua̱n Bautista. Na̱hn tun ye ne, ra̱hn ye te ndih che Elías. Na̱hn tun ye ne, ra̱hn ye te ndih che Jeremías o ta̱ma cha ihyan profeta che chahte ye a ra̱hn me.
MAT.16.15	Tuhme tumerune ye ihyan chahn:
MAT.16.15	―Me nchuhn ne, ¿deh ra̱hn ne yáhn ne?
MAT.16.16	Ndahconan Simón Pedro, ne ra̱hn ye ri ye ihyan:
MAT.16.16	―Ndih ne, a ihyan che va ca̱de che chi ye ndedevahn ye ihyan iyehnse, a ndih che Da̱ya Dendiohs, ihyan min che va ye vahchetero.
MAT.16.17	Ra̱hn Dihvo vo ri ye ihyan:
MAT.16.17	―Ndah ro yehn, Simón, da̱ya Jonás, te a ma̱n Chidá che va ye vahchetero te ye checadine, ndiyu ihyan iyehnse. 
MAT.16.18	Rá̱hn rí di te redin yahn che doche Pedro, te che tihca̱ doche ne, conahn che a̱ma ndudo redin. Cuahto min quendi ihyan yáhn, ne nde vederihquentiyon yahn chundah hua co nda̱hco ndiya ihyan. 
MAT.16.19	U ne, té vederihquentiyon di ca̱va che conan va̱n ihyan che rihquentiyon Dendiohs. Cha che ca̱h yone che din ye ma̱n, cha che ca̱hca tan che hua din ye ma̱n ne, Dendiohs ne, ca̱h dito ye ndudo yehn.
MAT.16.20	Tuhme ra̱hn Dihvo vo nduco ihyan apóstol chahn che hua ca̱hma ye nduco nde a̱ma ihyan che a ma̱n ye che va ca̱de che chi ye ndedevahn ye ihyan iyehnse.
MAT.16.21	Nde ta̱hn min cana̱n Dihvo vo ca̱h ye che checadino ihyan apóstol yahn ye te va che ca̱hn ye ya̱n Jerusalén, ne min a̱ma chuhrihn ye. Ndo da̱ma intiyahn ma̱n, chidocuya̱n ndina̱n ma̱n, sa̱hn devano ley che dirun Moisés ma̱n, din ta̱n se nduco ye, nde ca̱hno se ihyan. Ate cuihno ino ro ne, ntuche ye. 
MAT.16.22	Tuhme quenda Pedro ihyan a̱ma la̱do, ne cana̱n riya̱hve ye ihyan, ne ra̱hn ye:
MAT.16.22	―Dihvé, hua nda̱hca̱ che ca̱hco menda̱hn ne ndih ca̱va che tihca̱ cuahno co ne.
MAT.16.23	Ndaconan Dihvo vo ndihchenun ye na̱n Pedro. Chihya ye ihyan, ne ra̱hn ye:
MAT.16.23	―Di chundah, cuehn va̱ne, te redin vahche yáhn. Di ne, hua devene cha che rihquentiyon Dendiohs. Atena̱n che rihquentiyon ihyan iyehnse devene.
MAT.16.24	Tuhme ra̱hn Dihvo vo ri ye ihyan apóstol chahn:
MAT.16.24	―Adecoduhno ihyan che nahn co cuande ye va̱n ihyan yáhn ne, va che ca̱hcoma̱n ye vedeyeno ma̱n ye. Andahre va che conan ya̱h ye na̱n a̱ma cruz, ate va che ca̱hco menda̱hn ihyan, conduco ye u. 
MAT.16.25	Tihca̱, te ihyan che hua nahn ca̱hco menda̱hn ye ihyan ca̱va che conduco ye u ne, va che conda ye, ne ihyan che ca̱hco menda̱hn ye ihyan ne, andahre din ta̱n ihyan nduco ye, ca̱hno ye ihyan, ate ndevahn ye, cuahtenan ye vahchetero. 
MAT.16.26	Hua cochihve yahn ihyan andahre nedin da̱ma ye nducuahn vedecuihca che va iyehnse ndete che chemin din che denda ye, ne hua co cuahtenan ye vahchetero. Ndete che tihca̱ ne, metah deh nduco nedihve ye ca̱va che ndevahn ye. 
MAT.16.27	Va che conahn chemin, te u che rinducó nducoya̱ca ihyan ne, va che chí numacuahn vederihquentiyon yahn Chidá nduco ángel yáhn, ne techeca̱dé yahn nducoya̱ca ihyan, nda̱hco menún yahn queri a̱ma ye tunoca che nedin ye, ndahtenan ye iyehnse. 
MAT.16.28	Cua̱co rá̱hn rí nchuhn te a̱ma o ihyan che chenun ye muhn ne, vate ca ye iyehnse nda̱ ro min, ne ndihchero ye u che rinducó nducoya̱ca ihyan cuahn che ndá̱ numacuahn vederihquentiyon yáhn.
MAT.17.1	Chihno a̱n ro min ne, quenda Dihvo vo Pedro ma̱n, Jacobo nduco dihno ye Jua̱n ma̱n, ne cuahn ye nduco ihyan chahn a̱ma tingüete ya̱co, 
MAT.17.2	ne min ndo diya̱hn ye na̱n ihyan chahn. Yavena̱n ye ma̱n, tino yahn ye ma̱n ne, a̱ma diya̱hn ro nduhca̱ na̱n ya̱hn. 
MAT.17.3	Ura min ndihchero ihyan apóstol chahn Moisés nduco Elías che rente ye nduco Dihvo vo. 
MAT.17.4	Tuhme ra̱hn Pedro ri ye Dihvo vo:
MAT.17.4	―Dihve nuhn, a̱ma nda̱hca̱ che cuahtenan vo muhn. Ndete che nahn ne ne, dendah nuhn ino vache vah; a̱ma na̱n che conun ne, ta̱ma na̱n che conun Moisés, ne ta̱ma na̱n che conun Elías.
MAT.17.5	Numanahn che ra̱hn ca Pedro ne, quendihco a̱ma man tuno diya̱hn ro na̱n che chenun ihyan chahn, ne va̱n man me ne, chenun a̱ma ndudo che ra̱hn tuhca̱:
MAT.17.5	―Sa̱hnguh che Da̱yá. Yahinó sa̱hn. A̱ma yenó ca̱va se. Che ca̱hma se ne, chemin che codinahn nchuhn.
MAT.17.6	Cuahn che chihnevan ihyan apóstol chahn ndudo me ne, a̱ma dihya ye chi, ne chahteta̱ve ndih ye ndiya̱hn. 
MAT.17.7	Tuhme chahn nda̱ Dihvo vo na̱n ihyan chahn, nahn ta̱h ye ihyan, ne ra̱hn ye ri ye ihyan:
MAT.17.7	―Cuenecuan nchuhn. Hua dihya ne co.
MAT.17.8	Cuahn che ndo nihyon na̱n ye ne, ametah ndihchero ye ihyan che o chahn, a dema̱n Dihvo vo.
MAT.17.9	Ura che cuenchahn ye cuete me ne, chihquentiyon Dihvo vo ihyan chahn, ne ra̱hn ye:
MAT.17.9	―Hua ca̱hma nchuhn nduco nde a̱ma ihyan yahn vederihno che ndihchero ne, nde ro che u che rinducó nducoya̱ca ihyan ntuché va̱n tena̱hn.
MAT.17.10	Tuhme tumerune ihyan apóstol chahn Dihvo vo, ne ra̱hn ye:
MAT.17.10	―¿Deh cuande che ra̱hn sa̱hn devano ley che dirun Moisés che dinoca Elías va che chi ye ne?
MAT.17.11	Ndahconan ye, ne ra̱hn ye ri ye ihyan chahn:
MAT.17.11	―Cua̱co che va che chi Elías, nda̱hco ca̱de ye nducuahn. 
MAT.17.12	Ate rá̱hn rí nchuhn te a nda̱ Elías, ne ihyan ne, hua nevahnecun ye ihyan. Tahque ndah ye ne, din ta̱n ye nduco ye. Namin u che rinducó nducoya̱ca ihyan ne, va che chuhríhn, din ta̱n ihyan nducó.
MAT.17.13	Tuhme tumacadino ihyan apóstol chahn che rente ye yahn Jua̱n Bautista anduhneca̱ ndete che a ihyan min che Elías.
MAT.17.14	Cuahn che nta̱ ihyan chahn na̱n che chenun ihyan chena̱hn ne, chahn nda̱ a̱ma se, chehntihya se na̱n Dihvo vo, ne ra̱hn se ri se ihyan:
MAT.17.15	―Dihvé, conan va̱hino ne sa̱hn da̱yá, te ndi se cah rih dihca, ne a̱ma rechuhrihn se. A̱ma ndeh yune cuahn che rinuhn yahn se ne, renda̱hnun se va̱coya̱hn ma̱n, va̱n nune ma̱n. 
MAT.17.16	A checú sa̱hn na̱n ihyan apóstol yahn ne, ate hua chi din ye che ndoyahn se.
MAT.17.17	Tuhme ra̱hn Dihvo vo:
MAT.17.17	―Nchuhn che vate ne ma̱n ro cuh ne, duhtuno ihyan nchuhn ma̱n, hua ritahno ne ma̱n. Nchuhn ne, a hua nda̱ ro che co ne ihyan. ¿A cuahn da̱ma quendá̱h vedechahtino nduco ne, che ra̱hco ne? Checú ne sa̱hn muhn.
MAT.17.18	Sa̱hn dihn me ne, quenun a̱ma vaco chihnga̱ sa̱hn. Cuahn che nda̱ se na̱n ye ne, chihquentiyon ye che ndiquenda̱h vaco chihnga̱ me, ne ndeta̱hno ndoyahn se.
MAT.17.19	Ura che a dema̱n ye ne, tumerune ihyan apóstol chahn Dihvo vo:
MAT.17.19	―¿Dehra cuande che hua chi ndetenda̱h nuhn vaco chihnga̱ me ne?
MAT.17.20	Ndahconan ye, ne ra̱hn ye ri ye ihyan chahn:
MAT.17.20	―Nchuhn ne, nde hua ritahno ne, te cua̱co rá̱hn rí nchuhn te ndete che ritahno ne mare tahsihn ne, ca̱hcantiyon ne a̱ma ico che ca̱ca na̱n che va, ne cuhnde ta̱ma cuahn, ne dinahn. Ndete che ritahno ne ne, adecodehno che ca̱ca ne ne, conahn nduco ne. 
MAT.17.21	Rá̱hn rí nchuhn te ca̱va che ndetenda̱h vo vaco chihnga̱ chemin chan ne, va che cova̱h vo ma̱n, cuahto vo ya̱hte ma̱n.
MAT.17.22	Numanahn che quechica Dihvo vo nduco ihyan apóstol yahn ye esta̱do yahn Galilea ne, ra̱hn ye ri ye ihyan chahn:
MAT.17.22	―U che rinducó nducoya̱ca ihyan ne, va che neca̱h ihyan u ta̱h sa̱hn nunde, 
MAT.17.23	ne ca̱hno se u. Ate cuihno ino ro ne, ntuché va̱n tena̱hn.
MAT.17.23	A̱ma chi nda̱che ihyan chahn yahn che tihca̱ ra̱hn ye.
MAT.17.24	Cuahn che nda̱ ihyan chahn ya̱n Capernaum ne, chahn sa̱hn che rica se tume ca̱de iyo yahn ya̱co, tumerune se Pedro:
MAT.17.24	―¿A hua renedihve ihyan ricuahn yahn nchuhn tume ca̱de iyo yahn ya̱co ne?
MAT.17.25	Ndahconan Pedro, ne ra̱hn ye ri ye sa̱hn:
MAT.17.25	―Ta̱ca̱ hua, renedihve ye.
MAT.17.25	Ndonda̱ Pedro chete vah ne, mena̱n vihca tumerune Dihvo vo ihyan:
MAT.17.25	―Deh rahn Simón, ihyan che rihquentiyon ye ne, ¿duh rica ye tume ca̱de iyo ne? ¿A ihyan nación yahn ye o ihyan ta̱ma nación ne?
MAT.17.26	Ndahconan Pedro, ne ra̱hn ye ri ye ihyan:
MAT.17.26	―Rica ye ihyan ta̱ma nación.
MAT.17.26	Ra̱hn Dihvo vo ri ye ihyan:
MAT.17.26	―Tuhme ne, ihyan nación yahn ye ametah va che nedihve ye. 
MAT.17.27	Ate ca̱va che hua din vo che co ta̱n nde a̱ma ihyan ne, cuehn na̱n vine, ne cotihyen cu ra ya̱hca. Ite che cua te ne, cuentah chende te, ne min ntaque a̱ma tume. Nduco chemin cuenedihve ca̱de iyo yáhn ma̱n, yehn ma̱n.
MAT.18.1	Chihno min ne, ndo da̱ma ihyan apóstol chahn na̱n Dihvo vo, ne tumerune ye ihyan:
MAT.18.1	―¿Duh che tahque cona̱n va̱n ihyan che rihquentiyon Dendiohs ne?
MAT.18.2	Tuhme cah Dihvo a̱ma lihn, chihno ye menda̱hn, 
MAT.18.3	ne ra̱hn ye ri ye ihyan chahn:
MAT.18.3	―Cua̱co rá̱hn rí nchuhn te ndete che hua nto ino ne nunde yahn ne, co ne nduhca̱ checa̱hya che tuhchan che necun ne, hua co cuahtenan ne vahchetero na̱n che rihquentiyon Dendiohs. 
MAT.18.4	Cuedevano ne te adecoduhno ihyan che necun ye nduhca̱ lihn cuh ne, ihyan min che tahque cona̱n ye va̱n ihyan che rihquentiyon Dendiohs. 
MAT.18.5	Namin cuedevano ne te adecoduhno ihyan che nevahnecun ye a̱ma ihyan yáhn che necun ye nduhca̱ lihn cuh ne, a u nevahnecun ye.
MAT.18.6	’Adecoduhno ihyan che tihyon yune ye ihyan yáhn che cuahtendihco ye nunde ne, a̱ma chahte castigo va che co ye. Tahque nda̱hca̱ ca̱va ye ndete che ca̱ca ya̱hto ihyan a̱ma tu yudo chahte da̱ndo ye, ne cuaconda̱hnun ye ihyan va̱n nuniya̱hn, yudomin ca che tihyon yune ye ihyan yáhn che cuahtendihco ye nunde. 
MAT.18.7	¡Cheva̱h ihyan ihyense!, te a ca̱de no che va che cuahtendihco ye nunde. Ate ¡tahque vedin ihyan che tihyon yune ye ihyan che cuahtendihco ye nunde!
MAT.18.8	’Ndete che renda̱ yahn ne che cuahtendihco ne nunde, ne va che dinahn ne nduco ta̱h ne o nduco ca̱h ne ne, tahque ndah che din ne cuande anduhneca̱ ndete che a chihca ne, chaconda̱h ne, te tahque nda̱hca̱ yahn ne ndete che co cuahtenan ne vahchetero andahre yuhche ne, yudomin ca che ndah ta̱h ne, ndah ca̱h ne, cuahtenun ne va̱n ruchiya̱hn cuahn da̱ma. 
MAT.18.9	Ndete che ca̱va ndutina̱n ne renda̱ yahn ne che cuahtendihco ne nunde ne, tahque ndah che din ne cuande anduhneca̱ ndete che a tico ne, chaconda̱h ne, te tahque ndah yahn ne ndete che co cuahtenan ne vahchetero andahre hua ro na̱n ne, yudomin ca che ndah ndutina̱n ne, cuahtenun ne va̱n ruchiya̱hn.
MAT.18.10	’Cuihco nchuhn cuda̱do che hua nda̱hchenan ne nde a̱ma ihyan che necun ye nduhca̱ checa̱hya che tuhchan, te ángel yahn ne, cuahn da̱ma chenan ye na̱n Chidá che va ye vahchetero. 
MAT.18.11	Tihca̱, te u che rinducó nducoya̱ca ihyan ne, ndá̱ ndedeváhn ihyan che a ndinda ye, nedin nunde yahn ye.
MAT.18.12	’Rá̱hn rí nchuhn te a̱ma ihyan che va a̱ma ciento itecuche yahn ye ne, ndete che conda a̱ma te va̱n chano ne, ca̱hcoma̱n ye ite che chena̱hn chahn va̱n chano na̱n che redin ye cuda̱do ite, ne ca̱hn ye quenuhn ye ite che chinda me. 
MAT.18.13	Cuahn che nta̱ca ye ite ne, cua̱co rá̱hn rí nchuhn te nde tahque co yeno ye ca̱va ite min che co ca̱va ite che chena̱hn chahn. 
