GEN.1.1	O konmansman, Bondye ti kree lesyel ek later. 
NUM.32.36	Bet-Nimra, Bet-Harann, bann lavil fortifye ek lanklo pour bann mouton.
NUM.32.37	Tribi Riben ti rekonstri lavil Hesbonn, Eleale, Kiryataim, 
NUM.32.38	Nebo e Baal-Meonn e Sibma. Zot ti donn nouvo non bann lavil ki zot ti konstri.
NUM.32.39	Bann desandan Makir, garson Manase ti pran posesyon pei Galaad. Zot ti sas bann Amorit ki ti pe reste la. 
NUM.32.40	Alor, Moiz ti donn Makir pei Galaad, garson Manase ki ti etabli li la.
NUM.32.41	Yair, garson Manase, ti atak e kaptir teritwar dan zalantour. I ti apel zot Lavil Yair.
NUM.32.42	Noba ti atak e pran Kenat ek son teritwar dan zalantour. I ti apel sa lavil par son prop non: Noba.
NUM.33.1	La bann letap ki bann Izraelit ti fer depi ki zot ti sorti Lezip, avek zot larme, anba direksyon Moiz ek Aaron. 
NUM.33.2	Moiz ti ekri zot deplasman letap par letap, dapre lord SENYER. La bann diferan letap ki zot ti fer:
NUM.33.3	Le 15, premye mwan: Zot ti kit Ranmses; sa ti lannmen zot premye Pak. Bann Izraelit ti libreman sorti Lezip devan tou bann Ezipsyen 
NUM.33.4	ki ti pe anter bann premye ne ki SENYER ti'n touye. SENYER ti egzekit son bann zizman kont bann bondye Lezip.
NUM.33.5	Bann Izraelit ti kit Ranmses e al kanp Soukot. 
NUM.33.6	Apre Soukot, zot ti al kanp Etanm ki baliz avek dezer. 
NUM.33.7	Zot ti kit Etanm e retourn deryer dan direksyon Pi-Hirot, anfas avek Baal Sefonn. Zot ti kanp la devan Migdol.
NUM.33.8	Zot ti kit Pi-Hirot e travers lanmer dan direksyon dezer. Apre trwa zour lanmars dan dezer Etanm, zot ti al kanpe Mara. 
NUM.33.9	Sorti Mara, zot ti al kanpe Elim, kot ti annan 12 sours delo ek 70 pye palm.
NUM.33.10	Zot ti kit Elim e al kanp pre avek lanmer Rouz. 
NUM.33.11	Sorti lanmer Rouz, zot ti al kanp dan dezer Sin. 
NUM.33.12	Sorti dan dezer Sin, zot ti al kanp Dofka. 
NUM.33.13	Sorti Dofka, zot ti al kanp Alous. 
NUM.33.14	Sorti Alous, zot ti al kanp Refidim, kot lepep ti napa delo pour bwar.
NUM.33.15	Sorti Refidim, zot ti al kanp dan dezer Sinai. 
NUM.33.16	Sorti dan dezer Sinai, zot ti al kanp Kibrot-Taava. 
NUM.33.17	Sorti Kibrot-Taava, zot ti al kanp Haserot. 
NUM.33.18	Sorti Haserot, zot ti al kanp Ritma. 
NUM.33.19	Sorti Ritma, zot ti al kanp Rimon-Peres. 
NUM.33.20	Sorti Rimon-Peres, zot ti al kanp Libna. 
NUM.33.21	Sorti Libna, zot ti al kanp Risa. 
NUM.33.22	Sorti Risa, zot ti al kanp Keelata. 
NUM.33.23	Sorti Keelata, zot ti al kanp dan montanny Sefer. 
NUM.33.24	Sorti dan montanny Sefer, zot ti al kanp Harada. 
NUM.33.25	Sorti Harada, zot ti al kanp Makelot. 
NUM.33.26	Sorti Makelot, zot ti al kanp Tahat. 
NUM.33.27	Sorti Tahat, zot ti al kanp Tara. 
NUM.33.28	Sorti Tara, zot ti al kanp Mitka. 
NUM.33.29	Sorti Mitka, zot ti al kanp Hasmona. 
NUM.33.30	Sorti Hasmona, zot ti al kanp Moserot. 
NUM.33.31	Sorti Moserot, zot ti al kanp Ben-Yaakann. 
NUM.33.32	Sorti Ben-Yakann, zot ti al kanp Hor-Gidga. 
NUM.33.33	Sorti Hor-Gidga, zot ti al kanp Yotbata. 
NUM.33.34	Sorti Yotbata, zot ti al kanp Abrona. 
NUM.33.35	Sorti Abrona, zot ti al kanp Esyonn-Geber. 
NUM.33.36	Sorti Esyonn-Geber, zot ti al kanp dan dezer Sin, savedir Kades. 
NUM.33.37	Sorti Kades, zot ti al kanp lo montanny Hor, lo frontyer teritwar Edonm.
NUM.33.38	Lo lord SENYER, pret Aaron ti mont lo montanny Hor kot i ti mor. Sa ti dan karantyenm lannen depi ki zot ti'n sorti Lezip, premye zour dan senkyenm mwan. 
NUM.33.39	Aaron ti annan 123 an kan i ti mor lo Montanny Hor.
NUM.33.40	Arad, lerwa bann Kananeen ki ti pe reste dan rezyon Negev, dan pei Kanaan, ti tande ki bann Izraelit pe vini. 
NUM.33.41	Zot ti kit montanny Hor e al kanp Salmona. 
NUM.33.42	Sorti Salmona, zot ti al kanp Pounonn. 
NUM.33.43	Sorti Pounonn, zot ti al kanp Obot. 
NUM.33.44	Sorti Obot, zot ti al kanp Iye-Abarim, lo frontyer Moab. 
NUM.33.45	Sorti Iye-Abarim, zot ti al kanp Dibonn-Gad. 
NUM.33.46	Sorti Dibonn-Gad, zot ti al kanp Almonn-Diblataim. 
NUM.33.47	Sorti Almonn-Diblataim, zot ti al kanp bann montanny Abarim, devan montanny Nebo. 
NUM.33.48	Sorti Abarim, zot ti al kanp dan laplenn Moab, obor larivyer Zourden, vizavi Zeriko. 
NUM.33.49	Zot ti kanp obor larivyer Zourden depi Bet-Yesimot ziska Abel-Sitim, dan laplenn Moab.
NUM.33.50	SENYER ti koz avek Moiz dan laplenn Moab, obor larivyer Zourden, vizavi Zeriko. I ti dir li: 
NUM.33.51	Dir pep Izrael: Kan zot travers larivyer Zourden pour antre dan pei Kanaan, 
NUM.33.52	zot ava sas tou bann zabitan sa pei, detri tou zot bann fo bondye an pyer oubyen an feray e tou zot landrwa sakre. 
NUM.33.53	Zot ava pran posesyon sa later e enstal zot; mon pe donn zot sa pei koman zot posesyon.
NUM.33.54	Zot ava partaz pei par tiraz osor, dapre sak klan. Partaz later dapre grander sak tribi. En gran morso later pour sa ki pli gran, en pli pti morso pour sa ki pli pti. Fer partaz dapre rezilta resansman. 
NUM.33.55	Me si zot pa sas bann zabitan sa pei, alor, sa bann ki reste deryer pou vin en zegwir dan zot lizye e en pikan dan zot ledo. Zot pou trakas ou dan sa pei kot ou pe al reste. 
NUM.33.56	Mwan, sa ki mon ti pe mazinen fer zot, mon pou fer kont ou.
NUM.34.1	SENYER ti koz avek Moiz. I ti dir li: 
NUM.34.2	Donn sa lord bann Izraelit: Kan zot ava antre dan pei Kanaan, later ki mon'n donn zot, la son bann balizaz ek son bann frontyer:
NUM.34.3	Dan Sid, zot teritwar ava baliz avek dezer Sin, kontinyen avek teritwar Edonm. Dan Les, i ava konmans depi Sid avek lanmer Mor. 
NUM.34.4	Apre, i ava desann dan Sid e kontourn ver montanny Akrabim; i ava travers dezer Sin, pour fini dan Sid, Kades Barnea. Apre sa, i ava kontinyen ziska Hasar-Adar e al ziska Asmonn. 
NUM.34.5	Kitan Asmonn, i ava kontinyen ziska frontyer Lezip e fini dan lanmer Mediterane.
NUM.34.6	Lanmer Mediterane ava zot frontyer Was; i ava form zot frontyer lo kote Was.
NUM.34.7	Zot frontyer dan Nor ava konmans avek lanmer Mediterane e mont ziska Montanny Hor. 
NUM.34.8	Depi Montanny Hor, ou ava fer li pas par Sedad, ziska lantre Hamat. 
NUM.34.9	Apre, i ava pas par Zifronn e fini Hasar-Enann. Sa ava ou frontyer Nor.
NUM.34.10	Zot balizaz dan Les ava konmans kot Hasar-Enann ziska Sefanm. 
NUM.34.11	Apre, sorti Sefanm, i pou desann Ribla, Les avek Ain; apre, i pou al ziska Les Lak Zenezaret. 
NUM.34.12	I pou redesann Sid tou dilon larivyer Zourden e fini dan lanmer Mor. Sa pou zot teritwar avek tou son bann frontyer.
NUM.34.13	Moiz ti transmet sa lord avek bann Izraelit: Sa i pei ki SENYER in donn sa nef tribi ek sa demi tribi, par tiraz osor. 
NUM.34.14	Tribi Riben, Gad ek demi tribi Manase in fini ganny zot patrimwann dapre zot fanmir, 
NUM.34.15	lo lot kote larivyer Zourden dan Les, vizavi Zeriko.
NUM.34.16	SENYER ti koz avek Moiz. I ti dir li: 
NUM.34.17	Pret Eleazar ek Zozye, garson Noun, pou fer partaz pei. 
NUM.34.18	Ou ava osi pran en sef dan sak tribi, pour ed zot fer sa partaz.
NUM.34.19	La zot non: Pour tribi Zida: Kaleb, garson Zefoune.
NUM.34.20	Pour tribi Simeon: Samyel, garson Amihoud.
NUM.34.21	Pour tribi Benzamen: Elidad, garson Kislonn.
NUM.34.22	Pour tribi Dan: Bouki, garson Yogli.
NUM.34.23	Pour desandan Zozef, pour tribi Manase: Hanyel, garson Efod.
NUM.34.24	Pour tribi Efraim: Kemouel, garson Siftann.
NUM.34.25	Pour tribi Zabilon: Elisafann, garson Parnak.
NUM.34.26	Pour tribi Isakar: Paltiel, garson Azann.
NUM.34.27	Pour tribi Aser: Ahihoud, garson Selomi.
NUM.34.28	Pour tribi Neftali: Pedael, garson Amihoud.
NUM.34.29	Sa ti bann sef tribi ki SENYER ti'n swazir pour fer partaz later dan pei Kanaan, posesyon pep Izrael.
NUM.35.1	SENYER ti koz avek Moiz dan laplenn Moab, obor larivyer Zourden, vizavi Zeriko: 
NUM.35.2	Donn lord bann Izraelit pour ki dan zot par, zot donn en lavil bann levit kot pour zot reste. Zot devre osi donn laplenn otour sa bann lavil. 
NUM.35.3	Sa bann lavil ava pour zot reste ladan, bann laplenn pour zot troupo, pour zot byen ek lezot zannimo ki zot annan. 
NUM.35.4	Later ki zot pou donn bann levit ava mezir 500 met depi miray lo sak kote otour miray lavil. 
NUM.35.5	Ou ava mezir 1,000 met sak kote lavil: 1,000 met dan Les, 1,000 met dan Sid, 1,000 met dan Was, 1,000 met dan Nor; lavil pou dan milye.
NUM.35.6	Ou ava donn zot osi, sis lavil refiz, kot bann kriminel ava kapab al reste. Zot ava azout 42 lezot lavil. 
NUM.35.7	Zot ava donn bann levit 48 lavil an tou, avek bann laplenn ki otour. 
NUM.35.8	Kantite lavil ki bann tribi pou donn bann levit pou ganny determinen par grander zot teritwar, par propriyete ki zot in gannyen. Sa enn ki'n ganny pli bokou ava donn plis; sa enn ki'n ganny mwens ava donn mwens.
NUM.35.9	SENYER ti koz avek Moiz. I ti dir li: 
NUM.35.10	Dir bann Izraelit: Ler zot ava travers larivyer Zourden e antre dan pei Kanaan, 
NUM.35.11	zot ava swazir bann lavil kot bann kriminel ava kapab al rod refiz, si zot in touy en dimoun par aksidan. 
NUM.35.12	Sa bann lavil pou en landrwa sekirite, pangar bann fanmir sa viktim i touy li avan ki i ganny zize devan kominote.
NUM.35.13	Swazir sis lavil refiz: 
NUM.35.14	Trwa lavil lo kote Les larivyer Zourden; e trwa lavil dan pei Kanaan. 
NUM.35.15	Sa sis lavil ava servi koman en landrwa pour bann refizye Izraelit e bann etranze rezidan tanporer ki parmi zot. Sa enn ki'n komet en krim envolonterman, ava kapab al pran refiz dan sa bann lavil.
NUM.35.16	Si en dimoun i tap son prosen avek en feray e i mor, sa dimoun i en kriminel e devret ganny kondannen anmor.
NUM.35.17	Si i'n tap en dimoun avek en ros ki kapab koz son lanmor, sa kriminel devret ganny met anmor.
NUM.35.18	Si i'n tap en dimoun avek en lenstriman an bwa ki kapab donn lanmor, sa kriminel devret ganny met anmor. 
NUM.35.19	Vanzer disan ava touy sa mertriye kan i ava zwenn li.
NUM.35.20	Si en dimoun, i pous son prosen ki i deteste; si par mesanste, in zet keksoz lo li, e ki sa dimoun i mor; 
NUM.35.21	si par mesanste, i'n tap li koudpwen e sa dimoun i mor; sa dimoun ki'n tap li i merit lanmor; i en mertriye. Vanzer disan sa viktim ava annan drwa met li anmor; i ava fer sa ler i zwenn li.
NUM.35.22	Me si i'n pous li par azar, san mesanste; si i'n anvoy en lobze lo li non pa par mesanste; 
NUM.35.23	si i les tonm lo en dimoun, en ros ki kapab touye; si sa ros i touy sa dimoun ki pa ti son lennmi e ki i pa ti pe rod fer li dimal, 
NUM.35.24	alor, kominote ava baz zizman dapre sa bann regleman ant sa enn ki'n tape ek son vanzer disan. 
NUM.35.25	Kominote ava protez sa dimoun kont vanzer disan e retourn li dan lavil refiz. I ava reste la ziska lanmor Gran-Pret ki ti ganny konsakre avek delwil sen.
NUM.35.26	Me si sa kriminel i oze sorti dan lavil refiz, 
NUM.35.27	e ki vanzer i zwenn li an deor teritwar sa lavil e i touy li, sa vanzer pa pou koupab okenn krim. 
NUM.35.28	Sa zonm ki'n komet sa mert ava reste dan sa lavil refiz ziska lanmor Gran-Pret. Apre lanmor Gran-Pret, i ava kapab retourn kot li.
NUM.35.29	Sa i bann lalwa ki zot devre garde toultan e partou kot zot ava reste.
NUM.35.30	Dan tou bann ka mert, fodre depozisyon plizyer temwen avan ki en kriminel i ganny kondannen anmor. Zis en temwen pa ase pour fer pas en santans lanmor.
NUM.35.31	Ou pa pou aksepte larzan pour sov lavi en kriminel ki koupab; i devret ganny met anmor.
NUM.35.32	Ou pa devre aksepte larzan pour les en dimoun al refizye dan en lavil refiz oubyen sorti pour al reste dan pei, avan lanmor Gran-Pret.
NUM.35.33	Ou pa pou profann pei kot ou pe reste. Annefe, disan i rann enpir pei. Zis disan sa dimoun ki'n touye ki kapab lav disan ki'n rann pei enpir. 
NUM.35.34	Pa bezwen rann enpir later kot ou reste, e kot mon reste, akoz mwan SENYER mon reste parmi pep Izrael.
NUM.36.1	Bann sef fanmir sorti dan klan bann desandan Galaad, garson Makir, garson Manase, en klan Zozef, ti koz avek Moiz ek bann sef tribi pep Izrael. 
NUM.36.2	Zot ti dir: SENYER in ordonn ou pour partaz pei, avek bann Izraelit, par tiraz osor. Mon senyer ou'n osi ganny lord sorti kot SENYER pour donn par patrimwann nou frer, Selofad, avek son bann fiy. 
NUM.36.3	Si zot marye avek en zonm ki sorti dan en lot tribi Izrael, zot par ava ganny tire dan patrimwann nou zanset e ganny azoute avek par sa tribi kot in marye. Sa ava diminyen nou par. 
NUM.36.4	An plis, dan lannen zibile pour pep Izrael, zot par pou ganny azoute dan patrimwann sa tribi kot zot in marye, e i ava ganny tire dan patrimwann tribi nou zanset.
NUM.36.5	Moiz ti transmet avek pep Izrael sa lord sorti kot SENYER, “Dimoun dan lafanmir Zozef i annan rezon. 
NUM.36.6	Alor, la ki SENYER i ordonn bann fiy Selofad: Zot ava marye avek sa ki zot oule, a kondisyon ki zot marye dan tribi zot zanset. 
NUM.36.7	Konmsa, okenn later Izrael pa pou ganny transfere sorti dan en tribi pour al dan en lot; sak Izraelit ava gard patrimwann son tribi.
NUM.36.8	Tou fiy ki erit later sorti dan en tribi Izrael, ava bezwen marye avek en zonm ki sorti dan sa tribi; dan sa fason, sak Izraelit ava gard patrimwann son zanset. 
NUM.36.9	Okenn par patrimwann pa pou sorti dan en tribi pour pas dan en lot tribi. Sak tribi ava kontinyen byen gard son propriyete.”
NUM.36.10	Bann fiy Selofad ti fer parey sa ki SENYER ti'n ordonn Moiz. 
NUM.36.11	Mala, Tirsa, Hogla, Milka ek Noa ti marye avek bann garson zot tonton. 
NUM.36.12	Alor, zot ti marye avek bann zonm sorti dan tribi Manase, bann garson Zozef. Zot par patrimwann ti reste dan tribi zot zanset.
NUM.36.13	Sa ti bann komannman ek bann regleman ki SENYER ti donn pep Izrael, par lentermedyer Moiz, kan zot ti dan laplenn Moab, obor larivyer Zourden, vizavi Zeriko.
DEU.1.1	La bann parol ki Moiz ti adres avek pep Izrael antye, ler zot ti ankor lot kote larivyer Zourden, dan dezer anfas Souf, ant Parann ek Tofel, Laban, Haserot ek Di-Zahab. 
DEU.1.2	I pran 11 zour pour sorti montanny Horeb ziska Kades Barnea, an pasan par rezyon montanny Seir. 
DEU.1.3	Me 40 an, apre sorti Lezip, premye zour, onzyenm mwan, Moiz ti koz avek bann Izraelit sa ki SENYER ti'n ordonn li. 
DEU.1.4	Moiz ti'n fek ganny laviktwar lo Sihonn, lerwa bann Amorit ki ti pe reste Hesbonn, ek Og, lerwa Basann, ki ti reste Astarot ek Edrei. 
DEU.1.5	Ler i ti ankor lot kote larivyer Zourden, dan pei Moab, Moiz ti deside eksplik sa bann lalwa. La sa ki i ti dir zot:
DEU.1.6	SENYER, nou Bondye ti koz avek nou dan montanny Horeb: Zot in reste ase lontan parmi sa bann montanny. 
DEU.1.7	Repran zot semen e antre dan montanny kot bann Amorit e kot zot bann vwazen Kananeen, dan rezyon montanny Sepela, Negev ek rezyon lakot, dan pei bann Kananeen ek Liban, ziska gran larivyer Efrat. 
DEU.1.8	La, mon met sa pei devan zot; ale e pran posesyon sa pei ki SENYER in promet zot bann zanset, Abrahanm, Izaak ek Zakob ek zot bann desandans apre zot.
DEU.1.9	Dan sa letan, mon ti dir zot: Mwan tousel, mon pa kapab diriz zot. 
DEU.1.10	SENYER, zot Bondye in ogmant zot pep, e ozordi, zot in vin osi nonbre ki zetwal dan lesyel. 
DEU.1.11	Mon swete ki SENYER, Bondye zot zanset, ava ogmant zot mil fwa plis e ki i ava beni zot, parey in promet zot! 
DEU.1.12	Me ki mannyer mon pou kapab anmenn zot fardo ek pwa zot bann konplent mwan tousel? 
DEU.1.13	Alor, swazir dan sakenn zot tribi, bann zonm saz, ki annan disernman, leksperyans, pour vin zot sef.
DEU.1.14	Zot ti reponn mwan: Sa plan ki ou'n propoze i bon.
DEU.1.15	Alor, mon ti pran zot bann sef tribi, bann zonm saz, eksperyanse e enstal zot koman zot sef: Sef 1,000, sef 100, sef 50, sef 10, ek bann zofisye ki pou ansarz sak tribi.
DEU.1.16	Alor, mon ti osi demann bann ziz: Ekout zot bann frer e ziz sakenn dapre lazistis, ki swa sitwayen oubyen rezidan etranze. 
DEU.1.17	Zot pa devre fer preferans dan zot desizyon; ekout sa enn ki pti koman sa enn ki gran; pa per personn, akoz zizman i sorti kot Bondye. Bann ka ki tro difisil pour zot, anmenn kot mwan e mon ava ekoute. 
DEU.1.18	Sanmenm sa ki mon ti ordonn zot fer.
DEU.1.19	Parey SENYER, nou Bondye ti'n ordonn nou, nou ti kit montanny Horeb e travers sa gran dezer terib ki zot ti war. Nou ti travers montanny bann Amorit, e nou ti ariv Kades Barnea. 
DEU.1.20	Mon ti dir zot ki zot in ariv lo montanny bann Amorit ki SENYER, nou Bondye pe al donn nou. 
DEU.1.21	Gete! SENYER, ou Bondye in donn ou sa pei. Monte, al pran posesyon parey SENYER, Bondye ou bann zanset in promet zot; pa bezwen per, pran kouraz.
DEU.1.22	Zot ti vin kot mwan pour dir mwan: Annou anvoy bann zonm devan nou pour al eksplor pei. Zot ava retournen e donn nou en rapor pou konnen par ki semen nou pou monte e dan ki lavil nou pour pase.
DEU.1.23	Mon ti war ki sa ti en bon plan. Alor, mon ti swazir 12 zonm parmi zot, enn par tribi. 
DEU.1.24	Zot ti al dan direksyon montanny. Ler zot ti ariv dan Vale Eskol, zot ti eksplor pei. 
DEU.1.25	Zot ti pran prodwi sa pei e anmenn kot nou. Zot ti donn nou en rapor. Zot ti dir: Sa pei ki SENYER, nou Bondye pou donn nou i bon.
DEU.1.26	Me zot ti refize antre dan sa pei e zot ti revolte kont lord SENYER, zot Bondye. 
DEU.1.27	Zot in proteste dan zot latant. Zot ti dir: SENYER i ay nou; in fer nou sorti dan pei Lezip pour livre nou dan lanmen bann Amorit pour zot detri nou. 
DEU.1.28	Kote nou pe ale? Nou bann frer in dekouraz nou. Zot ti dir nou ki sa pep i pli for e pli gran ki nou; bann lavil i gran e bann fortifikasyon i monte ziska lesyel; ki zot in menm war bann desandan zean.
DEU.1.29	Mon ti dir zot: Pa tranble, pa per zot. 
DEU.1.30	SENYER, zot Bondye ki pe mars devan zot. Li menm ki pou konbat dan zot plas, parey i ti fer devan zot, Lezip. 
DEU.1.31	Dan dezer osi, ou ti war ki mannyer SENYER, ou Bondye ti soutenir ou, parey ler en papa i pran son zanfan dan lebra, tou dilon zot vwayaz, ziska ki zot in ariv isi.
DEU.1.32	Malgre sa, zot pa ti met zot konfyans dan SENYER, zot Bondye 
DEU.1.33	ki ti pe mars devan zot, pour trouv en plas pour zot kanpe. Aswar, i ti dan kolonn dife, lizour i ti dan nyaz pour montre zot semen ki zot devre pran.
DEU.1.34	Kan SENYER ti antann sa ki zot ti dir, i ti ankoler e i ti fer sa serman: 
DEU.1.35	Personn, pa enn dan sa zenerasyon pervers pou war sa bon pei ki mon'n promet donn zot bann zanset, 
DEU.1.36	eksepte Kaleb, garson Yefoune. Li, i pou war sa pei. Mon pou donn li ek son bann desandan sa pei kot in met son lipye, akoz son fidelite anver SENYER. 
DEU.1.37	SENYER ti menm ankoler kont mwan akoz zot. I ti dir: Ou osi, ou pa pou antre. 
DEU.1.38	Zozye garson Noun ou asistan ki pou antre. Donn li kouraz akoz i pou fer Izrael antre e pran posesyon sa pei.
DEU.1.39	Me zot bann zanfan ki pa ankor konn diferans ant sa ki byen ek sa ki mal, ki zot ti krwar lennmi pou pran prizonnyen, pou antre dan sa pei. Mon pou donn zot sa pei; zot ki pou pran posesyon.
DEU.1.40	Kanta zot, fer demi tour e retourn dan dezer, dan direksyon lanmer Rouz.
DEU.1.41	Alor, zot ti reponn mwan: Nou'n fer pese kont SENYER! Nou pare pour monte e al konbat, parey SENYER, nou Bondye ti'n ordonn nou. Alor, zot tou, zot ti pran zot zarm pour lager. Zot ti krwar ki i fasil mont dan montanny.
DEU.1.42	SENYER ti dir mwan: Dir zot pa monte pour al lager; mon pa pou avek zot. Konmsa, zot pa ava ganny bate par zot lennmi.
DEU.1.43	Mon ti koz avek zot; me zot pa ti oule ekoute. Zot ti revolte kont lord SENYER e zot ti ganny lodas mont dan montanny. 
DEU.1.44	Bann Amorit ki ti viv dan sa bann montanny ti atak zot e fer zot fannen parey mous dimyel, depi Seir, ziska Horma. 
DEU.1.45	Kan zot ti retournen, zot ti plere devan SENYER. Me SENYER pa ti ni ekout zot lavwa ni pran ka avek zot.
DEU.1.46	Alor, zot ti reste Kades, pandan en long letan.
DEU.2.1	Apre, nou ti fer demi tour e retourn ver dezer, dan direksyon lanmer Rouz parey SENYER ti'n ordonn mwan. Nou ti kontourn rezyon montanny Seir pandan plizyer zour.
DEU.2.2	SENYER ti dir mwan: 
DEU.2.3	Zot in ase tourn an ron dan sa rezyon montanny. Pran direksyon Nor. 
DEU.2.4	Donn lepep sa lord: Zot pou pas pre avek teritwar desandan zot frer Ezai ki reste Seir. Sa bann zans pou per zot. Alor, fer byen atansyon. 
