GEN.1.1	Fɔlɔfɔlɔ, Alla ka sankolo dan ka duukolo dan, 
GEN.33.9	Esawu kan ko: «N doo, fen siyaman ye nde fanan bolo. I bolofenilu ye to i bolo.» 
GEN.33.10	Kɔni Yakuba kan ko: «I jaandi. Ni n na ko ra diya i yɛ, i ye woilu mira. N ɲa la i kan sisen, wo le iko n da n ɲa la Alla kan ka a masɔrɔn i ra n damira koɲuma. 
GEN.33.11	I jaandi. N ka i sanba fen mɛnilu la, i sabari ka woilu mira. Alla ra kininkinin n ma. N bolofen ka siya, n dɛsɛni tɛ foyi la.» Yakuba ka wo magbɛlɛya kosɛbɛ foo Esawu diɲɛra wo ma.
GEN.33.12	Esawu ka a fɔ a yɛ ko: «An ye wa. N di wa i malɔ.» 
GEN.33.13	Yakuba ka a jabi: «N tii, i jɛrɛ ka a lɔn ko denilu la ko ka gbɛlɛn. Fanka tɛ alu la. Kolofenilu ni alu sinmindenilu ye n bolo fanan. N kana ɲina woilu kɔ. Ni n ka taama lakaliya tele kelen kɔrɔ dɔrɔn, wo tɛ bɛn. Kolofenilu ri faa. 
GEN.33.14	N tii, i ye wa n ɲɛ sisen. N di wa dooni dooni, ka bɛn kolofenilu ni denilu taama ɲa ma. N di i tɛrɛn Seyiri la jamana rɔ.» 
GEN.33.15	Esawu kan ko: «Ale le wo ri. N na mɔɔ doilu ri to n kɔ ka i malɔ.» Yakuba kan ko: «N tii, i kana i jɛrɛ tɔrɔ butun. Ni n diyara i yɛ, wo ri n wasa.»
GEN.33.16	Wo rɔ, Esawu ka sila mira wo lon kelen ka wa Seyiri la jamana rɔ.
GEN.33.17	Kɔni Yakuba wara Sukɔti. A ka a la bon lɔ ye, ka gba lɔ a la kolofenilu yɛ. Wo le kosɔn, alu ka dinkira wo tɔɔ la ko Sukɔti.
GEN.33.18	Yakuba bɔra Padani Aramu ka wa. A ɲuma donda Sikɛmu so kɔndɔ, mɛn ye Kanaan jamana rɔ. A seni ye, a ka a la faaninbon lɔ so kɔkan. 
GEN.33.19	A la faaninbon lɔni dinkira mɛn, a ka wo dinkira san Sikɛmu fa Hamɔri bɔnsɔn de ma. A ka a san wodigbɛ kɛmɛ le la. 
GEN.33.20	A ka Alla saraka bɔ diya lɔ dinkira wo rɔ, ka wo tɔɔ la ko Alla ye Isirayɛli Maari le ri.
GEN.34.1	Nba, Leya ka denmuso mɛn sɔrɔn Yakuba yɛ, wo tɔɔ le tɛrɛ ko Dina. Lon do rɔ, Dina wara bɔ diya sunkurunilu fɛ so kɔndɔ. 
GEN.34.2	Kanberen do tɛrɛ ye, mɛn tɔɔ ko Sikɛmu. Wo fa le Hifika Hamɔri ri, mɛn ye jamanatiiya la. Sikɛmu ka Dina yen waati mɛn na, a ka a mira fanka la ka a la a fɛ ka a ratiɲan.
GEN.34.3	Yakuba denmuso Dina diyara Sikɛmu yɛ kosɛbɛ. A ka a kanin. Wo rɔ, Sikɛmu kumara a yɛ koɲuma, kosa a la ko ri diya sunkurun yɛ. 
GEN.34.4	Sikɛmu ka a fɔ a fa Hamɔri yɛ ko: «I ye sunkurun ɲin furu n yɛ.»
GEN.34.5	A fɔra Yakuba yɛ ko Sikɛmu ra a denmuso ratiɲan. Wo tuma, a dencɛilu ye kolofen dafɛ wula kɔndɔ. Wo rɔ, Yakuba ma foyi fɔ fo ka alu makɔnɔ.
GEN.34.6	Sikɛmu fa Hamɔri nara bɔ Yakuba fɛ, ka na kuma a yɛ. 
GEN.34.7	Yakuba dencɛilu nara ka bɔ wula kɔndɔ. A fɔra alu yɛ tuma mɛn na ko Sikɛmu ra alu doomuso ratiɲan, alu dunyara ka mɔnɛ kojuuya, baa Sikɛmu na mɛn kɛla, kojuu ba le wo ri Isirayɛli la mɔɔilu wara. Mɔɔ tɛ wo kɛla muumɛ! 
GEN.34.8	Hamɔri ka a fɔ Yakuba yɛ ko: «I denmuso duman n dencɛ Sikɛmu yɛ kosɛbɛ. N ye ai madiyala, ai ye a di n ma, a ye kɛ a muso ri. 
GEN.34.9	An ye kɛ furuɲɔɔnmailu ri. Ai ye ai denmusoilu di an ma. An fanan di an denmusoilu di ai ma. 
GEN.34.10	Ai di to an fɛ an wara yan. Jamana bɛɛ labilani ai yɛ. Ai ye i sii yan ka a julaya kɛ. Ai ye duu san ka a kɛ ai ta ri.»
GEN.34.11	Sikɛmu ka a fɔ Dina fa ni a kɔrɔcɛilu yɛ ko: «Ai jaandi, ai ye hina n na. Ai ye diɲɛ n yɛ. Ai wa fen fen ɲinin n fɛ, n di wo bɔ ka a di ai ma. 
GEN.34.12	Ai ye furu nanfulu ba ni wodi siyaman fɔ. N di wo bɛɛ bɔ ikomin ai ka a fɔ ɲa mɛn ma, sa ai ri denmuso di n ma ka a kɛ n muso ri.»
GEN.34.13	Ikomin Sikɛmu tun da ban alu doomuso ratiɲanna, Yakuba dencɛilu ka Sikɛmu ni a fa Hamɔri jabi janfa kuma la. 
GEN.34.14	Alu kan ko: «Ka an doomuso di kojiibali ma, wo tɛ bɛn. Maloya ko ba le wo ri an wara. 
GEN.34.15	An tɛ sɔn wo ma foo ai cɛman bɛɛ ye a wara foo wo bɛɛ wa faaninta kɛ ikomin an bɛɛ faaninta kɛni ɲa mɛn ma. 
GEN.34.16	Ni wo kɛra, an di an denmusoilu di ai ma. An fanan di ai denmusoilu furu. An di an sii ai tɛma yan ka kɛ mɔɔ kelen di. 
GEN.34.17	Ni ai kɔnin ma sɔn faaninta kɛ ko ma, an di an denmuso mira ka wa a ri.»
GEN.34.18	Kuma wo diyara Hamɔri ni a dencɛ Sikɛmu yɛ. 
GEN.34.19	Sikɛmu bɔra ye i kɔrɔ ka wa ko wo rabɛn, baa Yakuba denmuso duman a yɛ kosɛbɛ. Sikɛmu wo bonyani tɛrɛ ka tamin mɔɔ bɛɛ kan a fa wara. 
GEN.34.20	Hamɔri ni a dencɛ Sikɛmu wara ladɛn diya so donda la ka kuma so kɔndɔ mɔɔilu yɛ. 
GEN.34.21	Alu kan ko: «Mɔɔ mɛn ye an duɲɔɔnilu le ri. An ye diɲɛ alu ye to an na jamana kɔndɔ ka julaya kɛ an na jamana rɔ, baa an na jamana ka bon, an bɛɛ ri kun a kɔndɔ. An di alu denmusoilu furu ka an denmusoilu di alu ma. 
GEN.34.22	Kɔni ko do ye an tɛma. Ni cɛ bɛɛ ma sɔn ka faaninta kɛ, iko alu bɛɛ faaninta kɛni ɲa mɛn ma, alu tɛ sɔn ka alu sii an tɛma ka an kɛ mɔɔ kelen di. 
GEN.34.23	Ni alu ka alu sii an tɛma yan, alu la kolofen ni alu bolofen bɛɛ tɛ kɛ an ta ri wa? An ye sɔn faaninta kɛ ko wo ma, sa alu ri to an tɛma yan.»
GEN.34.24	So kɔndɔ mɔɔilu bɛɛ sɔnda Hamɔri ni a dencɛ Sikɛmu la kuma wo ma. Wo rɔ, cɛ mɛnilu tɛrɛ ye so kɔndɔ, wo bɛɛ faanintara.
GEN.34.25	Nba, alu la faaninta kɛ tele sawana lon, ka dimin to alu kan, Yakuba dencɛ fila, Simeyɔn ni Lebi kɔnin, mɛnilu ni Dina ye fa kelen ni na kelen na, woilu ka alu la fanmuruilu ta ka na be so kɔndɔ mɔɔilu kan, mɔɔilu mɛn hankili tɛ kɛlɛ wo ma. Alu nara don so kɔndɔ mɔɔilu ɲɛnama, ka cɛilu bɛɛ faa. 
GEN.34.26	Alu ka Hamɔri ni a dencɛ Sikɛmu fanan faa, ka alu doomuso Dina ta Sikɛmu la bon na ka wa a ri.
GEN.34.27	Yakuba dencɛ tɔilu nara fureilu lani tɛrɛn ye tuma mɛn na, alu ka so kɔndɔ mɔɔilu bolofen bɛɛ ta, ka a masɔrɔn Sikɛmu ka alu doomuso ratiɲan. 
GEN.34.28	Alu ka saa ni ba ni nisi ni falilu ta. Alu ka fen mɛnilu yen so kɔndɔ a ni sɛnɛilu rɔ, alu ka wo bɛɛ ta. 
GEN.34.29	Alu ka nanfulu bɛɛ mira, ka musoilu ni denilu bɛɛ mira. Fen fen tɛrɛ ye bon na so kɔndɔ, alu wara wo bɛɛ ri.
GEN.34.30	Yakuba ka a fɔ Simeyɔn ni Lebi yɛ ko: «Ai ka mɛn kɛ ɲin di, wo ri kɛ ko ba ri n kun na. Ai ra n gboya yan mɔɔilu yɛ, Kanaan bɔnsɔn ni Feresikailu kɔnin. N na mɔɔilu ma siya. Ni yan mɔɔilu ka alu ladɛn ka be an kan, n ni n na denbaya bɛɛ ri faa.» 
GEN.34.31	Alu ka a jabi: «A ka an doomuso jate iko sunkurunba. Wo bɛnni wa?»
GEN.35.1	Lon do rɔ, Alla ka a fɔ Yakuba yɛ ko: «I ye wa i sii Betɛli. I wa se ye, i ye saraka bɔ diya do lɔ Alla yɛ, mɛn ka a jɛrɛ yiraka i la wo lon ka a tɛrɛn i boritɔ i kɔrɔcɛ Esawu kɔrɔ.»
GEN.35.2	Wo rɔ, Yakuba ka a fɔ a la denbaya ni a la mɔɔilu bɛɛ yɛ ko: «Joo mɛnilu ye ai bolo, ai ye wo bɛɛ lafili. Ai ye ai jɛrɛ sɛniya, ka ai la faanin sɛnimanilu bila ai kan na. 
GEN.35.3	An bɔtɔ yan ka wa Betɛli. N watɔ saraka bɔ diya do lɔla Alla yɛ ye, mɛn ka n na tarali lamɛn ka n dɛmɛn n na tɔrɔya waati rɔ. A ra to n fɛ n na taama bɛɛ rɔ.»
GEN.35.4	Joo mɛnilu tɛrɛ ye alu bolo, alu nara wo bɛɛ di Yakuba ma, a ni tololafen mɛnilu tɛrɛ ye alu tolo la. Yakuba ka denka sen jiriju do kɔrɔ Sikɛmu so dafɛ, ka wo fen bɛɛ dokon. 
GEN.35.5	Alu wulira ka wa tuma mɛn na, Alla ka silan ba bila ye mɔɔilu la so bɛɛ kɔndɔ. Wo le ka a kɛ, mɔɔ si ma bɔ ka bila Yakuba ni a dencɛilu kɔ.
GEN.35.6	Yakuba ni a la mɔɔilu sera Lusi, so mɛn tɔɔ bi ko Betɛli. Wo ye Kanaan de rɔ. 
GEN.35.7	Yakuba ka saraka bɔ diya lɔ Alla yɛ ye, ka a tɔɔ la ko Betɛli, baa a ka a bori a kɔrɔcɛ Esawu ɲɛ tuma mɛn na, Alla ka a jɛrɛ yiraka a la dinkira wo le rɔ.
GEN.35.8	Wo tuma, Debora sara, mɛn tun ka Rebeka lamɔ. Alu ka wo suu don jiriju do kɔrɔ Betɛli so dafɛ, ka jiri wo tɔɔ la ko An Ye Kasila Jiri Ɲin Kɔrɔ.
GEN.35.9	Yakuba nara Betɛli ka bɔ Padani Aramu tuma mɛn na, Alla ka a jɛrɛ yiraka a la ikɔ tuunni, ka kuma ka baraka don a la ko rɔ. 
GEN.35.10	Alla ka a fɔ a yɛ ko: «I tɔɔ le tɛrɛ ko Yakuba, kɔni i tɔɔ tɛ ten butun ko Yakuba. I tɔɔ le sisen ko Isirayɛli.» Alla ka a tɔɔ la ko Isirayɛli wo ɲa le ma. 
GEN.35.11	Alla ka a fɔ a yɛ ikɔ tuunni ko: «Alla Sebɛɛtii le nde ri. I ye jiri ka siyaya. Jamana siyaman di bɔ i rɔ. I bɔnsɔn doilu ri kɛ mansailu ri. 
GEN.35.12	N ka duu mɛn di Iburahima ni Isiyaka ma, n di wo di i ma. I bɔnsɔn mɛnilu natɔ i kɔ, n di a di woilu fanan ma.»
GEN.35.13	Alla kumara Yakuba yɛ dinkira mɛn na, a wara. 
GEN.35.14	Yakuba ka tɔɔmasere kabakurun do lɔ dinkira wo rɔ, Alla kumara a yɛ dinkira mɛn dɔ kɔnin. A ka rɛsɛnji labɔn kabakurun wo kan, ka Alla sɔ wo rɔ. A ka tulu fanan nabɔn a kan. 
GEN.35.15	Alla kumara a yɛ dinkira mɛn na, Yakuba ka wo dinkira tɔɔ la ko Betɛli.
GEN.35.16	Alu bɔra Betɛli ka wa. Alu tun ma sudunya Efirata la tuma mɛn na, Rasɛli moyi lon sera. A la tin gbɛlɛyara kosɛbɛ. 
GEN.35.17	A ye tin kan tuma mɛn na, tinkɔrɔsilali ka a fɔ a yɛ ko: «I kana silan, i ra dencɛ kura sɔrɔn.»
GEN.35.18	Kɔni Rasɛli ma bɔ a rɔ. A satɔla ka a den tɔɔ la ko Bɛnoni
GEN.35.19	Nba, Rasɛli sara. Alu ka a suu don Efirata sila da la. Efirata wo tɔɔ le bi ko Bɛtilɛhɛmu. 
GEN.35.20	Yakuba ka tɔɔmasere kabakurun do lɔ Rasɛli kaburu kan. Kabakurun wo lɔni ye haan bi.
GEN.35.21	Isirayɛli ni a la mɔɔilu bɔra ye ka wa ai la faaninbonilu lɔ Mikidali Edɛri kɔma.
GEN.35.22	Ai siini ye tuma mɛn na, Rubɛn ka i la Bilaha fɛ, mɛn ye a fa Isirayɛli muso do ri. Rubɛn ka mɛn kɛ, wo fɔra a fa Isirayɛli yɛ.
GEN.35.22	Yakuba dencɛilu tɛrɛ mɔɔ tan ni fila le ri. 
GEN.35.23	Leya ka Rubɛn de fɔlɔ sɔrɔn, ka Simeyɔn tuun wo la, ka Lebi tuun wo la, ka Yahuda tuun wo la, ka Isakari tuun wo la, ka Sabulɔn tuun wo la. Rubɛn tɛrɛ Yakuba den fɔlɔ le ri. 
GEN.35.24	Rasɛli dencɛilu tɛrɛ ye Yusufu ni Bɛniyaminu ri. 
GEN.35.25	Rasɛli la jɔnmuso Bilaha ka Daan ni Nefitali sɔrɔn. 
GEN.35.26	Leya la jɔnmuso Silipa ka Kadi ni Asɛri sɔrɔn. Nba, woilu le Yakuba dencɛilu le ri, a musoilu ka mɛn sɔrɔn a yɛ Padani Aramu.
GEN.35.27	Nba, Yakuba sera a fa Isiyaka wara Mamere, Kiriyati Ariba so da la. Bi, mɔɔilu ye a fɔla Kiriyati Ariba le ma ko Heburɔn. Iburahima siini tɛrɛ dinkira wo le rɔ. Isiyaka fanan siini tɛrɛ ye le. 
GEN.35.28	Isiyaka sɔrɔn ka san kɛmɛ ni san biseyin bɔ tuma mɛn na, 
GEN.35.29	a sara ka la a benbailu kan. A kɔrɔra ka a la kɔrɔya diya bɔ. A dencɛ fila Esawu ni Yakuba ka a suu don.
GEN.36.1	Esawu bɔnsɔn de ɲin di. Mɔɔilu ye a fɔla Esawu le ma ko Edɔmu. 
GEN.36.2	Esawu ka Kanaan bɔnsɔn sunkurun doilu furu. Do tɔɔ ko Ada, mɛn tɛrɛ Hɛtika Elɔn denmuso le ri. Do fanan tɔɔ ko Olibama, mɛn tɛrɛ Ana denmuso le ri. A benba tɛrɛ Hifi do le ri, mɛn tɔɔ ko Sibeyɔn. 
GEN.36.3	Esawu ka Basimati fanan furu, Isumayila denmuso kɔnin. Basimati kɔrɔcɛ tɔɔ ko Nebayɔti.
GEN.36.4	Ada ka Elifasi sɔrɔn Esawu yɛ. Basimati ka Rewɛli sɔrɔn a yɛ. 
GEN.36.5	Olibama ka Jɛsi ni Jalamu ni Kore sɔrɔn. Esawu dencɛilu le woilu ri, a musoilu ka mɛnilu sɔrɔn a yɛ Kanaan jamana rɔ.
GEN.36.6	Nba, lon do rɔ, Esawu wara jamana gbɛrɛ rɔ ka a mabɔ a doocɛ Yakuba la. A ka a musoilu ta, a ni a dencɛilu ni a denmusoilu a ni a la mɔɔ tɔilu bɛɛ. A ka a la kolofen ni a bolofen fanan bɛɛ ta, a tun ka mɛn bɛɛ sɔrɔn Kanaan jamana rɔ. A ka wo bɛɛ mira ka wa yɔrɔ gbɛrɛ rɔ, 
GEN.36.7	baa a ni a doocɛ Yakuba bolofenilu ka siya tɛrɛ kosɛbɛ. Wo kɛra sababu ri alu fila ma se tola i ɲɔɔn kan yɔrɔ kelen dɔ. Alu siini tɛrɛ jamana mɛn dɔ, wo dooman tɛrɛ alu fila bolo ka a masɔrɔn alu la kolofenilu wara kojuuya. 
GEN.36.8	Wo rɔ, Esawu bɔra ye ka wa i sii koyinkɛma yɔrɔ do rɔ, Seyiri la jamana rɔ. Mɔɔilu ye a fɔla Esawu ma ko Edɔmu.
GEN.36.9	Esawu le kɛra Edɔmu bɔnsɔn bɛɛ benba ri, mɛnilu siini Seyiri la koyinkɛma jamana rɔ. A bɔnsɔn de ɲin di. 
GEN.36.10	Esawu dencɛilu le ten: Elifasi, Esawu muso Ada dencɛ. Rewɛli, Esawu muso Basimati dencɛ.
GEN.36.11	Esawu dencɛ Elifasi dencɛilu le ten: Teman, Omar, Sefo, Katamu a ni Kenasi.
GEN.36.12	Esawu dencɛ Elifasi ka jɔnmuso do fanan ta. Wo tɔɔ ko Tima. Ale le ka Amalɛki sɔrɔn a yɛ. Esawu muso Ada bɔnsɔn de woilu ri.
GEN.36.13	Esawu dencɛ Rewɛli dencɛilu le ten: Nahati ni Seraki ni Sama ni Misa ri. Esawu muso Basimati bɔnsɔn de woilu ri. 
GEN.36.14	Esawu muso Olibama, wo tɛrɛ Ana denmuso le ri. A benba tɛrɛ Sibeyɔn de ri. Olibama ka dencɛ mɛnilu sɔrɔn Esawu yɛ, woilu le tɛrɛ Jɛsi ni Jalamu ni Kore ri.
GEN.36.15	Nba, mɛnilu kɛra kabilabatii ri Esawu bɔnsɔn dɔ, woilu le ten. A dencɛ fɔlɔ Elifasi dencɛ woilu rɔ, mɛnilu kɛra kabilatii ri, woilu le ten: Teman, Omar, Sefo, Kenasi, 
GEN.36.16	Kore, Katamu a ni Amalɛki. Kabilatii mɛnilu bɔra Elifasi rɔ Edɔmu bɔnsɔn na jamana rɔ, woilu le le tɛrɛ ɲin di. Esawu la muso Ada bɔnsɔn de woilu ri.
GEN.36.17	Esawu dencɛ Rewɛli dencɛ mɛnilu kɛra kabilabatii ri, woilu le ten: Nahati, Seraki, Sama a ni Misa. Kabilatii mɛnilu bɔra Rewɛli rɔ Edɔmu bɔnsɔn na jamana rɔ, woilu le tɛrɛ ɲin di. Esawu muso Basimati bɔnsɔn de woilu ri.
GEN.36.18	Esawu muso Olibama dencɛ mɛnilu kɛra kabilabatii ri, woilu le ten: Jɛsi, Jalamu a ni Kore. Esawu muso Olibama dencɛ mɛnilu kɛra kabilatii ri, woilu le tɛrɛ ɲin di. Olibama tɛrɛ Ana denmuso le ri.
GEN.36.19	Nba, woilu le Esawu dencɛ ri, a ni kabilatii. Edɔmu bɔnsɔn de woilu ri.
GEN.36.20	Nba, Esawu ka Hori Seyiri dencɛilu mɛnilu tɛrɛn Edɔmu bɔnsɔn na jamana rɔ, woilu le ten Lotan, Sobali, Sibeyɔn, Ana, 
GEN.36.21	Disɔn, Esɛri a ni Disan. Seyiri dencɛilu le woilu ri, mɛnilu kɛra Horilu la kabilabatii ri Edɔmu bɔnsɔn na jamana rɔ. 
GEN.36.22	Lotan dencɛilu le tɛrɛ Hori ni Hɛman ri. Lotan doomuso le tɛrɛ Tima ri. 
GEN.36.23	Sobali dencɛilu le ten: Aliban, Manahati, Ebali, Sefo a ni Onamu. 
GEN.36.24	Sibeyɔn dencɛilu le tɛrɛ Aja ni Ana ri. Ana wo tɛrɛ ye a fa la falilu gbɛnna tuma mɛn na, ale le fɔlɔfɔlɔ ka ji kaliman yen bɔ duu rɔ wula kɔndɔ ye. 
GEN.36.25	Ana dencɛ le tɛrɛ Disɔn di. A denmuso tɛrɛ Olibama ri. 
GEN.36.26	Disɔn dencɛilu le ten: Hɛmɛdan, Esiban, Itiran a ni Keran. 
GEN.36.27	Esɛri dencɛilu le tɛrɛ Bilan ni Saban ni Akan di. 
GEN.36.28	Disan dencɛilu le tɛrɛ Usi ni Aran di.
GEN.36.29	Nba, Horilu la kabilabatii le ten: Lotan, Sobali, Sibeyɔn, Ana, 
GEN.36.30	Disɔn, Esɛri a ni Disan. Mɛnilu kɛra Horilu la kabilabatii ri Seyiri la jamana rɔ, woilu le tɛrɛ ɲin di.
GEN.36.31	Sani mansa ye a sii Isirayɛlika kun na, mansa mɛnilu tɛrɛ ye mansaya la Edɔmu bɔnsɔn na jamana rɔ, woilu le ɲin di. 
GEN.36.32	Beyɔri dencɛ Bela kɛra mansa ri Edɔmu bɔnsɔn na jamana kun na. A siini tɛrɛ so mɛn na, wo le tɔɔ ko Dinhaba. 
GEN.36.33	Bela sani, Seraki dencɛ Jobabu kɛra mansa ri a nɔ rɔ. Wo siini tɛrɛ so mɛn na, wo le tɔɔ ko Bɔsira. 
GEN.36.34	Jobabu sani, Usamu siira mansaya la a nɔ rɔ. Ale bɔra Temanka jamana le rɔ. 
GEN.36.35	Usamu sani, Bedadi dencɛ Hadari siira mansaya la a nɔ rɔ. Wo le ka Madiyan bɔnsɔn kɛlɛ Mowabu bɔnsɔn na jamana rɔ ka se alu la. A siini tɛrɛ so mɛn na, wo le tɔɔ ko Abiti. 
GEN.36.36	Hadari sani, Samula siira mansaya la a nɔ rɔ. Ale bɔni Masirekan de. 
GEN.36.37	Samula sani, Sawuli le kɛra mansa ri a nɔ rɔ. Wo bɔra Rehoboti, mɛn ye ba da la. 
GEN.36.38	Sawuli sani, Akibori dencɛ Bahali Hanani siira mansaya la a nɔ rɔ. 
GEN.36.39	Akibori dencɛ Bahali Hanani sani, Hadari siira mansaya la a nɔ rɔ. Ale siini tɛrɛ so mɛn na, wo le tɔɔ ko Pawu. A muso tɔɔ le ko Matabɛli. Matabɛli tɛrɛ Matiredi denmuso le ri. A benba le tɛrɛ Masabu le ri.
GEN.36.40	Nba, kabilabatii mɛnilu bɔra Esawu denilu rɔ, woilu tɔɔ le ɲin di, a bɛɛ ni a la mɔɔilu, a bɛɛ ni a la duu. Alu tɔɔ le ten: Tima, Aliba, Jetɛti, 
GEN.36.41	Olibama, Ela, Pinon, 
GEN.36.42	Kenasi, Teman, Misari, 
GEN.36.43	Madiyɛli a ni Iramu. Woilu le kɛra kabilabatii ri Edɔmu bɔnsɔn na jamana rɔ, a bɛɛ ni a la duu. Esawu le kɛra Edɔmu bɔnsɔn bɛɛ benba ri.
GEN.37.1	Nba, Yakuba ka i sii Kanaan jamana rɔ, a fa siini tɛrɛ dinkira mɛn dɔ kɔnin. 
GEN.37.2	Yakuba dencɛilu la ko le ɲin di.
GEN.37.2	Yusufu sɔrɔn ka san tan ni wɔrɔnwula bɔ tuma mɛn na, a tɛrɛ ye saai ni bailu gbɛnna a kɔrɔcɛilu fɛ. A tɛrɛ ye a fa la jɔnmusoilu Bilaha ni Silipa dencɛilu dɛmɛnna. Dencɛ woilu tɛrɛ ye ko bɛnbali mɛnilu kɛla la, Yusufu tɛrɛ ye wo bɛɛ ɲafɔla a fa yɛ.
GEN.37.3	Yusufu duman tɛrɛ Isirayɛli yɛ ka tamin a den tɔ bɛɛ la ka a masɔrɔn a ka Yusufu sɔrɔn a la cɛmɔɔbaya waati le rɔ. Wo rɔ, Yakuba ka durukiba ɲuma manɲɛɛnman do di Yusufu ma. 
GEN.37.4	Yusufu kɔrɔcɛilu ka a yen ko a duman alu fa yɛ ka tamin alu tɔ bɛɛ la. Wo rɔ, Yusufu gboyara alu yɛ foo alu ka alu ban kuma ɲuma fɔla a yɛ.
GEN.37.5	Lon do rɔ, Yusufu sibora. A ka wo ɲafɔ a kɔrɔcɛilu yɛ tuma mɛn na, do lara a la gboyaɲɛ kan. 
GEN.37.6	A ka a fɔ alu yɛ ko: «Ai ye i tolo malɔ n na sibo kan na! 
GEN.37.7	N sibora an bɛɛ ye sɛnɛ rɔ. An tɛrɛ ye suman kala ka a lasidi. Wo yɔrɔni bɛɛ, n ta sumansidi ka i wuli ka i lɔ. Ai la sumansidilu nara n ta laminin ka i majii a kɔrɔ.» 
GEN.37.8	A kɔrɔcɛilu ka a jabi: «A ye di? A loo ye i la ka i sii an kun na ka kɛ an na mansa ri wa?» A gboyara alu yɛ ikɔ tuunni ka tamin fɔlɔman na a la sibo ni a la kumailu kosɔn.
GEN.37.9	Yusufu sibora ikɔ. A ka wo fanan ɲafɔ a kɔrɔcɛilu yɛ. A kan ko: «Ai la tolo malɔ n na. N da sibo ikɔ tuun. N ka tele yen a ni karo ni lolo tan ni kelen. Wo bɛɛ ka i majii n kɔrɔ.»
GEN.37.10	A ka sibo ɲafɔ a fa ni a kɔrɔcɛilu yɛ tuma mɛn na, a fa jamanda a ma ko: «Sibo su ɲuman de wo ri? I ye a fɛ nde ni i na ni i kɔrɔcɛilu bɛɛ ye na an majii i kɔrɔ wa?» 
GEN.37.11	A la ko ɲangboya ka a kɔrɔcɛilu mira, kɔni a fa tɛrɛ ye i mirila sibo wo ma waati bɛɛ rɔ.
GEN.37.12	Nba, lon do rɔ Yusufu kɔrɔcɛilu wara alu fa la kolofenilu gbɛn diya Sikɛmu. 
GEN.37.13	Isirayɛli ka a fɔ Yusufu yɛ ko: «I kɔrɔcɛilu ra wa kolofenilu gbɛn diya Sikɛmu. N ye a fɛ i ye wa bɔ ye.» Yusufu kan ko: «Ale le wo ri.»
GEN.37.14	Yakuba ka a fɔ a yɛ ko: «Wa bɔ alu fɛ. Ni alu kɛndɛ, ni ko tɛ kolofenilu fanan na, i ye na wo fɔ n yɛ.» Wo rɔ, a ka Yusufu lawa ka bɔ Heburɔn kɛnɛgbɛ rɔ.
GEN.37.14	A se mɛn kɛni Sikɛmu, 
GEN.37.15	a tɛrɛ ye a mataamala wula kɔndɔ. Cɛ do ka a tɛrɛn ye ka a maɲininka ko: «I ye nfen ɲininna?» 
GEN.37.16	Yusufu kan ko: «N ye n kɔrɔcɛilu le ɲininna. Alu ye kolofenilu gbɛnna. I ka alu diya lɔn wa?» 
GEN.37.17	Cɛ kan ko: «Alu ra bɔ yan. N ka alu kan mɛn ko alu watɔ Dotan.» Yusufu bɔra ye ka wa alu kɔ. A ka alu tɛrɛn Dotan. 
GEN.37.18	A kɔrɔcɛilu ka a natɔla yen foo yɔrɔ jan. Sani a ye se alu ma, a kɔrɔcɛilu ka janfa don a ma ko alu ri a faa. 
GEN.37.19	Alu ka a fɔ i ɲɔɔn yɛ ko: «Ai ɲa lɔ, sibotii wo natɔ la le ten! 
GEN.37.20	An ye an wuli ka a faa. An ye a lafili kɔlɔn jaran kɔndɔ ka a fɔ ko wara juu le ka a faa ka a damun. A la sibo ri kɛ mɛn di wo rɔ, an di wo yen.»
GEN.37.21	Rubɛn ka kuma wo mɛn tuma mɛn na, a loo tɛrɛ ye a la ka Yusufu kisi alu ma. A kan ko: «An kana a faa. 
GEN.37.22	Ai kana a jeli labɔ. Ai ye a lafili kɔlɔn jaran ɲin kɔndɔ wula kɔndɔ yan, ai kana ko kɛ a la.» Rubɛn ka wo fɔ kosa a ri wa alu kɔfɛ ka Yusufu layɛlɛ kɔlɔn dɔ ka wa a di a fa ma.
GEN.37.23	Nba, Yusufu se mɛn kɛni alu ma, alu ka a la durukiba ɲuma manɲɛɛnman wo bɔ a kan na. 
GEN.37.24	Alu ka a mira ka a lafili kɔlɔn do kɔndɔ. Kɔlɔn wo jani le tɛrɛ, ji tun tɛ a kɔndɔ. 
GEN.37.25	Alu siini tɛrɛ damununna tuma mɛn na, alu ka alu ɲa lɔ ka jula doilu tamintɔla la yen. Woilu tɛrɛ ye Isumayila bɔnsɔn de ri. Alu bɔtɔ Kiliyadi ka wa Misiran. Wusulan ni tulu suma duman ni latikɔlɔn tɛrɛ ye alu la ɲɔɔmɛilu la donin dɔ.
GEN.37.26	Yahuda ka a fɔ a badenmailu yɛ ko: «Ni an ka an doocɛ faa ka a dokon, an di tɔnɔ su ɲuman sɔrɔn wo la? 
GEN.37.27	An ye a san Isumayila bɔnsɔn julailu ma. An jɛrɛ kana a faa. An doocɛ le. An bɛɛ ye badenma le ri.» A badenmailu sɔnda wo ma.
