GEN.1.1	Diyà te keteboan te kedita, mig-inang se Timanem te langit aw keneyonan. 
MRK.15.46	Penga niyan, bineyadan din se sapot, aw inabat din se lawa lekat te kros, aw ginakes din iyan te sapot, aw inlebeng din kidoen te lebeng impeawang diyà te pangpang. Penga niyan, kinelid din se dakel bato amon isampeng te lebeng. 
MRK.15.47	Timaking heman si Maria tege Magdala aw kesangay din si Maria inay i Jose, aw kinità dan se linebengan te lawa.
MRK.16.1	Nayan, penga te aldaw te peg-etod, migpedomà-domaay si Maria tege Magdala, aw kesangay din si Maria inay i Santiago, aw si Salome. Minayad dan te metinadeg amon doen itoyong dan diyà te lawa i Jesus. 
MRK.16.2	Peglibtak te aldaw te iselem te Linggo, dimoton dan te lebeng. 
MRK.16.3	Te wedà dan pa dateng doton, migpeinsaay dan, kagi dan, “Sinu lay se mengelid te bato insampeng te lebeng amon mekeawop kidon?”
MRK.16.4	Meneng pegtengteng dan, kinità dan te tapay den nekelid se bato insampeng. Ontò dakel se bato sìyan. 
MRK.16.5	Penga niyan, minawop dan diyà te lebeng, aw kinità dan se anghil nenaol te mepotì aw nenenoo lenged te kowanan dan. Nepela se menge bayi. 
MRK.16.6	Penga niyan, minikagi se anghil, “Ikà niyo egkepela. Netegahan ko te inahà niyo si Jesus tege Nasarit, sìyan inlansang diyà te kros. Wedad den sikandin dini, so neantay den lekat te nematay. Tengtengi niyo den se linebengan kandin. 
MRK.16.7	Na, doton kaw den ki Pedro aw menge doma tinoledaan i Jesus, aw indani niyo dan te nekeonà den si Jesus diyà kenyo pesalo doton te probinsya te Galiliya. Kitaen niyo sikandin doton, so yan se inikagi din kenyo.”
MRK.16.8	Penga niyan, limowà dan lekat te lebeng aw kimadas dan, so tinegangtang dan, aw ontò dan nepela. Wedad palos otaw inindanan dan tepad te kinità dan, so nelemitan dan.
MRK.16.8	[ 
MRK.16.9	Nayan, penga te pegkeantay i Jesus lekat te nematay te iselem te Linggo, si Maria tege Magdala se tagnà pinekitaan i Jesus. Sikandin se tapay pinelowaan i Jesus te pito se bosaw. 
MRK.16.10	Dimoton sikandin te menge tinoledaan i Jesus. Gayed dan nepuluk aw migkelag dan. Meneng mig-indan si Maria diyà kandan aw eden se kinità din. 
MRK.16.11	Pegdineg dan te neantay den si Jesus lekat te nematay aw kinità din den sikandin, wedà dan pemenal kenyan.
MRK.16.12	Penga niyan, migpekità si Jesus diyà te didowa tinoledaan din te peg-ipanaw dan pesalo doton te saka, meneng wedà dan sikandin kilelai, so netodà den se bawa din. 
MRK.16.13	Pegkilala dan kandin, limikò dan doton te Jerusalem, aw mig-indan dan diyà te menge doma tinoledaan din. Meneng wedà dan pa pemenal kandan.
MRK.16.14	Penga niyan, migpekità si Jesus diyà te sempolò tegusà tinoledaan din dalem te pegpengaen dan. Simila sikandin kandan so wedà dan pemenal aw magsen se olo dan, so wedà dan pemenal te kagi te menge otaw kimità kandin penga te pegkeantay din lekat te nematay. 
MRK.16.15	Penga niyan, minikagi si Jesus, “Doton kaw den te kebelad te keneyonan. Pegtoladà kaw te Mèpiya Indan tepad kanak diyà te kedita te otaw. 
MRK.16.16	Aw memenal se otaw kenyan, aw megpebonyag, ipelowà sikandin lekat te salà. Meneng aw eked pemenal se otaw, ipelumun sikandin. 
MRK.16.17	Seini se menge pengilala inangen te menge otaw egpemenal kanak. Megpelowà dan te bosaw lekat te otaw pineokit te ngadan ko. Mikagi dan heman te kagi eked kelebeti. 
MRK.16.18	Pengkey mekeawid dan te memokan, pengkey mekeinem dan te mekeilo, eked dan elegi. Aw memaed dan te menge otaw doen mesakit, kegolian dan.”
MRK.16.19	Nayan, penga te peg-ikagi i Jesus diyà kandan, neengat sikandin doton te langit, aw nenenoo kidoen te tangkil te Timanem amon lomowan doma din. 
MRK.16.20	Penga niyan, nesayo se menge tinoledaan i Jesus lekat te Jerusalem aw migtoladà dan kidoen te kebelad te keneyonan, pengkey kenan dan pesalo. Tinebangan dan heman te Pengolo, so impetaga-taga din te benal se intoladà dan pineokit te menge pengilala ininang dan.]
LUK.1.1	Elew Teofilo. Medita den se otaw simolat tepad te neinang dini kenami. 
LUK.1.2	Se insolat dan, yan se kagi ingkeliwat te menge otaw ontò kimità te kedita te ininang i Jesus lekat te ketebò niyan, so ontò dan kinità se ininang din, aw ingkeliwat dan heman se kagi din diyà kenami. 
LUK.1.3	Elew, nenamay a den mig-iling te kedita niyan, aw yan se doun te mig-aneng-aneng a den te mèpiya aw somolat a heman diyà kamno te kedita te neinang, 
LUK.1.4	amon ketegahan no te ontò benal se tapay intoladà diyà kamno.
LUK.1.5	Kedengan, dalem te peglowan i Herod kidoen te probinsya te Judiya, doen sebad pengolo te simbahan te Judiyo ngadan din si Zacarias. Sikandin se sebad pengolo te simbahan sakop te gropo i Abias. Doen esawa din si Elisabet, aw pengolo te simbahan se kemonaan din heman. 
LUK.1.6	Sìyan teleesawa, ontò dan nelubahan te Timanem so metòlid se eg-inangen dan. Wedad palos otaw mekesila kandan so ontò dan egtolò te menge punù te Pengolo. 
LUK.1.7	Wedad palos batà dan, so wedà pegbatà si Elisabet, aw lokes den, aw temoay den se esawa din.
LUK.1.8	Dimateng se aldaw te pegpengibing i Zacarias te pegsimba, so migpetibos-tibosay se menge gropo te pengolo. 
LUK.1.9	Se ketanem te menge pengolo te simbahan, migbonot dan aw sinu se mawop doton te dakel simbahan amon menonog te metinadeg. Aldaw sìyan, si Zacarias se nepallì. 
LUK.1.10	Pegdateng te oras te pegsonog, medita se otaw migtawal-tawal doton te lowà. 
LUK.1.11	Peg-awop din amon menonog, doen anghil insogò te Timanem migpekità diyà kandin doton te sonoganan te metinadeg lenged te kowanan. 
LUK.1.12	Pegkità i Zacarias kandin, migkebulung se aneng-aneng din aw nelemitan. 
LUK.1.13	Meneng minikagi se anghil, “Zacarias, ikà egkelemitan. Nenenalan se Timanem te intawal-tawal nikaw. Doen batà no meama tomebaw diyà te esawa no, aw keilangan ingedanan no sikandin ki Juan. 
LUK.1.14	Yan se doun te ontò ka meluba, aw meluba heman se medita doma otaw aw tomebaw sikandin, 
LUK.1.15	so ipelangkaw sikandin te Pengolo. Eked palos inem te bino aw pengkey eden se mekelasing. Meneng gayed sikandin egbeyà-beyaan te Espiritu Santo lekat te pegtebaw din. 
LUK.1.16	Megtabang sikandin te medita bowad-bowad i Israel amon todà dan tomaking te Pengolo dan Timanem. 
LUK.1.17	Mekeonà sikandin diyà te Pengolo amon megpetaga-taga sikandin te kedita te otaw te agpet den domateng se Pengolo. Megtabang se Espiritu Santo kandin iling te pegtabang din te telekeliwat te kagi din si Elias gebii. Pineokit te pegtoladà i Juan, megpèpiyaay se pedowan te menge telebatà. Megtoladà heman sikandin te menge otaw kenà egtolò te Timanem amon meg-inang dan te metòlid. Aw metoman iyan, meketagad den dan te pegdateng te Pengolo.”
LUK.1.18	Mig-insà si Zacarias, “Menonen ko se pegketaga-taga te metoman iyan? Eked besi iyan ketoman, so temoay a den, aw lokes den se esawa ko.”
LUK.1.19	Timaba se anghil, “Siak si Gabriel, aw gayed a ipegsogò te Timanem. Insogò a din dini kamno amon ipetaga-taga ko kamno se mèpiya indan sìyan. 
LUK.1.20	Nayan, so wedà ka pemenal te inikagi ko gina diyà kamno, lekat seini meinang ka den bingelen aw omo lamig metoman se kagi ko, so ontò iyan metoman aw domateng se aldaw tapay pinemallì te Timanem.”
LUK.1.21	Nayan, se menge otaw kidoen te lowà te dakel simbahan, migtagad dan pa te peglowà din, aw nepela dan so nenamay sikandin doton didalem. 
LUK.1.22	Peglowà din, wedà sikandin pekeikagi, aw netegahan dan te doen migpekità diyà kandin lekat te langit. Meneng gayed sikandin siminyas diyà kandan te belad din, so neomo.
LUK.1.23	Pegkepenga te pegpengibing i Zacarias kidoen te dakel simbahan, minolì sikandin.
LUK.1.24	Penga niyan te wedà kenamay, miglaman se esawa din si Elisabet. Dalem te lima se bolan, gayed sikandin mig-ogpà kidoen te balay. 
LUK.1.25	Minikagi sikandin, “Ontò mèpiya se tabang te Pengolo kanak, so neidowan a din. Eked a den lindoi te doma otaw.”
LUK.1.26	Pegdateng te ikeenem se bolan te peglaman i Elisabet, insogò te Timanem se anghil si Gabriel doton te lonsod te Nasarit sakop te probinsya te Galiliya. 
LUK.1.27	Doen laga kidoen si Maria. Telesalà dan si Jose sebad bowad-bowad te selotan gebii si David. 
LUK.1.28	Dimoton si Gabriel ki Maria aw minikagi, “Doen keluba nikaw. Ontò ka neidowan te Timanem aw gayed ka din eg-ipaten.”
LUK.1.29	Meneng pegdineg i Maria te inikagi te anghil, ontò sikandin migkebulung. Mig-aneng-aneng sikandin aw eden se kedegdagan niyan. 
LUK.1.30	Minikagi heman se anghil, “Maria, ikà egkelemitan, so pinemallì ka te Timanem amon tebangan ka din. 
LUK.1.31	Meglaman ka, aw tebawan ka te batà meama. Ingedanan no se batà ki Jesus. 
LUK.1.32	Melangkaw sikandin, aw doen gulal din Batà te Timanem Melangkaw. Ipelowan sikandin te Timanem iling te peglowan te kemonaan din si David gebii. 
LUK.1.33	Lomowan sikandin diyà te kedita te bowad-bowad i Jacob te wedad temanan. Wedad palos temanan te peglowan din.”
LUK.1.34	Minikagi si Maria, “Menonen lay iyan? So wedà a pa lumun layok te meama.”
LUK.1.35	Timaba se anghil, “Domateng se Espiritu Santo kamno, aw ketebangan ka te tolos te Timanem. Yan se doun te menimanem se batà tomebaw kamno, aw sikandin se Batà te Timanem. 
LUK.1.36	Nayan, se inayen no si Elisabet, pengkey wedà sikandin pegbatà aw lokes den, meneng miglaman den te enem pa se bolan. 
LUK.1.37	Wedad palos eked kebatog te Timanem.”
LUK.1.38	Minikagi si Maria, “Na, gayed a egtolò te Timanem. Mepakay aw meinang diyà kanak se inikagi nikaw.”
LUK.1.38	Penga niyan, nesayo se anghil.
LUK.1.39	Penga niyan te wedà kenamay, nesayo si Maria aw mig-ayas doton te bontod taman te sebad lonsod sakop te probinsya te Judiya. 
LUK.1.40	Pegdateng din doton, nenayit te balay te emayen din si Zacarias aw timawal ki Elisabet. 
LUK.1.41	Pegdineg i Elisabet te tawal din, miniwal se batà kidoen te getek din, aw dimateng se Espiritu Santo diyà ki Elisabet. 
LUK.1.42	Timawal sikandin te dakel se kagi din, “Diyà te kedita te bayi, sikona se binegayan te Timanem te ontò dakel keluba. Begayan din heman te keluba se batà tomebaw diyà kamno. 
LUK.1.43	Nepela a so pengkey sikona se inay te Pengolo ko, meneng limaoy ka kanak. 
LUK.1.44	Pegdineg ko te kagi no, miniwal se batà kidoen te getek ko tandà te luba din. 
LUK.1.45	Doen den keluba nikaw, so nemenal ka te metoman se kagi ingkeliwat diyà kamno lekat te Pengolo.”
LUK.1.46	Penga niyan, minikagi si Maria, “Ipegduyun ko se Pengolo, 
LUK.1.47	aw ontò neluba se pedowan ko tandà te Timanem egpelowà kanak, 
LUK.1.48	so pengkey ontò a medanà diyà kandin, meneng neeneng-enengan a din. Yan se doun te mikagi se kedita te otaw te binegayan a te Timanem te ontò dakel keluba, 
LUK.1.49	so ontò mèpiya se ininang te Timanem metolos diyà kanak. Ontò sikandin metòlid. 
LUK.1.50	Lekat te ketebò te keneyonan lamig te temanan, gayed din egkeidowan se kedita te otaw egsagman aw egtolò kandin. 
LUK.1.51	Ipetaga-taga din te metolos sikandin pineokit te eg-inangen din. Ipekadas din se menge otaw eg-aneng-aneng te melangkaw dan. 
LUK.1.52	Ebaten din se melangkaw selotan lekat te onsedanan dan te peglowan, aw inangen din melangkaw se menge otaw medanà. 
LUK.1.53	Begayan din se otaw sagkep te mèpiya tabang, meneng ipekesayo din se otaw meyaman te wedad ibegay kandan. 
LUK.1.54+LUK.1.55	Tebangan din kidon menge bowad-bowad i Israel pinemallì din, so eked din palos kelibeli se pakang din diyà te menge kemonaan tadon te gayed din keidowan si Abraham aw menge bowad-bowad din te wedad temanan.”
LUK.1.56	Nayan, mig-ogpà si Maria diyà ki Elisabet taman te menge telo se bolan, aw penga niyan minolì.
LUK.1.57	Nayan, pegdateng te aldaw te pegpetebaw i Elisabet, timebaw se batà din meama. 
LUK.1.58	Pegdineg te menge kedomaan din aw menge simbalay din kenyan, neluba dan heman so ontò sikandin neidowan te Timanem.
LUK.1.59	Pegdateng te ikewalo te aldaw lekat te pegtebaw din, netipon dan amon tolien aw ingedanan se batà. Ibeg dan ingedanan heman sikandin ki Zacarias, onawa te ngadan te amay din. 
LUK.1.60	Meneng minikagi si Elisabet, “Eked iyan kepakay, so ingedanan sikandin ki Juan.”
LUK.1.61	Minikagi dan, “Meneng wedad palos kedomaan no iningedanan kenyan.”
LUK.1.62	Penga niyan, siminyas dan diyà ki Zacarias bingelen pa aw eden se ibeg din iingadan. 
LUK.1.63	Siminyas heman sikandin aw nemoyò te solatan, aw insolat din se kagi, “Ingedanan sikandin ki Juan.”
LUK.1.63	Ontò nepela se kedita dan. 
LUK.1.64	Pegketà negolian se pegkeomo din aw nekeikagi aw dimuyun sikandin te Timanem. 
LUK.1.65	Nelemitan se kedita te simbalay dan. Ontò iyan nedengeg kidoen te menge bontod doton te Judiya, so yan se pigsempetanen dan. 
LUK.1.66	Neeneng-enengan dan se dinineg dan, aw netegahan dan te meinang medengeg se batà sìyan, so egdomaan sikandin te Pengolo metolos.
LUK.1.67	Nayan, dimateng se Espiritu Santo diyà ki Zacarias, aw ingkeliwat din se kagi te Timanem, kagi din, 
LUK.1.68	“Iduyun se Pengolo tadon Timanem egseligan te kedita tadon menge bowad-bowad i Israel, so doen isogò din megpelowà kenitadon menge sakop din, aw imetayan sikandin iselilin kenitadon. 
LUK.1.69	Doen isogò te Timanem metolos megpelowà kenitadon, sìyan bowad-bowad i David egtolò te Timanem gebii. 
LUK.1.70	Yan se impakang te Timanem gebii pineokit te menge telekeliwat te kagi din, so minikagi sikandin 
LUK.1.71	te tebangan kidon din amon mekelowà kidon lekat te belad te poon tadon. 
LUK.1.72	Metoman kidon din keidowan, so yan se impakang din diyà te menge kemonaan tadon. Eked din kelibeli se impakang din gebii, 
LUK.1.73	so ontò migpakang diyà te kemonaan tadon si Abraham 
LUK.1.74	te ipelowà kidon din lekat te belad te menge poon tadon, amon mekesimba kidon diyà kandin te wedad kelemitanan. 
LUK.1.75	Ibeg din menimanem kidon aw metòlid se inangen tadon diyà kandin dalem te peg-ogpà tadon dini te keneyonan. 
LUK.1.76	Nayan, sikona batà ko, meinang ka telekeliwat te kagi te Timanem melangkaw. Mekeonà ka doton te menge otaw amon meketagad dan te pegdateng te Pengolo, 
LUK.1.77	so sikona se megpetaga-taga diyà te menge Judiyo te ipelowà din se menge sakop din lekat te pelumun aw pegwedaden din se salà tadon. 
LUK.1.78	Yan se inangen te Timanem so gayed egkeido aw dakel se pedowan din. Iling te peglibtak te aldaw se pegdateng din amon megpelowà kenitadon, 
LUK.1.79	so manyag sikandin diyà kenitadon pengkey iling kidon te otaw eg-ogpà diyà te kengitngitan aw nelemitan te kemetayun, amon ipeokit kidon din kidoen te dalan pesalo doton te kelinaw.”
LUK.1.80	Timilles si Juan aw ontò sikandin egkeseligan. Pegkedakel din, mig-ogpà sikandin kidoen te kebigtilan lamig te aldaw te pegpekità din diyà te menge bowad-bowad i Israel.
LUK.2.1	Nayan, dalem te peglowan i Cesar Augusto doton te Roma, doen impunù din te keilangan megpelista se kedita te otaw nesakop te gobirno te Roma. 
LUK.2.2	Yan se tagnà pegpelista te ngadan, aw ininang iyan dalem te peggobirnador i Cirenio kidoen te Sirya. 
LUK.2.3	Migsiolì se kedita te otaw doton te lonsod te kandan kemonaan amon megpelista dan te ngadan.
LUK.2.4	Nayan, se selotan gebii si David, yan se kemonaan i Jose, aw yan se doun te nesayo si Jose lekat te Nasarit sakop te probinsya te Galiliya aw dimoton te probinsya te Judiya taman te lonsod te Bitlihim, so yan se lonsod tinikedowan i David. 
LUK.2.5	Yan se dinotonan te didowa dan si Maria amon megpelista si Jose. Mebedes den se salà din si Maria. 
LUK.2.6	Dalem pa te kidoen dan te Bitlihim, dimateng se aldaw te pegtebaw te batà din. 
LUK.2.7	Yan timebaw se penganay batà din meama. Linempingan din se batà, aw impeibat din diyà te kènanan te ayam-ayam kidoen te kelokob, so wedad keombaan dan doton te balay eg-ogpaan te mepanaw.
LUK.2.8	Nayan, medapag te lonsod te Bitlihim, doen menge telediyaga migpolaw se egtonggò te menge ayam-ayam karniro doton te tanà doen sagbet. 
LUK.2.9	Pegketà migpekità se anghil insogò te Pengolo diyà kandan, aw doen minanyag diyà kandan lekat te Pengolo. Ontò dan nelemitan. 
LUK.2.10	Meneng minikagi se anghil, “Ikà niyo egkelemitan. Na, doen den ikegiyen ko diyà kenyo aw ontò ini mèpiya, so mekebegay te keluba diyà te kedita niyo. 
LUK.2.11	Doen timebaw gina seini kidoen te Bitlihim. Sikandin se Pengolo si Cristo megpelowà kenyo. 
LUK.2.12	Seini se pengilala amon ketegahan niyo te benal se inikagi ko kenyo. Kitaen niyo se batà linempingan aw impeibat kidoen te kènanan te ayam-ayam.”
LUK.2.13	Pegketà kinità dan se ontò medita anghil lekat te langit timaking kandin. Dimuyun dan te Timanem, kagi dan, 
LUK.2.14	“Iduyun tadon den se Timanem doton diatas te langit. Begayan din te kelinaw te pedowan se otaw egkelubahan din dini te tanà.”
LUK.2.15	Peg-olì te menge anghil doton te langit, gayed migpebelaw-belaway se telediyaga, kagi dan, “Domoton kidon den te Bitlihim amon kitaen tadon se neinang seini, sìyan impetaga-taga te Pengolo diyà kenitadon.”
LUK.2.16	Penga niyan, mig-ayas dan doton aw kimità dan ki Maria aw si Jose, aw kinità dan heman se batà impeibat kidoen te kènanan te ayam-ayam. 
LUK.2.17	Pegkità dan kandan, in-indan dan se inikagi te anghil tepad te batà sìyan. 
LUK.2.18	Nepela se kedita te otaw dimineg te in-indan te menge telediyaga. 
LUK.2.19	Meneng si Maria, insawol din se kedita te kagi dan diyà te pedowan din, aw gayed mig-aneng-aneng kenyan. 
LUK.2.20	Penga niyan, minolì se telediyaga, aw gayed dan induyun se Timanem tandà te kedita te dinineg aw kinità dan, so netoman den se inikagi te anghil kandan.
LUK.2.21	Pegdateng te ikewalo te aldaw lekat te pegtebaw din, tinolì sikandin aw iningedanan ki Jesus, so yan se ngadan inikagi te anghil te wedà pa peglaman se inay din.
LUK.2.22	Dimateng se aldaw, dimoton si Jose aw si Maria te Jerusalem amon tomolò dan te punù ingkeliwat i Moises tepad te bayi kaling egtebawan. Inibing dan heman se batà si Jesus amon ibegay sikandin diyà te Pengolo, 
LUK.2.23	so doen punù impekeliwat te Pengolo te keilangan ibegay diyà te Timanem se batà meama tagnà tomebaw. 
LUK.2.24	Dimoton dan te dakel simbahan amon memegay dan te ibowang diyà te Timanem, so timolò dan te punù impekeliwat te Pengolo te keilangan ibegay se didowa tokmo aw kenà didowa selepati dedeitek pa.
LUK.2.25	Nayan, doen sebad tege Jerusalem si Simeon. Eg-inang sikandin te metòlid, aw egtolò heman te Timanem. Gayed sikandin egpeliman te megpelowà se Timanem te menge bowad-bowad i Israel. Eg-ogpaan sikandin te Espiritu Santo, 
LUK.2.26	aw impetaga-taga te Espiritu Santo kandin te eked sikandin kematay singed aw onà din kitaen se Misiyas isogò te Pengolo. 
