GEN.1.1	元始、上帝創造天地、  
DEU.12.12	爾與子女僕婢、及居爾邑無分無業之
DEU.12.13	慎勿隨在獻爾燔祭、  
DEU.12.14	惟當獻於耶和華在爾支派中所選之處、在彼行我所命、  
DEU.12.15	然於諸邑、可以隨意宰牲食肉、依爾上帝耶和華所賜之福、潔與不潔之人、俱可食之、猶食獐鹿、  
DEU.12.16	惟勿食血、必傾於地、有如傾水、  
DEU.12.17	穀與酒油之什一、首生之牛羊、許願祭、樂獻祭、舉祭、不可食於諸邑、  
DEU.12.18	惟於爾上帝耶和華所選之處、爾與子女僕婢、及居爾邑之
DEU.12.19	爾其慎之、居於斯土、畢生勿遺
DEU.12.20	迨爾上帝耶和華踐其前言、闢爾土宇、如爾意謂、我欲食肉、則可隨其所欲、  
DEU.12.21	若爾上帝耶和華所選寄名之處、離爾甚遠、則可取耶和華所賜爾之牛羊宰之、隨意食於諸邑、循我所命、  
DEU.12.22	食之如食獐鹿、潔與不潔之人、俱可食之、  
DEU.12.23	惟當決志、勿食其血、蓋血乃生命也、不可倂生命而食之、  
DEU.12.24	必傾於地、有如傾水、  
DEU.12.25	毋食之、以行耶和華所視為正者、而享福祉、爰及子孫、  
DEU.12.26	惟爾所有聖物、與許願所獻者、必攜至耶和華所選之處、  
DEU.12.27	燔祭之肉與血、當獻於爾上帝耶和華之壇、此外犧牲之血、必傾於壇、而食其肉、  
DEU.12.28	我所命爾之言、當聽而守之、致行爾上帝耶和華所視為善為正者、而享福祉、爰及子孫、歷世靡暨、○  
DEU.12.29	迨爾上帝耶和華、在爾將往而據之地、滅其族於爾前、爾得其地而居之、  
DEU.12.30	彼既滅於爾前、爾當慎之、勿受誘而從之、勿問其神、自謂斯族若何事神、我亦如之、  
DEU.12.31	爾事爾上帝耶和華、不可效之、蓋耶和華所憎之惡事、彼悉行之於其神、至以子女焚而獻之、  
DEU.12.32	凡我所諭爾者、爾必謹守遵行、毋增毋減、  
DEU.13.1	如爾中有先知、或作夢者起、施行異蹟奇事、  
DEU.13.2	所言有驗、遂語爾曰、宜從他神而事之、乃爾素所未識者、  
DEU.13.3	毋聽其言、蓋爾上帝耶和華試爾、欲知爾果一心一意、愛爾上帝耶和華否、  
DEU.13.4	當順從爾上帝耶和華、而寅畏之、守其誡、聽其命、事之附之、  
DEU.13.5	爾上帝耶和華導爾出
DEU.13.6	如爾同母兄弟、或爾子女、或懷中之妻、或如命之友、私誘爾曰、我其往事他神、爾與爾祖所未識者、  
DEU.13.7	即爾四周諸族之神、或近或遠、自地極至天涯、  
DEU.13.8	爾毋從之、毋聽之、毋惜之、毋恤之、毋匿之、必殺勿赦、  
DEU.13.9	爾先加手擊之、眾後擊之、  
DEU.13.10	爾上帝耶和華導爾出
DEU.13.11	眾聞之必懼、不復行此惡於爾中、○  
DEU.13.12	爾上帝耶和華賜爾諸邑、俾爾居之、  
DEU.13.13	若聞一邑之中、有匪類出、誘居民曰、我其往事他神、乃爾所未識者、  
DEU.13.14	則當究問詳察、如得其情、果於爾中有此可惡之事、  
DEU.13.15	必以刃擊其邑民、與其牲畜、及凡所有、而殄滅之、  
DEU.13.16	聚其貨財於衢、為爾上帝耶和華焚之、並焚其邑、俾為邱墟、毋得再建、  
DEU.13.17	應滅之物、毋少存於爾手、使耶和華息其烈怒、矜爾恤爾、俾爾昌熾、踐其所誓爾祖之言、  
DEU.13.18	緣爾聽爾上帝耶和華之言、守我今日所諭之誡、行其所視為正者也、  
DEU.14.1	爾曹皆爾上帝耶和華之子、毋為死者割肉薙額、  
DEU.14.2	蓋爾乃爾上帝耶和華之聖民、耶和華於天下萬民中、特選爾為己民、○  
DEU.14.3	可憎之物、爾不可食、  
DEU.14.4	畜中所可食者、牛與綿羊山羊、  
DEU.14.5	鹿、獐、赤鹿、麕、麢羊、麈、麋、  
DEU.14.6	畜之分蹄支趾而反齧者、可食、  
DEU.14.7	惟反齧分蹄之畜中、有不可食者、若駝、兔、沙番、反齧而不分蹄、當以為不潔、  
DEU.14.8	豕雖分蹄、而不反齧、當以為不潔、斯畜之肉毋食、其尸毋捫、○  
DEU.14.9	水中百族、有翅有鱗者、俱可食、  
DEU.14.10	無翅無鱗者、不可食、當以為不潔、  
DEU.14.11	羽族之潔者、俱可食、  
DEU.14.12	其不可食者、即鷹、鶚、雕、  
DEU.14.13	鳶、鸇、鷂、與其類、  
DEU.14.14	鴉、與其類、  
DEU.14.15	鴕鳥、夜鷹、魚鷹、雀鷹、與其類、  
DEU.14.16	鸕鶿、鷺鷥、角鴟、  
DEU.14.17	鵜鶘、爰居、魚狗、  
DEU.14.18	白鶴、蒼鷺、與其類、戴鵀、蝙蝠、  
DEU.14.19	凡飛蟲、必以為不潔、不可食、  
DEU.14.20	羽族之潔者、俱可食、○  
DEU.14.21	爾乃爾上帝耶和華之聖民、凡自斃之物不可食、旅於爾中者、可予之食、鬻於外人亦可、毋以羔母之乳烹羔、○  
DEU.14.22	每歲播種所產、田疇所出、當什輸其一、  
DEU.14.23	爾穀與酒與油、什輸其一、及牛羊之首生者、皆必食於爾上帝耶和華前、在其所選寄名之處、以習恆畏爾上帝耶和華、  
DEU.14.24	爾上帝耶和華錫爾嘏時、如其所選寄名之處、離爾甚遠、不能攜之至彼、  
DEU.14.25	則必易之以金、包而執之、往爾上帝耶和華所選之處、  
DEU.14.26	以金市物、牛羊、清酒、醇醪、隨心所欲、食於爾上帝耶和華前、與爾眷屬同樂、  
DEU.14.27	居於爾邑之
DEU.14.28	每三年中、必以是年所產、什輸其一、貯於爾邑、  
DEU.14.29	使無分無業之
DEU.15.1	每屆七年、當有豁免、  
DEU.15.2	其例如左、耶和華之豁免、既經布告、凡借貸於鄰者、必豁免之、不索其償、  
DEU.15.3	如外人可索之、惟屬己之物、貸於兄弟者、則當豁免、  
DEU.15.4+DEU.15.5	爾若聽爾上帝耶和華之命、守我今日所諭爾之誡、則爾中必無貧乏者、蓋爾上帝耶和華、必在所賜為業之地、錫嘏於爾、  
DEU.15.6	爾上帝耶和華必踐其言、錫嘏於爾、爾則貸金於列邦、不貸列邦之金、可轄列邦、不受列邦之轄、○  
DEU.15.7	爾上帝耶和華賜爾之地、無論何邑、有窮乏之昆弟、毋頑爾心、握手而不之濟、  
DEU.15.8	必啟爾手、貸之以補其缺、  
DEU.15.9	慎勿惡念是懷、謂七年豁免之期伊邇、遂睥睨貧乏之昆弟、而弗之給、致彼籲耶和華、罪歸於爾、  
DEU.15.10	爾必給之、給時心不憂鬱、為此之故、爾上帝耶和華、必於凡爾所行、及手所為、錫嘏於爾、  
DEU.15.11	其地不無貧人、故我命爾、必啟爾手、以濟境內窮乏之昆弟、○  
DEU.15.12	如爾昆弟
DEU.15.13	既釋之、毋使徒手而去、  
DEU.15.14	必由羊羣、禾場、酒醡、取而予之、依爾上帝耶和華錫嘏於爾者、從優給之、  
DEU.15.15	當憶爾昔在
DEU.15.16	僕若愛爾及爾家、以與爾同居為善、謂爾、不願離爾而去、  
DEU.15.17	則當取錐貫耳於門、俾其永為爾僕、待婢亦然、  
DEU.15.18	彼事爾六年、較之傭人、其值維倍、故釋之時、勿以為難、爾上帝耶和華、必於凡爾所為、錫嘏於爾、○  
DEU.15.19	牛羊首生之牡者、當區別為聖、獻於爾上帝耶和華、首生之牛、毋令其耕、首生之羊、毋剪其毛、  
DEU.15.20	爾與眷屬、每歲於爾上帝耶和華所選之處食之、  
DEU.15.21	如有殘缺、或跛或瞽、無論何疵、不可以祭爾上帝耶和華、可於爾邑食之、潔與不潔之人、俱可食之、如食獐鹿、  
DEU.15.22	惟毋食其血、必傾於地、有如傾水、  
DEU.16.1	屆亞筆月、必為爾上帝耶和華守逾越節、因於是月之夜、爾上帝耶和華導爾出
DEU.16.2	必在耶和華所選寄名之處、獻牛羊於爾上帝耶和華、以為逾越之祭、  
DEU.16.3	毋食有酵之餅、七日之內、必食無酵餅、即困苦餅、以爾昔出
DEU.16.4	七日間、爾四境毋存酵、首日薄暮、所獻祭肉、毋留於明晨、  
DEU.16.5	勿於爾上帝耶和華所賜諸邑、獻逾越之祭、  
DEU.16.6	惟獻於爾上帝耶和華所選寄名之處、在薄暮日入時、即爾出
DEU.16.7	在爾上帝耶和華所選之處、烹而食之、明晨歸於己幕、  
DEU.16.8	六日間、必食無酵餅、越至七日、必有肅會、以事爾上帝耶和華、是日不可操作、○  
DEU.16.9	當核七七日、自刈麥之首日始、  
DEU.16.10	守七七節、以事爾上帝耶和華、依爾上帝耶和華所錫之嘏、以樂獻祭奉之、  
DEU.16.11	爾與子女僕婢、暨居爾中之
DEU.16.12	爾當追憶、昔在
DEU.16.13	禾場酒醡所出、爾既斂藏、當守構廬節七日、  
DEU.16.14	節期之間、爾與子女僕婢、暨居爾邑之
DEU.16.15	七日必守節於爾上帝耶和華前、在其所選之處、蓋爾上帝耶和華、於爾物產、及凡所為、錫嘏於爾、必當喜樂不勝、  
DEU.16.16	除酵節、七七節、構廬節、爾之丁男、每歲三覲爾上帝耶和華、於其所選之處、毋徒手而至、  
DEU.16.17	各依爾上帝耶和華所錫之嘏、隨力以獻、○  
DEU.16.18	於爾上帝耶和華所賜之邑、按各支派、設立士師、有司、秉公鞫民、  
DEU.16.19	毋反其正、毋偏視人、毋受賄賂、蓋賄賂使明者目盲、義者詞屈、  
DEU.16.20	必循至公、則可生存、得爾上帝耶和華所錫之土、  
DEU.16.21	為爾上帝耶和華築壇、毋樹木偶於側、  
DEU.16.22	毋立柱像、乃爾上帝耶和華所惡者也、  
DEU.17.1	牛羊如有殘缺、或有惡疾、勿獻於爾上帝耶和華、蓋此為爾上帝耶和華所惡也、○  
DEU.17.2	在爾上帝耶和華所賜之邑、爾中如有男女、作惡於爾上帝耶和華前、違背其約、  
DEU.17.3	往事他神、而崇拜之、或日月、或天象、非我所命者、  
DEU.17.4	或以告爾、爾既聞之、則必詳察、如得其情、果於
DEU.17.5	必攜行惡之男女、至於邑門、以石擊之致死、  
DEU.17.6	當殺之人、必有二三人為證、則可殺、證人惟一、則不可、  
DEU.17.7	證者先加手擊之、眾後擊之、以除爾中之惡、○  
DEU.17.8	如爾邑中有訟事、為流血、為爭競、為鬥毆、爾所難鞫者、則當詣爾上帝耶和華所選之處、  
DEU.17.9	見
DEU.17.10	在耶和華所選之處、凡其所示所教者、爾當遵行、  
DEU.17.11	彼所教之法律、所示之判斷、所諭之語言、爾必遵行、毋偏於左、毋偏於右、  
DEU.17.12	有人擅行、不從立於爾上帝耶和華前服役之祭司、或不從士師、其人必死、除惡於
DEU.17.13	民眾聞此必懼、不復擅行、○  
DEU.17.14	既至爾上帝耶和華所錫之地、據而居之、意謂必立王以治我、如四周之國然、  
DEU.17.15	則必以爾上帝耶和華所選者、立之為王、必爾同儕方可、外族之人不可治爾、  
DEU.17.16	王勿增馬、勿使民返
DEU.17.17	毋多置妃嬪、恐致心偏、毋廣積金銀、  
DEU.17.18	既登國位、當從
DEU.17.19	置於其側、畢生誦之、以習寅畏其上帝耶和華、遵守法律之言、及厥典章、  
DEU.17.20	免其對於昆弟、中心驕矜、違此誡命、偏於左右、則可延年於國、在
DEU.18.2	彼在昆弟中無業、耶和華為其業、如其所諭、  
DEU.18.3	民獻祭、或牛或羊、祭司所當得者、前腿兩頰與胃、  
DEU.18.4	初熟之穀、及酒與油、首剪之羊毛、亦必給之、  
DEU.18.5	蓋爾上帝耶和華於爾諸支派中、選彼及其子孫、藉耶和華之名、侍立服役、歷世靡暨、○  
DEU.18.6	如有
DEU.18.7	則亦可藉其上帝耶和華之名、以供役事、如其昆弟立於耶和華前之
DEU.18.8	分其所得之食、而己鬻祖業所得之金不與焉、○  
DEU.18.9	既至爾上帝耶和華所賜之地、勿效其民所為可惡之事、  
DEU.18.10	凡使子女經火者、卜筮者、觀兆者、用法術者、行邪術者、  
DEU.18.11	持咒者、交鬼者、為覡者、招魂者、勿留之於爾中、  
DEU.18.12	凡行此者、皆為耶和華所惡、諸族行此可惡之事、故爾上帝耶和華逐之於爾前、  
DEU.18.13	爾於爾上帝耶和華、當為純全之人、  
DEU.18.14	爾所將逐之族、聽從觀兆者、卜筮者、惟爾上帝耶和華、不容爾行是、  
DEU.18.15	爾上帝耶和華將於爾昆弟中、為爾挺生先知若我、爾宜聽之、  
DEU.18.16	昔在
DEU.18.17	時、耶和華諭我曰、彼所言者善也、  
DEU.18.18	我將於其昆弟中、為彼挺生先知如爾、以我言授於其口、使以我命悉告於眾、  
DEU.18.19	彼藉我名所傳之言、凡不聽從者、我必討之、  
DEU.18.20	如有先知擅藉我名、言我所未諭者、或藉他神之名而言、必致之死、  
DEU.18.21	如爾意謂、耶和華所未諭之言、何以知之、  
DEU.18.22	凡先知藉耶和華之名而言、事有不成不驗、則非耶和華之言、乃先知自擅而言耳、爾勿畏之、  
DEU.19.1	爾上帝耶和華既滅諸族、以地錫爾、使爾繼之、居於其邑、其室、  
DEU.19.2	則當於爾上帝耶和華所賜為業之地、區別三邑、  
DEU.19.3	以其所賜之地、分為三區、修築道途、俾誤殺人者可遁於彼、  
DEU.19.4	誤殺人者遁於彼而得生、有定例焉、素無仇怨、而誤殺人、  
DEU.19.5	如人結侶入林伐木、斫時斧脫於柯、中侶致死、其人必遁於斯邑而得生、  
DEU.19.6	免報復者、心急追之、以路遙遠、及而殺之、然彼與見殺者、素無仇怨、罪不應死、  
DEU.19.7	故我諭爾區別三邑、  
DEU.19.8+DEU.19.9	我今所諭之命、爾果謹守、愛爾上帝耶和華、恆行其道、蒙爾上帝耶和華踐其所誓爾祖之言、恢廓爾境、以所許賜爾祖之地錫爾、則必於三邑之外、別設三邑、  
DEU.19.10	免無辜之血、流於爾上帝耶和華所賜為業之地、流血之罪歸爾、  
DEU.19.11	如人憾其鄰里、伏而擊之致死、逃於斯邑之一、  
DEU.19.12	其邑之長老、必遣人執之、付於報復者之手、而致之死、  
DEU.19.13	爾勿惜之、必除無辜之血於
DEU.19.14	爾於爾上帝耶和華所賜之地、既得為業、則鄰里之界址、前人所定者、毋得遷移、○  
DEU.19.15	人有所犯、無論何罪、證者惟一、毋聽之、必憑二三證者之言、以定其讞、  
DEU.19.16	如有妄證、起而罪人、  
DEU.19.17	訟者二人當就耶和華、立於當時之祭司士師前、  
DEU.19.18	士師詳察、其證果偽、欲害昆弟、  
DEU.19.19	則必以其所欲加諸昆弟者、加乎其身、以除惡於爾中、  
DEU.19.20	他人聞之必懼、不復行此惡事、  
DEU.19.21	爾毋惜之、必以命償命、目償目、齒償齒、手償手、足償足、  
DEU.20.1	爾出與敵戰、見車馬人民、較爾尤眾、毋畏之、蓋爾上帝耶和華、導爾出
DEU.20.2	臨陳時、祭司當至民前、  
DEU.20.3	告之曰、
DEU.20.4	蓋爾上帝耶和華與爾偕往、攻敵拯爾、  
DEU.20.5	族長當告民曰、築室未賀者可歸、免亡於陳、而他人賀之、  
DEU.20.6	植葡萄園、未食其果者可歸、免亡於陳、而他人食之、  
DEU.20.7	聘妻未娶者可歸、免亡於陳、而他人娶之、  
DEU.20.8	族長又當告民曰、畏葸心怯者可歸、免使同儕亦喪膽、  
DEU.20.9	族長言竟、當立軍長以率眾、○  
DEU.20.10	爾臨城攻之、先告以和、  
DEU.20.11	如以和應、自啟邑門、則邑民必納貢而事爾、  
DEU.20.12	如不欲和而欲戰、則必環而攻之、  
DEU.20.13	迨爾上帝耶和華以邑付爾、必刃擊其丁男、  
DEU.20.14	惟其婦女、孩提牲畜、與邑中所有之貨財、爾可取之、爾上帝耶和華所賜敵人之物、爾可享之、  
DEU.20.15	離爾甚遠之邑、不屬斯族者、必如是待之、  
DEU.20.16	惟此諸族之邑、爾上帝耶和華賜爾為業、凡有氣息者、勿留其一、  
DEU.20.17	人、
DEU.20.18	免彼教爾、效其行於諸神可惡之事、致獲罪於爾上帝耶和華、○  
DEU.20.19	爾欲取城、環攻日久、毋以斧斫樹、其果可食、故勿伐之、田間之樹、豈人也耶、而可攻乎、  
DEU.20.20	惟爾所知非結果之樹、則可伐之、以為營壘、迨至敵城破降之日、  
DEU.21.1	在爾上帝耶和華所錫為業之地、若見有被殺者、臥於田間、不知誰殺、  
