MAT.1.1	Kabuttuanna Yesus Kristus peampoanna tomaraya Daud, peampoanna Abraham, susi inde laoannae:
LUK.7.36	Dengan mesa to Farisi disanga Simon, untambai Puang Yesus lako banuanna ummande. Saemi Puang Yesus dio banuanna anna ma'loko ummande. 
LUK.7.37	Dio inde kotae, dengan mesa baine, to kaissanan kumua to kasalaan. Narangnginna kumua marassan ummande Puang Yesus dio banuanna inde to Farisie, laomi napellambi'i umbaa mesa buli-buli batu kaissi minna'-minna'. 
LUK.7.38	Lu lakomi boko'na Puang Yesus anna ke'de' dio sa'de lentekna napasiolaan tumangi' napolalan bossik lentekna Puang Yesus napobua' wai matanna. Napassimi beluakna anna udungngi anna mane bolloii minna'-minna'. 
LUK.7.39	Tappana naita inde to Farisi to untambai Puang Yesus-e, nakuamo illalan penawanna: “Ianna nabi tongan tee, la ummissanan inde baine urrumbuie anna la naissanan toi kumua to kasalaan.”
LUK.7.40	Ma'kadami Puang Yesus lako nakua: “O Simon, dengan la kukutanaiangko.”
LUK.7.40	Natimba' Simon nakua: “Akamo la mukutanaianna', tuangguru?”
LUK.7.41	Nakuamo Puang Yesus: “Dengan dua tau ma'indan lako mesa to siumpa'peindanan doi'na. Mesa ma'indan lima ratu' pera', mesa lima pulo pera'.
LUK.7.42	Sapo bassi tae' nabela nabaya' napolalan napa'dean babangmo indanna to nangei ma'indan. Umbannamo randan la ungkamasei to ma'peindan?”
LUK.7.43	Natimba' Simon nakua: “Umbai inde to randan buda indannae.”
LUK.7.43	Nakuamo Puang Yesus: “Narua petimba'mu.”
LUK.7.44	Unnenne'imi inde bainee napasiolaan ma'kada lako Simon nakua: “Muitaka inde bainee? Saenakkao inde banuammu, tae'na' mupatokaan wai la kupembase. Sapo inde bainee wai matannamo nabaseian lentekku anna mane passii beluakna. 
LUK.7.45	Tae'nakkao dengan muudung angku mane sae, sapo inde bainee saena inde banuammu ta'mo dengan urrappanan lentekku naudung.
LUK.7.46	Tae'nakkao dengan muminnakkian ulungku, sapo inde ia bainee lentekku nabolloi minna'-minna'. 
LUK.7.47	Dadi kutulasangko sitonganna, buda pa'kamase napogau' inde bainee, iamo umpakawananni kumua budami kasalaanna digarri'i. Ianna titti' kasalaanna tau digarri'i, titti' duka' pa'kamase napogau'.”
LUK.7.48	Anna mane ma'kada lako inde bainee nakua: “Digarri'iammoko kasalaammu.”
LUK.7.49	Sipantula'-tula'mi to nasolaan ummande Puang Yesus nakua: “Benna tappa'ra inde taue anna mala ia unggarri'i kasalaan.”
LUK.7.50	Sapo ma'kada Puang Yesus lako inde bainee nakua: “Dipasalama'moko ura'na kapangngoreanammu. Laomoko anna la tontongko siayun kamasakkean.”
LUK.8.1	Tae' masae mangkanna, mengkalaomi Puang Yesus sola sapulo dua passikolana ullelean tondok umpalanda' Kareba Kadoresan diona kaparentaanna Puang Allata'alla. 
LUK.8.2	Dengan duka' pira-pira baine nasolaan, iamo to mangka narambaian setang illalan mai kalena anna to mangka napomalapu' dio mai ma'rupa-rupa saki, susinna: Maria sidisangai duka' Magdalena to mangka narambaian pitu setang illalan mai kalena, 
LUK.8.3	Yohana bainena to ummato' pengkarangan illalan banuanna Herodes disanga Khuza, Susana, anna budapa baine senga' nasolaan. Inde mai bainee ewananna napake umpamoloi Puang Yesus sola angganna passikolana.
LUK.8.4	Buda liumi tau sae dio mai tondok-ma'tondok umpellambi'i Puang Yesus. Mantula'mi Puang Yesus ummoyong mesa tandengan, nakua: 
LUK.8.5	“Dengan mesa tau lao mangngambo'. Inde banne naambo'e, dengan tappa lako lalan lambisan naressakki tau anna naande dassi sapuranna. 
LUK.8.6	Dengan tappa lako litak mabatu. Tuomi, sapo tae' masae anna malayumo annu marekko' litakna. 
LUK.8.7	Dengan tappa lako to' kurra ma'duri. Tuomi sola inde to' durie sapo tae' masae tuo annu tuttuan marumbo to' duri ungkabu'i. 
LUK.8.8	Dengan toi duka' tappa lako litak malunak. Marumbomi tuona napolalan kembua tiluppi' pessaratu'.”
LUK.8.8	Mangkai natetteran, nakuamo Puang Yesus: “Kenamala mupatananni manappa talinga inde tula'kua'e.”
LUK.8.9	Mekutanami passikolana nakua: “Aka kalembasanna inde tandenganne?”
LUK.8.10	Natimba' Puang Yesus nakua: “Iko mandia' dipabeai ummissanan tula' dibuni diona kaparentaanna Puang Allata'alla. Sapo ditula' tandengan lako tau senga' anna malara:
LUK.8.10	‘naita sapo tae' natamai akkalanna,
LUK.8.10	narangngi sapo tae' napekalembasan.’
LUK.8.11	Susi inde kalembasanna tandengan angngena'e: Banne, iamo battakadanna Puang Allata'alla. 
LUK.8.12	Banne tappa lako lalan, sirapan to urrangngi battakadanna Puang Allata'alla sapo narappai siami ponggawana setang illalan mai penawanna anna malara tae' mangngorean anna tae' dipasalama'. 
LUK.8.13	Banne tappa lako litak mabatu, sirapan to urrangngi battakadanna Puang Allata'alla anna tappa natarima sitonda kadoresan, sapo tae' kenwaka' illalan penawanna. Tae' masae mangngorean, ianna nalambi'mo passudian memboko'mi. 
LUK.8.14	Banne tappa lako to' kurra ma'duri, sirapan to urrangngi battakadanna Puang Allata'alla sapo malallan umpikki' katuoanna illalan lino anna anggamo ewanan anna kamasannangan illalan lino napasalui penawa napolalan tae' kembua mapia. 
LUK.8.15	Banne tappa lako litak malunak, sirapan to mapia penawa anna to malolo urrangngi battakadanna Puang Allata'alla anna paillalan penawai, tontong matutu napolalan kembua mapia.”
LUK.8.16	“Tae' dengan tau umpau' ballo anna mane samboii baka battu' napadiong wi' mammasan. Sapo napayao innang angngenanna anna malara naita pangngarrangna to tama banua. 
LUK.8.17	Tae' dengan tibuninna tae' la dipakawanan anna angganna dipomatimminna la dipa'peissanan anna dipa'peassakan. 
LUK.8.18	Iamo too, pengkalesoi manappaia' umba mukua umperangngii battakadanna Puang Allata'alla. Annu benna-benna umpaillan penawai la dirangngannian pole kapaissanan, sapo benna-benna tae' umpaillan penawai la dialai pissan kapaissanan nasanga dengammo illalan kalena.”
LUK.8.19	Saemi indona sola sirondongna Puang Yesus la umpellambi'i, sapo tae' naissan silambi' annu nalawai tau buda. 
LUK.8.20	Natulasammi tau nakua: “O Tuangguru, illalan salian indomu sola sirondongmu umpeangko.”
LUK.8.21	Sapo natimba' Puang Yesus nakua: “Benna-benna umperangngii battakadanna Puang Allata'alla anna pogau'i illalan salu katuoanna, iamo indoku anna sirondongku.”
LUK.8.22	Pissan attu langngammi lopi Puang Yesus sola passikolana. Nakuamo lako passikolana: “La lu liangkia' biring tasik tandai lian.” Mengkalao siami. 
LUK.8.23	Marassanni menono' lopinna, mamma'mi Puang Yesus. Tokke'mi sae talimpuru' kamai illalan inde tasikke lambisan natamai wai lopinna, napolalan titti' tallan. 
LUK.8.24	Untundammi Puang Yesus passikola nakua: “O Tuangguru, o Tuangguru, la tallammikia'!”
LUK.8.24	Millikmi Puang Yesus anna ussadangngi talimpuru' sola bombang, tappa monda siami napolalan mattan duka' tasik. 
LUK.8.25	Ma'kadami Puang Yesus lako passikolana nakua: “Maakari anna pa'demo kapangngoreanammua' lako kaleku?”
LUK.8.25	Marea' asammi passikolana anna mangnga-mangnga napolalan sipantula'-tula' nakua: “Benna tappa'ra inde taue anna sae lako talimpuru' sola wai mala naparenta?”
LUK.8.26	Tarru'mi lopinna Puang Yesus sola passikolana, napolalan sore sambali' Gerasa, lianna Galilea. 
LUK.8.27	Saei langngan gantanan Puang Yesus, tappa natammuimi mesa muane to natamai setang, to lu dio mai inde tondokke. Inde taue masaemi tae' naaku ma'pake anna tae' naaku torro illalan banua sapo torro lakomi liang. 
LUK.8.28	Tappana ummita Puang Yesus, mealo' siami anna malimuntu' dio tingngayona, napasiolaan ma'kada nakua: “O Yesus, Anakna Puang Allata'alla to randan matande, aka la mupogau' lako kaleku? Kupelau matin kenamala tae'na' la mudarra.” 
LUK.8.29	Ia nangei ma'kada susi annu ussuami setang Puang Yesus mallai illalan mai kalena. Inde setangnge sinagantan kendek illalan kalena inde taue napolalan sinapungomi rante bassi tau la naola undagaii sapo sinakattu-kattu liu anna mane bawaii setang lako padang alla'.
LUK.8.30	Mekutanami Puang Yesus lako nakua: “Aka sangammu?”
LUK.8.30	Natimba' nakua: “Disangana' Legion,”
LUK.8.31	Mengkarumase-masemi lako Puang Yesus melau, kenamala tae' nasua rokko garotin mandalan.
LUK.8.32	Dio sikadappi' inde angngenanne, buda bai marassan menduruk lako pili' tanete. Napelaumi lako Puang Yesus kenamala napabeai untamai inde lako baie. Naporanammi Puang Yesus pelaunna. 
LUK.8.33	Suun siami illalan mai kalena inde taue anna untamai bai marassan menduruk. Sikakondong siami inde baie anna untibe kalena rokko palimping tappa dio tasik napolalan bonno' asan.
LUK.8.34	Naitanna to undagai bai kadadian iatoo, tappa le'ba siami sikakondong umpa'paissananni lako to ma'tondok anna lako to ma'leanan. 
LUK.8.35	Sale'bammi tau lao umpetua'i. Ullambi'i Puang Yesus, ummitami inde to mangka natamai setangnge ummokko' dio sa'de lentekna Puang Yesus anna ma'pakemo pole' annu malinomi, napolalan marea' asan. 
LUK.8.36	Natetterammi to melolo ummitai lako inde mai taue umba nakua dipomalapu' inde to natamai setangnge. 
LUK.8.37	Napelaumi lako Puang Yesus to dio lembangna Gerasa kenamala untampe inde tondokke annu marea' asan tau dio. Langngammi lopi Puang Yesus anna ma'pasule.
LUK.8.38	Napelaumi duka' inde to mallaimo setang illalan mai kalenae kenamala napabeai ummula' Puang Yesus. Sapo nasua le'ba Puang Yesus, nakua: 
LUK.8.39	“Sulemoko ammu tetteranni lako tau angga mangkanna napogau' Puang Allata'alla lako kalemu.” Le'bami duka' inde taue anna lao ullelean angngenan illalan tondok umpalanda' angga mangkanna napogau' Puang Yesus lako kalena.
LUK.8.40	Sulei Puang Yesus sambali' mai Gerasa, budami tau untammuii annu innang naampaimi. 
LUK.8.41	Saemi duka' mesa perepi' illalan banua pa'sambayanganna to Yahudi dio tondok iatoo, disanga Yairus. Malimuntu'mi dio tingngayona Puang Yesus anna mengkarumase-mase melau kenamala lao siapa lako banuanna, 
LUK.8.42	annu masanta' anakna, baine umbai la sapulo duamo taunna, anak mesa polepi.
LUK.8.42	Ummolai lalan Puang Yesus lako banuanna Yairus, nasisippi'imi tau buda unturu'i. 
LUK.8.43	Illalan alla'-alla'na inde tau budae dengan mesa baine sapulo duami taunna ussa'dingan saki baine, anna tae' dengan tau mala umpomalapu'i. 
LUK.8.44	Umpengkadappi'imi Puang Yesus lu dio mai boko'na anna rumbui tampak bayu rui'na, tappa monda siami sakinna. 
LUK.8.45	Ma'kadami Puang Yesus nakua: “Bennakoa' urrumbuna'?”
LUK.8.45	Sapo tae' dengan tau mangngaku. Nakuamo Petrus: “O tuangguru, buda tau ungkarompo'ko anna nasisippi'iko.”
LUK.8.46	Sapo nakua Puang Yesus: “Dengan tau urrumbuna' annu kusa'ding dengan kamatoroan mallai illalan mai kaleku.”
LUK.8.47	Tappana naissanan inde baine kumua naissanarria Puang Yesus panggauannae sae siami lumalla'-malla' malimuntu' dio tingngayona Puang Yesus, anna tula'i narangngi tau buda lalanna nangei urrumbui anna natula' toi duka' kumua tappa malapu'.
LUK.8.48	Ma'kadami Puang Yesus lako inde bainee nakua: “O anakku, malapu'moko annu muoreanna'. Laomoko, anna la tontongko siayun kamasakkean.”
LUK.8.49	Marassampi mantula' Puang Yesus anna saemo to untambai Yairus dio mai banuanna nakua: “Bonno'mi anakmu, daumo ussussai Tuangguru.”
LUK.8.50	Sapo narangngi Puang Yesus tula'na, napolalan ma'kada lako Yairus nakua: “Dau marea', tontongko mangngorean anna tuo anakmu.”
LUK.8.51	Saei lako banuanna Yairus, ta'mo untangga' tau Puang Yesus tarru' tama banua ussolannii anggami Petrus, Yohanes, Yakobus, anna ambena sola indona inde anakke. 
LUK.8.52	Tumangi' asammi tau umbatingngi inde anakke. Sapo ma'kada Puang Yesus nakua: “Daua' tumangi', annu inde anakke tae' bonno' sapo mamma'.”
LUK.8.53	Napetawai asammi tau annu naissanan kumua bonno'mi. 
LUK.8.54	Sapo ummanda'i limanna inde anak Puang Yesus-e anna ma'kada nakua: “O anakku, millikko!”
LUK.8.55	Menawa siami sule anna membangun ke'de'. Ussuami tau Puang Yesus umbenganni nande.
LUK.8.56	Mangnga-mangngami to matuanna, sapo napakari'di' Puang Yesus kumua tae' la natula' lako tau inde kara-kara napadadie.
LUK.9.1	Pissan attu, untambaimi iato sapulo dua passikolana Puang Yesus-o anna benganni kamatoroan sola kakuasaan untondon angganna setang anna umpomalapu' ma'rupa-rupa saki. 
LUK.9.2	Anna mane suai lao umpalanda' kareba diona kaparentaanna Puang Allata'alla anna la umpomalapu' to masaki. 
LUK.9.3	Napakari'di'mi nakua: “Tae' dengan aka la mubaa illalan kapenonosammua'. Tae'koa' la umbaa tekken, bakku', kinallo, doi', anna bayu pessondaan. 
LUK.9.4	Ianna dengan tau umpalangngangkoa' banuanna dio mesa tondok, dio liumokoa' too sae lako nalambi' attunna umpelleikoa' tondok iatoo. 
LUK.9.5	Ianna tae' dengan tau illalan mesa tondok ma'din untarimakoa', pelleia' itin tondoknao ammu tambakkia' soyokna dio mai lentekmu annu la mendadi tanda lako tondok iatoo.”
LUK.9.6	Mengkalaomi inde sapulo dua passikolae, lao ullelean tondok umpalanda' Kareba Kadoresan napasiolaan umpomalapu' to masaki lako angganna angngenan.
LUK.9.7	Napelelemi duka' Herodes, tomaraya dio lembangna Galilea diona pengkaranganna Puang Yesus, napolalan pusa' penawanna annu dengan tau kumua tuo sule Yohanes to simantedok. 
LUK.9.8	Dengan duka' tau kumua nabi Elia kendek sule. Dengan toi tau kumua mesa nabi yolona tuo sule. 
LUK.9.9	Sapo nakua Herodes: “Mangkami kulempo'i ulunna Yohanes to simantedok. Dadi benna tappa'mo inde taue, to sidipelele umpogau' inde mai kara-karae?” Umpeangmi lalan la silambi' Puang Yesus.
LUK.9.10	Sulei inde mai rasulna Puang Yesus-e, natetteranammi angga mangkanna nakarang. Mangkaii, nabawaimi Puang Yesus ussarakki kalena lako mesa kota disanga Betsaida. 
LUK.9.11	Sapo naissanan tau kamban napolalan lao naula'. Napabeaimi Puang Yesus anna tetterananni kaparentaanna Puang Allata'alla anna umpomalapu' to masaki.
LUK.9.12	La lendu'i allo, saemi passikolana umpellambi'i Puang Yesus anna kuanni: “Umbai mapia ke musuai inde lako taue anna lao umpeang nande sola angngenan nangei ma'bongi lako tondok battu lako leanan annu indekia' padang alla'.”
LUK.9.13	Sapo natimba' Puang Yesus nakua: “Ikoa' la umpandei.”
LUK.9.13	Nakuamo passikolana: “Angga limangkalebu roti anna dua be'dok kiampui. Anggami ke laokan ummalli nande kingei la mala umpande inde lako taue.” 
LUK.9.14	Inde tau budae, anggapi muane anna umbai lima sa'bumo.
LUK.9.14	Nakuamo Puang Yesus lako passikolana: “Suai itin lako tauo anna pantan ma'loko umbai silima pulo salaoan.” 
LUK.9.15	Napalako tongammi passikola napolalan pantan ma'lokomo tau buda. 
LUK.9.16	Ummalami inde lima roti anna dua be'dok Puang Yesus-e, anna mentungngu langngan langi' ma'sambayang. Mangkai, umpiak-piakmi roti anna benganni lako passikolana natawa lako tau buda. 
LUK.9.17	Ummande asammi tau sadea'na. Mangkai ummande, narempummi passikola ra'dakna sapulo duapi baka.
LUK.9.18	Pissan attu ma'sambayang Puang Yesus mesai. Mangkai ma'sambayang mekutanami lako passikolana nakua: “Situru' tula'na tau, bennarakkao ade'?”
LUK.9.19	Natimba' passikolana nakua: “Dengan tau ungkuai Yohanes to simantedok, dengan duka' ungkuai nabi Elia, dengan toi tau ungkuai mesa nabi yolona tuo sule.”
LUK.9.20	Mekutana pole Puang Yesus nakua: “Anna ikoa'i, benna musangaianna'?”
LUK.9.20	Natimba' Petrus nakua: “Ikomo To nabassei bayu-bayu Puang Allata'alla la ma'pasalama'.”
LUK.9.21	Umpakari'di'mi passikolana nakua: “Daua' lao untula'i lako tau senga'.”
LUK.9.22	Nakuamo lako passikolana: “Innang la ussa'dingan buda kamaparrisan Anak Mentolino anna la natumpu pala' perepi'na to Yahudi, kapala imam, anna to untarru' issinna sura'na Musa lambisan dipatei. Sapo katallungngallona la tuo sule.”
LUK.9.23	Mangkai too, nakuamo lako tau buda: “Benna-benna morai unturu'na', la untampean pa'kua penawanna, allo-allona la umpassan kayu pantokesanna, anna matutu unturu'na'.
LUK.9.24	Annu benna-benna umpa'kadua-duai katuoan illalan lino, la ungkasayu'i katuoan sae lako-lakona. Sapo benna-benna nadotaan mate annu naturu'na', la ullolongan katuoan sae lako-lakona. 
LUK.9.25	Tae' dengan gunana moi la ummampui tau angganna issinna lino ke la sanggangri sunga'ta. 
LUK.9.26	Benna-benna umpa'kasirisanna' sola umpa'kasirisan battakadangku, la napa'kasirisan duka' Anak Mentolino, ke saemi sitonda kamatandeanna anna kamatandeanna Ambena sola kamatandeanna angganna malaeka' masero. 
LUK.9.27	Kupokadangkoa' sitonganna, dengangkoa' to dio reen temo tae' la bonno' ke ta'pa ummita Puang Allata'alla ma'parenta.”
LUK.9.28	Umbai karuai allona mangkanna untula' pepatudu iatoo, umbawaimi Petrus, Yohanes anna Yakobus Puang Yesus langngan tanete lao ma'sambayang. 
LUK.9.29	Marassanni ma'sambayang, lumalimmi rupanna Puang Yesus anna mabussang pakeanna pakkillo'-killo'. 
LUK.9.30	Tapakala tokke'mo lemba' dua tau nasipantulasan, iamo Musa anna nabi Elia. 
LUK.9.31	Inde to duae, bassi pangngarrang diita anna untula' kamateanna Puang Yesus la dadi dio Yerusalem.
LUK.9.32	Attu iatoo, mamma' Petrus sola solana. Millikki, ummitami Puang Yesus pangngarrang sola inde to duae ke'de' dio sa'dena. 
LUK.9.33	La mengkalaoi inde to duae, nakuamo Petrus lako Puang Yesus: “O Tuangguru, ta'mo dengan la nasusian masannangki inde rokko angngenanne. Mapia ke kipake'de'i tallu lantang angki pasandaikoa' simesa: Iko, Musa, anna Elia.” Sapo tokke'mi samantula'na Petrus annu mangnga-mangnga napolalan tae' umpekalembasan inde tula'nae.
LUK.9.34	Marassampi mantula' anna saemo gaun ungkabu'i napolalan marea' inde passikolanae. 
LUK.9.35	Urrangngimi kamara illalan mai gaun nakua: “Iamo te Anakku to kupilee, perangngia'i.” 
LUK.9.36	Pa'dei inde kamarae, angga mandami Puang Yesus naita passikolana. Inde kara-kara naitae tae' tappa napokada passikola sapo masaepi mangkanna anna mane tula'i lako tau senga'.
LUK.9.37	Makale'na ma'pasulemi Puang Yesus yao mai tanete sola inde tallu passikolanae. Ma'silullu' omi tau buda sae umpellambi'i. 
LUK.9.38	Dengammi mesa tau mealo' illalan mai alla'-alla'na tau buda nakua: “O Tuangguru, petuasan siapa' anakku, annu anggami te anakkue. 
LUK.9.39	Sibassa' natamai setang napolalan simealo'-alo' anna lumalla' lambisan pambura-bura elo'na. Inde setangnge undarra liu anakku, kamala ta'mo naaku mallai illalan mai kalena. 
LUK.9.40	Mangkamo' mengkarumase-mase lako passikolamu kenamala narambai lao sapo' tae' nabela.”
LUK.9.41	Ma'kadami Puang Yesus nakua: “O anggammua' rupa tau temo, to tamangngorean tongangkoa' anna to pusa. Umbapi la pada masaena la kungei torro illalan alla'-alla'mua'? Anna umba polepi la susi kasa'barasangku lako kalemua'? Solanni mai itin anakmuo.” 
LUK.9.42	Inde anna menono'mo lao umpellambi'i Puang Yesus-e, napessambakan siami setang rokko litak anna lumalla'. Sapo nasadangngi Puang Yesus anna suai mallai illalan mai kalena inde anakke, napolalan malapu'. Napasulemi lako ambena. 
LUK.9.43	Mangnga-mangnga asammi tau buda ummita kakuasaanna Puang Allata'alla tadisirantean.
LUK.9.43	Mangnga-mangngapi tau buda ummita kara-kara napogau' Puang Yesus, nakuamo lako passikolana: 
LUK.9.44	“Perangngi manappai ammu paillaan tambukkia' inde tula'kue: Anak Mentolino la disorong rokko lisu pala'na ma'rupa tau.” 
LUK.9.45	Sapo tae' napekalembasan passikolana inde tula'nae annu ta'pa dipokadanni kalembasanna indana issananni. Sapo malaya' duka' passikolana umpekutananni lako.
LUK.9.46	Pissan attu kendek kasipekkaan illalan alla'-alla'na passikolana Puang Yesus kumua bennanna randan la matande. 
LUK.9.47	Sapo naissanan Puang Yesus pikki'na napolalan ummala mesa anak anna pake'de'i dio sa'dena. 
LUK.9.48	Nakuamo lako passikolana: “Benna-benna untarima inde anak ura'na kapangngoreananna lako kalekue, sirapammi Kao natarima. Anna benna-benna untarimana' tae' angga Kao natarima sapo' untarima duka' to ussuana'. Annu iamo to ussanga kalena barinni' illalan alla'-alla'mua' iamo randan ma'tandalangnganan.”
