MAT.1.1	Annayan mansùsùnufan na nginkanà an Jesu Cristu wi kanà David wi kanà ako Abraham.
LUK.24.47	Ya niyug-is ako wi masapur mitudtuchun annay chamag mipangkop ta mamfafawiyan na taku ta mapakawan na fasurcha mipakapun siya. Siyan mitudtuchuchi ta losani taku ta ailiili wi milukid asnay Jerusalem. 
LUK.24.48	Ad chiayun mangistiku ta katuttuwaan na losani nàwa. 
LUK.24.49	Ad foon pù mafayag ad ipaalì an chiayun sachi impustan Ama wi mipaali ko, wi Ispirituna. Ngim masapur ingkaw-ayud asnay ili ingkanà chumatongchin chiayu, tan siyan mannakafalin wi marpud langit.”
LUK.24.50	Sachi ad imfurog Jesus chicha ingkanad Betania. Chummatongcha ad, intay-ag Jesus na imana ad fininchisyunanà chicha. 
LUK.24.51	Ad na naminchisyunanan chicha, nipangatù siya ad langit wi tinaynanà chicha. 
LUK.24.52	Ad chinaychayawchà siya, ad nangulinchay asilaragsak ad Jerusalem. 
LUK.24.53	Ad finikati umoycha ta Templo wi manaychayaw an Apudyus.
JHN.1.1+JHN.1.2	Na chamu wi chaan pun na lufung màwaan, iningkaw na Ukud wi siyà Jesu Cristu, wi siyan mangipaila ta kina-Apudyus Apudyus. Na sachi Ukud, iniingkaw an Apudyus, ya siya ko kà Apudyus. 
JHN.1.3	Chinutukan Apudyus à siyà mangwa ta losan, ad nàwan losan mipakapun siya. 
JHN.1.4	Siyan narpuwan na fiyag na losani matattaku, ya siya kon Silaw wi manlawag ta somsomò na taku. 
JHN.1.5	Na sachi naawakan à Silaw, lawakanan pangot wi ingkawan na taku, ad na pangot, achi pu makaafak an siya.
JHN.1.6	Iningkaw na osay larai wi impaligwat Apudyus, wi nangngachan à Juan. 
JHN.1.7	Impaligwat Apudyus à mangifaka ta atakutaku mipangkop ta sachi naawakan à Silaw. Istikuwanà siya ta mamati kuman taku. 
JHN.1.8	Foon à Juan na manlawag ta somsomò na taku, ngim siyan ummali nangifaka ta mipangkop ta sachi Silaw. 
JHN.1.9	Tan awad na osay umali, wi siyan tuttuway Silaw wi manlawag ta somsomò na losani takud asnay luta.
JHN.1.10	Ngim ummali pun ad asnay lutay iningwana, foon pù illasin na taku wi siyan Cristu. 
JHN.1.11	Ad uray na kailiyana, foon pù namfiyanganchà siya. 
JHN.1.12	Ngim na losani namiyang an siya, ya namatin siya, innadchan Apudyus chichà karobfonganchay mamfalin anàna. 
JHN.1.13	Na mamfalinan na takù anà Apudyus, foon à takun mangwa, ya foon à miyisu ta sikud wi miyanaan na taku, tan Apudyus na mangwà mamfalinan na takù anàna.
JHN.1.14	Na sachi Ukud, namfalin taku ad iningkaw an chitau. Na losani imfakana, tuttuwa, ad na losani iningwana, impailanan achakuna ta taku. Innilani kon kina-Apudyusna tan siyan mismuy anà Amanay Apudyus.
JHN.1.15	Tinàchoran ako Juan à siya, wi anana, “Siya chi imfagfakà an chiayu ta nangifag-à, ‘Na misukat an saon, nangatngatu nu saon tan à siya, iniingkaw uray ta chaan-u pù miyanaan.’”
JHN.1.16	Maid miyisuwan na achakuna ta taku, tan achaachakuwan chitaù ing-ingkana. 
JHN.1.17	À Moses, siyan nangifakan chitau ta lintog Apudyus, ngim à Jesu Cristu, siyan nangipaila ta achakun Apudyus an chitau ya katuttuwaan mipangkop an siya. 
JHN.1.18	Maid pu takù nangilan Apudyus, siyan maid pu mangipakaawat ta taku mipangkop an siya. Ngim na sikud wi Anàna wi isuna, wi iniingkaw an Apudyus, siyan nangipakaawat ta taku mipangkop an Amana.
JHN.1.19	Annayan nangifag-an Juan wi Mamfufunyag ta mipangkop an Jesus. Na pangpangun na Judio ad Jerusalem, namfaunchà papachi ya uchumi tumurung an chicha à umoy mangimus an Juan nu sinù siya.
JHN.1.20	Ad à Juan, foon à insulibna, tan imfakanan katuttuwaan, “Foon à saon na Cristu wi uullayontau.”
JHN.1.21	Ad anancha ko, “Ad sinua man? Winnu sià Elias wi ananchay asin umali?”
JHN.1.21	Ngim anana ko, “Foon à saon.”
JHN.1.21	Ad anancha ko, “Winnu sian sachi profetay uullayonni?”
JHN.1.21	Ad anan ako Juan, “Foon à saon.”
JHN.1.22	Ad inimuscha asin, “Ad sinua nù? Ifakam ud nu sinua, ta awad ako ifakani ta chachi nangifaun an chiani.”
JHN.1.23	Sachi ad insongfat Juan na sachi inyug-is Isaias wi profeta ta awi, wi anana, “Saon na sachi iniingkaw ta ikaw wi maid pu foroy, wi mangip-ip-aw anani, ‘Sakanaonyun chumatngan na Apu.’”
JHN.1.24	Sachi ad, chachi imfaun na Fariseo an Juan, 
JHN.1.25	anancha, “Nu foon à sian Cristu, ya foon akò sian Elias, winnu sachi profetay uullayonni, apay mamfunyag-a nù?”
JHN.1.26	Ad summongfat à Juan wi anana, “Chanum yakan ifunyag-u, ngim awad an chiayu ta sanan osay takuy chaanyu pù akammuwon. 
JHN.1.27	Siyan misukat an saon. Nangatngatu nu saon, wi amochà à miyisun siya.”
JHN.1.28	Nàwa losan na sachi ad Betania, ta fisà na Chawwang wi Jordan wi namfunyafunyakan Juan.
JHN.1.29	Nafikat ad, innilan Juan à Jesus wi marungay, ad anana, “Ilanyu, anchiyan Pannilu wi innadchon Apudyus à mapatoy à fayad na fasur na losani takud asnay luta! 
JHN.1.30	Siyan imfakà wi misukat an saon, wi nangatngatu nu saon, tan à siya, iniingkaw ta chaan-u pù miyanaan. 
JHN.1.31	Uray saon ta chamu, foon pu kò immatunà na kinatatakuna. Ngim na sana, na pangkop-uy mamunyag ta takù chanum, ta mipaakammu an chitauy kanà Israel wi siyan imfaun Apudyus.”
JHN.1.32+JHN.1.33	Ad imfakan ako Juan, “Na chamu, tuttuway foon pù immatunà na kinatatakuna. Ngim à Apudyus wi nangifaun an saon à mamfunyag à chanum, imfakanan saon, ‘Na takuy ilam wi sum-opan na Ispiritù, siyan mangifunyag ta takù Ispiritù.’ Ad na sana, akammù à siya tan innilà na Ispiritun Apudyus, wi isù karupati wi narpud langit, wi sinum-op ingkaw an siya. 
JHN.1.34	Ad kapu ta innilà, tàchorà wi siyan tuttuway Anà Apudyus.”
JHN.1.35	Asin ako nafikat, iningkaw à Juan ya chuway disipulusna, 
JHN.1.36	ad innilanà Jesus wi lumaus, ad anana, “Anchiyan Pannilu wi innadchon Apudyus.”
JHN.1.37	Chingngor ad chachi chuway disipulus Juan na imfakana, tinun-udchà Jesus. 
JHN.1.38	Ad nantuwilì Jesus ad innilanà chichay mituntun-ud, ad anana, “Sinun anaponyu?”
JHN.1.38	Ad summongfatcha, wi anancha, “Misturu, sinun ingkawam?”
JHN.1.39	Ad anan Jesus, “Intau ta ing-ayu ilan.” Ad nifurunchan siya wi umoycha ilan na iingkawana, ad linaficha iningkaw an siya.
JHN.1.40	Na osay nitun-ud an Jesus, Andres wi sunud Simon Pedro. 
JHN.1.41	Ad inaw-awaynay ummoy nanganap an sunudnay Simon ad imfakanan siya, “Inchasannin Cristu.” (Na mining na sachi ngachan wi Cristu: Na impustan Apudyus wi umalid asnay luta manturay.) 
JHN.1.42	Sachi ad inyoy Andres na sunudnay Simon an Jesus.
JHN.1.42	Ad na nangil-an Jesus an siya, anana, “Siay Simon wi anà Juan, ngachanà sià Cefas.” (Na ngachan wi Cefas, isun Pedro wi na miningna, falintuukan.)
JHN.1.43+JHN.1.44	Nafikat ad, simsimmò Jesus wi umoy ad Galilea. Inchasanà Felipe, wi iBetsaida, wi kailiyancha Andres an Pedro. Ad anan Jesus an siya, “Mifurun-an saon!” 
JHN.1.45	Sachi ad inanap ako Felipè Natanael, ad imfakanan siya, “Inchasannin sachi takuy inyug-is Moses ta nangiyug-isana ta Lintog wi siya kon takuy inyug-is chachi profetas ta awi. Na ngachanna, Jesus wi iNazaret, wi anà Jose.”
JHN.1.46	Summongfat à Natanael, anana, “Apay, awad mamfarù takù narpud Nazaret?”
JHN.1.46	Ad anan Felipe, “Umalia ta inta ilan.”
JHN.1.47	Sachi ad wi innilan Jesus à Natanael wi marungay, anana, “Annayan osay taku wi maid silibna, siyan tuttuway kanà Israel!”
JHN.1.48	Sachin inimus Natanael, “In-inon na nangakammuwam an saon?”
JHN.1.48	Ad anan Jesus, “Innilà siay tummutùchu ta puun na ayuy ikus ta chaan pun Felipe mangchasan an sia.”
JHN.1.49	“Apu, sian Anà Apudyus,” anan Natanael, “ya sia kon Alini wi kanà Israel.”
JHN.1.50	Ad anan ako Jesus, “Afus yakan nangifag-à wi innilà siay tummutùchu ta puun na ayu, ad siyan mamatiyam wi saon na Cristu? Ad-achun kaskaschaaw wi mailayu nu anna!”
JHN.1.51	Ad anana kon chicha losan, “Tuttuwan ifakà an chiayu, wi mailayuy miwanit ad langit, ya mailayu kon aangheles Apudyus wi mamagpagkulin an saoni namfalin taku.”
JHN.2.1	Narpas pun na chuway padcha, iningkaw na kasar ad Cana wi sakup Galilea. Ad ummoy nakakasar na inan Jesus. 
JHN.2.2	Ad naimfitar akò Jesus ya chiani wi disipulusna. 
JHN.2.3	Naamin pun na fayas, imfakan na inan Jesus an siya, “Naamin na fayas.”
JHN.2.4	Ad anan Jesus, “Ina, foon à masapur ifakam na oyyoò, tan ikad-u kay. Tan chaan pù chumatong na timpuy mangipail-à ta karobfongà.”
JHN.2.5	Ngim imfakan inana ta sasannilu, “Uray sinuy ifakanan chiayu, oyyoonyu.”
JHN.2.6	Na paway na foroy, iningkaw na onomi finatuy amutu wi sillimman lataan à chanum. Sachin fufulluwan na Judio ta kaisaw tan siyan ukalicha. 
JHN.2.7	Ad anan Jesus ta sasannilu, “Punuwonyun anchanayay amutù chanum.” Ad pinnucha. 
JHN.2.8	Sachi ad, anan Jesus an chicha, “Law-onyu ad ing-ayu ipasimsim ta pangpangun na kasar.” Ad iningwacha. 
JHN.2.9+JHN.2.10	Ad sinimsiman na pangpangu na chanum wi namfalin fayas, ad impaayagnan mangasaway larai, ad anana, “Tamako? Siya met ukalin umunan mampiyay fayas, ta nu masalimong na taku, sachin misukatan na foon à isag mampiya. Ngim sia, safalin iningwam tan nanganungusom na mampiya!” Sachin imfakana tan foon pù inakammunan narpuwan na mampiyay fayas, ngim chachi sanilun nangakammu.
JHN.2.11	Sachin iningwan Jesus ad Cana wi ili ta sakup Galilea, wi chamuy kaskaschaaw wi iningwanà mangipail-ana ta mannakafalinna. Ad namatin chachi disipulusnan siya.
JHN.2.12	Ad narpas pun na sachi, ummoy à Jesus ya inana ya susunudna ya chachi disipulusna ad Capernaum, ad iningkawchad aschì am-annay padcha.
JHN.2.13	Chanchanin Fiyastay Mangiyakasmoan ta nallausan na anghel ta aappuni wi Judio ad Egipto, siyan ummoy à Jesus ad Jerusalem. 
JHN.2.14	Na sachi, ummoy ta Templo ad inchasanan mallarakù faka, pannilu ya karupati, ya mansusukat à pilak wi tummutùchu ta lamisaancha. 
JHN.2.15	Ad nangwà Jesus à abchoy ad chinogchogna imparyaw na losani faka ya pannilu ta Templo, ad linitwadna kon lamisaan na chachi mansusukat à pilak ad niwalis na pilakcha. 
JHN.2.16	Imfakana ko ta mallarakù karupati, “Ilayawyun anchanayay ilakrakuyu! Apay, mamfalinonyun foroy Ama à larakkuwan?” 
JHN.2.17	Na nangil-anni wi disipulus Jesus ta iningwana, simsimmònin sachi niyug-is wi ukud Apudyus ta awi, wi anana, “Isù mapalikatanà kapu ta apos-uy mangiila ta oyyoonchay achicha pu lispituwon na foroynu, Apudyus.”
JHN.2.18	Sachi ad anan chachi pangpangun na Judio an Jesus, “Sinun kaskaschaaw à oyyoom à manuttuwaanni wi awad karobfongam wi mangwa ta sanat?”
JHN.2.19	Ad anan Jesus wi summongfat, “Nu yam-anonyun annayay Templo, patàchorò ta miyatluy padcha.”
JHN.2.20	Ad anan chachi Judio, “Apay, namnamam wi afus na turuy padchà mangipatàchoram ta annayay Templo? Ummoy à opatpuru ya onomi tawon na nàwaana!”
JHN.2.21	Ngim foon à sachi Templo wi foroy na ug-ugkuchon Jesus, tan inyalignan Templo à long-agna. 
JHN.2.22	Na sachi, chiani wi disipulusna, achini pu naawatan na imfakan Jesus, ngim ummuli pù Jesus nataku, simsimmònin imfakana ad pinatinin losani imfakana ya losan akoy niyug-is wi ukud Apudyus.
JHN.2.23	Na iningkawan Jesus ad Jerusalem ta timpun na Fiyastay Mangiyakasmoan, achun namatin siya ta nangil-ancha ta kaskaschaaw wi iningwana. 
JHN.2.24	Ngim foon à mapnok à Jesus ta ananchay namatiyanchan siya, tan inaagkammunan somsomò na losani taku. 
JHN.2.25	Siyan foon à masapur wi awad mangitudtuchun siya ta kinatatakun na taku, tan inaagkammunan awad ta somsomòcha.
JHN.3.1	Iningkaw na osay Fariseo wi turay na Judio, wi nangngachan à Nicodemo. 
JHN.3.2	Na osay lafi, ummoy an Jesus, ad anana, “Misturu, akammuni wi Apudyus na nangifaun an sia wi mantudtuchu, tan maid makàwa ta anchanayay kaskaschaaw wi oy-oyyoom nu maid à Apudyus an siya.”
JHN.3.3	Ad anan Jesus wi summongfat, “Tuttuwan ifakà an sia: Achi pu mafalini mitapin taku ta Manturayan Apudyus nu foon pù asin miyanà.”
JHN.3.4	“In-inon na nakotongi larai wi asin miyanà?” anan Nicodemo. “Apay, mafalini mangulin ta fuwang na inana ad asin miyanà?”
JHN.3.5	Ad anan Jesus, “Tuttuwan ifakà an sia: Achi pu mafalini mitapin taku ta Manturayan Apudyus, uray niyanà ta sikud wi miyanaana, nu foon à asin miyanà ta Ispiritun Apudyus. 
JHN.3.6	Na takuy iyanà na taku, siyan anà na sachi taku. Ngim na takuy asin miyanà, wi Ispiritun Apudyus na mangiyanà an siya, siya kon anà Apudyus. 
JHN.3.7	Achia maschaaw ta annayay mangifag-à wi masapur asin-ayu miyanà. 
JHN.3.8	Nalikat à maawatanyun miyanaan ta Ispiritun Apudyus, ngim màwa tan oyyoon na Ispiritun Apudyus. Na miyalikana, isun na poyaaw wi ayonan pionay ayon nu mamoyaaw. Maid akammuyù narpuwana ya umayana, ngim kikìnaonyun lumausana.”
JHN.3.9	Ad anan Nicodemo, “Sinu kon annayay achì pu maawatan?”
JHN.3.10	Ad anan Jesus an siya, “Tam-ako achi maawatan na annaya, wi nangatuay manudtuchun chitauy kanà Israel? 
JHN.3.11	Siya ifakà an sian katuttuwaan, siya ukuchò na akammù ya innilà ngim achiyu pu tuttuwaon! 
JHN.3.12	Ilam, nu achiyu pu tuttuwaon na ifakà an chiayu mipangkop ta màmàwad asnay luta, sinchumallu nu ifakà na mipangkop ad langit. 
JHN.3.13	Maid pu uchum à takù ummoy ad langit nu achi afus à saoni namfalin taku, tan siyan narpuwà.
JHN.3.14	“Na nangisabrutan Moses ta sinan-urog ta pusti à manakuwana ta taku ta timpun na nanadchadcharanancha ta awi, amaschi kon misabrutà. 
JHN.3.15	Ad sinuy mamatin saon, maadchan à mannaynayuni fiyag.” 
JHN.3.16	Kapu ta amod na ayat Apudyus ta taku, impaalinan os-osàani Anàna wi matoy ad asnay luta, ta nu sinun mamatin siya, achi pu mifallu tan makafiyag an siyà ing-ingkana. 
JHN.3.17	Foon à manusaan Apudyus ta takun namaunana ta Anàna ta luta, ngim finaunna ta awad manaraknib ta taku.
JHN.3.18	Siyan sinumani mamatin siya, achi pu machusa. Ngim na foon pù mamati, nifafagkan machusaana kapu ta achina pu mamatiyan ta Anà Apudyus. 
JHN.3.19	Annayan kachusaan na taku: Ummalin Anà Apudyus ad asnay luta ta lawakanan somsomò na taku. Ngim na taku, un-unnoyonchan pangot nu sachi lawag tan lawing na oy-oyyooncha. 
JHN.3.20	Sinumani takuy mangwà lawing, kapilitani lawingonan lawag ya achi pu umamfuruy ta lawag tan mailan kinarawingna. 
JHN.3.21	Ngim na takuy mangwa ta ustu, siyan maryad wi umamfuruy ta sachi lawag, ad sachin mail-ana wi oyyoonan pion Apudyus.
JHN.3.22	Narpas pun na sachi, à Jesus ya chiani wi disipulusna, ummoy-ani ta provinsiya wi Judea, ad iningkaw-anid aschi mamfunyag ta taku. 
JHN.3.23	À Juan wi Mamfufunyag, iningkaw ad Enon wi achanid Salem tan achun chanum ta sachi, ad finunyakana chachi takuy umoy an siya pafunyag. 
JHN.3.24	Na sachi timpu, chaan pù mifarud à Juan.
JHN.3.25	Na sachi, nakasongsongfat na uchumi disipulus Juan ta osay Judio mipangkop ta funyag. 
JHN.3.26	Siyan ummoy chachi disipulus Juan an siya, ad imfakachan siya, “Misturu, na sachi taku wi impachamagnun chiani, wi namfurunnu ta iningkawantau losan ta chomangon Jordan, mamfunyag ako ta sana, ad siyan umayan losan na taku!”
JHN.3.27	Ngim summongfat à Juan, wi anana, “Achiayu maschaaw ta amaschi, tan maid pu takù makàwa ta oyyoona nu foon pù iparufus Apudyus. 
JHN.3.28	Chingngoryun imfagfakà wi foon à saon na Cristu, ngim nipaunaà wi mangifaka ta taku ta mansakanachay mamatin siya. 
JHN.3.29	Na miyisuwana, isun na larai wi mangasawa ta fufai wi siyan mansakungan na sachi wi fufai, foon pù sachi mangwa ta man-asaw-ancha. Ad na sachi nangwa, chochongronan ifakan na sachi larai, ad maragsakan ta mantipunan na man-asawa. Siyan isù saon na nangwà nangasaw-an na sachi larai, ad naragsakà wi mangiila ta umayan na taku an Jesus. 
JHN.3.30	Tan à siya, kapilitani ngumatngatu, ngim à saon, fumafaà.”
JHN.3.31	Ad inturuy Juan wi anana, “Na sachi narpud langit, siyan angatuwan. Ngim na narpud asnay luta, taku kay wi annay luta kan pagpag na akammuna. Ngim na sachi narpud langit, nangatngatu nu losani ingkaw ta annay luta. 
JHN.3.32	Ya ifakana kon losani innilana ya chingngorna, ngim sin-oosa kan mamatin siya. 
JHN.3.33	Ngim na mamatiyan na losani mamati, sachin mangipail-ancha wi patiyoncha ko wi tuttuwan inukud Apudyus. 
JHN.3.34	Na sachi imfaun Apudyus, maid uchum à ug-ugkuchona nu achi afus na ukud Apudyus, tan iingkaw na Ispiritun Apudyus an siya. 
JHN.3.35	Amod na ayat Apudyus wi Ama an Jesus wi Anàna, siyan impiyarnan sinuman an siya. 
JHN.3.36	Siyan sinumani mamati ta Anàna, makafiyag an Apudyus à ing-ingkana. Ngim sinumani foon pù mamatin siya, achi pu makafiyag an Apudyus tan chusaon Apudyus à siyà ing-ingkana.”
JHN.4.1	Na chachi Fariseo, chingngorcha wi ad-achun summurut an Jesus ya finunyakana nu finunyakan Juan wi Mamfufunyag. 
JHN.4.2	Ngim na katuttuwaan, maid pu finunyakan Jesus, tan chiani wi disipulusna afus na namfunyag. 
JHN.4.3	Ngim chingngor pu Jesus na ug-ugkuchoncha, lummayaw-ani ad Judea ad nangulin-ani ta sakup Galilea. 
JHN.4.4	Ad nangoy-ani ta provinsiya wi Samaria.
JHN.4.5	Ad chummatong-ani ta osay ilid Samaria, wi Sicar, wi achani ta sachi lutay innadchon Jacob an anànay Jose ta awi, 
JHN.4.6	wi siya kon awachan na sachi fufun wi inaufan Jacob. Ad à Jesus, tummùchu ta sachi tan naungar ta nanadcharananni, tan akimmamatuon. 
JHN.4.7+JHN.4.8	Ngim à chiani wi disipulusna, ummoy-ani ta ili nguminà anonni.
JHN.4.7+JHN.4.8	Na sachi timpu, ummoy na osay fufai wi iSamaria manàchu ta sachi fufun, ad anan Jesus an siya, “Mafalini uminumà ta sanati sinàchum?”
JHN.4.9	Naschaaw chi fufai, tan na Judio, achicha pu usaron na tasan na iSamaria. Siyan anana, “Tamakò siay Judio, man-achaw-à chanum an saon wi iSamaria?”
JHN.4.10	Ad summongfat à Jesus wi anana, “Nu inakammum na mafalini adchon Apudyus an sia, ad nu inakammum ako nu sinuwà wi man-achaw à chanum an sia, sian man-achaw an saon ta adchà sià chanum wi nu inumom, foon pù asin-a mauwaw à ing-ingkana.”
JHN.4.11	Ad anan na fufai, “Apu, maid mangkaudnu ta annayay chanum, ad lofongan na annayay fufun? Ad sinun mangar-am ta chanum wi anami nu inumò, foon pù asinà mauwaw? 
JHN.4.12	Tan na annayay fufun, finòan na aputauy Jacob ta awi ad imparàsunnan chitau. Ya sana kon nanakun chichay man-aama ya uray animarna. Ad anami nangatngatua nu siya wi napatpatog na chanumnu?”
JHN.4.13	Ad summongfat à Jesus, “Losani takuy manginum ta chanum na annayay fufun, asincha mauwaw. 
JHN.4.14	Ngim na manginum ta chanum wi adchò, foon pù asin mauwaw à ing-ingkana, tan na chanum wi adchò, makarong-ag an siyà isù chagsi wi achi pu madchù, ad adchona kon mannaynayuni mafiyakanan Apudyus.”
JHN.4.15	Sachi ad anan na fufai, “Apu, adchanà ta sanati chanum ta achiyà pu mauwaw ya achiyà pu ko umalialid asna manàchu.”
JHN.4.16	Ad anan Jesus, “Ing-a ayakan à asawam ta umaliayud asna.”
JHN.4.17	“Maid pu asawà,” anan na fufai.
JHN.4.17	Ad anan Jesus, “Tuttuwan imfakam wi maid pu asawam, 
JHN.4.18	tan liman inasawam, ya na sachi iingkaw an sia ta sana, foon pù ustuy asawam. Siyan tuttuwan imfakam wi maid pu asawam.”
JHN.4.19	Ad anan na fufai, “Apu, mailasin-u wi profetaa. 
JHN.4.20	Ngim na aappuni ta awi, annayay filig na nanaychayawanchan Apudyus. Ngim chiayuy Judio, ananyuy Jerusalem na ustuy manaychayawan na taku an Apudyus.”
JHN.4.21	Sachi ad anan Jesus ta fufai, “Patiyom kuman ifakà, wi chumatong na timpuy foon à annayay filig ya foon akò Jerusalem na manaychayawan na taku an Ama wi Apudyus. 
JHN.4.22	Chiayuy iSamaria, maid akammuyù Apudyus wi ananyuy chaychayawonyu. Ngim à chiani wi Judio, akammunin chayawonni, tan na Judio, chichan fumùnakan na manaraknib ta losani taku. 
JHN.4.23	Ngim chummatong na timpuna, wi manipud ta sana, sinumani manayaw an Ama wi Apudyus à ustu, masapur chayawonà siya ta tuttuway somsomòna wi foon pu kà tupòna, tan sachin pion Ama wi oyyoon na manayaw an siya. 
JHN.4.24	Tan à Apudyus, ispiritu wi achi pu maila, siyan chachi manayaw an siya, masapur foon à ipàpàilacha tan marpu kay ta somsomò wi sachin marpuwan na tuttuway chayaw.”
JHN.4.25	Sachi ad anan na fufai, “Akammù wi à tapin na padcha, umalin sachi impustan Apudyus wi ipaalina, wi ananchay Cristu. Ad à siya, itudtuchunan losani maid akammutau.”
JHN.4.26	Ad imfakan Jesus an siya, “Saon wi makaukud an sia, saon na Cristu.”
JHN.4.27	Sachi ad, chummatong-ani wi disipulus Jesus. Ad nataag-ani wi nangchas an Jesus wi nakaukud ta fufai. Ngim maid nansarudsud an chiani nu sinun masapur na sachi fufai winnu tamako nakaukud à Jesus an siya.
