GEN.1.1	 Khangla Mühghaüei müh si kaodak yaükei. 
NUM.20.13	Habü ho Meriba dei shuong ki; aieilausi Israel shousi shuongei 
NUM.20.14	Mosaei Kadesh ka Edombü choba jungto ngühlang künbü hautikei; hoba laukei, “Hai kaibü jaisina Israelei lauda, kü to haüthükbü khonsak pendou nyi ngeakei; 
NUM.20.15	laobou küneibü pisibousi shuong Ijep to louyenkei, hoba kün Ijepa jih lounyu kikei, hoba Ijepbüei kün hoba küneibü pisibousi shuong to amaiko jungeikei; 
NUM.20.16	hoba ladang künei 
NUM.20.17	Ngei ka to sudajada, kaibü kaonyek danko kün dantikaima; kün sek danko, ayingsi semlühlaak danko ohaulabü, ayingsi deikhün ka künei dei ayunglabü, kün chobaeibü khongtang lam ae to haulabü, künei kaibü leilang adankhüm shongko maeae ayingsi nanaeto asepeilabü.”
NUM.20.18	Lausikei Edombüei hao to laukei, “Kakhu limbo ngo in yoan longakei, no ngo danko adanlabü.”
NUM.20.19	Hobaje Israel shousi shuongei hao to laukei, “Kün kaoyaülam to anglabü; hoba künei kaibü dei, ngo hoba ngeibü samkeisamuk shuongei yungalonga munam kulabü. Kü to khei ai amaibü akümbo ngeibü youei dantikaima.”
NUM.20.20	Lausikei haoei laukei, “No adanlabü.” Hobaje Edombüei hao khulimbo müt juong yoan hoba sekbülakbü dan yoa longkei. 
NUM.20.21	Kho tegü Edombüei haoeibü leilang aiko Israelbü la lam aku; khünei Israelbü hao ka sepeinyu ngaikei.
NUM.20.22	Israelbü mütshang pendou Kadesh ka meimeijung haukei. Hobaje Israel shousi shuong khei tan pendou, Hor shongh to loukei. 
NUM.20.23	Hobaje Hor shongha Edom kaodak leilang nyangko 
NUM.20.24	“Aron jembü mütshuong yoa yolabü, aishanga ngei Israel shousi shuong la kubü kaonyek to hao aloulabü; aieilausi Meriba dei shanga kasiei ngeibü ngüh khulimbo lokei.” 
NUM.20.25	Aron hoba haoeibü shou Eleazarei leian Hor shongh sühkei, 
NUM.20.26	hoba Aronei haoeibü neisimei hangletashi hoba haoeibü shou Eleazar la khübü kho yukkuashi; hoba Aron haoeibü mütshuong yoa yolabü, hoba khünei hailabü. 
NUM.20.27	Hobaje 
NUM.20.28	Hobaje Mosaei Aroneibü neisimei kekletan hao shou Eleazar la lekukei, hoba khünei shongh khua Aron haikei; hoba Mosa si Eleazar haosi ham shongh ka louyenkei. 
NUM.20.29	Hobaje ladang shuong pendouei Aron haibü hapbei, Aron shanga haoenei chalou khujin khei Israel chung pendou haapbei.
NUM.21.1	Ladang yungküka kibü Aradbü choba Israelbü shuong Atharimbüeibü lam to louda dogo laubü ditkei, hoba haoei Israelbü khulimbo wapyokei, hoba at lapbei, 
NUM.21.2	kheijinei Israelbüei 
NUM.21.3	ei Israelbü to ngüha lekukei, hoba Kananbü khümbo kukei; hoba haoenei lemailela haoen hoba haoeneibü sangnyu shuong shemtikei; hoba ho kaonyek to Horma dogo laukei.
NUM.21.4	Kheijinei haoen Hor shongh ka Saklangbü Yungnyu aeto Edom kaiko haukei; lausikei mütshuongei lama anatenko apbei. 
NUM.21.5	Hobaje mütshuongei Mühghaü si Mosa khulimbo ngüh angko laukei, “Aila kanei kün yama haitilabü lele Ijep ka leian loukei? aieilausi shausiyung aki, deikei aki; hoba ho lejim akibü wentekei kün oda.” 
NUM.21.6	 Kheijinei 
NUM.21.7	Hobaje mütshuong Mosa jungto louan laukei, “Künei shabü shona, aishanga künei 
NUM.21.8	ei Mosa to laukei: Chisak namei sekbülakbü pinyu che kümashi, hoba kho phodonga lonan phoashi, hoba kho phaia ao to ong püpbei haoei chühsi lang kilabü. 
NUM.21.9	Hibü Mosaei chisak namei pinyu che kümbei, hoba kho phodonga lonan phokei, hoba pinyuei müt atto püpsi haoei chisak nam pinyu khüto chühjinei hao lang kikei.
NUM.21.10	Hobaje Israelbü shuong meimeijung haukei, hoba Obota otkei. 
NUM.21.11	Hobaje haoen Obot ka meimeijung hauan Iye Abarima Moab thedanga kibü yama chaangbou aenei shaikei, 
NUM.21.12	kho ka haoen meimeijung haukei hoba Zered pholia shaikei. 
NUM.21.13	Kho ka haoen meimeijung haukei, hoba Amorbü leilang ka longjinei yama Arnon napheinei shaikei, (aishanga Arnon kho Moab si Amor kanglanga leilang ki.) 
NUM.21.14	Kho khei yingbüei 
NUM.21.15	Hobaje pholi anglek Ar kibü aenei yeian hoba Moab leilang thüka nongan.”
NUM.21.16	Khüka haoen Beeri to meimeikei; ho 
NUM.21.17	Kheijinei Israelbüei ho chia laukei:
NUM.21.17	“Ongjung longashi, O deikhün,
NUM.21.17	kanei ho shangabü chia atkushi;
NUM.21.18	Sonenbü shuongei thubü deikhün,
NUM.21.18	Yaangenbü choba shousi shuongei thuatlangbü;
NUM.21.18	Chobaeibü ju hoba juloei.”
NUM.21.18	Hobaje yamlamang ka haoen Mahana to haukei; 
NUM.21.19	hoba Ma- hana ka Nahaliel hoba Nahaliel ka Bamoth; 
NUM.21.20	hoba Bamoth ka Moab kaonyeka kibü pholi to loukei, laobou Pisga khuaenei nyangko phetsen kaodak to chühan yantida.
NUM.21.21	Kheijinei Israelbüei Amorbü Choba jungto ngühlang künbü hautiko laukei, 
NUM.21.22	“Kaibü kaonyek danko ngo hautikai; künei sek aeto, ayingsi semlühlaak aeto asepeilabü, künei deikhün ka dei ayunglabü, kaibü leikhüm adanshongko kün Chobaeibü khongnyu lama haulabü.” 
NUM.21.23	Lausikei Sihon chobaei haoeibü leikhüm danko Israelbü haula asakku; hoba tokei hao mütshuong pendou leishaikei, hoba Israelbü khulimbo yamlamang to haukei, hoba Jahaz to loukei, hoba Israelbü khulimbo wapyokei. 
NUM.21.24	Lausikei Israelbüei haoeneibü in maeei haoen thükkei hoba haoeneibü kaonyek Arnon ka Jabok sühko, khei Amonbü sühko lekei, aishanga Amonbü la ba leilang aeibou kaangan kikei. 
NUM.21.25	Hobaje Israelbüei khübü sangnyu pendou lekei, hoba Amonbü sangnyu pendoua Heshbona hoba khübü sang pendoua Israelbü kikei. 
NUM.21.26	Aishanga Heshbon kho Amorbü choba Sihon sangnyu kikei, aoei shaangbü Moab Choba khulimbo wapyokei hoba hao ka kaonyek pendou Arnon sühko sokei.
NUM.21.27	Khei yingbüei ong Tetenbü ngühei hai lauda:
NUM.21.27	“Kan Heshbon to kaiya! kho kümetngaitiashi;
NUM.21.27	hoba longeitiashi.
NUM.21.28	Aishanga Heshbon ka wan,
NUM.21.28	Sihon sangnyu ka wanlong longa,
NUM.21.28	Khoei Moaba Ar hoba Arnon shongha bunyubou shuong suia.
NUM.21.29	O Moab, ka shanga ügütü!
NUM.21.29	Kan akisap,
NUM.21.29	Khemoshbü mütshuong;
NUM.21.29	haoei haoeibü shousi shuong lintibü la yeitiko
NUM.21.29	Amorbü choba Sihon ikto kukei.
NUM.21.30	Hibü haoeneibü shousi shuong Heshbon ka
NUM.21.30	Dibon sühko mautikei;
NUM.21.30	Medeba nyangko Nashim ka Nofa sühko wan sapbua.”
NUM.21.31	Hibü Israelbü Amorbü kaonyeka kikei. 
NUM.21.32	Hobaje Mosaei Jazer pheian chühla hautikei; hoba haoenei khübü sangnyu shuong komlepbei; hoba khünei kibü Amorbü shian sattikei. 
NUM.21.33	Hobaje haoen sepeikei hoba Bashan ae lamnyu to sepeian angkei; hoba Bashanbü choba Ogei haoen khulimbo hao hoba haoeibü mütshuong pendou Edreia wapyola longkei. 
NUM.21.34	Hobaje 
NUM.21.35	Hibü haoenei hao la aikei aphoku shongko hao hoba haoeibü shousi shuong hoba haoeibü mütshuong haitikei.
NUM.22.1	Kheijinei Israelbü shuong meimeijung haukei, hoba Jordan yungko thena Moab pholi Jerikhoa shaikei. 
NUM.22.2	Tou Ziporeibü shou Balakei Amorbü to Israelbüei kümbü pendou hapbei. 
NUM.22.3	Hobaje Moabüei mütshuong to aeibou hatko kikei; aieilausi haoen juong kikei, hoba Moabei Israel shousi shuong hapan hatjihatko kikei. 
NUM.22.4	Hobaje Moabei Midianbü jaishou shuong to laukei, “Masu pongsuei khongthua sang jepbü tegü ho tan hoei sen kaijembo pendou sean künlabü, hoba kho chaloua Zipor shou Balak Moaba Choba kikei.” 
NUM.22.5	Hobaje Eufrates Shumang nyangko Pethora Beoreibü shou Balaam jungto ngühlang künbü haoen mütshuong hautiko laukei, “Chüh- ashi, Ijep ka longbü mütshuong hanei kia; chühashi, haoen kaothe shenko hoba ngeibü thea khulimbo kia. 
NUM.22.6	Hibü tou kaiya, hoba habü mütshuong to kü shanga khükku uokkuashi; kü shanga haoen juongsapbei; aingean ngei haoen thüklabü hoba kaonyek ka haoen shian apenlabü yingkei; aieilausi ngei ngekei nyi ao haükulaje haoei haüda, hoba nyi ao to khükdauokda hao shedsikhau bauda.”
NUM.22.7	Hobaje Moab si Midianbü jaishou shuong haoenei seibü yaübü mu jungan meimeikei, hoba Balaam jungto louan haoenei Balakeibü ngühlang lenkei. 
NUM.22.8	Hobaje haoei haoen to laukei, “Tao hanei otshi, 
NUM.22.9	Kheijinei Balaam jungto Mühghaü louan laukei, “Ka yoa kibü kho aoyou?”
NUM.22.10	Balaamei Mühghaü to laukei, “Moabbü Choba Zipporeibü shou Balakei kü jungto hai lauko ngühlang künan hautikei, 
NUM.22.11	‘Chüh- ashi, Ijep ka loubü mütshuong hanei kao the shenko kia, tou kaiya, hoba kü shanga haoen to khükku uokkushi; aingean ngo haoen to wapyoan thükan shian sattienlep yingkei.’ ”
NUM.22.12	Hobaje Mühghaüei Balaam to laukei, “No haoen yoa ohaujan, nyi mütshuong to akhük auokjan; aieilausi haoen haükuakei.”
NUM.22.13	Hibü nyibounyet ngeyang Balaam pienan Balakeibü jaishou shuong to laukei, “Kan lulu kishang to ngaiashi; aieilausi ngo shiletda.” 
NUM.22.14	Hibü Moabbü jaishou shuong sepeinyu ngaian Balak to laukei, “Balaam kün yoa tohaukho dogo lauda.”
NUM.22.15	Kheijinei Balakei haoen to juongbou hoba nyenshen mütshuong nyibou hautikei, 
NUM.22.16	hoba Balaam jungto louan haoenei hao to laukei, “Zippor shou Balakei hai lauda, ‘Sanoudambo no kü jungto loula aieikei tethangetti. 
NUM.22.17	Aishanga ngei no nyenhaang yaangei pailettilabü, hoba nyi lauda, kho ngei kümlabü. Hibü ngei ka to sudajada, habü mütshuong to kü shanga khükku uokkushima.’ ”
NUM.22.18	Lausikei Balaamei jongaiko Balakeibü khangenbü shuong to laukei, “Balakei haoeibü Choba chem chandinam hoba honei shenko kü la kua tegükei, 
NUM.22.19	Hibü tou 
NUM.22.20	Khüyou Mühghaü Balaam jungto louan laukei, “No ngala khübü mütshuong loualonga, haoen yoa meimeijung hauashi, lausikei ai ngüh ngei ka to joyolaje, kho ong nyi lenjan.” 
NUM.22.21	Hobaje ngeyang Balaam pikei, hoba haoeibü gadua setan Moabbü jaishou shuong yoa haukei.
NUM.22.22	Hao haubü hangshong Mühghaü khauangkei, hoba hao haoeibü gadua setan haoeibü sambü müt nyiei hangan haujinei 
NUM.22.23	 Hobaje gadu khoei 
NUM.22.24	Kheijinei 
NUM.22.25	hoba gaduei 
NUM.22.26	Kheijinei 
NUM.22.27	hoba gaduei 
NUM.22.28	Kheijinei 
NUM.22.29	Balaamei gadu to laukei, “Aieilausi nyi ngo louyola lekei, ngeibü ika in kikei tegüje ngei no haitian kikhoulabü.”
NUM.22.30	Gaduei Balaam to jongaikei, “Kaibü langkei sünga tat sühko no setbü kaibü gadu ngo aying lo? Ngei ho tegü ka to jungeian chühlao?” Haoei jongaikei, “Ajungei.”
NUM.22.31	Kheijinei 
NUM.22.32	“Aila nyi kaibü gadu to semnei ngümbei,” dogo 
NUM.22.33	hoba gaduei ngo hapbei, hoba semnei sühko kü jungka sepeikei, haoei kü jungka asepei tegüje ngei no tou haidangaje haitian kikhoulabü, lausikei gaduje lang kikhoulabü.” 
NUM.22.34	Kheijinei Balaamei 
NUM.22.35	Lausikei 
NUM.22.36	Ladang Balakei Balaam louada dogo ditkei Moab sangnyu sühko shuokla haukei, kho leilang thonbü Arnon leilanga kia. 
NUM.22.37	“Ngei no ngala panteiko ohauti lo?” dogo Balakei Balaam to laukei. “Aila no kü jungto alou? Maimaitham ngei no yaangentila athüksi?”
NUM.22.38	Khünei Balaamei Balak to jongaikei, “Chühashi, ngo ka jungto louakeinai lo? Tou kü to denche ongkei hau kia si? Mühghaüei kü la sembunga jinkubü ngüh ong ngei laula thükkei.” 
NUM.22.39	Kheijinei Balaam Balak yoa haukei, hoba haoen Kiriat Huzot to loukei. 
NUM.22.40	Hobaje Balakei masu pongsu si sanlon haitikei, hoba at Balaam hoba hao yoa kibü jaishou shuong jungto hautikukei.
NUM.22.41	Hobaje nyibounyet Balakei Bamoth Baal laobou ka nyangbou hapla thükla khüto hao leian angkei.
NUM.23.1	Kheijinei Balaamei laukei, “Hanei kü la lemshang che kümbü, hoba hanei kü la masu pongsu nyet hoba sanlon paang nyet lamlebu.”
NUM.23.2	Kheijinei Balaamei laubü tegü Balakei kümbei; hoba Balak si Balaamei lemshang wekoa masu pongsu che che hoba sanlon paang che che lembei. 
NUM.23.3	Kheijinei Balaamei Balak to laukei, “Kaibü lembü nyangko loan kiteishi; ngo kukkho, aingenyu kü to haüyola 
NUM.23.4	Hobaje Mühghaü hao to haüyokei hoba Balaamei laukei, “Ngei lemshang nyet kho lamlea, hoba lemshang wekoa masu pongsu che che hoba sanlon paang che cheei lema.”
NUM.23.5	Kheijinei 
NUM.23.6	Hibü hao hao jungto sepeinyu ngaikei, hoba Moabbü jaishou shuong pendou yoa liko hao juokbü lembü nyangko hao loan hapbei.
NUM.23.7	Hobaje haoei haoeibü ngühphatbü sungbaan laukei,
NUM.23.7	“Balakei ngo Aram ka leian loukei,
NUM.23.7	Chaang aephei ka Moabbü chobaei,
NUM.23.7	‘Kaiya, kü shanga Jakob to khükku uokkuashi,
NUM.23.7	hoba kaiya Israel khulimbo huiletkuashi.’
NUM.23.8	Mühghaüei akhükuokbü ngei lai khüklauokla?
NUM.23.8	Hobaje Mühghaüei ahuiletbü ngei lai huiletla?
NUM.23.9	Aishanga laangshong thüka ngei hao hapda,
NUM.23.9	hoba shongh ka ngei hao to chühda;
NUM.23.9	Lo, ho boushou kibü phang che ki.
NUM.23.9	Hobaje phang yoa pakan ajinlabü.
NUM.23.10	Aoei Jakobeibü thamngu wela thükla,
NUM.23.10	ayingsi phejan leia che weenla?
NUM.23.10	Ngühmaanglanbü shuong haibü tegü ngo haitishi.
NUM.23.10	Ngeibü thonbü haoen tegü kitishi.”
NUM.23.11	Kheijinei Balakei Balaam to laukei,
NUM.23.11	“Nyi kü to lai jungeikei?,
NUM.23.11	hoba chühashi nyi haoen ong haükua!”
NUM.23.12	Hobaje haoei jongaikei, “
NUM.23.13	Kheijinei Balakei hao to laukei, “Haoen pendou ayingsikei, ka junga nyangko kibü shuong ongkei nyi haoen hapenlabü lele sanoudambo no kü yoa kaoen che to kai; khüka kü shanga haoen to khükku uokkushi.” 
NUM.23.14	Hibü haoei hao Zofim khongthu to leian, Pisga shongh khu to angkei, lan haoei lemshang nyet kümbei hoba lemshang wekoa masu pongsu che che hoba sanlon paang che che lemla kukei.
NUM.23.15	“Thinei ngo 
NUM.23.16	Kheijinei 
NUM.23.17	Hibü hao jungto hao sepeinyu longeikei, hoba Moabbü jaishou shuong yoa liko hao juokbü lembü nyangko loan hapbei. 
NUM.23.18	Kheijinei haoei haoeibü thusei ngüh lenkei.
NUM.23.18	“Kaiya, Balak hoba ditashi, Zipor shou,
NUM.23.18	kü to nou haangashi.
NUM.23.19	Mühghaü kho jembü ngüh leilulabü lele müt tegü aying.
NUM.23.19	Haoei lauan, kho haoei akümlep lo?
NUM.23.19	Ayingsi haoei joyoan kho haoei ühaüthüklep lo?
NUM.23.20	Chühashi,
NUM.23.20	haükulabü shanga ngei sakkubü sungletakei,
NUM.23.20	hoba haoei haükua,
NUM.23.20	Ngei kho jeila athük.
NUM.23.21	 Jakob to shedbü achühen,
NUM.23.21	ayingsi khonsak aikei Israel to ühüplabü;
NUM.23.21	Hobaje chobaei ngekbü haoen yoa kia.
NUM.23.22	Mühghaüei haoen Ijep ka leiyenkei,
NUM.23.22	Hao to mühghaü ngoueibü laang yemakei.
NUM.23.23	Aishanga Jakob khulimbo khüksiuok ngüh aki;
NUM.23.23	hoba Israel khulimbo tetenbü ngüh aki,
NUM.23.23	Mühghaüei latetche kümbei dogo ong
NUM.23.23	Jakob si Israel shanga laulabü.
NUM.23.24	Chühashi, molosaonyu pi laksepbü tegü,
NUM.23.24	müt tan che kia.
NUM.23.24	Khei molosaonyu tegü jembü lolo pida.
NUM.23.24	Haitilabü meisiau asui shongko,
NUM.23.24	hoba haitibü sii ayung shongko ladangkei lengan akida.”
NUM.23.25	Kheijinei Balakei Balaam to laukei, “Kholongaje haoen to aikei tekhüktuok hoba haükei tehaüku.” 
NUM.23.26	Lausikei Balaamei Balak to jongaiko laukei, “
NUM.23.27	Kheijinei Balakei Balaam to laukei, “Kaiya, ngei no kaoen che to leian haukho; aingenyu khükaje nyi kü shanga haoen to khüklauokla muko haplep yingkei.” 
NUM.23.28	Hibü Balakei Balaam Peor shongh khu laobou ka phetsen kaodak to chühan yantida, khüto leian haukei. 
NUM.23.29	Hobaje Balaamei Balak to laukei, “Kü shanga lemshang nyet hanei kümbuashi, hoba kü shanga masu pongsu nyet hoba sanlon paang nyetei lemashi.” 
NUM.23.30	Balaamei lenbü tegü Balakei kümbei, haoei lemshang wekoa masu pongsu che che hoba sanlon paang che cheei lembei.
NUM.24.1	Ladang 
NUM.24.2	hoba Balaamei haoeibü nyekei chühan angtikei hoba Israel chung shuong shaibü hapbei; hoba Mühghaü soushou hao jungto loukei, 
NUM.24.3	hoba haoei khübü ngühphatbü sungbaan laukei,
NUM.24.3	“Beoreibü shou Balaamei lauda:
NUM.24.3	Hobaje nyek longan kibü mütei lauda;
NUM.24.4	Mühghaüeibü ngüh aoei ditda haoei lauda,
NUM.24.4	aoei pendou thükenbou mangsang hapda,
NUM.24.4	khüpetda lausikei nyek longda;
NUM.24.5	O Jakob, kaibü neichem lai maikei,
NUM.24.5	O Israel, no kishang lai maikei,
NUM.24.6	Yosiyang nyünglo nyüngan kibü phatko,
NUM.24.6	shumang nyangko kibü bamang phatko,
NUM.24.6	shumang nyangko cedar
NUM.24.6	bunyu kibü phatko,
NUM.24.7	haoeibü meisok ka dei koulabü.
NUM.24.7	Haoeneibü jemdei juong kilabü.
NUM.24.7	Haoeneibü Choba Agag tokei thükkabou yeilabü.
NUM.24.7	Hobaje haoeneibü songle tonenlabü.
NUM.24.8	Mühghaüei haoen Ijep ka leiyenan
NUM.24.8	haoen la mühghaü ngoueibü laang tegü kia.
NUM.24.8	Haoeneibü dangbou phangshuong haoenei suilabü.
NUM.24.8	Hobaje haoeneibü lo netla yeitikulabü.
NUM.24.8	Hobaje haoeneibü laujinei paiko kiplabü.
NUM.24.9	Hao khüpetkei,
NUM.24.9	hao molosaonyu tegü yepbei,
NUM.24.9	hoba molosaonyu pi phatko;
NUM.24.9	aoei hao phonla, aoei kan haükuda,
NUM.24.9	haoen pendou haübou yingshi.
NUM.24.9	Aoei kan to khükdauokda haoen pendou khüksiuok yingshi.”
NUM.24.10	Kheijinei Balakei Balaam to maangpokkei hoba haoei ik ipbo laukei, “Ngeibü dangbou to khüklauokla ngei no ngakei, hoba nyi shangashatko semnei haoen haükua. 
NUM.24.11	Hibü no tou kaibü chem to hali ngaiashi; ngei no nyen- hang yaangei tonenla dambei, lausikei chühashi, 
NUM.24.12	Hobaje Balaamei Balak to laukei, “Nyi kü jungto ngühlang künan hautibou to ngei ho hai alau lo? 
NUM.24.13	Balakei tou haoeibü chem chandinamei shenko kuasikei 
NUM.24.14	Tou chühashi, ngo ngeibü mütli jungto ngaida; kaiya, loulabü chaloua habü mütshuongei kaibü mütli to ai kümla kho ngei ka la lenkho. 
NUM.24.15	Hobaje haoei haoeibü ngühphatbü sungjung louan laukei,
NUM.24.15	“Beoreibü shou Balaamei lauda:
NUM.24.16	Mühghaü ngüh aoei ditda haoei lauda,
NUM.24.16	Aoei pendou Thükenbou mangsang hapda,
NUM.24.16	khüpetda lausikei nyek longda.
NUM.24.17	Ngei hao to chühda lausikei
NUM.24.17	nyangbüa aying;
NUM.24.17	Jakob ka khanshoulitshou che longlabü,
NUM.24.17	hoba Israel ka Chobaeibü julo che longlabü;
NUM.24.17	hoba Moab kaodak sühko jangnyinkulabü;
NUM.24.17	hoba Seth shousi pendou shemtikulabü.
NUM.24.18	Hobaje Israelei hau kiko kümjinei Edom lean aplabü.
NUM.24.18	Tokei haoeibü dangbou kibü Seir lean aplabü.
NUM.24.19	Hobaje Jakob ka choba sangle longlabü,
NUM.24.19	hoba sangnyu ka joubü mautilabü.”
NUM.24.20	Hobaje haoei Amalekbü to chühkei, hoba ngühphatbü sungbaan laukei,
NUM.24.20	“Phang yoa shaangbou kho Amalekbü kikei,
NUM.24.20	Lausikei thonla hao mautikulabü.”
NUM.24.21	Hobaje haoei Kenbü to chühan, haoeibü ngühphatbü sungbaan laukei:
NUM.24.21	“No kishang kaangko sekkotham kia,
NUM.24.21	kaibü hap laanga kümakei.
NUM.24.22	Khei yingasikei Ken lemailela mautilabü,
NUM.24.22	lalokche Ashurei no thüngbou la yeitila?”
NUM.24.23	Kho phaia haoei haoeibü ngühphatbü sungbaan laukei:
NUM.24.23	“ügütü, Mühghaüei hai kümjinei ao lang kila?
NUM.24.24	Lausikei Kittim ka long shuong loulabü,
NUM.24.24	hoba khübü khoei Ashur khonsaktilabü,
NUM.24.24	hoba Eber khonsaktilabü,
NUM.24.24	hoba haokei maubüei sühlabü.”
NUM.24.25	Kheijinei Balaam meimeijung hao kishang to ngaikei, hoba Balakkei haoeibü lam to haukei.
NUM.25.1	Ladang Israelbü shuong Shittima kikei, kheijinei mütshuongei Moabbü yaksa to pejapelala khangkei. 
NUM.25.2	Aishanga haoenei mütshuong kho haoenei lembüsabü haitishang to ngakei, hoba mütshuongei lembüsabü phe shaukei, hoba haoeneibü mühghaü thedanga khüpetkei. 
NUM.25.3	Hobaje Israelbüei Peora Baal to jaman apbei; hibü Israel khulimbo 
NUM.25.4	Hobaje 
NUM.25.5	Hobaje Mosaei Israelbü matjembü shuong to laukei, “Aoyou Peorbü Baal to homan ki, khübü müt weko kanei haitiashi.”
