GEN.1.1	Aino luai God kata asinong na mete kuku na kuli rina. 
GEN.31.5	Na kala antok irilong asukang ke, “Napo arai ani tamamilong na nalapo arai ta kana laulauan ane singig kalapo petekai ani aino. Sikei God ang si mamai kapo uli auai lak ve nau. 
GEN.31.6	Milongpo nas ta nata abis ani tamamilong ta kag dual aongos, 
GEN.31.7	sikei lak katapo kapau alava iau na ka sasakol kag keve seuseupok amatan sangauli aongos a taun. Sikei God parik katapa atalipai ania ani ka vil arikek iau. 
GEN.31.8	Si man katapo antok ta keve vongo ituitumai ang kapo kag samui, nganlak a keve vongo ang ki ingus asereai ani ri anu ituitumai papalik. Na si man ka antok ta keve anu salik ang ki kag samui, nganlak ki ingus asereai ani ri anu salik papalik. 
GEN.31.9	Asukang vanang na God katala luk suai ani kana keve vongo a tamamilong na katala alis iau tataria. 
GEN.31.10	Si taun ipo apitus, nata atogon a mang sikei a orodung. Nata tun alak na nala arai ta keve me tauan aongos ang kitapo ago kuvul ve keve me aina, kipo atogon salik na pukun ituitumai. 
GEN.31.11	Au, asosokai si God kala songo iau ta, ‘Iakov!’ Na nala polpol ta, ‘Io, nau kana.’ 
GEN.31.12	Na kala antok iau asukang ke, ‘Tun alak na ku arai ta keve me tauan suke kipo ago kuvul ve keve me aina, riria aongos kipo atogon salik na pukun ituitumai. Napo pakangai anim asukang ke using napo nas aro a keve lau ang a Laban kata abis ia singim. 
GEN.31.13	Nau kana na God voiang kutala palpalatung ve nau e Betel. Na kutala akanangai ani kam palpalatung si vuk iat ang. Kana, ku tapasuk suai ani ring ke na ku papok ane si rina ang kita asereai anim singina.’” 
GEN.31.14	Au, ri Rakel ve Lea kilong tala longong a akuskus ang si Iakov na kilongla mengen ia asukang ke, “Parik namemlong pa anguan atogon an ani kamemlong palpal i togtogon ang si tamamemlong. 
GEN.31.15	Lenginang namemlong lapo bil val sokoung e matana. Katala atos tatamemlong na kala angan aongos na samui imemlong. 
GEN.31.16	Kalapo tutuman luai asukang ke ta kana keve tauia voiang God kata luk suai ania, kalapo kakamemlong ve kamemlong inatus.”
GEN.31.17+GEN.31.18	Au, Iakov kala tapasuk asi kana pasal pok ane si roe ang si tamana ta Aisak e Kanan. Kala agon kana ngono aina ve inatus kuli kamel na kila pasal. Kana keve vongo aongos na kana keve togtogon aongos i kana asereai ang e Padan Aram, kata apasal iria eno. 
GEN.31.19	Aino, si pangau ang a Iakov katanpo tok sipsip singina, Rakel kata luk musik a keve tangatangai ang i neina i lu si tamana, na Iakov parik kapa nas. 
GEN.31.20	Na mang anu, Iakov kata kapau na Laban le Aram ta tav mengen amalangas ania ta kalapo usausa asi sip pelek ania. 
GEN.31.21	Au, Iakov kala tapasuk na kala sip veai ani kana togtogon aongos. Kanla ngum putuk a Iuperetes na kanla palak taun a palpal kuli putput ang e Gilear.
GEN.31.22	Si vapotol i taun Laban kala longong ta Iakov katala sip. 
GEN.31.23	Asukang na kala songo aiton a keve tungana na kila lu using na Iakov. Si va limalengua i taun kanla sabonai ania si palpal kuli putput ang e Gilear. 
GEN.31.24	Si tenei vong i taun ang, God katala mengen a Laban nei orodung asukang ke, “Ku aiveven ta ku ago ta asuai an ta vuk mengen rikek vo mengen roron ane si Iakov.” 
GEN.31.25	Io, ninia si taun ang, Iakov katapo atu lu eiang e palpal kuli putput, na Laban kanla sabonai ania eiang. Asukang na ri Laban ve keve tungana kila kun atu lu eiang. 
GEN.31.26	Au, Laban kala ki na Iakov asukang ke, “Marai sa kuta abis a lau rikek ke? Kuta kapau iau si sa? Marai sa kuta akos suai ani kag ngono kavulik val vap amiming si taun i visvis? 
GEN.31.27	Marai sa kuta sip musik asukang? Marai sa parik kutapa mengen amalangas aro? Man kuta mengen amalangas aro, nala vil matan angan asi kara angatatungai ta uruk na mikamika na tangam. 
GEN.31.28	Marai sa parik kutapa atalipai anig ani na lulus atatung a keve vuvui ke na ngono rinaria? Sikei kutala vil a lau nio asukang ke! 
GEN.31.29	Napo atogon kana na kitmat si vil arikek anim, sikei God ang si tamam kata antok vong iau asi kag ago ta asuai an ta vuk mengen roron vo mengen rikek dong anim. 
GEN.31.30	Napo malangas ta kutala tapasuk suai using kam vubuk lava luai ani ku papok ane si tamam. Sikei marai sa kuta tainau na keve tangatangai i neina i kag lu?” 
GEN.31.31	Na Iakov kala antok a Laban asukang ke, “Natapo leng ta ku teng apok kam ngono kavulik. 
GEN.31.32	Sikei kapo ro, man ku sabonai ta sikei imem kapo teng kam keve tangatangai, igenen ang ka mat. E mataria i keve tungara ke, numai akorong ku ararai ta man kapo atogon ta bil kapo kakam na kapo ago eke singig, ku luk ia.” Iakov parik katapa malangas ta Rakel nang kata tainau na keve nem ang. 
GEN.31.33	Au na Laban kala palak nei lu si Iakov, na nei lu si Lea, na si ngono ainan asosokai ang, sikei parik katapa sabonai ta bil. Kala soung le nei lu si Lea na kamela palak akorong nei lu si Rakel. 
GEN.31.34	Io, na Rakel katala amunai ani keve tangatangai ang e neina i kana sinsinong i kuli kamel na kala gon lakat kuli sinsinong ang. Au, Laban kamela gule pulakai e nei kana lu, sikei parik kapa sabonai ta bil. 
GEN.31.35	Na Rakel kala antok a tamana ta, Mamai, ku ago ta atu marala an anig si kag tav tadut e matam, sikei napo ulen nang.” Asukang na kata gulegule tav sabonai ani keve tangatangai ang.
GEN.31.36	Au, na Iakov kala tapasuk na kala sui marmaralan a Laban asukang ke, “A, nei kag rikek evoi? Saka lau rikek an nata abis ia ane singim na kumepo lu using iau asukang ke? 
GEN.31.37	Kutala gulegule alava si kag keve togtogon. Au, kutala sabonai akorong ani sa nang kapo kakam i nei kam lu akorong? Asinong ia eke e ring malangas, e mataria i kam keve angtogon na kakag kapa. Au na ki antok vanang ta ke si ta bil akorong. Sikei, ku arai, kapo kovek luai nang! 
GEN.31.38	Nata ago ve numai na pongua na sangauli na matas amot sipo aiveven ani kam keve sipsip na kam keve me, na parik kitapa akau a mat lik tapai. Na parik kapa natapa angan lik ta sikei a sipsip tauan i kam keve vongo. 
GEN.31.39	Man ri kauvek loi kitame rangas ta mang vongo, parik natapa akalit ua tatana, using nau akorong natapo uli seupok musik ania. Au, na man kita tainau tenei vong vo tenei ias, kutapo uli sungil anig asi seupok ania. 
GEN.31.40	Kag ago katapo asukang ke: Ngan i sinang katapo ngan iau tenei ias na mulak lava katapo meng iau tenei vong, na parik natapa rot aroron. 
GEN.31.41	Katapo asukang ke ani pongua na sangauli na matas aongos ang natapo ago ve numai. Nata abis a sangauli na puat a matas ani kam ngono kavulik na limalesikei a matas ani kam keve vongo. Ani kag seuseupok, kuta sasakol ia a matan sangauli aongos na taun. 
GEN.31.42	Sikei napo nas ta God kata pakangai anig. Ninia palau na God ang mamai ta Aisak kapo mamaila ania, na vuivui ta Abaram kata using ia, man ninia parik katapa pakangai anig, kula asok suai anig kovek luai i bil. Sikei katala arai ani kag kui na kag abis lava na asukang kala ki bat ua tenei vong.”
GEN.31.43	Au na Laban kala polpol a Iakov asukang ke, “Ngono aina ang, kag ngono kavulik. Na karilong inatus, kakag ta inatus, na keve vongo aongos ang, kakag kapa. Keve bil aongos eke kapo kakag. Sikei nala abis sa akorong vang kana ani kag ngono kavulik na karilong matan inatus? 
GEN.31.44	Me na tarung palpalatung kuvul, na karung palpalatung ka tung akit val karung akanangai.” 
GEN.31.45	Au, asukang na Iakov kala luk a mangsikei a iat na kala atung atung ia. 
GEN.31.46	Na kala asok kana vap ta “Mi lukluk iat ane ke.” Na kimela asinong kuvul na keve vuk iat ang si sikei a kirim, le na kila matan angan eiang ngere kirim ang. 
GEN.31.47+GEN.31.48	Au, Laban kala antok ta, “Kirim iat ke kapo tung akanangai ani karung palpalatung si taun ke anginang.” Le si mengen ke vanang na kana asan a ring ang ta Galer, supsupai ina ta kirim i akanangai. Laban kata posong ia si kana mengen ta Iegar Sa-aduta, na Iakov kata posong ia si kana mengen ta Galer. 
GEN.31.49+GEN.31.50	Na Laban kala mengen kapa ta, “IAVE ka ararai anirung si taun tarung po ago angpetpetekai anirung pok. Man kula tav aiveven aro ani kag ngono kavulik, vo man kula osongon ta mang keve aina atava irilong, kupo malangas ta God kapo arai anirilong si karung angmemengenai kana, kantanem tarung papalik tarungpo ago si vuk taun ke.” Le si vuk mengen suke na kana mang asan a ring ang ta Mispa. 
GEN.31.51	Au Laban kala mengen kapa na Iakov asukang ke, “Kana vang kana na kirim iat ke na kana vang kana na iat ke natala atung ia nei liuan irung, 
GEN.31.52	kilongpo akanangai ani nau na ago ta pasal liu irilong ane si kam palpal roe, na numai kapa ku kun ago ta pasal liu an ane si kakag ta palpal asi vil arikek pok anirung. 
GEN.31.53	God ang si ri Abaram ve Naor na tamarilong, ninia kapo arai anirung na ninia vanang ka saupai anirung ta mengen ke kana kapo tutuman vo kapo tav tutuman.” Asukang na Iakov kala palpalatung mete Igenen Mamaila ke IAVE, voiang a tamana ta Aisak kapo mamaila ania, 
GEN.31.54	na kala sulsuluk kana alilis ane singina eiang e palpal putput na kala songo kana petau asi me matan angan. Emung i kari matan angan kila rodot aongos e iang. 
GEN.31.55	Si tenei vauk lik Laban kala tapasuk na kala lulus atatung a keve tivuna na kana ngono kavulik na kala ponsong atautauia iria aongos. Au le na kala papelek iria na kala papok ane si kana rina.
GEN.32.1	Na taun ang Iakov kalapo kun akikik kak using ani kana paspasalan, na keve angelo si God kimela angruduai ve nia. 
GEN.32.2	Taun kala arai aniria na kala posong ta, “Pua, nala arai ani kana kuvkuvulan a God!” Le si oring ang vanang na kala atuk a ring ang ta Manaim. 
GEN.32.3	Taun ang tasina i Iakov ta Esau katapo ago e Seir si palpal Edom. Na Iakov kala asok igenen aino ane singina 
GEN.32.4	velai ani pinipini ke, “Mianla mengen kag tulava ta Esau asukang ke, ‘Kam asosokai ta Iakov kapo mengen ta, “Natanla ago aongos a taun ke si Laban tung kana. 
GEN.32.5	Napo atogon bulumakau, dongki, sipsip, me, na keve tauan na ri ainan asosokai miang. Na kana napo alis a mengen amalangas ke ane singim, kag tulava, ta man kapo koi ua na man kupo roron na tarung an angruduai.” ’” 
GEN.32.6	Au na taun a keve vap i asok ang kimela serei pok si Iakov, kimela antok ia ta, “Namemtala pasal na namem anla serei si tasim ta Esau. Au na kame lapo pasal nang si me angruduai ve numai. Na 400 na igenen kipo auai ve nia.” 
GEN.32.7	Na Iakov kala longong a bil ke na leng ve makus lava kala sip ia. Asukang na kala pagpagal na vap po auai ang ve nia ane si pongua na kuvkuvulan. Na keve sipsip, keve me na keve bulumakau na keve kamel aongos ang kapa. 
GEN.32.8	Kapo lomlomonai ta man a Esau kala serei korong na kamela visvis a mangsikei i ngono kuvkuvulan ke, anu vopo kalakala ang kila angkoai si sip. 
GEN.32.9	Au, Iakov kala pagal iria le na kala sokotuk asukang ke, “God, kupo God si vuvui ta Abaram, na kupo God si mamai ta Isak. Io, numai IAVE, kutala antok iau ta man nala papok ane si kag rina na kag vap akorong pok, kula atautauia iau. 
GEN.32.10	Parik napa koi a keve roron ve keve lau tutuman ke kutala asereai ania singig, kam asosokai. Taun nata paputuk a sung ke e Ioridan, natapo teng palau kag vuk kipa. Sikei kana, kag togtogon kala serei si pongua na kuvkuvulan. 
GEN.32.11	Napo sokotuk ua kana ta ku akala iau pelek a tasig. Napo leng luai ta nganlak ka serei na ka raung aongos imem kuvul ve keve aina natan ke na kari inatus. 
GEN.32.12	Kag sokotuk using kuta antok iau ta ku atautauia iau na ku apolokai ani kag pat vap ani ki duk val kone i ngerelo, na ki tav taot korong aniria.” 
GEN.32.13	Kala kamus kana sokotuk na Iakov kala rot a vong ang eiang. Au na kala pilak le nei liuan kana togtogon using kala lomlomonai ani mangsikei a alilis ani tasina ta Esau. 
GEN.32.14	Kana vang a keve alilis. 200 na me aina na 20 na anu tauan. 200 na sipsip aina na 20 na anu tauan. 
GEN.32.15	30 na kamel aina ve kari keve natnat. 40 na bulumakau aina na 10 na anu tauan. 20 na dongki aina kapa na 10 na anu tauan. 
GEN.32.16	Au, kala pagal angpotok taun kana keve asosokai ta siksikei a kuvkuvulan i keve manmanik aongos ang na kala antok iria, “Mi pasal aino iau, na ka uli atogon ta pangau e nei liuan i keve siksikei a kuvkuvulan i manmanik ang.” 
GEN.32.17	Eiang kala pinipini na asosokai vo tung aino ang asukang ke, “Man a tasig ta Esau kala duai ua na kala sui ua ta, ‘Taukai im ta si? Ku ane voi? Na si kapo tauk i keve manmanik ke kipo pasal aino ua?’ 
GEN.32.18	Na ku polpol ia ta, ‘Kag igenen lava, kam asosokai ta Iakov kapo tauk iria. Na kipo kakam nang ta alilis. Na ninia nang a Iakov kapo aimung imem.’” 
GEN.32.19	Kala pini kapa na vapongua na vapotol i asosokai, na riria aongos kipo auai emung i keve kuvkuvulan manmanik ang ta man a Esau kala duai iria ki polpol ta sikei palau a vuk posong ang, 
GEN.32.20	na ki antok ia ta, “Arai, kam asosokai nang ta Iakov kapo aimung imem.’” Iakov katapo lomlomonai asukang ke ta, “Man kana naka asok aino na keve alilis ke, kala vinga marip anig nganing. Au na emung man kala arai korong anig kala angkoai si ruduai anig val napo tasina.” 
GEN.32.21	Asukang vang a keve alilis ang kita pasal aino ani Iakov, na ninia kala rot pok le na vong ang si kari vuk oring.
GEN.32.22+GEN.32.23	Au, nei liuan i tenei vong ang Iakov kala songo kana engo na kana ngono ainan asosokai na kana 11 a nat na kala asok aino iria na kianla ngusputuk si papaputukan i sung ang e Iabok. Le na kana keve togtogon aongos kila kun aimung aniria. 
GEN.32.24	Sikei ninia kala ago papalik pok emung. Na mangsikei a igenen kamela angpuagai ve nia. Kilongta angpuagai tung si tangat. 
GEN.32.25	Na igenen ang kalapo nas ta parik kapa angkoai si ka dual, asukang na kala sigil a ngusngus ina i Iakov, akorong si ring ipo angrodoai ta ngono tuan ang na kala takavis. 
GEN.32.26	Na igenen ang kala antok a Iakov ta, “Ai, ku atolongon iau lak. Makarap kana kalapo buk sanglak.” Sikei Iakov kala antok ta, “Parik. Parik napa atolongon ua tung si kula poso atautauia tapai anig.” 
GEN.32.27	Na igenen ang kala sui ia ta, “Kam asan ta si?” Na kala antok ta, “Iakov.” 
GEN.32.28	Au, igenen ang kala antok ia ta, “Kam asan parik kalapa anguan Iakov an. Kam asan tanginang vang kana ta Israel, using kutala angpuagai ve God na kapa ve ri vap na kuta lapo uli dual.” 
GEN.32.29	Eiang Iakov kala sokotuk ia ta, “Au, kapo angkoai si ku kin tapai ani kam asan?” Sikei nia kala antok ta, “Marai sa kupo kun buk nas ani kag asan?” Le na kala poso atautauia na Iakov eiang. 
GEN.32.30	Le iang vanang na Iakov kala luklukai ani vuk mengen ke ta, “Using natala tu angtalang ve God ta matag akorong na parik nata lapa mat, io, nala atuk vang kana na ring ke ta Peniel.” 
GEN.32.31	Au na makarap kalapo sanglak na Iakov kala ultaliung a Peniel na kalapo pakipa ta ngusngus ina 
GEN.32.32	using a igenen ang katala sigil ia si kana angrodoai i tuan. Io na le si oring suke vanang ri Israel tung si taun ke parik kipa angkoai si angan ani sin ang kapo angrodokotai si tuan i ngusngus iria i ri manmanik.
GEN.33.1	Au, Iakov kala tun avunga na kala arai ta Esau kame lapo pakasang. Kana 400 na igenen kitapo auai ve nia. Asukang na Iakov kala pagal angpotok kana inatus ane si keve rinaria akorong, Lea, Rakel na ngono ainan asosokai ang. 
GEN.33.2	Kala atung eno na ngono ainan asosokai ve karilong ta inatus, na using irilong, Lea ve kakana ta kun inatus, au na emung luai, Rakel ve Iosep. 
GEN.33.3	Au, na ninia akorong a Iakov kata tung ainoai aniria. Na kala pasal asian angruduai ve Esau na kapo soturungai aliu amatan limalengua ane nei roe. 
GEN.33.4	Sikei Esau kala sang taun ia na kamela vongok ia, ka lulus ia, na kilongla angtangisai aongos. 
GEN.33.5	Au, Esau kala takngo na kala arai ani keve aina ang ve kari keve nat na kala sui ta, “Au na ri si kana ve numai?” Na Iakov kala antok ta, “Riria palau a inatus ang voiang a God, si kana roron na kala lis kam asosokai tataria.” 
GEN.33.6	Na ngono ainan asosokai ang ve karilong inatus kilong pakasang na kimela kun soturungai. 
GEN.33.7	Au na Lea kapa ve kana inatus na ngono akamusai i angnanan kapa, ri Iosep ve Rakel. Aongos kimela soturungai. 
GEN.33.8	Na Esau kala luklukai ta, “Nata duai nang a keve kuvkuvulan i manmanik. Nei vanang? Kupo saka lomlomonai an?” Na Iakov kala antok ta, “Kag alilis anim, man kupo roron, kag tulava.” 
GEN.33.9	Sikei Esau kala antok ia ta, “Apua tasig! Nalapo kun duk akorong nang. Kapo ro ani kakam a keve tangan ang.” 
GEN.33.10	Na Iakov kala antok ta, “Iau? Parik! Man kana kulapo roron anig, ku naung ani alilis ke napo alis ua tatana. Taun ke kana napo arai anim, kapo asukang ta napo arai ani nona i God, using kume lapo sesel aro pok iau. 
GEN.33.11	Napo sokotuk ua ta ku naung ani sa kana napo alis ua tatana using a God katala kun atautauia alava anig, na napo duk luai.” Emung, Esau kala naung ani alilis ang using Iakov kata lapo gel adual ia. 
GEN.33.12	Au na Esau kala antok ta, “Kanat. Tara pasal kuvul. Nau naka ausingai anira.” 
GEN.33.13	Sikei Iakov kala antok ia ta, “Kag tulava, kupo nas nang ta inatus ke kilapo ngau. Au na napo buk pasal ananap kapa si aiveven ani keve sipsip na bulumakau ke ve kari keve natnat. Using man nganing tarala aisul alava iria si sikei palau a taun ke, nganlak a keve manmanik aongos ke ki mamat. 
GEN.33.14	Asukang kag tulava, napo kam asosokai na kapo ro ani ku pasal aino anig. Na nau nala pasal ananap lik emung im, angkokoai si paspasal ve keve manmanik na inatus ke kapa. Nanla serei lak singim, kag tulava, eiang e Seir.” 
GEN.33.15	Au na Esau kala antok ta, “Kapo ro palau, sikei napo buk alis anim ta kag mang rukun igenen asi auai ve numai.” Sikei Iakov kala antok ta, “Kag tulava, parik. Napo ro palau nang. Napo sokotuk ua ta ku naung anig.” 
GEN.33.16	Asukang na si taun ang pok, Esau kala papok ane Seir. 
