MAT.1.1	Ri' ri jb'ijak yak jmam Kakaj Jesucristo ri rijajl David y Abraham. 
LUK.16.19	Kakaj Jesús xij chic: Wi' jun winak sub'laj b'iom ri tijcoj kustaklaj itz'ik y nojel k'ij tran kustaklaj comon wic'. 
LUK.16.20	Y wi' jun sic' winak ri jb'ij Lázaro q'uisil rij li ch'a'c' y tijtz'onaj limoxn. Re ticub'ar lak ulew chi' pwert riq'ui man b'iom. 
LUK.16.21	Y sic' winak li ri' raj tijtij mak jxerc' wa ri titzaak xe' mex riq'ui man b'iom. Y tipetak mak tz'i' tioctak chi jrek'ic jwich mak ch'a'c' chirij sic' winak.
LUK.16.22	Cuando xtaw jun k'ij xcam sic' winak li, xc'amsajb'i jwi'lak yak anjl lamas wi' Abraham. Y cuando xcam man b'iom xe' muksajok. 
LUK.16.23	Cuando man b'iom tijin tijtij c'ax li man luwar ri lamas tic'olsaj jsantilak camnakib', xna'tunb'ic, xrilb'i Abraham wi' li jun luwar sub'laj naj y wi Lázaro riq'uil. 
LUK.16.24	Y man b'iom sub'laj cow xch'a'wc, xijb'i re Abraham: Kaj Abraham, ilcojo' c'ur inwch. B'an tok'ob' chwe, b'ij re Lázaro chi tijmu'chcojo' b'a jk'ab' li ja' y tiyuk jorob'saj b'a wak' la', jwi'l in mas c'ax tijin tantij neri li k'ak', xche' man b'iom.
LUK.16.25	Pero Abraham xij re: At walc'wal, cuxtaj awi'l chi at xatija' utzil laj ac'aslemal cuando xatwa'x wich ulew. Pero Lázaro sub'laj c'ax xtij cuando xwa'x wich ulew, ajri' neri xyuk jte' utzil y at ajri' cla' xyuk atije' c'ax. 
LUK.16.26	Pero lajori wi' jun nimlaj xeleb'xan laj kaxo'l aac'lak, jwi'li'li ta' ni jono rechak mak ri wi'tak neri tijna' tik'axtakb'i cla' y ta' ni jono rechak mak ri wi'tak cla' tijna' tik'axtakch neri, xche' Abraham re.
LUK.16.27	Y man b'iom xij chic re Abraham: Kaj Abraham, b'an jun tok'ob' chwe, takb'i Lázaro laj richoch inkaj. 
LUK.16.28	Cla' ajwi'taka' job' yak wech'elxic chic y tib'e jb'ijcojo' rechak chi mi ran rechak chapca' ximb'an in pire ma' tipetak neri lamas titijsaj sub'laj c'ax, xche' re Abraham.
LUK.16.29	Abraham xij chic re: Pi rechak wi' Jpixb' Kakaj Dios ri xcan tz'ib'aj jwi'l Moisés y wi' Jyolj Kakaj Dios ri xcan jtz'ib'ajtak yak ajk'asaltak Jyolj Kakaj Dios ojrtaktzij y ri' li jcoje'tak nen tijb'ij, xche' Abraham re.
LUK.16.30	Y man b'iom xij chic: Tz'eti'n, Kaj Abraham, pero wi wi' jono tic'astasaj jwich laj jcamnakl xo'lak camnakib' titaw riq'uilak, rechak tijq'uexa' jno'jak chiwch Kakaj Dios, xche' re Abraham.
LUK.16.31	Pero Abraham xij chic re: Wi ta' tijcojtak Jpixb' Kakaj Dios ri xcan jtz'ib'aj Moisés y Jyolj Kakaj Dios ri xcan jtz'ib'ajtak yak ajk'asaltak Jyolj Kakaj Dios ojrtaktzij, ri'tic'u chic tijcojtak jyolj jun ri tic'astasaj jwich laj jcamnakl xo'lak camnakib', xche' Abraham re, xche' Kakaj Jesús rechak yak ajtijol rib'ak chirij.
LUK.17.1	Kakaj Jesús xij rechak yak ajtijol rib'ak chirij: Coc'xo'lke wi' nen tib'anow re jun cristian tikej li mac. Pero c'ur jwich jun cristian ri tib'anow re jun chic tikej li mac jwi'l masna c'ax tijtij. 
LUK.17.2	Ri' mas tzi tiximsajb'i jun nimlaj ab'aj re que'm chi jkul y tit'ojsajb'i li mar chiwch tran chi timacun yak ri ta' mas nim jk'ijak ri cub'ul jch'olak chwij.
LUK.17.3	¡Atak cwentijke ayb'ak! Wi wi' jono awech'elxic chwij tib'anow c'ax chawe, k'el chirij ri tijin tran y wi tijq'uex jno'j, cuy jmac. 
LUK.17.4	Y wi wi' jun k'ij tran wukub' (7) b'welt c'ax chawe y wukub' (7) b'welt tiyuk aac'l chi jtz'onaj jcuyic jmac chawch y tijb'ij: Cuy immac, ta' chiqui' tamb'an, tiche' chawe, cuy jmac, xche' Kakaj Jesús.
LUK.17.5	Y yak jtako'n Kakaj Jesús ri Kajawl xijtak re: Ye' mas jcub'arb' kach'ol chawij, xche'tak re.
LUK.17.6	Kakaj Jesús ri Kajawl xij rechak: Witi cub'ul ach'olak chwij chapca' jnimal jun ra b'ak' jwich mostas, atcwintaka' tab'ijtak re man nim che' ri, jilonri: B'uk'b'i ayb' neri y tib'e atique' ayb' li mar, atche'tak re y man che' ticojoni' chawchak, xche' rechak.
LUK.17.7	Kakaj Jesús xij chic rechak yak jtako'n: Y wi wi' jono chawechak wi' jono jmocom tijtakb'i li chac chirij wacx o tijtakb'i chi jyuk'ic rawj y cuando tik'ajch man mocom li, ta' tijb'ij re man mocom: Tzaj, cub'ren, tij aw, ta' tiche' re.
LUK.17.8	Re tijb'ij: B'an jwa'x wa re tantij re sinar y ye'ch b'a mex, incolajna in nab'e, ajruc're' tatij chic aw at, tiche' re.
LUK.17.9	Y ta' rajwax tic'omowaj re man mocom li jwi'l ri' xan juntir nen ri xijsaj re. 
LUK.17.10	Y ji'c'ulon atak cuando tab'antak juntir ri tijb'ij Kakaj Dios chawechak, b'ijtak: Oj, ojke mocom ri ta' nen ojchoconwi', jwi'l xike xkab'an lawi' raj Kakaj Dios xkab'an, atche'tak, xche' Kakaj Jesús rechak.
LUK.17.11	Kakaj Jesús cuando b'enam re Jerusalén xk'axb'i laj xo'lak Samaria pach Galilea.
LUK.17.12	Cuando xtaw li jun luwar, xpetak lajuj (10) chi winak chi jc'ulic, wi' yajel chirijak ri jb'ij lepra. Mak winak li ta' xjutuntak chijc'ulel Kakaj Jesús, ji'ke xwa'rtakch chinaj re, 
LUK.17.13	xijtakch re: Kaj Jesús Ajtijonl, il c'ur kawch riq'ui kayaj, xche'takch re Kakaj Jesús.
LUK.17.14	Kakaj Jesús cow xrilb'i mak winak y xij rechak: Jattak, c'utta ayb'ak chiwchak yak ajc'amaltak jb'eak cristian riq'ui Kakaj Dios, xche' rechak.
LUK.17.14	Rechak xe'tak y cuando b'esaltak lak b'e b'enam rechak riq'ui yak ajc'amaltak jb'eak cristian riq'ui Kakaj Dios, xel man yajel chirijak y xtzib'tak. 
LUK.17.15	Jun rechak mak winak li cuando xril chi xtzib'i'n, xk'aj riq'ui Kakaj Jesús, tichak ch'ejej chi jnimirsaj jk'ij Kakaj Dios.
LUK.17.16	Y cuando xtaw riq'ui Kakaj Jesús xxucaj rib' chiwch y xxulb'a' jcayb'al asta xtaw chi' jwich lak ulew chi jc'omowaj re chi xtzib'i'n. Y man winak li aj Samariayi'n. 
LUK.17.17	Kakaj Jesús xij: ¿Miti lajuji' rib'ilak mak winak ri xtzib'tak? ¿Lac'umas xe'tak mak b'elejeb' chic? 
LUK.17.18	¿Xic'uke jun winak ri, ri ma' rijajl ta' Israel xk'ajch chi jnimirsaj jk'ij Kakaj Dios chi xtzib'i'n? xche'.
LUK.17.19	Kakaj Jesús xij re man winak: B'iiten y jat laj awichoch, xattzib'i' jwi'l xcub'ar ach'ol chwij, xche'.
LUK.17.20	Mak fariseo xtz'onajtak re Kakaj Jesús nen or tipe jtakon Kakaj Dios chib'ak cristian wich ulew. Y Kakaj Jesús xij rechak: Jtakon Kakaj Dios chib'ak cristian wich ulew ta' tiilsaj cuando tipetc.
LUK.17.21	Ni jonok tib'in chi wi' neri o wi' jili, jwi'l jtakon Kakaj Dios wi'chak chaxo'lak, xche' re mak fariseo.
LUK.17.22	Y xij chic rechak yak ajtijol rib'ak chirij: Tina tawna jun k'ij atak rajti awanmak wi'ti chic chaxo'lak Jc'ajol Kakaj Dios ri xwux pi cristianil, pero ta' chiqui' tawiltak jwich. 
LUK.17.23	Y wi wi' cristian tib'in chawechak: Jc'ajol Kakaj Dios ri xwux pi cristianil wi' neri o wi' jili, tiche'tak, pero ma cojowtak y mat b'etak chi rilic. 
LUK.17.24	Jwi'l cuando titaw k'ij tipe chic wich ulew Jc'ajol Kakaj Dios ri xwux pi cristianil, jilon jpetic chapca' jun coyop tijkopajch rib' li jun lad re caj, tijsakab'saji' juntir xe' caj. 
LUK.17.25	Pero nab'e tina jtijna sub'laj c'ax y tina xutsajna jwi'lak mak cristian ri wi'tak re mak junab' lajori.
LUK.17.26	Y cuando titaw k'ij tipe chic wich ulew Jc'ajol Kakaj Dios ri xwux pi cristianil, cristian trana'taka' chapca' xantak cristian la' mak junab' cuando xwa'x Noé wich ulew. 
LUK.17.27	Mak cristian li xtakejtak jb'anic lawi' rajak rechak trantak. Rechak tiwi'ntak, tik'ab'artak, tic'uli'ytak y tijc'ulb'a' ralc'walak asta cuando xtaw k'ij xjaw Noé li arc. Xchol jun nimlaj k'alaj y xsaach jwich juntir ri wi'tak wich ulew.
LUK.17.28	Jilon trantak chapca' xantak mak cristian la' mak junab' cuando xwa'x Lot li tilmit Sodoma. Mak cristian li xe' ranmak chirij jwaak, chirij k'ab'ric, chirij lok'omanc, chirij c'ayinc, chirij tico'n y chi b'anojtak ja. 
LUK.17.29	Pero cuando xelb'i Lot li tilmit Sodoma xpe k'ol pach k'ak' lecj, xkej chib' man tilmit li y juntir mak cristian ri wi'tak li man tilmit xsaach jwichak li k'ak'. 
LUK.17.30	Y cuando tik'aj chicch wich ulew Jc'ajol Kakaj Dios ri xwux pi cristianil jilon c'ax li tijtijtak mak cristian ri ta' ticojontak chiwch Kakaj Dios.
LUK.17.31	Y cuando titaw k'ij li, nen wi' b'a ja, mi oc chic chi resaj kelen re la ja y nen wi' lak chac mi k'aj chic laj richoch.
LUK.17.32	Ri' cuxtaj awi'lak nen xansaj re rixokl Lot ojr. 
LUK.17.33	Nen jono cristian ta' raj tijye' rib' pi camic jwi'lke tran lawi' raj Kakaj Dios tran, tisaachi' jwich, pero nen tijye' rib' pi camic inwi'l in, ticolmaji'n. 
LUK.17.34	In tamb'ij chawechak cuando titaw k'ij li, li jun ak'ab' wi'tak quib' chi waraj chib' jun ch'at, jun tic'amsajb'ic y jun tican ye'sajok.
LUK.17.35	Y wi' quib' anm, nic' tijintak chi que'm, jun tic'amsajb'ic y jun tican ye'sajok. 
LUK.17.36	Y wi'tak quib' winak, nic' tijintak li chac, jun tic'amsajb'ic y jun tican ye'sajok, xche' Kakaj Jesús rechak yak ajtijol rib'ak chirij.
LUK.17.37	Cuando xtatak yak ajtijol rib'ak chirij chi jilonli xij, xtz'onajtak re: Kajawl, ¿lac'umas tib'anwi' jilonli? xche' rechak.
LUK.17.37	Kakaj Jesús xij rechak: Lamas wi' jun camnak awaj, cla' tijmulb'a' rib'ak mak c'uch, xche' rechak.
LUK.18.1	Kakaj Jesús xij jun esb'i no'j rechak yak ajtijol rib'ak chirij pire tijc'ut chiwchak chi rajwaxi' coc'xo'lke tich'a'wtak riq'ui Kakaj Dios y ta' tijquib'aj ranmak. 
LUK.18.2	Xij rechak: Wi' jun k'atb'itzij xwa'x li jun tilmit, ta' tijcoj jk'ij Kakaj Dios y ta' tijcoj jk'ij ni jun cristian. 
LUK.18.3	Y li man tilmit li wi' jun anm ri camnak richjil, sic' anm li q'uilaj b'welt titaw riq'ui man k'atb'itzij chi jtz'onaj k'atb'itzij, re ri' raj tib'an k'atb'itzij chirij jun jcontre. 
LUK.18.4	Man k'atb'itzij xe' quib' uxib' k'ij ta' raj tran jk'atb'itzij chirij, pero cuando xtaw jun k'ij xq'uistaj ranm chi rilic sic' anm, xij laj ranm: Onque ta' tancoj jk'ij Kakaj Dios y ta' tancoj jk'ijak mak cristian, 
LUK.18.5	pero jwi'l man anm ri, ri camnak richjil, nojel k'ij tiyuk chi jtz'onaj k'atb'itzij chwe, lajori tamb'an k'atb'itzij chirij man jcontre jwi'l wi mita' tamb'an k'atb'itzij chirij man jcontre tiq'uistaj wanm jwi'l nojel k'ij tiyuk wiq'uil, xche' man k'atb'itzij, xche' Kakaj Jesús.
LUK.18.6	Y Kakaj Jesús ri Kajawl xij chic rechak: Tatak jcholajl nen xij man k'atb'itzij ri ta' suc'ul ranm chiwch Kakaj Dios. 
LUK.18.7	Y, ¿ri'tic'u chic Kakaj Dios ma' tijt'o' laj or yak cristian ri cha'l jwi'l ri tich'a'wtak riq'uil chi lak'j chi lak'ab'? 
LUK.18.8	Pero in tamb'ij chawechak chi atjt'owa'taka' laj or. Pero cuando tipe chic wich ulew Jc'ajol Kakaj Dios ri xwux pi cristianil, ta' etemal jurub' cristian tiyuk jte' ri cub'ul jch'olak chirij, xche' Kakaj Jesús rechak yak ajtijol rib'ak chirij.
LUK.18.9	Wi' nic'j rechak mak cristian ri tijb'ijtak laj ranmak chi rechak suc'uli' ranmak chiwch Kakaj Dios, pero tijxuttak yak nic'j cristian chic, jwi'li'li Kakaj Jesús xij jun esb'i no'j rechak jilonri: 
LUK.18.10	Wi' quib' winak xe'tak li nimi richoch Kakaj Dios chi ch'a'wem riq'ui Kakaj Dios, jun fariseo y jun ajtz'onal alcabar. 
LUK.18.11	Man fariseo pi wa'l xoc chi ch'a'wem riq'ui Kakaj Dios, xij: At, Kakaj Dios, tanc'omowaj chawe chi in, ma' in ta' nic' chapca' mak nic'j cristian chic, pur alk'omtak y nic'j chic pur etzl jno'jak re cristian y nic'j chic tijrechb'ejtak jun cristian chic ri ma' jc'ulajlak ta'n y ma' in ta' nic' chapca' man jun ajtz'onal alcabar ri. 
LUK.18.12	In tamb'ana' cacab' k'ij ayun re nojel xuman y nen jnimal tanch'ec, tanya' jlájuj chawe, xche' man fariseo.
LUK.18.13	Pero man ajtz'onal alcabar xcan wa'r chinaj re man fariseo y cuando xch'a'w riq'ui Kakaj Dios xxulb'a' jcayb'al lak ulew. Re ta' xb'it jcayb'al lecj, xike xt'ic chi jch'ol chi k'ab' y xij re Kakaj Dios: At, Kakaj Dios, il c'ur inwch, cuy immac. In, ini' jun ajmac chawch, xche'.
LUK.18.14	Kes tz'etel tz'et tamb'ij chawechak chi man ajtz'onal alcabar li, cuando xk'aj laj richoch, suc'ulchak ranm chiwch Kakaj Dios, pero man fariseo ta' xsuc'ulab' ranm chiwch Kakaj Dios. Jwi'l nen jonok tijcoj jk'ij ric'an, ta' ticojsaj jk'ij, pero nen ta' tijcoj jk'ij, ri' li ticojsaj jk'ij, xche' Kakaj Jesús.
LUK.18.15	Jun k'ij xc'amsajtakb'i mak tral ac'l riq'ui Kakaj Jesús pire tijye' jk'ab' laj jb'aak, pero cuando xriltak yak ajtijol rib'ak chirij, xk'eltak mak cristian ri xc'amowtakb'i mak tral ac'l riq'ui Kakaj Jesús. 
LUK.18.16	Pero Kakaj Jesús xsiq'uij mak tral ac'l y xij rechak yak ajtijol rib'ak chirij: Ma k'eltak, ye'tak luwar rechak mak tral ac'l tipetak wiq'uil jwi'l jtakon Kakaj Dios chib'ak cristian pirechi' yak ri chapca' tral ac'l ri. 
LUK.18.17	Kes tz'etel tz'et tamb'ij chawechak chi nen ta' tijc'ul jtakon Kakaj Dios chapca' jun ral ac'l ta' tioc lamas titakon Kakaj Dios chib'ak cristian, xche' Kakaj Jesús rechak yak ajtijol rib'ak chirij.
LUK.18.18	Jun winak ri nim jk'ij chijxo'lak yak rijajl Israel xtz'onaj re Kakaj Jesús: At, Tzilaj Ajtijonl, ¿nen rajwax tamb'an pire tanta' tzilaj c'aslemal riq'ui Kakaj Dios lecj ri ta' jq'uisic? xche' re.
LUK.18.19	Xpe Kakaj Jesús, xtz'onaj re: ¿Nen chac tab'ij chwe chi ini' tzi? Ta' ni jun tzi, xike Kakaj Dios ri tzi. 
LUK.18.20	Awetami' Jpixb' Kakaj Dios ri tijb'ij jilonri: Ma wechb'ej jun jalan cristian wi ma' ac'ulajl ta'n, mat camsanc, mat alk'anc, ma' mol tzij chirij jun cristian y coj jk'ij akaj achuch, tiche', xche' re.
LUK.18.21	Man winak li xij re Kakaj Jesús: Juntir li xincoja'ch pi aj in ac'l, xche'.
LUK.18.22	Cuando xta Kakaj Jesús chi jilonli xij man winak, xij chic re: Ajwi' jun kelen rajwax tina ab'anna. C'ayta juntir kelen awe ri wi' y man rijil tajach chiwchak yak ri wi' rajwax rechak. Jilonli tiwa'xi' sub'laj utzil pi awe riq'ui Kakaj Dios lecj pi jq'uexwach ab'iomil, ajruc're' atpe wiq'uil pire atxamb'er chwij, xche' re.
LUK.18.23	Man winak li, cuando xta chi jilonli xijsaj re, sub'laj xb'ison jwi'l sub'laj b'iomi'n.
LUK.18.24	Kakaj Jesús cuando xril chi tichak b'isonc, xij: Sub'laj c'ax roquicak mak b'iom lamas titakon Kakaj Dios chib'ak cristian. 
LUK.18.25	Ri' ta' mas c'ax jk'axic jun camello laj b'ak' jwich jun acux chiwch roquic jun b'iom lamas titakon Kakaj Dios chib'ak cristian, xche'.
LUK.18.26	Cuando mak cristian xtatak chi jilonli, xijtak re Kakaj Jesús: Wi jilonli, ta' ni jun ticolmaj laj jk'ab' jmac, xche'tak re.
LUK.18.27	Kakaj Jesús xij chic rechak: Pi rechak cristian ta' ni jonok ticwinc, pero Kakaj Dios ta' ni jun kelen ma' ticwin chi jb'anic, xche' rechak.
LUK.18.28	Xpe Pedro, xij re Kakaj Jesús: Oj xcani' kaye' juntir kelen ke ri wi' y xojxamb'eri' chawij, xche' re.
LUK.18.29	Kakaj Jesús xij: Kes tz'etel tz'et tamb'ij chawechak nen jono cristian tican jye' richoch, jkaj jchuch, rech'elxic, rixokl y ralc'wal jwi'lke tijb'ij nen mo titakon Kakaj Dios chib'ak cristian, 
LUK.18.30	tijc'ula' sub'laj nim jq'uixel neri wich ulew y tijta' tzilaj c'aslemal riq'ui Kakaj Dios lecj ri ta' jq'uisic, xche' Kakaj Jesús rechak.
LUK.18.31	Kakaj Jesús xsiq'uijb'i pi ric'anak yak cab'lajuj (12) jtako'n y xij rechak: Lajori ojb'etak Jerusalén lamas titawi' chiwch juntir ri xcan jtz'ib'ajtak yak ajk'asaltak Jyolj Kakaj Dios chirij Jc'ajol Kakaj Dios ri xwux pi cristianil. 
LUK.18.32	Re tijachsaj laj jk'ab'ak yak ma' rijajl ta' Israel, rechak tritz'b'ejtak jwich, tijyok'tak y tijchub'ajtak jwich. 
LUK.18.33	Tijsec'tak y tijcamsajtak, pero laj jrox k'ij tina c'astasajna jwich laj jcamnakl, xche' Kakaj Jesús rechak.
LUK.18.34	Pero rechak ta' xtatak jcholajl nen tielwi' ri xijsaj rechak jwi'l Kakaj Jesús, jwi'l ta' ye'l luwar rechak tretemajtak jcholajl.
LUK.18.35	Cuando tawem tran Kakaj Jesús Jericó, wi' jun sic' moy cub'ul chi' b'e tijin tijtz'onaj limoxn. 
LUK.18.36	Cuando sic' moy xta chi sub'laj cristian tijin tik'axtak, re xtz'onaj rechak cristian nen tijin tib'anc. 
LUK.18.37	Mak cristian xijtak re chi Kakaj Jesús aj Nazaret tijin tik'ax cla'. 
LUK.18.38	Xpe re, cow xch'ejejc, xij: ¡Kaj Jesús, Jc'ajol David, il c'ur inwch! xche'.
LUK.18.39	Xpetak mak cristian ri nab'etakb'ic, xk'eltak, ri' rajak ta' chiqui' tich'a'wc, pero mas chiqui' cow xch'ejejc, xij chic: ¡Jc'ajol David, il c'ur inwch! xche'.
LUK.18.40	Kakaj Jesús xwa'rc, xtak jc'amic sic' moy. Cuando xtaw sic' moy chijc'ulel, xtz'onaj re: 
LUK.18.41	¿Nen chawaj tamb'an chawe? xche' re.
LUK.18.41	Sic' moy xij: Wajawl, chwaj inna'tunc, xche' re.
LUK.18.42	Kakaj Jesús xij chic re: Na'tunok. Xattzib'i' jwi'l xcub'ar ach'ol chwij, xche' re.
LUK.18.43	Y sic' moy laj or xna'tunc y xamb'erb'i chirij Kakaj Jesús, tichak tijin chi jb'ixaj jnimirsaj jk'ij Kakaj Dios. Y jilon juntir mak cristian ri xiliwtak nen xansaj re sic' moy, xb'ixajtak jnimirsaj jk'ij Kakaj Dios.
LUK.19.1	Kakaj Jesús b'enam re xk'axb'i li man tilmit Jericó. 
LUK.19.2	Y cla' wi' jun b'iomlaj winak ri jb'ij Zaqueo, ri jb'ab'alak mak ajtz'onaltak alcabar. 
LUK.19.3	Y Zaqueo ri' raj tijch'ob' jwich Kakaj Jesús, pero ta' tijna' tril jwich chijxo'lak sub'laj cristian jwi'l re ta' naj rakan. 
LUK.19.4	Jwi'li'li xnab'er jol, ri' raj tril jwich, xe' jaw b'a jun che' ri jb'ij sicómoro ri wi' chi' b'e lamas tik'axwi' Kakaj Jesús.
LUK.19.5	Cuando Kakaj Jesús xk'ax cla', xna'tunja' b'a che' y xij re Zaqueo: Zaqueo, kejench laj or, lajori rajwaxi' tamb'an imposad laj awichoch, xche' re.
LUK.19.6	Ajruc're' Zaqueo xkejch laj or b'a che', tiqui'cot xyuk jc'ule' Kakaj Jesús. 
LUK.19.7	Y juntir cristian, cuando xriltak jilonli, xoctak chi yok'on chirijil Kakaj Jesús, xijtak: Winak ri xe' rane' jposad laj richoch jun ajmac, xche'tak.
LUK.19.8	Xpe Zaqueo, xwab'a' rib' chiwch Kakaj Jesús, xij re: Wajawl, lajori pajnic'j re juntir kelen we ri wi' tanjacha' chiwchak yak ri wi' rajwax rechak y wi wi' cristian xinsub'tak pire xwesaj mas pwak chirijak, tank'asaji' jq'uixel cajmul rechak mas chiwch ri jnimal ri xwesaj chirijak, xche' re.
LUK.19.9	Kakaj Jesús xij: Lajori yak cristian ri wi'tak la ja neri xcolmajtaka' laj jk'ab' jmacak, jwi'l winak ri tz'etel rijajli' Abraham. 
LUK.19.10	Jc'ajol Kakaj Dios ri xwux pi cristianil xpe wich ulew pirechi' tiyuk jtoque' yak ri sache'ltak jwi'l jmacak pire ticolmajtak laj jk'ab' jmacak, xche' Kakaj Jesús rechak.
LUK.19.11	Cuando yak cristian tijin tijtatak nen tijb'ij Kakaj Jesús, xpe Kakaj Jesús xij chic jun esb'i no'j rechak jwi'l tawem trantak Jerusalén y yak cristian chijch'ol rechak laj or triltak titakon Kakaj Dios chib'ak. 
LUK.19.12	Kakaj Jesús xij rechak: Wi' jun winak nim jk'ij xe' chinaj li jun jalan tilmit chic pire tiye'saj rekle'n pire tioc re rey laj jtilmit, ajruc're' tik'aj chicch. 
LUK.19.13	Cuando b'enam tran xsiq'uij lajuj (10) rechak mak jmocom. Xcan jye' jujun pwak rechak chi jujunalak sub'laj nim jwich y xij rechak: Yecomantak la' man pwak ri asta cuando ink'aj chicch, xche' rechak.
LUK.19.14	Pero mak cristian laj tilmit ta' rajak jwich man winak li y chirij re xtaktak chicb'i nic'j cristian chi jb'ij li man tilmit li, jilonri: Oj ta' chikaj tioc man winak li pire karey laj katilmit, xche'tak.
LUK.19.15	Pero re xye'saji' rekle'n pire rey y xk'aj chicch laj jtilmit. Y cuando xtaw laj jtilmit, xtak jsiq'uijcak mak jmocom ri quiek re xcan jye' jpwaak cuando xec', jwi'l raj tretemaj nen jnimakl xch'ectak chirij man pwak chi jujunalak. 
LUK.19.16	Cuando xtaw man nab'e mocom ri quiek re xcan jye' pwak, xij re: Kaj, apwaak ri xcan aye' chwe, xch'eca' lajuj (10) jq'uiyal chapca' xcan aye' chwe, xche' re.
LUK.19.17	Y man rey xij re: Tziyi' xab'an, ati' jun tzilaj mocom. Jwi'l tziyi' xab'an re jun raquitz, lajori atoc pire k'atb'itzij chib' lajuj (10) chi tilmit, xche' re.
LUK.19.18	Xtaw man jcab' mocom chic, xij re: Kaj, apwaak ri xcan aye' chwe, xch'eca' job' jq'uiyal chapca' xcan aye' chwe, xche' re.
LUK.19.19	Xpe man rey, xij re man mocom li: At, atoc pire k'atb'itzij chib' job' tilmit, xche' re.
LUK.19.20	Pero xtaw man jun mocom chic, xij re: Kaj, co' apwaak ri. Ximpis li jun sut' y xinc'ol, 
LUK.19.21	jwi'l xtzaak inch'ol chi jcojic jwi'l wetami' chi mas at c'a'n y atoch'on lamas ta' nen tiquil awi'l, xche' man mocom re man rey.
LUK.19.22	Xpe man rey, xij re man mocom li: At, ati' jun etzl mocom y ayolj titz'onin k'atb'itzij chawij, jwi'l wi awetami' chi masi' in c'a'n y inoch'on lamas ta' tiquil inwi'l, 
LUK.19.23	xac'amtene'b'i impwaak xe'tene' aye' pi kejom re jonok y cuando xinyuk wi'tene'chak ral impwaak roj xinc'ule', xche' re.
LUK.19.24	Xpe man rey, xij rechak yak cristian ri wi'tak cla': Majtak man pwak re y ye'tak re man immocom ri xch'ecow lajuj (10) jq'uiyal chapca' ri jq'uiyal impwaak xcan inye' re, xche'.
LUK.19.25	Y yak cristian ri wi'tak cla', xijtak re: Kaj, pero re wi'chak lajuj (10) jq'uiyal chapca' ri jq'uiyal apwaak xcan aye' re, xche'tak re.
LUK.19.26	Man rey xij chic rechak: In tamb'ij chawechak nen wi' mas riq'uil, tiye'saj chiqui' mas re, pero nen ta' re, asta raquitz ri wi' riq'uil, timajsaji' re. 
LUK.19.27	Y tamb'ij chawechak chi mak cristian ri incontrintak ri ta' rajak inoc pire rey laj jtilmitak, c'amtatakch y tacamsajtak chinwch, xche' man rey rechak, xche' Kakaj Jesús.
LUK.19.28	Cuando xijmaj jilonli jwi'l Kakaj Jesús, xnab'er chiwchak yak ajtijol rib'ak chirij xe' Jerusalén. 
LUK.19.29	Y cuando xtaw chijc'ulel man tilmit Betfagé y man tilmit Betania ri wi'tak wich witz ri jb'ij Olivos, xtakb'i quib' rechak yak ajtijol rib'ak chirij. 
LUK.19.30	Xijb'i rechak: Jattak li man tilmit ri wi'b'i chawchak. Cuando attawtak cla', tib'e ate'tak jun ra b'ur ximilc, ajqui' ni jono cristian quejawinak re, quirtak y c'amtakch. 
LUK.19.31	Y wi wi' nen titz'onin chawechak: ¿Nen chac taquirtak man ra b'ur? wi tiche' chawechak, tab'ijtak re: Tike chocon jwi'l Kajawl, atche'tak re, xche' Kakaj Jesús rechak.
LUK.19.32	Yak ajtijol rib'ak chirij Kakaj Jesucristo xe'tak. Juntir nen xijsaj rechak jilon xe' jte'tak. 
LUK.19.33	Cuando tijintak chi jquiric man ra b'ur, xtawtak mak rajw chi rilic y xijtak rechak yak ajtijol rib'ak chirij Kakaj Jesucristo: ¿Nen chac taquirtak man ra b'ur? xche'tak rechak.
LUK.19.34	Rechak xijtak rechak mak rajw: Tike chocon jwi'l Kajawl, xche'tak rechak.
LUK.19.35	Xc'amtakch man ra b'ur riq'ui Kakaj Jesús, xye'takb'i ritz'ikak ri tijk'u'jtak chirij man ra b'ur, ajruc're' xjawsajtak Kakaj Jesús chirij.
LUK.19.36	Y cuando tijin jb'ic Kakaj Jesús xpetak mak cristian xlic' ritz'ikak ri tijk'u'jtak laj jb'e Kakaj Jesús. 
LUK.19.37	Cuando xmajtakch man wich xulan re man wich witz ri jb'ij Olivos, juntir yak ajtijol rib'ak chirij Kakaj Jesucristo xcholtak ch'ejejem jwi'l jqui'cotemak y xnimirsajtak jk'ij Kakaj Dios jwi'l juntir mak c'utb'i jcwinel Kakaj Dios ri ilan jwi'lak, 
LUK.19.38	xijtak:
LUK.19.38	¡Kakaj Dios ri Kajawl wi' jk'ab' chib' rey ri petzal laj jb'ij!
LUK.19.38	¡Wa'xok utzil lecj! ¡Nimirsajok jk'ij Kakaj Dios lecj! xche'tak.
LUK.19.39	Y chijxo'lak mak cristian li, b'esaltaka' nic'j fariseo, rechak xijtak re Kakaj Jesús: Kaj, k'elcojo' yak ajtijol rib'ak chawij, xche'tak re.
