GEN.1.1	Kjok ëre dämär, l̇l̇ëye l̇l̇ëm obishko ga Sbö kjok shäryono uunkong, kjopkwo, kl̈ung bakoe. 
GEN.21.3+GEN.21.4+GEN.21.5	ga koiara ba datarë Isaac. Eshko ga Abraham l̈u pjl̈ogl̈o sak dbäw (100). Öötong dbar kjwongshko (8) ga chida doyo jyã tara, l̈ara Sbörë ba kong sorë l̈i eni.
GEN.21.6	Eshko ga Sara wotjl̈ĩk ga «Tja iara Sbörë jar. Ga tja wa tjok miydaraba ga oba jar wopjl̈ú bor tjok bebi. 
GEN.21.7	¿Tja wa tjeng Abraham tjok kjl̈ara l̈aga ëro? ¡Tjl̈abl̈a ëmdë ga ĩzong! Ba tjok ga tja wa buk kjl̈ara domer» l̈e. 
GEN.21.8	E irgo ga Isaac kunoe. Nä döra dbaryoshko ga dl̈i shäryara ba datarë kësbang, ba poshrëkkl̈o.
GEN.21.9	Ismael, e Egipto so Agar l̈i wa Abraham tjok. Pjl̈ara ga shäng tjör Isaac tjok.
GEN.21.10	tjl̈ẽ ba l̈anma kong ga «Bi parkaga tjwl̈ẽk shäng pjir wl̈eniyo l̈i ichos jek na dwayo, ba wa kjwe tjok. Pja wol̈onoshko ga bop l̇l̇ëbo tjeng kës ber Isaac kong eröe. L̇l̇ëye ber bi parkaga wa kjwe kong l̇l̇ëme» l̈e.
GEN.21.11	Kuya ga bangyo ba kong ara, e ba wa bebi kjĩshko. 
GEN.21.12	Gueniyo ga Sbö tjl̈ẽ ba kong ga «Pja woydë kjwozir l̈i kjĩshko l̇l̇ëm, bop parkaga kjĩshko l̇l̇ëm bakoe. L̇l̇ëye roke Sararë bop kong l̈i shäryos eni. Isaac tjëyo tek ber ba irgo l̈i ber bop tjëyo jl̈õkoyo eröe. 
GEN.21.13	Bop parkaga wa l̈i, e bop wa kjĩshko ga e iër ber tjëyo obl̈ë, kësbang bakoe» l̈e.
GEN.21.14	Wẽshko kjok shröngto ga dl̈i, di, e iara Abrahamdë ba bapkwo roshko, twara Agar kong, ga iara pjang ba kokso. Eshko ga «Pja nome» l̈e ba kong, ga ichara to ey dwayo, ba wa l̈i tjok.
GEN.21.14	Kuya ga to jek kjok dogro no l̇l̇ëmshko kjokyo ko Berseba. Eshko ga jëktong l̇l̇aw pogo, to jongya shäng kjone miyde l̇l̇ëme. 
GEN.21.15	Ba diwa söra l̈i pjitongshko ga ba wa l̈i iara beno sök tjoksa, kjor chirawa jong eshko l̈i dorko. 
GEN.21.16	Ga wotjl̈ĩk ga «Bor wa kjwe wol̈on ĩn woydë l̇l̇ëme» l̈e. E kjĩshko ga opkwono, sirkeno sök pjola, ga beno sök tjoksa, ga sl̈ar träk l̇l̇ëme.
GEN.21.17	Eshko ga ba wa sl̈ar jong bebi. Kuya Sbörë ga Agar rokara Sbö parkaga kjok dogo sorë tjl̈ẽ ter kjok dogo dwayo ga «Agar, ¿pja oto? L̇l̇ëye bangkjrëp l̇l̇ëme. Bop wa kjl̈oshtono l̈i kura Sbörë. 
GEN.21.18	To kjrëba jeke. Rayëp ber tjoksa ame. Ba tjëyo tek ber ba irgo l̈i iër ber tjëyo kësbange» l̈e. 
GEN.21.19	Di bäng shäryak jong kjwara eshko. E pina Sbörë ba kong. Eni ga jek öötong shäng eshko, ga ba di bapkwo l̈i dl̈ina, ga twara ba wa kong, ie wl̈o.
GEN.21.20+GEN.21.21	Ismael kunoshko ga beno shäng kjok dogro no l̇l̇ëmshko kjokyo ko Parán. Eshkoshko ga kjimtara Sbörë. Öötong këguë ga swl̈ë dbuk owa l̇l̇ëme. Ga orkwosmona ba mekërë wal̈ë Egipto so tjok.
GEN.21.22	Eshkoshko ga Guerar so pjl̈uyo Abimélec öör l̈an Abraham tjok. Ba ëngkjwaga kägäyo ko Ficol, e söra öör ba yorkë. Öötong l̈öng eshko ga Abimélec tjl̈ẽ Abraham kong ga «Ĩn ga l̇l̇ë pogo shäryëp ga pja kjimte Sbörë ara. 
GEN.21.23	Woydër ga eeri dbaryo ga l̈os bor kong jl̈õkoyo Sbö bokso ga l̇l̇ëye owa shäryëp bor kong l̇l̇ëm, bor tjëyo tek ber bor irgo l̈i kong l̇l̇ëm bakoe. Pja na so l̇l̇ëm, gueniyo pja sök jũshkoshko ga tja wotjl̈ĩno bëy bop kong. E kjĩshko ga woydër ga shäryëp bor kong eni bako, bor pjeyoga kong eni bakoe. ¿Kuropde?»
GEN.21.24	«Jöl̈ö. L̈ër bop kong jl̈õkoyo ga shäryër bop kong eni» l̈e ba kong. 
GEN.21.25	Gueniyo ga tjl̈ẽ ba kong obi ga «Di bäng shäryak jong kjwara botoya. Gueniyo kjrara bop parkagagarë kjĩshko ga diyo shirwa ga äe» l̈e.
GEN.21.26	Kuya ga tjl̈ẽ ba kong ga «E miydër eeri jã l̈iro. Shäryaga ërë miydër l̇l̇ëme. L̇l̇ëye l̈opdë bor kong l̇l̇ëme. ¿Eni ga miydër sorë?» l̈e ba kong. 
GEN.21.27	Eni ga öng ushko so, sögl̈a, e twara kjl̈öbö Abimélec kong. E dbaryo ga tjl̈ẽno ëng kong jl̈õkoyo beno eni. 
GEN.21.28	E irgo ga öng wl̈ẽp ushko so popga kjara tjeng dboshko dogl̈o kjäk (7).
GEN.21.29	Ĩya Abimélecdë ga tjl̈ẽ ba kong ga «¿Öng kjorop tjeng kjwe l̇l̇ëno wl̈o?»
GEN.21.30	«Woydër ga öng ëre kjrëp, ber bop kong wl̈o. Miydëp e go ga di bäng shäryak jong ëre botoya» l̈e ba kong. 
GEN.21.31	Tjl̈ẽno ëng kong jl̈õkoyo kjĩshko ga kjok eshko kowara beno Berseba.
GEN.21.32	Tjl̈ẽno eni pjirshko ga Abimélec sano to jek iröng obi filisteo kjokyo, Ficol tjok. 
GEN.21.33	Abrahamda syõshtono Jehová kong eshko Berseba kjokyo. Jehová, e ko Sbö Sök Ĩyado bakoe. Eshko ga Abraham kjor dgono kjl̈ara ko 
GEN.21.34	Ga beno sök filisteo kjokyo l̈u kop ara.
GEN.22.1	Öötong l̈u kop ara ga Abraham tjl̈ĩya woydë Sbörë, kol̈e jl̈õkoyore miyde wl̈o. Eni ga rokara, tjl̈ẽ ba kong ga «¡Abraham!»
GEN.22.1	«¿L̇l̇ë?, Tjl̈apga» l̈e ba kong.
GEN.22.2	Tjl̈ẽ ga «Isaac, e bop wa kjl̈araso. E woydëp ara. Sös Moria kjokyo. Pja äär eshko ga zröp, ga sho sup, pjë dret bor poshrëkkl̈o, dl̈up jong kjone pin bop kong l̈i goshko» l̈e.
GEN.22.3	Wẽshko kjok shröngto ga kojono, öng so kwomgl̈a kjoyo dre töshko poshäryara, wl̈argl̈o iara ba kjing go. E irgo ga l̈öng zara, ber Sbö poshrëkkl̈o l̈i sho suya wl̈o. Pjir ga söra to ba wa tjok, ba parkagaga do pjök tjok bakoe. Eni ga jek kjok kjone l̈ara Sbörë ba kong l̈ishko. 
GEN.22.4	Jëktong l̈ok dbargwo mya ga ĩya pjola dwayo ga kjok l̈ara l̈i ber buk wẽl̈ëe. 
GEN.22.5	Eshko ga tjl̈ẽ ba parkagaga kong ga «Pjãy ber l̈öng na borwa koshë, bor öng tjok. Tja jek këgong kjwozir ëre tjok. Sbö poshrërorwa pjir ga tjawa tjwe iröng obi» l̈e.
GEN.22.6	Eshko ga ba l̈öng l̈i iara ba wa dbopdo. Sögl̈o, iök, e shara, söra jek ba tjok bakoe. Jek l̈öng irbo bäng goshko ga 
GEN.22.7	Isaac tjl̈ẽ ba kong ga «¡Data!»
GEN.22.7	«¿L̇l̇ë?» l̈e ba kong.
GEN.22.7	Tjl̈ẽ ga «¿Shji l̈öng tjok, iök tjok, gueniyo öng ushko so l̇l̇gwokl̈ë wl̈eniyo suy wl̈o l̈i sök kjone?»
GEN.22.8	«Twe Sbörë bi kong dani» l̈e ba kong.
GEN.22.8	Eshko ga jëktong l̈ok jek këgong. 
GEN.22.9	Öötong l̈ok kjokyo kjone l̈ara Sbörë l̈ishko ga Abraham akkwo töno dl̈uw ëng kjing go kjókshko, ga l̈öng iara ba kjing go. Pjir ga ba wa orkwo pjrira, dre pjrira, ga poyona buk l̈öng l̈i kjing go. 
GEN.22.10	Eshko ga sögl̈o kjrara ba wa zröya wl̈o l̈eshko ga 
GEN.22.11	Jehová parkaga kjok dogo so l̈i
GEN.22.11	«¿L̇l̇ë?, Tjl̈apga» l̈e.
GEN.22.12	Tjl̈ẽ ga «Bop wa kjwe wẽyẽ. L̇l̇ëye owa shäryëp ba kong l̇l̇ëme. Miydër ga Sbö bangkjrëp jl̈õkoyo, bop wa kjl̈araso kjwe kiyokorop bor kong l̇l̇ëm kjĩshko» l̈e ba kong.
GEN.22.13	Ĩya iröng ga öng wl̈ẽp ushko so wl̈ënggl̈a l̇l̇gwĩna sök kjl̈ara ba sjö go, kjor kowo tjrëko. Eni ga shara, zröra, sho sura, pjono dret Jehová poshrëkkl̈o, ba wa l̈i ãska. 
GEN.22.14	E irgo ga kjok eshko kowara beno «L̇l̇ëbo uunkong, e twaga Jehovárë.» E kjĩshko ga eerishko ga oba tjl̈ẽ ga «Jehová dl̈upyo go ga shji l̇l̇ëye l̇l̇ëm ga twe Jehovárë bi kong» l̈ëba eni.
GEN.22.15	Eshko ga Jehová parkaga l̈i tjl̈ẽno ba kong ter kjok dogo dwayo jek obi. 
GEN.22.16	Tjl̈ẽ ga «Jehová tjl̈ẽ ga “Bop wa kjl̈araso kiyokorop bor kong l̇l̇ëm kjĩshko ga l̈ër bop kong om go jl̈õkoyo ga 
GEN.22.17	pja kjimtër ara. Bop tjëyo tek ber bop irgo l̈i iër ber shdär träk l̇l̇ëm, dbala l̈ok kjopkwo go wl̈eni, l̈a sho tjeng dl̈ung kjako wl̈eni bakoe. Epga ber l̈öng kjok kjone pogo ga ba moskwoga zãya song ĩyado. 
GEN.22.18	Tja kol̈orop kjĩshko ga tjëyo l̈öng kjrina kjrina kjok kjwang jĩkong l̈i kjimtër bop tjëyo l̈i kjĩshko” l̈e Jehovárë bop kong» l̈e Jehová parkagarë ba kong eni.
GEN.22.19	Kura pjir ga to tek iröng obi ba wa tjok, ba parkagaga beno l̈öng l̈ishko. E irgo ga opshino to iröng Berseba kjokyo ba tjok. Ga beno sök eshko.
GEN.22.20+GEN.22.21+GEN.22.22+GEN.22.23	Öötong dbar kop ara ga roy shrono Abraham kong ga ba kjl̈ara Najor wapga tjeng ara. Wapga tjeng domerga dogl̈o kjwong (8) ba boy Milca tjok. Ba wa domer bäm ĩyo ko Uz, e irgo Buz, e irgo Quemuel. (Quemuel, e Aram data.) E irgo ga wapga tjeng domerga ko Quésed, Jazó, Pildás, Yidlaf, Betuel. (Betuel, e Rebeca data.)
GEN.22.24	Najor boy obl̈ë ba parkaga wl̈eniyo tjok kjl̈ara ko Reumá. Wapga tjeng domerga obi ba tjok ko Tébaj, Gaján, Tajás, Macá.
GEN.23.1+GEN.23.2	Kjok buk kjrina ko Quiriat Arbá. Eeri ga e ko Hebrón, e Canaán kjokyo obi. Eshko ga Sara l̈u ĩno öötong sak dbäw kjingsho sak pjök kjingsho kjäkshko (127) ga wol̈onoe. E kjĩshko ga Abraham sl̈atong, ba boy l̈i soyopora.
GEN.23.3	Pjir ga opshino eshko dwayo, ga öör jek shäng l̈an Het tjëyoga tjok. Epga kjok eshko sopga. 
GEN.23.4	Eshko ga tjl̈ẽ ba kong l̈ok ga «Tja na so l̇l̇ëme. Gueniyo rokër bomi kong sira ga tja kong kjok soynezĩ kjrina, bor boy jner ber buk eshko wl̈o» l̈e.
GEN.23.5	Kuya l̈ok ga tjl̈ẽ ba kong ga 
GEN.23.6	«Tjl̈apga, tjawa kuzong. Pja borwa kong ga tjwl̈õ ara, pjl̈u wa dik. Bop boy jnes borwa sak pjl̈ú, owa l̇l̇ëm wl̈eniyoshko. Kjakrokëp ë pogo kong wl̈eni ga “¡Jöl̈ö!” l̈e bop kong» l̈e.
GEN.23.7	Kuya ga kojono shäng, ga kä kjujono Het tjëyoga kong. 
GEN.23.8+GEN.23.9	Ga tjl̈ẽ ba kong l̈ok ga «L̈ëmi jl̈õkoyo ga bor boy jner ber buk sak jũshko ga pjl̈ú wl̈eni ga tja kjimtëmi eni. Zojar wa Efrón kjok worbo go ga guëng jong ööng kjwara, Macpela kjokyo buk l̈ishko. Woydër ga kjakrokëmi ba kong ga soyneya bor kong. Tjwl̈õ ie kjöm ga tjwl̈ẽn ba kong eni. Eni ga kjok tjwl̈ẽnor l̈i ber buk bor kong kjok ëre kjing go» l̈e.
GEN.23.10	Efrón sök ba pjeyoga tjrëko kuzong ga Abraham dboryara, kuya nopga l̈öng eshko kës l̈irë pjl̈ú wl̈o. 
GEN.23.11	Tjl̈ẽ ba kong ga «¡L̇l̇ëme, Tjl̈apga! Guëng jong ööng l̈ëp l̈i twër ber bop kong bop sënggl̈o, kjok buk eshko l̈i tjok bakoe. Bor pjeyoga kjok ëre so ber l̈öng ba miydaga. Eni ga tworor bop kong bop sënggl̈o kjĩshko ga bop boy to jnep eshko» l̈e.
GEN.23.12	Kuya ga kä kjujono jek obi kjok eshko sopga l̈öng l̈i kong, 
GEN.23.13	ga Efrón dboryara ba bokshto, tjl̈ẽ ga «Tja kuzong. Rokër bop kong sira ga dbur kjros, kjok l̈i ãska. E irgo ga bor boy jner ber buk eshko» l̈e.
GEN.23.14	Kuya Efróndë ga tjl̈ẽ ba kong ga 
GEN.23.15	«Tja kuzong, Tjl̈apga. Kjok tjwl̈õ dbur sho pjl̈ubl̈ún kjwo sak dbäw pjl̈ogl̈o pkëng (400), dbur bayo eni. Gueniyo bi kong ga ëre l̇l̇ëye drete. E kjĩshko ga bop boy to jnep eshko» l̈e.
GEN.23.16+GEN.23.17+GEN.23.18+GEN.23.19	Kuya ga tjl̈ẽ ba kong ga «Jöl̈ö» l̈e. Eni ga Het tjëyoga bokshto ga kjok l̈i tjwl̈ẽna Abrahamdë, dburyo shte l̈öng pjl̈uk jonge. Efrón kjok, e Macpela kjokyo obi, e ber buk Mamré kjokyo, dl̈o wen tëm shwo l̈ëkong. Eerishko ga Mamré kjokyo ko Hebrón, e Canaán kjokyo obi. Efrón kjok l̈i tjwl̈ẽna Abrahamdë, guëng jong ööng l̈i tjok, kjor l̈ok eshko tjok bakoe. E irgo ga ba boy Sara jnena beno buk eshko. 
GEN.23.20	Eni ga guëng jong ööng soynena Het tjëyogarë Abraham kong l̈i beno ba shinmoga jnezl̈ong shtoyo. 
GEN.24.1	Abraham öötong tjl̈abl̈a, ga kjimtara Jehovárë l̇l̇ë pogo go ĩyado. E kjĩshko ga l̇l̇ëye shäryara kës l̈i beno pjl̈úe. 
GEN.24.2+GEN.24.3	Pjl̈ara ga ba parkaga shäng këguë wl̈eniyo rokara. E parkë shäng ba l̇l̇ëbo tjeng kës l̈i daga. Tjl̈ẽ ba kong ga «Woydër ga tjl̈õkwo l̈os bor kong jl̈õkoyo. Pja kä dos, orkwo ios bor kworbo kjing go, e ber ba jyãgl̈o wl̈o. Jehová, e Sbö sök kjok dogo, kjok uunkong shäryaga l̈i e. L̈os bor kong jl̈õkoyo ba ko go ga bor wa Isaac, e ichëp orkwosmok wal̈ë Canaán so tjok l̇l̇ëme. 
GEN.24.4	Pja jongya bor kjokshko, bor pjeyoga l̈öng l̈ishko. Eshko ga kong boy wl̈ẽp kjl̈ara, bor pjeyoga wapga tjrëko» l̈e.
GEN.24.5	Kuya ga tjl̈ẽ ba kong ga «¿Gueniyo kjogl̈o wl̈ẽnor l̈i tek woydë bor tjok l̇l̇ëm wl̈eni ga l̇l̇ëye shäryër? ¿Enira bop wa l̈i sör jongya bop kjok, pja to tek dënashko dwayo l̈ishkore?»
GEN.24.6	«¡L̇l̇ëme! Bor wa, e söp eshko l̇l̇ëme. 
GEN.24.7	Jehová, e Sbö sök kjok dogo. Tja shira bor data uy dwayo, bor pjeyoga kjokshko dwayo bakoe. Ga tjl̈ẽno bor kong jl̈õkoyo ga kjok ëre twe ber bor kong, bor tjëyo tek ber bor irgo l̈i kong bakoe. Ba parkaga kjok dogo so iche jek bop bäm go kjl̈ara, pja kjimte kjogl̈o wl̈ẽk kjl̈ara, tek söp bor wa kong wl̈o. 
GEN.24.8	Gueniyo kjogl̈o l̈i tek woydë bop tjok l̇l̇ëm wl̈eni ga pja döktong tjl̈õkwo l̈ëp shäng l̈i go. ¡Gueniyo ga bor wa jek söp eshko l̇l̇ëme!» l̈e.
GEN.24.9	Eni ga ba parkaga orkwo iono Abraham kworbo kjing go, ga l̇l̇ëye rokara l̈i l̈ara ba kong jl̈õkoyo. 
GEN.24.10	E irgo ga l̇l̇ëbo wol̈ësowa anmoyõ wl̈eniyo kjrara ba kägäyo l̈i ushko dwayo, ga iara beno tjeng öng jëkkl̈o sok këskës dogl̈o sak kjwara (10) kjing go, ga söra to jek Najor kjokyo, e Aram Najarayin kjokyo obi. 
GEN.24.11	Öötong shäng kjok l̈i worbo go ga ba öng l̈i iara l̈öng woshtë, di bäng shäryak jong kjwara l̈ishko. Eshko ga kjok sëng, wal̈ëga tjwe di shik eshko l̈i dl̈oyo. 
GEN.24.12	Eshko ga syõshtono Jehová kong. Tjl̈ẽ ga «Jehová, pja bor kägäyo Abraham Sbö. Pja wotjl̈ĩk pjl̈ú bor kägäyo l̈i kong kuzong ga tja kjimtos sira, l̇l̇ëbo shäryër shäng ëre ber pjl̈ú wl̈o. 
GEN.24.13	¡Ĩzong! Tja sök di bäng shäryak jong ëre zl̈ong, kjogl̈oga jũshko so tjwe di shik l̈ishko. 
GEN.24.14	Rokër bop kong sira ga tja kjimtos eni. “Tja kong di shis sira, iër wl̈o” l̈ër kjogl̈o kong eni ga woydër ga kjogl̈o kjrorop bop parkaga Isaac kong l̈i tjl̈ẽ bor kong ga “Di iozong. Bop öng ëmdë ga kong di twër bakoe” l̈e. Miydër e go ga pja wotjl̈ĩk pjl̈ú bor kägäyo kong» l̈e.
GEN.24.15	Syõshtë sök obi wopro ga ĩya ga Rebeca tek shäng di bapkwo söya jong ba dbopdo. Rebeca, e Betuel wa. Betuel, e Najor wa, ba boy Milca tjok. Najor, e Abraham kjl̈arayo. 
GEN.24.16	Rebeca, e wol̈ësowa. Shäng kjl̈araso, orkwosmoydë l̇l̇ëm obi, domer miydoydë l̇l̇ëm bakoe. Opl̈ongö jer shäng di puk. Ga di bapkwo l̈i dl̈ina ga toe l̈e. 
GEN.24.17	Eshko ga parkaga l̈i jek zron jong ba irgo, doshaya wl̈o, ga tjl̈ẽ ba kong ga «Tja së̃s di sira, iër wl̈o» l̈e. 
GEN.24.18	Kuya ga di bapkwo l̈i l̈ona töshko, ga tjl̈ẽ ba kong ga «Iozong, Tjl̈apga» l̈e. Ga sëna, ga iarae. 
GEN.24.19	Iara pjir ga tjl̈ẽ ba kong obi ga «Bop öng kjwe ëmdë ga kong di shir, twër, ie l̈ok wl̈o bakoe. Ie äär bayo kjöm ga eni» l̈e. 
GEN.24.20	Jekdo eshko ga ba di l̈i tyara öng di iokl̈o buk eshko l̈i roshko, ga kjre öör pjl̈öböso, ĩna ga äär kjwõr ba öng uunkong kong guing.
GEN.24.21	E wopro ga Abraham parkaga wojeno sök ba ĩk, kjing erä. Wotjl̈ĩk sök jl̈õkoyo ga «¿Tja pak shäryë to shäng l̈i kjimtara Jehovárë beno pjl̈ú l̈ëpde?» l̈e.
GEN.24.22	Ga ba öng di iono pjir ga ne iokl̈o kjwo shõyl̈ṍr tjwl̈õ ara shira domer l̈irë kjwara, ga twara kjogl̈o l̈i kong, kong orkwo iokl̈o kjwo shõyl̈ṍr këskës tjwl̈õ ara twara ba kong kjwo pjök bako, 
GEN.24.23	ga tjl̈ẽ ba kong ga «¿Pja data ë? ¿Bop data ushko, shto tjokde? ¿Tjawa pë eshko ga buere?»
GEN.24.24	«Tja data Betuel. E data Najor, mekë Milca. 
GEN.24.25	Borwa ushko ga shto tjok. Pjãy pë eshko ga pjl̈úe. Bop öng kjwe ië wl̈o ga tjawa kjl̈o sho tjok bakoe» l̈e ba kong eni.
GEN.24.26	Eshko ga parkaga l̈i wl̈oktong sök kjöpgwo go, ga Jehová poshrëra. 
GEN.24.27	Tjl̈ẽ ga «Jehová, pja bor kägäyo Abraham Sbö. Pja tjwl̈õ kësbange. Pja wotjl̈ĩk pjl̈ú ba kong, ga kjimtëp ara. Tja sörop tek bek irbo bäng äär jong ba pjeyoga l̈öng l̈ishko» l̈e.
GEN.24.28	Eshko ga Rebeca jek zron jong ba mekë ushko, ga l̇l̇ëye shäryono dö l̈i rotara uunkong kong eshko. 
GEN.24.29+GEN.24.30	Ba sing shäng kjl̈ara ko Labán. Ba dor l̈i ne iokl̈o, orkwo iokl̈o l̈ok l̈i ĩna, ga domer l̈i tjl̈ẽno sorë l̈i roy kura. Jekdo eshko ga jek öötong shäng di bäng shäryak jong l̈ishko, Abraham parkaga l̈i wl̈okjre wl̈o. Öötong shäng eshko ga ĩya ga domer l̈i shäng di bäng l̈i zl̈ong, ba öng tjok ga 
GEN.24.31	tjl̈ẽ ba kong ga «Pjãy tegö. Pjãy kjimtara Jehovárë. Pjãy ber l̈öng kjoko l̇l̇ëme. U wl̈ẽnor bomi kong tjän. Bop öng kjwe shto wl̈ẽnor bakoe» l̈e.
GEN.24.32	Kuya ga jek ba tjok ushko. Öötong l̈öng eshko ga Labán tjl̈ẽ ba parkagaga kong ga «L̇l̇ëbo l̈ok öng kjing go kjwe dözĩa. Së̃zĩ bakoe. Domerga kjwe kong di tek sözĩ, dre shkwë e go wl̈o» l̈e. L̈ara sorë ga shäryara eni. 
GEN.24.33	Domerga l̈i kong dl̈i twara tjeng pjirshko ga Abraham parkaga tjl̈ẽ ga «Tja ië l̇l̇ëm, l̇l̇ëye l̈ër woydë l̈i l̈oror pjir guing» l̈e.
GEN.24.33	Kuya Labándë ga tjl̈ẽ ba kong ga «L̇l̇ëye l̈ëp woydë l̈i l̈ozong» l̈e.
GEN.24.34	Kuya ga tjl̈ẽ ba kong ga «Tja Abraham parkaga. 
GEN.24.35	Bor kägäyo, e kjimte Jehovárë ara. Iara beno sök l̇l̇ëbo ara. Kong öng ushko so, sögl̈a, dbur sho shõyl̈ṍr, dbur sho pjl̈ubl̈ún, parkagaga tjwl̈ẽk l̈öng pjir wl̈eniyo, öng jëkkl̈o sok këskës, öng so kwomgl̈a kjoyo dre töshko, e twara ba kong ara. 
GEN.24.36	Ga ba boy Sara tjl̈abl̈ashko ga kong wa twara kjl̈ara domer ba tjok. Ga ba l̇l̇ëbo tjeng kës l̈i twara beno ba wa l̈i kong pjir tjän. 
GEN.24.37	Kjupäbäshko ga bor kägäyo tjl̈ẽ bor kong ga “Woydër ga tjl̈õkwo l̈os bor kong jl̈õkoyo. Bor wa Isaac, e ichëp orkwosmok wal̈ë Canaán so tjok l̇l̇ëme. 
GEN.24.38	Pja jongya bor kjokshko, bor pjeyoga l̈öng l̈ishko. Eshko ga kong boy wl̈ẽp kjl̈ara, bor pjeyoga wapga tjrëko” l̈e.
GEN.24.39	»Kur ga tja tjl̈ẽ ba kong ga “¿Gueniyo kjogl̈o wl̈ẽnor l̈i tek woydë bor tjok l̇l̇ëm wl̈eni ga l̇l̇ëye shäryër?”
GEN.24.40	»“Tja jëktong shäng Jehová bokshto ĩyado. Ga ba parkaga kjok dogo so iche jek bop bäm go kjl̈ara, pja kjimte äär eshko ga pjl̈ú wl̈o, pja kjimte kjogl̈o bor pjeyo wl̈eniyo wl̈ẽk kjl̈ara wl̈o. 
GEN.24.41	Eshko ga kjogl̈o l̈i iche woydë bor pjeyogarë l̇l̇ëm wl̈eni ga pja döktong tjl̈õkwo l̈ëp shäng l̈i go” l̈e bor kong.
GEN.24.42	»Eni ga eerishko ga tja shrono sök di bäng shäryak jong kjok ëreshkoshko ga tja syõshtono Jehová kong. Tja tjl̈ẽ ga “Jehová, pja bor kägäyo Abraham Sbö. Tja kjimtos, l̇l̇ëbo shäryër shäng ëre ber pjl̈ú wl̈o. 
GEN.24.43+GEN.24.44	Tja sök di bäng ëre zl̈ong wopro ga ‘Tja kong di shis sira, iër wl̈o’ l̈ër kjogl̈oga tjwe l̈öng di kjrë l̈i kong. Eshko ga woydër ga kjogl̈o kjrorop bor kägäyo wa kong l̈i tjl̈ẽ bor kong ga ‘Di iozong. Bop öng ëmdë ga kong di twër bakoe’ l̈e bor kong” l̈oror Jehová kong eni.
GEN.24.45	»Tja syõshtë sök obi wopro ga ĩn ga Rebeca tek shäng ba di bapkwo söya jong ba dbopdo. Di kjrara pjir ga tja tjl̈ẽ ba kong ga “Tja së̃s di sira, iër wl̈o” l̈ër.
GEN.24.46	»Kuya ga ba di bapkwo l̈ona töshko, ga tjl̈ẽ bor kong ga “Iozong, Tjl̈apga. Bop öng kjwe ëmdë ga kong di twër bakoe” l̈e. Ga tja di iono, ga di twara bor öng kong bakoe.
GEN.24.47	»E irgo ga tja tjl̈ẽ ba kong ga “¿Pja data ë?”
GEN.24.47	»“Tja data Betuel. E data Najor, mekë Milca” l̈e bor kong.
GEN.24.47	»Eshko ga ne iokl̈o ioror pjang ba ne go, ga orkwo iokl̈o ioror l̈ok ba orkwo go. 
GEN.24.48	Eshko ga tja wl̈oktong sök kjöpgwo go, Jehová poshrëror. Tja tjl̈ẽ ga “Jehová, pja bor kägäyo Abraham Sbö. Tja wopjl̈ú bop tjok. Tja sörop tek bek irbo bäng äär jong bor kägäyo pjeyoga l̈öng l̈ishko” l̈ër.
GEN.24.49	»Era eni ga pjãy wotjl̈ĩk pjl̈ú bor kägäyo kong, ga kjimtëmi woydë wl̈eni ga l̈ozĩ bor kong eni. L̇l̇ëm ga l̈ozĩ bor kong eni bakoe. E go ga l̇l̇ëye shäryër l̈i miydër pjl̈úe» l̈e.
GEN.24.50	Kuya l̈ok ga Labán, Betuel, e tjl̈ẽ l̈ok ba kong ga «L̇l̇ëbo ëre l̈aga Jehovárë. “L̇l̇ëme” l̈ërwa ga äe. 
GEN.24.51	Ĩzong. Kjogl̈o shäng kjwe. Sözong. Pjãy nomo. Orkwosmok bop kägäyo wa l̈i tjok ga pjl̈ú, l̈ara Jehovárë sorë l̈i eni» l̈e.
GEN.24.52	Kuya Abraham parkagarë ga kjök tono, kjujono bokdo kjl̈ay kl̈ung go, Jehová bokshto. 
GEN.24.53	E irgo ga l̇l̇ëbo shira obl̈ë obl̈ë, dbur sho shõyl̈ṍr, dbur sho pjl̈ubl̈ún, shwong bakoe. Ga twara Rebeca kong. Ga ba sing, ba mekë, e sëna l̇l̇ëbo tjwl̈õ ara bakoe. 
GEN.24.54	E irgo ga iono ba parkagaga tjok, ga pono l̈öng eshko. Wẽshko ga kojono, ga parkaga l̈i tjl̈ẽ ga «¿Tja to iröng bor kägäyo shwoy ga buere?»
GEN.24.55	Kuya Rebeca pjeyogarë ga tjl̈ẽ l̈ok ba kong ga «Woydërwa ga kjogl̈o kjwe ber sök borwa tjok sondë pjök dik obi. E irgo ga jek bop tjok ga pjl̈úe» l̈e ba sing, ba mekërë eni.
GEN.24.56	Kuya ga tjl̈ẽ ba kong ga «Tja shami shäng kjër ame. Tja kuzong. Tja kjimtara Jehovárë, ga l̇l̇ëbo shäryër shäng ëre beno pjl̈úe. Eni ga tja to woydë iröng bor kägäyo shwoy» l̈e.
GEN.24.57	Kuya l̈ok ga tjl̈ẽ ba kong ga «Kjogl̈o rokëy, wotjl̈ĩk sorë kjakrokëy ba kong wl̈o» l̈e. 
GEN.24.58	Eni ga rokara l̈ok tek ba shwoy, ga tjl̈ẽ l̈ok ba kong ga «¿Pja jek woydë domer ëre tjokde?»
GEN.24.58	«Ëng. Tja jeke» l̈e.
