GEN.1.1	Kotiyamale sitali dla Godtapo ta꞉lamo mate pepele di mate mimita꞉piyo. 
MAT.18.5	Epame oplami antapo maseyemala ipapeleye na꞉ hi tle ya꞉ aya dla seme hetlepiye, ya꞉ na꞉ye seme hetamama apelepe. 
MAT.18.6	Amasiyama na꞉ dla mikadepe dlalo maseyemala yimka꞉mala ipapeleye oplami antapo seme batalimale koko dla tullupiye, ka꞉dena, oplami eye ewala patota tumuku dla himomeleme ewatalo dla hamastloweye.
MAT.18.7	Ka꞉e, ta꞉lamo dla ha꞉ha꞉lalo so, wua꞉ yimkadulo! Adipalati, ta꞉lamo pato hema wua꞉ batalimale dla elemtullalo kokoye pta pasatana. Epedeme epapele kokota me-pumhallepe. Amasiyama oplami antapo ipapele koko kotiyamhalema꞉, wa꞉ye wolomape! Godtapo epapele oplami dla wotiyalle sikemte pato hamilipe. 
MAT.18.8	Epedeme wa꞉ do aditapo wa꞉ye batalimale dla hamame tullupiye, ka꞉dena, do seme e ketamastloweye. Ame adipalati, ka꞉dlepo, wa꞉ta do hatlope mate Pepele dimo dla ulatuluweye. Amasiyama poka꞉dena, wa꞉tapo do dapiyamte mate halemama kokó elepo ellalo Dlapa mo dla tulluweye. Epame wa꞉ hete aditapo wa꞉ye batalimale dla hamame tullupiye, ka꞉dena, hete seme e ketamastloweye. Ame adipalati, ka꞉dlepo, wa꞉ta hete hatlope mate Pepele dimo dla ulatuluweye. Amasiyama poka꞉dena, wa꞉tapo hete dapiyamte mate halemama kokó elepo ellalo Dlapa mo dla tulluweye. 
MAT.18.9	Epame wa꞉ inoma adita wa꞉ye batalimale dla hamame tullupiye, ka꞉dena, inoma seme eye holamastloweye. Ame adipalati, ka꞉dlepo, wa꞉ta inoma hatlope mate Pepele dimo dla ulatuluweye. Amasiyama poka꞉dena, wa꞉ta inoma dapiyamte mate halemama Dlapa mo dla tulluweye.
MAT.18.10	Epedeme wua꞉ wolomape. Yimlala yimka꞉sikili iye koko pa꞉talo so demiya. Adipalati, yia꞉ banakaka soye Pepele dimo dla na꞉ A mila꞉pi tle me-ha꞉ha꞉po. [ 
MAT.18.11	Epedeme Opa Yamitapo alikili dla haohaodle soye gadla puwapo.”]
MAT.18.12	“Oplamitapo 100 sipi aliya haloye omhallepe. Epapele dulu dla hatlota haodlepiye, ya꞉ ma apa koko hapa꞉? Ka꞉dena, ya꞉tapo 99 sipi aliya opiye medla pomelepame ma hatlo haodle tlo totamtlepe. 
MAT.18.13	Epedeme na꞉ ikadepe koko wua꞉ watle atlema. Ya꞉ 99 aliya halo pohaohaodlalo wekele dla siyele me-elapo. Amasiyama ya꞉ hatlo haodleye totapo ma natili dla sikemte siyele pato elapo. 
MAT.18.14	Epapedeme wua꞉ A Pepele di dla halata posolotamasema, yimlala ipapele dulu dla haleta haodloweye.”
MAT.18.15	“Epedeme wa꞉ amkale mikadepe dle oplamitapo wa꞉ dla batalimale koko halepiye, ka꞉dena, wa꞉ hemele ya꞉ hala dla tame atellepe. Epapele dulu dla ya꞉ta wa꞉ yu dallepiye, wa꞉ oplami eye batalimale dla ma-tlati ma ka꞉dle api dla sempumama apelepe. 
MAT.18.16	Amasiyama ya꞉tapo wa꞉ yu dalepo pohalalo wekelepiye, wa꞉ epalati ma mikadepe dle so opa opiye ya꞉ hala dla elemtelepe, yia꞉ta wa꞉ gadlepo depame. 
MAT.18.17	Epapele dulu dla ya꞉tapo ma yia꞉ yu podallalo wekelepiye, epalati koko iye sos dokopala so dla atlane. Amasiyama ya꞉ ala me-sos dokopala so yu dla podallalo wekelepiye, wa꞉ epalati ya꞉ye ma alikili oplami dlepe.
MAT.18.18	Epedeme na꞉ ikadepe koko wua꞉ dla atlema. Wua꞉ apa kokoye ta꞉lamo hema polupo ellepiye, Pepele dimo dla ma mepo polupo ellepe. Epame wua꞉ apa kokoye ta꞉lamo hema towastlepiye, Pepele dimo dla ma mepo towastlepe.
MAT.18.19	Epedeme na꞉ ma ikadepe koko wua꞉ dla atlema. Ta꞉lamo hema opa dapiyamtetapo malamale hatlope depame koko hadima inoma sumale pato himimpopa꞉lepiye, yia꞉ koko eye na꞉ A Pepele dimo dla hala tle ma-halepe. 
MAT.18.20	Epapedeme opa dapiyamte epapele o dapahatlope epapeleta na꞉ hi tle puame alupo popa꞉lepiye, na꞉ yia꞉ mate me-halapo.”
MAT.18.21	Epapele oloma edla Pitata puame Yesu watle epo atlaiyo, “Lod, namkale mikadepe dle oplamita na꞉ dla batalimale koko halomhallati asiyama na꞉ta ya꞉ batalimaleye adisowa oloma dla wowelipa꞉? 7 oloma dla tame gudepa꞉?” diyo.
MAT.18.22	Epalati asiyama Yesuta epo atlaiyo, “Hao, 7 oloma edla ya꞉ batalimaleye powelilowa, amasiyama 77 oloma dla ya꞉ batalimaleye wowellipe.
MAT.18.23	Epedeme Pepele dimo kokoye ipapena. Dokopala oplami ya꞉ oko sotapo ya꞉ tle ya꞉ maniye isikimi samta halomaiyo, alotle ma mesowa ya꞉ watle hapilowedeme. 
MAT.18.24	Epapeleye ya꞉ oko oplami hale, ya꞉ tle mani pato holaleye, ya꞉ hala dla sempuaiyo. 
MAT.18.25	Amasiyama oplami etapo mani mesowa ilame hamiloweye po-ala꞉iyo. Epalati dokopala oplamitapo ya꞉ opa watle epo atlaiyo, ‘Oplami i mate epo ya꞉llu mate epo ya꞉ yimlala mate epame ya꞉ alisisi hapuloma mate tame opa opi watle hohopo ipame asiyama mani tlo hapo ma na꞉ watle hampuaiya,’ diyo.
MAT.18.26	Epalati oko oplami etapo ya꞉ dokopala oplami hete sitali isili dla teyume alumata kellepo polomama otele mate epo atlaiyo, ‘Wa꞉ na꞉ polowamama aseka alila yimka꞉mala omhalane. Na꞉ monolo alotle asiyama mesowa himilowepo,’ diyo.
MAT.18.27	Epalati dokopala oplamita ya꞉ye sikemte polowamama ya꞉ watle epo atlaiyo, ‘Wa꞉ta na꞉ mani hauwa asiyama dla wa꞉ta na꞉ watle alotle hamili dleye memelene. Adipalati, na꞉ ma koko eye mo-welima. Epedeme wa꞉ siyele mate tane,’ diyo.
MAT.18.28	Epalati oko oplamita ma ilame tamama natilati ya꞉mkaleta pula natiyo. Oplami itapo oko oplami ya꞉ tle mani pastoye isikimi samta haiyo. Epapeleye oko oplami etapo ya꞉ natipame tumuku dla hamame popokalemama epo atlaiyo, ‘Wa꞉ta na꞉ tle mani hauwaye wata asiyama mesowaye na꞉ watle hamine,’ diyo.
MAT.18.29	Epalati asiyama ya꞉mkale etapo oko oplami e ya꞉ hete isili dla teyume alumata kellepo polomama otele mate epo atlaiyo, ‘Wa꞉ na꞉ polowamama aseka alila yimka꞉mala omhalane. Adipalati, na꞉ ma monolo alotle mani mesowaye wa꞉ watle hamilowama,’ diyo. 
MAT.18.30	Amasiyama oko oplamitapo ya꞉mkaleta epo atlati alimama ya꞉ye hamamtame amtuwale aya dulu dla ka꞉staiyo, ya꞉tapo hapele asiyama mesowa hamilipo depame.
MAT.18.31	Amasiyama dokopala oplami ya꞉ oko so opitapo koko i natipame dupa kolemama yia꞉ dokopala oplamiye atla tamalaiyo. 
MAT.18.32	Epalati dokopala oplamita koko i dalepame ya꞉ oko oplami eye sisilapame ya꞉ watle epo atlaiyo, ‘Wa꞉ye sikemte batalimale oplami ikadepepo. Wa꞉ta isikimi yepa꞉ta na꞉ mani pato hapame ma alotle himiloweye wa꞉ dla po-ala꞉lalo wekelati na꞉ta wa꞉ye polowamama mope memelene duwapo. 
MAT.18.33	Epedeme wa꞉ ma asiyama wa꞉ amkale polowamama epapolowe ka꞉pipo,’ diyo. 
MAT.18.34	Epo atlepame dokopala oplamitapo siyalademama ya꞉ oko oplami e watle epo atlaiyo, ‘Wa꞉ta wa꞉ amkale popolowamalalo amtuwale aya dla ka꞉staleye, na꞉ ma asiyama wa꞉ye mepo amtuwale aya dla ka꞉stlowepo. Epame wa꞉tapo na꞉ tle mani pato isikimi samta hauwaye ma mesowa himilipe,’ diyo.”
MAT.18.35	Yesuta yu i atlepo gudepame ma opa watle epo atlaiyo, “Epedeme wua꞉tapo wua꞉ amkale mikadepe dle oplami ya꞉ batalimaleye wua꞉ dupa dulu tle powelilalo ha꞉ha꞉lepiye, asiyama na꞉ A Pepele di dla halatapo wua꞉ batalimaleye powelilowa.”
MAT.19.1	Yesu koko i atlemhalepo gudepame Ga꞉lili mo saliyome ma Yudiya mo dla tamama Yoden aloma ulumtaiyo. 
MAT.19.2	Ya꞉ edla tlati opa hapulomatapo ya꞉ dolumtamalaiyo. Epalati Yesutapo yia꞉ dulu dla esusulumale hutiyele hapulomaye ka꞉ka꞉diyo.
MAT.19.3	Epame oloma edla Pa꞉lisi so opita puame Yesu dla batalimale koko natilowedeme ya꞉ watle epo atlaiyo, “Oplamitapo isikimi koko pa꞉le dla a꞉ya melloweye aiyalma elema꞉?” diyo.
MAT.19.4	Epalati Yesuta asiyama yia꞉ watle epo atlaiyo, “Wua꞉ God yu posesa꞉lalo wekemdi? Godtapo ta꞉lamo mita꞉ple oloma edla oplami mate epo a꞉ya mate mimita꞉puwapo. 
MAT.19.5	Epame Godta epo atluwapo, ‘Epedeme oplamitapo ya꞉ a mate epo ya꞉ wai mate melepame ma ya꞉llu mate hatlope depo hallepe. Epame yia꞉ta madipatatapo moto hatlope depo ha꞉ha꞉lepe,’ duwapo. 
MAT.19.6	Epedeme yia꞉ta ha꞉ha꞉le dulu dla yia꞉ podapiyamte, amasiyama yia꞉ ma hatlopepo. Epapedeme Godta yia꞉ta dapiyamte ma-hatlope dleye ma oplami haleta poduka gladlowa.”
MAT.19.7	Amasiyama Pa꞉lisi sota ma asiyama Yesu watle epo atlaiyo, “Ame adipalati Mosesta atlemama a꞉ya mellowedeme isikimi a꞉ya mellalo pepa tlo ilipo a꞉yaye ma-tane demha꞉ha꞉iye duwa?” diyo.
MAT.19.8	Epalati asiyama Yesuta epo atlaiyo, “Mosestapo wua꞉ dupa dulu kokalalimale tlapame wua꞉ta wua꞉ wola꞉ memelloweye me-ka꞉pi duwapo. Amasiyama kotiyamale sitali dla Godtapo a꞉ya mellowe kokoye po-atlana. 
MAT.19.9	Epedeme na꞉ wua꞉ watle atlema, oplamitapo ya꞉llu pomellowa. Amasiyama a꞉ya etapo oplami hale uhalepiye, etapo ya꞉wolalitapo ya꞉ye mellowe ka꞉pi. Epedeme oplamitapo ya꞉lluye isikimi koko pa꞉le melepame ma a꞉ya hale halepiye, ya꞉ a꞉ya eye uhapo.”
MAT.19.10	Epalati Yesu ya꞉ alotle tlalo sotapo ya꞉ watle epo atlaiyo, “Epedeme epapele kokotapo ellepiye, poka꞉dena, oplamitapo a꞉ya haloweye,” diyo.
MAT.19.11	Epalati Yesuta yia꞉ watle epo atlaiyo, “Imale koko iye opa hapuloma dla potasema. Amasiyama isikimi wola꞉ halomalalo so dla tapo. 
MAT.19.12	Adipalati, opa opiye wola꞉ halopo yimlala hatitimoloweye po-ala꞉na. Adipalati, yia꞉ waidulota yia꞉ hohomale tle yia꞉ mepapena. Epapele koko tle yia꞉ wola꞉ pohalomasemde. Epalati opa opiye me-yimkadulotapo yia꞉ moto dla ulu hatitimale koko tle yia꞉ mape wola꞉ pohalomha꞉ha꞉sema. Epalati asiyama opa opitapo Pepele dimo koko yilo wola꞉ pohalomha꞉ha꞉sema. Epedeme oplami antapo a꞉ya hali dlepiye, ya꞉ ka꞉dena, na꞉ta a꞉ya halowe koko dla ima iye dolumelepe.”
MAT.19.13	Opa opitapo yia꞉ yimlalaye Yesu hala dla elempumulaiyo, Yesutapo yia꞉ yilo inoma sumama ya꞉ do mate yia꞉ u-umamelepo depame. Epalati ya꞉ alotle tlalo sota koko e natipame yia꞉ye humatlaiyo. 
MAT.19.14	Amasiyama Yesuta ya꞉ alotle tlalo so watle epo atlaiyo, “Yimlalaye na꞉ hala dla pumula diya, yia꞉ humatlemiya. Adipalati, ipapele sotapo Pepele dimo dla u-ulapo tulupe,” diyo. 
MAT.19.15	Epame ya꞉tapo ya꞉ do mate yia꞉ u-umapame ma mo hale dla taiyo.
MAT.19.16	Oplami haleta Yesu watle puame epo atlaiyo, “Imalalo oplami, na꞉ apa koko ka꞉dle hapo, halepo halepo pasakalo hapa꞉?” diyo.
MAT.19.17	Epalati Yesu asiyama ya꞉ watle epo atlaiyo, “Wa꞉ adipalati na꞉ watle puame ka꞉dle koko dalema꞉? Hatlo God tlo ka꞉dle halapo. Epapedeme wa꞉ halepo halepo pasakalo halowedeme apelepiye, wa꞉ aiyalma koko dolumhalane.”
MAT.19.18	Asiyama oplamita epo atlaiyo, “Apa aiyalma kokota꞉?” diyo.
MAT.19.18	Epalati Yesu ya꞉ watle epo atlaiyo, “Wa꞉ ya꞉mkale yumula aiyalma, epo wa꞉ upo a꞉ya uhala aiyalma, epo wa꞉ upo alisisi uhala aiyalma, epo wa꞉ amkale hi mate isikimi mala-atla aiyalma, 
MAT.19.19	amasiyama wa꞉ a mate epo wa꞉ wai mate yia꞉ yu dla heodepame salladepo sela꞉lepe, epame wa꞉ wa꞉skamu sikemte bokotiyapo malamdiye, epammama wa꞉ amkale ma sikemte bokotiyapo malamelepe.”
MAT.19.20	Amasiyama oplamitapo Yesu watle epo atlaiyo, “Aiyalma koko hapuloma iye na꞉ta mo-dolumhaluwapo. Epele tlope na꞉ ma apa koko hapa꞉?” diyo.
MAT.19.21	Epalati Yesuta ya꞉ watle asiyama epo atlaiyo, “Wa꞉ ullu pa꞉po halemama woloma Godta solotamale koko mate ala꞉po halli dlepiye, wa꞉ tame wa꞉ alisisi hapulomaye opa opi watle hapipame asiyama mani tlo hapo puame atali so dla hapine. Wa꞉ta epapelepiye, Pepele dimo dla alisisi pasataletapo wa꞉ hi mate ellepe. Epame ma na꞉ dolumpuane,” diyo.
MAT.19.22	Oplamitapo Yesu yu i dalepame sikemte dupa kolle mate taiyo. Adipalati, ya꞉ye alisisi pasatepo halaiyo. 
MAT.19.23	Epalati Yesuta ya꞉ alotle tlalo so watle epo atlaiyo, “Na꞉ ikadepe kokoye wua꞉ dla atlema. Alisisi pasatale oplamitapo Pepele dimo dla ulatuluweye pta kokalena. 
MAT.19.24	Epedeme na꞉ matle wua꞉ dla atlema, ka꞉mol aliyatapo tluka dedlemalalo tuwale opokoko tle ulatuluweye ka꞉deta꞉? Hao, po-ulatuluwa. Epedeme e ma epapena, alisisi pasatale sota Pepele dimo dla ulatuluweye pta kokalena,” diyo.
MAT.19.25	Amasiyama ya꞉ alotle tlalo sota imale i dalepame yiyelemama epo atlaiyo, “Ame epo kokalleye oplami anta ulatupa꞉?” diyo.
MAT.19.26	Epalati Yesuta yia꞉ watle omhalemama epo atlaiyo, “Oplamita meyelo ya꞉ pasakalo gadloweye po-ala꞉na. Amasiyama God tlo ala꞉na. Adipalati, ya꞉ta koko hapuloma haloweye pokokalena,” diyo.
MAT.19.27	Epalati Pitata Yesu watle epo atlaiyo, “Dia꞉ye wa꞉ dolumpumama di alisisi hapulomaye medla pomelepo pumulalepo. Epapedeme di asiyama apa koko hapa꞉?” diyo.
MAT.19.28	Epalati asiyama Yesuta epo atlaiyo, “Na꞉ ikadepe kokoye wua꞉ watle atlema. Godta koko hapuloma ma-amko dlowe oloma edla Opa Yamitapo dokopala depame ya꞉ta pollalo mo dla pollope. Epalati oloma edla na꞉ dolumsiyamalalo so 12 wua꞉ mape dokopala sota popa꞉lalo mo 12 dla popa꞉mama Isalael so elele 12ye ompopa꞉lepe.
MAT.19.29	Epame oplami antapo na꞉ hi yilo ya꞉ bapadulo mate epo ya꞉ eidulo mate epo ya꞉ nanadulo mate epo yotumadulo mate epo ya꞉ a mate ya꞉ wai mate epo ya꞉ yimlala mate epo ya꞉ ta꞉la mate epo ya꞉ aya mate salepame na꞉ dolumpulupiye, ya꞉ta wata oloma hema asiyama pato halepe. Epame ma alotle ya꞉tapo halepo halepo pasakaloye halepe. 
MAT.19.30	Epedeme itapu dla ha꞉ha꞉lalo so opita ma alo dla ha꞉ha꞉lepe. Asiyama alo dla ha꞉ha꞉lalo so opita ma itapu dla ha꞉ha꞉lepe.”
MAT.20.1	“Pepele dimo kokoye ipapena. Osalo ya꞉ atapo utulala ikadepe oko so elemala telepe, ya꞉ta gla꞉pi dlomoko emale dla oko halepo depame. 
MAT.20.2	Epame ya꞉tapo opa opi natipo yia꞉ mate yia꞉ oko asiyama dla esemama alila hatloye elo mani hatlo hamilipe diyo. Epame yia꞉ye mo-oko hala taiya diyo.
MAT.20.3	Epedeme osalo ya꞉ atapo sali inoma 9 oloma dla hallati ya꞉ mamisika꞉ mo dulu dla tamama natilati opa opitapo isikimi koko pa꞉le duka dla siyamalati natiyo. 
MAT.20.4	Epalati ya꞉tapo yia꞉ watle epo atlaiyo, ‘Wua꞉ ma tame na꞉ alisisi emale dla oko haiya. Epalati na꞉tapo tamila꞉la dla wua꞉ oko asiyama mate ala꞉le mani hapilowepo,’ diyo. 
MAT.20.5	Epame yia꞉ye mo-oko dla taiyo.
MAT.20.5	Epo alila hatlo medla sali inoma mo-duka dla hallati ya꞉ opa opi mape elemtame ya꞉ osalo dulu dla oko haiya diyo. Epame ma alila hatlo medla sali inoma dapahatlope oloma dla hallati ya꞉ matle opa opiye eleme tame oko hapiyo. 
MAT.20.6	Epame ma alila hatlo medla sali inoma do supulastale oloma dla hallati ya꞉ ma mo dulu dla ilamtame natilati opa opitapo koko pa꞉le siyamalati natiyo. Epalati ya꞉tapo yia꞉ watle epo atlaiyo, ‘Wua꞉ adipalati koko pa꞉le alila pato isikimi hema ha꞉ha꞉ma꞉?’ diyo.
MAT.20.7	Epalati asiyama yia꞉ta epo atlaiyo, ‘Oplami haleta dia꞉ye ya꞉ oko halepo depo di watle po-atlana,’ diyo. Epalati ya꞉ta yia꞉ watle atlemama, ‘wua꞉ ma na꞉ osalo dla oko hala puaiya,’ diyo.
MAT.20.8	Epame tamila꞉la oloma edla osalo ya꞉ atapo ya꞉ oko oplami hale watle epo atlaiyo, ‘Osalo dulu dla oko halomalalo so sisilapame yia꞉ oko asiyama mani halopine,’ diyo. ‘Epedeme wa꞉ mani halopimama opa alo ikadepe tle pumulale so tatle halopine,’ diyo.
MAT.20.9	Epapalati oko sotapo asiyama halomolowedeme mo-puame alumalati alotle oko hala tlalo so tatle yia꞉ oko asiyama dla elo mani hatlope hatlope dle halopiyo. 
MAT.20.10	Epalati opa yia꞉ tatle utulala ikadepe oko hala tamalale sota koko e natipame yia꞉ta malamaleta yia꞉ tlo yia꞉ oko asiyamaye pato halomelepe depo momalampopa꞉iyo. Amasiyama yia꞉ ma elo mani hatlo me-epapele halomaiyo. 
MAT.20.11	Yia꞉ mani i halopame allimama osalo ya꞉ a watle epo atlaiyo, 
MAT.20.12	‘Dia꞉ tlo alila pato sali alemalle dla oko hamha꞉ha꞉lepo. Amasiyama opa iwoloye isikimi sali inoma kiyele dla oko halepo. Epapele tlope wa꞉ adipalati yia꞉ watle mani hapili mepapeleye ma di watle hapi?’ diyo.
MAT.20.13	Epalati osalo ya꞉ ata yia꞉ dulu dla oplami hale watle epo atlaiyo, ‘Na꞉ batalimale koko hale wa꞉ dla pohana. Adipalati, wa꞉ alila hatlope oko asiyama elo mani hatlo me-epapeleye hali depame oko halowe solotamalepo. 
MAT.20.14	Epedeme wa꞉ mani e hame ma-tane. Na꞉ solotama, na꞉tapo wa꞉ watle mani hamili mepapeleye ma opi watle hapilowedeme. 
MAT.20.15	Adipalati, na꞉ ka꞉dena, na꞉tapo na꞉ mani mate na꞉ta solotamale koko haloweye. Epapele tlope wa꞉ adipalati na꞉ta ka꞉dle koko halati ma na꞉ watle siyaladema꞉?’ diyo.”
MAT.20.16	Epalati Yesuta ma epo atlaiyo, “Epedeme wata oloma hema alo dla ha꞉ha꞉ sotapo ma itapu dla ha꞉ha꞉lepe. Epame ma itapu dla ha꞉ha꞉ sotapo ma alo dla ha꞉ha꞉lepe.”
MAT.20.17	Yesu Yelusalem dla hetamama ya꞉ alotle tlalo soye alikili dla hohopo tame halemama yia꞉ watle epo atlaiyo, 
MAT.20.18	“Ka꞉e! Di Yelusalem dla matamayo. Edla Opa Yamiye Yu so aiyalma aya dokopala so mate epo aiyalma imalalo so mate dla homellepe. Epalati yia꞉tapo ya꞉ koko gladepo, ya꞉ta polowe kokoye atlepame ma po-Yu so dla homellepe. 
MAT.20.19	Epame po-Yu sota ya꞉ye hampame ya꞉ dla tetlemyemama putlopo atlamyelepe. Epame ya꞉ye hopolemtame dali yekelemhimili di dla gogodlepe. Amasiyama ya꞉ye wabasi dulu dla powame elepame ma dapahatlope alila dla pasakalo depame sila꞉tilipe.”
MAT.20.20	Epame Sebedi ya꞉ akimlala Yeims mate epo Yon mateye yia꞉ waita eleme Yesu hala dla puaiyo. Epame yia꞉ waitapo ya꞉ akimlala koko dla Yesu watle dalla natilowedeme ya꞉ hete sitali dla polaiyo.
MAT.20.21	Epalati Yesuta ya꞉ watle epo atlaiyo, “Wa꞉ apa kokoye na꞉ watle atla puo?” diyo. Epalati asiyama ya꞉ta Yesu watle epo atlaiyo, “Wa꞉ mo kokota pulati na꞉ akimlala dapiyamte dulu dla haletapo wa꞉ dowala tiyama dla pola epo haletapo wa꞉ weke tiyama dla pola dlowe ka꞉deta꞉?” diyo.
MAT.20.22	Amasiyama Yesuta yia꞉ watle epo atlaiyo, “Wua꞉ wua꞉ta atla kokoye powua꞉malama. Wua꞉ na꞉ta wotiyalle pato halowedeme halaye wua꞉ ma mepapele halowe ala꞉ta꞉?” diyo.
MAT.20.22	Epalati asiyama yia꞉ta epo atlaiyo, “Yao, di ma-ala꞉na,” diyo.
MAT.20.23	Epalati Yesuta asiyama yia꞉ watle epo atlaiyo, “Ikadepe, wua꞉ ma wotiyalle mepapele halepe. Amasiyama na꞉ dowala tiyama dla popa꞉lalo so mate epo na꞉ weke tiyama dla popa꞉lalo so mate sesalemoloweye na꞉ dla itiyamale hawa. Amasiyama isikimi na꞉ Ata ma-sesalemale so siyapotapo mo edla popa꞉lepe.”
MAT.20.24	Epapele dulu dla Yesu ya꞉ alotle tlalo so opa opitapo yu i dalepame Yeims mate epo Yon mate dla sikemte siyalasiyaladiyo. 
MAT.20.25	Epalati Yesuta yia꞉ sisilapame yia꞉ watle epo atlaiyo, “Po-Yu so dokopala sotapo yia꞉ isili tle ha꞉ha꞉lalo soye sikemte itiyamale mate omha꞉ha꞉mdepo. 
MAT.20.26	Amasiyama wua꞉ dulu dla epapolowe poka꞉dena. Epedeme wua꞉ dulu dla anta pato hallowe solotamelepiye, ya꞉ ka꞉yapa wua꞉ yu dla salladepo sela꞉lepe. 
MAT.20.27	Epame antapo itapu hallowe solotamelepiye, ya꞉ ka꞉yapa ya꞉skamu isili dla hamtulupame ya꞉ motoye yimkadulo gadlowe oko dla himilipe. 
MAT.20.28	Adipalati, Opa Yamita ta꞉lamo hema puwaye, opata ya꞉ gadlepo depame popuana. Amasiyama ya꞉ta opaye gadlowedeme puwapo. Epo opata pasakalo halepo depame polowedeme puwapo.”
MAT.20.29	Yesutapo ya꞉ alotle tlalo so mate Yeliko mo meleme tamha꞉ha꞉lati opa hapulomatapo yia꞉ dolumtamalaiyo. 
MAT.20.30	Epapele oloma edla inoma pa꞉talo so opa dapiyamteta api duka dla popa꞉iyo. Yia꞉tapo Yesuta pua koko dalepame yu teta꞉le mate epo atlampopa꞉iyo, “Lod, Deibidi Yami, wa꞉ di polowamama di gadene,” dempopa꞉iyo.
MAT.20.31	Amasiyama opata yia꞉ watle epo atlaiyo, “Wua꞉ yu dimi popa꞉iya,” diyo. Amasiyama opata yia꞉ watle epo atlati yia꞉tapo yia꞉ yu podallalo ma sikemte yu teta꞉le mate epo atlempopa꞉iyo, “Deibidi Yami, wa꞉ di polowamama di gadene,” dempopa꞉iyo.
MAT.20.32	Epalati Yesutapo medla hedepame yia꞉ sisilapo yia꞉ watle epo atlaiyo, “Wua꞉ na꞉ta wua꞉ watle apa koko halepo depo solotama꞉?” diyo.
MAT.20.33	Epapalati asiyama yia꞉ta ya꞉ watle epo atlaiyo, “Di inoma ka꞉dene. Di ma tlamsiyamolowe solotama,” diyo.
MAT.20.34	Yesuta yia꞉ polowamama yia꞉ inomaye u-umamaiyo. Epalati pakasiyamalalo yia꞉ inomata ma-ka꞉ka꞉dlati yia꞉tapo Yesu alotle dolumtamalaiyo.
MAT.21.1	Yesu mate ya꞉ alotle tlalo so mate Yelusalem mo mateka꞉pi dla tamalemama Olipi tamali kikiwi isili dla mo yemala Betapage dla woyamaiyo. Yia꞉ edla puame woyapo ha꞉ha꞉mama Yesuta ya꞉ alotle tlalo so opa dapiyamteye taiya demama epo atlaiyo, 
MAT.21.2	“Wua꞉ mo yemala itapu pola huma taiya. Wua꞉ edla tame natilati donki aliyata ya꞉ yemala mate kikitama hihimapo ha꞉ha꞉lati natilipe. Epalati wua꞉ yia꞉ kikitamaye totowatipame na꞉ watle elempulupe. 
MAT.21.3	Epapele dulu dla oplami haletapo wua꞉ye atlepiye, wua꞉ asiyama atlemama, ‘Lodta aliya i solotamuwo,’ dlepe. Epalati oplamita wua꞉ watle me-elemtaiya dlepe,” diyo.
MAT.21.4	Epedeme koko ita wowoyamaleye God tle yu hapame molo atlamalalo oplamita atlamale yu mate ala꞉lowedeme apiyo. Adipalati, ya꞉ta ipo atluwapo,
MAT.21.5	“Wua꞉ Yelusalem so atlaiya, ‘Wua꞉ dokopala oplamiye wua꞉ dla mo-puapo.
MAT.21.5	Ya꞉ye pta sadena. Ya꞉ye donki aliya yemala tle puapo.’”
MAT.21.6	Epapeleye Yesu ya꞉ alotle tlalo sotapo tame Yesuta atlamale koko eye halomaiyo. 
MAT.21.7	Yia꞉ tame donki ya꞉ya mate epo donki yemala mate eleme pumulaiyo. Epame yia꞉ kapumale tluka uptipame donki aliya dimsisi di dla kolumalati Yesutapo di dla hetame polaiyo. 
MAT.21.8	Epalati opa hapulomatapo yia꞉ kapumale tlukaye uptipame api duka dla yalemtlati opitapo usiye kolepame Yesuta tlowe api dla yalemtaiyo. 
MAT.21.9	Epalati Yesutapo aliya di tle ma-tamhallati itapu dla tamha꞉ha꞉le so opa mate epo Yesu ko tle pumha꞉ha꞉le so matetapo yu teta꞉le mate epo atlamtamalaiyo,
MAT.21.9	“Deibidi Yami dla sisiyeiya.
MAT.21.9	Lod hi tle pua oplami dla sisiyeiya.
