MAT.1.1	Este libro es el registro de Jesús el Mesías
LUK.9.45	Pero ellos no entendian lo que queria decir. Su significado estaba oculto para ellos para que no comprendieran las implicaciones, y ellos tenían miedo de preguntar al respecto.
LUK.9.46	Entonces comenzó un debate entre los discípulos sobre quién de ellos era el más importante. 
LUK.9.47	Pero Jesús, sabiendo la razón por la que discutían, tomó un niño pequeño y lo colocó a su lado.
LUK.9.48	Entonces les dijo: “Todo aquél que acepta a este niño en mi nombre, me acepta a mí, y todo aquél que me acepta a mí, acepta al que me envió. El menos importante entre todos ustedes es el más importante.”
LUK.9.49	Juan levantó la voz, diciendo: “Maestro, vimos a alguien expulsando demonios en tu nombre y tratamos de detenerlo porque no era uno de nosotros.”
LUK.9.50	“No lo detengan,” respondió Jesús. “Todo el que no está contra ustedes, está a favor de ustedes.”
LUK.9.51	Cuando se acercaba el tiempo de ascender al cielo, Jesús decidió con determinación ir a Jerusalén. 
LUK.9.52	Entonces envió mensajeros para que fueran adelante a una aldea samaritana, para que alistaran las cosas para él. 
LUK.9.53	Pero la gente no lo recibió porque él iba de camino hacia Jerusalén. 
LUK.9.54	Cuando Santiago y Juan vieron esto, le preguntaron a Jesús: “Maestro, ¿quieres que invoquemos fuego del cielo para quemarlos?” 
LUK.9.55	Pero Jesús se dio vuelta y los reprendió. 
LUK.9.56	Entonces siguieron hasta la siguiente aldea.
LUK.9.57	Mientras caminaban, un hombre le dijo a Jesús: “¡Te seguiré a dondequiera que vayas!”
LUK.9.58	Entonces Jesús le dijo al hombre: “Las zorras tienen sus guaridas, y las aves silvestres tienen sus nidos, pero el Hijo del hombre ni siquiera tiene un lugar donde recostar su cabeza.”
LUK.9.59	A otro hombre le dijo: “Sígueme.” Pero el hombre respondió: “Maestro, primero déjame ir y enterrar a mi padre.”
LUK.9.60	“Deja que los muertos entierren a sus propios muertos,” le respondió Jesús. “Tú ve y proclama el reino de Dios.”
LUK.9.61	Otro hombre dijo: “¡Señor, yo te seguiré! Pero primero déjame ir a casa y despedirme de mi familia.”
LUK.9.62	Pero Jesús le dijo: “Ninguna persona que ha empezado a labrar y mira hacia atrás está apto para el reino de Dios.”
LUK.10.1	Después de esto, el Señor designó a otros setenta
LUK.10.2	“La cosecha es grande, pero hay pocos trabajadores,” les dijo. “Oren para que el Señor de la cosecha envíe trabajadores a sus campos. 
LUK.10.3	Así que sigan su camino: yo los envío como ovejas en medio de lobos. 
LUK.10.4	No lleven dinero, ni bolsas, ni calzado adicional, y no gasten tiempo hablando con las personas que se encuentren. 
LUK.10.5	Toda casa donde entren, digan en primer lugar: ‘Que la paz esté en esta casa.’ 
LUK.10.6	Si hay alguna persona pacífica viviendo allí, entonces la paz de ustedes estará con ellos; si no, la paz regresará a ustedes. 
LUK.10.7	Quédense en esa casa, coman y beban todo lo que allí les brinden, pues un trabajador merece su pago. No vayan de una casa a otra. 
LUK.10.8	Si llegan a una ciudad y las personas de allí los reciben, entonces coman lo que esté frente a ustedes 
LUK.10.9	y sanen a los que estén enfermos. Díganles: ‘El reino de Dios ha venido a ustedes.’ 
LUK.10.10	Pero si llegan a una ciudad y las personas no los reciben, vayan por las calles y díganles: 
LUK.10.11	‘Sacudimos hasta el polvo de esta ciudad de nuestros pies para mostrarles nuestro descontento
LUK.10.12	“Les aseguro que en el Día del Juicio será mejor la suerte de Sodoma que la de esa ciudad. 
LUK.10.13	¡Lástima por ti, Corazín! ¡Lástima por ti, Betsaida! Porque si los milagros que ustedes vieron hubieran ocurrido en Tiro y Sidón, ya ellos se habrían arrepentido hace mucho tiempo, y estarían sentándose en cilicio y cenizas. 
LUK.10.14	Es por eso que en el juicio Tiro y Sidón tendrán mejor suerte que ustedes. 
LUK.10.15	Y tú, Capernaúm, no serás exaltada en el cielo; tú descenderás al Hades.
LUK.10.16	“Todo el que los oye a ustedes me oye a mí, y todo el que los rechaza a ustedes me rechaza a mí. Pero cualquiera que me rechaza a mí, rechaza al que me envió.”
LUK.10.17	Los setenta discípulos regresaron con gran emoción, diciendo: “¡Señor, hasta los demonios hacen lo que les decimos en tu nombre!”
LUK.10.18	Y Jesús respondió: “Yo vi a Satanás caer como un rayo del cielo. 
LUK.10.19	Sí, yo les he dado poder para pisar sobre serpientes y escorpiones, y para vencer toda la fuerza del enemigo, y nada les hará daño. 
LUK.10.20	Pero no se deleiten en que los espíritus hagan lo que ustedes les dicen, solo alégrense de que los nombres de ustedes estén escritos en el cielo.”
LUK.10.21	En ese momento Jesús fue lleno con el gozo del Espíritu Santo, y dijo: “¡Gracias, Padre, Señor del cielo y de la tierra, porque tú ocultaste estas cosas de los sabios e inteligentes y las revelaste a tus hijos! Sí, Padre, tú te complaciste en hacerlo así.
LUK.10.22	“Mi padre me ha entregado todo. Nadie entiende al Hijo, excepto el Padre, y nadie entiende al Padre, excepto el Hijo y aquellos a quienes el Hijo elige para relevarles al Padre.”
LUK.10.23	Cuando estaban solos, Jesús se volvió hacia sus discípulos y les dijo: “¡Estos que ven lo que ustedes están viendo deberían estar muy felices! 
LUK.10.24	Yo les digo que muchos profetas y reyes han querido ver lo que ustedes están viendo, pero ellos no vieron, y querían oír las cosas que ustedes están oyendo, pero no oyeron.”
LUK.10.25	En cierta ocasión, un experto en leyes religiosas se levantó y quiso ponerle una trampa a Jesús: “Maestro,” preguntó, “¿Qué debo hacer para ganar la vida eterna?”
LUK.10.26	“¿Qué está escrito en la ley? ¿Qué has leído?” preguntó Jesús.
LUK.10.27	“Amarás al Señor tu Dios con todo tu corazón, y con todo tu espíritu, y con todas tus fuerzas, y con toda tu mente; y amarás a tu prójimo como a ti mismo,” respondió el hombre.
LUK.10.28	“Estás en lo cierto,” le dijo Jesús. “Haz esto, y vivirás.”
LUK.10.29	Pero el hombre quería vindicarse, así que le preguntó a Jesús: “¿Y quién es mi prójimo?”
LUK.10.30	Jesús respondió, diciendo: “Un hombre descendía de Jerusalén hacia Jericó. Y fue asaltado por unos ladrones, quienes lo desnudaron y lo golpearon, dejándolo casi muerto. 
LUK.10.31	Sucedió que un sacerdote iba por el mismo camino. Este vio al hombre, pero siguió de largo, tomando el otro lado del camino. 
LUK.10.32	Luego pasó un levita. Pero cuando llegó al lugar y vio al hombre, también siguió de largo por el otro lado del camino.
LUK.10.33	“Finalmente pasó un samaritano. Cuando pasaba por allí, vio al hombre y sintió compasión por él. 
LUK.10.34	Se le acercó y curó sus heridas con aceite y vino, y les puso vendas. Entonces puso al hombre sobre su asno y lo llevó a una posada, y allí cuidó de él. 
LUK.10.35	Al día siguiente le entregó dos denarios al propietario de la posada y le dijo: ‘Cuida de él, y si gastas más de esta cantidad, yo te pagaré cuando regrese.’ 
LUK.10.36	¿Cuál de estos tres hombres crees que fue el prójimo del hombre que fue atacado por los ladrones?”
LUK.10.37	“El que fue bondadoso,” respondió el hombre.
LUK.10.37	“Ve y haz tu lo mismo,” le dijo Jesús.
LUK.10.38	Mientras iban de camino
LUK.10.39	Ella tenía una hermana llamada María, quien se sentó a los pies del Señor y escuchaba su enseñanza. 
LUK.10.40	Marta estaba preocupada por todas las cosas que debían hacerse para preparar la comida, así que vino donde Jesús y le dijo: “Maestro, ¿no te preocupa que mi hermana me ha dejado haciendo todo el trabajo a mí sola? ¡Dile que venga y me ayude!”
LUK.10.41	“Marta, Marta,” respondió el Señor, “estás preocupada y alterada por esto. 
LUK.10.42	Pero solo una cosa es realmente necesaria. María ha elegido lo correcto, y no se le quitará.”
LUK.11.1	Un día, Jesús estaba orando en cierto lugar. Y cuando terminó de orar, uno de sus discípulos le pidió: “Señor, por favor enséñanos a orar, así como Juan enseñó a sus discípulos.”
LUK.11.2	Jesús les dijo: “Cuando oren, digan: ‘Padre, que tu nombre sea santificado. Que tu reino venga. 
LUK.11.3	Danos cada día el alimento que necesitamos. 
LUK.11.4	Perdónanos nuestros pecados, así como nosotros perdonamos a todos los que pecan contra nosotros. Guárdanos de la tentación.’”
LUK.11.5	Luego Jesús siguió diciéndoles: “Supongan que tienen un amigo, y ustedes van a su casa en medio de la noche y le dicen: ‘Amigo, préstame tres panes 
LUK.11.6	porque ha venido un amigo a visitarme y no tengo alimento para brindarle.’ 
LUK.11.7	Entonces ese amigo responde desde el fondo de la casa, diciendo: ‘No me molestes, ya cerré la puerta con llave y mis hijos y yo ya nos acostamos a dormir. Ahora no puedo levantarme a darte nada.’ 
LUK.11.8	Les aseguro que aunque ese amigo se niegue a levantarse y darles algo, a pesar de ser su amigo, si ustedes insisten, su amigo se levantará y les dará lo que necesitan.
LUK.11.9	“Les digo entonces: pidan, y recibirán; busquen, y encontrarán; toquen puertas, y las puertas se abrirán para ustedes. 
LUK.11.10	Porque todo el que pide, recibe; todo el que busca, encuentra; y a todo el que toca la puerta, se le abre. 
LUK.11.11	¿Quién de ustedes, siendo padre, si su hijo le pide un pescado, le dará una serpiente en lugar de ello? 
LUK.11.12	¿O si le pide un huevo, le dará un escorpión? 
LUK.11.13	De modo que si ustedes, siendo malos, aun así saben darles cosas buenas a sus hijos, ¿cuánto más el Padre celestial le dará el Espíritu Santo a quienes se lo pidan?”
LUK.11.14	Sucedió que Jesús estaba expulsando un demonio que había vuelto mudo a un hombre. Cuando el demonio salió, el hombre que había estado mudo pudo hablar, y la multitud estaba asombrada. 
LUK.11.15	Pero algunos de ellos dijeron: “Él está expulsando demonios usando el poder de Belcebú, el príncipe de los demonios.” 
LUK.11.16	Otros estaban tratando de probar a Jesús pidiéndole una señal milagrosa del cielo.
LUK.11.17	Pero Jesús sabía lo que ellos pensaban y dijo: “Todo reino dividido contra sí mismo, será destruido. Una familia
LUK.11.18	Si Satanás está dividido contra sí mismo, ¿cómo podría permanecer su reino? Ustedes dicen que yo expulso demonios por el poder de Belcebú. 
LUK.11.19	Pero si es así, ¿con qué poder los expulsan los hijos de ustedes
LUK.11.20	“Sin embargo, si yo expulso demonios por el poder de Dios, entonces eso prueba que el reino de Dios ha venido. ¡Está justo aquí entre ustedes! 
LUK.11.21	Cuando un hombre fuerte está armado y cuida su casa, todo lo que posee está seguro. 
LUK.11.22	Pero si viene un hombre más fuerte y lo vence, quitándole todas sus armas, de las cuales dependía, entonces este puede llevarse todas sus posesiones. 
LUK.11.23	“Todo el que no está conmigo, está contra mí, y todo el que no está edificando conmigo, está derribándolo todo.
LUK.11.24	Cuando un espíritu maligno sale de alguien, anda por el desierto buscando un lugar donde quedarse. Pero cuando no encuentra lugar, dice: ‘Regresaré a la casa de donde salí.’ 
LUK.11.25	Y cuando regresa, la encuentra barrida y arreglada. 
LUK.11.26	Entonces va y busca a otros siete espíritus peores que él, y ellos vienen a vivir allí. Y al final ese hombre llega a ser peor que como era antes.”
LUK.11.27	Mientras hablaba, una mujer entre la multitud gritó: “Bendito el vientre del cual naciste y los pechos que te alimentaron.” 
LUK.11.28	Pero Jesús dijo: “Más benditos aún son los que oyen la palabra de Dios y siguen sus enseñanzas.”
LUK.11.29	A medida que la gente se amontonaba a su alrededor, Jesús comenzó a decir: “Esta es una generación maligna, pues están buscando una señal milagrosa, pero no se les dará ninguna señal, sino la señal de Jonás. 
LUK.11.30	Del mismo modo que Jonás fue una señal para el pueblo de Nínive, así el Hijo del hombre será una señal para esta generación. 
LUK.11.31	La reina del sur se levantará en el juicio junto con la gente de su generación y los condenará, porque ella vino desde los confines de la tierra para escuchar la sabiduría de Salomón, ¡Y ahora está aquí uno que es más importante que Salomón! 
LUK.11.32	El pueblo de Nínive se levantará en el juicio junto con su generación, y condenarán a esta generación, porque ellos se arrepintieron cuando oyeron el mensaje de Jonás, ¡Y ahora está aquí uno que es más importante que Jonás! 
LUK.11.33	Nadie enciende una lámpara y luego la esconde bajo un tazón. No, la lámpara se coloca en un lugar alto para que todos los que entran a la casa pueda ver la luz. 
LUK.11.34	El ojo es la lámpara del cuerpo. Cuando tu ojo es bueno, todo tu cuerpo está lleno de luz. Pero cuando tu ojo es malo, tu cuerpo está en la oscuridad. 
LUK.11.35	Entonces asegúrate de que la luz que crees tener en ti, no sea realmente oscuridad. 
LUK.11.36	Si todo tu cuerpo está lleno de luz, sin áreas oscuras, entonces está completamente iluminado, como si una lámpara te iluminara con su luz.”
LUK.11.37	Después de que Jesús terminó de hablar, un Fariseo lo invitó para que fuera a comer con él. Entonces Jesús fue y se sentó a comer. 
LUK.11.38	El Fariseo estaba sorprendido porque Jesús no se lavó las manos antes de comer, como se requería ceremonialmente. 
LUK.11.39	Entonces el Señor le dijo: “Ustedes los Fariseos limpian la parte externa de la taza y del plato, pero por dentro están llenos de avaricia y maldad. 
LUK.11.40	¡Son tan necios ustedes! ¿No piensan que Aquél que hizo la parte externa también hizo la parte interna? 
LUK.11.41	Si, actuando desde su interior, realizan actos de bondad hacia otros, entonces todo estará limpio en ustedes. 
LUK.11.42	¡Qué lástima por ustedes, Fariseos! Porque ustedes diezman las hierbas
LUK.11.43	¡Qué lástima me dan ustedes, Fariseos! Porque a ustedes les encanta tener los mejores asientos en las sinagogas, y ser saludados con respeto cuando van a las plazas del mercado. 
LUK.11.44	¡Qué lástima por ustedes! Son como tumbas sin marcar, sobre las cuales camina la gente sin saberlo.”
LUK.11.45	Uno de los expertos en leyes religiosas reaccionó, diciendo: “¡Maestro, cuando hablas así, también nos insultas a nosotros!”
LUK.11.46	Entonces Jesús respondió: “¡Qué lástima me dan ustedes, intérpretes de la ley! Porque ustedes ponen sobre la gente cargas difíciles de soportar, pero ustedes no mueven ni un dedo por ayudarlos. 
